year	office	name	party	incumbent
2006.0	"Land Comm"	"Hathcox"	"D"	"N"
2006.0	"Land Comm"	"Patterson"	"R"	"Y"
2006.0	"Lt. Governor"	"Alvarado"	"D"	"N"
2006.0	"Lt. Governor"	"Dewhurst"	"R"	"Y"
2006.0	"RR Comm 3"	"Henry"	"D"	"N"
2006.0	"RR Comm 3"	"Jones"	"R"	"Y"
2006.0	"SBOE 10"	"Dunbar"	"R"	"N"
2006.0	"SBOE 10"	"Thomen"	"L"	"N"
2006.0	"SBOE 12"	"Havener"	"L"	"N"
2006.0	"SBOE 12"	"Miller"	"R"	"Y"
2006.0	"SBOE 15"	"Craig"	"R"	"Y"
2006.0	"SBOE 15"	"Stacker"	"L"	"N"
2006.0	"SBOE 3"	"Agosto"	"D"	"N"
2006.0	"SBOE 3"	"Cunningham"	"R"	"N"
2006.0	"SBOE 5"	"Mercer"	"R"	"N"
2006.0	"SBOE 5"	"Oliver"	"L"	"N"
2006.0	"SBOE 9"	"Charleton"	"D"	"N"
2006.0	"SBOE 9"	"McLeroy"	"R"	"Y"
2006.0	"State Rep 1"	"Eason"	"L"	"N"
2006.0	"State Rep 1"	"Frost"	"D"	"Y"
2006.0	"State Rep 10"	"Horn"	"D"	"N"
2006.0	"State Rep 10"	"Pitts"	"R"	"Y"
2006.0	"State Rep 100"	"Hodge"	"D"	"Y"
2006.0	"State Rep 100"	"Pritchett"	"L"	"N"
2006.0	"State Rep 101"	"Joyner"	"L"	"N"
2006.0	"State Rep 101"	"Latham"	"R"	"N"
2006.0	"State Rep 102"	"Goolsby"	"R"	"Y"
2006.0	"State Rep 102"	"Miller"	"D"	"N"
2006.0	"State Rep 103"	"Anchia"	"D"	"Y"
2006.0	"State Rep 103"	"Mason"	"L"	"N"
2006.0	"State Rep 104"	"Alonzo"	"D"	"Y"
2006.0	"State Rep 104"	"McSpadden"	"L"	"N"
2006.0	"State Rep 105"	"Harper-Brown"	"R"	"Y"
2006.0	"State Rep 105"	"Romano"	"D"	"N"
2006.0	"State Rep 106"	"England"	"R"	"Y"
2006.0	"State Rep 106"	"Hubener"	"D"	"N"
2006.0	"State Rep 107"	"Keffer"	"R"	"Y"
2006.0	"State Rep 107"	"Vaught"	"D"	"N"
2006.0	"State Rep 108"	"Borden"	"D"	"N"
2006.0	"State Rep 108"	"Branch"	"R"	"Y"
2006.0	"State Rep 11"	"Durrett"	"R"	"N"
2006.0	"State Rep 11"	"Hopson"	"D"	"Y"
2006.0	"State Rep 111"	"Davis"	"D"	"Y"
2006.0	"State Rep 111"	"Werner"	"R"	"N"
2006.0	"State Rep 112"	"Hill"	"R"	"Y"
2006.0	"State Rep 112"	"Moseley"	"L"	"N"
2006.0	"State Rep 113"	"Brandler"	"D"	"N"
2006.0	"State Rep 113"	"Driver"	"R"	"Y"
2006.0	"State Rep 114"	"Hartnett"	"R"	"Y"
2006.0	"State Rep 114"	"Shinoda"	"D"	"N"
2006.0	"State Rep 116"	"Martinez Fischer"	"D"	"Y"
2006.0	"State Rep 116"	"Tennison"	"L"	"N"
2006.0	"State Rep 117"	"Kenyon"	"R"	"N"
2006.0	"State Rep 117"	"Leibowitz"	"D"	"Y"
2006.0	"State Rep 118"	"Antuna"	"R"	"N"
2006.0	"State Rep 118"	"Farias"	"D"	"N"
2006.0	"State Rep 118"	"Thompson"	"L"	"N"
2006.0	"State Rep 12"	"Anderson"	"R"	"N"
2006.0	"State Rep 12"	"McReynolds"	"D"	"Y"
2006.0	"State Rep 120"	"McClendon"	"D"	"Y"
2006.0	"State Rep 120"	"Thabet"	"L"	"N"
2006.0	"State Rep 121"	"Allison"	"L"	"N"
2006.0	"State Rep 121"	"Straus"	"R"	"Y"
2006.0	"State Rep 122"	"Corte"	"R"	"Y"
2006.0	"State Rep 122"	"Stallings"	"D"	"N"
2006.0	"State Rep 123"	"Ragsdale"	"L"	"N"
2006.0	"State Rep 123"	"Villarreal"	"D"	"Y"
2006.0	"State Rep 124"	"King"	"R"	"N"
2006.0	"State Rep 124"	"Menendez"	"D"	"Y"
2006.0	"State Rep 125"	"Balido"	"R"	"N"
2006.0	"State Rep 125"	"Castro"	"D"	"Y"
2006.0	"State Rep 126"	"Harless"	"R"	"N"
2006.0	"State Rep 126"	"Khan"	"D"	"N"
2006.0	"State Rep 127"	"Crabb"	"R"	"Y"
2006.0	"State Rep 127"	"Trautman"	"D"	"N"
2006.0	"State Rep 129"	"Davis"	"R"	"Y"
2006.0	"State Rep 129"	"Matula"	"D"	"N"
2006.0	"State Rep 13"	"Kolkhorst"	"R"	"Y"
2006.0	"State Rep 13"	"Stigall"	"L"	"N"
2006.0	"State Rep 130"	"Gray"	"L"	"N"
2006.0	"State Rep 130"	"Van Arsdale"	"R"	"Y"
2006.0	"State Rep 132"	"Callegari"	"R"	"Y"
2006.0	"State Rep 132"	"De La Canal"	"L"	"N"
2006.0	"State Rep 133"	"Murphy"	"R"	"N"
2006.0	"State Rep 133"	"Thibaut"	"D"	"N"
2006.0	"State Rep 134"	"Cohen"	"D"	"N"
2006.0	"State Rep 134"	"Wong"	"R"	"Y"
2006.0	"State Rep 136"	"Brann"	"D"	"N"
2006.0	"State Rep 136"	"Woolley"	"R"	"Y"
2006.0	"State Rep 137"	"Hochberg"	"D"	"Y"
2006.0	"State Rep 137"	"Spivey"	"R"	"N"
2006.0	"State Rep 138"	"Bohac"	"R"	"Y"
2006.0	"State Rep 138"	"McDavid"	"D"	"N"
2006.0	"State Rep 143"	"Hernandez"	"D"	"Y"
2006.0	"State Rep 143"	"Olmos"	"R"	"N"
2006.0	"State Rep 144"	"Sexton"	"D"	"N"
2006.0	"State Rep 144"	"Talton"	"R"	"Y"
2006.0	"State Rep 148"	"Dittmar"	"L"	"N"
2006.0	"State Rep 148"	"Farrar"	"D"	"Y"
2006.0	"State Rep 149"	"Heflin"	"R"	"N"
2006.0	"State Rep 149"	"Vo"	"D"	"Y"
2006.0	"State Rep 15"	"Eissler"	"R"	"Y"
2006.0	"State Rep 15"	"Miller"	"D"	"N"
2006.0	"State Rep 150"	"Nelson-Turnier"	"D"	"N"
2006.0	"State Rep 150"	"Riddle"	"R"	"Y"
2006.0	"State Rep 16"	"Creighton"	"R"	"N"
2006.0	"State Rep 16"	"Poland"	"D"	"N"
2006.0	"State Rep 17"	"Cook"	"D"	"Y"
2006.0	"State Rep 17"	"Kleinschmidt"	"R"	"N"
2006.0	"State Rep 18"	"Otto"	"R"	"Y"
2006.0	"State Rep 18"	"Overstreet"	"L"	"N"
2006.0	"State Rep 19"	"Clayton"	"D"	"N"
2006.0	"State Rep 19"	"Hamilton"	"R"	"Y"
2006.0	"State Rep 2"	"Cornuaud"	"D"	"N"
2006.0	"State Rep 2"	"Flynn"	"R"	"Y"
2006.0	"State Rep 20"	"Gattis"	"R"	"Y"
2006.0	"State Rep 20"	"Stauber"	"D"	"N"
2006.0	"State Rep 23"	"Eiland"	"D"	"Y"
2006.0	"State Rep 23"	"Lloyd"	"L"	"N"
2006.0	"State Rep 24"	"Hutchison"	"L"	"N"
2006.0	"State Rep 24"	"Taylor"	"R"	"Y"
2006.0	"State Rep 27"	"Bryant"	"R"	"N"
2006.0	"State Rep 27"	"Olivo"	"D"	"Y"
2006.0	"State Rep 28"	"Bottos"	"D"	"N"
2006.0	"State Rep 28"	"Zerwas"	"R"	"N"
2006.0	"State Rep 29"	"Dawson"	"R"	"Y"
2006.0	"State Rep 29"	"Dinovo"	"D"	"N"
2006.0	"State Rep 3"	"Hollingsworth"	"R"	"N"
2006.0	"State Rep 3"	"Homer"	"D"	"Y"
2006.0	"State Rep 32"	"Garcia"	"D"	"N"
2006.0	"State Rep 32"	"Nelson"	"L"	"N"
2006.0	"State Rep 32"	"Seaman"	"R"	"Y"
2006.0	"State Rep 33"	"McComb"	"R"	"N"
2006.0	"State Rep 33"	"Ortiz"	"D"	"N"
2006.0	"State Rep 34"	"Herrero"	"D"	"Y"
2006.0	"State Rep 34"	"Moore"	"L"	"N"
2006.0	"State Rep 35"	"Elmer"	"L"	"N"
2006.0	"State Rep 35"	"Esparza"	"R"	"N"
2006.0	"State Rep 35"	"Gonzalez Toureilles"	"D"	"Y"
2006.0	"State Rep 38"	"Cavazos"	"R"	"N"
2006.0	"State Rep 38"	"Lucio"	"D"	"N"
2006.0	"State Rep 38"	"McNally"	"L"	"N"
2006.0	"State Rep 4"	"Brown"	"R"	"Y"
2006.0	"State Rep 4"	"Gleason"	"D"	"N"
2006.0	"State Rep 45"	"Neuhaus"	"R"	"N"
2006.0	"State Rep 45"	"Rose"	"D"	"Y"
2006.0	"State Rep 46"	"Dukes"	"D"	"Y"
2006.0	"State Rep 46"	"Wedeikes"	"L"	"N"
2006.0	"State Rep 47"	"Bolton"	"D"	"N"
2006.0	"State Rep 47"	"Welch"	"R"	"N"
2006.0	"State Rep 48"	"Easton"	"L"	"N"
2006.0	"State Rep 48"	"Howard"	"D"	"Y"
2006.0	"State Rep 49"	"McKay"	"L"	"N"
2006.0	"State Rep 49"	"Naishtat"	"D"	"Y"
2006.0	"State Rep 5"	"Carmichael"	"L"	"N"
2006.0	"State Rep 5"	"Hughes"	"R"	"Y"
2006.0	"State Rep 50"	"Fleece"	"R"	"N"
2006.0	"State Rep 50"	"Strama"	"D"	"Y"
2006.0	"State Rep 51"	"DiBianca"	"L"	"N"
2006.0	"State Rep 51"	"Rodriguez"	"D"	"Y"
2006.0	"State Rep 52"	"Felthauser"	"D"	"N"
2006.0	"State Rep 52"	"Krusee"	"R"	"Y"
2006.0	"State Rep 52"	"Simmons"	"L"	"N"
2006.0	"State Rep 53"	"Hilderbran"	"R"	"Y"
2006.0	"State Rep 53"	"Holk"	"L"	"N"
2006.0	"State Rep 54"	"Aycock"	"R"	"N"
2006.0	"State Rep 54"	"Lindsay"	"D"	"N"
2006.0	"State Rep 55"	"Delisi"	"R"	"Y"
2006.0	"State Rep 55"	"Smith"	"D"	"N"
2006.0	"State Rep 56"	"Anderson"	"R"	"Y"
2006.0	"State Rep 56"	"Kilbride"	"L"	"N"
2006.0	"State Rep 57"	"Dunnam"	"D"	"Y"
2006.0	"State Rep 57"	"Snider"	"L"	"N"
2006.0	"State Rep 58"	"Kauffman"	"D"	"N"
2006.0	"State Rep 58"	"Orr"	"R"	"Y"
2006.0	"State Rep 59"	"Casbeer"	"D"	"N"
2006.0	"State Rep 59"	"Miller"	"R"	"Y"
2006.0	"State Rep 60"	"Keffer"	"R"	"Y"
2006.0	"State Rep 60"	"McKelvain"	"D"	"N"
2006.0	"State Rep 61"	"Forsythe"	"L"	"N"
2006.0	"State Rep 61"	"King"	"R"	"Y"
2006.0	"State Rep 62"	"Phillips"	"R"	"Y"
2006.0	"State Rep 62"	"Veeck"	"D"	"N"
2006.0	"State Rep 64"	"Crownover"	"R"	"Y"
2006.0	"State Rep 64"	"McLeod"	"D"	"N"
2006.0	"State Rep 65"	"Shuey"	"L"	"N"
2006.0	"State Rep 65"	"Solomons"	"R"	"Y"
2006.0	"State Rep 66"	"McCall"	"R"	"Y"
2006.0	"State Rep 66"	"Westfried"	"L"	"N"
2006.0	"State Rep 69"	"Craft"	"R"	"N"
2006.0	"State Rep 69"	"Farabee"	"D"	"Y"
2006.0	"State Rep 7"	"Franklin"	"D"	"N"
2006.0	"State Rep 7"	"Merritt"	"R"	"Y"
2006.0	"State Rep 70"	"Koster"	"D"	"N"
2006.0	"State Rep 70"	"Paxton"	"R"	"Y"
2006.0	"State Rep 71"	"Hailey"	"D"	"N"
2006.0	"State Rep 71"	"King"	"R"	"N"
2006.0	"State Rep 72"	"Darby"	"R"	"N"
2006.0	"State Rep 72"	"Higgins"	"L"	"N"
2006.0	"State Rep 73"	"Ellis"	"L"	"N"
2006.0	"State Rep 73"	"Macias"	"R"	"N"
2006.0	"State Rep 75"	"Johnson"	"R"	"N"
2006.0	"State Rep 75"	"Quintanilla"	"D"	"Y"
2006.0	"State Rep 8"	"Cook"	"R"	"Y"
2006.0	"State Rep 8"	"Davis"	"D"	"N"
2006.0	"State Rep 81"	"Grimes"	"L"	"N"
2006.0	"State Rep 81"	"West"	"R"	"Y"
2006.0	"State Rep 83"	"Jones"	"R"	"Y"
2006.0	"State Rep 83"	"Miller"	"D"	"N"
2006.0	"State Rep 84"	"Isett"	"R"	"Y"
2006.0	"State Rep 84"	"Mayfield"	"D"	"N"
2006.0	"State Rep 85"	"Heflin"	"D"	"N"
2006.0	"State Rep 85"	"Landtroop"	"R"	"N"
2006.0	"State Rep 86"	"Glover"	"L"	"N"
2006.0	"State Rep 86"	"Smithee"	"R"	"Y"
2006.0	"State Rep 88"	"Chisum"	"R"	"Y"
2006.0	"State Rep 88"	"Justice"	"L"	"N"
2006.0	"State Rep 89"	"Harris"	"D"	"N"
2006.0	"State Rep 89"	"Laubenberg"	"R"	"Y"
2006.0	"State Rep 90"	"Burnam"	"D"	"Y"
2006.0	"State Rep 90"	"Wingo"	"L"	"N"
2006.0	"State Rep 91"	"Hancock"	"R"	"N"
2006.0	"State Rep 91"	"Sibbet"	"D"	"N"
2006.0	"State Rep 93"	"Goodman"	"R"	"Y"
2006.0	"State Rep 93"	"Pierson"	"D"	"N"
2006.0	"State Rep 94"	"Patrick"	"R"	"N"
2006.0	"State Rep 94"	"Pillow"	"D"	"N"
2006.0	"State Rep 96"	"Youngblood"	"D"	"N"
2006.0	"State Rep 96"	"Zedler"	"R"	"Y"
2006.0	"State Rep 97"	"Barrett"	"D"	"N"
2006.0	"State Rep 97"	"Mowery"	"R"	"Y"
2006.0	"State Rep 98"	"Glatz"	"L"	"N"
2006.0	"State Rep 98"	"Truitt"	"R"	"Y"
2006.0	"State Rep 99"	"Ford"	"D"	"N"
2006.0	"State Rep 99"	"Geren"	"R"	"Y"
2006.0	"State Sen 1"	"Albers"	"L"	"N"
2006.0	"State Sen 1"	"Eltife"	"R"	"Y"
2006.0	"State Sen 12"	"Fullingim"	"D"	"N"
2006.0	"State Sen 12"	"Nelson"	"R"	"Y"
2006.0	"State Sen 14"	"Howard"	"L"	"N"
2006.0	"State Sen 14"	"Watson"	"D"	"N"
2006.0	"State Sen 15"	"DeLaRosa"	"R"	"N"
2006.0	"State Sen 15"	"Whitmire"	"D"	"Y"
2006.0	"State Sen 17"	"Janek"	"R"	"Y"
2006.0	"State Sen 17"	"Kurtz"	"L"	"N"
2006.0	"State Sen 18"	"Hegar"	"R"	"N"
2006.0	"State Sen 18"	"Wright"	"L"	"N"
2006.0	"State Sen 19"	"Bowen"	"R"	"N"
2006.0	"State Sen 19"	"Uresti"	"D"	"N"
2006.0	"State Sen 2"	"Deuell"	"R"	"Y"
2006.0	"State Sen 2"	"Kaptain"	"L"	"N"
2006.0	"State Sen 22"	"Averitt"	"R"	"Y"
2006.0	"State Sen 22"	"Smart"	"L"	"N"
2006.0	"State Sen 25"	"Thomas"	"D"	"N"
2006.0	"State Sen 25"	"Wentworth"	"R"	"Y"
2006.0	"State Sen 29"	"Margo"	"R"	"N"
2006.0	"State Sen 29"	"Shapleigh"	"D"	"Y"
2006.0	"State Sen 5"	"Ogden"	"R"	"Y"
2006.0	"State Sen 5"	"Wyman"	"D"	"N"
2006.0	"State Sen 7"	"Kubosh"	"D"	"N"
2006.0	"State Sen 7"	"Patrick"	"R"	"N"
2006.0	"Sup Ct 2"	"Moody"	"D"	"N"
2006.0	"Sup Ct 2"	"Willett"	"R"	"Y"
2006.0	"Sup Ct 4"	"Adkins"	"L"	"N"
2006.0	"Sup Ct 4"	"Medina"	"R"	"Y"
2006.0	"Sup Ct 6"	"Hecht"	"R"	"Y"
2006.0	"Sup Ct 6"	"Phillippi"	"L"	"N"
2006.0	"Sup Ct 8"	"Cookingham"	"L"	"N"
2006.0	"Sup Ct 8"	"Johnson"	"R"	"Y"
2006.0	"Sup Ct Chief"	"Jefferson"	"R"	"Y"
2006.0	"Sup Ct Chief"	"Oxford"	"L"	"N"
2006.0	"U.S. Rep 1"	"Gohmert"	"R"	"Y"
2006.0	"U.S. Rep 1"	"Owen"	"D"	"N"
2006.0	"U.S. Rep 10"	"Ankrum"	"D"	"N"
2006.0	"U.S. Rep 10"	"McCaul"	"R"	"Y"
2006.0	"U.S. Rep 12"	"Granger"	"R"	"Y"
2006.0	"U.S. Rep 12"	"Morris"	"D"	"N"
2006.0	"U.S. Rep 13"	"Thornberry"	"R"	"Y"
2006.0	"U.S. Rep 13"	"Waun"	"D"	"N"
2006.0	"U.S. Rep 14"	"Paul"	"R"	"Y"
2006.0	"U.S. Rep 14"	"Sklar"	"D"	"N"
2006.0	"U.S. Rep 16"	"Reyes"	"D"	"Y"
2006.0	"U.S. Rep 16"	"Strickland"	"L"	"N"
2006.0	"U.S. Rep 17"	"Edwards"	"D"	"Y"
2006.0	"U.S. Rep 17"	"Taylor"	"R"	"N"
2006.0	"U.S. Rep 18"	"Hassan"	"R"	"N"
2006.0	"U.S. Rep 18"	"Jackson Lee"	"D"	"Y"
2006.0	"U.S. Rep 19"	"Neugebauer"	"R"	"Y"
2006.0	"U.S. Rep 19"	"Ricketts"	"D"	"N"
2006.0	"U.S. Rep 2"	"Binderim"	"D"	"N"
2006.0	"U.S. Rep 2"	"Poe"	"R"	"Y"
2006.0	"U.S. Rep 20"	"Gonzalez"	"D"	"Y"
2006.0	"U.S. Rep 20"	"Idrogo"	"L"	"N"
2006.0	"U.S. Rep 22"	"Gibbs"	"W"	"N"
2006.0	"U.S. Rep 22"	"Lampson"	"D"	"N"
2006.0	"U.S. Rep 22"	"Smither"	"L"	"N"
2006.0	"U.S. Rep 24"	"Marchant"	"R"	"Y"
2006.0	"U.S. Rep 24"	"Page"	"D"	"N"
2006.0	"U.S. Rep 26"	"Barnwell"	"D"	"N"
2006.0	"U.S. Rep 26"	"Burgess"	"R"	"Y"
2006.0	"U.S. Rep 27"	"Ortiz"	"D"	"Y"
2006.0	"U.S. Rep 27"	"Vaden"	"R"	"N"
2006.0	"U.S. Rep 29"	"Green"	"D"	"Y"
2006.0	"U.S. Rep 29"	"Story"	"R"	"N"
2006.0	"U.S. Rep 3"	"Dodd"	"D"	"N"
2006.0	"U.S. Rep 3"	"Johnson"	"R"	"Y"
2006.0	"U.S. Rep 30"	"Aurbach"	"R"	"N"
2006.0	"U.S. Rep 30"	"Bernice Johnson"	"D"	"Y"
2006.0	"U.S. Rep 31"	"Carter"	"R"	"Y"
2006.0	"U.S. Rep 31"	"Harrell"	"D"	"N"
2006.0	"U.S. Rep 32"	"Pryor"	"D"	"N"
2006.0	"U.S. Rep 32"	"Sessions"	"R"	"Y"
2006.0	"U.S. Rep 4"	"Hall"	"R"	"Y"
2006.0	"U.S. Rep 4"	"Melancon"	"D"	"N"
2006.0	"U.S. Rep 5"	"Hensarling"	"R"	"Y"
2006.0	"U.S. Rep 5"	"Thompson"	"D"	"N"
2006.0	"U.S. Rep 6"	"Barton"	"R"	"Y"
2006.0	"U.S. Rep 6"	"Harris"	"D"	"N"
2006.0	"U.S. Rep 7"	"Culberson"	"R"	"Y"
2006.0	"U.S. Rep 7"	"Henley"	"D"	"N"
2006.0	"U.S. Rep 8"	"Brady"	"R"	"Y"
2006.0	"U.S. Rep 8"	"Wright"	"D"	"N"
2006.0	"U.S. Sen"	"Hutchison"	"R"	"Y"
2006.0	"U.S. Sen"	"Radnofsky"	"D"	"N"
2008.0	"CCA 3"	"Eilers"	"L"	"N"
2008.0	"CCA 3"	"Price"	"R"	"Y"
2008.0	"CCA 3"	"Strawn"	"D"	"N"
2008.0	"CCA 4"	"Howard"	"L"	"N"
2008.0	"CCA 4"	"Molina"	"D"	"N"
2008.0	"CCA 4"	"Womack"	"R"	"Y"
2008.0	"CCA 9"	"Cochran"	"R"	"Y"
2008.0	"CCA 9"	"Strange"	"L"	"N"
2008.0	"President"	"Barr"	"L"	"N"
2008.0	"President"	"McCain"	"R"	"N"
2008.0	"President"	"Obama"	"D"	"N"
2008.0	"President"	"Write-In"	"W"	"N"
2008.0	"RR Comm 3"	"Floyd"	"L"	"N"
2008.0	"RR Comm 3"	"Thompson"	"D"	"N"
2008.0	"RR Comm 3"	"Williams"	"R"	"Y"
2008.0	"SBOE 11"	"Beckman"	"L"	"N"
2008.0	"SBOE 11"	"Hardy"	"R"	"Y"
2008.0	"SBOE 13"	"Knight"	"D"	"Y"
2008.0	"SBOE 13"	"Werner"	"R"	"N"
2008.0	"SBOE 14"	"Bogle"	"D"	"N"
2008.0	"SBOE 14"	"Lowe"	"R"	"Y"
2008.0	"SBOE 14"	"Shuey"	"L"	"N"
2008.0	"SBOE 2"	"Berlanga"	"D"	"Y"
2008.0	"SBOE 2"	"Johnston"	"R"	"N"
2008.0	"SBOE 6"	"Bryan"	"L"	"N"
2008.0	"SBOE 6"	"Leo"	"R"	"N"
2008.0	"SBOE 7"	"Bradley"	"R"	"Y"
2008.0	"SBOE 7"	"Ewing"	"D"	"N"
2008.0	"SBOE 7"	"Johnson"	"L"	"N"
2008.0	"SBOE 8"	"Cargill"	"R"	"Y"
2008.0	"SBOE 8"	"Ellis"	"W"	"N"
2008.0	"SBOE 8"	"Stroman"	"L"	"N"
2008.0	"State Rep 1"	"Eason"	"L"	"N"
2008.0	"State Rep 1"	"Frost"	"D"	"Y"
2008.0	"State Rep 1"	"Lavender"	"R"	"N"
2008.0	"State Rep 10"	"Pitts"	"R"	"Y"
2008.0	"State Rep 10"	"Smart"	"L"	"N"
2008.0	"State Rep 100"	"Hodge"	"D"	"Y"
2008.0	"State Rep 100"	"Pritchett"	"L"	"N"
2008.0	"State Rep 101"	"Anderson"	"R"	"N"
2008.0	"State Rep 101"	"Miklos"	"D"	"N"
2008.0	"State Rep 102"	"Goolsby"	"R"	"Y"
2008.0	"State Rep 102"	"Kent"	"D"	"N"
2008.0	"State Rep 103"	"Anchia"	"D"	"Y"
2008.0	"State Rep 103"	"Mason"	"L"	"N"
2008.0	"State Rep 105"	"Baird"	"L"	"N"
2008.0	"State Rep 105"	"Harper-Brown"	"R"	"Y"
2008.0	"State Rep 105"	"Romano"	"D"	"N"
2008.0	"State Rep 106"	"England"	"D"	"Y"
2008.0	"State Rep 106"	"Freeman"	"L"	"N"
2008.0	"State Rep 106"	"Wiegman"	"R"	"N"
2008.0	"State Rep 107"	"Keffer"	"R"	"N"
2008.0	"State Rep 107"	"Parsons"	"L"	"N"
2008.0	"State Rep 107"	"Vaught"	"D"	"Y"
2008.0	"State Rep 108"	"Branch"	"R"	"Y"
2008.0	"State Rep 108"	"Reichstadt"	"D"	"N"
2008.0	"State Rep 109"	"Giddings"	"D"	"Y"
2008.0	"State Rep 109"	"Jackson"	"L"	"N"
2008.0	"State Rep 11"	"Bryan"	"L"	"N"
2008.0	"State Rep 11"	"Hopson"	"D"	"Y"
2008.0	"State Rep 11"	"Walker"	"R"	"N"
2008.0	"State Rep 111"	"Davis"	"D"	"Y"
2008.0	"State Rep 111"	"Fincannon"	"R"	"N"
2008.0	"State Rep 111"	"Miles"	"L"	"N"
2008.0	"State Rep 112"	"Chen Button"	"R"	"N"
2008.0	"State Rep 112"	"Vule"	"D"	"N"
2008.0	"State Rep 112"	"White"	"L"	"N"
2008.0	"State Rep 113"	"Brandler"	"D"	"N"
2008.0	"State Rep 113"	"Driver"	"R"	"Y"
2008.0	"State Rep 115"	"Jackson"	"R"	"Y"
2008.0	"State Rep 115"	"Poulter"	"L"	"N"
2008.0	"State Rep 116"	"Armstrong"	"L"	"Y"
2008.0	"State Rep 116"	"Martinez Fischer"	"D"	"N"
2008.0	"State Rep 117"	"Garza"	"R"	"N"
2008.0	"State Rep 117"	"Leibowitz"	"D"	"Y"
2008.0	"State Rep 118"	"Farias"	"D"	"Y"
2008.0	"State Rep 118"	"Green"	"R"	"N"
2008.0	"State Rep 118"	"Thompson"	"L"	"N"
2008.0	"State Rep 12"	"Brookshire"	"R"	"N"
2008.0	"State Rep 12"	"McReynolds"	"D"	"Y"
2008.0	"State Rep 121"	"Straus"	"R"	"Y"
2008.0	"State Rep 121"	"Thomas"	"L"	"N"
2008.0	"State Rep 122"	"Baynton"	"L"	"N"
2008.0	"State Rep 122"	"Carnot"	"D"	"N"
2008.0	"State Rep 122"	"Corte"	"R"	"Y"
2008.0	"State Rep 126"	"Harless"	"R"	"Y"
2008.0	"State Rep 126"	"Khan"	"D"	"N"
2008.0	"State Rep 126"	"Palma"	"L"	"N"
2008.0	"State Rep 127"	"Crabb"	"R"	"Y"
2008.0	"State Rep 127"	"Montemayor"	"D"	"N"
2008.0	"State Rep 127"	"Perez"	"L"	"N"
2008.0	"State Rep 129"	"Davis"	"R"	"Y"
2008.0	"State Rep 129"	"Matula"	"D"	"N"
2008.0	"State Rep 130"	"Fletcher"	"R"	"N"
2008.0	"State Rep 130"	"Gray"	"L"	"N"
2008.0	"State Rep 132"	"Callegari"	"R"	"Y"
2008.0	"State Rep 132"	"Kurtz"	"L"	"N"
2008.0	"State Rep 133"	"Murphy"	"R"	"Y"
2008.0	"State Rep 133"	"Thibaut"	"D"	"N"
2008.0	"State Rep 134"	"Agris"	"R"	"N"
2008.0	"State Rep 134"	"Cohen"	"D"	"Y"
2008.0	"State Rep 134"	"Dekmezian"	"L"	"N"
2008.0	"State Rep 135"	"Elkins"	"R"	"Y"
2008.0	"State Rep 135"	"Fleming"	"D"	"N"
2008.0	"State Rep 135"	"Montestruc"	"L"	"N"
2008.0	"State Rep 136"	"LaFleur"	"L"	"N"
2008.0	"State Rep 136"	"Woolley"	"R"	"Y"
2008.0	"State Rep 137"	"Cresswell"	"L"	"N"
2008.0	"State Rep 137"	"Hochberg"	"D"	"Y"
2008.0	"State Rep 138"	"Bohac"	"R"	"Y"
2008.0	"State Rep 138"	"McDavid"	"D"	"N"
2008.0	"State Rep 14"	"Brown"	"R"	"Y"
2008.0	"State Rep 14"	"Darby"	"L"	"N"
2008.0	"State Rep 141"	"Brown"	"L"	"N"
2008.0	"State Rep 141"	"Bunch"	"R"	"N"
2008.0	"State Rep 141"	"Thompson"	"D"	"Y"
2008.0	"State Rep 143"	"Hernandez"	"D"	"Y"
2008.0	"State Rep 143"	"Marcom"	"L"	"N"
2008.0	"State Rep 143"	"Olmos"	"R"	"N"
2008.0	"State Rep 144"	"Legler"	"R"	"N"
2008.0	"State Rep 144"	"Redmond"	"D"	"N"
2008.0	"State Rep 145"	"Alvarado"	"D"	"N"
2008.0	"State Rep 145"	"Rodriquez"	"R"	"N"
2008.0	"State Rep 147"	"Coleman"	"D"	"Y"
2008.0	"State Rep 147"	"Tirado"	"L"	"N"
2008.0	"State Rep 148"	"Farrar"	"D"	"Y"
2008.0	"State Rep 148"	"Gano"	"R"	"N"
2008.0	"State Rep 149"	"Meyers"	"R"	"N"
2008.0	"State Rep 149"	"Vo"	"D"	"Y"
2008.0	"State Rep 150"	"Neal"	"D"	"N"
2008.0	"State Rep 150"	"Petty"	"L"	"N"
2008.0	"State Rep 150"	"Riddle"	"R"	"Y"
2008.0	"State Rep 17"	"Dippel"	"D"	"N"
2008.0	"State Rep 17"	"Duesterhoft"	"L"	"N"
2008.0	"State Rep 17"	"Kleinschmidt"	"R"	"N"
2008.0	"State Rep 18"	"Foster"	"D"	"N"
2008.0	"State Rep 18"	"Otto"	"R"	"Y"
2008.0	"State Rep 19"	"Hamilton"	"R"	"Y"
2008.0	"State Rep 19"	"Hunter"	"D"	"N"
2008.0	"State Rep 19"	"Ramsey"	"L"	"N"
2008.0	"State Rep 2"	"Flynn"	"R"	"Y"
2008.0	"State Rep 2"	"French"	"L"	"N"
2008.0	"State Rep 20"	"Dillon"	"D"	"N"
2008.0	"State Rep 20"	"Gattis"	"R"	"Y"
2008.0	"State Rep 20"	"Weems"	"L"	"N"
2008.0	"State Rep 22"	"Deshotel"	"D"	"Y"
