year	office	name	party	incumbent
2010.0	"State Sen 19"	"Bowen"	"R"	"N"
2010.0	"State Sen 19"	"Uresti"	"D"	"Y"
2010.0	"State Sen 2"	"Deuell"	"R"	"Y"
2010.0	"State Sen 2"	"Shaw"	"D"	"N"
2010.0	"State Sen 25"	"Anderson"	"W"	"N"
2010.0	"State Sen 25"	"Thomas"	"L"	"N"
2010.0	"State Sen 25"	"Wentworth"	"R"	"Y"
2010.0	"State Sen 29"	"Chavez"	"R"	"N"
2010.0	"State Sen 29"	"Rodriguez"	"D"	"N"
2010.0	"State Sen 3"	"Nichols"	"R"	"Y"
2010.0	"State Sen 3"	"Scott"	"L"	"N"
2010.0	"State Sen 5"	"Ogden"	"R"	"Y"
2010.0	"State Sen 5"	"Wyman"	"D"	"N"
2010.0	"State Sen 7"	"Coughran"	"L"	"N"
2010.0	"State Sen 7"	"Patrick"	"R"	"Y"
2010.0	"State Sen 8"	"Kless"	"L"	"N"
2010.0	"State Sen 8"	"Shapiro"	"R"	"Y"
2010.0	"Sup Ct 3"	"Lehrmann"	"R"	"N"
2010.0	"Sup Ct 3"	"Sharp"	"D"	"N"
2010.0	"Sup Ct 3"	"Strange"	"L"	"N"
2010.0	"Sup Ct 5"	"Green"	"R"	"Y"
2010.0	"Sup Ct 5"	"Moody"	"D"	"N"
2010.0	"Sup Ct 5"	"Oxford"	"L"	"N"
2010.0	"Sup Ct 9"	"Armstrong"	"L"	"N"
2010.0	"Sup Ct 9"	"Bailey"	"D"	"N"
2010.0	"Sup Ct 9"	"Guzman"	"R"	"Y"
2010.0	"U.S. Rep 1"	"Gohmert"	"R"	"Y"
2010.0	"U.S. Rep 1"	"Parkes"	"L"	"N"
2010.0	"U.S. Rep 10"	"Ankrum"	"D"	"N"
2010.0	"U.S. Rep 10"	"McCaul"	"R"	"Y"
2010.0	"U.S. Rep 10"	"Perkins"	"L"	"N"
2010.0	"U.S. Rep 11"	"Conaway"	"R"	"Y"
2010.0	"U.S. Rep 11"	"Howe"	"G"	"N"
2010.0	"U.S. Rep 11"	"Powell"	"L"	"N"
2010.0	"U.S. Rep 11"	"Quillian"	"D"	"N"
2010.0	"U.S. Rep 12"	"Granger"	"R"	"Y"
2010.0	"U.S. Rep 12"	"Smith"	"D"	"N"
2010.0	"U.S. Rep 12"	"Solodow"	"L"	"N"
2010.0	"U.S. Rep 13"	"Burwell"	"L"	"N"
2010.0	"U.S. Rep 13"	"Dyer"	"I"	"N"
2010.0	"U.S. Rep 13"	"Thornberry"	"R"	"Y"
2010.0	"U.S. Rep 14"	"Paul"	"R"	"Y"
2010.0	"U.S. Rep 14"	"Pruett"	"D"	"N"
2010.0	"U.S. Rep 15"	"Cohn"	"L"	"N"
2010.0	"U.S. Rep 15"	"Hinojosa"	"D"	"Y"
2010.0	"U.S. Rep 15"	"Zamora"	"R"	"N"
2010.0	"U.S. Rep 16"	"Besco"	"R"	"N"
2010.0	"U.S. Rep 16"	"Collins"	"L"	"N"
2010.0	"U.S. Rep 16"	"Collins"	"W"	"N"
2010.0	"U.S. Rep 16"	"Reyes"	"D"	"Y"
2010.0	"U.S. Rep 17"	"Edwards"	"D"	"Y"
2010.0	"U.S. Rep 17"	"Flores"	"R"	"N"
2010.0	"U.S. Rep 17"	"Kelly"	"L"	"N"
2010.0	"U.S. Rep 18"	"Faulk"	"R"	"N"
2010.0	"U.S. Rep 18"	"Jackson Lee"	"D"	"Y"
2010.0	"U.S. Rep 18"	"Meyer"	"W"	"N"
2010.0	"U.S. Rep 18"	"Taylor"	"L"	"N"
2010.0	"U.S. Rep 19"	"Neugebauer"	"R"	"Y"
2010.0	"U.S. Rep 19"	"Peterson"	"L"	"N"
2010.0	"U.S. Rep 19"	"Wilson"	"D"	"N"
2010.0	"U.S. Rep 2"	"Poe"	"R"	"Y"
2010.0	"U.S. Rep 2"	"Smith"	"L"	"N"
2010.0	"U.S. Rep 20"	"Gonzalez"	"D"	"Y"
2010.0	"U.S. Rep 20"	"Idrogo"	"L"	"N"
2010.0	"U.S. Rep 20"	"Trotter"	"R"	"N"
2010.0	"U.S. Rep 21"	"Melnick"	"D"	"N"
2010.0	"U.S. Rep 21"	"Smith"	"R"	"Y"
2010.0	"U.S. Rep 21"	"Strohm"	"L"	"N"
2010.0	"U.S. Rep 22"	"Olson"	"R"	"Y"
2010.0	"U.S. Rep 22"	"Rogers"	"D"	"N"
2010.0	"U.S. Rep 22"	"Susman"	"L"	"N"
2010.0	"U.S. Rep 22"	"Williams"	"W"	"N"
2010.0	"U.S. Rep 23"	"Canseco"	"R"	"N"
2010.0	"U.S. Rep 23"	"Nitschke"	"L"	"N"
2010.0	"U.S. Rep 23"	"Rodriguez"	"D"	"Y"
2010.0	"U.S. Rep 23"	"Scharf"	"G"	"N"
2010.0	"U.S. Rep 23"	"Stephens"	"I"	"N"
2010.0	"U.S. Rep 24"	"Marchant"	"R"	"Y"
2010.0	"U.S. Rep 24"	"Sparks"	"L"	"N"
2010.0	"U.S. Rep 25"	"Campbell"	"R"	"N"
2010.0	"U.S. Rep 25"	"Doggett"	"D"	"Y"
2010.0	"U.S. Rep 25"	"Stutsman"	"L"	"N"
2010.0	"U.S. Rep 26"	"Boler"	"L"	"N"
2010.0	"U.S. Rep 26"	"Burgess"	"R"	"Y"
2010.0	"U.S. Rep 26"	"Durrance"	"D"	"N"
2010.0	"U.S. Rep 27"	"Farenthold"	"R"	"N"
2010.0	"U.S. Rep 27"	"Mishou"	"L"	"N"
2010.0	"U.S. Rep 27"	"Ortiz"	"D"	"Y"
2010.0	"U.S. Rep 28"	"Cuellar"	"D"	"Y"
2010.0	"U.S. Rep 28"	"Kaat"	"L"	"N"
2010.0	"U.S. Rep 28"	"Underwood"	"R"	"N"
2010.0	"U.S. Rep 29"	"Green"	"D"	"Y"
2010.0	"U.S. Rep 29"	"Morales"	"R"	"N"
2010.0	"U.S. Rep 29"	"Walters"	"L"	"N"
2010.0	"U.S. Rep 3"	"Claytor"	"L"	"N"
2010.0	"U.S. Rep 3"	"Johnson"	"R"	"Y"
2010.0	"U.S. Rep 3"	"Lingenfelder"	"D"	"N"
2010.0	"U.S. Rep 3"	"Pierce"	"W"	"N"
2010.0	"U.S. Rep 30"	"Bernice Johnson"	"D"	"Y"
2010.0	"U.S. Rep 30"	"Broden"	"R"	"N"
2010.0	"U.S. Rep 30"	"Oswalt"	"L"	"N"
2010.0	"U.S. Rep 31"	"Carter"	"R"	"Y"
2010.0	"U.S. Rep 31"	"Oliver"	"L"	"N"
2010.0	"U.S. Rep 32"	"Myers"	"L"	"N"
2010.0	"U.S. Rep 32"	"Raggio"	"D"	"N"
2010.0	"U.S. Rep 32"	"Sessions"	"R"	"Y"
2010.0	"U.S. Rep 4"	"Hall"	"R"	"Y"
2010.0	"U.S. Rep 4"	"Hathcox"	"D"	"N"
2010.0	"U.S. Rep 4"	"Prindle"	"L"	"N"
2010.0	"U.S. Rep 4"	"Shepard"	"I"	"N"
2010.0	"U.S. Rep 5"	"Ashby"	"L"	"N"
2010.0	"U.S. Rep 5"	"Berry"	"D"	"N"
2010.0	"U.S. Rep 5"	"Hensarling"	"R"	"Y"
2010.0	"U.S. Rep 6"	"Barton"	"R"	"Y"
2010.0	"U.S. Rep 6"	"Cozad"	"D"	"N"
2010.0	"U.S. Rep 6"	"Severns"	"L"	"N"
2010.0	"U.S. Rep 7"	"Culberson"	"R"	"Y"
2010.0	"U.S. Rep 7"	"Squiers"	"W"	"N"
2010.0	"U.S. Rep 7"	"Townsend"	"L"	"N"
2010.0	"U.S. Rep 8"	"Brady"	"R"	"Y"
2010.0	"U.S. Rep 8"	"Hargett"	"D"	"N"
2010.0	"U.S. Rep 8"	"West"	"L"	"N"
2010.0	"U.S. Rep 9"	"Green"	"D"	"Y"
2010.0	"U.S. Rep 9"	"Hope"	"L"	"N"
2010.0	"U.S. Rep 9"	"Mueller"	"R"	"N"
