state	year	fips	county	cd	ld	sd	precinct	g2008_USP_tv	g2008_USP_dv	g2008_USP_rv	g2008_USS_rv	g2008_USS_dv	s2008_USS_dv	s2008_USS_rv	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv	g2008_USS_tv	s2008_USS_tv
"MS"	2008	3	"ALCORN"	1	1	4	"1st Five Points"	1501.0	286.0	1215.0	352.0	1099.0	424.0	1037.0	728.0	737.0	1487.0	1451.0	1461.0
"MS"	2008	141	"TISHOMINGO"	1	1	4	"Burnsville N"	483.0	139.0	344.0	320.0	171.0	171.0	322.0	305.0	192.0	503.0	491.0	493.0
"MS"	2008	141	"TISHOMINGO"	1	1	5	"Cotton Sprs"	181.0	35.0	146.0	150.0	23.0	40.0	134.0	90.0	89.0	181.0	173.0	174.0
"MS"	2008	141	"TISHOMINGO"	1	1	5	"Iuka E"	978.0	270.0	708.0	675.0	284.0	336.0	630.0	600.0	374.0	984.0	959.0	966.0
"MS"	2008	141	"TISHOMINGO"	1	1	4	"Coles Mills"	412.0	95.0	317.0	282.0	116.0	134.0	264.0	224.0	183.0	413.0	398.0	398.0
"MS"	2008	141	"TISHOMINGO"	1	1	5	"Belmont"	547.0	83.0	464.0	446.0	75.0	140.0	404.0	255.0	280.0	542.0	521.0	544.0
"MS"	2008	141	"TISHOMINGO"	1	1	4	"Burnsville"	262.0	46.0	216.0	207.0	58.0	78.0	191.0	140.0	124.0	266.0	265.0	269.0
"MS"	2008	141	"TISHOMINGO"	1	1	5	"Tishomingo W"	330.0	76.0	254.0	266.0	71.0	93.0	235.0	203.0	132.0	339.0	337.0	328.0
"MS"	2008	141	"TISHOMINGO"	1	1	4	"Iuka N"	913.0	253.0	660.0	632.0	268.0	320.0	572.0	550.0	358.0	920.0	900.0	892.0
"MS"	2008	141	"TISHOMINGO"	1	1	5	"Paden"	246.0	50.0	196.0	177.0	64.0	79.0	167.0	146.0	101.0	251.0	241.0	246.0
"MS"	2008	141	"TISHOMINGO"	1	1	4	"Iuka"	707.0	166.0	541.0	532.0	165.0	224.0	468.0	407.0	300.0	721.0	697.0	692.0
"MS"	2008	141	"TISHOMINGO"	1	1	5	"Springhill"	411.0	97.0	314.0	299.0	108.0	136.0	273.0	242.0	160.0	414.0	407.0	409.0
"MS"	2008	3	"ALCORN"	1	1	4	"2nd Central"	1322.0	246.0	1076.0	279.0	1003.0	365.0	918.0	637.0	661.0	1315.0	1282.0	1283.0
"MS"	2008	141	"TISHOMINGO"	1	1	4	"Iuka W"	245.0	63.0	182.0	175.0	61.0	84.0	160.0	141.0	103.0	245.0	236.0	244.0
"MS"	2008	141	"TISHOMINGO"	1	1	4	"Hubbard Salem"	113.0	23.0	90.0	85.0	30.0	34.0	80.0	75.0	42.0	117.0	115.0	114.0
"MS"	2008	141	"TISHOMINGO"	1	1	4	"Burnsville W"	451.0	77.0	374.0	356.0	94.0	131.0	321.0	260.0	199.0	461.0	450.0	452.0
"MS"	2008	3	"ALCORN"	1	1	4	"Glen"	905.0	177.0	728.0	237.0	644.0	290.0	585.0	542.0	357.0	908.0	881.0	875.0
"MS"	2008	107	"PANOLA"	1	10	10	"South Springport"	899.0	336.0	563.0	569.0	305.0	360.0	518.0	439.0	355.0	890.0	874.0	878.0
"MS"	2008	107	"PANOLA"	1	10	10	"Cold Springs"	198.0	181.0	17.0	30.0	163.0	157.0	28.0	176.0	8.0	194.0	193.0	185.0
"MS"	2008	107	"PANOLA"	1	10	10	"Batesville E 4"	540.0	118.0	422.0	439.0	82.0	154.0	375.0	181.0	269.0	540.0	521.0	529.0
"MS"	2008	107	"PANOLA"	1	10	10	"North Springport"	717.0	270.0	447.0	456.0	233.0	286.0	409.0	349.0	266.0	708.0	689.0	695.0
"MS"	2008	107	"PANOLA"	1	10	10	"Batesville E"	1060.0	196.0	864.0	887.0	154.0	296.0	750.0	308.0	573.0	1043.0	1041.0	1046.0
"MS"	2008	71	"LAFAYETTE"	1	10	9	"Burgess"	368.0	113.0	255.0	272.0	86.0	102.0	256.0	153.0	204.0	367.0	358.0	358.0
"MS"	2008	135	"TALLAHATCHIE"	2	10	9	"Teasdale"	352.0	88.0	264.0	276.0	67.0	101.0	243.0	132.0	205.0	337.0	343.0	344.0
"MS"	2008	107	"PANOLA"	1	10	10	"Cole's Point"	313.0	61.0	252.0	245.0	48.0	80.0	221.0	116.0	154.0	300.0	293.0	301.0
"MS"	2008	107	"PANOLA"	1	10	10	"Eureka"	979.0	216.0	763.0	758.0	203.0	277.0	679.0	391.0	465.0	975.0	961.0	956.0
"MS"	2008	107	"PANOLA"	1	10	10	"Tocowa"	855.0	272.0	583.0	606.0	223.0	322.0	509.0	363.0	356.0	835.0	829.0	831.0
"MS"	2008	71	"LAFAYETTE"	1	10	9	"College Hill"	1475.0	610.0	865.0	995.0	454.0	524.0	901.0	702.0	713.0	1450.0	1449.0	1425.0
"MS"	2008	71	"LAFAYETTE"	1	10	9	"Yocona Center"	506.0	94.0	412.0	431.0	65.0	100.0	385.0	197.0	293.0	501.0	496.0	485.0
"MS"	2008	71	"LAFAYETTE"	1	10	9	"Abbeville"	980.0	629.0	351.0	371.0	574.0	546.0	377.0	687.0	270.0	971.0	945.0	923.0
"MS"	2008	107	"PANOLA"	1	10	10	"Pope"	680.0	285.0	395.0	424.0	228.0	315.0	349.0	353.0	228.0	662.0	652.0	664.0
"MS"	2008	107	"PANOLA"	1	10	10	"Batesville 3"	652.0	202.0	450.0	466.0	164.0	221.0	403.0	256.0	287.0	648.0	630.0	624.0
"MS"	2008	107	"PANOLA"	1	10	10	"E Sardis"	461.0	97.0	364.0	371.0	82.0	119.0	332.0	187.0	244.0	460.0	453.0	451.0
"MS"	2008	91	"MARION"	4	100	40	"Popetown"	839.0	365.0	474.0	491.0	327.0	381.0	441.0	643.0	180.0	823.0	818.0	822.0
"MS"	2008	91	"MARION"	4	100	40	"National Guard"	1356.0	124.0	1232.0	1254.0	94.0	203.0	1131.0	756.0	584.0	1340.0	1348.0	1334.0
"MS"	2008	91	"MARION"	4	100	40	"City Hall"	321.0	145.0	176.0	177.0	130.0	142.0	166.0	228.0	78.0	306.0	307.0	308.0
"MS"	2008	91	"MARION"	4	100	41	"Morris"	1360.0	527.0	833.0	845.0	496.0	552.0	799.0	178.0	240.0	418.0	1341.0	1351.0
"MS"	2008	91	"MARION"	3	100	41	"Carley"	749.0	59.0	690.0	672.0	61.0	131.0	612.0	110.0	629.0	739.0	733.0	743.0
"MS"	2008	73	"LAMAR"	4	100	41	"Pine Grove"	453.0	27.0	426.0	414.0	35.0	83.0	371.0	269.0	187.0	456.0	449.0	454.0
"MS"	2008	91	"MARION"	4	100	40	"Union"	265.0	11.0	254.0	256.0	8.0	29.0	228.0	141.0	122.0	263.0	264.0	257.0
"MS"	2008	65	"JEFFERSON DAVIS"	3	100	41	"Hathorn 24"	228.0	70.0	158.0	163.0	55.0	81.0	136.0	84.0	133.0	217.0	218.0	217.0
"MS"	2008	91	"MARION"	4	100	40	"Hub"	491.0	300.0	191.0	217.0	271.0	292.0	200.0	401.0	87.0	488.0	488.0	492.0
"MS"	2008	91	"MARION"	3	100	40	"Darbun"	236.0	47.0	189.0	189.0	45.0	71.0	166.0	54.0	179.0	233.0	234.0	237.0
"MS"	2008	91	"MARION"	3	100	40	"Goss"	456.0	74.0	382.0	381.0	62.0	109.0	334.0	91.0	352.0	443.0	443.0	443.0
"MS"	2008	73	"LAMAR"	4	100	44	"South Purvis"	1478.0	118.0	1360.0	1377.0	88.0	281.0	1172.0	998.0	476.0	1474.0	1465.0	1453.0
"MS"	2008	91	"MARION"	4	100	40	"S Columbia"	183.0	180.0	3.0	18.0	138.0	144.0	24.0	152.0	13.0	165.0	156.0	168.0
"MS"	2008	91	"MARION"	4	100	40	"E Columbia"	1042.0	785.0	257.0	309.0	712.0	716.0	308.0	882.0	141.0	1023.0	1021.0	1024.0
"MS"	2008	73	"LAMAR"	4	100	44	"Purvis"	1677.0	388.0	1289.0	1337.0	312.0	492.0	1161.0	1201.0	459.0	1660.0	1649.0	1653.0
"MS"	2008	91	"MARION"	4	100	40	"Courthouse"	548.0	129.0	419.0	426.0	113.0	174.0	360.0	354.0	189.0	543.0	539.0	534.0
"MS"	2008	91	"MARION"	3	100	41	"Cedar Grove"	421.0	143.0	278.0	285.0	127.0	131.0	280.0	139.0	260.0	399.0	412.0	411.0
"MS"	2008	91	"MARION"	3	100	40	"White Bluff"	66.0	3.0	63.0	63.0	4.0	17.0	50.0	6.0	61.0	67.0	67.0	67.0
"MS"	2008	91	"MARION"	4	100	40	"Jefferson School"	275.0	272.0	3.0	14.0	251.0	234.0	29.0	250.0	12.0	262.0	265.0	263.0
"MS"	2008	73	"LAMAR"	4	100	41	"Greenville"	687.0	31.0	656.0	652.0	33.0	126.0	563.0	464.0	228.0	692.0	685.0	689.0
"MS"	2008	73	"LAMAR"	4	101	45	"Wesley Manor"	995.0	536.0	459.0	558.0	418.0	503.0	481.0	780.0	208.0	988.0	976.0	984.0
"MS"	2008	73	"LAMAR"	4	101	44	"Arnold Line"	1119.0	325.0	794.0	853.0	241.0	343.0	754.0	753.0	346.0	1099.0	1094.0	1097.0
"MS"	2008	73	"LAMAR"	4	101	41	"Sumrall"	1939.0	239.0	1700.0	1721.0	211.0	380.0	1550.0	1188.0	745.0	1933.0	1932.0	1930.0
"MS"	2008	73	"LAMAR"	4	101	44	"Bellevue"	1234.0	120.0	1114.0	1178.0	61.0	191.0	1044.0	719.0	518.0	1237.0	1239.0	1235.0
"MS"	2008	73	"LAMAR"	4	101	44	"Oak Grove"	1643.0	224.0	1419.0	1457.0	174.0	327.0	1292.0	955.0	673.0	1628.0	1631.0	1619.0
"MS"	2008	73	"LAMAR"	4	101	44	"Lamar NE"	999.0	402.0	597.0	661.0	323.0	380.0	588.0	706.0	275.0	981.0	984.0	968.0
"MS"	2008	73	"LAMAR"	4	101	41	"Rocky Branch"	570.0	154.0	416.0	428.0	140.0	189.0	376.0	437.0	130.0	567.0	568.0	565.0
"MS"	2008	73	"LAMAR"	4	101	44	"Lamar Park"	1355.0	489.0	866.0	961.0	373.0	502.0	834.0	958.0	383.0	1341.0	1334.0	1336.0
"MS"	2008	73	"LAMAR"	4	101	44	"Lake Serene"	2124.0	251.0	1873.0	1964.0	165.0	322.0	1786.0	1220.0	912.0	2132.0	2129.0	2108.0
"MS"	2008	73	"LAMAR"	4	101	41	"Midway"	1101.0	120.0	981.0	996.0	106.0	215.0	882.0	701.0	406.0	1107.0	1102.0	1097.0
"MS"	2008	73	"LAMAR"	4	101	44	"Breland"	2064.0	612.0	1452.0	1578.0	460.0	616.0	1410.0	1299.0	727.0	2026.0	2038.0	2026.0
"MS"	2008	73	"LAMAR"	4	101	41	"Oloh"	500.0	51.0	449.0	460.0	41.0	88.0	408.0	342.0	155.0	497.0	501.0	496.0
"MS"	2008	35	"FORREST"	4	102	41	"USM Golf Course"	398.0	98.0	300.0	318.0	77.0	99.0	293.0	257.0	140.0	397.0	395.0	392.0
"MS"	2008	35	"FORREST"	4	102	45	"Pinecrest"	1425.0	865.0	560.0	738.0	670.0	775.0	597.0	1066.0	331.0	1397.0	1408.0	1372.0
"MS"	2008	35	"FORREST"	4	102	45	"Highland Park"	618.0	384.0	234.0	289.0	323.0	363.0	240.0	503.0	115.0	618.0	612.0	603.0
"MS"	2008	35	"FORREST"	4	102	41	"Rawls Springs"	811.0	342.0	469.0	498.0	288.0	359.0	430.0	648.0	153.0	801.0	786.0	789.0
"MS"	2008	35	"FORREST"	4	102	45	"Westside"	817.0	417.0	400.0	480.0	325.0	392.0	413.0	655.0	160.0	815.0	805.0	805.0
"MS"	2008	35	"FORREST"	4	102	41	"North Heights"	771.0	654.0	117.0	187.0	546.0	572.0	164.0	680.0	74.0	754.0	733.0	736.0
"MS"	2008	35	"FORREST"	4	102	45	"Thames"	1740.0	432.0	1308.0	1472.0	265.0	449.0	1272.0	1213.0	531.0	1744.0	1737.0	1721.0
"MS"	2008	35	"FORREST"	4	102	45	"Woodley"	1027.0	463.0	564.0	697.0	327.0	440.0	558.0	792.0	247.0	1039.0	1024.0	998.0
"MS"	2008	35	"FORREST"	4	103	44	"Eatonville"	670.0	145.0	525.0	529.0	125.0	178.0	472.0	458.0	210.0	668.0	654.0	650.0
"MS"	2008	35	"FORREST"	4	103	41	"Jones"	526.0	516.0	10.0	73.0	380.0	419.0	51.0	465.0	19.0	484.0	453.0	470.0
"MS"	2008	35	"FORREST"	4	103	45	"Camp"	364.0	187.0	177.0	226.0	129.0	174.0	182.0	294.0	75.0	369.0	355.0	356.0
"MS"	2008	35	"FORREST"	4	103	45	"Timberton"	453.0	80.0	373.0	396.0	52.0	93.0	351.0	310.0	142.0	452.0	448.0	444.0
"MS"	2008	35	"FORREST"	4	103	41	"Eaton"	429.0	381.0	48.0	86.0	326.0	343.0	70.0	396.0	28.0	424.0	412.0	413.0
"MS"	2008	35	"FORREST"	4	103	44	"Blair"	1009.0	657.0	352.0	448.0	542.0	627.0	364.0	843.0	150.0	993.0	990.0	991.0
"MS"	2008	35	"FORREST"	4	103	45	"Walthall"	498.0	409.0	89.0	136.0	328.0	363.0	120.0	445.0	45.0	490.0	464.0	483.0
"MS"	2008	35	"FORREST"	4	103	45	"Lillie Burney"	443.0	441.0	2.0	36.0	381.0	391.0	36.0	422.0	15.0	437.0	417.0	427.0
"MS"	2008	35	"FORREST"	4	103	41	"Salvation Army"	969.0	922.0	47.0	136.0	787.0	813.0	134.0	923.0	33.0	956.0	923.0	947.0
"MS"	2008	35	"FORREST"	4	103	41	"Davis"	683.0	623.0	60.0	123.0	510.0	531.0	115.0	633.0	31.0	664.0	633.0	646.0
"MS"	2008	35	"FORREST"	4	103	41	"Dixie Pine"	958.0	813.0	145.0	226.0	663.0	717.0	197.0	844.0	91.0	935.0	889.0	914.0
"MS"	2008	35	"FORREST"	4	103	44	"Glendale"	873.0	592.0	281.0	334.0	506.0	567.0	272.0	746.0	111.0	857.0	840.0	839.0
"MS"	2008	35	"FORREST"	4	103	41	"Rowan"	693.0	688.0	5.0	67.0	588.0	603.0	53.0	657.0	20.0	677.0	655.0	656.0
"MS"	2008	73	"LAMAR"	4	104	44	"Richburg"	1365.0	262.0	1103.0	1168.0	190.0	323.0	1025.0	861.0	497.0	1358.0	1358.0	1348.0
"MS"	2008	35	"FORREST"	4	104	45	"Dantzler"	382.0	34.0	348.0	349.0	33.0	86.0	292.0	271.0	119.0	390.0	382.0	378.0
"MS"	2008	35	"FORREST"	4	104	44	"Leeville"	846.0	111.0	735.0	762.0	76.0	138.0	687.0	565.0	283.0	848.0	838.0	825.0
"MS"	2008	35	"FORREST"	4	104	44	"East Petal"	1192.0	157.0	1035.0	1067.0	127.0	265.0	917.0	804.0	395.0	1199.0	1194.0	1182.0
"MS"	2008	35	"FORREST"	4	104	44	"Petal Masonic"	1090.0	139.0	951.0	991.0	85.0	204.0	869.0	772.0	318.0	1090.0	1076.0	1073.0
"MS"	2008	73	"LAMAR"	4	104	44	"Okahola"	467.0	87.0	380.0	392.0	71.0	92.0	364.0	262.0	198.0	460.0	463.0	456.0
"MS"	2008	35	"FORREST"	4	104	44	"Bar Mac"	1715.0	251.0	1464.0	1481.0	208.0	369.0	1325.0	1140.0	567.0	1707.0	1689.0	1694.0
"MS"	2008	35	"FORREST"	4	104	45	"Dixie"	1472.0	188.0	1284.0	1301.0	150.0	297.0	1144.0	966.0	511.0	1477.0	1451.0	1441.0
"MS"	2008	35	"FORREST"	4	104	44	"Sunrise"	2169.0	373.0	1796.0	1848.0	300.0	478.0	1654.0	1348.0	808.0	2156.0	2148.0	2132.0
"MS"	2008	35	"FORREST"	4	104	44	"West Petal"	445.0	110.0	335.0	359.0	79.0	138.0	296.0	331.0	118.0	449.0	438.0	434.0
"MS"	2008	35	"FORREST"	4	104	45	"Carnes"	567.0	27.0	540.0	529.0	32.0	117.0	437.0	419.0	152.0	571.0	561.0	554.0
"MS"	2008	35	"FORREST"	4	104	45	"Mclaurin"	290.0	42.0	248.0	251.0	35.0	67.0	215.0	223.0	68.0	291.0	286.0	282.0
"MS"	2008	35	"FORREST"	4	104	45	"Brooklyn"	418.0	45.0	373.0	375.0	41.0	108.0	296.0	305.0	111.0	416.0	416.0	404.0
"MS"	2008	41	"GREENE"	4	105	43	"Leakesville N"	353.0	236.0	117.0	128.0	218.0	217.0	129.0	301.0	48.0	349.0	346.0	346.0
"MS"	2008	41	"GREENE"	4	105	43	"Leakesville"	1160.0	136.0	1024.0	1026.0	139.0	358.0	804.0	845.0	332.0	1177.0	1165.0	1162.0
"MS"	2008	41	"GREENE"	4	105	43	"State Line"	706.0	454.0	252.0	270.0	428.0	473.0	227.0	630.0	78.0	708.0	698.0	700.0
"MS"	2008	41	"GREENE"	4	105	43	"Maple"	524.0	92.0	432.0	399.0	116.0	183.0	325.0	363.0	156.0	519.0	515.0	508.0
"MS"	2008	41	"GREENE"	4	105	43	"Mclain"	396.0	209.0	187.0	197.0	190.0	256.0	139.0	333.0	58.0	391.0	387.0	395.0
"MS"	2008	111	"PERRY"	4	105	45	"Beaumont Sr 5120"	179.0	45.0	134.0	144.0	39.0	76.0	106.0	147.0	36.0	183.0	183.0	182.0
"MS"	2008	41	"GREENE"	4	105	43	"Mutual Rights"	211.0	11.0	200.0	188.0	22.0	56.0	153.0	168.0	42.0	210.0	210.0	209.0
"MS"	2008	111	"PERRY"	4	105	45	"Hintonville 4090"	280.0	106.0	174.0	182.0	89.0	127.0	146.0	215.0	65.0	280.0	271.0	273.0
"MS"	2008	41	"GREENE"	4	105	43	"Vernal"	581.0	67.0	514.0	493.0	87.0	167.0	405.0	397.0	187.0	584.0	580.0	572.0
"MS"	2008	41	"GREENE"	4	105	43	"Jonathan"	297.0	16.0	281.0	267.0	29.0	96.0	204.0	220.0	79.0	299.0	296.0	300.0
"MS"	2008	41	"GREENE"	4	105	43	"Washington Neely"	56.68421	4.5789475	52.105263	48.789474	6.631579	16.578947	39.0	43.57895	13.105263	56.68421	55.421055	55.57895
"MS"	2008	111	"PERRY"	4	105	44	"Richton Multi 4080"	433.0	242.0	191.0	237.0	178.0	207.0	201.0	355.0	72.0	427.0	415.0	408.0
"MS"	2008	41	"GREENE"	4	105	43	"Leaf"	138.0	56.0	82.0	93.0	43.0	69.0	74.0	108.0	33.0	141.0	136.0	143.0
"MS"	2008	111	"PERRY"	4	105	45	"Arlington 4100"	488.0	71.0	417.0	416.0	66.0	137.0	338.0	411.0	81.0	492.0	482.0	475.0
"MS"	2008	111	"PERRY"	4	105	45	"New Augusta Cte 1020"	230.0	132.0	98.0	116.0	107.0	123.0	95.0	193.0	38.0	231.0	223.0	218.0
"MS"	2008	111	"PERRY"	4	105	45	"Beaumont  1 1030"	527.0	420.0	107.0	151.0	341.0	359.0	135.0	466.0	43.0	509.0	492.0	494.0
"MS"	2008	111	"PERRY"	4	105	45	"Janice 5140"	472.0	80.0	392.0	402.0	66.0	116.0	345.0	368.0	104.0	472.0	468.0	461.0
"MS"	2008	41	"GREENE"	4	105	43	"Washington Neely"	302.3158	24.421053	277.89474	260.21054	35.36842	88.42105	208.0	232.42105	69.89474	302.3158	295.57895	296.42105
"MS"	2008	41	"GREENE"	4	105	43	"Jones"	193.0	8.0	185.0	178.0	14.0	51.0	140.0	144.0	49.0	193.0	192.0	191.0
"MS"	2008	111	"PERRY"	4	105	45	"Courthouse 5110"	299.0	36.0	263.0	268.0	29.0	76.0	222.0	227.0	80.0	307.0	297.0	298.0
"MS"	2008	41	"GREENE"	4	105	43	"Wade"	488.0	39.0	449.0	438.0	47.0	114.0	367.0	327.0	158.0	485.0	485.0	481.0
"MS"	2008	41	"GREENE"	4	105	43	"Piave"	321.0	13.0	308.0	305.0	19.0	59.0	265.0	206.0	121.0	327.0	324.0	324.0
"MS"	2008	111	"PERRY"	4	105	45	"Deep Creek 5150"	71.0	7.0	64.0	63.0	10.0	15.0	58.0	48.0	25.0	73.0	73.0	73.0
"MS"	2008	153	"WAYNE"	4	105	43	"Buckatunna"	451.0	258.0	193.0	208.0	210.0	245.0	183.0	373.0	71.0	444.0	418.0	428.0
"MS"	2008	111	"PERRY"	4	105	45	"Thompson Hill 5130"	66.0	11.0	55.0	56.0	9.0	20.0	45.0	52.0	13.0	65.0	65.0	65.0
"MS"	2008	109	"PEARL RIVER"	4	106	45	"Mcneill 5"	354.0	41.0	313.0	289.0	47.0	115.0	221.0	174.0	167.0	341.0	336.0	336.0
"MS"	2008	109	"PEARL RIVER"	4	106	40	"Derby 1"	476.0	94.0	382.0	376.0	99.0	161.0	297.0	292.0	184.0	476.0	475.0	458.0
"MS"	2008	109	"PEARL RIVER"	4	106	47	"Anchor Lake 5"	714.0	71.0	643.0	606.0	88.0	207.0	479.0	357.0	339.0	696.0	694.0	686.0
"MS"	2008	109	"PEARL RIVER"	4	106	45	"Gumpond 3"	643.0	64.0	579.0	572.0	61.0	185.0	449.0	484.0	163.0	647.0	633.0	634.0
"MS"	2008	109	"PEARL RIVER"	4	106	45	"Oak Hill 2"	590.0	61.0	529.0	500.0	65.0	167.0	397.0	336.0	231.0	567.0	565.0	564.0
"MS"	2008	109	"PEARL RIVER"	4	106	47	"Whitesand 1"	380.0	271.0	109.0	145.0	204.0	246.0	112.0	305.0	58.0	363.0	349.0	358.0
"MS"	2008	109	"PEARL RIVER"	4	106	45	"Hickory Grove 3"	119.0	11.0	108.0	107.0	11.0	23.0	94.0	88.0	30.0	118.0	118.0	117.0
"MS"	2008	109	"PEARL RIVER"	4	106	40	"Mill Creek 2"	568.0	58.0	510.0	468.0	76.0	174.0	368.0	273.0	279.0	552.0	544.0	542.0
"MS"	2008	109	"PEARL RIVER"	4	106	45	"Whitesand 2"	194.0	15.0	179.0	178.0	12.0	45.0	143.0	109.0	82.0	191.0	190.0	188.0
"MS"	2008	109	"PEARL RIVER"	4	106	47	"Salem 4"	1321.0	132.0	1189.0	1112.0	168.0	337.0	918.0	631.0	636.0	1267.0	1280.0	1255.0
"MS"	2008	109	"PEARL RIVER"	4	106	45	"Progress 3"	262.0	25.0	237.0	232.0	21.0	83.0	170.0	189.0	73.0	262.0	253.0	253.0
"MS"	2008	109	"PEARL RIVER"	4	106	40	"Buck Branch 2"	543.0	52.0	491.0	460.0	71.0	181.0	337.0	290.0	245.0	535.0	531.0	518.0
"MS"	2008	109	"PEARL RIVER"	4	106	47	"Savannah 3"	494.0	45.0	449.0	424.0	58.0	128.0	344.0	324.0	164.0	488.0	482.0	472.0
"MS"	2008	109	"PEARL RIVER"	4	106	47	"Sycamore 5"	723.0	77.0	646.0	606.0	91.0	201.0	482.0	352.0	349.0	701.0	697.0	683.0
"MS"	2008	109	"PEARL RIVER"	4	106	47	"Caeser 3"	470.0	53.0	417.0	415.0	50.0	133.0	328.0	263.0	198.0	461.0	465.0	461.0
"MS"	2008	109	"PEARL RIVER"	4	106	45	"Poplarville 3"	749.0	114.0	635.0	631.0	103.0	246.0	488.0	514.0	228.0	742.0	734.0	734.0
"MS"	2008	109	"PEARL RIVER"	4	106	40	"Ford's Creek 2"	159.0	21.0	138.0	124.0	29.0	52.0	104.0	103.0	53.0	156.0	153.0	156.0
"MS"	2008	109	"PEARL RIVER"	4	106	47	"Picayune 1 Eastside"	763.0	456.0	307.0	320.0	424.0	483.0	266.0	599.0	154.0	753.0	744.0	749.0
"MS"	2008	109	"PEARL RIVER"	4	106	45	"Poplarville 2"	582.0	71.0	511.0	510.0	70.0	178.0	381.0	404.0	176.0	580.0	580.0	559.0
"MS"	2008	109	"PEARL RIVER"	4	106	47	"Poplarville 1"	661.0	271.0	390.0	406.0	242.0	334.0	299.0	487.0	164.0	651.0	648.0	633.0
"MS"	2008	109	"PEARL RIVER"	4	106	45	"Byrdline 2"	177.0	10.0	167.0	166.0	12.0	58.0	113.0	102.0	74.0	176.0	178.0	171.0
"MS"	2008	109	"PEARL RIVER"	4	106	45	"Mcneill 3"	643.0	78.0	565.0	534.0	90.0	171.0	439.0	356.0	274.0	630.0	624.0	610.0
"MS"	2008	39	"GEORGE"	4	107	43	"City Hall"	508.0	89.0	419.0	434.0	73.0	180.0	323.0	371.0	147.0	518.0	507.0	503.0
"MS"	2008	39	"GEORGE"	4	107	43	"Davis"	335.0	39.0	296.0	294.0	32.0	114.0	204.0	237.0	96.0	333.0	326.0	318.0
"MS"	2008	131	"STONE"	4	107	43	"Tuxechana"	792.0	88.0	704.0	713.0	73.0	192.0	588.0	618.0	181.0	799.0	786.0	780.0
"MS"	2008	131	"STONE"	4	107	45	"Courthouse"	467.0	100.0	367.0	397.0	69.0	164.0	307.0	390.0	88.0	478.0	466.0	471.0
"MS"	2008	39	"GEORGE"	4	107	43	"Basin"	757.0	186.0	571.0	579.0	162.0	279.0	450.0	552.0	218.0	770.0	741.0	729.0
"MS"	2008	39	"GEORGE"	4	107	43	"Salem"	80.0	17.0	63.0	70.0	11.0	19.0	58.0	64.0	18.0	82.0	81.0	77.0
"MS"	2008	131	"STONE"	4	107	45	"Bond"	115.0	18.0	97.0	102.0	11.0	33.0	76.0	79.0	37.0	116.0	113.0	109.0
"MS"	2008	39	"GEORGE"	4	107	43	"Middle School"	562.0	272.0	290.0	298.0	246.0	312.0	228.0	465.0	92.0	557.0	544.0	540.0
"MS"	2008	131	"STONE"	4	107	45	"Flint Creek"	799.0	149.0	650.0	676.0	106.0	230.0	544.0	643.0	151.0	794.0	782.0	774.0
"MS"	2008	39	"GEORGE"	4	107	43	"Rocky Creek"	1168.0	102.0	1066.0	1057.0	95.0	320.0	812.0	789.0	368.0	1157.0	1152.0	1132.0
"MS"	2008	131	"STONE"	4	107	47	"Ten Mile"	309.0	37.0	272.0	275.0	37.0	80.0	226.0	263.0	56.0	319.0	312.0	306.0
"MS"	2008	39	"GEORGE"	4	107	43	"Barton"	519.0	88.0	431.0	438.0	70.0	152.0	351.0	364.0	154.0	518.0	508.0	503.0
"MS"	2008	39	"GEORGE"	4	107	43	"Ward"	255.0	17.0	238.0	239.0	16.0	62.0	185.0	158.0	95.0	253.0	255.0	247.0
"MS"	2008	35	"FORREST"	4	107	45	"Maxie"	157.0	36.0	121.0	118.0	31.0	39.0	105.0	123.0	32.0	155.0	149.0	144.0
"MS"	2008	39	"GEORGE"	4	107	43	"Courthouse"	248.0	34.0	214.0	216.0	29.0	81.0	158.0	178.0	67.0	245.0	245.0	239.0
"MS"	2008	39	"GEORGE"	4	107	43	"Broom"	158.0	11.0	147.0	145.0	14.0	59.0	98.0	121.0	38.0	159.0	159.0	157.0
"MS"	2008	131	"STONE"	4	107	43	"Pleasant Hill"	196.0	22.0	174.0	168.0	26.0	54.0	138.0	160.0	37.0	197.0	194.0	192.0
"MS"	2008	39	"GEORGE"	4	107	43	"Bexley"	445.0	119.0	326.0	328.0	115.0	187.0	253.0	358.0	96.0	454.0	443.0	440.0
"MS"	2008	39	"GEORGE"	4	107	43	"Twin Creek"	240.0	27.0	213.0	202.0	37.0	83.0	154.0	180.0	61.0	241.0	239.0	237.0
"MS"	2008	39	"GEORGE"	4	107	43	"Multi Mart"	263.0	27.0	236.0	237.0	24.0	81.0	171.0	174.0	87.0	261.0	261.0	252.0
"MS"	2008	39	"GEORGE"	4	107	43	"Multi Purpose"	303.0	58.0	245.0	262.0	42.0	109.0	186.0	215.0	91.0	306.0	304.0	295.0
"MS"	2008	131	"STONE"	4	107	47	"McHenry Library"	351.0	43.0	308.0	308.0	38.0	94.0	248.0	295.0	55.0	350.0	346.0	342.0
"MS"	2008	39	"GEORGE"	4	107	43	"Benndale"	569.0	161.0	408.0	421.0	123.0	221.0	325.0	444.0	126.0	570.0	544.0	546.0
