state	year	precinct	g2008_USP_tv	g2008_USP_dv	g2008_USP_rv	g2008_STS_tv	g2008_STS_dv	g2008_STS_rv	sd	g2008_USS_tv	g2008_USS_dv	g2008_USS_rv	g2008_USH_tv	g2008_USH_dv	g2008_USH_rv	g2008_GOV_tv	g2008_GOV_dv	g2008_GOV_rv	g2008_LTG_tv	g2008_LTG_dv	g2008_LTG_rv	g2008_INS_tv	g2008_INS_dv	g2008_INS_rv	g2008_STH_tv	g2008_STH_dv	g2008_STH_rv	ld
"DE"	2008	"05-31"	1317	857	445	1221	692	529	17	1263	836	427	1200	447	746	1256	901	350	1208	759	445	1184	682	476	1242	632	610	31
"DE"	2008	"05-32"	625	357	263	591	281	310	16	612	367	245	578	209	366	603	392	211	579	349	230	580	301	273	611	329	282	32
"DE"	2008	"05-33"	1133	535	589	1093	398	695	16	1103	547	556	1090	327	755	1107	596	504	1095	560	535	1086	483	585	1118	494	624	33
"DE"	2008	"05-34"	918	360	548	897	346	551	16	899	397	502	881	195	682	901	504	390	883	416	467	878	329	535	887	262	625	34
"DE"	2008	"05-35"	494	179	305	344	344		21	478	208	270	473	120	347	480	218	261	470	227	243	463	181	262	470	179	291	35
"DE"	2008	"05-36"	472	213	255					463	220	243	457	133	322	464	240	221	457	250	207	457	190	255	365		365	36
"DE"	2008	"05-37"	1038	353	680					1025	415	610	1011	199	807	1027	465	562	1015	430	585	1008	296	699	1022	222	800	37
"DE"	2008	"05-38"	1138	453	681					1104	513	591	1092	284	793	1103	523	578	1081	474	606	1072	419	629	1117	303	814	38
"DE"	2008	"05-39"	1142	392	740	789	789		21	1126	483	643	1114	241	861	1115	511	599	1102	479	623	1084	429	634	1118	251	858	39
"DE"	2008	"05-40"	816	337	475	596	596		21	789	393	396	790	191	587	796	387	408	781	389	392	774	325	439	801	330	471	40
"DE"	2008	"05-41"	1564	791	756					1490	822	668	1483	461	1014	1502	879	619	1466	827	638	1465	629	807	1515	827	688	41
"DE"	2008	"06-01"	643	609	29					623	586	37	559	391	165	614	580	32	587	499	88	570	489	76	582	542	40	1
"DE"	2008	"06-02"	571	501	65	471	471		2	549	483	66	512	281	225	538	471	64	521	412	109	516	405	90	487	455		2
"DE"	2008	"06-03"	503	490	13	415	415		3	468	443	25	419	334	83	458	441	17	438	398	40	429	392	32	427	427		3
"DE"	2008	"06-04"	1129	829	281					1087	838	249	1038	366	661	1081	827	238	1043	694	349	1009	575	407	1050	842	197	4
"DE"	2008	"06-05"	1061	970	87	881	881		11	1005	910	95	932	682	243	980	887	90	956	825	131	954	810	121	891	891		5
"DE"	2008	"06-06"	1170	684	476	1141	601	540	4	1149	702	447	1128	320	801	1145	739	402	1127	599	527	1110	611	484	839	839		6
"DE"	2008	"06-07"	1218	764	441					1164	760	404	1127	411	703	1156	793	359	1130	699	431	1109	638	451	1166	779	387	7
"DE"	2008	"06-08"	1958	1169	757					1886	1192	694	1839	767	1049	1876	1203	665	1839	1116	723	1794	1092	668	1859	993	866	8
"DE"	2008	"06-09"	2043	1362	656	1918	1249	669	10	1979	1371	608	1912	777	1114	1958	1370	579	1907	1250	656	1890	1175	667	1929	1108	821	9
"DE"	2008	"06-10"	648	340	304	619	302	317	4	634	377	257	624	114	505	644	431	211	628	263	362	599	252	339	615	220	394	10
"DE"	2008	"06-11"	970	621	338	924	516	408	4	940	622	318	918	273	638	930	634	286	920	535	385	907	496	385	924	311	613	11
"DE"	2008	"06-12"	1458	799	655					1393	810	583	1371	352	1007	1404	879	518	1381	703	678	1353	705	627	984		984	12
"DE"	2008	"06-13"	986	675	289					948	672	276	940	340	590	949	694	243	939	637	302	925	585	315	799	756		13
"DE"	2008	"06-14"	1895	873	999	1797	829	968	18	1846	900	946	1826	538	1273	1856	998	848	1810	921	889	1819	773	1003	1385	1385		14
"DE"	2008	"06-15"	1571	1247	315	1439	1125	314	10	1494	1184	310	1432	800	611	1468	1211	254	1444	1115	329	1420	1014	375	1289	1289		15
"DE"	2008	"06-16"	697	646	47	561	561		2	646	584	62	560	377	178	629	569	59	597	467	130	565	467	88	550	550		16
"DE"	2008	"06-17"	804	659	136					763	628	135	737	470	262	755	633	119	738	596	142	727	586	130	748	640	108	17
"DE"	2008	"06-18"	1005	787	207					959	771	188	911	529	379	945	796	149	927	729	198	896	687	201	950	499	439	18
"DE"	2008	"06-19"	549	360	177					517	364	153	501	216	280	514	371	140	500	342	157	497	316	170	504	393	107	19
"DE"	2008	"06-20"	888	533	347					863	543	320	843	226	605	860	551	300	854	450	404	835	447	377	604		604	20
"DE"	2008	"06-21"	1054	605	442					1028	617	411	1004	271	726	1031	663	360	1010	571	438	990	507	465	1028	376	652	21
"DE"	2008	"06-22"	1523	850	655					1484	877	607	1462	343	1104	1479	931	545	1459	749	709	1429	699	706	1474	421	1053	22
"DE"	2008	"06-23"	553	412	123	507	315	192	6	527	403	124	519	238	267	521	405	109	508	360	146	498	341	126	505	385	109	23
"DE"	2008	"06-24"	936	740	188	736	736		11	889	712	177	841	466	362	866	686	177	839	629	210	849	620	205	863	451	396	24
"DE"	2008	"06-25"	1056	641	396	1015	583	432	10	1037	661	376	1021	338	670	1036	693	341	1018	621	396	1003	587	393	1028	689	339	25
"DE"	2008	"06-26"	858	577	267					835	573	262	803	350	445	829	601	225	810	545	265	803	502	279	815	595	220	26
"DE"	2008	"06-27"	921	701	217					888	701	187	854	455	387	882	702	177	852	643	209	845	614	214	874	540	292	27
"DE"	2008	"06-28"	244	117	125					242	146	96	237	104	132	241	150	90	233	135	98	235	137	98	197	197		28
"DE"	2008	"06-29"	1257	456	773					1227	499	728	1223	313	897	1235	591	637	1221	519	702	1196	442	717	1235	438	797	29
"DE"	2008	"06-30"	1316	595	707	1240	500	740	16	1260	615	645	1209	329	873	1272	729	541	1219	623	596	1222	487	710	912		912	30
"DE"	2008	"06-31"	1263	911	341	1189	772	417	17	1222	878	344	1171	561	608	1210	930	275	1185	842	342	1167	738	413	1204	680	524	31
"DE"	2008	"06-32"	192	177	15	177	141	36	17	185	164	21	168	117	51	186	167	19	181	154	26	177	146	28	188	133	55	32
"DE"	2008	"06-33"	1490	655	818	1405	616	789	16	1448	667	781	1397	430	955	1460	821	636	1402	723	678	1392	597	778	1448	832	616	33
"DE"	2008	"06-34"	1987	1014	959	1908	878	1030	16	1916	1036	880	1863	560	1292	1921	1213	703	1861	1026	835	1835	883	919	1853	712	1141	34
"DE"	2008	"06-35"	819	315	492					811	331	480	795	228	553	800	349	446	791	374	417	789	282	490	803	233	570	35
"DE"	2008	"06-36"	1638	934	691					1600	948	652	1564	542	1006	1601	988	608	1565	965	599	1540	729	788	1133		1133	36
"DE"	2008	"06-37"	1811	899	894					1764	994	770	1746	500	1225	1770	1027	741	1735	967	767	1724	715	977	1755	533	1222	37
"DE"	2008	"06-38"	1928	718	1191					1818	772	1046	1781	539	1236	1811	782	1028	1768	730	1038	1754	675	1048	1848	516	1332	38
"DE"	2008	"06-39"	1300	566	721	920	920		21	1270	647	623	1240	334	889	1266	634	630	1241	606	634	1225	526	672	1273	387	879	39
"DE"	2008	"06-40"	1181	344	819	786	786		21	1145	453	692	1135	230	892	1141	454	684	1129	454	675	1114	362	721	1145	393	752	40
"DE"	2008	"06-41"	800	448	343					784	454	330	766	265	501	777	483	293	760	446	314	760	360	388	777	438	339	41
"DE"	2008	"07-01"	293	272	20	255	255		1	284	258	26	256	154	101	278	249	28	263	217	46	266	214	46	266	232	34	1
"DE"	2008	"07-02"	150	122	26	120	120		3	139	112	27	134	65	69	140	118	18	132	98	34	137	92	40	126	114		2
"DE"	2008	"07-03"	502	479	22	385	385		3	465	440	25	409	284	122	437	408	28	421	365	56	408	332	69	392	392		3
"DE"	2008	"07-04"	977	714	252					936	705	231	916	322	586	932	697	218	908	579	328	887	515	351	901	673	213	4
"DE"	2008	"07-05"	699	559	132					668	525	143	634	352	277	662	538	122	648	491	157	647	476	151	572	572		5
"DE"	2008	"07-06"	1181	739	429	1129	639	490	4	1150	748	402	1123	324	792	1151	774	370	1142	613	529	1107	631	455	871	871		6
"DE"	2008	"07-07"	1015	692	313					961	695	266	930	428	491	949	684	256	926	612	314	926	586	319	966	679	287	7
"DE"	2008	"07-08"	1139	514	609					1093	551	542	1066	322	729	1100	590	504	1080	544	536	1071	560	484	1081	516	565	8
"DE"	2008	"07-09"	1641	918	708					1593	942	651	1545	536	1001	1588	971	616	1564	907	657	1541	865	647	1589	740	849	9
"DE"	2008	"07-10"	1352	797	535	1288	713	575	4	1307	826	481	1295	310	970	1305	847	450	1291	676	612	1254	635	602	1289	496	789	10
"DE"	2008	"07-11"	616	331	279	608	296	312	4	594	346	248	599	102	492	607	384	221	596	249	347	577	251	320	589	142	447	11
"DE"	2008	"07-12"	1119	580	530	1089	522	567	4	1096	639	457	1077	198	874	1096	668	423	1087	449	638	1054	490	552	826		826	12
"DE"	2008	"07-13"	138	104	33					133	101	32	128	52	76	130	96	33	129	95	34	128	87	36	113	110		13
"DE"	2008	"07-14"	2607	1227	1368	2449	1058	1391	18	2533	1304	1229	2497	722	1759	2548	1366	1178	2495	1306	1188	2487	956	1482	1884	1884		14
"DE"	2008	"07-15"	1956	1272	667					1900	1268	632	1843	841	986	1875	1327	538	1854	1228	626	1837	1168	639	1493	1493		15
"DE"	2008	"07-16"	662	529	124					621	511	110	586	347	234	599	509	88	601	459	142	599	466	119	529	529		16
"DE"	2008	"07-17"	896	705	177					843	684	159	827	446	375	841	693	144	826	644	182	825	619	191	825	701	124	17
"DE"	2008	"07-18"	764	519	235					738	522	216	717	311	396	727	522	200	712	483	229	709	452	242	727	407	317	18
"DE"	2008	"07-19"	935	631	288					904	621	283	891	331	554	901	637	261	881	589	291	873	551	300	879	684	190	19
"DE"	2008	"07-20"	1100	674	413					1074	704	370	1055	248	799	1061	719	337	1042	545	497	1013	534	454	800		800	20
"DE"	2008	"07-21"	986	615	354					956	613	343	924	279	640	948	658	287	915	548	367	907	508	382	942	388	554	21
"DE"	2008	"07-22"	774	493	273					750	495	255	742	214	516	751	505	233	743	450	292	731	393	319	751	250	501	22
"DE"	2008	"07-23"	911	650	236	850	514	336	6	882	647	235	868	330	523	885	704	178	826	604	221	834	552	254	856	656	183	23
"DE"	2008	"07-24"	584	459	119	521	396	125	10	554	446	108	529	314	207	544	440	101	525	403	122	528	394	121	522	328	185	24
"DE"	2008	"07-25"	811	502	291	767	456	311	10	788	514	274	778	280	488	783	535	246	771	461	310	765	462	289	774	516	258	25
"DE"	2008	"07-26"	1520	1156	345	1230	1230		11	1459	1133	326	1408	677	715	1442	1139	295	1412	1045	367	1395	984	383	1411	1136	275	26
"DE"	2008	"07-27"	1207	695	493					1166	703	463	1150	327	807	1164	776	386	1137	666	471	1121	638	464	1184	457	668	27
"DE"	2008	"07-28"	161	91	70					152	96	56	152	47	104	157	104	53	155	101	54	151	76	67	126	126		28
"DE"	2008	"07-29"	1233	542	687	1190	478	712	17	1201	574	627	1173	303	865	1196	679	517	1173	562	611	1155	481	663	1187	490	697	29
"DE"	2008	"07-30"	1298	468	814	1244	426	818	16	1266	511	755	1227	314	900	1264	594	664	1237	547	689	1206	438	746	997		997	30
"DE"	2008	"07-31"	768	629	131	713	482	231	17	744	610	134	695	365	323	735	601	129	707	550	157	708	504	189	730	425	305	31
"DE"	2008	"07-32"	94	51	41	90	41	49	17	90	56	34	87	24	63	92	54	38	87	38	49	88	44	43	94	51	43	32
"DE"	2008	"07-33"	707	472	231	670	442	228	16	683	470	213	654	267	379	680	496	183	662	447	215	658	379	268	678	464	214	33
"DE"	2008	"07-34"	1431	734	688	1368	656	712	16	1394	757	637	1364	420	932	1392	865	523	1356	730	626	1336	638	670	1336	565	771	34
"DE"	2008	"07-35"	475	232	236					464	236	228	446	145	289	459	240	218	451	229	222	443	200	233	451	155	296	35
"DE"	2008	"07-36"	2527	1123	1382	2344	960	1384	18	2440	1150	1290	2402	728	1663	2454	1292	1160	2379	1220	1158	2362	948	1377	1828		1828	36
"DE"	2008	"07-37"	861	341	505	597	597		21	843	404	439	828	193	630	835	398	435	823	396	426	829	293	523	831	228	603	37
"DE"	2008	"07-38"	2004	840	1145					1947	935	1012	1912	528	1360	1934	976	944	1907	923	984	1894	745	1102	1961	584	1377	38
"DE"	2008	"07-39"	949	470	474	706	706		21	921	506	415	900	297	595	921	528	392	898	517	380	892	438	441	915	431	467	39
"DE"	2008	"07-40"	1551	628	906	1039	1039		21	1489	745	744	1470	418	1036	1484	738	736	1446	701	745	1426	609	786	1489	654	835	40
"DE"	2008	"07-41"	1857	992	851					1804	1040	764	1765	627	1127	1795	1056	735	1753	1008	745	1737	794	912	1794	963	831	41
"DE"	2008	"08-01"	150	109	40					143	106	37	135	57	74	141	105	36	137	92	45	132	85	44	136	95	41	1
"DE"	2008	"08-02"	281	277	2	217	217		3	253	244	9	219	171	46	242	236	4	230	187	43	234	208	17	233	213		2
"DE"	2008	"08-03"	625	562	59	497	497		3	592	530	62	533	370	158	572	511	57	553	456	97	551	445	97	526	526		3
"DE"	2008	"08-04"	20	18	2	15	15		3	18	16	2	15	9	6	19	14	5	18	14	4	17	9	6	17	13	4	4
"DE"	2008	"08-05"	656	523	130					628	502	126	602	364	232	622	515	105	615	481	134	608	460	130	545	545		5
"DE"	2008	"08-06"	1495	984	481					1455	1008	447	1422	489	917	1446	1006	428	1433	873	560	1424	853	534	1135	1135		6
"DE"	2008	"08-07"	785	475	295					764	468	296	742	250	486	755	494	254	740	426	313	727	393	315	758	439	319	7
"DE"	2008	"08-08"	842	496	333					820	533	287	789	329	451	809	534	269	784	494	290	782	481	284	784	462	322	8
"DE"	2008	"08-09"	1026	586	422	984	617	367	10	990	594	396	983	302	674	999	661	334	971	555	416	961	543	396	990	406	584	9
"DE"	2008	"08-10"	771	427	338	752	355	397	4	755	456	299	747	152	590	756	472	280	752	336	416	726	346	365	750	259	488	10
"DE"	2008	"08-11"	954	585	353	919	459	460	4	926	581	345	913	255	645	926	580	333	915	489	425	903	481	399	910	295	615	11
"DE"	2008	"08-12"	664	373	283	636	201	435	6	652	380	272	643	122	518	644	409	233	639	296	343	619	298	313	502		502	12
"DE"	2008	"08-13"	503	416	77					477	406	71	454	258	191	467	386	75	462	365	97	455	336	104	425	407		13
"DE"	2008	"08-15"	1496	1103	378					1451	1085	366	1394	754	630	1429	1114	312	1409	1037	372	1396	1010	366	1197	1197		15
"DE"	2008	"08-16"	570	441	121	440	440		2	536	422	114	517	266	247	528	428	98	516	388	127	520	392	118	442	442		16
"DE"	2008	"08-17"	873	699	169					838	676	162	795	433	355	834	688	142	802	634	168	789	620	158	816	717	99	17
"DE"	2008	"08-18"	654	474	176	493	493		11	638	469	169	617	273	341	629	472	155	611	435	176	602	402	185	625	310	305	18
"DE"	2008	"08-19"	722	501	213					694	484	210	677	287	385	686	488	194	674	441	233	666	438	207	679	518	155	19
"DE"	2008	"08-20"	950	525	416					934	553	381	920	190	718	920	558	357	910	421	489	893	397	470	693		688	20
"DE"	2008	"08-21"	955	664	275					929	659	270	900	314	574	917	682	232	899	590	309	880	551	308	918	480	438	21
"DE"	2008	"08-22"	668	441	218					640	434	206	623	211	402	637	441	189	616	388	228	608	354	236	621	274	347	22
"DE"	2008	"08-23"	1096	722	349	1036	564	472	6	1063	748	315	1045	302	722	1067	755	307	1037	658	379	1021	579	413	1031	754	255	23
"DE"	2008	"08-24"	1463	1060	395	1180	1180		11	1433	1101	332	1368	600	752	1406	1063	333	1383	978	405	1375	903	440	1378	683	683	24
"DE"	2008	"08-25"	576	364	199					560	379	181	540	199	330	556	402	150	528	354	174	530	320	189	564	444	120	25
"DE"	2008	"08-26"	622	528	84	561	475	86	10	586	496	90	554	326	214	578	501	74	563	458	105	556	443	99	555	497	58	26
"DE"	2008	"08-27"	1319	794	510	1249	702	547	10	1288	800	488	1261	451	792	1277	856	418	1250	772	478	1239	741	478	1297	638	597	27
"DE"	2008	"08-28"	908	493	409					869	512	357	845	367	475	872	570	298	861	510	350	855	472	359	657	657		28
"DE"	2008	"08-30"	310	102	205	296	83	213	16	306	99	207	305	69	233	305	119	186	303	116	187	299	87	207	271		271	30
"DE"	2008	"08-32"	26	11	15	21	13	8	16	22	11	11	22	7	14	21	14	7	20	10	10	21	9	12	26	15	11	32
"DE"	2008	"08-33"	522	270	245	512	265	247	18	528	295	233	516	165	350	521	340	180	515	301	214	501	230	264	516	317	199	33
"DE"	2008	"08-34"	419	188	229	399	187	212	16	402	207	195	394	114	279	399	231	168	401	211	190	394	174	211	392	136	256	34
"DE"	2008	"08-36"	918	455	457					893	471	422	878	249	620	883	511	369	876	512	364	868	373	475	717		717	36
"DE"	2008	"08-37"	334	204	128					328	203	125	314	116	195	320	201	115	324	199	125	311	159	143	323	119	204	37
"DE"	2008	"08-38"	980	401	572					944	462	482	933	262	663	936	498	436	913	450	463	910	360	536	949	275	674	38
"DE"	2008	"08-41"	1861	872	972					1778	897	881	1737	580	1142	1762	964	797	1725	953	772	1705	786	892	1773	936	837	41
"DE"	2008	"09-01"	1478	1438	36	1258	1258		1	1394	1333	61	1219	934	279	1361	1309	51	1288	1081	207	1278	1164	97	1299	1221	78	1
"DE"	2008	"09-02"	419	397	19	342	342		3	402	378	24	353	255	96	389	364	23	379	299	80	369	316	41	368	344		2
"DE"	2008	"09-03"	826	770	50	615	615		3	745	689	56	665	472	188	729	676	50	682	586	96	663	557	92	632	632		3
"DE"	2008	"09-04"	649	514	125					621	503	118	585	264	315	615	508	103	589	445	144	589	411	169	597	496	92	4
"DE"	2008	"09-05"	854	750	97					795	691	104	744	532	202	780	697	80	750	646	104	746	626	103	699	699		5
"DE"	2008	"09-06"	227	117	106					225	118	107	223	52	166	224	132	92	223	109	114	219	103	112	147	147		6
"DE"	2008	"09-07"	378	236	137	363	200	163	4	368	236	132	357	89	266	368	239	127	364	205	159	357	199	154	365	195	170	7
"DE"	2008	"09-08"	609	315	282					596	348	248	591	209	370	591	362	227	579	339	240	575	335	222	575	295	280	8
"DE"	2008	"09-09"	930	479	435					901	503	398	865	288	570	898	525	369	876	488	388	865	469	378	890	455	435	9
"DE"	2008	"09-10"	1031	630	382					991	639	352	966	311	646	981	662	313	958	580	378	949	540	393	977	444	528	10
"DE"	2008	"09-11"	909	576	330	877	472	405	4	884	565	319	863	222	635	877	581	293	863	464	399	842	446	384	858	281	577	11
"DE"	2008	"09-12"	870	581	275					842	577	265	816	286	524	840	604	231	823	531	290	813	483	316	528		528	12
"DE"	2008	"09-13"	1094	801	274					1039	758	281	1016	478	527	1032	795	229	1011	724	286	998	659	316	863	829		13
"DE"	2008	"09-15"	1859	1125	710					1786	1104	682	1746	610	1124	1782	1156	623	1745	1036	709	1723	985	701	1338	1338		15
"DE"	2008	"09-16"	927	799	118					876	780	96	842	591	249	876	771	103	850	720	130	842	717	118	804	804		16
"DE"	2008	"09-17"	838	572	262					813	600	213	785	306	475	804	593	210	780	546	234	779	513	252	797	665	132	17
"DE"	2008	"09-18"	641	414	219					627	434	193	602	247	352	621	451	167	610	414	196	601	371	219	621	241	373	18
"DE"	2008	"09-19"	330	238	87					309	223	86	305	148	153	309	233	69	303	208	95	303	212	86	298	232	61	19
"DE"	2008	"09-20"	1145	586	539					1123	592	531	1108	208	885	1125	640	473	1094	476	618	1069	444	602	858		854	20
"DE"	2008	"09-21"	1013	687	311					972	681	291	952	349	588	965	703	255	956	622	334	938	589	328	962	523	439	21
"DE"	2008	"09-22"	1079	610	461					1047	633	414	1028	235	788	1045	658	384	1004	517	487	999	477	500	1023	301	722	22
"DE"	2008	"09-23"	1091	660	418	1047	457	590	6	1065	670	395	1058	247	797	1071	719	347	1043	604	439	1023	547	462	1043	739	293	23
"DE"	2008	"09-24"	930	638	284	856	575	281	10	905	644	261	867	337	522	885	653	226	862	596	265	854	533	300	877	316	546	24
"DE"	2008	"09-25"	430	302	114	395	290	105	10	412	314	98	400	188	207	400	303	95	397	289	108	395	274	111	399	309	90	25
"DE"	2008	"09-26"	1093	904	177	891	891		11	1033	871	162	975	598	365	1002	856	143	977	796	181	975	758	197	999	868	131	26
"DE"	2008	"09-27"	1052	713	323	974	628	346	10	1010	711	299	985	375	604	1005	737	266	987	652	335	980	602	361	1000	511	461	27
"DE"	2008	"09-28"	49	29	19					46	28	18	45	17	26	46	32	14	46	25	21	43	22	21	34	34		28
"DE"	2008	"09-32"	1033	584	441	930	438	492	16	976	578	398	930	335	584	964	614	347	930	499	430	910	455	433	950	524	426	32
"DE"	2008	"09-33"	1048	408	625	1009	355	654	18	1023	469	554	1008	194	805	1023	553	466	1004	484	519	995	372	609	1016	521	495	33
"DE"	2008	"09-34"	237	93	140	222	63	159	16	226	100	126	221	48	170	226	113	112	222	95	127	220	84	135	209	67	142	34
"DE"	2008	"09-41"	429	197	229	395	198	197	18	410	217	193	402	145	252	417	224	192	402	220	182	409	187	206	417	227	190	41
"DE"	2008	"10-01"	670	584	83	560	560		1	633	543	90	593	375	213	625	538	80	609	472	137	605	481	103	612	526	86	1
"DE"	2008	"10-02"	931	674	242	769	769		3	892	709	183	831	358	466	887	706	173	844	618	226	844	591	220	738	670		2
"DE"	2008	"10-03"	748	730	17	546	546		3	672	660	12	554	441	109	635	613	21	609	470	139	587	521	57	562	562		3
"DE"	2008	"10-04"	756	620	128					727	606	121	673	349	316	708	594	101	691	524	167	690	478	200	700	585	106	4
"DE"	2008	"10-05"	914	818	91					867	777	90	827	599	222	861	764	94	842	705	136	843	698	125	784	784		5
"DE"	2008	"10-06"	1195	867	316					1144	844	300	1099	521	567	1118	839	275	1092	766	326	1080	732	325	895	895		6
"DE"	2008	"10-07"	760	465	286					744	478	266	724	187	527	742	493	242	726	407	319	714	399	296	735	403	332	7
"DE"	2008	"10-08"	678	430	232					654	425	229	642	247	389	657	467	188	642	424	217	645	392	238	638	408	230	8
"DE"	2008	"10-09"	1223	631	576	1163	650	513	10	1198	681	517	1170	337	824	1192	693	494	1169	615	554	1140	580	537	1189	401	788	9
"DE"	2008	"10-10"	770	613	147					712	581	131	684	446	230	707	576	127	674	523	151	674	512	149	696	513	178	10
"DE"	2008	"10-11"	1116	616	488	1097	509	588	4	1098	631	467	1077	183	886	1107	714	390	1085	475	610	1046	487	549	1083	182	901	11
"DE"	2008	"10-12"	1010	548	453	986	443	543	4	999	566	433	988	228	745	996	619	372	993	435	558	963	450	492	768		768	12
"DE"	2008	"10-13"	830	664	156					791	641	150	770	369	396	797	649	141	771	598	173	766	541	209	705	681		13
"DE"	2008	"10-16"	406	334	69					375	317	58	359	226	130	376	319	57	363	302	61	364	292	67	336	336		16
"DE"	2008	"10-17"	790	612	169					759	606	153	723	385	328	752	617	128	734	579	155	727	540	160	733	620	113	17
"DE"	2008	"10-18"	652	459	181					620	463	157	607	260	338	621	479	138	611	428	183	599	395	188	627	313	306	18
"DE"	2008	"10-19"	298	201	93					296	211	85	294	91	201	293	222	71	293	196	97	281	169	109	284	205	77	19
"DE"	2008	"10-20"	771	476	276					748	492	256	731	266	456	745	514	224	734	437	297	732	425	289	465		465	20
"DE"	2008	"10-21"	438	307	125					427	297	130	414	173	232	422	295	125	416	265	151	407	241	146	420	214	206	21
"DE"	2008	"10-22"	783	384	383	751	340	411	6	762	401	361	764	154	600	774	450	322	763	346	417	747	322	408	759	253	506	22
"DE"	2008	"10-23"	568	301	258	536	206	330	6	549	308	241	532	120	408	547	348	198	530	279	251	530	256	264	540	418	119	23
"DE"	2008	"10-27"	899	530	362	838	421	417	10	872	520	352	852	217	621	865	561	301	840	471	368	814	431	363	869	293	558	27
"DE"	2008	"10-28"	116	98	18	106	77	29	17	108	89	19	101	60	41	106	88	17	105	84	21	105	80	25	91	91		28
"DE"	2008	"10-32"	89	29	57	86	38	48	17	90	39	51	86	20	66	90	46	44	89	43	46	85	29	55	89	44	45	32
"DE"	2008	"10-33"	346	123	219	332	101	231	16	341	139	202	341	76	261	341	150	190	334	143	191	334	111	217	338	165	173	33
"DE"	2008	"10-34"	749	294	447					734	322	412	721	180	531	732	358	370	717	318	398	712	292	408	715	240	475	34
"DE"	2008	"11-01"	800	730	65					767	692	75	707	434	266	754	688	62	723	585	138	707	594	102	724	651	73	1
"DE"	2008	"11-02"	1078	1067	8	893	893		2	1009	989	20	847	720	123	943	921	20	903	804	99	904	840	37	948	912		2
"DE"	2008	"11-03"	352	348	3	289	289		2	322	314	8	279	221	57	301	295	5	297	257	40	290	261	21	281	281		3
"DE"	2008	"11-04"	1094	567	520	1047	466	581	4	1071	607	464	1063	180	869	1068	651	409	1059	391	668	1036	390	627	1049	497	532	4
"DE"	2008	"11-05"	752	631	114					728	616	112	687	453	226	717	618	97	690	563	127	690	540	135	633	633		5
"DE"	2008	"11-06"	749	569	162					700	541	159	669	375	285	692	533	157	667	483	184	669	470	175	568	568		6
"DE"	2008	"11-07"	828	469	351					805	487	318	786	204	570	808	500	305	794	409	385	778	405	353	802	426	376	7
"DE"	2008	"11-08"	10	5	5					10	7	3	10	1	9	10	5	5	10	7	3	10	6	2	9	4	5	8
"DE"	2008	"11-10"	1210	967	229					1133	927	206	1058	643	407	1113	888	222	1070	798	272	1073	792	263	1084	797	274	10
"DE"	2008	"11-11"	718	449	263	694	366	328	4	706	465	241	685	201	483	700	464	235	690	410	279	681	386	289	687	269	418	11
"DE"	2008	"11-12"	1097	510	581	1048	417	631	4	1059	528	531	1050	158	887	1071	599	470	1054	328	726	1020	385	627	808		808	12
"DE"	2008	"11-13"	1050	875	156	893	893		3	1003	864	139	946	554	382	989	864	117	969	796	173	971	759	181	893	863		13
"DE"	2008	"11-16"	1154	978	158	931	931		2	1094	947	147	1006	646	349	1056	920	131	1023	837	186	1022	838	164	936	936		16
"DE"	2008	"11-17"	692	503	180					674	492	182	637	287	347	658	496	156	643	453	189	645	438	191	647	531	116	17
"DE"	2008	"11-18"	575	423	146					547	397	150	526	271	251	538	412	122	524	376	148	521	353	157	531	296	233	18
"DE"	2008	"11-19"	1309	972	321					1254	940	314	1220	555	647	1246	981	259	1210	871	338	1207	818	358	1202	948	248	19
"DE"	2008	"11-20"	640	365	267					620	374	246	618	151	458	627	423	197	612	324	288	594	320	256	450		450	20
"DE"	2008	"11-21"	922	570	339					900	586	314	879	266	603	906	600	302	882	524	358	866	495	347	888	417	471	21
"DE"	2008	"11-22"	1021	660	350					988	678	310	969	265	688	981	702	270	967	580	387	939	542	371	967	390	577	22
"DE"	2008	"11-28"	854	652	196	807	581	226	17	818	640	178	787	445	337	823	649	172	796	611	185	787	568	211	688	688		28
"DE"	2008	"12-02"	538	535	2	426	426		2	487	476	11	410	330	79	457	447	8	439	385	54	415	388	26	451	435		2
"DE"	2008	"12-03"	58	53	5					57	52	5	56	35	21	54	51	3	55	45	10	54	48	6	50	50		3
"DE"	2008	"12-04"	182	132	47					170	130	40	162	49	113	165	131	32	163	104	59	155	98	52	159	128	30	4
"DE"	2008	"12-06"	279	203	74	222	222		2	279	213	66	263	116	145	274	210	63	269	187	82	265	176	77	224	224		6
"DE"	2008	"12-07"	1080	587	481					1052	590	462	1040	239	794	1049	644	404	1030	519	511	1028	512	497	1055	525	530	7
"DE"	2008	"12-08"	131	78	52					130	80	50	123	50	73	125	84	41	129	83	46	125	67	57	127	71	56	8
"DE"	2008	"12-10"	178	100	76					173	107	66	168	30	137	167	102	64	170	86	84	163	83	76	170	49	119	10
"DE"	2008	"12-11"	538	365	167					523	360	163	513	202	298	518	357	161	509	317	192	506	310	183	509	261	248	11
"DE"	2008	"12-12"	1327	825	482					1280	835	445	1274	386	878	1286	892	383	1269	739	530	1239	694	526	846		846	12
"DE"	2008	"12-13"	552	395	146	437	437		3	533	392	141	521	238	278	533	417	114	520	382	138	520	358	148	449	432		13
