state	year	precinct	g2008_USP_tv	g2008_USP_dv	g2008_USP_rv	g2008_STS_tv	g2008_STS_dv	g2008_STS_rv	sd	g2008_USS_tv	g2008_USS_dv	g2008_USS_rv	g2008_USH_tv	g2008_USH_dv	g2008_USH_rv	g2008_GOV_tv	g2008_GOV_dv	g2008_GOV_rv	g2008_LTG_tv	g2008_LTG_dv	g2008_LTG_rv	g2008_INS_tv	g2008_INS_dv	g2008_INS_rv	g2008_STH_tv	g2008_STH_dv	g2008_STH_rv	ld
"DE"	2008	"12-17"	783	594	181					753	585	168	721	375	338	749	587	158	726	537	189	723	515	192	737	621	116	17
"DE"	2008	"12-20"	1336	720	602	1274	490	784	6	1308	733	575	1286	262	1010	1304	816	479	1262	618	644	1237	608	615	1008		1006	20
"DE"	2008	"12-21"	230	105	122					219	100	119	218	45	170	224	130	94	218	100	118	208	94	110	219	70	149	21
"DE"	2008	"12-22"	699	469	221					676	466	210	660	217	432	666	480	176	651	421	230	644	372	252	654	280	374	22
"DE"	2008	"12-28"	270	186	84	248	150	98	17	258	179	79	241	109	131	252	182	69	244	163	81	240	152	86	195	195		28
"DE"	2008	"13-02"	535	527	8	451	451		2	503	491	12	425	330	95	467	459	8	449	391	58	436	399	34	454	416		2
"DE"	2008	"13-04"	502	366	127	397	397		3	487	350	137	476	195	272	485	364	110	474	316	158	474	303	157	475	374	92	4
"DE"	2008	"13-07"	993	566	408					967	582	385	960	221	730	976	615	354	966	503	463	949	503	429	978	519	459	7
"DE"	2008	"13-11"	747	492	241					715	502	213	705	271	419	710	500	204	685	440	245	689	407	262	687	347	340	11
"DE"	2008	"13-20"	1139	677	443	1097	532	565	4	1123	706	417	1103	269	830	1117	746	365	1092	554	538	1077	551	506	793		791	20
"DE"	2008	"13-21"	335	194	130					325	202	123	311	99	206	322	213	105	320	196	124	317	172	137	325	165	160	21
"DE"	2008	"13-22"	82	44	34	79	26	53	6	79	42	37	78	18	60	77	46	31	75	39	36	76	41	35	80	23	57	22
"DE"	2008	"13-28"	203	117	83					199	113	86	190	53	135	199	121	77	195	108	87	192	100	87	143	143		28
"DE"	2008	"14-02"	55	55	0	49	49		2	52	50	2	46	42	4	50	50	0	47	39	8	50	49	1	50	49		2
"DE"	2008	"14-04"	224	134	88	136	136		3	221	155	66	213	21	190	218	132	85	212	90	122	203	77	123	211	125	83	4
"DE"	2008	"14-07"	69	47	22	67	39	28	4	69	45	24	67	16	51	69	45	24	64	34	30	65	38	26	68	45	23	7
"DE"	2008	"14-11"	823	608	205					797	599	198	772	357	401	790	590	191	777	542	235	778	500	252	774	421	353	11
"DE"	2008	"14-21"	208	119	84					198	120	78	197	72	124	200	134	65	195	123	72	195	110	84	197	93	104	21
"DE"	2008	"14-22"	327	189	131	313	140	173	6	318	188	130	316	91	222	318	213	104	314	175	139	310	163	135	319	126	193	22
"DE"	2008	"14-28"	1277	820	440					1227	796	431	1181	479	693	1240	861	373	1188	765	423	1182	684	471	955	955		28
"DE"	2008	"15-04"	57	49	6	46	46		3	55	47	8	50	34	15	52	46	6	52	42	10	50	42	6	52	46	5	4
"DE"	2008	"16-02"	511	459	51	419	419		3	484	443	41	440	270	169	462	414	47	449	363	86	447	345	90	419	397		2
"DE"	2008	"16-04"	197	59	136	181	52	129	4	185	69	116	188	21	167	185	69	115	192	33	158	174	44	130	182	56	126	4
"DE"	2008	"16-31"	0	0	0					0	0	0	0	0	0													
"DE"	2008	"16-41"	0	0	0																							
"DE"	2008	"17-02"	331	279	49					299	256	43	295	198	95													
"DE"	2008	"17-04"	163	125	35					159	121	38	156	59	94	156	129	25	156	109	47	155	98	54	156	130	25	4
"DE"	2008	"18-04"	59	49	9	51	51		3	55	47	8	50	29	20	56	46	9	51	42	9	55	36	14	54	45	7	4
"DE"	2008	"19-04"	34	32	1	27	27		3	32	29	3	30	21	9	33	32	1	28	24	4	29	27	2	32	29	3	4
