state	year	county	precinct	g2006_GOV_dv	g2006_GOV_rv	g2006_USH_dv	g2006_USH_rv
"CO"	2006	"BOULDER"	"4171207008"	201	65	195	63
"CO"	2006	"BOULDER"	"4171207009"	194	110	184	112
"CO"	2006	"BOULDER"	"4171207010"	305	234	260	238
"CO"	2006	"BOULDER"	"4171207011"	284	298	231	301
"CO"	2006	"BOULDER"	"4171207012"	266	112	249	115
"CO"	2006	"BOULDER"	"4171207013"	285	149	256	138
"CO"	2006	"BOULDER"	"4171207014"	246	198	215	200
"CO"	2006	"BOULDER"	"4171207015"	354	202	316	188
"CO"	2006	"BOULDER"	"4171207016"	253	214	225	218
"CO"	2006	"BOULDER"	"4181107001"	76	85	69	87
"CO"	2006	"BOULDER"	"4181307001"	216	209	188	210
"CO"	2006	"BOULDER"	"4181307002"	181	229	143	220
"CO"	2006	"BOULDER"	"4181307003"	174	237	144	240
"CO"	2006	"BROOMFIELD"	"109"	0	0	0	0
"CO"	2006	"BROOMFIELD"	"110"	0	0	0	0
"CO"	2006	"BROOMFIELD"	"113"	0	0	0	0
"CO"	2006	"BROOMFIELD"	"2233364040"	1555	1023	1634	930
"CO"	2006	"BROOMFIELD"	"2233364050"	5133	3787	5334	3471
"CO"	2006	"BROOMFIELD"	"60"	43	19	46	16
"CO"	2006	"BROOMFIELD"	"71"	1057	711	1117	622
"CO"	2006	"BROOMFIELD"	"72"	730	607	777	532
"CO"	2006	"BROOMFIELD"	"73"	720	432	753	388
"CO"	2006	"BROOMFIELD"	"74"	559	416	578	372
"CO"	2006	"BROOMFIELD"	"75"	165	89	166	82
"CO"	2006	"BROOMFIELD"	"76"	210	143	237	113
"CO"	2006	"BROOMFIELD"	"77"	345	317	354	302
"CO"	2006	"BROOMFIELD"	"990"	0	0	0	0
"CO"	2006	"CHAFFEE"	"5056008001"	0	0	0	0
"CO"	2006	"CHAFFEE"	"5056008002"	0	0	0	0
"CO"	2006	"CHAFFEE"	"5056008003"	0	0	0	0
"CO"	2006	"CHAFFEE"	"5056008004"	0	0	0	0
"CO"	2006	"CHAFFEE"	"5056008005"	0	0	0	0
"CO"	2006	"CHAFFEE"	"5056008006"	0	0	0	0
"CO"	2006	"CHAFFEE"	"5056008007"	0	0	0	0
"CO"	2006	"CHAFFEE"	"5056008008"	0	0	0	0
"CO"	2006	"CHAFFEE"	"5056008009"	0	0	0	0
"CO"	2006	"CHAFFEE"	"5056008010"	0	0	0	0
"CO"	2006	"CHAFFEE"	"5056008011"	0	0	0	0
"CO"	2006	"CHAFFEE"	"5056008012"	0	0	0	0
"CO"	2006	"CHAFFEE"	"5056008013"	0	0	0	0
"CO"	2006	"CHAFFEE"	"5056008014"	0	0	0	0
"CO"	2006	"CHAFFEE"	"5056008015"	0	0	0	0
"CO"	2006	"CHAFFEE"	"5056008960"	718	376	640	449
"CO"	2006	"CHAFFEE"	"5056008970"	2058	1475	1751	1757
"CO"	2006	"CHAFFEE"	"5056008980"	0	0	0	0
"CO"	2006	"CHAFFEE"	"5056008981"	655	291	574	373
"CO"	2006	"CHAFFEE"	"5056008982"	296	217	261	251
"CO"	2006	"CHAFFEE"	"5056008983"	571	581	466	695
"CO"	2006	"CHAFFEE"	"5056008990"	0	0	0	0
"CO"	2006	"CHEYENNE"	"4016309001"	7	36	7	35
"CO"	2006	"CHEYENNE"	"4016309002"	51	73	36	76
"CO"	2006	"CHEYENNE"	"4016309003"	46	111	27	115
"CO"	2006	"CHEYENNE"	"4016309004"	54	83	24	95
"CO"	2006	"CHEYENNE"	"4016309005"	7	11	5	12
"CO"	2006	"CHEYENNE"	"4016309960"	58	115	32	129
"CO"	2006	"CHEYENNE"	"4016309970"	116	169	71	215
"CO"	2006	"CHEYENNE"	"4016309999"	0	0	0	0
"CO"	2006	"CHEYENNE"	"980"	0	0	0	0
"CO"	2006	"CHEYENNE"	"990"	0	0	0	0
"CO"	2006	"CLEAR CREEK"	"2161310001"	221	80	229	69
"CO"	2006	"CLEAR CREEK"	"2161310002"	82	48	87	39
"CO"	2006	"CLEAR CREEK"	"2161310003"	84	44	86	42
"CO"	2006	"CLEAR CREEK"	"2161310004"	203	112	213	94
"CO"	2006	"CLEAR CREEK"	"2161310005"	191	106	196	91
"CO"	2006	"CLEAR CREEK"	"2161310006"	107	55	110	49
"CO"	2006	"CLEAR CREEK"	"2161310007"	199	150	203	140
"CO"	2006	"CLEAR CREEK"	"2161310008"	143	81	135	88
"CO"	2006	"CLEAR CREEK"	"2161310009"	227	165	223	160
"CO"	2006	"CLEAR CREEK"	"2161310010"	932	508	974	460
"CO"	2006	"CLEAR CREEK"	"2161310011"	290	152	299	131
"CO"	2006	"CLEAR CREEK"	"980"	29	15	30	17
"CO"	2006	"CLEAR CREEK"	"990"	0	0	0	0
"CO"	2006	"CONEJOS"	"3056211001"	241	56	283	31
"CO"	2006	"CONEJOS"	"3056211002"	224	134	291	86
"CO"	2006	"CONEJOS"	"3056211003"	192	69	215	51
"CO"	2006	"CONEJOS"	"3056211004"	305	27	334	16
"CO"	2006	"CONEJOS"	"3056211005"	203	86	251	49
"CO"	2006	"CONEJOS"	"3056211006"	259	174	309	142
"CO"	2006	"CONEJOS"	"3056211007"	131	83	165	51
"CO"	2006	"CONEJOS"	"3056211008"	203	209	278	141
"CO"	2006	"CONEJOS"	"3056211009"	161	122	225	66
"CO"	2006	"CONEJOS"	"3056211010"	144	95	177	66
"CO"	2006	"CONEJOS"	"3056211960"	0	0	0	0
"CO"	2006	"CONEJOS"	"3056211970"	0	0	0	0
"CO"	2006	"CONEJOS"	"980"	0	0	0	0
"CO"	2006	"CONEJOS"	"990"	0	0	0	0
"CO"	2006	"COSTILLA"	"3056212001"	145	11	154	9
"CO"	2006	"COSTILLA"	"3056212002"	171	17	193	5
"CO"	2006	"COSTILLA"	"3056212003"	118	5	131	1
"CO"	2006	"COSTILLA"	"3056212004"	191	13	213	6
"CO"	2006	"COSTILLA"	"3056212005"	69	30	82	19
"CO"	2006	"COSTILLA"	"3056212006"	60	16	63	14
"CO"	2006	"COSTILLA"	"3056212007"	253	118	289	83
"CO"	2006	"COSTILLA"	"3056212008"	139	83	178	45
"CO"	2006	"COSTILLA"	"3056212960"	0	0	0	0
"CO"	2006	"COSTILLA"	"3056212970"	0	0	0	0
"CO"	2006	"COSTILLA"	"980"	0	0	0	0
"CO"	2006	"COSTILLA"	"990"	0	0	0	0
"CO"	2006	"CROWLEY"	"4026313001"	90	125	76	144
"CO"	2006	"CROWLEY"	"4026313002"	62	72	57	73
"CO"	2006	"CROWLEY"	"4026313003"	65	45	47	66
"CO"	2006	"CROWLEY"	"4026313003"	65	1	47	66
"CO"	2006	"CROWLEY"	"4026313004"	66	77	46	96
"CO"	2006	"CROWLEY"	"4026313005"	75	2	61	89
"CO"	2006	"CROWLEY"	"4026313005"	75	77	61	89
"CO"	2006	"CROWLEY"	"4026313006"	66	57	54	68
"CO"	2006	"CROWLEY"	"960"	170	172	136	203
"CO"	2006	"CROWLEY"	"970"	0	0	0	0
"CO"	2006	"CROWLEY"	"980"	0	0	0	0
"CO"	2006	"CROWLEY"	"990"	0	0	0	0
"CO"	2006	"CUSTER"	"3026014001"	111	181	136	157
"CO"	2006	"CUSTER"	"3026014002"	45	68	51	64
"CO"	2006	"CUSTER"	"3026014003"	107	161	136	135
"CO"	2006	"CUSTER"	"3026014960"	247	359	317	296
"CO"	2006	"CUSTER"	"3026014970"	278	273	325	230
"CO"	2006	"CUSTER"	"980"	0	0	0	0
"CO"	2006	"CUSTER"	"990"	0	0	0	0
"CO"	2006	"DELTA"	"3055415001"	88	88	92	87
"CO"	2006	"DELTA"	"3055415004"	106	169	116	162
"CO"	2006	"DELTA"	"3055415006"	42	28	37	36
"CO"	2006	"DELTA"	"3055415008"	81	106	87	103
"CO"	2006	"DELTA"	"3055415009"	60	114	74	113
"CO"	2006	"DELTA"	"3055415011"	62	86	69	79
"CO"	2006	"DELTA"	"3055415012"	85	123	95	116
"CO"	2006	"DELTA"	"3055415013"	62	103	68	101
"CO"	2006	"DELTA"	"3055415016"	83	130	90	123
"CO"	2006	"DELTA"	"3055415018"	89	145	107	129
"CO"	2006	"DELTA"	"3055415019"	108	165	115	161
"CO"	2006	"DELTA"	"3055415020"	121	148	135	138
"CO"	2006	"DELTA"	"3055415960"	720	836	776	805
"CO"	2006	"DELTA"	"3055415970"	2125	2364	2347	2242
"CO"	2006	"DELTA"	"3055815002"	141	120	158	112
"CO"	2006	"DELTA"	"3055815003"	116	165	156	133
"CO"	2006	"DELTA"	"3055815005"	165	143	196	115
"CO"	2006	"DELTA"	"3055815007"	129	130	131	128
"CO"	2006	"DELTA"	"3055815010"	186	165	226	135
"CO"	2006	"DELTA"	"3055815014"	172	142	181	134
"CO"	2006	"DELTA"	"3055815015"	183	85	193	81
"CO"	2006	"DELTA"	"3055815017"	68	114	79	110
"CO"	2006	"DELTA"	"980"	86	81	87	89
"CO"	2006	"DELTA"	"990"	0	0	0	0
"CO"	2006	"DENVER"	"10"	2036	319	1964	0
"CO"	2006	"DENVER"	"11"	5978	1889	5723	0
"CO"	2006	"DENVER"	"12"	3175	565	2999	0
"CO"	2006	"DENVER"	"13"	1880	234	1760	0
"CO"	2006	"DENVER"	"14"	3400	565	3254	0
"CO"	2006	"DENVER"	"15"	12683	2463	12198	0
"CO"	2006	"DENVER"	"16"	2550	682	2573	0
"CO"	2006	"DENVER"	"17"	586	149	596	0
"CO"	2006	"DENVER"	"18"	4186	591	3921	0
"CO"	2006	"DENVER"	"19"	9923	3058	9558	0
"CO"	2006	"DENVER"	"2"	13341	5717	13170	0
"CO"	2006	"DENVER"	"20"	325	35	310	0
"CO"	2006	"DENVER"	"21"	5658	1275	5237	0
"CO"	2006	"DENVER"	"22"	559	166	559	0
"CO"	2006	"DENVER"	"23"	10691	5281	10776	0
"CO"	2006	"DENVER"	"3"	2059	381	1976	0
"CO"	2006	"DENVER"	"4"	10715	1162	10453	0
"CO"	2006	"DENVER"	"5"	3603	808	3507	0
"CO"	2006	"DENVER"	"6"	11129	2336	11213	0
"CO"	2006	"DENVER"	"7"	10284	2838	10134	0
"CO"	2006	"DENVER"	"8"	4947	958	4601	0
"CO"	2006	"DENVER"	"9"	1717	345	1680	0
"CO"	2006	"DENVER"	"960"	69	34	0	0
"CO"	2006	"DENVER"	"990"	0	0	0	0
"CO"	2006	"DOLORES"	"3065817001"	70	11	76	8
"CO"	2006	"DOLORES"	"3065817002"	42	51	51	44
"CO"	2006	"DOLORES"	"3065817003"	56	45	71	37
"CO"	2006	"DOLORES"	"3065817004"	90	105	113	91
"CO"	2006	"DOLORES"	"3065817960"	5	6	8	5
"CO"	2006	"DOLORES"	"3065817970"	264	214	315	182
"CO"	2006	"DOLORES"	"980"	0	0	0	0
"CO"	2006	"DOLORES"	"990"	0	0	0	0
"CO"	2006	"DOUGLAS"	"6044418058"	146	214	112	259
"CO"	2006	"DOUGLAS"	"6044418062"	140	212	105	248
"CO"	2006	"DOUGLAS"	"6044418086"	257	319	189	393
"CO"	2006	"DOUGLAS"	"6044418104"	315	400	227	504
"CO"	2006	"DOUGLAS"	"6044418105"	74	84	55	104
"CO"	2006	"DOUGLAS"	"6044418109"	24	29	20	33
"CO"	2006	"DOUGLAS"	"6044418117"	272	404	205	465
"CO"	2006	"DOUGLAS"	"6044418120"	229	326	160	400
"CO"	2006	"DOUGLAS"	"6044518059"	234	320	180	376
"CO"	2006	"DOUGLAS"	"6044518060"	451	599	312	731
"CO"	2006	"DOUGLAS"	"6044518061"	140	188	99	225
"CO"	2006	"DOUGLAS"	"6044518063"	387	402	290	494
"CO"	2006	"DOUGLAS"	"6044518064"	244	243	216	267
"CO"	2006	"DOUGLAS"	"6044518065"	133	163	96	198
"CO"	2006	"DOUGLAS"	"6044518066"	273	523	213	588
"CO"	2006	"DOUGLAS"	"6044518067"	259	374	199	428
"CO"	2006	"DOUGLAS"	"6044518068"	20	41	16	47
"CO"	2006	"DOUGLAS"	"6044518069"	32	51	26	59
"CO"	2006	"DOUGLAS"	"6044518070"	271	351	211	416
"CO"	2006	"DOUGLAS"	"6044518071"	287	390	228	449
"CO"	2006	"DOUGLAS"	"6044518072"	176	206	139	246
"CO"	2006	"DOUGLAS"	"6044518073"	334	491	253	570
"CO"	2006	"DOUGLAS"	"6044518074"	285	365	223	420
"CO"	2006	"DOUGLAS"	"6044518075"	232	296	185	348
"CO"	2006	"DOUGLAS"	"6044518076"	275	386	201	466
"CO"	2006	"DOUGLAS"	"6044518077"	220	334	162	389
"CO"	2006	"DOUGLAS"	"6044518078"	58	56	49	71
"CO"	2006	"DOUGLAS"	"6044518079"	355	485	259	585
"CO"	2006	"DOUGLAS"	"6044518080"	268	344	223	391
"CO"	2006	"DOUGLAS"	"6044518081"	135	276	106	305
"CO"	2006	"DOUGLAS"	"6044518110"	165	203	135	237
"CO"	2006	"DOUGLAS"	"6044518111"	343	394	262	481
"CO"	2006	"DOUGLAS"	"6044518112"	279	432	232	484
"CO"	2006	"DOUGLAS"	"6044518113"	70	115	54	130
"CO"	2006	"DOUGLAS"	"6044518114"	339	359	253	441
"CO"	2006	"DOUGLAS"	"6044518115"	208	303	157	358
"CO"	2006	"DOUGLAS"	"6044518116"	260	252	203	303
"CO"	2006	"DOUGLAS"	"6044518118"	393	499	308	594
"CO"	2006	"DOUGLAS"	"6044518119"	225	277	171	337
"CO"	2006	"DOUGLAS"	"6044518121"	168	181	135	217
"CO"	2006	"DOUGLAS"	"6044518122"	357	429	271	507
"CO"	2006	"DOUGLAS"	"6044518123"	217	314	178	352
"CO"	2006	"DOUGLAS"	"6044518124"	144	233	118	265
"CO"	2006	"DOUGLAS"	"6044518125"	456	690	354	789
"CO"	2006	"DOUGLAS"	"6044518126"	292	469	207	561
"CO"	2006	"DOUGLAS"	"6044518127"	383	415	285	523
"CO"	2006	"DOUGLAS"	"6044518128"	342	349	262	428
"CO"	2006	"DOUGLAS"	"6044518129"	225	303	193	338
"CO"	2006	"DOUGLAS"	"6044518130"	282	387	223	453
"CO"	2006	"DOUGLAS"	"6044518131"	250	332	184	399
"CO"	2006	"DOUGLAS"	"6044518132"	276	415	192	506
"CO"	2006	"DOUGLAS"	"6044518133"	210	436	152	507
"CO"	2006	"DOUGLAS"	"6304318002"	399	429	310	514
"CO"	2006	"DOUGLAS"	"6304318003"	331	340	262	410
"CO"	2006	"DOUGLAS"	"6304318004"	243	156	189	211
"CO"	2006	"DOUGLAS"	"6304318005"	228	195	183	234
"CO"	2006	"DOUGLAS"	"6304318009"	333	332	253	411
"CO"	2006	"DOUGLAS"	"6304318010"	389	288	316	360
"CO"	2006	"DOUGLAS"	"6304318011"	300	202	247	252
"CO"	2006	"DOUGLAS"	"6304318012"	364	355	291	424
"CO"	2006	"DOUGLAS"	"6304318013"	257	234	201	284
"CO"	2006	"DOUGLAS"	"6304318014"	168	249	125	292
"CO"	2006	"DOUGLAS"	"6304318015"	207	278	180	309
"CO"	2006	"DOUGLAS"	"6304318016"	220	254	173	298
"CO"	2006	"DOUGLAS"	"6304318017"	214	203	165	256
"CO"	2006	"DOUGLAS"	"6304318018"	394	359	255	493
"CO"	2006	"DOUGLAS"	"6304318019"	215	226	166	275
"CO"	2006	"DOUGLAS"	"6304318020"	250	202	199	246
"CO"	2006	"DOUGLAS"	"6304318021"	208	231	173	264
"CO"	2006	"DOUGLAS"	"6304318022"	289	256	245	304
"CO"	2006	"DOUGLAS"	"6304318023"	370	344	284	422
"CO"	2006	"DOUGLAS"	"6304318024"	343	411	262	492
"CO"	2006	"DOUGLAS"	"6304318025"	145	114	128	130
"CO"	2006	"DOUGLAS"	"6304318026"	259	280	198	338
"CO"	2006	"DOUGLAS"	"6304318027"	326	323	274	379
"CO"	2006	"DOUGLAS"	"6304318028"	253	260	197	308
"CO"	2006	"DOUGLAS"	"6304318029"	212	256	169	297
"CO"	2006	"DOUGLAS"	"6304318030"	267	305	187	381
"CO"	2006	"DOUGLAS"	"6304318031"	283	280	219	337
"CO"	2006	"DOUGLAS"	"6304318034"	219	241	168	293
"CO"	2006	"DOUGLAS"	"6304318035"	356	370	292	437
"CO"	2006	"DOUGLAS"	"6304318036"	441	383	353	462
"CO"	2006	"DOUGLAS"	"6304318037"	264	354	221	396
"CO"	2006	"DOUGLAS"	"6304318038"	321	349	248	415
"CO"	2006	"DOUGLAS"	"6304318039"	325	316	279	364
"CO"	2006	"DOUGLAS"	"6304318040"	207	195	173	229
"CO"	2006	"DOUGLAS"	"6304318041"	261	230	210	276
"CO"	2006	"DOUGLAS"	"6304318042"	202	198	178	225
"CO"	2006	"DOUGLAS"	"6304318043"	359	429	284	512
"CO"	2006	"DOUGLAS"	"6304318046"	317	304	273	349
"CO"	2006	"DOUGLAS"	"6304318047"	139	208	115	230
"CO"	2006	"DOUGLAS"	"6304318048"	210	313	161	353
"CO"	2006	"DOUGLAS"	"6304318049"	436	412	359	489
"CO"	2006	"DOUGLAS"	"6304318050"	471	388	392	470
"CO"	2006	"DOUGLAS"	"6304318054"	339	415	285	462
"CO"	2006	"DOUGLAS"	"6304418001"	194	295	150	345
"CO"	2006	"DOUGLAS"	"6304418006"	227	262	165	325
"CO"	2006	"DOUGLAS"	"6304418007"	248	226	202	284
"CO"	2006	"DOUGLAS"	"6304418008"	387	478	322	538
"CO"	2006	"DOUGLAS"	"6304418032"	329	287	274	349
"CO"	2006	"DOUGLAS"	"6304418033"	257	322	199	373
"CO"	2006	"DOUGLAS"	"6304418044"	285	355	234	410
"CO"	2006	"DOUGLAS"	"6304418045"	437	494	346	586
"CO"	2006	"DOUGLAS"	"6304418051"	225	269	174	320
"CO"	2006	"DOUGLAS"	"6304418052"	347	454	254	545
"CO"	2006	"DOUGLAS"	"6304418053"	182	300	147	335
"CO"	2006	"DOUGLAS"	"6304418055"	543	498	424	597
"CO"	2006	"DOUGLAS"	"6304418056"	422	462	352	543
"CO"	2006	"DOUGLAS"	"6304418057"	409	445	329	530
"CO"	2006	"DOUGLAS"	"6304418082"	224	203	178	250
"CO"	2006	"DOUGLAS"	"6304418083"	224	266	197	296
"CO"	2006	"DOUGLAS"	"6304418084"	309	330	249	385
"CO"	2006	"DOUGLAS"	"6304418085"	122	172	95	204
"CO"	2006	"DOUGLAS"	"6304418087"	319	361	267	418
"CO"	2006	"DOUGLAS"	"6304418088"	454	511	350	603
"CO"	2006	"DOUGLAS"	"6304418089"	215	224	167	279
"CO"	2006	"DOUGLAS"	"6304418090"	176	170	136	213
"CO"	2006	"DOUGLAS"	"6304418091"	217	255	181	305
"CO"	2006	"DOUGLAS"	"6304418092"	234	294	166	362
"CO"	2006	"DOUGLAS"	"6304418093"	234	266	179	323
"CO"	2006	"DOUGLAS"	"6304418094"	366	322	277	413
"CO"	2006	"DOUGLAS"	"6304418095"	302	336	235	416
"CO"	2006	"DOUGLAS"	"6304418096"	330	455	257	533
"CO"	2006	"DOUGLAS"	"6304418097"	175	264	130	309
"CO"	2006	"DOUGLAS"	"6304418098"	199	182	158	226
"CO"	2006	"DOUGLAS"	"6304418099"	271	255	201	320
"CO"	2006	"DOUGLAS"	"6304418100"	260	287	214	343
"CO"	2006	"DOUGLAS"	"6304418101"	304	431	227	517
"CO"	2006	"DOUGLAS"	"6304418102"	315	334	242	407
"CO"	2006	"DOUGLAS"	"6304418103"	387	517	283	625
"CO"	2006	"DOUGLAS"	"6304418106"	367	371	288	447
"CO"	2006	"DOUGLAS"	"6304418107"	303	356	243	408
"CO"	2006	"DOUGLAS"	"6304418108"	350	423	244	530
"CO"	2006	"DOUGLAS"	"6304418134"	264	404	213	460
"CO"	2006	"DOUGLAS"	"990"	0	20	0	7
"CO"	2006	"DOUGLAS"	"Provisiona"	207	231	158	283
"CO"	2006	"EAGLE"	"2085619001"	65	13	64	12
"CO"	2006	"EAGLE"	"2085619002"	200	82	215	60
"CO"	2006	"EAGLE"	"2085619003"	207	55	213	50
"CO"	2006	"EAGLE"	"2085619004"	197	101	189	107
"CO"	2006	"EAGLE"	"2085619005"	244	165	249	154
"CO"	2006	"EAGLE"	"2085619006"	128	104	129	90
"CO"	2006	"EAGLE"	"2085619009"	106	89	106	83
"CO"	2006	"EAGLE"	"2085619010"	3	32	7	28
"CO"	2006	"EAGLE"	"2085619011"	24	19	20	17
"CO"	2006	"EAGLE"	"2085619012"	236	89	251	65
"CO"	2006	"EAGLE"	"2085619013"	196	88	195	77
"CO"	2006	"EAGLE"	"2085619014"	146	54	145	52
"CO"	2006	"EAGLE"	"2085619015"	238	115	245	104
"CO"	2006	"EAGLE"	"2085619016"	108	79	102	81
"CO"	2006	"EAGLE"	"2085619017"	246	122	262	103
"CO"	2006	"EAGLE"	"2085619018"	192	119	195	113
"CO"	2006	"EAGLE"	"2085619019"	245	103	245	95
"CO"	2006	"EAGLE"	"2085619020"	239	174	264	142
"CO"	2006	"EAGLE"	"2085619021"	36	27	30	28
"CO"	2006	"EAGLE"	"2085619022"	141	89	139	86
"CO"	2006	"EAGLE"	"2085619023"	132	91	137	82
"CO"	2006	"EAGLE"	"2085619026"	89	107	93	106
"CO"	2006	"EAGLE"	"2085619027"	338	225	334	217
"CO"	2006	"EAGLE"	"2085619028"	192	98	196	87
"CO"	2006	"EAGLE"	"2085619029"	139	110	149	100
"CO"	2006	"EAGLE"	"2086119007"	382	101	385	100
"CO"	2006	"EAGLE"	"2086119008"	70	29	71	27
"CO"	2006	"EAGLE"	"2086119024"	210	87	222	68
"CO"	2006	"EAGLE"	"2086119025"	259	116	258	112
"CO"	2006	"EAGLE"	"960"	0	0	0	0
"CO"	2006	"EAGLE"	"970"	3093	1779	3229	1620
"CO"	2006	"EAGLE"	"980"	57	30	66	25
"CO"	2006	"EAGLE"	"990"	0	0	0	0
"CO"	2006	"EL PASO"	"5000021372"	0	0	0	0
"CO"	2006	"EL PASO"	"5000021386"			38	16
"CO"	2006	"EL PASO"	"5042021074"	252	486	245	18
"CO"	2006	"EL PASO"	"5042021074"	252	486	245	489
"CO"	2006	"EL PASO"	"5042021076"	202	234	211	241
"CO"	2006	"EL PASO"	"5042021111"	159	381	158	389
"CO"	2006	"EL PASO"	"5042021136"	262	428	241	461
"CO"	2006	"EL PASO"	"5042021158"	293	766	281	777
"CO"	2006	"EL PASO"	"5042021181"	265	662	262	683
"CO"	2006	"EL PASO"	"5042021192"	254	536	254	541
"CO"	2006	"EL PASO"	"5042021247"	250	632	245	639
"CO"	2006	"EL PASO"	"5042021260"	142	276	140	280
"CO"	2006	"EL PASO"	"5042021265"	130	221	135	220
"CO"	2006	"EL PASO"	"5042021282"	198	391	201	392
"CO"	2006	"EL PASO"	"5042021288"	191	543	191	549
"CO"	2006	"EL PASO"	"5042021290"	283	700	255	725
"CO"	2006	"EL PASO"	"5042021300"	246	546	249	554
"CO"	2006	"EL PASO"	"5042021309"	52	102	60	99
"CO"	2006	"EL PASO"	"5042021333"	218	542	235	538
"CO"	2006	"EL PASO"	"5042021336"	246	312	217	354
"CO"	2006	"EL PASO"	"5042021339"	195	676	195	685
"CO"	2006	"EL PASO"	"5042021349"	211	261	194	274
"CO"	2006	"EL PASO"	"5042021355"	295	768	276	791
"CO"	2006	"EL PASO"	"5042021356"	222	593	203	613
"CO"	2006	"EL PASO"	"5042021372"	187	393	183	395
"CO"	2006	"EL PASO"	"5091421044"	296	479	301	473
"CO"	2006	"EL PASO"	"5091421105"	81	221	85	214
"CO"	2006	"EL PASO"	"5091421148"	188	352	185	368
"CO"	2006	"EL PASO"	"5091421151"	213	407	217	408
"CO"	2006	"EL PASO"	"5091421159"	80	215	89	217
"CO"	2006	"EL PASO"	"5091421160"	193	301	210	286
"CO"	2006	"EL PASO"	"5091421161"	155	225	148	239
"CO"	2006	"EL PASO"	"5091421164"	214	278	202	291
"CO"	2006	"EL PASO"	"5091421175"	241	378	234	402
"CO"	2006	"EL PASO"	"5091421178"	174	220	168	235
"CO"	2006	"EL PASO"	"5091421179"	106	167	101	174
"CO"	2006	"EL PASO"	"5091421190"	193	348	183	359
"CO"	2006	"EL PASO"	"5091421191"	161	292	154	299
"CO"	2006	"EL PASO"	"5091421202"	210	317	203	332
"CO"	2006	"EL PASO"	"5091421210"	172	254	165	260
"CO"	2006	"EL PASO"	"5091421211"	227	344	225	367
"CO"	2006	"EL PASO"	"5091421212"	181	322	176	327
"CO"	2006	"EL PASO"	"5091421224"	184	478	184	484
"CO"	2006	"EL PASO"	"5091421225"	86	133	79	140
"CO"	2006	"EL PASO"	"5091421226"	200	261	201	271
"CO"	2006	"EL PASO"	"5091421228"	139	283	136	293
"CO"	2006	"EL PASO"	"5091421239"	207	458	192	483
"CO"	2006	"EL PASO"	"5091421246"	317	479	286	505
"CO"	2006	"EL PASO"	"5091421251"	138	311	139	312
"CO"	2006	"EL PASO"	"5091421252"	150	294	154	298
"CO"	2006	"EL PASO"	"5091421259"	61	90	66	92
"CO"	2006	"EL PASO"	"5091421269"	204	325	191	343
"CO"	2006	"EL PASO"	"5091421270"	177	318	157	342
"CO"	2006	"EL PASO"	"5091421273"	167	335	165	346
"CO"	2006	"EL PASO"	"5091421279"	298	397	273	422
"CO"	2006	"EL PASO"	"5091421296"	158	333	157	345
"CO"	2006	"EL PASO"	"5091421302"	192	412	194	424
"CO"	2006	"EL PASO"	"5091421303"	147	285	138	298
"CO"	2006	"EL PASO"	"5091421304"	198	213	204	210
"CO"	2006	"EL PASO"	"5091421313"	203	336	195	348
"CO"	2006	"EL PASO"	"5091421316"	139	264	132	281
"CO"	2006	"EL PASO"	"5091421318"	212	356	193	372
"CO"	2006	"EL PASO"	"5091421319"	142	229	140	247
"CO"	2006	"EL PASO"	"5091421325"	300	527	277	553
"CO"	2006	"EL PASO"	"5091421326"	238	525	247	523
"CO"	2006	"EL PASO"	"5091421345"	217	471	192	504
"CO"	2006	"EL PASO"	"5091421358"	153	296	145	309
"CO"	2006	"EL PASO"	"5091421359"	221	430	196	458
"CO"	2006	"EL PASO"	"5091421360"	283	533	257	554
"CO"	2006	"EL PASO"	"5091421371"	168	330	168	331
"CO"	2006	"EL PASO"	"5091421375"	266	433	244	471
"CO"	2006	"EL PASO"	"5091421382"	162	319	153	335
"CO"	2006	"EL PASO"	"5091621004"	248	252	238	270
"CO"	2006	"EL PASO"	"5091621046"	217	220	215	242
"CO"	2006	"EL PASO"	"5091621047"	223	253	219	266
"CO"	2006	"EL PASO"	"5091621083"	148	200	131	225
"CO"	2006	"EL PASO"	"5091621100"	204	307	191	333
"CO"	2006	"EL PASO"	"5091621101"	194	242	191	251
"CO"	2006	"EL PASO"	"5091621102"	198	228	191	244
"CO"	2006	"EL PASO"	"5091621110"	155	163	149	174
"CO"	2006	"EL PASO"	"5091621145"	133	142	120	158
"CO"	2006	"EL PASO"	"5091621152"	152	255	138	269
"CO"	2006	"EL PASO"	"5091621166"	173	276	171	286
"CO"	2006	"EL PASO"	"5091621167"	182	296	165	323
"CO"	2006	"EL PASO"	"5091621186"	152	238	136	263
"CO"	2006	"EL PASO"	"5091621200"	171	329	156	344
"CO"	2006	"EL PASO"	"5091621206"	136	218	139	218
"CO"	2006	"EL PASO"	"5091621215"	142	159	138	175
"CO"	2006	"EL PASO"	"5091621286"	99	166	97	174
"CO"	2006	"EL PASO"	"5091621289"	339	513	340	517
"CO"	2006	"EL PASO"	"5091621310"	177	323	163	334
"CO"	2006	"EL PASO"	"5092021072"	190	401	199	398
"CO"	2006	"EL PASO"	"5092021073"	22	39	20	44
"CO"	2006	"EL PASO"	"5092021075"	178	494	181	486
"CO"	2006	"EL PASO"	"5092021153"	229	508	211	532
"CO"	2006	"EL PASO"	"5092021223"	124	274	127	285
"CO"	2006	"EL PASO"	"5092021233"	176	366	189	374
"CO"	2006	"EL PASO"	"5092021240"	183	362	185	364
