state	year	county	precinct	g2010_STS_dv	g2010_STS_rv	g2010_STS_tv	g2010_STH_dv	g2010_STH_rv	g2010_STH_tv	g2010_USH_dv	g2010_USH_rv	g2010_USH_tv
"MT"	2010	"Park"	"PRECINCT #05C"	15	32	47		39	39	11	32	43
"MT"	2010	"Park"	"PRECINCT #05D"	104	225	329		245	245	95	222	317
"MT"	2010	"Park"	"PRECINCT #06A"	40	126	166		129	129	37	114	151
"MT"	2010	"Park"	"PRECINCT #06B"	145	335	480		392	392	142	322	464
"MT"	2010	"Park"	"PRECINCT #07A"	29	66	95		74	74	31	62	93
"MT"	2010	"Park"	"PRECINCT #07B"	5	34	39		32	32	4	36	40
"MT"	2010	"Park"	"PRECINCT #07C"	39	273	312		268	268	53	239	292
"MT"	2010	"Park"	"PRECINCT #07D"	84	425	509		436	436	108	383	491
"MT"	2010	"Petroleum"	"PRECNCT 01"	45	200	245		181	181	40	194	234
"MT"	2010	"Phillips"	"PCT 02-N - DODSON NORTH - 35/18"					46	46	14	39	53
"MT"	2010	"Phillips"	"PCT 02-S - DODSON SOUTH-32/16"				24		24	11	30	41
"MT"	2010	"Phillips"	"PCT 05 - ZORTMAN"				28		28	7	54	61
"MT"	2010	"Phillips"	"PCT 06 - LANDUSKY"				11		11	2	25	27
"MT"	2010	"Phillips"	"PCT 07 - LORING"					49	49	2	49	51
"MT"	2010	"Phillips"	"PCT 08-N - SACO NORTH - 35/18"					171	171	23	159	182
"MT"	2010	"Phillips"	"PCT 08-S - SACO SOUTH - 32/16"				5		5	0	9	9
"MT"	2010	"Phillips"	"PCT 09-1 - MALTA CITY"					297	297	62	248	310
"MT"	2010	"Phillips"	"PCT 09-2 - MALTA CITY"					480	480	87	437	524
"MT"	2010	"Phillips"	"PCT 11 - FIRST CREEK"				12		12	2	32	34
"MT"	2010	"Phillips"	"PCT 12-N - MALTA NORTH - 35/18"					132	132	21	118	139
"MT"	2010	"Phillips"	"PCT 12-S - MALTA SOUTH - 32/16"				140		140	38	232	270
"MT"	2010	"Phillips"	"PCT 16 - WHITEWATER"					64	64	5	58	63
"MT"	2010	"Pondera"	"BRADY_19"		114	114	45	88	133	35	98	133
"MT"	2010	"Pondera"	"CONRAD (RURAL)_28"		353	353	88	336	424	71	346	417
"MT"	2010	"Pondera"	"CONRAD_24"		426	426	144	389	533	127	405	532
"MT"	2010	"Pondera"	"CONRAD_27"		312	312	102	284	386	102	273	375
"MT"	2010	"Pondera"	"DUPUYER_23"		89	89	25	80	105	24	76	100
"MT"	2010	"Pondera"	"HEART BUTTE_20"	82	20	102	90	13	103	81	19	100
"MT"	2010	"Pondera"	"VALIER (RURAL)_35"		129	129	56	121	177	40	135	175
"MT"	2010	"Pondera"	"VALIER_34"		172	172	59	147	206	36	161	197
"MT"	2010	"Powder River"	"PRECINCT01"		19	19	1	19	20	2	18	20
"MT"	2010	"Powder River"	"PRECINCT03"		31	31	6	33	39	7	32	39
"MT"	2010	"Powder River"	"PRECINCT04"				8	39	47	13	35	48
"MT"	2010	"Powder River"	"PRECINCT05"				16	97	113	16	99	115
"MT"	2010	"Powder River"	"PRECINCT07"		12	12	3	11	14	3	12	15
"MT"	2010	"Powder River"	"PRECINCT09"		44	44	11	48	59	12	44	56
"MT"	2010	"Powder River"	"PRECINCT11"		127	127	14	139	153	17	132	149
"MT"	2010	"Powder River"	"PRECINCT12"		336	336	76	329	405	69	336	405
"MT"	2010	"Powell"	"PRECINCT #01"		111	111		102	102	16	104	120
"MT"	2010	"Powell"	"PRECINCT #03"	52	96	148	108		108	38	100	138
"MT"	2010	"Powell"	"PRECINCT #04"	71	129	200	156		156	57	137	194
"MT"	2010	"Powell"	"PRECINCT #05"	106	147	253	192		192	77	176	253
"MT"	2010	"Powell"	"PRECINCT #06"	123	162	285	207		207	84	192	276
"MT"	2010	"Powell"	"PRECINCT #07"	122	154	276	198		198	70	183	253
"MT"	2010	"Powell"	"PRECINCT #08"		128	128		113	113	45	105	150
"MT"	2010	"Powell"	"PRECINCT #10"		41	41		38	38	9	33	42
"MT"	2010	"Powell"	"PRECINCT #11"		60	60		54	54	15	60	75
"MT"	2010	"Powell"	"PRECINCT #12"				2	1	3	2	1	3
"MT"	2010	"Powell"	"PRECINCT #14"				37	73	110	34	83	117
"MT"	2010	"Powell"	"PRECINCT #16"	19	48	67	55		55	14	50	64
"MT"	2010	"Powell"	"Prec 14_84"		23	23		21	21	5	18	23
"MT"	2010	"Powell"	"Precinct #3_84"		183	183		166	166	39	147	186
"MT"	2010	"Powell"	"Precinct 12_84"		98	98		117	117	17	99	116
"MT"	2010	"Powell"	"Precinct 16_84"		35	35		26	26	16	25	41
"MT"	2010	"Prairie"	"PRECINCT NO. 1"		123	123	44	106	150	45	103	148
"MT"	2010	"Prairie"	"PRECINCT NO. 2"		127	127	37	112	149	39	103	142
"MT"	2010	"Prairie"	"PRECINCT NO. 3"		102	102	20	101	121	27	96	123
"MT"	2010	"Prairie"	"PRECINCT NO. 4"		144	144	23	142	165	27	132	159
"MT"	2010	"Ravalli"	"PCT 01"	26	87	113		96	96	23	97	120
"MT"	2010	"Ravalli"	"PCT 02"	117	270	387		353	353	123	313	436
"MT"	2010	"Ravalli"	"PCT 03"	121	448	569		502	502	137	463	600
"MT"	2010	"Ravalli"	"PCT 04"	59	156	215		183	183	49	162	211
"MT"	2010	"Ravalli"	"PCT 05"	80	247	327		279	279	78	270	348
"MT"	2010	"Ravalli"	"PCT 06"	463	972	1435		1210	1210	422	1072	1494
"MT"	2010	"Ravalli"	"PCT 07"	406	674	1080	460	694	1154	378	733	1111
"MT"	2010	"Ravalli"	"PCT 08"	218	351	569	236	377	613	208	389	597
"MT"	2010	"Ravalli"	"PCT 09"	668	772	1440	724	795	1519	623	857	1480
"MT"	2010	"Ravalli"	"PCT 10"	169	419	588		484	484	170	448	618
"MT"	2010	"Ravalli"	"PCT 11"	112	378	490	146	378	524	123	388	511
"MT"	2010	"Ravalli"	"PCT 12"					1444	1444	433	1318	1751
"MT"	2010	"Ravalli"	"PCT 13"	2	201	203		216	216	5	257	262
"MT"	2010	"Ravalli"	"PCT 14"	103	214	317		263	263	112	229	341
"MT"	2010	"Ravalli"	"PCT 15"					861	861	290	757	1047
"MT"	2010	"Ravalli"	"PCT 16"					967	967	332	857	1189
"MT"	2010	"Ravalli"	"PCT 17"				301	522	823	255	561	816
"MT"	2010	"Ravalli"	"PCT 18"				241	315	556	188	378	566
"MT"	2010	"Ravalli"	"PCT 19"					298	298	117	277	394
"MT"	2010	"Ravalli"	"PCT 20"				365	529	894	295	573	868
"MT"	2010	"Ravalli"	"PCT 21"				306	721	1027	299	727	1026
"MT"	2010	"Ravalli"	"PCT 22"				242	376	618	227	380	607
"MT"	2010	"Richland"	"PRECINCT 01"					160	160	39	137	176
"MT"	2010	"Richland"	"PRECINCT 02"					250	250	77	193	270
"MT"	2010	"Richland"	"PRECINCT 03"					272	272	97	230	327
"MT"	2010	"Richland"	"PRECINCT 04"					232	232	56	186	242
"MT"	2010	"Richland"	"PRECINCT 05"					233	233	69	192	261
"MT"	2010	"Richland"	"PRECINCT 07A"				43	51	94	38	54	92
"MT"	2010	"Richland"	"PRECINCT 07B"					80	80	27	70	97
"MT"	2010	"Richland"	"PRECINCT 08"					454	454	82	393	475
"MT"	2010	"Richland"	"PRECINCT 09"					199	199	46	172	218
"MT"	2010	"Richland"	"PRECINCT 12A"				4	20	24	1	21	22
"MT"	2010	"Richland"	"PRECINCT 12B"					297	297	72	246	318
"MT"	2010	"Richland"	"PRECINCT 17"				30	65	95	10	83	93
"MT"	2010	"Richland"	"PRECINCT 19"				27	91	118	17	96	113
"MT"	2010	"Richland"	"PRECINCT 22"					327	327	59	294	353
"MT"	2010	"Richland"	"PRECINCT 23"					461	461	101	400	501
"MT"	2010	"Roosevelt"	"02 BAINVILLE"				46	116	162	44	108	152
"MT"	2010	"Roosevelt"	"10 FROID"				80	77	157	61	92	153
"MT"	2010	"Roosevelt"	"12 CULBERTSON"				179	204	383	90	280	370
"MT"	2010	"Roosevelt"	"15 BROCKTON"				94		94	79	28	107
"MT"	2010	"Roosevelt"	"16 EAST POPLAR RURAL"				127		127	81	60	141
"MT"	2010	"Roosevelt"	"17 NORTH POPLAR MINERAL BENCH"				48	54	102	24	76	100
"MT"	2010	"Roosevelt"	"18 POPLAR"				387		387	240	178	418
"MT"	2010	"Roosevelt"	"20 POPLAR NORTH"				21	34	55	17	36	53
"MT"	2010	"Roosevelt"	"22 EAST WOLF POINT RURAL"				104		104	45	86	131
"MT"	2010	"Roosevelt"	"24 WOLF POINT SOUTHSIDE"				291		291	171	138	309
"MT"	2010	"Roosevelt"	"26 WOLF POINT NORTHSIDE"				393		393	169	300	469
"MT"	2010	"Roosevelt"	"27 WEST WOLF POINT RURAL"				227		227	162	84	246
"MT"	2010	"Roosevelt"	"28 NORTH WOLF POINT RURAL (VICTORY)"				34	93	127	28	93	121
"MT"	2010	"Rosebud"	"PRECINCT 03"				162	234	396	139	235	374
"MT"	2010	"Rosebud"	"PRECINCT 06"				131	191	322	120	195	315
"MT"	2010	"Rosebud"	"PRECINCT 07"				16	27	43	7	32	39
"MT"	2010	"Rosebud"	"PRECINCT 10"					97	97	30	83	113
"MT"	2010	"Rosebud"	"PRECINCT 11"				10	61	71	12	53	65
"MT"	2010	"Rosebud"	"PRECINCT 15"				225	73	298	243	53	296
"MT"	2010	"Rosebud"	"PRECINCT 17"				64	87	151	67	76	143
"MT"	2010	"Rosebud"	"PRECINCT 20"					132	132	45	116	161
"MT"	2010	"Rosebud"	"PRECINCT 21"				22	88	110	24	77	101
"MT"	2010	"Rosebud"	"PRECINCT 26"					52	52	4	50	54
"MT"	2010	"Rosebud"	"PRECINCT 30"				17	28	45	19	28	47
"MT"	2010	"Rosebud"	"PRECINCT 32"				154	689	843	280	509	789
"MT"	2010	"Sanders"	"CAMAS PRAIRIE"				25	35	60	25	31	56
"MT"	2010	"Sanders"	"DIXON"				69	75	144	63	76	139
"MT"	2010	"Sanders"	"HERON"				75	175	250	77	149	226
"MT"	2010	"Sanders"	"HOT SPRINGS"				134	313	447	148	259	407
"MT"	2010	"Sanders"	"NOXON"				107	266	373	90	234	324
"MT"	2010	"Sanders"	"PARADISE 13"				7	12	19	7	13	20
"MT"	2010	"Sanders"	"PARADISE 14"				41	122	163	40	112	152
"MT"	2010	"Sanders"	"PLAINS"				308	1065	1373	299	956	1255
"MT"	2010	"Sanders"	"THOMPSON FALLS"				394	1191	1585	413	1058	1471
"MT"	2010	"Sanders"	"TROUT CREEK"				141	435	576	135	391	526
"MT"	2010	"Sanders"	"WHITEPINE"				35	115	150	27	107	134
"MT"	2010	"Sheridan"	"1 WESTBY"				69	98	167	43	117	160
"MT"	2010	"Sheridan"	"2 MEDICINE LAKE"				160	180	340	119	212	331
"MT"	2010	"Sheridan"	"3 PLENTYWOOD WEST"				154	188	342	122	190	312
"MT"	2010	"Sheridan"	"4 PLENTYWOOD EAST"				193	266	459	142	282	424
"MT"	2010	"Sheridan"	"5 PLENTYWOOD RURAL WEST"				87	115	202	45	147	192
"MT"	2010	"Sheridan"	"6 PLENTYWOOD RURAL EAST"				75	94	169	52	104	156
"MT"	2010	"Silver Bow"	"CC 2C"				396		396	271	202	473
"MT"	2010	"Silver Bow"	"CC 3C"				440		440	302	234	536
"MT"	2010	"Silver Bow"	"CC 4C"				382		382	269	220	489
"MT"	2010	"Silver Bow"	"CC 5C"				294	206	500	284	196	480
"MT"	2010	"Silver Bow"	"CC 6C"				292	203	495	244	216	460
"MT"	2010	"Silver Bow"	"CC 7N"				68	58	126	63	58	121
"MT"	2010	"Silver Bow"	"CC 7S"				205	170	375	172	185	357
"MT"	2010	"Silver Bow"	"CC 8E"				372	470	842	355	458	813
"MT"	2010	"Silver Bow"	"CC 8W"				57	72	129	67	58	125
"MT"	2010	"Silver Bow"	"CC 9E"				245	415	660	270	375	645
"MT"	2010	"Silver Bow"	"CC 9N"				189		189	111	159	270
"MT"	2010	"Silver Bow"	"CC 9W"				130	105	235	118	108	226
"MT"	2010	"Silver Bow"	"CC-10E"				62		62	42	27	69
"MT"	2010	"Silver Bow"	"CC-1C"				347		347	236	149	385
"MT"	2010	"Silver Bow"	"CC10N"				52		52	42	23	65
"MT"	2010	"Silver Bow"	"CC10S"				71		71	46	33	79
"MT"	2010	"Silver Bow"	"CC11C"				295		295	215	112	327
"MT"	2010	"Silver Bow"	"CC12C"				174		174	139	55	194
"MT"	2010	"Silver Bow"	"CC13N"				155		155	121	64	185
"MT"	2010	"Silver Bow"	"CC13S"				98		98	72	42	114
"MT"	2010	"Silver Bow"	"CC14C"				233		233	169	106	275
"MT"	2010	"Silver Bow"	"CC15N"				107		107	76	46	122
"MT"	2010	"Silver Bow"	"CC15S"				214		214	150	104	254
"MT"	2010	"Silver Bow"	"CC16E"				104	53	157	78	68	146
"MT"	2010	"Silver Bow"	"CC16W"				280	146	426	223	189	412
"MT"	2010	"Silver Bow"	"CC17C"				206		206	149	101	250
"MT"	2010	"Silver Bow"	"CC18C"				196		196	149	77	226
"MT"	2010	"Silver Bow"	"CC19N"				155	96	251	125	116	241
"MT"	2010	"Silver Bow"	"CC19S"				79	49	128	59	67	126
"MT"	2010	"Silver Bow"	"CC20N"				131	73	204	119	77	196
"MT"	2010	"Silver Bow"	"CC20S"				40	83	123	50	64	114
"MT"	2010	"Silver Bow"	"CC21C"				297		297	213	133	346
"MT"	2010	"Silver Bow"	"CC22C"				293	135	428	232	177	409
"MT"	2010	"Silver Bow"	"CC23N"				127	56	183	101	76	177
"MT"	2010	"Silver Bow"	"CC23S"				156	83	239	128	95	223
"MT"	2010	"Silver Bow"	"CC24N"				177	83	260	152	89	241
"MT"	2010	"Silver Bow"	"CC24S"				186	97	283	144	121	265
"MT"	2010	"Silver Bow"	"CC25C"				56		56	30	45	75
"MT"	2010	"Silver Bow"	"DIVIDE GRANGE HALL - 28C"				36	63	99	26	67	93
"MT"	2010	"Silver Bow"	"MELROSE SCHOOL 29C"				12	35	47	9	36	45
"MT"	2010	"Silver Bow"	"RAMSAY SCHOOL 27N"				38		38	15	34	49
"MT"	2010	"Silver Bow"	"RAMSAY SCHOOL 27S"				169	122	291	132	149	281
"MT"	2010	"Silver Bow"	"ROCKER FIRE HALL - 26E"				36	60	96	28	60	88
"MT"	2010	"Silver Bow"	"ROCKER FIRE HALL 26W"				58	38	96	48	42	90
"MT"	2010	"Stillwater"	"ABSAROKEE PRECINCT 13"	232	490	722		593	593	180	510	690
"MT"	2010	"Stillwater"	"COLUMBUS PRECINCT 1"	464	1057	1521		1269	1269	390	1055	1445
"MT"	2010	"Stillwater"	"FISHTAIL PRECINCT 11"	48	112	160		133	133	50	106	156
"MT"	2010	"Stillwater"	"MOLT PRECINCT 7"	10	52	62		57	57	9	49	58
"MT"	2010	"Stillwater"	"NYE PRECINCT 10"	51	78	129		99	99	46	81	127
"MT"	2010	"Stillwater"	"PARK CITY PRECINCT 2"	256	570	826		695	695	247	521	768
"MT"	2010	"Stillwater"	"RAPELJE PRECINCT 9"	18	113	131		116	116	22	107	129
"MT"	2010	"Stillwater"	"REED POINT PRECINCT 4"	37	126	163		143	143	40	120	160
"MT"	2010	"Sweet Grass"	"PRECINCT 01"	89	239	328		262	262	94	218	312
"MT"	2010	"Sweet Grass"	"PRECINCT 02"	105	250	355		286	286	105	226	331
"MT"	2010	"Sweet Grass"	"PRECINCT 03"	77	340	417		359	359	83	327	410
"MT"	2010	"Sweet Grass"	"PRECINCT 04"	55	241	296		238	238	64	216	280
"MT"	2010	"Sweet Grass"	"PRECINCT 05"	47	277	324		277	277	48	263	311
"MT"	2010	"Teton"	"PRECINCT #01"				550	613	1163	282	807	1089
"MT"	2010	"Teton"	"PRECINCT #06"				126	130	256	67	184	251
"MT"	2010	"Teton"	"PRECINCT #07"				429	414	843	189	609	798
"MT"	2010	"Teton"	"PRECINCT #11"				74	95	169	28	133	161
"MT"	2010	"Teton"	"PRECINCT #17"				130	167	297	88	199	287
"MT"	2010	"Toole"	"DEVON-GALATA"		74	74		72	72	23	70	93
"MT"	2010	"Toole"	"DG4_HD027"		35	35	9	31	40	8	37	45
"MT"	2010	"Toole"	"KEVIN 3"	9	45	54	6	46	52	6	49	55
"MT"	2010	"Toole"	"KEVIN CITY"	11	40	51	9	44	53	8	46	54
"MT"	2010	"Toole"	"SH6_HD027"		74	74	15	71	86	20	66	86
"MT"	2010	"Toole"	"SHELBY 1"		844	844		843	843	215	745	960
"MT"	2010	"Toole"	"SHELBY RURAL"		45	45		44	44	12	41	53
"MT"	2010	"Toole"	"SU3_HD16"	12	37	49	10	41	51	11	38	49
"MT"	2010	"Toole"	"SUNBURST 3"		102	102		106	106	26	104	130
"MT"	2010	"Toole"	"SUNBURST CITY"	42	102	144	31	116	147	37	97	134
"MT"	2010	"Treasure"	"PRECINCT # 03"				4	28	32	5	26	31
"MT"	2010	"Treasure"	"PRECINCT # 04"				68	252	320	88	219	307
"MT"	2010	"Treasure"	"PRECINCT # 06"				2	24	26	0	27	27
"MT"	2010	"Valley"	"01-NORTH GLASGOW (WEST)"					480	480	148	400	548
"MT"	2010	"Valley"	"02-SOUTH GLASGOW"					290	290	124	210	334
"MT"	2010	"Valley"	"03-NORTH GLASGOW (EAST)"					391	391	174	290	464
"MT"	2010	"Valley"	"04-NASHUA"					190	190	74	145	219
"MT"	2010	"Valley"	"05-FORT PECK"				216		216	106	192	298
"MT"	2010	"Valley"	"06-CHERRY CREEK"					480	480	120	389	509
"MT"	2010	"Valley"	"07-MILK RIVER"				207		207	66	287	353
"MT"	2010	"Valley"	"08-HINSDALE"					169	169	34	134	168
"MT"	2010	"Valley"	"09-OPHEIM"					170	170	44	143	187
"MT"	2010	"Valley"	"10-LUSTRE"					92	92	4	93	97
"MT"	2010	"Valley"	"11-FRAZER"				69		69	50	17	67
"MT"	2010	"Wheatland"	"PRECINCT 01"		74	74		73	73	16	63	79
"MT"	2010	"Wheatland"	"PRECINCT 02"		340	340		343	343	125	284	409
"MT"	2010	"Wheatland"	"PRECINCT 03"		73	73		63	63	20	60	80
"MT"	2010	"Wheatland"	"PRECINCT 04"		109	109		113	113	22	98	120
"MT"	2010	"Wheatland"	"PRECINCT 09"		240	240		227	227	67	208	275
"MT"	2010	"Wibaux"	"PRECINCT #01"				212	280	492	110	349	459
"MT"	2010	"Yellowstone"	"42A"				56	114	170	44	112	156
"MT"	2010	"Yellowstone"	"43A"				86	278	364	95	255	350
"MT"	2010	"Yellowstone"	"43B"				255	763	1018	311	627	938
"MT"	2010	"Yellowstone"	"43C"				26	121	147	32	102	134
"MT"	2010	"Yellowstone"	"44A"				209	434	643	200	415	615
"MT"	2010	"Yellowstone"	"44B"				919	1328	2247	775	1272	2047
"MT"	2010	"Yellowstone"	"44C"				37	184	221	57	152	209
"MT"	2010	"Yellowstone"	"45A"		884	884		878	878	297	659	956
"MT"	2010	"Yellowstone"	"46A"		245	245		243	243	68	187	255
"MT"	2010	"Yellowstone"	"46B"		332	332		330	330	124	257	381
"MT"	2010	"Yellowstone"	"46C"		869	869		863	863	291	663	954
"MT"	2010	"Yellowstone"	"46D"		266	266		263	263	75	214	289
"MT"	2010	"Yellowstone"	"46E"		723	723		722	722	243	615	858
"MT"	2010	"Yellowstone"	"46F"		1137	1137		1131	1131	282	993	1275
"MT"	2010	"Yellowstone"	"46G"		326	326		325	325	86	264	350
"MT"	2010	"Yellowstone"	"46H"		373	373		369	369	151	275	426
"MT"	2010	"Yellowstone"	"46I"		210	210		207	207	88	153	241
"MT"	2010	"Yellowstone"	"47A"				973	1276	2249	739	1374	2113
"MT"	2010	"Yellowstone"	"47B"				757	926	1683	584	989	1573
"MT"	2010	"Yellowstone"	"48A"				814	1015	1829	728	959	1687
"MT"	2010	"Yellowstone"	"48B"				486	720	1206	430	670	1100
"MT"	2010	"Yellowstone"	"49A"	481	329	810	479	312	791	403	350	753
"MT"	2010	"Yellowstone"	"49B"	998	811	1809	1033	725	1758	833	839	1672
"MT"	2010	"Yellowstone"	"50A"	786	933	1719	767	960	1727	713	913	1626
"MT"	2010	"Yellowstone"	"50B"	841	1029	1870	815	1052	1867	751	1014	1765
"MT"	2010	"Yellowstone"	"51A"				337	336	673	277	348	625
"MT"	2010	"Yellowstone"	"51B"				559	405	964	474	424	898
"MT"	2010	"Yellowstone"	"51C"				173	103	276	148	112	260
"MT"	2010	"Yellowstone"	"52A"				638	664	1302	522	708	1230
"MT"	2010	"Yellowstone"	"52B"				575	461	1036	451	489	940
"MT"	2010	"Yellowstone"	"52C"				190	130	320	165	127	292
"MT"	2010	"Yellowstone"	"53A"				386	552	938	358	510	868
"MT"	2010	"Yellowstone"	"53B"				408	676	1084	429	579	1008
"MT"	2010	"Yellowstone"	"53C"				232	344	576	268	266	534
"MT"	2010	"Yellowstone"	"54A"				353	406	759	269	435	704
"MT"	2010	"Yellowstone"	"54B"				156	184	340	130	186	316
"MT"	2010	"Yellowstone"	"54C"				699	574	1273	596	549	1145
"MT"	2010	"Yellowstone"	"55A"	646	1401	2047	621	1401	2022	703	1245	1948
"MT"	2010	"Yellowstone"	"55B"	750	1382	2132	667	1451	2118	757	1271	2028
"MT"	2010	"Yellowstone"	"57A"	755	1939	2694		1985	1985	750	1871	2621
"MT"	2010	"Yellowstone"	"57B"	201	536	737		570	570	190	513	703
"MT"	2010	"Yellowstone"	"57C"	82	222	304		245	245	85	212	297
"MT"	2010	"Yellowstone"	"57D"	230	573	803		594	594	231	527	758
"MT"	2010	"Yellowstone"	"57E"	98	202	300		221	221	91	199	290
"MT"	2010	"Yellowstone"	"58A"	470	988	1458	447	1019	1466	461	932	1393
"MT"	2010	"Yellowstone"	"58B"	314	368	682	269	405	674	291	358	649
"MT"	2010	"Yellowstone"	"58C"	225	276	501	197	300	497	209	260	469
"MT"	2010	"Yellowstone"	"58D"	195	236	431	165	268	433	168	227	395
"MT"	2010	"Yellowstone"	"58E"	230	262	492	219	266	485	200	268	468
"MT"	2010	"Yellowstone"	"A56"	681	1270	1951		1528	1528	699	1160	1859
"MT"	2010	"Yellowstone"	"B56"	821	1853	2674		2151	2151	870	1669	2539
