state	year	county	cd	ld	sd	countyprecinct_code	precinct_code	precinct	g2006_USS_dv	g2006_USS_rv	g2006_USS_tv	g2006_USH_rv	g2006_USH_dv	g2006_USH_tv	cd2	g2006_USH_rv2	g2006_USH_dv2	g2006_USH_tv2
"MS"	2006	"HANCOCK"	4	122	46	"045-210"	"210"	"Bayou Phillip"	6	55	61	5	56	61				
"MS"	2006	"HANCOCK"	4	122	46	"045-211"	"211"	"Waveland W"	67	350	424	35	389	424				
"MS"	2006	"HANCOCK"	4	93	46	"045-212"	"212"	"Crane Creek"	62	324	395	59	334	393				
"MS"	2006	"HANCOCK"	4	93	46	"045-313"	"313"	"Dedeaux"	44	198	245	25	218	243				
"MS"	2006	"HANCOCK"	4	122	46	"045-314"	"314"	"North Bay W"	53	328	394	37	361	398				
"MS"	2006	"HANCOCK"	4	95	46	"045-315"	"315"	"Diamondhead E"	205	1270	1505	371	1138	1509				
"MS"	2006	"HANCOCK"	4	122	46	"045-316"	"316"	"Courthouse"	23	100	127	15	112	127				
"MS"	2006	"HANCOCK"	4	93	46	"045-417"	"417"	"Kiln W"	39	228	271	27	243	270				
"MS"	2006	"HANCOCK"	4	122	46	"045-418"	"418"	"W Shoreline Park"	21	86	108	14	93	107				
"MS"	2006	"HANCOCK"	4	122	46	"045-419"	"419"	"City Hall"	106	88	198	8	195	203				
"MS"	2006	"HANCOCK"	4	122	46	"045-420"	"420"	"South Bay"	104	327	438	31	408	439				
"MS"	2006	"HANCOCK"	4	122	46	"045-421"	"421"	"North Bay E"	61	138	200	13	190	203				
"MS"	2006	"HANCOCK"	4	93	46	"045-522"	"522"	"Stannard"	29	157	191	24	159	183				
"MS"	2006	"HANCOCK"	4	122	46	"045-523"	"523"	"Edwardsville"	47	231	287	37	252	289				
"MS"	2006	"HANCOCK"	4	93	46	"045-524"	"524"	"Fenton"	41	170	214	23	188	211				
"MS"	2006	"HANCOCK"	4	93	46	"045-525"	"525"	"Kiln E"	36	228	271	44	228	272				
"MS"	2006	"HANCOCK"	4	95	46	"045-526"	"526"	"Diamondhead W"	60	434	503	121	378	499				
"MS"	2006	"HARRISON"	4	115	50	"047-1011"	"1011"	"Biloxi #1"	3	63	67	7	59	66				
"MS"	2006	"HARRISON"	4	115	50	"047-1021"	"1021"	"Biloxi #2"	35	107	144	15	131	146				
"MS"	2006	"HARRISON"	4	115	50	"047-1031"	"1031"	"Biloxi #3"	86	106	194	14	178	192				
"MS"	2006	"HARRISON"	4	115	50	"047-1041"	"1041"	"Biloxi #4"	141	79	221	4	218	222				
"MS"	2006	"HARRISON"	4	115	50	"047-1051"	"1051"	"Biloxi #5"	31	89	122	13	109	122				
"MS"	2006	"HARRISON"	4	115	50	"047-1061"	"1061"	"Biloxi #6"	43	50	93	1	86	87				
"MS"	2006	"HARRISON"	4	115	50	"047-1071"	"1071"	"Biloxi #7"	21	147	169	10	156	166				
"MS"	2006	"HARRISON"	4	115	50	"047-1081"	"1081"	"Biloxi #8"	60	314	382	57	320	377				
"MS"	2006	"HARRISON"	4	115	50	"047-1091"	"1091"	"Biloxi Central"	22	137	162	18	144	162				
"MS"	2006	"HARRISON"	4	117	50	"047-1101"	"1101"	"Biloxi Bay"	79	332	421	58	362	420				
"MS"	2006	"HARRISON"	4	116	50	"047-1111"	"1111"	"North Bay"	171	733	923	119	796	915				
"MS"	2006	"HARRISON"	4	114	50	"047-1121"	"1121"	"White Plains"	26	194	222	25	196	221				
"MS"	2006	"HARRISON"	4	114	50	"047-1131"	"1131"	"Poplar Head"	8	65	73	9	63	72				
"MS"	2006	"HARRISON"	4	116	50	"047-1141"	"1141"	"D'Iberville"	23	178	207	22	184	206				
"MS"	2006	"HARRISON"	4	95	47	"047-2011"	"2011"	"Advance"	38	267	313	48	265	313				
"MS"	2006	"HARRISON"	4	121	47	"047-2021"	"2021"	"E Lizana"	50	335	389	55	333	388				
"MS"	2006	"HARRISON"	4	95	49	"047-2031"	"2031"	"E Lyman"	79	340	425	93	326	419				
"MS"	2006	"HARRISON"	4	118	47	"047-2041"	"2041"	"E Orange Grove"	207	610	832	133	694	827				
"MS"	2006	"HARRISON"	4	120	49	"047-2051"	"2051"	"Gulfport #4"	23	172	201	34	165	199				
"MS"	2006	"HARRISON"	4	118	49	"047-2061"	"2061"	"Gulfport #5"	35	190	226	36	191	227				
"MS"	2006	"HARRISON"	4	118	49	"047-2071"	"2071"	"Gulfport #7"	39	206	246	32	214	246				
"MS"	2006	"HARRISON"	4	118	49	"047-2081"	"2081"	"Gulfport #11"	17	284	306	42	262	304				
"MS"	2006	"HARRISON"	4	118	49	"047-2091"	"2091"	"Gulfport #12"	32	510	549	82	460	542				
"MS"	2006	"HARRISON"	4	95	50	"047-2101"	"2101"	"W Lyman"	109	515	637	98	537	635				
"MS"	2006	"HARRISON"	4	95	49	"047-2111"	"2111"	"W Orange Grove"	183	732	929	169	756	925				
"MS"	2006	"HARRISON"	4	95	46	"047-2121"	"2121"	"Riceville"	10	58	68	7	60	67				
"MS"	2006	"HARRISON"	4	116	49	"047-2131"	"2131"	"Stonewall"	78	473	567	91	467	558				
"MS"	2006	"HARRISON"	4	118	49	"047-2141"	"2141"	"W Handsboro"	71	720	802	128	660	788				
"MS"	2006	"HARRISON"	4	117	49	"047-2151"	"2151"	"W Miss City"	25	196	221	26	195	221				
"MS"	2006	"HARRISON"	4	121	46	"047-3011"	"3011"	"Delisle"	141	282	429	50	382	432				
"MS"	2006	"HARRISON"	4	120	48	"047-3021"	"3021"	"Pass Christian E"	187	475	675	90	590	680				
"MS"	2006	"HARRISON"	4	120	49	"047-3031"	"3031"	"Westside"	65	204	277	30	245	275				
"MS"	2006	"HARRISON"	4	120	46	"047-3041"	"3041"	"Pass Christian W"	108	375	490	69	427	496				
"MS"	2006	"HARRISON"	4	121	46	"047-3051"	"3051"	"Ladner"	55	273	335	43	293	336				
"MS"	2006	"HARRISON"	4	121	46	"047-3061"	"3061"	"W Lizana"	20	147	168	17	151	168				
"MS"	2006	"HARRISON"	4	120	48	"047-3071"	"3071"	"Long Beach #1"	50	257	316	55	260	315				
"MS"	2006	"HARRISON"	4	120	48	"047-3081"	"3081"	"Long Beach #2"	48	359	415	47	370	417				
"MS"	2006	"HARRISON"	4	120	48	"047-3091"	"3091"	"Long Beach #3"	53	292	354	43	311	354				
"MS"	2006	"HARRISON"	4	120	48	"047-3101"	"3101"	"Long Beach #4"	73	376	459	56	401	457				
"MS"	2006	"HARRISON"	4	120	48	"047-3111"	"3111"	"Long Beach #5"	79	684	776	120	651	771				
"MS"	2006	"HARRISON"	4	120	48	"047-3121"	"3121"	"Long Beach #6"	43	453	503	51	447	498				
"MS"	2006	"HARRISON"	4	121	48	"047-3131"	"3131"	"Outside Long Beach"	7	110	119	17	101	118				
"MS"	2006	"HARRISON"	4	121	46	"047-3141"	"3141"	"Pineville"	60	523	596	106	491	597				
"MS"	2006	"HARRISON"	4	121	46	"047-3151"	"3151"	"Vidalia"	16	109	127	10	118	128				
"MS"	2006	"HARRISON"	4	119	48	"047-4011"	"4011"	"Gulfport #3"	135	96	234	10	226	236				
"MS"	2006	"HARRISON"	4	119	49	"047-4021"	"4021"	"Gulfport #8"	143	161	307	30	281	311				
"MS"	2006	"HARRISON"	4	119	48	"047-4031"	"4031"	"Gulfport #9"	23	54	78	6	71	77				
"MS"	2006	"HARRISON"	4	119	48	"047-4041"	"4041"	"Gulfport #13"	209	130	348	6	351	357				
"MS"	2006	"HARRISON"	4	119	48	"047-4051"	"4051"	"Gulfport #14"	271	120	400	14	386	400				
"MS"	2006	"HARRISON"	4	118	49	"047-4061"	"4061"	"Gulfport #16"	231	103	339	13	326	339				
"MS"	2006	"HARRISON"	4	119	48	"047-4071"	"4071"	"E N Gulfport"	243	66	312	6	311	317				
"MS"	2006	"HARRISON"	4	119	48	"047-4081"	"4081"	"Gulfport #15"	69	63	136	13	125	138				
"MS"	2006	"HARRISON"	4	95	48	"047-4091"	"4091"	"N Bel-Aire"	286	508	811	106	703	809				
"MS"	2006	"HARRISON"	4	95	47	"047-4101"	"4101"	"S Bel-Aire"	191	322	520	69	446	515				
"MS"	2006	"HARRISON"	4	121	47	"047-4111"	"4111"		405	162	580	5	609	614				
"MS"	2006	"HARRISON"	4	118	49	"047-4121"	"4121"	"Magnolia Grove"	72	46	122	6	120	126				
"MS"	2006	"HARRISON"	4	114	50	"047-5011"	"5011"	"New Hope"	46	125	175	30	144	174				
"MS"	2006	"HARRISON"	4	117	50	"047-5021"	"5021"	"Biloxi #10"	130	576	720	120	597	717				
"MS"	2006	"HARRISON"	4	117	49	"047-5031"	"5031"	"Biloxi #11"	200	983	1198	205	984	1189				
"MS"	2006	"HARRISON"	4	118	49	"047-5041"	"5041"	"E Handsboro"	91	503	605	81	520	601				
"MS"	2006	"HARRISON"	4	117	49	"047-5051"	"5051"	"Miss City E"	114	657	780	122	662	784				
"MS"	2006	"HARRISON"	4	116	50	"047-5061"	"5061"	"Howard Creek"	77	631	719	117	599	716				
"MS"	2006	"HARRISON"	4	95	50	"047-5071"	"5071"	"Sauder"	59	344	410	65	344	409				
"MS"	2006	"HARRISON"	4	114	50	"047-5081"	"5081"	"Peace"	38	504	548	92	450	542				
"MS"	2006	"HARRISON"	4	116	49	"047-5091"	"5091"	"New Popps Ferry"	119	547	677	107	566	673				
"MS"	2006	"HARRISON"	4	117	49	"047-5101"	"5101"	"Margaret Sherry"	164	900	1076	194	877	1071				
"MS"	2006	"JACKSON"	4	114	51	"059-0101"	"101"	"Hwy 57"	8	101	109	23	86	109				
"MS"	2006	"JACKSON"	4	112	51	"059-0102"	"102"	"Vancleave N"	66	498	571	132	426	558				
"MS"	2006	"JACKSON"	4	109	51	"059-0105"	"105"	"East Central"	123	1387	1522	404	1107	1511				
"MS"	2006	"JACKSON"	4	109	51	"059-0108"	"108"	"Big Point"	44	581	636	156	476	632				
"MS"	2006	"JACKSON"	4	109	51	"059-0109"	"109"	"Helena"	26	392	424	100	321	421				
"MS"	2006	"JACKSON"	4	109	51	"059-0110"	"110"	"Escatawpa"	116	628	751	119	630	749				
"MS"	2006	"JACKSON"	4	109	51	"059-0113"	"113"	"Orange Grove"	69	405	481	97	378	475				
"MS"	2006	"JACKSON"	4	110	47	"059-0201"	"201"	"Union Hall"	324	169	497	14	477	491				
"MS"	2006	"JACKSON"	4	110	47	"059-0202"	"202"	"Sue Ellen"	362	150	516	14	504	518				
"MS"	2006	"JACKSON"	4	110	47	"059-0203"	"203"	"Rec Center"	209	194	412	34	377	411				
"MS"	2006	"JACKSON"	4	110	47	"059-0205"	"205"	"YMBC-Dantzler"	198	217	419	47	369	416				
"MS"	2006	"JACKSON"	4	110	51	"059-0206"	"206"	"Griffin Heights"	78	240	322	41	272	313				
"MS"	2006	"JACKSON"	4	110	51	"059-0207"	"207"	"Eastside"	90	266	363	52	310	362				
"MS"	2006	"JACKSON"	4	110	47	"059-0208"	"208"	"Jefferson St"	288	142	439	16	418	434				
"MS"	2006	"JACKSON"	4	110	47	"059-0209"	"209"	"Fair"	140	158	305	21	282	303				
"MS"	2006	"JACKSON"	4	110	47	"059-0212"	"212"	"Arlington"	26	73	99	11	88	99				
"MS"	2006	"JACKSON"	4	110	47	"059-0214"	"214"	"Chico"	84	408	496	67	425	492				
"MS"	2006	"JACKSON"	4	111	52	"059-0216"	"216"	"Girl Scouts"	44	103	152	17	133	150				
"MS"	2006	"JACKSON"	4	111	51	"059-0301"	"301"	"Pinecrest"	28	462	499	68	427	495				
"MS"	2006	"JACKSON"	4	111	52	"059-0303"	"303"	"Nazarene"	29	214	244	44	201	245				
"MS"	2006	"JACKSON"	4	111	52	"059-0304"	"304"	"Sacred Heights"	30	494	536	84	449	533				
"MS"	2006	"JACKSON"	4	111	52	"059-0305"	"305"	"Eastlawn"	37	483	526	84	439	523				
"MS"	2006	"JACKSON"	4	111	52	"059-0306"	"306"	"American Legion"	15	171	187	38	148	186				
"MS"	2006	"JACKSON"	4	111	52	"059-0307"	"307"	"Presbyterian"	31	358	390	63	322	385				
"MS"	2006	"JACKSON"	4	111	51	"059-0309"	"309"	"N Pascagoula"	24	200	227	27	197	224				
"MS"	2006	"JACKSON"	4	112	52	"059-0310"	"310"	"Gautier"	404	1557	1992	358	1624	1982				
"MS"	2006	"JACKSON"	4	114	51	"059-0401"	"401"	"Villa Maria"	46	202	253	37	214	251				
"MS"	2006	"JACKSON"	4	114	52	"059-0402"	"402"	"OS Center"	21	121	148	17	130	147				
"MS"	2006	"JACKSON"	4	113	52	"059-0403"	"403"	"OS Armory"	203	1027	1264	246	1014	1260				
"MS"	2006	"JACKSON"	4	113	51	"059-0404"	"404"	"Gulf Hills"	200	1078	1306	250	1061	1311				
"MS"	2006	"JACKSON"	4	114	51	"059-0406"	"406"	"St Martin"	113	521	646	72	576	648				
"MS"	2006	"JACKSON"	4	114	51	"059-0407"	"407"	"Latimer"	81	598	689	104	585	689				
"MS"	2006	"JACKSON"	4	114	47	"059-0408"	"408"	"Larue"	5	61	67	10	57	67				
"MS"	2006	"JACKSON"	4	112	52	"059-0501"	"501"	"Hickory Hills"	97	506	616	151	458	609				
"MS"	2006	"JACKSON"	4	111	52	"059-0503"	"503"	"Fontainebleau"	93	678	781	175	601	776				
"MS"	2006	"JACKSON"	4	113	52	"059-0504"	"504"	"Gulf Park Estates"	103	684	803	171	628	799				
"MS"	2006	"JACKSON"	4	113	52	"059-0505"	"505"	"OS Civic Center"	292	1577	1896	386	1515	1901				
"MS"	2006	"JACKSON"	4	112	51	"059-0507"	"507"	"Vancleave S"	99	794	904	220	682	902				
"MS"	2006	"JACKSON"	4	112	47	"059-0509"	"509"	"Red Hill"	2	82	85	29	55	84				
"MS"	2006	"JACKSON"	4	107	47	"059-0511"	"511"	"Carterville"	2	49	51	4	46	50				
"MS"	2006	"JASPER"	4	87	34	"061-1-12"	"12-Jan"	"Bt 1 Antioch 2"	18	105	127	40	84	124				
"MS"	2006	"JASPER"	4	87	34	"061-1-31"	"31-Jan"	"Moss 1st"	3	10	13	4	9	13				
"MS"	2006	"JASPER"	4	87	34	"061-1-32"	"Jan-32"	"Moss 2nd"	87	190	281	64	216	280				
"MS"	2006	"JASPER"	4	87	34	"061-1-42"	"Jan-42"	"Palestine"	31	15	48	4	42	46				
"MS"	2006	"JASPER"	4	80	34	"061-2-11"	"11-Feb"	"Paulding"			0			0				
"MS"	2006	"JASPER"	4	84	34	"061-2-21"	"21-Feb"	"Fellowship"	13	40	53	26	25	51				
"MS"	2006	"JASPER"	4	87	34	"061-2-31"	"Feb-31"	"Midway"	76	60	139	32	105	137				
"MS"	2006	"JASPER"	4	87	34	"061-2-41"	"Feb-41"	"Rose Hill"	90	84	174	35	136	171				
"MS"	2006	"JASPER"	4	80	34	"061-2-51"	"Feb-51"	"Vossburg"	126	36	167	14	153	167				
"MS"	2006	"JASPER"	4	87	34	"061-4-22"	"22-Apr"	"Stringer"	35	330	373	73	295	368				
"MS"	2006	"JASPER"	4	80	34	"061-5-11"	"11-May"	"Bt5 Heidelberg"	343	93	441	30	409	439				
"MS"	2006	"JASPER"	4	87	34	"061-5-21"	"21-May"	"Claibourne"	66	56	123	29	95	124				
"MS"	2006	"JASPER"	4	80	34	"061-5-31"	"31-May"	"Philadelphia"	80	44	127	18	109	127				
"MS"	2006	"JONES"	4	89	42	"067-01"	"1"	"Lamar School"	86	293	384	85	293	378				
"MS"	2006	"JONES"	4	89	42	"067-02"	"2"	"Mason School"	135	871	1013	260	743	1003				
"MS"	2006	"JONES"	4	89	42	"067-04"	"4"	"Shady Grove"	110	687	807	230	574	804				
"MS"	2006	"JONES"	4	87	42	"067-05"	"5"	"Sharon"	139	628	778	202	566	768				
"MS"	2006	"JONES"	4	79	42	"067-07"	"7"	"Calhoun"	61	732	803	238	556	794				
"MS"	2006	"JONES"	4	89	42	"067-09"	"9"	"Laurel Courthouse"	88	227	322	69	242	311				
"MS"	2006	"JONES"	4	79	42	"067-10"	"10"	"Gitano"	29	109	141	41	98	139				
"MS"	2006	"JONES"	4	89	42	"067-12"	"12"	"Matthews"	24	264	294	80	210	290				
"MS"	2006	"JONES"	4	89	42	"067-13"	"13"	"Pleasant Ridge"	20	292	316	87	231	318				
"MS"	2006	"JONES"	4	80	42	"067-14"	"14"	"Cameron Center"	29	133	166	38	124	162				
"MS"	2006	"JONES"	4	89	42	"067-15"	"15"	"Soso"	198	267	467	68	397	465				
"MS"	2006	"JONES"	4	89	42	"067-16"	"16"	"Mauldin Comm Ctr"	99	413	527	148	376	524				
"MS"	2006	"JONES"	4	80	42	"067-17"	"17"	"Kingston Church"	47	22	71	7	64	71				
"MS"	2006	"JONES"	4	80	34	"067-18"	"18"	"Erata"	59	112	176	34	137	171				
"MS"	2006	"JONES"	4	88	42	"067-19"	"19"	"Glade"	38	417	459	119	328	447				
"MS"	2006	"JONES"	4	88	42	"067-20"	"20"	"Myrick"	22	359	386	109	272	381				
"MS"	2006	"JONES"	4	88	34	"067-21"	"21"	"Powers Comm Ctr"	67	341	418	113	303	416				
"MS"	2006	"JONES"	4	88	42	"067-22"	"22"	"Ovett"	31	234	267	46	217	263				
"MS"	2006	"JONES"	4	88	42	"067-23"	"23"	"Rustin"	22	203	225	55	168	223				
"MS"	2006	"JONES"	4	80	34	"067-24"	"24"	"Sandersville Civic Ctr"	57	297	355	70	284	354				
"MS"	2006	"JONES"	4	88	42	"067-25"	"25"	"Tuckers"	19	273	300	95	202	297				
"MS"	2006	"JONES"	4	88	42	"067-26"	"26"	"Antioch"	30	150	190	57	132	189				
"MS"	2006	"JONES"	4	88	42	"067-27"	"27"	"Blackwell"	1	27	29	6	23	29				
"MS"	2006	"JONES"	4	89	42	"067-28"	"28"	"County Barn"	79	258	345	56	287	343				
"MS"	2006	"JONES"	4	88	42	"067-29"	"29"	"Johnson"	7	185	193	62	126	188				
"MS"	2006	"JONES"	4	89	42	"067-30"	"30"	"Ellisville Courthouse"	49	296	349	78	270	348				
"MS"	2006	"JONES"	4	88	42	"067-31"	"31"	"Landrum"	6	142	151	39	110	149				
"MS"	2006	"JONES"	4	88	42	"067-32"	"32"	"Moselle"	75	301	384	104	275	379				
"MS"	2006	"JONES"	4	89	42	"067-33"	"33"	"Pine Grove"	23	230	257	92	163	255				
"MS"	2006	"JONES"	4	88	42	"067-34"	"34"	"Rainey"	19	374	403	132	270	402				
"MS"	2006	"JONES"	4	88	42	"067-35"	"35"	"Sand Hill"	27	387	426	140	285	425				
"MS"	2006	"JONES"	4	88	42	"067-36"	"36"	"Shelton"	58	165	224	51	168	219				
"MS"	2006	"JONES"	4	88	42	"067-37"	"37"	"Union"	6	233	243	63	179	242				
"MS"	2006	"JONES"	4	89	42	"067-38"	"38"	"South Jones"	13	110	125	28	95	123				
"MS"	2006	"JONES"	4	80	34	"067-39"	"39"	"Cooke  Ave Comm"	168	14	188	13	174	187				
"MS"	2006	"JONES"	4	80	34	"067-40"	"40"	"National Guard"	227	79	311	18	293	311				
"MS"	2006	"JONES"	4	80	34	"067-41"	"41"	"Nora Davis"	270	31	304	18	281	299				
"MS"	2006	"JONES"	4	89	42	"067-42"	"42"	"Roosevelt"	113	17	134	0	135	135				
"MS"	2006	"JONES"	4	80	34	"067-43"	"43"	"Oak Park School"	287	35	323	8	307	315				
"MS"	2006	"JONES"	4	80	42	"067-44"	"44"	"Pendorff"	13	105	122	33	87	120				
"MS"	2006	"JONES"	4	80	42	"067-46"	"46"	"Old Health Dept"	38	4	42	2	40	42				
"MS"	2006	"JONES"	4	88	42	"067-47"	"47"	"Currie"	108	3	111	4	107	111				
"MS"	2006	"JONES"	4	80	42	"067-48"	"48"	"Stanton"	149	227	378	85	292	377				
"MS"	2006	"LAMAR"	4	101	44	"073-111"	"111"	"Lamar Park"	166	556	729	204	515	719				
"MS"	2006	"LAMAR"	4	104	44	"073-112"	"112"	"Okahola"	26	196	224	80	138	218				
"MS"	2006	"LAMAR"	4	104	44	"073-114"	"114"	"Richburg"	76	566	648	182	455	637				
"MS"	2006	"LAMAR"	4	101	44	"073-118"	"118"	"Lamar NE"	95	337	443	113	321	434				
"MS"	2006	"LAMAR"	4	99	41	"073-221"	"221"	"Lumberton"	232	447	688	97	582	679				
"MS"	2006	"LAMAR"	4	100	44	"073-222"	"222"	"South Purvis"	60	683	756	188	565	753				
"MS"	2006	"LAMAR"	4	93	41	"073-223"	"223"	"Yawn"	12	113	125	16	107	123				
"MS"	2006	"LAMAR"	4	101	45	"073-235"	"235"	"Wesley Manor"			0			0				
"MS"	2006	"LAMAR"	4	100	41	"073-313"	"313"	"Pine Grove"	9	210	227	67	161	228				
"MS"	2006	"LAMAR"	4	99	41	"073-331"	"331"	"Baxterville"	20	196	218	60	154	214				
"MS"	2006	"LAMAR"	4	100	41	"073-332"	"332"	"Greenville"	22	292	319	90	225	315				
"MS"	2006	"LAMAR"	4	100	44	"073-333"	"333"	"Purvis"	170	672	859	172	691	863				
"MS"	2006	"LAMAR"	4	101	44	"073-341"	"341"	"Arnold Line"	97	436	539	145	394	539				
"MS"	2006	"LAMAR"	4	101	41	"073-442"	"442"	"Midway"	52	519	581	158	416	574				
"MS"	2006	"LAMAR"	4	101	44	"073-443"	"443"	"Oak Grove"	78	815	910	314	594	908				
"MS"	2006	"LAMAR"	4	101	44	"073-444"	"444"	"Lake Serene"	85	1178	1281	457	819	1276				
"MS"	2006	"LAMAR"	4	101	44	"073-446"	"446"	"Bellevue"	51	750	813	310	498	808				
"MS"	2006	"LAMAR"	4	101	44	"073-551"	"551"	"Breland"	120	660	791	273	509	782				
"MS"	2006	"LAMAR"	4	101	41	"073-552"	"552"	"Oloh"	15	257	275	76	195	271				
"MS"	2006	"LAMAR"	4	101	41	"073-553"	"553"	"Rocky Branch"	64	249	314	41	273	314				
"MS"	2006	"LAMAR"	4	101	41	"073-554"	"554"	"Sumrall"	90	915	1016	313	701	1014				
"MS"	2006	"MARION"	4	100	40	"091-101"	"101"	"National Guard"	50	817	875	326	543	869				
"MS"	2006	"MARION"	4	100	41	"091-102"	"102"	"Morris"	217	441	670	104	336	440				
"MS"	2006	"MARION"	4	100	40	"091-104"	"104"	"Union"	8	139	147	48	99	147				
"MS"	2006	"MARION"	4	100	40	"091-201"	"201"	"Popetown"	118	305	428	107	313	420				
"MS"	2006	"MARION"	4	100	40	"091-304"	"304"	"City Hall"	48	112	165	39	119	158				
"MS"	2006	"MARION"	4	100	40	"091-401"	"401"	"Courthouse"	42	258	308	86	219	305				
"MS"	2006	"MARION"	4	99	40	"091-402"	"402"	"Balls Mills"	76	209	289	78	210	288				
"MS"	2006	"MARION"	4	99	40	"091-405"	"405"	"Sandy Hook"	55	141	201	61	140	201				
"MS"	2006	"MARION"	4	100	40	"091-501"	"501"	"S Columbia"	58	9	68	3	59	62				
"MS"	2006	"MARION"	4	100	40	"091-502"	"502"	"Jefferson School"	129	13	144	5	135	140				
"MS"	2006	"MARION"	4	100	40	"091-503"	"503"	"E Columbia"	278	144	434	53	373	426				
"MS"	2006	"MARION"	4	100	40	"091-504"	"504"	"Hub"	119	103	226	41	180	221				
"MS"	2006	"MARION"	4	99	40	"091-505"	"505"	"Pine Burr"	37	130	169	46	121	167				
"MS"	2006	"PEARL RIVER"	4	106	47	"109-110"	"110"	"Whitesand 1"	146	79	227	28	193	221				
"MS"	2006	"PEARL RIVER"	4	106	40	"109-130"	"130"	"Derby 1"	78	249	336	83	257	340				
"MS"	2006	"PEARL RIVER"	4	106	47	"109-140"	"140"	"Picayune 1 Eastside"	176	224	416	69	345	414				
"MS"	2006	"PEARL RIVER"	4	106	47	"109-150"	"150"	"Poplarville 1"	126	278	419	66	349	415				
"MS"	2006	"PEARL RIVER"	4	108	40	"109-160"	"160"	"Picayune 1 Southside"	478	278	772	80	687	767				
"MS"	2006	"PEARL RIVER"	4	106	40	"109-210"	"210"	"Mill Creek 2"	33	310	356	114	233	347				
"MS"	2006	"PEARL RIVER"	4	106	45	"109-220"	"220"	"Poplarville 2"	45	354	407	93	306	399				
"MS"	2006	"PEARL RIVER"	4	106	45	"109-230"	"230"	"Oak Hill 2"	27	320	351	91	254	345				
"MS"	2006	"PEARL RIVER"	4	106	40	"109-240"	"240"	"Buck Branch 2"	32	268	307	80	214	294				
"MS"	2006	"PEARL RIVER"	4	106	40	"109-250"	"250"	"Ford's Creek 2"	25	98	124	31	91	122				
"MS"	2006	"PEARL RIVER"	4	106	45	"109-260"	"260"	"Byrdline 2"	10	118	129	24	105	129				
"MS"	2006	"PEARL RIVER"	4	108	40	"109-270"	"270"	"Picayune 2"	80	728	819	268	539	807				
"MS"	2006	"PEARL RIVER"	4	108	40	"109-280"	"280"	"Henleyfield 2"	77	371	461	160	299	459				
"MS"	2006	"PEARL RIVER"	4	106	45	"109-290"	"290"	"Whitesand 2"	16	113	129	33	94	127				
"MS"	2006	"PEARL RIVER"	4	108	40	"109-310"	"310"	"Ozona 3"	52	385	446	150	295	445				
"MS"	2006	"PEARL RIVER"	4	106	47	"109-320"	"320"	"Caeser 3"	34	293	333	105	223	328				
"MS"	2006	"PEARL RIVER"	4	106	47	"109-330"	"330"	"Savannah 3"	38	287	334	88	245	333				
"MS"	2006	"PEARL RIVER"	4	93	45	"109-340"	"340"	"Steep Hollow 3"	49	269	328	54	273	327				
"MS"	2006	"PEARL RIVER"	4	106	45	"109-350"	"350"	"Progress 3"	8	138	150	24	127	151				
"MS"	2006	"PEARL RIVER"	4	106	45	"109-360"	"360"	"Poplarville 3"	85	426	526	108	413	521				
"MS"	2006	"PEARL RIVER"	4	106	45	"109-380"	"380"	"Hickory Grove 3"	2	70	74	16	57	73				
"MS"	2006	"PEARL RIVER"	4	106	45	"109-390"	"390"	"Gumpond 3"	48	356	411	93	312	405				
"MS"	2006	"PEARL RIVER"	4	106	45	"109-395"	"395"	"Mcneill 3"	55	365	424	117	305	422				
"MS"	2006	"PEARL RIVER"	4	108	40	"109-410"	"410"	"Pine Grove 4"	82	545	644	208	426	634				
"MS"	2006	"PEARL RIVER"	4	108	40	"109-420"	"420"	"Nicholson 4"	77	384	470	107	359	466				
"MS"	2006	"PEARL RIVER"	4	106	47	"109-430"	"430"	"Salem 4"	80	654	746	230	510	740				
"MS"	2006	"PEARL RIVER"	4	108	40	"109-440"	"440"	"Picayune 4 West"	42	350	402	137	259	396				
"MS"	2006	"PEARL RIVER"	4	108	40	"109-450"	"450"	"Picayune 4 East"	50	189	239	67	171	238				
"MS"	2006	"PEARL RIVER"	4	106	45	"109-510"	"510"	"Mcneill 5"	41	163	207	61	142	203				
"MS"	2006	"PEARL RIVER"	4	108	40	"109-520"	"520"	"Carriere 5"	88	416	514	148	353	501				
"MS"	2006	"PEARL RIVER"	4	106	47	"109-525"	"525"	"Sycamore 5"	56	386	451	149	296	445				
"MS"	2006	"PEARL RIVER"	4	106	47	"109-535"	"535"	"Anchor Lake 5"	71	394	477	141	332	473				
"MS"	2006	"PEARL RIVER"	4	108	40	"109-540"	"540"	"Hide-A-Way 5"	119	810	943	368	563	931				
"MS"	2006	"PEARL RIVER"	4	108	40	"109-550"	"550"	"Picayune 5"	99	650	759	283	470	753				
"MS"	2006	"PERRY"	4	88	45	"111-1010"	"1010"	"Indian Sprs 1010"	62	88	155	13	142	155				
"MS"	2006	"PERRY"	4	105	45	"111-1020"	"1020"	"New Augusta Cte 1020"	41	61	103	9	90	99				
"MS"	2006	"PERRY"	4	105	45	"111-1030"	"1030"	"Beaumont  1 1030"	96	80	184	14	168	182				
"MS"	2006	"PERRY"	4	88	44	"111-2040"	"2040"	"Runnelstown 2040"	38	341	385	100	288	388				
"MS"	2006	"PERRY"	4	88	45	"111-2050"	"2050"	"Prospect 2050"	6	126	134	25	109	134				
