state	year	county	ed	precinct	cd	g2004_COM_dv	g2004_COM_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_USS_dv	g2004_USS_rv	g2004_USS_tv
"MD"	2004	2	2	19	2		0	673	301	1011	640	430	1088	731	316	1069
"MD"	2004	2	2	20	3		0	551	590	1162	477	728	1217	645	542	1198
"MD"	2004	2	2	21	1		0	329	1131	1460	471	1047	1540	681	815	1513
"MD"	2004	2	2	22	3		0	644	651	1335	521	881	1418	745	625	1394
"MD"	2004	2	2	23	3		0	711	754	1505	639	903	1556	859	659	1539
"MD"	2004	2	3	1	2		0	630	508	1157	409	799	1214	606	574	1191
"MD"	2004	2	3	2	2		0	536	360	916	355	596	962	543	402	955
"MD"	2004	2	3	3	2		0	833	666	1533	533	1071	1627	811	770	1597
"MD"	2004	2	3	4	2		0	752	702	1488	506	1044	1572	757	764	1540
"MD"	2004	2	3	5	3		0	463	623	1117	404	774	1187	555	597	1165
"MD"	2004	2	3	6	2		0	672	602	1302	480	882	1378	707	627	1358
"MD"	2004	2	3	7	2		0	641	504	1170	458	766	1239	656	544	1214
"MD"	2004	2	3	8	2		0	782	458	1264	608	727	1349	805	500	1322
"MD"	2004	2	3	9	3		0	250	335	593	207	416	631	294	318	622
"MD"	2004	2	3	10	1		0	269	1009	1280	396	965	1380	589	751	1360
"MD"	2004	2	3	11	1		0	372	1231	1608	491	1216	1729	772	890	1687
"MD"	2004	2	3	12	1		0	281	1037	1320	374	1022	1415	597	776	1386
"MD"	2004	2	3	13	1		0	299	1037	1341	394	996	1418	584	802	1400
"MD"	2004	2	3	14	2		0	541	415	991	349	692	1052	512	496	1030
"MD"	2004	2	3	15	1		0	210	827	1040	292	793	1097	458	613	1081
"MD"	2004	2	3	16	2		0	608	545	1180	401	828	1252	594	624	1233
"MD"	2004	2	3	17	1		0	278	941	1220	422	874	1319	639	640	1302
"MD"	2004	2	3	18	1		0	275	919	1197	369	893	1279	572	666	1254
"MD"	2004	2	3	19	1		0	221	791	1013	293	764	1071	474	573	1060
"MD"	2004	2	3	20	2		0	552	416	1002	336	707	1061	538	486	1047
"MD"	2004	2	3	21	2		0	690	631	1343	523	877	1420	703	670	1389
"MD"	2004	2	3	22	3		0	501	558	1096	452	685	1154	589	519	1131
"MD"	2004	2	3	23	1		0	282	780	1064	378	740	1127	549	555	1112
"MD"	2004	2	3	24	2		0	732	548	1313	502	878	1391	738	608	1365
"MD"	2004	2	3	25	3		0	540	317	882	520	393	923	618	273	907
"MD"	2004	2	4	1	3		0	662	417	1106	684	481	1172	774	342	1139
"MD"	2004	2	4	2	3		0	508	581	1124	481	692	1194	626	531	1177
"MD"	2004	2	4	3	3		0	465	637	1128	446	726	1187	583	575	1171
"MD"	2004	2	4	4	1		0	313	949	1263	432	869	1322	600	689	1304
"MD"	2004	2	4	5	3		0	417	386	826	431	431	876	516	332	860
"MD"	2004	2	4	6	3		0	1110	412	1569	1172	467	1651	1213	367	1612
"MD"	2004	2	4	7	2		0	781	396	1201	806	464	1277	850	369	1234
"MD"	2004	2	4	8	3		0	505	619	1149	484	701	1202	675	490	1178
"MD"	2004	2	4	9	3		0	820	358	1208	800	462	1277	899	322	1242
"MD"	2004	2	4	10	3		0	861	1056	1960	841	1219	2079	1080	922	2033
"MD"	2004	2	4	11	3		0	413	408	852	419	469	900	498	363	881
"MD"	2004	2	4	12	3		0	429	468	922	436	525	979	565	377	960
"MD"	2004	2	4	13	1		0	204	773	981	301	736	1054	465	546	1031
"MD"	2004	2	4	14	1		0	362	876	1238	523	759	1305	676	593	1286
"MD"	2004	2	4	15	3		0	755	844	1647	736	951	1715	935	739	1699
"MD"	2004	2	4	16	3		0	688	680	1402	684	762	1473	822	592	1444
"MD"	2004	2	4	17	3		0	699	448	1179	709	558	1283	833	392	1245
"MD"	2004	2	4	18	2		0	1055	310	1398	1074	382	1477	1137	279	1443
"MD"	2004	2	4	19	2		0	1070	501	1606	1056	618	1698	1148	476	1659
"MD"	2004	2	4	20	3		0	449	462	934	441	527	982	562	385	959
"MD"	2004	2	4	21	3		0	624	904	1557	625	981	1622	772	799	1591
"MD"	2004	2	4	22	3		0	554	543	1130	589	583	1186	683	451	1159
"MD"	2004	2	5	1	1		0	410	1052	1463	637	864	1523	771	712	1497
"MD"	2004	2	5	2	1		0	433	953	1387	638	791	1449	743	666	1432
"MD"	2004	2	5	3	1		0	316	805	1123	473	684	1169	592	549	1154
"MD"	2004	2	5	4	1		0	392	937	1332	513	883	1410	688	684	1391
"MD"	2004	2	5	5	1		0	349	871	1220	533	723	1287	635	607	1261
"MD"	2004	2	5	6	1		0	228	899	1129	466	680	1164	573	571	1155
"MD"	2004	2	5	7	1		0	262	907	1170	368	819	1208	542	638	1196
"MD"	2004	2	5	8	1		0	322	958	1282	506	839	1359	645	670	1334
"MD"	2004	2	5	9	1		0	194	730	927	350	604	971	441	502	961
"MD"	2004	2	5	10	1		0	156	556	712	250	477	738	316	406	729
"MD"	2004	2	5	11	1		0	388	948	1336	554	806	1382	687	663	1371
"MD"	2004	2	5	12	1		0	237	732	969	353	661	1034	476	528	1016
"MD"	2004	2	5	13	1		0	300	967	1270	497	796	1309	636	650	1300
"MD"	2004	2	5	14	1		0	316	958	1275	464	840	1322	606	685	1303
"MD"	2004	2	5	15	1		0	243	845	1090	400	735	1144	520	601	1133
"MD"	2004	2	5	16	1		0	269	647	919	406	547	974	483	461	959
"MD"	2004	2	5	17	1		0	425	992	1420	611	843	1490	736	699	1467
"MD"	2004	2	5	18	1		0	501	1092	1593	685	949	1656	816	783	1629
"MD"	2004	2	5	19	1		0	236	889	1129	409	756	1176	537	613	1163
"MD"	2004	2	5	20	1		0	294	897	1193	480	754	1246	573	644	1229
"MD"	2004	2	5	21	1		0	466	1146	1618	652	1024	1700	827	820	1666
"MD"	2004	2	5	22	1		0	463	961	1429	618	863	1501	746	696	1473
"MD"	2004	2	5	23	1		0	259	687	948	409	552	979	493	465	971
"MD"	2004	2	5	24	1		0	228	851	1081	374	744	1129	484	628	1120
"MD"	2004	2	5	25	1		0	293	946	1242	459	822	1299	602	659	1276
"MD"	2004	2	5	26	1		0	419	875	1297	583	767	1366	697	623	1342
"MD"	2004	2	5	27	1		0	251	740	991	404	621	1036	511	507	1025
"MD"	2004	2	5	28	1		0	384	845	1231	538	745	1299	646	609	1271
"MD"	2004	2	5	29	1		0	114	396	510	165	365	540	261	265	535
"MD"	2004	2	5	30	3		0	238	312	561	197	374	581	254	308	572
"MD"	2004	2	5	31	3		0	147	211	365	144	241	389	186	191	381
"MD"	2004	2	5	32	3		0	168	95	266	181	96	277	196	77	277
"MD"	2004	2	5	33	1		0	157	616	773	243	562	816	344	449	798
"MD"	2004	2	5	34	1		0	191	577	769	327	469	803	402	385	792
"MD"	2004	2	6	1	3		0	729	492	1267	766	533	1328	831	457	1313
"MD"	2004	2	6	2	3		0	590	540	1167	573	634	1224	695	480	1196
"MD"	2004	2	6	3	3		0	617	137	781	751	113	872	734	80	833
"MD"	2004	2	6	4	3		0	459	317	803	518	318	847	552	253	826
"MD"	2004	2	6	5	3		0	414	486	927	429	544	980	501	438	954
"MD"	2004	2	6	6	3		0	496	189	714	582	179	769	583	134	738
"MD"	2004	2	6	7	3		0	576	404	1018	601	457	1068	679	351	1053
"MD"	2004	2	6	8	3		0	562	447	1034	584	475	1071	678	365	1057
"MD"	2004	2	6	9	3		0	640	608	1281	640	663	1323	747	537	1310
"MD"	2004	2	6	10	3		0	371	423	815	358	478	849	449	371	830
"MD"	2004	2	6	11	3		0	533	432	1000	583	457	1062	606	394	1030
"MD"	2004	2	6	12	3		0	648	441	1128	715	465	1196	770	369	1164
"MD"	2004	2	6	13	3		0	435	208	660	505	187	695	523	148	681
"MD"	2004	2	6	14	3		0	659	243	933	789	211	1006	787	170	971
"MD"	2004	2	6	15	3		0	507	280	820	562	322	892	626	225	860
"MD"	2004	2	6	16	3		0	350	166	530	393	164	565	420	117	548
"MD"	2004	2	6	17	3		0	678	503	1226	722	567	1312	821	430	1283
"MD"	2004	2	6	18	3		0	666	561	1259	692	594	1305	781	489	1292
"MD"	2004	2	6	19	3		0	642	766	1421	613	859	1489	794	668	1473
"MD"	2004	2	6	20	3		0	515	493	1026	489	573	1077	621	425	1052
"MD"	2004	2	6	21	3		0	846	913	1799	843	1009	1870	991	815	1839
