state	year	county	cd	g2010_REG_tv	g2010_BALL_tv	g2010_USS_rv	g2010_USS_dv	g2010_GOV_dv	g2010_GOV_rv	g2010_LTG_rv	g2010_LTG_dv	g2010_SOS_dv	g2010_SOS_rv	g2010_COM_dv	g2010_COM_rv	g2010_TRE_rv	g2010_ATG_rv	g2010_USH_dv	g2010_USH_rv
"ID"	2010	"Leslie"	2	461	299	239	39	56	213	219	48	46	245	241	46	267	266	31.0	227.0
"ID"	2010	"Battleground"	2	116	92	71	18	18	65	64	21	15	75	69	20	74	74	15.0	66.0
"ID"	2010	"Stanley"	2	230	80	39	30	41	30	38	40	30	44	40	35	47	49	31.0	37.0
"ID"	2010	"Clayton"	2	189	92	70	11	14	61	70	10	10	80	78	10	79	79	11.0	63.0
"ID"	2010	"Round Valley 1"	2	532	303	222	47	50	239	237	31	39	252	245	42	255	254	36.0	188.0
"ID"	2010	"Round Valley 2"	2	339	199	159	25	32	148	145	24	21	168	165	20	172	172	25.0	128.0
"ID"	2010	"Sunol"	2	66	51	39	10	9	41	37	10	10	37	39	9	39	39	9.0	38.0
"ID"	2010	"Absentee"	2	2905	1870	1351	344	419	1267	1287	358	340	1452	1415	355	1531	1535	316.0	1206.0
"ID"	2010	"Mt. Home #1"	2	728	210	158	37	36	154	150	33	39	166	164	39	186	190	32.0	158.0
"ID"	2010	"Mt. Home #2"	2	1129	393	287	84	101	256	275	84	78	300	280	97	338	342	88.0	283.0
"ID"	2010	"Mt. Home #3"	2	985	385	281	77	111	229	253	94	79	294	252	106	314	305	85.0	269.0
"ID"	2010	"Mt. Home #4"	2	864	342	252	74	103	205	231	75	73	254	237	77	279	276	63.0	243.0
"ID"	2010	"Mt. Home #5"	2	942	409	317	69	82	276	299	71	61	328	298	87	351	348	69.0	314.0
"ID"	2010	"Mt. Home #6"	2	780	360	279	69	108	225	250	80	64	283	254	83	300	306	70.0	270.0
"ID"	2010	"Mt. Home #7"	2	867	396	305	72	97	264	295	82	74	310	291	85	327	327	76.0	297.0
"ID"	2010	"Mt. Home #8"	2	1383	562	438	94	147	360	425	107	92	452	429	105	493	485	87.0	427.0
"ID"	2010	"Mt. Home #9"	2	1106	451	337	90	115	282	316	100	100	337	319	102	374	370	94.0	329.0
"ID"	2010	"Atlanta"	2	55	33	16	13	7	19	20	9	9	21	22	8	22	22	9.0	17.0
"ID"	2010	"Camas"	2	22	15	12	2	3	11	8	3	3	12	13	2	13	11	2.0	9.0
"ID"	2010	"Chattin Flats"	2	56	32	32	0	0	30	29	0	0	30	28	0	30	31	0.0	31.0
"ID"	2010	"Glenns Ferry"	2	794	463	330	97	116	293	324	95	95	346	334	100	389	374	81.0	332.0
"ID"	2010	"Hammett"	2	220	126	107	14	24	87	100	19	19	103	98	22	109	111	18.0	103.0
"ID"	2010	"King Hill"	2	208	120	95	20	28	80	91	20	16	102	93	24	105	104	19.0	93.0
"ID"	2010	"Mayfield"	2	201	90	65	20	23	55	66	17	18	69	62	23	78	75	17.0	66.0
"ID"	2010	"Pine"	2	132	59	48	8	6	47	46	8	9	49	46	11	52	52	8.0	47.0
"ID"	2010	"Prairie"	2	78	52	42	4	5	37	41	6	5	43	45	4	44	44	5.0	40.0
"ID"	2010	"CO. TOTAL"	2	10550	5468	4094	1061	1373	3511	3865	1132	1057	4211	3933	1223	4584	4553	1028.0	4013.0
"ID"	2010	"Preston #1"	2	494	269	220	31	83	169	205	39	46	208	215	38	236	228	30.0	216.0
"ID"	2010	"Preston #2"	2	538	286	221	29	67	195	218	31	36	243	247	29	257	241	18.0	227.0
"ID"	2010	"Preston #3"	2	461	259	213	25	64	174	210	31	36	219	225	28	242	225	20.0	208.0
"ID"	2010	"Preston #4"	2	384	194	146	25	52	134	143	32	28	159	155	32	175	163	23.0	151.0
"ID"	2010	"Preston #5"	2	482	274	214	36	63	186	213	42	39	225	235	28	244	224	29.0	212.0
"ID"	2010	"Banida-Winder #6"	2	145	99	82	5	16	75	81	9	7	88	88	7	87	79	9.0	78.0
"ID"	2010	"Clifton-Oxford #7"	2	265	169	125	16	32	115	120	23	22	134	138	16	148	141	17.0	127.0
"ID"	2010	"Dayton #8"	2	453	242	198	25	47	181	195	28	21	213	206	25	218	206	18.0	203.0
"ID"	2010	"Fairview #9"	2	403	237	192	22	59	161	191	28	25	203	200	27	212	202	24.0	185.0
"ID"	2010	"Franklin #10"	2	521	297	232	23	81	181	227	44	41	239	241	36	260	245	29.0	233.0
"ID"	2010	"Mapleton #11"	2	275	156	119	18	44	103	115	25	24	130	132	23	143	137	17.0	118.0
"ID"	2010	"Mink Creek #12"	2	175	112	94	7	26	77	91	11	6	104	103	7	105	101	4.0	97.0
"ID"	2010	"Thatcher-Cleveland #13"	2	137	89	61	15	26	57	62	19	17	71	70	17	80	71	12.0	62.0
"ID"	2010	"Treas-Riverdale #14"	2	317	199	160	17	32	153	158	19	17	174	171	20	178	173	14.0	158.0
"ID"	2010	"Weston #15"	2	470	271	216	26	40	204	219	34	36	226	233	29	245	232	25.0	231.0
"ID"	2010	"Whitney #16"	2	368	229	186	27	60	148	193	21	24	196	197	25	203	190	22.0	189.0
"ID"	2010	"Worm Creek #17"	2	254	135	112	16	27	98	112	20	12	121	117	16	122	115	16.0	113.0
"ID"	2010	"CO. TOTAL"	2	6142	3824	2996	393	890	2612	2977	500	473	3205	3221	438	3403	3214	355.0	3025.0
"ID"	2010	"1 Ashton 1"	2	504	271	222	39	68	182	206	39	40	219	213	43	233	231	31.0	210.0
"ID"	2010	"2 Ashton 2"	2	664	376	307	52	114	242	276	69	60	300	292	64	317	318	43.0	298.0
"ID"	2010	"3 Chester/Twin Groves"	2	624	331	285	30	86	220	247	42	40	274	271	41	275	282	34.0	246.0
"ID"	2010	"4 Drummond/Lamont/Squirrel"	2	157	101	88	8	12	84	86	7	6	91	88	8	90	89	7.0	83.0
"ID"	2010	"5 Egin"	2	616	331	277	23	86	217	254	34	42	271	275	36	289	290	28.0	263.0
"ID"	2010	"6 Island Park"	2	745	316	231	71	99	199	213	80	82	221	225	77	259	259	64.0	216.0
"ID"	2010	"7 Newdale"	2	218	137	130	5	27	105	118	15	13	119	121	13	122	124	7.0	120.0
"ID"	2010	"8 Parker"	2	436	251	220	21	56	184	206	28	33	211	214	28	229	230	19.0	203.0
"ID"	2010	"9 St. Anthony 1"	2	707	351	285	50	119	208	251	67	57	280	273	60	301	306	43.0	278.0
"ID"	2010	"10 St. Anthony 2"	2	443	200	150	39	77	102	126	56	58	135	137	53	158	159	41.0	143.0
"ID"	2010	"11 St. Anthony 3"	2	764	353	299	37	115	207	253	63	77	255	271	58	298	308	44.0	270.0
"ID"	2010	"12 Teton"	2	401	214	168	33	54	143	162	33	32	170	172	31	182	183	31.0	157.0
"ID"	2010	"13 Warm-River/Green Timber"	2	101	75	62	11	19	52	55	13	12	58	57	13	59	57	10.0	60.0
"ID"	2010	"14 Wilford"	2	649	326	287	30	92	211	254	50	49	263	267	44	290	294	28.0	265.0
"ID"	2010	"CO. TOTAL"	2	7029	4068	3348	530	1137	2645	3006	685	685	3209	3203	659	3469	3500	497.0	3134.0
"ID"	2010	"1 Central"	1	684	270	203	51	70	166	209	46	47	206	191	56	228	228	109.0	128.0
"ID"	2010	"2 North Emmett"	1	556	204	152	40	47	131	162	31	47	150	148	48	168	162	91.0	86.0
"ID"	2010	"3 Butteview"	1	766	300	224	56	66	191	229	45	65	219	219	71	244	245	106.0	148.0
"ID"	2010	"4 South Emmett"	1	786	280	199	58	66	179	220	48	52	215	203	66	241	240	97.0	133.0
"ID"	2010	"5 West Emmett"	1	563	254	187	46	51	172	191	37	42	202	190	52	207	208	99.0	123.0
"ID"	2010	"6 Emerson"	1	1402	604	485	85	116	432	505	59	94	484	470	103	511	512	183.0	346.0
"ID"	2010	"7 Lincoln"	1	922	428	348	61	78	305	359	43	57	363	347	69	363	360	166.0	229.0
"ID"	2010	"8 Letha"	1	1035	485	384	58	74	339	364	61	68	394	388	73	404	400	158.0	274.0
"ID"	2010	"9 Hanna"	1	686	343	278	38	48	259	271	33	42	290	270	58	283	284	84.0	230.0
"ID"	2010	"10 Brick"	1	841	418	356	49	60	328	358	39	54	355	347	59	362	367	112.0	269.0
"ID"	2010	"11 Bench"	1	581	276	219	42	57	194	238	29	39	228	208	55	233	232	87.0	160.0
"ID"	2010	"12 Sweet-Montour"	1	513	289	214	62	62	196	219	50	57	222	209	68	222	223	96.0	164.0
"ID"	2010	"13 Ola"	1	112	75	62	9	7	63	67	6	9	62	61	12	62	63	22.0	45.0
"ID"	2010	"CO. TOTAL"	2	9447	5562	4326	909	1073	3901	4460	708	927	4430	4248	1080	4609	4625	0.0	0.0
"ID"	2010	"1 E. Gooding City"	2	543	275	185	68	85	149	175	73	67	200	190	75	236	231	59.0	177.0
"ID"	2010	"2 W. Gooding City"	2	875	444	309	118	175	235	280	140	114	320	291	138	373	372	110.0	307.0
"ID"	2010	"3 Gooding Rural"	2	1467	894	714	117	185	610	675	126	121	737	711	131	768	768	95.0	717.0
"ID"	2010	"4 Wendell City"	2	1050	524	394	99	127	344	377	110	94	414	397	107	459	463	90.0	393.0
"ID"	2010	"5 Wendell Rural"	2	993	524	443	53	93	373	406	79	72	436	436	67	460	461	55.0	423.0
"ID"	2010	"6 Bliss"	2	339	194	132	41	54	107	135	39	47	139	145	44	160	168	32.0	141.0
"ID"	2010	"7 Hagerman"	2	1241	717	531	141	189	446	509	157	148	545	527	157	614	610	135.0	512.0
"ID"	2010	"CO. TOTAL"	2	6508	4007	3015	736	1024	2544	2861	827	756	3126	3015	824	3427	3418	664.0	2984.0
"ID"	2010	"1 Big Butte"	1	77	60	52	6	12	41	45	6	5	52	51	5	52	52	20.0	29.0
"ID"	2010	"2 Clearwater"	1	301	209	135	15	23	122	125	21	15	148	144	19	150	147	40.0	118.0
"ID"	2010	"3 Cottonwood #1"	1	401	244	200	30	37	185	178	39	33	192	188	33	205	205	83.0	139.0
"ID"	2010	"4 Cottonwood #2"	1	381	232	184	35	59	152	164	43	37	182	173	45	193	191	84.0	130.0
"ID"	2010	"5 Elk City"	1	301	129	95	19	19	88	91	23	23	97	91	25	101	100	33.0	76.0
"ID"	2010	"6 Fenn"	1	163	91	84	5	15	65	70	10	8	77	70	10	77	76	32.0	53.0
"ID"	2010	"7 Ferdinand"	1	226	153	117	27	22	110	108	26	23	121	120	28	128	130	56.0	84.0
"ID"	2010	"8 Greencreek"	1	211	154	118	30	42	97	103	33	31	108	86	43	117	112	72.0	73.0
"ID"	2010	"9 Glover"	1	186	109	79	11	18	70	73	11	10	96	92	11	97	98	17.0	73.0
"ID"	2010	"10 Grangeville #1"	1	562	285	212	44	57	187	195	52	56	218	212	53	237	238	107.0	145.0
"ID"	2010	"11 Grangeville #2"	1	520	253	168	55	64	149	166	51	54	182	188	48	213	211	89.0	129.0
"ID"	2010	"12 Grangeville #3"	1	573	266	192	51	61	169	174	58	48	198	187	54	218	218	100.0	135.0
"ID"	2010	"13 Grangeville #4"	1	815	437	329	83	122	280	313	86	80	336	327	86	370	370	165.0	234.0
"ID"	2010	"14 Grangeville #5"	1	875	471	368	74	107	325	338	85	67	369	350	83	398	392	181.0	244.0
"ID"	2010	"15 Harpster"	1	295	173	112	33	40	111	105	32	30	136	122	41	130	127	52.0	99.0
"ID"	2010	"16 Joseph"	1	22	12	6	3	3	7	6	3	3	8	7	4	9	9	7.0	4.0
"ID"	2010	"17 Kamiah"	1	945	536	383	106	129	325	364	111	120	399	397	118	437	437	183.0	284.0
"ID"	2010	"18 Keuterville"	1	221	137	115	19	29	99	98	28	17	113	101	26	123	122	53.0	75.0
"ID"	2010	"19 Kooskia"	1	1159	589	401	100	141	338	369	111	112	454	447	120	477	475	159.0	343.0
"ID"	2010	"20 Lowell"	1	107	78	52	21	24	43	48	24	24	52	58	20	62	60	30.0	37.0
"ID"	2010	"21 Pollock"	1	350	170	116	32	39	114	108	32	33	128	130	32	146	143	54.0	91.0
"ID"	2010	"22 Riggins"	1	533	286	199	59	62	182	195	60	62	215	216	59	239	243	87.0	169.0
"ID"	2010	"23 Slate Creek"	1	161	106	88	14	17	84	85	14	18	88	89	18	94	95	39.0	53.0
"ID"	2010	"24 Stites"	1	343	178	133	27	35	108	120	29	23	144	141	27	149	148	58.0	96.0
"ID"	2010	"25 Whitebird"	1	334	173	128	28	29	118	131	28	33	131	128	36	148	146	67.0	92.0
"ID"	2010	"26 Woodland"	1	187	106	78	11	15	68	69	11	11	90	78	18	83	80	18.0	69.0
"ID"	2010	"CO. TOTAL"	2	10249	6760	4933	1162	1505	4324	4571	1282	1199	5173	5006	1303	5540	5509	0.0	0.0
"ID"	2010	"Annis"	2	313	190	167	13	35	144	162	13	13	171	169	17	168	170	12.0	157.0
"ID"	2010	"Clark"	2	942	542	437	69	151	346	407	88	86	444	442	81	473	475	68.0	424.0
"ID"	2010	"Garfield"	2	1423	770	638	80	225	459	583	97	101	653	646	95	694	700	64.0	587.0
"ID"	2010	"Grant"	2	652	409	339	40	84	290	318	48	56	344	349	50	361	361	35.0	320.0
"ID"	2010	"Hamer"	2	292	187	160	15	24	154	157	16	17	166	169	15	168	172	11.0	156.0
"ID"	2010	"Labelle"	2	717	462	378	53	117	312	357	75	65	382	374	72	395	399	49.0	368.0
"ID"	2010	"Lewisville"	2	694	349	287	36	82	242	268	51	56	287	287	49	309	303	36.0	286.0
"ID"	2010	"Lorenzo"	2	238	154	125	18	42	100	114	25	25	128	123	24	131	134	21.0	116.0
"ID"	2010	"Menan"	2	786	486	407	49	117	331	390	59	62	414	408	62	429	434	48.0	395.0
"ID"	2010	"Monteview"	2	233	146	126	11	18	116	124	9	12	128	128	12	126	127	15.0	117.0
"ID"	2010	"Rigby 1"	2	654	343	271	49	103	204	251	64	58	275	273	62	295	296	39.0	260.0
"ID"	2010	"Rigby 2"	2	446	220	165	39	80	110	147	52	44	167	166	46	191	195	39.0	153.0
"ID"	2010	"Rigby 3"	2	2062	1034	862	109	278	668	813	134	162	846	870	137	931	945	90.0	851.0
"ID"	2010	"Rigby 4"	2	1018	535	420	76	157	332	372	104	107	416	420	99	458	461	76.0	398.0
"ID"	2010	"Ririe"	2	845	478	388	68	135	310	357	77	74	395	381	80	427	431	57.0	369.0
"ID"	2010	"Roberts"	2	575	297	242	41	79	187	224	50	48	238	231	51	260	256	39.0	231.0
"ID"	2010	"Terreton"	2	549	329	294	23	52	254	288	23	32	290	292	32	305	306	24.0	274.0
"ID"	2010	"CO. TOTAL"	2	12439	7570	6230	880	1923	5024	5827	1086	1115	6270	6255	1080	6674	6721	805.0	5961.0
"ID"	2010	"Bishop-Court"	2	717	325	245	59	82	206	215	78	68	244	234	80	283	281	57.0	235.0
"ID"	2010	"Canyonside"	2	1673	818	655	134	199	556	622	154	133	662	633	158	736	737	123.0	640.0
"ID"	2010	"Eden"	2	492	254	208	37	69	156	190	47	48	197	197	46	225	232	41.0	191.0
"ID"	2010	"Falls City"	2	492	271	210	44	58	184	196	47	46	212	205	51	227	227	44.0	192.0
"ID"	2010	"Hazelton"	2	869	438	372	44	78	320	337	63	61	361	349	70	399	401	46.0	338.0
"ID"	2010	"Northeast"	2	1099	528	415	82	137	342	372	110	96	409	392	114	458	463	76.0	409.0
"ID"	2010	"Northwest"	2	753	329	234	70	92	203	213	87	76	243	237	81	297	292	71.0	234.0
"ID"	2010	"Shepherd-View"	2	1014	510	402	82	124	338	375	99	89	400	390	98	448	448	69.0	404.0
"ID"	2010	"Southeast"	2	480	216	152	46	54	130	146	53	51	156	147	57	182	184	45.0	151.0
"ID"	2010	"Southwest"	2	969	401	304	80	93	266	303	77	75	317	315	79	348	355	69.0	304.0
"ID"	2010	"CO. TOTAL"	2	8558	4742	3709	782	1129	3138	3448	923	840	3728	3607	946	4150	4177	736.0	3587.0
"ID"	2010	"1"	1	1145	529	383	108	104	377	361	103	115	382	371	122	427	426	180.0	283.0
"ID"	2010	"2"	1	1174	531	429	71	80	416	426	74	75	438	434	80	454	457	147.0	334.0
"ID"	2010	"3"	1	1228	601	460	98	112	443	444	106	107	472	461	115	520	512	184.0	336.0
"ID"	2010	"4"	1	867	457	301	119	124	283	300	121	119	320	306	127	367	371	179.0	220.0
"ID"	2010	"5"	1	1375	554	415	105	124	382	397	115	114	426	413	121	476	470	194.0	301.0
"ID"	2010	"6"	1	1662	765	625	99	112	606	600	101	114	620	609	118	674	667	208.0	463.0
"ID"	2010	"7"	1	1371	680	488	143	152	480	469	151	153	507	495	160	557	561	227.0	380.0
"ID"	2010	"8"	1	1880	824	627	149	161	597	598	163	157	638	607	185	718	706	267.0	480.0
"ID"	2010	"9"	1	1491	607	456	116	123	436	429	127	134	455	447	140	519	513	207.0	324.0
"ID"	2010	"10"	1	665	255	178	67	72	163	175	60	62	186	179	62	206	208	104.0	125.0
"ID"	2010	"11"	1	1061	433	317	92	92	289	298	93	106	318	316	102	366	363	151.0	222.0
"ID"	2010	"12"	1	601	251	194	47	53	184	189	47	44	198	186	59	221	222	79.0	145.0
"ID"	2010	"13"	1	590	246	198	35	39	197	195	40	37	199	193	44	212	205	75.0	161.0
"ID"	2010	"14"	1	1118	433	318	89	95	289	303	95	95	322	324	98	358	357	138.0	231.0
"ID"	2010	"15"	1	1442	619	470	126	130	458	468	125	136	471	467	131	524	523	233.0	343.0
"ID"	2010	"16"	1	1531	681	513	144	150	491	500	140	139	515	487	161	558	553	245.0	389.0
"ID"	2010	"17"	1	887	396	302	77	71	297	298	66	68	319	306	77	348	344	138.0	216.0
"ID"	2010	"18"	1	1714	662	478	143	153	460	458	152	153	491	476	159	564	561	242.0	356.0
"ID"	2010	"19"	1	1215	488	364	105	118	353	345	114	105	363	352	113	408	399	190.0	256.0
"ID"	2010	"20"	1	1578	519	378	116	126	346	347	121	114	376	359	127	424	424	172.0	300.0
"ID"	2010	"21"	1	988	412	291	105	113	271	275	104	99	296	279	112	332	324	170.0	200.0
"ID"	2010	"22"	1	1477	619	457	144	155	432	448	142	129	469	457	138	514	507	238.0	344.0
"ID"	2010	"23"	1	1057	378	277	72	81	257	270	74	83	286	280	89	327	328	137.0	201.0
"ID"	2010	"24"	1	809	321	236	72	86	212	236	69	75	238	239	74	283	278	119.0	152.0
"ID"	2010	"25"	1	1404	539	364	140	134	343	347	146	146	373	366	148	443	444	210.0	275.0
"ID"	2010	"26"	1	735	297	216	65	63	209	204	67	78	211	214	71	253	255	112.0	144.0
"ID"	2010	"27"	1	768	267	202	52	53	188	176	66	67	190	191	65	238	233	107.0	130.0
"ID"	2010	"28"	1	1790	739	556	150	154	520	537	150	158	555	551	163	645	645	228.0	430.0
"ID"	2010	"29"	1	816	333	226	84	76	225	226	80	90	232	239	83	295	293	130.0	159.0
"ID"	2010	"30"	1	1280	443	330	85	84	317	329	80	94	343	352	84	391	389	134.0	256.0
"ID"	2010	"31"	1	453	147	104	32	31	103	94	35	37	98	101	33	117	118	59.0	72.0
"ID"	2010	"32"	1	1052	387	261	95	99	249	244	111	104	269	269	106	337	336	167.0	182.0
"ID"	2010	"33"	1	695	265	178	66	70	171	181	68	62	195	187	71	221	216	104.0	138.0
"ID"	2010	"34"	1	1382	579	431	120	136	412	422	124	122	439	421	136	481	487	218.0	317.0
"ID"	2010	"35"	1	941	382	273	83	92	258	267	84	83	285	274	94	314	315	125.0	228.0
"ID"	2010	"36"	1	1188	457	358	80	83	346	345	84	80	360	351	85	389	387	142.0	274.0
"ID"	2010	"37"	1	826	360	232	105	104	211	220	102	109	236	221	119	295	288	167.0	158.0
"ID"	2010	"38"	1	2928	1147	838	239	279	776	809	254	271	837	832	268	982	979	415.0	632.0
"ID"	2010	"39"	1	1701	579	405	145	156	396	389	157	143	422	397	163	480	476	210.0	312.0
"ID"	2010	"40"	1	1136	570	442	105	119	417	409	115	116	436	421	124	486	481	197.0	325.0
"ID"	2010	"41"	1	937	358	253	92	105	235	253	86	84	258	241	99	296	293	148.0	189.0
"ID"	2010	"42"	1	611	247	168	70	78	150	149	86	86	156	156	86	217	214	105.0	113.0
"ID"	2010	"43"	1	807	305	202	92	104	181	186	103	95	201	183	109	256	253	144.0	121.0
"ID"	2010	"44"	1	995	293	205	73	76	192	191	82	87	198	205	80	241	241	118.0	144.0
"ID"	2010	"45"	1	1388	518	341	147	159	321	330	153	141	359	332	166	419	419	229.0	228.0
"ID"	2010	"46"	1	1591	653	471	145	167	447	447	161	146	482	445	175	532	528	264.0	337.0
"ID"	2010	"47"	1	779	268	171	77	81	164	167	82	91	167	163	93	216	211	116.0	119.0
"ID"	2010	"48"	1	886	328	212	91	96	192	202	89	96	208	203	99	243	239	146.0	151.0
"ID"	2010	"49"	1	825	332	205	110	120	193	185	122	113	206	194	121	262	260	152.0	154.0
"ID"	2010	"50"	1	1171	475	345	113	141	306	311	126	121	336	314	137	390	384	196.0	243.0
"ID"	2010	"51"	1	665	200	104	75	74	101	100	73	80	109	112	77	152	155	107.0	72.0
"ID"	2010	"52"	1	740	311	195	101	104	178	185	102	103	199	189	108	253	254	142.0	130.0
"ID"	2010	"53"	1	952	302	161	119	119	162	159	115	125	169	162	129	228	225	147.0	118.0
"ID"	2010	"54"	1	976	282	150	116	132	132	131	129	114	153	133	131	185	187	150.0	105.0
"ID"	2010	"55"	1	800	265	131	115	112	125	127	115	112	140	135	116	195	193	133.0	104.0
"ID"	2010	"56"	1	723	270	128	122	117	124	123	131	127	136	127	133	197	198	163.0	77.0
"ID"	2010	"57"	1	815	337	188	129	141	175	177	131	134	189	180	139	240	234	174.0	137.0
"ID"	2010	"58"	1	967	351	163	162	180	144	152	170	155	178	151	178	236	231	210.0	106.0
"ID"	2010	"59"	1	662	231	105	109	100	111	103	107	107	112	103	114	162	161	127.0	69.0
"ID"	2010	"60"	1	551	176	92	70	71	88	88	73	74	94	92	75	125	124	95.0	64.0
"ID"	2010	"61"	1	1063	424	314	82	97	298	303	84	86	322	299	97	351	352	144.0	245.0
"ID"	2010	"62"	1	517	282	186	87	91	177	178	89	88	186	178	93	223	220	121.0	130.0
"ID"	2010	"63"	1	1144	551	443	83	85	424	427	83	87	440	427	91	468	473	166.0	343.0
"ID"	2010	"64"	1	711	276	227	39	44	215	214	43	39	231	231	37	251	251	88.0	170.0
"ID"	2010	"65"	1	812	411	308	82	102	283	303	90	79	320	298	101	337	340	148.0	228.0
"ID"	2010	"66"	1	888	468	342	115	119	313	326	112	116	334	325	124	389	383	182.0	252.0
"ID"	2010	"67"	1	562	218	157	53	49	163	157	51	53	160	159	51	183	181	92.0	115.0
"ID"	2010	"68"	1	223	115	80	27	31	73	77	31	30	84	77	33	91	92	47.0	53.0
"ID"	2010	"69"	1	1092	370	241	113	109	233	229	116	113	250	235	121	303	297	163.0	170.0
"ID"	2010	"70"	1	269	122	75	40	38	76	74	43	39	79	76	38	95	93	66.0	44.0
"ID"	2010	"71"	1	378	203	133	59	59	122	133	57	54	141	142	54	166	170	93.0	87.0
"ID"	2010	"CO. TOTAL"	2	73521	42719	29983	10476	11246	28381	28820	10838	10703	30557	29473	11438	35107	34928	0.0	0.0
"ID"	2010	"Moscow 1"	1	527	109	58	46	56	39	45	55	52	50	53	49	85	87	69.0	31.0
"ID"	2010	"Moscow 2"	1	1319	421	233	164	170	201	219	160	147	239	223	161	305	306	209.0	160.0
"ID"	2010	"Moscow 3"	1	997	418	226	172	204	184	209	170	160	235	222	166	298	299	221.0	169.0
"ID"	2010	"Moscow 4"	1	932	461	281	157	208	215	249	173	161	276	247	178	329	330	264.0	167.0
"ID"	2010	"Moscow 5"	1	1156	632	354	248	287	301	332	257	248	352	330	260	462	460	348.0	215.0
"ID"	2010	"Moscow 6"	1	970	322	125	183	194	99	112	179	176	126	108	188	207	200	195.0	86.0
"ID"	2010	"Moscow 7"	1	873	374	213	135	151	193	202	136	132	225	207	134	264	272	175.0	169.0
"ID"	2010	"Moscow 8"	1	496	103	62	38	45	47	60	28	32	60	55	33	73	73	58.0	43.0
"ID"	2010	"Moscow 9"	1	816	445	218	205	238	179	189	219	201	221	204	211	312	304	271.0	133.0
"ID"	2010	"Moscow 10"	1	903	438	185	233	266	139	169	232	211	197	171	231	277	274	292.0	104.0
"ID"	2010	"Moscow 11"	1	903	422	167	219	237	133	149	222	208	173	155	219	257	252	244.0	116.0
"ID"	2010	"Moscow 12"	1	990	466	288	159	199	234	254	180	151	285	257	172	346	342	255.0	172.0
"ID"	2010	"Moscow 13"	1	716	309	125	166	190	100	115	163	158	130	113	169	187	182	199.0	88.0
"ID"	2010	"Moscow 14"	1	941	367	146	193	199	123	121	198	175	157	141	183	223	214	205.0	105.0
"ID"	2010	"Moscow 15"	1	1106	497	186	293	318	146	171	294	279	194	171	288	295	299	325.0	135.0
"ID"	2010	"Moscow 16"	1	924	277	99	158	155	84	91	148	154	96	104	143	172	172	165.0	62.0
"ID"	2010	"Moscow 17"	1	834	433	233	174	200	201	208	177	163	236	223	167	291	292	240.0	156.0
"ID"	2010	"Moscow 18"	1	877	199	94	90	103	78	86	94	91	92	81	98	139	135	114.0	57.0
"ID"	2010	"Deary 19"	1	763	441	293	119	146	261	263	134	126	291	282	132	358	357	208.0	183.0
"ID"	2010	"Farmington 20"	1	36	20	18	2	1	18	17	3	2	18	18	2	19	19	10.0	10.0
"ID"	2010	"Genesee 21"	1	944	511	335	157	161	303	319	152	144	346	334	153	400	407	263.0	199.0
"ID"	2010	"Harvard 22"	1	244	139	106	31	38	92	106	31	31	107	105	30	121	120	57.0	73.0
"ID"	2010	"Juliaetta 23"	1	430	225	137	76	81	124	128	81	70	144	136	77	176	177	108.0	101.0
"ID"	2010	"Kendrick 24"	1	376	220	139	69	80	125	120	75	72	134	132	75	172	170	114.0	84.0
"ID"	2010	"Linden 25"	1	82	62	52	8	14	45	44	14	11	47	41	14	52	53	28.0	30.0
"ID"	2010	"Palouse 26"	1	303	162	102	51	49	93	96	50	48	105	102	50	131	131	83.0	62.0
"ID"	2010	"Potlatch 27"	1	803	435	262	139	150	237	247	139	127	279	279	125	366	362	197.0	190.0
"ID"	2010	"Princeton 28"	1	416	270	209	52	64	191	196	56	51	208	199	61	228	223	106.0	146.0
"ID"	2010	"Troy 29"	1	1282	767	463	259	299	415	430	277	260	472	460	259	600	589	386.0	316.0
"ID"	2010	"Viola 30"	1	361	220	143	63	83	115	134	60	62	143	134	63	163	156	103.0	92.0
"ID"	2010	"Cora 31"	1	217	132	93	32	30	91	81	33	31	97	95	31	113	111	54.0	64.0
"ID"	2010	"Bovill 32"	1	175	106	55	34	39	53	45	40	43	53	53	41	77	79	50.0	36.0
"ID"	2010	"CO. TOTAL"	2	22712	12559	6736	5162	5857	5696	6173	5274	4942	6886	6434	5202	8913	8867	0.0	0.0
"ID"	2010	"Salmon"	2	1317	836	627	151	180	547	574	173	166	618	609	172	675	674	137.0	606.0
"ID"	2010	"Depot"	2	1210	717	576	108	118	524	553	116	115	560	560	115	579	578	100.0	563.0
"ID"	2010	"Brooklyn"	2	1620	1076	764	245	272	656	719	242	246	763	757	245	831	841	209.0	747.0
"ID"	2010	"North Fork"	2	300	204	144	40	44	140	134	48	42	147	137	47	159	159	40.0	141.0
"ID"	2010	"Mineral Hill"	2	44	40	27	7	5	29	26	8	7	30	27	8	31	30	8.0	24.0
"ID"	2010	"Iron Creek"	2	197	139	87	35	40	83	82	44	40	92	89	41	103	107	31.0	82.0
"ID"	2010	"Pahsimeroi"	2	80	59	47	4	6	44	46	6	6	52	53	4	49	51	5.0	46.0
"ID"	2010	"Lemhi"	2	280	194	153	26	31	140	152	25	27	159	155	30	162	158	24.0	141.0
"ID"	2010	"Junction"	2	210	164	128	26	33	109	130	25	27	133	135	21	138	141	25.0	98.0
