state	year	county	cd	g2010_REG_tv	g2010_BALL_tv	g2010_USS_rv	g2010_USS_dv	g2010_GOV_dv	g2010_GOV_rv	g2010_LTG_rv	g2010_LTG_dv	g2010_SOS_dv	g2010_SOS_rv	g2010_COM_dv	g2010_COM_rv	g2010_TRE_rv	g2010_ATG_rv	g2010_USH_dv	g2010_USH_rv
"ID"	2010	"Groveland 9"	2	1109	563	434	96	196	310	391	116	115	425	414	116	490	482	80.0	408.0
"ID"	2010	"Jamestown 10"	2	839	428	343	50	139	250	320	74	65	344	332	70	370	374	49.0	331.0
"ID"	2010	"Moreland 11"	2	588	333	262	62	113	194	234	80	81	243	246	76	274	271	66.0	251.0
"ID"	2010	"Rockford 12"	2	840	462	389	50	109	317	367	64	61	387	385	58	408	416	45.0	372.0
"ID"	2010	"Shelley 13"	2	1001	482	393	60	154	287	373	77	76	393	381	82	424	436	68.0	364.0
"ID"	2010	"Shelley 14"	2	1157	575	460	78	183	343	427	97	95	455	457	93	501	506	71.0	439.0
"ID"	2010	"Abserdeen 15"	2	956	490	391	81	165	284	331	120	102	368	365	92	423	423	84.0	365.0
"ID"	2010	"Springfield/Sterling 16"	2	359	190	155	20	44	130	150	27	30	153	159	23	172	173	18.0	150.0
"ID"	2010	"Riverside 17"	2	922	498	416	67	150	297	360	108	89	390	380	95	427	433	68.0	390.0
"ID"	2010	"Pingree 18"	2	579	309	248	49	77	210	228	61	54	244	241	57	265	268	47.0	232.0
"ID"	2010	"Wapello 19"	2	431	247	169	52	94	117	150	66	63	167	161	65	203	199	48.0	166.0
"ID"	2010	"Fort Hall 20"	2	839	303	124	165	236	48	52	230	234	57	60	231	147	140	175.0	104.0
"ID"	2010	"Shelley West 21"	2	1138	562	472	57	157	364	447	65	66	479	474	68	506	513	52.0	446.0
"ID"	2010	"Groveland 22"	2	668	339	273	52	111	202	250	68	63	266	255	71	295	303	51.0	253.0
"ID"	2010	"Blackfoot 23"	2	582	293	251	29	93	173	213	52	42	240	238	40	252	253	32.0	236.0
"ID"	2010	"Riverside 24"	2	519	259	213	35	65	174	195	42	44	207	203	46	219	218	35.0	207.0
"ID"	2010	"Moreland 25"	2	701	381	313	39	80	249	300	45	46	326	326	47	344	347	35.0	292.0
"ID"	2010	"CO. TOTAL"	2	20792	12034	9225	2182	4202	6786	8218	2837	2685	8913	8826	2669	10178	10228	2051.0	8757.0
"ID"	2010	"1 NW Ketchum"	2	870	381	152	221	276	96	125	229	201	155	118	227	229	229	191.0	176.0
"ID"	2010	"2 SW Ketchum"	2	978	368	131	226	242	112	117	217	193	149	130	208	231	230	198.0	150.0
"ID"	2010	"3 N & E Ketchum"	2	391	148	77	64	85	53	61	72	65	72	61	72	91	90	65.0	75.0
"ID"	2010	"4 S Ketchum"	2	568	205	97	99	124	77	88	103	91	105	92	100	136	130	95.0	94.0
"ID"	2010	"5 NE Blaine County"	2	634	259	111	133	171	79	99	131	113	127	95	141	172	171	109.0	129.0
"ID"	2010	"6 Hailey #1"	2	910	340	146	186	230	93	115	189	169	147	122	196	209	217	173.0	148.0
"ID"	2010	"7 Hailey #2"	2	1372	508	190	292	332	150	165	306	264	211	174	289	320	319	260.0	208.0
"ID"	2010	"8 Hailey #3"	2	1499	519	231	267	295	176	209	272	248	247	230	262	364	360	235.0	247.0
"ID"	2010	"9 Yale"	2	9	9	9	0	2	7	9	0	0	9	9	0	8	9	0.0	9.0
"ID"	2010	"10 Bellevue"	2	1541	661	334	307	355	267	296	316	285	348	318	314	465	464	276.0	344.0
"ID"	2010	"11 Gannett-Picabo"	2	414	172	121	46	64	102	118	45	42	125	120	45	135	140	39.0	120.0
"ID"	2010	"12 Carey"	2	492	261	216	33	76	168	195	41	31	222	212	40	230	229	30.0	216.0
"ID"	2010	"13 Sun Valley"	2	970	385	225	135	183	176	205	144	138	225	211	146	292	287	120.0	239.0
"ID"	2010	"14 Hailey #4"	2	1783	738	309	402	467	225	288	395	364	342	280	412	469	464	348.0	345.0
"ID"	2010	"CO. TOTAL"	2	12431	6694	3246	3213	3843	2516	2929	3257	2942	3406	2992	3276	4536	4531	2853.0	3443.0
"ID"	2010	"30 Garden Valley"	1	1292	676	507	121	148	453	495	119	118	538	503	136	560	555	226.0	383.0
"ID"	2010	"40 Horseshoe Bend"	1	942	513	409	77	103	352	399	74	80	418	387	102	433	437	181.0	275.0
"ID"	2010	"50 Idaho City"	1	743	340	222	69	91	199	217	79	73	246	221	84	256	254	131.0	141.0
"ID"	2010	"60 Lowman"	1	193	105	85	13	16	76	80	12	13	83	78	15	85	84	34.0	57.0
"ID"	2010	"70 Mores Creek"	1	1297	542	375	130	149	324	345	132	116	404	386	133	448	451	203.0	281.0
"ID"	2010	"80 Placerville"	1	250	137	95	31	43	81	93	30	36	98	84	46	103	107	74.0	48.0
"ID"	2010	"CO. TOTAL"	2	4717	2800	2022	580	717	1756	1941	607	568	2132	1973	671	2246	2253	0.0	0.0
"ID"	2010	"1 Airport"	1	867	409	284	116	129	261	269	121	116	277	253	133	312	318	199.0	178.0
"ID"	2010	"2 Algoma"	1	894	411	281	112	112	270	277	112	114	287	280	117	332	328	174.0	196.0
"ID"	2010	"3 Baldy"	1	1277	549	314	202	202	294	311	181	180	339	315	192	407	403	287.0	204.0
"ID"	2010	"4 Blue Lake"	1	142	77	63	9	16	54	55	12	12	62	59	12	63	64	26.0	41.0
"ID"	2010	"5 Careywood"	1	823	422	307	84	79	307	293	86	86	312	305	91	343	339	140.0	235.0
"ID"	2010	"6 Clark Fork"	1	773	383	267	87	90	262	260	89	93	270	259	99	310	317	136.0	193.0
"ID"	2010	"7 Cocolalla"	1	584	305	233	52	56	219	223	54	62	230	226	61	250	243	88.0	186.0
"ID"	2010	"8 Colburn"	1	1000	458	283	146	147	265	268	144	144	288	287	143	326	335	182.0	217.0
"ID"	2010	"9 Dover"	1	414	207	131	60	70	120	126	65	58	142	132	64	163	164	100.0	89.0
"ID"	2010	"10 E. Priest River"	1	816	345	243	90	109	204	222	92	97	227	231	95	280	279	168.0	135.0
"ID"	2010	"11 Edgemere"	1	1289	515	386	89	95	372	374	89	87	411	396	97	442	443	183.0	273.0
"ID"	2010	"12 Gamlin Lake"	1	543	248	158	69	68	155	155	69	68	170	164	73	186	183	96.0	111.0
"ID"	2010	"13 Grouse Creek"	1	736	389	253	114	123	234	226	121	119	241	237	120	277	274	173.0	171.0
"ID"	2010	"14 Hope"	1	725	352	195	137	142	183	194	134	122	213	196	135	257	251	195.0	142.0
"ID"	2010	"15 Humbird"	1	1028	443	241	157	156	228	232	160	154	262	250	163	313	308	209.0	181.0
"ID"	2010	"16 Kootenai"	1	1636	707	456	197	226	418	440	197	182	481	442	212	555	545	307.0	326.0
"ID"	2010	"17 Laclede"	1	394	203	142	46	50	136	139	47	48	138	137	55	168	168	77.0	89.0
"ID"	2010	"18 Lakeview"	1	64	26	20	5	4	19	20	3	4	22	23	3	24	25	5.0	12.0
"ID"	2010	"19 Lamb Creek"	1	425	183	129	53	48	128	127	50	46	129	128	50	148	153	100.0	69.0
"ID"	2010	"20 Oden"	1	501	242	173	59	60	164	167	57	63	171	165	64	191	191	97.0	133.0
"ID"	2010	"21 Oldtown"	1	1059	524	389	104	105	375	380	108	115	385	393	108	448	445	213.0	250.0
"ID"	2010	"22 Priest Lake"	1	197	78	49	26	33	37	43	29	23	52	49	25	59	56	45.0	29.0
"ID"	2010	"23 Priest River West City"	1	295	119	73	37	35	68	63	36	37	71	80	30	89	90	53.0	50.0
"ID"	2010	"24 Sagle"	1	1313	665	441	187	204	411	426	180	180	445	435	196	523	520	271.0	311.0
"ID"	2010	"25 Sandpoint"	1	925	383	183	178	193	170	178	174	166	196	177	176	254	248	223.0	113.0
"ID"	2010	"26 Selle"	1	796	366	219	124	133	192	198	131	128	212	208	134	274	272	168.0	150.0
"ID"	2010	"27 South Side"	1	180	82	66	13	10	65	62	12	11	68	66	12	70	70	20.0	57.0
"ID"	2010	"28 Spirit Valley"	1	859	436	308	94	96	290	313	92	102	324	329	96	364	366	141.0	240.0
"ID"	2010	"29 Washington"	1	1397	604	336	242	264	305	318	242	227	349	324	238	436	427	332.0	205.0
"ID"	2010	"30 West Branch"	1	305	132	96	30	31	90	90	31	32	97	97	32	112	109	43.0	79.0
"ID"	2010	"31 Westmond"	1	1027	433	311	99	101	300	299	106	97	326	312	102	351	347	177.0	224.0
"ID"	2010	"32 W. Priest River Bench"	1	387	205	152	34	35	150	147	37	34	162	158	36	165	169	69.0	102.0
"ID"	2010	"33 Wrenco"	1	299	165	122	37	43	114	114	40	41	117	121	36	137	133	65.0	86.0
"ID"	2010	"CO. TOTAL"	2	23970	14233	9372	4032	4297	8742	8998	4052	3966	9606	9285	4166	11035	10979	0.0	0.0
"ID"	2010	"1"	2	827	465	336	111	176	256	300	129	133	313	324	122	382	379	103.0	321.0
"ID"	2010	"2"	2	689	362	286	51	118	208	247	71	75	272	271	68	294	295	56.0	275.0
"ID"	2010	"3"	2	695	411	291	98	137	237	250	127	114	282	284	100	334	335	87.0	280.0
"ID"	2010	"4"	2	598	297	206	67	118	152	176	87	93	189	199	82	254	254	62.0	195.0
"ID"	2010	"5"	2	769	428	290	102	176	212	261	131	131	290	308	107	360	359	89.0	281.0
"ID"	2010	"6"	2	1716	1004	743	204	397	560	673	262	270	700	708	246	852	856	177.0	754.0
"ID"	2010	"7"	2	542	267	187	62	105	139	162	76	85	178	189	71	228	229	56.0	181.0
"ID"	2010	"8"	2	575	274	158	92	128	105	130	111	110	153	151	108	203	201	83.0	158.0
"ID"	2010	"9"	2	613	272	165	85	132	114	138	99	112	148	166	93	224	225	76.0	157.0
"ID"	2010	"10"	2	618	304	208	75	135	141	172	99	101	193	205	86	249	253	68.0	206.0
"ID"	2010	"11"	2	671	394	238	134	188	166	216	142	151	226	238	136	302	301	114.0	242.0
"ID"	2010	"12"	2	760	445	249	157	236	171	219	180	178	253	261	163	326	335	134.0	242.0
"ID"	2010	"13"	2	1377	752	584	143	333	382	488	208	191	534	527	193	620	621	143.0	559.0
"ID"	2010	"14"	2	706	461	299	139	210	222	268	161	154	297	291	151	370	368	112.0	310.0
"ID"	2010	"15"	2	1203	706	493	177	366	314	442	228	191	493	478	193	579	582	151.0	502.0
"ID"	2010	"16"	2	1222	721	515	179	327	357	446	229	194	501	473	210	584	580	154.0	511.0
"ID"	2010	"17"	2	1001	567	407	131	237	293	364	157	152	384	391	141	465	464	116.0	400.0
"ID"	2010	"18"	2	961	494	319	152	214	232	283	165	165	304	298	164	382	381	124.0	323.0
"ID"	2010	"19"	2	843	493	335	140	250	212	286	176	166	314	317	160	415	417	119.0	336.0
"ID"	2010	"20"	2	974	596	410	151	285	269	354	196	178	390	397	163	473	473	136.0	401.0
"ID"	2010	"21"	2	458	219	148	56	105	91	128	71	73	142	153	61	178	181	55.0	134.0
"ID"	2010	"22"	2	740	390	305	67	131	234	271	88	82	291	300	70	323	322	66.0	290.0
"ID"	2010	"23"	2	690	409	313	74	161	222	292	93	87	310	317	79	358	354	64.0	311.0
"ID"	2010	"24"	2	904	497	354	114	218	238	317	141	146	336	358	120	427	427	107.0	331.0
"ID"	2010	"25"	2	628	341	248	67	126	180	218	86	100	223	245	74	285	287	60.0	243.0
"ID"	2010	"26"	2	1003	597	456	115	246	320	384	163	137	441	427	145	489	491	110.0	438.0
"ID"	2010	"27"	2	1728	965	759	160	364	548	674	201	191	736	725	186	837	834	142.0	733.0
"ID"	2010	"28"	2	1538	886	662	203	384	472	580	239	220	631	594	237	714	714	177.0	658.0
"ID"	2010	"36"	2	609	359	294	52	91	250	268	68	66	282	271	73	290	291	37.0	288.0
"ID"	2010	"37"	2	752	429	333	80	169	233	291	106	98	312	301	105	324	319	81.0	304.0
"ID"	2010	"38"	2	367	216	174	32	65	129	160	44	48	166	169	42	177	179	28.0	161.0
"ID"	2010	"39"	2	890	502	411	54	148	317	377	75	70	419	416	65	449	452	51.0	386.0
"ID"	2010	"40"	2	1357	735	588	123	255	430	524	168	159	553	549	153	634	633	113.0	565.0
"ID"	2010	"41"	2	1191	664	511	125	265	358	444	161	153	493	468	161	551	548	104.0	493.0
"ID"	2010	"42"	2	536	324	261	47	98	206	235	70	57	259	249	58	275	277	41.0	249.0
"ID"	2010	"43"	2	860	490	384	67	159	289	359	84	88	388	401	71	439	444	51.0	379.0
"ID"	2010	"44"	2	669	402	310	53	132	244	297	61	71	322	325	62	347	348	46.0	305.0
"ID"	2010	"45"	2	1534	704	548	112	253	387	500	145	129	554	552	125	619	619	92.0	533.0
"ID"	2010	"46"	2	1117	502	362	101	207	253	319	144	128	352	361	114	442	443	101.0	348.0
"ID"	2010	"47"	2	947	475	379	65	167	266	340	91	98	363	375	80	432	432	61.0	366.0
"ID"	2010	"48"	2	1510	752	573	138	310	398	527	168	156	576	560	161	641	645	115.0	554.0
"ID"	2010	"49"	2	1055	541	417	78	184	307	393	93	88	436	436	88	493	494	64.0	418.0
"ID"	2010	"50"	2	1843	910	751	114	320	542	666	182	157	722	721	154	812	814	114.0	729.0
"ID"	2010	"51"	2	1309	666	527	101	227	382	467	140	117	521	525	108	555	554	93.0	507.0
"ID"	2010	"52"	2	1341	737	602	107	273	431	537	152	138	583	586	129	662	665	106.0	583.0
"ID"	2010	"53"	2	1268	739	578	100	281	401	520	131	135	571	571	136	636	643	100.0	558.0
"ID"	2010	"54"	2	476	276	224	32	61	191	216	37	40	226	235	30	248	247	19.0	224.0
"ID"	2010	"55"	2	474	244	171	62	76	149	171	58	58	183	173	67	215	213	49.0	170.0
"ID"	2010	"56"	2	28	21	15	5	5	11	15	4	5	14	15	3	18	17	4.0	15.0
"ID"	2010	"57"	2	17	9	8	0	1	6	7	0	2	4	3	2	5	6	0.0	8.0
"ID"	2010	"58"	2	1931	1014	836	113	257	699	813	143	151	836	843	138	898	900	105.0	793.0
"ID"	2010	"59"	2	672	392	311	48	105	266	302	55	43	334	318	57	342	338	43.0	298.0
"ID"	2010	"CO. TOTAL"	2	47802	29698	22073	5937	11438	16204	19755	7520	7166	21498	21449	6854	24785	24808	5280.0	21511.0
"ID"	2010	"Bonners Ferry"	1	314	181	127	44	53	116	111	48	44	125	124	41	140	141	75.0	87.0
"ID"	2010	"Copeland"	1	567	374	258	76	82	247	259	74	78	277	267	81	301	296	122.0	204.0
"ID"	2010	"Kootenai"	1	658	393	274	86	102	262	260	97	94	280	273	99	317	322	145.0	204.0
"ID"	2010	"Moyie Springs"	1	1369	847	590	162	178	577	565	177	187	619	627	178	687	685	288.0	457.0
"ID"	2010	"Naples"	1	1058	680	473	133	178	439	421	156	152	478	446	169	515	519	279.0	303.0
"ID"	2010	"North Bonners Ferry"	1	1119	620	417	143	141	412	396	138	157	435	433	153	498	491	211.0	325.0
"ID"	2010	"Valley View"	1	877	525	356	131	158	328	321	143	143	359	352	141	399	405	213.0	258.0
"ID"	2010	"CO. TOTAL"	2	5962	3620	2495	775	892	2381	2333	833	855	2573	2522	862	2857	2859	0.0	0.0
"ID"	2010	"Arco 1"	2	563	387	281	78	118	217	243	96	95	262	264	92	303	300	78.0	267.0
"ID"	2010	"Arco 2"	2	375	236	152	70	82	128	143	70	81	150	156	74	189	190	60.0	157.0
"ID"	2010	"Moore"	2	561	394	306	55	95	255	294	61	69	309	306	66	341	337	48.0	306.0
"ID"	2010	"Howe"	2	188	147	133	6	11	124	127	7	8	135	128	9	129	130	4.0	117.0
"ID"	2010	"CO. TOTAL"	2	1687	1164	872	209	306	724	807	234	253	856	854	241	962	957	190.0	847.0
"ID"	2010	"#1"	2	370	213	161	34	46	143	160	35	36	172	163	43	188	188	30.0	162.0
"ID"	2010	"#2"	2	418	248	182	40	57	162	172	49	51	186	182	50	207	211	34.0	185.0
"ID"	2010	"CO. TOTAL"	2	788	461	343	74	103	305	332	84	87	358	345	93	395	399	64.0	347.0
"ID"	2010	"1"	1	650	412	313	71	70	296	301	61	67	333	325	72	355	353	126.0	238.0
"ID"	2010	"3"	1	1626	1090	889	145	174	810	856	147	142	904	866	160	926	916	318.0	704.0
"ID"	2010	"4"	1	674	353	198	130	146	160	187	129	130	207	195	129	251	259	181.0	122.0
"ID"	2010	"5"	1	983	442	275	139	168	217	247	150	169	257	244	163	328	328	239.0	153.0
"ID"	2010	"6"	1	747	457	311	115	138	269	303	122	132	315	308	133	373	361	209.0	201.0
"ID"	2010	"7"	1	541	228	119	89	85	105	119	80	81	129	124	85	163	160	107.0	90.0
"ID"	2010	"8"	1	871	525	380	112	142	335	360	111	115	396	384	121	436	438	216.0	265.0
"ID"	2010	"9"	1	779	455	322	102	123	284	311	106	104	331	314	117	373	368	186.0	225.0
"ID"	2010	"10"	1	730	454	311	110	142	264	293	113	101	324	298	119	347	357	207.0	200.0
"ID"	2010	"11"	1	3409	1721	1204	413	487	1013	1145	421	421	1235	1182	454	1403	1403	680.0	861.0
"ID"	2010	"12"	1	1836	1084	810	200	277	715	787	223	208	834	768	241	901	898	413.0	563.0
"ID"	2010	"13"	1	1828	871	601	223	272	483	561	234	244	592	563	268	721	709	351.0	430.0
"ID"	2010	"15"	1	744	365	257	79	121	192	240	98	88	258	237	102	296	293	158.0	162.0
"ID"	2010	"18"	1	1757	1161	947	127	175	865	932	121	128	980	933	158	986	979	319.0	726.0
"ID"	2010	"19"	1	702	454	350	59	76	312	346	62	55	380	355	69	385	378	144.0	261.0
"ID"	2010	"20"	1	2069	1291	1029	195	242	921	1004	193	174	1070	991	226	1109	1101	372.0	804.0
"ID"	2010	"21"	1	1202	771	632	93	109	578	628	84	99	646	626	108	679	674	214.0	473.0
"ID"	2010	"22"	1	690	465	374	62	79	333	366	66	57	390	361	77	396	400	141.0	270.0
"ID"	2010	"23"	1	826	538	435	76	108	382	423	81	86	438	422	92	465	456	179.0	310.0
"ID"	2010	"25"	1	481	319	253	47	52	236	255	45	49	258	237	58	261	264	123.0	168.0
"ID"	2010	"27"	1	2592	1335	1049	217	270	920	998	222	229	1056	1017	255	1130	1139	390.0	805.0
"ID"	2010	"28"	1	1493	923	753	114	156	672	733	115	115	770	734	137	802	805	271.0	569.0
"ID"	2010	"29"	1	3102	1642	1212	313	366	1083	1178	301	340	1257	1209	376	1404	1408	591.0	867.0
"ID"	2010	"30"	1	2733	1458	1112	257	303	1004	1074	254	262	1141	1095	293	1232	1235	466.0	853.0
"ID"	2010	"31"	1	1813	1195	969	168	210	854	938	167	164	1006	946	211	1036	1043	380.0	708.0
"ID"	2010	"32"	1	1515	937	709	177	246	588	679	185	165	737	683	210	782	789	344.0	496.0
"ID"	2010	"33"	1	2383	1157	833	240	317	708	801	254	234	891	826	293	989	1003	437.0	594.0
"ID"	2010	"34"	1	1216	555	349	159	178	293	325	170	161	373	344	174	434	429	235.0	237.0
"ID"	2010	"35"	1	1612	869	637	172	240	520	588	194	201	636	613	208	736	729	294.0	475.0
"ID"	2010	"36"	1	1553	799	578	166	215	485	557	182	176	593	560	201	675	671	296.0	410.0
"ID"	2010	"37"	1	1541	931	732	161	238	607	684	174	159	751	706	185	799	805	298.0	552.0
"ID"	2010	"38"	1	2400	1203	886	252	303	731	852	254	241	924	866	291	1014	1014	421.0	638.0
"ID"	2010	"39"	1	2404	1469	1167	233	361	988	1111	256	234	1185	1113	277	1267	1277	503.0	848.0
"ID"	2010	"40"	1	1542	677	375	243	255	313	339	253	245	398	359	272	479	487	330.0	235.0
"ID"	2010	"41"	1	1533	947	735	175	251	581	702	182	183	740	690	218	802	797	335.0	506.0
"ID"	2010	"42"	1	769	392	242	119	141	199	213	121	129	245	243	127	304	303	172.0	171.0
"ID"	2010	"43"	1	1002	520	390	111	134	328	365	114	114	386	365	134	422	423	183.0	283.0
"ID"	2010	"44"	1	1114	585	396	155	181	323	373	161	162	406	370	180	477	486	246.0	262.0
"ID"	2010	"45"	1	1244	836	633	146	167	582	637	146	150	648	614	173	705	696	286.0	464.0
"ID"	2010	"46"	1	2069	1123	847	212	265	736	819	213	210	868	833	237	958	949	369.0	631.0
"ID"	2010	"47"	1	1638	932	678	215	260	551	636	218	206	697	638	248	774	783	375.0	462.0
"ID"	2010	"48"	1	1371	809	611	152	190	534	579	158	159	624	582	190	674	670	280.0	429.0
"ID"	2010	"49"	1	1900	1129	860	228	286	724	811	247	218	881	808	266	958	960	404.0	632.0
"ID"	2010	"50"	1	2052	1155	889	213	262	778	861	213	196	918	869	226	971	993	394.0	660.0
"ID"	2010	"51"	1	1221	720	570	107	148	480	543	108	113	583	551	136	613	606	259.0	386.0
"ID"	2010	"52"	1	991	580	471	66	91	423	472	63	77	481	460	89	502	501	190.0	313.0
"ID"	2010	"54"	1	999	684	545	105	127	483	548	98	93	575	531	125	594	587	231.0	396.0
"ID"	2010	"55"	1	903	588	487	74	102	437	465	83	72	500	462	95	505	512	180.0	359.0
"ID"	2010	"56"	1	2334	1525	1231	197	242	1099	1230	179	209	1258	1210	235	1298	1277	473.0	915.0
"ID"	2010	"57"	1	562	384	295	54	64	254	275	50	56	307	295	61	323	316	122.0	204.0
"ID"	2010	"59"	1	2853	1701	1326	282	399	1133	1243	310	298	1343	1276	334	1398	1414	566.0	997.0
"ID"	2010	"60"	1	1636	1104	870	168	248	752	846	159	157	910	864	191	961	962	320.0	702.0
"ID"	2010	"62"	1	1193	710	553	122	135	498	540	129	119	565	530	138	604	599	281.0	356.0
"ID"	2010	"CO. TOTAL"	2	78428	45030	34000	8360	10537	29431	32679	8580	8497	34930	32995	9738	37776	37763	0.0	0.0
"ID"	2010	"Soda #1"	2	755	354	274	58	115	222	250	74	67	275	270	62	313	319	63.0	266.0
"ID"	2010	"Soda #2"	2	656	332	250	52	119	193	233	68	71	255	262	63	296	290	47.0	253.0
"ID"	2010	"Soda #3"	2	454	219	171	31	75	132	153	48	39	168	160	45	194	191	30.0	166.0
"ID"	2010	"Soda #4"	2	363	200	169	29	70	122	145	42	30	160	164	28	176	178	28.0	160.0
"ID"	2010	"Grace #1"	2	689	408	310	70	137	247	289	82	79	318	320	76	370	368	70.0	305.0
"ID"	2010	"Grace #2"	2	406	200	166	19	54	133	157	23	25	166	165	29	186	184	16.0	165.0
"ID"	2010	"Bancroft"	2	477	282	242	26	62	200	225	38	33	241	241	31	263	262	26.0	233.0
"ID"	2010	"Wayan"	2	44	29	28	1	8	20	27	1	2	26	27	1	28	28	1.0	28.0
"ID"	2010	"Freedom"	2	76	45	33	0	9	25	31	1	3	40	37	2	43	42	0.0	31.0
"ID"	2010	"CO. TOTAL"	2	3920	2293	1819	323	721	1434	1669	421	382	1836	1823	379	2066	2061	313.0	1787.0
"ID"	2010	"101 Burley 1"	2	254	103	67	29	30	65	62	34	37	64	66	34	88	85	27.0	64.0
"ID"	2010	"102 Burley 2"	2	308	134	103	27	35	89	93	29	23	108	103	27	120	117	21.0	95.0
"ID"	2010	"103 Burley 3"	2	639	307	251	35	61	220	226	53	47	248	249	46	256	253	32.0	243.0
"ID"	2010	"104 Burley 4"	2	675	381	316	44	82	258	299	58	47	318	313	55	332	328	42.0	302.0
"ID"	2010	"105 Burley 5"	2	606	299	236	41	57	202	232	43	44	246	248	42	260	262	34.0	228.0
"ID"	2010	"106 Burley 6"	2	762	371	290	52	73	261	279	60	58	301	288	69	322	326	51.0	280.0
"ID"	2010	"107 Burley 7"	2	207	89	62	19	27	57	60	25	23	61	60	27	75	75	22.0	55.0
"ID"	2010	"108 Albion"	2	325	214	175	25	38	157	169	31	29	180	179	30	181	181	23.0	157.0
"ID"	2010	"109 Almo"	2	109	75	70	4	5	69	70	4	3	70	71	3	72	71	2.0	68.0
"ID"	2010	"110 Bridge"	2	42	32	27	3	5	27	27	1	4	28	30	1	27	26	1.0	29.0
"ID"	2010	"111 Declo"	2	689	417	364	28	57	325	360	30	33	369	365	34	368	369	23.0	351.0
"ID"	2010	"112 Elba"	2	115	73	67	0	10	50	55	6	4	67	65	6	65	60	3.0	64.0
"ID"	2010	"113 Grandview"	2	453	243	221	12	25	198	214	16	15	224	223	16	225	224	11.0	214.0
"ID"	2010	"114 Heglar-Yale"	2	100	66	63	2	5	58	59	3	3	62	61	5	61	62	2.0	57.0
"ID"	2010	"115 Jackson"	2	205	121	106	12	20	96	102	13	14	104	102	13	108	106	10.0	97.0
"ID"	2010	"116 Malta"	2	314	187	162	15	27	149	158	19	16	167	164	18	179	175	13.0	160.0
"ID"	2010	"117 Oakley 1"	2	305	197	179	7	23	159	170	16	15	174	170	18	177	174	10.0	173.0
"ID"	2010	"118 Oakley 2"	2	420	246	220	11	31	198	219	14	17	221	223	18	223	225	12.0	220.0
"ID"	2010	"119 Parsons"	2	72	47	44	2	5	35	44	0	1	44	41	2	41	40	2.0	41.0
"ID"	2010	"120 Pella"	2	317	190	164	12	27	152	160	15	14	171	171	13	171	170	15.0	158.0
"ID"	2010	"121 Springdale"	2	589	335	296	24	49	253	286	28	22	301	298	24	304	299	23.0	284.0
"ID"	2010	"122 Starrahs Ferry"	2	954	556	475	42	80	418	460	59	52	490	482	58	512	512	41.0	460.0
"ID"	2010	"123 Sublett"	2	44	35	30	1	3	30	28	1	4	27	31	1	32	30	1.0	30.0
"ID"	2010	"124 Unity"	2	661	377	330	27	55	291	322	33	28	338	331	35	345	331	25.0	309.0
"ID"	2010	"125 View"	2	222	132	126	5	5	117	120	7	8	122	122	8	121	118	6.0	114.0
"ID"	2010	"CO. TOTAL"	2	9387	5667	4789	537	929	4250	4599	675	627	4866	4803	678	5037	4978	509.0	4599.0
"ID"	2010	"#1"	2	176	137	104	18	34	81	93	22	20	98	102	21	109	114	15.0	100.0
"ID"	2010	"#2"	2	108	92	77	10	26	58	61	19	18	67	69	13	69	71	11.0	71.0
"ID"	2010	"#3"	2	141	120	102	12	31	88	98	17	18	106	100	18	109	107	8.0	103.0
"ID"	2010	"CO. TOTAL"	2	425	349	283	40	91	227	252	58	56	271	271	52	287	292	34.0	274.0
"ID"	2010	"1 Orofino"	1	684	285	195	70	92	160	174	87	79	196	181	88	229	224	123.0	135.0
"ID"	2010	"2 Orofino"	1	590	340	241	85	102	203	218	99	88	238	220	97	255	258	133.0	179.0
"ID"	2010	"3 Orofino"	1	676	341	224	85	113	188	210	95	87	234	84	223	240	238	144.0	152.0
"ID"	2010	"4 Orofino"	1	414	207	156	41	49	137	149	45	43	153	149	45	174	170	72.0	113.0
"ID"	2010	"5 Orofino"	1	604	321	217	76	113	161	196	94	93	209	210	94	252	246	145.0	140.0
"ID"	2010	"6 Fraser"	1	84	56	47	7	15	36	40	11	11	41	44	8	43	45	21.0	25.0
"ID"	2010	"7 Greer"	1	47	28	7	17	17	7	7	14	18	9	10	18	18	15	16.0	7.0
"ID"	2010	"8 Teakean"	1	219	132	97	25	24	97	95	27	27	98	96	27	107	105	38.0	83.0
"ID"	2010	"9 Weippe"	1	615	321	242	50	62	224	220	70	71	241	232	72	261	257	118.0	156.0
"ID"	2010	"10 Headquarters"	1	20	14	10	3	3	9	10	3	3	10	11	3	12	11	4.0	8.0
"ID"	2010	"11 Ahsahka"	1	347	170	117	43	47	98	109	45	50	109	108	46	129	131	73.0	88.0
"ID"	2010	"12 Pierce"	1	336	189	134	36	36	138	133	40	46	136	141	43	156	153	70.0	94.0
"ID"	2010	"13 Elk River"	1	108	64	40	17	22	35	30	27	23	39	42	20	52	53	30.0	26.0
"ID"	2010	"14 Grangemont"	1	111	91	55	25	32	45	48	27	21	58	51	25	62	59	43.0	29.0
"ID"	2010	"CO. TOTAL"	2	4855	2993	2049	712	891	1768	1887	832	801	2037	1841	953	2299	2270	0.0	0.0
"ID"	2010	"Challis 1"	2	610	291	208	49	56	196	196	47	45	234	230	46	246	243	39.0	195.0
"ID"	2010	"Mackay"	2	362	190	123	48	69	102	113	54	57	121	121	57	149	151	47.0	121.0
