state	year	county_name	town_name	county	town	ward	cd	precinct	g2004_BALL_tv	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv
"MI"	2004	"ALLEGAN"	"FENNVILLE CITY"	3	54	0	2	1	443	201	235	440	146	265	422
"MI"	2004	"ALLEGAN"	"HOLLAND CITY"	3	56	0	2	901	708	176	618	799	127	652	789
"MI"	2004	"ALLEGAN"	"HOLLAND CITY"	3	56	4	2	2	708	194	501	704	132	559	703
"MI"	2004	"ALLEGAN"	"HOLLAND CITY"	3	56	5	2	1	532	180	345	531	124	389	523
"MI"	2004	"ALLEGAN"	"HOLLAND CITY"	3	56	5	2	2	734	182	542	729	121	587	723
"MI"	2004	"ALLEGAN"	"HOLLAND CITY"	3	56	5	2	3	691	209	473	690	136	526	675
"MI"	2004	"ALLEGAN"	"OTSEGO CITY"	3	58	0	6	1	1742	832	892	1742	521	1138	1693
"MI"	2004	"ALLEGAN"	"PLAINWELL CITY"	3	60	0	6	1	1825	881	919	1817	607	1091	1738
"MI"	2004	"ALLEGAN"	"SAUGATUCK CITY"	3	62	0	2	1	710	389	311	710	303	382	701
"MI"	2004	"ALLEGAN"	"SOUTH HAVEN CITY"	3	63	0	6	1	7	3	4	7	2	5	7
"MI"	2004	"ALLEGAN"	"WAYLAND CITY"	3	64	0	6	1	1842	709	1096	1835	586	1114	1748
"MI"	2004	"ALLEGAN"	"{Statistical Adjustments}"	3	9999	0		9999	5	0	0	0	0	0	0
"MI"	2004	"ALPENA"	"ALPENA TOWNSHIP"	4	2	0	1	1	709	337	364	706	525	160	694
"MI"	2004	"ALPENA"	"ALPENA TOWNSHIP"	4	2	0	1	2	909	460	435	903	699	181	892
"MI"	2004	"ALPENA"	"ALPENA TOWNSHIP"	4	2	0	1	3	931	419	496	924	690	212	907
"MI"	2004	"ALPENA"	"ALPENA TOWNSHIP"	4	2	0	1	4	578	291	284	577	448	109	567
"MI"	2004	"ALPENA"	"ALPENA TOWNSHIP"	4	2	0	1	5	851	417	421	847	641	174	828
"MI"	2004	"ALPENA"	"ALPENA TOWNSHIP"	4	2	0	1	901	168	98	69	168	126	37	163
"MI"	2004	"ALPENA"	"ALPENA TOWNSHIP"	4	2	0	1	902	272	167	98	269	213	45	260
"MI"	2004	"ALPENA"	"ALPENA TOWNSHIP"	4	2	0	1	903	241	129	108	238	179	53	233
"MI"	2004	"ALPENA"	"ALPENA TOWNSHIP"	4	2	0	1	904	151	91	59	150	114	34	148
"MI"	2004	"ALPENA"	"ALPENA TOWNSHIP"	4	2	0	1	905	209	85	119	205	133	68	202
"MI"	2004	"ALPENA"	"GREEN TOWNSHIP"	4	4	0	1	1	634	278	345	630	434	168	608
"MI"	2004	"ALPENA"	"LONG RAPIDS TOWNSHIP"	4	6	0	1	1	267	93	172	266	179	80	260
"MI"	2004	"ALPENA"	"LONG RAPIDS TOWNSHIP"	4	6	0	1	2	259	153	101	255	191	58	250
"MI"	2004	"ALPENA"	"MAPLE RIDGE TOWNSHIP"	4	8	0	1	1	822	410	405	821	603	193	805
"MI"	2004	"ALPENA"	"OSSINEKE TOWNSHIP"	4	10	0	1	1	852	318	525	849	525	294	828
"MI"	2004	"ALPENA"	"SANBORN TOWNSHIP"	4	12	0	1	1	1083	467	598	1074	792	250	1057
"MI"	2004	"ALPENA"	"WELLINGTON TOWNSHIP"	4	14	0	1	1	136	43	89	134	85	47	134
"MI"	2004	"ALPENA"	"WILSON TOWNSHIP"	4	16	0	1	1	1043	405	622	1040	679	335	1024
"MI"	2004	"ALPENA"	"ALPENA CITY"	4	52	0	1	1	613	380	221	606	502	96	601
"MI"	2004	"ALPENA"	"ALPENA CITY"	4	52	0	1	2	695	410	276	694	569	101	681
"MI"	2004	"ALPENA"	"ALPENA CITY"	4	52	0	1	3	974	500	458	968	730	204	951
"MI"	2004	"ALPENA"	"ALPENA CITY"	4	52	0	1	4	942	462	461	935	712	196	920
"MI"	2004	"ALPENA"	"ALPENA CITY"	4	52	0	1	5	973	484	474	966	718	221	953
"MI"	2004	"ALPENA"	"ALPENA CITY"	4	52	0	1	6	991	510	465	986	741	219	977
"MI"	2004	"ANTRIM"	"BANKS TOWNSHIP"	5	2	0	1	1	1005	315	673	999	467	494	982
"MI"	2004	"ANTRIM"	"CENTRAL LAKE TOWNSHIP"	5	4	0	1	1	1357	492	829	1345	682	589	1314
"MI"	2004	"ANTRIM"	"CHESTONIA TOWNSHIP"	5	6	0	1	1	276	111	157	272	163	97	267
"MI"	2004	"ANTRIM"	"CUSTER TOWNSHIP"	5	8	0	1	1	597	186	400	591	292	275	581
"MI"	2004	"ANTRIM"	"ECHO TOWNSHIP"	5	10	0	1	1	484	207	256	469	280	171	461
"MI"	2004	"ANTRIM"	"ELK RAPIDS TOWNSHIP"	5	12	0	1	1	1848	694	1088	1797	962	777	1774
"MI"	2004	"ANTRIM"	"FOREST HOME TOWNSHIP"	5	14	0	1	1	1295	446	835	1292	672	540	1266
"MI"	2004	"ANTRIM"	"HELENA TOWNSHIP"	5	16	0	1	1	713	293	399	702	412	259	691
"MI"	2004	"ANTRIM"	"JORDAN TOWNSHIP"	5	18	0	1	1	446	205	227	441	253	161	431
"MI"	2004	"ANTRIM"	"KEARNEY TOWNSHIP"	5	20	0	1	1	1037	337	680	1023	492	448	985
"MI"	2004	"ANTRIM"	"MANCELONA TOWNSHIP"	5	22	0	1	1	748	294	420	720	437	250	703
"MI"	2004	"ANTRIM"	"MANCELONA TOWNSHIP"	5	22	0	1	2	879	337	478	832	491	307	817
"MI"	2004	"ANTRIM"	"MILTON TOWNSHIP"	5	24	0	1	1	1584	564	951	1538	792	700	1513
"MI"	2004	"ANTRIM"	"STAR TOWNSHIP"	5	26	0	1	1	464	172	276	460	258	171	437
"MI"	2004	"ANTRIM"	"TORCH LAKE TOWNSHIP"	5	28	0	1	1	965	348	603	955	469	465	944
"MI"	2004	"ANTRIM"	"WARNER TOWNSHIP"	5	30	0	1	1	185	71	107	183	111	64	180
"MI"	2004	"ARENAC"	"ADAMS TOWNSHIP"	6	2	0	1	1	237	89	144	235	103	100	207
"MI"	2004	"ARENAC"	"ARENAC TOWNSHIP"	6	4	0	1	1	472	253	207	467	266	150	428
"MI"	2004	"ARENAC"	"AU GRES TOWNSHIP"	6	6	0	1	1	627	301	320	623	319	244	579
"MI"	2004	"ARENAC"	"CLAYTON TOWNSHIP"	6	8	0	1	1	462	248	210	460	259	149	421
"MI"	2004	"ARENAC"	"DEEP RIVER TOWNSHIP"	6	10	0	1	1	1132	631	486	1123	681	328	1032
"MI"	2004	"ARENAC"	"LINCOLN TOWNSHIP"	6	12	0	1	1	458	245	210	457	247	167	420
"MI"	2004	"ARENAC"	"MASON TOWNSHIP"	6	14	0	1	1	385	189	190	382	194	151	353
"MI"	2004	"ARENAC"	"MOFFATT TOWNSHIP"	6	16	0	1	1	628	311	307	627	351	217	590
"MI"	2004	"ARENAC"	"SIMS TOWNSHIP"	6	18	0	1	1	743	315	416	738	341	346	697
"MI"	2004	"ARENAC"	"STANDISH TOWNSHIP"	6	20	0	1	1	973	543	420	968	577	306	901
"MI"	2004	"ARENAC"	"TURNER TOWNSHIP"	6	22	0	1	1	299	131	164	297	135	126	267
"MI"	2004	"ARENAC"	"WHITNEY TOWNSHIP"	6	24	0	1	1	606	248	348	603	282	269	564
"MI"	2004	"ARENAC"	"AU GRES CITY"	6	52	0	1	1	475	198	268	471	223	205	436
"MI"	2004	"ARENAC"	"OMER CITY"	6	54	1	1	1	142	80	60	142	81	42	128
"MI"	2004	"ARENAC"	"STANDISH CITY"	6	56	1	1	1	184	96	84	182	116	50	167
"MI"	2004	"ARENAC"	"STANDISH CITY"	6	56	2	1	1	256	106	145	255	133	102	239
"MI"	2004	"ARENAC"	"STANDISH CITY"	6	56	3	1	1	186	92	92	186	98	72	173
"MI"	2004	"BARAGA"	"ARVON TOWNSHIP"	7	2	0	1	1	320	140	172	317	193	102	313
"MI"	2004	"BARAGA"	"BARAGA TOWNSHIP"	7	4	0	1	1	489	254	222	485	300	125	435
"MI"	2004	"BARAGA"	"BARAGA TOWNSHIP"	7	4	0	1	2	212	70	134	210	103	85	191
"MI"	2004	"BARAGA"	"BARAGA TOWNSHIP"	7	4	0	1	3	129	51	77	129	70	48	119
"MI"	2004	"BARAGA"	"BARAGA TOWNSHIP"	7	4	0	1	4	151	56	91	148	93	39	135
"MI"	2004	"BARAGA"	"BARAGA TOWNSHIP"	7	4	0	1	901	197	95	89	188	113	61	180
"MI"	2004	"BARAGA"	"COVINGTON TOWNSHIP"	7	6	0	1	1	313	132	174	311	198	90	301
"MI"	2004	"BARAGA"	"LANSE TOWNSHIP"	7	8	0	1	1	0	179	214	397	270	101	387
"MI"	2004	"BARAGA"	"LANSE TOWNSHIP"	7	8	0	1	1	0	231	236	470	340	114	466
"MI"	2004	"BARAGA"	"LANSE TOWNSHIP"	7	8	0	1	1	1767	362	487	857	569	256	845
"MI"	2004	"BARAGA"	"SPURR TOWNSHIP"	7	10	0	1	1	175	90	81	172	124	44	171
"MI"	2004	"BARRY"	"ASSYRIA TOWNSHIP"	8	2	0	3	1	1040	399	627	1037	355	597	1001
"MI"	2004	"BARRY"	"BALTIMORE TOWNSHIP"	8	4	0	3	1	978	378	574	969	294	582	921
"MI"	2004	"BARRY"	"BARRY TOWNSHIP"	8	6	0	3	1	838	286	545	836	221	543	790
"MI"	2004	"BARRY"	"BARRY TOWNSHIP"	8	6	0	3	2	997	437	542	993	376	530	948
"MI"	2004	"BARRY"	"CARLTON TOWNSHIP"	8	8	0	3	1	1284	401	854	1280	297	889	1232
"MI"	2004	"BARRY"	"CASTLETON TOWNSHIP"	8	10	0	3	1	1433	615	789	1423	493	814	1370
"MI"	2004	"BARRY"	"HASTINGS TOWNSHIP"	8	12	0	3	1	1540	618	901	1534	484	959	1483
"MI"	2004	"BARRY"	"HOPE TOWNSHIP"	8	14	0	3	1	1686	737	922	1679	648	925	1627
"MI"	2004	"BARRY"	"IRVING TOWNSHIP"	8	16	0	3	1	427	95	323	426	72	316	403
"MI"	2004	"BARRY"	"IRVING TOWNSHIP"	8	16	0	3	2	1118	334	771	1115	247	807	1081
"MI"	2004	"BARRY"	"JOHNSTOWN TOWNSHIP"	8	18	0	3	1	1645	668	968	1642	611	926	1579
"MI"	2004	"BARRY"	"MAPLE GROVE TOWNSHIP"	8	20	0	3	1	788	279	500	785	225	480	741
"MI"	2004	"BARRY"	"ORANGEVILLE TOWNSHIP"	8	22	0	3	1	1671	685	969	1669	569	962	1591
"MI"	2004	"BARRY"	"PRAIRIEVILLE TOWNSHIP"	8	24	0	3	1	1009	446	542	1003	359	543	945
"MI"	2004	"BARRY"	"PRAIRIEVILLE TOWNSHIP"	8	24	0	3	2	935	447	478	932	361	485	875
"MI"	2004	"BARRY"	"RUTLAND TOWNSHIP"	8	26	0	3	1	2136	824	1291	2129	588	1408	2049
"MI"	2004	"BARRY"	"THORNAPPLE TOWNSHIP"	8	28	0	3	1	1973	536	1410	1967	419	1464	1915
"MI"	2004	"BARRY"	"THORNAPPLE TOWNSHIP"	8	28	0	3	2	1881	565	1298	1881	434	1345	1828
"MI"	2004	"BARRY"	"WOODLAND TOWNSHIP"	8	30	0	3	1	1152	382	756	1149	310	774	1117
"MI"	2004	"BARRY"	"YANKEE SPRINGS TOWNSHIP"	8	32	0	3	1	1353	412	923	1349	346	933	1313
"MI"	2004	"BARRY"	"YANKEE SPRINGS TOWNSHIP"	8	32	0	3	2	1083	304	764	1080	240	784	1048
"MI"	2004	"BARRY"	"HASTINGS CITY"	8	52	1	3	1	1053	437	600	1048	317	677	1010
"MI"	2004	"BARRY"	"HASTINGS CITY"	8	52	2	3	1	826	379	434	825	280	501	801
"MI"	2004	"BARRY"	"HASTINGS CITY"	8	52	3	3	1	700	308	381	697	228	411	662
"MI"	2004	"BARRY"	"HASTINGS CITY"	8	52	4	3	1	826	340	476	824	251	514	800
"MI"	2004	"BAY"	"BANGOR TOWNSHIP"	9	2	0	5	1	809	379	392	785	427	293	739
"MI"	2004	"BAY"	"BANGOR TOWNSHIP"	9	2	0	5	2	714	368	336	711	410	244	674
"MI"	2004	"BAY"	"BANGOR TOWNSHIP"	9	2	0	5	3	884	457	416	881	516	285	822
"MI"	2004	"BAY"	"BANGOR TOWNSHIP"	9	2	0	5	4	748	414	329	748	469	225	704
"MI"	2004	"BAY"	"BANGOR TOWNSHIP"	9	2	0	5	5	1023	526	480	1019	599	330	953
"MI"	2004	"BAY"	"BANGOR TOWNSHIP"	9	2	0	5	6	751	369	375	750	432	268	711
"MI"	2004	"BAY"	"BANGOR TOWNSHIP"	9	2	0	5	7	343	188	150	341	213	109	323
"MI"	2004	"BAY"	"BANGOR TOWNSHIP"	9	2	0	5	8	797	420	371	796	474	261	743
"MI"	2004	"BAY"	"BANGOR TOWNSHIP"	9	2	0	5	901	2070	1112	930	2058	1278	697	2003
"MI"	2004	"BAY"	"BEAVER TOWNSHIP"	9	4	0	1	1	1516	691	792	1499	793	572	1386
"MI"	2004	"BAY"	"FRANKENLUST TOWNSHIP"	9	6	0	5	1	1842	672	1146	1832	792	915	1731
"MI"	2004	"BAY"	"FRASER TOWNSHIP"	9	8	0	1	1	934	517	400	921	541	301	855
"MI"	2004	"BAY"	"FRASER TOWNSHIP"	9	8	0	1	2	857	475	368	850	514	270	798
"MI"	2004	"BAY"	"GARFIELD TOWNSHIP"	9	10	0	1	1	954	542	391	948	580	271	880
"MI"	2004	"BAY"	"GIBSON TOWNSHIP"	9	12	0	1	1	564	293	261	559	317	198	526
"MI"	2004	"BAY"	"HAMPTON TOWNSHIP"	9	14	0	5	1	504	274	226	503	286	183	478
"MI"	2004	"BAY"	"HAMPTON TOWNSHIP"	9	14	0	5	2	768	394	363	764	433	278	719
"MI"	2004	"BAY"	"HAMPTON TOWNSHIP"	9	14	0	5	3	724	370	346	720	440	229	678
"MI"	2004	"BAY"	"HAMPTON TOWNSHIP"	9	14	0	5	4	545	326	209	543	346	166	523
"MI"	2004	"BAY"	"HAMPTON TOWNSHIP"	9	14	0	5	5	820	461	347	819	501	239	756
"MI"	2004	"BAY"	"HAMPTON TOWNSHIP"	9	14	0	5	6	357	223	129	355	245	86	341
"MI"	2004	"BAY"	"HAMPTON TOWNSHIP"	9	14	0	5	901	1423	817	565	1397	932	409	1353
"MI"	2004	"BAY"	"KAWKAWLIN TOWNSHIP"	9	16	0	1	1	1515	786	711	1509	881	477	1396
"MI"	2004	"BAY"	"KAWKAWLIN TOWNSHIP"	9	16	0	1	2	1168	591	560	1164	678	398	1087
"MI"	2004	"BAY"	"MERRITT TOWNSHIP"	9	18	0	5	1	847	406	430	842	465	327	804
"MI"	2004	"BAY"	"MONITOR TOWNSHIP"	9	20	0	6	1	507	288	213	505	314	172	490
"MI"	2004	"BAY"	"MONITOR TOWNSHIP"	9	20	0	5	2	1036	495	533	1033	553	402	967
"MI"	2004	"BAY"	"MONITOR TOWNSHIP"	9	20	0	6	3	817	333	474	814	376	354	746
"MI"	2004	"BAY"	"MONITOR TOWNSHIP"	9	20	0	5	4	644	291	342	641	348	245	601
"MI"	2004	"BAY"	"MONITOR TOWNSHIP"	9	20	0	6	5	825	377	434	824	433	293	745
"MI"	2004	"BAY"	"MONITOR TOWNSHIP"	9	20	0	5	6	505	227	276	505	272	204	480
"MI"	2004	"BAY"	"MONITOR TOWNSHIP"	9	20	0	6	901	1920	959	927	1895	1109	702	1824
"MI"	2004	"BAY"	"MOUNT FOREST TOWNSHIP"	9	22	0	1	1	758	401	337	753	422	261	700
"MI"	2004	"BAY"	"PINCONNING TOWNSHIP"	9	24	0	6	1	1337	686	628	1326	772	451	1245
"MI"	2004	"BAY"	"PORTSMOUTH TOWNSHIP"	9	26	0	5	1	814	415	389	809	521	231	767
"MI"	2004	"BAY"	"PORTSMOUTH TOWNSHIP"	9	26	0	5	2	668	354	299	663	414	197	625
"MI"	2004	"BAY"	"PORTSMOUTH TOWNSHIP"	9	26	0	5	3	552	320	224	547	372	139	519
"MI"	2004	"BAY"	"WILLIAMS TOWNSHIP"	9	28	0	1	1	1341	583	735	1331	684	533	1246
"MI"	2004	"BAY"	"WILLIAMS TOWNSHIP"	9	28	0	1	2	936	465	456	933	521	337	883
"MI"	2004	"BAY"	"WILLIAMS TOWNSHIP"	9	28	0	1	3	451	192	255	449	217	190	411
"MI"	2004	"BAY"	"AUBURN CITY"	9	52	0	1	1	1191	537	641	1185	626	462	1103
"MI"	2004	"BAY"	"BAY CITY"	9	54	0	5	901	1113	687	404	1097	751	303	1079
"MI"	2004	"BAY"	"BAY CITY"	9	54	0	5	902	1124	746	350	1106	825	248	1088
"MI"	2004	"BAY"	"BAY CITY"	9	54	0	5	903	993	665	309	981	699	242	958
"MI"	2004	"BAY"	"BAY CITY"	9	54	1	5	1	390	261	123	387	250	95	364
"MI"	2004	"BAY"	"BAY CITY"	9	54	1	5	2	548	355	187	548	377	140	522
"MI"	2004	"BAY"	"BAY CITY"	9	54	1	5	3	531	298	227	530	309	185	505
"MI"	2004	"BAY"	"BAY CITY"	9	54	2	5	1	431	281	139	431	274	123	413
"MI"	2004	"BAY"	"BAY CITY"	9	54	2	5	2	675	420	246	673	433	196	644
"MI"	2004	"BAY"	"BAY CITY"	9	54	2	5	3	538	247	287	538	266	234	509
"MI"	2004	"BAY"	"BAY CITY"	9	54	3	5	1	358	235	114	355	245	88	344
"MI"	2004	"BAY"	"BAY CITY"	9	54	3	5	2	419	290	124	419	296	92	400
"MI"	2004	"BAY"	"BAY CITY"	9	54	3	5	3	496	298	192	496	308	154	471
"MI"	2004	"BAY"	"BAY CITY"	9	54	4	5	1	419	320	89	418	324	66	404
"MI"	2004	"BAY"	"BAY CITY"	9	54	4	5	2	427	292	130	427	307	81	400
"MI"	2004	"BAY"	"BAY CITY"	9	54	4	5	3	574	343	226	572	378	156	544
"MI"	2004	"BAY"	"BAY CITY"	9	54	5	5	1	604	374	216	601	400	146	562
"MI"	2004	"BAY"	"BAY CITY"	9	54	5	5	2	497	283	209	495	330	132	466
"MI"	2004	"BAY"	"BAY CITY"	9	54	5	5	3	495	334	154	492	368	94	471
"MI"	2004	"BAY"	"BAY CITY"	9	54	6	5	1	383	219	160	382	239	111	360
"MI"	2004	"BAY"	"BAY CITY"	9	54	6	5	2	534	345	185	533	367	129	518
"MI"	2004	"BAY"	"BAY CITY"	9	54	6	5	3	549	361	182	548	374	139	525
"MI"	2004	"BAY"	"BAY CITY"	9	54	7	5	1	428	260	163	427	269	125	407
"MI"	2004	"BAY"	"BAY CITY"	9	54	7	5	2	591	321	258	590	345	195	556
"MI"	2004	"BAY"	"BAY CITY"	9	54	7	5	3	574	332	232	572	358	171	543
"MI"	2004	"BAY"	"BAY CITY"	9	54	8	5	1	435	283	142	435	301	103	413
"MI"	2004	"BAY"	"BAY CITY"	9	54	8	5	2	455	274	172	453	289	120	421
"MI"	2004	"BAY"	"BAY CITY"	9	54	8	5	3	612	363	240	607	392	185	582
"MI"	2004	"BAY"	"BAY CITY"	9	54	9	5	1	548	349	190	545	375	132	521
"MI"	2004	"BAY"	"BAY CITY"	9	54	9	5	2	498	320	175	497	343	121	473
"MI"	2004	"BAY"	"BAY CITY"	9	54	9	5	3	478	294	180	477	328	116	452
"MI"	2004	"BAY"	"ESSEXVILLE CITY"	9	56	0	5	1	1098	560	516	1090	632	394	1048
"MI"	2004	"BAY"	"ESSEXVILLE CITY"	9	56	0	5	2	1118	623	473	1111	704	347	1066
"MI"	2004	"BAY"	"MIDLAND CITY"	9	58	1	1	6	65	28	10	38	0	0	57
"MI"	2004	"BAY"	"PINCONNING CITY"	9	60	0	1	1	640	377	249	635	399	186	594
"MI"	2004	"BENZIE"	"ALMIRA TOWNSHIP"	10	2	0	2	1	1540	563	945	1523	449	898	1360
"MI"	2004	"BENZIE"	"ALMIRA TOWNSHIP"	10	2	0	2	901	326	149	173	324	122	186	309
"MI"	2004	"BENZIE"	"BENZONIA TOWNSHIP"	10	4	0	2	1	1201	564	604	1186	427	603	1040
"MI"	2004	"BENZIE"	"BENZONIA TOWNSHIP"	10	4	0	2	901	514	247	260	511	194	292	487
"MI"	2004	"BENZIE"	"BLAINE TOWNSHIP"	10	6	0	2	1	287	100	183	287	81	172	255
"MI"	2004	"BENZIE"	"BLAINE TOWNSHIP"	10	6	0	2	901	83	44	36	82	37	40	77
"MI"	2004	"BENZIE"	"COLFAX TOWNSHIP"	10	8	0	2	1	310	150	157	307	119	146	265
"MI"	2004	"BENZIE"	"CRYSTAL LAKE TOWNSHIP"	10	10	0	2	1	480	238	231	474	174	243	421
"MI"	2004	"BENZIE"	"CRYSTAL LAKE TOWNSHIP"	10	10	0	2	901	218	102	113	215	86	122	208
"MI"	2004	"BENZIE"	"GILMORE TOWNSHIP"	10	12	0	2	1	379	201	174	377	157	159	321
"MI"	2004	"BENZIE"	"GILMORE TOWNSHIP"	10	12	0	2	901	92	65	23	90	59	28	87
"MI"	2004	"BENZIE"	"HOMESTEAD TOWNSHIP"	10	14	0	2	1	900	387	494	895	290	460	770
"MI"	2004	"BENZIE"	"HOMESTEAD TOWNSHIP"	10	14	0	2	901	243	115	120	237	93	125	219
"MI"	2004	"BENZIE"	"INLAND TOWNSHIP"	10	16	0	2	1	751	283	447	747	219	428	655
"MI"	2004	"BENZIE"	"INLAND TOWNSHIP"	10	16	0	2	901	182	74	95	169	54	103	158
"MI"	2004	"BENZIE"	"JOYFIELD TOWNSHIP"	10	18	0	2	1	412	195	211	409	147	208	360
"MI"	2004	"BENZIE"	"LAKE TOWNSHIP"	10	20	0	2	1	340	158	179	338	118	194	313
"MI"	2004	"BENZIE"	"LAKE TOWNSHIP"	10	20	0	2	901	282	111	167	279	89	176	270
"MI"	2004	"BENZIE"	"PLATTE TOWNSHIP"	10	22	0	2	1	209	101	104	207	79	98	181
"MI"	2004	"BENZIE"	"WELDON TOWNSHIP"	10	24	0	2	1	287	98	180	286	72	179	258
"MI"	2004	"BENZIE"	"FRANKFORT CITY"	10	52	0	2	1	603	304	285	595	231	297	533
"MI"	2004	"BENZIE"	"FRANKFORT CITY"	10	52	0	2	901	350	134	103	240	115	111	227
"MI"	2004	"BERRIEN"	"BAINBRIDGE TOWNSHIP"	11	2	0	6	1	648	149	491	644	104	518	636
"MI"	2004	"BERRIEN"	"BAINBRIDGE TOWNSHIP"	11	2	0	6	2	785	245	525	781	177	570	764
"MI"	2004	"BERRIEN"	"BARODA TOWNSHIP"	11	4	0	6	1	1464	474	969	1458	301	1101	1438
"MI"	2004	"BERRIEN"	"BENTON TOWNSHIP"	11	6	0	6	1	685	600	61	666	525	122	665
"MI"	2004	"BERRIEN"	"BENTON TOWNSHIP"	11	6	0	6	2	957	803	149	953	654	256	929
"MI"	2004	"BERRIEN"	"BENTON TOWNSHIP"	11	6	0	6	3	662	397	252	655	305	333	648
"MI"	2004	"BERRIEN"	"BENTON TOWNSHIP"	11	6	0	6	4	868	502	355	863	383	457	850
"MI"	2004	"BERRIEN"	"BENTON TOWNSHIP"	11	6	0	6	5	725	285	424	716	189	497	704
"MI"	2004	"BERRIEN"	"BENTON TOWNSHIP"	11	6	0	6	6	1123	954	158	1115	840	236	1088
"MI"	2004	"BERRIEN"	"BENTON TOWNSHIP"	11	6	0	6	7	934	582	340	931	447	451	918
"MI"	2004	"BERRIEN"	"BERRIEN TOWNSHIP"	11	8	0	6	1	1296	428	841	1284	247	1003	1274
"MI"	2004	"BERRIEN"	"BERRIEN TOWNSHIP"	11	8	0	6	2	1004	280	711	1002	190	751	964
"MI"	2004	"BERRIEN"	"BERTRAND TOWNSHIP"	11	10	0	6	1	1364	541	799	1357	375	940	1335
"MI"	2004	"BERRIEN"	"BUCHANAN TOWNSHIP"	11	12	0	6	1	863	362	482	859	275	553	848
"MI"	2004	"BERRIEN"	"BUCHANAN TOWNSHIP"	11	12	0	6	2	922	379	532	921	260	629	901
"MI"	2004	"BERRIEN"	"CHIKAMING TOWNSHIP"	11	14	0	6	1	1200	424	760	1192	312	820	1166
"MI"	2004	"BERRIEN"	"CHIKAMING TOWNSHIP"	11	14	0	6	2	796	418	364	791	307	441	771
"MI"	2004	"BERRIEN"	"COLOMA TOWNSHIP"	11	16	0	6	1	1310	471	822	1302	285	976	1279
"MI"	2004	"BERRIEN"	"COLOMA TOWNSHIP"	11	16	0	6	2	1134	358	751	1122	212	870	1103
"MI"	2004	"BERRIEN"	"GALIEN TOWNSHIP"	11	18	0	6	1	729	334	376	721	247	431	698
"MI"	2004	"BERRIEN"	"HAGAR TOWNSHIP"	11	20	0	6	1	794	264	521	794	179	585	778
"MI"	2004	"BERRIEN"	"HAGAR TOWNSHIP"	11	20	0	6	2	1058	407	625	1049	252	758	1031
"MI"	2004	"BERRIEN"	"LAKE TOWNSHIP"	11	22	0	6	1	1756	594	1098	1717	360	1291	1685
"MI"	2004	"BERRIEN"	"LINCOLN TOWNSHIP"	11	24	0	6	1	1414	402	997	1408	180	1185	1385
"MI"	2004	"BERRIEN"	"LINCOLN TOWNSHIP"	11	24	0	6	2	987	281	696	993	143	803	971
"MI"	2004	"BERRIEN"	"LINCOLN TOWNSHIP"	11	24	0	6	3	1337	431	889	1330	236	1052	1306
"MI"	2004	"BERRIEN"	"LINCOLN TOWNSHIP"	11	24	0	6	4	1091	284	793	1083	145	903	1067
"MI"	2004	"BERRIEN"	"LINCOLN TOWNSHIP"	11	24	0	6	5	824	245	565	820	152	643	805
"MI"	2004	"BERRIEN"	"LINCOLN TOWNSHIP"	11	24	0	6	6	694	212	470	696	133	537	682
"MI"	2004	"BERRIEN"	"LINCOLN TOWNSHIP"	11	24	0	6	901	1901	619	1236	1877	355	1477	1851
"MI"	2004	"BERRIEN"	"NEW BUFFALO TOWNSHIP"	11	26	0	6	1	1326	675	624	1307	465	766	1274
"MI"	2004	"BERRIEN"	"NILES TOWNSHIP"	11	28	0	6	1	933	415	508	936	286	602	901
"MI"	2004	"BERRIEN"	"NILES TOWNSHIP"	11	28	0	6	2	728	367	347	719	275	414	701
"MI"	2004	"BERRIEN"	"NILES TOWNSHIP"	11	28	0	6	3	1160	524	626	1162	402	713	1132
"MI"	2004	"BERRIEN"	"NILES TOWNSHIP"	11	28	0	6	4	1155	546	596	1148	421	683	1120
"MI"	2004	"BERRIEN"	"NILES TOWNSHIP"	11	28	0	6	5	986	381	593	980	244	706	965
"MI"	2004	"BERRIEN"	"NILES TOWNSHIP"	11	28	0	6	901	1023	472	540	1025	341	636	984
"MI"	2004	"BERRIEN"	"ORONOKO TOWNSHIP"	11	30	0	6	1	1415	426	961	1405	233	1109	1378
"MI"	2004	"BERRIEN"	"ORONOKO TOWNSHIP"	11	30	0	6	2	763	287	455	768	175	538	735
"MI"	2004	"BERRIEN"	"ORONOKO TOWNSHIP"	11	30	0	6	3	1282	597	641	1257	399	789	1228
"MI"	2004	"BERRIEN"	"PIPESTONE TOWNSHIP"	11	32	0	6	1	1069	330	724	1067	209	808	1043
"MI"	2004	"BERRIEN"	"ROYALTON TOWNSHIP"	11	34	0	6	1	1176	311	844	1165	141	989	1151
"MI"	2004	"BERRIEN"	"ROYALTON TOWNSHIP"	11	34	0	6	2	1247	350	873	1235	172	1026	1219
"MI"	2004	"BERRIEN"	"SODUS TOWNSHIP"	11	36	0	6	1	927	344	566	923	218	668	907
"MI"	2004	"BERRIEN"	"ST. JOSEPH TOWNSHIP"	11	38	0	6	1	1756	987	737	1739	709	973	1710
"MI"	2004	"BERRIEN"	"ST. JOSEPH TOWNSHIP"	11	38	0	6	2	1338	454	863	1326	236	1039	1310
