state	year	town	precinct	g2004_REG_tv	g2004_BALL_tv	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	cd	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv
"RI"	2004	"PROVIDENCE"	2835	1817	861	566	279	858	1	620	222	842
"RI"	2004	"PROVIDENCE"	2836	901	575	327	229	574	1	305	207	512
"RI"	2004	"PROVIDENCE"	2837	846	337	247	86	339	1	271	65	336
"RI"	2004	"PROVIDENCE"	2838	2002	619	390	216	623	1	385	222	607
"RI"	2004	"PROVIDENCE"	2839	2009	901	636	261	908	1	655	235	890
"RI"	2004	"PROVIDENCE"	2840	341	234	156	70	233	2	196	20	229
"RI"	2004	"PROVIDENCE"	2841	1918	869	605	238	855	2	677	115	834
"RI"	2004	"PROVIDENCE"	2842	1125	309	227	69	301	2	230	46	301
"RI"	2004	"PROVIDENCE"	2843	124	82	42	39	81	1	39	41	80
"RI"	2004	"PROVIDENCE"	2844	1207	681	437	230	676	1	445	214	659
"RI"	2004	"PROVIDENCE"	2845	780	520	299	207	515	2	391	91	500
"RI"	2004	"PROVIDENCE"	2846	164	97	61	35	96	2	76	13	93
"RI"	2004	"PROVIDENCE"	2847	1970	1156	754	374	1157	1	717	401	1118
"RI"	2004	"PROVIDENCE"	2848	1550	881	580	276	872	1	625	243	868
"RI"	2004	"PROVIDENCE"	2849	1302	676	442	214	670	1	453	205	658
"RI"	2004	"PROVIDENCE"	2850	42	23	20	2	22	1	20	5	25
"RI"	2004	"PROVIDENCE"	2851	191	95	70	20	96	2	75	7	88
"RI"	2004	"PROVIDENCE"	2852	1599	660	459	176	644	2	525	69	622
"RI"	2004	"PROVIDENCE"	2853	1453	563	416	132	560	2	463	50	544
"RI"	2004	"PROVIDENCE"	2854	1015	354	268	80	352	2	275	38	339
"RI"	2004	"PROVIDENCE"	2855	36	10	3	4	9	2	7	3	10
"RI"	2004	"PROVIDENCE"	2856	785	261	205	52	259	2	201	24	243
"RI"	2004	"PROVIDENCE"	2857	136	35	25	9	35	2	22	6	33
"RI"	2004	"PROVIDENCE"	2858	126	42	32	10	44	2	30	3	38
"RI"	2004	"PROVIDENCE"	2859	181	52	42	10	53	2	48	3	52
"RI"	2004	"PROVIDENCE"	2860	318	86	60	23	84	2	62	18	84
"RI"	2004	"PROVIDENCE"	2861	1547	467	352	100	463	2	371	35	442
"RI"	2004	"PROVIDENCE"	2862	1922	665	480	152	654	2	512	58	622
"RI"	2004	"PROVIDENCE"	2863	1698	595	438	135	590	2	467	52	572
"RI"	2004	"PROVIDENCE"	2864	798	250	206	38	247	2	200	23	240
"RI"	2004	"PROVIDENCE"	2865	792	232	197	41	240	2	194	19	226
"RI"	2004	"PROVIDENCE"	2866	1495	524	397	114	521	2	433	49	518
"RI"	2004	"PROVIDENCE"	2867	218	51	39	10	51	2	37	7	48
"RI"	2004	"PROVIDENCE"	2868	1527	525	434	73	515	2	414	45	495
"RI"	2004	"PROVIDENCE"	2869	1025	481	400	57	479	2	369	31	453
"RI"	2004	"PROVIDENCE"	2870	406	90	68	20	92	2	65	12	86
"RI"	2004	"PROVIDENCE"	2871	765	219	166	39	214	2	174	24	212
"RI"	2004	"PROVIDENCE"	2872	880	420	320	98	424	2	355	32	411
"RI"	2004	"PROVIDENCE"	2873	94	65	52	9	63	2	52	5	66
"RI"	2004	"PROVIDENCE"	2874	2024	975	735	218	970	2	784	104	941
"RI"	2004	"PROVIDENCE"	2875	1497	514	425	82	512	2	443	36	502
"RI"	2004	"PROVIDENCE"	2876	1346	432	362	60	426	2	370	26	415
"RI"	2004	"PROVIDENCE"	2877	214	80	72	7	80	2	72	5	77
"RI"	2004	"PROVIDENCE"	2878	301	103	82	15	104	2	87	8	101
"RI"	2004	"PROVIDENCE"	2879	320	112	91	17	110	2	94	11	112
"RI"	2004	"PROVIDENCE"	2880	1533	770	646	113	767	2	651	53	738
"RI"	2004	"PROVIDENCE"	2881	1451	648	561	64	631	2	541	36	610
"RI"	2004	"PROVIDENCE"	2882	1609	727	639	74	725	2	618	47	706
"RI"	2004	"PROVIDENCE"	2883	1187	464	378	76	462	2	362	49	436
"RI"	2004	"PROVIDENCE"	2884	875	312	281	30	318	2	270	20	310
"RI"	2004	"PROVIDENCE"	2885	450	135	125	11	139	2	123	4	137
"RI"	2004	"PROVIDENCE"	2886	1287	608	507	100	612	2	520	49	593
"RI"	2004	"PROVIDENCE"	2887	1085	452	374	67	445	2	382	32	429
"RI"	2004	"PROVIDENCE"	2888	1222	443	390	55	447	2	379	25	431
"RI"	2004	"PROVIDENCE"	2889	1379	568	503	57	563	2	496	33	547
"RI"	2004	"PROVIDENCE"	2890	1640	363	317	39	360	2	300	19	347
"RI"	2004	"PROVIDENCE"	2891	569	233	202	27	236	2	202	12	228
"RI"	2004	"PROVIDENCE"	2892	1640	815	540	248	805	2	637	114	782
"RI"	2004	"PROVIDENCE"	2893	1465	469	369	103	482	2	382	51	462
"RI"	2004	"PROVIDENCE"	2894	988	454	310	135	453	2	388	37	443
"RI"	2004	"PROVIDENCE"	2895	1255	462	334	116	459	2	389	39	448
"RI"	2004	"PROVIDENCE"	2896	923	343	248	92	343	2	281	40	332
"RI"	2004	"PROVIDENCE"	2897	154	71	65	8	74	2	60	4	70
"RI"	2004	"RICHMOND"	2901	783	487	227	246	484	2	291	134	466
"RI"	2004	"RICHMOND"	2902	1423	885	450	419	883	2	588	195	832
"RI"	2004	"RICHMOND"	2903	1748	1127	630	455	1116	2	747	259	1070
"RI"	2004	"RICHMOND"	2904	1308	874	448	395	868	2	579	206	838
"RI"	2004	"RICHMOND"	2905	0	178	98	76	177	2	0	0	0
"RI"	2004	"SCITUATE"	3001	1516	1106	491	584	1100	2	676	340	1054
"RI"	2004	"SCITUATE"	3002	1233	901	409	451	884	2	579	237	860
"RI"	2004	"SCITUATE"	3003	1621	1188	462	691	1168	2	679	406	1128
"RI"	2004	"SCITUATE"	3004	1746	1301	588	659	1283	2	835	355	1232
"RI"	2004	"SCITUATE"	3005	1448	1062	492	543	1056	2	666	303	1011
"RI"	2004	"SCITUATE"	3006	0	143	68	73	143	2	2	2	4
"RI"	2004	"SMITHFIELD"	3101	1125	803	397	396	798	1	412	364	776
"RI"	2004	"SMITHFIELD"	3102	1700	1049	578	444	1042	1	596	418	1014
"RI"	2004	"SMITHFIELD"	3103	1206	801	384	393	789	1	395	379	774
"RI"	2004	"SMITHFIELD"	3104	1850	1173	634	514	1169	1	640	504	1144
"RI"	2004	"SMITHFIELD"	3105	1357	921	467	440	914	1	476	406	882
"RI"	2004	"SMITHFIELD"	3106	1823	1221	602	573	1205	1	613	534	1147
"RI"	2004	"SMITHFIELD"	3107	1735	1051	520	488	1031	1	522	455	977
"RI"	2004	"SMITHFIELD"	3108	1114	747	366	375	744	1	348	380	728
"RI"	2004	"SMITHFIELD"	3109	1660	720	376	338	717	1	393	303	696
"RI"	2004	"SMITHFIELD"	3110	1368	722	376	328	723	1	343	347	690
"RI"	2004	"SMITHFIELD"	3111	0	302	161	136	302	1	0	0	0
"RI"	2004	"SOUTH KINGSTOWN"	3201	1563	1155	655	458	1141	2	738	282	1090
"RI"	2004	"SOUTH KINGSTOWN"	3202	1742	1314	820	463	1302	2	913	280	1252
"RI"	2004	"SOUTH KINGSTOWN"	3203	1216	879	552	309	875	2	651	154	839
"RI"	2004	"SOUTH KINGSTOWN"	3204	1651	1163	786	341	1164	2	817	196	1095
"RI"	2004	"SOUTH KINGSTOWN"	3205	1858	478	327	141	476	2	305	84	421
"RI"	2004	"SOUTH KINGSTOWN"	3206	1636	1262	777	455	1263	2	877	260	1206
"RI"	2004	"SOUTH KINGSTOWN"	3207	1325	1032	650	353	1024	2	710	201	977
"RI"	2004	"SOUTH KINGSTOWN"	3208	1369	1005	600	373	1001	2	685	233	962
"RI"	2004	"SOUTH KINGSTOWN"	3209	1808	1375	801	531	1365	2	955	262	1297
"RI"	2004	"SOUTH KINGSTOWN"	3210	1435	1051	506	515	1040	2	636	292	997
"RI"	2004	"SOUTH KINGSTOWN"	3211	1106	854	471	357	844	2	542	208	796
"RI"	2004	"SOUTH KINGSTOWN"	3212	1730	1295	776	498	1285	2	838	315	1222
"RI"	2004	"SOUTH KINGSTOWN"	3213	0	534	370	155	534	2	3	0	3
"RI"	2004	"TIVERTON"	3301	1945	1254	603	607	1235	1	570	617	1187
"RI"	2004	"TIVERTON"	3302	1092	586	368	206	577	1	357	184	541
"RI"	2004	"TIVERTON"	3303	1690	1089	688	373	1082	1	668	364	1032
"RI"	2004	"TIVERTON"	3304	1856	1129	654	440	1113	1	643	417	1060
"RI"	2004	"TIVERTON"	3305	1481	908	548	327	892	1	521	334	855
"RI"	2004	"TIVERTON"	3306	689	399	251	139	393	1	244	129	373
"RI"	2004	"TIVERTON"	3307	1148	671	349	294	658	1	374	258	632
"RI"	2004	"TIVERTON"	3308	1892	1240	682	524	1223	1	609	569	1178
"RI"	2004	"TIVERTON"	3309	300	259	154	102	259	1	9	9	18
"RI"	2004	"WARREN"	3401	1394	730	453	262	726	1	449	244	693
"RI"	2004	"WARREN"	3402	1592	902	521	345	888	1	539	322	861
"RI"	2004	"WARREN"	3403	1348	873	553	297	865	1	553	269	822
"RI"	2004	"WARREN"	3404	1821	1253	705	515	1243	1	686	503	1189
"RI"	2004	"WARREN"	3405	1305	873	507	345	863	1	506	342	848
"RI"	2004	"WARREN"	3406	0	217	142	71	215	1	18	13	31
"RI"	2004	"WARWICK"	3501	1047	796	519	250	791	2	653	97	777
"RI"	2004	"WARWICK"	3502	1042	697	435	249	692	2	550	97	679
"RI"	2004	"WARWICK"	3503	1328	1035	582	426	1023	2	776	184	994
"RI"	2004	"WARWICK"	3504	928	673	363	289	661	2	493	131	653
"RI"	2004	"WARWICK"	3505	1332	985	569	379	969	2	764	139	940
"RI"	2004	"WARWICK"	3506	917	739	382	337	734	2	583	116	724
"RI"	2004	"WARWICK"	3507	1176	838	514	309	834	2	661	120	810
"RI"	2004	"WARWICK"	3508	344	226	143	73	223	2	189	24	222
"RI"	2004	"WARWICK"	3509	467	277	158	113	277	2	222	40	266
"RI"	2004	"WARWICK"	3510	1322	879	523	341	871	2	695	123	850
"RI"	2004	"WARWICK"	3511	1333	947	570	352	936	2	722	148	910
"RI"	2004	"WARWICK"	3512	1199	743	432	299	741	2	563	106	704
"RI"	2004	"WARWICK"	3513	695	553	321	221	547	2	420	94	527
"RI"	2004	"WARWICK"	3514	1026	690	390	285	686	2	543	101	661
"RI"	2004	"WARWICK"	3515	1442	1099	602	465	1085	2	820	201	1058
"RI"	2004	"WARWICK"	3516	1014	741	424	303	738	2	567	124	716
"RI"	2004	"WARWICK"	3517	788	504	284	202	494	2	378	90	483
"RI"	2004	"WARWICK"	3518	1064	723	449	263	721	2	592	92	704
"RI"	2004	"WARWICK"	3519	640	463	257	187	453	2	348	81	445
"RI"	2004	"WARWICK"	3520	1641	1140	659	455	1127	2	908	165	1108
"RI"	2004	"WARWICK"	3521	1390	976	566	386	966	2	752	152	933
"RI"	2004	"WARWICK"	3522	1445	1007	589	399	1003	2	769	177	975
"RI"	2004	"WARWICK"	3523	1462	1006	602	372	992	2	794	135	970
"RI"	2004	"WARWICK"	3524	1220	791	447	317	781	2	573	151	761
"RI"	2004	"WARWICK"	3525	376	244	132	106	243	2	195	34	237
"RI"	2004	"WARWICK"	3526	410	269	151	111	266	2	196	55	263
"RI"	2004	"WARWICK"	3527	1161	809	521	265	800	2	654	93	780
"RI"	2004	"WARWICK"	3528	1408	922	483	402	904	2	676	192	889
"RI"	2004	"WARWICK"	3529	1479	1010	606	381	1000	2	791	148	973
"RI"	2004	"WARWICK"	3530	1086	796	466	313	790	2	587	157	768
"RI"	2004	"WARWICK"	3531	919	691	258	410	683	2	410	235	670
"RI"	2004	"WARWICK"	3532	1652	972	577	362	961	2	769	125	941
"RI"	2004	"WARWICK"	3533	643	423	248	162	419	2	349	47	412
"RI"	2004	"WARWICK"	3534	1185	799	459	320	793	2	615	131	765
"RI"	2004	"WARWICK"	3535	896	603	382	208	600	2	488	69	576
"RI"	2004	"WARWICK"	3536	1102	743	446	274	737	2	611	69	713
"RI"	2004	"WARWICK"	3537	1482	1099	590	472	1083	2	815	205	1051
"RI"	2004	"WARWICK"	3538	983	713	381	323	708	2	556	111	692
"RI"	2004	"WARWICK"	3539	1341	887	499	368	880	2	689	143	862
"RI"	2004	"WARWICK"	3540	1527	1064	568	465	1050	2	756	223	1023
"RI"	2004	"WARWICK"	3541	366	218	122	88	217	2	154	39	209
"RI"	2004	"WARWICK"	3542	1135	801	428	352	791	2	537	201	773
"RI"	2004	"WARWICK"	3543	844	634	354	261	622	2	425	161	618
"RI"	2004	"WARWICK"	3544	492	263	135	118	262	2	177	63	245
"RI"	2004	"WARWICK"	3545	914	663	376	277	662	2	492	126	642
"RI"	2004	"WARWICK"	3546	1132	749	437	290	737	2	531	167	722
"RI"	2004	"WARWICK"	3547	1427	1036	572	446	1026	2	771	200	1008
"RI"	2004	"WARWICK"	3548	1496	1173	570	587	1170	2	818	271	1131
"RI"	2004	"WARWICK"	3549	1229	886	462	397	877	2	626	209	865
"RI"	2004	"WARWICK"	3550	637	452	185	258	448	2	289	135	434
"RI"	2004	"WARWICK"	3551	922	636	344	269	630	2	459	139	615
"RI"	2004	"WARWICK"	3552	1102	721	436	268	713	2	523	137	692
"RI"	2004	"WARWICK"	3553	1126	813	423	364	802	2	586	176	782
"RI"	2004	"WARWICK"	3554	0	1248	773	451	1248	2	1	1	2
"RI"	2004	"WESTERLY"	3601	1167	831	431	367	818	2	538	194	774
"RI"	2004	"WESTERLY"	3602	1189	803	416	363	794	2	502	196	741
"RI"	2004	"WESTERLY"	3603	1385	982	505	453	976	2	591	245	886
"RI"	2004	"WESTERLY"	3604	277	876	372	483	872	2	447	321	806
"RI"	2004	"WESTERLY"	3605	1175	872	466	384	868	2	552	215	807
"RI"	2004	"WESTERLY"	3606	1075	739	396	315	728	2	475	143	671
"RI"	2004	"WESTERLY"	3607	1260	770	458	288	754	2	502	148	691
"RI"	2004	"WESTERLY"	3608	1205	633	402	211	628	2	426	118	579
"RI"	2004	"WESTERLY"	3609	1183	769	451	299	758	2	506	152	696
"RI"	2004	"WESTERLY"	3610	1333	902	541	336	893	2	599	153	799
"RI"	2004	"WESTERLY"	3611	1229	631	368	229	619	2	412	102	558
"RI"	2004	"WESTERLY"	3612	1051	611	317	283	606	2	394	123	566
"RI"	2004	"WESTERLY"	3613	1233	898	434	436	887	2	564	213	819
"RI"	2004	"WESTERLY"	3614	802	472	259	204	471	2	306	94	441
"RI"	2004	"WESTERLY"	3615	0	411	249	158	410	2	5	1	7
"RI"	2004	"WEST GREENWICH"	3701	1456	1089	452	603	1081	2	656	335	1038
"RI"	2004	"WEST GREENWICH"	3702	1685	1226	610	578	1220	2	847	291	1186
"RI"	2004	"WEST GREENWICH"	3703	580	439	196	229	433	2	272	129	415
"RI"	2004	"WEST GREENWICH"	3704	0	100	42	56	100	2	0	0	0
"RI"	2004	"WEST WARWICK"	3801	1704	1025	583	423	1018	2	769	187	990
"RI"	2004	"WEST WARWICK"	3802	363	229	154	65	227	2	180	29	223
"RI"	2004	"WEST WARWICK"	3803	787	483	278	190	478	2	356	85	467
"RI"	2004	"WEST WARWICK"	3804	1636	933	543	346	911	2	708	146	893
"RI"	2004	"WEST WARWICK"	3805	1208	632	366	245	626	2	466	118	610
"RI"	2004	"WEST WARWICK"	3806	1764	1156	673	466	1145	2	862	209	1107
"RI"	2004	"WEST WARWICK"	3807	1207	681	405	258	674	2	492	109	638
"RI"	2004	"WEST WARWICK"	3808	1141	808	456	338	803	2	642	116	788
"RI"	2004	"WEST WARWICK"	3809	1154	808	481	299	797	2	621	123	783
"RI"	2004	"WEST WARWICK"	3810	891	587	355	220	578	2	463	80	558
"RI"	2004	"WEST WARWICK"	3811	306	218	137	78	216	2	164	36	209
"RI"	2004	"WEST WARWICK"	3812	1036	722	403	298	716	2	541	138	696
"RI"	2004	"WEST WARWICK"	3813	1666	1109	626	453	1104	2	802	230	1069
"RI"	2004	"WEST WARWICK"	3814	1481	963	518	433	959	2	714	190	937
"RI"	2004	"WEST WARWICK"	3815	1102	780	387	376	773	2	570	158	758
"RI"	2004	"WEST WARWICK"	3816	0	469	295	166	469	2	3	0	3
"RI"	2004	"WOONSOCKET"	3901	1652	672	391	258	663	1	475	172	647
"RI"	2004	"WOONSOCKET"	3902	1197	561	392	157	555	1	427	105	532
"RI"	2004	"WOONSOCKET"	3903	1743	741	475	245	739	1	555	169	724
"RI"	2004	"WOONSOCKET"	3904	1542	904	510	365	899	1	551	318	869
"RI"	2004	"WOONSOCKET"	3905	1118	542	357	168	533	1	410	107	517
"RI"	2004	"WOONSOCKET"	3906	599	353	209	139	353	1	236	103	339
"RI"	2004	"WOONSOCKET"	3907	974	392	255	129	389	1	302	81	383
"RI"	2004	"WOONSOCKET"	3908	1569	790	490	280	787	1	552	203	755
"RI"	2004	"WOONSOCKET"	3909	1526	897	510	367	887	1	577	295	872
"RI"	2004	"WOONSOCKET"	3910	1660	846	486	336	841	1	589	224	813
"RI"	2004	"WOONSOCKET"	3911	1367	817	468	320	804	1	534	257	791
"RI"	2004	"WOONSOCKET"	3912	1747	925	583	314	915	1	658	231	889
"RI"	2004	"WOONSOCKET"	3913	1653	949	594	346	948	1	676	242	918
"RI"	2004	"WOONSOCKET"	3914	1362	920	516	386	914	1	577	318	895
"RI"	2004	"WOONSOCKET"	3915	1203	671	419	232	669	1	472	178	650
"RI"	2004	"WOONSOCKET"	3916	1750	744	446	281	741	1	519	198	717
"RI"	2004	"WOONSOCKET"	3917	0	541	331	202	539	1	2	0	2
"RI"	2004	"PROVIDENCE"	28100	178	71	50	21	71	2	47	15	67
"RI"	2004	"PROVIDENCE"	28101	95	22	18	3	21	2	15	3	19
"RI"	2004	"PROVIDENCE"	28102	671	280	249	28	279	2	232	18	267
"RI"	2004	"PROVIDENCE"	28103	746	325	245	73	320	1	266	54	320
"RI"	2004	"PROVIDENCE"	28104	0	3298	2650	586	3292	2	0	0	0
"RI"	2004	"PROVIDENCE"	28105	0	141	111	25	140	1	92	13	109
