state	year	county	town	cd	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv	ward	precinct
"ME"	2008	"YOR"	"LYMAN"	1	1254	982	2272	782	1517	2299	1038	1216	2254	1	1
"ME"	2008	"YOR"	"NEWFIELD"	1	377	353	747	254	516	770	344	397	741	1	1
"ME"	2008	"YOR"	"NORTH BERWICK"	1	1330	1206	2589	810	1740	2550	1226	1256	2482	1	1
"ME"	2008	"YOR"	"OGUNQUIT"	1	608	299	921	405	481	891	561	340	901	1	1
"ME"	2008	"YOR"	"OLD ORCHARD BEACH"	1	3384	1817	5306	2391	2826	5225	2840	2384	5224	1	1
"ME"	2008	"YOR"	"PARSONSFIELD"	1	256	196	461	191	272	463	248	206	454	1	1
"ME"	2008	"YOR"	"PARSONSFIELD"	1	254	188	455	197	264	461	242	206	448	2	1
"ME"	2008	"YOR"	"SACO"	1	1911	760	2712	1380	1264	2644	1609	1063	2672	0	0
"ME"	2008	"YOR"	"SACO"	1	773	485	1271	477	777	1254	635	621	1256	1	1
"ME"	2008	"YOR"	"SACO"	1	713	498	1229	428	798	1226	553	658	1211	2	1
"ME"	2008	"YOR"	"SACO"	1	578	337	932	354	563	917	464	454	918	3	1
"ME"	2008	"YOR"	"SACO"	1	585	424	1018	370	627	997	424	569	993	4	1
"ME"	2008	"YOR"	"SACO"	1	682	353	1061	446	597	1043	560	493	1053	5	1
"ME"	2008	"YOR"	"SACO"	1	637	288	942	447	485	932	534	392	926	6	1
"ME"	2008	"YOR"	"SACO"	1	578	229	833	393	426	819	500	317	817	7	1
"ME"	2008	"YOR"	"SANFORD"	1	924	543	1505	596	876	1472	793	666	1459	1	1
"ME"	2008	"YOR"	"SANFORD"	1	781	388	1194	532	645	1177	683	466	1149	2	1
"ME"	2008	"YOR"	"SANFORD"	1	878	545	1453	570	846	1416	724	649	1373	3	1
"ME"	2008	"YOR"	"SANFORD"	1	986	628	1653	593	1020	1613	768	808	1576	4	1
"ME"	2008	"YOR"	"SANFORD"	1	797	630	1460	532	905	1437	686	711	1397	5	1
"ME"	2008	"YOR"	"SANFORD"	1	760	424	1207	511	673	1184	684	479	1163	6	1
"ME"	2008	"YOR"	"SANFORD"	1	827	449	1309	535	747	1282	718	542	1260	7	1
"ME"	2008	"YOR"	"SHAPLEIGH"	1	827	645	1512	558	959	1523	709	746	1455	1	1
"ME"	2008	"YOR"	"SOUTH BERWICK"	1	2416	1608	4085	1576	2400	3976	2140	1764	3904	1	1
"ME"	2008	"YOR"	"WATERBORO"	1	1996	1578	3651	1221	2450	3671	1700	1846	3546	1	1
"ME"	2008	"YOR"	"WELLS"	1	3353	2476	5931	1982	3836	5826	2989	2776	5765	1	1
"ME"	2008	"YOR"	"YORK"	1	5107	3314	8537	3390	4935	8337	4639	3517	8156	1	1
