state	year	town	precinct	g2000_REG_tv	g2000_BALL_tv	g2000_USP_dv	g2000_USP_rv	g2000_USP_tv	g2000_USS_dv	g2000_USS_rv	g2000_USS_tv	cd	g2000_USH_dv	g2000_USH_rv	g2000_USH_tv
"RI"	2000	"COVENTRY"	603	1148	749	411	289	742	274	452	742	2	458	122	726
"RI"	2000	"COVENTRY"	604	513	324	202	98	320	120	188	321	2	201	44	318
"RI"	2000	"COVENTRY"	605	1519	1063	599	375	1058	394	641	1056	2	652	139	1033
"RI"	2000	"COVENTRY"	606	817	564	339	193	564	203	339	557	2	354	80	551
"RI"	2000	"COVENTRY"	607	928	567	332	193	564	239	320	566	2	363	58	554
"RI"	2000	"COVENTRY"	608	1372	862	539	261	856	381	442	852	2	552	113	839
"RI"	2000	"COVENTRY"	609	1331	905	547	303	898	381	491	896	2	574	119	874
"RI"	2000	"COVENTRY"	610	1273	848	556	237	840	333	494	842	2	555	107	825
"RI"	2000	"COVENTRY"	611	529	316	173	117	313	104	198	314	2	160	62	306
"RI"	2000	"COVENTRY"	612	1260	845	507	280	838	361	458	836	2	535	113	825
"RI"	2000	"COVENTRY"	613	974	624	392	196	623	278	338	621	2	405	93	606
"RI"	2000	"COVENTRY"	614	790	537	339	167	536	248	275	530	2	337	65	520
"RI"	2000	"COVENTRY"	615	1022	640	385	213	635	250	365	633	2	394	91	625
"RI"	2000	"COVENTRY"	616	1339	846	518	255	844	364	453	843	2	532	111	815
"RI"	2000	"COVENTRY"	617	1147	798	385	345	796	216	555	791	2	366	167	768
"RI"	2000	"COVENTRY"	618	1590	1087	596	403	1078	394	646	1074	2	605	168	1054
"RI"	2000	"COVENTRY"	619	1625	1101	557	444	1088	371	686	1089	2	597	194	1060
"RI"	2000	"COVENTRY"	620	0	396	228	140	395	4	7	11	2	6	3	11
"RI"	2000	"CRANSTON"	701	1196	600	405	155	593	315	268	593	2	405	58	566
"RI"	2000	"CRANSTON"	702	293	176	115	43	175	78	94	175	2	105	24	164
"RI"	2000	"CRANSTON"	703	836	501	355	110	499	266	216	493	2	368	40	475
"RI"	2000	"CRANSTON"	704	1019	530	379	116	525	271	236	521	2	388	49	509
"RI"	2000	"CRANSTON"	705	1149	735	455	229	725	325	391	728	2	459	92	712
"RI"	2000	"CRANSTON"	706	994	585	389	158	581	276	297	580	2	398	71	557
"RI"	2000	"CRANSTON"	707	1368	919	614	248	903	417	468	906	2	618	89	882
"RI"	2000	"CRANSTON"	708	332	199	151	42	198	111	85	198	2	158	14	190
"RI"	2000	"CRANSTON"	709	102	47	32	15	47	20	19	45	2	30	1	44
"RI"	2000	"CRANSTON"	710	806	457	346	88	451	241	196	452	2	330	35	435
"RI"	2000	"CRANSTON"	711	356	143	105	28	141	72	65	141	2	106	15	136
"RI"	2000	"CRANSTON"	712	1632	952	663	224	924	483	429	927	2	676	85	896
"RI"	2000	"CRANSTON"	713	1514	964	673	252	955	465	464	945	2	688	92	902
"RI"	2000	"CRANSTON"	714	1919	1274	834	381	1268	563	679	1259	2	867	141	1220
"RI"	2000	"CRANSTON"	715	176	125	84	32	121	62	61	123	2	87	10	117
"RI"	2000	"CRANSTON"	716	2000	1446	827	543	1440	504	918	1435	2	882	191	1407
"RI"	2000	"CRANSTON"	717	1669	1121	646	414	1109	384	716	1109	2	710	145	1069
"RI"	2000	"CRANSTON"	718	1559	994	611	326	985	388	580	984	2	621	118	951
"RI"	2000	"CRANSTON"	719	473	317	142	147	313	86	224	313	2	171	68	302
"RI"	2000	"CRANSTON"	720	747	550	264	247	547	195	338	541	2	328	84	535
"RI"	2000	"CRANSTON"	721	632	425	287	106	417	181	224	412	2	288	48	400
"RI"	2000	"CRANSTON"	722	479	305	222	67	300	164	130	301	2	208	27	283
"RI"	2000	"CRANSTON"	723	839	609	309	283	606	202	391	599	2	376	89	586
"RI"	2000	"CRANSTON"	724	1847	1337	728	541	1328	470	840	1325	2	805	199	1302
"RI"	2000	"CRANSTON"	725	1391	994	586	346	979	406	552	972	2	632	129	953
"RI"	2000	"CRANSTON"	726	733	608	345	226	599	220	379	606	2	376	84	587
"RI"	2000	"CRANSTON"	727	1251	843	525	272	834	352	461	830	2	542	98	809
"RI"	2000	"CRANSTON"	728	1350	932	553	303	922	389	525	922	2	623	113	895
"RI"	2000	"CRANSTON"	729	1506	1061	594	397	1052	431	591	1040	2	671	131	1008
"RI"	2000	"CRANSTON"	731	209	101	60	36	101	40	60	101	2	64	9	95
"RI"	2000	"CRANSTON"	732	982	609	374	202	605	284	313	603	2	413	81	583
"RI"	2000	"CRANSTON"	733	1858	1159	687	382	1154	458	652	1144	2	687	164	1127
"RI"	2000	"CRANSTON"	734	627	386	268	91	383	183	189	381	2	254	33	375
"RI"	2000	"CRANSTON"	735	1385	864	544	243	855	359	485	856	2	547	97	833
"RI"	2000	"CRANSTON"	736	254	118	71	36	116	53	60	113	2	81	14	109
"RI"	2000	"CRANSTON"	737	1156	793	519	232	785	358	416	786	2	543	86	762
"RI"	2000	"CRANSTON"	738	1106	799	420	318	787	256	525	791	2	502	128	774
"RI"	2000	"CRANSTON"	739	125	91	59	30	91	35	55	91	2	54	18	87
"RI"	2000	"CRANSTON"	740	806	565	314	209	563	231	325	559	2	361	80	546
"RI"	2000	"CRANSTON"	741	1279	773	517	210	767	334	406	758	2	505	68	736
"RI"	2000	"CRANSTON"	742	1269	767	506	208	758	327	410	755	2	494	95	737
"RI"	2000	"CRANSTON"	743	564	317	239	62	314	170	139	316	2	229	29	306
"RI"	2000	"CRANSTON"	744	1252	872	572	239	867	382	465	865	2	552	99	850
"RI"	2000	"CRANSTON"	745	1673	1007	656	281	997	453	510	991	2	660	107	969
"RI"	2000	"CRANSTON"	746	756	470	310	108	466	217	237	465	2	301	39	453
"RI"	2000	"CRANSTON"	747	1420	758	508	169	755	362	358	747	2	480	71	731
"RI"	2000	"CRANSTON"	748	1539	885	561	224	879	323	522	866	2	492	108	835
"RI"	2000	"CRANSTON"	749	796	564	318	174	560	199	350	557	2	292	77	546
"RI"	2000	"CRANSTON"	750	1040	648	396	174	635	208	412	635	2	378	76	622
"RI"	2000	"CRANSTON"	751	1455	913	562	268	905	383	501	898	2	579	124	887
"RI"	2000	"CRANSTON"	752	0	729	504	185	728	0	0	0	2	0	0	0
"RI"	2000	"EAST GREENWICH"	901	1782	1021	443	502	1018	277	726	1010	2	469	263	989
"RI"	2000	"EAST GREENWICH"	902	1700	719	298	372	716	179	524	715	2	339	177	695
"RI"	2000	"EAST GREENWICH"	903	1582	947	518	340	943	253	672	934	2	469	163	903
"RI"	2000	"EAST GREENWICH"	904	1453	932	378	478	927	246	659	920	2	462	206	903
"RI"	2000	"EAST GREENWICH"	905	1375	970	482	414	962	322	621	963	2	541	172	944
"RI"	2000	"EAST GREENWICH"	906	1654	921	407	451	914	238	670	912	2	463	210	882
"RI"	2000	"EAST GREENWICH"	907	1060	762	327	376	759	184	564	755	2	397	175	740
"RI"	2000	"EAST GREENWICH"	908	0	229	108	106	229	0	1	1	2	1	0	1
"RI"	2000	"EXETER"	1101	2121	1448	742	560	1439	449	947	1429	2	681	242	1405
"RI"	2000	"EXETER"	1102	233	126	75	42	126	48	77	125	2	54	24	119
"RI"	2000	"EXETER"	1103	739	432	200	183	427	127	283	426	2	184	83	415
"RI"	2000	"EXETER"	1104	891	614	252	293	606	156	434	606	2	236	133	595
"RI"	2000	"EXETER"	1105	0	60	29	19	60	0	0	0	2	0	0	0
"RI"	2000	"FOSTER"	1201	1454	1095	571	400	1088	329	714	1086	2	579	202	1056
"RI"	2000	"FOSTER"	1202	1247	947	448	407	940	241	663	931	2	426	212	909
"RI"	2000	"FOSTER"	1203	0	53	30	20	53	0	0	0	2	0	0	0
"RI"	2000	"GLOCESTER"	1301	1470	885	427	367	879	313	535	879	2	470	176	858
"RI"	2000	"GLOCESTER"	1302	1631	1054	543	401	1046	349	657	1039	2	544	196	1025
"RI"	2000	"GLOCESTER"	1303	1102	722	377	286	717	225	467	716	2	389	118	697
"RI"	2000	"GLOCESTER"	1304	639	429	213	183	428	147	266	421	2	213	96	412
"RI"	2000	"GLOCESTER"	1305	1667	1123	543	492	1116	418	670	1112	2	608	201	1083
"RI"	2000	"GLOCESTER"	1306	0	111	64	36	111	1	0	1	2	1	0	1
"RI"	2000	"HOPKINTON"	1401	1318	788	409	316	783	278	469	779	2	357	170	751
"RI"	2000	"HOPKINTON"	1402	1818	1146	575	445	1139	334	760	1130	2	519	229	1110
"RI"	2000	"HOPKINTON"	1403	1721	1095	527	465	1088	336	697	1074	2	445	246	1050
"RI"	2000	"HOPKINTON"	1404	0	123	64	48	123	31	39	78	2	32	27	75
"RI"	2000	"JOHNSTON"	1601	926	582	357	180	575	271	297	572	2	376	72	556
"RI"	2000	"JOHNSTON"	1602	1634	1069	670	337	1063	408	626	1057	2	654	130	1019
"RI"	2000	"JOHNSTON"	1603	1887	1251	706	484	1245	510	703	1238	2	784	147	1207
"RI"	2000	"JOHNSTON"	1604	840	547	379	138	538	273	242	535	2	367	57	506
"RI"	2000	"JOHNSTON"	1605	356	206	150	39	205	107	91	203	2	146	14	199
"RI"	2000	"JOHNSTON"	1606	1898	1091	754	280	1076	569	486	1070	2	791	79	1028
"RI"	2000	"JOHNSTON"	1607	2096	1408	954	385	1388	661	689	1377	2	963	125	1313
"RI"	2000	"JOHNSTON"	1608	1461	1000	647	306	997	475	499	990	2	666	95	944
"RI"	2000	"JOHNSTON"	1609	1853	1190	749	382	1179	535	618	1173	2	795	107	1128
"RI"	2000	"JOHNSTON"	1610	182	107	82	21	107	61	44	106	2	84	1	95
"RI"	2000	"JOHNSTON"	1611	289	184	125	46	179	87	84	176	2	132	16	168
"RI"	2000	"JOHNSTON"	1612	1190	734	512	168	719	370	325	716	2	531	46	685
"RI"	2000	"JOHNSTON"	1613	2044	1342	909	372	1331	624	662	1316	2	972	90	1272
"RI"	2000	"JOHNSTON"	1614	1887	1287	847	363	1275	589	665	1266	2	858	108	1226
"RI"	2000	"JOHNSTON"	1615	808	487	342	125	484	227	232	469	2	341	35	461
"RI"	2000	"JOHNSTON"	1616	280	159	106	46	158	84	70	159	2	113	8	154
"RI"	2000	"JOHNSTON"	1617	1325	953	600	309	944	429	495	933	2	641	75	891
"RI"	2000	"JOHNSTON"	1618	0	203	124	73	203	0	0	0	2	0	0	0
"RI"	2000	"NARRAGANSETT"	2001	1616	1014	542	382	1006	376	604	1001	2	548	122	976
"RI"	2000	"NARRAGANSETT"	2002	1680	944	507	332	934	401	499	925	2	518	122	896
"RI"	2000	"NARRAGANSETT"	2003	1995	1341	724	478	1330	511	789	1323	2	705	191	1278
"RI"	2000	"NARRAGANSETT"	2004	1663	990	531	346	986	373	578	970	2	504	134	926
"RI"	2000	"NARRAGANSETT"	2005	1349	907	488	322	901	370	506	892	2	502	105	868
"RI"	2000	"NARRAGANSETT"	2006	1906	1141	659	365	1135	459	643	1129	2	614	140	1093
"RI"	2000	"NARRAGANSETT"	2007	819	464	290	116	462	185	267	458	2	247	48	449
"RI"	2000	"NARRAGANSETT"	2008	1309	903	487	325	896	334	549	896	2	448	122	877
"RI"	2000	"NARRAGANSETT"	2009	0	357	219	87	357	0	0	0	2	0	0	0
"RI"	2000	"NEW SHOREHAM"	2201	1491	1027	575	317	1009	285	692	1003	2	569	198	968
"RI"	2000	"NEW SHOREHAM"	2202	0	27	19	3	27	2	0	2	2	2	0	2
"RI"	2000	"NORTH KINGSTOWN"	2301	1820	1226	588	555	1215	446	757	1214	2	651	209	1182
"RI"	2000	"NORTH KINGSTOWN"	2302	1766	1235	561	569	1225	356	839	1214	2	609	227	1194
"RI"	2000	"NORTH KINGSTOWN"	2303	1727	961	555	323	949	409	526	948	2	530	135	926
"RI"	2000	"NORTH KINGSTOWN"	2304	1666	1047	561	402	1042	399	607	1028	2	584	138	1013
"RI"	2000	"NORTH KINGSTOWN"	2305	1445	926	474	353	923	307	588	915	2	416	147	906
"RI"	2000	"NORTH KINGSTOWN"	2306	1493	1014	462	443	1010	272	711	1004	2	443	186	981
"RI"	2000	"NORTH KINGSTOWN"	2307	1697	1110	590	414	1105	395	686	1098	2	557	147	1069
"RI"	2000	"NORTH KINGSTOWN"	2308	1331	879	417	352	873	333	515	864	2	456	147	846
"RI"	2000	"NORTH KINGSTOWN"	2309	1805	1156	581	454	1148	361	749	1137	2	559	200	1120
"RI"	2000	"NORTH KINGSTOWN"	2310	2425	1714	815	771	1702	628	1045	1692	2	854	292	1652
"RI"	2000	"NORTH KINGSTOWN"	2311	1790	1350	649	597	1345	550	771	1335	2	656	270	1304
"RI"	2000	"NORTH KINGSTOWN"	2312	0	385	208	152	385	3	3	6	2	5	1	6
"RI"	2000	"PROVIDENCE"	2801	764	302	210	62	300	138	143	291	2	197	24	282
"RI"	2000	"PROVIDENCE"	2804	1002	372	251	74	369	225	125	359	2	268	18	352
"RI"	2000	"PROVIDENCE"	2805	1378	510	366	111	507	299	186	498	2	370	45	482
"RI"	2000	"PROVIDENCE"	2809	800	337	229	74	336	156	161	326	2	235	39	320
"RI"	2000	"PROVIDENCE"	2810	728	261	182	61	261	149	96	252	2	187	13	248
"RI"	2000	"PROVIDENCE"	2811	451	186	143	31	184	96	62	163	2	120	10	156
"RI"	2000	"PROVIDENCE"	2838	759	535	314	167	535	289	228	527	2	350	33	510
"RI"	2000	"PROVIDENCE"	2839	1358	789	532	186	780	388	377	771	2	556	57	760
"RI"	2000	"PROVIDENCE"	2840	420	250	162	64	247	118	121	245	2	170	19	240
"RI"	2000	"PROVIDENCE"	2841	1813	1011	673	261	1006	539	449	1003	2	704	79	967
"RI"	2000	"PROVIDENCE"	2842	822	300	208	76	297	167	117	293	2	220	19	294
"RI"	2000	"PROVIDENCE"	2843	71	0	0	0	0	0	0	0	2	0	0	0
"RI"	2000	"PROVIDENCE"	2844	263	83	65	10	83	52	29	83	2	60	3	79
"RI"	2000	"PROVIDENCE"	2845	376	152	111	34	149	98	48	147	2	121	10	141
"RI"	2000	"PROVIDENCE"	2847	113	63	39	19	62	32	29	61	2	49	4	59
"RI"	2000	"PROVIDENCE"	2853	445	287	142	110	283	143	131	281	2	181	34	275
"RI"	2000	"PROVIDENCE"	2854	417	122	110	5	117	96	16	115	2	104	2	111
"RI"	2000	"PROVIDENCE"	2855	9	7	7	0	7	5	2	7	2	6	0	7
"RI"	2000	"PROVIDENCE"	2856	249	51	40	9	51	34	15	50	2	43	2	48
"RI"	2000	"PROVIDENCE"	2857	842	328	249	39	325	206	93	312	2	242	22	311
"RI"	2000	"PROVIDENCE"	2858	466	130	108	18	130	94	35	129	2	100	9	126
"RI"	2000	"PROVIDENCE"	2859	1666	738	558	82	731	428	268	713	2	510	43	686
"RI"	2000	"PROVIDENCE"	2860	380	147	119	25	146	106	37	145	2	127	10	142
"RI"	2000	"PROVIDENCE"	2861	184	60	53	7	60	43	10	55	2	50	2	54
"RI"	2000	"PROVIDENCE"	2862	1459	693	489	160	688	371	288	677	2	477	63	660
"RI"	2000	"PROVIDENCE"	2863	605	354	230	86	345	179	159	346	2	248	20	337
"RI"	2000	"PROVIDENCE"	2864	1395	624	442	137	615	349	252	611	2	458	40	601
"RI"	2000	"PROVIDENCE"	2865	1052	440	325	89	439	257	167	435	2	319	31	421
"RI"	2000	"PROVIDENCE"	2866	734	376	297	56	373	221	134	362	2	287	18	356
"RI"	2000	"PROVIDENCE"	2867	1818	749	545	155	745	441	277	737	2	557	59	718
"RI"	2000	"PROVIDENCE"	2868	171	57	44	9	56	41	14	57	2	44	5	55
"RI"	2000	"PROVIDENCE"	2869	209	85	67	17	84	46	36	83	2	70	3	81
"RI"	2000	"PROVIDENCE"	2870	900	261	211	40	254	179	60	247	2	207	15	241
"RI"	2000	"PROVIDENCE"	2871	49	8	6	1	8	6	2	8	2	7	0	8
"RI"	2000	"PROVIDENCE"	2872	1403	689	533	134	686	388	283	678	2	539	45	654
"RI"	2000	"PROVIDENCE"	2873	1378	576	447	103	570	341	200	556	2	450	30	534
"RI"	2000	"PROVIDENCE"	2874	1838	802	603	145	793	521	256	794	2	628	48	776
"RI"	2000	"PROVIDENCE"	2875	134	59	45	9	59	43	14	58	2	44	3	57
"RI"	2000	"PROVIDENCE"	2876	1073	409	295	67	404	221	170	403	2	290	28	393
"RI"	2000	"PROVIDENCE"	2877	1119	388	298	65	384	190	175	375	2	269	24	360
"RI"	2000	"PROVIDENCE"	2878	1072	359	265	59	357	180	156	350	2	254	23	333
"RI"	2000	"PROVIDENCE"	2879	1229	402	301	74	399	205	179	393	2	291	21	372
"RI"	2000	"PROVIDENCE"	2880	32	11	8	1	11	6	4	10	2	8	1	10
"RI"	2000	"PROVIDENCE"	2881	768	255	199	42	254	158	83	247	2	199	16	245
"RI"	2000	"PROVIDENCE"	2882	345	162	120	22	162	90	56	159	2	112	14	158
"RI"	2000	"PROVIDENCE"	2883	1597	540	478	49	534	423	94	523	2	457	21	511
"RI"	2000	"PROVIDENCE"	2884	1740	901	653	199	895	536	324	883	2	635	78	868
"RI"	2000	"PROVIDENCE"	2885	380	165	135	17	163	114	48	164	2	137	4	161
"RI"	2000	"PROVIDENCE"	2886	587	180	165	11	178	138	37	176	2	158	7	173
"RI"	2000	"PROVIDENCE"	2887	165	61	53	7	60	45	12	59	2	55	4	60
"RI"	2000	"PROVIDENCE"	2888	77	22	19	2	22	18	2	21	2	17	2	21
"RI"	2000	"PROVIDENCE"	2889	66	91	76	12	90	62	24	86	2	71	7	84
"RI"	2000	"PROVIDENCE"	2890	234	102	87	8	102	76	23	99	2	85	6	100
"RI"	2000	"PROVIDENCE"	2891	2442	1186	1035	99	1179	893	254	1161	2	997	47	1143
"RI"	2000	"PROVIDENCE"	2892	232	132	105	21	130	79	50	129	2	95	11	128
"RI"	2000	"PROVIDENCE"	2893	358	208	151	38	206	123	74	204	2	138	15	198
"RI"	2000	"PROVIDENCE"	2894	696	315	286	23	310	251	49	305	2	265	12	295
"RI"	2000	"PROVIDENCE"	2895	193	83	72	9	83	67	14	83	2	67	6	80
"RI"	2000	"PROVIDENCE"	2896	1678	600	532	36	594	401	153	577	2	496	20	570
"RI"	2000	"PROVIDENCE"	2897	1327	583	530	33	577	445	108	565	2	483	29	549
"RI"	2000	"PROVIDENCE"	2898	235	75	56	13	75	49	19	68	2	56	6	70
"RI"	2000	"PROVIDENCE"	2899	577	227	178	25	225	140	72	216	2	158	16	212
"RI"	2000	"PROVIDENCE"	9900	903	359	330	23	359	243	96	347	2	302	12	340
"RI"	2000	"PROVIDENCE"	9901	873	432	376	43	430	288	127	421	2	354	25	406
"RI"	2000	"PROVIDENCE"	9902	1057	512	425	67	510	334	151	496	2	399	19	481
"RI"	2000	"PROVIDENCE"	9903	1013	529	448	56	525	348	159	520	2	419	23	499
"RI"	2000	"PROVIDENCE"	9904		3210	2380	368	3202			0	2	3	1	4
"RI"	2000	"RICHMOND"	2901	1817	1190	593	475	1183	410	739	1180	2	466	182	1159
"RI"	2000	"RICHMOND"	2902	1214	743	377	288	739	235	473	731	2	283	149	722
"RI"	2000	"RICHMOND"	2903	1443	968	543	316	964	353	585	956	2	388	125	938
"RI"	2000	"RICHMOND"	2904	0	139	78	46	139	1	1	2	2	1	0	2
"RI"	2000	"SCITUATE"	3001	1433	1046	476	488	1034	284	719	1031	2	502	260	1004
"RI"	2000	"SCITUATE"	3002	1164	817	402	345	806	265	529	812	2	453	168	801
"RI"	2000	"SCITUATE"	3003	1501	1090	419	586	1084	318	736	1078	2	513	297	1057
"RI"	2000	"SCITUATE"	3004	1565	1131	540	491	1123	348	745	1120	2	557	265	1101
"RI"	2000	"SCITUATE"	3005	1317	923	433	405	916	303	596	913	2	472	205	894
"RI"	2000	"SCITUATE"	3006	0	110	70	31	110	10	6	17	2	12	2	17
"RI"	2000	"SOUTH KINGSTOWN"	3201	2010	613	380	126	612	281	243	541	2	250	79	498
"RI"	2000	"SOUTH KINGSTOWN"	3202	1296	854	461	275	851	327	512	850	2	392	100	825
"RI"	2000	"SOUTH KINGSTOWN"	3203	1965	1308	700	438	1294	498	767	1292	2	593	188	1263
"RI"	2000	"SOUTH KINGSTOWN"	3204	820	535	260	209	531	185	332	532	2	240	82	519
"RI"	2000	"SOUTH KINGSTOWN"	3205	2265	1578	873	500	1569	562	958	1550	2	740	211	1511
"RI"	2000	"SOUTH KINGSTOWN"	3206	2168	1580	782	599	1573	560	960	1553	2	688	206	1527
"RI"	2000	"SOUTH KINGSTOWN"	3207	1535	891	526	226	886	356	496	876	2	402	90	853
"RI"	2000	"SOUTH KINGSTOWN"	3208	1262	846	407	312	837	268	532	829	2	309	150	815
"RI"	2000	"SOUTH KINGSTOWN"	3209	649	456	237	148	451	155	287	450	2	185	63	440
"RI"	2000	"SOUTH KINGSTOWN"	3210	1973	1407	663	589	1394	445	926	1390	2	589	247	1367
"RI"	2000	"SOUTH KINGSTOWN"	3211	2024	1356	717	497	1349	450	854	1337	2	592	230	1308
"RI"	2000	"SOUTH KINGSTOWN"	3212	0	476	284	131	475	3	0	3	2	3	0	3
"RI"	2000	"WARWICK"	3501	255	172	114	46	168	83	83	171	2	130	13	168
"RI"	2000	"WARWICK"	3502	452	275	170	86	270	86	180	271	2	185	40	265
"RI"	2000	"WARWICK"	3503	433	234	166	56	233	93	136	233	2	153	21	224
"RI"	2000	"WARWICK"	3504	303	174	129	36	170	99	68	168	2	135	13	163
"RI"	2000	"WARWICK"	3505	575	407	249	102	404	128	271	403	2	248	41	397
"RI"	2000	"WARWICK"	3506	1314	930	559	287	920	318	594	923	2	613	90	904
"RI"	2000	"WARWICK"	3507	1678	1155	733	327	1150	411	719	1144	2	777	125	1126
"RI"	2000	"WARWICK"	3508	1456	1047	577	402	1044	347	679	1037	2	708	141	1028
"RI"	2000	"WARWICK"	3509	189	128	90	29	128	46	77	127	2	94	7	123
"RI"	2000	"WARWICK"	3510	133	85	59	21	83	32	49	83	2	55	6	80
"RI"	2000	"WARWICK"	3511	806	554	335	174	550	188	353	551	2	344	67	537
"RI"	2000	"WARWICK"	3512	1593	1150	633	411	1139	362	768	1142	2	734	134	1120
"RI"	2000	"WARWICK"	3513	1181	803	530	215	797	300	486	799	2	564	63	789
"RI"	2000	"WARWICK"	3514	1445	929	606	264	920	347	557	921	2	647	101	906
"RI"	2000	"WARWICK"	3515	1108	720	477	196	714	274	421	705	2	487	90	695
"RI"	2000	"WARWICK"	3516	1376	898	590	246	887	326	546	886	2	628	87	873
"RI"	2000	"WARWICK"	3517	1340	908	605	232	898	298	582	898	2	631	65	883
"RI"	2000	"WARWICK"	3518	1352	913	600	265	907	306	589	907	2	645	87	893
"RI"	2000	"WARWICK"	3519	1441	984	609	292	973	384	576	977	2	679	91	955
"RI"	2000	"WARWICK"	3520	1387	917	595	264	911	308	591	909	2	615	83	886
"RI"	2000	"WARWICK"	3521	904	582	355	190	578	205	360	578	2	359	74	562
"RI"	2000	"WARWICK"	3522	1586	1026	646	281	1023	343	650	1018	2	626	89	998
"RI"	2000	"WARWICK"	3523	261	148	101	34	146	64	78	146	2	97	12	145
"RI"	2000	"WARWICK"	3524	115	63	39	16	63	22	38	62	2	33	8	60
"RI"	2000	"WARWICK"	3525	1476	968	653	247	959	352	592	960	2	633	98	933
"RI"	2000	"WARWICK"	3526	1284	746	446	248	740	240	495	744	2	465	100	725
"RI"	2000	"WARWICK"	3527	1406	870	550	241	865	295	556	864	2	559	88	845
"RI"	2000	"WARWICK"	3528	1859	1270	653	519	1261	326	918	1260	2	720	187	1241
"RI"	2000	"WARWICK"	3529	578	310	191	89	306	89	212	309	2	189	35	301
"RI"	2000	"WARWICK"	3530	837	499	309	144	495	180	310	495	2	313	70	483
"RI"	2000	"WARWICK"	3531	1399	831	553	205	821	293	509	820	2	562	66	808
"RI"	2000	"WARWICK"	3532	1233	766	508	191	757	281	463	758	2	544	59	745
"RI"	2000	"WARWICK"	3533	1253	874	525	267	857	294	565	869	2	581	82	860
"RI"	2000	"WARWICK"	3534	1464	1012	580	352	1004	343	642	998	2	639	133	981
"RI"	2000	"WARWICK"	3535	444	290	202	72	289	98	186	289	2	199	36	285
"RI"	2000	"WARWICK"	3536	1008	681	430	199	674	251	420	677	2	478	76	669
"RI"	2000	"WARWICK"	3537	691	441	306	101	435	181	246	437	2	300	44	428
"RI"	2000	"WARWICK"	3538	425	302	186	97	301	97	201	302	2	216	32	299
"RI"	2000	"WARWICK"	3539	2338	1461	947	423	1450	585	844	1450	2	991	146	1422
"RI"	2000	"WARWICK"	3540	876	410	232	134	405	113	278	403	2	220	74	394
"RI"	2000	"WARWICK"	3541	2048	1355	784	467	1347	437	885	1341	2	857	191	1308
"RI"	2000	"WARWICK"	3542	10	5	4	1	5	2	2	5	2	3	0	5
"RI"	2000	"WARWICK"	3543	1375	958	553	325	953	303	633	953	2	564	142	930
"RI"	2000	"WARWICK"	3544	2180	1490	719	686	1483	431	1029	1480	2	871	251	1444
"RI"	2000	"WARWICK"	3545	1247	800	493	271	792	339	445	791	2	542	129	775
"RI"	2000	"WARWICK"	3546	1654	1063	524	472	1060	279	765	1056	2	612	207	1030
"RI"	2000	"WARWICK"	3547	770	570	308	201	564	89	471	569	2	289	98	552
"RI"	2000	"WARWICK"	3548	1048	671	366	258	666	197	466	669	2	392	101	658
"RI"	2000	"WARWICK"	3549	1414	1035	570	377	1027	320	690	1024	2	600	150	1005
"RI"	2000	"WARWICK"	3550	350	217	104	91	213	72	136	214	2	118	44	209
"RI"	2000	"WARWICK"	3551	1673	1120	657	380	1109	387	706	1107	2	683	158	1069
"RI"	2000	"WARWICK"	3552	1005	713	392	269	704	233	461	704	2	437	126	694
"RI"	2000	"WARWICK"	3553	1225	668	426	204	659	251	401	659	2	437	104	643
"RI"	2000	"WARWICK"	3554	200	112	66	39	111	38	71	111	2	72	11	111
"RI"	2000	"WARWICK"	3555	1083	798	504	241	789	265	522	796	2	509	129	773
"RI"	2000	"WARWICK"	3556	701	445	203	201	442	125	304	437	2	221	96	419
"RI"	2000	"WARWICK"	3557	0	739	437	257	739	0	0	0	2	0	0	0
"RI"	2000	"WEST GREENWICH"	3701	983	698	379	255	694	233	435	689	2	354	113	676
"RI"	2000	"WEST GREENWICH"	3702	1282	907	434	403	904	251	628	899	2	374	180	878
"RI"	2000	"WEST GREENWICH"	3703	981	699	293	348	697	183	491	689	2	324	121	673
"RI"	2000	"WEST GREENWICH"	3704	0	68	34	29	68	0	0	0	2	0	0	0
"RI"	2000	"WEST WARWICK"	3801	1455	883	571	275	880	409	434	868	2	570	90	844
"RI"	2000	"WEST WARWICK"	3802	236	146	75	53	144	68	71	142	2	79	22	138
"RI"	2000	"WEST WARWICK"	3803	1188	611	388	182	601	268	316	604	2	410	85	598
"RI"	2000	"WEST WARWICK"	3804	392	180	112	53	179	88	83	179	2	120	17	177
"RI"	2000	"WEST WARWICK"	3805	792	456	293	136	449	199	237	446	2	311	48	440
"RI"	2000	"WEST WARWICK"	3806	805	469	289	149	467	169	276	464	2	294	58	460
"RI"	2000	"WEST WARWICK"	3807	1140	782	532	212	770	415	349	775	2	563	78	754
"RI"	2000	"WEST WARWICK"	3808	1417	921	602	257	913	413	485	914	2	625	99	887
"RI"	2000	"WEST WARWICK"	3809	1103	774	479	243	764	331	426	769	2	541	77	761
"RI"	2000	"WEST WARWICK"	3810	1141	657	416	194	651	324	306	646	2	433	81	630
"RI"	2000	"WEST WARWICK"	3811	439	295	195	72	284	129	152	292	2	198	30	282
"RI"	2000	"WEST WARWICK"	3812	1081	690	439	208	682	275	397	686	2	465	85	674
"RI"	2000	"WEST WARWICK"	3813	925	556	328	195	550	275	261	548	2	355	63	535
"RI"	2000	"WEST WARWICK"	3814	446	292	196	77	289	137	149	292	2	193	33	281
