state	year	county	ed	precinct	cd	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv
"MD"	2008	"2"	"3"	"15"	1	385	687	1098	311	788	1117
"MD"	2008	"2"	"3"	"16"	2	676	509	1222	492	800	1319
"MD"	2008	"2"	"3"	"17"	1	546	715	1323	408	937	1373
"MD"	2008	"2"	"3"	"18"	1	520	809	1366	425	967	1420
"MD"	2008	"2"	"3"	"19"	1	471	734	1245	352	913	1284
"MD"	2008	"2"	"3"	"2"	2	526	356	914	328	616	973
"MD"	2008	"2"	"3"	"20"	2	526	478	1040	317	776	1121
"MD"	2008	"2"	"3"	"21"	2	789	617	1465	663	870	1567
"MD"	2008	"2"	"3"	"22"	3	587	463	1052	520	652	1193
"MD"	2008	"2"	"3"	"23"	1	508	603	1147	426	735	1189
"MD"	2008	"2"	"3"	"24"	2	748	577	1379	531	887	1456
"MD"	2008	"2"	"3"	"25"	3	683	264	950	703	391	1111
"MD"	2008	"2"	"3"	"3"	2	931	681	1673	660	1088	1788
"MD"	2008	"2"	"3"	"4"	2	786	685	1516	612	992	1647
"MD"	2008	"2"	"3"	"5"	3	594	548	1143	466	761	1250
"MD"	2008	"2"	"3"	"6"	2	847	666	1542	660	980	1663
"MD"	2008	"2"	"3"	"7"	2	729	513	1286	587	758	1385
"MD"	2008	"2"	"3"	"8"	2	935	487	1460	821	711	1573
"MD"	2008	"2"	"3"	"9"	3	287	299	586	215	447	671
"MD"	2008	"2"	"4"	"1"	3	862	252	1115	913	352	1268
"MD"	2008	"2"	"4"	"10"	3	1012	666	1680	903	940	1871
"MD"	2008	"2"	"4"	"11"	3	599	316	915	584	426	1029
"MD"	2008	"2"	"4"	"12"	3	522	352	877	476	486	982
"MD"	2008	"2"	"4"	"13"	1	466	668	1173	396	795	1216
"MD"	2008	"2"	"4"	"14"	1	659	654	1353	581	786	1404
"MD"	2008	"2"	"4"	"15"	3	897	753	1652	800	979	1818
"MD"	2008	"2"	"4"	"16"	3	857	508	1368	853	642	1527
"MD"	2008	"2"	"4"	"17"	3	886	322	1213	908	435	1370
"MD"	2008	"2"	"4"	"18"	2	1035	164	1231	1162	149	1320
"MD"	2008	"2"	"4"	"19"	2	1154	204	1399	1252	214	1482
"MD"	2008	"2"	"4"	"2"	3	658	492	1152	636	627	1286
"MD"	2008	"2"	"4"	"20"	3	694	436	1132	638	598	1258
"MD"	2008	"2"	"4"	"21"	3	978	774	1757	917	958	1909
"MD"	2008	"2"	"4"	"22"	3	756	370	1132	748	494	1268
"MD"	2008	"2"	"4"	"23"	3	647	535	1186	595	695	1312
"MD"	2008	"2"	"4"	"24"	2	1184	419	1648	1265	467	1758
"MD"	2008	"2"	"4"	"3"	3	591	521	1113	534	685	1244
"MD"	2008	"2"	"4"	"4"	1	570	723	1319	474	855	1356
"MD"	2008	"2"	"4"	"5"	3	509	281	791	487	381	884
"MD"	2008	"2"	"4"	"6"	3	1365	238	1611	1459	249	1739
"MD"	2008	"2"	"4"	"7"	2	1014	386	1476	1144	418	1581
"MD"	2008	"2"	"4"	"8"	3	622	452	1074	526	655	1203
"MD"	2008	"2"	"4"	"9"	3	1274	316	1598	1330	406	1763
"MD"	2008	"2"	"5"	"1"	1	817	783	1634	802	863	1684
"MD"	2008	"2"	"5"	"10"	1	311	413	740	249	486	756
"MD"	2008	"2"	"5"	"11"	1	692	664	1399	628	764	1432
"MD"	2008	"2"	"5"	"12"	1	444	498	968	388	586	994
"MD"	2008	"2"	"5"	"13"	1	613	659	1307	551	760	1335
"MD"	2008	"2"	"5"	"14"	1	607	680	1313	516	809	1350
"MD"	2008	"2"	"5"	"15"	1	544	546	1106	445	676	1135
"MD"	2008	"2"	"5"	"16"	1	518	428	972	439	539	1000
"MD"	2008	"2"	"5"	"17"	1	771	680	1494	685	802	1532
"MD"	2008	"2"	"5"	"18"	1	965	753	1768	841	933	1814
"MD"	2008	"2"	"5"	"19"	1	506	630	1151	449	714	1180
"MD"	2008	"2"	"5"	"2"	1	819	637	1497	755	775	1549
"MD"	2008	"2"	"5"	"20"	1	573	615	1210	544	675	1234
"MD"	2008	"2"	"5"	"21"	1	878	806	1729	806	928	1780
"MD"	2008	"2"	"5"	"22"	1	779	692	1517	701	818	1548
"MD"	2008	"2"	"5"	"23"	1	501	434	965	474	493	985
"MD"	2008	"2"	"5"	"24"	1	495	641	1148	419	747	1179
"MD"	2008	"2"	"5"	"25"	1	623	659	1315	486	829	1344
"MD"	2008	"2"	"5"	"26"	1	749	585	1371	713	689	1431
"MD"	2008	"2"	"5"	"27"	1	526	536	1087	471	616	1112
"MD"	2008	"2"	"5"	"28"	1	689	502	1215	621	612	1260
"MD"	2008	"2"	"5"	"29"	1	248	286	554	190	385	589
"MD"	2008	"2"	"5"	"3"	1	567	556	1152	536	635	1194
"MD"	2008	"2"	"5"	"30"	3	272	276	548	242	363	611
"MD"	2008	"2"	"5"	"31"	3	191	179	375	181	235	421
"MD"	2008	"2"	"5"	"32"	3	214	68	283	218	87	307
"MD"	2008	"2"	"5"	"33"	1	318	470	800	276	538	829
"MD"	2008	"2"	"5"	"34"	1	417	393	831	368	471	857
"MD"	2008	"2"	"5"	"4"	1	655	716	1406	568	851	1445
"MD"	2008	"2"	"5"	"5"	1	702	606	1341	670	666	1363
"MD"	2008	"2"	"5"	"6"	1	585	516	1116	497	626	1147
"MD"	2008	"2"	"5"	"7"	1	513	643	1177	452	735	1211
"MD"	2008	"2"	"5"	"8"	1	612	704	1334	541	795	1368
"MD"	2008	"2"	"5"	"9"	1	445	457	919	365	551	936
"MD"	2008	"2"	"6"	"1"	3	881	459	1344	898	528	1441
"MD"	2008	"2"	"6"	"10"	3	445	377	826	417	501	935
"MD"	2008	"2"	"6"	"11"	3	596	274	873	589	348	948
"MD"	2008	"2"	"6"	"12"	3	789	326	1117	850	404	1287
"MD"	2008	"2"	"6"	"13"	3	568	144	714	635	180	826
"MD"	2008	"2"	"6"	"14"	3	912	194	1111	1083	219	1307
"MD"	2008	"2"	"6"	"15"	3	542	188	731	580	256	851
"MD"	2008	"2"	"6"	"16"	3	381	87	468	465	102	575
"MD"	2008	"2"	"6"	"17"	3	816	375	1195	847	482	1356
"MD"	2008	"2"	"6"	"18"	3	787	456	1243	779	567	1374
"MD"	2008	"2"	"6"	"19"	3	671	508	1181	545	762	1329
"MD"	2008	"2"	"6"	"2"	3	611	386	1002	560	527	1108
"MD"	2008	"2"	"6"	"20"	3	542	359	902	451	554	1020
"MD"	2008	"2"	"6"	"21"	3	1077	794	1872	977	1025	2034
"MD"	2008	"2"	"6"	"22"	3	792	583	1376	810	711	1546
"MD"	2008	"2"	"6"	"23"	3	676	399	1077	617	526	1172
"MD"	2008	"2"	"6"	"24"	3	741	315	1058	735	401	1151
"MD"	2008	"2"	"6"	"25"	3	616	513	1131	559	627	1201
"MD"	2008	"2"	"6"	"26"	3	589	496	1087	527	667	1210
"MD"	2008	"2"	"6"	"27"	3	292	336	630	248	438	696
"MD"	2008	"2"	"6"	"28"	3	526	518	1045	464	646	1127
"MD"	2008	"2"	"6"	"29"	3	384	318	705	337	412	765
"MD"	2008	"2"	"6"	"3"	3	812	100	912	935	125	1066
"MD"	2008	"2"	"6"	"30"	3	703	395	1101	658	508	1186
"MD"	2008	"2"	"6"	"31"	3	442	467	910	387	562	961
"MD"	2008	"2"	"6"	"4"	3	571	179	751	604	238	851
"MD"	2008	"2"	"6"	"5"	3	532	387	921	531	475	1019
"MD"	2008	"2"	"6"	"6"	3	575	88	663	700	125	831
"MD"	2008	"2"	"6"	"7"	3	637	255	894	675	331	1022
"MD"	2008	"2"	"6"	"8"	3	666	278	950	663	364	1044
"MD"	2008	"2"	"6"	"9"	3	731	424	1157	640	591	1263
"MD"	2008	"2"	"7"	"1"	5	967	694	1708	746	1013	1792
"MD"	2008	"2"	"7"	"10"	5	687	672	1418	587	891	1507
"MD"	2008	"2"	"7"	"11"	5	740	681	1456	606	903	1526
"MD"	2008	"2"	"7"	"12"	5	784	715	1553	641	959	1638
"MD"	2008	"2"	"7"	"13"	3	706	683	1392	584	930	1532
"MD"	2008	"2"	"7"	"14"	3	614	418	1033	552	547	1120
"MD"	2008	"2"	"7"	"15"	3	634	540	1179	568	671	1269
"MD"	2008	"2"	"7"	"16"	3	821	507	1332	791	661	1468
"MD"	2008	"2"	"7"	"17"	3	730	497	1230	653	688	1357
"MD"	2008	"2"	"7"	"18"	3	740	617	1357	694	785	1499
"MD"	2008	"2"	"7"	"19"	5	786	753	1600	690	979	1701
"MD"	2008	"2"	"7"	"2"	5	961	665	1689	788	950	1770
"MD"	2008	"2"	"7"	"20"	3	624	400	1026	634	500	1152
"MD"	2008	"2"	"7"	"21"	5	767	641	1449	571	935	1524
"MD"	2008	"2"	"7"	"22"	5	720	769	1534	579	1007	1609
"MD"	2008	"2"	"7"	"23"	5	526	476	1043	451	646	1117
"MD"	2008	"2"	"7"	"24"	3	734	688	1427	674	872	1564
"MD"	2008	"2"	"7"	"25"	5	753	544	1363	652	771	1458
"MD"	2008	"2"	"7"	"26"	3	530	471	1002	480	616	1110
"MD"	2008	"2"	"7"	"27"	5	406	372	796	328	479	816
"MD"	2008	"2"	"7"	"3"	5	731	368	1141	670	499	1192
"MD"	2008	"2"	"7"	"4"	5	693	531	1270	614	712	1349
"MD"	2008	"2"	"7"	"5"	5	806	581	1471	649	868	1564
"MD"	2008	"2"	"7"	"6"	5	875	768	1705	707	1094	1841
"MD"	2008	"2"	"7"	"7"	5	817	729	1585	644	1001	1668
"MD"	2008	"2"	"7"	"8"	5	803	543	1394	682	770	1484
"MD"	2008	"2"	"7"	"9"	5	882	452	1373	755	683	1461
"MD"	2008	"20"	"1"	"1"	1	331	216	561	280	288	578
"MD"	2008	"20"	"1"	"2"	1	692	352	1059	617	464	1090
"MD"	2008	"20"	"1"	"3"	1	49	20	70	47	28	75
"MD"	2008	"20"	"10"	"1"	1	38	57	96	36	59	96
"MD"	2008	"20"	"10"	"2"	1	9	27	37	9	28	38
"MD"	2008	"20"	"11"	"1"	1	35	42	81	29	53	83
"MD"	2008	"20"	"12"	"1"	1	175	197	381	134	258	398
"MD"	2008	"20"	"13"	"1"	1	35	59	96	23	73	97
"MD"	2008	"20"	"13"	"2"	1	118	94	215	108	117	226
"MD"	2008	"20"	"13"	"3"	1	60	63	126	57	70	132
"MD"	2008	"20"	"14"	"1"	1	135	129	265	72	185	265
"MD"	2008	"20"	"15"	"1"	1	707	161	881	722	178	904
"MD"	2008	"20"	"15"	"2"	1	421	69	496	415	88	506
"MD"	2008	"20"	"2"	"1"	1	118	101	224	82	145	229
"MD"	2008	"20"	"3"	"1"	1	353	306	675	282	412	704
"MD"	2008	"20"	"4"	"1"	1	297	236	541	214	327	546
"MD"	2008	"20"	"5"	"1"	1	241	226	480	183	303	493
"MD"	2008	"20"	"6"	"1"	1	169	75	251	138	120	261
"MD"	2008	"20"	"7"	"1"	1	598	360	984	531	491	1031
"MD"	2008	"20"	"8"	"1"	1	394	468	869	261	623	887
"MD"	2008	"20"	"8"	"2"	1	107	141	254	50	203	259
"MD"	2008	"20"	"9"	"1"	1	98	77	177	67	112	180
"MD"	2008	"21"	"1"	"1"	1	1413	1138	2594	1272	1356	2649
"MD"	2008	"21"	"1"	"2"	1	1718	1103	2882	1410	1459	2916
"MD"	2008	"21"	"1"	"3"	1	939	458	1437	849	600	1484
"MD"	2008	"21"	"1"	"5"	1	1077	1080	2199	833	1388	2250
"MD"	2008	"21"	"2"	"1"	1	955	608	1582	770	808	1600
"MD"	2008	"21"	"2"	"2"	1	227	196	434	184	250	441
"MD"	2008	"21"	"2"	"3"	1	410	346	768	330	431	777
"MD"	2008	"21"	"3"	"1"	1	823	680	1545	641	919	1584
"MD"	2008	"21"	"3"	"3"	1	386	363	764	311	450	771
"MD"	2008	"21"	"4"	"1"	1	986	1007	2037	639	1401	2071
"MD"	2008	"21"	"5"	"1"	1	348	204	560	277	279	563
"MD"	2008	"21"	"5"	"2"	1	241	195	443	186	258	449
"MD"	2008	"22"	"1"	"0"	6	604	819	1491	651	863	1556
"MD"	2008	"22"	"10"	"1"	6	627	828	1526	661	877	1567
"MD"	2008	"22"	"10"	"2"	6	563	724	1323	621	748	1379
"MD"	2008	"22"	"10"	"3"	6	404	558	1002	435	590	1044
"MD"	2008	"22"	"10"	"4"	6	237	304	556	226	328	568
"MD"	2008	"22"	"11"	"1"	6	232	284	542	259	298	572
"MD"	2008	"22"	"11"	"2"	6	110	157	275	129	156	291
"MD"	2008	"22"	"12"	"0"	6	417	729	1196	452	772	1252
"MD"	2008	"22"	"13"	"1"	6	545	1037	1664	565	1150	1748
"MD"	2008	"22"	"13"	"2"	6	274	394	696	300	423	737
"MD"	2008	"22"	"14"	"1"	6	148	348	513	164	365	532
"MD"	2008	"22"	"14"	"2"	6	217	334	572	232	350	593
"MD"	2008	"22"	"15"	"0"	6	216	540	787	207	615	836
"MD"	2008	"22"	"16"	"0"	6	552	1077	1687	617	1083	1742
"MD"	2008	"22"	"17"	"1"	6	324	264	612	392	249	657
"MD"	2008	"22"	"17"	"2"	6	651	659	1367	721	685	1436
"MD"	2008	"22"	"18"	"1"	6	503	820	1371	475	922	1419
"MD"	2008	"22"	"18"	"2"	6	751	845	1660	791	908	1732
"MD"	2008	"22"	"18"	"3"	6	715	735	1512	803	749	1582
"MD"	2008	"22"	"19"	"0"	6	396	719	1147	447	704	1173
"MD"	2008	"22"	"2"	"0"	6	686	985	1755	732	1078	1839
"MD"	2008	"22"	"20"	"0"	6	340	618	996	335	679	1027
"MD"	2008	"22"	"21"	"1"	6	496	499	1034	546	511	1085
"MD"	2008	"22"	"21"	"2"	6	664	530	1240	702	572	1300
"MD"	2008	"22"	"21"	"3"	6	387	376	783	422	379	808
"MD"	2008	"22"	"22"	"1"	6	566	339	955	639	345	1011
"MD"	2008	"22"	"22"	"2"	6	484	356	879	525	387	927
"MD"	2008	"22"	"23"	"0"	6	666	1311	2070	656	1461	2156
"MD"	2008	"22"	"24"	"1"	6	113	176	308	107	207	320
"MD"	2008	"22"	"24"	"2"	6	6	13	21	6	16	23
"MD"	2008	"22"	"25"	"1"	6	339	63	414	402	53	455
"MD"	2008	"22"	"25"	"2"	6	488	379	897	534	390	952
"MD"	2008	"22"	"25"	"4"	6	552	473	1049	595	499	1113
"MD"	2008	"22"	"26"	"1"	6	719	939	1740	790	1004	1830
"MD"	2008	"22"	"26"	"2"	6	565	660	1267	601	683	1320
"MD"	2008	"22"	"26"	"3"	6	594	857	1505	640	926	1591
"MD"	2008	"22"	"27"	"1"	6	590	964	1608	649	1004	1676
"MD"	2008	"22"	"27"	"2"	6	621	804	1492	682	860	1569
"MD"	2008	"22"	"3"	"1"	6	191	103	314	225	110	344
"MD"	2008	"22"	"3"	"2"	6	306	309	645	372	290	678
"MD"	2008	"22"	"3"	"3"	6	412	368	804	437	393	851
"MD"	2008	"22"	"3"	"4"	6	331	201	555	383	194	588
"MD"	2008	"22"	"4"	"0"	6	451	807	1314	443	924	1394
"MD"	2008	"22"	"5"	"0"	6	342	906	1309	342	989	1359
"MD"	2008	"22"	"6"	"1"	6	471	772	1296	534	797	1355
"MD"	2008	"22"	"6"	"2"	6	563	817	1439	619	851	1505
"MD"	2008	"22"	"7"	"1"	6	467	950	1461	454	1037	1517
"MD"	2008	"22"	"7"	"2"	6	432	676	1164	481	696	1199
"MD"	2008	"22"	"8"	"0"	6	433	655	1139	470	691	1180
"MD"	2008	"22"	"9"	"0"	6	446	815	1315	482	854	1359
"MD"	2008	"23"	"1"	"1"	1	170	146	326	137	190	330
"MD"	2008	"23"	"1"	"2"	1	151	236	401	85	316	407
"MD"	2008	"23"	"1"	"3"	1	128	162	291	78	222	304
"MD"	2008	"23"	"1"	"4"	1	34	52	87	30	59	91
"MD"	2008	"23"	"10"	"1"	1	184	47	234	191	47	240
"MD"	2008	"23"	"10"	"2"	1	164	226	405	100	311	417
"MD"	2008	"23"	"11"	"1"	1	870	687	1586	730	893	1637
"MD"	2008	"23"	"11"	"2"	1	191	103	296	186	124	311
"MD"	2008	"23"	"13"	"1"	1	971	556	1566	876	706	1602
"MD"	2008	"23"	"13"	"2"	1	1081	420	1544	1031	547	1615
"MD"	2008	"23"	"13"	"3"	1	426	314	759	339	421	775
"MD"	2008	"23"	"14"	"1"	1	360	423	810	268	560	844
"MD"	2008	"23"	"15"	"1"	1	699	727	1448	551	909	1483
"MD"	2008	"23"	"15"	"2"	1	27	40	70	23	48	71
"MD"	2008	"23"	"16"	"1"	1	939	738	1710	770	955	1749
"MD"	2008	"23"	"16"	"2"	1	692	461	1168	595	570	1185
"MD"	2008	"23"	"17"	"1"	1	495	292	807	428	384	825
"MD"	2008	"23"	"2"	"1"	1	537	599	1157	429	737	1185
"MD"	2008	"23"	"4"	"1"	1	525	745	1293	356	954	1323
"MD"	2008	"23"	"5"	"2"	1	1293	377	1709	1269	468	1764
"MD"	2008	"23"	"5"	"3"	1	883	796	1712	701	1026	1752
"MD"	2008	"23"	"5"	"4"	1	1136	790	1965	902	1069	2010
"MD"	2008	"23"	"5"	"5"	1	438	472	938	344	607	958
"MD"	2008	"23"	"5"	"6"	1	728	743	1515	564	969	1551
"MD"	2008	"23"	"5"	"7"	1	385	451	856	302	564	876
"MD"	2008	"23"	"6"	"1"	1	112	203	328	66	264	337
"MD"	2008	"23"	"7"	"1"	1	258	232	496	189	318	513
"MD"	2008	"23"	"7"	"2"	1	189	161	355	153	213	372
"MD"	2008	"23"	"8"	"1"	1	497	538	1064	385	693	1095
"MD"	2008	"23"	"8"	"2"	1	299	228	535	214	326	548
"MD"	2008	"23"	"8"	"3"	1	383	267	669	287	382	683
"MD"	2008	"23"	"8"	"4"	1	911	1068	2003	674	1340	2038
"MD"	2008	"23"	"9"	"1"	1	396	234	644	351	301	658
"MD"	2008	"23"	"9"	"2"	1	1684	137	1830	1758	118	1885
"MD"	2008	"23"	"9"	"3"	1	725	742	1499	580	924	1522
"MD"	2008	"23"	"9"	"4"	1	75	42	119	68	48	122
"MD"	2008	"23"	"9"	"5"	1	742	880	1643	578	1063	1658
"MD"	2008	"23"	"9"	"6"	1	813	152	979	867	177	1049
"MD"	2008	"24"	"1"	"1"	1	940	431	1395	890	532	1443
"MD"	2008	"24"	"1"	"2"	1	557	511	1089	429	681	1131
"MD"	2008	"24"	"1"	"3"	1	178	198	385	134	255	392
"MD"	2008	"24"	"2"	"1"	1	745	262	1021	692	366	1068
"MD"	2008	"24"	"2"	"2"	1	212	195	420	176	255	436
"MD"	2008	"24"	"2"	"3"	1	848	280	1155	846	343	1206
"MD"	2008	"24"	"3"	"1"	1	595	563	1201	416	786	1226
"MD"	2008	"24"	"3"	"2"	1	646	681	1351	499	876	1393
"MD"	2008	"24"	"3"	"3"	1	790	701	1522	575	959	1556
"MD"	2008	"24"	"4"	"1"	1	132	155	290	97	206	306
"MD"	2008	"24"	"4"	"2"	1	723	805	1566	534	1058	1612
"MD"	2008	"24"	"4"	"3"	1	491	405	909	349	580	942
"MD"	2008	"24"	"5"	"1"	1	1358	1236	2633	1072	1625	2725
"MD"	2008	"24"	"5"	"2"	1	796	664	1486	672	833	1529
"MD"	2008	"24"	"6"	"1"	1	648	685	1355	498	866	1379
"MD"	2008	"24"	"6"	"2"	1	554	457	1034	420	633	1067
"MD"	2008	"24"	"6"	"3"	1	589	604	1215	443	785	1236
"MD"	2008	"24"	"7"	"1"	1	1646	1616	3354	1295	2148	3500
"MD"	2008	"3"	"1"	"1"	3	419	106	526	429	168	613
"MD"	2008	"3"	"1"	"2"	3	652	184	839	661	242	939
"MD"	2008	"3"	"1"	"3"	3	562	207	772	584	272	874
"MD"	2008	"3"	"1"	"4"	3	751	301	1054	762	432	1210
"MD"	2008	"3"	"1"	"5"	3	1019	396	1421	982	623	1655
"MD"	2008	"3"	"10"	"1"	7	628	3	635	633	5	645
"MD"	2008	"3"	"10"	"2"	7	661	5	674	679	4	685
"MD"	2008	"3"	"10"	"3"	7	226	4	233	246	4	251
"MD"	2008	"3"	"10"	"4"	7	332	1	334	346	1	347
"MD"	2008	"3"	"11"	"1"	7	620	91	758	675	90	792
"MD"	2008	"3"	"11"	"2"	7	206	21	238	224	30	264
"MD"	2008	"3"	"11"	"3"	7	650	38	712	672	54	739
"MD"	2008	"3"	"11"	"4"	7	420	17	445	455	10	466
"MD"	2008	"3"	"11"	"5"	7	233	13	269	265	12	286
"MD"	2008	"3"	"11"	"6"	7	861	119	1012	907	130	1067
"MD"	2008	"3"	"11"	"7"	7	597	68	708	652	69	739
"MD"	2008	"3"	"12"	"1"	3	680	117	798	693	170	886
"MD"	2008	"3"	"12"	"10"	7	610	21	652	654	30	699
"MD"	2008	"3"	"12"	"11"	7	425	12	443	432	25	462
"MD"	2008	"3"	"12"	"12"	7	465	10	487	491	9	512
"MD"	2008	"3"	"12"	"2"	7	779	144	946	796	180	999
"MD"	2008	"3"	"12"	"3"	7	259	42	317	280	51	341
"MD"	2008	"3"	"12"	"4"	7	520	84	631	568	91	675
"MD"	2008	"3"	"12"	"5"	7	546	67	633	584	70	666
"MD"	2008	"3"	"12"	"6"	7	416	45	499	451	43	524
"MD"	2008	"3"	"12"	"7"	7	665	9	685	706	10	722
"MD"	2008	"3"	"12"	"8"	7	629	46	713	668	48	742
"MD"	2008	"3"	"12"	"9"	7	607	63	692	620	91	735
"MD"	2008	"3"	"13"	"1"	3	722	116	840	723	171	913
"MD"	2008	"3"	"13"	"10"	7	945	28	991	975	26	1011
"MD"	2008	"3"	"13"	"11"	7	821	182	1055	836	251	1116
"MD"	2008	"3"	"13"	"12"	3	439	103	544	423	169	609
"MD"	2008	"3"	"13"	"2"	3	408	74	483	407	162	590
"MD"	2008	"3"	"13"	"3"	3	719	134	857	695	278	1001
"MD"	2008	"3"	"13"	"4"	3	394	90	486	349	213	575
"MD"	2008	"3"	"13"	"5"	3	320	62	382	320	101	433
"MD"	2008	"3"	"13"	"6"	7	377	4	387	385	6	394
"MD"	2008	"3"	"13"	"7"	7	723	10	738	756	5	765
"MD"	2008	"3"	"13"	"8"	7	910	15	937	922	21	955
"MD"	2008	"3"	"13"	"9"	7	492	11	515	523	13	537
"MD"	2008	"3"	"14"	"1"	7	293	23	324	314	25	344
"MD"	2008	"3"	"14"	"2"	7	658	46	730	685	52	751
"MD"	2008	"3"	"14"	"3"	7	457	6	467	471	7	482
"MD"	2008	"3"	"14"	"4"	7	1005	23	1051	1051	18	1078
"MD"	2008	"3"	"14"	"5"	7	263	2	267	268	4	273
"MD"	2008	"3"	"15"	"1"	7	843	15	867	873	13	893
"MD"	2008	"3"	"15"	"10"	7	818	6	837	846	6	853
"MD"	2008	"3"	"15"	"11"	7	728	16	757	762	14	779
"MD"	2008	"3"	"15"	"12"	7	167	0	169	176	0	176
"MD"	2008	"3"	"15"	"13"	7	375	7	386	392	1	395
"MD"	2008	"3"	"15"	"14"	7	749	8	763	782	3	785
"MD"	2008	"3"	"15"	"15"	7	418	3	425	429	1	430
"MD"	2008	"3"	"15"	"16"	7	548	7	558	566	1	568
"MD"	2008	"3"	"15"	"17"	7	938	8	954	994	5	1008
"MD"	2008	"3"	"15"	"18"	7	564	5	574	610	3	615
"MD"	2008	"3"	"15"	"19"	7	876	7	888	920	5	929
"MD"	2008	"3"	"15"	"2"	7	478	9	492	494	3	499
"MD"	2008	"3"	"15"	"20"	7	1207	13	1227	1253	8	1265
"MD"	2008	"3"	"15"	"21"	7	578	6	591	595	3	603
"MD"	2008	"3"	"15"	"22"	7	660	11	683	707	2	715
"MD"	2008	"3"	"15"	"23"	7	915	9	932	941	9	953
"MD"	2008	"3"	"15"	"24"	7	1077	9	1092	1109	6	1117
"MD"	2008	"3"	"15"	"25"	7	445	0	449	463	2	466
"MD"	2008	"3"	"15"	"3"	7	1420	14	1452	1461	20	1485
"MD"	2008	"3"	"15"	"4"	7	475	9	489	493	4	498
"MD"	2008	"3"	"15"	"5"	7	796	7	809	812	10	824
"MD"	2008	"3"	"15"	"6"	7	1022	6	1036	1038	8	1050
"MD"	2008	"3"	"15"	"7"	7	787	5	798	808	6	818
"MD"	2008	"3"	"15"	"8"	7	451	6	460	457	8	469
"MD"	2008	"3"	"15"	"9"	7	1448	20	1492	1499	15	1519
"MD"	2008	"3"	"16"	"1"	7	454	9	470	473	1	474
"MD"	2008	"3"	"16"	"10"	7	528	3	535	543	3	548
"MD"	2008	"3"	"16"	"11"	7	413	2	422	428	3	431
"MD"	2008	"3"	"16"	"12"	7	949	16	971	985	4	990
"MD"	2008	"3"	"16"	"13"	7	1023	5	1037	1058	8	1066
"MD"	2008	"3"	"16"	"14"	7	1752	13	1780	1808	12	1828
"MD"	2008	"3"	"16"	"2"	7	697	9	714	735	7	746
"MD"	2008	"3"	"16"	"3"	7	470	2	477	491	2	494
"MD"	2008	"3"	"16"	"4"	7	369	5	375	375	4	381
"MD"	2008	"3"	"16"	"5"	7	904	10	919	953	8	962
"MD"	2008	"3"	"16"	"6"	7	885	8	905	902	10	921
"MD"	2008	"3"	"16"	"7"	7	539	7	554	567	5	573
"MD"	2008	"3"	"16"	"8"	7	797	5	807	805	5	814
"MD"	2008	"3"	"16"	"9"	7	878	5	889	917	5	930
"MD"	2008	"3"	"17"	"1"	7	807	19	843	845	20	872
"MD"	2008	"3"	"17"	"2"	7	619	14	636	643	4	650
"MD"	2008	"3"	"18"	"1"	7	590	5	604	620	2	623
"MD"	2008	"3"	"18"	"2"	7	682	40	738	723	43	773
"MD"	2008	"3"	"19"	"1"	7	688	8	709	731	3	738
"MD"	2008	"3"	"19"	"2"	7	759	75	853	777	100	892
"MD"	2008	"3"	"2"	"1"	3	358	82	440	403	100	513
"MD"	2008	"3"	"2"	"2"	3	564	139	705	573	219	819
"MD"	2008	"3"	"2"	"3"	3	719	204	927	782	272	1083
"MD"	2008	"3"	"20"	"1"	7	919	4	926	957	6	967
"MD"	2008	"3"	"20"	"10"	7	163	32	199	170	35	207
"MD"	2008	"3"	"20"	"11"	7	575	65	651	575	97	683
"MD"	2008	"3"	"20"	"2"	7	327	5	336	332	11	343
"MD"	2008	"3"	"20"	"3"	7	1083	15	1109	1160	9	1170
"MD"	2008	"3"	"20"	"4"	7	139	3	142	139	5	145
"MD"	2008	"3"	"20"	"5"	7	586	6	598	610	8	622
"MD"	2008	"3"	"20"	"6"	7	1831	22	1868	1913	15	1937
"MD"	2008	"3"	"20"	"7"	7	1180	31	1229	1224	33	1260
"MD"	2008	"3"	"20"	"8"	7	289	11	302	293	17	312
"MD"	2008	"3"	"20"	"9"	7	191	42	242	188	59	250
"MD"	2008	"3"	"21"	"1"	3	284	66	352	315	80	410
"MD"	2008	"3"	"21"	"2"	7	632	68	730	671	79	761
"MD"	2008	"3"	"21"	"3"	3	504	71	582	569	136	722
"MD"	2008	"3"	"21"	"4"	3	169	21	190	170	39	215
"MD"	2008	"3"	"22"	"1"	7	352	134	494	359	174	541
"MD"	2008	"3"	"22"	"2"	3	549	205	755	556	244	821
"MD"	2008	"3"	"23"	"1"	3	460	179	639	474	231	727
"MD"	2008	"3"	"23"	"2"	3	329	70	399	392	87	487
"MD"	2008	"3"	"23"	"3"	3	513	206	724	506	315	850
"MD"	2008	"3"	"24"	"1"	3	263	86	351	268	102	380
"MD"	2008	"3"	"24"	"2"	3	296	134	431	308	157	482
"MD"	2008	"3"	"24"	"3"	3	604	259	868	607	353	978
"MD"	2008	"3"	"24"	"4"	3	844	296	1144	816	506	1351
"MD"	2008	"3"	"24"	"5"	3	812	331	1144	742	556	1328
"MD"	2008	"3"	"25"	"1"	7	1345	47	1404	1374	58	1440
"MD"	2008	"3"	"25"	"10"	2	663	7	682	768	5	777
