state	year	county	ed	precinct	cd	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv
"MD"	2008	"16"	"7"	"5"	8	1160	262	1453	1170	274	1463
"MD"	2008	"16"	"7"	"6"	8	1156	282	1474	1168	320	1503
"MD"	2008	"16"	"7"	"7"	8	965	233	1226	992	246	1250
"MD"	2008	"16"	"7"	"8"	8	1188	286	1560	1299	308	1640
"MD"	2008	"16"	"7"	"9"	8	1148	299	1510	1182	347	1558
"MD"	2008	"16"	"8"	"1"	4	1388	715	2161	1422	835	2293
"MD"	2008	"16"	"8"	"10"	4	913	341	1295	917	434	1370
"MD"	2008	"16"	"8"	"11"	4	1149	421	1604	1207	504	1737
"MD"	2008	"16"	"8"	"12"	4	910	528	1453	953	574	1547
"MD"	2008	"16"	"8"	"13"	4	680	308	1013	729	362	1106
"MD"	2008	"16"	"8"	"2"	4	1602	868	2525	1656	1041	2725
"MD"	2008	"16"	"8"	"3"	4	1070	757	1870	1157	813	1995
"MD"	2008	"16"	"8"	"4"	4	469	382	869	492	424	935
"MD"	2008	"16"	"8"	"5"	4	1003	757	1803	1028	866	1924
"MD"	2008	"16"	"8"	"6"	4	1387	849	2295	1431	977	2442
"MD"	2008	"16"	"8"	"7"	4	594	541	1175	662	581	1259
"MD"	2008	"16"	"8"	"8"	4	1028	684	1756	1066	798	1884
"MD"	2008	"16"	"8"	"9"	4	1389	730	2178	1439	851	2330
"MD"	2008	"16"	"9"	"1"	8	648	287	992	651	347	1039
"MD"	2008	"16"	"9"	"10"	8	721	229	1015	764	264	1049
"MD"	2008	"16"	"9"	"11"	4	1032	458	1539	1104	498	1639
"MD"	2008	"16"	"9"	"12"	8	1243	469	1759	1272	518	1816
"MD"	2008	"16"	"9"	"13"	8	1426	582	2065	1482	643	2156
"MD"	2008	"16"	"9"	"14"	4	925	409	1376	970	467	1463
"MD"	2008	"16"	"9"	"15"	8	995	267	1307	1055	299	1372
"MD"	2008	"16"	"9"	"16"	8	1105	242	1403	1177	290	1489
"MD"	2008	"16"	"9"	"17"	4	520	290	832	541	322	877
"MD"	2008	"16"	"9"	"18"	8	1044	235	1326	1107	281	1405
"MD"	2008	"16"	"9"	"19"	8	1078	296	1419	1081	354	1462
"MD"	2008	"16"	"9"	"2"	8	1007	309	1373	1028	369	1426
"MD"	2008	"16"	"9"	"20"	8	1873	537	2480	1881	656	2579
"MD"	2008	"16"	"9"	"21"	4	882	522	1438	916	575	1524
"MD"	2008	"16"	"9"	"22"	4	800	275	1104	865	275	1166
"MD"	2008	"16"	"9"	"23"	4	581	258	861	619	287	920
"MD"	2008	"16"	"9"	"24"	8	585	165	788	634	179	828
"MD"	2008	"16"	"9"	"25"	4	828	447	1307	861	499	1378
"MD"	2008	"16"	"9"	"26"	8	1784	510	2359	1843	567	2458
"MD"	2008	"16"	"9"	"27"	8	1469	603	2127	1543	669	2236
"MD"	2008	"16"	"9"	"28"	8	548	261	838	537	321	873
"MD"	2008	"16"	"9"	"29"	8	1088	358	1492	1101	443	1574
"MD"	2008	"16"	"9"	"3"	8	1030	301	1371	1058	347	1429
"MD"	2008	"16"	"9"	"30"	4	1130	450	1610	1199	494	1722
"MD"	2008	"16"	"9"	"31"	8	979	395	1413	1040	437	1489
"MD"	2008	"16"	"9"	"33"	8	770	279	1086	832	300	1148
"MD"	2008	"16"	"9"	"34"	4	1215	352	1597	1295	379	1695
"MD"	2008	"16"	"9"	"35"	8	1755	714	2539	1772	867	2669
"MD"	2008	"16"	"9"	"36"	8	708	251	1010	740	287	1047
"MD"	2008	"16"	"9"	"37"	4	836	271	1128	858	325	1195
"MD"	2008	"16"	"9"	"4"	8	1098	414	1542	1132	454	1607
"MD"	2008	"16"	"9"	"5"	8	634	170	830	668	178	856
"MD"	2008	"16"	"9"	"6"	8	1627	521	2208	1704	596	2325
"MD"	2008	"16"	"9"	"7"	8	1460	298	1825	1509	343	1894
"MD"	2008	"16"	"9"	"8"	8	1774	538	2389	1870	604	2506
"MD"	2008	"16"	"9"	"9"	8	740	192	967	782	211	1004
"MD"	2008	"17"	"1"	"1"	5	1533	306	1877	1528	415	1955
"MD"	2008	"17"	"1"	"2"	5	746	216	1005	725	298	1042
"MD"	2008	"17"	"1"	"3"	5	1554	164	1751	1618	199	1830
"MD"	2008	"17"	"1"	"4"	5	963	303	1311	933	407	1364
"MD"	2008	"17"	"1"	"5"	5	1024	355	1428	922	542	1492
"MD"	2008	"17"	"1"	"6"	5	874	90	986	902	115	1024
"MD"	2008	"17"	"1"	"7"	5	320	91	417	301	149	455
"MD"	2008	"17"	"10"	"1"	5	1239	101	1381	1306	127	1445
"MD"	2008	"17"	"10"	"10"	5	916	147	1095	907	199	1125
"MD"	2008	"17"	"10"	"11"	5	1079	127	1238	1151	141	1298
"MD"	2008	"17"	"10"	"12"	5	2071	280	2401	2170	334	2529
"MD"	2008	"17"	"10"	"13"	5	1630	261	1928	1594	386	2009
"MD"	2008	"17"	"10"	"2"	5	1779	315	2176	1813	415	2262
"MD"	2008	"17"	"10"	"3"	5	817	232	1092	793	318	1141
"MD"	2008	"17"	"10"	"4"	5	1128	156	1321	1142	210	1369
"MD"	2008	"17"	"10"	"5"	5	1401	670	2149	1244	954	2241
"MD"	2008	"17"	"10"	"6"	5	1637	225	1901	1665	299	1978
"MD"	2008	"17"	"10"	"7"	5	1013	182	1225	998	255	1264
"MD"	2008	"17"	"10"	"8"	5	982	147	1166	1014	199	1224
"MD"	2008	"17"	"10"	"9"	5	1341	158	1539	1395	202	1614
"MD"	2008	"17"	"11"	"1"	5	1629	173	1853	1658	237	1911
"MD"	2008	"17"	"11"	"2"	5	1716	217	1962	1759	245	2012
"MD"	2008	"17"	"11"	"3"	5	2146	132	2315	2186	163	2359
"MD"	2008	"17"	"11"	"4"	5	1308	180	1526	1318	235	1565
"MD"	2008	"17"	"12"	"1"	4	968	109	1089	984	159	1148
"MD"	2008	"17"	"12"	"10"	4	1687	177	1890	1690	244	1941
"MD"	2008	"17"	"12"	"11"	4	2135	111	2256	2173	133	2320
"MD"	2008	"17"	"12"	"12"	4	1933	70	2013	1992	88	2086
"MD"	2008	"17"	"12"	"13"	4	2107	40	2161	2190	36	2233
"MD"	2008	"17"	"12"	"14"	4	1491	152	1654	1473	222	1702
"MD"	2008	"17"	"12"	"15"	4	1688	50	1751	1723	60	1785
"MD"	2008	"17"	"12"	"16"	4	1130	28	1168	1174	32	1211
"MD"	2008	"17"	"12"	"17"	4	694	50	749	719	52	771
"MD"	2008	"17"	"12"	"2"	4	1091	60	1160	1144	71	1220
"MD"	2008	"17"	"12"	"3"	4	1672	46	1723	1726	58	1786
"MD"	2008	"17"	"12"	"4"	4	2184	60	2255	2286	52	2340
"MD"	2008	"17"	"12"	"5"	4	1778	134	1924	1778	187	1975
"MD"	2008	"17"	"12"	"6"	4	1787	33	1824	1866	29	1902
"MD"	2008	"17"	"12"	"7"	4	1058	28	1090	1073	39	1114
"MD"	2008	"17"	"12"	"8"	4	1420	52	1480	1455	70	1528
"MD"	2008	"17"	"12"	"9"	4	1870	32	1910	1948	23	1977
"MD"	2008	"17"	"13"	"1"	4	1274	13	1292	1330	10	1342
"MD"	2008	"17"	"13"	"10"	4	1907	32	1949	1941	33	1984
"MD"	2008	"17"	"13"	"11"	4	2421	44	2477	2466	57	2528
"MD"	2008	"17"	"13"	"12"	4	2102	40	2155	2149	55	2208
"MD"	2008	"17"	"13"	"13"	4	1324	38	1370	1339	48	1394
"MD"	2008	"17"	"13"	"14"	4	1685	32	1723	1747	29	1781
"MD"	2008	"17"	"13"	"15"	4	2458	139	2621	2531	178	2713
"MD"	2008	"17"	"13"	"16"	4	1786	18	1814	1843	17	1864
"MD"	2008	"17"	"13"	"17"	4	1216	25	1249	1288	20	1314
"MD"	2008	"17"	"13"	"2"	4	1400	23	1427	1456	16	1474
"MD"	2008	"17"	"13"	"3"	4	1291	27	1325	1349	20	1376
"MD"	2008	"17"	"13"	"4"	4	1267	33	1304	1281	40	1330
"MD"	2008	"17"	"13"	"5"	4	2214	75	2307	2271	84	2366
"MD"	2008	"17"	"13"	"6"	4	1843	37	1885	1889	44	1937
"MD"	2008	"17"	"13"	"7"	4	1832	30	1871	1910	22	1940
"MD"	2008	"17"	"13"	"8"	4	1434	18	1457	1482	18	1503
"MD"	2008	"17"	"13"	"9"	4	2148	50	2214	2267	49	2322
"MD"	2008	"17"	"14"	"1"	5	1431	257	1723	1399	360	1781
"MD"	2008	"17"	"14"	"10"	5	1148	166	1350	1111	256	1385
"MD"	2008	"17"	"14"	"11"	5	1512	346	1889	1465	468	1946
"MD"	2008	"17"	"14"	"2"	5	2008	137	2179	2074	166	2251
"MD"	2008	"17"	"14"	"3"	5	981	426	1465	835	654	1518
"MD"	2008	"17"	"14"	"4"	5	823	369	1226	704	544	1272
"MD"	2008	"17"	"14"	"5"	5	1390	425	1866	1311	589	1938
"MD"	2008	"17"	"14"	"6"	5	631	323	986	554	443	1020
"MD"	2008	"17"	"14"	"7"	5	1295	153	1481	1282	230	1522
"MD"	2008	"17"	"14"	"8"	5	1383	149	1557	1365	220	1597
"MD"	2008	"17"	"14"	"9"	5	1212	238	1497	1210	324	1554
"MD"	2008	"17"	"15"	"1"	5	2150	212	2406	2216	252	2487
"MD"	2008	"17"	"15"	"2"	4	979	45	1035	1026	47	1077
"MD"	2008	"17"	"15"	"3"	5	1331	85	1440	1376	110	1491
"MD"	2008	"17"	"15"	"4"	5	1826	146	2011	1874	185	2068
"MD"	2008	"17"	"15"	"5"	4	2964	107	3086	3026	123	3158
"MD"	2008	"17"	"15"	"6"	5	1320	113	1457	1342	156	1509
"MD"	2008	"17"	"16"	"1"	4	351	53	410	353	76	436
"MD"	2008	"17"	"16"	"2"	4	428	67	503	434	79	523
"MD"	2008	"17"	"16"	"3"	5	1776	236	2082	1793	320	2160
"MD"	2008	"17"	"16"	"4"	4	1324	164	1500	1354	232	1601
"MD"	2008	"17"	"16"	"99"	4	0	0	0	0	0	0
"MD"	2008	"17"	"17"	"1"	8	1424	99	1777	1678	117	1831
"MD"	2008	"17"	"17"	"10"	4	1537	106	1657	1567	140	1721
"MD"	2008	"17"	"17"	"11"	8	1412	63	1493	1469	68	1545
"MD"	2008	"17"	"17"	"12"	8	1187	88	1304	1275	94	1380
"MD"	2008	"17"	"17"	"2"	8	751	62	877	821	113	938
"MD"	2008	"17"	"17"	"3"	8	900	65	991	944	91	1042
"MD"	2008	"17"	"17"	"4"	8	1224	37	1309	1315	45	1364
"MD"	2008	"17"	"17"	"5"	8	554	53	626	582	57	646
"MD"	2008	"17"	"17"	"6"	8	708	57	782	744	69	817
"MD"	2008	"17"	"17"	"7"	8	1699	62	1783	1774	65	1848
"MD"	2008	"17"	"17"	"8"	4	1258	124	1404	1303	128	1449
"MD"	2008	"17"	"17"	"9"	4	767	110	899	818	139	974
"MD"	2008	"17"	"18"	"1"	4	1816	28	1848	1911	25	1941
"MD"	2008	"17"	"18"	"10"	4	605	9	614	618	9	627
"MD"	2008	"17"	"18"	"11"	4	1102	17	1125	1155	22	1185
"MD"	2008	"17"	"18"	"12"	4	103	3	107	107	2	109
"MD"	2008	"17"	"18"	"2"	4	961	32	1000	1051	15	1070
"MD"	2008	"17"	"18"	"3"	4	1387	26	1416	1449	9	1460
"MD"	2008	"17"	"18"	"4"	4	1093	20	1117	1133	22	1157
"MD"	2008	"17"	"18"	"5"	4	905	18	927	950	16	974
"MD"	2008	"17"	"18"	"6"	4	2237	22	2271	2328	16	2347
"MD"	2008	"17"	"18"	"7"	4	1514	23	1544	1582	25	1610
"MD"	2008	"17"	"18"	"8"	4	1083	14	1101	1120	12	1134
"MD"	2008	"17"	"18"	"9"	4	1079	25	1110	1119	24	1146
"MD"	2008	"17"	"19"	"1"	5	1032	186	1277	1050	264	1339
"MD"	2008	"17"	"19"	"2"	5	1049	110	1173	1069	151	1233
"MD"	2008	"17"	"19"	"3"	5	1043	185	1263	1040	247	1306
"MD"	2008	"17"	"19"	"4"	4	696	75	777	698	102	804
"MD"	2008	"17"	"2"	"1"	4	848	31	886	887	32	928
"MD"	2008	"17"	"2"	"10"	4	1039	82	1133	1067	104	1176
"MD"	2008	"17"	"2"	"2"	8	664	70	755	702	88	802
"MD"	2008	"17"	"2"	"3"	4	1389	113	1520	1396	144	1558
"MD"	2008	"17"	"2"	"4"	4	814	81	910	816	118	947
"MD"	2008	"17"	"2"	"5"	4	654	81	741	676	104	785
"MD"	2008	"17"	"2"	"6"	4	1429	92	1544	1472	123	1606
"MD"	2008	"17"	"2"	"7"	4	1027	165	1224	1043	212	1271
"MD"	2008	"17"	"2"	"8"	4	1820	99	1931	1922	99	2038
"MD"	2008	"17"	"2"	"9"	4	1661	63	1730	1724	71	1804
"MD"	2008	"17"	"2"	"99"	4	0	0	0	0	0	0
"MD"	2008	"17"	"20"	"1"	5	1370	175	1578	1370	240	1630
"MD"	2008	"17"	"20"	"10"	5	923	160	1107	902	232	1150
"MD"	2008	"17"	"20"	"11"	4	1301	62	1372	1339	79	1423
"MD"	2008	"17"	"20"	"2"	4	1821	75	1916	1916	72	2000
"MD"	2008	"17"	"20"	"3"	4	1270	32	1303	1296	30	1328
"MD"	2008	"17"	"20"	"4"	4	983	59	1050	999	74	1081
"MD"	2008	"17"	"20"	"5"	5	977	115	1125	982	178	1173
"MD"	2008	"17"	"20"	"6"	5	892	95	1008	883	151	1046
"MD"	2008	"17"	"20"	"7"	4	1351	14	1372	1421	15	1439
"MD"	2008	"17"	"20"	"8"	4	1497	122	1629	1534	135	1678
"MD"	2008	"17"	"20"	"9"	4	968	92	1071	993	114	1113
"MD"	2008	"17"	"21"	"1"	5	1126	282	1461	1155	372	1555
"MD"	2008	"17"	"21"	"10"	5	811	222	1077	752	338	1129
"MD"	2008	"17"	"21"	"11"	5	1426	107	1563	1441	143	1599
"MD"	2008	"17"	"21"	"12"	5	252	76	332	215	119	341
"MD"	2008	"17"	"21"	"13"	5	1485	119	1637	1522	151	1691
"MD"	2008	"17"	"21"	"14"	5	647	128	787	625	184	815
"MD"	2008	"17"	"21"	"15"	5	718	156	901	691	227	938
"MD"	2008	"17"	"21"	"16"	5	830	72	925	807	131	945
"MD"	2008	"17"	"21"	"17"	5	1083	229	1398	1262	265	1565
"MD"	2008	"17"	"21"	"18"	5	1405	97	1536	1431	142	1589
"MD"	2008	"17"	"21"	"2"	5	682	167	902	710	220	960
"MD"	2008	"17"	"21"	"3"	5	1477	208	1781	1472	326	1854
"MD"	2008	"17"	"21"	"4"	5	750	158	963	773	226	1027
"MD"	2008	"17"	"21"	"5"	4	799	165	983	811	218	1049
"MD"	2008	"17"	"21"	"6"	5	1241	231	1538	1203	359	1608
"MD"	2008	"17"	"21"	"7"	5	851	249	1156	807	377	1228
"MD"	2008	"17"	"21"	"8"	5	1273	53	1358	1386	49	1438
"MD"	2008	"17"	"21"	"9"	5	514	85	617	522	112	647
"MD"	2008	"17"	"21"	"97"	5	0	0	0	0	0	0
"MD"	2008	"17"	"21"	"98"	5	0	0	0	0	0	0
"MD"	2008	"17"	"21"	"99"	5	0	0	0	0	0	0
"MD"	2008	"17"	"3"	"1"	5	610	146	775	593	193	795
"MD"	2008	"17"	"3"	"2"	5	1922	99	2054	1975	135	2117
"MD"	2008	"17"	"3"	"3"	4	1610	88	1712	1663	102	1770
"MD"	2008	"17"	"3"	"4"	4	1341	68	1416	1365	80	1450
"MD"	2008	"17"	"3"	"5"	4	1482	70	1576	1524	80	1610
"MD"	2008	"17"	"3"	"6"	4	1796	39	1847	1830	45	1882
"MD"	2008	"17"	"4"	"1"	5	837	391	1257	690	586	1295
"MD"	2008	"17"	"5"	"1"	5	1759	177	1965	1749	253	2014
"MD"	2008	"17"	"5"	"10"	5	627	86	725	633	104	742
"MD"	2008	"17"	"5"	"11"	4	1165	76	1246	1187	106	1294
"MD"	2008	"17"	"5"	"12"	5	1509	129	1654	1539	139	1686
"MD"	2008	"17"	"5"	"2"	5	1306	105	1425	1336	129	1470
"MD"	2008	"17"	"5"	"3"	5	1721	92	1844	1771	118	1898
"MD"	2008	"17"	"5"	"4"	5	1937	73	2030	1969	111	2084
"MD"	2008	"17"	"5"	"5"	5	2070	179	2300	2114	233	2356
"MD"	2008	"17"	"5"	"6"	4	1883	96	1989	1922	113	2043
"MD"	2008	"17"	"5"	"7"	5	1992	198	2217	2008	266	2282
"MD"	2008	"17"	"5"	"8"	5	1010	225	1269	950	318	1296
"MD"	2008	"17"	"5"	"9"	4	307	48	363	323	47	377
"MD"	2008	"17"	"6"	"1"	4	1931	58	2000	1996	73	2075
"MD"	2008	"17"	"6"	"10"	4	2052	38	2100	2120	34	2160
"MD"	2008	"17"	"6"	"11"	4	1423	42	1472	1467	57	1532
"MD"	2008	"17"	"6"	"12"	4	1228	34	1265	1287	24	1318
"MD"	2008	"17"	"6"	"13"	4	1504	109	1636	1530	144	1684
"MD"	2008	"17"	"6"	"14"	4	1184	52	1243	1199	75	1278
"MD"	2008	"17"	"6"	"15"	4	1927	25	1961	1985	25	2016
"MD"	2008	"17"	"6"	"16"	4	1724	40	1772	1778	41	1824
"MD"	2008	"17"	"6"	"17"	4	2206	33	2252	2288	42	2338
"MD"	2008	"17"	"6"	"18"	4	1054	69	1132	1069	93	1164
"MD"	2008	"17"	"6"	"19"	4	1569	31	1609	1637	28	1670
"MD"	2008	"17"	"6"	"2"	4	749	38	792	745	64	813
"MD"	2008	"17"	"6"	"20"	4	2070	31	2106	2107	43	2159
"MD"	2008	"17"	"6"	"21"	4	350	12	365	368	13	382
"MD"	2008	"17"	"6"	"22"	4	1966	38	2009	2018	37	2059
"MD"	2008	"17"	"6"	"23"	4	1102	31	1139	1133	36	1173
"MD"	2008	"17"	"6"	"24"	4	1442	27	1476	1494	21	1517
"MD"	2008	"17"	"6"	"3"	4	2202	34	2252	2317	29	2357
"MD"	2008	"17"	"6"	"4"	4	1877	40	1930	1962	40	2006
"MD"	2008	"17"	"6"	"5"	4	1099	25	1130	1139	21	1169
"MD"	2008	"17"	"6"	"6"	4	1743	31	1781	1814	29	1848
"MD"	2008	"17"	"6"	"7"	4	2054	93	2169	2105	140	2260
"MD"	2008	"17"	"6"	"8"	4	1280	20	1311	1332	24	1360
"MD"	2008	"17"	"6"	"9"	4	1411	33	1449	1445	40	1493
"MD"	2008	"17"	"7"	"1"	4	2546	378	2961	2637	416	3080
"MD"	2008	"17"	"7"	"10"	5	1946	219	2201	1975	276	2262
"MD"	2008	"17"	"7"	"11"	4	2051	42	2102	2076	50	2131
"MD"	2008	"17"	"7"	"12"	4	1560	30	1600	1597	35	1634
"MD"	2008	"17"	"7"	"13"	4	1395	64	1464	1419	74	1496
"MD"	2008	"17"	"7"	"14"	5	885	226	1136	823	316	1160
"MD"	2008	"17"	"7"	"15"	4	1489	26	1524	1505	36	1542
"MD"	2008	"17"	"7"	"16"	5	584	194	801	557	278	846
"MD"	2008	"17"	"7"	"17"	5	714	77	804	712	92	813
"MD"	2008	"17"	"7"	"2"	5	621	303	952	532	437	996
"MD"	2008	"17"	"7"	"3"	5	877	402	1314	760	583	1370
"MD"	2008	"17"	"7"	"4"	5	864	444	1348	777	608	1410
"MD"	2008	"17"	"7"	"5"	5	1160	409	1618	1062	593	1681
"MD"	2008	"17"	"7"	"6"	5	1203	196	1435	1211	260	1485
"MD"	2008	"17"	"7"	"7"	5	1540	232	1812	1556	298	1872
"MD"	2008	"17"	"7"	"8"	5	1254	173	1461	1235	264	1507
"MD"	2008	"17"	"7"	"9"	5	1980	109	2119	2007	139	2148
"MD"	2008	"17"	"8"	"1"	5	682	213	913	589	349	950
"MD"	2008	"17"	"9"	"1"	5	2310	142	2477	2400	163	2569
"MD"	2008	"17"	"9"	"10"	5	1373	111	1511	1404	141	1556
"MD"	2008	"17"	"9"	"11"	5	2220	167	2422	2268	205	2484
"MD"	2008	"17"	"9"	"2"	5	2190	112	2325	2236	153	2397
"MD"	2008	"17"	"9"	"3"	4	110	33	148	112	47	160
"MD"	2008	"17"	"9"	"4"	5	1218	97	1333	1233	131	1373
"MD"	2008	"17"	"9"	"5"	4	1817	96	1924	1872	112	1990
"MD"	2008	"17"	"9"	"6"	5	1658	104	1798	1721	127	1862
"MD"	2008	"17"	"9"	"7"	5	2197	95	2326	2285	109	2405
"MD"	2008	"17"	"9"	"8"	5	2630	124	2790	2705	151	2862
"MD"	2008	"17"	"9"	"9"	5	734	89	841	722	132	865
"MD"	2008	"18"	"1"	"1"	1	479	431	929	272	657	956
"MD"	2008	"18"	"2"	"1"	1	502	338	858	332	525	873
"MD"	2008	"18"	"2"	"2"	1	573	337	929	391	538	948
"MD"	2008	"18"	"3"	"1"	1	830	623	1482	580	922	1512
"MD"	2008	"18"	"3"	"2"	1	1210	985	2227	799	1427	2255
"MD"	2008	"18"	"4"	"1"	1	1009	768	1820	641	1178	1859
"MD"	2008	"18"	"4"	"2"	1	767	650	1436	532	910	1466
"MD"	2008	"18"	"4"	"3"	1	527	510	1049	301	743	1059
"MD"	2008	"18"	"4"	"4"	1	454	427	892	317	571	905
"MD"	2008	"18"	"4"	"5"	1	743	570	1334	483	850	1352
"MD"	2008	"18"	"4"	"6"	1	825	777	1632	530	1103	1660
"MD"	2008	"18"	"4"	"7"	1	373	270	655	233	410	658
"MD"	2008	"18"	"5"	"1"	1	577	545	1142	404	746	1163
"MD"	2008	"18"	"5"	"2"	1	613	727	1351	385	958	1361
"MD"	2008	"18"	"5"	"3"	1	933	673	1643	749	920	1693
"MD"	2008	"18"	"6"	"1"	1	424	424	868	258	608	885
"MD"	2008	"18"	"7"	"1"	1	706	402	1136	497	649	1156
"MD"	2008	"19"	"1"	"1"	5	876	483	1389	613	787	1430
"MD"	2008	"19"	"1"	"2"	5	685	340	1054	458	610	1084
"MD"	2008	"19"	"2"	"1"	5	1022	650	1701	694	1043	1767
"MD"	2008	"19"	"2"	"2"	5	914	525	1463	600	882	1505
"MD"	2008	"19"	"3"	"1"	5	498	264	780	370	423	801
"MD"	2008	"19"	"3"	"2"	5	882	417	1319	623	720	1365
"MD"	2008	"19"	"3"	"3"	5	689	554	1267	438	844	1298
"MD"	2008	"19"	"3"	"4"	5	745	432	1198	438	774	1224
"MD"	2008	"19"	"3"	"5"	5	593	366	979	369	630	1007
"MD"	2008	"19"	"4"	"1"	5	910	565	1512	568	952	1546
"MD"	2008	"19"	"4"	"2"	5	639	459	1122	439	700	1156
"MD"	2008	"19"	"4"	"3"	5	893	532	1445	597	894	1502
"MD"	2008	"19"	"5"	"1"	5	933	630	1597	628	1011	1667
"MD"	2008	"19"	"5"	"2"	5	932	549	1507	641	890	1551
"MD"	2008	"19"	"5"	"3"	5	842	702	1573	519	1077	1620
"MD"	2008	"19"	"6"	"1"	5	762	444	1228	437	796	1258
"MD"	2008	"19"	"6"	"2"	5	768	455	1253	533	752	1303
"MD"	2008	"19"	"6"	"3"	5	830	527	1390	484	907	1426
"MD"	2008	"19"	"6"	"4"	5	669	521	1233	436	816	1266
"MD"	2008	"19"	"7"	"1"	5	978	429	1436	632	813	1468
"MD"	2008	"19"	"8"	"1"	5	1049	507	1608	911	731	1676
"MD"	2008	"19"	"8"	"10"	5	425	205	638	362	290	661
"MD"	2008	"19"	"8"	"2"	5	521	387	934	311	623	953
"MD"	2008	"19"	"8"	"3"	5	949	570	1569	773	823	1622
"MD"	2008	"19"	"8"	"4"	5	1336	699	2102	1135	1002	2174
"MD"	2008	"19"	"8"	"5"	5	965	687	1687	645	1078	1740
"MD"	2008	"19"	"8"	"6"	5	607	385	1013	423	600	1037
"MD"	2008	"19"	"8"	"7"	5	800	332	1155	708	478	1205
"MD"	2008	"19"	"8"	"8"	5	138	68	211	96	124	222
"MD"	2008	"19"	"8"	"9"	5	1132	299	1479	1104	404	1529
"MD"	2008	"19"	"9"	"1"	5	83	32	119	71	57	130
"MD"	2008	"2"	"1"	"1"	3	584	508	1093	441	748	1221
"MD"	2008	"2"	"1"	"10"	3	481	397	878	342	610	978
"MD"	2008	"2"	"1"	"11"	3	402	372	776	275	599	889
"MD"	2008	"2"	"1"	"12"	2	1075	305	1425	1104	408	1541
"MD"	2008	"2"	"1"	"13"	2	410	169	600	315	312	643
"MD"	2008	"2"	"1"	"14"	2	653	379	1062	476	637	1146
"MD"	2008	"2"	"1"	"15"	2	656	346	1030	439	640	1107
"MD"	2008	"2"	"1"	"16"	2	595	294	930	436	562	1031
"MD"	2008	"2"	"1"	"17"	2	473	221	726	361	380	768
"MD"	2008	"2"	"1"	"18"	2	1152	405	1605	1026	658	1714
"MD"	2008	"2"	"1"	"19"	2	995	396	1427	1034	447	1503
"MD"	2008	"2"	"1"	"2"	3	401	391	793	302	588	916
"MD"	2008	"2"	"1"	"20"	2	1022	508	1580	1043	604	1672
"MD"	2008	"2"	"1"	"21"	2	888	214	1135	969	228	1207
"MD"	2008	"2"	"1"	"22"	3	1346	743	2096	1295	1026	2358
"MD"	2008	"2"	"1"	"23"	3	44	37	81	42	55	100
"MD"	2008	"2"	"1"	"24"	2	551	249	837	594	269	880
"MD"	2008	"2"	"1"	"3"	2	733	485	1261	521	793	1348
"MD"	2008	"2"	"1"	"4"	2	759	242	1033	693	405	1115
"MD"	2008	"2"	"1"	"5"	2	582	346	946	552	432	997
"MD"	2008	"2"	"1"	"6"	2	812	361	1217	781	487	1285
"MD"	2008	"2"	"1"	"7"	3	477	386	866	332	621	980
"MD"	2008	"2"	"1"	"8"	3	680	558	1241	475	873	1387
"MD"	2008	"2"	"1"	"9"	2	645	466	1160	424	793	1240
"MD"	2008	"2"	"2"	"1"	3	582	432	1016	512	637	1169
"MD"	2008	"2"	"2"	"10"	3	724	479	1206	576	772	1385
"MD"	2008	"2"	"2"	"11"	3	439	274	715	359	435	817
"MD"	2008	"2"	"2"	"12"	3	473	350	824	395	525	947
"MD"	2008	"2"	"2"	"13"	3	423	345	771	370	465	857
"MD"	2008	"2"	"2"	"14"	3	1178	319	1501	1262	437	1724
"MD"	2008	"2"	"2"	"15"	3	927	408	1337	910	548	1486
"MD"	2008	"2"	"2"	"16"	3	442	332	778	342	501	863
"MD"	2008	"2"	"2"	"17"	3	968	330	1300	1004	455	1479
"MD"	2008	"2"	"2"	"18"	3	632	282	917	601	404	1026
"MD"	2008	"2"	"2"	"19"	2	849	295	1187	806	438	1270
"MD"	2008	"2"	"2"	"2"	3	471	315	786	407	463	890
"MD"	2008	"2"	"2"	"20"	3	745	527	1278	630	762	1418
"MD"	2008	"2"	"2"	"21"	1	691	966	1707	593	1151	1772
"MD"	2008	"2"	"2"	"22"	3	765	530	1298	588	866	1484
"MD"	2008	"2"	"2"	"23"	3	706	497	1208	624	679	1324
"MD"	2008	"2"	"2"	"24"	3	646	465	1114	548	639	1214
"MD"	2008	"2"	"2"	"3"	3	653	392	1049	528	602	1172
"MD"	2008	"2"	"2"	"4"	3	846	517	1369	780	741	1542
"MD"	2008	"2"	"2"	"5"	3	703	330	1034	652	529	1218
"MD"	2008	"2"	"2"	"6"	3	539	362	904	403	598	1022
"MD"	2008	"2"	"2"	"7"	3	793	462	1258	673	704	1418
"MD"	2008	"2"	"2"	"8"	3	685	495	1187	490	842	1371
"MD"	2008	"2"	"2"	"9"	3	879	412	1291	833	552	1417
"MD"	2008	"2"	"3"	"1"	2	657	509	1207	445	805	1275
"MD"	2008	"2"	"3"	"10"	1	522	872	1437	395	1051	1479
"MD"	2008	"2"	"3"	"11"	1	647	989	1682	487	1217	1747
"MD"	2008	"2"	"3"	"12"	1	553	873	1482	434	1069	1537
"MD"	2008	"2"	"3"	"13"	1	503	892	1439	407	1023	1477
"MD"	2008	"2"	"3"	"14"	2	556	421	1019	360	702	1097
