state	year	county	ed	precinct	cd	g2000_USH_dv	g2000_USH_rv	g2000_USH_tv	g2000_USP_dv	g2000_USP_rv	g2000_USP_tv	g2000_USS_dv	g2000_USS_rv	g2000_USS_tv
"MD"	2000	3	25	3	7	89	3	92	99	4	104	98	3	101
"MD"	2000	3	25	4	3	599	201	800	509	389	933	572	319	891
"MD"	2000	3	25	5	3	541	184	725	489	343	865	548	272	820
"MD"	2000	3	25	6	3	459	21	480	563	23	590	526	20	546
"MD"	2000	3	25	7	3	525	91	616	579	129	721	571	116	687
"MD"	2000	3	25	8	3	83	7	90	105	16	121	93	16	109
"MD"	2000	3	25	9	3	379	5	384	429	3	433	415	3	418
"MD"	2000	3	25	10	3	742	13	755	891	18	912	833	15	848
"MD"	2000	3	25	11	3	396	7	403	476	12	490	445	10	455
"MD"	2000	3	25	12	1	98	131	229	163	103	278	158	107	265
"MD"	2000	3	25	13	1	187	199	386	273	168	467	288	168	456
"MD"	2000	3	25	14	1	104	90	194	149	76	243	149	72	221
"MD"	2000	3	25	15	1	135	64	199	188	56	248	186	47	233
"MD"	2000	3	25	16	1	161	94	255	246	76	331	245	67	312
"MD"	2000	3	25	17	1	180	147	327	256	129	401	270	110	380
"MD"	2000	3	25	18	1	5	4	9	9	2	11	10	1	11
"MD"	2000	3	26	1	3	113	20	133	97	54	155	114	37	151
"MD"	2000	3	26	2	3	483	60	543	520	129	653	511	99	610
"MD"	2000	3	26	3	3	366	122	488	335	234	587	366	195	561
"MD"	2000	3	26	4	3	371	96	467	309	225	547	340	174	514
"MD"	2000	3	26	5	3	171	50	221	151	99	259	162	84	246
"MD"	2000	3	26	6	3	311	66	377	331	108	456	351	87	438
"MD"	2000	3	26	7	3	198	32	230	204	80	293	219	51	270
"MD"	2000	3	26	8	3	157	46	203	161	61	231	164	60	224
"MD"	2000	3	26	9	3	292	86	378	246	158	421	274	127	401
"MD"	2000	3	26	10	3	421	127	548	389	223	644	429	188	617
"MD"	2000	3	26	11	3	573	139	712	554	241	823	581	202	783
"MD"	2000	3	26	12	3	292	56	348	272	117	402	300	81	381
"MD"	2000	3	26	13	3	155	13	168	166	32	200	163	25	188
"MD"	2000	3	26	14	3	255	71	326	243	125	386	263	107	370
"MD"	2000	3	26	15	7	101	3	104	119	8	127	111	6	117
"MD"	2000	3	26	16	3	214	41	255	215	105	330	209	93	302
"MD"	2000	3	26	17	3	12	0	12	15	0	16	14	0	14
"MD"	2000	3	26	18	3	311	18	329	382	31	414	359	24	383
"MD"	2000	3	26	19	7	441	13	454	484	23	509	462	22	484
"MD"	2000	3	26	20	7	71	5	76	88	11	100	78	10	88
"MD"	2000	3	26	21	7	419	23	442	460	52	515	452	35	487
"MD"	2000	3	26	22	7	757	45	802	826	54	898	800	55	855
"MD"	2000	3	26	23	7	653	57	710	703	92	806	703	71	774
"MD"	2000	3	26	24	7	237	28	265	244	40	293	245	31	276
"MD"	2000	3	26	25	7	514	30	544	560	52	617	552	33	585
"MD"	2000	3	26	26	3	236	8	244	252	22	282	251	13	264
"MD"	2000	3	26	27	3	483	47	530	493	88	599	516	68	584
"MD"	2000	3	26	28	3	236	23	259	244	39	292	245	38	283
"MD"	2000	3	26	29	7	332	28	360	367	40	415	355	33	388
"MD"	2000	3	26	30	7	449	29	478	505	39	549	479	36	515
"MD"	2000	3	26	31	3	368	45	413	390	73	477	392	69	461
"MD"	2000	3	26	32	3	269	72	341	264	118	394	276	103	379
"MD"	2000	3	26	33	3	192	65	257	190	103	302	198	93	291
"MD"	2000	3	26	34	3	407	64	471	404	132	552	418	117	535
"MD"	2000	3	26	35	3	1312	113	1425	1408	231	1663	1408	193	1601
"MD"	2000	3	26	36	3	314	86	400	292	138	444	311	126	437
"MD"	2000	3	26	37	3	186	96	282	153	151	319	161	149	310
"MD"	2000	3	27	1	3	194	44	238	190	58	271	200	57	257
"MD"	2000	3	27	2	3	251	62	313	219	91	346	251	83	334
"MD"	2000	3	27	3	3	228	55	283	219	83	324	230	78	308
"MD"	2000	3	27	4	3	474	130	604	449	206	685	464	194	658
"MD"	2000	3	27	5	3	173	67	240	153	105	274	162	100	262
"MD"	2000	3	27	6	3	477	151	628	409	245	696	456	218	674
"MD"	2000	3	27	7	3	1002	214	1216	970	347	1369	1002	332	1334
"MD"	2000	3	27	8	3	294	82	376	261	146	427	288	121	409
"MD"	2000	3	27	9	3	728	250	978	618	435	1099	663	397	1060
"MD"	2000	3	27	10	3	209	83	292	189	129	332	202	116	318
"MD"	2000	3	27	11	3	386	193	579	305	325	661	345	300	645
"MD"	2000	3	27	12	3	554	228	782	450	410	901	534	342	876
"MD"	2000	3	27	13	3	204	120	324	169	196	373	181	177	358
"MD"	2000	3	27	14	3	132	77	209	101	139	248	119	119	238
"MD"	2000	3	27	15	3	152	66	218	117	116	241	138	97	235
"MD"	2000	3	27	16	3	857	201	1058	847	324	1203	886	274	1160
"MD"	2000	3	27	17	3	732	271	1003	631	425	1124	665	411	1076
"MD"	2000	3	27	18	3	718	76	794	758	140	918	757	129	886
"MD"	2000	3	27	19	3	213	51	264	208	77	308	221	77	298
"MD"	2000	3	27	20	7	455	94	549	456	130	622	477	118	595
"MD"	2000	3	27	21	7	732	97	829	720	121	924	773	123	896
"MD"	2000	3	27	22	3	265	14	279	288	41	331	289	26	315
"MD"	2000	3	27	23	3	169	14	183	201	38	247	207	32	239
"MD"	2000	3	27	24	7	1051	54	1105	1101	95	1213	1098	82	1180
"MD"	2000	3	27	25	7	1882	74	1956	2003	122	2146	1943	94	2037
"MD"	2000	3	27	26	7	243	3	246	258	6	266	245	8	253
"MD"	2000	3	27	27	7	357	24	381	389	30	423	374	29	403
"MD"	2000	3	27	28	7	419	41	460	437	50	512	450	48	498
"MD"	2000	3	27	29	7	809	12	821	881	28	915	845	20	865
"MD"	2000	3	27	30	7	1257	25	1282	1345	52	1409	1311	38	1349
"MD"	2000	3	27	31	7	442	26	468	468	34	509	461	29	490
"MD"	2000	3	27	32	7	712	36	748	791	62	858	766	51	817
"MD"	2000	3	27	33	3	865	99	964	880	176	1078	879	160	1039
"MD"	2000	3	27	34	3	451	74	525	396	128	582	445	123	568
"MD"	2000	3	27	35	3	380	54	434	374	87	481	386	78	464
"MD"	2000	3	27	36	3	252	9	261	279	17	298	277	16	293
"MD"	2000	3	27	37	3	996	88	1084	1057	137	1243	1082	118	1200
"MD"	2000	3	27	38	7	624	15	639	712	28	751	674	24	698
"MD"	2000	3	27	39	7	1278	19	1297	1432	30	1474	1360	23	1383
"MD"	2000	3	27	40	7	444	4	448	469	12	490	458	6	464
"MD"	2000	3	27	41	3	317	79	396	260	146	433	304	119	423
"MD"	2000	3	27	42	3	567	76	643	526	132	729	576	118	694
"MD"	2000	3	27	43	3	363	122	485	271	206	515	340	168	508
"MD"	2000	3	27	44	3	648	232	880	488	405	943	569	347	916
"MD"	2000	3	27	45	3	400	122	522	316	220	571	373	180	553
"MD"	2000	3	27	46	3	390	123	513	313	212	566	373	175	548
"MD"	2000	3	27	47	3	679	227	906	539	383	994	620	340	960
"MD"	2000	3	27	48	3	422	72	494	393	119	535	403	118	521
"MD"	2000	3	27	49	3	597	145	742	477	236	785	586	189	775
"MD"	2000	3	27	50	3	859	185	1044	697	317	1135	819	284	1103
"MD"	2000	3	27	51	3	420	104	524	345	185	568	404	152	556
"MD"	2000	3	27	52	3	383	83	466	329	157	519	384	122	506
"MD"	2000	3	27	53	3	357	15	372	404	24	444	393	21	414
"MD"	2000	3	27	54	3	444	58	502	406	93	530	426	90	516
"MD"	2000	3	27	55	3	980	107	1087	904	158	1148	946	171	1117
"MD"	2000	3	27	56	3	639	53	692	609	87	745	637	86	723
"MD"	2000	3	27	57	3	100	2	102	116	4	122	107	6	113
"MD"	2000	3	27	58	7	1140	11	1151	1260	29	1295	1204	20	1224
"MD"	2000	3	27	59	7	657	6	663	704	10	721	682	8	690
"MD"	2000	3	27	60	7	216	1	217	260	7	268	240	2	242
"MD"	2000	3	27	61	7	379	4	383	421	6	428	384	8	392
"MD"	2000	3	27	62	7	442	6	448	492	12	508	476	10	486
"MD"	2000	3	27	63	7	292	1	293	324	5	330	296	4	300
"MD"	2000	3	27	64	3	654	16	670	777	28	810	727	35	762
"MD"	2000	3	27	65	7	861	13	874	999	15	1021	936	18	954
"MD"	2000	3	27	66	3	685	21	706	766	64	835	747	50	797
"MD"	2000	3	27	67	3	679	71	750	647	169	833	638	165	803
"MD"	2000	3	27	68	3	868	112	980	790	223	1058	780	249	1029
"MD"	2000	3	27	69	3	1444	114	1558	1406	295	1725	1338	302	1640
"MD"	2000	3	27	70	3	1020	66	1086	994	206	1213	972	178	1150
"MD"	2000	3	27	71	3	883	59	942	854	190	1058	822	180	1002
"MD"	2000	3	27	72	3	1066	107	1173	947	267	1243	965	239	1204
"MD"	2000	3	28	1	3	519	21	540	580	40	628	561	42	603
"MD"	2000	3	28	2	7	495	8	503	524	17	545	503	20	523
"MD"	2000	3	28	3	7	363	9	372	390	16	408	378	15	393
"MD"	2000	3	28	4	7	832	9	841	912	26	942	871	18	889
"MD"	2000	3	28	5	7	535	10	545	592	20	615	556	18	574
"MD"	2000	3	28	6	7	218	4	222	248	5	254	237	6	243
"MD"	2000	3	28	7	7	309	5	314	342	10	356	323	12	335
"MD"	2000	3	28	8	7	622	11	633	689	18	709	660	12	672
"MD"	2000	3	28	9	7	792	11	803	842	17	868	802	25	827
"MD"	2000	3	28	10	7	612	18	630	679	18	716	658	16	674
"MD"	2000	3	28	11	7	735	43	778	790	54	870	765	57	822
"MD"	2000	3	28	12	7	947	77	1024	998	113	1134	987	100	1087
"MD"	2000	3	28	13	7	1065	42	1107	1104	62	1184	1090	57	1147
"MD"	2000	3	28	14	7	384	1	385	412	5	420	396	5	401
"MD"	2000	3	28	15	7	488	17	505	531	21	556	510	20	530
"MD"	2000	3	28	16	7	213	19	232	219	28	250	220	25	245
"MD"	2000	3	28	17	7	423	136	559	421	154	605	435	151	586
"MD"	2000	3	28	18	7	511	154	665	535	189	748	529	182	711
"MD"	2000	4	1	1	7	1456	280	1736	1422	308	1789	1477	294	1771
"MD"	2000	4	1	2	7	1989	447	2436	1946	510	2526	2008	478	2486
"MD"	2000	4	1	3	7	1305	646	1951	1221	719	2022	1331	667	1998
"MD"	2000	4	1	4	7	1013	639	1652	960	709	1732	1047	666	1713
"MD"	2000	4	1	5	7	1147	568	1715	1094	648	1796	1189	576	1765
"MD"	2000	4	1	6	7	1249	432	1681	1217	467	1735	1279	448	1727
"MD"	2000	4	1	7	7	547	385	932	514	413	970	557	399	956
"MD"	2000	4	1	8	7	1154	887	2041	1019	1004	2151	1196	913	2109
"MD"	2000	4	1	9	7	1168	408	1576	1104	452	1612	1163	438	1601
"MD"	2000	4	1	10	7	992	805	1797	882	866	1861	1017	818	1835
"MD"	2000	4	1	11	7	683	805	1488	658	850	1571	740	803	1543
"MD"	2000	4	1	12	7	924	1028	1952	813	1157	2075	939	1093	2032
"MD"	2000	4	1	13	7	804	866	1670	694	939	1748	809	905	1714
"MD"	2000	4	1	14	7	983	1066	2049	907	1146	2148	1010	1097	2107
"MD"	2000	4	1	15	7	550	501	1051	519	537	1098	588	499	1087
"MD"	2000	4	1	16	7	764	691	1455	744	814	1618	838	760	1598
"MD"	2000	4	2	1	7	881	64	945	875	73	963	878	75	953
"MD"	2000	4	2	2	7	1681	80	1761	1671	98	1785	1675	94	1769
"MD"	2000	4	2	3	7	1056	192	1248	1044	213	1271	1069	192	1261
"MD"	2000	4	2	4	7	1759	92	1851	1731	130	1888	1738	120	1858
"MD"	2000	4	2	5	7	971	31	1002	965	51	1023	967	43	1010
"MD"	2000	4	2	6	7	1666	125	1791	1644	168	1835	1652	156	1808
"MD"	2000	4	2	7	3	1484	84	1568	1463	139	1628	1466	137	1603
"MD"	2000	4	2	8	3	2231	137	2368	2160	243	2438	2167	251	2418
"MD"	2000	4	2	9	7	751	103	854	757	108	883	745	122	867
"MD"	2000	4	2	10	7	1437	161	1598	1428	199	1647	1437	196	1633
"MD"	2000	4	2	11	7	1343	283	1626	1329	308	1679	1350	306	1656
"MD"	2000	4	2	12	7	1698	274	1972	1666	322	2026	1692	317	2009
"MD"	2000	4	2	13	3	1691	172	1863	1637	273	1936	1630	282	1912
"MD"	2000	4	2	14	3	1204	106	1310	1174	167	1351	1198	141	1339
"MD"	2000	4	2	15	3	2957	786	3743	2742	1036	3883	2853	977	3830
"MD"	2000	4	2	16	3	712	86	798	675	137	822	668	137	805
"MD"	2000	4	2	17	3	1250	137	1387	1223	188	1434	1229	194	1423
"MD"	2000	4	2	18	7	1901	243	2144	1876	294	2209	1900	276	2176
"MD"	2000	4	2	19	7	192	290	482	179	312	523	201	315	516
"MD"	2000	4	2	20	7	275	134	409	256	166	432	282	147	429
"MD"	2000	4	2	21	7	232	331	563	235	343	600	239	347	586
"MD"	2000	4	3	1	7	2172	166	2338	2154	228	2407	2174	212	2386
"MD"	2000	4	3	2	3	1250	92	1342	1226	163	1410	1192	187	1379
"MD"	2000	4	3	3	3	1016	91	1107	973	137	1133	990	138	1128
"MD"	2000	4	3	4	3	848	194	1042	757	274	1067	774	280	1054
"MD"	2000	4	3	5	3	1669	204	1873	1530	350	1919	1524	372	1896
"MD"	2000	4	3	6	3	1483	140	1623	1310	319	1660	1280	365	1645
"MD"	2000	4	3	7	3	1876	189	2065	1674	399	2104	1605	458	2063
"MD"	2000	4	3	8	3	1293	200	1493	1114	382	1537	1128	386	1514
"MD"	2000	4	3	9	3	2170	290	2460	1906	569	2546	1911	582	2493
"MD"	2000	4	3	10	3	2097	217	2314	1793	520	2363	1770	563	2333
"MD"	2000	4	3	11	3	2110	353	2463	1759	715	2525	1855	633	2488
"MD"	2000	4	3	12	3	1017	270	1287	920	385	1338	957	353	1310
"MD"	2000	4	3	13	3	1097	316	1413	869	533	1450	882	544	1426
"MD"	2000	4	4	1	3	2167	912	3079	1840	1276	3221	1955	1199	3154
"MD"	2000	4	4	2	3	1847	550	2397	1648	772	2498	1695	752	2447
"MD"	2000	4	4	3	3	1714	330	2044	1423	602	2085	1466	600	2066
"MD"	2000	4	4	4	3	1909	704	2613	1512	1091	2679	1623	1032	2655
"MD"	2000	4	4	5	3	1273	486	1759	1051	735	1829	1099	698	1797
"MD"	2000	4	4	6	3	1039	437	1476	833	670	1555	942	584	1526
"MD"	2000	4	4	7	7	1217	983	2200	1227	1024	2351	1308	999	2307
"MD"	2000	4	4	8	3	1424	775	2199	1076	1158	2304	1191	1072	2263
"MD"	2000	4	4	9	2	252	693	945	340	631	1007	362	619	981
"MD"	2000	4	5	1	2	418	1578	1996	595	1396	2063	751	1263	2014
"MD"	2000	4	6	1	2	491	1731	2222	638	1565	2306	794	1465	2259
"MD"	2000	4	7	1	2	381	1236	1617	519	1075	1665	643	995	1638
"MD"	2000	4	7	2	2	144	400	544	177	357	565	235	317	552
"MD"	2000	4	7	3	2	334	1108	1442	456	971	1489	579	877	1456
"MD"	2000	4	8	1	2	577	1637	2214	826	1358	2291	969	1267	2236
"MD"	2000	4	8	2	2	638	2366	3004	934	2067	3104	1184	1842	3026
"MD"	2000	4	8	3	2	586	1474	2060	848	1201	2145	973	1117	2090
"MD"	2000	4	8	4	2	398	1328	1726	576	1152	1786	708	1042	1750
"MD"	2000	4	8	5	2	569	816	1385	707	668	1446	814	594	1408
"MD"	2000	4	8	6	2	371	498	869	461	412	915	491	390	881
"MD"	2000	4	8	7	2	330	684	1014	476	544	1057	550	482	1032
"MD"	2000	4	8	8	2	385	808	1193	599	621	1255	670	560	1230
"MD"	2000	4	8	9	2	368	1227	1595	530	1036	1631	668	934	1602
"MD"	2000	4	8	10	2	347	1294	1641	544	1100	1686	654	1004	1658
"MD"	2000	4	8	11	2	434	853	1287	583	696	1340	670	642	1312
"MD"	2000	4	8	12	2	361	1175	1536	534	990	1597	669	893	1562
"MD"	2000	4	8	13	2	458	1342	1800	677	1116	1869	814	1021	1835
"MD"	2000	4	8	14	2	376	877	1253	526	719	1294	616	652	1268
"MD"	2000	4	8	15	2	295	906	1201	430	750	1242	529	691	1220
"MD"	2000	4	8	16	2	101	280	381	135	230	389	177	209	386
"MD"	2000	4	8	17	2	424	1304	1728	616	1077	1779	790	966	1756
"MD"	2000	4	8	18	2	134	506	640	224	408	659	273	376	649
"MD"	2000	4	8	19	2	328	1203	1531	520	1019	1582	627	916	1543
"MD"	2000	4	8	20	2	263	790	1053	387	669	1080	461	596	1057
"MD"	2000	4	9	1	3	1024	662	1686	641	1029	1755	829	878	1707
"MD"	2000	4	9	2	2	266	894	1160	392	749	1201	486	678	1164
"MD"	2000	4	9	3	2	598	925	1523	746	723	1582	905	638	1543
"MD"	2000	4	9	4	2	718	1330	2048	942	1059	2135	1141	947	2088
"MD"	2000	4	9	5	2	587	1346	1933	782	1150	2028	929	1042	1971
"MD"	2000	4	9	6	2	592	1044	1636	757	851	1710	903	767	1670
"MD"	2000	4	9	7	2	389	1069	1458	556	898	1503	667	801	1468
"MD"	2000	4	9	8	2	285	853	1138	374	735	1177	471	677	1148
"MD"	2000	4	9	9	2	480	1397	1877	708	1181	1961	846	1073	1919
"MD"	2000	4	9	10	2	649	1212	1861	880	980	1939	1015	885	1900
"MD"	2000	4	9	11	2	596	794	1390	747	648	1471	836	588	1424
"MD"	2000	4	9	12	3	748	388	1136	535	587	1195	642	526	1168
"MD"	2000	4	9	13	3	1081	522	1603	732	844	1660	882	754	1636
"MD"	2000	4	9	14	3	1009	384	1393	730	637	1458	899	534	1433
"MD"	2000	4	9	15	2	686	811	1497	861	619	1564	969	562	1531
"MD"	2000	4	9	16	2	202	515	717	307	390	736	342	382	724
"MD"	2000	4	9	17	2	305	544	849	432	410	888	493	368	861
"MD"	2000	4	9	18	2	405	889	1294	602	702	1354	682	652	1334
"MD"	2000	4	9	19	3	846	484	1330	618	714	1404	734	640	1374
"MD"	2000	4	9	20	3	1895	339	2234	1763	506	2327	1836	463	2299
"MD"	2000	4	9	21	3	1301	806	2107	947	1198	2225	1061	1122	2183
"MD"	2000	4	9	22	3	1181	648	1829	859	1033	1952	971	945	1916
"MD"	2000	4	9	23	2	541	1138	1679	780	914	1757	887	821	1708
"MD"	2000	4	9	24	2	472	1104	1576	680	901	1644	807	799	1606
"MD"	2000	4	9	25	2	559	1266	1825	801	1027	1897	924	942	1866
"MD"	2000	4	10	1	2	430	1463	1893	586	1275	1946	717	1186	1903
"MD"	2000	4	10	2	2	201	901	1102	321	773	1136	413	701	1114
"MD"	2000	4	10	3	2	174	718	892	260	627	919	322	574	896
"MD"	2000	4	10	4	2	225	1040	1265	338	911	1295	423	854	1277
"MD"	2000	4	10	5	2	45	199	244	59	181	249	80	161	241
"MD"	2000	4	11	1	2	395	1337	1732	534	1158	1784	660	1086	1746
"MD"	2000	4	11	2	2	418	1602	2020	614	1399	2081	712	1334	2046
"MD"	2000	4	11	3	2	527	1890	2417	755	1678	2513	882	1568	2450
"MD"	2000	4	11	4	2	228	594	822	326	513	867	370	461	831
"MD"	2000	4	11	5	2	298	1025	1323	478	875	1380	591	766	1357
"MD"	2000	4	11	6	2	314	889	1203	487	734	1261	585	646	1231
"MD"	2000	4	11	7	2	367	928	1295	544	766	1359	674	653	1327
"MD"	2000	4	11	8	2	416	1082	1498	592	936	1572	657	871	1528
"MD"	2000	4	11	9	2	457	1078	1535	669	881	1597	786	779	1565
"MD"	2000	4	11	10	3	972	570	1542	723	861	1632	805	790	1595
"MD"	2000	4	11	11	3	1117	673	1790	833	1003	1883	958	878	1836
"MD"	2000	4	11	12	2	600	1490	2090	895	1229	2173	1009	1109	2118
"MD"	2000	4	11	13	3	1311	741	2052	977	1116	2157	1116	1006	2122
"MD"	2000	4	11	14	2	426	1187	1613	641	980	1682	754	878	1632
"MD"	2000	4	11	15	2	453	969	1422	653	842	1536	763	731	1494
"MD"	2000	4	11	16	2	322	534	856	442	424	897	503	376	879
"MD"	2000	4	11	17	2	491	1364	1855	809	1055	1938	941	967	1908
"MD"	2000	4	11	18	2	274	725	999	412	598	1039	484	531	1015
"MD"	2000	4	12	1	2	434	697	1131	629	537	1197	700	464	1164
"MD"	2000	4	12	2	2	476	678	1154	650	554	1232	685	511	1196
"MD"	2000	4	12	3	2	678	915	1593	888	714	1658	959	675	1634
"MD"	2000	4	12	4	2	746	1026	1772	1038	762	1852	1121	691	1812
"MD"	2000	4	12	5	2	577	791	1368	785	617	1436	877	524	1401
"MD"	2000	4	12	6	2	498	525	1023	615	416	1073	670	381	1051
"MD"	2000	4	12	7	2	712	1044	1756	1000	786	1838	1102	701	1803
"MD"	2000	4	12	8	2	446	601	1047	592	473	1093	642	421	1063
"MD"	2000	4	12	9	2	213	255	468	265	203	489	287	195	482
"MD"	2000	4	12	10	2	502	686	1188	701	501	1247	752	466	1218
"MD"	2000	4	12	11	2	592	842	1434	801	652	1507	857	611	1468
"MD"	2000	4	12	12	2	421	594	1015	608	451	1080	634	424	1058
"MD"	2000	4	12	13	2	707	76	783	884	25	913	878	15	893
"MD"	2000	4	13	1	3	789	327	1116	637	467	1164	729	427	1156
"MD"	2000	4	13	2	3	763	435	1198	539	685	1270	640	606	1246
"MD"	2000	4	13	3	3	957	554	1511	702	828	1593	820	750	1570
"MD"	2000	4	13	4	3	916	629	1545	675	887	1630	759	838	1597
"MD"	2000	4	13	5	3	771	427	1198	575	657	1265	667	574	1241
"MD"	2000	4	13	6	3	1349	571	1920	1080	879	2032	1179	816	1995
"MD"	2000	4	13	7	3	498	151	649	445	214	669	454	213	667
"MD"	2000	4	13	8	3	515	256	771	393	403	816	429	372	801
"MD"	2000	4	14	1	3	796	458	1254	524	735	1313	621	677	1298
"MD"	2000	4	14	2	3	817	546	1363	590	816	1443	710	704	1414
"MD"	2000	4	14	3	2	1071	1467	2538	1367	1184	2648	1496	1106	2602
"MD"	2000	4	14	4	2	29	74	103	47	58	107	48	58	106
"MD"	2000	4	14	5	2	100	119	219	125	96	228	133	90	223
"MD"	2000	4	14	6	3	1335	709	2044	956	1111	2168	1088	1044	2132
"MD"	2000	4	14	7	3	912	439	1351	675	701	1443	770	648	1418
"MD"	2000	4	14	8	3	1122	382	1504	949	599	1572	1007	547	1554
"MD"	2000	4	14	9	2	494	662	1156	638	532	1209	678	499	1177
"MD"	2000	4	14	10	2	468	908	1376	661	757	1459	749	675	1424
"MD"	2000	4	14	11	2	483	701	1184	655	554	1251	715	515	1230
"MD"	2000	4	14	12	3	703	438	1141	479	680	1208	544	630	1174
"MD"	2000	4	15	1	2	376	367	743	463	288	781	516	253	769
"MD"	2000	4	15	2	2	477	809	1286	668	640	1365	715	597	1312
"MD"	2000	4	15	3	2	445	792	1237	621	628	1275	655	593	1248
"MD"	2000	4	15	4	2	684	991	1675	899	802	1760	980	739	1719
"MD"	2000	4	15	5	2	733	657	1390	878	527	1456	943	485	1428
"MD"	2000	4	15	6	2	709	1596	2305	976	1356	2403	1090	1259	2349
"MD"	2000	4	15	7	2	588	533	1121	761	392	1177	793	358	1151
"MD"	2000	4	15	8	2	668	1307	1975	931	1048	2054	1041	968	2009
"MD"	2000	4	15	9	2	233	459	692	323	355	713	360	341	701
"MD"	2000	4	15	10	2	466	771	1237	678	572	1292	727	542	1269
"MD"	2000	4	15	11	2	580	736	1316	788	560	1393	825	523	1348
"MD"	2000	4	15	12	2	396	625	1021	563	480	1074	593	449	1042
"MD"	2000	4	15	13	2	327	539	866	446	431	912	496	402	898
"MD"	2000	4	15	14	2	219	318	537	305	240	564	307	244	551
"MD"	2000	4	15	15	2	383	650	1033	530	515	1084	592	467	1059
"MD"	2000	4	15	16	2	466	619	1085	646	466	1151	674	450	1124
"MD"	2000	4	15	17	2	1068	698	1766	1287	507	1831	1349	466	1815
"MD"	2000	4	15	18	2	452	794	1246	639	618	1288	696	555	1251
"MD"	2000	4	15	19	2	823	1363	2186	1069	1094	2255	1189	1027	2216
"MD"	2000	4	15	20	2	905	986	1891	1160	766	1980	1255	678	1933
"MD"	2000	4	15	21	2	863	1114	1977	1076	906	2063	1194	831	2025
"MD"	2000	4	15	22	2	521	717	1238	709	573	1316	769	511	1280
"MD"	2000	5	1	1	5	657	444	1101	496	594	1119	608	485	1093
"MD"	2000	5	1	2	5	637	474	1111	558	541	1133	636	463	1099
"MD"	2000	5	1	3	5	949	706	1655	758	874	1682	908	715	1623
"MD"	2000	5	1	4	5	1175	959	2134	994	1135	2181	1120	981	2101
"MD"	2000	5	1	5	5	1136	1097	2233	914	1294	2270	1060	1164	2224
"MD"	2000	5	1	6	5	1079	965	2044	804	1202	2071	960	1064	2024
"MD"	2000	5	2	1	5	834	632	1466	748	728	1499	882	567	1449
"MD"	2000	5	2	2	5	1037	772	1809	851	937	1836	1026	757	1783
"MD"	2000	5	2	3	5	484	439	923	391	513	924	471	435	906
"MD"	2000	5	2	4	5	954	789	1743	788	938	1772	923	795	1718
"MD"	2000	5	2	5	5	1169	989	2158	887	1237	2188	1078	1063	2141
"MD"	2000	5	2	6	5	332	333	665	247	409	683	315	339	654
"MD"	2000	5	3	1	5	1035	754	1789	838	912	1825	975	803	1778
"MD"	2000	5	3	2	5	1005	707	1712	873	838	1759	984	714	1698
"MD"	2000	5	3	3	5	1317	1218	2535	944	1600	2596	1182	1319	2501
"MD"	2000	5	3	4	5	1451	1152	2603	1204	1366	2634	1377	1180	2557
"MD"	2000	5	3	5	5	122	89	211	93	118	216	109	98	207
"MD"	2000	6	1	1	1	101	196	297	124	173	308	161	140	301
"MD"	2000	6	1	2	1	81	187	268	105	167	278	134	136	270
"MD"	2000	6	2	1	1	417	1010	1427	547	869	1458	696	731	1427
"MD"	2000	6	3	1	1	459	1306	1765	715	1041	1803	879	874	1753
"MD"	2000	6	4	1	1	326	859	1185	441	747	1216	572	608	1180
"MD"	2000	6	5	1	1	314	789	1103	466	637	1139	609	502	1111
"MD"	2000	6	6	1	1	205	572	777	291	480	790	340	430	770
"MD"	2000	6	7	1	1	262	626	888	390	490	920	431	469	900
"MD"	2000	6	8	1	1	121	477	598	168	435	619	224	372	596
"MD"	2000	7	1	1	6	369	1111	1480	412	1075	1542	503	1002	1505
"MD"	2000	7	1	2	6	195	594	789	221	570	814	270	534	804
"MD"	2000	7	2	1	6	252	528	780	256	531	812	310	483	793
"MD"	2000	7	2	2	6	299	699	998	307	701	1035	375	634	1009
"MD"	2000	7	3	1	6	616	1447	2063	624	1426	2128	775	1299	2074
"MD"	2000	7	4	1	6	673	1384	2057	675	1410	2157	788	1324	2112
"MD"	2000	7	4	2	6	643	1485	2128	674	1479	2221	760	1423	2183
"MD"	2000	7	4	3	6	340	809	1149	377	801	1212	414	768	1182
"MD"	2000	7	4	4	6	556	1217	1773	543	1271	1859	585	1225	1810
"MD"	2000	7	5	1	6	661	1163	1824	688	1162	1907	776	1088	1864
"MD"	2000	7	5	2	6	853	1597	2450	828	1672	2573	960	1551	2511
"MD"	2000	7	5	3	6	581	977	1558	540	1008	1628	631	963	1594
"MD"	2000	7	5	4	6	799	1553	2352	782	1617	2488	934	1495	2429
"MD"	2000	7	5	5	6	465	826	1291	440	843	1344	511	805	1316
"MD"	2000	7	5	6	6	337	633	970	347	621	1003	377	603	980
"MD"	2000	7	6	1	6	325	799	1124	324	817	1178	388	765	1153
"MD"	2000	7	6	2	6	391	1112	1503	413	1126	1587	495	1050	1545
"MD"	2000	7	6	3	6	297	640	937	302	657	980	365	593	958
"MD"	2000	7	6	4	6	303	800	1103	297	793	1130	378	736	1114
"MD"	2000	7	7	1	6	303	507	810	321	491	840	363	458	821
"MD"	2000	7	7	2	6	506	1195	1701	500	1220	1779	649	1083	1732
"MD"	2000	7	7	3	6	625	865	1490	661	825	1557	760	757	1517
"MD"	2000	7	7	4	6	375	671	1046	391	646	1083	477	591	1068
