state	year	county	ed	precinct	cd	g2000_USH_dv	g2000_USH_rv	g2000_USH_tv	g2000_USP_dv	g2000_USP_rv	g2000_USP_tv	g2000_USS_dv	g2000_USS_rv	g2000_USS_tv
"MD"	2000	7	7	5	6	492	1136	1628	503	1124	1693	635	1014	1649
"MD"	2000	7	7	6	6	479	867	1346	515	830	1395	602	764	1366
"MD"	2000	7	7	7	6	540	1086	1626	569	1078	1697	661	995	1656
"MD"	2000	7	7	8	6	313	677	990	321	667	1021	403	601	1004
"MD"	2000	7	7	9	6	408	800	1208	419	822	1268	488	745	1233
"MD"	2000	7	8	1	6	297	694	991	272	731	1044	366	659	1025
"MD"	2000	7	8	2	6	475	1039	1514	460	1086	1592	551	1005	1556
"MD"	2000	7	8	3	6	410	838	1248	405	849	1296	474	802	1276
"MD"	2000	7	8	4	6	432	869	1301	445	878	1369	505	826	1331
"MD"	2000	7	9	1	6	600	1279	1879	615	1270	1952	711	1207	1918
"MD"	2000	7	9	2	6	383	817	1200	392	816	1238	452	769	1221
"MD"	2000	7	10	1	6	84	318	402	93	306	413	131	275	406
"MD"	2000	7	11	1	6	229	644	873	248	632	908	312	567	879
"MD"	2000	7	11	2	6	190	380	570	215	359	590	246	332	578
"MD"	2000	7	12	1	6	177	323	500	208	289	511	248	258	506
"MD"	2000	7	13	1	6	520	1022	1542	516	1037	1598	593	963	1556
"MD"	2000	7	13	2	6	383	885	1268	378	894	1313	464	825	1289
"MD"	2000	7	14	1	6	549	1066	1615	545	1088	1689	623	1023	1646
"MD"	2000	7	14	2	6	645	1306	1951	649	1330	2037	735	1264	1999
"MD"	2000	7	14	3	6	452	977	1429	463	987	1497	527	941	1468
"MD"	2000	8	1	1	1	496	964	1460	714	752	1527	818	660	1478
"MD"	2000	8	2	1	1	348	671	1019	495	506	1058	542	492	1034
"MD"	2000	8	2	2	1	335	645	980	468	506	1018	525	461	986
"MD"	2000	8	3	1	1	1624	1996	3620	1896	1775	3792	2110	1563	3673
"MD"	2000	8	3	2	1	870	1339	2209	1017	1257	2353	1144	1119	2263
"MD"	2000	8	4	1	1	873	1692	2565	1183	1387	2678	1295	1298	2593
"MD"	2000	8	4	2	1	202	207	409	234	176	423	219	193	412
"MD"	2000	8	5	1	1	1390	2797	4187	1866	2299	4312	2142	2094	4236
"MD"	2000	8	5	2	1	476	840	1316	594	723	1376	692	648	1340
"MD"	2000	8	6	1	1	877	2159	3036	1079	2000	3177	1312	1802	3114
"MD"	2000	8	7	1	1	390	739	1129	492	635	1176	604	552	1156
"MD"	2000	8	7	2	1	728	1282	2010	951	1065	2084	1120	928	2048
"MD"	2000	8	8	1	1	310	786	1096	339	768	1140	412	710	1122
"MD"	2000	8	9	1	1	489	1080	1569	530	1040	1630	661	923	1584
"MD"	2000	9	1	1	5	1198	1110	2308	980	1309	2350	1203	1083	2286
"MD"	2000	9	1	2	5	1233	1283	2516	1017	1476	2565	1272	1216	2488
"MD"	2000	9	2	0	5	351	295	646	291	360	661	344	296	640
"MD"	2000	9	3	0	5	597	355	952	516	458	995	575	380	955
"MD"	2000	9	4	0	5	738	868	1606	586	1010	1636	747	846	1593
"MD"	2000	9	5	0	5	697	587	1284	578	685	1287	736	530	1266
"MD"	2000	9	6	1	5	907	689	1596	777	806	1623	889	697	1586
"MD"	2000	9	6	2	5	697	646	1343	593	747	1373	733	613	1346
"MD"	2000	9	6	3	5	1143	876	2019	931	1093	2054	1092	927	2019
"MD"	2000	9	6	4	5	1033	644	1677	884	803	1712	990	689	1679
"MD"	2000	9	6	5	5	678	259	937	626	308	949	666	269	935
"MD"	2000	9	6	6	5	958	728	1686	842	828	1705	966	726	1692
"MD"	2000	9	6	7	5	879	470	1349	798	541	1374	872	470	1342
"MD"	2000	9	6	8	5	1109	692	1801	1006	807	1833	1082	720	1802
"MD"	2000	9	6	9	5	718	382	1100	650	444	1115	704	400	1104
"MD"	2000	9	6	10	5	1317	864	2181	1153	1014	2212	1270	912	2182
"MD"	2000	9	6	11	5	981	585	1566	872	698	1602	962	610	1572
"MD"	2000	9	6	12	5	916	498	1414	848	570	1444	922	488	1410
"MD"	2000	9	6	13	5	880	616	1496	754	746	1525	836	664	1500
"MD"	2000	9	7	1	5	1125	509	1634	951	674	1660	1106	523	1629
"MD"	2000	9	7	2	5	683	337	1020	590	427	1042	680	337	1017
"MD"	2000	9	7	3	5	989	389	1378	885	501	1416	974	405	1379
"MD"	2000	9	8	1	5	851	708	1559	678	891	1599	815	735	1550
"MD"	2000	9	8	2	5	765	549	1314	642	665	1338	744	564	1308
"MD"	2000	9	8	3	5	695	416	1111	548	554	1121	646	461	1107
"MD"	2000	9	8	4	5	606	578	1184	480	707	1211	601	584	1185
"MD"	2000	9	9	0	5	945	807	1752	781	969	1791	936	815	1751
"MD"	2000	9	10	0	5	813	430	1243	699	562	1277	801	439	1240
"MD"	2000	10	1	0	1	6	20	26	12	16	30	10	16	26
"MD"	2000	10	2	1	1	33	57	90	42	46	100	51	33	84
"MD"	2000	10	2	2	1	67	140	207	85	137	227	100	105	205
"MD"	2000	10	3	1	1	15	37	52	17	38	56	16	33	49
"MD"	2000	10	3	2	1	131	95	226	223	51	281	190	40	230
"MD"	2000	10	3	3	1	53	172	225	84	161	254	103	119	222
"MD"	2000	10	4	0	1	149	334	483	220	310	547	268	221	489
"MD"	2000	10	5	0	1	14	10	24	25	7	32	18	8	26
"MD"	2000	10	6	0	1	43	105	148	66	94	165	78	70	148
"MD"	2000	10	7	1	1	190	581	771	298	532	851	371	400	771
"MD"	2000	10	7	2	1	47	51	98	67	51	121	62	42	104
"MD"	2000	10	7	3	1	14	42	56	13	56	70	26	33	59
"MD"	2000	10	7	4	1	62	58	120	85	46	133	86	33	119
"MD"	2000	10	7	5	1	35	96	131	60	80	143	69	60	129
"MD"	2000	10	7	6	1	4	12	16	8	10	18	9	8	17
"MD"	2000	10	7	7	1	5	17	22	3	18	24	11	10	21
"MD"	2000	10	7	8	1	53	81	134	59	87	151	72	60	132
"MD"	2000	10	8	0	1	75	210	285	102	200	313	138	141	279
"MD"	2000	10	9	0	1	123	312	435	192	285	494	215	235	450
"MD"	2000	10	10	0	1	16	32	48	18	37	55	24	26	50
"MD"	2000	10	11	1	1	56	59	115	90	35	131	84	28	112
"MD"	2000	10	11	2	1	446	1077	1523	669	964	1691	783	729	1512
"MD"	2000	10	12	1	1	34	52	86	52	48	103	54	31	85
"MD"	2000	10	12	2	1	59	77	136	97	67	167	91	53	144
"MD"	2000	10	13	1	1	59	237	296	107	205	324	144	165	309
"MD"	2000	10	13	2	1	652	247	899	1038	145	1199	854	100	954
"MD"	2000	10	14	1	1	241	446	687	389	428	833	426	269	695
"MD"	2000	10	14	2	1	76	147	223	100	140	251	121	93	214
"MD"	2000	10	14	3	1	45	88	133	42	112	157	62	63	125
"MD"	2000	10	15	1	1	24	75	99	44	63	111	47	53	100
"MD"	2000	10	15	2	1	3	25	28	7	23	30	11	16	27
"MD"	2000	10	15	3	1	68	48	116	100	40	143	91	28	119
"MD"	2000	10	15	4	1	50	85	135	65	79	152	83	50	133
"MD"	2000	10	16	0	1	84	115	199	122	111	240	125	84	209
"MD"	2000	10	17	0	1	140	428	568	190	437	640	264	302	566
"MD"	2000	10	18	0	1	149	395	544	197	378	593	256	284	540
"MD"	2000	11	1	1	6	1085	1388	2473	1048	1393	2526	1217	1232	2449
"MD"	2000	11	2	1	6	663	485	1148	701	443	1185	773	375	1148
"MD"	2000	11	2	2	6	292	252	544	287	257	562	327	214	541
"MD"	2000	11	2	3	6	699	532	1231	653	512	1259	777	443	1220
"MD"	2000	11	2	4	6	670	587	1257	672	577	1293	721	534	1255
"MD"	2000	11	2	5	6	491	436	927	412	494	948	510	406	916
"MD"	2000	11	2	6	6	1022	1211	2233	1024	1224	2293	1161	1068	2229
"MD"	2000	11	2	7	6	1023	976	1999	1004	995	2053	1128	871	1999
"MD"	2000	11	2	8	6	962	981	1943	990	933	1996	1112	832	1944
"MD"	2000	11	2	9	6	684	533	1217	641	541	1250	780	430	1210
"MD"	2000	11	2	10	6	1469	1652	3121	1413	1687	3183	1669	1451	3120
"MD"	2000	11	2	11	6	675	614	1289	659	624	1330	767	512	1279
"MD"	2000	11	2	12	6	380	475	855	384	464	873	422	415	837
"MD"	2000	11	2	13	6	605	584	1189	590	600	1225	671	525	1196
"MD"	2000	11	2	14	6	354	421	775	328	457	802	387	397	784
"MD"	2000	11	3	1	6	730	1356	2086	719	1346	2130	930	1125	2055
"MD"	2000	11	3	2	6	522	1007	1529	506	1019	1572	690	833	1523
"MD"	2000	11	4	1	6	127	296	423	125	294	435	180	239	419
"MD"	2000	11	5	1	6	518	952	1470	520	942	1519	693	782	1475
"MD"	2000	11	6	1	6	241	546	787	210	562	804	290	474	764
"MD"	2000	11	7	1	6	530	667	1197	489	683	1231	598	606	1204
"MD"	2000	11	7	2	6	631	904	1535	601	924	1566	738	787	1525
"MD"	2000	11	8	1	6	301	602	903	290	598	921	376	526	902
"MD"	2000	11	9	1	6	1028	1714	2742	975	1764	2824	1158	1593	2751
"MD"	2000	11	9	2	6	753	1195	1948	723	1226	2008	864	1102	1966
"MD"	2000	11	9	3	6	1027	1484	2511	999	1527	2577	1183	1321	2504
"MD"	2000	11	9	4	6	646	1087	1733	625	1104	1789	773	981	1754
"MD"	2000	11	9	5	6	290	449	739	262	462	762	342	400	742
"MD"	2000	11	10	1	6	217	531	748	181	553	762	270	470	740
"MD"	2000	11	11	1	6	331	762	1093	303	789	1120	431	657	1088
"MD"	2000	11	12	1	6	356	448	804	384	410	819	476	322	798
"MD"	2000	11	13	1	6	737	1114	1851	712	1139	1910	847	1011	1858
"MD"	2000	11	13	2	6	42	106	148	48	95	150	63	80	143
"MD"	2000	11	14	1	6	754	1277	2031	748	1285	2090	947	1077	2024
"MD"	2000	11	15	1	6	408	789	1197	402	791	1229	527	659	1186
"MD"	2000	11	15	2	6	511	968	1479	484	980	1506	627	835	1462
"MD"	2000	11	16	1	6	589	1046	1635	580	1055	1674	732	876	1608
"MD"	2000	11	17	1	6	224	529	753	221	519	766	306	447	753
"MD"	2000	11	18	1	6	920	1722	2642	870	1777	2723	1006	1645	2651
"MD"	2000	11	18	2	6	286	593	879	283	593	900	346	531	877
"MD"	2000	11	19	1	6	206	484	690	199	466	696	249	436	685
"MD"	2000	11	20	1	6	397	763	1160	382	765	1181	537	610	1147
"MD"	2000	11	21	1	6	590	1001	1591	559	1012	1624	729	842	1571
"MD"	2000	11	21	2	6	985	1253	2238	862	1360	2287	1104	1124	2228
"MD"	2000	11	22	1	6	243	438	681	235	433	693	325	349	674
"MD"	2000	11	23	1	6	776	1169	1945	755	1183	1982	927	1007	1934
"MD"	2000	11	24	1	6	608	785	1393	568	793	1431	698	688	1386
"MD"	2000	11	24	2	6	530	624	1154	470	667	1173	592	551	1143
"MD"	2000	11	25	1	6	769	764	1533	798	720	1574	935	593	1528
"MD"	2000	11	26	1	6	669	1001	1670	631	1031	1715	789	875	1664
"MD"	2000	11	26	2	6	721	1141	1862	687	1150	1897	875	981	1856
"MD"	2000	12	1	0	6	157	459	616	178	446	643	273	342	615
"MD"	2000	12	2	0	6	139	483	622	164	470	656	254	362	616
"MD"	2000	12	3	1	6	149	611	760	165	615	800	284	476	760
"MD"	2000	12	3	2	6	59	186	245	75	179	257	97	146	243
"MD"	2000	12	4	0	6	59	214	273	49	235	288	113	161	274
"MD"	2000	12	5	0	6	151	459	610	150	476	640	256	355	611
"MD"	2000	12	6	0	6	166	502	668	186	499	702	267	404	671
"MD"	2000	12	7	0	6	207	590	797	225	582	825	336	463	799
"MD"	2000	12	8	1	6	46	173	219	43	177	230	79	134	213
"MD"	2000	12	8	2	6	45	225	270	46	232	280	111	156	267
"MD"	2000	12	9	0	6	164	345	509	165	345	528	242	261	503
"MD"	2000	12	10	0	6	153	449	602	192	420	626	257	341	598
"MD"	2000	12	11	0	6	12	43	55	9	47	56	18	33	51
"MD"	2000	12	12	0	6	57	223	280	59	228	292	86	191	277
"MD"	2000	12	13	0	6	81	131	212	92	129	225	121	88	209
"MD"	2000	12	14	1	6	271	819	1090	318	791	1145	454	635	1089
"MD"	2000	12	14	2	6	90	325	415	102	313	423	163	246	409
"MD"	2000	12	15	0	6	77	161	238	89	158	248	115	120	235
"MD"	2000	12	16	0	6	296	838	1134	354	793	1174	494	643	1137
"MD"	2000	13	1	1	2	360	397	757	463	302	777	487	279	766
"MD"	2000	13	1	2	2	248	508	756	314	450	781	341	419	760
"MD"	2000	13	1	3	2	344	424	768	403	358	785	459	316	775
"MD"	2000	13	1	4	2	744	1341	2085	1022	1036	2139	1112	998	2110
"MD"	2000	13	1	5	2	864	1207	2071	1079	998	2133	1231	876	2107
"MD"	2000	13	1	6	2	935	883	1818	1121	694	1866	1216	629	1845
"MD"	2000	13	1	7	2	244	522	766	351	415	791	377	395	772
"MD"	2000	13	1	8	2	462	1321	1783	640	1128	1823	749	1045	1794
"MD"	2000	13	1	9	2	664	1611	2275	930	1333	2340	1105	1193	2298
"MD"	2000	13	1	10	2	653	1196	1849	838	1013	1900	975	900	1875
"MD"	2000	13	1	11	2	438	1302	1740	677	1060	1788	796	961	1757
"MD"	2000	13	1	12	2	456	1369	1825	658	1161	1870	782	1051	1833
"MD"	2000	13	1	13	2	483	982	1465	634	827	1504	720	758	1478
"MD"	2000	13	1	14	2	572	1665	2237	827	1394	2288	966	1288	2254
"MD"	2000	13	1	16	2	757	1233	1990	965	1003	2029	1058	947	2005
"MD"	2000	13	1	17	2	101	289	390	135	249	403	166	231	397
"MD"	2000	13	1	45	2	715	1359	2074	961	1100	2124	1084	1021	2105
"MD"	2000	13	2	1	2	61	95	156	72	81	159	84	74	158
"MD"	2000	13	2	2	2	555	1408	1963	762	1170	2013	964	1022	1986
"MD"	2000	13	2	3	2	348	409	757	432	345	802	466	312	778
"MD"	2000	13	2	4	2	74	121	195	91	102	198	106	94	200
"MD"	2000	13	2	10	2	640	601	1241	800	448	1283	867	399	1266
"MD"	2000	13	2	11	2	506	867	1373	677	673	1393	820	558	1378
"MD"	2000	13	2	15	2	790	768	1558	976	595	1600	1057	521	1578
"MD"	2000	13	2	19	2	77	55	132	81	59	140	83	48	131
"MD"	2000	13	3	2	2	377	1130	1507	537	939	1532	668	849	1517
"MD"	2000	13	3	3	2	419	1669	2088	607	1458	2128	773	1336	2109
"MD"	2000	13	3	4	2	235	659	894	306	582	917	366	540	906
"MD"	2000	13	3	5	2	407	1593	2000	632	1369	2055	778	1247	2025
"MD"	2000	13	3	6	2	416	1476	1892	601	1290	1950	718	1203	1921
"MD"	2000	13	3	7	2	249	866	1115	348	752	1137	428	703	1131
"MD"	2000	13	3	8	2	400	1159	1559	576	984	1601	668	917	1585
"MD"	2000	13	3	9	2	300	1083	1383	451	925	1412	524	875	1399
"MD"	2000	13	3	10	2	514	1021	1535	734	819	1614	818	761	1579
"MD"	2000	13	3	11	2	259	966	1225	421	794	1254	507	736	1243
"MD"	2000	13	3	12	2	389	942	1331	530	786	1364	603	738	1341
"MD"	2000	13	3	13	2	395	1286	1681	596	1078	1724	696	998	1694
"MD"	2000	13	3	14	2	324	974	1298	479	816	1327	542	761	1303
"MD"	2000	13	3	15	2	444	1427	1871	658	1185	1920	801	1085	1886
"MD"	2000	13	3	16	2	258	835	1093	387	716	1125	453	656	1109
"MD"	2000	13	3	17	2	397	1284	1681	576	1091	1727	710	992	1702
"MD"	2000	13	3	18	2	453	1222	1675	704	969	1726	751	941	1692
"MD"	2000	13	3	19	2	408	1549	1957	635	1325	2009	778	1197	1975
"MD"	2000	13	3	20	2	597	1862	2459	870	1587	2516	1062	1421	2483
"MD"	2000	13	3	21	2	526	1648	2174	798	1350	2218	929	1266	2195
"MD"	2000	13	4	1	2	223	869	1092	326	755	1119	385	720	1105
"MD"	2000	13	4	2	2	332	1447	1779	488	1286	1820	602	1180	1782
"MD"	2000	13	4	3	2	331	1127	1458	439	989	1498	572	911	1483
"MD"	2000	13	4	4	2	454	1621	2075	645	1416	2137	799	1298	2097
"MD"	2000	13	4	5	2	360	1376	1736	529	1196	1767	667	1080	1747
"MD"	2000	13	4	6	2	253	1023	1276	400	867	1312	479	820	1299
"MD"	2000	13	5	1	2	591	1477	2068	761	1304	2145	919	1184	2103
"MD"	2000	13	5	2	2	552	1849	2401	758	1629	2471	936	1504	2440
"MD"	2000	13	6	1	2	467	517	984	597	381	1039	679	336	1015
"MD"	2000	13	6	2	2	657	1169	1826	899	924	1876	1044	805	1849
"MD"	2000	13	6	3	2	448	624	1072	608	471	1113	701	395	1096
"MD"	2000	13	6	4	2	214	435	649	306	341	671	363	300	663
"MD"	2000	14	1	1	3	696	504	1200	515	677	1236	532	684	1216
"MD"	2000	14	1	2	3	759	519	1278	618	663	1342	650	662	1312
"MD"	2000	14	1	3	3	919	589	1508	801	737	1590	860	701	1561
"MD"	2000	14	1	4	3	848	772	1620	660	971	1695	738	917	1655
"MD"	2000	14	1	5	6	607	729	1336	613	753	1409	675	702	1377
"MD"	2000	14	1	6	3	827	519	1346	733	618	1403	773	595	1368
"MD"	2000	14	1	7	3	79	28	107	65	40	109	67	42	109
"MD"	2000	14	1	8	3	909	583	1492	741	783	1565	812	729	1541
"MD"	2000	14	1	9	3	899	593	1492	776	719	1550	836	686	1522
"MD"	2000	14	2	1	6	446	455	901	463	446	954	492	445	937
"MD"	2000	14	2	2	6	644	793	1437	667	803	1512	725	761	1486
"MD"	2000	14	2	3	6	606	883	1489	658	864	1570	725	808	1533
"MD"	2000	14	2	4	6	778	679	1457	803	671	1532	842	656	1498
"MD"	2000	14	2	5	6	461	603	1064	473	598	1104	533	549	1082
"MD"	2000	14	2	6	6	446	641	1087	456	627	1124	488	615	1103
"MD"	2000	14	2	7	6	664	1131	1795	695	1151	1906	738	1123	1861
"MD"	2000	14	2	8	6	802	994	1796	841	963	1877	919	918	1837
"MD"	2000	14	2	9	6	465	336	801	473	317	847	503	320	823
"MD"	2000	14	2	10	6	430	435	865	459	419	912	495	399	894
"MD"	2000	14	2	11	6	487	747	1234	519	740	1296	577	688	1265
"MD"	2000	14	2	12	6	531	724	1255	542	723	1300	563	711	1274
"MD"	2000	14	2	13	6	470	437	907	493	427	955	536	401	937
"MD"	2000	14	2	14	6	494	477	971	502	469	1011	577	419	996
"MD"	2000	14	2	15	6	460	602	1062	469	604	1116	513	586	1099
"MD"	2000	14	2	16	6	462	643	1105	484	641	1168	534	606	1140
"MD"	2000	14	2	17	6	617	648	1265	632	649	1339	681	636	1317
"MD"	2000	14	2	18	6	583	879	1462	597	875	1524	641	862	1503
"MD"	2000	14	2	19	6	410	592	1002	427	576	1038	469	549	1018
"MD"	2000	14	3	1	6	624	1062	1686	648	1032	1747	695	1020	1715
"MD"	2000	14	3	2	6	753	1411	2164	785	1401	2262	836	1398	2234
"MD"	2000	14	3	3	6	469	860	1329	488	845	1381	575	794	1369
"MD"	2000	14	4	1	6	545	1084	1629	534	1083	1679	593	1057	1650
"MD"	2000	14	4	2	6	570	1063	1633	545	1072	1692	619	1052	1671
"MD"	2000	14	4	3	6	645	1365	2010	677	1352	2097	740	1316	2056
"MD"	2000	14	5	1	6	529	835	1364	550	821	1429	606	794	1400
"MD"	2000	14	5	2	3	518	128	646	435	195	666	484	173	657
"MD"	2000	14	5	3	3	1041	264	1305	951	345	1350	1017	299	1316
"MD"	2000	14	5	4	3	848	203	1051	786	242	1078	821	233	1054
"MD"	2000	14	5	5	6	624	636	1260	662	594	1306	716	567	1283
"MD"	2000	14	5	6	6	347	487	834	372	471	865	403	446	849
"MD"	2000	14	5	7	6	1093	512	1605	1124	490	1670	1182	464	1646
"MD"	2000	14	5	8	3	1034	251	1285	944	320	1322	983	320	1303
"MD"	2000	14	5	9	3	1075	368	1443	1000	451	1511	1045	430	1475
"MD"	2000	14	5	10	6	426	416	842	455	384	876	486	379	865
"MD"	2000	14	5	11	6	593	741	1334	575	747	1384	619	736	1355
"MD"	2000	14	5	12	3	832	235	1067	733	309	1094	798	286	1084
"MD"	2000	14	5	13	6	391	246	637	407	229	663	433	218	651
"MD"	2000	14	5	14	3	486	191	677	397	266	694	437	252	689
"MD"	2000	14	5	15	3	1041	355	1396	950	449	1459	983	446	1429
"MD"	2000	14	5	16	3	689	380	1069	648	442	1129	679	424	1103
"MD"	2000	14	5	17	3	673	250	923	585	341	963	638	300	938
"MD"	2000	14	5	18	3	606	203	809	564	242	842	602	226	828
"MD"	2000	14	5	19	6	514	743	1257	506	743	1298	582	698	1280
"MD"	2000	14	5	20	6	315	448	763	324	432	793	358	427	785
"MD"	2000	14	5	21	6	878	418	1296	893	398	1356	941	380	1321
"MD"	2000	14	5	22	6	936	672	1608	939	698	1679	1001	649	1650
"MD"	2000	14	6	1	6	1042	685	1727	986	726	1791	1074	688	1762
"MD"	2000	14	6	2	6	774	483	1257	774	471	1303	810	463	1273
"MD"	2000	14	6	3	6	388	484	872	376	480	892	414	452	866
"MD"	2000	14	6	4	3	950	573	1523	797	754	1603	853	713	1566
"MD"	2000	14	6	5	3	516	125	641	464	154	663	493	152	645
"MD"	2000	14	6	6	3	701	232	933	622	284	950	652	284	936
"MD"	2000	14	6	7	6	589	338	927	609	320	959	623	314	937
"MD"	2000	14	6	8	3	702	192	894	646	243	927	683	230	913
"MD"	2000	14	6	9	3	840	203	1043	760	264	1074	805	245	1050
"MD"	2000	14	6	10	3	921	301	1222	812	381	1258	877	364	1241
"MD"	2000	14	6	11	3	1365	469	1834	1248	568	1890	1294	554	1848
"MD"	2000	14	6	12	3	725	252	977	655	320	1021	699	303	1002
"MD"	2000	14	6	13	3	642	294	936	570	358	979	621	339	960
"MD"	2000	14	6	14	3	843	255	1098	763	326	1138	813	306	1119
"MD"	2000	14	6	15	6	866	484	1350	872	491	1397	907	462	1369
"MD"	2000	14	6	16	3	998	335	1333	904	404	1366	935	413	1348
"MD"	2000	14	6	17	3	998	279	1277	927	344	1329	971	327	1298
"MD"	2000	14	6	18	3	704	293	997	616	389	1052	652	374	1026
"MD"	2000	14	6	19	3	703	230	933	680	272	978	688	266	954
"MD"	2000	14	6	20	3	795	364	1159	728	435	1211	742	444	1186
"MD"	2000	14	6	21	3	540	163	703	521	201	738	527	195	722
"MD"	2000	14	6	22	3	841	264	1105	733	357	1143	773	345	1118
"MD"	2000	14	6	23	3	373	169	542	331	212	566	338	215	553
"MD"	2000	14	6	24	6	811	710	1521	796	722	1589	866	688	1554
"MD"	2000	14	6	25	6	260	303	563	256	311	588	273	305	578
"MD"	2000	14	6	26	3	1062	398	1460	945	524	1515	1005	477	1482
"MD"	2000	14	6	27	6	686	563	1249	668	581	1296	714	559	1273
"MD"	2000	14	6	28	6	673	686	1359	668	709	1423	742	650	1392
"MD"	2000	14	6	29	3	1161	525	1686	1069	648	1763	1112	618	1730
"MD"	2000	15	1	1	1	109	280	389	189	198	402	235	151	386
"MD"	2000	15	1	2	1	176	589	765	353	410	791	398	361	759
"MD"	2000	15	2	1	1	127	599	726	294	425	748	385	340	725
"MD"	2000	15	3	1	1	154	629	783	330	447	805	403	384	787
"MD"	2000	15	3	2	1	94	241	335	163	180	356	189	154	343
"MD"	2000	15	4	1	1	293	1016	1309	606	688	1346	744	569	1313
"MD"	2000	15	4	2	1	179	350	529	341	187	555	373	164	537
"MD"	2000	15	5	1	1	251	784	1035	492	544	1067	608	419	1027
"MD"	2000	15	6	1	1	163	517	680	320	351	700	371	308	679
"MD"	2000	15	7	1	1	154	539	693	316	371	712	368	326	694
"MD"	2000	16	1	1	8	833	1823	2785	1189	1534	2816	1374	1368	2742
"MD"	2000	16	1	2	8	747	1438	2265	1126	1074	2280	1279	960	2239
"MD"	2000	16	1	3	8	702	1089	1856	1024	790	1880	1106	722	1828
"MD"	2000	16	1	4	8	781	1174	2030	1079	924	2059	1183	822	2005
"MD"	2000	16	2	1	8	1282	2100	3514	1803	1652	3560	1961	1502	3463
"MD"	2000	16	2	2	8	1141	1479	2706	1558	1106	2746	1668	993	2661
"MD"	2000	16	2	3	8	716	861	1634	943	656	1655	988	610	1598
"MD"	2000	16	2	4	8	776	970	1807	1066	685	1847	1141	655	1796
"MD"	2000	16	2	5	8	804	1178	2038	1130	858	2061	1217	785	2002
"MD"	2000	16	3	1	8	443	1102	1607	735	848	1646	801	778	1579
"MD"	2000	16	3	2	8	378	844	1262	550	686	1277	655	582	1237
"MD"	2000	16	4	1	8	918	739	1700	1129	508	1723	1235	444	1679
"MD"	2000	16	4	2	8	837	897	1756	1163	542	1779	1258	482	1740
"MD"	2000	16	4	3	8	916	925	1888	1236	615	1926	1322	540	1862
"MD"	2000	16	4	4	8	813	745	1596	1023	480	1615	1144	426	1570
"MD"	2000	16	4	5	8	784	830	1667	1053	563	1697	1136	507	1643
"MD"	2000	16	4	6	8	525	756	1324	759	529	1347	835	468	1303
"MD"	2000	16	4	7	8	619	773	1436	858	552	1478	947	476	1423
"MD"	2000	16	4	8	8	794	879	1705	1085	599	1745	1158	532	1690
"MD"	2000	16	4	9	8	468	550	1045	682	347	1069	735	302	1037
"MD"	2000	16	4	10	8	1578	1497	3104	2159	937	3161	2215	857	3072
"MD"	2000	16	4	11	8	316	222	545	390	135	549	408	121	529
"MD"	2000	16	4	12	8	1137	1224	2388	1549	787	2412	1669	690	2359
"MD"	2000	16	4	13	8	752	958	1729	1014	682	1750	1158	546	1704
"MD"	2000	16	4	14	8	525	563	1108	708	368	1120	775	312	1087
"MD"	2000	16	4	15	8	294	215	521	366	137	527	381	121	502
"MD"	2000	16	4	16	8	695	866	1586	996	570	1624	1090	478	1568
"MD"	2000	16	4	18	8	862	935	1810	1197	588	1838	1260	527	1787
"MD"	2000	16	4	19	8	533	855	1429	795	623	1457	861	554	1415
"MD"	2000	16	4	20	8	1151	1499	2691	1632	1050	2752	1724	926	2650
"MD"	2000	16	4	21	8	1006	1038	2071	1366	660	2105	1499	548	2047
"MD"	2000	16	4	23	8	947	1131	2124	1303	781	2155	1413	687	2100
"MD"	2000	16	4	24	8	470	443	925	645	252	953	680	237	917
"MD"	2000	16	4	25	8	548	697	1264	814	440	1289	849	391	1240
"MD"	2000	16	4	26	8	185	216	411	264	149	424	283	121	404
"MD"	2000	16	4	27	8	159	93	256	194	53	258	199	51	250
"MD"	2000	16	4	28	8	612	316	940	795	172	985	764	172	936
"MD"	2000	16	4	29	8	408	495	928	561	326	941	637	276	913
"MD"	2000	16	4	30	8	582	424	1017	800	204	1033	820	178	998
"MD"	2000	16	4	31	8	1067	905	1992	1437	508	2027	1500	464	1964
"MD"	2000	16	4	32	8	430	433	873	586	283	881	592	254	846
"MD"	2000	16	4	34	8	391	661	1084	572	479	1104	633	436	1069
"MD"	2000	16	5	1	4	1375	652	2027	1331	745	2147	1434	654	2088
"MD"	2000	16	5	2	4	1196	256	1452	1177	277	1501	1213	260	1473
"MD"	2000	16	5	3	4	965	328	1293	940	372	1357	1014	324	1338
"MD"	2000	16	5	5	4	1780	620	2400	1742	709	2551	1871	624	2495
"MD"	2000	16	5	6	4	1548	556	2104	1512	613	2231	1612	558	2170
"MD"	2000	16	5	7	4	522	186	708	494	221	748	541	189	730
"MD"	2000	16	5	8	4	1024	241	1265	1009	272	1320	1075	229	1304
"MD"	2000	16	5	9	4	1692	788	2480	1659	879	2634	1771	796	2567
"MD"	2000	16	5	10	4	966	212	1178	974	217	1223	1011	183	1194
"MD"	2000	16	5	11	4	1512	597	2109	1520	648	2247	1607	586	2193
"MD"	2000	16	5	12	4	2026	854	2880	2017	978	3066	2195	788	2983
"MD"	2000	16	5	13	4	1568	215	1783	1565	240	1847	1608	205	1813
"MD"	2000	16	5	14	4	1127	261	1388	1093	321	1462	1156	254	1410
