state	year	county	vtd	g2010_VOTE_tv	g2010_VOTE_dv	g2010_VOTE_rv	g2010_USS_tv	g2010_USS_dv	g2010_USS_rv	cd	g2010_USH_dv	g2010_USH_rv	g2010_USH_tv	cd2	g2010_USH_dv2	g2010_USH_rv2	g2010_USH_tv2	ld	g2010_STH_dv	g2010_STH_rv	g2010_STH_tv	ld2	g2010_STH_dv2	g2010_STH_rv2	g2010_STH_tv2	ld3	g2010_STH_dv3	g2010_STH_rv3	g2010_STH_tv3	sd	g2010_STS_dv	g2010_STS_rv	g2010_STS_tv	sd2	g2010_STS_dv2	g2010_STS_rv2	g2010_STS_tv2	sd3	g2010_STS_dv3	g2010_STS_rv3	g2010_STS_tv3
"NC"	2010	"Alamance"	"1"	575	123	448	1392	276	1084	6	223	1167	1390					64		1168	1168									24	308	995	1387								
"NC"	2010	"Alamance"	"2"	611	94	511	1663	279	1327	6	219	1440	1659					64		1430	1430									24	323	1185	1651								
"NC"	2010	"Alamance"	"4"	609	157	440	1720	388	1284	6	315	1392	1707					64		1421	1421									24	429	1173	1710								
"NC"	2010	"Alamance"	"5"	423	82	340	1136	227	883	6	173	962	1135					64		963	963									24	280	786	1131								
"NC"	2010	"Alamance"	"7"	518	115	399	1322	280	1010	6	227	1095	1322					64		1106	1106									24	345	895	1314								
"NC"	2010	"Alamance"	"11"	794	566	222	1356	796	535	13	865	475	1340					63	821	526	1347									24	824	479	1358								
"NC"	2010	"Alamance"	"13"	719	463	247	1355	692	628	13	788	553	1341					63	715	626	1341									24	698	588	1355								
"NC"	2010	"Alamance"	"35"	391	118	270	1214	335	845	6	278	922	1200					64		973	973									24	378	762	1206								
"NC"	2010	"Alamance"	"63"	429	281	146	923	494	411	13	547	370	917					63	508	405	913									24	504	382	922								
"NC"	2010	"Alamance"	"64"	664	256	407	1841	610	1192	6	552	1289	1841					64		1370	1370									24	718	1016	1834								
"NC"	2010	"Alamance"	"103"	460	116	340	1019	254	735	6	215	803	1018					64		793	793									24	300	666	1022								
"NC"	2010	"Alamance"	"124"	342	158	181	878	332	526	6	278	603	881					63	375	497	872									24	385	436	880								
"NC"	2010	"Alamance"	"125"	326	123	202	919	297	598	6	223	699	922					63	327	565	892									24	332	537	917								
"NC"	2010	"Alamance"	"126"	339	107	228	1150	344	783	6	244	903	1147					64		895	895									24	434	659	1156								
"NC"	2010	"Alamance"	"127"	854	683	169	1364	970	375	13	1004	354	1358					63	992	365	1357									24	989	349	1372								
"NC"	2010	"Alamance"	"128"	280	209	70	547	331	202	13	369	176	545					63	344	195	539									24	350	180	551								
"NC"	2010	"Alamance"	"129"	287	84	202	715	187	511	6	155	556	711					64		577	577									24	214	463	718								
"NC"	2010	"Alamance"	"1210"	237	95	139	604	230	357	6	205	397	602					63	256	332	588									24	251	318	598								
"NC"	2010	"Alamance"	"03C"	382	132	248	1421	348	1032	6	294	1116	1410					64		1116	1116									24	491	831	1406								
"NC"	2010	"Alamance"	"03N"	737	338	395	1883	715	1124	6	620	1258	1878					64		1343	1343									24	822	957	1873								
"NC"	2010	"Alamance"	"03S"	767	318	444	1987	641	1294	6	575	1402	1977					64		1489	1489									24	737	1146	1974								
"NC"	2010	"Alamance"	"03W"	418	123	287	1032	292	704	6	231	791	1022					64		830	830									24	345	612	1036								
"NC"	2010	"Alamance"	"06E"	345	184	161	859	362	479	6	316	543	859					63	398	449	847									24	400	425	866								
"NC"	2010	"Alamance"	"06N"	393	256	133	707	394	293	13	439	259	698					63	400	292	692									24	406	263	709								
"NC"	2010	"Alamance"	"06S"	450	182	264	1167	396	730	6	327	838	1165					64		844	844									24	442	652	1164								
"NC"	2010	"Alamance"	"06W"	155	68	85	370	133	225	6	115	249	364					63	147	218	365									24	141	195	368								
"NC"	2010	"Alamance"	"08N"	550	209	335	1136	377	735	6	342	786	1128					64		816	816									24	376	688	1130								
"NC"	2010	"Alamance"	"08S"	259	79	177	610	170	417	6	146	462	608					64		459	459									24	181	375	606								
"NC"	2010	"Alamance"	"09N"	415	184	229	902	322	560	6	300	595	895					64		635	635									24	350	513	898								
"NC"	2010	"Alamance"	"09S"	702	309	389	1537	553	938	6	519	1017	1536					64		1073	1073									24	592	850	1537								
"NC"	2010	"Alamance"	"10N"	678	300	375	1527	534	959	6	488	1032	1520					63	575	942	1517									24	578	888	1531								
"NC"	2010	"Alamance"	"10S"	1082	561	514	2236	965	1203	6	915	1307	2222					63	1045	1164	2209									24	993	1126	2235								
"NC"	2010	"Alamance"	"12E"	237	146	87	490	254	226	13	280	204	484					63	266	212	478									24	260	209	486								
"NC"	2010	"Alamance"	"12N"	842	770	69	1253	1078	156	13	1098	143	1241					63	1100	150	1250									24	1088	140	1254								
"NC"	2010	"Alamance"	"12S"	198	128	66	344	222	119	13	226	113	339					63	213	123	336									24	213	121	342								
"NC"	2010	"Alamance"	"12W"	299	151	141	933	368	532	6	307	628	935					63	438	475	913									24	434	447	938								
"NC"	2010	"Alexander"	"B1"	503	103	390	1429	321	1071	5	260	1156	1416					88	317	1106	1423									45	333	1078	1411								
"NC"	2010	"Alexander"	"B2"	618	152	457	1600	386	1176	5	369	1229	1598					88	361	1239	1600									45	398	1192	1590								
"NC"	2010	"Alexander"	"E"	481	207	266	1253	405	817	5	381	865	1246					88	433	824	1257									45	445	790	1235								
"NC"	2010	"Alexander"	"G1"	132	42	87	356	115	233	5	110	243	353					88	123	235	358									45	134	223	357								
"NC"	2010	"Alexander"	"G2"	190	88	98	461	192	256	5	181	279	460					88	219	248	467									45	205	248	453								
"NC"	2010	"Alexander"	"L"	195	66	123	552	156	376	5	148	406	554					88	197	365	562									45	178	377	555								
"NC"	2010	"Alexander"	"M"	324	126	192	759	258	484	5	243	510	753					88	257	498	755									45	268	484	752								
"NC"	2010	"Alexander"	"S1"	351	153	187	984	360	596	5	332	655	987					88	398	596	994									45	405	579	984								
"NC"	2010	"Alexander"	"S2"	204	109	84	460	191	259	5	189	269	458					88	221	247	468									45	208	251	459								
"NC"	2010	"Alexander"	"SL"	136	31	103	479	105	367	5	97	382	479					88	143	337	480									45	134	348	482								
"NC"	2010	"Alexander"	"T1"	196	58	126	628	149	462	5	158	476	634					88	184	454	638									45	186	444	630								
"NC"	2010	"Alexander"	"T2"	267	151	113	729	291	413	5	265	461	726					88	353	378	731									45	328	389	717								
"NC"	2010	"Alexander"	"T3"	215	125	85	660	257	382	5	234	421	655					88	302	368	670									45	311	347	658								
"NC"	2010	"Alexander"	"T4"	276	165	108	748	321	414	5	303	437	740					88	346	406	752									45	362	382	744								
"NC"	2010	"Alexander"	"T5"	158	67	89	487	134	346	5	127	359	486					88	165	328	493									45	150	329	479								
"NC"	2010	"Alexander"	"W"	247	77	168	871	245	601	5	220	650	870					88	229	652	881									45	254	608	862								
"NC"	2010	"Alleghany"	"1"	153	29	119	608	162	432	5	186	420	606					90	154	437	591									30	204	396	600								
"NC"	2010	"Alleghany"	"2"	40	14	26	150	46	102	5	38	114	152					90	36	109	145									30	44	100	144								
"NC"	2010	"Alleghany"	"3"	341	168	155	1562	639	885	5	655	899	1554					90	604	894	1498									30	715	778	1493								
"NC"	2010	"Alleghany"	"4"	200	59	138	710	209	482	5	229	477	706					90	191	505	696									30	235	455	690								
"NC"	2010	"Alleghany"	"5"	65	26	38	312	119	188	5	126	183	309					90	103	195	298									30	140	162	302								
"NC"	2010	"Alleghany"	"6"	70	21	47	341	117	215	5	125	221	346					90	107	229	336									30	148	185	333								
"NC"	2010	"Alleghany"	"7"	77	25	50	359	105	237	5	113	250	363					90	94	254	348									30	119	229	348								
"NC"	2010	"Anson"	"ANS"	224	174	45	531	305	214									69	404	130	534									25	358	171	529								
"NC"	2010	"Anson"	"BURN"	165	90	74	539	177	357									69	319	219	538									25	229	299	528								
"NC"	2010	"Anson"	"GULL"	234	183	47	453	262	185									69	334	117	451									25	302	145	447								
"NC"	2010	"Anson"	"LILE"	632	567	62	1054	741	303									69	879	185	1064									25	794	250	1044								
"NC"	2010	"Anson"	"MM"	334	307	25	517	414	100									69	465	56	521									25	441	68	509								
"NC"	2010	"Anson"	"PEAC"	202	105	94	551	201	337									69	321	224	545									25	225	311	536								
"NC"	2010	"Anson"	"POLK"	162	134	24	401	229	165									69	297	108	405									25	237	155	392								
"NC"	2010	"Anson"	"W1"	552	499	46	949	670	272									69	801	150	951									25	724	217	941								
"NC"	2010	"Anson"	"W2"	358	313	42	647	436	207									69	545	102	647									25	485	152	637								
"NC"	2010	"Anson"	"W3"	386	333	50	973	526	435									69	795	179	974									25	652	304	956								
"NC"	2010	"Anson"	"WS"	55	41	12	117	63	53									69	80	37	117									25	66	49	115								
"NC"	2010	"Ashe"	"2"	263	105	157	636	207	416	5	247	390	637					93	282	350	632									45	334	309	643								
"NC"	2010	"Ashe"	"3"	111	22	87	232	54	171	5	60	169	229					93	63	167	230									45	71	160	231								
"NC"	2010	"Ashe"	"4"	74	32	42	214	90	119	5	99	112	211					93	101	113	214									45	106	108	214								
"NC"	2010	"Ashe"	"6"	82	30	52	237	71	159	5	83	157	240					93	97	139	236									45	133	106	239								
"NC"	2010	"Ashe"	"7"	80	42	37	188	83	104	5	98	95	193					93	100	91	191									45	110	81	191								
"NC"	2010	"Ashe"	"8"	33	14	16	87	33	51	5	36	51	87					93	45	42	87									45	44	43	87								
"NC"	2010	"Ashe"	"9"	459	244	210	1665	687	943	5	707	961	1668					93	884	781	1665									45	1021	662	1683								
"NC"	2010	"Ashe"	"10"	63	15	48	114	35	77	5	40	76	116					93	41	75	116									45	46	70	116								
"NC"	2010	"Ashe"	"11"	257	116	134	934	385	528	5	401	534	935					93	465	468	933									45	527	411	938								
"NC"	2010	"Ashe"	"12"	151	37	114	285	79	198	5	90	192	282					93	88	197	285									45	103	184	287								
"NC"	2010	"Ashe"	"13"	202	87	114	550	189	344	5	219	336	555					93	244	312	556									45	271	290	561								
"NC"	2010	"Ashe"	"14"	380	132	244	1133	362	742	5	375	752	1127					93	473	655	1128									45	551	583	1134								
"NC"	2010	"Ashe"	"15"	123	44	78	392	113	271	5	120	266	386					93	153	231	384									45	182	205	387								
"NC"	2010	"Ashe"	"16"	390	129	258	932	302	605	5	325	609	934					93	365	570	935									45	379	563	942								
"NC"	2010	"Ashe"	"17"	178	62	116	386	98	278	5	111	274	385					93	155	229	384									45	189	203	392								
"NC"	2010	"Ashe"	"18"	40	12	28	69	18	50	5	20	47	67					93	30	40	70									45	28	42	70								
"NC"	2010	"Ashe"	"20"	552	227	319	1534	570	927	5	614	924	1538					93	749	785	1534									45	860	691	1551								
"NC"	2010	"Avery"	"1"	108	21	85	410	86	314	10	79	326	405					84		331	331									47	96	312	408								
"NC"	2010	"Avery"	"2"	303	77	225	869	263	586	10	242	611	853					84		660	660									47	252	599	851								
"NC"	2010	"Avery"	"3"	96	9	86	185	24	155	10	23	162	185					84		160	160									47	29	154	183								
"NC"	2010	"Avery"	"4"	12	5	7	33	10	23	10	9	21	30					84		21	21									47	9	22	31								
"NC"	2010	"Avery"	"5"	43	5	36	139	23	115	10	17	121	138					84		110	110									47	18	120	138								
"NC"	2010	"Avery"	"6"	123	25	97	258	51	201	10	46	207	253					84		200	200									47	58	199	257								
"NC"	2010	"Avery"	"7"	41	1	40	102	10	92	10	9	92	101					84		86	86									47	10	92	102								
"NC"	2010	"Avery"	"8"	67	8	58	167	22	141	10	16	151	167					84		137	137									47	20	145	165								
"NC"	2010	"Avery"	"9"	46	2	44	176	13	156	10	10	164	174					84		153	153									47	17	152	169								
"NC"	2010	"Avery"	"10"	85	14	69	333	80	243	10	72	258	330					84		273	273									47	70	256	326								
"NC"	2010	"Avery"	"11"	81	14	67	223	56	157	10	52	168	220					84		173	173									47	63	158	221								
"NC"	2010	"Avery"	"12"	56	4	50	147	22	123	10	21	123	144					84		120	120									47	27	124	151								
"NC"	2010	"Avery"	"13"	80	17	62	239	80	158	10	68	164	232					84		181	181									47	73	160	233								
"NC"	2010	"Avery"	"14"	108	12	94	362	69	279	10	57	293	350					84		281	281									47	86	262	348								
"NC"	2010	"Avery"	"15"	95	18	77	296	63	229	10	66	232	298					84		248	248									47	67	231	298								
"NC"	2010	"Avery"	"16"	198	57	139	580	158	402	10	165	410	575					84		451	451									47	166	404	570								
"NC"	2010	"Avery"	"17"	52	2	49	207	41	161	10	25	174	199					84		176	176									47	33	174	207								
"NC"	2010	"Avery"	"18"	50	8	42	155	23	128	10	20	128	148					84		130	130									47	25	131	156								
"NC"	2010	"Avery"	"19"	56	6	48	122	19	99	10	12	110	122					84		105	105									47	21	98	119								
"NC"	2010	"Beaufort"	"AUROR"	322	244	74	695	382	291	1	377	311	688					6	414	268	682									1	416	265	681								
"NC"	2010	"Beaufort"	"BEADM"	247	58	183	825	162	646	3	86	727	829					6	232	592	824									1	294	530	824								
"NC"	2010	"Beaufort"	"BELHV"	332	217	110	771	357	402	3	265	496	779					6	410	360	770									1	488	287	775								
"NC"	2010	"Beaufort"	"BLCK"	185	131	54	482	235	238	1	229	249	478					6	271	208	479									1	277	199	476								
"NC"	2010	"Beaufort"	"CHOCO"	538	232	298	1477	480	973	1	446	1022	1468					6	627	852	1479									1	663	811	1474								
"NC"	2010	"Beaufort"	"EDWAR"	226	150	73	484	215	257	1	223	253	476					6	252	233	485									1	260	218	478								
"NC"	2010	"Beaufort"	"GILEA"	294	120	172	1191	355	821	3	264	892	1179					6	438	754	1192									1	602	571	1173								
"NC"	2010	"Beaufort"	"HB"	137	35	96	417	86	323	3	48	364	422					6	161	257	418									1	165	255	420								
"NC"	2010	"Beaufort"	"NCRK"	206	71	135	633	172	447	3	122	500	638					6	224	409	633									1	267	359	626								
"NC"	2010	"Beaufort"	"OLDF"	259	164	88	660	302	349	3	240	407	664					6	344	318	662									1	374	280	654								
"NC"	2010	"Beaufort"	"PANTE"	234	148	85	602	206	389	3	175	418	600					6	265	338	603									1	314	288	602								
"NC"	2010	"Beaufort"	"PINET"	97	19	77	418	74	336	3	32	379	420					6	129	292	421									1	148	269	417								
"NC"	2010	"Beaufort"	"PSJW3"	349	316	32	630	452	172	1	469	155	624					6	499	133	632									1	493	134	627								
"NC"	2010	"Beaufort"	"RVRD"	322	164	154	1079	368	687	3	264	778	1066					6	507	572	1079									1	598	474	1072								
"NC"	2010	"Beaufort"	"SURBA"	254	78	173	1080	259	801	3	161	890	1078					6	460	614	1074									1	509	565	1074								
"NC"	2010	"Beaufort"	"TCRK"	349	138	201	1130	301	792	3	208	888	1127					6	452	669	1121									1	491	623	1114								
"NC"	2010	"Beaufort"	"WASH1"	260	207	50	602	329	250	1	343	257	600					6	383	218	601									1	423	171	594								
"NC"	2010	"Beaufort"	"WASH2"	291	238	52	684	399	274	1	405	283	688					6	477	212	689									1	485	199	684								
"NC"	2010	"Beaufort"	"WASH4"	287	171	109	1098	401	671	3	303	771	1092					6	544	554	1098									1	639	456	1095								
"NC"	2010	"Beaufort"	"WASHP"	171	81	90	714	241	459	3	156	535	706					6	361	351	712									1	381	331	712								
"NC"	2010	"Beaufort"	"WDPD"	194	65	128	744	177	544	3	127	602	743					6	261	484	745									1	320	418	738								
"NC"	2010	"Bertie"	"C1"	199	117	81	405	169	234	1	167	234	401					5	165	225	390									4	179	206	385								
"NC"	2010	"Bertie"	"C2"	369	320	47	673	456	209	1	454	215	669					5	472	193	665									4	483	166	649								
"NC"	2010	"Bertie"	"IW"	108	103	5	167	144	21	1	151	18	169					5	147	17	164									4	150	17	167								
"NC"	2010	"Bertie"	"M1"	162	120	41	359	167	190	1	178	183	361					5	193	168	361									4	195	160	355								
"NC"	2010	"Bertie"	"M2"	184	147	36	388	222	162	1	244	136	380					5	249	125	374									4	254	116	370								
"NC"	2010	"Bertie"	"MH"	228	184	44	414	256	154	1	258	159	417					5	255	153	408									4	266	140	406								
"NC"	2010	"Bertie"	"RX"	300	271	28	504	355	146	1	379	134	513					5	373	133	506									4	386	113	499								
"NC"	2010	"Bertie"	"SN"	261	242	19	410	332	76	1	351	64	415					5	347	63	410									4	349	56	405								
"NC"	2010	"Bertie"	"W1"	784	674	105	1798	1108	672	1	1162	646	1808					5	1154	563	1717									4	1235	501	1736								
"NC"	2010	"Bertie"	"W2"	75	10	64	389	42	339	1	49	338	387					5	76	288	364									4	87	275	362								
"NC"	2010	"Bertie"	"WD"	275	263	10	407	347	59	1	353	48	401					5	356	44	400									4	366	32	398								
"NC"	2010	"Bertie"	"WH"	224	152	71	549	238	301	1	229	311	540					5	259	265	524									4	266	254	520								
"NC"	2010	"Bladen"	"P10"	158	136	20	418	205	206	7	271	158	429					22	268	161	429									19	196	208	404								
"NC"	2010	"Bladen"	"P15"	341	256	71	1518	545	938	7	812	721	1533					22	885	677	1562									19	527	945	1472								
"NC"	2010	"Bladen"	"P201"	187	139	42	806	269	517	7	461	356	817					22	412	399	811									19	294	479	773								
"NC"	2010	"Bladen"	"P202"	340	258	62	1227	489	712	7	709	536	1245					22	706	550	1256									19	503	677	1180								
"NC"	2010	"Bladen"	"P25"	278	253	18	671	367	294	7	488	200	688					22	434	246	680									19	350	289	639								
"NC"	2010	"Bladen"	"P30"	680	659	19	819	709	107	7	768	62	830					22	766	62	828									19	722	81	803								
"NC"	2010	"Bladen"	"P35"	164	150	9	349	203	141	7	253	96	349					22	244	107	351									19	211	125	336								
"NC"	2010	"Bladen"	"P40"	266	196	62	776	314	450	7	444	346	790					22	468	319	787									19	347	415	762								
"NC"	2010	"Bladen"	"P45"	63	41	18	241	82	149	7	128	112	240					22	120	120	240									19	83	142	225								
"NC"	2010	"Bladen"	"P501"	787	731	47	1682	1040	624	7	1231	463	1694					22	1257	433	1690									19	1045	581	1626								
"NC"	2010	"Bladen"	"P502"	461	415	34	983	608	362	7	719	282	1001					22	726	269	995									19	622	336	958								
"NC"	2010	"Bladen"	"P55"	192	134	57	339	179	154	7	226	115	341					22	215	121	336									19	169	147	316								
"NC"	2010	"Bladen"	"P60"	342	305	34	667	384	275	7	470	204	674					22	470	199	669									19	395	260	655								
"NC"	2010	"Bladen"	"P65"	114	70	42	319	114	201	7	161	158	319					22	133	182	315									19	113	200	313								
"NC"	2010	"Bladen"	"P70"	130	109	18	248	140	103	7	176	71	247					22	168	76	244									19	144	97	241								
"NC"	2010	"Bladen"	"P75"	422	406	15	713	526	182	7	587	129	716					22	556	158	714									19	501	178	679								
"NC"	2010	"Bladen"	"P80"	163	141	20	526	213	300	7	292	238	530					22	274	256	530									19	232	290	522								
"NC"	2010	"Brunswick"	"1"	371	205	163	731	363	355	7	432	297	729					17	386	341	727									8	363	367	730								
"NC"	2010	"Brunswick"	"2"	622	350	263	1402	662	713	7	790	612	1402					17	689	707	1396									8	655	746	1401								
"NC"	2010	"Brunswick"	"3"	304	213	86	592	320	262	7	403	191	594					17	346	239	585									8	338	255	593								
"NC"	2010	"Brunswick"	"4"	1870	693	1162	4980	1780	3102	7	2197	2770	4967					17	1712	3191	4903									8	1763	3195	4958								
"NC"	2010	"Brunswick"	"5"	606	250	350	1455	483	943	7	616	839	1455					17	513	938	1451									8	442	1022	1464								
"NC"	2010	"Brunswick"	"6"	312	140	171	778	287	471	7	391	388	779					17	320	452	772									8	260	526	786								
"NC"	2010	"Brunswick"	"7"	439	159	276	1316	450	830	7	653	677	1330					17	380	939	1319									8	341	992	1333								
"NC"	2010	"Brunswick"	"8"	600	202	396	1855	608	1204	7	892	967	1859					17	513	1322	1835									8	478	1378	1856								
"NC"	2010	"Brunswick"	"9"	225	54	169	651	195	440	7	320	336	656					17	141	506	647									8	163	491	654								
"NC"	2010	"Brunswick"	"10"	1214	317	894	3590	992	2562	7	1421	2178	3599					17	902	2652	3554									8	955	2647	3602								
"NC"	2010	"Brunswick"	"11"	440	301	128	995	547	426	7	679	322	1001					20	424	180	604	17	191	199	390					8	533	471	1004								
"NC"	2010	"Brunswick"	"12"	436	133	294	1384	443	917	7	672	711	1383					17	437	905	1342									8	444	949	1393								
"NC"	2010	"Brunswick"	"13"	471	211	245	1239	458	745	7	630	622	1252					17	340	513	853	20	172	198	370					8	450	806	1256								
"NC"	2010	"Brunswick"	"14"	715	218	490	2186	661	1477	7	983	1206	2189					17	642	1529	2171									8	739	1464	2203								
"NC"	2010	"Brunswick"	"15"	905	292	607	2270	643	1591	7	916	1368	2284					17	658	1584	2242									8	800	1482	2282								
"NC"	2010	"Brunswick"	"16"	919	243	664	2370	705	1619	7	921	1456	2377					17	659	1676	2335									8	761	1605	2366								
"NC"	2010	"Brunswick"	"17"	1019	467	543	2364	914	1409	7	1090	1277	2367					20	943	1381	2324	17	22	2	24					8	945	1422	2367								
"NC"	2010	"Brunswick"	"18"	283	124	156	815	270	528	7	408	415	823					20	402	428	830									8	278	548	826								
"NC"	2010	"Brunswick"	"19"	921	266	648	1993	595	1352	7	775	1233	2008					17	585	1385	1970									8	658	1346	2004								
"NC"	2010	"Brunswick"	"20"	587	149	432	1569	441	1091	7	649	922	1571					17	437	1121	1558									8	425	1153	1578								
"NC"	2010	"Brunswick"	"21"	736	150	578	2023	468	1493	7	736	1287	2023					17	463	1550	2013									8	413	1621	2034								
"NC"	2010	"Brunswick"	"22"	418	107	311	1101	337	738	7	499	610	1109					17	284	807	1091									8	278	829	1107								
"NC"	2010	"Brunswick"	"23"	388	114	265	1231	372	811	7	568	656	1224					17	314	896	1210									8	303	924	1227								
"NC"	2010	"Buncombe"	"1.1"	397	356	35	698	582	97	11	616	97	713					115	620	87	707									49	599	99	698								
"NC"	2010	"Buncombe"	"2.1"	646	628	18	1252	1141	85	11	1186	79	1265					114	1187	87	1274	115	3	0	3					48	1190	77	1267	48	0	0	0				
"NC"	2010	"Buncombe"	"3.1"	512	483	28	962	830	106	11	860	97	957					114	871	101	972									49	859	105	964								
"NC"	2010	"Buncombe"	"4.1"	329	270	55	786	562	202	11	632	169	801					114	589	205	794									49	618	179	797								
"NC"	2010	"Buncombe"	"5.1"	543	409	129	1472	886	555	11	1009	496	1505					116	953	528	1481									49	1013	478	1491								
"NC"	2010	"Buncombe"	"6.1"	369	289	80	757	515	222	11	576	196	772					115	539	233	772									49	549	213	762								
"NC"	2010	"Buncombe"	"7.1"	457	395	62	897	704	173	11	746	159	905					115	737	171	908									49	734	171	905								
"NC"	2010	"Buncombe"	"9.1"	580	431	139	1072	700	341	11	788	299	1087					115	706	380	1086									49	723	355	1078								
"NC"	2010	"Buncombe"	"10.1"	329	311	17	558	507	41	11	533	39	572					115	541	37	578									49	528	42	570								
"NC"	2010	"Buncombe"	"11.1"	257	242	11	465	413	35	11	445	36	481					114	442	39	481									49	443	38	481								
"NC"	2010	"Buncombe"	"12.1"	418	369	47	803	636	145	11	679	127	806					114	663	153	816									49	663	146	809								
"NC"	2010	"Buncombe"	"13.1"	388	317	67	752	572	152	11	631	131	762					114	606	157	763									49	608	161	769								
"NC"	2010	"Buncombe"	"14.2"	398	301	94	784	545	218	11	609	190	799					114	579	220	799									49	588	206	794								
"NC"	2010	"Buncombe"	"15.1"	470	382	86	1017	741	240	11	812	217	1029					114	789	247	1036									49	773	255	1028								
"NC"	2010	"Buncombe"	"17.1"	377	284	91	839	573	244	11	633	224	857					115	627	226	853									49	616	222	838								
"NC"	2010	"Buncombe"	"19.1"	172	90	82	372	163	205	11	199	179	378					116	191	186	377									48	160	207	367								
"NC"	2010	"Buncombe"	"20.1"	224	190	32	431	323	94	11	346	84	430					115	341	88	429									49	335	89	424								
"NC"	2010	"Buncombe"	"24.1"	400	214	178	936	425	487	11	589	371	960					116	474	472	946									48	191	233	424	49	293	221	514				
"NC"	2010	"Buncombe"	"25.1"	467	293	168	1007	542	427	11	659	372	1031					115	584	446	1030									49	610	416	1026								
"NC"	2010	"Buncombe"	"26.1"	295	204	86	602	386	198	11	434	176	610					114	405	202	607									49	409	198	607								
"NC"	2010	"Buncombe"	"28.1"	394	328	64	899	677	202	11	724	170	894					114	694	200	894									49	707	183	890								
"NC"	2010	"Buncombe"	"30.1"	888	419	459	1870	691	1132	11	961	950	1911					116	741	1148	1889									48	704	1167	1871								
"NC"	2010	"Buncombe"	"31.1"	275	102	172	825	264	547	11	410	444	854					116	407	444	851									48	240	578	818								
"NC"	2010	"Buncombe"	"32.1"	377	197	173	821	349	445	11	470	384	854					115	380	471	851									49	401	443	844								
"NC"	2010	"Buncombe"	"33.2"	298	165	130	626	306	305	11	368	276	644					115	325	324	649									49	330	312	642								
"NC"	2010	"Buncombe"	"33.3"	467	273	189	913	451	443	11	573	353	926					115	449	476	925									49	492	414	906								
"NC"	2010	"Buncombe"	"34.1"	270	192	77	589	334	243	11	405	207	612					115	334	270	604									49	366	236	602								
"NC"	2010	"Buncombe"	"35.1"	413	282	128	823	486	319	11	583	273	856					115	542	314	856									49	539	302	841								
"NC"	2010	"Buncombe"	"36.1"	386	221	159	868	398	441	11	501	385	886					115	428	457	885									49	428	445	873								
"NC"	2010	"Buncombe"	"37.1"	303	158	142	628	290	326	11	373	269	642					115	299	339	638									48	285	331	616								
"NC"	2010	"Buncombe"	"38.2"	317	117	197	819	251	537	11	388	450	838					115	280	548	828									48	248	563	811								
"NC"	2010	"Buncombe"	"38.3"	572	236	333	1497	485	968	11	725	807	1532					115	543	979	1522									48	485	1001	1486								
"NC"	2010	"Buncombe"	"39.1"	807	397	405	1941	794	1097	11	1064	925	1989					115	854	1130	1984									48	798	1114	1912								
"NC"	2010	"Buncombe"	"41.1"	507	215	286	1175	425	714	11	638	578	1216					114	457	737	1194									49	471	723	1194								
"NC"	2010	"Buncombe"	"44.1"	803	363	437	1873	722	1113	11	1003	914	1917					116	756	1145	1901									48	716	1140	1856								
"NC"	2010	"Buncombe"	"45.1"	657	316	336	1562	604	920	11	842	745	1587					116	658	915	1573									49	692	872	1564								
"NC"	2010	"Buncombe"	"46.1"	283	144	139	643	265	361	11	362	304	666					116	279	377	656									48	263	383	646								
"NC"	2010	"Buncombe"	"47.1"	621	259	352	1648	556	1030	11	856	850	1706					116	640	1045	1685									48	603	1037	1640								
"NC"	2010	"Buncombe"	"48.1"	592	268	316	1473	535	900	11	786	735	1521					116	577	930	1507									49	627	876	1503								
"NC"	2010	"Buncombe"	"49.1"	641	262	374	1567	503	1021	11	796	829	1625					116	559	1036	1595									48	518	1030	1548								
"NC"	2010	"Buncombe"	"50.1"	331	158	169	686	291	373	11	395	320	715					114	309	392	701									49	320	387	707								
"NC"	2010	"Buncombe"	"52.1"	584	239	334	1374	445	877	11	693	724	1417					114	485	910	1395									49	530	872	1402								
"NC"	2010	"Buncombe"	"53.1"	481	230	243	1198	447	712	11	671	564	1235					114	489	729	1218									49	537	685	1222								
"NC"	2010	"Buncombe"	"55.1"	614	292	317	1456	558	849	11	794	713	1507					116	617	876	1493									48	567	883	1450								
"NC"	2010	"Buncombe"	"57.1"	562	253	304	1357	504	812	11	686	708	1394					116	298	489	787	115	282	308	590					48	506	859	1365								
"NC"	2010	"Buncombe"	"58.1"	325	158	163	842	335	479	11	469	396	865					114	349	499	848									49	400	452	852								
"NC"	2010	"Buncombe"	"59.1"	719	357	358	1645	725	869	11	941	775	1716					114	767	934	1701									49	825	882	1707								
"NC"	2010	"Buncombe"	"60.2"	184	118	65	443	241	183	11	291	164	455					115	252	197	449									49	263	178	441								
"NC"	2010	"Buncombe"	"61.1"	553	284	263	1275	566	675	11	726	570	1296					115	612	687	1299									49	639	654	1293								
"NC"	2010	"Buncombe"	"62.1"	484	289	194	1099	534	529	11	694	433	1127					115	578	544	1122									49	594	526	1120								
"NC"	2010	"Buncombe"	"63.1"	96	57	37	229	118	101	11	151	93	244					114	134	108	242									49	122	115	237								
"NC"	2010	"Buncombe"	"64.1"	358	161	192	773	288	451	11	432	355	787					115	302	484	786									49	341	439	780								
