state	year	county	vtd	g2010_VOTE_tv	g2010_VOTE_dv	g2010_VOTE_rv	g2010_USS_tv	g2010_USS_dv	g2010_USS_rv	cd	g2010_USH_dv	g2010_USH_rv	g2010_USH_tv	cd2	g2010_USH_dv2	g2010_USH_rv2	g2010_USH_tv2	ld	g2010_STH_dv	g2010_STH_rv	g2010_STH_tv	ld2	g2010_STH_dv2	g2010_STH_rv2	g2010_STH_tv2	ld3	g2010_STH_dv3	g2010_STH_rv3	g2010_STH_tv3	sd	g2010_STS_dv	g2010_STS_rv	g2010_STS_tv	sd2	g2010_STS_dv2	g2010_STS_rv2	g2010_STS_tv2	sd3	g2010_STS_dv3	g2010_STS_rv3	g2010_STS_tv3
"NC"	2010	"Catawba"	"27"	563	121	439	1385	325	1005	10	326	1060	1386					89		973	973									42		1134	1134								
"NC"	2010	"Catawba"	"28"	480	110	362	1168	290	843	10	279	881	1160					96	328	841	1169									42		934	934								
"NC"	2010	"Catawba"	"29"	421	77	340	1038	233	775	10	244	789	1033					96	291	746	1037									42		861	861								
"NC"	2010	"Catawba"	"30"	572	204	365	1291	448	800	10	463	819	1282					96	495	785	1280									42		902	902								
"NC"	2010	"Catawba"	"31"	743	162	579	1708	438	1223	10	390	1310	1700					89		1370	1370									42		1309	1309								
"NC"	2010	"Catawba"	"32"	429	198	228	1248	494	711	10	514	718	1232					89		867	867									42		841	841								
"NC"	2010	"Catawba"	"33"	898	180	708	2412	601	1756	10	615	1779	2394					96	692	1711	2403									42		1960	1960								
"NC"	2010	"Catawba"	"34"	775	190	581	2131	550	1521	10	567	1550	2117					96	372	935	1307	89		644	644					42		1677	1677								
"NC"	2010	"Catawba"	"35"	321	96	222	755	236	497	10	236	514	750					96	232	470	702	88	18	31	49					42		552	552								
"NC"	2010	"Catawba"	"36"	440	100	338	1095	314	764	10	292	783	1075					88	280	779	1059									42		866	866								
"NC"	2010	"Catawba"	"37"	361	141	218	907	344	540	10	347	556	903					88	329	558	887									42		646	646								
"NC"	2010	"Catawba"	"38"	497	145	351	1295	373	887	10	378	906	1284					88	361	922	1283									42		1004	1004								
"NC"	2010	"Catawba"	"39"	453	80	370	1150	275	852	10	265	873	1138					88	250	885	1135									42		929	929								
"NC"	2010	"Catawba"	"40"	275	130	144	718	298	406	10	304	408	712					96	338	368	706									42		457	457								
"NC"	2010	"Catawba"	"41"	548	84	463	1299	240	1046	10	236	1050	1286					89		1097	1097									42		1065	1065								
"NC"	2010	"Chatham"	"3"	343	117	222	849	264	559	2	262	562	847					54	340	506	846									18	285	555	840								
"NC"	2010	"Chatham"	"6"	168	43	124	453	121	321	2	130	312	450					54	147	303	450									18	139	306	445								
"NC"	2010	"Chatham"	"9"	339	165	173	769	265	485	2	263	491	770					54	303	465	768									18	307	461	768								
"NC"	2010	"Chatham"	"15"	532	389	140	1071	670	363	4	684	377	1061					54	705	363	1068									18	715	343	1058								
"NC"	2010	"Chatham"	"18"	526	313	212	1171	509	646	2	540	611	1171					54	566	599	1165									18	582	584	1166								
"NC"	2010	"Chatham"	"20"	511	272	234	986	404	554	2	392	569	985					54	434	549	983									18	424	557	981								
"NC"	2010	"Chatham"	"21"	265	142	122	792	341	423	4	299	303	602	2	68	112	182	54	394	393	787									18	367	412	779								
"NC"	2010	"Chatham"	"24"	153	19	134	387	51	326	2	56	324	387					54	76	305	381									18	72	308	380								
"NC"	2010	"Chatham"	"30"	355	224	128	846	383	440	2	371	452	841					54	436	404	840									18	404	425	829								
"NC"	2010	"Chatham"	"42"	337	164	171	852	315	515	4	342	508	850					54	362	482	844									18	350	491	841								
"NC"	2010	"Chatham"	"45"	239	142	96	560	272	272	2	258	285	559					54	278	275	553									18	285	267	552								
"NC"	2010	"Chatham"	"75"	784	405	379	1584	690	859	4	702	875	1577					54	678	896	1574									18	686	871	1557								
"NC"	2010	"Chatham"	"78"	1258	865	393	2612	1460	1109	4	1533	1067	2600					54	1501	1088	2589									18	1508	1049	2557								
"NC"	2010	"Chatham"	"85"	607	345	260	1169	539	603	2	551	592	1167					54	616	554	1170									18	596	564	1160								
"NC"	2010	"Chatham"	"ESC114"	1058	677	377	1887	942	911	2	971	886	1879					54	1081	796	1877									18	1011	852	1863								
"NC"	2010	"Chatham"	"MCH110"	1205	966	234	2280	1550	666	4	1587	683	2270					54	1605	655	2260									18	1589	660	2249								
"NC"	2010	"Chatham"	"NWM117"	1537	990	547	3009	1645	1316	4	1696	1294	2990					54	1655	1323	2978									18	1775	1184	2959								
"NC"	2010	"Chatham"	"PIT113"	1628	1195	428	3303	1889	1343	2	1823	1179	3072	4	81	141	222	54	2009	1281	3290									18	2000	1281	3281								
"NC"	2010	"Cherokee"	"ANNW"	150	56	79	740	258	452	11	459	326	785					120	178	612	790									50	492	304	796								
"NC"	2010	"Cherokee"	"ANSW"	156	62	79	806	304	472	11	499	366	865					120	173	686	859									50	482	376	858								
"NC"	2010	"Cherokee"	"BEAV"	78	22	55	441	108	318	11	210	253	463					120	109	353	462									50	237	233	470								
"NC"	2010	"Cherokee"	"BELL"	145	47	92	470	145	305	11	213	279	492					120	125	362	487									50	220	269	489								
"NC"	2010	"Cherokee"	"BRAS"	95	34	57	394	122	253	11	197	208	405					120	96	309	405									50	225	182	407								
"NC"	2010	"Cherokee"	"HANG"	94	11	79	401	75	304	11	167	245	412					120	82	331	413									50	173	242	415								
"NC"	2010	"Cherokee"	"HIWA"	250	74	164	860	233	590	11	355	516	871					120	262	605	867									50	373	504	877								
"NC"	2010	"Cherokee"	"HOTH"	200	54	141	531	132	384	11	184	356	540					120	131	407	538									50	197	348	545								
"NC"	2010	"Cherokee"	"MARB"	139	45	79	664	203	421	11	351	349	700					120	176	532	708									50	381	322	703								
"NC"	2010	"Cherokee"	"MURN"	200	75	110	935	355	545	11	568	413	981					120	230	746	976									50	608	378	986								
"NC"	2010	"Cherokee"	"MURS"	229	82	131	1025	345	636	11	560	508	1068					120	259	801	1060									50	610	466	1076								
"NC"	2010	"Cherokee"	"NOTL"	236	67	162	1025	296	689	11	464	588	1052					120	291	758	1049									50	510	545	1055								
"NC"	2010	"Cherokee"	"PCHT"	243	100	133	1061	330	697	11	527	569	1096					120	222	878	1100									50	617	490	1107								
"NC"	2010	"Cherokee"	"TOPT"	57	16	40	220	63	153	11	110	117	227					120	43	185	228									50	109	119	228								
"NC"	2010	"Chowan"	"1"	402	353	48	1000	589	399	1	606	391	997					2	671	341	1012									4	636	350	986								
"NC"	2010	"Chowan"	"2"	512	403	100	1692	742	925	1	745	920	1665					2	989	709	1698									4	826	814	1640								
"NC"	2010	"Chowan"	"3"	218	98	109	830	191	615	1	201	601	802					2	345	480	825									4	273	493	766								
"NC"	2010	"Chowan"	"4"	154	118	36	426	193	229	1	192	228	420					2	256	168	424									4	240	169	409								
"NC"	2010	"Chowan"	"5"	140	87	53	453	131	314	1	142	310	452					2	211	243	454									4	176	256	432								
"NC"	2010	"Chowan"	"6"	236	148	85	850	316	518	1	318	513	831					2	413	436	849									4	357	460	817								
"NC"	2010	"Clay"	"BRAS"	94	36	50	452	159	274	11	215	244	459					120	123	337	460									50	226	231	457								
"NC"	2010	"Clay"	"HAY1"	161	66	87	666	232	408	11	342	347	689					120	203	469	672									50	356	335	691								
"NC"	2010	"Clay"	"HAY2"	151	58	89	790	285	477	11	406	408	814					120	247	554	801									50	410	403	813								
"NC"	2010	"Clay"	"HAYC"	63	31	29	252	85	148	11	144	118	262					120	87	170	257									50	139	119	258								
"NC"	2010	"Clay"	"HIAW"	159	62	93	728	240	464	11	335	411	746					120	212	516	728									50	341	408	749								
"NC"	2010	"Clay"	"SHCR"	180	47	119	698	175	489	11	265	443	708					120	202	493	695									50	252	461	713								
"NC"	2010	"Clay"	"SWEE"	84	23	57	407	128	259	11	192	225	417					120	122	290	412									50	184	236	420								
"NC"	2010	"Clay"	"TUSQ"	74	25	46	414	129	263	11	182	242	424					120	135	274	409									50	188	238	426								
"NC"	2010	"Clay"	"WARN"	67	31	33	386	124	247	11	175	219	394					120	128	264	392									50	172	227	399								
"NC"	2010	"Cleveland"	"BETHWR"	196	72	124	686	176	491	10	392	1162	1554					111	389	1180	1569									46		1188	1188								
"NC"	2010	"Cleveland"	"BSPGS"	392	185	202	1571	490	1052	10	152	532	684					111	142	552	694									46		523	523								
"NC"	2010	"Cleveland"	"CASAR"	149	15	132	607	110	488	10	72	534	606					110	83	515	598									46		504	504								
"NC"	2010	"Cleveland"	"FALSTN"	154	65	86	703	202	488	10	143	542	685					110	191	490	681									46		526	526								
"NC"	2010	"Cleveland"	"GROVER"	471	210	255	1160	393	750	10	361	790	1151					111	339	826	1165									46		802	802								
"NC"	2010	"Cleveland"	"H-SPGS"	73	32	40	246	87	155	10	73	171	244					111	82	167	249									46		180	180								
"NC"	2010	"Cleveland"	"KINGST"	256	221	32	444	295	143	10	286	157	443					112	293	141	434									46		156	156								
"NC"	2010	"Cleveland"	"KM1"	408	183	218	948	333	597	10	329	612	941					111	281	673	954									46		607	607								
"NC"	2010	"Cleveland"	"KM2"	358	196	160	863	362	489	10	341	518	859					111	299	568	867									46		545	545								
"NC"	2010	"Cleveland"	"KM3"	362	173	185	1046	369	648	10	350	692	1042					111	304	757	1061									46		683	683								
"NC"	2010	"Cleveland"	"KM4"	224	124	100	499	220	267	10	202	297	499					111	194	307	501									46		305	305								
"NC"	2010	"Cleveland"	"LATT"	285	110	171	1119	303	791	10	252	863	1115					112	301	790	1091									46		854	854								
"NC"	2010	"Cleveland"	"LAWNDL"	330	279	46	832	471	340	10	435	396	831					110	460	357	817									46		429	429								
"NC"	2010	"Cleveland"	"MRB-YO"	216	101	111	613	175	424	10	144	459	603					112	167	425	592									46		460	460								
"NC"	2010	"Cleveland"	"MULLS"	204	89	110	804	245	545	10	187	603	790					110	221	557	778									46		573	573								
"NC"	2010	"Cleveland"	"OAKGR"	447	123	316	1321	310	979	10	273	1036	1309					110	198	650	848	111	66	403	469					46		1072	1072								
"NC"	2010	"Cleveland"	"POLKVL"	211	106	98	954	326	608	10	246	704	950					110	261	678	939									46		696	696								
"NC"	2010	"Cleveland"	"RIPPY"	444	237	194	1322	490	804	10	413	898	1311					111	411	924	1335									46		931	931								
"NC"	2010	"Cleveland"	"S1"	300	255	44	747	425	315	10	387	348	735					111	388	353	741									46		363	363								
"NC"	2010	"Cleveland"	"S2"	388	237	145	1478	534	921	10	465	998	1463					111	450	1041	1491									46		1042	1042								
"NC"	2010	"Cleveland"	"S3"	205	144	59	631	322	296	10	272	348	620					111	272	362	634									46		377	377								
"NC"	2010	"Cleveland"	"S4"	395	324	68	985	581	387	10	526	459	985					111	527	462	989									46		472	472								
"NC"	2010	"Cleveland"	"S5"	413	301	107	1129	548	560	10	507	605	1112					111	521	623	1144									46		643	643								
"NC"	2010	"Cleveland"	"S6"	465	336	123	1099	578	509	10	514	574	1088					111	528	575	1103									46		618	618								
"NC"	2010	"Cleveland"	"S7"	387	244	134	1294	557	716	10	466	818	1284					111	463	833	1296									46		870	870								
"NC"	2010	"Cleveland"	"S8"	326	242	78	932	471	440	10	410	515	925					111	410	529	939									46		529	529								
"NC"	2010	"Cleveland"	"SHANGI"	350	190	155	1184	392	761	10	353	814	1167					111	347	837	1184									46		806	806								
"NC"	2010	"Cleveland"	"WACO"	507	274	228	1303	494	788	10	438	853	1291					110	478	806	1284									46		881	881								
"NC"	2010	"Columbus"	"P01"	354	268	76	908	437	452	7	604	323	927					20	471	448	919									8	400	514	914								
"NC"	2010	"Columbus"	"P02"	329	294	34	554	377	170	7	447	115	562					20	379	179	558									8	351	205	556								
"NC"	2010	"Columbus"	"P03"	79	44	32	233	73	159	7	142	95	237					20	125	110	235									8	76	155	231								
"NC"	2010	"Columbus"	"P04"	58	41	16	145	69	74	7	91	55	146					20	88	57	145									8	79	62	141								
"NC"	2010	"Columbus"	"P05"	61	44	16	210	88	120	7	133	81	214					20	104	109	213									8	100	109	209								
"NC"	2010	"Columbus"	"P06"	115	72	40	423	161	253	7	265	156	421					20	224	202	426									8	141	278	419								
"NC"	2010	"Columbus"	"P07"	546	458	84	1277	711	542	7	914	374	1288					20	816	465	1281									8	676	593	1269								
"NC"	2010	"Columbus"	"P08"	38	13	25	166	34	129	7	92	78	170					20	76	89	165									8	37	130	167								
"NC"	2010	"Columbus"	"P09"	221	178	39	579	324	242	7	428	150	578					20	431	146	577									8	233	341	574								
"NC"	2010	"Columbus"	"P10"	86	36	44	381	105	266	7	181	208	389					20	146	246	392									8	103	282	385								
"NC"	2010	"Columbus"	"P11"	123	54	60	439	113	315	7	233	212	445					20	192	252	444									8	121	317	438								
"NC"	2010	"Columbus"	"P12"	23	16	5	143	40	99	7	70	73	143					20	55	88	143									8	49	92	141								
"NC"	2010	"Columbus"	"P13"	72	37	31	327	101	217	7	188	146	334					20	118	215	333									8	108	224	332								
"NC"	2010	"Columbus"	"P14"	851	580	270	1536	760	752	7	940	595	1535					20	841	691	1532									8	733	795	1528								
"NC"	2010	"Columbus"	"P15"	524	424	93	1007	583	413	7	741	291	1032					20	668	352	1020									8	568	443	1011								
"NC"	2010	"Columbus"	"P16"	186	124	53	675	274	385	7	426	265	691					20	309	372	681									8	265	410	675								
"NC"	2010	"Columbus"	"P17"	285	255	27	560	370	185	7	452	113	565					20	400	162	562									8	346	207	553								
"NC"	2010	"Columbus"	"P18"	77	63	14	226	122	96	7	162	71	233					20	132	102	234									8	126	104	230								
"NC"	2010	"Columbus"	"P19"	410	286	118	1205	535	652	7	757	457	1214					20	740	465	1205									8	521	676	1197								
"NC"	2010	"Columbus"	"P20"	169	132	34	333	191	136	7	248	92	340					20	197	138	335									8	188	145	333								
"NC"	2010	"Columbus"	"P21"	193	121	68	546	203	331	7	324	225	549					20	262	285	547									8	194	347	541								
"NC"	2010	"Columbus"	"P22"	301	192	101	924	372	537	7	544	387	931					20	434	494	928									8	366	551	917								
"NC"	2010	"Columbus"	"P23"	415	289	121	991	468	509	7	593	404	997					20	541	449	990									8	460	529	989								
"NC"	2010	"Columbus"	"P24"	162	69	84	696	171	508	7	358	360	718					20	262	449	711									8	184	519	703								
"NC"	2010	"Columbus"	"P25"	131	42	79	620	138	461	7	261	370	631					20	222	406	628									8	161	459	620								
"NC"	2010	"Columbus"	"P26"	713	522	181	1308	693	595	7	842	474	1316					20	830	479	1309									8	732	572	1304								
"NC"	2010	"Craven"	"3"	572	147	420	2121	423	1661	3	314	1761	2124					3	695	1299	2036	12	26	49	75					2	493	1593	2086								
"NC"	2010	"Craven"	"4"	217	119	95	517	225	288	1	222	293	515					12	215	291	506	3	10	0	10					2	226	293	519								
"NC"	2010	"Craven"	"5"	496	152	338	1454	431	974	3	333	1042	1444					3	356	687	1089	12	92	262	354					2	439	995	1434								
"NC"	2010	"Craven"	"6"	161	110	50	360	174	179	1	168	189	357					12	160	158	318	3	14	23	39					2	171	186	357								
"NC"	2010	"Craven"	"7"	422	245	175	975	372	589	1	350	617	967					12	325	495	820	3	35	114	151					2	379	585	964								
"NC"	2010	"Craven"	"8"	307	203	104	520	243	269	1	243	270	513					12	253	261	514									2	242	271	513								
"NC"	2010	"Craven"	"9"	174	108	66	301	146	149	1	149	151	300					12	142	158	300									2	150	147	297								
"NC"	2010	"Craven"	"10"	199	101	96	364	140	215	1	132	225	357					3	165	188	358									2	143	213	356								
"NC"	2010	"Craven"	"11"	384	85	293	1010	198	792	3	125	858	1011					3	239	761	1024									2	228	775	1003								
"NC"	2010	"Craven"	"12"	63	9	53	220	25	188	3	12	201	218					3	37	177	219									2	32	183	215								
"NC"	2010	"Craven"	"13"	107	39	66	347	85	252	3	53	289	349					3	112	223	347									2	85	256	341								
"NC"	2010	"Craven"	"14"	621	379	238	1330	547	764	3	463	854	1332					3	630	679	1327									2	568	748	1316								
"NC"	2010	"Craven"	"15"	195	104	91	353	142	208	3	116	236	354					3	163	186	352									2	141	209	350								
"NC"	2010	"Craven"	"16"	492	195	295	1608	412	1168	3	297	1275	1606					3	434	1057	1540	12	52	13	65					2	413	1178	1591								
"NC"	2010	"Craven"	"17"	346	76	270	960	196	744	3	154	777	959					3	166	624	813	12	54	86	140					2	218	729	947								
"NC"	2010	"Craven"	"18"	769	335	425	1398	490	879	3	414	950	1399					3	266	577	867	12	252	276	528					2	513	877	1390								
"NC"	2010	"Craven"	"19"	799	481	318	1253	600	639	3	558	667	1248					12	623	627	1250									2	625	618	1243								
"NC"	2010	"Craven"	"20"	669	180	487	1761	475	1254	3	374	1321	1754					3	548	1170	1753									2	481	1264	1745								
"NC"	2010	"Craven"	"21"	381	121	255	1255	303	929	3	236	980	1253					3	237	611	875	12	105	253	358					2	317	926	1243								
"NC"	2010	"Craven"	"22"	600	183	414	1337	320	985	1	317	945	1262	3	14	43	58	3	316	836	1173	12	49	112	161					2	342	978	1320								
"NC"	2010	"Craven"	"23"	736	264	468	1940	533	1378	3	441	1437	1933					3	464	1149	1641	12	140	152	292					2	566	1360	1926								
"NC"	2010	"Craven"	"N1"	410	275	134	922	438	459	1	467	440	907					3	227	240	478	12	306	132	438					2	467	442	909								
"NC"	2010	"Craven"	"N2"	578	498	78	867	634	224	1	636	228	864					12	595	168	763	3	52	48	102					2	638	227	865								
"NC"	2010	"Craven"	"N3"	304	169	132	794	310	471	3	249	527	794					3	255	387	651	12	87	51	138					2	324	461	785								
"NC"	2010	"Craven"	"N4"	618	391	224	1248	646	575	1	639	603	1242					12	600	487	1087	3	70	87	160					2	654	593	1247								
"NC"	2010	"Craven"	"N5"	369	290	78	704	422	258	1	427	274	701					12	354	71	425	3	94	170	280					2	436	266	702								
"NC"	2010	"Craven"	"N6"	777	344	427	1996	689	1267	3	568	1384	1991					3	377	612	1005	12	397	575	972					2	712	1245	1957								
"NC"	2010	"Cumberland"	"AH49"	640	503	135	1161	788	359									44	790	352	1142									19	791	355	1146								
"NC"	2010	"Cumberland"	"AL51"	752	316	429	1811	626	1154	7	821	990	1811					22	697	1109	1806									19	681	1102	1783								
"NC"	2010	"Cumberland"	"CC01"	363	338	23	653	553	85	7	567	75	642					43	572		572									19	559	82	641								
"NC"	2010	"Cumberland"	"CC03"	158	118	40	309	190	111	2	190	109	305					43	162		162	44	46	63	109					21	194	111	305								
"NC"	2010	"Cumberland"	"CC04"	147	75	72	514	235	260									44	263	248	511									21	258	242	500								
"NC"	2010	"Cumberland"	"CC05"	406	372	30	692	586	93	2	594	77	687					43	625		625									21	589	88	677								
"NC"	2010	"Cumberland"	"CC06"	176	76	98	501	205	282									44	227	272	499									21	188	296	484								
"NC"	2010	"Cumberland"	"CC07"	154	45	108	548	162	372									44	191	354	545									21	205	326	531								
"NC"	2010	"Cumberland"	"CC08"	197	85	108	841	256	577									44	302	533	835									19	413	422	835								
"NC"	2010	"Cumberland"	"CC10"	184	113	71	490	233	250									45	263	223	486									19	256	229	485								
"NC"	2010	"Cumberland"	"CC12"	207	51	156	1064	237	811									44	267	644	911	45	71	81	152					19	401	642	1043								
"NC"	2010	"Cumberland"	"CC13"	350	338	12	549	510	35	2	506	35	547					43	527		527									21	514	30	544								
"NC"	2010	"Cumberland"	"CC14"	345	140	202	1287	403	861									44	463	812	1275									21	484	671	1155	19	40	68	108				
"NC"	2010	"Cumberland"	"CC15"	399	169	227	1222	442	759	7	618	599	1217					45	305	317	622	44	236	360	596					19	536	665	1201								
"NC"	2010	"Cumberland"	"CC16"	581	569	11	1069	1024	38	2	1027	35	1071					43	1034		1034									21	1044	29	1073								
"NC"	2010	"Cumberland"	"CC17"	609	551	54	962	813	140	2	825	122	955					42	838		838									21	827	129	956								
"NC"	2010	"Cumberland"	"CC18"	253	105	145	892	253	623									45	297	369	666	44	60	160	220					19	352	533	885								
"NC"	2010	"Cumberland"	"CC19"	266	262	3	358	341	13	2	336	12	351					43	348		348									21	339	11	350								
"NC"	2010	"Cumberland"	"CC21"	549	388	158	1178	779	376	2	768	382	1168					43	861		861									21	789	368	1157								
"NC"	2010	"Cumberland"	"CC24"	179	96	78	442	184	246									44	190	245	435									21	204	229	433								
"NC"	2010	"Cumberland"	"CC25"	347	225	121	727	398	318									44	409	312	721									21	414	303	717								
"NC"	2010	"Cumberland"	"CC26"	677	555	119	1234	910	307	2	913	297	1228					44	472	263	735	43	449		449					21	917	299	1216								
"NC"	2010	"Cumberland"	"CC27"	573	439	133	960	663	280									44	484	233	717	42	202		202					21	675	277	952								
"NC"	2010	"Cumberland"	"CC29"	417	312	102	825	522	289									44	525	291	816									19	526	293	819								
"NC"	2010	"Cumberland"	"CC31"	366	224	140	743	377	343									44	380	345	725									19	382	353	735								
"NC"	2010	"Cumberland"	"CC32"	338	274	63	477	357	111	2	361	104	473					42	377		377									21	364	108	472								
"NC"	2010	"Cumberland"	"CC33"	481	297	182	1016	553	449	2	557	442	1015					43	653		653									21	575	437	1012								
"NC"	2010	"Cumberland"	"CC34"	324	124	199	1019	346	654									44	374	638	1012									19	426	590	1016								
"NC"	2010	"Cumberland"	"CL57"	1071	875	189	1895	1371	498	2	1383	484	1891					42	1498		1498									21	1409	478	1887								
"NC"	2010	"Cumberland"	"CU02"	398	223	167	805	396	379									44	405	396	801									19	396	391	787								
"NC"	2010	"Cumberland"	"EO61-1"	433	192	241	1287	455	813	7	616	667	1283					45	627	661	1288									19	548	727	1275								
"NC"	2010	"Cumberland"	"EO61-2"	446	214	229	818	312	495	7	394	420	814					45	367	448	815									19	332	469	801								
"NC"	2010	"Cumberland"	"G1"	1048	618	424	2376	1114	1226	7	1349	1012	2361					45	1131	1096	2227	22	67	57	124					19	1160	1173	2333								
"NC"	2010	"Cumberland"	"G10"	1557	675	875	3513	1305	2141	7	79	94	173					22	994	1858	2852	45	220	248	468	42	112		112	19	1415	2055	3470								
"NC"	2010	"Cumberland"	"G11"	1081	835	238	1788	1267	495	2	1239	421	1684	7	58	37	95	42	1354		1354	43	72		72					21	1273	491	1764								
"NC"	2010	"Cumberland"	"G2"	4171	2760	1396	8497	4882	3484	2	3115	1508	4701	7	2033	1722	3755	45	2594	2278	4872	43	2664		2664	42	37		37	21	5030	3360	8390								
"NC"	2010	"Cumberland"	"G3"	1333	887	439	2566	1424	1094	7	493	409	902					45	1508	1044	2552									19	1482	1051	2533								
"NC"	2010	"Cumberland"	"G4"	833	495	328	1816	890	892									44	519	678	1197	45	370	222	592					19	921	876	1797								
"NC"	2010	"Cumberland"	"G5"	2508	1947	552	4572	3120	1396									42	2456		2456	44	872	411	1283					21	2739	1012	3751	19	453	334	787				
"NC"	2010	"Cumberland"	"G6"	1295	538	747	2895	952	1898	7	1248	1634	2882					22	981	1613	2594	45	81	191	272					19	1036	1809	2845								
"NC"	2010	"Cumberland"	"G7"	541	191	350	1085	339	726	7	441	633	1074					45	383	703	1086									19	331	737	1068								
"NC"	2010	"Cumberland"	"G8"	1773	1034	723	3506	1788	1654									22	614	763	1377	45	565	507	1072	42	569		569	19	1822	1656	3478								
"NC"	2010	"Cumberland"	"G9"	1494	801	684	3095	1409	1620	7	1184	1023	2207					22	875	1023	1898	45	570	597	1167					19	1437	1607	3044								
"NC"	2010	"Cumberland"	"LI65"	597	218	374	1344	456	861	7	565	761	1326					45	506	827	1333									19	467	847	1314								
"NC"	2010	"Cumberland"	"LR63"	669	544	123	1143	870	263									42	928		928									21	887	247	1134								
"NC"	2010	"Cumberland"	"MB62"	371	310	60	609	456	147									42	503		503									21	469	141	610								
"NC"	2010	"Cumberland"	"MR02"	541	361	179	1005	604	384									44	598	389	987									21	617	379	996								
"NC"	2010	"Cumberland"	"SH77"	400	183	213	894	336	543	7	420	474	894					22	345	540	885									19	347	531	878								
"NC"	2010	"Currituck"	"CB"	22	10	11	81	33	45	3	23	55	82					1	48	35	83									1	45	38	83								
"NC"	2010	"Currituck"	"CH"	412	122	276	1594	394	1150	3	297	1277	1641					1	633	1016	1649									1	691	958	1649								
"NC"	2010	"Currituck"	"CI"	20	7	12	144	34	108	3	22	121	148					1	71	79	150									1	73	82	155								
"NC"	2010	"Currituck"	"CJ"	78	38	36	285	103	175	3	70	223	302					1	160	147	307									1	175	135	310								
"NC"	2010	"Currituck"	"GW"	46	14	31	99	29	67	3	25	74	102					1	34	65	99									1	34	67	101								
"NC"	2010	"Currituck"	"IR"	149	63	83	528	170	345	3	128	403	547					1	283	270	553									1	280	280	560								
"NC"	2010	"Currituck"	"KI"	129	21	103	375	79	285	3	64	308	386					1	147	243	390									1	139	251	390								
"NC"	2010	"Currituck"	"MY"	612	213	389	1920	442	1409	3	389	1486	1957					1	628	1347	1975									1	686	1288	1974								
"NC"	2010	"Currituck"	"PB"	364	174	179	1485	482	950	3	373	1112	1539					1	731	818	1549									1	749	810	1559								
"NC"	2010	"Currituck"	"PP"	220	102	111	701	248	436	3	192	508	722					1	351	382	733									1	355	382	737								
"NC"	2010	"Currituck"	"WH"	75	35	39	281	97	175	3	83	194	285					1	127	161	288									1	125	162	287								
"NC"	2010	"Dare"	"AVON"	99	33	65	299	98	192	3	80	209	297					2	121	175	296									1	130	169	299								
"NC"	2010	"Dare"	"BUX"	146	45	98	517	156	350	3	117	391	521					2	212	290	502									1	240	286	526								
"NC"	2010	"Dare"	"CHCA"	78	38	39	256	99	144	3	85	159	259					2	123	126	249									1	135	124	259								
"NC"	2010	"Dare"	"COL"	437	196	238	1242	450	765	3	388	812	1238					2	567	668	1235									1	651	600	1251								
"NC"	2010	"Dare"	"DUCK"	71	36	34	236	93	137	3	90	137	235					2	110	121	231									1	136	98	234								
"NC"	2010	"Dare"	"EL"	6	3	3	28	16	11	3	8	20	30					2	17	11	28									1	17	12	29								
"NC"	2010	"Dare"	"FRCO"	103	31	69	344	110	222	3	78	250	343					2	141	194	335									1	149	197	346								
"NC"	2010	"Dare"	"HAT"	58	18	40	257	63	184	3	44	210	265					2	104	155	259									1	141	135	276								
"NC"	2010	"Dare"	"KDH"	607	242	361	1774	633	1082	3	559	1144	1765					2	781	981	1762									1	917	860	1777								
"NC"	2010	"Dare"	"KTHK"	407	149	254	1204	372	809	3	329	853	1206					2	474	717	1191									1	582	632	1214								
"NC"	2010	"Dare"	"MATO"	622	382	231	2099	928	1121	3	735	1311	2095					2	1224	857	2081									1	1523	618	2141								
"NC"	2010	"Dare"	"MH"	53	16	37	226	70	151	3	44	188	234					2	118	103	221									1	150	91	241								
"NC"	2010	"Dare"	"NGHD"	341	173	161	1082	426	617	3	354	690	1083					2	544	534	1078									1	675	420	1095								
"NC"	2010	"Dare"	"SOSH"	520	174	340	1724	530	1155	3	459	1199	1716					2	633	1078	1711									1	849	886	1735								
"NC"	2010	"Dare"	"STPT"	17	9	8	86	31	54	3	19	67	87					2	40	43	83									1	51	38	89								
"NC"	2010	"Dare"	"WAN"	121	48	71	510	125	376	3	82	425	518					2	230	264	494									1	335	192	527								
"NC"	2010	"Davidson"	"2"	1160	219	938	2204	447	1713	12	437	1664	2192					73		1791	1791									33		1795	1795								
"NC"	2010	"Davidson"	"4"	1019	165	848	2152	426	1673	12	421	1655	2143					80		1750	1750									33		1789	1789								
"NC"	2010	"Davidson"	"6"	389	86	295	970	251	682	12	250	678	967					81	245	713	958									33		800	800								
"NC"	2010	"Davidson"	"8"	176	45	128	501	179	317	12	180	302	502					81	165	340	505									33		402	402								
"NC"	2010	"Davidson"	"10"	387	121	264	943	302	615	6	242	698	940					81	289	651	940									33		723	723								
"NC"	2010	"Davidson"	"12"	143	28	114	386	82	293	6	53	333	386					80		301	301									33		346	346								
"NC"	2010	"Davidson"	"14"	270	30	240	693	109	567	6	87	604	691					80		573	573									33		611	611								
"NC"	2010	"Davidson"	"16"	636	53	581	1263	157	1086	12	161	1060	1260					73		1078	1078									33		1091	1091								
"NC"	2010	"Davidson"	"18"	286	39	244	727	149	556	6	106	617	723					80		576	576									33		612	612								
