state	year	parish	ward	precinct	cd	cd2	g2000_USP_dv	g2000_USP_rv	g2000_USP_tv	g2000_USH_dv	g2000_USH_rv	g2000_USH_tv	g2000_USH_dv2	g2000_USH_rv2	g2000_USH_tv2
"LA"	2000	"Orleans"	"9-"	"30A"	2		452	58	515						
"LA"	2000	"Ascension"	"0"	"23"	6		368	178	559	161	276	449			
"LA"	2000	"Catahoula"	"6-"	"2"	5		24	57	84	12	50	62			
"LA"	2000	"Webster"	"1-"	"17"	4		20	117	139	14	88	107			
"LA"	2000	"Lasalle"	"1-"	"1"	5		23	90	118	17	65	84			
"LA"	2000	"Beauregard"	"0"	"25"	4		304	540	884	110	378	512			
"LA"	2000	"Ascension"	"0"	"14"	3		204	229	446		295	382			
"LA"	2000	"Iberia"	"4-"	"5"	3		106	120	234		134	189			
"LA"	2000	"Calcasieu"	"0"	"155B"	7		293	702	1016	604		741			
"LA"	2000	"East Baton Rouge"	"1-"	"71A"	6		171	466	659	92	527	629			
"LA"	2000	"Jefferson Davis"	"0"	"3B"	7		31	71	110	64		76			
"LA"	2000	"Jefferson"	"H"	"7"	1		105	372	487	41	367	411			
"LA"	2000	"East Baton Rouge"	"1-"	"71B"	6		143	396	548	77	435	521			
"LA"	2000	"Orleans"	"17-"	"18B"	1		79	179	263	28	176	216			
"LA"	2000	"Jefferson"	"0"	"76"	1		285	659	967	154	666	835			
"LA"	2000	"Rapides"	"0"	"54"	5		217	5	236	105	44	156			
"LA"	2000	"Lafourche"	"2-"	"4"	3		111	186	306		170	220			
"LA"	2000	"Lincoln"	"3-"	"3"	5		189	118	317	75	93	179			
"LA"	2000	"East Baton Rouge"	"2-"	"16A"	6		462	19	485	288	124	424			
"LA"	2000	"St. Charles"	"1-"	"5"	3		317	4	335		88	193			
"LA"	2000	"Pointe Coupee"	"0"	"17B"	6		7	30	37	6	23	31			
"LA"	2000	"Lincoln"	"1-"	"B3"	5		28	192	227	16	135	159			
"LA"	2000	"Caddo"	"0"	"85A"	4		494	396	903	283	484	788			
"LA"	2000	"Madison"	"5-"	"B3"	5		189	3	200	76	37	115			
"LA"	2000	"Orleans"	"8-"	"19"	2		312	76	397						
"LA"	2000	"Winn"	"3-"	"3"	5		64	134	206	51	100	154			
"LA"	2000	"Rapides"	"0"	"23"	5		177	129	319	80	110	201			
"LA"	2000	"Pointe Coupee"	"0"	"25"	6		62	149	217	20	144	167			
"LA"	2000	"St. Bernard"	"0"	"55"	3		483	458	967		653	814			
"LA"	2000	"Jefferson Davis"	"0"	"12C"	7		44	1	49	22		28			
"LA"	2000	"Calcasieu"	"0"	"34"	7		70	104	182	99		119			
"LA"	2000	"Jefferson"	"0"	"51"	1		298	714	1046	127	775	918			
"LA"	2000	"Lafayette"	"0"	"34B"	7		134	327	472	212		298			
"LA"	2000	"East Baton Rouge"	"1-"	"38B"	6		254	47	314	170	105	284			
"LA"	2000	"Jefferson"	"0"	"72"	1		191	370	581	81	389	482			
"LA"	2000	"Orleans"	"4-"	"19"	1		95	280	391	48	284	342			
"LA"	2000	"Iberia"	"14-"	"4"	3		129	332	482		251	309			
"LA"	2000	"Jefferson"	"0"	"124"	1		257	889	1181	125	892	1036			
"LA"	2000	"Orleans"	"15-"	"17A"	2		167	300	484						
"LA"	2000	"Allen"	"5-"	"5"	4		58	119	186	33	75	120			
"LA"	2000	"Vermilion"	"0"	"16"	7		46	135	192	113		125			
"LA"	2000	"Sabine"	"9-"	"3"	4		68	193	271	24	173	213			
"LA"	2000	"Pointe Coupee"	"0"	"6B"	6		145	40	193	35	63	100			
"LA"	2000	"Lafourche"	"10-"	"13"	3		202	257	482		311	424			
"LA"	2000	"East Baton Rouge"	"3-"	"26B"	6		79	440	528	52	451	506			
"LA"	2000	"East Baton Rouge"	"1-"	"83A"	6		142	276	429	86	310	405			
"LA"	2000	"St. John The Baptist"	"0"	"9E"	3		395	61	477		99	292			
"LA"	2000	"St. Landry"	"6-"	"8"	7		247	326	582	320		383			
"LA"	2000	"Iberia"	"5-"	"7"	3		97	240	348		178	230			
"LA"	2000	"St. John The Baptist"	"0"	"6B"	3		334	270	627		232	343			
"LA"	2000	"Rapides"	"0"	"20"	5		89	108	203	41	64	112			
"LA"	2000	"Caddo"	"0"	"88"	4		413	751	1172	216	803	1041			
"LA"	2000	"Vermilion"	"0"	"1"	7		242	524	804	498		571			
"LA"	2000	"Orleans"	"2-"	"6"	2		551	6	561						
"LA"	2000	"Winn"	"6-"	"2"	5		34	80	119	18	65	85			
"LA"	2000	"Tangipahoa"	"Early Voting"	"0"	1		563	1020	1629	370	1206	1616			
"LA"	2000	"Caddo"	"0"	"145"	4		23	20	44	4	24	30			
"LA"	2000	"Lasalle"	"7-"	"1"	5		44	309	363	17	257	280			
"LA"	2000	"St. Landry"	"4-"	"14"	7		18	32	50	31		41			
"LA"	2000	"Franklin"	"6-"	"5"	5		37	261	307	54	202	260			
"LA"	2000	"Calcasieu"	"0"	"61"	7		113	164	281	222		258			
"LA"	2000	"Madison"	"2-"	"H8"	5		31	183	221	21	131	154			
"LA"	2000	"St. Landry"	"4-"	"9"	7		52	74	127	70		77			
"LA"	2000	"Lafourche"	"3-"	"2"	3		191	192	393		211	273			
"LA"	2000	"Orleans"	"16-"	"2"	1		198	199	420	104	210	331			
"LA"	2000	"St. Charles"	"7-"	"3"	3		154	402	570		344	399			
"LA"	2000	"Lincoln"	"5-"	"4"	5		48	221	273	39	148	192			
"LA"	2000	"Grant"	"5-"	"3"	5		7	14	21	2	9	11			
"LA"	2000	"Jefferson"	"0"	"19"	1		115	308	431	44	315	364			
"LA"	2000	"Lafourche"	"2-"	"12"	3		191	606	808		507	572			
"LA"	2000	"Madison"	"2-"	"B2"	5		15	97	113	13	69	83			
"LA"	2000	"East Baton Rouge"	"2-"	"15"	6		211	264	494	131	326	469			
"LA"	2000	"Lafayette"	"0"	"86"	7		163	721	901	417		594			
"LA"	2000	"St. Tammany"	"0"	"303"	1		167	535	719	67	591	666			
"LA"	2000	"Orleans"	"12-"	"6"	2		198	97	310						
"LA"	2000	"East Baton Rouge"	"1-"	"17"	6		233	37	272	137	81	221			
"LA"	2000	"Rapides"	"0"	"37"	5		179	609	804	111	366	492			
"LA"	2000	"Orleans"	"14-"	"2"	1		128	170	321	70	201	278			
"LA"	2000	"Orleans"	"8-"	"25"	2		229	69	302						
"LA"	2000	"Richland"	"2-"	"2B"	5		1	25	27	4	20	25			
"LA"	2000	"Natchitoches"	"1-"	"8"	4		351	22	402	78	73	176			
"LA"	2000	"Bienville"	"1-"	"2"	4		94	163	267	35	128	173			
"LA"	2000	"Lafourche"	"3-"	"3"	3		329	499	862		410	526			
"LA"	2000	"St. Landry"	"2-"	"2A"	7		12	26	40	27		31			
"LA"	2000	"Lafayette"	"0"	"99"	7		403	230	667	317		397			
"LA"	2000	"Acadia"	"1-"	"6"	7		362	14	381	275		287			
"LA"	2000	"East Baton Rouge"	"1-"	"39B"	6		120	217	346	62	256	325			
"LA"	2000	"Winn"	"1-"	"3"	5		46	89	141	22	72	97			
"LA"	2000	"Terrebonne"	"0"	"34R"	3		275	19	304		77	136			
"LA"	2000	"Calcasieu"	"0"	"72"	7		75	86	168	112		130			
"LA"	2000	"Jefferson"	"K"	"2"	1		224	721	961	132	681	825			
"LA"	2000	"Calcasieu"	"0"	"33WB"	7		439	838	1300	818		980			
"LA"	2000	"Madison"	"3-"	"C4"	5		8	1	9	2	3	5			
"LA"	2000	"St. Martin"	"3-"	"5"	3		31	29	61		29	44			
"LA"	2000	"Lasalle"	"1-"	"3"	5		45	166	216	21	150	173			
"LA"	2000	"East Baton Rouge"	"2-"	"10A"	6		189	217	412	122	264	390			
"LA"	2000	"Orleans"	"7-"	"26A"	2		470	13	486						
"LA"	2000	"Orleans"	"7-"	"26"	2		229	21	253						
"LA"	2000	"East Baton Rouge"	"1-"	"99B"	6		153	551	721	102	584	701			
"LA"	2000	"Jefferson"	"0"	"115"	2		403	24	431						
"LA"	2000	"St. Mary"	"0"	"9A"	3		130	24	155		47	89			
"LA"	2000	"East Baton Rouge"	"1-"	"6"	6		368	21	391	217	93	318			
"LA"	2000	"East Baton Rouge"	"1-"	"56B"	6		152	516	690	86	553	661			
"LA"	2000	"Rapides"	"0"	"55"	5		188	2	195	67	19	89			
"LA"	2000	"Rapides"	"0"	"16"	5		197	337	541	74	251	340			
"LA"	2000	"Orleans"	"7-"	"20"	2		487	16	505						
"LA"	2000	"Orleans"	"8-"	"2"	2		252	34	297						
"LA"	2000	"Terrebonne"	"0"	"5"	3		150	167	327		166	213			
"LA"	2000	"Vermilion"	"0"	"49B"	7		329	715	1093	715		849			
"LA"	2000	"Ouachita"	"3-"	"8"	5		252	43	304	135	101	241			
"LA"	2000	"Natchitoches"	"1-"	"13"	4		487	20	533	120	80	232			
"LA"	2000	"St. Landry"	"3-"	"4"	7		163	187	356	195		222			
"LA"	2000	"Orleans"	"7-"	"13"	2		400	9	415						
"LA"	2000	"St. Tammany"	"0"	"302"	1		220	812	1049	104	853	976			
"LA"	2000	"Lafayette"	"0"	"72"	7		93	150	260	128		171			
"LA"	2000	"Tangipahoa"	"0"	"116"	1		175	229	410	62	255	324			
"LA"	2000	"St. John The Baptist"	"0"	"9B"	3		0	0	0		0	0			
"LA"	2000	"Calcasieu"	"Early Voting"	"0"	7		779	1911	2760	2134		2720			
"LA"	2000	"Grant"	"4-"	"1"	5		3	37	43	6	25	32			
"LA"	2000	"Sabine"	"7-"	"2"	4		86	155	245	38	137	188			
"LA"	2000	"Ouachita"	"10-"	"7"	5		116	8	131	50	35	91			
"LA"	2000	"Rapides"	"0"	"68"	5		157	498	672	75	422	507			
"LA"	2000	"Tangipahoa"	"0"	"27"	1		218	111	341	103	128	235			
"LA"	2000	"Terrebonne"	"0"	"35"	3		119	150	278		175	211			
"LA"	2000	"Jefferson"	"0"	"171"	1		71	17	91	36	15	54			
"LA"	2000	"Terrebonne"	"0"	"60"	3		328	297	638		366	462			
"LA"	2000	"Orleans"	"11-"	"14"	2		498	1	502						
"LA"	2000	"Union"	"8-"	"2"	5		35	176	214	24	127	158			
"LA"	2000	"Orleans"	"7-"	"31"	2		281	86	369						
"LA"	2000	"St. Charles"	"2-"	"1"	3		119	174	304		152	196			
"LA"	2000	"Evangeline"	"1-"	"9-1C"	7		54	24	84	25		34			
"LA"	2000	"East Baton Rouge"	"1-"	"50"	6		559	77	643	380	185	575			
"LA"	2000	"Jefferson Davis"	"0"	"8"	7		104	167	283	142		171			
"LA"	2000	"Orleans"	"15-"	"19C"	2		772	57	834						
"LA"	2000	"St. John The Baptist"	"0"	"3"	3		909	57	998		158	407			
"LA"	2000	"Cameron"	"4-"	"4"	7		23	65	88	47		53			
"LA"	2000	"Richland"	"2-"	"1A"	5		118	14	138	56	27	87			
"LA"	2000	"Pointe Coupee"	"0"	"15C"	6		58	12	74	15	31	46			
"LA"	2000	"Claiborne"	"0"	"36"	4		145	89	241	56	103	168			
"LA"	2000	"East Carroll"	"3-"	"3-2A"	5		77	7	87	34	15	51			
"LA"	2000	"Caddo"	"0"	"82B"	4		223	337	563	126	319	458			
"LA"	2000	"St. Tammany"	"0"	"704"	1		83	228	320	36	227	270			
"LA"	2000	"St. Tammany"	"0"	"803"	1		103	293	409	57	287	348			
"LA"	2000	"East Baton Rouge"	"1-"	"42A"	6		187	422	632	117	461	610			
"LA"	2000	"Caddo"	"0"	"72"	4		279	730	1033	112	720	860			
"LA"	2000	"Bossier"	"2-"	"8"	4		196	21	230	75	75	161			
"LA"	2000	"Richland"	"2-"	"8"	5		330	74	420	134	97	252			
"LA"	2000	"Jefferson"	"K"	"25"	1		357	446	816	164	465	641			
"LA"	2000	"St. Tammany"	"0"	"806"	1		280	639	941	168	661	841			
"LA"	2000	"Bienville"	"4-"	"3"	4		33	84	121	10	83	99			
"LA"	2000	"Orleans"	"9-"	"43F"	2		375	79	461						
"LA"	2000	"Assumption"	"3-"	"2"	3		163	326	506		364	450			
"LA"	2000	"Bienville"	"4-"	"2"	4		21	68	91	8	54	73			
"LA"	2000	"Jefferson"	"0"	"174B"	1		104	124	237	59	111	174			
"LA"	2000	"Jefferson"	"0"	"15"	1		80	322	407	39	310	354			
"LA"	2000	"Lasalle"	"1-"	"2"	5		22	47	71	10	46	57			
"LA"	2000	"Jackson"	"4-"	"5"	5		185	32	224	125	38	167			
"LA"	2000	"Jefferson Davis"	"0"	"25"	7		7	26	35	20		24			
"LA"	2000	"West Baton Rouge"	"7-"	"2"	6		214	160	381	125	167	297			
"LA"	2000	"De Soto"	"0"	"11"	4		69	110	190	20	119	152			
"LA"	2000	"Rapides"	"0"	"3"	5		172	475	668	92	360	460			
"LA"	2000	"Evangeline"	"4-"	"4"	5		43	40	85	19	18	38			
"LA"	2000	"Terrebonne"	"0"	"4J"	3		142	348	501		313	374			
"LA"	2000	"Concordia"	"2-"	"2"	5		65	95	165	46	78	126			
"LA"	2000	"Lafayette"	"0"	"87"	7		162	1096	1298	506		753			
"LA"	2000	"Assumption"	"2-"	"3"	3		241	225	496		307	411			
"LA"	2000	"St. Tammany"	"Early Voting"	"0"	1		1061	4582	5741	612	4787	5493			
"LA"	2000	"St. Tammany"	"M"	"4"	1		200	434	659	86	457	572			
"LA"	2000	"Jefferson"	"0"	"99"	1		105	224	342	31	272	309			
"LA"	2000	"Lafayette"	"0"	"76"	7		95	600	717	309		458			
"LA"	2000	"St. Helena"	"6-"	"1"	6		226	414	666	100	349	465			
"LA"	2000	"Franklin"	"6-"	"3"	5		18	93	114	35	59	94			
"LA"	2000	"Avoyelles"	"6-"	"2"	5		54	77	134	35	59	97			
"LA"	2000	"Sabine"	"1-"	"1"	4		27	178	208	14	119	141			
"LA"	2000	"Orleans"	"13-"	"3"	2		231	53	298						
"LA"	2000	"Orleans"	"13-"	"8"	2		195	185	397						
"LA"	2000	"Avoyelles"	"Early Voting"	"0"	5		150	309	468	100	353	470			
"LA"	2000	"Lafayette"	"0"	"85A"	7		130	498	651	307		402			
"LA"	2000	"Caddo"	"0"	"142"	4		80	215	300	31	211	247			
"LA"	2000	"Orleans"	"15-"	"18E"	2		212	474	702						
"LA"	2000	"Jefferson"	"0"	"200"	2		667	12	688						
"LA"	2000	"Orleans"	"3-"	"15"	2		210	38	254						
"LA"	2000	"Calcasieu"	"0"	"71"	7		139	228	375	235		264			
"LA"	2000	"East Feliciana"	"3-"	"2B"	6		273	120	402	174	124	300			
"LA"	2000	"Avoyelles"	"5-"	"2"	5		101	140	250	54	130	187			
"LA"	2000	"Evangeline"	"1-"	"35338"	7		84	164	259	140		167			
"LA"	2000	"Orleans"	"8-"	"23"	2		275	105	394						
"LA"	2000	"Caddo"	"0"	"4"	4		406	239	650	254	276	549			
"LA"	2000	"Madison"	"4-"	"B6"	5		212	22	244	97	41	142			
"LA"	2000	"St. Landry"	"5-"	"6"	7		44	92	141	71		82			
"LA"	2000	"Lafayette"	"0"	"4"	7		517	740	1300	719		866			
"LA"	2000	"Avoyelles"	"2-"	"4"	5		184	246	440	94	208	310			
"LA"	2000	"Orleans"	"8-"	"29"	2		302	56	366						
"LA"	2000	"Morehouse"	"0"	"12"	5		145	146	299	96	138	241			
"LA"	2000	"East Baton Rouge"	"1-"	"49A"	6		143	593	748	67	633	721			
"LA"	2000	"Caddo"	"0"	"143"	4		62	217	281	25	200	233			
"LA"	2000	"Lafayette"	"0"	"83"	7		224	930	1194	603		816			
"LA"	2000	"Lincoln"	"1-"	"D2"	5		111	29	146	65	33	101			
"LA"	2000	"Calcasieu"	"0"	"111"	7		303	350	686	396		481			
"LA"	2000	"Evangeline"	"4-"	"1-0R"	7		33	102	138	68		82			
"LA"	2000	"St. Landry"	"5-"	"7"	7		53	82	139	86		88			
"LA"	2000	"Calcasieu"	"0"	"200B"	7		276	387	682	392		463			
"LA"	2000	"Caldwell"	"2-"	"1"	5		11	93	109	13	75	89			
"LA"	2000	"Vermilion"	"0"	"31B"	7		31	34	67	41		46			
"LA"	2000	"Jefferson"	"0"	"231"	1		391	621	1036	233	610	861			
"LA"	2000	"Vernon"	"1-"	"6A"	4		226	169	414	80	195	290			
"LA"	2000	"East Baton Rouge"	"1-"	"96B"	6		189	398	597	130	417	565			
"LA"	2000	"St. Tammany"	"MD"	"1"	1		99	241	351	47	240	290			
"LA"	2000	"Acadia"	"6-"	"5"	7		171	39	216	143		157			
"LA"	2000	"Winn"	"5-"	"4"	5		30	171	207	19	137	158			
"LA"	2000	"Lincoln"	"2-"	"A1"	5		665	16	696	313	75	409			
"LA"	2000	"Jefferson Davis"	"0"	"20"	7		110	130	246	141		163			
"LA"	2000	"Morehouse"	"0"	"6"	5		221	91	324	126	103	238			
"LA"	2000	"Lasalle"	"6-"	"1"	5		48	229	283	27	183	215			
"LA"	2000	"Jefferson"	"K"	"31"	2		266	24	293						
"LA"	2000	"Union"	"3-"	"4"	5		39	24	67	25	28	56			
"LA"	2000	"Webster"	"2-"	"17"	4		155	375	551	63	356	434			
"LA"	2000	"Caldwell"	"1-"	"2"	5		59	160	226	39	144	184			
"LA"	2000	"Orleans"	"16-"	"7"	2		216	99	343						
"LA"	2000	"Orleans"	"3-"	"8"	2		266	8	277						
"LA"	2000	"Bossier"	"2-"	"21A"	4		104	437	546	39	347	402			
"LA"	2000	"Jefferson"	"0"	"136"	1		218	271	505	98	283	391			
"LA"	2000	"St. Bernard"	"0"	"10"	3		241	339	596		427	497			
"LA"	2000	"Webster"	"1-"	"28"	4		250	14	270	115	66	196			
"LA"	2000	"Orleans"	"4-"	"16A"	1		71	206	287	32	211	249			
"LA"	2000	"Washington"	"8-"	"1"	1		404	174	617	123	157	316			
"LA"	2000	"Tangipahoa"	"0"	"26"	1		145	47	200	57	63	126			
"LA"	2000	"Lincoln"	"1-"	"C2"	5		68	400	471	38	338	383			
"LA"	2000	"Calcasieu"	"0"	"50"	7		263	149	419	218		256			
"LA"	2000	"East Baton Rouge"	"2-"	"8B"	6		123	588	721	76	613	698			
"LA"	2000	"Orleans"	"9-"	"5A"	2		430	14	446						
"LA"	2000	"St. James"	"0"	"3"	3		468	499	1011		536	687			
"LA"	2000	"Jefferson"	"K"	"5"	1		107	759	874	42	751	800			
"LA"	2000	"Jefferson"	"K"	"6"	1		465	758	1241	233	744	1002			
"LA"	2000	"Iberia"	"10-"	"3"	3		165	503	687		385	459			
"LA"	2000	"Lafayette"	"0"	"44"	7		151	418	606	260		346			
"LA"	2000	"St. Tammany"	"0"	"604"	1		330	583	934	176	629	821			
"LA"	2000	"East Baton Rouge"	"1-"	"70A"	6		382	172	556	260	249	520			
"LA"	2000	"Vernon"	"4-"	"3"	4		207	292	510	97	246	362			
"LA"	2000	"Orleans"	"15-"	"18C"	2		166	390	574						
"LA"	2000	"West Feliciana"	"3-"	"2"	6		184	67	269	81	90	174			
"LA"	2000	"Orleans"	"15-"	"15A"	2		232	230	470						
"LA"	2000	"Orleans"	"15-"	"17"	2		144	403	562						
"LA"	2000	"St. Charles"	"6-"	"1"	3		213	170	395		158	241			
"LA"	2000	"Bossier"	"2-"	"6"	4		204	132	352	81	172	267			
"LA"	2000	"Natchitoches"	"4-"	"8"	4		39	71	116	7	74	90			
"LA"	2000	"St. Tammany"	"0"	"805"	1		302	1191	1515	135	1228	1380			
"LA"	2000	"Jefferson"	"0"	"25"	1		280	839	1137	100	882	1005			
"LA"	2000	"St. Charles"	"6-"	"7"	3		127	223	366		167	209			
"LA"	2000	"Beauregard"	"0"	"19A"	4		73	151	231	28	66	105			
"LA"	2000	"Orleans"	"9-"	"43G"	2		463	52	517						
"LA"	2000	"Orleans"	"9-"	"7"	2		493	21	523						
"LA"	2000	"Orleans"	"9-"	"45A"	2		84	142	232						
"LA"	2000	"Acadia"	"1-"	"8"	7		110	199	315	189		227			
"LA"	2000	"Iberville"	"0"	"10A"	6		1	9	10	0	6	6			
"LA"	2000	"St. Landry"	"1-"	"2"	7		546	132	680	405		448			
"LA"	2000	"Winn"	"6-"	"6"	5		10	34	45	4	29	34			
"LA"	2000	"Vermilion"	"0"	"43"	7		52	92	150	82		93			
"LA"	2000	"Caddo"	"0"	"73B"	4		471	5	477	281	68	362			
"LA"	2000	"De Soto"	"0"	"24"	4		11	23	34	3	22	25			
"LA"	2000	"Terrebonne"	"0"	"40"	3		198	214	418		212	278			
"LA"	2000	"St. Charles"	"6-"	"6"	3		278	79	369		111	184			
"LA"	2000	"St. Tammany"	"C"	"3"	1		163	371	563	57	410	477			
"LA"	2000	"Orleans"	"11-"	"3"	2		217	26	250						
"LA"	2000	"Franklin"	"4-"	"1"	5		104	226	340	111	159	278			
"LA"	2000	"Vernon"	"1-"	"5"	4		182	492	688	47	481	541			
"LA"	2000	"East Baton Rouge"	"1-"	"103B"	6		140	514	673	94	540	645			
"LA"	2000	"Iberia"	"3-"	"5"	3		57	162	226		136	153			
"LA"	2000	"East Carroll"	"8-"	"1"	5		221	2	232	101	44	159			
"LA"	2000	"West Baton Rouge"	"6-"	"3"	6		39	43	84	19	45	67			
"LA"	2000	"Allen"	"5-"	"7"	7		313	7	338	207		236			
"LA"	2000	"Caldwell"	"3-"	"1"	5		77	198	284	47	169	220			
"LA"	2000	"Ascension"	"0"	"6"	6		423	658	1115	267	664	958			
"LA"	2000	"Acadia"	"4-"	"4"	7		150	358	528	370		437			
"LA"	2000	"Bossier"	"2-"	"19"	4		274	253	540	110	281	408			
"LA"	2000	"Lafayette"	"0"	"28"	7		298	586	907	521		631			
"LA"	2000	"Orleans"	"9-"	"42D"	2		277	129	409						
"LA"	2000	"Lafayette"	"0"	"96"	7		272	918	1221	519		733			
"LA"	2000	"Calcasieu"	"0"	"21"	7		71	154	229	134		158			
"LA"	2000	"Lincoln"	"3-"	"4"	5		132	220	366	50	155	215			
"LA"	2000	"Acadia"	"3-"	"7"	7		174	338	521	354		398			
"LA"	2000	"Franklin"	"1-"	"6"	5		69	199	277	92	131	228			
"LA"	2000	"Morehouse"	"0"	"29"	5		95	398	512	66	349	423			
"LA"	2000	"Caddo"	"0"	"34"	4		761	103	871	358	223	606			
"LA"	2000	"Beauregard"	"0"	"27"	4		164	490	670	59	364	438			
"LA"	2000	"Webster"	"1-"	"24"	4		317	619	987	111	529	682			
"LA"	2000	"St. Mary"	"0"	"23"	3		202	552	768		502	568			
"LA"	2000	"Jefferson"	"G"	"3"	1		252	324	593	131	304	450			
"LA"	2000	"Lincoln"	"2-"	"B2"	5		43	34	77	20	35	56			
"LA"	2000	"Tangipahoa"	"0"	"47"	1		362	96	466	125	137	274			
"LA"	2000	"De Soto"	"0"	"37"	4		157	214	382	48	251	314			
"LA"	2000	"Orleans"	"3-"	"16"	2		217	40	260						
"LA"	2000	"Calcasieu"	"0"	"121"	7		152	159	322	219		241			
"LA"	2000	"Caddo"	"0"	"78"	4		213	76	291	115	121	238			
"LA"	2000	"Jefferson"	"G"	"4"	2		236	46	286						
"LA"	2000	"Jefferson Davis"	"0"	"10B"	7		29	74	105	63		70			
"LA"	2000	"Lafayette"	"0"	"59"	7		220	192	427	207		253			
"LA"	2000	"Webster"	"1-"	"28A"	4		20	0	21	6	6	13			
"LA"	2000	"St. Tammany"	"S"	"5"	1		179	656	851	82	684	773			
"LA"	2000	"Jefferson"	"0"	"123"	1		232	965	1231	109	971	1089			
"LA"	2000	"Ouachita"	"5-"	"12"	5		213	1086	1333	134	1069	1219			
"LA"	2000	"West Carroll"	"0"	"14"	5		32	174	214	39	109	153			
"LA"	2000	"Acadia"	"5-"	"6"	7		29	49	79	59		66			
"LA"	2000	"Caddo"	"0"	"67"	4		536	4	542	300	88	405			
"LA"	2000	"Iberville"	"0"	"17"	6		112	269	389	62	258	322			
"LA"	2000	"Jefferson"	"0"	"81"	1		128	227	365	49	258	313			
"LA"	2000	"St. Mary"	"0"	"22"	3		290	173	480		172	280			
"LA"	2000	"Jefferson"	"W"	"1"	2		226	130	365						
"LA"	2000	"Orleans"	"4-"	"6"	2		79	38	122						
"LA"	2000	"Winn"	"6-"	"3"	5		41	195	238	33	138	174			
"LA"	2000	"East Baton Rouge"	"1-"	"35"	6		204	441	674	145	483	645			
"LA"	2000	"Bossier"	"2-"	"18C"	4		69	212	285	22	191	221			
"LA"	2000	"Orleans"	"7-"	"12"	2		343	66	421						
"LA"	2000	"Calcasieu"	"0"	"44N"	7		109	180	298	201		232			
"LA"	2000	"Ouachita"	"10-"	"24"	5		73	172	250	44	195	239			
"LA"	2000	"St. James"	"0"	"9"	3		194	426	642		427	489			
"LA"	2000	"Pointe Coupee"	"0"	"4"	6		151	28	190	40	35	80			
"LA"	2000	"Orleans"	"12-"	"5"	2		185	119	339						
"LA"	2000	"St. Mary"	"0"	"33"	3		231	250	495		290	371			
"LA"	2000	"St. Martin"	"7-"	"2"	3		197	136	403		122	175			
"LA"	2000	"Livingston"	"0"	"33"	6		112	127	243	58	108	174			
"LA"	2000	"Tangipahoa"	"0"	"131"	1		115	333	451	46	333	382			
"LA"	2000	"Ouachita"	"2-"	"4"	5		442	703	1173	271	736	1025			
"LA"	2000	"East Baton Rouge"	"2-"	"14B"	6		320	181	511	235	220	460			
"LA"	2000	"Rapides"	"0"	"88"	5		46	179	239	40	129	172			
"LA"	2000	"Orleans"	"7-"	"20A"	2		307	10	321						
"LA"	2000	"Orleans"	"15-"	"6"	2		402	27	436						
"LA"	2000	"Orleans"	"8-"	"26"	2		205	80	294						
"LA"	2000	"Jefferson"	"W"	"9"	2		3	6	9						
"LA"	2000	"St. Charles"	"2-"	"3"	3		172	465	662		285	354			
"LA"	2000	"Ascension"	"0"	"1"	6		355	995	1386	227	889	1153			
"LA"	2000	"East Baton Rouge"	"1-"	"41B"	6		143	314	471	110	330	454			
"LA"	2000	"Avoyelles"	"3-"	"3"	5		71	38	114	35	51	87			
"LA"	2000	"East Baton Rouge"	"1-"	"102A"	6		119	175	311	92	188	287			
"LA"	2000	"Rapides"	"0"	"92"	5		284	289	599	131	253	402			
"LA"	2000	"Bienville"	"3-"	"2"	4		262	33	308	73	86	174			
"LA"	2000	"Jefferson Davis"	"0"	"2"	7		149	182	344	202		236			
"LA"	2000	"East Baton Rouge"	"1-"	"72C"	6		135	332	477	78	368	454			
"LA"	2000	"Jackson"	"2-"	"2"	5		86	148	241	45	131	180			
"LA"	2000	"Calcasieu"	"0"	"126E"	7		278	471	767	451		557			
"LA"	2000	"Pointe Coupee"	"0"	"27"	6		137	202	352	80	188	272			
"LA"	2000	"Tangipahoa"	"0"	"115A"	1		19	33	55	16	31	48			
"LA"	2000	"Red River"	"6-"	"1"	4		229	7	252	84	73	172			
"LA"	2000	"Rapides"	"0"	"27"	5		71	393	471	59	233	302			
"LA"	2000	"Orleans"	"5-"	"10"	2		251	9	262						
"LA"	2000	"Tensas"	"3-"	"2"	5		16	105	125	16	78	96			
"LA"	2000	"Winn"	"Early Voting"	"0"	5		94	179	276	78	189	273			
"LA"	2000	"Jefferson"	"L"	"2"	3		165	178	352		239	279			
"LA"	2000	"Richland"	"2-"	"5B"	5		27	100	132	14	85	102			
"LA"	2000	"Catahoula"	"6-"	"3"	5		15	55	71	11	38	49			
"LA"	2000	"Washington"	"3-"	"2"	1		538	112	677	120	136	293			
"LA"	2000	"Pointe Coupee"	"0"	"8"	6		138	184	337	63	164	236			
"LA"	2000	"Ouachita"	"5-"	"7"	5		150	763	932	101	717	844			
"LA"	2000	"Jefferson Davis"	"0"	"12A"	7		57	54	112	62		76			
"LA"	2000	"Rapides"	"0"	"71"	5		166	737	922	70	547	627			
"LA"	2000	"Evangeline"	"5-"	"2"	5		101	158	269	55	79	142			
"LA"	2000	"Terrebonne"	"0"	"46"	3		387	157	562		202	314			
"LA"	2000	"Iberia"	"12-"	"6"	3		132	186	325		156	198			
