state	year	precinct_code	precinct	g2010_REG_tv	g2010_GOV_tv	g2010_GOV_dv	g2010_GOV_rv	g2010_USH_tv	g2010_USH_dv	g2010_USH_rv	g2010_STS_tv	g2010_STS_dv	g2010_STS_rv	g2010_STH_tv	g2010_STH_dv	g2010_STH_rv
"AK"	2010	"21-420"	"21-420 Reflection Lake"	2780	1076	464	580	1068	416	650				1056	491	531
"AK"	2010	"21-425"	"21-425 Scenic Park"	1356	671	239	413	667	238	426				663	260	391
"AK"	2010	"22-000"	"District 22 - Absentee"	10793	657	319	318	652	268	381				431	397	
"AK"	2010	"22-000"	"District 22 - Early Voting"	10793	249	153	93	247	130	116				216	197	
"AK"	2010	"22-000"	"District 22 - Question"	10793	282	147	116	280	122	156				20	20	
"AK"	2010	"22-430"	"22-430 Airport Heights No. 1"	1425	471	258	203	471	215	254				407	378	
"AK"	2010	"22-435"	"22-435 Airport Heights No. 2"	1576	744	441	289	741	380	358				623	588	
"AK"	2010	"22-440"	"22-440 College Gate"	1627	797	386	404	791	335	454				608	561	
"AK"	2010	"22-445"	"22-445 East Anchorage"	1728	440	211	215	441	144	295				336	310	
"AK"	2010	"22-450"	"22-450 Russian Jack"	1240	453	227	216	448	178	267				349	313	
"AK"	2010	"22-455"	"22-455 South Mtn View No. 2"	785	194	101	87	195	73	122				162	151	
"AK"	2010	"22-460"	"22-460 University No 1"	777	168	99	61	172	88	84				150	139	
"AK"	2010	"22-465"	"22-465 University No 2"	1635	454	240	200	450	192	252				362	340	
"AK"	2010	"23-000"	"District 23 - Absentee"	11719	896	485	386	895	444	448	760	492	266	607	570	
"AK"	2010	"23-000"	"District 23 - Early Voting"	11719	475	285	182	468	255	212	451	313	135	393	357	
"AK"	2010	"23-000"	"District 23 - Question"	11719	336	176	143	334	129	197	74	39	34	50	47	
"AK"	2010	"23-500"	"23-500 Downtown Anchorage No. 1"	919	330	190	136	322	177	141	316	219	95	254	238	
"AK"	2010	"23-505"	"23-505 Downtown Anchorage No. 2"	965	203	99	96	199	96	101	180	106	73	142	128	
"AK"	2010	"23-510"	"23-510 Downtown Anchorage No. 3"	905	434	266	157	431	247	179	423	311	110	363	342	
"AK"	2010	"23-515"	"23-515 Downtown Anchorage No. 4"	1852	525	318	191	522	265	256	500	346	151	438	418	
"AK"	2010	"23-520"	"23-520 Fairview"	1849	368	218	137	366	182	184	354	232	120	310	289	
"AK"	2010	"23-525"	"23-525 Fireweed"	747	188	107	77	187	100	87	176	114	62	155	150	
"AK"	2010	"23-530"	"23-530 Government Hill No. 1"	374	193	113	76	194	99	91	190	126	61	163	155	
"AK"	2010	"23-535"	"23-535 Merrill Field"	1803	480	281	182	476	231	240	463	330	132	411	392	
"AK"	2010	"23-540"	"23-540 Rogers Park"	2305	1061	618	439	1053	552	498	1020	716	300	886	851	
"AK"	2010	"24-000"	"District 24 - Absentee"	12407	820	328	459	810	260	543	669	332	331	489	435	
"AK"	2010	"24-000"	"District 24 - Early Voting"	12407	334	155	168	333	142	188	315	185	129	266	249	
"AK"	2010	"24-000"	"District 24 - Question"	12407	378	190	173	379	129	247	60	40	20	43	42	
"AK"	2010	"24-545"	"24-545 East Dowling"	539	151	65	80	150	41	109	144	76	68	113	105	
"AK"	2010	"24-550"	"24-550 Far North Bicentennial"	2610	658	327	312	656	237	419	633	336	296	523	490	
"AK"	2010	"24-555"	"24-555 Midtown No. 1"	1400	380	148	219	378	111	263	362	155	202	267	240	
"AK"	2010	"24-560"	"24-560 Midtown No. 2"	1533	750	375	364	743	309	428	712	454	252	593	553	
"AK"	2010	"24-565"	"24-565 Midtown No. 3"	1446	654	280	359	653	241	403	609	358	246	506	472	
"AK"	2010	"24-570"	"24-570 Taku"	1832	662	253	394	658	182	476	617	276	340	469	431	
"AK"	2010	"24-575"	"24-575 Tudor"	3047	1095	506	561	1086	403	678	1034	603	429	870	813	
"AK"	2010	"25-000"	"District 25 - Absentee"	10654	611	336	263	606	291	311				520	340	168
"AK"	2010	"25-000"	"District 25 - Early Voting"	10654	345	188	148	341	161	180				341	233	101
"AK"	2010	"25-000"	"District 25 - Question"	10654	359	173	162	355	134	218				46	32	10
"AK"	2010	"25-600"	"25-600 Arctic"	535	200	77	120	199	64	135				196	102	89
"AK"	2010	"25-605"	"25-605 Conners Lake"	645	320	125	188	315	99	211				316	184	115
"AK"	2010	"25-610"	"25-610 Northwood"	1470	512	228	271	507	181	323				489	305	167
"AK"	2010	"25-615"	"25-615 Spenard No. 1"	1844	654	413	228	643	362	277				631	451	153
"AK"	2010	"25-620"	"25-620 Spenard No. 2"	1613	360	184	155	361	155	201				350	212	113
"AK"	2010	"25-625"	"25-625 Spenard No. 3"	1136	279	132	133	278	123	154				272	166	92
"AK"	2010	"25-630"	"25-630 Westchester No. 1"	754	340	226	108	342	210	131				337	256	73
"AK"	2010	"25-635"	"25-635 Willowcrest No. 1"	1305	562	274	274	556	226	326				555	367	167
"AK"	2010	"25-640"	"25-640 Willowcrest No. 2"	1352	378	181	183	376	138	233				368	215	125
"AK"	2010	"26-000"	"District 26 - Absentee"	12147	976	493	460	964	418	539				793	552	
"AK"	2010	"26-000"	"District 26 - Early Voting"	12147	497	279	211	486	231	251				457	333	
"AK"	2010	"26-000"	"District 26 - Question"	12147	331	188	130	327	146	177				70	52	
"AK"	2010	"26-645"	"26-645 Inlet View No. 1"	1662	818	444	363	813	387	422				759	571	
"AK"	2010	"26-650"	"26-650 Inlet View No. 2"	1100	623	357	249	619	317	297				575	440	
"AK"	2010	"26-655"	"26-655 Lake Hood"	1729	777	387	381	767	301	462				695	496	
"AK"	2010	"26-660"	"26-660 Lake Spenard"	1643	613	281	315	613	238	375				551	345	
"AK"	2010	"26-665"	"26-665 Turnagain No. 1"	2027	806	411	384	802	314	485				742	510	
"AK"	2010	"26-670"	"26-670 Turnagain No. 2"	1241	439	229	201	435	201	231				399	262	
"AK"	2010	"26-675"	"26-675 Turnagain No. 3"	724	246	152	92	245	118	126				226	156	
"AK"	2010	"26-680"	"26-680 Turnagain No. 4"	889	351	167	174	350	135	213				326	207	
"AK"	2010	"26-685"	"26-685 Westchester No. 2"	1132	610	385	217	600	345	254				564	456	
"AK"	2010	"27-000"	"District 27 - Absentee"	12255	849	278	548	846	252	591	756	196	521	763	291	468
"AK"	2010	"27-000"	"District 27 - Early Voting"	12255	452	212	235	448	168	277	439	140	274	449	223	226
"AK"	2010	"27-000"	"District 27 - Question"	12255	277	113	149	271	77	192	90	24	61	51	20	29
"AK"	2010	"27-700"	"27-700 Dimond No. 1"	2092	812	284	514	809	208	600	777	185	566	801	326	474
"AK"	2010	"27-705"	"27-705 Jewel Lake No 1"	1438	531	200	318	531	155	374	501	142	332	524	229	293
"AK"	2010	"27-710"	"27-710 Kincaid"	3398	1659	586	1051	1644	475	1163	1587	418	1095	1636	702	932
"AK"	2010	"27-715"	"27-715 Sand Lake No. 1"	1925	923	371	525	917	300	616	885	275	580	914	421	492
"AK"	2010	"27-720"	"27-720 Sand Lake No. 2"	1776	730	287	422	730	224	502	698	207	450	720	337	381
"AK"	2010	"27-725"	"27-725 Sand Lake No. 3"	1626	741	292	431	734	219	510	707	213	463	725	324	401
"AK"	2010	"28-000"	"District 28 - Absentee"	13602	1142	362	756	1137	307	824	1040	237	757	1044	320	721
"AK"	2010	"28-000"	"District 28 - Early Voting"	13602	517	209	297	511	172	339	508	160	328	503	200	300
"AK"	2010	"28-000"	"District 28 - Question"	13602	218	80	132	216	56	158	63	11	50	42	14	28
"AK"	2010	"28-730"	"28-730 Bayshore"	2586	1233	435	769	1225	376	846	1200	303	850	1207	425	782
"AK"	2010	"28-735"	"28-735 Campbell Lake"	2251	1032	396	619	1026	314	708	997	241	705	971	355	614
"AK"	2010	"28-740"	"28-740 Jewel Lake No. 2"	1641	576	218	348	571	152	419	556	139	388	557	193	363
"AK"	2010	"28-745"	"28-745 Klatt No. 1"	2526	1198	401	776	1195	325	867	1152	281	818	1165	367	796
"AK"	2010	"28-750"	"28-750 Oceanview No. 1"	1860	1054	416	623	1048	341	698	1024	276	696	1025	385	638
"AK"	2010	"28-755"	"28-755 Southport"	2738	1162	439	702	1156	315	836	1116	249	812	1119	393	724
"AK"	2010	"29-000"	"District 29 - Absentee"	11178	637	237	379	625	193	427				544	257	285
"AK"	2010	"29-000"	"District 29 - Early Voting"	11178	273	117	154	269	90	178				268	160	107
"AK"	2010	"29-000"	"District 29 - Question"	11178	270	117	143	268	84	179				47	25	22
"AK"	2010	"29-800"	"29-800 Campbell Creek No. 1"	1793	725	318	383	725	232	492				713	462	247
"AK"	2010	"29-805"	"29-805 Campbell Creek No. 2"	1424	625	255	353	624	190	433				620	364	255
"AK"	2010	"29-810"	"29-810 Campbell Creek No. 3"	925	314	133	173	316	106	207				313	186	123
"AK"	2010	"29-815"	"29-815 Dimond No. 2"	1294	451	166	262	449	137	310				446	231	214
"AK"	2010	"29-820"	"29-820 Dimond No. 3"	1279	352	137	205	354	99	253				339	171	167
"AK"	2010	"29-825"	"29-825 Independence Park No. 1"	1965	729	293	425	727	218	504				718	372	344
"AK"	2010	"29-830"	"29-830 Independence Park No. 2"	2498	739	300	421	738	216	522				717	373	340
"AK"	2010	"30-000"	"District 30 - Absentee"	12904	905	347	540	902	303	592				832	331	495
"AK"	2010	"30-000"	"District 30 - Early Voting"	12904	489	210	272	484	183	298				479	223	255
"AK"	2010	"30-000"	"District 30 - Question"	12904	359	149	194	355	114	239				83	46	37
"AK"	2010	"30-835"	"30-835 Abbott Loop No. 1"	2438	1099	432	646	1095	327	764				1074	429	643
"AK"	2010	"30-840"	"30-840 Abbott Loop No. 2"	2772	1311	541	751	1299	462	832				1300	552	746
"AK"	2010	"30-845"	"30-845 Abbott Loop No. 3"	810	415	163	246	414	140	274				406	165	237
"AK"	2010	"30-850"	"30-850 Abbott Loop No. 4"	1269	668	264	389	656	232	423				649	277	372
"AK"	2010	"30-855"	"30-855 Laurel/Dowling"	2069	832	320	494	824	237	585				808	327	479
"AK"	2010	"30-860"	"30-860 Lore No. 1"	1772	811	286	505	812	234	574				797	306	488
"AK"	2010	"30-865"	"30-865 Lore No. 2"	1774	645	246	382	639	166	470				622	232	387
"AK"	2010	"31-000"	"District 31 - Absentee"	13768	1167	385	755	1158	322	829	1074	333	655	1079	331	740
"AK"	2010	"31-000"	"District 31 - Early Voting"	13768	661	261	392	654	223	429	648	255	328	650	248	394
"AK"	2010	"31-000"	"District 31 - Question"	13768	258	88	163	259	58	200	85	30	42	69	24	44
"AK"	2010	"31-900"	"31-900 Huffman No. 1"	1508	539	228	297	536	154	377	518	190	272	519	161	353
"AK"	2010	"31-905"	"31-905 Huffman No. 2"	2447	1173	356	801	1168	281	884	1154	360	656	1152	295	853
"AK"	2010	"31-910"	"31-910 Huffman No. 3"	1697	772	255	492	769	207	559	753	248	406	757	224	530
"AK"	2010	"31-915"	"31-915 Huffman No. 4"	1312	643	226	410	641	198	439	637	247	320	635	197	429
"AK"	2010	"31-920"	"31-920 Huffman No. 5"	1879	946	321	612	944	253	690	938	339	499	926	283	639
"AK"	2010	"31-925"	"31-925 Huffman No. 6"	960	474	150	318	471	117	353	470	158	249	463	128	329
"AK"	2010	"31-930"	"31-930 Huffman No. 7"	2235	1187	442	718	1184	383	798	1163	453	565	1162	418	737
"AK"	2010	"31-935"	"31-935 Huffman No. 8"	1730	911	354	540	904	318	583	893	371	398	885	333	548
"AK"	2010	"32-000"	"District 32 - Absentee"	16440	1895	667	1188	1873	581	1280	1756	594	1016	1749	434	1302
"AK"	2010	"32-000"	"District 32 - Early Voting"	16440	819	353	457	811	317	489	807	366	357	798	264	531
"AK"	2010	"32-000"	"District 32 - Question"	16440	251	100	139	251	85	166	67	33	25	43	16	27
"AK"	2010	"32-940"	"32-940 Bear Valley"	1062	553	260	287	548	235	309	549	265	231	534	197	336
"AK"	2010	"32-945"	"32-945 Centennial Park"	311	147	80	60	148	58	90	139	86	42	142	70	71
"AK"	2010	"32-950"	"32-950 Chugach Park No. 1"	3040	1348	452	873	1337	383	946	1322	432	706	1297	299	992
"AK"	2010	"32-955"	"32-955 Chugach Park No. 2"	1619	831	359	467	823	309	512	821	342	381	814	215	599
"AK"	2010	"32-960"	"32-960 Girdwood"	1786	731	491	215	718	411	305	696	455	166	693	335	357
"AK"	2010	"32-965"	"32-965 Golden View"	2521	1225	472	739	1214	395	814	1211	489	592	1185	318	857
"AK"	2010	"32-970"	"32-970 Hiland"	2535	971	267	685	961	234	727	963	259	576	945	212	733
"AK"	2010	"32-975"	"32-975 Hope"	182	71	33	31	70	36	34	70	34	27	70	24	46
"AK"	2010	"32-980"	"32-980 Indian"	253	130	68	61	129	55	73	123	63	51	126	48	77
"AK"	2010	"32-985"	"32-985 Rabbit Creek"	2438	1251	508	716	1241	424	813	1245	507	564	1209	359	850
"AK"	2010	"32-990"	"32-990 Stuckagain Heights"	388	217	104	109	215	97	117	210	93	93	213	87	126
"AK"	2010	"32-995"	"32-995 Whittier"	305	95	33	50	94	23	69	90	40	38	90	18	72
"AK"	2010	"33-000"	"District 33 - Absentee"	13443	1717	439	1214	1701	411	1281				1592	349	1239
"AK"	2010	"33-000"	"District 33 - Early Voting"	13443	1	1	0	1	0	1				1	1	0
"AK"	2010	"33-000"	"District 33 - Question"	13443	198	48	137	197	42	153				73	14	59
"AK"	2010	"33-700"	"33-700 Central"	3210	1121	259	813	1113	226	882				1097	244	849
"AK"	2010	"33-710"	"33-710 Kenai No. 1"	2528	893	262	601	887	225	659				876	210	661
"AK"	2010	"33-720"	"33-720 Kenai No. 2"	1345	534	147	365	531	128	402				523	130	393
"AK"	2010	"33-730"	"33-730 Kenai No. 3"	1243	488	150	332	484	134	347				478	118	358
"AK"	2010	"33-740"	"33-740 K-Beach"	2040	835	206	605	821	190	627				810	189	616
"AK"	2010	"33-750"	"33-750 Soldotna"	3077	1119	328	768	1110	272	835				1094	270	820
"AK"	2010	"34-000"	"District 34 - Absentee"	13753	2345	491	1796	2318	440	1858				2142		1785
"AK"	2010	"34-000"	"District 34 - Early Voting"	13753	2	1	1	2	0	2				2		1
"AK"	2010	"34-000"	"District 34 - Question"	13753	167	41	117	166	33	131				70		53
"AK"	2010	"34-810"	"34-810 Funny River"	1646	367	70	279	367	77	289				360		286
"AK"	2010	"34-820"	"34-820 Kasilof"	1775	767	238	495	759	220	537				732		556
"AK"	2010	"34-830"	"34-830 Mackey Lake"	1646	627	133	477	615	135	479				591		494
"AK"	2010	"34-840"	"34-840 Nikiski"	1691	720	153	539	711	141	568				700		532
"AK"	2010	"34-850"	"34-850 Ninilchik"	1480	468	139	317	461	126	332				453		353
"AK"	2010	"34-870"	"34-870 Salamatoff"	1957	836	156	637	832	137	689				824		678
"AK"	2010	"34-880"	"34-880 Sterling"	3558	1316	237	1046	1303	237	1061				1272		1031
"AK"	2010	"35-000"	"District 35 - Absentee"	13625	1802	784	962	1782	697	1073	1387		1340	1455		1409
"AK"	2010	"35-000"	"District 35 - Early Voting"	13625	3	3	0	3	3	0	1		0	0		0
"AK"	2010	"35-000"	"District 35 - Question"	13625	322	145	155	318	126	188	141		137	145		140
"AK"	2010	"35-010"	"35-010 Homer No. 1"	2210	928	436	474	916	398	517	727		708	793		772
"AK"	2010	"35-020"	"35-020 Homer No. 2"	2086	748	356	375	741	319	421	604		591	636		616
"AK"	2010	"35-030"	"35-030 Anchor Point"	1383	585	155	406	580	139	437	511		502	517		507
"AK"	2010	"35-040"	"35-040 Bear Creek"	1538	582	243	322	579	214	364	489		478	493		482
"AK"	2010	"35-050"	"35-050 Cooper Landing"	389	121	49	67	119	43	75	98		97	102		101
"AK"	2010	"35-060"	"35-060 Diamond Ridge"	977	419	254	162	410	232	178	308		297	338		326
"AK"	2010	"35-070"	"35-070 Kachemak Bay"	868	221	86	131	219	83	136	177		170	189		185
"AK"	2010	"35-080"	"35-080 Kachemak City/Fritz Creek"	1603	715	371	328	713	337	373	558		543	602		592
"AK"	2010	"35-090"	"35-090 Moose Pass"	314	127	65	57	126	51	75	99		96	104		101
"AK"	2010	"35-095"	"35-095 Seldovia"	375	149	77	67	147	61	86	120		116	121		119
"AK"	2010	"35-098"	"35-098 Seward"	1882	669	287	354	666	231	430	560		545	556		543
"AK"	2010	"36-000"	"District 36 - Absentee"	10430	1043	333	680	1028	282	738	886		862	969	240	722
"AK"	2010	"36-000"	"District 36 - Early Voting"	10430	1	1	0	1	1	0	1		0	1	1	0
"AK"	2010	"36-000"	"District 36 - Question"	10430	233	88	121	231	64	165	158		151	171	65	104
"AK"	2010	"36-605"	"36-605 Chiniak"	128	54	12	35	54	18	36	51		46	52	16	36
"AK"	2010	"36-608"	"36-608 Flats"	1925	417	137	264	409	139	269	353		341	408	143	265
"AK"	2010	"36-615"	"36-615 Kodiak Island South"	214	29	4	21	30	2	28	29		28	30	2	28
"AK"	2010	"36-618"	"36-618 Kodiak No. 1"	1907	650	238	390	644	195	445	568		546	630	217	409
"AK"	2010	"36-620"	"36-620 Kodiak No. 2"	1857	588	201	355	590	166	416	542		520	575	196	372
"AK"	2010	"36-622"	"36-622 Mission Road"	3166	1287	456	795	1275	384	885	1140		1097	1258	403	845
"AK"	2010	"36-625"	"36-625 Old Harbor"	142	54	17	32	53	9	42	51		50	54	10	43
"AK"	2010	"36-635"	"36-635 Ouzinkie"	134	59	32	23	61	20	41	55		54	61	14	47
"AK"	2010	"36-645"	"36-645 Port Lions"	207	70	15	53	71	8	63	67		67	70	8	62
"AK"	2010	"36-655"	"36-655 Iliamna/Newhalen"	218	73	37	30	73	12	61	65		62	71	31	40
"AK"	2010	"36-665"	"36-665 Kokhanok/Igiugig"	155	56	19	35	58	5	53	52		52	51	19	32
"AK"	2010	"36-676"	"36-676 Levelock"	46	20	6	9	20	2	17	17		16	19	7	11
"AK"	2010	"36-685"	"36-685 Nondalton"	273	57	40	12	51	9	41	50		49	57	30	27
"AK"	2010	"36-696"	"36-696 Pedro Bay"	58	13	3	10	10	2	8	8		8	13	3	10
"AK"	2010	"37-000"	"District 37 - Absentee"	7990	580	263	295	584	149	435	461	450		466	449	
"AK"	2010	"37-000"	"District 37 - Early Voting"	7990	0	0	0	0	0	0	0	0		0	0	
"AK"	2010	"37-000"	"District 37 - Question"	7990	195	66	119	194	37	156	77	76		71	70	
"AK"	2010	"37-700"	"37-700 Akutan"	437	156	64	69	155	56	98	129	123		127	123	
"AK"	2010	"37-702"	"37-702 Aleknagik"	154	43	20	22	43	7	36	43	43		43	43	
"AK"	2010	"37-704"	"37-704 Aleutians #1"	232	27	10	14	28	4	24	27	27		24	22	
"AK"	2010	"37-706"	"37-706 Aleutians #2"	1739	633	260	326	636	220	414	510	487		514	493	
"AK"	2010	"37-708"	"37-708 Chigniks"	244	15	2	11	15	4	11	12	11		12	11	
"AK"	2010	"37-710"	"37-710 Clarks Point"	48	13	5	5	13	0	13	13	13		14	14	
"AK"	2010	"37-712"	"37-712 Cold Bay"	120	27	2	24	29	2	27	12	10		12	10	
"AK"	2010	"37-714"	"37-714 Dillingham"	1511	646	356	267	641	199	439	572	557		600	589	
"AK"	2010	"37-716"	"37-716 Egegik/Pilot Point"	127	25	3	19	25	3	22	18	17		17	16	
"AK"	2010	"37-718"	"37-718 Ekwok"	79	33	19	11	35	4	31	34	33		34	34	
"AK"	2010	"37-720"	"37-720 King Cove"	318	117	30	80	117	12	103	101	93		101	97	
"AK"	2010	"37-722"	"37-722 King Salmon"	421	155	47	107	155	24	131	123	116		123	114	
"AK"	2010	"37-724"	"37-724 Koliganek"	101	61	25	33	64	6	57	53	53		58	58	
"AK"	2010	"37-726"	"37-726 Manokotak"	239	104	29	62	111	11	100	107	106		109	107	
"AK"	2010	"37-728"	"37-728 Naknek"	401	180	64	110	180	31	149	150	148		151	147	
"AK"	2010	"37-730"	"37-730 New Stuyahok"	284	126	54	54	126	24	101	126	125		125	125	
"AK"	2010	"37-732"	"37-732 Port Heiden"	72	17	7	9	17	0	17	16	16		16	16	
"AK"	2010	"37-734"	"37-734 Sand Point"	487	177	39	121	181	17	164	154	150		159	154	
"AK"	2010	"37-736"	"37-736 South Naknek"	53	24	9	13	25	3	22	24	24		24	23	
"AK"	2010	"37-738"	"37-738 St. George Island"	77	33	12	16	32	5	27	32	32		31	31	
"AK"	2010	"37-740"	"37-740 St. Paul Island"	333	133	71	48	133	17	115	125	121		124	122	
"AK"	2010	"37-742"	"37-742 Togiak"	513	203	67	114	203	16	186	200	192		197	194	
"AK"	2010	"38-000"	"District 38 - Absentee"	8830	255	122	125	251	72	179	215	208		215	209	
"AK"	2010	"38-000"	"District 38 - Early Voting"	8830	0	0	0	0	0	0	0	0		0	0	
"AK"	2010	"38-000"	"District 38 - Question"	8830	291	113	158	294	45	248	193	189		192	188	
"AK"	2010	"38-800"	"38-800 Akiachak"	285	122	64	51	121	26	95	121	121		117	117	
"AK"	2010	"38-802"	"38-802 Akiak"	173	90	45	41	90	23	67	88	88		89	89	
"AK"	2010	"38-804"	"38-804 Atmautluak"	125	65	27	27	65	14	51	65	65		62	62	
"AK"	2010	"38-806"	"38-806 Bethel #1"	625	211	111	91	214	67	145	202	196		204	197	
"AK"	2010	"38-808"	"38-808 Bethel #2"	1801	671	332	316	670	195	470	614	571		612	579	
"AK"	2010	"38-810"	"38-810 Bethel #3"	1217	370	195	164	371	90	280	353	338		352	339	
"AK"	2010	"38-812"	"38-812 Chefornak"	239	133	51	49	133	10	123	133	133		133	133	
"AK"	2010	"38-814"	"38-814 Eek"	170	103	20	74	104	8	95	102	100		100	98	
"AK"	2010	"38-816"	"38-816 Goodnews Bay"	187	86	37	43	87	6	81	84	82		83	81	
"AK"	2010	"38-818"	"38-818 Kalskag"	132	49	19	26	49	3	46	46	46		45	45	
"AK"	2010	"38-820"	"38-820 Kasigluk"	258	85	35	42	84	7	77	86	86		85	85	
"AK"	2010	"38-822"	"38-822 Kipnuk"	333	141	45	85	141	20	120	141	139		141	139	
"AK"	2010	"38-824"	"38-824 Kongiganak"	227	102	38	51	102	3	97	103	103		103	102	
"AK"	2010	"38-826"	"38-826 Kwethluk"	339	159	80	58	160	35	123	156	156		157	155	
"AK"	2010	"38-828"	"38-828 Kwigillongok"	195	88	35	49	88	14	74	87	86		87	86	
"AK"	2010	"38-830"	"38-830 Lower Kalskag"	163	83	29	30	82	13	69	80	78		79	79	
"AK"	2010	"38-832"	"38-832 Mekoryuk"	141	72	21	46	73	6	66	73	72		71	70	
"AK"	2010	"38-834"	"38-834 Napakiak"	201	86	33	48	84	9	75	83	83		84	83	
"AK"	2010	"38-836"	"38-836 Napaskiak"	226	90	30	54	85	16	69	89	87		89	87	
"AK"	2010	"38-838"	"38-838 Newtok"	209	123	45	59	123	8	111	123	118		123	119	
"AK"	2010	"38-840"	"38-840 Nightmute"	133	82	31	44	84	12	72	81	80		80	80	
"AK"	2010	"38-842"	"38-842 Nunapitchuk"	234	106	33	59	107	10	95	104	104		104	103	
"AK"	2010	"38-844"	"38-844 Quinhagak"	294	131	54	60	132	17	115	131	129		129	127	
"AK"	2010	"38-846"	"38-846 Toksook Bay"	329	151	56	85	154	26	125	154	153		154	154	
"AK"	2010	"38-848"	"38-848 Tuluksak"	214	85	26	44	85	13	72	85	83		85	85	
"AK"	2010	"38-850"	"38-850 Tuntutuliak"	181	85	22	60	75	6	69	82	81		80	78	
"AK"	2010	"38-852"	"38-852 Tununak"	199	91	34	43	94	14	80	87	87		83	81	
"AK"	2010	"39-000"	"District 39 - Absentee"	8803	242	112	119	248	51	196				209	194	
"AK"	2010	"39-000"	"District 39 - Early Voting"	8803	120	62	57	118	38	79				109	101	
"AK"	2010	"39-000"	"District 39 - Question"	8803	176	67	88	175	31	138				66	64	
"AK"	2010	"39-900"	"39-900 Alakanuk"	281	132	47	76	138	15	122				120	114	
"AK"	2010	"39-902"	"39-902 Brevig Mission"	206	118	56	39	119	8	111				112	111	
"AK"	2010	"39-904"	"39-904 Chevak"	391	186	97	75	187	28	157				181	177	
"AK"	2010	"39-906"	"39-906 Diomede"	80	20	13	4	20	6	14				18	17	
"AK"	2010	"39-908"	"39-908 Elim"	163	114	63	49	114	21	92				108	108	
"AK"	2010	"39-910"	"39-910 Emmonak"	418	187	68	92	190	28	161				171	163	
"AK"	2010	"39-912"	"39-912 Gambell"	310	143	65	52	144	16	125				128	127	
"AK"	2010	"39-914"	"39-914 Golovin"	101	68	29	34	69	2	67				67	65	
"AK"	2010	"39-916"	"39-916 Hooper Bay"	506	243	93	133	247	24	219				225	216	
"AK"	2010	"39-918"	"39-918 Kotlik"	258	129	41	67	129	12	116				128	124	
"AK"	2010	"39-920"	"39-920 Koyuk"	207	121	58	56	120	12	107				115	110	
"AK"	2010	"39-922"	"39-922 Mountain Village"	406	195	80	99	195	24	171				188	170	
"AK"	2010	"39-924"	"39-924 Nome #1"	1063	414	199	204	419	108	311				372	352	
"AK"	2010	"39-926"	"39-926 Nome #2"	1454	640	361	257	640	167	465				603	579	
"AK"	2010	"39-928"	"39-928 Nunam Iqua"	87	30	9	17	30	1	29				29	28	
"AK"	2010	"39-930"	"39-930 Pilot Station"	319	143	53	62	143	13	129				125	116	
"AK"	2010	"39-932"	"39-932 Pitkas Point"	55	21	6	11	22	2	20				18	17	
"AK"	2010	"39-934"	"39-934 Savoonga"	400	183	68	67	182	28	151				176	174	
"AK"	2010	"39-936"	"39-936 Scammon Bay"	225	99	29	60	99	11	88				94	93	
"AK"	2010	"39-938"	"39-938 Shaktoolik"	160	86	37	41	87	10	77				86	84	
"AK"	2010	"39-940"	"39-940 St. Mary's"	298	125	75	45	125	24	101				117	110	
"AK"	2010	"39-942"	"39-942 St. Michael"	207	78	24	45	79	11	68				71	71	
"AK"	2010	"39-944"	"39-944 Stebbins"	299	105	34	46	108	10	96				103	99	
"AK"	2010	"39-946"	"39-946 Teller"	159	60	27	29	61	5	56				60	60	
"AK"	2010	"39-948"	"39-948 Unalakleet"	503	259	129	120	261	47	214				241	228	
"AK"	2010	"39-950"	"39-950 Wales"	94	54	18	19	56	9	47				54	54	
"AK"	2010	"39-952"	"39-952 White Mountain"	153	71	44	23	71	10	61				69	67	
"AK"	2010	"40-000"	"District 40 - Absentee"	8576	314	164	134	314	70	241				251	241	
"AK"	2010	"40-000"	"District 40 - Early Voting"	8576	2	1	1	2	0	2				2	2	
"AK"	2010	"40-000"	"District 40 - Question"	8576	224	97	104	226	49	174				92	91	
"AK"	2010	"40-002"	"40-002 Ambler"	179	91	44	39	93	15	77				91	89	
"AK"	2010	"40-004"	"40-004 Anaktuvuk Pass"	248	63	25	31	63	11	52				60	59	
"AK"	2010	"40-007"	"40-007 Atqasuk"	131	46	19	18	46	9	37				46	45	
"AK"	2010	"40-008"	"40-008 Barrow"	1016	309	137	147	311	62	246				289	281	
"AK"	2010	"40-010"	"40-010 Browerville"	1554	631	307	272	627	131	493				578	559	
"AK"	2010	"40-012"	"40-012 Buckland"	236	96	50	27	96	13	81				94	94	
"AK"	2010	"40-014"	"40-014 Deering"	80	27	15	8	26	3	23				26	26	
"AK"	2010	"40-016"	"40-016 Kaktovik"	181	88	26	45	88	15	72				81	79	
"AK"	2010	"40-018"	"40-018 Kiana"	225	63	34	26	63	20	43				54	54	
"AK"	2010	"40-020"	"40-020 Kivalina"	200	87	33	45	87	8	78				86	86	
"AK"	2010	"40-022"	"40-022 Kobuk"	81	35	16	15	36	10	26				34	33	
"AK"	2010	"40-024"	"40-024 Kotzebue"	1852	633	353	243	625	162	460				567	544	
"AK"	2010	"40-026"	"40-026 Noatak"	272	125	50	63	122	8	114				119	119	
"AK"	2010	"40-028"	"40-028 Noorvik"	358	119	47	62	121	12	109				121	120	
"AK"	2010	"40-030"	"40-030 Nuiqsut"	243	97	43	35	97	14	83				95	93	
