state	year	county	precinct	cd	g2006_USH_dv	g2006_USH_rv	g2006_USH_tv	cd2	g2006_USH_dv2	g2006_USH_rv2	g2006_USH_tv2	sd	g2006_STS_dv	g2006_STS_rv	g2006_STS_tv	sd2	g2006_STS_dv2	g2006_STS_rv2	g2006_STS_tv2	ld	g2006_STH_dv	g2006_STH_rv	g2006_STH_tv	ld2	g2006_STH_dv2	g2006_STH_rv2	g2006_STH_tv2	ld3	g2006_STH_dv3	g2006_STH_rv3	g2006_STH_tv3
"NC"	2006	"ALAMANCE"	"ALBRIGHT"	6	184	640	824					24	342	514	856					64		663	663								
"NC"	2006	"ALAMANCE"	"BOONE 5"	6	198	578	776					24	326	471	797					64		602	602								
"NC"	2006	"ALAMANCE"	"BURLINGTON 10"	6	162	283	445					24	242	216	458					63	302		302								
"NC"	2006	"ALAMANCE"	"BURLINGTON 4"	6	229	420	649					24	376	302	678					63	470		470								
"NC"	2006	"ALAMANCE"	"BURLINGTON 5"	6	174	451	625					24	299	355	654					63	385		385								
"NC"	2006	"ALAMANCE"	"BURLINGTON 6"	6	237	651	888					24	466	471	937					64		648	648								
"NC"	2006	"ALAMANCE"	"BURLINGTON 7"	13	590	198	788					24	599	202	801					63	651		651								
"NC"	2006	"ALAMANCE"	"BURLINGTON 8"	13	241	110	351					24	246	121	367					63	268		268								
"NC"	2006	"ALAMANCE"	"BURLINGTON 9"	6	108	377	485					24	183	321	504					64		389	389								
"NC"	2006	"ALAMANCE"	"CENTRAL BOONE"	6	224	776	1000					24	472	587	1059					64		764	764								
"NC"	2006	"ALAMANCE"	"COBLE"	6	182	836	1018					24	303	751	1054					64		858	858								
"NC"	2006	"ALAMANCE"	"EAST BURLINGTON"	13	185	123	308					24	169	153	322					63	222		222								
"NC"	2006	"ALAMANCE"	"EAST GRAHAM"	6	220	426	646					24	326	346	672					63	424		424								
"NC"	2006	"ALAMANCE"	"FAUCETTE"	6	171	597	768					24	297	500	797					64		608	608								
"NC"	2006	"ALAMANCE"	"GRAHAM 3"	13	403	287	690					24	382	335	717					63	485		485								
"NC"	2006	"ALAMANCE"	"GRAHAM 4"	6	410	823	1233					24	646	630	1276					64		894	894								
"NC"	2006	"ALAMANCE"	"HAW RIVER"	13	570	308	878					24	511	396	907					63	622		622								
"NC"	2006	"ALAMANCE"	"MELVILLE 3"	6	200	498	698					24	297	424	721					64		519	519								
"NC"	2006	"ALAMANCE"	"MORTON"	6	264	845	1109					24	453	709	1162					64		871	871								
"NC"	2006	"ALAMANCE"	"NORTH BOONE"	6	345	705	1050					24	554	520	1074					64		709	709								
"NC"	2006	"ALAMANCE"	"NORTH BURLINGTON"	13	686	125	811					24	716	119	835					63	737		737								
"NC"	2006	"ALAMANCE"	"NORTH GRAHAM"	13	332	170	502					24	326	204	530					63	373		373								
"NC"	2006	"ALAMANCE"	"NORTH MELVILLE"	6	353	654	1007					24	457	589	1046					63	652		652								
"NC"	2006	"ALAMANCE"	"NORTH NEWLIN"	6	242	449	691					24	331	395	726					64		506	506								
"NC"	2006	"ALAMANCE"	"NORTH THOMPSON"	6	181	386	567					24	278	318	596					64		400	400								
"NC"	2006	"ALAMANCE"	"PATTERSON"	6	174	662	836					24	282	579	861					64		678	678								
"NC"	2006	"ALAMANCE"	"PLEASANT GROVE"	13	606	219	825					24	569	277	846					63	655		655								
"NC"	2006	"ALAMANCE"	"SOUTH BOONE"	6	270	797	1067					24	474	635	1109					64		841	841								
"NC"	2006	"ALAMANCE"	"SOUTH BURLINGTON"	13	161	71	232					24	160	87	247					63	184		184								
"NC"	2006	"ALAMANCE"	"SOUTH GRAHAM"	6	236	593	829					24	393	475	868					64		631	631								
"NC"	2006	"ALAMANCE"	"SOUTH MELVILLE"	6	608	750	1358					24	744	660	1404					63	906		906								
"NC"	2006	"ALAMANCE"	"SOUTH NEWLIN"	6	112	279	391					24	163	242	405					64		298	298								
"NC"	2006	"ALAMANCE"	"SOUTH THOMPSON"	6	320	555	875					24	422	489	911					64		640	640								
"NC"	2006	"ALAMANCE"	"WEST BOONE"	6	190	459	649					24	296	379	675					64		500	500								
"NC"	2006	"ALAMANCE"	"WEST BOONE-SAT"	6	163	216	379					24	229	164	393					64		229	229								
"NC"	2006	"ALAMANCE"	"WEST BURLINGTON"	6	257	457	714					24	399	345	744					63	512		512								
"NC"	2006	"ALAMANCE"	"WEST GRAHAM"	6	80	194	274					24	118	163	281					63	175		175								
"NC"	2006	"ALEXANDER"	"BETHLEHEM #1"	5	321	646	967					45	351	606	957					88	476	498	974								
"NC"	2006	"ALEXANDER"	"BETHLEHEM #2"	5	338	663	1001					45	357	631	988					88	457	563	1020								
"NC"	2006	"ALEXANDER"	"ELLENDALE"	5	287	420	707					45	315	380	695					88	393	324	717								
"NC"	2006	"ALEXANDER"	"GWALTNEY #1"	5	98	136	234					45	110	119	229					88	143	93	236								
"NC"	2006	"ALEXANDER"	"GWALTNEY #2"	5	196	152	348					45	199	138	337					88	247	105	352								
"NC"	2006	"ALEXANDER"	"LITTLE RIVER"	5	149	211	360					45	149	206	355					88	196	171	367								
"NC"	2006	"ALEXANDER"	"MILLERS"	5	212	251	463					45	214	244	458					88	264	203	467								
"NC"	2006	"ALEXANDER"	"SHARPES #1"	5	269	352	621					45	317	296	613					88	409	223	632								
"NC"	2006	"ALEXANDER"	"SHARPES #2"	5	225	155	380					45	222	150	372					88	269	115	384								
"NC"	2006	"ALEXANDER"	"SUGAR LOAF"	5	100	198	298					45	111	183	294					88	164	140	304								
"NC"	2006	"ALEXANDER"	"TAYLORSVILLE #1"	5	80	224	304					45	98	201	299					88	134	172	306								
"NC"	2006	"ALEXANDER"	"TAYLORSVILLE #2"	5	171	189	360					45	175	176	351					88	232	132	364								
"NC"	2006	"ALEXANDER"	"TAYLORSVILLE #3"	5	131	177	308					45	142	154	296					88	189	122	311								
"NC"	2006	"ALEXANDER"	"TAYLORSVILLE #4"	5	195	208	403					45	196	199	395					88	260	151	411								
"NC"	2006	"ALEXANDER"	"TAYLORSVILLE #5"	5	77	158	235					45	86	145	231					88	122	119	241								
"NC"	2006	"ALEXANDER"	"WITTENBURG"	5	178	324	502					45	191	301	492					88	238	271	509								
"NC"	2006	"ALLEGHANY"	"CHERRY LANE"	5	205	335	540					30		299	299					90	285	250	535								
"NC"	2006	"ALLEGHANY"	"CRANBERRY"	5	97	103	200					30		88	88					90	110	92	202								
"NC"	2006	"ALLEGHANY"	"GAP CIVIL"	5	788	697	1485					30		639	639					90	978	535	1513								
"NC"	2006	"ALLEGHANY"	"GLADE CREEK"	5	274	383	657					30		322	322					90	321	330	651								
"NC"	2006	"ALLEGHANY"	"PINEY CREEK"	5	152	122	274					30		109	109					90	179	88	267								
"NC"	2006	"ALLEGHANY"	"PRATHERS CREEK"	5	121	172	293					30		150	150					90	151	139	290								
"NC"	2006	"ALLEGHANY"	"WHITEHEAD"	5	136	176	312					30		152	152					90	170	140	310								
"NC"	2006	"ANSON"	"ANSONVILLE"	8	241	149	390					25	293	86	379					69	332	58	390								
"NC"	2006	"ANSON"	"BURNSVILLE"	8	172	221	393					25	234	144	378					69	299	95	394								
"NC"	2006	"ANSON"	"GULLEDGE"	8	166	99	265					25	202	56	258					69	226	41	267								
"NC"	2006	"ANSON"	"LILESVILLE"	8	486	251	737					25	579	139	718					69	644	104	748								
"NC"	2006	"ANSON"	"MORVEN/MCFARLAN"	8	248	70	318					25	277	35	312					69	292	25	317								
"NC"	2006	"ANSON"	"PEACHLAND"	8	169	217	386					25	215	149	364					69	263	124	387								
"NC"	2006	"ANSON"	"POLKTON"	8	135	109	244					25	170	64	234					69	191	55	246								
"NC"	2006	"ANSON"	"WADESBORO 1"	8	328	137	465					25	380	74	454					69	419	49	468								
"NC"	2006	"ANSON"	"WADESBORO 2"	8	179	110	289					25	222	61	283					69	252	38	290								
"NC"	2006	"ANSON"	"WADESBORO 3"	8	259	201	460					25	355	94	449					69	406	59	465								
"NC"	2006	"ANSON"	"WHITE STORE"	8	64	24	88					25	67	16	83					69	78	10	88								
"NC"	2006	"ASHE"	"0BIDS"	5	170	246	416					45	225	197	422					93	201	211	412								
"NC"	2006	"ASHE"	"CLIFTON"	5	211	305	516					45	285	229	514					93	247	257	504								
"NC"	2006	"ASHE"	"CRESTON"	5	54	154	208					45	76	132	208					93	60	147	207								
"NC"	2006	"ASHE"	"ELK"	5	84	77	161					45	102	60	162					93	93	68	161								
"NC"	2006	"ASHE"	"HELTON"	5	91	126	217					45	137	76	213					93	100	111	211								
"NC"	2006	"ASHE"	"HORSE CREEK"	5	99	81	180					45	123	54	177					93	107	70	177								
"NC"	2006	"ASHE"	"HURRICANE"	5	43	38	81					45	48	36	84					93	50	31	81								
"NC"	2006	"ASHE"	"JEFFERSON"	5	519	578	1097					45	714	389	1103					93	621	463	1084								
"NC"	2006	"ASHE"	"LAUREL"	5	28	64	92					45	37	53	90					93	28	63	91								
"NC"	2006	"ASHE"	"NEW RIVER"	5	360	364	724					45	440	274	714					93	402	311	713								
"NC"	2006	"ASHE"	"NORTH FORK"	5	104	188	292					45	117	175	292					93	102	189	291								
"NC"	2006	"ASHE"	"OLD FIELDS"	5	267	453	720					45	378	332	710					93	313	395	708								
"NC"	2006	"ASHE"	"PEAK CREEK"	5	130	193	323					45	161	153	314					93	141	170	311								
"NC"	2006	"ASHE"	"PINE SWAMP"	5	219	356	575					45	291	283	574					93	265	299	564								
"NC"	2006	"ASHE"	"PINEY CREEK"	5	126	271	397					45	187	204	391					93	140	242	382								
"NC"	2006	"ASHE"	"POND MOUNTAIN"	5	21	43	64					45	30	33	63					93	27	36	63								
"NC"	2006	"ASHE"	"WEST JEFFERSON"	5	509	672	1181					45	678	493	1171					93	611	550	1161								
"NC"	2006	"AVERY"	"ALTAMONT"	10	70	206	276					47	82	193	275					84		232	232								
"NC"	2006	"AVERY"	"BANNER ELK"	10	214	349	563					47	223	336	559					84		396	396								
"NC"	2006	"AVERY"	"BEECH MOUNTAIN"	10	34	108	142					47	31	112	143					84		116	116								
"NC"	2006	"AVERY"	"CAREYS FLAT"	10	6	19	25					47	6	18	24					84		18	18								
"NC"	2006	"AVERY"	"CRANBERRY"	10	8	95	103					47	10	93	103					84		89	89								
"NC"	2006	"AVERY"	"ELK PARK"	10	49	128	177					47	52	125	177					84		138	138								
"NC"	2006	"AVERY"	"FRANK"	10	10	71	81					47	12	69	81					84		70	70								
"NC"	2006	"AVERY"	"HEATON"	10	26	96	122					47	35	88	123					84		96	96								
"NC"	2006	"AVERY"	"HUGHES"	10	17	86	103					47	25	77	102					84		94	94								
"NC"	2006	"AVERY"	"INGALLS"	10	53	174	227					47	61	168	229					84		191	191								
"NC"	2006	"AVERY"	"LINVILLE"	10	48	102	150					47	53	95	148					84		114	114								
"NC"	2006	"AVERY"	"MINNEAPOLIS"	10	28	92	120					47	26	96	122					84		94	94								
"NC"	2006	"AVERY"	"MONTEZUMA"	10	65	91	156					47	66	89	155					84		112	112								
"NC"	2006	"AVERY"	"NEWLAND # 1"	10	40	166	206					47	44	161	205					84		177	177								
"NC"	2006	"AVERY"	"NEWLAND # 2"	10	57	136	193					47	49	140	189					84		155	155								
"NC"	2006	"AVERY"	"PINEOLA"	10	119	172	291					47	113	175	288					84		203	203								
"NC"	2006	"AVERY"	"PLUMTREE"	10	26	111	137					47	32	104	136					84		114	114								
"NC"	2006	"AVERY"	"PYATTE"	10	23	69	92					47	22	72	94					84		78	78								
"NC"	2006	"AVERY"	"ROARING CREEK"	10	21	72	93					47	21	71	92					84		73	73								
"NC"	2006	"BEAUFORT"	"AURORA"	1	320		320					1	289	145	434					6	308	129	437								
"NC"	2006	"BEAUFORT"	"BEAVER DAM"	3	66	406	472					1	199	272	471					6	223	248	471								
"NC"	2006	"BEAUFORT"	"BELHAVEN"	3	228	318	546					1	394	154	548					6	383	168	551								
"NC"	2006	"BEAUFORT"	"BLOUNTS CREEK"	1	203		203					1	179	103	282					6	195	89	284								
"NC"	2006	"BEAUFORT"	"CHOCOWINITY"	1	497		497					1	450	345	795					6	550	277	827								
"NC"	2006	"BEAUFORT"	"EDWARD"	1	208		208					1	182	119	301					6	213	91	304								
"NC"	2006	"BEAUFORT"	"GILEAD"	3	156	308	464					1	246	219	465					6	329	132	461								
"NC"	2006	"BEAUFORT"	"HUNTERS BRIDGE"	3	43	198	241					1	136	105	241					6	116	125	241								
"NC"	2006	"BEAUFORT"	"NORTH CREEK"	3	121	342	463					1	245	216	461					6	235	229	464								
"NC"	2006	"BEAUFORT"	"OLD FORD"	3	135	184	319					1	202	111	313					6	242	89	331								
"NC"	2006	"BEAUFORT"	"P S JONES-WASH W3"	1	266		266					1	270	61	331					6	290	49	339								
"NC"	2006	"BEAUFORT"	"PANTEGO"	3	151	264	415					1	275	144	419					6	242	178	420								
"NC"	2006	"BEAUFORT"	"PINETOWN"	3	47	217	264					1	139	125	264					6	117	146	263								
"NC"	2006	"BEAUFORT"	"RIVER ROAD"	3	185	451	636					1	380	259	639					6	440	201	641								
"NC"	2006	"BEAUFORT"	"SURRY-BATH"	3	173	515	688					1	417	266	683					6	457	225	682								
"NC"	2006	"BEAUFORT"	"TRANTERS CREEK"	3	157	494	651					1	324	319	643					6	413	242	655								
"NC"	2006	"BEAUFORT"	"WASHINGTON PARK"	3	139	322	461					1	281	181	462					6	312	153	465								
"NC"	2006	"BEAUFORT"	"WASHINGTON WARD 1"	1	267		267					1	252	99	351					6	282	73	355								
"NC"	2006	"BEAUFORT"	"WASHINGTON WARD 2"	1	237		237					1	239	95	334					6	262	78	340								
"NC"	2006	"BEAUFORT"	"WASHINGTON WARD 4"	3	170	377	547					1	327	219	546					6	392	159	551								
"NC"	2006	"BEAUFORT"	"WOODARDS POND"	3	106	362	468					1	237	234	471					6	255	211	466								
"NC"	2006	"BERTIE"	"COLERAIN 1"	1	131		131					4	108	95	203					5	98	112	210								
"NC"	2006	"BERTIE"	"COLERAIN 2"	1	263		263					4	230	84	314					5	239	88	327								
"NC"	2006	"BERTIE"	"INDIAN WOODS"	1	102		102					4	102	3	105					5	98	4	102								
"NC"	2006	"BERTIE"	"MERRY HILL"	1	188		188					4	165	65	230					5	166	68	234								
"NC"	2006	"BERTIE"	"MITCHELLS 1"	1	112		112					4	89	80	169					5	88	83	171								
"NC"	2006	"BERTIE"	"MITCHELLS 2"	1	168		168					4	145	47	192					5	143	52	195								
"NC"	2006	"BERTIE"	"ROXOBEL"	1	212		212					4	212	34	246					5	209	40	249								
"NC"	2006	"BERTIE"	"SNAKEBITE"	1	160		160					4	167	10	177					5	164	13	177								
"NC"	2006	"BERTIE"	"WHITES"	1	168		168					4	131	112	243					5	124	126	250								
"NC"	2006	"BERTIE"	"WINDSOR 1"	1	525		525					4	464	169	633					5	446	191	637								
"NC"	2006	"BERTIE"	"WINDSOR 2"	1	97		97					4	66	94	160					5	58	107	165								
"NC"	2006	"BERTIE"	"WOODVILLE"	1	201		201					4	201	9	210					5	188	31	219								
"NC"	2006	"BLADEN"	"ABBOTTS"	7	217	36	253					19	196		196					22	208		208								
"NC"	2006	"BLADEN"	"BETHEL"	7	599	205	804					19	567		567					22	701		701								
"NC"	2006	"BLADEN"	"BLADENBORO #1"	7	377	101	478					19	364		364					22	383		383								
"NC"	2006	"BLADEN"	"BLADENBORO #2"	7	519	125	644					19	483		483					22	526		526								
"NC"	2006	"BLADEN"	"BROWN MARSH"	7	389	45	434					19	361		361					22	374		374								
"NC"	2006	"BLADEN"	"CARVERS CREEK"	7	414	19	433					19	403		403					22	403		403								
"NC"	2006	"BLADEN"	"CENTRAL"	7	196	26	222					19	181		181					22	197		197								
"NC"	2006	"BLADEN"	"COLLY"	7	406	81	487					19	390		390					22	416		416								
"NC"	2006	"BLADEN"	"CYPRESS CREEK"	7	139	36	175					19	132		132					22	137		137								
"NC"	2006	"BLADEN"	"ELIZABETHTOWN #1"	7	971	114	1085					19	882		882					22	896		896								
"NC"	2006	"BLADEN"	"ELIZABETHTOWN #2"	7	480	61	541					19	448		448					22	455		455								
"NC"	2006	"BLADEN"	"FRENCHES CREEK"	7	198	33	231					19	182		182					22	189		189								
"NC"	2006	"BLADEN"	"HOLLOW"	7	311	44	355					19	312		312					22	318		318								
"NC"	2006	"BLADEN"	"LAKE CREEK"	7	122	40	162					19	121		121					22	120		120								
"NC"	2006	"BLADEN"	"TURNBULL"	7	175	39	214					19	181		181					22	181		181								
"NC"	2006	"BLADEN"	"WHITE OAK"	7	230	64	294					19	230		230					22	228		228								
"NC"	2006	"BLADEN"	"WHITES CREEK"	7	350	37	387					19	331		331					22	338		338								
"NC"	2006	"BRUNSWICK"	"BELVILLE"	7	1488	712	2200					8	1115	1096	2211					17	826	1392	2218								
"NC"	2006	"BRUNSWICK"	"BOILING SPRING LAKES"	7	806	493	1299					8	494	805	1299					17	335	977	1312								
"NC"	2006	"BRUNSWICK"	"BOLIVIA"	7	368	159	527					8	290	231	521					17	212	312	524								
"NC"	2006	"BRUNSWICK"	"FRYING PAN"	7	1097	509	1606					8	824	791	1615					17	696	922	1618								
"NC"	2006	"BRUNSWICK"	"GRISSETTOWN"	7	1038	521	1559					8	808	754	1562					17	657	913	1570								
"NC"	2006	"BRUNSWICK"	"HOOD CREEK"	7	376	83	459					8	310	144	454					17	250	208	458								
"NC"	2006	"BRUNSWICK"	"LELAND"	7	520	152	672					8	424	249	673					17	333	346	679								
"NC"	2006	"BRUNSWICK"	"LONGWOOD"	7	1039	417	1456					8	833	633	1466					20	711	720	1431	17	17	11	28				
"NC"	2006	"BRUNSWICK"	"MOSQUITO"	7	1312	918	2230					8	654	1594	2248					17	588	1679	2267								
"NC"	2006	"BRUNSWICK"	"OAK ISLAND 1"	7	382	183	565					8	203	364	567					17	154	429	583								
"NC"	2006	"BRUNSWICK"	"OAK ISLAND 2"	7	643	351	994					8	437	558	995					17	269	745	1014								
"NC"	2006	"BRUNSWICK"	"OAK ISLAND 3"	7	674	288	962					8	387	583	970					17	250	726	976								
"NC"	2006	"BRUNSWICK"	"SECESSION 1"	7	735	276	1011					8	558	444	1002					17	574	437	1011								
"NC"	2006	"BRUNSWICK"	"SECESSION 2"	7	763	332	1095					8	569	526	1095					17	511	595	1106								
"NC"	2006	"BRUNSWICK"	"SHALLOTTE"	7	701	224	925					8	575	351	926					17	409	329	738	20	130	55	185				
"NC"	2006	"BRUNSWICK"	"SHINGLETREE 2"	7	807	587	1394					8	667	726	1393					17	562	847	1409								
"NC"	2006	"BRUNSWICK"	"SHINGLETREE I"	7	975	712	1687					8	755	930	1685					17	608	1082	1690								
"NC"	2006	"BRUNSWICK"	"SOUTHPORT 1"	7	719	260	979					8	392	599	991					17	296	699	995								
"NC"	2006	"BRUNSWICK"	"SOUTHPORT 2"	7	825	359	1184					8	413	766	1179					17	341	859	1200								
"NC"	2006	"BRUNSWICK"	"SUPPLY"	7	590	125	715					8	527	202	729					20	302	136	438	17	174	123	297				
"NC"	2006	"BRUNSWICK"	"TOWNCREEK"	7	593	248	841					8	484	362	846					17	345	504	849								
"NC"	2006	"BRUNSWICK"	"WACCAMAW"	7	456	180	636					8	411	227	638					20	439	188	627								
"NC"	2006	"BRUNSWICK"	"WOODBURN"	7	340	52	392					8	286	102	388					17	241	154	395								
"NC"	2006	"BUNCOMBE"	"33.2"	11	224	178	402					49	219	175	394					115	224	174	398								
"NC"	2006	"BUNCOMBE"	"33.3"	11	294	231	525					49	303	219	522					115	316	206	522								
"NC"	2006	"BUNCOMBE"	"38.2"	11	196	266	462					48		311	311					115	255	208	463								
"NC"	2006	"BUNCOMBE"	"38.3"	11	382	424	806					48		527	527					115	442	365	807								
"NC"	2006	"BUNCOMBE"	"60.2"	11	177	95	272					49	186	86	272					115	201	72	273								
"NC"	2006	"BUNCOMBE"	"60.3"	11	464	404	868					49	508	348	856					115	547	317	864								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 1"	11	360	46	406					49	371	29	400					115	377	22	399								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 10"	11	417	48	465					49	427	34	461					115	432	28	460								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 11"	11	264	17	281					49	265	14	279					114	259	17	276								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 12"	11	438	114	552					49	429	119	548					114	427	121	548								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 13"	11	501	133	634					49	509	118	627					114	511	117	628								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 14"	11	624	223	847					49	621	211	832					114	459	151	610	116	154	69	223				
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 15"	11	494	170	664					49	508	149	657					114	499	162	661								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 16"	11	506	190	696					49	520	169	689					114	516	174	690								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 17"	11	451	148	599					49	461	135	596					115	462	131	593								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 18"	11	385	361	746					48		453	453					116	320	421	741								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 19"	11	145	90	235					48		131	131					116	117	111	228								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 2"	11	929	78	1007					49	928	71	999					114	931	65	996								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 20"	11	209	76	285					49	219	62	281					115	222	58	280								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 21"	11	594	334	928					49	620	297	917					115	649	273	922								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 22"	11	363	185	548					49	370	174	544					114	369	171	540								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 23"	11	309	268	577					49	328	240	568					115	358	215	573								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 24"	11	272	252	524					49	161	124	285	48		137	137	116	268	251	519								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 25"	11	429	303	732					49	466	266	732					115	484	243	727								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 26"	11	271	114	385					49	271	111	382					114	279	104	383								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 27"	11	354	205	559					49	372	184	556					114	365	191	556								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 28"	11	580	120	700					49	589	103	692					114	596	103	699								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 29"	11	387	304	691					48		396	396					115	339	222	561	116	65	59	124				
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 3"	11	753	73	826					49	758	65	823					114	758	64	822								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 4"	11	366	124	490					49	378	110	488					114	366	115	481								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 5"	11	441	306	747					49	484	253	737					116	401	333	734								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 6"	11	391	181	572					49	399	166	565					115	417	156	573								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 7"	11	588	138	726					49	599	127	726					115	615	109	724								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 8"	11	674	177	851					49	698	147	845					115	713	134	847								
"NC"	2006	"BUNCOMBE"	"ASHEVILLE 9"	11	616	312	928					49	652	266	918					115	675	242	917								
"NC"	2006	"BUNCOMBE"	"AVERYS CREEK"	11	491	521	1012					48		697	697					116	407	594	1001								
"NC"	2006	"BUNCOMBE"	"BILTMORE FOREST"	11	248	409	657					48		486	486					116	195	458	653								
"NC"	2006	"BUNCOMBE"	"BLACK MOUNTAIN 1"	11	251	250	501					49	280	218	498					115	278	221	499								
"NC"	2006	"BUNCOMBE"	"BLACK MOUNTAIN 3"	11	247	134	381					49	262	115	377					115	259	118	377								
"NC"	2006	"BUNCOMBE"	"BLACK MOUNTAIN 4"	11	324	197	521					49	340	174	514					115	349	166	515								
"NC"	2006	"BUNCOMBE"	"BLACK MOUNTAIN 5"	11	279	257	536					49	275	251	526					115	283	249	532								
"NC"	2006	"BUNCOMBE"	"BROAD RIVER"	11	222	203	425					48		229	229					115	273	147	420								
"NC"	2006	"BUNCOMBE"	"FAIRVIEW 2"	11	549	604	1153					48		683	683					115	676	469	1145								
"NC"	2006	"BUNCOMBE"	"FLAT CREEK"	11	519	660	1179					49	585	588	1173					114	524	640	1164								
"NC"	2006	"BUNCOMBE"	"FRENCH BROAD"	11	329	394	723					49	354	366	720					114	320	404	724								
"NC"	2006	"BUNCOMBE"	"HAZEL 1"	11	311	259	570					49	327	237	564					116	287	281	568								
"NC"	2006	"BUNCOMBE"	"HAZEL 2"	11	198	192	390					49	216	169	385					116	201	182	383								
"NC"	2006	"BUNCOMBE"	"IVY 1"	11	338	313	651					49	348	277	625					114	341	292	633								
"NC"	2006	"BUNCOMBE"	"IVY 2"	11	253	162	415					49	252	162	414					114	239	176	415								
"NC"	2006	"BUNCOMBE"	"LEICESTER 1"	11	374	449	823					49	380	440	820					114	337	478	815								
"NC"	2006	"BUNCOMBE"	"LEICESTER 2"	11	364	344	708					49	371	330	701					114	334	363	697								
"NC"	2006	"BUNCOMBE"	"LIMESTONE 1"	11	442	326	768					48		459	459					116	398	363	761								
"NC"	2006	"BUNCOMBE"	"LIMESTONE 2"	11	422	432	854					48		545	545					116	343	504	847								
"NC"	2006	"BUNCOMBE"	"LIMESTONE 3"	11	514	402	916					48		553	553					116	443	468	911								
"NC"	2006	"BUNCOMBE"	"LIMESTONE 4"	11	408	407	815					48		528	528					116	187	273	460	115	212	134	346				
"NC"	2006	"BUNCOMBE"	"LOWER HOMINY 1"	11	375	435	810					48		549	549					116	361	443	804								
"NC"	2006	"BUNCOMBE"	"LOWER HOMINY 2"	11	518	430	948					49	512	433	945					116	473	469	942								
"NC"	2006	"BUNCOMBE"	"LOWER HOMINY 3"	11	235	208	443					48		263	263					116	235	203	438								
"NC"	2006	"BUNCOMBE"	"NORTH BUNCOMBE"	11	259	257	516					49	266	250	516					114	248	266	514								
"NC"	2006	"BUNCOMBE"	"REEMS CREEK"	11	528	507	1035					49	555	470	1025					114	526	496	1022								
"NC"	2006	"BUNCOMBE"	"RICEVILLE 1"	11	530	447	977					49	554	412	966					115	604	371	975								
"NC"	2006	"BUNCOMBE"	"RICEVILLE 2"	11	420	391	811					49	435	366	801					115	470	334	804								
"NC"	2006	"BUNCOMBE"	"SANDY MUSH"	11	130	95	225					49	138	84	222					114	139	83	222								
"NC"	2006	"BUNCOMBE"	"SWANNANOA 1"	11	274	291	565					49	298	264	562					115	314	251	565								
"NC"	2006	"BUNCOMBE"	"SWANNANOA 2"	11	477	409	886					49	540	343	883					115	559	323	882								
"NC"	2006	"BUNCOMBE"	"SWANNANOA 3"	11	378	163	541					49	393	147	540					115	395	146	541								
"NC"	2006	"BUNCOMBE"	"UPPER HOMINY 1"	11	505	626	1131					48		715	715					116	520	599	1119								
"NC"	2006	"BUNCOMBE"	"UPPER HOMINY 2"	11	369	376	745					49	387	353	740					116	368	376	744								
"NC"	2006	"BUNCOMBE"	"UPPER HOMINY 3"	11	422	503	925					48		599	599					116	403	515	918								
"NC"	2006	"BUNCOMBE"	"WEAVERVILLE"	11	348	313	661					49	357	298	655					114	335	318	653								
"NC"	2006	"BUNCOMBE"	"WEST BUNCOMBE 1"	11	418	442	860					49	443	408	851					116	242	301	543	114	127	166	293				
"NC"	2006	"BUNCOMBE"	"WEST BUNCOMBE 1A"	11	66	73	139					49	73	68	141					114	64	74	138								
"NC"	2006	"BUNCOMBE"	"WEST BUNCOMBE 2"	11	429	437	866					49	459	399	858					116	396	456	852								
"NC"	2006	"BUNCOMBE"	"WOODFIN"	11	351	277	628					49	379	250	629					116	363	266	629								
"NC"	2006	"BUNCOMBE"	"WOODLAND HILLS"	11	603	520	1123					49	629	480	1109					114	580	523	1103								
"NC"	2006	"BURKE"	"CHESTERFIELD"	10	272	342	614					44		347	347					86	303	322	625								
