state	year	county	precinct	cd	g2006_USH_dv	g2006_USH_rv	g2006_USH_tv	cd2	g2006_USH_dv2	g2006_USH_rv2	g2006_USH_tv2	sd	g2006_STS_dv	g2006_STS_rv	g2006_STS_tv	sd2	g2006_STS_dv2	g2006_STS_rv2	g2006_STS_tv2	ld	g2006_STH_dv	g2006_STH_rv	g2006_STH_tv	ld2	g2006_STH_dv2	g2006_STH_rv2	g2006_STH_tv2	ld3	g2006_STH_dv3	g2006_STH_rv3	g2006_STH_tv3
"NC"	2006	"JACKSON"	"SYLVA-NORTH WD"	11	256	147	403					50	305	111	416					119	279	139	418								
"NC"	2006	"JACKSON"	"SYLVA-SOUTH WD"	11	492	279	771					50	580	216	796					119	537	256	793								
"NC"	2006	"JACKSON"	"WEBSTER"	11	378	195	573					50	436	157	593					119	417	177	594								
"NC"	2006	"JOHNSTON"	"ARCHERS LODGE"	2	490	545	1035					12	373	666	1039					26		771	771								
"NC"	2006	"JOHNSTON"	"BENTONVILLE"	2	321	101	422					12	163	250	413					28		308	308								
"NC"	2006	"JOHNSTON"	"EAST CLAYTON"	2	491	522	1013					12	362	648	1010					26		773	773								
"NC"	2006	"JOHNSTON"	"EAST INGRAMS"	2	507	253	760					12	223	521	744					28		581	581								
"NC"	2006	"JOHNSTON"	"EAST SELMA"	2	447	145	592					12	306	278	584					26		358	358								
"NC"	2006	"JOHNSTON"	"EAST SMITHFIELD"	2	571	115	686					12	430	244	674					26		173	173	28		163	163				
"NC"	2006	"JOHNSTON"	"FLOWERS PLANTATION"	2	537	546	1083					12	391	690	1081					26		806	806								
"NC"	2006	"JOHNSTON"	"MICRO"	2	333	204	537					12	161	367	528					26		423	423								
"NC"	2006	"JOHNSTON"	"NORTH BANNER"	2	217	161	378					12	119	251	370					28		286	286								
"NC"	2006	"JOHNSTON"	"NORTH BEULAH"	2	226	138	364					12	118	240	358					26		285	285								
"NC"	2006	"JOHNSTON"	"NORTH BOON HILL"	2	540	316	856					12	246	596	842					28		622	622								
"NC"	2006	"JOHNSTON"	"NORTH CLAYTON"	2	635	432	1067					12	469	599	1068					26		689	689								
"NC"	2006	"JOHNSTON"	"NORTH CLEVELAND"	2	704	648	1352					12	467	871	1338					28		954	954								
"NC"	2006	"JOHNSTON"	"NORTH ELEVATION"	2	326	259	585					12	180	402	582					28		468	468								
"NC"	2006	"JOHNSTON"	"NORTH MEADOW"	2	198	130	328					12	93	236	329					28		266	266								
"NC"	2006	"JOHNSTON"	"NORTH ONEALS"	2	347	271	618					12	238	378	616					26		461	461								
"NC"	2006	"JOHNSTON"	"NORTH PLEASANT GROVE"	2	584	661	1245					12	368	869	1237					28		974	974								
"NC"	2006	"JOHNSTON"	"NORTH SMITHFIELD"	2	620	377	997					12	386	601	987					26		683	683								
"NC"	2006	"JOHNSTON"	"NORTH WILDERS"	2	287	263	550					12	197	356	553					26		423	423								
"NC"	2006	"JOHNSTON"	"ONE STOP"	2	1837	1023	2860					12	1194	1660	2854					26		1245	1245	28		726	726				
"NC"	2006	"JOHNSTON"	"PINE LEVEL"	2	628	307	935					12	285	641	926					26		706	706	28		56	56				
"NC"	2006	"JOHNSTON"	"SOUTH BANNER"	2	190	92	282					12	88	187	275					28		198	198								
"NC"	2006	"JOHNSTON"	"SOUTH BEULAH"	2	349	186	535					12	190	335	525					26		415	415								
"NC"	2006	"JOHNSTON"	"SOUTH BOON HILL"	2	336	247	583					12	156	423	579					28		465	465								
"NC"	2006	"JOHNSTON"	"SOUTH CLAYTON"	2	548	429	977					12	458	519	977					26		639	639								
"NC"	2006	"JOHNSTON"	"SOUTH ELEVATION"	2	269	268	537					12	142	388	530					28		455	455								
"NC"	2006	"JOHNSTON"	"SOUTH MEADOW"	2	192	181	373					12	106	262	368					28		296	296								
"NC"	2006	"JOHNSTON"	"SOUTH ONEALS"	2	337	329	666					12	178	489	667					26		540	540								
"NC"	2006	"JOHNSTON"	"SOUTH PLEASANT GROVE"	2	354	407	761					12	214	543	757					28		624	624								
"NC"	2006	"JOHNSTON"	"SOUTH SMITHFIELD"	2	692	331	1023					12	344	670	1014					26		514	514	28		272	272				
"NC"	2006	"JOHNSTON"	"SOUTHEAST CLEVELAND"	2	304	281	585					12	217	362	579					28		398	398								
"NC"	2006	"JOHNSTON"	"SOUTHWEST CLEVELAND"	2	451	364	815					12	329	482	811					28		589	589								
"NC"	2006	"JOHNSTON"	"WEST BANNER"	2	389	244	633					12	195	421	616					28		508	508								
"NC"	2006	"JOHNSTON"	"WEST CLAYTON 1"	2	418	255	673					12	328	344	672					26		433	433								
"NC"	2006	"JOHNSTON"	"WEST CLAYTON 2"	2	481	397	878					12	391	480	871					26		619	619								
"NC"	2006	"JOHNSTON"	"WEST INGRAMS"	2	354	179	533					12	194	331	525					28		394	394								
"NC"	2006	"JOHNSTON"	"WEST SELMA"	2	384	184	568					12	250	320	570					26		360	360								
"NC"	2006	"JOHNSTON"	"WILSONS MILLS"	2	417	225	642					12	268	378	646					26		449	449								
"NC"	2006	"JONES"	"BEAVER CREEK"	3	88	132	220					6	98	120	218					13	100	108	208								
"NC"	2006	"JONES"	"CHINQUAPIN"	3	33	143	176					6	37	130	167					13	33	124	157								
"NC"	2006	"JONES"	"CYPRESS CREEK"	3	46	201	247					6	58	185	243					13	66	165	231								
"NC"	2006	"JONES"	"POLLOCKSVILLE"	1	483		483	3	9	24	33	6	311	408	719					13	305	385	690								
"NC"	2006	"JONES"	"TRENTON"	1	534		534					6	379	278	657					13	358	279	637								
"NC"	2006	"JONES"	"TUCKAHOE"	3	64	159	223					6	77	146	223					13	77	139	216								
"NC"	2006	"JONES"	"WHITE OAK"	1	331		331					6	183	271	454					13	182	261	443								
"NC"	2006	"LEE"	"CAPE FEAR"	2	557	248	805					18	542		542					51	446	360	806								
"NC"	2006	"LEE"	"CUMNOCK"	2	352	199	551					18	347		347					51	320	240	560								
"NC"	2006	"LEE"	"DEEP RIVER"	2	311	200	511					18	324		324					51	309	202	511								
"NC"	2006	"LEE"	"EAST JONESBORO"	2	428	275	703					18	424		424					51	358	350	708								
"NC"	2006	"LEE"	"EAST POCKET"	2	380	266	646					18	389		389					51	370	285	655								
"NC"	2006	"LEE"	"EAST SANFORD"	2	407	120	527					18	386		386					51	369	163	532								
"NC"	2006	"LEE"	"GREENWOOD"	2	663	464	1127					18	685		685					51	540	578	1118								
"NC"	2006	"LEE"	"WEST JONESBORO"	2	617	211	828					18	621		621					51	538	286	824								
"NC"	2006	"LEE"	"WEST POCKET"	2	257	204	461					18	274		274					51	226	243	469								
"NC"	2006	"LEE"	"WEST SANFORD #1"	2	405	184	589					18	424		424					51	399	195	594								
"NC"	2006	"LEE"	"WEST SANFORD #2"	2	381	261	642					18	408		408					51	341	302	643								
"NC"	2006	"LEE"	"WEST SANFORD #3"	2	367	190	557					18	376		376					51	338	218	556								
"NC"	2006	"LEE"	"WEST SANFORD #4"	2	507	319	826					18	517		517					51	481	348	829								
"NC"	2006	"LENOIR"	"CONTENTNEA"	1	325		325					10	289	190	479					10	306	199	505								
"NC"	2006	"LENOIR"	"FALLING CREEK"	3	247	1024	1271					10	656	679	1335					10	586	739	1325	12	10	19	29				
"NC"	2006	"LENOIR"	"INSTITUTE"	3	113	290	403					10	213	202	415					10	224	198	422								
"NC"	2006	"LENOIR"	"KINSTON -1"	1	144		144					10	143	2	145					12	144	1	145								
"NC"	2006	"LENOIR"	"KINSTON-2"	1	240		240					10	238	8	246					12	245	10	255								
"NC"	2006	"LENOIR"	"KINSTON-3"	1	224		224					10	229	89	318					12	184	103	287	10	30	7	37				
"NC"	2006	"LENOIR"	"KINSTON-4"	3	335	825	1160					10	721	474	1195					10	918	287	1205	12	16	3	19				
"NC"	2006	"LENOIR"	"KINSTON-5"	1	336		336					10	339	116	455					12	173	65	238	10	176	56	232				
"NC"	2006	"LENOIR"	"KINSTON-6"	1	469		469					10	459	65	524					12	457	64	521	10	10	10	20				
"NC"	2006	"LENOIR"	"KINSTON-7"	1	469		469					10	465	67	532					12	475	78	553								
"NC"	2006	"LENOIR"	"KINSTON-8"	1	413		413					10	409	8	417					12	411	7	418								
"NC"	2006	"LENOIR"	"KINSTON-9"	3	316	404	720					10	516	223	739					12	445	289	734								
"NC"	2006	"LENOIR"	"MOSELEY HALL"	1	685		685					10	682	357	1039					10	689	400	1089								
"NC"	2006	"LENOIR"	"NEUSE"	3	207	631	838					10	505	382	887					10	338	387	725	12	86	78	164				
"NC"	2006	"LENOIR"	"PINK HILL-1"	3	36	166	202					10	136	74	210					10	105	106	211								
"NC"	2006	"LENOIR"	"PINK HILL-2"	3	71	203	274					10	186	139	325					10	155	170	325								
"NC"	2006	"LENOIR"	"SANDHILL"	1	111		111					10	112	98	210					12	47	88	135	10	49	35	84				
"NC"	2006	"LENOIR"	"SOUTHWEST"	3	66	237	303					10	168	157	325					10	157	147	304	12	7	15	22				
"NC"	2006	"LENOIR"	"TRENT-1"	3	72	323	395					10	246	174	420					10	231	198	429								
"NC"	2006	"LENOIR"	"TRENT-2"	3	46	250	296					10	190	115	305					10	145	165	310								
"NC"	2006	"LENOIR"	"VANCE"	1	373		373					10	359	219	578					10	221	171	392	12	113	87	200				
"NC"	2006	"LENOIR"	"WOODINGTON"	3	77	243	320					10	193	155	348					10	188	161	349								
"NC"	2006	"LINCOLN"	"ASBURY"	10	268	514	782					41		575	575					97		577	577								
"NC"	2006	"LINCOLN"	"BOGER CITY"	10	130	179	309					41		228	228					97		231	231								
"NC"	2006	"LINCOLN"	"BUFFALO SHOALS"	10	201	332	533					41		363	363					97		356	356								
"NC"	2006	"LINCOLN"	"COWANS FORD"	10	144	352	496					41		423	423					97		297	297								
"NC"	2006	"LINCOLN"	"CROUSE"	10	179	128	307					41		154	154					97		164	164								
"NC"	2006	"LINCOLN"	"DANIELS/VALE"	10	334	510	844					41		567	567					97		605	605								
"NC"	2006	"LINCOLN"	"DENVER"	10	221	388	609					41		470	470					97		365	365								
"NC"	2006	"LINCOLN"	"DENVER WEST"	10	214	349	563					41		422	422					97		355	355								
"NC"	2006	"LINCOLN"	"HEAVNERS"	10	334	410	744					41		498	498					97		538	538								
"NC"	2006	"LINCOLN"	"HICKORY GROVE"	10	172	229	401					41		264	264					97		263	263								
"NC"	2006	"LINCOLN"	"IRON STATION"	10	220	389	609					41		446	446					97		433	433								
"NC"	2006	"LINCOLN"	"IRON STATION SOUTH"	10	140	344	484					41		361	361					97		361	361								
"NC"	2006	"LINCOLN"	"LINCOLNTON/NORTH"	10	280	245	525					41		314	314					97		322	322								
"NC"	2006	"LINCOLN"	"LINCOLNTON/SOUTH"	10	236	239	475					41		280	280					97		293	293								
"NC"	2006	"LINCOLN"	"LITHIA"	10	205	299	504					41		363	363					97		367	367								
"NC"	2006	"LINCOLN"	"LONG SHOALS"	10	186	322	508					41		367	367					97		365	365								
"NC"	2006	"LINCOLN"	"LOVE MEMORIAL"	10	211	240	451					41		277	277					97		289	289								
"NC"	2006	"LINCOLN"	"LOWESVILLE"	10	328	554	882					41		693	693					97		543	543								
"NC"	2006	"LINCOLN"	"LOWESVILLE WEST"	10	97	168	265					41		187	187					97		177	177								
"NC"	2006	"LINCOLN"	"NORTH BROOK"	10	403	501	904					41		563	563					97		611	611								
"NC"	2006	"LINCOLN"	"NORTH BROOK III"	10	127	340	467					41		350	350					97		378	378								
"NC"	2006	"LINCOLN"	"OAK GROVE"	10	186	268	454					41		306	306					97		316	316								
"NC"	2006	"LINCOLN"	"ORE BANK"	10	152	434	586					41		462	462					97		451	451								
"NC"	2006	"LINCOLN"	"PUMPKIN CENTER"	10	168	440	608					41		481	481					97		457	457								
"NC"	2006	"LINCOLN"	"SALEM"	10	203	369	572					41		419	419					97		417	417								
"NC"	2006	"LINCOLN"	"TRIANGLE"	10	120	164	284					41		201	201					97		158	158								
"NC"	2006	"LINCOLN"	"TRIANGLE EAST"	10	240	499	739					41		584	584					97		446	446								
"NC"	2006	"LINCOLN"	"WESTPORT"	10	451	859	1310					41		1071	1071					97		730	730								
"NC"	2006	"MACON"	"BURNINGTOWN"	11	115	177	292					50	145	149	294					120		220	220								
"NC"	2006	"MACON"	"CARTOOGECHAYE"	11	283	276	559					50	325	240	565					120		395	395								
"NC"	2006	"MACON"	"COWEE"	11	263	253	516					50	298	223	521					119	267	248	515								
"NC"	2006	"MACON"	"EAST FRANKLIN"	11	322	254	576					50	336	231	567					120		367	367								
"NC"	2006	"MACON"	"ELLIJAY"	11	277	255	532					50	305	234	539					120		359	359								
"NC"	2006	"MACON"	"FLATS"	11	111	78	189					50	116	74	190					120		111	111								
"NC"	2006	"MACON"	"HIGHLANDS"	11	456	508	964					50	504	461	965					120		631	631								
"NC"	2006	"MACON"	"IOTLA"	11	243	202	445					50	247	201	448					119	207	235	442								
"NC"	2006	"MACON"	"MILLSHOAL"	11	236	229	465					50	255	210	465					119	156	155	311	120		116	116				
"NC"	2006	"MACON"	"NANTAHALA"	11	95	162	257					50	120	137	257					120		193	193								
"NC"	2006	"MACON"	"NORTH FRANKLIN"	11	253	224	477					50	281	199	480					119	117	87	204	120		190	190				
"NC"	2006	"MACON"	"SMITHBRIDGE"	11	398	372	770					50	440	329	769					120		530	530								
"NC"	2006	"MACON"	"SOUTH FRANKLIN"	11	202	159	361					50	228	138	366					120		250	250								
"NC"	2006	"MACON"	"SUGARFORK"	11	66	92	158					50	83	77	160					120		118	118								
"NC"	2006	"MACON"	"UNION"	11	348	301	649					50	388	262	650					120		433	433								
"NC"	2006	"MADISON"	"BEECH GLEN"	11	592	632	1224					47	574	630	1204					118	789	343	1132								
"NC"	2006	"MADISON"	"EBBS CHAPEL"	11	289	346	635					47	268	336	604					118	337	218	555								
"NC"	2006	"MADISON"	"GRAPEVINE"	11	327	260	587					47	302	269	571					118	401	148	549								
"NC"	2006	"MADISON"	"HOT SPRINGS"	11	338	198	536					47	322	208	530					118	370	137	507								
"NC"	2006	"MADISON"	"LAUREL"	11	301	208	509					47	293	197	490					118	340	132	472								
"NC"	2006	"MADISON"	"MARS HILL"	11	862	777	1639					47	815	784	1599					118	1146	386	1532								
"NC"	2006	"MADISON"	"NORTH MARSHALL"	11	762	580	1342					47	733	596	1329					118	892	365	1257								
"NC"	2006	"MADISON"	"REVERE-RICE COVE"	11	112	39	151					47	108	38	146					118	114	29	143								
"NC"	2006	"MADISON"	"SANDY MUSH"	11	133	103	236					47	136	100	236					118	157	70	227								
"NC"	2006	"MADISON"	"SOUTH MARSHALL"	11	340	211	551					47	325	217	542					118	365	150	515								
"NC"	2006	"MADISON"	"SPRING CREEK"	11	320	161	481					47	318	153	471					118	346	111	457								
"NC"	2006	"MADISON"	"WALNUT"	11	383	371	754					47	363	373	736					118	452	246	698								
"NC"	2006	"MARTIN"	"BEAR GRASS"	1	255		255					3	294		294					8	307		307								
"NC"	2006	"MARTIN"	"CROSS ROADS"	1	192		192					3	209		209					8	205		205								
"NC"	2006	"MARTIN"	"GOOSENEST"	1	212		212					3	247		247					8	252		252								
"NC"	2006	"MARTIN"	"GRIFFINS"	1	186		186					3	217		217					8	219		219								
"NC"	2006	"MARTIN"	"HAMILTON"	1	226		226					3	259		259					8	256		256								
"NC"	2006	"MARTIN"	"HASSELL"	1	63		63					3	70		70					8	73		73								
"NC"	2006	"MARTIN"	"JAMESVILLE"	1	409		409					3	421		421					8	423		423								
"NC"	2006	"MARTIN"	"POPLAR POINT"	1	57		57					3	62		62					8	63		63								
"NC"	2006	"MARTIN"	"ROBERSONVILLE 1"	1	250		250					3	263		263					8	273		273								
"NC"	2006	"MARTIN"	"ROBERSONVILLE 2"	1	301		301					3	326		326					8	345		345								
"NC"	2006	"MARTIN"	"WILLIAMS"	1	168		168					3	181		181					8	184		184								
"NC"	2006	"MARTIN"	"WILLIAMSTON 1"	1	464		464					3	505		505					8	513		513								
"NC"	2006	"MARTIN"	"WILLIAMSTON 2"	1	637		637					3	676		676					8	683		683								
"NC"	2006	"MCDOWELL"	"CROOKED CREEK"	11	270	374	644					47	276	369	645					85	284	360	644								
"NC"	2006	"MCDOWELL"	"DYSARTSVILLE"	11	243	209	452					47	246	207	453					85	237	220	457								
"NC"	2006	"MCDOWELL"	"GLENWOOD"	11	270	284	554					47	244	304	548					85	239	314	553								
"NC"	2006	"MCDOWELL"	"HIGGINS"	11	191	127	318					47	168	147	315					85	184	134	318								
"NC"	2006	"MCDOWELL"	"MARION #1"	11	297	365	662					47	275	375	650					85	301	355	656								
"NC"	2006	"MCDOWELL"	"MARION #2"	11	246	164	410					47	258	148	406					85	271	142	413								
"NC"	2006	"MCDOWELL"	"MARION #3"	11	105	114	219					47	105	113	218					85	129	93	222								
"NC"	2006	"MCDOWELL"	"MARION #4"	11	124	102	226					47	122	105	227					85	125	98	223								
"NC"	2006	"MCDOWELL"	"MARION #5"	11	121	130	251					47	118	129	247					85	137	111	248								
"NC"	2006	"MCDOWELL"	"MONTFORD COVE"	11	199	317	516					47	207	312	519					85	212	309	521								
"NC"	2006	"MCDOWELL"	"NEBO"	11	390	377	767					47	397	371	768					85	412	359	771								
"NC"	2006	"MCDOWELL"	"NORTH COVE"	11	111	164	275					47	115	159	274					85	125	150	275								
"NC"	2006	"MCDOWELL"	"OLD FORT #1"	11	182	225	407					47	207	198	405					85	194	212	406								
"NC"	2006	"MCDOWELL"	"OLD FORT #2"	11	187	194	381					47	183	197	380					85	192	188	380								
"NC"	2006	"MCDOWELL"	"PLEASANT GARDENS"	11	277	373	650					47	265	376	641					85	267	388	655								
"NC"	2006	"MCDOWELL"	"TURKEY COVE #17"	11	100	175	275					47	92	179	271					85	97	177	274								
"NC"	2006	"MCDOWELL"	"WEST MARION #7"	11	339	402	741					47	329	414	743					85	350	392	742								
"NC"	2006	"MECKLENBURG"	"PCT 1"	9	253	327	580					37	364		364					102	388		388								
"NC"	2006	"MECKLENBURG"	"PCT 10"	9	427	273	700					37	502		502					106	519		519								
"NC"	2006	"MECKLENBURG"	"PCT 100"	9	330	555	885					39		605	605					105		589	589								
"NC"	2006	"MECKLENBURG"	"PCT 101"	9	285	580	865					39		632	632					104	299	586	885								
"NC"	2006	"MECKLENBURG"	"PCT 102"	9	391	382	773					37	498		498					103	433	344	777								
"NC"	2006	"MECKLENBURG"	"PCT 103"	9	488	832	1320					39		918	918					105		882	882								
"NC"	2006	"MECKLENBURG"	"PCT 104"	12	642	102	744					40	671	86	757					99	621		621								
"NC"	2006	"MECKLENBURG"	"PCT 105"	12	460	170	630					40	469	168	637					99	471		471								
"NC"	2006	"MECKLENBURG"	"PCT 106"	9	315	517	832					39		559	559					100	175	435	610	104	77	139	216				
"NC"	2006	"MECKLENBURG"	"PCT 107"	12	552	237	789					40	584	220	804					99	587		587								
"NC"	2006	"MECKLENBURG"	"PCT 108"	8	331	88	419					37	349		349					100	313	109	422								
"NC"	2006	"MECKLENBURG"	"PCT 109"	8	428	163	591					37	475		475					102	459		459								
"NC"	2006	"MECKLENBURG"	"PCT 11"	12	812	254	1066					38	842		842					101	811		811								
"NC"	2006	"MECKLENBURG"	"PCT 110"	9	185	407	592					39		449	449					104	172	424	596								
"NC"	2006	"MECKLENBURG"	"PCT 111"	9	361	623	984					39		720	720					104	324	681	1005								
"NC"	2006	"MECKLENBURG"	"PCT 112"	9	204	613	817					39		647	647					105		615	615								
"NC"	2006	"MECKLENBURG"	"PCT 113"	9	359	819	1178					39		881	881					105		851	851								
"NC"	2006	"MECKLENBURG"	"PCT 114"	9	347	716	1063					39		785	785					104	336	737	1073								
"NC"	2006	"MECKLENBURG"	"PCT 115"	9	217	213	430					37	278		278					103	242	190	432								
"NC"	2006	"MECKLENBURG"	"PCT 116"	9	251	163	414					37	307		307					103	286	126	412								
"NC"	2006	"MECKLENBURG"	"PCT 117"	8	284	197	481					37	317		317					100	252	227	479								
"NC"	2006	"MECKLENBURG"	"PCT 118"	9	270	556	826					39		604	604					105		577	577								
"NC"	2006	"MECKLENBURG"	"PCT 119"	9	228	352	580					39		376	376					104	216	374	590								
"NC"	2006	"MECKLENBURG"	"PCT 12"	12	302	21	323					38	304		304					101	291		291								
"NC"	2006	"MECKLENBURG"	"PCT 120"	9	204	112	316					38	234		234					106	243		243								
"NC"	2006	"MECKLENBURG"	"PCT 121"	9	460	1036	1496					39		1121	1121					105		1081	1081								
"NC"	2006	"MECKLENBURG"	"PCT 122"	9	496	712	1208					38	695		695					107	694		694								
"NC"	2006	"MECKLENBURG"	"PCT 123"	8	372	184	556					37	401		401					99	403		403								
"NC"	2006	"MECKLENBURG"	"PCT 124"	8	458	142	600					37	493		493					100	437	171	608								
"NC"	2006	"MECKLENBURG"	"PCT 125"	9	193	154	347					37	237		237					100	191	163	354								
"NC"	2006	"MECKLENBURG"	"PCT 126"	12	420	182	602					40	443	166	609					99	427		427								
"NC"	2006	"MECKLENBURG"	"PCT 127"	12	542	684	1226					40	547	700	1247					98		873	873								
"NC"	2006	"MECKLENBURG"	"PCT 128"	9	438	478	916					40	529	409	938					98		549	549								
"NC"	2006	"MECKLENBURG"	"PCT 129"	9	86	109	195					39		118	118					104	49	47	96	107	56		56				
"NC"	2006	"MECKLENBURG"	"PCT 13"	12	303	96	399					38	312		312					102	309		309								
"NC"	2006	"MECKLENBURG"	"PCT 130"	8	260	162	422					37	293		293					100	210	228	438								
"NC"	2006	"MECKLENBURG"	"PCT 131"	9	215	480	695					39		501	501					105		480	480								
"NC"	2006	"MECKLENBURG"	"PCT 132"	12	330	188	518					40	345	188	533					99	353		353	102	8		8				
"NC"	2006	"MECKLENBURG"	"PCT 133"	9	327	719	1046					40	393	658	1051					98		796	796								
"NC"	2006	"MECKLENBURG"	"PCT 134"	9	486	785	1271					38	652		652					99	471		471	98		249	249				
"NC"	2006	"MECKLENBURG"	"PCT 135"	12	610	197	807					40	647	190	837					99	642		642	101	2		2				
"NC"	2006	"MECKLENBURG"	"PCT 136"	9	167	464	631					39		495	495					103	194	437	631								
"NC"	2006	"MECKLENBURG"	"PCT 137"	9	331	980	1311					39		1065	1065					105		1026	1026								
"NC"	2006	"MECKLENBURG"	"PCT 138"	12	228	139	367					38	251		251					106	246		246								
"NC"	2006	"MECKLENBURG"	"PCT 139"	9	264	561	825					39		603	603					105		582	582								
"NC"	2006	"MECKLENBURG"	"PCT 14"	12	352	19	371					40	363	18	381					102	346		346								
"NC"	2006	"MECKLENBURG"	"PCT 140"	9	479	904	1383					39		1003	1003					105		961	961								
"NC"	2006	"MECKLENBURG"	"PCT 141"	8	143	47	190					40	145	39	184					99	153		153								
"NC"	2006	"MECKLENBURG"	"PCT 142"	9	327	669	996					40	407	613	1020					98		735	735								
"NC"	2006	"MECKLENBURG"	"PCT 143"	9	486	894	1380					40	569	828	1397					98		1013	1013								
"NC"	2006	"MECKLENBURG"	"PCT 144"	9	388	710	1098					39		769	769					105		733	733								
"NC"	2006	"MECKLENBURG"	"PCT 145"	12	1037	1040	2077					40	1080	1040	2120					98		1356	1356								
"NC"	2006	"MECKLENBURG"	"PCT 146"	12	628	211	839					40	670	192	862					99	679		679								
"NC"	2006	"MECKLENBURG"	"PCT 147"	12	510	136	646					38	534		534					106	519		519								
"NC"	2006	"MECKLENBURG"	"PCT 148"	9	504	836	1340					39		944	944					105		917	917								
"NC"	2006	"MECKLENBURG"	"PCT 149"	8	631	234	865					40	661	220	881					99	672		672								
"NC"	2006	"MECKLENBURG"	"PCT 15"	8	742	234	976					37	778		778					102	776		776								
"NC"	2006	"MECKLENBURG"	"PCT 150"	9	292	324	616					38	370		370					98		190	190	101	140		140				
"NC"	2006	"MECKLENBURG"	"PCT 151"	9	466	269	735					40	538	214	752					98		334	334								
"NC"	2006	"MECKLENBURG"	"PCT 16"	12	966	27	993					38	966		966					107	957		957								
"NC"	2006	"MECKLENBURG"	"PCT 17"	8	255	41	296					37	259		259					102	259		259								
"NC"	2006	"MECKLENBURG"	"PCT 18"	9	206	574	780					37	401		401					106	418		418								
"NC"	2006	"MECKLENBURG"	"PCT 19"	9	285	400	685					39		434	434					104	254	435	689								
"NC"	2006	"MECKLENBURG"	"PCT 2"	8	491	169	660					37	529		529					102	527		527								
"NC"	2006	"MECKLENBURG"	"PCT 20"	9	424	378	802					37	506		506					106	513		513								
"NC"	2006	"MECKLENBURG"	"PCT 200"	12	117	131	248	9	31	51	82	38	159		159					107	97		97	101	65		65				
"NC"	2006	"MECKLENBURG"	"PCT 201"	9	638	634	1272					35		693	693					103	720	552	1272								
"NC"	2006	"MECKLENBURG"	"PCT 202"	9	518	766	1284					40	613	680	1293					98		884	884								
"NC"	2006	"MECKLENBURG"	"PCT 203"	9	453	420	873					37	573		573					103	525	345	870								
"NC"	2006	"MECKLENBURG"	"PCT 204"	8	581	217	798					40	629	189	818					99	619		619								
"NC"	2006	"MECKLENBURG"	"PCT 205"	8	382	374	756					37	412		412					99	410		410								
"NC"	2006	"MECKLENBURG"	"PCT 206"	12	836	463	1299					40	843	460	1303					98		673	673								
"NC"	2006	"MECKLENBURG"	"PCT 207"	9	327	713	1040					40	388	655	1043					98		750	750	99	22		22				
"NC"	2006	"MECKLENBURG"	"PCT 208"	9	418	959	1377					40	491	888	1379					98		1064	1064								
"NC"	2006	"MECKLENBURG"	"PCT 209"	9	416	639	1055					38	525		525					98		655	655	99	10		10				
"NC"	2006	"MECKLENBURG"	"PCT 21"	9	335	253	588					37	406		406					106	415		415								
"NC"	2006	"MECKLENBURG"	"PCT 210"	12	1180	163	1343					38	1198		1198					101	1135		1135								
"NC"	2006	"MECKLENBURG"	"PCT 211"	12	831	419	1250					38	891		891	40	9	4	13	99	452		452	98		165	165	101	201		201
"NC"	2006	"MECKLENBURG"	"PCT 212"	12	1018	409	1427					40	1035	403	1438					99	1064		1064								
"NC"	2006	"MECKLENBURG"	"PCT 213"	12	486	191	677					40	507	186	693					101	511		511								
"NC"	2006	"MECKLENBURG"	"PCT 214"	9	462	381	843					40	550	322	872					98		466	466								
"NC"	2006	"MECKLENBURG"	"PCT 215"	9	283	611	894					39		652	652					103	324	582	906								
"NC"	2006	"MECKLENBURG"	"PCT 216"	9	453	768	1221					35		796	796					103	529	703	1232								
"NC"	2006	"MECKLENBURG"	"PCT 217"	9	249	505	754					39		538	538					100	227	402	629	103	57	81	138				
"NC"	2006	"MECKLENBURG"	"PCT 218"	9	254	670	924					35		649	649					103	278	645	923								
"NC"	2006	"MECKLENBURG"	"PCT 219"	9	185	436	621					35		415	415					103	216	411	627								
"NC"	2006	"MECKLENBURG"	"PCT 22"	12	380	62	442					38	384		384					107	378		378								
"NC"	2006	"MECKLENBURG"	"PCT 220"	9	235	579	814					35		581	581					103	284	549	833								
"NC"	2006	"MECKLENBURG"	"PCT 221"	9	313	931	1244					35		903	903					103	384	867	1251								
"NC"	2006	"MECKLENBURG"	"PCT 222"	9	476	500	976					38	582		582					101	583		583								
"NC"	2006	"MECKLENBURG"	"PCT 223"	9	526	677	1203					38	706		706					98		609	609	101	206		206				
"NC"	2006	"MECKLENBURG"	"PCT 224"	9	176	336	512					38	242		242					101	246		246								
"NC"	2006	"MECKLENBURG"	"PCT 225"	9	127	232	359	12	0	1	1	39		229	229	38	1		1	107	190		190								
"NC"	2006	"MECKLENBURG"	"PCT 226"	9	367	602	969					39		682	682					105		645	645								
"NC"	2006	"MECKLENBURG"	"PCT 227"	9	494	886	1380					39		953	953					105		928	928								
"NC"	2006	"MECKLENBURG"	"PCT 228"	12	394	278	672	9	0	1	1	38	423		423					107	429		429								
"NC"	2006	"MECKLENBURG"	"PCT 229"	9	382	748	1130					38	586		586					107	582		582								
"NC"	2006	"MECKLENBURG"	"PCT 23"	12	235	40	275					38	232		232					107	231		231								
"NC"	2006	"MECKLENBURG"	"PCT 230"	9	436	475	911					38	578		578					107	574		574								
