state	year	county	precinct	g2010_USS_dv	g2010_USS_rv	g2010_USS_tv	g2010_USH_dv	g2010_USH_rv	g2010_USH_tv	g2010_SOS_dv	g2010_SOS_rv	g2010_SOS_tv	g2010_ATG_dv	g2010_ATG_rv	g2010_ATG_tv
"ND"	2010	"Stark"	"South Heart"	88	317	405	148	262	410	138	271	409	108	305	413
"ND"	2010	"Stark"	"Stark County Courthouse"	151	783	934	328	613	941	246	686	932	189	756	945
"ND"	2010	"Stark"	"Taylor"	28	144	172	41	133	174	34	139	173	23	150	173
"ND"	2010	"Steele"	"1"	61	89	150	102	47	149	85	62	147	66	84	150
"ND"	2010	"Steele"	"2"	68	175	243	138	102	240	105	137	242	73	171	244
"ND"	2010	"Steele"	"3"	52	146	198	110	91	201	81	117	198	47	155	202
"ND"	2010	"Steele"	"4"	89	167	256	161	98	259	127	129	256	95	161	256
"ND"	2010	"Steele"	"5"	23	25	48	32	16	48	26	21	47	23	24	47
"ND"	2010	"Stutsman"	"P1"	39	190	229	112	124	236	77	149	226	64	164	228
"ND"	2010	"Stutsman"	"J1"	205	720	925	451	479	930	339	581	920	239	691	930
"ND"	2010	"Stutsman"	"J2"	212	875	1087	523	559	1082	382	669	1051	262	811	1073
"ND"	2010	"Stutsman"	"J3"	184	661	845	394	447	841	295	523	818	218	619	837
"ND"	2010	"Stutsman"	"J4"	135	615	750	344	400	744	255	478	733	171	573	744
"ND"	2010	"Stutsman"	"J5"	205	662	867	456	417	873	347	507	854	249	622	871
"ND"	2010	"Stutsman"	"J6"	180	508	688	344	361	705	306	383	689	231	469	700
"ND"	2010	"Stutsman"	"P2"	41	111	152	91	70	161	72	86	158	60	101	161
"ND"	2010	"Stutsman"	"P3"	102	349	451	225	224	449	168	264	432	131	313	444
"ND"	2010	"Stutsman"	"P4"	120	485	605	256	348	604	205	380	585	172	430	602
"ND"	2010	"Stutsman"	"P5"	79	376	455	151	305	456	141	309	450	107	348	455
"ND"	2010	"Stutsman"	"P6"	94	459	553	224	321	545	169	363	532	122	412	534
"ND"	2010	"Towner"	"Cando"	115	501	616	286	336	622	210	393	603	146	470	616
"ND"	2010	"Towner"	"Egeland"	53	136	189	119	69	188	79	104	183	65	115	180
"ND"	2010	"Towner"	"Rocklake"	79	130	209	145	66	211	116	90	206	80	129	209
"ND"	2010	"Traill"	"1"	44	77	121	71	53	124	60	63	123	45	77	122
"ND"	2010	"Traill"	"10"	59	272	331	154	180	334	108	221	329	71	263	334
"ND"	2010	"Traill"	"11"	83	223	306	176	130	306	134	169	303	87	220	307
"ND"	2010	"Traill"	"12"	87	283	370	207	168	375	154	219	373	97	280	377
"ND"	2010	"Traill"	"13"	95	212	307	192	116	308	156	150	306	94	217	311
"ND"	2010	"Traill"	"2"	56	166	222	124	99	223	97	119	216	68	148	216
"ND"	2010	"Traill"	"3"	38	114	152	75	81	156	61	93	154	36	119	155
"ND"	2010	"Traill"	"4"	37	76	113	67	50	117	55	65	120	37	84	121
"ND"	2010	"Traill"	"5"	33	80	113	65	46	111	46	66	112	34	80	114
"ND"	2010	"Traill"	"6"	32	52	84	54	33	87	44	43	87	35	52	87
"ND"	2010	"Traill"	"7"	76	271	347	179	171	350	153	193	346	91	260	351
"ND"	2010	"Traill"	"8"	48	187	235	114	123	237	95	145	240	44	195	239
"ND"	2010	"Traill"	"9"	77	249	326	177	150	327	142	182	324	87	237	324
"ND"	2010	"Walsh"	"1 - Adams, Fairdale"	55	143	198	128	75	203	111	88	199	71	129	200
"ND"	2010	"Walsh"	"10 - Grafton Ward 1"	49	156	205	114	98	212	89	121	210	62	148	210
"ND"	2010	"Walsh"	"11 - Grafton Ward 2"	23	111	134	68	69	137	49	82	131	28	104	132
"ND"	2010	"Walsh"	"12 - Grafton Ward 3"	62	224	286	150	136	286	114	172	286	76	212	288
"ND"	2010	"Walsh"	"13 - Grafton Ward 4"	46	175	221	118	101	219	92	120	212	47	166	213
"ND"	2010	"Walsh"	"14 - Grafton Ward 5"	48	351	399	163	239	402	118	278	396	74	324	398
"ND"	2010	"Walsh"	"15 - Park River Wd 1"	31	171	202	97	102	199	74	121	195	44	150	194
"ND"	2010	"Walsh"	"16 - Park River Wd 2"	24	146	170	89	80	169	65	103	168	38	131	169
"ND"	2010	"Walsh"	"17 - Park River Wd 3"	28	149	177	80	98	178	52	121	173	39	136	175
"ND"	2010	"Walsh"	"18 - Minto"	38	163	201	114	88	202	84	115	199	45	155	200
"ND"	2010	"Walsh"	"2 - Edinburg"	42	196	238	121	119	240	86	150	236	58	181	239
"ND"	2010	"Walsh"	"3 - Hoople"	26	223	249	95	157	252	69	181	250	40	209	249
"ND"	2010	"Walsh"	"4 - Townships"	47	229	276	112	166	278	88	187	275	56	223	279
"ND"	2010	"Walsh"	"5 - Ardoch"	46	117	163	103	63	166	73	84	157	50	110	160
"ND"	2010	"Walsh"	"6 - Forest River"	31	194	225	87	137	224	62	156	218	36	184	220
"ND"	2010	"Walsh"	"7 - Pisek"	60	225	285	135	155	290	105	180	285	57	232	289
"ND"	2010	"Walsh"	"8 - Fordville,Conway"	61	155	216	120	94	214	89	124	213	68	145	213
"ND"	2010	"Walsh"	"9 - Lankin"	50	107	157	107	52	159	84	67	151	71	85	156
"ND"	2010	"Ward"	"1A Child Development Center"	143	421	564	269	300	569	283	290	573	158	414	572
"ND"	2010	"Ward"	"1B Courthouse"	180	734	914	369	548	917	373	545	918	222	695	917
"ND"	2010	"Ward"	"2A Trinity Nursing Home"	120	381	501	248	252	500	209	294	503	140	366	506
"ND"	2010	"Ward"	"2B McKinley School"	128	450	578	267	318	585	242	338	580	164	416	580
"ND"	2010	"Ward"	"2C Augustana Church"	58	258	316	129	191	320	126	193	319	74	244	318
"ND"	2010	"Ward"	"3A Lewis & Clark School"	157	779	936	394	549	943	368	566	934	216	722	938
"ND"	2010	"Ward"	"3B Lewis & Clark School"	131	644	775	308	464	772	283	477	760	148	620	768
"ND"	2010	"Ward"	"4A Bel Air School"	211	1103	1314	505	800	1305	454	840	1294	252	1064	1316
"ND"	2010	"Ward"	"4B Perkett School"	195	1069	1264	480	778	1258	446	810	1256	234	1027	1261
"ND"	2010	"Ward"	"5A Little Flower School"	70	284	354	158	197	355	138	215	353	86	265	351
"ND"	2010	"Ward"	"5B Longfellow School"	148	589	737	334	391	725	298	432	730	193	547	740
"ND"	2010	"Ward"	"5C Lincoln School"	76	361	437	178	260	438	167	266	433	89	347	436
"ND"	2010	"Ward"	"6A Minot Rural FD"	261	1081	1342	549	780	1329	550	771	1321	309	1024	1333
"ND"	2010	"Ward"	"6B Bread of Life Church"	222	1123	1345	526	809	1335	520	817	1337	281	1063	1344
"ND"	2010	"Ward"	"7A Municipal Auditorium"	124	457	581	290	292	582	246	334	580	169	421	590
"ND"	2010	"Ward"	"7B 1st Assembly of God Church"	89	402	491	227	268	495	195	297	492	125	372	497
"ND"	2010	"Ward"	"7C 1st Assembly of God Church"	70	407	477	184	300	484	177	303	480	95	387	482
"ND"	2010	"Ward"	"Afton Our Savior Lutheran"	46	250	296	100	199	299	110	187	297	54	240	294
"ND"	2010	"Ward"	"Berthold Sr Citizen Center"	90	375	465	190	274	464	171	300	471	102	369	471
"ND"	2010	"Ward"	"Burlington City Hall"	116	577	693	247	439	686	262	433	695	137	559	696
"ND"	2010	"Ward"	"Des Lacs Community Hall"	32	199	231	87	146	233	99	133	232	45	184	229
"ND"	2010	"Ward"	"Harrison Courthouse"	95	563	658	221	443	664	210	452	662	102	563	665
"ND"	2010	"Ward"	"Kenmare Memorial Hall"	111	462	573	228	349	577	172	403	575	115	462	577
"ND"	2010	"Ward"	"Makoti Pioneer Sr Citizen Club"	23	100	123	51	67	118	53	65	118	32	88	120
"ND"	2010	"Ward"	"Nedrose School"	153	686	839	350	488	838	351	480	831	186	646	832
"ND"	2010	"Ward"	"North Central Lynch Immanuel"	13	75	88	20	69	89	20	69	89	14	75	89
"ND"	2010	"Ward"	"Ruthville Lynch Immanuel"	32	154	186	66	123	189	65	123	188	36	154	190
"ND"	2010	"Ward"	"Ryder Elementary School"	50	139	189	94	88	182	101	88	189	62	127	189
"ND"	2010	"Ward"	"Sawyer City Hall"	59	291	350	117	237	354	106	242	348	67	286	353
"ND"	2010	"Ward"	"South Prairie School"	78	188	266	135	134	269	110	149	259	82	182	264
"ND"	2010	"Ward"	"Sundre Bell School"	77	373	450	168	285	453	170	285	455	101	355	456
"ND"	2010	"Ward"	"Surrey City Hall"	95	490	585	233	351	584	234	349	583	118	469	587
"ND"	2010	"Wells"	"01 Harvey"	41	248	289	84	211	295	74	211	285	49	238	287
"ND"	2010	"Wells"	"02 Fessenden"	67	172	239	105	133	238	93	145	238	65	177	242
"ND"	2010	"Wells"	"03 Bowdon"	48	237	285	90	191	281	84	197	281	59	229	288
"ND"	2010	"Wells"	"04 Sykeston"	40	168	208	93	119	212	65	140	205	41	165	206
"ND"	2010	"Wells"	"05 Harvey"	151	708	859	350	509	859	274	585	859	179	682	861
"ND"	2010	"Wells"	"06 Fessenden"	40	241	281	106	172	278	67	209	276	49	228	277
"ND"	2010	"Williams"	"43"	38	361	399	108	299	407	89	319	408	52	358	410
"ND"	2010	"Williams"	"45"	22	64	86	31	55	86	36	50	86	22	62	84
"ND"	2010	"Williams"	"48"	36	249	285	75	213	288	70	215	285	39	249	288
"ND"	2010	"Williams"	"53"	10	80	90	20	72	92	18	70	88	16	73	89
"ND"	2010	"Williams"	"55"	36	103	139	56	89	145	49	92	141	35	107	142
"ND"	2010	"Williams"	"59"	209	978	1187	404	778	1182	357	821	1178	232	960	1192
"ND"	2010	"Williams"	"60"	68	343	411	141	274	415	129	284	413	89	324	413
"ND"	2010	"Williams"	"62"	26	138	164	55	108	163	57	106	163	34	133	167
"ND"	2010	"Williams"	"63"	68	208	276	140	144	284	125	156	281	89	192	281
"ND"	2010	"Williams"	"64"	53	519	572	134	433	567	108	461	569	77	490	567
"ND"	2010	"Williams"	"65"	25	113	138	58	80	138	51	89	140	38	103	141
"ND"	2010	"Williams"	"67"	25	95	120	60	56	116	46	75	121	27	94	121
"ND"	2010	"Williams"	"73"	110	692	802	253	565	818	206	595	801	135	678	813
"ND"	2010	"Williams"	"74"	116	720	836	268	573	841	234	598	832	147	696	843
"ND"	2010	"Williams"	"76"	97	611	708	221	492	713	189	524	713	107	610	717
