state	year	county	precinct	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv	g2004_GOV_dv	g2004_GOV_rv	g2004_GOV_tv	g2004_STS_dv	g2004_STS_rv	g2004_STS_tv	g2004_STH_dv	g2004_STH_rv	g2004_STH_tv	cd	ld	sd
"MT"	2004	"Gallatin"	"10"	70	396	466	66	389	455	117	339	456				98	358	456	1	69	35
"MT"	2004	"Gallatin"	"11"	195	521	716	176	515	691	258	438	696				261	444	705	1	69	35
"MT"	2004	"Gallatin"	"12"	299	885	1184	263	906	1169	436	719	1155				282	843	1125	1	69	35
"MT"	2004	"Gallatin"	"13"	167	632	799	165	620	785	252	532	784				185	592	777	1	69	35
"MT"	2004	"Gallatin"	"7"	121	260	381	107	272	379	179	207	386				221	170	391	1	69	35
"MT"	2004	"Gallatin"	"8"	279	548	827	225	588	813	386	419	805				443	384	827	1	69	35
"MT"	2004	"Gallatin"	"9"	180	992	1172	151	1014	1165	256	905	1161				200	947	1147	1	69	35
"MT"	2004	"Gallatin"	"1"	313	444	757	269	470	739	335	394	729				312	434	746	1	70	35
"MT"	2004	"Gallatin"	"2"	484	390	874	409	426	835	485	327	812				442	392	834	1	70	35
"MT"	2004	"Gallatin"	"3"	342	691	1033	318	697	1015	415	584	999				361	646	1007	1	70	35
"MT"	2004	"Gallatin"	"4"	527	708	1235	480	735	1215	597	613	1210				534	649	1183	1	70	35
"MT"	2004	"Gallatin"	"5"	85	703	788	251	696	947	353	596	949				278	659	937	1	70	35
"MT"	2004	"Gallatin"	"6"	299	558	857	260	580	840	353	483	836				299	525	824	1	70	35
"MT"	2004	"Garfield"	"1"	37	322	359	23	325	348	102	249	351					257	257	1	30	15
"MT"	2004	"Garfield"	"13"	2	17	19	1	18	19	2	18	20					20	20	1	30	15
"MT"	2004	"Garfield"	"14"	2	54	56	2	52	54	5	50	55					44	44	1	30	15
"MT"	2004	"Garfield"	"19"	8	68	76	8	69	77	19	57	76					49	49	1	30	15
"MT"	2004	"Garfield"	"5"	2	29	31	2	30	32	7	24	31					26	26	1	30	15
"MT"	2004	"Garfield"	"7"	0	70	70	2	69	71	7	63	70					62	62	1	30	15
"MT"	2004	"Garfield"	"8"	1	30	31	1	29	30	8	21	29					18	18	1	30	15
"MT"	2004	"Glacier"	"10"	205	76	281	176	102	278	216	59	275				255		255	1	15	8
"MT"	2004	"Glacier"	"8"	277	51	328	271	54	325	278	30	308				328		328	1	15	8
"MT"	2004	"Glacier"	"11"	49	24	73	44	30	74	55	17	72				58		58	1	16	8
"MT"	2004	"Glacier"	"12"	213	22	235	205	30	235	217	10	227				237		237	1	16	8
"MT"	2004	"Glacier"	"13"	148	29	177	139	33	172	144	20	164				165		165	1	16	8
"MT"	2004	"Glacier"	"14"	4	30	34	3	30	33	15	19	34				15		15	1	16	8
"MT"	2004	"Glacier"	"15"	130	86	216	121	90	211	147	63	210				191		191	1	16	8
"MT"	2004	"Glacier"	"19"	113	31	144	107	36	143	112	17	129				141		141	1	16	8
"MT"	2004	"Glacier"	"21C"	186	33	219	182	39	221	172	21	193				216		216	1	16	8
"MT"	2004	"Glacier"	"5"	154	367	521	128	392	520	236	276	512				340		340	1	16	8
"MT"	2004	"Glacier"	"9"	701	127	828	685	138	823	707	61	768				812		812	1	16	8
"MT"	2004	"Glacier"	"1"	139	318	457	81	366	447	202	240	442				177	271	448	1	27	14
"MT"	2004	"Glacier"	"2"	127	272	399	88	310	398	192	203	395				158	240	398	1	27	14
"MT"	2004	"Glacier"	"3"	117	178	295	85	200	285	173	114	287				155	133	288	1	27	14
"MT"	2004	"Glacier"	"4"	68	148	216	64	151	215	113	95	208				105	111	216	1	27	14
"MT"	2004	"Glacier"	"6"	10	36	46	7	40	47	15	30	45				12	36	48	1	27	14
"MT"	2004	"Golden Valley"	"1"	68	214	282	62	217	279	112	159	271					223	223	1	83	42
"MT"	2004	"Golden Valley"	"2"	51	182	233	40	185	225	78	150	228					197	197	1	83	42
"MT"	2004	"Granite"	"1"	86	213	299	71	215	286	130	156	286	197		197	217		217	1	86	43
"MT"	2004	"Granite"	"10"	108	391	499	101	389	490	183	307	490	316		316	327		327	1	86	43
"MT"	2004	"Granite"	"2"	159	329	488	118	354	472	199	263	462	339		339	341		341	1	86	43
"MT"	2004	"Granite"	"9"	51	211	262	34	216	250	93	163	256	156		156	152		152	1	86	43
"MT"	2004	"Hill"	"14"	66	184	250	45	194	239	100	135	235	141		141	92	149	241	1	32	16
"MT"	2004	"Hill"	"18"	90	41	131	77	50	127	88	32	120	116		116	109	25	134	1	32	16
"MT"	2004	"Hill"	"28"	514	36	550	432	99	531	446	29	475	519		519	507	48	555	1	32	16
"MT"	2004	"Hill"	"1"	117	155	272	93	173	266	154	104	258				186	85	271	1	33	17
"MT"	2004	"Hill"	"13"	124	135	259	97	158	255	166	89	255				184	67	251	1	33	17
"MT"	2004	"Hill"	"15"	162	290	452	152	302	454	255	195	450				311	151	462	1	33	17
"MT"	2004	"Hill"	"19"	56	104	160	32	127	159	82	72	154				104	56	160	1	33	17
"MT"	2004	"Hill"	"2"	165	129	294	122	156	278	187	98	285				204	86	290	1	33	17
"MT"	2004	"Hill"	"20"	44	128	172	38	135	173	80	87	167				111	61	172	1	33	17
"MT"	2004	"Hill"	"21"	51	101	152	35	119	154	87	64	151				91	63	154	1	33	17
"MT"	2004	"Hill"	"22"	71	138	209	50	160	210	92	112	204				112	89	201	1	33	17
"MT"	2004	"Hill"	"23"	27	69	96	12	84	96	48	47	95				43	53	96	1	33	17
"MT"	2004	"Hill"	"3"	152	191	343	107	223	330	205	130	335				251	93	344	1	33	17
"MT"	2004	"Hill"	"4"	163	185	348	112	230	342	227	117	344				258	90	348	1	33	17
"MT"	2004	"Hill"	"5"	66	64	130	51	77	128	82	47	129				99	36	135	1	33	17
"MT"	2004	"Hill"	"6"	99	108	207	74	125	199	119	81	200				156	57	213	1	33	17
"MT"	2004	"Hill"	"9"	202	222	424	163	256	419	259	159	418				305	121	426	1	33	17
"MT"	2004	"Hill"	"10"	236	268	504	193	307	500	312	167	479				377	128	505	1	34	17
"MT"	2004	"Hill"	"16"	169	253	422	157	257	414	251	156	407				315	113	428	1	34	17
"MT"	2004	"Hill"	"25"	55	169	224	40	176	216	114	120	234				128	114	242	1	34	17
"MT"	2004	"Hill"	"7"	201	276	477	160	323	483	290	189	479				353	127	480	1	34	17
"MT"	2004	"Hill"	"8"	167	259	426	146	278	424	242	177	419				302	123	425	1	34	17
"MT"	2004	"Jefferson"	"4"	133	378	511	118	380	498	215	287	502		432	432	139	368	507	1	71	36
"MT"	2004	"Jefferson"	"6"	216	600	816	199	606	805	316	475	791		644	644	211	574	785	1	71	36
"MT"	2004	"Jefferson"	"9"	8	39	47	3	45	48	13	32	45		40	40	4	43	47	1	71	36
"MT"	2004	"Jefferson"	"1"	321	504	825	273	536	809	409	407	816				381	447	828	1	77	39
"MT"	2004	"Jefferson"	"12"	59	88	147	53	89	142	83	56	139				66	76	142	1	77	39
"MT"	2004	"Jefferson"	"15"	24	30	54	18	34	52	33	17	50				24	28	52	1	77	39
"MT"	2004	"Jefferson"	"2"	103	170	273	89	175	264	140	123	263				136	135	271	1	77	39
"MT"	2004	"Jefferson"	"20"	155	262	417	145	259	404	210	194	404				193	222	415	1	77	39
"MT"	2004	"Jefferson"	"26"	212	435	647	173	455	628	283	348	631				225	408	633	1	77	39
"MT"	2004	"Jefferson"	"27"	250	569	819	207	600	807	374	443	817				313	502	815	1	77	39
"MT"	2004	"Jefferson"	"3"	157	288	445	149	277	426	233	197	430				189	253	442	1	77	39
"MT"	2004	"Jefferson"	"5"	58	147	205	56	141	197	82	120	202				58	148	206	1	77	39
"MT"	2004	"Jefferson"	"7"	174	268	442	155	275	430	236	197	433				212	238	450	1	77	39
"MT"	2004	"Jefferson"	"8"	11	66	77	12	68	80	22	57	79				11	71	82	1	77	39
"MT"	2004	"Judith"	"1"	34	85	119	23	90	113	52	64	116				37	78	115	1	29	15
"MT"	2004	"Judith"	"2"	45	128	173	24	136	160	69	105	174				75	100	175	1	29	15
"MT"	2004	"Judith"	"3"	129	385	514	101	398	499	187	309	496				222	282	504	1	29	15
"MT"	2004	"Judith"	"4"	114	346	460	73	380	453	134	321	455				139	322	461	1	29	15
"MT"	2004	"Lake"	"13"	185	337	522	156	353	509	235	272	507							1	9	5
"MT"	2004	"Lake"	"14"	208	397	605	191	403	594	251	345	596							1	9	5
"MT"	2004	"Lake"	"15"	25	87	112	24	85	109	29	83	112							1	9	5
"MT"	2004	"Lake"	"16"	217	270	487	186	300	486	242	242	484							1	9	5
"MT"	2004	"Lake"	"1"	123	336	459	116	337	453	172	293	465							1	11	6
"MT"	2004	"Lake"	"2"	155	237	392	140	244	384	191	191	382							1	11	6
"MT"	2004	"Lake"	"3"	433	811	1244	362	874	1236	562	663	1225							1	11	6
"MT"	2004	"Lake"	"4"	226	265	491	184	289	473	244	219	463							1	11	6
"MT"	2004	"Lake"	"5"	251	390	641	194	428	622	310	312	622							1	11	6
"MT"	2004	"Lake"	"6"	302	452	754	266	498	764	389	358	747							1	11	6
"MT"	2004	"Lake"	"10"	316	380	696	169	424	593	286	294	580							1	12	6
"MT"	2004	"Lake"	"11"	460	517	977	415	549	964	529	422	951							1	12	6
"MT"	2004	"Lake"	"12"	125	165	290	146	177	323	14	134	148							1	12	6
"MT"	2004	"Lake"	"7"	226	472	698	197	494	691	322	361	683							1	12	6
"MT"	2004	"Lake"	"8"	421	686	1107	366	736	1102	511	560	1071							1	12	6
"MT"	2004	"Lake"	"9"	214	239	453	161	285	446	249	176	425							1	12	6
"MT"	2004	"Lake"	"17"	29	68	97	25	74	99	36	62	98							1	15	8
"MT"	2004	"Lake"	"18"	112	114	226	94	158	252	124	124	248							1	15	8
"MT"	2004	"Lake"	"19"	487	582	1069	451	605	1056	536	487	1023							1	15	8
"MT"	2004	"Lake"	"20"	90	115	205	71	136	207	120	81	201							1	15	8
"MT"	2004	"Lake"	"21"	6	8	14	7	7	14	6	9	15							1	15	8
"MT"	2004	"Lake"	"22"	420	287	707	412	306	718	485	194	679							1	15	8
"MT"	2004	"Lewis & Clark"	"44"	190	408	598	146	440	586	263	332	595							1	17	9
"MT"	2004	"Lewis & Clark"	"45"	83	280	363	69	294	363	118	242	360							1	17	9
"MT"	2004	"Lewis & Clark"	"46"	4	20	24	1	21	22	7	17	24							1	17	9
"MT"	2004	"Lewis & Clark"	"25"	141	181	322	123	209	332	158	173	331							1	77	39
"MT"	2004	"Lewis & Clark"	"5"	234	221	455	183	262	445	265	189	454							1	77	39
"MT"	2004	"Lewis & Clark"	"23"	239	286	525	171	352	523	243	261	504							1	78	39
"MT"	2004	"Lewis & Clark"	"24"	97	119	216	80	140	220	118	101	219							1	78	39
"MT"	2004	"Lewis & Clark"	"50"	138	409	547	124	423	547	250	291	541							1	78	39
"MT"	2004	"Lewis & Clark"	"51"	238	478	716	201	511	712	381	323	704							1	78	39
"MT"	2004	"Lewis & Clark"	"52"	234	460	694	189	502	691	342	350	692							1	78	39
"MT"	2004	"Lewis & Clark"	"53"	371	466	837	313	529	842	522	307	829							1	78	39
"MT"	2004	"Lewis & Clark"	"54"	128	235	363	109	254	363	202	157	359							1	78	39
"MT"	2004	"Lewis & Clark"	"17"	102	129	231	84	146	230	141	89	230							1	79	40
"MT"	2004	"Lewis & Clark"	"18"	252	315	567	204	365	569	319	254	573							1	79	40
"MT"	2004	"Lewis & Clark"	"19"	588	541	1129	466	663	1129	651	476	1127							1	79	40
"MT"	2004	"Lewis & Clark"	"20"	331	272	603	285	319	604	370	241	611							1	79	40
"MT"	2004	"Lewis & Clark"	"21"	214	217	431	172	251	423	235	193	428							1	79	40
"MT"	2004	"Lewis & Clark"	"22"	273	318	591	204	372	576	311	289	600							1	79	40
"MT"	2004	"Lewis & Clark"	"33"	325	602	927	224	682	906	449	468	917							1	79	40
"MT"	2004	"Lewis & Clark"	"34"	133	261	394	117	280	397	182	217	399							1	79	40
"MT"	2004	"Lewis & Clark"	"13"	200	208	408	169	244	413	244	171	415							1	80	40
"MT"	2004	"Lewis & Clark"	"14"	418	309	727	369	342	711	495	228	723							1	80	40
"MT"	2004	"Lewis & Clark"	"15"	392	523	915	318	617	935	531	415	946							1	80	40
"MT"	2004	"Lewis & Clark"	"16"	283	310	593	222	373	595	353	241	594							1	80	40
"MT"	2004	"Lewis & Clark"	"30"	215	389	604	158	443	601	284	315	599							1	80	40
"MT"	2004	"Lewis & Clark"	"31"	244	454	698	198	487	685	330	350	680							1	80	40
"MT"	2004	"Lewis & Clark"	"32"	206	346	552	185	377	562	283	271	554							1	80	40
"MT"	2004	"Lewis & Clark"	"10"	256	163	419	216	196	412	262	154	416							1	81	41
"MT"	2004	"Lewis & Clark"	"11"	247	203	450	208	238	446	286	160	446							1	81	41
"MT"	2004	"Lewis & Clark"	"12"	268	371	639	193	437	630	331	298	629							1	81	41
"MT"	2004	"Lewis & Clark"	"29"	48	124	172	41	132	173	68	103	171							1	81	41
"MT"	2004	"Lewis & Clark"	"6"	560	212	772	494	297	791	596	203	799							1	81	41
"MT"	2004	"Lewis & Clark"	"7"	524	255	779	445	314	759	558	200	758							1	81	41
"MT"	2004	"Lewis & Clark"	"8"	380	214	594	326	257	583	421	173	594							1	81	41
"MT"	2004	"Lewis & Clark"	"9"	287	114	401	254	142	396	285	113	398							1	81	41
"MT"	2004	"Lewis & Clark"	"1"	482	186	668	446	241	687	506	186	692							1	82	41
"MT"	2004	"Lewis & Clark"	"2"	618	560	1178	498	703	1201	659	549	1208							1	82	41
"MT"	2004	"Lewis & Clark"	"26"	388	526	914	324	611	935	473	474	947							1	82	41
"MT"	2004	"Lewis & Clark"	"27"	53	57	110	49	62	111	64	43	107							1	82	41
"MT"	2004	"Lewis & Clark"	"28"	236	553	789	204	568	772	375	411	786							1	82	41
"MT"	2004	"Lewis & Clark"	"3"	116	102	218	88	125	213	131	82	213							1	82	41
"MT"	2004	"Lewis & Clark"	"4"	325	401	726	265	472	737	402	328	730							1	82	41
"MT"	2004	"Lewis & Clark"	"47"	70	86	156	59	99	158	90	68	158							1	83	42
"MT"	2004	"Lewis & Clark"	"48"	264	426	690	210	462	672	348	325	673							1	83	42
"MT"	2004	"Lewis & Clark"	"49"	222	531	753	189	564	753	331	426	757							1	83	42
"MT"	2004	"Lewis & Clark"	"35"	208	501	709	190	546	736	333	386	719							1	84	42
"MT"	2004	"Lewis & Clark"	"36"	182	428	610	142	467	609	291	327	618							1	84	42
"MT"	2004	"Lewis & Clark"	"37"	216	578	794	180	623	803	354	439	793							1	84	42
"MT"	2004	"Lewis & Clark"	"38"	169	373	542	137	401	538	237	302	539							1	84	42
"MT"	2004	"Lewis & Clark"	"39"	139	316	455	129	348	477	197	271	468							1	84	42
"MT"	2004	"Lewis & Clark"	"40"	87	121	208	64	138	202	95	120	215							1	84	42
"MT"	2004	"Lewis & Clark"	"41"	21	47	68	19	46	65	29	38	67							1	84	42
"MT"	2004	"Lewis & Clark"	"42"	40	137	177	45	133	178	63	110	173							1	84	42
"MT"	2004	"Lewis & Clark"	"43"	38	122	160	36	120	156	59	93	152							1	84	42
"MT"	2004	"Liberty"	"1"	55	210	265	42	228	270	100	165	265							1	28	14
"MT"	2004	"Liberty"	"2"	83	166	249	51	126	177	126	120	246							1	28	14
"MT"	2004	"Liberty"	"3"	77	182	259	52	115	167	115	143	258							1	28	14
"MT"	2004	"Liberty"	"4"	64	149	213	38	102	140	102	114	216							1	28	14
"MT"	2004	"Liberty"	"WH1"	2	27	29	0	29	29	2	23	25							1	28	14
"MT"	2004	"Lincoln"	"12"	304	800	1104	272	812	1084	448	605	1053							1	1	1
"MT"	2004	"Lincoln"	"13"	372	865	1237	318	899	1217	555	643	1198							1	1	1
"MT"	2004	"Lincoln"	"7"	160	237	397	145	245	390	206	170	376							1	1	1
"MT"	2004	"Lincoln"	"9"	332	635	967	266	675	941	461	478	939							1	1	1
"MT"	2004	"Lincoln"	"1"	82	252	334	77	256	333	113	210	323							1	2	1
"MT"	2004	"Lincoln"	"10"	123	344	467	108	350	458	177	289	466							1	2	1
"MT"	2004	"Lincoln"	"11"	67	292	359	68	279	347	114	232	346							1	2	1
"MT"	2004	"Lincoln"	"14"	24	90	114	27	83	110	39	73	112							1	2	1
"MT"	2004	"Lincoln"	"2"	70	209	279	67	200	267	99	174	273							1	2	1
"MT"	2004	"Lincoln"	"3"	349	1112	1461	315	1110	1425	476	932	1408							1	2	1
"MT"	2004	"Lincoln"	"4"	85	288	373	80	288	368	134	228	362							1	2	1
"MT"	2004	"Lincoln"	"5"	53	88	141	54	80	134	63	70	133							1	2	1
"MT"	2004	"Lincoln"	"6"	69	107	176	64	103	167	70	93	163							1	2	1
"MT"	2004	"Lincoln"	"8"	230	570	800	217	557	774	331	450	781							1	2	1
"MT"	2004	"Madison"	"15_1"	24	169	193	22	172	194	49	134	183							1	71	36
"MT"	2004	"Madison"	"15_2"	87	265	352	68	285	353	116	231	347							1	71	36
"MT"	2004	"Madison"	"1_1"	52	73	125	55	71	126	70	51	121							1	71	36
"MT"	2004	"Madison"	"1_2"	32	132	164	25	137	162	58	104	162							1	71	36
"MT"	2004	"Madison"	"20"	325	850	1175	261	874	1135	414	725	1139							1	71	36
"MT"	2004	"Madison"	"21"	117	318	435	102	325	427	194	237	431							1	71	36
"MT"	2004	"Madison"	"5"	196	594	790	166	603	769	289	472	761							1	71	36
"MT"	2004	"Madison"	"7"	150	467	617	132	498	630	226	386	612							1	71	36
"MT"	2004	"McCone"	"16"	1	31	32	0	34	34	4	28	32							1	30	15
"MT"	2004	"McCone"	"24"	4	17	21	2	19	21	8	11	19							1	30	15
"MT"	2004	"McCone"	"27"	53	112	165	45	122	167	68	96	164							1	30	15
"MT"	2004	"McCone"	"30"	55	68	123	35	89	124	73	56	129							1	30	15
"MT"	2004	"McCone"	"33"	10	28	38	6	33	39	15	22	37							1	30	15
"MT"	2004	"McCone"	"5"	37	62	99	19	82	101	57	42	99							1	30	15
"MT"	2004	"McCone"	"7"	27	57	84	19	64	83	34	46	80							1	30	15
"MT"	2004	"McCone"	"8"	19	106	125	9	115	124	46	77	123							1	30	15
"MT"	2004	"McCone"	"4"	114	481	595	71	350	421	177	240	417							1	39	20
"MT"	2004	"Meagher"	"10"	20	57	77	10	68	78	32	47	79							1	83	42
"MT"	2004	"Meagher"	"4"	109	303	412	80	324	404	167	236	403							1	83	42
"MT"	2004	"Meagher"	"6"	99	253	352	91	268	359	148	198	346							1	83	42
"MT"	2004	"Meagher"	"8"	16	45	61	16	41	57	20	36	56							1	83	42
"MT"	2004	"Meagher"	"9"	3	40	43	3	41	44	4	40	44							1	83	42
"MT"	2004	"Mineral"	"22"	111	176	287	96	191	287	152	132	284							1	14	7
"MT"	2004	"Mineral"	"24"	64	100	164	47	115	162	107	56	163							1	14	7
"MT"	2004	"Mineral"	"25"	107	288	395	88	292	380	167	204	371							1	14	7
"MT"	2004	"Mineral"	"26"	92	225	317	82	219	301	147	152	299							1	14	7
"MT"	2004	"Mineral"	"27"	42	107	149	38	103	141	58	83	141							1	14	7
"MT"	2004	"Mineral"	"30"	126	346	472	109	354	463	207	248	455							1	14	7
"MT"	2004	"Missoula"	"20"	33	40	73	35	40	75	46	29	75							1	14	7
"MT"	2004	"Missoula"	"34"	75	213	288	72	214	286	131	149	280							1	14	7
"MT"	2004	"Missoula"	"36"	250	642	892	230	645	875	389	484	873							1	14	7
"MT"	2004	"Missoula"	"37"	224	484	708	203	486	689	339	366	705							1	14	7
"MT"	2004	"Missoula"	"38"	36	85	121	35	86	121	65	53	118							1	14	7
"MT"	2004	"Missoula"	"39"	31	35	66	31	36	67	45	20	65							1	14	7
"MT"	2004	"Missoula"	"41"	70	67	137	67	69	136	88	44	132							1	14	7
"MT"	2004	"Missoula"	"1"	20	20	40	18	23	41	25	16	41							1	15	8
"MT"	2004	"Missoula"	"10"	39	88	127	35	90	125	59	64	123							1	91	46
"MT"	2004	"Missoula"	"100"	474	437	911	421	462	883	591	300	891							1	91	46
"MT"	2004	"Missoula"	"101"	288	386	674	255	407	662	403	269	672							1	91	46
"MT"	2004	"Missoula"	"12"	205	371	576	194	367	561	299	267	566							1	91	46
"MT"	2004	"Missoula"	"6"	22	39	61	20	39	59	31	28	59							1	91	46
"MT"	2004	"Missoula"	"8"	158	285	443	149	287	436	223	218	441							1	91	46
"MT"	2004	"Missoula"	"9"	327	599	926	306	598	904	512	415	927							1	91	46
"MT"	2004	"Missoula"	"91"	197	300	497	162	326	488	287	200	487							1	91	46
"MT"	2004	"Missoula"	"2"	89	199	288	90	189	279	112	165	277							1	92	46
"MT"	2004	"Missoula"	"3"	119	233	352	95	240	335	134	204	338							1	92	46
"MT"	2004	"Missoula"	"4"	218	508	726	184	516	700	286	407	693							1	92	46
"MT"	2004	"Missoula"	"5"	9	26	35	8	23	31	19	15	34							1	92	46
"MT"	2004	"Missoula"	"7"	21	41	62	18	39	57	32	28	60							1	92	46
"MT"	2004	"Missoula"	"71"	57	62	119	52	65	117	72	43	115							1	92	46
"MT"	2004	"Missoula"	"94"	238	99	337	199	106	305	232	80	312							1	92	46
"MT"	2004	"Missoula"	"95"	428	96	524	392	107	499	425	76	501							1	92	46
"MT"	2004	"Missoula"	"96"	444	204	648	389	256	645	470	187	657							1	92	46
"MT"	2004	"Missoula"	"97"	515	242	757	450	289	739	547	203	750							1	92	46
"MT"	2004	"Missoula"	"98"	539	375	914	455	439	894	588	323	911							1	92	46
"MT"	2004	"Missoula"	"99"	429	328	757	377	368	745	504	252	756							1	92	46
"MT"	2004	"Missoula"	"11"	74	70	144	67	73	140	84	56	140							1	93	47
"MT"	2004	"Missoula"	"43"	349	534	883	264	590	854	440	424	864							1	93	47
"MT"	2004	"Missoula"	"55"	450	468	918	357	544	901	500	397	897							1	93	47
"MT"	2004	"Missoula"	"56"	140	75	215	129	82	211	140	70	210							1	93	47
"MT"	2004	"Missoula"	"76"	638	288	926	502	343	845	593	273	866							1	93	47
"MT"	2004	"Missoula"	"77"	596	162	758	512	208	720	603	144	747							1	93	47
"MT"	2004	"Missoula"	"82"	630	194	824	537	260	797	650	169	819							1	93	47
"MT"	2004	"Missoula"	"83"	608	224	832	518	281	799	621	188	809							1	93	47
"MT"	2004	"Missoula"	"47"	73	97	170	65	98	163	92	75	167							1	94	47
"MT"	2004	"Missoula"	"48"	334	378	712	255	431	686	409	283	692							1	94	47
"MT"	2004	"Missoula"	"53"	406	412	818	326	467	793	464	357	821							1	94	47
"MT"	2004	"Missoula"	"54"	279	241	520	253	262	515	306	206	512							1	94	47
"MT"	2004	"Missoula"	"58"	285	212	497	211	260	471	321	155	476							1	94	47
"MT"	2004	"Missoula"	"81"	752	228	980	675	275	950	782	172	954							1	94	47
"MT"	2004	"Missoula"	"84"	336	217	553	266	269	535	355	198	553							1	94	47
"MT"	2004	"Missoula"	"85"	390	149	539	343	189	532	423	116	539							1	94	47
"MT"	2004	"Missoula"	"87"	209	252	461	165	282	447	280	173	453							1	94	47
"MT"	2004	"Missoula"	"46"	69	96	165	53	108	161	80	79	159							1	95	48
"MT"	2004	"Missoula"	"49"	476	441	917	396	497	893	575	334	909							1	95	48
"MT"	2004	"Missoula"	"50"	298	322	620	245	358	603	346	263	609							1	95	48
"MT"	2004	"Missoula"	"51"	189	245	434	151	275	426	248	182	430							1	95	48
"MT"	2004	"Missoula"	"52"	187	198	385	146	234	380	240	145	385							1	95	48
"MT"	2004	"Missoula"	"57"	378	371	749	313	415	728	436	294	730							1	95	48
"MT"	2004	"Missoula"	"59"	390	307	697	279	385	664	458	227	685							1	95	48
"MT"	2004	"Missoula"	"63"	73	34	107	45	50	95	75	29	104							1	95	48
"MT"	2004	"Missoula"	"78"	681	199	880	601	242	843	696	153	849							1	95	48
"MT"	2004	"Missoula"	"21"	190	222	412	152	241	393	213	191	404							1	96	48
"MT"	2004	"Missoula"	"44"	110	195	305	89	196	285	137	157	294							1	96	48
"MT"	2004	"Missoula"	"45"	63	98	161	47	105	152	76	79	155							1	96	48
"MT"	2004	"Missoula"	"60"	198	183	381	170	189	359	259	105	364							1	96	48
"MT"	2004	"Missoula"	"61"	349	281	630	305	303	608	430	184	614							1	96	48
"MT"	2004	"Missoula"	"62"	234	181	415	183	194	377	283	111	394							1	96	48
"MT"	2004	"Missoula"	"67"	292	489	781	229	537	766	368	404	772							1	96	48
"MT"	2004	"Missoula"	"79"	376	126	502	333	151	484	373	112	485							1	96	48
"MT"	2004	"Missoula"	"80"	485	244	729	413	283	696	545	165	710							1	96	48
"MT"	2004	"Missoula"	"22"	200	354	554	159	382	541	266	274	540							1	97	49
"MT"	2004	"Missoula"	"23"	276	328	604	221	379	600	360	239	599							1	97	49
"MT"	2004	"Missoula"	"64"	445	288	733	373	326	699	518	193	711							1	97	49
"MT"	2004	"Missoula"	"65"	182	205	387	139	233	372	230	140	370							1	97	49
"MT"	2004	"Missoula"	"66"	649	210	859	577	255	832	698	157	855							1	97	49
"MT"	2004	"Missoula"	"68"	195	216	411	159	218	377	241	153	394							1	97	49
"MT"	2004	"Missoula"	"70"	318	409	727	279	442	721	394	320	714							1	97	49
"MT"	2004	"Missoula"	"75"	617	101	718	524	233	757	602	90	692							1	97	49
"MT"	2004	"Missoula"	"24"	269	447	716	225	485	710	367	327	694							1	98	49
"MT"	2004	"Missoula"	"26"	170	282	452	141	306	447	227	214	441							1	98	49
"MT"	2004	"Missoula"	"27"	295	277	572	241	319	560	345	210	555							1	98	49
"MT"	2004	"Missoula"	"29"	277	266	543	224	290	514	337	193	530							1	98	49
"MT"	2004	"Missoula"	"32"	152	265	417	125	285	410	211	197	408							1	98	49
"MT"	2004	"Missoula"	"69"	218	231	449	184	244	428	267	167	434							1	98	49
"MT"	2004	"Missoula"	"72"	352	308	660	289	333	622	405	228	633							1	98	49
"MT"	2004	"Missoula"	"73"	47	30	77	41	29	70	49	22	71							1	98	49
"MT"	2004	"Missoula"	"74"	22	17	39	15	16	31	24	12	36							1	98	49
"MT"	2004	"Missoula"	"86"	22	32	54	13	39	52	33	20	53							1	98	49
"MT"	2004	"Missoula"	"89"	462	209	671	388	248	636	503	149	652							1	98	49
"MT"	2004	"Missoula"	"28"	670	761	1431	552	849	1401	790	621	1411							1	99	50
"MT"	2004	"Missoula"	"30"	177	222	399	157	236	393	223	175	398							1	99	50
"MT"	2004	"Missoula"	"33"	92	203	295	81	207	288	144	149	293							1	99	50
"MT"	2004	"Missoula"	"40"	23	29	52	17	30	47	27	19	46							1	99	50
"MT"	2004	"Missoula"	"42"	87	77	164	80	81	161	99	61	160							1	99	50
"MT"	2004	"Missoula"	"88"	750	127	877	663	175	838	734	116	850							1	99	50
"MT"	2004	"Missoula"	"90"	488	108	596	431	137	568	523	66	589							1	99	50
"MT"	2004	"Missoula"	"92"	445	114	559	392	115	507	474	64	538							1	99	50
"MT"	2004	"Missoula"	"93"	392	200	592	302	226	528	451	112	563							1	99	50
"MT"	2004	"Missoula"	"13"	238	477	715	209	487	696	347	347	694							1	100	50
"MT"	2004	"Missoula"	"14"	241	408	649	188	442	630	335	298	633							1	100	50
"MT"	2004	"Missoula"	"15"	252	515	767	226	520	746	364	378	742							1	100	50
"MT"	2004	"Missoula"	"16"	92	149	241	86	145	231	126	112	238							1	100	50
"MT"	2004	"Missoula"	"17"	93	106	199	78	117	195	109	90	199							1	100	50
"MT"	2004	"Missoula"	"18"	325	440	765	264	476	740	406	348	754							1	100	50
"MT"	2004	"Missoula"	"19"	94	145	239	85	145	230	113	115	228							1	100	50
"MT"	2004	"Missoula"	"25"	112	264	376	91	284	375	180	189	369							1	100	50
