state	year	county	town	cd	g2002_GOV_dv	g2002_GOV_rv	g2002_GOV_tv	g2002_USS_dv	g2002_USS_rv	g2002_USS_tv	g2002_USH_dv	g2002_USH_rv	g2002_USH_tv	ward	precinct
"ME"	2002	"SAG"	"BATH"	1	194	152	397	200	200	400	269	118	387	2	1
"ME"	2002	"SAG"	"BATH"	1	148	107	309	168	148	316	211	85	296	3	1
"ME"	2002	"SAG"	"BATH"	1	204	153	416	188	228	416	273	133	406	4	1
"ME"	2002	"SAG"	"BATH"	1	249	218	521	245	274	519	341	171	512	5	1
"ME"	2002	"SAG"	"BATH"	1	187	125	392	208	186	394	281	108	389	6	1
"ME"	2002	"SAG"	"BATH"	1	235	228	528	238	286	524	350	169	519	7	1
"ME"	2002	"SAG"	"BOWDOIN"	1	0	0	0	0	0	0	0	0	0	0	0
"ME"	2002	"SAG"	"BOWDOIN"	1	345	490	980	339	635	974	541	429	970	1	1
"ME"	2002	"SAG"	"BOWDOINHAM"	1	521	500	1232	559	669	1228	782	405	1187	1	1
"ME"	2002	"SAG"	"GEORGETOWN"	1	235	249	562	265	298	563	340	206	546	1	1
"ME"	2002	"SAG"	"PHIPPSBURG"	1	382	417	932	392	536	928	567	340	907	1	1
"ME"	2002	"SAG"	"RICHMOND"	1	520	514	1225	535	675	1210	737	456	1193	1	1
"ME"	2002	"SAG"	"TOPSHAM"	1	1546	1645	3616	1468	2461	3929	2255	1282	3537	1	1
"ME"	2002	"SAG"	"WEST BATH"	1	341	394	847	370	477	847	519	308	827	1	1
"ME"	2002	"SAG"	"WOOLWICH"	1	486	598	1300	576	714	1290	782	491	1273	1	1
"ME"	2002	"SOM"	"ANSON"	2	347	294	729	336	385	721	374	331	705	1	1
"ME"	2002	"SOM"	"ATHENS"	2	96	114	241	94	144	238	106	126	232	1	1
"ME"	2002	"SOM"	"BINGHAM"	2	189	196	414	152	260	412	198	213	411	1	1
"ME"	2002	"SOM"	"BRIGHTON PLT."	2	19	9	33	16	16	32	24	6	30	1	1
"ME"	2002	"SOM"	"CAMBRIDGE"	2	64	113	193	48	146	194	69	117	186	1	1
"ME"	2002	"SOM"	"CANAAN"	2	321	268	657	330	326	656	347	285	632	1	1
"ME"	2002	"SOM"	"CARATUNK"	2	20	29	54	14	41	55	25	28	53	1	1
"ME"	2002	"SOM"	"CORNVILLE"	2	189	229	465	167	300	467	197	249	446	1	1
"ME"	2002	"SOM"	"DENNISTOWN PLT."	2	4	8	13	1	12	13	6	7	13	1	1
"ME"	2002	"SOM"	"DETROIT"	2	137	120	273	116	154	270	129	129	258	1	1
"ME"	2002	"SOM"	"EMBDEN"	2	133	169	325	122	203	325	139	178	317	1	1
"ME"	2002	"SOM"	"FAIRFIELD"	2	1171	891	2309	1168	1147	2315	1275	987	2262	1	1
"ME"	2002	"SOM"	"HARMONY"	2	118	144	277	127	166	293	143	138	281	1	1
"ME"	2002	"SOM"	"HARTLAND"	2	255	362	652	236	416	652	262	381	643	1	1
"ME"	2002	"SOM"	"HIGHLAND PLT."	2	25	55	98	40	59	99	40	58	98	1	1
"ME"	2002	"SOM"	"JACKMAN"	2	128	125	277	98	178	276	134	140	274	1	1
"ME"	2002	"SOM"	"MADISON"	2	884	626	1643	794	824	1618	937	670	1607	1	1
"ME"	2002	"SOM"	"MERCER"	2	120	136	286	128	160	288	144	138	282	1	1
"ME"	2002	"SOM"	"MOOSE RIVER"	2	25	38	73	17	57	74	25	44	69	1	1
"ME"	2002	"SOM"	"MOSCOW"	2	84	53	161	84	77	161	96	60	156	1	1
"ME"	2002	"SOM"	"NEW PORTLAND"	2	130	129	306	121	182	303	120	170	290	1	1
"ME"	2002	"SOM"	"NORRIDGEWOCK"	2	530	463	1110	465	642	1107	554	527	1081	1	1
"ME"	2002	"SOM"	"PALMYRA"	2	317	403	772	244	523	767	359	405	764	1	1
"ME"	2002	"SOM"	"PITTSFIELD"	2	638	818	1561	525	1032	1557	651	855	1506	1	1
"ME"	2002	"SOM"	"PLEASANT RIDGE PLT."	2	17	21	41	5	36	41	10	29	39	1	1
"ME"	2002	"SOM"	"RIPLEY"	2	79	97	185	48	128	176	79	101	180	1	1
"ME"	2002	"SOM"	"ROCKWOOD TWP."	2	58	92	163	24	132	156	50	107	157	1	1
"ME"	2002	"SOM"	"SKOWHEGAN"	2	1600	1129	2982	1458	1543	3001	1668	1265	2933	1	1
"ME"	2002	"SOM"	"SMITHFIELD"	2	161	161	369	172	201	373	175	182	357	1	1
"ME"	2002	"SOM"	"SOLON"	2	168	149	381	179	200	379	203	166	369	1	1
"ME"	2002	"SOM"	"SOLON"	2	0	3	3	0	3	3	0	3	3	1	2
"ME"	2002	"SOM"	"ST. ALBANS"	2	308	371	726	226	493	719	298	408	706	1	1
"ME"	2002	"SOM"	"STARKS"	2	111	84	236	111	119	230	117	109	226	1	1
"ME"	2002	"SOM"	"THE FORKS PLT."	2	11	15	28	6	22	28	9	16	25	1	1
"ME"	2002	"SOM"	"WEST FORKS PLT."	2	18	18	37	13	26	39	20	16	36	1	1
"ME"	2002	"WAL"	"BELFAST"	2	575	337	1047	514	535	1049	518	487	1005	1	1
"ME"	2002	"WAL"	"BELFAST"	2	501	358	991	466	523	989	486	449	935	2	1
"ME"	2002	"WAL"	"BELFAST"	2	342	293	708	267	442	709	325	361	686	3	1
"ME"	2002	"WAL"	"BELMONT"	2	163	116	303	118	187	305	146	146	292	1	1
"ME"	2002	"WAL"	"BROOKS"	2	160	135	339	114	222	336	130	197	327	1	1
"ME"	2002	"WAL"	"BURNHAM"	2	146	170	345	156	187	343	165	168	333	1	1
"ME"	2002	"WAL"	"FRANKFORT"	2	177	161	379	138	234	372	169	199	368	1	1
"ME"	2002	"WAL"	"FREEDOM"	2	141	105	297	139	156	295	157	131	288	1	1
"ME"	2002	"WAL"	"ISLESBORO"	2	179	128	362	207	164	371	197	157	354	1	1
"ME"	2002	"WAL"	"JACKSON"	2	80	79	182	74	106	180	76	93	169	1	1
"ME"	2002	"WAL"	"KNOX"	2	145	133	302	105	194	299	104	184	288	1	1
"ME"	2002	"WAL"	"LIBERTY"	2	174	169	396	185	216	401	194	189	383	1	1
"ME"	2002	"WAL"	"LINCOLNVILLE"	2	433	391	987	469	519	988	496	456	952	1	1
"ME"	2002	"WAL"	"MONROE"	2	170	139	365	166	198	364	180	170	350	1	1
"ME"	2002	"WAL"	"MONTVILLE"	2	171	131	402	195	196	391	211	145	356	1	1
"ME"	2002	"WAL"	"MORRILL"	2	131	158	312	97	215	312	123	184	307	1	1
"ME"	2002	"WAL"	"NORTHPORT"	2	293	256	641	260	382	642	283	338	621	1	1
"ME"	2002	"WAL"	"PALERMO"	2	200	255	545	194	350	544	236	291	527	1	1
"ME"	2002	"WAL"	"PROSPECT"	2	137	107	264	105	156	261	144	119	263	1	1
"ME"	2002	"WAL"	"SEARSMONT"	2	233	223	516	239	274	513	256	234	490	1	1
"ME"	2002	"WAL"	"SEARSPORT"	2	499	431	996	381	617	998	424	545	969	1	1
"ME"	2002	"WAL"	"STOCKTON SPRINGS"	2	331	263	667	291	369	660	330	316	646	1	1
"ME"	2002	"WAL"	"SWANVILLE"	2	188	200	453	194	255	449	211	231	442	1	1
"ME"	2002	"WAL"	"THORNDIKE"	2	129	116	283	124	157	281	135	133	268	1	1
"ME"	2002	"WAL"	"TROY"	2	148	173	358	139	219	358	137	206	343	1	1
"ME"	2002	"WAL"	"UNITY"	2	286	251	630	244	374	618	284	316	600	1	1
"ME"	2002	"WAL"	"WALDO"	2	135	111	279	109	167	276	142	134	276	1	1
"ME"	2002	"WAL"	"WINTERPORT"	2	735	555	1405	548	875	1423	673	725	1398	1	1
"ME"	2002	"WAS"	"ADDISON"	2	203	186	421	140	284	424	140	282	422	1	1
"ME"	2002	"WAS"	"ALEXANDER"	2	102	52	161	52	106	158	56	105	161	1	1
"ME"	2002	"WAS"	"BAILEYVILLE"	2	344	162	521	215	307	522	251	267	518	1	1
"ME"	2002	"WAS"	"BARING"	2	49	20	78	38	39	77	45	33	78	1	1
"ME"	2002	"WAS"	"BEALS"	2	105	75	184	68	104	172	72	104	176	1	1
"ME"	2002	"WAS"	"BEDDINGTON"	2	13	7	22	7	15	22	8	14	22	1	1
"ME"	2002	"WAS"	"BROOKTON TWP."	2	41	44	90	22	69	91	41	44	85	1	1
"ME"	2002	"WAS"	"CALAIS"	2	853	268	1189	355	940	1295	381	900	1281	1	1
"ME"	2002	"WAS"	"CENTERVILLE"	2	6	8	15	1	14	15	2	13	15	1	1
"ME"	2002	"WAS"	"CHARLOTTE"	2	77	45	127	34	90	124	35	91	126	1	1
"ME"	2002	"WAS"	"CHERRYFIELD"	2	218	162	454	157	297	454	168	285	453	1	1
"ME"	2002	"WAS"	"CODYVILLE PLT."	2	4	3	7	3	5	8	3	4	7	1	1
"ME"	2002	"WAS"	"COLUMBIA"	2	55	76	146	58	89	147	40	99	139	1	1
"ME"	2002	"WAS"	"COLUMBIA FALLS"	2	94	97	203	54	147	201	69	129	198	1	1
"ME"	2002	"WAS"	"COOPER"	2	46	29	78	34	43	77	32	45	77	1	1
"ME"	2002	"WAS"	"CRAWFORD"	2	25	21	46	3	41	44	8	36	44	1	1
"ME"	2002	"WAS"	"CUTLER"	2	87	78	178	56	117	173	48	125	173	1	1
"ME"	2002	"WAS"	"DANFORTH"	2	97	80	186	51	146	197	82	99	181	1	1
"ME"	2002	"WAS"	"DEBLOIS"	2	4	10	16	7	9	16	7	9	16	1	1
"ME"	2002	"WAS"	"DENNYSVILLE"	2	93	43	138	39	98	137	43	93	136	1	1
"ME"	2002	"WAS"	"EAST MACHIAS"	2	272	188	488	142	337	479	150	325	475	1	1
"ME"	2002	"WAS"	"EASTPORT"	2	527	158	747	260	486	746	195	547	742	1	1
"ME"	2002	"WAS"	"EDMUNDS TWP."	2	85	29	116	41	76	117	39	79	118	1	1
"ME"	2002	"WAS"	"GRAND LAKE STREAM PLT."	2	29	25	59	16	54	70	27	40	67	1	1
"ME"	2002	"WAS"	"HARRINGTON"	2	179	118	319	100	219	319	102	219	321	1	1
"ME"	2002	"WAS"	"INDIAN TOWNSHIP"	2	114	6	128	78	50	128	93	31	124	1	1
"ME"	2002	"WAS"	"JONESBORO"	2	131	86	231	84	148	232	74	157	231	1	1
"ME"	2002	"WAS"	"JONESPORT"	2	211	147	385	130	255	385	128	253	381	1	1
"ME"	2002	"WAS"	"LUBEC"	2	403	148	603	281	321	602	245	348	593	1	1
"ME"	2002	"WAS"	"MACHIAS"	2	491	237	764	257	505	762	248	483	731	1	1
"ME"	2002	"WAS"	"MACHIASPORT"	2	206	135	368	151	213	364	132	230	362	1	1
"ME"	2002	"WAS"	"MARSHFIELD"	2	135	91	236	66	165	231	52	175	227	1	1
"ME"	2002	"WAS"	"MEDDYBEMPS"	2	34	24	61	17	43	60	14	45	59	1	1
"ME"	2002	"WAS"	"MILBRIDGE"	2	248	194	471	164	311	475	164	303	467	1	1
"ME"	2002	"WAS"	"NO. 21 TWP."	2	20	11	36	14	20	34	20	16	36	1	1
"ME"	2002	"WAS"	"NO. 27 TWP."	2	8	8	16	2	14	16	6	10	16	1	1
"ME"	2002	"WAS"	"NORTHFIELD"	2	31	17	55	18	36	54	19	35	54	1	1
"ME"	2002	"WAS"	"PEMBROKE"	2	208	116	347	131	207	338	111	231	342	1	1
"ME"	2002	"WAS"	"PERRY"	2	187	108	309	80	232	312	69	245	314	1	1
"ME"	2002	"WAS"	"PLEASANT PT. VOTING DIS."	2	110	6	122	77	35	112	71	44	115	1	1
"ME"	2002	"WAS"	"PRINCETON"	2	148	127	294	98	196	294	129	159	288	1	1
"ME"	2002	"WAS"	"ROBBINSTON"	2	139	60	207	51	158	209	53	153	206	1	1
"ME"	2002	"WAS"	"ROQUE BLUFFS"	2	61	42	111	55	67	122	49	68	117	1	1
"ME"	2002	"WAS"	"STEUBEN"	2	201	135	387	155	226	381	168	204	372	1	1
"ME"	2002	"WAS"	"TALMADGE"	2	10	19	29	4	24	28	9	19	28	1	1
"ME"	2002	"WAS"	"TOPSFIELD"	2	35	42	80	26	52	78	36	44	80	1	1
"ME"	2002	"WAS"	"TWP. 14 (COOPER)"	2	6	2	8	4	3	7	6	2	8	1	1
"ME"	2002	"WAS"	"UN. TWP. OF TRESCOTT"	2	15	16	34	14	19	33	12	22	34	1	1
"ME"	2002	"WAS"	"VANCEBORO"	2	45	17	68	28	39	67	45	25	70	1	1
"ME"	2002	"WAS"	"WAITE"	2	17	17	37	13	22	35	22	14	36	1	1
"ME"	2002	"WAS"	"WESLEY"	2	37	12	52	23	25	48	17	30	47	1	1
"ME"	2002	"WAS"	"WHITING"	2	100	66	178	53	119	172	63	111	174	1	1
"ME"	2002	"WAS"	"WHITNEYVILLE"	2	54	29	84	23	60	83	22	61	83	1	1
"ME"	2002	"YOR"	"ACTON"	1	282	398	834	289	552	841	437	388	825	1	1
"ME"	2002	"YOR"	"ALFRED"	1	484	531	1189	429	764	1193	645	523	1168	1	1
"ME"	2002	"YOR"	"ARUNDEL"	1	559	588	1397	564	836	1400	777	611	1388	1	1
"ME"	2002	"YOR"	"BERWICK"	1	702	855	1781	543	1246	1789	903	862	1765	1	1
"ME"	2002	"YOR"	"BIDDEFORD"	1	457	492	1097	440	655	1095	662	421	1083	1	1
"ME"	2002	"YOR"	"BIDDEFORD"	1	559	288	972	493	478	971	702	253	955	2	1
"ME"	2002	"YOR"	"BIDDEFORD"	1	733	551	1435	615	820	1435	951	473	1424	3	1
"ME"	2002	"YOR"	"BIDDEFORD"	1	708	300	1119	600	519	1119	851	251	1102	4	1
"ME"	2002	"YOR"	"BIDDEFORD"	1	555	300	987	484	500	984	709	246	955	5	1
"ME"	2002	"YOR"	"BIDDEFORD"	1	464	446	1053	447	601	1048	714	325	1039	6	1
"ME"	2002	"YOR"	"BIDDEFORD"	1	584	343	1015	474	551	1025	741	266	1007	7	1
"ME"	2002	"YOR"	"BUXTON"	1	1087	1397	2902	1043	1862	2905	1666	1206	2872	1	1
"ME"	2002	"YOR"	"CORNISH"	1	186	236	498	214	285	499	322	174	496	1	1
"ME"	2002	"YOR"	"DAYTON"	1	267	379	741	233	513	746	404	332	736	1	1
"ME"	2002	"YOR"	"ELIOT"	1	951	1178	2477	915	1555	2470	1376	1068	2444	1	1
"ME"	2002	"YOR"	"HOLLIS"	1	587	711	1496	580	907	1487	873	596	1469	1	1
"ME"	2002	"YOR"	"KENNEBUNK"	1	1733	2462	4946	1851	3084	4935	2456	2448	4904	1	1
"ME"	2002	"YOR"	"KENNEBUNKPORT"	1	659	1055	2060	765	1301	2066	984	1054	2038	1	1
"ME"	2002	"YOR"	"KITTERY"	1	1481	1377	3508	1571	1958	3529	2205	1255	3460	1	1
"ME"	2002	"YOR"	"LEBANON"	1	520	695	1439	446	990	1436	751	677	1428	1	1
"ME"	2002	"YOR"	"LIMERICK"	1	325	416	873	331	552	883	497	369	866	1	1
"ME"	2002	"YOR"	"LIMINGTON"	1	395	546	1079	350	737	1087	589	485	1074	1	1
"ME"	2002	"YOR"	"LYMAN"	1	571	691	1471	543	938	1481	818	642	1460	1	1
"ME"	2002	"YOR"	"NEWFIELD"	1	135	252	461	138	322	460	217	231	448	1	1
"ME"	2002	"YOR"	"NORTH BERWICK"	1	559	785	1556	498	1063	1561	780	737	1517	1	1
"ME"	2002	"YOR"	"OGUNQUIT"	1	349	326	774	387	385	772	464	298	762	1	1
"ME"	2002	"YOR"	"OLD ORCHARD BEACH"	1	1633	1461	3561	1615	1942	3557	2372	1123	3495	1	1
"ME"	2002	"YOR"	"PARSONSFIELD"	1	121	140	303	100	206	306	171	127	298	1	1
"ME"	2002	"YOR"	"PARSONSFIELD"	1	123	158	329	131	199	330	180	145	325	2	1
"ME"	2002	"YOR"	"SACO"	1	565	488	1165	479	684	1163	788	369	1157	1	1
"ME"	2002	"YOR"	"SACO"	1	481	548	1152	407	743	1150	729	402	1131	2	1
"ME"	2002	"YOR"	"SACO"	1	399	297	784	371	411	782	533	243	776	3	1
"ME"	2002	"YOR"	"SACO"	1	564	527	1185	499	688	1187	769	384	1153	4	1
"ME"	2002	"YOR"	"SACO"	1	467	293	843	405	440	845	607	226	833	5	1
"ME"	2002	"YOR"	"SACO"	1	384	247	740	349	391	740	556	178	734	6	1
"ME"	2002	"YOR"	"SACO"	1	374	216	697	370	321	691	500	181	681	7	1
"ME"	2002	"YOR"	"SANFORD"	1	513	481	1138	465	680	1145	679	433	1112	1	1
"ME"	2002	"YOR"	"SANFORD"	1	499	324	921	421	500	921	632	277	909	2	1
"ME"	2002	"YOR"	"SANFORD"	1	479	379	997	431	572	1003	628	354	982	3	1
"ME"	2002	"YOR"	"SANFORD"	1	532	536	1200	449	757	1206	712	436	1148	4	1
"ME"	2002	"YOR"	"SANFORD"	1	493	558	1172	437	731	1168	630	520	1150	5	1
"ME"	2002	"YOR"	"SANFORD"	1	418	310	835	396	444	840	531	293	824	6	1
"ME"	2002	"YOR"	"SANFORD"	1	469	287	868	415	452	867	578	270	848	7	1
"ME"	2002	"YOR"	"SHAPLEIGH"	1	349	455	964	351	623	974	530	428	958	1	1
"ME"	2002	"YOR"	"SOUTH BERWICK"	1	871	1120	2306	814	1494	2308	1256	1029	2285	1	1
"ME"	2002	"YOR"	"WATERBORO"	1	782	975	2052	692	1358	2050	1211	820	2031	1	1
"ME"	2002	"YOR"	"WELLS"	1	1454	1895	3844	1374	2472	3846	2048	1725	3773	1	1
"ME"	2002	"YOR"	"YORK"	1	2016	2750	5605	2148	3474	5622	3094	2451	5545	1	1
