state	year	county	precinct	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv	g2004_STH_dv	g2004_STH_rv	g2004_STH_tv	g2004_STS_dv	g2004_STS_rv	g2004_STS_tv
"NM"	2004	2	"402"	77	82	159	63	163	226	62	79		95	89	184
"NM"	2004	2	"402"	76	57	134	82	0	82	62	79		66	67	133
"NM"	2004	2	"402"	76	57	134	82	0	82	62	79		60	136	196
"NM"	2004	2	"402"	76	57	134	82	69	151	62	79		60	136	196
"NM"	2004	2	"402"	112	133	247	63	94	157	62	79		60	136	196
"NM"	2004	2	"402"	76	57	134	82	0	82	45	79		60	136	196
"NM"	2004	2	"403"	60	43	103	58	45	103		93		107	45	152
"NM"	2004	2	"403"	61	48	109	54	0	54		102		54	111	165
"NM"	2004	2	"403"	60	43	103	58	125	183		93		57	45	102
"NM"	2004	2	"403"	117	113	231	102	1	103		93		57	45	102
"NM"	2004	2	"403"	60	43	103	58	53	111		52		57	45	102
"NM"	2004	2	"403"	60	43	103	58	0	58		93		57	45	102
"NM"	2004	2	"404"	88	82	170	104	1	105	39	30		76	90	166
"NM"	2004	2	"404"	117	138	259	62	0	62	179	30		114	85	199
"NM"	2004	2	"404"	88	82	170	104	87	191	39	30		58	130	188
"NM"	2004	2	"404"	88	82	170	104	0	104	39	30		58	130	188
"NM"	2004	2	"404"	88	82	170	104	95	199	39	30		58	130	188
"NM"	2004	2	"404"	66	83	152	76	152	228	39	30		58	130	188
"NM"	2004	2	"405"	66	62	131	90	116	206	72	30		83	67	150
"NM"	2004	2	"405"	66	62	131	90	0	90	72	30		98	59	157
"NM"	2004	2	"405"	66	62	131	90	0	90	79	30		71	93	164
"NM"	2004	2	"405"	95	57	156	86	70	156	72	30		71	93	164
"NM"	2004	2	"405"	111	92	209	68	0	68	72	30		71	93	164
"NM"	2004	2	"405"	66	62	131	90	65	155	72	30		71	93	164
"NM"	2004	2	"406"	46	46	92	39	0	39	29	54		78		78
"NM"	2004	2	"406"	46	46	92	39	53	92	29	54		59		59
"NM"	2004	2	"406"	97	90	190	80	0	80	73	54		128		128
"NM"	2004	2	"406"	46	46	92	39	107	146	29	54		128		128
"NM"	2004	2	"406"	66	59	126	59	0	59	29	54		128		128
"NM"	2004	2	"406"	46	46	92	39	66	105	29	54		128		128
"NM"	2004	2	"407"	92	113	205	74	0	74	199	260		95	113	208
"NM"	2004	2	"407"	136	165	307	81	147	228	25	260		77	125	202
"NM"	2004	2	"407"	92	113	205	74	1	75	25	260		126	160	286
"NM"	2004	2	"407"	92	113	205	74	0	74	25	260		126	160	286
"NM"	2004	2	"407"	97	131	230	113	129	242	25	260		126	160	286
"NM"	2004	2	"407"	92	113	205	74	194	268	25	260		126	160	286
"NM"	2004	2	"408"	97	104	204	83	103	186	27	147		143		143
"NM"	2004	2	"408"	68	103	172	44	0	44	27	147		83		83
"NM"	2004	2	"408"	51	93	147	61	109	170	27	147		90		90
"NM"	2004	2	"408"	51	93	147	61	0	61	226	147		90		90
"NM"	2004	2	"408"	51	93	147	61	0	61	27	147		90		90
"NM"	2004	2	"408"	51	93	147	61	123	184	27	147		90		90
"NM"	2004	2	"409"	158	135	297	81	2	83	142	143		151	104	255
"NM"	2004	2	"409"	158	135	297	81	155	236	142	143		230	214	444
"NM"	2004	2	"409"	158	135	297	81	4	85	142	143		82	132	214
"NM"	2004	2	"409"	158	135	297	81	109	190	142	143		82	132	214
"NM"	2004	2	"409"	99	87	192	142	0	142	142	143		82	132	214
"NM"	2004	2	"409"	273	235	522	237	277	514	48	143		82	132	214
"NM"	2004	2	"41"	187	163	354	99	176	275	2	48		108	47	155
"NM"	2004	2	"41"	124	107	233	123	109	232	66	28		210	123	333
"NM"	2004	2	"41"	124	107	233	123	0	123	66	48		137	85	222
"NM"	2004	2	"41"	124	107	233	123	0	123	66	48		137	85	222
"NM"	2004	2	"41"	107	50	158	174	0	174	194	48		137	85	222
"NM"	2004	2	"41"	124	107	233	123	59	182	66	10		137	85	222
"NM"	2004	2	"410"	57	95	152	35	0	35	158	58		60	39	99
"NM"	2004	2	"410"	57	95	152	35	0	35	158	91		165	165	330
"NM"	2004	2	"410"	57	95	152	35	101	136	43	91		37	88	125
"NM"	2004	2	"410"	57	95	152	35	208	243	158	91		37	88	125
"NM"	2004	2	"410"	175	175	354	51	0	51	158	91		37	88	125
"NM"	2004	2	"410"	39	43	83	144	45	189	158	253		37	88	125
"NM"	2004	2	"411"	89	62	153	131	52	183	225	31		87	120	207
"NM"	2004	2	"411"	89	62	153	131	0	131	43	93		122	50	172
"NM"	2004	2	"411"	89	62	153	131	70	201	225	93		62	63	125
"NM"	2004	2	"411"	148	111	264	78	133	211	225	276		62	63	125
"NM"	2004	2	"411"	70	43	113	60	0	60	225	104		62	63	125
"NM"	2004	2	"411"	89	62	153	131	0	131	225	93		62	63	125
"NM"	2004	2	"412"	80	46	126	69	0	69	145	5		40		40
"NM"	2004	2	"412"	80	46	126	69	22	91	23	44		94		94
"NM"	2004	2	"412"	21	22	43	21	0	21	23	5		31		31
"NM"	2004	2	"412"	80	46	126	69	56	125	23	5		31		31
"NM"	2004	2	"412"	80	46	126	69	0	69	23	49		31		31
"NM"	2004	2	"412"	33	19	52	29	22	51	23	136		31		31
"NM"	2004	2	"413"	96	69	166	79	77	156	45	218		93	66	159
"NM"	2004	2	"413"	198	134	336	86	78	164	53	150		168	129	297
"NM"	2004	2	"413"	96	69	166	79	0	79	45	47		75	71	146
"NM"	2004	2	"413"	87	66	156	179	0	179	45	150		75	71	146
"NM"	2004	2	"413"	96	69	166	79	0	79	45	55		75	71	146
"NM"	2004	2	"413"	96	69	166	79	149	228	45	150		75	71	146
"NM"	2004	2	"414"	39	49	88	36	52	88	157	96		37	64	101
"NM"	2004	2	"414"	39	49	88	36	0	36	157	96		25	47	72
"NM"	2004	2	"414"	29	40	69	42	0	42	157	96		57	38	95
"NM"	2004	2	"414"	39	49	88	36	0	36	68	96		57	38	95
"NM"	2004	2	"414"	39	49	88	36	87	123	157	96		57	38	95
"NM"	2004	2	"414"	59	69	130	26	42	68	157	96		57	38	95
"NM"	2004	2	"415"	35	31	66	35	85	120	47	112			94	94
"NM"	2004	2	"415"	55	80	137	32	0	32	47	112			41	41
"NM"	2004	2	"415"	55	80	137	32	32	64	161	112			42	42
"NM"	2004	2	"415"	36	29	68	52	0	52	47	112			42	42
"NM"	2004	2	"415"	55	80	137	32	0	32	47	112			42	42
"NM"	2004	2	"415"	55	80	137	32	34	66	47	112			42	42
"NM"	2004	2	"416"	23	32	55	103	0	103	151	215			168	168
"NM"	2004	2	"416"	46	37	83	37	0	37	22	17			56	56
"NM"	2004	2	"416"	46	37	83	37	131	168	151	39			41	41
"NM"	2004	2	"416"	46	37	83	37	35	72	151	17			41	41
"NM"	2004	2	"416"	46	37	83	37	0	37	151	19			41	41
"NM"	2004	2	"416"	114	115	233	22	44	66	151	17			41	41
"NM"	2004	2	"417"	119	110	232	104	0	104	68	16			175	175
"NM"	2004	2	"417"	69	43	115	64	49	113	40	20			64	64
"NM"	2004	2	"417"	69	43	115	64	60	124	68	85			71	71
"NM"	2004	2	"417"	69	43	115	64	0	64	68	109			71	71
"NM"	2004	2	"417"	69	43	115	64	126	190	68	85			71	71
"NM"	2004	2	"417"	69	56	125	65	0	65	68	85			71	71
"NM"	2004	2	"418"	116	128	245	95	0	95	1	9		45	104	149
"NM"	2004	2	"418"	116	128	245	95	0	95	1	23		60	57	117
"NM"	2004	2	"418"	116	128	245	95	59	154	1	65		119	79	198
"NM"	2004	2	"418"	116	128	245	95	0	95	212	9		119	79	198
"NM"	2004	2	"418"	59	85	144	55	90	145	1	61		119	79	198
"NM"	2004	2	"418"	50	50	101	41	142	183	1	9		119	79	198
"NM"	2004	2	"419"	124	133	261	99	1	100	58	33		95	131	226
"NM"	2004	2	"419"	99	112	215	76	135	211	58	33		116	112	228
"NM"	2004	2	"419"	99	112	215	76	260	336	58	33		196	210	406
"NM"	2004	2	"419"	99	112	215	76	1	77	58	33		196	210	406
"NM"	2004	2	"419"	210	213	432	164	150	314	47	33		196	210	406
"NM"	2004	2	"419"	99	112	215	76	0	76	58	33		196	210	406
"NM"	2004	2	"42"	161	101	265	155	0	155	78	18		80	46	126
"NM"	2004	2	"42"	161	101	265	155	65	220	78	83		68	90	158
"NM"	2004	2	"42"	65	50	115	60	108	168	78	18		167	45	212
"NM"	2004	2	"42"	66	57	125	58	0	58	86	18		167	45	212
"NM"	2004	2	"42"	161	101	265	155	58	213	78	45		167	45	212
"NM"	2004	2	"42"	161	101	265	155	0	155	35	18		167	45	212
"NM"	2004	2	"420"	114	108	226	211	256	467	119	163		109	102	211
"NM"	2004	2	"420"	114	108	226	211	0	211	119	163		118	212	330
"NM"	2004	2	"420"	114	108	226	211	112	323	119	163		228	104	332
"NM"	2004	2	"420"	126	114	241	111	1	112	55	163		228	104	332
"NM"	2004	2	"420"	114	108	226	211	115	326	119	163		228	104	332
"NM"	2004	2	"420"	233	232	474	121	0	121	119	163		228	104	332
"NM"	2004	2	"421"	146	169	319	76	0	76	133	47		74	79	153
"NM"	2004	2	"421"	146	169	319	76	0	76	133	47		84	102	186
"NM"	2004	2	"421"	146	169	319	76	80	156	133	47		131	163	294
"NM"	2004	2	"421"	146	169	319	76	120	196	133	47		131	163	294
"NM"	2004	2	"421"	84	73	159	122	189	311	133	47		131	163	294
"NM"	2004	2	"421"	91	102	193	73	0	73	42	47		131	163	294
"NM"	2004	2	"422"	137	193	332	143	0	143	9	118		152	360	512
"NM"	2004	2	"422"	137	193	332	143	209	352	9	118		247	183	430
"NM"	2004	2	"422"	137	193	332	143	0	143	9	31		134	193	327
"NM"	2004	2	"422"	242	403	650	106	444	550	9	45		134	193	327
"NM"	2004	2	"422"	150	206	359	196	226	422	141	118		134	193	327
"NM"	2004	2	"422"	137	193	332	143	0	143	9	148		134	193	327
"NM"	2004	2	"423"	209	258	469	164	0	164	133	25		201	442	643
"NM"	2004	2	"423"	314	474	802	251	1	252	133	25		295	339	634
"NM"	2004	2	"423"	189	375	566	172	526	698	133	25		198	249	447
"NM"	2004	2	"423"	189	375	566	172	0	172	133	0		198	249	447
"NM"	2004	2	"423"	189	375	566	172	393	565	133	24		198	249	447
"NM"	2004	2	"423"	189	375	566	172	296	468	30	208		198	249	447
"NM"	2004	2	"424"	219	428	650	161	481	642	211	179		200	303	503
"NM"	2004	2	"424"	111	230	342	187	257	444	55	179		203	228	431
"NM"	2004	2	"424"	213	318	531	86	342	428	55	179		94	399	493
"NM"	2004	2	"424"	219	428	650	161	1	162	55	179		94	399	493
"NM"	2004	2	"424"	219	428	650	161	0	161	55	179		94	399	493
"NM"	2004	2	"424"	219	428	650	161	0	161	55	179		94	399	493
"NM"	2004	2	"425"	145	221	368	180	479	659	68	144			477	477
"NM"	2004	2	"425"	216	417	634	127	449	576	68	144			256	256
"NM"	2004	2	"425"	145	221	368	180	0	180	68	144			529	529
"NM"	2004	2	"425"	145	221	368	180	1	181	68	144			529	529
"NM"	2004	2	"425"	247	440	693	197	0	197	68	144			529	529
"NM"	2004	2	"425"	145	221	368	180	237	417	118	144			529	529
"NM"	2004	2	"426"	111	198	312	85	161	246	57	264			236	236
"NM"	2004	2	"426"	102	210	315	77	229	306	57	264			166	166
"NM"	2004	2	"426"	102	210	315	77	231	308	36	264			266	266
"NM"	2004	2	"426"	102	210	315	77	0	77	57	264			266	266
"NM"	2004	2	"426"	88	145	234	68	1	69	57	264			266	266
"NM"	2004	2	"426"	102	210	315	77	0	77	57	264			266	266
"NM"	2004	2	"427"	164	364	531	154	386	540	49	292			358	358
"NM"	2004	2	"427"	213	300	519	137	0	137	49	292			243	243
"NM"	2004	2	"427"	183	283	473	180	2	182	49	292			432	432
"NM"	2004	2	"427"	213	300	519	137	313	450	49	292			432	432
"NM"	2004	2	"427"	213	300	519	137	0	137	49	292			432	432
"NM"	2004	2	"427"	213	300	519	137	336	473	5	292			432	432
"NM"	2004	2	"428"	96	125	223	70	0	70	30	221			116	116
"NM"	2004	2	"428"	96	125	223	70	0	70	84	221			195	195
"NM"	2004	2	"428"	98	156	258	61	105	166	84	25			145	145
"NM"	2004	2	"428"	96	125	223	70	185	255	84	163			145	145
"NM"	2004	2	"428"	74	93	168	82	0	82	84	38			145	145
"NM"	2004	2	"428"	96	125	223	70	139	209	84	221			145	145
"NM"	2004	2	"429"	107	159	270	89	182	271	60	30			192	192
"NM"	2004	2	"429"	158	215	382	90	178	268	64	30			296	296
"NM"	2004	2	"429"	158	215	382	90	0	90	64	62			180	180
"NM"	2004	2	"429"	158	215	382	90	0	90	64	30			180	180
"NM"	2004	2	"429"	112	163	276	124	0	124	64	167			180	180
"NM"	2004	2	"429"	158	215	382	90	250	340	64	138			180	180
"NM"	2004	2	"43"	235	148	388	217	59	276	3	16		258	55	313
"NM"	2004	2	"43"	153	88	244	115	93	208	178	16		164	118	282
"NM"	2004	2	"43"	235	148	388	217	0	217	64	16		118	68	186
"NM"	2004	2	"43"	235	148	388	217	171	388	64	45		118	68	186
"NM"	2004	2	"43"	125	50	175	146	0	146	64	16		118	68	186
"NM"	2004	2	"43"	235	148	388	217	0	217	64	224		118	68	186
"NM"	2004	2	"430"	63	68	131	74	0	74	37	10			90	90
"NM"	2004	2	"430"	79	92	173	67	0	67	168	129			257	257
"NM"	2004	2	"430"	101	210	311	56	233	289	37	16			111	111
"NM"	2004	2	"430"	63	68	131	74	104	178	37	200			111	111
"NM"	2004	2	"430"	63	68	131	74	74	148	37	16			111	111
"NM"	2004	2	"430"	63	68	131	74	0	74	37	16			111	111
"NM"	2004	2	"431"	43	51	95	125	54	179		25		44	89	133
"NM"	2004	2	"431"	43	51	95	125	109	234		25		138	49	187
"NM"	2004	2	"431"	43	51	95	125	57	182		25		56	48	104
"NM"	2004	2	"431"	43	51	95	125	0	125		339		56	48	104
"NM"	2004	2	"431"	133	104	240	38	0	38		6		56	48	104
"NM"	2004	2	"431"	64	49	116	60	0	60		25		56	48	104
"NM"	2004	2	"432"	74	57	134	171	1	172	101	214		104	58	162
"NM"	2004	2	"432"	188	140	334	66	68	134	101	214		76	55	131
"NM"	2004	2	"432"	117	56	175	104	0	104	101	214		174	129	303
"NM"	2004	2	"432"	188	140	334	66	157	223	101	70		174	129	303
"NM"	2004	2	"432"	188	140	334	66	64	130	101	214		174	129	303
"NM"	2004	2	"432"	188	140	334	66	0	66	101	214		174	129	303
"NM"	2004	2	"433"	134	100	236	56	50	106	80	226		61	79	140
"NM"	2004	2	"433"	68	39	107	44	0	44	80	226		47	41	88
"NM"	2004	2	"433"	48	39	89	127	0	127	80	226		136	37	173
"NM"	2004	2	"433"	134	100	236	56	46	102	80	79		136	37	173
"NM"	2004	2	"433"	134	100	236	56	0	56	80	226		136	37	173
"NM"	2004	2	"433"	134	100	236	56	106	162	80	226		136	37	173
"NM"	2004	2	"434"	45	19	68	89	30	119	45	245		40	74	114
"NM"	2004	2	"434"	38	27	66	35	1	36	45	93		96	23	119
"NM"	2004	2	"434"	38	27	66	35	0	35	45	93		36	27	63
"NM"	2004	2	"434"	38	27	66	35	0	35	45	93		36	27	63
"NM"	2004	2	"434"	38	27	66	35	23	58	45	93		36	27	63
"NM"	2004	2	"434"	100	74	177	44	82	126	45	93		36	27	63
"NM"	2004	2	"435"	112	98	211	105	0	105	309	236		127	60	187
"NM"	2004	2	"435"	112	98	211	105	0	105	309	201		103	100	203
"NM"	2004	2	"435"	69	50	121	127	63	190	309	201		55	150	205
"NM"	2004	2	"435"	142	145	291	57	103	160	309	201		55	150	205
"NM"	2004	2	"435"	112	98	211	105	0	105	309	201		55	150	205
"NM"	2004	2	"435"	112	98	211	105	166	271	309	201		55	150	205
"NM"	2004	2	"436"	64	46	110	58	51	109	231	406		122	51	173
"NM"	2004	2	"436"	64	46	110	58	0	58	231	145		57	109	166
"NM"	2004	2	"436"	76	35	113	67	137	204	231	145		61	46	107
"NM"	2004	2	"436"	136	114	252	111	0	111	231	145		61	46	107
"NM"	2004	2	"436"	64	46	110	58	43	101	231	145		61	46	107
"NM"	2004	2	"436"	64	46	110	58	0	58	231	145		61	46	107
"NM"	2004	2	"437"	40	37	78	84	0	84	104	137		84	46	130
"NM"	2004	2	"437"	40	37	78	84	41	125	104	137		43	28	71
"NM"	2004	2	"437"	33	30	66	25	67	92	104	138		32	32	64
"NM"	2004	2	"437"	40	37	78	84	0	84	104	137		32	32	64
"NM"	2004	2	"437"	99	56	158	36	41	77	104	137		32	32	64
"NM"	2004	2	"437"	40	37	78	84	0	84	104	137		32	32	64
"NM"	2004	2	"438"	244	177	432	221	0	221	149	91		62		62
"NM"	2004	2	"438"	116	80	199	53	1	54	149	91		345		345
"NM"	2004	2	"438"	58	21	82	100	206	306	149	91		142		142
"NM"	2004	2	"438"	58	21	82	100	1	101	149	91		142		142
"NM"	2004	2	"438"	58	21	82	100	99	199	149	145		142		142
"NM"	2004	2	"438"	58	21	82	100	30	130	149	91		142		142
"NM"	2004	2	"439"	186	158	347	101	91	192	80	4		251		251
"NM"	2004	2	"439"	186	158	347	101	174	275	80	4		128		128
"NM"	2004	2	"439"	186	158	347	101	1	102	80	4		101		101
"NM"	2004	2	"439"	90	51	143	164	1	165	80	4		101		101
"NM"	2004	2	"439"	106	86	196	79	63	142	80	4		101		101
"NM"	2004	2	"439"	186	158	347	101	0	101	7	4		101		101
"NM"	2004	2	"44"	128	81	210	121	117	238	56	138		239	32	271
"NM"	2004	2	"44"	218	110	331	218	86	304	19	35		113	90	203
"NM"	2004	2	"44"	104	46	151	93	0	93	19	35		134	70	204
"NM"	2004	2	"44"	104	46	151	93	1	94	19	275		134	70	204
"NM"	2004	2	"44"	104	46	151	93	1	94	395	35		134	70	204
"NM"	2004	2	"44"	104	46	151	93	56	149	19	35		134	70	204
"NM"	2004	2	"440"	57	79	136	51	0	51	20	1		38		38
"NM"	2004	2	"440"	57	79	136	51	87	138	20	1		76		76
"NM"	2004	2	"440"	57	79	136	51	0	51	20	1		50		50
"NM"	2004	2	"440"	38	48	87	32	55	87	20	1		50		50
"NM"	2004	2	"440"	57	79	136	51	0	51	15	1		50		50
"NM"	2004	2	"440"	25	39	64	24	39	63	20	1		50		50
"NM"	2004	2	"441"	59	44	105	48	1	49	269	94		55	23	78
"NM"	2004	2	"441"	137	119	262	130	128	258	10	3		50	45	95
"NM"	2004	2	"441"	56	24	81	53	0	53	269	3		131	121	252
"NM"	2004	2	"441"	137	119	262	130	50	180	269	3		131	121	252
"NM"	2004	2	"441"	137	119	262	130	0	130	31	3		131	121	252
"NM"	2004	2	"441"	137	119	262	130	32	162	269	96		131	121	252
"NM"	2004	2	"442"	73	33	106	73	39	112	73	8		136	32	168
"NM"	2004	2	"442"	73	33	106	73	0	73	73	8		76	68	144
"NM"	2004	2	"442"	73	33	106	73	92	165	73	8		68	34	102
"NM"	2004	2	"442"	75	36	113	128	1	129	73	95		68	34	102
"NM"	2004	2	"442"	73	33	106	73	0	73	73	8		68	34	102
"NM"	2004	2	"442"	129	92	226	63	40	103	73	8		68	34	102
"NM"	2004	2	"443"	49	28	78	47	30	77	129	100		50	25	75
"NM"	2004	2	"443"	51	22	73	48	96	144	129	100		48	22	70
"NM"	2004	2	"443"	51	22	73	48	23	71	129	306		99	69	168
"NM"	2004	2	"443"	114	73	190	93	1	94	129	100		99	69	168
"NM"	2004	2	"443"	51	22	73	48	0	48	129	100		99	69	168
"NM"	2004	2	"443"	51	22	73	48	1	49	129	100		99	69	168
"NM"	2004	2	"444"	115	78	196	105	0	105	186	347		55	62	117
"NM"	2004	2	"444"	115	78	196	105	1	106	186	349		117	25	142
"NM"	2004	2	"444"	115	78	196	105	0	105	186	349		40	29	69
"NM"	2004	2	"444"	43	30	75	48	89	137	186	349		40	29	69
"NM"	2004	2	"444"	115	78	196	105	33	138	186	349		40	29	69
"NM"	2004	2	"444"	58	24	82	44	31	75	186	349		40	29	69
"NM"	2004	2	"445"	85	118	205	87	52	139	262	328		59	35	94
"NM"	2004	2	"445"	33	43	78	31	0	31	262	142		83	108	191
"NM"	2004	2	"445"	33	43	78	31	0	31	262	328		40	44	84
"NM"	2004	2	"445"	33	43	78	31	116	147	262	328		40	44	84
"NM"	2004	2	"445"	60	45	107	55	47	102	262	328		40	44	84
"NM"	2004	2	"445"	33	43	78	31	0	31	262	328		40	44	84
"NM"	2004	2	"446"	99	101	202	54	0	54	344	89		52	102	154
"NM"	2004	2	"446"	99	101	202	54	43	97	344	89		92	47	139
"NM"	2004	2	"446"	99	101	202	54	0	54	344	89		65	40	105
"NM"	2004	2	"446"	99	101	202	54	101	155	344	89		65	40	105
"NM"	2004	2	"446"	63	48	112	95	0	95	344	89		65	40	105
"NM"	2004	2	"446"	56	42	98	62	49	111	344	95		65	40	105
"NM"	2004	2	"447"	110	320	431	104	392	496	10	8			340	340
"NM"	2004	2	"447"	113	202	315	91	0	91	10	8			225	225
"NM"	2004	2	"447"	110	320	431	104	0	104	10	8			400	400
"NM"	2004	2	"447"	110	320	431	104	222	326	10	8			400	400
"NM"	2004	2	"447"	110	320	431	104	337	441	10	8			400	400
"NM"	2004	2	"447"	142	349	496	91	0	91	6	8			400	400
"NM"	2004	2	"449"	102	92	196	81	0	81	165	38			122	122
"NM"	2004	2	"449"	102	92	196	81	111	192	4	104			157	157
"NM"	2004	2	"449"	102	92	196	81	206	287	4	63			254	254
"NM"	2004	2	"449"	102	92	196	81	0	81	4	38			254	254
"NM"	2004	2	"449"	184	160	351	141	0	141	77	38			254	254
"NM"	2004	2	"449"	143	127	273	123	141	264	4	38			254	254
"NM"	2004	2	"45"	175	84	266	65	94	159	37	15		184	46	230
"NM"	2004	2	"45"	59	32	91	61	0	61	168	149		74	12	86
"NM"	2004	2	"45"	59	32	91	61	0	61	168	21		78	30	108
"NM"	2004	2	"45"	59	32	91	61	0	61	168	21		78	30	108
"NM"	2004	2	"45"	71	40	111	160	29	189	31	21		78	30	108
"NM"	2004	2	"45"	59	32	91	61	44	105	168	21		78	30	108
"NM"	2004	2	"450"	49	99	151	59	0	59	33	16			105	105
"NM"	2004	2	"450"	49	99	151	59	1	60	66	50			110	110
"NM"	2004	2	"450"	49	99	151	59	104	163	33	31			124	124
"NM"	2004	2	"450"	56	116	175	46	94	140	252	50			124	124
"NM"	2004	2	"450"	68	84	153	44	124	168	33	50			124	124
"NM"	2004	2	"450"	49	99	151	59	0	59	33	50			124	124
"NM"	2004	2	"451"	63	55	119	42	61	103	7	186			201	201
"NM"	2004	2	"451"	47	44	92	58	0	58	32	186			67	67
"NM"	2004	2	"451"	47	44	92	58	49	107	32	186			52	52
"NM"	2004	2	"451"	47	44	92	58	0	58	32	186			52	52
"NM"	2004	2	"451"	118	139	259	101	0	101	32	121			52	52
"NM"	2004	2	"451"	47	44	92	58	153	211	197	34			52	52
"NM"	2004	2	"452"	105	121	226	33	135	168	38	187			63	63
"NM"	2004	2	"452"	38	51	89	60	57	117	38	187			171	171
"NM"	2004	2	"452"	38	51	89	60	0	60	254	187			71	71
"NM"	2004	2	"452"	38	51	89	60	0	60	38	187			71	71
"NM"	2004	2	"452"	38	51	89	60	66	126	13	5			71	71
"NM"	2004	2	"452"	67	59	127	85	0	85	38	37			71	71
"NM"	2004	2	"453"	121	53	176	222	0	222	242	99			155	155
"NM"	2004	2	"453"	121	53	176	222	0	222	242	16			87	87
"NM"	2004	2	"453"	121	53	176	222	0	222	3	16			381	381
"NM"	2004	2	"453"	121	53	176	222	151	373	49	16			381	381
"NM"	2004	2	"453"	125	138	263	102	71	173	242	4			381	381
"NM"	2004	2	"453"	258	258	519	108	284	392	242	16			381	381
"NM"	2004	2	"454"	75	108	184	58	0	58	16	53			150	150
"NM"	2004	2	"454"	78	127	207	106	147	253	16	53			272	272
"NM"	2004	2	"454"	75	108	184	58	0	58	16	5			119	119
"NM"	2004	2	"454"	136	229	367	67	256	323	24	53			119	119
"NM"	2004	2	"454"	75	108	184	58	0	58	190	38			119	119
"NM"	2004	2	"454"	75	108	184	58	113	171	16	53			119	119
"NM"	2004	2	"46"	236	115	355	109	1	110	182	10		291		291
"NM"	2004	2	"46"	113	32	145	219	0	219	15	10		125		125
"NM"	2004	2	"46"	236	115	355	109	128	237	182	71		134		134
"NM"	2004	2	"46"	236	115	355	109	52	161	182	10		134		134
"NM"	2004	2	"46"	236	115	355	109	50	159	182	19		134		134
"NM"	2004	2	"46"	118	41	163	95	0	95	59	10		134		134
"NM"	2004	2	"461"	83	108	192	70	0	70	15	4			59	59
"NM"	2004	2	"461"	42	56	98	47	0	47	61	4			144	144
"NM"	2004	2	"461"	58	43	103	39	58	97	15	4			65	65
"NM"	2004	2	"461"	58	43	103	39	55	94	15	4			65	65
"NM"	2004	2	"461"	58	43	103	39	0	39	15	4			65	65
"NM"	2004	2	"461"	58	43	103	39	117	156	15	4			65	65
"NM"	2004	2	"462"	36	37	73	95	43	138	55	17			47	47
"NM"	2004	2	"462"	36	37	73	95	45	140	38	17			40	40
"NM"	2004	2	"462"	39	40	79	32	100	132	55	17			134	134
"NM"	2004	2	"462"	36	37	73	95	0	95	55	17			134	134
"NM"	2004	2	"462"	109	87	197	29	0	29	55	17			134	134
"NM"	2004	2	"462"	36	37	73	95	0	95	55	17			134	134
"NM"	2004	2	"463"	74	44	119	26	116	142	58	12			72	72
"NM"	2004	2	"463"	74	44	119	26	1	27	58	12			146	146
"NM"	2004	2	"463"	31	59	90	59	62	121	58	12			70	70
"NM"	2004	2	"463"	74	44	119	26	0	26	58	12			70	70
"NM"	2004	2	"463"	88	98	192	73	0	73	72	12			70	70
"NM"	2004	2	"463"	74	44	119	26	58	84	58	12			70	70
"NM"	2004	2	"464"	48	38	89	40	40	80	68	39			135	135
"NM"	2004	2	"464"	65	106	173	39	1	40	68	39			46	46
"NM"	2004	2	"464"	43	36	80	59	49	108	68	39			55	55
"NM"	2004	2	"464"	48	38	89	40	0	40	68	39			55	55
"NM"	2004	2	"464"	48	38	89	40	0	40	77	39			55	55
"NM"	2004	2	"464"	48	38	89	40	113	153	68	39			55	55
"NM"	2004	2	"465"	131	91	223	111	111	222	49	22			175	175
"NM"	2004	2	"465"	96	61	157	106	0	106	49	22			85	85
"NM"	2004	2	"465"	96	61	157	106	0	106	49	22			129	129
"NM"	2004	2	"465"	96	61	157	106	0	106	49	22			129	129
"NM"	2004	2	"465"	96	61	157	106	140	246	49	22			129	129
"NM"	2004	2	"465"	113	132	251	84	72	156	27	22			129	129
"NM"	2004	2	"466"	65	64	131	58	167	225	16	5		67	152	219
"NM"	2004	2	"466"	65	64	131	58	0	58	16	5		82	67	149
"NM"	2004	2	"466"	69	99	168	58	0	58	16	5		61	100	161
"NM"	2004	2	"466"	65	64	131	58	0	58	16	5		61	100	161
"NM"	2004	2	"466"	65	64	131	58	110	168	31	5		61	100	161
"NM"	2004	2	"466"	89	158	250	75	73	148	16	5		61	100	161
"NM"	2004	2	"47"	29	16	45	95	53	148	27	24		42	32	74
"NM"	2004	2	"47"	35	18	53	27	16	43	32	22		33	8	41
"NM"	2004	2	"47"	35	18	53	27	0	27	27	24		108	11	119
"NM"	2004	2	"47"	35	18	53	27	0	27	27	24		108	11	119
"NM"	2004	2	"47"	35	18	53	27	0	27	27	24		108	11	119
"NM"	2004	2	"47"	107	43	153	36	18	54	16	24		108	11	119
"NM"	2004	2	"471"	84	134	220	34	0	34	47	17			162	162
"NM"	2004	2	"471"	47	76	123	75	64	139	47	17			65	65
"NM"	2004	2	"471"	47	76	123	75	0	75	46	17			92	92
"NM"	2004	2	"471"	47	76	123	75	144	219	47	17			92	92
"NM"	2004	2	"471"	47	76	123	75	0	75	47	17			92	92
