state	year	county	precinct	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv	g2004_STH_dv	g2004_STH_rv	g2004_STH_tv	g2004_STS_dv	g2004_STS_rv	g2004_STS_tv
"NM"	2004	1	"1"	309	110	421	120	39	159	30	47	77	183		183
"NM"	2004	1	"1"	170	65	238	199	18	217	30	122	152	332		332
"NM"	2004	1	"1"	106	32	139	352	57	409	30	47	77	107		107
"NM"	2004	1	"10"	403	136	541	372	106	478	71	113	184	313	145	458
"NM"	2004	1	"10"	403	136	541	372	106	478	71	10	81	271	128	399
"NM"	2004	1	"10"	265	138	410	297	118	415	71	156	227	392	119	511
"NM"	2004	1	"10"	341	155	497	428	108	536	71	76	147	392	119	511
"NM"	2004	1	"10"	403	136	541	372	106	478	71	105	176	392	119	511
"NM"	2004	1	"11"	287	64	354	311	62	373	50	81	131	306	53	359
"NM"	2004	1	"11"	245	114	364	335	43	378	50	81	131	283	81	364
"NM"	2004	1	"11"	323	61	388	287	44	331	50	97	147	256	56	312
"NM"	2004	1	"12"	223	125	354	118	65	183		20	20	266	31	297
"NM"	2004	1	"12"	111	35	146	283	23	306		55	55	108	45	153
"NM"	2004	1	"12"	120	41	161	138	28	166		61	61	112	80	192
"NM"	2004	1	"13"	292	92	387	325	90	415	51	5	56	397	109	506
"NM"	2004	1	"13"	391	116	510	215	58	273	51	113	164	301	80	381
"NM"	2004	1	"13"	391	116	510	215	58	273	51	97	148	190	73	263
"NM"	2004	1	"13"	193	82	278	417	64	481	51	50	101	190	73	263
"NM"	2004	1	"13"	391	116	510	215	58	273	51	71	122	190	73	263
"NM"	2004	1	"14"	202	80	284	432	48	480	24	133	157	202	178	380
"NM"	2004	1	"14"	351	218	576	238	54	292	24	155	179	379	73	452
"NM"	2004	1	"14"	220	75	295	236	135	371	24	155	179	209	70	279
"NM"	2004	1	"15"	49	60	110	38	0	38	21	18	39		71	71
"NM"	2004	1	"15"	49	60	110	38	143	181	21	18	39		129	129
"NM"	2004	1	"15"	68	126	199	46	0	46	21	103	124		140	140
"NM"	2004	1	"15"	49	60	110	38	0	38	21	18	39		140	140
"NM"	2004	1	"15"	49	60	110	38	72	110	21	18	39		140	140
"NM"	2004	1	"15"	64	123	193	52	145	197	21	18	39		140	140
"NM"	2004	1	"16"	26	28	54	31	36	67	12	107	119	24	27	51
"NM"	2004	1	"16"	41	60	102	53	23	76	12	107	119	27	49	76
"NM"	2004	1	"16"	26	46	73	36	46	82	12	229	241	46	43	89
"NM"	2004	1	"17"	64	16	80	97	10	107	9	239	248	52	23	75
"NM"	2004	1	"17"	89	27	120	70	19	89	9	113	122	84	12	96
"NM"	2004	1	"17"	57	20	77	59	18	77	9	113	122	65	31	96
"NM"	2004	1	"18"	64	111	178	99	82	181	9	154	163	81	150	231
"NM"	2004	1	"18"	22	72	96	33	135	168	9	116	125	57	61	118
"NM"	2004	1	"18"	70	173	244	93	60	153	9	154	163	29	107	136
"NM"	2004	1	"19"	7	18	26	114	15	129	3	64	67	86	12	98
"NM"	2004	1	"19"	6	15	21	10	11	21	3	145	148	7	19	26
"NM"	2004	1	"19"	78	92	172	11	51	62	3	145	148	8	72	80
"NM"	2004	1	"2"	71	20	91	80	16	96	18	79	97	81		81
"NM"	2004	1	"2"	34	17	52	19	10	29	18	51	69	19		19
"NM"	2004	1	"2"	20	9	29	36	13	49	18	51	69	37		37
"NM"	2004	1	"20"	225	65	292	247	37	284	7	32	39	225	36	261
"NM"	2004	1	"20"	327	58	389	349	35	384	7	117	124	338	47	385
"NM"	2004	1	"20"	232	49	281	242	34	276	7	117	124	227	39	266
"NM"	2004	1	"21"	284	112	398	317	59	376	2	319	321	302	72	374
"NM"	2004	1	"21"	315	87	405	332	74	406	2	73	75	323	87	410
"NM"	2004	1	"21"	328	73	403	339	65	404	2	73	75	318	66	384
"NM"	2004	1	"22"	223	98	328	264	63	327	29	57	86	267	55	322
"NM"	2004	1	"22"	272	31	303	248	50	298	29	418	447	232	72	304
"NM"	2004	1	"22"	236	64	300	273	46	319	29	418	447	238	29	267
"NM"	2004	1	"23"	72	13	86	225	45	270	54	84	138	72		72
"NM"	2004	1	"23"	141	67	208	73	28	101	54	84	138	205		205
"NM"	2004	1	"23"	188	66	260	161	13	174	107	84	191	135		135
"NM"	2004	1	"24"	199	74	277	165	18	183	286	63	349	231		231
"NM"	2004	1	"24"	154	32	189	241	21	262	286	63	349	241		241
"NM"	2004	1	"24"	231	30	262	234	35	269	74	63	137	154		154
"NM"	2004	1	"25"	165	56	222	197	7	204	66	81	147	162		162
"NM"	2004	1	"25"	93	17	113	176	7	183	193	81	274	188		188
"NM"	2004	1	"25"	168	16	184	102	21	123	66	81	147	92		92
"NM"	2004	1	"26"	136	30	167	109	8	117	54	84	138	104	22	126
"NM"	2004	1	"26"	92	13	105	95	16	111	54	84	138	136	10	146
"NM"	2004	1	"26"	106	10	116	148	6	154	162	84	246	87	10	97
"NM"	2004	1	"27"	265	32	299	275	43	318	110	73	183	288		288
"NM"	2004	1	"27"	275	24	300	274	23	297	110	73	183	264		264
"NM"	2004	1	"27"	279	65	353	299	27	326	108	73	181	249		249
"NM"	2004	1	"28"	140	35	175	174	26	200	106	140	246	71	30	101
"NM"	2004	1	"28"	169	35	205	77	31	108	114	140	254	159	25	184
"NM"	2004	1	"28"	69	28	98	143	21	164	106	140	246	137	34	171
"NM"	2004	1	"29"	195	101	297	211	111	322	92	65	157	194	75	269
"NM"	2004	1	"29"	185	88	276	230	62	292	161	76	237	363	66	429
"NM"	2004	1	"29"	185	88	276	230	62	292	161	4	165	210	120	330
"NM"	2004	1	"29"	341	162	504	386	61	447	92	87	179	210	120	330
"NM"	2004	1	"3"	151	55	206	186	16	202	51	42	93	172		172
"NM"	2004	1	"3"	30	11	41	28	3	31	51	42	93	26		26
"NM"	2004	1	"3"	28	6	34	38	6	44	51	400	451	36		36
"NM"	2004	1	"30"	283	79	363	295	55	350	77	39	116	211	66	277
"NM"	2004	1	"30"	329	74	407	345	52	397	77	39	116	273	71	344
"NM"	2004	1	"30"	207	84	295	237	61	298	110	39	149	322	74	396
"NM"	2004	1	"31"	82	22	104	86	9	95	22	32	54	146		146
"NM"	2004	1	"31"	91	15	107	150	29	179	175	32	207	96		96
"NM"	2004	1	"31"	121	58	181	99	18	117	22	32	54	84		84
"NM"	2004	1	"32"	302	107	411	345	65	410	61	49	110	316		316
"NM"	2004	1	"32"	198	58	258	218	28	246	235	49	284	343		343
"NM"	2004	1	"32"	359	47	407	376	37	413	235	49	284	204		204
"NM"	2004	1	"33"	268	90	365	265	18	283	152	50	202	167		167
"NM"	2004	1	"33"	166	37	204	180	13	193	81	50	131	244		244
"NM"	2004	1	"33"	251	27	282	316	38	354	152	50	202	295		295
"NM"	2004	1	"34"	312	36	350	329	45	374	55	54	109	338		338
"NM"	2004	1	"34"	209	65	276	228	64	292	55	54	109	310		310
"NM"	2004	1	"34"	290	114	407	339	19	358	61	54	115	234		234
"NM"	2004	1	"35"	210	42	262	217	15	232	224	39	263	144		144
"NM"	2004	1	"35"	150	33	187	152	30	182	39	39	78	215		215
"NM"	2004	1	"35"	81	29	112	96	25	121	224	39	263	96		96
"NM"	2004	1	"36"	96	29	126	102	31	133	119	29	148	100	18	118
"NM"	2004	1	"36"	191	39	232	137	23	160	104	29	133	135	22	157
"NM"	2004	1	"36"	136	24	162	200	22	222	119	29	148	182	44	226
"NM"	2004	1	"37"	163	54	220	183	27	210	47	85	132	166	37	203
"NM"	2004	1	"37"	155	39	196	168	33	201	145	85	230	160	35	195
"NM"	2004	1	"37"	175	38	214	184	26	210	47	85	132	176	28	204
"NM"	2004	1	"38"	231	79	312	204	61	265	84	101	185	261		261
"NM"	2004	1	"38"	223	112	339	267	34	301	194	101	295	191		191
"NM"	2004	1	"38"	165	76	241	269	43	312	194	101	295	255		255
"NM"	2004	1	"39"	164	32	196	178	19	197	146	121	267	154		154
"NM"	2004	1	"39"	192	123	319	255	57	312	146	121	267	178		178
"NM"	2004	1	"39"	140	43	183	162	17	179	108	121	229	245		245
"NM"	2004	1	"4"	14	5	19	14	2	16	16	70	86	13		13
"NM"	2004	1	"4"	10	5	15	30	2	32	16	153	169	29		29
"NM"	2004	1	"4"	24	9	33	17	1	18	16	70	86	17		17
"NM"	2004	1	"40"	11	5	16	46	4	50	153	114	267	99		99
"NM"	2004	1	"40"	40	14	54	115	15	130	126	114	240	13		13
"NM"	2004	1	"40"	103	30	133	11	9	20	153	114	267	37		37
"NM"	2004	1	"41"	109	31	142	62	20	82	88	87	175	119		119
"NM"	2004	1	"41"	57	25	82	126	8	134	111	87	198	61		61
"NM"	2004	1	"41"	68	10	80	72	13	85	111	87	198	71		71
"NM"	2004	1	"42"	105	14	122	177	14	191	90	69	159	104	13	117
"NM"	2004	1	"42"	169	23	193	231	43	274	87	69	156	171	15	186
"NM"	2004	1	"42"	191	79	273	114	7	121	87	69	156	211	52	263
"NM"	2004	1	"43"	151	17	169	109	11	120	112	99	211	128	13	141
"NM"	2004	1	"43"	117	31	152	155	12	167	112	99	211	101	15	116
"NM"	2004	1	"43"	105	17	123	131	19	150	98	99	197	147	19	166
"NM"	2004	1	"44"	239	35	276	302	8	310	141	69	210	283	26	309
"NM"	2004	1	"44"	287	25	312	248	23	271	51	69	120	226	51	277
"NM"	2004	1	"44"	220	68	294	242	48	290	51	69	120	241	23	264
"NM"	2004	1	"45"	117	30	149	125	24	149	57	95	152	144	33	177
"NM"	2004	1	"45"	106	35	143	118	22	140	110	113	223	122	24	146
"NM"	2004	1	"45"	106	35	143	118	22	140	110	48	158	101	23	124
"NM"	2004	1	"45"	151	26	179	153	23	176	57	29	86	101	23	124
"NM"	2004	1	"46"	118	34	152	108	26	134	57	78	135	88	29	117
"NM"	2004	1	"46"	90	34	126	124	26	150	57	49	106	100	34	134
"NM"	2004	1	"46"	105	29	134	102	21	123	114	151	265	114	30	144
"NM"	2004	1	"46"	118	34	152	108	26	134	57	49	106	114	30	144
"NM"	2004	1	"47"	254	69	323	275	41	316	83	150	233	238	61	299
"NM"	2004	1	"47"	226	83	312	268	10	278	124	25	149	252	21	273
"NM"	2004	1	"47"	269	31	302	289	43	332	83	51	134	264	62	326
"NM"	2004	1	"47"	269	31	302	289	43	332	83	171	254	264	62	326
"NM"	2004	1	"48"	423	75	499	434	70	504	136	20	156	440	71	511
"NM"	2004	1	"48"	449	100	551	476	71	547	136	23	159	380	88	468
"NM"	2004	1	"48"	386	105	505	419	58	477	110	84	194	405	79	484
"NM"	2004	1	"48"	423	75	499	434	70	504	136	24	160	405	79	484
"NM"	2004	1	"49"	175	76	255	162	21	183	87	151	238	247		247
"NM"	2004	1	"49"	207	99	306	196	54	250	9	151	160	193		193
"NM"	2004	1	"49"	139	44	183	248	55	303	9	151	160	153		153
"NM"	2004	1	"5"	61	22	83	187	51	238	41	96	137	228		228
"NM"	2004	1	"5"	204	118	326	65	56	121	41	67	108	70		70
"NM"	2004	1	"5"	165	74	240	265	18	283	41	96	137	166		166
"NM"	2004	1	"50"	196	54	252	287	30	317	10	67	77	259		259
"NM"	2004	1	"50"	225	103	332	283	61	344	10	67	77	275		275
"NM"	2004	1	"50"	246	102	350	219	42	261	3	67	70	200		200
"NM"	2004	1	"51"	220	121	345	336	64	400	412	49	461	261		261
"NM"	2004	1	"51"	317	83	405	271	65	336	9	49	58	265		265
"NM"	2004	1	"51"	255	85	348	283	64	347	412	49	461	325		325
"NM"	2004	1	"52"	264	108	377	310	33	343	55	76	131	210	81	291
"NM"	2004	1	"52"	199	67	268	220	57	277	217	76	293	278	40	318
"NM"	2004	1	"52"	213	46	264	232	44	276	217	76	293	208	49	257
"NM"	2004	1	"53"	307	92	402	330	45	375	251	144	395	221	45	266
"NM"	2004	1	"53"	210	73	288	244	40	284	118	144	262	233	83	316
"NM"	2004	1	"53"	222	75	305	249	73	322	251	144	395	304	63	367
"NM"	2004	1	"54"	260	101	365	283	62	345	119	17	136	199	57	256
"NM"	2004	1	"54"	191	95	289	202	79	281	119	50	169	187	81	268
"NM"	2004	1	"54"	203	53	257	219	50	269	138	68	206	267	82	349
"NM"	2004	1	"54"	260	101	365	283	62	345	119	23	142	267	82	349
"NM"	2004	1	"55"	349	99	449	360	96	456	79	119	198	205	89	294
"NM"	2004	1	"55"	349	99	449	360	96	456	79	37	116	322	113	435
"NM"	2004	1	"55"	326	120	449	347	82	429	89	28	117	334	97	431
"NM"	2004	1	"55"	200	94	302	223	72	295	79	5	84	334	97	431
"NM"	2004	1	"56"	162	113	281	208	86	294	58	152	210	232		232
"NM"	2004	1	"56"	218	55	273	310	34	344	58	10	68	207		207
"NM"	2004	1	"56"	280	113	398	236	69	305	40	162	202	286		286
"NM"	2004	1	"56"	280	113	398	236	69	305	40	4	44	286		286
"NM"	2004	1	"57"	85	31	117	206	23	229	20	124	144	78	35	113
"NM"	2004	1	"57"	185	94	282	93	19	112	37	124	161	188	24	212
"NM"	2004	1	"57"	83	24	107	89	69	158	37	124	161	80	80	160
"NM"	2004	1	"58"	291	135	427	89	66	155	4	56	60	93		93
"NM"	2004	1	"58"	78	42	120	348	27	375	57	56	113	338		338
"NM"	2004	1	"58"	54	25	80	60	19	79	57	56	113	67		67
"NM"	2004	1	"59"	54	28	84	272	20	292	19	60	79	60		60
"NM"	2004	1	"59"	192	114	310	62	52	114	30	60	90	241		241
"NM"	2004	1	"59"	226	125	354	249	76	325	30	60	90	241		241
"NM"	2004	1	"6"	14	0	14	98	3	101	71	76	147	14		14
"NM"	2004	1	"6"	16	1	17	16	0	16	71	76	147	88		88
"NM"	2004	1	"6"	89	12	103	14	1	15	71	182	253	14		14
"NM"	2004	1	"60"	48	38	88	67	5	72	78	40	118	67		67
"NM"	2004	1	"60"	11	8	20	95	18	113	4	40	44	86		86
"NM"	2004	1	"60"	78	57	138	14	41	55	4	40	44	15		15
"NM"	2004	1	"61"	269	77	348	296	57	353	30	87	117	272		272
"NM"	2004	1	"61"	89	32	123	297	15	312	10	87	97	265		265
"NM"	2004	1	"61"	244	115	362	108	49	157	30	87	117	106		106
"NM"	2004	1	"62"	155	131	290	143	20	163	0	41	41	140		140
"NM"	2004	1	"62"	130	38	169	224	63	287	0	41	41	108		108
"NM"	2004	1	"62"	99	32	133	114	23	137	194	41	235	220		220
"NM"	2004	1	"63"	60	32	93	133	28	161	57	9	66	114	34	148
"NM"	2004	1	"63"	122	29	154	63	69	132	131	18	149	52	85	137
"NM"	2004	1	"63"	201	76	281	210	19	229	57	38	95	187	30	217
"NM"	2004	1	"63"	201	76	281	210	19	229	57	180	237	187	30	217
"NM"	2004	1	"64"	114	67	182	183	35	218	68	134	202	174		174
"NM"	2004	1	"64"	153	41	196	143	15	158	16	134	150	135		135
"NM"	2004	1	"64"	235	114	352	279	66	345	68	134	202	281		281
"NM"	2004	1	"65"	586	156	745	619	58	677	53	104	157	552	77	629
"NM"	2004	1	"65"	586	156	745	619	58	677	53	6	59	158	69	227
"NM"	2004	1	"65"	163	84	249	185	116	301	53	162	215	356	163	519
"NM"	2004	1	"65"	586	156	745	619	58	677	53	11	64	356	163	519
"NM"	2004	1	"65"	374	55	433	390	44	434	53	115	168	356	163	519
"NM"	2004	1	"66"	153	44	198	170	77	247	15	161	176	173		173
"NM"	2004	1	"66"	252	157	417	175	49	224	15	161	176	175		175
"NM"	2004	1	"66"	146	71	220	329	23	352	15	71	86	350		350
"NM"	2004	1	"67"	199	88	287	232	54	286	28	65	93	231		231
"NM"	2004	1	"67"	344	170	518	428	28	456	28	125	153	185		185
"NM"	2004	1	"67"	178	50	228	198	79	277	28	65	93	425		425
"NM"	2004	1	"68"	255	65	320	156	44	200	14	244	258	245	58	303
"NM"	2004	1	"68"	212	43	259	226	54	280	14	18	32	132	36	168
"NM"	2004	1	"68"	148	62	213	272	31	303	14	273	287	211	66	277
"NM"	2004	1	"68"	148	62	213	272	31	303	14	17	31	211	66	277
"NM"	2004	1	"68"	148	62	213	272	31	303	14	151	165	211	66	277
"NM"	2004	1	"69"	664	194	870	214	164	378	17	26	43	365	104	469
"NM"	2004	1	"69"	189	77	273	396	88	484	17	43	60	177	200	377
"NM"	2004	1	"69"	189	77	273	396	88	484	17	2	19	644	76	720
"NM"	2004	1	"69"	189	77	273	396	88	484	17	263	280	644	76	720
"NM"	2004	1	"69"	384	105	490	700	55	755	17	94	111	644	76	720
"NM"	2004	1	"7"	70	12	85	71	15	86	40	191	231	57		57
"NM"	2004	1	"7"	175	43	219	187	13	200	40	92	132	178		178
"NM"	2004	1	"7"	58	22	81	63	25	88	40	191	231	74		74
"NM"	2004	1	"70"	185	71	258	202	42	244	22	191	213	250	69	319
"NM"	2004	1	"70"	279	133	415	316	80	396	22	40	62	170	103	273
"NM"	2004	1	"70"	176	113	291	213	95	308	22	40	62	179	136	315
"NM"	2004	1	"71"	122	82	209	371	60	431	3	28	31	352	79	431
"NM"	2004	1	"71"	358	74	434	139	67	206	3	49	52	122	71	193
"NM"	2004	1	"71"	358	74	434	139	67	206	3	189	192	448	160	608
"NM"	2004	1	"71"	358	74	434	139	67	206	3	70	73	448	160	608
"NM"	2004	1	"71"	459	172	637	503	125	628	3	37	40	448	160	608
"NM"	2004	1	"72"	250	45	298	263	31	294	29	81	110	234	49	283
"NM"	2004	1	"72"	207	32	243	384	66	450	29	131	160	352	42	394
"NM"	2004	1	"72"	356	91	457	209	33	242	29	81	110	176	84	260
"NM"	2004	1	"73"	63	159	225	56	0	56		35	35		311	311
"NM"	2004	1	"73"	73	161	237	58	0	58		86	86		168	168
"NM"	2004	1	"73"	73	161	237	58	167	225		86	86		177	177
"NM"	2004	1	"73"	73	161	237	58	325	383		86	86		177	177
"NM"	2004	1	"73"	144	288	442	111	1	112		93	93		177	177
"NM"	2004	1	"73"	73	161	237	58	172	230		86	86		177	177
"NM"	2004	1	"74"	161	40	204	217	41	258	38	128	166	170		170
"NM"	2004	1	"74"	153	42	196	178	28	206	38	87	125	161		161
"NM"	2004	1	"74"	180	86	267	168	26	194	38	128	166	213		213
"NM"	2004	1	"75"	189	99	291	378	57	435	22	39	61	222		222
"NM"	2004	1	"75"	152	38	191	159	85	244	22	69	91	164		164
"NM"	2004	1	"75"	320	160	484	230	28	258	22	39	61	378		378
"NM"	2004	1	"76"	126	47	174	135	15	150	3	166	169	146		146
"NM"	2004	1	"76"	112	53	167	106	28	134	3	12	15	105		105
"NM"	2004	1	"76"	101	23	124	145	25	170	3	166	169	123		123
"NM"	2004	1	"77"	155	76	234	187	47	234	31	11	42	173	58	231
"NM"	2004	1	"77"	130	26	159	145	14	159	31	104	135	139	54	193
"NM"	2004	1	"77"	163	66	233	180	45	225	31	104	135	162	18	180
"NM"	2004	1	"78"	313	166	482	227	119	346	17	48	65	304	139	443
"NM"	2004	1	"78"	190	102	297	325	62	387	17	106	123	323	83	406
"NM"	2004	1	"78"	313	166	482	227	119	346	17	70	87	196	82	278
"NM"	2004	1	"78"	313	84	400	355	69	424	17	184	201	196	82	278
"NM"	2004	1	"78"	313	166	482	227	119	346	17	59	76	196	82	278
"NM"	2004	1	"79"	198	85	286	29	21	50	30	28	58	66		66
"NM"	2004	1	"79"	28	10	38	240	39	279	30	17	47	233		233
"NM"	2004	1	"79"	50	40	90	66	10	76	30	28	58	30		30
"NM"	2004	1	"8"	230	79	311	215	21	236	0	115	115	224	46	270
"NM"	2004	1	"8"	195	49	244	210	33	243	0	41	41	198	65	263
"NM"	2004	1	"8"	203	34	238	251	53	304	0	115	115	189	31	220
"NM"	2004	1	"80"	78	44	122	255	17	272		34	34	83	36	119
"NM"	2004	1	"80"	72	27	100	101	59	160		140	140	242	68	310
"NM"	2004	1	"80"	211	113	324	81	21	102		59	59	74	21	95
"NM"	2004	1	"81"	97	23	120	138	16	154	30	151	181	130	31	161
"NM"	2004	1	"81"	75	40	118	93	39	132	30	50	80	95	44	139
"NM"	2004	1	"81"	119	61	181	102	22	124	30	23	53	76	19	95
"NM"	2004	1	"81"	97	23	120	138	16	154	30	46	76	76	19	95
"NM"	2004	1	"81"	97	23	120	138	16	154	30	100	130	76	19	95
"NM"	2004	1	"82"	278	173	480	288	133	421	52	380	432	210	175	385
"NM"	2004	1	"82"	242	168	415	302	146	448	52	110	162	250	198	448
"NM"	2004	1	"82"	261	161	424	272	134	406	52	110	162	235	171	406
"NM"	2004	1	"83"	100	75	178	201	75	276	39	113	152	177	71	248
"NM"	2004	1	"83"	181	93	278	113	66	179	39	113	152	179	87	266
"NM"	2004	1	"83"	193	81	274	208	59	267	39	53	92	98	79	177
"NM"	2004	1	"84"	90	201	294	113	1	114		20	20		187	187
"NM"	2004	1	"84"	78	174	254	73	296	369		140	140		215	215
"NM"	2004	1	"84"	78	174	254	73	179	252		269	269		296	296
"NM"	2004	1	"84"	134	274	412	73	0	73		140	140		296	296
"NM"	2004	1	"84"	78	174	254	73	221	294		140	140		296	296
"NM"	2004	1	"84"	78	174	254	73	0	73		140	140		296	296
"NM"	2004	1	"85"	38	128	169	67	101	168		99	99	92	121	213
"NM"	2004	1	"85"	129	319	451	189	167	356		282	282	148	287	435
"NM"	2004	1	"85"	89	238	332	155	255	410		28	28	45	217	262
"NM"	2004	1	"86"	225	84	310	247	164	411	38	82	120	392		392
"NM"	2004	1	"86"	352	144	501	398	59	457	38	118	156	453		453
"NM"	2004	1	"86"	368	252	629	448	99	547	38	118	156	252		252
"NM"	2004	1	"9"	167	61	231	206	39	245	3	34	37	175	51	226
"NM"	2004	1	"9"	193	38	233	231	26	257	3	114	117	212	41	253
"NM"	2004	1	"9"	167	61	231	206	39	245	3	42	45	193	34	227
"NM"	2004	1	"9"	228	46	274	188	41	229	3	72	75	193	34	227
"NM"	2004	1	"9"	167	61	231	206	39	245	3	107	110	193	34	227
"NM"	2004	1	"999"	427	47	482	328	0	328						0
"NM"	2004	1	"999"	427	47	482	0	0	0						0
"NM"	2004	1	"999"	427	47	482	328	30	358						0
"NM"	2004	2	"005A"	37	55	92	31	0	31	95	9		62		62
"NM"	2004	2	"005A"	36	65	102	26	0	26	95	9		51		51
"NM"	2004	2	"005A"	37	55	92	31	69	100	95	40		85		85
"NM"	2004	2	"005A"	70	84	155	61	66	127	95	9		85		85
"NM"	2004	2	"005A"	37	55	92	31	0	31	39	9		85		85
"NM"	2004	2	"005A"	37	55	92	31	94	125	246	71		85		85
"NM"	2004	2	"088A"	47	41	90	44	44	88	96			36	26	62
"NM"	2004	2	"088A"	31	44	76	24	0	24	57			24	40	64
"NM"	2004	2	"088A"	31	44	76	24	0	24	57			59	16	75
"NM"	2004	2	"088A"	27	15	42	29	46	75	57			59	16	75
"NM"	2004	2	"088A"	31	44	76	24	17	41	73			59	16	75
"NM"	2004	2	"088A"	31	44	76	24	0	24	57			59	16	75
"NM"	2004	2	"1"	147	216	364	311	212	523	40	90			438	438
"NM"	2004	2	"1"	87	152	240	176	117	293	121	151			184	184
"NM"	2004	2	"1"	244	311	560	118	173	291	188	207			263	263
"NM"	2004	2	"10"	44	68	115	66	231	297	89	107		219	71	290
"NM"	2004	2	"10"	86	73	159	188	94	282	89	108		46	183	229
"NM"	2004	2	"10"	86	73	159	188	77	265	89	141		88	64	152
"NM"	2004	2	"10"	86	73	159	188	0	188	275	141		88	64	152
"NM"	2004	2	"10"	86	73	159	188	1	189	89	141		88	64	152
"NM"	2004	2	"10"	226	199	428	37	0	37	135	141		88	64	152
"NM"	2004	2	"101"	117	30	149	113	67	180	6			116	57	173
"NM"	2004	2	"101"	117	30	149	113	1	114	83			237	13	250
"NM"	2004	2	"101"	117	30	149	113	0	113	21			68	31	99
"NM"	2004	2	"101"	71	9	86	70	13	83	6			68	31	99
"NM"	2004	2	"101"	263	52	322	248	35	283	6			68	31	99
"NM"	2004	2	"101"	117	30	149	113	0	113	6			68	31	99
"NM"	2004	2	"102"	148	49	202	132	18	150	14			46	16	63
"NM"	2004	2	"102"	58	12	71	55	0	55	90			113	41	177
"NM"	2004	2	"102"	60	15	76	52	1	53	55			45	14	72
"NM"	2004	2	"102"	60	15	76	52	0	52	55			45	14	61
"NM"	2004	2	"102"	60	15	76	52	63	115	55			45	14	62
"NM"	2004	2	"102"	60	15	76	52	20	72	55			45	14	68
"NM"	2004	2	"103"	52	28	81	51	0	51	80			179	29	208
"NM"	2004	2	"103"	52	28	81	51	1	52	80			48	19	67
"NM"	2004	2	"103"	52	28	81	51	0	51	31			69	54	123
"NM"	2004	2	"103"	52	28	81	51	29	80	80			69	54	123
"NM"	2004	2	"103"	158	78	247	148	28	176	80			69	54	123
"NM"	2004	2	"103"	69	24	94	65	93	158	14			69	54	123
"NM"	2004	2	"104"	52	15	68	16	0	16	37			56	6	62
"NM"	2004	2	"104"	52	15	68	16	8	24	41			21	11	32
"NM"	2004	2	"104"	16	14	31	15	0	15	37			18	3	21
"NM"	2004	2	"104"	52	15	68	16	0	16	37			18	3	21
"NM"	2004	2	"104"	52	15	68	16	19	35	37			18	3	21
"NM"	2004	2	"104"	18	5	23	49	16	65	20			18	3	21
"NM"	2004	2	"105"	32	7	39	89	0	89	126			36	22	58
"NM"	2004	2	"105"	32	7	39	89	0	89	25			20	3	23
"NM"	2004	2	"105"	32	7	39	89	12	101	126			109	2	111
"NM"	2004	2	"105"	32	7	39	89	0	89	35			109	2	111
"NM"	2004	2	"105"	96	50	148	28	11	39	126			109	2	111
"NM"	2004	2	"105"	20	7	27	15	57	72	126			109	2	111
"NM"	2004	2	"106"	72	18	90	200	0	200	29			208	18	231
"NM"	2004	2	"106"	72	18	90	200	91	291	40			63	13	82
"NM"	2004	2	"106"	205	88	298	66	22	88	29			67	61	131
"NM"	2004	2	"106"	69	18	87	66	19	85	35			67	61	128
"NM"	2004	2	"106"	72	18	90	200	0	200	29			67	61	128
"NM"	2004	2	"106"	72	18	90	200	0	200	29			67	61	131
"NM"	2004	2	"107"	108	29	137	101	66	167	21			120	21	164
"NM"	2004	2	"107"	90	25	117	151	0	151	21			62	22	117
"NM"	2004	2	"107"	155	63	221	81	34	115	21			83	57	143
"NM"	2004	2	"107"	90	25	117	151	1	152	60			83	57	144
"NM"	2004	2	"107"	90	25	117	151	34	185	31			83	57	165
"NM"	2004	2	"107"	90	25	117	151	0	151	21			83	57	142
"NM"	2004	2	"11"	137	77	215	166	108	274	70	163		207		207
"NM"	2004	2	"11"	177	116	297	157	0	157	70	163		161		161
"NM"	2004	2	"11"	179	97	278	138	0	138	70	163		228		228
"NM"	2004	2	"11"	137	77	215	166	0	166	70	163		228		228
"NM"	2004	2	"11"	137	77	215	166	134	300	70	163		228		228
"NM"	2004	2	"11"	137	77	215	166	75	241	70	104		228		228
"NM"	2004	2	"110"	134	138	277	70	0	70	10	33		167		167
"NM"	2004	2	"110"	134	138	277	70	159	229	6	87		184		184
"NM"	2004	2	"110"	62	73	137	108	0	108	18	87		97		97
"NM"	2004	2	"110"	138	150	288	113	66	179	62	87		97		97
"NM"	2004	2	"110"	134	138	277	70	174	244	62	87		97		97
"NM"	2004	2	"110"	134	138	277	70	0	70	62	87		97		97
"NM"	2004	2	"111"	200	195	400	185	301	486	25	28			374	374
"NM"	2004	2	"111"	99	88	187	161	96	257	12	28			132	132
"NM"	2004	2	"111"	192	263	462	90	0	90	12	28			262	262
"NM"	2004	2	"111"	192	263	462	90	0	90	55	28			262	262
"NM"	2004	2	"111"	192	263	462	90	210	300	24	38			262	262
"NM"	2004	2	"111"	192	263	462	90	1	91	12	28			262	262
"NM"	2004	2	"112"	187	298	488	167	1	168	41	73			307	307
"NM"	2004	2	"112"	193	245	444	155	273	428	40	73			386	386
"NM"	2004	2	"112"	107	119	227	97	0	97	40	99			148	148
"NM"	2004	2	"112"	193	245	444	155	0	155	100	73			148	148
