state	year	county	precinct	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv
"UT"	2008	"Salt Lake"	"1340"	313	194	523
"UT"	2008	"Salt Lake"	"1344"	182	259	461
"UT"	2008	"Salt Lake"	"1345"	207	123	344
"UT"	2008	"Salt Lake"	"1346"	194	163	368
"UT"	2008	"Salt Lake"	"1347"	133	69	208
"UT"	2008	"Salt Lake"	"1348"	331	160	504
"UT"	2008	"Salt Lake"	"1349"	230	161	410
"UT"	2008	"Salt Lake"	"1350"	193	148	363
"UT"	2008	"Salt Lake"	"1351"	83	55	146
"UT"	2008	"Salt Lake"	"1352"	102	117	229
"UT"	2008	"Salt Lake"	"1400"	121	126	252
"UT"	2008	"Salt Lake"	"1403"	232	283	544
"UT"	2008	"Salt Lake"	"1404"	195	174	389
"UT"	2008	"Salt Lake"	"1405"	275	318	617
"UT"	2008	"Salt Lake"	"1406"	251	236	512
"UT"	2008	"Salt Lake"	"1408"	284	264	575
"UT"	2008	"Salt Lake"	"1409"	242	272	532
"UT"	2008	"Salt Lake"	"1410"	221	234	475
"UT"	2008	"Salt Lake"	"1412"	130	219	361
"UT"	2008	"Salt Lake"	"1413"	229	250	493
"UT"	2008	"Salt Lake"	"1414"	227	252	499
"UT"	2008	"Salt Lake"	"1420"	229	234	482
"UT"	2008	"Salt Lake"	"1422"	72	84	165
"UT"	2008	"Salt Lake"	"1430"	222	186	419
"UT"	2008	"Salt Lake"	"1431"	207	215	438
"UT"	2008	"Salt Lake"	"1432"	116	205	334
"UT"	2008	"Salt Lake"	"1436"	238	231	483
"UT"	2008	"Salt Lake"	"1438"	230	250	501
"UT"	2008	"Salt Lake"	"1441"	81	83	173
"UT"	2008	"Salt Lake"	"1446"	143	95	245
"UT"	2008	"Salt Lake"	"2001"	27	20	50
"UT"	2008	"Salt Lake"	"2002"	192	91	296
"UT"	2008	"Salt Lake"	"2003"	217	103	326
"UT"	2008	"Salt Lake"	"2004"	398	225	654
"UT"	2008	"Salt Lake"	"2006"	330	220	564
"UT"	2008	"Salt Lake"	"2007"	228	202	446
"UT"	2008	"Salt Lake"	"2008"	383	229	639
"UT"	2008	"Salt Lake"	"2014"	37	18	56
"UT"	2008	"Salt Lake"	"2016"	295	110	426
"UT"	2008	"Salt Lake"	"2018"	368	95	479
"UT"	2008	"Salt Lake"	"2020"	410	225	654
"UT"	2008	"Salt Lake"	"2030"	323	197	543
"UT"	2008	"Salt Lake"	"2034"	361	213	595
"UT"	2008	"Salt Lake"	"2036"	341	165	524
"UT"	2008	"Salt Lake"	"2038"	214	79	299
"UT"	2008	"Salt Lake"	"2049"	279	204	505
"UT"	2008	"Salt Lake"	"2050"	131	107	242
"UT"	2008	"Salt Lake"	"2052"	346	160	521
"UT"	2008	"Salt Lake"	"2053"	110	80	196
"UT"	2008	"Salt Lake"	"2056"	319	160	504
"UT"	2008	"Salt Lake"	"2064"	275	238	537
"UT"	2008	"Salt Lake"	"2068"	389	152	562
"UT"	2008	"Salt Lake"	"2074"	260	216	486
"UT"	2008	"Salt Lake"	"2102"	470	232	717
"UT"	2008	"Salt Lake"	"2103"	419	180	610
"UT"	2008	"Salt Lake"	"2122"	436	138	601
"UT"	2008	"Salt Lake"	"2126"	516	111	642
"UT"	2008	"Salt Lake"	"2128"	467	86	568
"UT"	2008	"Salt Lake"	"2136"	68	53	124
"UT"	2008	"Salt Lake"	"2144"	355	95	469
"UT"	2008	"Salt Lake"	"2152"	364	167	553
"UT"	2008	"Salt Lake"	"2154"	256	227	501
"UT"	2008	"Salt Lake"	"2158"	426	101	550
"UT"	2008	"Salt Lake"	"2164"	550	142	714
"UT"	2008	"Salt Lake"	"2166"	325	139	474
"UT"	2008	"Salt Lake"	"2167"	188	60	252
"UT"	2008	"Salt Lake"	"2174"	336	254	624
"UT"	2008	"Salt Lake"	"2178"	389	78	489
"UT"	2008	"Salt Lake"	"2179"	277	55	345
"UT"	2008	"Salt Lake"	"2182"	330	113	469
"UT"	2008	"Salt Lake"	"2184"	298	88	400
"UT"	2008	"Salt Lake"	"2204"	175	66	246
"UT"	2008	"Salt Lake"	"2206"	153	67	232
"UT"	2008	"Salt Lake"	"2214"	227	126	372
"UT"	2008	"Salt Lake"	"2220"	282	142	445
"UT"	2008	"Salt Lake"	"2222"	225	119	363
"UT"	2008	"Salt Lake"	"2223"	241	79	338
"UT"	2008	"Salt Lake"	"2224"	244	125	379
"UT"	2008	"Salt Lake"	"2226"	332	167	515
"UT"	2008	"Salt Lake"	"2228"	187	42	243
"UT"	2008	"Salt Lake"	"2230"	132	22	160
"UT"	2008	"Salt Lake"	"2231"	52	4	62
"UT"	2008	"Salt Lake"	"2242"	268	138	422
"UT"	2008	"Salt Lake"	"2246"	222	108	344
"UT"	2008	"Salt Lake"	"2252"	219	103	333
"UT"	2008	"Salt Lake"	"2254"	170	112	287
"UT"	2008	"Salt Lake"	"2255"	253	173	448
"UT"	2008	"Salt Lake"	"2256"	16	17	37
"UT"	2008	"Salt Lake"	"2260"	120	35	166
"UT"	2008	"Salt Lake"	"2264"	386	132	542
"UT"	2008	"Salt Lake"	"2306"	452	92	576
"UT"	2008	"Salt Lake"	"2308"	307	121	445
"UT"	2008	"Salt Lake"	"2312"	392	116	525
"UT"	2008	"Salt Lake"	"2318"	308	97	418
"UT"	2008	"Salt Lake"	"2320"	393	104	518
"UT"	2008	"Salt Lake"	"2330"	358	81	464
"UT"	2008	"Salt Lake"	"2332"	214	34	258
"UT"	2008	"Salt Lake"	"2334"	390	91	514
"UT"	2008	"Salt Lake"	"2348"	333	127	493
"UT"	2008	"Salt Lake"	"2352"	364	104	485
"UT"	2008	"Salt Lake"	"2354"	336	91	451
"UT"	2008	"Salt Lake"	"2359"	14	32	48
"UT"	2008	"Salt Lake"	"2360"	396	138	559
"UT"	2008	"Salt Lake"	"2362"	361	131	515
"UT"	2008	"Salt Lake"	"2364"	369	123	516
"UT"	2008	"Salt Lake"	"2366"	463	134	635
"UT"	2008	"Salt Lake"	"2370"	176	75	262
"UT"	2008	"Salt Lake"	"2371"	145	33	188
"UT"	2008	"Salt Lake"	"2374"	357	89	467
"UT"	2008	"Salt Lake"	"2378"	340	89	452
"UT"	2008	"Salt Lake"	"2380"	123	41	174
"UT"	2008	"Salt Lake"	"2384"	434	88	546
"UT"	2008	"Salt Lake"	"2388"	346	84	447
"UT"	2008	"Salt Lake"	"2389"	79	18	103
"UT"	2008	"Salt Lake"	"2392"	221	272	529
"UT"	2008	"Salt Lake"	"2394"	99	152	262
"UT"	2008	"Salt Lake"	"2404"	487	95	622
"UT"	2008	"Salt Lake"	"2406"	291	41	345
"UT"	2008	"Salt Lake"	"2422"	391	84	493
"UT"	2008	"Salt Lake"	"2436"	470	125	615
"UT"	2008	"Salt Lake"	"2437"	400	84	502
"UT"	2008	"Salt Lake"	"2438"	305	75	403
"UT"	2008	"Salt Lake"	"2442"	338	96	457
"UT"	2008	"Salt Lake"	"2444"	430	113	561
"UT"	2008	"Salt Lake"	"2450"	450	108	579
"UT"	2008	"Salt Lake"	"2462"	422	111	550
"UT"	2008	"Salt Lake"	"2466"	436	139	593
"UT"	2008	"Salt Lake"	"2474"	376	77	469
"UT"	2008	"Salt Lake"	"2475"	218	61	287
"UT"	2008	"Salt Lake"	"2476"	532	103	674
"UT"	2008	"Salt Lake"	"2480"	264	62	350
"UT"	2008	"Salt Lake"	"2482"	290	107	423
"UT"	2008	"Salt Lake"	"2493"	191	114	318
"UT"	2008	"Salt Lake"	"2494"	307	136	473
"UT"	2008	"Salt Lake"	"2502"	497	129	646
"UT"	2008	"Salt Lake"	"2506"	457	146	610
"UT"	2008	"Salt Lake"	"2510"	344	128	485
"UT"	2008	"Salt Lake"	"2514"	440	76	527
"UT"	2008	"Salt Lake"	"2516"	350	139	506
"UT"	2008	"Salt Lake"	"2523"	210	66	283
"UT"	2008	"Salt Lake"	"2524"	390	222	639
"UT"	2008	"Salt Lake"	"2532"	451	71	546
"UT"	2008	"Salt Lake"	"2534"	186	34	222
"UT"	2008	"Salt Lake"	"2535"	287	78	379
"UT"	2008	"Salt Lake"	"2536"	436	76	523
"UT"	2008	"Salt Lake"	"2540"	343	114	484
"UT"	2008	"Salt Lake"	"2544"	353	92	461
"UT"	2008	"Salt Lake"	"2548"	365	166	543
"UT"	2008	"Salt Lake"	"2550"	442	121	585
"UT"	2008	"Salt Lake"	"2552"	416	123	559
"UT"	2008	"Salt Lake"	"2556"	449	158	632
"UT"	2008	"Salt Lake"	"2561"	21	21	42
"UT"	2008	"Salt Lake"	"2566"	467	241	732
"UT"	2008	"Salt Lake"	"2570"	465	132	617
"UT"	2008	"Salt Lake"	"2572"	422	235	670
"UT"	2008	"Salt Lake"	"2580"	431	163	608
"UT"	2008	"Salt Lake"	"2582"	270	94	377
"UT"	2008	"Salt Lake"	"2584"	402	237	662
"UT"	2008	"Salt Lake"	"2586"	292	157	470
"UT"	2008	"Salt Lake"	"2588"	264	208	487
"UT"	2008	"Salt Lake"	"2590"	298	156	465
"UT"	2008	"Salt Lake"	"2594"	53	35	91
"UT"	2008	"Salt Lake"	"2596"	261	142	415
"UT"	2008	"Salt Lake"	"2602"	330	174	519
"UT"	2008	"Salt Lake"	"2604"	265	226	509
"UT"	2008	"Salt Lake"	"2606"	320	164	494
"UT"	2008	"Salt Lake"	"2608"	296	229	531
"UT"	2008	"Salt Lake"	"2614"	333	283	624
"UT"	2008	"Salt Lake"	"2626"	246	154	412
"UT"	2008	"Salt Lake"	"2628"	282	266	557
"UT"	2008	"Salt Lake"	"2630"	391	297	707
"UT"	2008	"Salt Lake"	"2632"	324	187	528
"UT"	2008	"Salt Lake"	"2634"	391	158	569
"UT"	2008	"Salt Lake"	"2640"	457	225	698
"UT"	2008	"Salt Lake"	"2646"	365	156	535
"UT"	2008	"Salt Lake"	"2652"	359	235	616
"UT"	2008	"Salt Lake"	"2654"	376	238	636
"UT"	2008	"Salt Lake"	"2660"	257	191	463
"UT"	2008	"Salt Lake"	"2664"	237	255	508
"UT"	2008	"Salt Lake"	"2668"	235	208	459
"UT"	2008	"Salt Lake"	"2670"	229	101	344
"UT"	2008	"Salt Lake"	"2671"	178	54	246
"UT"	2008	"Salt Lake"	"2674"	385	193	590
"UT"	2008	"Salt Lake"	"2684"	147	89	247
"UT"	2008	"Salt Lake"	"2686"	271	310	608
"UT"	2008	"Salt Lake"	"2694"	372	208	592
"UT"	2008	"Salt Lake"	"2696"	13	26	44
"UT"	2008	"Salt Lake"	"2702"	297	148	459
"UT"	2008	"Salt Lake"	"2706"	254	112	382
"UT"	2008	"Salt Lake"	"2708"	211	113	338
"UT"	2008	"Salt Lake"	"2720"	189	75	282
"UT"	2008	"Salt Lake"	"2722"	225	91	330
"UT"	2008	"Salt Lake"	"2738"	180	108	301
"UT"	2008	"Salt Lake"	"2746"	178	113	307
"UT"	2008	"Salt Lake"	"2747"	73	30	111
"UT"	2008	"Salt Lake"	"2748"	235	106	359
"UT"	2008	"Salt Lake"	"2750"	194	80	283
"UT"	2008	"Salt Lake"	"2752"	232	108	353
"UT"	2008	"Salt Lake"	"2754"	251	195	466
"UT"	2008	"Salt Lake"	"2756"	166	70	247
"UT"	2008	"Salt Lake"	"2758"	188	117	329
"UT"	2008	"Salt Lake"	"2760"	161	127	304
"UT"	2008	"Salt Lake"	"2814"	187	93	292
"UT"	2008	"Salt Lake"	"2816"	263	141	415
"UT"	2008	"Salt Lake"	"2818"	48	24	72
"UT"	2008	"Salt Lake"	"2819"	81	56	140
"UT"	2008	"Salt Lake"	"2820"	27	17	47
"UT"	2008	"Salt Lake"	"2822"	221	89	320
"UT"	2008	"Salt Lake"	"2823"	111	154	274
"UT"	2008	"Salt Lake"	"2828"	291	193	502
"UT"	2008	"Salt Lake"	"2829"	191	182	382
"UT"	2008	"Salt Lake"	"2832"	126	61	198
"UT"	2008	"Salt Lake"	"2854"	206	310	547
"UT"	2008	"Salt Lake"	"2866"	172	113	299
"UT"	2008	"Salt Lake"	"2867"	168	97	272
"UT"	2008	"Salt Lake"	"2868"	371	265	661
"UT"	2008	"Salt Lake"	"2869"	233	136	397
"UT"	2008	"Salt Lake"	"2870"	307	214	549
"UT"	2008	"Salt Lake"	"2874"	344	182	542
"UT"	2008	"Salt Lake"	"2876"	260	199	472
"UT"	2008	"Salt Lake"	"2878"	223	203	438
"UT"	2008	"Salt Lake"	"2902"	320	101	432
"UT"	2008	"Salt Lake"	"2904"	334	65	402
"UT"	2008	"Salt Lake"	"2912"	328	271	611
"UT"	2008	"Salt Lake"	"2914"	347	241	602
"UT"	2008	"Salt Lake"	"2918"	350	225	596
"UT"	2008	"Salt Lake"	"2920"	223	175	410
"UT"	2008	"Salt Lake"	"2924"	158	115	282
"UT"	2008	"Salt Lake"	"2926"	324	234	579
"UT"	2008	"Salt Lake"	"2928"	231	245	496
"UT"	2008	"Salt Lake"	"2932"	239	245	511
"UT"	2008	"Salt Lake"	"2934"	277	181	481
"UT"	2008	"Salt Lake"	"2940"	407	171	597
"UT"	2008	"Salt Lake"	"2944"	261	297	580
"UT"	2008	"Salt Lake"	"2948"	214	196	420
"UT"	2008	"Salt Lake"	"2950"	200	217	430
"UT"	2008	"Salt Lake"	"2962"	232	358	607
"UT"	2008	"Salt Lake"	"2966"	279	441	755
"UT"	2008	"Salt Lake"	"2968"	244	387	652
"UT"	2008	"Salt Lake"	"2970"	261	243	529
"UT"	2008	"Salt Lake"	"2974"	412	240	671
"UT"	2008	"Salt Lake"	"3122"	178	205	401
"UT"	2008	"Salt Lake"	"3124"	243	177	441
"UT"	2008	"Salt Lake"	"3126"	154	147	310
"UT"	2008	"Salt Lake"	"3128"	162	107	282
"UT"	2008	"Salt Lake"	"3130"	254	244	513
"UT"	2008	"Salt Lake"	"3132"	315	173	507
"UT"	2008	"Salt Lake"	"3136"	285	194	506
"UT"	2008	"Salt Lake"	"3140"	271	271	565
"UT"	2008	"Salt Lake"	"3141"	176	127	318
"UT"	2008	"Salt Lake"	"3146"	237	247	511
"UT"	2008	"Salt Lake"	"3148"	208	269	508
"UT"	2008	"Salt Lake"	"3151"	153	84	244
"UT"	2008	"Salt Lake"	"3152"	188	241	444
"UT"	2008	"Salt Lake"	"3153"	204	264	484
"UT"	2008	"Salt Lake"	"3154"	102	75	184
"UT"	2008	"Salt Lake"	"3155"	136	186	340
"UT"	2008	"Salt Lake"	"3156"	212	220	456
"UT"	2008	"Salt Lake"	"3162"	207	260	497
"UT"	2008	"Salt Lake"	"3164"	212	239	470
"UT"	2008	"Salt Lake"	"3210"	339	236	599
"UT"	2008	"Salt Lake"	"3216"	179	216	411
"UT"	2008	"Salt Lake"	"3217"	260	261	543
"UT"	2008	"Salt Lake"	"3218"	136	74	218
"UT"	2008	"Salt Lake"	"3219"	261	167	443
"UT"	2008	"Salt Lake"	"3220"	205	162	386
"UT"	2008	"Salt Lake"	"3221"	139	147	292
"UT"	2008	"Salt Lake"	"3222"	201	221	437
"UT"	2008	"Salt Lake"	"3223"	173	189	373
"UT"	2008	"Salt Lake"	"3224"	298	313	632
"UT"	2008	"Salt Lake"	"3226"	294	307	623
"UT"	2008	"Salt Lake"	"3227"	158	190	379
"UT"	2008	"Salt Lake"	"3228"	206	290	517
"UT"	2008	"Salt Lake"	"3229"	180	109	297
"UT"	2008	"Salt Lake"	"3230"	250	249	523
"UT"	2008	"Salt Lake"	"3232"	174	291	490
"UT"	2008	"Salt Lake"	"3233"	229	352	602
"UT"	2008	"Salt Lake"	"3234"	356	243	636
"UT"	2008	"Salt Lake"	"3235"	260	174	452
"UT"	2008	"Salt Lake"	"3238"	217	212	444
"UT"	2008	"Salt Lake"	"3239"	251	201	472
"UT"	2008	"Salt Lake"	"3240"	184	261	467
"UT"	2008	"Salt Lake"	"3241"	213	259	493
"UT"	2008	"Salt Lake"	"3242"	245	269	533
"UT"	2008	"Salt Lake"	"3243"	228	260	507
"UT"	2008	"Salt Lake"	"3247"	101	184	297
"UT"	2008	"Salt Lake"	"3248"	264	212	494
"UT"	2008	"Salt Lake"	"3249"	244	319	590
"UT"	2008	"Salt Lake"	"3250"	214	249	481
"UT"	2008	"Salt Lake"	"3254"	203	280	502
"UT"	2008	"Salt Lake"	"3260"	226	359	612
"UT"	2008	"Salt Lake"	"3261"	161	213	386
"UT"	2008	"Salt Lake"	"3262"	270	223	527
"UT"	2008	"Salt Lake"	"3263"	49	120	174
"UT"	2008	"Salt Lake"	"3264"	223	311	565
"UT"	2008	"Salt Lake"	"3265"	300	336	651
"UT"	2008	"Salt Lake"	"3266"	196	310	521
"UT"	2008	"Salt Lake"	"3267"	241	285	549
"UT"	2008	"Salt Lake"	"3268"	214	324	559
"UT"	2008	"Salt Lake"	"3274"	196	279	495
"UT"	2008	"Salt Lake"	"3276"	188	233	433
"UT"	2008	"Salt Lake"	"3308"	241	379	652
"UT"	2008	"Salt Lake"	"3310"	118	95	225
"UT"	2008	"Salt Lake"	"3311"	84	55	142
"UT"	2008	"Salt Lake"	"3330"	147	204	360
"UT"	2008	"Salt Lake"	"3331"	37	92	136
"UT"	2008	"Salt Lake"	"3400"	194	184	401
"UT"	2008	"Salt Lake"	"3401"	122	172	306
"UT"	2008	"Salt Lake"	"3402"	171	248	441
"UT"	2008	"Salt Lake"	"3403"	163	324	510
"UT"	2008	"Salt Lake"	"3404"	167	197	377
"UT"	2008	"Salt Lake"	"3405"	167	197	372
"UT"	2008	"Salt Lake"	"3406"	181	284	481
"UT"	2008	"Salt Lake"	"3407"	214	343	588
"UT"	2008	"Salt Lake"	"3408"	130	178	332
"UT"	2008	"Salt Lake"	"3409"	188	239	438
"UT"	2008	"Salt Lake"	"3410"	229	221	469
"UT"	2008	"Salt Lake"	"3411"	138	223	372
"UT"	2008	"Salt Lake"	"3412"	234	342	589
"UT"	2008	"Salt Lake"	"3413"	121	245	388
"UT"	2008	"Salt Lake"	"3414"	169	316	514
"UT"	2008	"Salt Lake"	"3415"	281	258	554
"UT"	2008	"Salt Lake"	"3416"	194	229	437
"UT"	2008	"Salt Lake"	"3417"	167	317	508
"UT"	2008	"Salt Lake"	"3418"	238	354	623
"UT"	2008	"Salt Lake"	"3419"	239	309	573
"UT"	2008	"Salt Lake"	"3420"	164	211	393
"UT"	2008	"Salt Lake"	"3421"	246	364	629
"UT"	2008	"Salt Lake"	"3422"	242	268	521
"UT"	2008	"Salt Lake"	"3423"	238	330	588
"UT"	2008	"Salt Lake"	"3424"	236	275	532
"UT"	2008	"Salt Lake"	"3425"	195	355	566
"UT"	2008	"Salt Lake"	"3426"	267	343	634
"UT"	2008	"Salt Lake"	"3427"	89	286	389
"UT"	2008	"Salt Lake"	"3428"	164	359	559
"UT"	2008	"Salt Lake"	"3429"	160	262	431
"UT"	2008	"Salt Lake"	"3430"	144	235	392
"UT"	2008	"Salt Lake"	"3431"	226	363	626
"UT"	2008	"Salt Lake"	"3432"	202	215	443
"UT"	2008	"Salt Lake"	"3433"	187	288	494
"UT"	2008	"Salt Lake"	"3434"	178	403	605
"UT"	2008	"Salt Lake"	"3435"	151	298	464
"UT"	2008	"Salt Lake"	"3436"	107	147	270
"UT"	2008	"Salt Lake"	"3437"	162	401	577
"UT"	2008	"Salt Lake"	"3438"	210	349	581
"UT"	2008	"Salt Lake"	"3439"	125	233	365
"UT"	2008	"Salt Lake"	"3440"	211	357	588
"UT"	2008	"Salt Lake"	"3441"	166	205	393
"UT"	2008	"Salt Lake"	"3442"	201	234	454
"UT"	2008	"Salt Lake"	"3443"	271	443	737
"UT"	2008	"Salt Lake"	"3444"	202	258	479
"UT"	2008	"Salt Lake"	"3445"	211	356	583
"UT"	2008	"Salt Lake"	"3446"	171	214	403
"UT"	2008	"Salt Lake"	"3447"	163	217	393
"UT"	2008	"Salt Lake"	"3448"	169	177	361
"UT"	2008	"Salt Lake"	"3449"	226	345	595
"UT"	2008	"Salt Lake"	"3450"	184	228	423
"UT"	2008	"Salt Lake"	"3451"	101	87	195
"UT"	2008	"Salt Lake"	"3452"	160	283	454
"UT"	2008	"Salt Lake"	"3453"	35	70	110
"UT"	2008	"Salt Lake"	"3454"	234	319	571
"UT"	2008	"Salt Lake"	"3455"	260	425	713
"UT"	2008	"Salt Lake"	"3456"	122	226	359
"UT"	2008	"Salt Lake"	"3457"	153	197	352
"UT"	2008	"Salt Lake"	"3458"	183	256	455
"UT"	2008	"Salt Lake"	"3460"	218	427	672
"UT"	2008	"Salt Lake"	"3461"	169	404	597
"UT"	2008	"Salt Lake"	"3462"	109	190	312
"UT"	2008	"Salt Lake"	"3463"	195	255	460
"UT"	2008	"Salt Lake"	"3464"	101	139	246
"UT"	2008	"Salt Lake"	"3465"	137	229	376
"UT"	2008	"Salt Lake"	"3466"	164	261	440
"UT"	2008	"Salt Lake"	"3502"	161	404	593
"UT"	2008	"Salt Lake"	"3503"	90	243	349
"UT"	2008	"Salt Lake"	"3504"	201	442	662
"UT"	2008	"Salt Lake"	"3505"	140	327	477
"UT"	2008	"Salt Lake"	"3506"	108	346	483
"UT"	2008	"Salt Lake"	"3507"	167	483	676
"UT"	2008	"Salt Lake"	"3508"	191	423	630
"UT"	2008	"Salt Lake"	"3509"	136	244	391
"UT"	2008	"Salt Lake"	"3510"	113	242	373
"UT"	2008	"Salt Lake"	"3511"	112	276	402
"UT"	2008	"Salt Lake"	"3512"	153	430	628
"UT"	2008	"Salt Lake"	"3513"	137	410	568
"UT"	2008	"Salt Lake"	"3514"	167	425	608
"UT"	2008	"Salt Lake"	"3515"	125	370	506
"UT"	2008	"Salt Lake"	"3516"	182	632	828
"UT"	2008	"Salt Lake"	"3517"	101	283	393
"UT"	2008	"Salt Lake"	"3518"	188	403	626
"UT"	2008	"Salt Lake"	"3520"	137	433	597
"UT"	2008	"Salt Lake"	"3527"	687	1115	1899
"UT"	2008	"Salt Lake"	"3528"	118	279	411
"UT"	2008	"Salt Lake"	"3529"	321	444	794
"UT"	2008	"Salt Lake"	"3530"	139	319	476
"UT"	2008	"Salt Lake"	"3531"	240	547	807
"UT"	2008	"Salt Lake"	"3532"	256	614	902
"UT"	2008	"Salt Lake"	"3533"	66	214	293
"UT"	2008	"Salt Lake"	"3534"	182	419	610
"UT"	2008	"Salt Lake"	"3535"	165	399	582
"UT"	2008	"Salt Lake"	"3536"	125	326	469
"UT"	2008	"Salt Lake"	"3538"	225	471	718
"UT"	2008	"Salt Lake"	"3540"	120	357	504
"UT"	2008	"Salt Lake"	"3542"	174	463	654
"UT"	2008	"Salt Lake"	"3550"	158	250	420
"UT"	2008	"Salt Lake"	"3602"	165	481	675
"UT"	2008	"Salt Lake"	"3603"	96	230	334
"UT"	2008	"Salt Lake"	"3604"	215	492	735
"UT"	2008	"Salt Lake"	"3606"	159	455	647
"UT"	2008	"Salt Lake"	"3607"	125	369	513
"UT"	2008	"Salt Lake"	"3608"	178	297	485
"UT"	2008	"Salt Lake"	"3609"	148	335	499
"UT"	2008	"Salt Lake"	"3610"	121	335	481
"UT"	2008	"Salt Lake"	"3612"	120	313	449
"UT"	2008	"Salt Lake"	"3614"	292	738	1068
"UT"	2008	"Salt Lake"	"3615"	36	154	192
"UT"	2008	"Salt Lake"	"3616"	107	226	344
"UT"	2008	"Salt Lake"	"3618"	163	451	635
"UT"	2008	"Salt Lake"	"3619"	163	440	622
"UT"	2008	"Salt Lake"	"3620"	224	582	837
"UT"	2008	"Salt Lake"	"3621"	152	534	710
"UT"	2008	"Salt Lake"	"3622"	150	385	562
"UT"	2008	"Salt Lake"	"3623"	182	477	684
"UT"	2008	"Salt Lake"	"3624"	157	357	543
"UT"	2008	"Salt Lake"	"3625"	91	233	335
"UT"	2008	"Salt Lake"	"3626"	169	444	638
"UT"	2008	"Salt Lake"	"3628"	269	533	833
"UT"	2008	"Salt Lake"	"3636"	106	292	408
"UT"	2008	"Salt Lake"	"3637"	71	173	256
"UT"	2008	"Salt Lake"	"3638"	56	183	249
"UT"	2008	"Salt Lake"	"3700"	133	344	493
"UT"	2008	"Salt Lake"	"3701"	163	417	608
"UT"	2008	"Salt Lake"	"3702"	154	515	702
"UT"	2008	"Salt Lake"	"3703"	177	419	620
"UT"	2008	"Salt Lake"	"3704"	164	399	579
"UT"	2008	"Salt Lake"	"3705"	129	373	520
"UT"	2008	"Salt Lake"	"3706"	152	301	483
"UT"	2008	"Salt Lake"	"3707"	206	483	709
"UT"	2008	"Salt Lake"	"3708"	145	284	445
"UT"	2008	"Salt Lake"	"3709"	166	426	620
"UT"	2008	"Salt Lake"	"3801"	69	255	335
"UT"	2008	"Salt Lake"	"3802"	134	393	555
"UT"	2008	"Salt Lake"	"3803"	130	462	630
"UT"	2008	"Salt Lake"	"3804"	64	257	335
"UT"	2008	"Salt Lake"	"3805"	52	317	380
"UT"	2008	"Salt Lake"	"3806"	155	314	488
"UT"	2008	"Salt Lake"	"4000"	271	225	522
"UT"	2008	"Salt Lake"	"4001"	166	184	366
"UT"	2008	"Salt Lake"	"4002"	180	183	376
"UT"	2008	"Salt Lake"	"4003"	221	277	517
"UT"	2008	"Salt Lake"	"4004"	254	234	503
"UT"	2008	"Salt Lake"	"4005"	194	189	399
"UT"	2008	"Salt Lake"	"4006"	255	390	660
"UT"	2008	"Salt Lake"	"4007"	244	290	544
"UT"	2008	"Salt Lake"	"4008"	267	252	536
"UT"	2008	"Salt Lake"	"4009"	195	328	546
"UT"	2008	"Salt Lake"	"4010"	208	181	407
"UT"	2008	"Salt Lake"	"4011"	227	290	540
"UT"	2008	"Salt Lake"	"4012"	288	353	656
"UT"	2008	"Salt Lake"	"4013"	177	238	429
"UT"	2008	"Salt Lake"	"4014"	217	160	384
"UT"	2008	"Salt Lake"	"4016"	158	210	382
"UT"	2008	"Salt Lake"	"4018"	157	293	466
"UT"	2008	"Salt Lake"	"4020"	265	346	632
"UT"	2008	"Salt Lake"	"4022"	152	219	381
"UT"	2008	"Salt Lake"	"4024"	210	308	536
"UT"	2008	"Salt Lake"	"4025"	30	37	69
"UT"	2008	"Salt Lake"	"4026"	24	44	68
"UT"	2008	"Salt Lake"	"4027"	152	127	289
"UT"	2008	"Salt Lake"	"4028"	193	142	346
"UT"	2008	"Salt Lake"	"4100"	118	83	206
"UT"	2008	"Salt Lake"	"4103"	202	100	318
"UT"	2008	"Salt Lake"	"4104"	184	127	329
"UT"	2008	"Salt Lake"	"4106"	256	143	412
"UT"	2008	"Salt Lake"	"4107"	372	267	660
"UT"	2008	"Salt Lake"	"4108"	362	246	631
"UT"	2008	"Salt Lake"	"4120"	322	163	507
"UT"	2008	"Salt Lake"	"4122"	179	201	394
"UT"	2008	"Salt Lake"	"4123"	23	23	47
"UT"	2008	"Salt Lake"	"4124"	278	145	437
"UT"	2008	"Salt Lake"	"4126"	370	237	629
"UT"	2008	"Salt Lake"	"4128"	196	306	523
"UT"	2008	"Salt Lake"	"4152"	196	152	368
"UT"	2008	"Salt Lake"	"4153"	83	32	119
"UT"	2008	"Salt Lake"	"4154"	184	174	380
"UT"	2008	"Salt Lake"	"4160"	140	114	265
"UT"	2008	"Salt Lake"	"4164"	253	203	485
"UT"	2008	"Salt Lake"	"4166"	338	186	536
"UT"	2008	"Salt Lake"	"4167"	194	142	354
"UT"	2008	"Salt Lake"	"4168"	253	134	400
"UT"	2008	"Salt Lake"	"4182"	267	223	501
"UT"	2008	"Salt Lake"	"4194"	348	243	610
"UT"	2008	"Salt Lake"	"4204"	349	209	581
"UT"	2008	"Salt Lake"	"4208"	246	263	530
"UT"	2008	"Salt Lake"	"4210"	320	216	550
"UT"	2008	"Salt Lake"	"4212"	250	194	450
"UT"	2008	"Salt Lake"	"4216"	246	231	496
"UT"	2008	"Salt Lake"	"4222"	167	209	385
"UT"	2008	"Salt Lake"	"4224"	404	284	714
