state	year	county	precinct	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv
"UT"	2008	"Salt Lake"	"4234"	290	188	487
"UT"	2008	"Salt Lake"	"4238"	302	164	476
"UT"	2008	"Salt Lake"	"4258"	393	224	626
"UT"	2008	"Salt Lake"	"4276"	340	279	642
"UT"	2008	"Salt Lake"	"4384"	220	247	481
"UT"	2008	"Salt Lake"	"4396"	253	347	616
"UT"	2008	"Salt Lake"	"4399"	136	39	182
"UT"	2008	"Salt Lake"	"4402"	8	9	17
"UT"	2008	"Salt Lake"	"4404"	139	101	254
"UT"	2008	"Salt Lake"	"4406"	188	142	334
"UT"	2008	"Salt Lake"	"4407"	166	113	299
"UT"	2008	"Salt Lake"	"4408"	224	235	472
"UT"	2008	"Salt Lake"	"4410"	137	64	211
"UT"	2008	"Salt Lake"	"4412"	196	137	348
"UT"	2008	"Salt Lake"	"4418"	251	272	547
"UT"	2008	"Salt Lake"	"4419"	219	193	422
"UT"	2008	"Salt Lake"	"4420"	222	248	489
"UT"	2008	"Salt Lake"	"4426"	264	203	490
"UT"	2008	"Salt Lake"	"4430"	313	259	594
"UT"	2008	"Salt Lake"	"4431"	137	106	255
"UT"	2008	"Salt Lake"	"4432"	115	62	180
"UT"	2008	"Salt Lake"	"4434"	324	242	587
"UT"	2008	"Salt Lake"	"4436"	256	252	520
"UT"	2008	"Salt Lake"	"4438"	183	109	295
"UT"	2008	"Salt Lake"	"4440"	174	293	481
"UT"	2008	"Salt Lake"	"4441"	180	185	374
"UT"	2008	"Salt Lake"	"4442"	158	124	291
"UT"	2008	"Salt Lake"	"4444"	147	133	295
"UT"	2008	"Salt Lake"	"4446"	246	245	523
"UT"	2008	"Salt Lake"	"4450"	350	230	603
"UT"	2008	"Salt Lake"	"4462"	203	148	362
"UT"	2008	"Salt Lake"	"4464"	174	232	422
"UT"	2008	"Salt Lake"	"4465"	155	154	327
"UT"	2008	"Salt Lake"	"4466"	171	165	345
"UT"	2008	"Salt Lake"	"4468"	230	164	404
"UT"	2008	"Salt Lake"	"4470"	246	216	470
"UT"	2008	"Salt Lake"	"4471"	24	20	48
"UT"	2008	"Salt Lake"	"4472"	284	250	568
"UT"	2008	"Salt Lake"	"4473"	173	143	324
"UT"	2008	"Salt Lake"	"4474"	194	244	452
"UT"	2008	"Salt Lake"	"4475"	24	17	43
"UT"	2008	"Salt Lake"	"4476"	186	284	491
"UT"	2008	"Salt Lake"	"4477"	267	302	597
"UT"	2008	"Salt Lake"	"4478"	313	325	668
"UT"	2008	"Salt Lake"	"4479"	144	153	307
"UT"	2008	"Salt Lake"	"4480"	187	172	383
"UT"	2008	"Salt Lake"	"4482"	232	174	421
"UT"	2008	"Salt Lake"	"4483"	210	190	408
"UT"	2008	"Salt Lake"	"4484"	217	226	464
"UT"	2008	"Salt Lake"	"4486"	132	236	381
"UT"	2008	"Salt Lake"	"4488"	310	353	688
"UT"	2008	"Salt Lake"	"4490"	251	236	511
"UT"	2008	"Salt Lake"	"4491"	34	40	76
"UT"	2008	"Salt Lake"	"4492"	181	220	422
"UT"	2008	"Salt Lake"	"4494"	88	81	175
"UT"	2008	"Salt Lake"	"4496"	270	387	673
"UT"	2008	"Salt Lake"	"4498"	121	218	349
"UT"	2008	"Salt Lake"	"4502"	173	147	331
"UT"	2008	"Salt Lake"	"4504"	118	80	207
"UT"	2008	"Salt Lake"	"4505"	101	91	199
"UT"	2008	"Salt Lake"	"4506"	139	102	250
"UT"	2008	"Salt Lake"	"4508"	194	192	404
"UT"	2008	"Salt Lake"	"4512"	100	107	216
"UT"	2008	"Salt Lake"	"4514"	181	213	410
"UT"	2008	"Salt Lake"	"4516"	173	83	271
"UT"	2008	"Salt Lake"	"4518"	256	289	569
"UT"	2008	"Salt Lake"	"4520"	189	176	376
"UT"	2008	"Salt Lake"	"4521"	314	228	549
"UT"	2008	"Salt Lake"	"4522"	206	205	423
"UT"	2008	"Salt Lake"	"4528"	235	234	493
"UT"	2008	"Salt Lake"	"4530"	200	133	354
"UT"	2008	"Salt Lake"	"4531"	58	30	94
"UT"	2008	"Salt Lake"	"4532"	203	230	454
"UT"	2008	"Salt Lake"	"4534"	82	119	212
"UT"	2008	"Salt Lake"	"4536"	198	212	429
"UT"	2008	"Salt Lake"	"4537"	31	36	67
"UT"	2008	"Salt Lake"	"4538"	270	207	491
"UT"	2008	"Salt Lake"	"4544"	230	207	455
"UT"	2008	"Salt Lake"	"4546"	195	172	379
"UT"	2008	"Salt Lake"	"4548"	156	266	439
"UT"	2008	"Salt Lake"	"4601"	116	240	368
"UT"	2008	"Salt Lake"	"4602"	307	310	642
"UT"	2008	"Salt Lake"	"4604"	275	326	632
"UT"	2008	"Salt Lake"	"4608"	239	283	538
"UT"	2008	"Salt Lake"	"4610"	191	213	423
"UT"	2008	"Salt Lake"	"4611"	20	15	39
"UT"	2008	"Salt Lake"	"4612"	130	129	271
"UT"	2008	"Salt Lake"	"4614"	153	160	327
"UT"	2008	"Salt Lake"	"4616"	254	282	557
"UT"	2008	"Salt Lake"	"4617"	68	83	157
"UT"	2008	"Salt Lake"	"4618"	136	166	317
"UT"	2008	"Salt Lake"	"4622"	245	169	426
"UT"	2008	"Salt Lake"	"4624"	133	91	236
"UT"	2008	"Salt Lake"	"4625"	231	259	505
"UT"	2008	"Salt Lake"	"4626"	136	172	323
"UT"	2008	"Salt Lake"	"4627"	145	152	310
"UT"	2008	"Salt Lake"	"4628"	175	288	478
"UT"	2008	"Salt Lake"	"4629"	234	305	551
"UT"	2008	"Salt Lake"	"4630"	150	187	349
"UT"	2008	"Salt Lake"	"4631"	138	152	299
"UT"	2008	"Salt Lake"	"4632"	197	208	431
"UT"	2008	"Salt Lake"	"4633"	130	157	296
"UT"	2008	"Salt Lake"	"4634"	209	204	431
"UT"	2008	"Salt Lake"	"4635"	49	112	164
"UT"	2008	"Salt Lake"	"4636"	251	387	655
"UT"	2008	"Salt Lake"	"4637"	281	391	692
"UT"	2008	"Salt Lake"	"4638"	238	366	627
"UT"	2008	"Salt Lake"	"4639"	273	343	637
"UT"	2008	"Salt Lake"	"4640"	112	136	263
"UT"	2008	"Salt Lake"	"4641"	127	110	243
"UT"	2008	"Salt Lake"	"4642"	155	198	371
"UT"	2008	"Salt Lake"	"4644"	223	198	439
"UT"	2008	"Salt Lake"	"4646"	152	202	366
"UT"	2008	"Salt Lake"	"4648"	112	223	346
"UT"	2008	"Salt Lake"	"4650"	235	283	540
"UT"	2008	"Salt Lake"	"4652"	160	281	464
"UT"	2008	"Salt Lake"	"4653"	134	312	462
"UT"	2008	"Salt Lake"	"4654"	255	254	526
"UT"	2008	"Salt Lake"	"4655"	24	16	41
"UT"	2008	"Salt Lake"	"4656"	81	106	192
"UT"	2008	"Salt Lake"	"4657"	197	212	421
"UT"	2008	"Salt Lake"	"4658"	294	344	661
"UT"	2008	"Salt Lake"	"4659"	91	153	252
"UT"	2008	"Salt Lake"	"4660"	128	276	437
"UT"	2008	"Salt Lake"	"4661"	219	199	429
"UT"	2008	"Salt Lake"	"4662"	122	187	315
"UT"	2008	"Salt Lake"	"4663"	86	159	262
"UT"	2008	"Salt Lake"	"4664"	134	238	384
"UT"	2008	"Salt Lake"	"4665"	212	324	561
"UT"	2008	"Salt Lake"	"4666"	75	82	162
"UT"	2008	"Salt Lake"	"4668"	220	259	504
"UT"	2008	"Salt Lake"	"4669"	169	193	374
"UT"	2008	"Salt Lake"	"4670"	189	381	596
"UT"	2008	"Salt Lake"	"4671"	82	117	203
"UT"	2008	"Salt Lake"	"4673"	208	269	493
"UT"	2008	"Salt Lake"	"4674"	86	120	219
"UT"	2008	"Salt Lake"	"4675"	89	106	199
"UT"	2008	"Salt Lake"	"4676"	205	237	465
"UT"	2008	"Salt Lake"	"4677"	209	188	409
"UT"	2008	"Salt Lake"	"4678"	304	319	651
"UT"	2008	"Salt Lake"	"4679"	164	292	481
"UT"	2008	"Salt Lake"	"4680"	313	282	608
"UT"	2008	"Salt Lake"	"4681"	121	205	339
"UT"	2008	"Salt Lake"	"4682"	222	255	499
"UT"	2008	"Salt Lake"	"4683"	160	163	332
"UT"	2008	"Salt Lake"	"4684"	124	304	435
"UT"	2008	"Salt Lake"	"4685"	150	346	513
"UT"	2008	"Salt Lake"	"4686"	188	218	425
"UT"	2008	"Salt Lake"	"4687"	184	303	502
"UT"	2008	"Salt Lake"	"4688"	198	380	595
"UT"	2008	"Salt Lake"	"4689"	182	401	608
"UT"	2008	"Salt Lake"	"4690"	225	284	532
"UT"	2008	"Salt Lake"	"4691"	210	287	516
"UT"	2008	"Salt Lake"	"4692"	292	353	667
"UT"	2008	"Salt Lake"	"4693"	265	376	666
"UT"	2008	"Salt Lake"	"4694"	105	152	259
"UT"	2008	"Salt Lake"	"4695"	105	144	259
"UT"	2008	"Salt Lake"	"4696"	203	392	619
"UT"	2008	"Salt Lake"	"4697"	238	345	598
"UT"	2008	"Salt Lake"	"4698"	148	294	456
"UT"	2008	"Salt Lake"	"4699"	181	341	530
"UT"	2008	"Salt Lake"	"4703"	82	102	186
"UT"	2008	"Salt Lake"	"4705"	101	131	244
"UT"	2008	"Salt Lake"	"4713"	71	81	155
"UT"	2008	"Salt Lake"	"4722"	270	305	604
"UT"	2008	"Salt Lake"	"4726"	130	181	330
"UT"	2008	"Salt Lake"	"4738"	28	24	57
"UT"	2008	"Salt Lake"	"4739"	92	132	227
"UT"	2008	"Salt Lake"	"4740"	269	287	583
"UT"	2008	"Salt Lake"	"4744"	7	47	56
"UT"	2008	"Salt Lake"	"4746"	173	259	446
"UT"	2008	"Salt Lake"	"4747"	69	62	137
"UT"	2008	"Salt Lake"	"4750"	249	268	545
"UT"	2008	"Salt Lake"	"4754"	205	272	503
"UT"	2008	"Salt Lake"	"4767"	165	127	306
"UT"	2008	"Salt Lake"	"4772"	131	151	304
"UT"	2008	"Salt Lake"	"4790"	98	25	129
"UT"	2008	"Salt Lake"	"4800"	202	359	574
"UT"	2008	"Salt Lake"	"4801"	217	353	581
"UT"	2008	"Salt Lake"	"4802"	238	335	588
"UT"	2008	"Salt Lake"	"4803"	213	277	504
"UT"	2008	"Salt Lake"	"4804"	170	460	646
"UT"	2008	"Salt Lake"	"4808"	162	500	690
"UT"	2008	"Salt Lake"	"4809"	255	335	610
"UT"	2008	"Salt Lake"	"4810"	213	461	697
"UT"	2008	"Salt Lake"	"4811"	196	561	775
"UT"	2008	"Salt Lake"	"4812"	137	344	499
"UT"	2008	"Salt Lake"	"4819"	32	79	116
"UT"	2008	"Salt Lake"	"4820"	149	287	447
"UT"	2008	"Salt Lake"	"4821"	97	189	295
"UT"	2008	"Salt Lake"	"4822"	116	164	295
"UT"	2008	"Salt Lake"	"4823"	146	237	393
"UT"	2008	"Salt Lake"	"4824"	226	337	587
"UT"	2008	"Salt Lake"	"4825"	112	352	481
"UT"	2008	"Salt Lake"	"4826"	199	330	542
"UT"	2008	"Salt Lake"	"4827"	119	459	596
"UT"	2008	"Salt Lake"	"4828"	227	382	620
"UT"	2008	"Salt Lake"	"4829"	148	376	537
"UT"	2008	"Salt Lake"	"4830"	132	283	432
"UT"	2008	"Salt Lake"	"4831"	143	433	595
"UT"	2008	"Salt Lake"	"4832"	164	251	428
"UT"	2008	"Salt Lake"	"4833"	77	102	191
"UT"	2008	"Salt Lake"	"4834"	126	179	320
"UT"	2008	"Salt Lake"	"4835"	170	229	410
"UT"	2008	"Salt Lake"	"4836"	11	25	38
"UT"	2008	"Salt Lake"	"4900"	94	84	185
"UT"	2008	"Salt Lake"	"4904"	136	110	253
"UT"	2008	"Salt Lake"	"4906"	184	202	405
"UT"	2008	"Salt Lake"	"4908"	259	242	523
"UT"	2008	"Salt Lake"	"4910"	322	317	666
"UT"	2008	"Salt Lake"	"4912"	362	413	797
"UT"	2008	"Salt Lake"	"4914"	332	313	669
"UT"	2008	"Salt Lake"	"4916"	303	256	580
"UT"	2008	"Salt Lake"	"4918"	377	276	676
"UT"	2008	"Salt Lake"	"4920"	233	198	449
"UT"	2008	"Salt Lake"	"4922"	166	141	313
"UT"	2008	"Salt Lake"	"4924"	205	293	525
"UT"	2008	"Salt Lake"	"4926"	237	281	535
"UT"	2008	"Salt Lake"	"4928"	173	291	477
"UT"	2008	"Salt Lake"	"4930"	288	255	572
"UT"	2008	"Salt Lake"	"4932"	358	284	662
"UT"	2008	"Salt Lake"	"4934"	212	229	451
"UT"	2008	"Salt Lake"	"4936"	270	188	474
"UT"	2008	"Salt Lake"	"4940"	122	95	227
"UT"	2008	"Salt Lake"	"4942"	146	281	440
"UT"	2008	"Salt Lake"	"4944"	106	197	312
"UT"	2008	"Salt Lake"	"4946"	280	221	525
"UT"	2008	"Salt Lake"	"4948"	60	77	140
"UT"	2008	"Salt Lake"	"4950"	323	313	657
"UT"	2008	"Salt Lake"	"4952"	278	204	499
"UT"	2008	"Salt Lake"	"4954"	337	316	666
"UT"	2008	"Salt Lake"	"4956"	275	195	476
"UT"	2008	"Salt Lake"	"4958"	165	208	380
"UT"	2008	"Salt Lake"	"4960"	333	284	645
"UT"	2008	"Salt Lake"	"4962"	213	161	384
"UT"	2008	"Salt Lake"	"4964"	300	148	469
"UT"	2008	"Salt Lake"	"4966"	170	164	347
"UT"	2008	"Salt Lake"	"4968"	105	67	181
"UT"	2008	"Salt Lake"	"1104F"	1	4	5
"UT"	2008	"Salt Lake"	"1126J"	3	1	4
"UT"	2008	"Salt Lake"	"1203CF"	76	56	134
"UT"	2008	"Salt Lake"	"1203F"	35	43	78
"UT"	2008	"Salt Lake"	"1204G"	55	72	133
"UT"	2008	"Salt Lake"	"1302G"	1	0	1
"UT"	2008	"Salt Lake"	"1404B"	32	60	92
"UT"	2008	"Salt Lake"	"1441C"	146	166	320
"UT"	2008	"Salt Lake"	"1446C"	143	143	300
"UT"	2008	"Salt Lake"	"2001AB"	6	10	19
"UT"	2008	"Salt Lake"	"2001KL"	0	0	0
"UT"	2008	"Salt Lake"	"2038B"	23	10	35
"UT"	2008	"Salt Lake"	"2038BG"	51	11	63
"UT"	2008	"Salt Lake"	"2050AB"	4	0	4
"UT"	2008	"Salt Lake"	"2206B"	38	15	58
"UT"	2008	"Salt Lake"	"2222L"	0	0	0
"UT"	2008	"Salt Lake"	"2223BG"	0	0	0
"UT"	2008	"Salt Lake"	"2510B"	31	11	42
"UT"	2008	"Salt Lake"	"2594E"	74	49	128
"UT"	2008	"Salt Lake"	"2684E"	13	17	31
"UT"	2008	"Salt Lake"	"2694E"	12	9	24
"UT"	2008	"Salt Lake"	"2738E"	101	72	193
"UT"	2008	"Salt Lake"	"2818A"	7	1	8
"UT"	2008	"Salt Lake"	"2832C"	3	4	11
"UT"	2008	"Salt Lake"	"2876H"	6	5	11
"UT"	2008	"Salt Lake"	"2878H"	0	0	0
"UT"	2008	"Salt Lake"	"2902H"	1	0	1
"UT"	2008	"Salt Lake"	"2904H"	8	1	10
"UT"	2008	"Salt Lake"	"3141C"	53	44	101
"UT"	2008	"Salt Lake"	"3151C"	82	90	178
"UT"	2008	"Salt Lake"	"3154C"	169	165	350
"UT"	2008	"Salt Lake"	"3218C"	186	148	346
"UT"	2008	"Salt Lake"	"3221CD"	17	15	32
"UT"	2008	"Salt Lake"	"3221D"	99	92	197
"UT"	2008	"Salt Lake"	"3240D"	34	20	57
"UT"	2008	"Salt Lake"	"3250D"	8	15	23
"UT"	2008	"Salt Lake"	"3264A"	0	0	0
"UT"	2008	"Salt Lake"	"3266A"	0	0	0
"UT"	2008	"Salt Lake"	"3266AB"	1	3	5
"UT"	2008	"Salt Lake"	"3266B"	16	28	45
"UT"	2008	"Salt Lake"	"3266BC"	3	3	6
"UT"	2008	"Salt Lake"	"3276D"	0	0	0
"UT"	2008	"Salt Lake"	"3308CD"	0	0	0
"UT"	2008	"Salt Lake"	"3308L"	0	0	0
"UT"	2008	"Salt Lake"	"3311H"	0	0	0
"UT"	2008	"Salt Lake"	"3330A"	2	2	5
"UT"	2008	"Salt Lake"	"3330AC"	0	0	0
"UT"	2008	"Salt Lake"	"3330C"	0	0	0
"UT"	2008	"Salt Lake"	"3331A"	5	7	12
"UT"	2008	"Salt Lake"	"3331AC"	0	0	0
"UT"	2008	"Salt Lake"	"3331C"	9	2	11
"UT"	2008	"Salt Lake"	"3425AC"	5	13	19
"UT"	2008	"Salt Lake"	"3425C"	48	124	176
"UT"	2008	"Salt Lake"	"3425CA"	5	28	34
"UT"	2008	"Salt Lake"	"3451CD"	204	281	496
"UT"	2008	"Salt Lake"	"3453BM"	0	0	0
"UT"	2008	"Salt Lake"	"3454C"	17	32	51
"UT"	2008	"Salt Lake"	"3456L"	25	36	61
"UT"	2008	"Salt Lake"	"3461M"	0	0	0
"UT"	2008	"Salt Lake"	"3520B"	1	2	3
"UT"	2008	"Salt Lake"	"3520BC"	0	0	0
"UT"	2008	"Salt Lake"	"3533BM"	19	54	79
"UT"	2008	"Salt Lake"	"3636L"	3	0	3
"UT"	2008	"Salt Lake"	"3704C"	0	0	0
"UT"	2008	"Salt Lake"	"3804A"	1	2	3
"UT"	2008	"Salt Lake"	"3805A"	1	2	3
"UT"	2008	"Salt Lake"	"4026CE"	29	51	82
"UT"	2008	"Salt Lake"	"4026D"	5	19	25
"UT"	2008	"Salt Lake"	"4027E"	14	20	35
"UT"	2008	"Salt Lake"	"4028KM"	0	2	2
"UT"	2008	"Salt Lake"	"4100C"	14	6	22
"UT"	2008	"Salt Lake"	"4104C"	33	34	73
"UT"	2008	"Salt Lake"	"4153E"	217	179	408
"UT"	2008	"Salt Lake"	"4160E"	37	16	55
"UT"	2008	"Salt Lake"	"4182C"	6	4	10
"UT"	2008	"Salt Lake"	"4194C"	23	7	30
"UT"	2008	"Salt Lake"	"4276E"	17	7	24
"UT"	2008	"Salt Lake"	"4396A"	7	8	15
"UT"	2008	"Salt Lake"	"4396D"	14	25	41
"UT"	2008	"Salt Lake"	"4402C"	0	4	4
"UT"	2008	"Salt Lake"	"4404C"	0	6	6
"UT"	2008	"Salt Lake"	"4432C"	77	47	132
"UT"	2008	"Salt Lake"	"4436E"	11	4	15
"UT"	2008	"Salt Lake"	"4438C"	46	37	84
"UT"	2008	"Salt Lake"	"4464C"	69	132	208
"UT"	2008	"Salt Lake"	"4475C"	3	0	3
"UT"	2008	"Salt Lake"	"4476C"	30	28	60
"UT"	2008	"Salt Lake"	"4480E"	18	44	62
"UT"	2008	"Salt Lake"	"4486C"	9	12	22
"UT"	2008	"Salt Lake"	"4492D"	19	23	42
"UT"	2008	"Salt Lake"	"4494D"	61	59	123
"UT"	2008	"Salt Lake"	"4502EG"	0	1	1
"UT"	2008	"Salt Lake"	"4506E"	29	21	52
"UT"	2008	"Salt Lake"	"4516A"	0	0	0
"UT"	2008	"Salt Lake"	"4516C"	34	35	70
"UT"	2008	"Salt Lake"	"4521C"	7	1	9
"UT"	2008	"Salt Lake"	"4522E"	0	0	0
"UT"	2008	"Salt Lake"	"4537E"	35	20	57
"UT"	2008	"Salt Lake"	"4538L"	15	28	45
"UT"	2008	"Salt Lake"	"4548C"	112	93	210
"UT"	2008	"Salt Lake"	"4608A"	14	8	22
"UT"	2008	"Salt Lake"	"4608E"	106	59	169
"UT"	2008	"Salt Lake"	"4611A"	18	20	40
"UT"	2008	"Salt Lake"	"4611G"	4	14	18
"UT"	2008	"Salt Lake"	"4614A"	9	12	21
"UT"	2008	"Salt Lake"	"4614C"	153	121	287
"UT"	2008	"Salt Lake"	"4616A"	59	35	98
"UT"	2008	"Salt Lake"	"4618A"	1	0	1
"UT"	2008	"Salt Lake"	"4618C"	115	159	277
"UT"	2008	"Salt Lake"	"4630A"	45	32	79
"UT"	2008	"Salt Lake"	"4630D"	10	14	24
"UT"	2008	"Salt Lake"	"4634A"	0	7	7
"UT"	2008	"Salt Lake"	"4635D"	97	118	222
"UT"	2008	"Salt Lake"	"4636D"	0	0	0
"UT"	2008	"Salt Lake"	"4644KL"	0	0	0
"UT"	2008	"Salt Lake"	"4646C"	0	0	0
"UT"	2008	"Salt Lake"	"4655F"	25	49	76
"UT"	2008	"Salt Lake"	"4655G"	9	10	19
"UT"	2008	"Salt Lake"	"4656A"	0	0	0
"UT"	2008	"Salt Lake"	"4656C"	0	0	0
"UT"	2008	"Salt Lake"	"4656CD"	143	256	417
"UT"	2008	"Salt Lake"	"4657A"	33	30	63
"UT"	2008	"Salt Lake"	"4657AH"	0	1	1
"UT"	2008	"Salt Lake"	"4658A"	2	0	2
"UT"	2008	"Salt Lake"	"4658C"	19	19	39
"UT"	2008	"Salt Lake"	"4659C"	157	147	312
"UT"	2008	"Salt Lake"	"4662C"	131	188	330
"UT"	2008	"Salt Lake"	"4663C"	10	11	23
"UT"	2008	"Salt Lake"	"4666A"	8	21	29
"UT"	2008	"Salt Lake"	"4666C"	128	247	385
"UT"	2008	"Salt Lake"	"4668C"	3	7	11
"UT"	2008	"Salt Lake"	"4669F"	87	78	167
"UT"	2008	"Salt Lake"	"4670C"	11	5	16
"UT"	2008	"Salt Lake"	"4673B"	31	61	95
"UT"	2008	"Salt Lake"	"4675C"	9	41	52
"UT"	2008	"Salt Lake"	"4680F"	0	0	0
"UT"	2008	"Salt Lake"	"4681AC"	7	5	12
"UT"	2008	"Salt Lake"	"4681C"	97	197	302
"UT"	2008	"Salt Lake"	"4683C"	134	183	332
"UT"	2008	"Salt Lake"	"4684C"	3	4	7
"UT"	2008	"Salt Lake"	"4686AD"	5	4	9
"UT"	2008	"Salt Lake"	"4687C"	36	49	91
"UT"	2008	"Salt Lake"	"4688A"	3	5	8
"UT"	2008	"Salt Lake"	"4689C"	0	4	4
"UT"	2008	"Salt Lake"	"4689CA"	0	3	3
"UT"	2008	"Salt Lake"	"4690A"	21	51	74
"UT"	2008	"Salt Lake"	"4690D"	5	6	12
"UT"	2008	"Salt Lake"	"4694C"	100	179	288
"UT"	2008	"Salt Lake"	"4695C"	157	217	380
"UT"	2008	"Salt Lake"	"4698A"	0	6	6
"UT"	2008	"Salt Lake"	"4698C"	57	119	184
"UT"	2008	"Salt Lake"	"4698CA"	5	17	23
"UT"	2008	"Salt Lake"	"4699A"	1	0	1
"UT"	2008	"Salt Lake"	"4703A"	1	2	4
"UT"	2008	"Salt Lake"	"4703AB"	0	1	1
"UT"	2008	"Salt Lake"	"4703AD"	13	57	73
"UT"	2008	"Salt Lake"	"4703B"	2	1	3
"UT"	2008	"Salt Lake"	"4703BA"	0	0	0
"UT"	2008	"Salt Lake"	"4713A"	7	0	7
"UT"	2008	"Salt Lake"	"4726AD"	2	2	4
"UT"	2008	"Salt Lake"	"4738A"	0	0	0
"UT"	2008	"Salt Lake"	"4738C"	8	6	14
"UT"	2008	"Salt Lake"	"4738CC"	10	14	24
"UT"	2008	"Salt Lake"	"4744AC"	36	31	67
"UT"	2008	"Salt Lake"	"4744AG"	0	0	0
"UT"	2008	"Salt Lake"	"4744C"	67	90	168
"UT"	2008	"Salt Lake"	"4746A"	0	2	2
"UT"	2008	"Salt Lake"	"4747AC"	2	0	2
"UT"	2008	"Salt Lake"	"4747C"	54	77	135
"UT"	2008	"Salt Lake"	"4754A"	35	19	57
"UT"	2008	"Salt Lake"	"4790AD"	20	0	21
"UT"	2008	"Salt Lake"	"4790D"	14	3	17
"UT"	2008	"Salt Lake"	"4804A"	2	0	2
"UT"	2008	"Salt Lake"	"4804C"	0	0	0
"UT"	2008	"Salt Lake"	"4824C"	6	17	24
"UT"	2008	"Salt Lake"	"4828D"	14	19	33
"UT"	2008	"Salt Lake"	"4829C"	0	2	2
"UT"	2008	"Salt Lake"	"4836D"	0	1	1
"UT"	2008	"Salt Lake"	"4904D"	34	29	64
"UT"	2008	"Salt Lake"	"4906D"	15	7	22
"UT"	2008	"Salt Lake"	"4922D"	8	21	30
"UT"	2008	"Salt Lake"	"4924D"	60	35	101
"UT"	2008	"Salt Lake"	"4940D"	7	12	19
"UT"	2008	"Salt Lake"	"4942A"	10	4	15
"UT"	2008	"Salt Lake"	"4942D"	22	22	44
"UT"	2008	"Salt Lake"	"4942E"	0	0	0
"UT"	2008	"Salt Lake"	"4944D"	23	60	86
"UT"	2008	"Salt Lake"	"4946D"	68	122	194
"UT"	2008	"Salt Lake"	"4948D"	161	97	272
"UT"	2008	"Salt Lake"	"4954D"	18	34	53
"UT"	2008	"Salt Lake"	"4958A"	9	16	27
"UT"	2008	"Salt Lake"	"4958AD"	2	10	13
"UT"	2008	"Salt Lake"	"4958M"	32	35	68
"UT"	2008	"Salt Lake"	"4958MA"	4	6	12
"UT"	2008	"Salt Lake"	"4962D"	29	30	61
"UT"	2008	"Salt Lake"	"4964D"	61	25	87
"UT"	2008	"Salt Lake"	"4966A"	17	33	50
"UT"	2008	"Salt Lake"	"4966D"	92	100	203
"UT"	2008	"San Juan"	"Aneth 3"	286	74	361
"UT"	2008	"San Juan"	"Blanding 10"	89	336	432
"UT"	2008	"San Juan"	"Blanding 11"	50	212	271
"UT"	2008	"San Juan"	"Bluff 1"	278	53	337
"UT"	2008	"San Juan"	"C. Point 4"	3	13	20
"UT"	2008	"San Juan"	"LaSal 6"	39	84	134
"UT"	2008	"San Juan"	"M. Creek 2"	330	53	387
"UT"	2008	"San Juan"	"Monticello 8"	33	135	173
"UT"	2008	"San Juan"	"Monticello 9"	76	319	409
"UT"	2008	"San Juan"	"S. Valley 7"	76	109	194
"UT"	2008	"San Juan"	"Ucolo 5"	21	106	139
"UT"	2008	"San Juan"	"Mex Hat 12"	135	26	148
"UT"	2008	"San Juan"	"Oljato 13"	418	72	495
"UT"	2008	"San Juan"	"Nav. Mt. 14"	140	51	191
"UT"	2008	"San Juan"	"Halls C. 15"	4	9	14
"UT"	2008	"San Juan"	"Red M. 16"	157	40	197
"UT"	2008	"San Juan"	"Blanding 17"	81	315	402
"UT"	2008	"San Juan"	"Blanding 18"	34	301	339
"UT"	2008	"San Juan"	"Monticello 19"	40	277	330
"UT"	2008	"San Juan"	"White M. 20"	32	1	33
"UT"	2008	"Sanpete"	"Axtell"	21	79	104
"UT"	2008	"Sanpete"	"Centerfield"	67	369	458
"UT"	2008	"Sanpete"	"Chester"	6	17	25
"UT"	2008	"Sanpete"	"Ephraim"	261	1249	1590
"UT"	2008	"Sanpete"	"Fairview"	109	552	712
"UT"	2008	"Sanpete"	"Fayette"	8	102	112
"UT"	2008	"Sanpete"	"Ftn. Green"	69	314	419
"UT"	2008	"Sanpete"	"Gunnison"	118	525	665
"UT"	2008	"Sanpete"	"Gunnison 2.3"	2	8	12
"UT"	2008	"Sanpete"	"Indianola"	21	68	108
"UT"	2008	"Sanpete"	"Manti"	185	1119	1432
"UT"	2008	"Sanpete"	"Mayfield"	60	198	267
"UT"	2008	"Sanpete"	"Milburn"	14	35	59
"UT"	2008	"Sanpete"	"Moroni"	109	447	587
"UT"	2008	"Sanpete"	"Mt. Pleasant 1"	154	330	513
"UT"	2008	"Sanpete"	"Mt. Pleasant 2"	101	228	362
"UT"	2008	"Sanpete"	"Mt. Pleasant 3"	111	372	514
"UT"	2008	"Sanpete"	"Mt. Pleasant 3.3"	1	2	3
"UT"	2008	"Sanpete"	"Spring City"	137	349	532
"UT"	2008	"Sanpete"	"Sterling"	30	148	187
"UT"	2008	"Sanpete"	"Wales"	47	153	217
"UT"	2008	"Sevier"	"Annabella #1"	71	283	375
"UT"	2008	"Sevier"	"Aurora #2"	88	445	552
"UT"	2008	"Sevier"	"Central #4"	43	248	298
"UT"	2008	"Sevier"	"Elsinore #5"	99	294	425
"UT"	2008	"Sevier"	"Glenwood #6"	34	261	307
"UT"	2008	"Sevier"	"Joseph #7"	32	203	245
"UT"	2008	"Sevier"	"Koosharem #17"	27	109	148
"UT"	2008	"Sevier"	"Monroe #8"	84	484	614
