state	year	county	precinct	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv	g2008_GOV_dv	g2008_GOV_rv	g2008_GOV_tv
"ND"	2008	"Sioux"	"31_8"	89	84	173	111	66	177	55	124	179
"ND"	2008	"Sioux"	"31_9(04)"									
"ND"	2008	"Slope"	"39_1"	29	93	122	51	76	127	16	110	126
"ND"	2008	"Slope"	"39_2"	49	90	139	76	65	141	30	114	144
"ND"	2008	"Slope"	"39_3"	28	114	142	60	86	146	19	115	134
"ND"	2008	"Slope"	"39_4(04)"									
"ND"	2008	"Slope"	"39_5(04)"									
"ND"	2008	"Slope"	"39_6(04)"									
"ND"	2008	"Stark"	"36_7"	355	606	961	545	427	972	159	794	953
"ND"	2008	"Stark"	"36_8"	134	331	465	245	236	481	75	394	469
"ND"	2008	"Stark"	"36_9"	45	160	205	92	121	213	31	176	207
"ND"	2008	"Stark"	"36_10"	68	120	188	102	89	191	35	157	192
"ND"	2008	"Stark"	"36_11"	313	776	1089	553	551	1104	178	917	1095
"ND"	2008	"Stark"	"36_12"	196	343	539	306	247	553	124	418	542
"ND"	2008	"Stark"	"36_13"	114	380	494	210	298	508	71	424	495
"ND"	2008	"Stark"	"37_1"	514	927	1441	840	611	1451	262	1183	1445
"ND"	2008	"Stark"	"37_2"	334	694	1028	568	455	1023	147	879	1026
"ND"	2008	"Stark"	"37_3"	494	736	1230	698	523	1221	261	924	1185
"ND"	2008	"Stark"	"37_4"	586	990	1576	952	652	1604	279	1298	1577
"ND"	2008	"Stark"	"37_5"	474	723	1197	694	511	1205	242	960	1202
"ND"	2008	"Stark"	"37_6"	175	238	413	268	156	424	85	333	418
"ND"	2008	"Steele"	"20_3"	122	114	236	166	74	240	75	166	241
"ND"	2008	"Steele"	"20_4"	183	97	280	210	71	281	102	180	282
"ND"	2008	"Steele"	"20_5"	36	20	56	46	12	58	32	26	58
"ND"	2008	"Steele"	"23_1"	110	56	166	126	40	166	75	95	170
"ND"	2008	"Steele"	"23_2"	163	117	280	200	84	284	88	196	284
"ND"	2008	"Stutsman"	"12_1(04)"									
"ND"	2008	"Stutsman"	"12_2(04)"									
"ND"	2008	"Stutsman"	"12_3(04)"									
"ND"	2008	"Stutsman"	"12_5(04)"									
"ND"	2008	"Stutsman"	"12_6(04)"									
"ND"	2008	"Stutsman"	"12_91"	601	797	1398	854	520	1374	281	1075	1356
"ND"	2008	"Stutsman"	"12_92"	584	749	1333	873	470	1343	295	1025	1320
"ND"	2008	"Stutsman"	"12_93"	487	603	1090	714	390	1104	268	812	1080
"ND"	2008	"Stutsman"	"12_95"	555	628	1183	795	407	1202	289	889	1178
"ND"	2008	"Stutsman"	"12_96"	445	468	913	613	335	948	263	662	925
"ND"	2008	"Stutsman"	"29_1"	87	176	263	153	114	267	50	216	266
"ND"	2008	"Stutsman"	"29_2"	100	84	184	130	69	199	60	139	199
"ND"	2008	"Stutsman"	"29_3"	215	301	516	314	207	521	118	408	526
"ND"	2008	"Stutsman"	"29_4"	240	398	638	374	284	658	150	493	643
"ND"	2008	"Stutsman"	"29_5"	155	358	513	266	267	533	92	432	524
"ND"	2008	"Stutsman"	"29_6"	226	389	615	366	258	624	111	505	616
"ND"	2008	"Stutsman"	"29_7(04)"									
"ND"	2008	"Stutsman"	"29_8(04)"									
"ND"	2008	"Stutsman"	"29_9(04)"									
"ND"	2008	"Stutsman"	"29_10(04)"									
"ND"	2008	"Stutsman"	"29_11(04)"									
"ND"	2008	"Stutsman"	"29_12(04)"									
"ND"	2008	"Stutsman"	"29_41(04)"									
"ND"	2008	"Stutsman"	"29_94"	361	548	909	570	358	928	185	734	919
"ND"	2008	"Towner"	"10_2"	115	76	191	158	52	210	65	139	204
"ND"	2008	"Towner"	"10_3"	163	72	235	188	51	239	98	137	235
"ND"	2008	"Towner"	"15_1"	343	388	731	502	252	754	139	607	746
"ND"	2008	"Traill"	"20_1"	91	85	176	126	53	179	67	105	172
"ND"	2008	"Traill"	"20_2"	182	136	318	232	87	319	73	239	312
"ND"	2008	"Traill"	"20_3"	101	102	203	145	64	209	50	156	206
"ND"	2008	"Traill"	"20_4"	66	72	138	91	48	139	41	95	136
"ND"	2008	"Traill"	"20_5"	97	60	157	124	36	160	49	108	157
"ND"	2008	"Traill"	"20_6"	65	40	105	85	22	107	32	68	100
"ND"	2008	"Traill"	"20_7"	211	210	421	298	132	430	102	320	422
"ND"	2008	"Traill"	"20_8"	182	146	328	217	114	331	87	237	324
"ND"	2008	"Traill"	"20_9"	206	179	385	274	128	402	86	316	402
"ND"	2008	"Traill"	"20_10"	228	247	475	306	174	480	91	388	479
"ND"	2008	"Traill"	"20_11"	214	182	396	287	118	405	112	291	403
"ND"	2008	"Traill"	"20_12"	272	235	507	358	158	516	139	373	512
"ND"	2008	"Traill"	"20_13"	221	151	372	276	102	378	119	255	374
"ND"	2008	"Walsh"	"16_1"	130	57	187	148	51	199	63	136	199
"ND"	2008	"Walsh"	"16_2"	124	146	270	160	108	268	44	226	270
"ND"	2008	"Walsh"	"16_3"	93	192	285	169	130	299	39	259	298
"ND"	2008	"Walsh"	"16_4"	158	205	363	242	135	377	68	307	375
"ND"	2008	"Walsh"	"16_5"	106	91	197	159	48	207	49	158	207
"ND"	2008	"Walsh"	"16_6"	64	144	208	126	100	226	29	189	218
"ND"	2008	"Walsh"	"16_7"	131	155	286	189	121	310	62	247	309
"ND"	2008	"Walsh"	"16_8"	147	113	260	184	82	266	66	198	264
"ND"	2008	"Walsh"	"16_9"	134	45	179	151	39	190	47	140	187
"ND"	2008	"Walsh"	"16_10"	154	139	293	203	95	298	76	218	294
"ND"	2008	"Walsh"	"16_11"	96	85	181	127	55	182	41	139	180
"ND"	2008	"Walsh"	"16_12"	180	173	353	258	117	375	60	312	372
"ND"	2008	"Walsh"	"16_13"	159	135	294	218	85	303	79	219	298
"ND"	2008	"Walsh"	"16_14"	205	266	471	308	163	471	59	415	474
"ND"	2008	"Walsh"	"16_15"	112	126	238	165	81	246	44	200	244
"ND"	2008	"Walsh"	"16_16"	114	105	219	152	72	224	47	180	227
"ND"	2008	"Walsh"	"16_17"	97	120	217	139	78	217	37	184	221
"ND"	2008	"Walsh"	"16_18"	121	118	239	190	69	259	62	192	254
"ND"	2008	"Ward"	"3_8"	399	624	1023	608	431	1039	197	831	1028
"ND"	2008	"Ward"	"3_11(04)"									
"ND"	2008	"Ward"	"3_12(04)"									
"ND"	2008	"Ward"	"3_14"	175	374	549	285	266	551	97	449	546
"ND"	2008	"Ward"	"3_15"	251	454	705	390	325	715	115	603	718
"ND"	2008	"Ward"	"3_16"	388	388	776	499	287	786	195	573	768
"ND"	2008	"Ward"	"3_17"	529	694	1223	740	508	1248	246	981	1227
"ND"	2008	"Ward"	"3_18"	374	387	761	505	254	759	166	585	751
"ND"	2008	"Ward"	"3_19"	355	411	766	479	296	775	174	589	763
"ND"	2008	"Ward"	"3_21(04)"									
"ND"	2008	"Ward"	"3_22(04)"									
"ND"	2008	"Ward"	"4_7"	54	84	138	79	64	143	28	106	134
"ND"	2008	"Ward"	"4_11"	116	109	225	146	80	226	49	173	222
"ND"	2008	"Ward"	"4_12"	132	289	421	202	234	436	87	341	428
"ND"	2008	"Ward"	"4_13"	152	183	335	211	123	334	78	248	326
"ND"	2008	"Ward"	"5_24"	598	921	1519	920	586	1506	226	1295	1521
"ND"	2008	"Ward"	"5_27"	258	377	635	369	263	632	128	506	634
"ND"	2008	"Ward"	"5_28"	630	931	1561	923	641	1564	282	1271	1553
"ND"	2008	"Ward"	"5_29"	620	1066	1686	1001	685	1686	237	1446	1683
"ND"	2008	"Ward"	"5_30"	406	458	864	572	287	859	172	673	845
"ND"	2008	"Ward"	"5_31"	266	365	631	388	240	628	106	516	622
"ND"	2008	"Ward"	"5_42(04)"									
"ND"	2008	"Ward"	"5_53(04)"									
"ND"	2008	"Ward"	"5_61(04)"									
"ND"	2008	"Ward"	"5_62(04)"									
"ND"	2008	"Ward"	"5_71(04)"									
"ND"	2008	"Ward"	"5_72(04)"									
"ND"	2008	"Ward"	"6_2"	187	341	528	310	235	545	95	435	530
"ND"	2008	"Ward"	"6_4"	75	189	264	130	134	264	46	213	259
"ND"	2008	"Ward"	"6_6"	235	481	716	419	316	735	118	602	720
"ND"	2008	"Ward"	"38_1"	121	225	346	187	157	344	51	283	334
"ND"	2008	"Ward"	"38_3"	299	568	867	502	380	882	155	716	871
"ND"	2008	"Ward"	"38_5"	245	527	772	411	361	772	118	653	771
"ND"	2008	"Ward"	"38_9"	89	162	251	104	132	236	50	180	230
"ND"	2008	"Ward"	"38_23"	663	1063	1726	983	744	1727	273	1440	1713
"ND"	2008	"Ward"	"38_26"	474	570	1044	687	375	1062	204	834	1038
"ND"	2008	"Ward"	"38_32"	242	363	605	367	255	622	100	516	616
"ND"	2008	"Ward"	"38_41(04)"									
"ND"	2008	"Ward"	"38_52(04)"									
"ND"	2008	"Ward"	"38_73(04)"									
"ND"	2008	"Ward"	"40_10"	239	433	672	330	309	639	144	457	601
"ND"	2008	"Ward"	"40_20"	262	293	555	336	224	560	125	422	547
"ND"	2008	"Ward"	"40_21"	580	762	1342	837	499	1336	244	1059	1303
"ND"	2008	"Ward"	"40_22"	448	658	1106	683	422	1105	167	917	1084
"ND"	2008	"Ward"	"40_23(04)"									
"ND"	2008	"Ward"	"40_25"	282	311	593	379	220	599	134	442	576
"ND"	2008	"Ward"	"40_31(04)"									
"ND"	2008	"Ward"	"40_32(04)"									
"ND"	2008	"Ward"	"40_51(04)"									
"ND"	2008	"Wells"	"14_1"	78	214	292	135	171	306	49	250	299
"ND"	2008	"Wells"	"14_2"	114	134	248	151	105	256	72	175	247
"ND"	2008	"Wells"	"14_3"	98	191	289	134	161	295	52	239	291
"ND"	2008	"Wells"	"14_4"	136	145	281	170	119	289	85	195	280
"ND"	2008	"Wells"	"14_5"	304	593	897	530	410	940	194	731	925
"ND"	2008	"Wells"	"14_6"	111	191	302	177	135	312	57	249	306
"ND"	2008	"Williams"	"1_59"	592	1226	1818	1025	809	1834	306	1508	1814
"ND"	2008	"Williams"	"1_60"	263	453	716	417	301	718	126	579	705
"ND"	2008	"Williams"	"1_73"	376	812	1188	593	610	1203	164	1019	1183
"ND"	2008	"Williams"	"1_74"	384	819	1203	629	576	1205	157	1036	1193
"ND"	2008	"Williams"	"1_76"	351	793	1144	615	528	1143	162	978	1140
"ND"	2008	"Williams"	"2_43"	160	438	598	301	307	608	84	517	601
"ND"	2008	"Williams"	"2_45"	35	56	91	65	34	99	29	66	95
"ND"	2008	"Williams"	"2_48"	113	326	439	194	247	441	60	376	436
"ND"	2008	"Williams"	"2_53"	27	81	108	47	67	114	16	92	108
"ND"	2008	"Williams"	"2_55"	97	156	253	142	115	257	67	178	245
"ND"	2008	"Williams"	"2_62"	75	151	226	124	106	230	44	179	223
"ND"	2008	"Williams"	"2_63"	154	181	335	245	103	348	97	242	339
"ND"	2008	"Williams"	"2_64"	162	606	768	376	392	768	82	684	766
"ND"	2008	"Williams"	"2_65"	57	96	153	97	64	161	42	118	160
"ND"	2008	"Williams"	"2_67"	75	97	172	122	57	179	39	136	175
