state	year	county	town	ward	precinct	cd	sd	ld	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv
"MI"	2008	50	70	0	40	10		30	551	544	1115	647	369	1054	310	716	1055
"MI"	2008	50	70	0	41	10		30	719	626	1372	801	449	1305	464	781	1286
"MI"	2008	50	70	0	42	10		30	278	126	416	287	98	405	199	183	397
"MI"	2008	50	70	0	43	10		30	599	485	1103	675	340	1064	382	635	1045
"MI"	2008	50	70	0	44	10		30	352	288	664	381	206	616	228	348	603
"MI"	2008	50	70	0	45	10		30	409	353	781	452	259	755	258	452	746
"MI"	2008	50	70	0	46	12		25	671	384	1075	704	293	1037	669	302	1023
"MI"	2008	50	70	0	47	12		25	307	200	515	349	136	506	327	146	501
"MI"	2008	50	70	0	48	10		30	365	316	703	406	237	670	234	414	668
"MI"	2008	50	70	0	49	10		30	375	395	803	420	293	761	224	501	750
"MI"	2008	50	70	0	50	10		30	610	665	1291	690	513	1237	361	834	1235
"MI"	2008	50	70	0	51	10		30	405	375	795	477	258	761	257	478	750
"MI"	2008	50	70	0	52	10		30	599	425	1037	645	327	1003	408	560	995
"MI"	2008	50	70	0	901	12		25	796	725	1550	993	503	1523	970	503	1507
"MI"	2008	50	70	0	902	12		25	210	203	416	252	155	410	243	152	402
"MI"	2008	50	70	0	903	12		30	61	68	131	74	48	126	76	47	126
"MI"	2008	50	70	0	904	10		25	79	76	156	91	61	155	64	90	155
"MI"	2008	50	70	0	905	10		30	128	144	276	162	103	272	92	171	271
"MI"	2008	50	70	0	906	10		30	2013	2021	4108	2472	1450	4027	1409	2512	3997
"MI"	2008	50	70	0	907	12		25	1369	1369	2769	1630	1020	2740	1595	1011	2703
"MI"	2008	50	70	0	908	10		30	1672	1643	3370	2047	1206	3326	1219	2045	3307
"MI"	2008	50	70	0	909	10		30	1934	1976	3971	2345	1445	3890	1411	2383	3866
"MI"	2008	50	72	0	1	10		30	187	142	341	207	97	324	130	177	324
"MI"	2008	50	72	0	2	10		30	330	366	716	384	270	688	201	463	690
"MI"	2008	50	72	0	3	10		30	426	307	743	474	215	715	263	417	704
"MI"	2008	50	72	0	901	10		30	285	284	587	357	184	562	214	336	562
"MI"	2008	50	74	0	1	12		28	486	45	536	481	33	523	470	31	517
"MI"	2008	50	74	0	2	12		28	379	169	559	404	115	541	388	113	532
"MI"	2008	50	74	0	3	12		28	347	132	486	372	84	476	367	80	464
"MI"	2008	50	74	0	4	12		28	572	205	798	611	136	777	591	131	764
"MI"	2008	50	74	0	6	12		28	237	130	370	263	79	351	259	78	350
"MI"	2008	50	74	0	8	12		28	334	183	529	359	111	506	362	110	503
"MI"	2008	50	74	0	10	12		28	536	224	772	566	152	746	559	152	736
"MI"	2008	50	74	0	11	12		28	251	142	406	286	85	393	271	96	388
"MI"	2008	50	74	0	12	12		28	331	180	526	349	133	507	339	132	503
"MI"	2008	50	74	0	13	12		28	428	214	655	472	129	627	472	117	621
"MI"	2008	50	74	0	15	12		28	289	84	385	296	51	370	295	46	364
"MI"	2008	50	74	0	16	12		28	322	95	423	340	56	413	333	63	411
"MI"	2008	50	74	0	17	12		28	323	97	436	358	42	427	344	48	420
"MI"	2008	50	74	0	18	12		28	336	106	453	354	61	435	343	60	430
"MI"	2008	50	74	0	20	12		28	319	106	433	337	60	411	332	64	407
"MI"	2008	50	74	0	21	12		28	267	112	385	278	69	367	270	66	356
"MI"	2008	50	74	0	22	12		28	232	86	324	264	46	317	250	45	313
"MI"	2008	50	74	0	23	12		28	318	93	425	326	52	410	317	58	405
"MI"	2008	50	74	0	24	12		28	453	198	666	483	124	640	476	125	634
"MI"	2008	50	74	0	26	12		28	298	129	434	321	77	419	310	75	412
"MI"	2008	50	74	0	27	12		28	132	90	227	134	71	216	128	73	210
"MI"	2008	50	74	0	28	12		28	182	112	299	202	78	289	197	76	289
"MI"	2008	50	74	0	29	12		28	721	267	1005	748	199	971	740	189	958
"MI"	2008	50	74	0	32	12		28	323	121	467	344	83	455	336	78	445
"MI"	2008	50	74	0	33	12		28	276	124	408	289	78	388	275	89	383
"MI"	2008	50	74	0	34	12		28	461	207	683	493	117	651	458	138	644
"MI"	2008	50	74	0	36	12		28	426	220	662	466	143	633	448	142	620
"MI"	2008	50	74	0	37	12		28	296	178	483	328	116	463	314	115	452
"MI"	2008	50	74	0	38	12		28	346	99	453	357	67	439	348	69	437
"MI"	2008	50	74	0	39	12		28	244	158	415	276	113	405	263	118	399
"MI"	2008	50	74	0	40	12		28	261	163	430	291	106	417	281	107	411
"MI"	2008	50	74	0	41	12		28	268	162	441	299	97	424	285	102	414
"MI"	2008	50	74	0	42	12		28	415	267	691	458	178	667	447	169	657
"MI"	2008	50	74	0	43	12		28	72	46	130	88	29	126	82	32	122
"MI"	2008	50	74	0	45	12		28	277	189	477	300	123	447	293	120	440
"MI"	2008	50	74	0	46	12		28	381	286	684	446	183	660	425	194	642
"MI"	2008	50	74	0	47	12		28	144	124	275	178	75	264	163	73	252
"MI"	2008	50	74	0	48	12		28	388	232	640	443	153	622	432	146	610
"MI"	2008	50	74	0	49	12		28	240	154	403	286	93	388	269	98	380
"MI"	2008	50	74	0	50	12		28	406	296	712	443	208	688	411	215	675
"MI"	2008	50	74	0	52	12		28	441	159	611	464	108	591	461	107	585
"MI"	2008	50	74	0	53	12		28	390	330	740	456	230	716	432	234	698
"MI"	2008	50	74	0	55	12		28	227	214	445	272	141	433	254	143	419
"MI"	2008	50	74	0	56	12		28	263	221	495	308	151	477	298	153	471
"MI"	2008	50	74	0	58	12		25	574	250	838	622	164	813	611	161	801
"MI"	2008	50	74	0	60	12		25	290	243	546	342	152	520	314	153	497
"MI"	2008	50	74	0	61	12		25	412	220	646	441	158	622	423	168	610
"MI"	2008	50	74	0	62	12		25	313	206	527	347	138	507	338	136	500
"MI"	2008	50	74	0	63	12		25	287	232	530	325	164	506	318	162	496
"MI"	2008	50	74	0	64	12		25	315	231	557	348	162	539	326	167	519
"MI"	2008	50	74	0	66	12		25	237	217	460	284	140	442	274	136	431
"MI"	2008	50	74	0	67	12		25	302	278	594	348	207	572	334	198	555
"MI"	2008	50	74	0	68	12		28	362	225	598	409	146	580	391	147	570
"MI"	2008	50	74	0	69	12		28	355	197	565	405	122	552	394	127	543
"MI"	2008	50	74	0	70	12		28	450	279	738	487	185	703	464	186	689
"MI"	2008	50	74	0	71	12		28	265	184	456	288	134	439	281	134	435
"MI"	2008	50	74	0	72	12		28	202	220	427	241	155	404	229	152	399
"MI"	2008	50	74	0	72	12		28	485	60	550	486	40	539	476	44	535
"MI"	2008	50	74	0	73	12		28	299	244	559	339	174	539	319	182	529
"MI"	2008	50	74	0	74	12		28	474	390	891	557	252	860	533	254	836
"MI"	2008	50	74	0	76	12		25	436	261	713	507	157	684	491	158	675
"MI"	2008	50	74	0	78	12		28	275	216	501	311	145	474	284	150	456
"MI"	2008	50	74	0	80	12		25	279	268	556	323	186	533	314	187	525
"MI"	2008	50	74	0	81	12		25	319	91	412	317	68	397	318	61	392
"MI"	2008	50	74	0	82	12		25	360	262	629	405	187	614	381	196	603
"MI"	2008	50	74	0	84	12		25	512	307	826	563	207	798	544	211	783
"MI"	2008	50	74	0	85	12		25	314	301	625	364	209	599	346	208	582
"MI"	2008	50	74	0	86	12		25	498	412	929	571	299	897	549	298	880
"MI"	2008	50	74	0	88	12		25	249	154	411	267	116	397	254	120	396
"MI"	2008	50	74	0	90	12		25	342	238	592	377	165	570	363	172	560
"MI"	2008	50	74	0	92	12		25	173	176	353	225	107	337	207	110	326
"MI"	2008	50	74	0	93	12		25	512	269	789	573	172	767	547	177	753
"MI"	2008	50	74	0	94	12		25	386	305	712	454	200	681	423	208	666
"MI"	2008	50	74	0	96	12		25	224	220	454	262	144	429	246	147	415
"MI"	2008	50	74	0	97	12		25	265	248	526	293	179	502	286	174	483
"MI"	2008	50	74	0	98	12		25	178	174	357	204	126	343	190	123	330
"MI"	2008	50	74	0	99	12		25	179	134	320	217	77	306	198	80	292
"MI"	2008	50	74	0	99	12		25	233	242	488	280	170	469	259	176	462
"MI"	2008	50	74	0	100	12		25	228	196	436	257	136	415	248	135	407
"MI"	2008	50	74	0	101	12		25	278	213	505	303	157	485	294	154	472
"MI"	2008	50	74	0	102	12		25	235	216	466	274	152	449	261	141	435
"MI"	2008	50	74	0	103	12		25	276	255	541	320	177	518	309	169	503
"MI"	2008	50	74	0	105	12		25	372	289	673	418	194	646	400	193	628
"MI"	2008	50	74	0	106	12		25	280	277	564	331	191	538	322	181	524
"MI"	2008	50	74	0	108	12		25	402	357	773	467	248	746	441	257	724
"MI"	2008	50	74	0	109	12		25	362	310	698	452	193	678	433	178	657
"MI"	2008	50	74	0	110	12		25	366	309	684	440	190	652	423	187	634
"MI"	2008	50	74	0	901	12		28	1233	838	2116	1529	510	2105	1506	517	2089
"MI"	2008	50	74	0	902	12		28	483	231	735	533	159	725	535	149	713
"MI"	2008	50	74	0	903	12		28	167	102	276	212	57	277	206	62	277
"MI"	2008	50	74	0	904	12		28	744	579	1362	900	416	1355	876	414	1336
"MI"	2008	50	74	0	905	12		25	1555	1353	2951	1949	910	2931	1902	919	2900
"MI"	2008	50	74	0	906	12		28	747	553	1323	910	373	1308	903	365	1302
"MI"	2008	50	74	0	907	12		25	1622	1491	3176	2026	1027	3139	1990	1022	3096
"MI"	2008	50	74	0	908	12		25	1109	989	2147	1406	656	2110	1387	661	2094
"MI"	2008	50	74	0	909	12		28	448	345	811	549	238	809	542	233	796
"MI"	2008	50	9999	0	9999				0	0	10	0	0	0	0	0	0
"MI"	2008	51	2	0	1	2		101	243	207	452	252	185	448	170	263	444
"MI"	2008	51	4	0	1	2		101	488	407	918	511	338	894	306	543	883
"MI"	2008	51	6	0	1	2		101	194	195	400	204	167	388	134	240	389
"MI"	2008	51	8	0	1	2		101	255	212	474	261	191	470	200	245	464
"MI"	2008	51	10	0	1	2		101	259	225	498	289	183	489	195	278	489
"MI"	2008	51	12	0	1	2		101	831	583	1431	921	460	1407	537	833	1400
"MI"	2008	51	14	0	1	2		101	649	478	1145	712	360	1111	416	667	1112
"MI"	2008	51	14	0	901	2		101	280	187	475	319	149	477	222	245	474
"MI"	2008	51	16	0	1	2		101	341	263	623	364	215	609	253	330	602
"MI"	2008	51	18	0	1	2		101	91	99	203	98	88	202	73	114	199
"MI"	2008	51	20	0	1	2		101	468	348	838	523	249	815	329	432	807
"MI"	2008	51	22	0	1	2		101	445	489	951	500	421	938	304	612	937
"MI"	2008	51	24	0	1	2		101	256	251	515	261	235	511	163	332	506
"MI"	2008	51	26	0	1	2		101	213	177	398	215	152	389	152	203	379
"MI"	2008	51	28	0	1	2		101	260	215	483	307	155	474	169	280	468
"MI"	2008	51	52	0	1	2		101	228	164	394	244	130	384	163	217	393
"MI"	2008	51	52	0	2	2		101	298	138	444	312	100	429	205	210	429
"MI"	2008	51	52	0	3	2		101	215	130	350	242	96	345	144	185	340
"MI"	2008	51	52	0	4	2		101	184	89	283	196	71	277	135	131	276
"MI"	2008	51	52	0	5	2		101	202	123	332	203	106	323	160	154	324
"MI"	2008	51	52	0	6	2		101	199	95	308	227	55	298	109	176	299
"MI"	2008	51	52	0	7	2		101	165	69	244	182	38	236	119	105	234
"MI"	2008	51	52	0	901	2		101	471	366	850	545	282	846	341	492	851
"MI"	2008	52	2	0	1	1		109	93	54	153	103	37	147	102	50	152
"MI"	2008	52	4	0	1	1		109	698	523	1246	807	373	1220	863	359	1238
"MI"	2008	52	4	0	2	1		109	609	584	1219	739	396	1188	787	407	1215
"MI"	2008	52	4	0	903	1		109	500	501	1011	590	363	988	631	355	1011
"MI"	2008	52	6	0	1	1		109	518	434	969	652	292	970	675	297	976
"MI"	2008	52	8	0	1	1		109	50	44	103	66	30	103	67	34	103
"MI"	2008	52	10	0	1	1		109	921	689	1649	1128	439	1615	1163	453	1648
"MI"	2008	52	10	0	2	1		109	273	275	561	323	196	549	367	184	561
"MI"	2008	52	10	0	3	1		109	285	237	529	359	146	523	374	151	532
"MI"	2008	52	12	0	1	1		109	136	112	253	157	91	250	163	92	256
"MI"	2008	52	14	0	1	1		109	422	283	715	494	191	704	496	209	712
"MI"	2008	52	14	0	2	1		109	471	284	762	557	188	753	561	194	760
"MI"	2008	52	14	0	903	1		109	270	196	467	341	116	460	321	139	462
"MI"	2008	52	16	0	1	1		109	746	646	1415	877	433	1359	962	410	1396
"MI"	2008	52	16	0	902	1		109	335	233	573	392	154	558	405	153	566
"MI"	2008	52	18	0	1	1		109	136	109	248	163	73	239	144	99	247
"MI"	2008	52	20	0	1	1		109	718	533	1271	867	353	1248	896	356	1266
"MI"	2008	52	20	0	902	1		109	227	133	371	278	81	365	286	82	373
"MI"	2008	52	22	0	1	1		110	187	146	343	222	92	334	248	91	344
"MI"	2008	52	22	0	2	1		110	70	65	142	98	34	136	103	33	139
"MI"	2008	52	24	0	1	1		109	371	258	647	406	206	636	407	234	650
"MI"	2008	52	26	0	1	1		109	322	116	448	351	67	439	367	61	445
"MI"	2008	52	28	0	1	1		109	614	628	1269	754	451	1237	812	427	1264
"MI"	2008	52	30	0	1	1		109	210	214	433	242	162	420	279	152	434
"MI"	2008	52	32	0	1	1		109	338	209	555	398	133	549	413	136	555
"MI"	2008	52	34	0	1	1		109	48	27	77	52	18	75	53	23	77
"MI"	2008	52	36	0	1	1		109	61	68	131	87	39	130	81	53	135
"MI"	2008	52	38	0	1	1		109	329	332	673	385	232	643	408	240	667
"MI"	2008	52	52	0	1	1		109	691	439	1150	815	287	1131	830	306	1149
"MI"	2008	52	52	0	2	1		109	827	379	1243	965	226	1226	974	241	1242
"MI"	2008	52	52	0	903	1		109	408	278	703	515	173	701	524	177	706
"MI"	2008	52	54	0	1	1		109	683	471	1168	791	301	1123	817	322	1155
"MI"	2008	52	54	0	2	1		109	904	521	1445	1052	322	1416	1045	365	1436
"MI"	2008	52	54	0	3	1		109	743	467	1229	865	294	1197	880	323	1218
"MI"	2008	52	54	0	4	1		109	861	396	1285	900	287	1246	961	274	1266
"MI"	2008	52	54	0	5	1		109	900	346	1281	925	244	1244	992	226	1272
"MI"	2008	52	54	0	6	1		109	1148	455	1649	1121	334	1572	1189	326	1593
"MI"	2008	52	54	0	7	1		109	1109	426	1564	1157	291	1519	1216	298	1552
"MI"	2008	52	56	0	1	1		109	671	373	1065	784	229	1049	810	237	1065
"MI"	2008	52	56	0	2	1		109	732	422	1170	882	247	1159	878	284	1181
"MI"	2008	52	9999	0	9999				0	0	0	0	0	0	0	0	0
"MI"	2008	53	2	0	1	2		101	640	689	1349	719	550	1311	433	853	1309
"MI"	2008	53	4	0	1	2		101	315	267	594	335	222	573	210	344	565
"MI"	2008	53	6	0	1	2		101	334	334	684	363	272	656	230	409	657
"MI"	2008	53	8	0	1	2		101	180	119	303	201	89	297	117	175	296
"MI"	2008	53	10	0	1	2		101	287	168	466	313	124	453	204	234	452
"MI"	2008	53	12	0	1	2		101	295	199	506	303	175	494	198	281	494
"MI"	2008	53	14	0	1	2		101	306	300	609	336	241	589	186	386	580
"MI"	2008	53	14	0	2	2		101	465	471	951	512	384	918	270	629	918
"MI"	2008	53	14	0	901	2		101	237	287	531	255	263	528	190	330	526
"MI"	2008	53	16	0	1	2		101	91	80	174	91	71	169	59	104	170
"MI"	2008	53	18	0	1	2		101	41	42	84	44	38	84	31	49	82
"MI"	2008	53	20	0	1	2		101	190	208	406	214	174	401	123	266	399
"MI"	2008	53	20	0	2	2		101	462	512	992	498	448	969	278	669	971
"MI"	2008	53	22	0	1	2		101	309	317	635	348	259	625	211	406	628
"MI"	2008	53	24	0	1	2		101	302	197	506	333	143	492	220	256	491
"MI"	2008	53	26	0	1	2		101	297	276	585	308	243	575	171	388	575
"MI"	2008	53	28	0	1	2		101	283	319	610	312	270	597	188	389	594
"MI"	2008	53	30	0	1	2		101	327	386	728	364	327	714	223	472	714
"MI"	2008	53	52	0	901	2		101	381	386	772	406	347	766	292	457	759
"MI"	2008	53	52	1	1	2		101	289	264	564	337	198	549	177	359	548
"MI"	2008	53	52	2	1	2		101	349	289	648	372	234	632	215	395	629
"MI"	2008	53	52	3	1	2		101	281	229	519	292	193	497	179	303	493
"MI"	2008	53	52	4	1	2		101	296	180	488	302	139	466	179	267	460
"MI"	2008	53	52	5	1	2		101	273	207	486	295	166	474	195	271	474
"MI"	2008	53	52	6	1	2		101	319	200	525	329	155	512	207	285	511
"MI"	2008	53	54	1	1	2		101	140	126	276	152	101	268	84	182	272
"MI"	2008	53	54	2	1	2		101	128	95	232	134	84	227	79	136	222
"MI"	2008	54	2	0	1	4		102	410	431	863	458	345	840	300	502	836
"MI"	2008	54	4	0	1	4		102	279	344	629	301	297	611	188	415	613
"MI"	2008	54	6	0	1	4		102	709	831	1559	757	708	1506	469	1000	1506
"MI"	2008	54	6	0	2	4		102	109	129	239	117	113	231	71	161	235
"MI"	2008	54	8	0	1	4		102	304	310	631	344	254	616	209	390	617
"MI"	2008	54	10	0	1	4		102	473	608	1095	530	507	1063	295	750	1066
"MI"	2008	54	12	0	1	4		102	258	368	634	277	311	604	190	411	612
"MI"	2008	54	14	0	1	4		102	359	398	772	398	320	748	237	485	740
"MI"	2008	54	16	0	1	4		102	136	211	356	165	173	349	93	253	355
"MI"	2008	54	18	0	1	4		102	787	887	1711	861	729	1656	495	1115	1652
"MI"	2008	54	20	0	1	4		102	208	256	470	219	229	466	137	314	468
"MI"	2008	54	22	0	1	4		102	446	333	800	476	271	783	323	430	780
"MI"	2008	54	24	0	1	4		102	519	646	1184	583	529	1157	336	791	1158
"MI"	2008	54	26	0	1	4		102	219	238	469	229	204	451	151	297	457
"MI"	2008	54	28	0	1	4		102	729	690	1431	747	603	1390	477	878	1387
"MI"	2008	54	28	0	2	4		102	494	734	1250	552	656	1236	348	854	1224
"MI"	2008	54	30	0	1	4		102	331	252	590	363	186	576	219	340	576
"MI"	2008	54	32	0	1	4		102	331	324	661	357	267	646	204	436	653
"MI"	2008	54	52	0	1	4		102	363	187	559	348	161	530	245	245	517
"MI"	2008	54	52	0	2	4		102	550	317	881	544	272	848	408	391	831
"MI"	2008	54	52	0	3	4		102	322	245	576	321	227	566	230	320	565
"MI"	2008	54	52	0	4	4		102	433	273	723	440	225	697	279	388	695
"MI"	2008	54	52	0	5	4		102	332	226	571	331	206	550	233	295	539
"MI"	2008	54	9999	0	9999			102	0	0	10	0	0	0	0	0	0
"MI"	2008	55	2	0	1	1		108	63	99	165	70	82	159	82	81	165
"MI"	2008	55	4	0	1	1		108	147	170	322	166	132	304	177	141	319
"MI"	2008	55	6	0	1	1		108	50	66	117	63	44	108	55	56	112
"MI"	2008	55	8	0	1	1		108	92	120	214	105	81	194	93	110	206
"MI"	2008	55	10	0	1	1		108	478	337	831	567	218	810	497	337	837
"MI"	2008	55	12	0	1	1		108	84	80	166	80	72	158	91	73	164
"MI"	2008	55	14	0	1	1		108	285	294	584	304	249	566	353	226	583
"MI"	2008	55	16	0	1	1		108	143	160	308	163	115	288	167	135	306
"MI"	2008	55	18	0	1	1		108	254	246	507	293	179	494	320	180	512
"MI"	2008	55	20	0	1	1		108	311	247	573	323	200	543	413	151	572
"MI"	2008	55	20	0	2	1		108	747	527	1299	791	366	1217	937	342	1299
"MI"	2008	55	22	0	1	1		108	281	201	490	319	128	464	310	172	488
"MI"	2008	55	24	0	1	1		108	262	256	532	302	182	497	299	227	531
"MI"	2008	55	26	0	1	1		108	414	322	755	478	217	712	469	275	750
"MI"	2008	55	28	0	1	1		108	123	159	290	143	119	276	153	133	291
"MI"	2008	55	52	0	1	1		108	403	242	655	431	185	639	497	151	658
"MI"	2008	55	52	0	2	1		108	560	303	877	583	239	852	662	213	885
"MI"	2008	55	52	0	3	1		108	519	457	998	590	333	956	705	279	994
"MI"	2008	55	52	0	4	1		108	600	357	967	639	268	927	715	242	962
"MI"	2008	55	54	0	1	1		108	165	212	384	189	161	365	219	163	386
"MI"	2008	55	9999	0	9999				0	0	38	0	0	0	0	0	0
"MI"	2008	56	2	0	1	4		99	637	693	1352	734	519	1313	429	873	1338
"MI"	2008	56	4	0	1	4		99	255	260	523	290	199	502	172	340	516
"MI"	2008	56	6	0	1	4		99	365	380	760	397	302	738	265	461	749
"MI"	2008	56	8	0	1	4		98	323	362	696	355	305	678	236	435	687
"MI"	2008	56	8	0	2	4		98	303	377	695	324	320	674	228	444	685
"MI"	2008	56	8	0	3	4		98	14	20	35	17	15	33	14	21	35
"MI"	2008	56	8	0	4	4		98	418	390	822	447	337	815	305	498	817
"MI"	2008	56	10	0	1	4		99	333	396	743	383	318	720	229	493	733
"MI"	2008	56	12	0	1	4		98	358	493	870	427	393	854	265	577	863
"MI"	2008	56	12	0	2	4		98	263	330	605	313	248	590	217	359	593
"MI"	2008	56	14	0	1	4		99	292	226	527	300	191	517	203	309	522
"MI"	2008	56	16	0	1	4		99	211	246	461	235	211	461	158	296	462
"MI"	2008	56	16	0	2	4		99	389	413	825	440	325	802	286	505	814
"MI"	2008	56	16	0	3	4		99	189	159	358	208	134	350	128	219	351
"MI"	2008	56	16	0	4	4		99	402	399	821	443	313	795	284	507	808
"MI"	2008	56	18	0	1	4		99	409	661	1088	489	531	1047	264	788	1071
"MI"	2008	56	18	0	2	4		99	392	655	1071	438	567	1033	244	793	1060
"MI"	2008	56	18	0	3	4		99	278	517	804	324	439	779	170	618	798
"MI"	2008	56	20	0	1	4		99	495	432	957	558	337	932	337	590	946
"MI"	2008	56	20	0	2	4		99	434	433	882	471	326	841	319	516	862
"MI"	2008	56	22	0	1	4		99	608	705	1336	648	619	1304	442	865	1322
"MI"	2008	56	24	0	1	4		98	554	648	1224	621	524	1201	358	836	1224
"MI"	2008	56	26	0	1	4		99	460	437	919	524	340	898	343	540	902
"MI"	2008	56	28	0	1	4		98	436	425	873	492	323	850	308	527	862
"MI"	2008	56	30	0	1	4		99	271	329	610	314	245	585	198	375	593
"MI"	2008	56	32	0	1	4		99	469	518	1007	514	432	984	362	608	992
"MI"	2008	56	52	0	1	4		99	280	251	540	304	196	527	186	325	530
"MI"	2008	56	54	1	1	4		98	666	575	1256	713	475	1220	452	768	1244
"MI"	2008	56	54	1	2	4		98	549	474	1039	586	411	1020	399	601	1017
"MI"	2008	56	54	1	3	4		98	149	83	237	143	72	225	107	116	230
"MI"	2008	56	54	1	4	4		98	430	367	803	447	311	778	292	482	786
"MI"	2008	56	54	1	5	4		98	365	283	662	390	230	649	262	383	657
"MI"	2008	56	54	2	1	4		98	536	516	1080	555	447	1051	358	684	1067
"MI"	2008	56	54	2	2	4		98	604	453	1070	641	379	1047	436	601	1056
"MI"	2008	56	54	2	3	4		98	481	273	773	489	216	747	343	389	756
"MI"	2008	56	54	2	4	4		98	524	511	1054	559	446	1030	393	630	1039
"MI"	2008	56	54	3	1	4		98	505	580	1104	540	504	1072	350	714	1080
"MI"	2008	56	54	3	2	4		98	433	402	844	440	358	826	293	517	825
"MI"	2008	56	54	3	3	4		98	347	534	898	378	475	878	229	630	879
"MI"	2008	56	54	3	4	4		98	510	699	1226	541	630	1205	329	858	1209
"MI"	2008	56	54	4	1	4		98	390	446	838	394	414	824	256	562	827
"MI"	2008	56	54	4	2	4		98	472	477	965	491	434	944	328	615	950
"MI"	2008	56	54	4	3	4		98	496	576	1081	539	491	1049	342	716	1066
"MI"	2008	56	54	4	4	4		98	418	574	999	437	524	978	251	724	990
"MI"	2008	56	54	4	5	4		98	522	708	1245	532	660	1217	331	877	1233
"MI"	2008	56	54	5	1	4		98	558	447	1022	575	388	998	402	585	1007
"MI"	2008	56	54	5	2	4		98	468	405	893	512	345	880	336	529	880
"MI"	2008	56	54	5	3	4		98	461	550	1022	501	472	996	314	682	1008
"MI"	2008	56	54	5	4	4		98	501	567	1083	515	515	1057	318	738	1075
"MI"	2008	56	54	5	5	4		98	478	608	1109	502	558	1084	293	791	1092
"MI"	2008	57	2	0	1	4		103	69	167	248	92	143	242	45	199	244
"MI"	2008	57	4	0	1	4		103	140	137	281	146	117	272	102	167	274
"MI"	2008	57	6	0	1	4		103	112	141	261	136	107	256	63	186	256
"MI"	2008	57	8	0	1	4		103	240	385	638	291	309	623	145	470	626
"MI"	2008	57	10	0	1	4		103	115	364	486	123	346	478	63	408	477
"MI"	2008	57	12	0	1	4		103	37	63	101	40	48	97	25	72	99
"MI"	2008	57	14	0	1	4		103	239	259	508	257	210	489	152	325	492
"MI"	2008	57	16	0	1	4		103	61	58	124	74	43	123	37	82	121
"MI"	2008	57	18	0	1	4		103	683	761	1459	727	653	1432	427	978	1433
"MI"	2008	57	20	0	1	4		103	144	168	317	170	121	304	90	220	314
"MI"	2008	57	22	0	1	4		103	108	113	225	122	90	218	62	149	218
"MI"	2008	57	24	0	1	4		103	234	328	570	257	271	546	153	387	551
"MI"	2008	57	26	0	1	4		103	176	592	777	225	521	763	102	654	766
"MI"	2008	57	28	0	1	4		103	132	364	505	156	323	495	67	424	500
"MI"	2008	57	30	0	1	4		103	116	123	243	118	109	237	54	181	239
"MI"	2008	57	52	0	1	4		103	210	216	435	242	179	434	129	291	434
"MI"	2008	57	54	0	1	4		103	82	230	314	110	196	308	44	264	310
"MI"	2008	58	2	0	1	15		56	745	624	1404	887	415	1358	895	416	1367
"MI"	2008	58	2	0	2	15		56	657	683	1372	807	482	1341	821	470	1340
"MI"	2008	58	2	0	3	15		56	539	614	1182	679	392	1125	718	371	1145
"MI"	2008	58	4	0	1	15		55	293	278	585	286	217	527	295	215	532
"MI"	2008	58	4	0	2	15		55	441	511	962	436	424	892	452	409	899
"MI"	2008	58	4	0	3	15		55	466	428	906	463	324	831	497	310	844
"MI"	2008	58	4	0	4	15		55	527	595	1142	548	460	1064	566	448	1065
"MI"	2008	58	4	0	5	15		55	483	445	943	491	358	891	501	350	897
"MI"	2008	58	4	0	6	15		55	563	600	1181	569	471	1088	593	456	1086
"MI"	2008	58	4	0	7	15		55	490	479	980	488	383	907	503	383	920
"MI"	2008	58	4	0	8	15		55	438	479	931	428	402	859	437	398	870
"MI"	2008	58	4	0	9	15		55	257	325	585	257	273	548	277	259	553
"MI"	2008	58	4	0	10	15		55	342	340	695	342	277	645	346	277	651
"MI"	2008	58	4	0	11	15		55	575	556	1144	563	439	1045	576	443	1062
"MI"	2008	58	4	0	12	15		55	365	339	715	366	286	674	366	286	678
"MI"	2008	58	4	0	13	15		55	477	375	865	471	293	807	491	285	818
"MI"	2008	58	4	0	14	15		55	416	281	710	415	220	655	409	213	657
"MI"	2008	58	4	0	901	15		55	2394	2131	4592	2527	1738	4409	2630	1680	4466
"MI"	2008	58	6	0	1	15		56	487	327	834	526	233	797	535	219	784
"MI"	2008	58	6	0	2	15		56	606	572	1205	694	407	1163	704	404	1167
"MI"	2008	58	6	0	3	15		56	306	340	658	401	206	638	417	198	642
"MI"	2008	58	6	0	4	15		56	501	480	1001	595	308	938	618	296	940
"MI"	2008	58	6	0	905	15		56	490	512	1018	626	340	998	644	321	995
"MI"	2008	58	8	0	1	15		55	485	482	995	565	344	951	568	345	954
"MI"	2008	58	8	0	2	15		55	542	485	1048	627	340	1012	632	343	1012
"MI"	2008	58	8	0	3	15		55	302	363	688	371	256	662	387	241	662
"MI"	2008	58	8	0	904	15		55	286	387	682	391	254	670	390	257	667
"MI"	2008	58	10	0	1	15		55	685	587	1290	765	398	1209	784	379	1206
"MI"	2008	58	10	0	2	15		55	575	413	1019	591	315	965	604	306	976
"MI"	2008	58	12	0	1	15		56	458	538	1026	581	365	993	628	332	1008
"MI"	2008	58	12	0	2	15		56	555	498	1078	662	339	1034	694	311	1045
"MI"	2008	58	14	0	1	15		56	139	171	312	190	95	291	201	87	300
