state	year	county	town	ward	precinct	cd	sd	ld	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv
"MI"	2008	41	14	0	901	3		73	782	1323	2131	749	1262	2070	474	1494	2046
"MI"	2008	41	16	0	1	3		72	494	922	1436	491	885	1406	254	1094	1394
"MI"	2008	41	16	0	2	3		72	473	798	1283	462	757	1249	245	962	1243
"MI"	2008	41	16	0	3	3		72	519	930	1465	502	904	1436	254	1124	1421
"MI"	2008	41	16	0	4	3		72	453	536	1003	440	503	976	272	656	959
"MI"	2008	41	16	0	5	3		72	250	491	759	256	457	748	150	551	730
"MI"	2008	41	16	0	6	3		72	316	520	846	310	509	829	170	630	818
"MI"	2008	41	16	0	7	3		72	350	434	793	328	424	771	173	568	765
"MI"	2008	41	16	0	901	3		72	1321	1979	3333	1277	1929	3271	769	2385	3252
"MI"	2008	41	18	0	1	3		73	409	591	1012	404	540	975	242	689	965
"MI"	2008	41	18	0	2	3		73	379	786	1193	405	708	1155	235	848	1141
"MI"	2008	41	18	0	3	3		73	435	769	1236	469	684	1204	288	861	1200
"MI"	2008	41	18	0	901	3		73	332	510	849	334	480	832	203	595	824
"MI"	2008	41	20	0	1	3		72	193	656	861	207	620	839	110	701	833
"MI"	2008	41	20	0	2	3		72	450	701	1160	443	653	1125	304	779	1118
"MI"	2008	41	20	0	3	3		72	418	819	1262	428	772	1237	297	896	1227
"MI"	2008	41	20	0	4	3		72	754	546	1323	765	479	1293	576	642	1274
"MI"	2008	41	20	0	5	3		72	648	442	1115	602	414	1056	470	541	1041
"MI"	2008	41	20	0	6	3		72	344	829	1183	344	788	1155	195	935	1155
"MI"	2008	41	20	0	7	3		72	428	971	1420	424	928	1389	272	1057	1376
"MI"	2008	41	20	0	8	3		72	747	773	1551	736	716	1504	542	902	1481
"MI"	2008	41	20	0	901	3		72	806	1805	2640	853	1716	2612	563	1963	2598
"MI"	2008	41	22	0	1	3		86	249	505	764	242	477	732	137	579	732
"MI"	2008	41	22	0	2	3		86	444	535	990	439	494	959	256	659	949
"MI"	2008	41	22	0	3	3		86	341	407	755	336	390	748	180	542	743
"MI"	2008	41	22	0	4	3		86	175	213	399	185	192	387	104	271	381
"MI"	2008	41	22	0	5	3		86	382	382	771	374	351	750	190	518	731
"MI"	2008	41	22	0	6	3		86	460	607	1087	439	587	1059	279	741	1053
"MI"	2008	41	22	0	7	3		86	295	318	621	287	284	600	179	392	597
"MI"	2008	41	22	0	8	3		86	357	578	945	341	566	927	204	690	920
"MI"	2008	41	22	0	9	3		86	389	590	990	352	586	969	185	739	957
"MI"	2008	41	22	0	901	3		86	1093	1581	2710	1081	1541	2666	649	1938	2647
"MI"	2008	41	24	0	1	3		86	499	719	1244	513	649	1204	321	820	1188
"MI"	2008	41	24	0	2	3		86	414	514	938	424	460	912	270	610	907
"MI"	2008	41	26	0	1	3		86	676	1065	1778	703	971	1738	411	1237	1714
"MI"	2008	41	26	0	2	3		86	568	669	1268	588	601	1234	377	796	1216
"MI"	2008	41	28	0	1	3		73	474	528	1031	481	466	992	312	612	972
"MI"	2008	41	28	0	2	3		73	404	586	1013	426	511	978	261	655	967
"MI"	2008	41	28	0	3	3		73	92	102	200	106	81	193	62	113	183
"MI"	2008	41	30	0	1	3		73	449	574	1047	444	509	1013	287	643	990
"MI"	2008	41	30	0	2	3		73	506	589	1125	510	527	1092	363	655	1076
"MI"	2008	41	30	0	3	3		73	409	428	848	433	361	820	263	513	805
"MI"	2008	41	32	0	1	3		73	518	879	1423	532	800	1377	290	1027	1362
"MI"	2008	41	32	0	2	3		73	546	672	1236	546	601	1193	369	769	1182
"MI"	2008	41	32	0	3	3		73	569	469	1059	557	404	1013	380	587	1009
"MI"	2008	41	32	0	4	3		73	584	630	1227	572	583	1200	357	780	1186
"MI"	2008	41	32	0	5	3		73	489	577	1087	496	506	1052	305	682	1042
"MI"	2008	41	32	0	6	3		73	491	708	1226	499	652	1197	317	825	1186
"MI"	2008	41	32	0	7	3		73	473	637	1122	456	606	1086	291	758	1082
"MI"	2008	41	32	0	8	3		73	650	756	1425	681	685	1396	413	931	1374
"MI"	2008	41	32	0	9	3		73	596	786	1407	613	695	1356	385	923	1352
"MI"	2008	41	32	0	10	3		73	413	511	940	409	472	918	248	622	903
"MI"	2008	41	32	0	11	3		73	402	599	1018	417	550	998	237	716	987
"MI"	2008	41	32	0	901	3		73	2228	2829	5143	2376	2578	5070	1517	3379	5059
"MI"	2008	41	34	0	1	3		73	439	540	993	472	467	976	306	629	964
"MI"	2008	41	34	0	2	2		73	794	1075	1909	844	937	1864	555	1225	1849
"MI"	2008	41	36	0	1	2		73	610	619	1264	625	541	1224	428	736	1213
"MI"	2008	41	36	0	2	2		73	310	425	749	329	371	728	206	487	719
"MI"	2008	41	36	0	3	2		73	412	572	1010	424	501	962	249	660	947
"MI"	2008	41	36	0	901	2		73	482	661	1159	533	574	1135	354	758	1134
"MI"	2008	41	38	0	1	3		73	370	439	823	399	368	794	291	470	786
"MI"	2008	41	38	0	2	3		73	523	514	1063	566	431	1038	390	582	1020
"MI"	2008	41	40	0	1	2		73	614	782	1414	624	698	1377	431	897	1374
"MI"	2008	41	40	0	2	2		73	289	424	725	310	385	712	192	501	712
"MI"	2008	41	42	0	1	3		86	457	886	1358	459	815	1315	251	999	1314
"MI"	2008	41	42	0	2	3		86	441	664	1123	433	635	1097	246	799	1079
"MI"	2008	41	52	0	1	3		73	601	647	1275	652	536	1244	426	745	1222
"MI"	2008	41	54	0	901	3		86	1070	738	1827	1036	718	1786	609	1116	1775
"MI"	2008	41	54	1	1	3		86	473	344	822	453	332	810	255	523	803
"MI"	2008	41	54	1	2	3		86	426	475	908	435	431	894	207	651	886
"MI"	2008	41	54	2	1	3		75	401	473	888	390	449	866	195	646	870
"MI"	2008	41	54	2	2	3		86	403	402	816	405	375	802	196	575	799
"MI"	2008	41	54	3	1	3		86	469	365	842	450	345	815	225	556	806
"MI"	2008	41	54	3	2	3		86	511	358	872	495	334	847	277	554	848
"MI"	2008	41	56	1	1	3		76	827	334	1197	809	260	1155	623	436	1127
"MI"	2008	41	56	1	2	3		76	400	133	552	397	100	531	325	173	519
"MI"	2008	41	56	1	5	3		76	540	215	776	528	175	751	387	313	740
"MI"	2008	41	56	1	7	3		76	314	367	696	341	311	679	202	447	669
"MI"	2008	41	56	1	8	3		76	557	423	1000	585	343	968	374	547	967
"MI"	2008	41	56	1	9	3		76	664	194	881	604	183	849	517	268	831
"MI"	2008	41	56	1	10	3		76	328	240	591	353	195	571	237	315	570
"MI"	2008	41	56	1	11	3		76	346	243	603	375	184	583	242	322	579
"MI"	2008	41	56	1	12	3		76	322	127	462	311	97	445	240	163	433
"MI"	2008	41	56	1	13	3		76	706	293	1024	653	260	981	540	370	967
"MI"	2008	41	56	1	14	3		76	526	450	1014	544	396	984	359	559	970
"MI"	2008	41	56	1	16	3		76	426	264	704	416	230	684	321	334	683
"MI"	2008	41	56	1	17	3		76	526	237	786	495	199	749	396	304	741
"MI"	2008	41	56	1	18	3		76	410	14	425	387	13	412	371	37	412
"MI"	2008	41	56	1	19	3		86	437	183	633	441	134	610	348	215	596
"MI"	2008	41	56	1	20	3		76	250	161	423	246	136	410	169	211	402
"MI"	2008	41	56	1	21	3		86	284	235	532	297	186	513	211	271	506
"MI"	2008	41	56	1	23	3		76	328	301	638	334	271	624	210	381	612
"MI"	2008	41	56	1	24	3		76	572	1021	1604	628	904	1572	320	1198	1566
"MI"	2008	41	56	1	25	3		76	324	385	726	334	351	712	188	494	709
"MI"	2008	41	56	1	26	3		76	810	792	1629	866	657	1574	540	953	1555
"MI"	2008	41	56	1	27	3		76	539	675	1232	590	592	1204	343	814	1191
"MI"	2008	41	56	1	28	3		76	310	243	565	311	213	549	215	313	546
"MI"	2008	41	56	1	29	3		76	281	49	335	263	47	329	255	67	330
"MI"	2008	41	56	1	30	3		76	296	15	314	267	14	290	253	30	288
"MI"	2008	41	56	1	31	3		76	339	314	663	342	274	644	245	370	640
"MI"	2008	41	56	1	32	3		76	412	76	492	398	71	484	375	101	483
"MI"	2008	41	56	1	36	3		76	734	143	899	716	113	867	661	167	856
"MI"	2008	41	56	1	38	3		76	654	62	719	628	58	698	599	84	692
"MI"	2008	41	56	1	41	3		75	442	140	594	406	148	575	297	257	573
"MI"	2008	41	56	1	42	3		75	445	206	668	402	218	653	255	371	650
"MI"	2008	41	56	1	43	3		75	384	285	682	368	279	670	256	390	666
"MI"	2008	41	56	1	44	3		75	487	248	745	459	253	736	327	375	725
"MI"	2008	41	56	2	1	3		75	606	254	878	568	225	837	383	407	830
"MI"	2008	41	56	2	2	3		75	354	84	453	330	79	445	246	166	437
"MI"	2008	41	56	2	4	3		75	541	66	617	473	67	589	380	161	580
"MI"	2008	41	56	2	5	3		75	589	147	757	552	132	741	456	238	730
"MI"	2008	41	56	2	6	3		75	409	225	646	401	197	629	325	270	618
"MI"	2008	41	56	2	7	3		76	1129	257	1425	1048	242	1384	814	459	1364
"MI"	2008	41	56	2	9	3		76	488	96	599	449	87	575	357	176	557
"MI"	2008	41	56	2	10	3		76	534	216	766	487	211	735	366	317	721
"MI"	2008	41	56	2	11	3		86	354	373	742	383	327	727	274	423	722
"MI"	2008	41	56	2	12	3		76	609	174	811	589	157	789	510	223	772
"MI"	2008	41	56	2	14	3		86	508	316	839	485	281	806	342	429	800
"MI"	2008	41	56	2	16	3		76	944	244	1231	856	232	1186	662	409	1149
"MI"	2008	41	56	2	18	3		76	630	176	819	597	150	795	465	282	786
"MI"	2008	41	56	2	20	3		75	421	237	672	407	215	650	281	354	651
"MI"	2008	41	56	2	23	3		76	444	121	587	435	104	574	359	176	563
"MI"	2008	41	56	2	26	3		76	530	279	820	515	240	790	383	372	784
"MI"	2008	41	56	2	27	3		76	551	276	839	540	251	829	385	400	812
"MI"	2008	41	56	2	28	3		76	436	292	748	417	275	731	314	377	721
"MI"	2008	41	56	2	29	3		76	686	217	916	662	178	891	569	274	879
"MI"	2008	41	56	2	31	3		86	845	421	1297	817	365	1264	676	508	1258
"MI"	2008	41	56	2	34	3		75	963	406	1391	969	351	1363	779	536	1349
"MI"	2008	41	56	2	35	3		86	514	462	985	535	415	971	317	621	962
"MI"	2008	41	56	2	36	3		86	338	277	625	349	243	608	199	381	600
"MI"	2008	41	56	2	37	3		75	428	351	799	444	303	773	265	482	769
"MI"	2008	41	56	2	38	3		75	756	604	1392	745	543	1338	487	783	1327
"MI"	2008	41	56	2	40	3		76	276	190	478	274	178	470	197	248	463
"MI"	2008	41	56	2	41	3		86	344	236	605	366	192	587	268	283	577
"MI"	2008	41	56	2	42	3		86	522	452	997	537	391	983	367	553	971
"MI"	2008	41	56	2	43	3		75	642	484	1145	622	449	1107	408	644	1091
"MI"	2008	41	56	2	44	3		75	645	662	1324	649	611	1294	398	844	1277
"MI"	2008	41	56	2	45	3		75	799	803	1621	758	793	1588	522	1010	1578
"MI"	2008	41	56	2	46	3		75	897	557	1463	862	533	1432	676	701	1412
"MI"	2008	41	56	2	47	3		75	691	536	1243	693	492	1222	401	775	1211
"MI"	2008	41	56	2	48	3		75	403	280	690	389	273	682	232	426	675
"MI"	2008	41	56	3	1	3		75	505	180	691	480	156	663	352	283	658
"MI"	2008	41	56	3	2	3		75	511	40	563	469	52	549	441	87	546
"MI"	2008	41	56	3	3	3		75	809	32	849	756	31	826	718	81	816
"MI"	2008	41	56	3	4	3		75	916	245	1172	876	218	1139	769	322	1123
"MI"	2008	41	56	3	5	3		75	723	553	1290	708	519	1255	455	769	1250
"MI"	2008	41	56	3	6	3		76	593	72	677	553	68	655	495	129	655
"MI"	2008	41	56	3	7	3		75	581	344	936	572	323	920	428	469	917
"MI"	2008	41	56	3	8	3		75	681	546	1235	663	534	1225	461	713	1213
"MI"	2008	41	56	3	9	3		75	743	272	1027	723	266	1012	529	449	1004
"MI"	2008	41	56	3	10	3		75	316	224	546	299	226	532	185	346	535
"MI"	2008	41	56	3	14	3		76	591	100	704	558	102	683	448	205	669
"MI"	2008	41	56	3	16	3		76	1096	31	1129	1054	35	1101	1013	73	1095
"MI"	2008	41	56	3	17	3		75	1320	38	1363	1258	44	1324	1197	99	1311
"MI"	2008	41	56	3	18	3		75	439	132	580	412	142	566	298	257	565
"MI"	2008	41	56	3	19	3		75	501	85	591	490	92	589	359	208	578
"MI"	2008	41	56	3	21	3		75	877	185	1067	833	186	1042	679	341	1035
"MI"	2008	41	56	3	23	3		75	919	108	1039	889	118	1029	811	194	1021
"MI"	2008	41	56	3	24	3		76	1031	52	1086	987	49	1061	952	88	1053
"MI"	2008	41	56	3	31	3		75	340	225	581	323	231	572	221	338	568
"MI"	2008	41	56	3	32	3		75	940	136	1084	892	142	1057	820	208	1042
"MI"	2008	41	56	3	38	3		75	403	433	851	408	399	830	197	596	825
"MI"	2008	41	56	3	39	3		75	501	589	1107	475	588	1085	282	773	1077
"MI"	2008	41	56	3	42	3		75	376	238	623	357	232	610	241	347	605
"MI"	2008	41	56	3	43	3		75	499	363	872	465	370	851	298	520	843
"MI"	2008	41	56	3	44	3		75	616	297	925	578	291	894	460	406	886
"MI"	2008	41	56	3	45	3		75	593	127	731	564	113	707	478	208	704
"MI"	2008	41	56	3	48	3		75	368	265	642	363	248	628	225	389	630
"MI"	2008	41	56	3	51	3		75	844	384	1243	813	362	1211	719	468	1208
"MI"	2008	41	56	3	53	3		75	440	706	1159	396	684	1104	205	878	1104
"MI"	2008	41	56	3	54	3		75	531	519	1059	526	484	1036	341	664	1031
"MI"	2008	41	56	3	55	3		75	333	75	413	331	63	405	308	90	404
"MI"	2008	41	56	3	56	3		75	737	622	1376	698	606	1332	487	820	1325
"MI"	2008	41	56	3	57	3		75	427	315	749	410	310	740	326	400	739
"MI"	2008	41	58	0	1	3		74	358	677	1053	361	632	1023	212	750	1004
"MI"	2008	41	58	0	2	3		74	464	589	1079	469	543	1056	320	679	1037
"MI"	2008	41	58	0	3	3		74	416	741	1181	417	677	1138	282	809	1123
"MI"	2008	41	58	0	4	3		74	371	554	938	365	519	906	205	667	900
"MI"	2008	41	58	0	5	3		74	481	884	1385	476	822	1344	308	995	1346
"MI"	2008	41	58	0	6	3		74	351	509	870	356	466	842	208	608	838
"MI"	2008	41	58	0	901	3		74	768	1601	2391	838	1491	2355	534	1765	2350
"MI"	2008	41	60	0	901	3		72	767	892	1692	814	831	1676	574	1049	1666
"MI"	2008	41	60	0	902	3		72	1528	1637	3200	1519	1558	3133	1071	1969	3106
"MI"	2008	41	60	1	1	3		72	555	372	944	552	327	915	454	425	914
"MI"	2008	41	60	1	2	3		72	512	449	977	516	397	949	368	528	936
"MI"	2008	41	60	1	3	3		72	432	466	916	431	431	892	305	549	884
"MI"	2008	41	60	1	4	3		72	404	307	735	412	250	709	299	369	702
"MI"	2008	41	60	1	5	3		72	343	311	665	332	287	641	231	379	638
"MI"	2008	41	60	1	6	3		72	545	388	951	554	344	934	404	487	927
"MI"	2008	41	60	1	7	3		72	353	353	718	341	328	691	261	405	693
"MI"	2008	41	60	1	8	3		72	783	587	1385	775	526	1349	589	704	1339
"MI"	2008	41	60	1	10	3		72	620	748	1382	816	508	1371	396	908	1348
"MI"	2008	41	60	2	9	3		72	840	545	1406	603	706	1352	649	663	1360
"MI"	2008	41	60	2	11	3		72	773	500	1296	758	448	1252	578	627	1241
"MI"	2008	41	60	2	12	3		72	850	311	1179	830	292	1153	711	406	1145
"MI"	2008	41	60	2	13	3		72	672	404	1092	625	376	1047	487	510	1038
"MI"	2008	41	60	2	14	3		72	715	744	1474	675	721	1435	416	966	1421
"MI"	2008	41	60	2	15	3		72	777	726	1510	751	686	1462	518	891	1438
"MI"	2008	41	60	2	16	3		72	428	237	672	427	214	664	346	279	651
"MI"	2008	41	60	2	17	3		72	285	222	515	287	207	507	200	285	503
"MI"	2008	41	60	2	18	3		72	405	437	850	402	396	826	261	530	817
"MI"	2008	41	62	0	1	3		86	501	482	1011	519	424	987	316	606	966
"MI"	2008	41	62	0	2	3		86	414	439	868	414	383	837	295	510	827
"MI"	2008	41	64	0	1	3		73	429	465	903	419	428	880	277	554	873
"MI"	2008	41	64	0	2	3		73	534	708	1262	536	647	1223	329	838	1206
"MI"	2008	41	64	0	901	3		73	383	442	838	395	403	820	247	538	813
"MI"	2008	41	66	0	901	3		86	1206	1441	2690	1304	1273	2648	896	1631	2627
"MI"	2008	41	66	1	1	3		86	616	455	1092	609	399	1046	429	557	1028
"MI"	2008	41	66	1	2	3		86	394	421	828	418	356	806	262	509	799
"MI"	2008	41	66	1	3	3		86	599	545	1171	624	480	1141	415	664	1122
"MI"	2008	41	66	2	1	3		86	547	756	1328	540	690	1283	331	886	1270
"MI"	2008	41	66	2	2	3		86	441	589	1054	486	506	1022	268	705	1006
"MI"	2008	41	66	2	3	3		86	440	450	907	453	387	873	286	543	869
"MI"	2008	41	66	3	1	3		86	542	548	1110	532	497	1071	334	673	1050
"MI"	2008	41	66	3	2	3		86	377	765	1169	383	700	1127	236	845	1124
"MI"	2008	41	66	3	3	3		86	486	529	1039	471	493	999	334	614	985
"MI"	2008	41	68	0	901	3		77	2555	2872	5504	2666	2636	5412	1965	3274	5372
"MI"	2008	41	68	1	1	3		77	547	352	930	563	297	896	415	442	891
"MI"	2008	41	68	1	2	3		77	378	215	603	363	184	569	281	262	563
"MI"	2008	41	68	1	3	3		77	614	378	1012	604	340	981	481	449	969
"MI"	2008	41	68	1	4	3		77	545	524	1091	564	443	1059	409	597	1049
"MI"	2008	41	68	1	5	3		77	575	386	979	574	323	937	434	456	927
"MI"	2008	41	68	1	6	3		77	434	331	785	458	264	758	319	401	754
"MI"	2008	41	68	1	7	3		77	402	538	948	394	499	920	275	618	920
"MI"	2008	41	68	1	8	3		77	288	296	603	301	249	577	213	333	569
"MI"	2008	41	68	2	9	3		77	465	402	879	461	355	853	358	453	851
"MI"	2008	41	68	2	10	3		77	494	293	800	480	256	772	378	352	763
"MI"	2008	41	68	2	11	3		77	461	226	701	463	196	688	380	276	680
"MI"	2008	41	68	2	12	3		77	344	187	538	337	160	517	271	232	514
"MI"	2008	41	68	2	13	3		77	388	373	779	368	367	762	265	459	751
"MI"	2008	41	68	2	14	3		77	285	371	669	299	328	660	209	424	655
"MI"	2008	41	68	2	15	3		77	311	226	548	289	211	536	235	269	528
"MI"	2008	41	68	2	16	3		77	619	408	1056	610	360	1034	473	490	1017
"MI"	2008	41	68	2	17	3		77	608	289	913	589	245	878	489	346	864
"MI"	2008	41	68	2	18	3		77	300	260	572	321	216	557	219	306	551
"MI"	2008	41	68	2	19	3		77	544	458	1027	564	387	997	415	539	985
"MI"	2008	41	68	3	20	3		77	377	365	752	378	325	732	281	419	721
"MI"	2008	41	68	3	21	3		77	574	639	1250	598	549	1210	401	732	1198
"MI"	2008	41	68	3	22	3		77	554	445	1016	566	362	975	406	517	968
"MI"	2008	41	68	3	23	3		77	670	493	1193	641	424	1125	458	578	1098
"MI"	2008	41	68	3	24	3		77	613	624	1264	611	563	1222	434	725	1204
"MI"	2008	41	68	3	25	3		77	180	390	577	174	369	562	118	426	562
"MI"	2008	41	68	3	26	3		77	555	754	1335	567	694	1296	355	874	1270
"MI"	2008	41	68	3	27	3		77	538	883	1432	533	812	1378	315	1007	1356
"MI"	2008	41	68	3	28	3		77	464	1064	1549	490	980	1500	299	1155	1491
"MI"	2008	41	9999	0	9999				0	0	10	0	0	0	0	0	0
"MI"	2008	42	2	0	1	1		110	375	460	865	511	307	848	527	323	867
"MI"	2008	42	4	0	1	1		110	100	140	246	120	108	237	129	108	243
"MI"	2008	42	6	0	1	1		110	82	88	175	103	61	167	102	66	171
"MI"	2008	42	8	0	1	1		110	30	38	70	44	21	68	43	26	70
"MI"	2008	42	10	0	1	1		110	23	30	54	30	20	50	30	21	53
"MI"	2008	43	2	0	1	2		100	234	290	533	266	215	498	155	327	500
"MI"	2008	43	4	0	2	2		100	103	90	199	124	66	199	92	102	198
"MI"	2008	43	6	0	3	2		100	107	111	220	119	86	215	75	130	215
"MI"	2008	43	8	0	4	2		100	120	87	210	126	70	206	96	100	204
"MI"	2008	43	10	0	5	2		100	280	263	550	326	210	545	206	325	540
"MI"	2008	43	12	0	6	2		100	159	179	345	170	151	335	118	205	334
"MI"	2008	43	12	0	20	2		100	22	21	43	20	17	38	16	23	39
"MI"	2008	43	14	0	7	2		100	218	205	440	239	170	431	158	260	433
"MI"	2008	43	16	0	8	2		100	153	119	278	168	98	274	106	151	274
"MI"	2008	43	18	0	10	2		100	127	101	228	139	79	224	102	115	223
"MI"	2008	43	20	0	11	2		100	150	184	340	157	148	327	103	205	321
"MI"	2008	43	22	0	12	2		100	156	77	241	149	67	229	117	108	232
"MI"	2008	43	22	0	13	2		100	99	77	180	118	56	179	78	96	177
"MI"	2008	43	22	0	14	2		100	150	65	215	155	44	204	110	90	203
"MI"	2008	43	24	0	15	2		100	92	122	223	118	98	222	66	148	220
"MI"	2008	43	26	0	16	2		100	56	68	128	68	53	124	47	75	124
"MI"	2008	43	28	0	17	2		100	316	119	448	323	97	443	258	163	440
"MI"	2008	43	28	0	18	2		100	42	37	80	36	41	80	27	51	79
"MI"	2008	43	30	0	19	2		100	335	54	391	316	47	377	287	71	369
"MI"	2008	44	2	0	1	10		82	673	865	1572	756	686	1510	451	1001	1504
"MI"	2008	44	2	0	2	10		82	821	1003	1889	923	765	1798	500	1236	1797
"MI"	2008	44	4	0	1	10		82	757	943	1746	841	761	1685	516	1125	1685
"MI"	2008	44	6	0	1	10		82	521	648	1203	595	515	1172	370	743	1162
"MI"	2008	44	6	0	2	10		82	604	685	1321	660	546	1250	413	794	1246
"MI"	2008	44	8	0	1	10		82	306	338	662	324	257	621	182	423	627
"MI"	2008	44	10	0	1	10		82	325	569	920	384	443	878	212	653	890
"MI"	2008	44	12	0	1	10		82	707	691	1432	736	590	1395	458	894	1396
"MI"	2008	44	12	0	2	10		82	772	621	1428	824	491	1378	536	794	1381
"MI"	2008	44	14	0	1	10		82	539	792	1374	614	639	1325	355	919	1319
"MI"	2008	44	14	0	2	10		82	541	829	1393	606	679	1354	326	959	1344
"MI"	2008	44	16	0	1	10		82	452	299	778	477	245	759	325	409	757
"MI"	2008	44	16	0	2	10		82	495	498	1004	525	416	975	326	627	976
"MI"	2008	44	16	0	3	10		82	491	740	1279	560	596	1217	329	847	1218
"MI"	2008	44	18	0	1	10		82	393	527	944	448	429	917	262	628	915
"MI"	2008	44	20	0	1	10		82	692	936	1655	763	787	1616	486	1071	1604
"MI"	2008	44	20	0	2	10		82	565	534	1125	581	450	1081	353	706	1077
"MI"	2008	44	22	0	1	10		82	615	822	1463	719	663	1436	408	987	1435
"MI"	2008	44	24	0	1	10		82	488	633	1147	547	510	1119	306	764	1113
"MI"	2008	44	24	0	2	10		82	827	804	1661	863	692	1624	545	1021	1609
"MI"	2008	44	26	0	1	10		82	767	513	1303	749	436	1249	552	656	1245
"MI"	2008	44	26	0	2	10		82	673	379	1097	678	329	1063	503	513	1057
"MI"	2008	44	28	0	1	10		82	694	681	1402	733	559	1353	478	843	1358
"MI"	2008	44	28	0	2	10		82	600	545	1174	662	444	1159	405	706	1144
"MI"	2008	44	28	0	3	10		82	809	750	1594	857	626	1552	543	962	1552
"MI"	2008	44	30	0	1	10		82	499	885	1409	538	777	1362	328	998	1363
"MI"	2008	44	30	0	2	10		82	438	608	1066	468	521	1039	320	687	1038
"MI"	2008	44	32	0	1	10		82	853	837	1722	945	652	1668	548	1076	1667
"MI"	2008	44	34	0	1	10		82	822	739	1618	861	624	1556	576	931	1553
"MI"	2008	44	34	0	2	10		82	931	682	1657	961	579	1611	699	869	1609
"MI"	2008	44	36	0	1	10		82	312	435	762	328	380	743	207	518	747
"MI"	2008	44	50	0	1	10		82	274	257	542	285	218	531	190	326	533
"MI"	2008	44	50	0	2	10		82	359	276	647	378	227	626	243	367	627
"MI"	2008	44	52	0	1	10		82	465	451	933	504	372	913	312	567	908
"MI"	2008	44	52	0	2	10		82	456	366	836	462	301	796	272	492	785
"MI"	2008	44	52	0	3	10		82	406	322	745	427	260	730	278	418	728
"MI"	2008	44	52	0	4	10		82	515	328	859	526	255	831	365	439	832
"MI"	2008	45	2	0	1	4		101	515	555	1076	546	468	1044	357	656	1037
"MI"	2008	45	2	0	902	4		101	244	329	582	270	286	569	175	376	562
"MI"	2008	45	4	0	1	4		101	409	347	761	425	293	741	313	413	745
"MI"	2008	45	6	0	1	4		101	402	302	717	402	273	703	289	384	692
"MI"	2008	45	8	0	1	4		101	605	615	1237	647	518	1205	416	748	1193
"MI"	2008	45	8	0	2	4		101	352	389	747	364	345	736	253	464	729
"MI"	2008	45	8	0	903	4		101	505	547	1066	539	489	1052	374	655	1045
"MI"	2008	45	10	0	1	4		101	560	331	899	564	288	878	407	446	865
"MI"	2008	45	12	0	1	4		101	371	323	696	393	287	687	244	426	678
"MI"	2008	45	14	0	1	4		101	493	402	910	493	370	895	329	541	886
"MI"	2008	45	16	0	1	4		101	850	678	1542	868	606	1522	650	833	1514
"MI"	2008	45	18	0	1	4		101	704	713	1431	716	664	1404	484	884	1394
"MI"	2008	45	20	0	1	4		101	406	524	951	452	427	919	301	586	905
"MI"	2008	45	22	0	1	4		101	598	535	1155	600	473	1120	468	610	1103
"MI"	2008	45	22	0	902	4		101	289	314	606	313	277	601	217	377	600
"MI"	2008	45	52	0	4	4		101	52	34	88	46	34	85	34	49	86
"MI"	2008	46	2	0	1	7		57	802	1023	1846	885	851	1785	742	1060	1837
"MI"	2008	46	2	0	2	7		57	859	775	1664	938	584	1589	792	773	1618
"MI"	2008	46	4	0	1	7		57	123	224	356	171	160	347	99	239	352
"MI"	2008	46	4	0	2	7		57	849	851	1716	867	696	1627	715	911	1674
"MI"	2008	46	6	0	1	7		65	445	456	921	473	350	874	367	488	900
"MI"	2008	46	6	0	2	7		65	397	340	750	425	270	733	372	326	737
"MI"	2008	46	6	0	3	7		65	310	401	725	347	317	684	272	395	698
"MI"	2008	46	6	0	904	7		65	486	439	945	519	375	927	432	460	926
"MI"	2008	46	8	0	1	7		57	343	359	714	378	287	686	282	373	687
"MI"	2008	46	8	0	2	7		57	678	513	1217	734	381	1168	563	536	1169
"MI"	2008	46	10	0	1	7		57	377	379	771	414	295	734	324	388	742
"MI"	2008	46	12	0	1	7		57	344	401	757	390	301	725	288	428	745
"MI"	2008	46	14	0	1	7		57	429	407	857	447	324	822	378	431	850
"MI"	2008	46	16	0	1	7		57	758	810	1593	818	640	1531	623	870	1559
"MI"	2008	46	18	0	1	7		57	370	375	757	381	311	722	313	395	741
"MI"	2008	46	20	0	1	7		57	339	490	844	358	425	808	287	501	824
"MI"	2008	46	22	0	1	7		57	638	397	1050	669	285	1007	586	396	1022
"MI"	2008	46	22	0	2	7		57	474	594	1081	551	446	1031	438	593	1061
"MI"	2008	46	22	0	3	7		57	486	466	973	507	389	925	450	474	958
"MI"	2008	46	24	0	1	7		57	202	294	506	221	233	479	160	314	495
"MI"	2008	46	26	0	1	7		57	236	328	578	263	274	556	203	351	564
"MI"	2008	46	28	0	1	7		57	550	545	1115	589	428	1054	463	575	1080
"MI"	2008	46	30	0	1	7		57	1038	1011	2089	1123	799	2017	909	1063	2041
"MI"	2008	46	30	0	2	7		57	966	883	1877	1043	693	1796	872	894	1820
"MI"	2008	46	32	0	1	7		57	344	411	773	383	348	753	292	432	755
"MI"	2008	46	34	0	1	7		57	345	470	825	377	379	774	298	491	803
"MI"	2008	46	36	0	1	7		57	777	835	1651	882	649	1592	699	856	1621
"MI"	2008	46	38	0	1	7		57	397	480	893	442	400	870	316	538	879
