state	year	county	precinct	g2004_USP_rv	g2004_USP_dv	g2004_USP_tv	g2004_USS_rv	g2004_USS_dv	g2004_USS_tv
"SC"	2004	"CHESTERFIELD"	"PROVISIONAL BALLOT"	50	68	119	44	70	117
"SC"	2004	"CHESTERFIELD"	"RUBY"	173	201	376	139	221	369
"SC"	2004	"CHESTERFIELD"	"SHILOH"	169	144	314	152	157	316
"SC"	2004	"CHESTERFIELD"	"SNOW HILL"	66	32	98	57	39	99
"SC"	2004	"CHESTERFIELD"	"VAUGHN"	74	21	95	62	32	99
"SC"	2004	"CHESTERFIELD"	"WEXFORD"	83	61	145	66	71	140
"SC"	2004	"CHESTERFIELD"	"WHITE OAK"	87	63	150	71	78	153
"SC"	2004	"CLARENDON"	"ABSENTEE TOTAL"						
"SC"	2004	"CLARENDON"	"ALCOLU"						
"SC"	2004	"CLARENDON"	"BARRINEAU"						
"SC"	2004	"CLARENDON"	"BARROWS MILL"						
"SC"	2004	"CLARENDON"	"BLOOMVILLE"						
"SC"	2004	"CLARENDON"	"CALVARY"						
"SC"	2004	"CLARENDON"	"County Totals"						
"SC"	2004	"CLARENDON"	"DAVIS STATION"						
"SC"	2004	"CLARENDON"	"FAIL SAFE"						
"SC"	2004	"CLARENDON"	"FAIL SAFE CHALLENGE"						
"SC"	2004	"CLARENDON"	"HARMONY"						
"SC"	2004	"CLARENDON"	"HICKS"						
"SC"	2004	"CLARENDON"	"HOME BRANCH"						
"SC"	2004	"CLARENDON"	"JORDAN"						
"SC"	2004	"CLARENDON"	"MANNING NO. 1"						
"SC"	2004	"CLARENDON"	"MANNING NO. 2"						
"SC"	2004	"CLARENDON"	"MANNING NO. 3"						
"SC"	2004	"CLARENDON"	"MANNING NO. 4"						
"SC"	2004	"CLARENDON"	"MANNING NO. 5"						
"SC"	2004	"CLARENDON"	"NEW ZION"						
"SC"	2004	"CLARENDON"	"OAKDALE"						
"SC"	2004	"CLARENDON"	"PANOLA"						
"SC"	2004	"CLARENDON"	"PAXVILLE"						
"SC"	2004	"CLARENDON"	"SARDINIA-GABLE"						
"SC"	2004	"CLARENDON"	"SUMMERTON NO. 1"						
"SC"	2004	"CLARENDON"	"SUMMERTON NO. 2"						
"SC"	2004	"CLARENDON"	"SUMMERTON NO. 3"						
"SC"	2004	"CLARENDON"	"TURBEVILLE"						
"SC"	2004	"CLARENDON"	"WILSON-FORESTON"						
"SC"	2004	"COLLETON"	"ABSENTEE TOTAL"	721	676	1407	637	711	1377
"SC"	2004	"COLLETON"	"ASHTON"	36	33	69	34	32	66
"SC"	2004	"COLLETON"	"BELLS"	72	72	145	65	75	143
"SC"	2004	"COLLETON"	"BEREA"	39	13	52	31	17	49
"SC"	2004	"COLLETON"	"CANADYS"	141	149	293	129	149	283
"SC"	2004	"COLLETON"	"COTTAGEVILLE"	638	384	1034	579	385	987
"SC"	2004	"COLLETON"	"County Totals"	7264	6699	14106	6531	6905	13663
"SC"	2004	"COLLETON"	"EDISTO"	63	142	205	56	141	199
"SC"	2004	"COLLETON"	"EDISTO BEACH"	340	104	444	320	117	441
"SC"	2004	"COLLETON"	"FAIL SAFE"	11	11	22	8	11	19
"SC"	2004	"COLLETON"	"GREEN POND"	120	361	488	114	363	480
"SC"	2004	"COLLETON"	"HENDERSONVILLE"	210	445	662	196	421	629
"SC"	2004	"COLLETON"	"HORSE PEN"	184	108	296	176	109	290
"SC"	2004	"COLLETON"	"HUDSON MILL"	158	116	278	137	127	269
"SC"	2004	"COLLETON"	"JACKSONBORO"	89	141	232	74	137	213
"SC"	2004	"COLLETON"	"LODGE"	139	78	219	125	86	216
"SC"	2004	"COLLETON"	"MAPLE CANE"	155	78	236	132	99	232
"SC"	2004	"COLLETON"	"MASHAWVILLE"	179	269	450	161	276	441
"SC"	2004	"COLLETON"	"PEEPLES"	192	86	282	161	101	270
"SC"	2004	"COLLETON"	"PENIEL"	128	42	171	121	43	169
"SC"	2004	"COLLETON"	"PETITS"	49	45	94	47	37	87
"SC"	2004	"COLLETON"	"PROVISIONAL BALLOT"	5	5	10	2	5	7
"SC"	2004	"COLLETON"	"RICE PATCH"	167	172	341	137	185	326
"SC"	2004	"COLLETON"	"RITTER"	104	249	355	98	242	341
"SC"	2004	"COLLETON"	"ROUND O"	198	125	328	180	129	317
"SC"	2004	"COLLETON"	"RUFFIN"	98	79	177	87	82	175
"SC"	2004	"COLLETON"	"SIDNEYS"	136	52	192	114	66	183
"SC"	2004	"COLLETON"	"SMOAKS"	153	310	472	145	305	456
"SC"	2004	"COLLETON"	"SNIDERS"	177	125	307	156	131	292
"SC"	2004	"COLLETON"	"STOKES"	257	87	348	234	96	336
"SC"	2004	"COLLETON"	"WALTERBORO NO 1"	339	402	751	306	418	734
"SC"	2004	"COLLETON"	"WALTERBORO NO 2"	310	511	827	284	497	797
"SC"	2004	"COLLETON"	"WALTERBORO NO 3"	311	594	918	270	593	882
"SC"	2004	"COLLETON"	"WALTERBORO NO 4"	1130	516	1665	1016	590	1625
"SC"	2004	"COLLETON"	"WILLIAMS"	73	84	157	71	84	156
"SC"	2004	"COLLETON"	"WOLFE CREEK"	142	35	179	128	45	176
"SC"	2004	"DARLINGTON"	"ABSENTEE TOTAL"	1336	1167	2526	1170	1254	2461
"SC"	2004	"DARLINGTON"	"ANTIOCH"	470	442	920	440	459	910
"SC"	2004	"DARLINGTON"	"AUBURN"	76	311	393	67	311	389
"SC"	2004	"DARLINGTON"	"BETHEL"	206	182	394	180	196	388
"SC"	2004	"DARLINGTON"	"BLACK CREEK-CLYDE"	447	162	619	376	207	607
"SC"	2004	"DARLINGTON"	"BURNT BRANCH"	277	124	402	235	159	398
"SC"	2004	"DARLINGTON"	"CURBSIDE/EMERGENCY"	25	71	96	24	72	96
"SC"	2004	"DARLINGTON"	"County Totals"	13416	11829	25454	12191	12531	25179
"SC"	2004	"DARLINGTON"	"DARLINGTON NO 1"	99	73	173	98	68	173
"SC"	2004	"DARLINGTON"	"DARLINGTON NO 2"	269	495	774	250	490	763
"SC"	2004	"DARLINGTON"	"DARLINGTON NO 3"	936	446	1386	866	489	1376
"SC"	2004	"DARLINGTON"	"DARLINGTON NO 4"	265	509	779	247	524	775
"SC"	2004	"DARLINGTON"	"DARLINGTON NO 5"	68	763	841	44	781	837
"SC"	2004	"DARLINGTON"	"DARLINGTON NO 6"	450	271	728	411	287	717
"SC"	2004	"DARLINGTON"	"DOVESVILLE"	349	584	939	333	593	936
"SC"	2004	"DARLINGTON"	"FAIL SAFE"	2	2	4	1		3
"SC"	2004	"DARLINGTON"	"FAIL SAFE CHALLENGE"	1	5	6	1	6	7
"SC"	2004	"DARLINGTON"	"HARTSVILLE 2&3"	191	71	269	174	84	266
"SC"	2004	"DARLINGTON"	"HARTSVILLE NO 1"	481	150	638	434	195	635
"SC"	2004	"DARLINGTON"	"HARTSVILLE NO 4"	161	247	413	134	258	403
"SC"	2004	"DARLINGTON"	"HARTSVILLE NO 5"	775	460	1239	689	524	1226
"SC"	2004	"DARLINGTON"	"HARTSVILLE NO 6"	21	880	904	20	867	898
"SC"	2004	"DARLINGTON"	"HARTSVILLE NO 7"	270	152	429	245	166	419
"SC"	2004	"DARLINGTON"	"HARTSVILLE NO 8"	1064	280	1360	980	332	1348
"SC"	2004	"DARLINGTON"	"HARTSVILLE NO 9"	423	356	784	376	383	776
"SC"	2004	"DARLINGTON"	"HIGH HILL"	505	542	1051	469	547	1033
"SC"	2004	"DARLINGTON"	"INDIAN BRANCH"	202	100	305	194	103	305
"SC"	2004	"DARLINGTON"	"KELLEYTOWN"	834	166	1010	725	262	1007
"SC"	2004	"DARLINGTON"	"LAKE SWAMP"	348	251	602	317	274	603
"SC"	2004	"DARLINGTON"	"LAMAR NO. 1"	146	328	474	140	329	472
"SC"	2004	"DARLINGTON"	"LAMAR NO. 2"	506	276	787	462	297	776
"SC"	2004	"DARLINGTON"	"LYDIA"	131	234	366	121	242	367
"SC"	2004	"DARLINGTON"	"MECHANICSVILLE"	383	457	849	363	458	840
"SC"	2004	"DARLINGTON"	"NEW MARKET"	436	74	510	394	108	508
"SC"	2004	"DARLINGTON"	"OATES"	316	213	534	306	213	530
"SC"	2004	"DARLINGTON"	"PALMETTO"	487	432	934	472	436	933
"SC"	2004	"DARLINGTON"	"PROVISIONAL BALLOT"	7	11	18	7	11	18
"SC"	2004	"DARLINGTON"	"SOCIETY HILL"	159	392	552	140	403	544
"SC"	2004	"DARLINGTON"	"SWIFT CREEK"	294	150	446	286	143	436
"SC"	2004	"DILLON"	"ABSENTEE TOTAL"	521	335	859	468	365	833
"SC"	2004	"DILLON"	"BERMUDA"	45	96	142	53	86	147
"SC"	2004	"DILLON"	"CAROLINA"	31	74	107	26	66	102
"SC"	2004	"DILLON"	"CURBSIDE/EMERGENCY"	20	45	65	18	41	59
"SC"	2004	"DILLON"	"County Totals"	4301	4832	9235	4174	5075	9476
"SC"	2004	"DILLON"	"EAST DILLON"	751	236	996	720	308	1049
"SC"	2004	"DILLON"	"FLOYDALE"	231	109	347	219	115	349
"SC"	2004	"DILLON"	"FORK"	137	86	223	125	97	228
"SC"	2004	"DILLON"	"GADDY'S MILL"	70	43	114	74	44	120
"SC"	2004	"DILLON"	"HAMER"	210	223	441	223	226	459
"SC"	2004	"DILLON"	"KEMPER"	60	73	135	68	78	152
"SC"	2004	"DILLON"	"LAKE VIEW"	310	332	646	353	350	715
"SC"	2004	"DILLON"	"LATTA"	568	689	1272	549	686	1264
"SC"	2004	"DILLON"	"LITTLE ROCK"	69	230	299	75	230	313
"SC"	2004	"DILLON"	"MANNING"	60	65	127	77	67	146
"SC"	2004	"DILLON"	"MINTURN"	26	55	84	32	63	97
"SC"	2004	"DILLON"	"MT. CALVARY"	256	536	800	243	569	826
"SC"	2004	"DILLON"	"NEW HOLLY"	99	75	175	98	79	181
"SC"	2004	"DILLON"	"OAK GROVE"	222	99	323	194	113	314
"SC"	2004	"DILLON"	"OAKLAND"	128	154	289	133	233	380
"SC"	2004	"DILLON"	"PLEASANT HILL"	62	32	98	57	33	101
"SC"	2004	"DILLON"	"PROVISIONAL BALLOT"	8	1	9			0
"SC"	2004	"DILLON"	"SOUTH DILLON"	196	619	829	182	603	805
"SC"	2004	"DILLON"	"WEST DILLON"	221	625	855	187	623	836
"SC"	2004	"DORCHESTER"	"ABSENTEE TOTAL"	1480	997	2492	1367	1078	2496
"SC"	2004	"DORCHESTER"	"ARCHDALE"	749	420	1191	702	443	1170
"SC"	2004	"DORCHESTER"	"ASHBOROUGH E"	742	277	1038	680	301	1006
"SC"	2004	"DORCHESTER"	"ASHBOROUGH W"	708	201	921	646	227	893
"SC"	2004	"DORCHESTER"	"ASHLEY RIVER"	531	216	755	495	231	741
"SC"	2004	"DORCHESTER"	"BACONS BRIDGE"	382	138	526	351	156	516
"SC"	2004	"DORCHESTER"	"BEECH HILL"	642	199	849	583	215	816
"SC"	2004	"DORCHESTER"	"BRANDYMILL"	706	299	1014	656	315	988
"SC"	2004	"DORCHESTER"	"BRIARWOOD"	851	303	1176	773	338	1146
"SC"	2004	"DORCHESTER"	"BUTTERNUT"	578	229	829	522	258	802
"SC"	2004	"DORCHESTER"	"CAROLINA"	153	574	745	138	564	727
"SC"	2004	"DORCHESTER"	"CENTRAL"	633	264	913	561	293	879
"SC"	2004	"DORCHESTER"	"CLEMSON"	948	398	1372	871	431	1345
"SC"	2004	"DORCHESTER"	"COASTAL"	687	461	1173	649	450	1135
"SC"	2004	"DORCHESTER"	"COOSAW"	487	131	625	457	151	616
"SC"	2004	"DORCHESTER"	"CURBSIDE/EMERGENCY"			0			0
"SC"	2004	"DORCHESTER"	"CYPRESS"	617	250	877	563	261	848
"SC"	2004	"DORCHESTER"	"County Totals"	26006	14733	41317	23818	15517	40327
"SC"	2004	"DORCHESTER"	"DELEMARS"	31	313	344	23	319	344
"SC"	2004	"DORCHESTER"	"DORCHESTER"	925	331	1267	841	387	1242
"SC"	2004	"DORCHESTER"	"FAIL SAFE"			0			0
"SC"	2004	"DORCHESTER"	"FAIL SAFE CHALLENGE"			0			0
"SC"	2004	"DORCHESTER"	"FLOWERTOWN"	564	408	993	527	410	970
"SC"	2004	"DORCHESTER"	"FOUR HOLE"	312	277	599	281	294	588
"SC"	2004	"DORCHESTER"	"GERMANTOWN"	459	228	694	420	240	674
"SC"	2004	"DORCHESTER"	"GIVHANS"	439	413	867	394	421	843
"SC"	2004	"DORCHESTER"	"GREENHURST"	487	262	759	439	275	741
"SC"	2004	"DORCHESTER"	"GREENWAVE"	470	303	789	422	306	761
"SC"	2004	"DORCHESTER"	"GROVER"	233	230	470	214	232	456
"SC"	2004	"DORCHESTER"	"HARLEYVILLE"	209	118	333	196	115	321
"SC"	2004	"DORCHESTER"	"INDIAN FIELD"	275	470	754	246	473	733
"SC"	2004	"DORCHESTER"	"IRONGATE"	832	278	1124	759	303	1092
"SC"	2004	"DORCHESTER"	"KINGS GRANT"	934	397	1344	827	449	1304
"SC"	2004	"DORCHESTER"	"KNIGHTSVILLE"	552	272	843	495	286	814
"SC"	2004	"DORCHESTER"	"LINCOLN"	394	396	803	351	409	790
"SC"	2004	"DORCHESTER"	"MILES/JAMISON"	408	169	591	382	182	579
"SC"	2004	"DORCHESTER"	"NEWINGTON"	917	234	1163	823	285	1130
"SC"	2004	"DORCHESTER"	"NORTH SUMMERVILLE"	489	271	783	466	275	766
"SC"	2004	"DORCHESTER"	"OAKBROOK"	317	135	457	297	150	452
"SC"	2004	"DORCHESTER"	"PATRIOT"	256	139	400	245	137	391
"SC"	2004	"DORCHESTER"	"PROVISIONAL BALLOT"			0			0
"SC"	2004	"DORCHESTER"	"REEVESVILLE"	326	277	607	292	287	588
"SC"	2004	"DORCHESTER"	"RIDGEVILLE"	397	415	827	369	422	813
"SC"	2004	"DORCHESTER"	"ROSINVILLE"	326	453	785	306	443	762
"SC"	2004	"DORCHESTER"	"ROSSES"	281	226	511	263	235	503
"SC"	2004	"DORCHESTER"	"SAUL DAM"	78	27	105	68	36	104
"SC"	2004	"DORCHESTER"	"SAWMILL BRANCH"	513	153	669	485	160	655
"SC"	2004	"DORCHESTER"	"SPANN"	641	229	880	611	237	863
"SC"	2004	"DORCHESTER"	"ST. GEORGE NO 1"	354	442	803	309	451	774
"SC"	2004	"DORCHESTER"	"ST. GEORGE NO 2"	243	86	332	203	100	309
"SC"	2004	"DORCHESTER"	"STALLSVILLE"	490	189	686	443	215	670
"SC"	2004	"DORCHESTER"	"TRANQUIL"	478	247	738	453	240	727
"SC"	2004	"DORCHESTER"	"TROLLEY"	492	228	728	466	233	714
"SC"	2004	"DORCHESTER"	"TUPPERWAY"	568	250	829	507	280	807
"SC"	2004	"DORCHESTER"	"WINDSOR"	422	510	944	381	518	923
"SC"	2004	"EDGEFIELD"	"ABSENTEE TOTAL"	649	635	1287	651	833	1493
"SC"	2004	"EDGEFIELD"	"BRUNSON"	138	232	372	129	235	369
"SC"	2004	"EDGEFIELD"	"County Totals"	5611	4051	9746	5145	4355	9652
"SC"	2004	"EDGEFIELD"	"EDGEFIELD NO. 1"	366	180	549	328	202	534
"SC"	2004	"EDGEFIELD"	"EDGEFIELD NO. 2"	348	362	714	303	377	693
"SC"	2004	"EDGEFIELD"	"FAIL SAFE CHALLENGE"			0			0
"SC"	2004	"EDGEFIELD"	"HARMONY"	282	125	408	250	148	402
"SC"	2004	"EDGEFIELD"	"JOHNSTON NO. 1"	289	485	778	259	501	768
"SC"	2004	"EDGEFIELD"	"JOHNSTON NO. 2"	371	353	736	332	363	709
"SC"	2004	"EDGEFIELD"	"KENDALL"	107	136	248	96	139	242
"SC"	2004	"EDGEFIELD"	"MERRIWEATHER"	1893	467	2381	1756	480	2274
"SC"	2004	"EDGEFIELD"	"NORTH SIDE"	115	196	313	101	204	309
"SC"	2004	"EDGEFIELD"	"TRENTON"	572	813	1400	498	798	1323
"SC"	2004	"EDGEFIELD"	"WESTSIDE"	481	67	560	442	75	536
"SC"	2004	"FAIRFIELD"	"ABSENTEE TOTAL"	346	326	677	323	410	749
"SC"	2004	"FAIRFIELD"	"BLACKSTOCK"	6	31	38	6	30	37
"SC"	2004	"FAIRFIELD"	"BLAIRS"	34	259	297	33	255	291
"SC"	2004	"FAIRFIELD"	"CENTERVILLE"	79	44	123	78	43	123
"SC"	2004	"FAIRFIELD"	"CURBSIDE/EMERGENCY"	10	12	22	8	11	20
"SC"	2004	"FAIRFIELD"	"County Totals"	3531	5764	9435	3072	5998	9260
"SC"	2004	"FAIRFIELD"	"DUTCHMANS CREEK"	363	190	564	316	225	552
"SC"	2004	"FAIRFIELD"	"FAIL SAFE"	2	3	5	1	3	4
"SC"	2004	"FAIRFIELD"	"FEASTERVILLE"	37	146	183	34	145	179
"SC"	2004	"FAIRFIELD"	"GLADDEN GROVE"	24	17	43	24	17	42
"SC"	2004	"FAIRFIELD"	"GREENBRIER"	302	588	909	260	602	890
"SC"	2004	"FAIRFIELD"	"HICKORY RIDGE"	224	338	567	200	350	553
"SC"	2004	"FAIRFIELD"	"HOREB-GLENN"	29	175	208	25	166	193
"SC"	2004	"FAIRFIELD"	"JENKINSVILLE"	62	337	401	53	336	394
"SC"	2004	"FAIRFIELD"	"LEBANON"	219	202	428	187	212	408
"SC"	2004	"FAIRFIELD"	"MITFORD"	194	232	431	173	241	424
"SC"	2004	"FAIRFIELD"	"MONTICELLO"	72	256	333	61	250	321
"SC"	2004	"FAIRFIELD"	"NEW HOPE"	14	10	24	11	11	23
"SC"	2004	"FAIRFIELD"	"RIDGEWAY"	375	757	1159	336	762	1126
"SC"	2004	"FAIRFIELD"	"SIMPSON"	192	259	462	166	271	451
"SC"	2004	"FAIRFIELD"	"SOUTH WINNSBORO"	47	304	358	46	300	351
"SC"	2004	"FAIRFIELD"	"WHITE OAK"	42	114	158	42	109	154
"SC"	2004	"FAIRFIELD"	"WINNSBORO MILLS"	249	128	385	180	178	369
"SC"	2004	"FAIRFIELD"	"WINNSBORO NO. 1"	264	616	887	211	631	854
"SC"	2004	"FAIRFIELD"	"WINNSBORO NO. 2"	330	353	691	282	378	673
"SC"	2004	"FAIRFIELD"	"WOODWARD"	15	67	82	16	62	79
"SC"	2004	"FLORENCE"	"ABSENTEE TOTAL"	2174	1500	3684	2045	1609	3693
"SC"	2004	"FLORENCE"	"BACK SWAMP"	201	79	286	182	88	278
"SC"	2004	"FLORENCE"	"BROOKGREEN"	109	245	357	98	254	357
"SC"	2004	"FLORENCE"	"CARTERSVILLE"	240	212	457	221	220	451
"SC"	2004	"FLORENCE"	"CLAUSSEN"	608	389	1006	581	399	992
"SC"	2004	"FLORENCE"	"COLES CR ROADS"	1049	373	1432	994	395	1406
"SC"	2004	"FLORENCE"	"COWARD NO. 1"	319	171	495	300	175	484
"SC"	2004	"FLORENCE"	"COWARD NO. 2"	288	112	403	270	120	396
"SC"	2004	"FLORENCE"	"CURBSIDE/EMERGENCY"			0			0
"SC"	2004	"FLORENCE"	"County Totals"	27689	21442	49545	25917	22236	48792
"SC"	2004	"FLORENCE"	"DELMAE NO. 1"	673	348	1026	620	369	1006
"SC"	2004	"FLORENCE"	"DELMAE NO. 2"	885	190	1084	834	229	1075
"SC"	2004	"FLORENCE"	"EBENEZER NO. 1"	1402	438	1852	1286	524	1833
"SC"	2004	"FLORENCE"	"EBENEZER NO. 2"	737	312	1057	705	327	1038
"SC"	2004	"FLORENCE"	"EBENEZER NO. 3"	476	137	623	450	145	611
"SC"	2004	"FLORENCE"	"EFFINGHAM"	336	115	458	326	122	454
"SC"	2004	"FLORENCE"	"ELIM-GLENWOOD"	539	240	784	501	254	764
"SC"	2004	"FLORENCE"	"EVERGREEN"	423	181	606	409	179	597
"SC"	2004	"FLORENCE"	"FAIL SAFE"	62	71	134	59	73	134
"SC"	2004	"FLORENCE"	"FAIL SAFE CHALLENGE"	89	65	156	81	83	167
"SC"	2004	"FLORENCE"	"FLORENCE NO. 1"	37	707	749	32	697	733
"SC"	2004	"FLORENCE"	"FLORENCE NO. 10"	14	333	350	13	332	346
"SC"	2004	"FLORENCE"	"FLORENCE NO. 11"	310	195	511	292	207	508
"SC"	2004	"FLORENCE"	"FLORENCE NO. 12"	1024	341	1376	968	378	1368
"SC"	2004	"FLORENCE"	"FLORENCE NO. 14"	893	304	1205	831	338	1186
"SC"	2004	"FLORENCE"	"FLORENCE NO. 15"	72	99	172	73	92	166
"SC"	2004	"FLORENCE"	"FLORENCE NO. 2"	34	564	602	30	556	589
"SC"	2004	"FLORENCE"	"FLORENCE NO. 3"	27	810	838	31	802	834
"SC"	2004	"FLORENCE"	"FLORENCE NO. 4"	190	120	320	182	129	316
"SC"	2004	"FLORENCE"	"FLORENCE NO. 5"	192	254	450	187	241	434
"SC"	2004	"FLORENCE"	"FLORENCE NO. 6"	375	120	499	334	156	496
"SC"	2004	"FLORENCE"	"FLORENCE NO. 7"	799	316	1126	725	376	1121
"SC"	2004	"FLORENCE"	"FLORENCE NO. 8"	954	197	1163	891	244	1146
"SC"	2004	"FLORENCE"	"FLORENCE NO. 9"	26	1025	1056	34	1007	1045
"SC"	2004	"FLORENCE"	"FRIENDFIELD"	205	54	259	190	60	258
"SC"	2004	"FLORENCE"	"GILBERT"	197	727	937	182	716	909
"SC"	2004	"FLORENCE"	"GREENWOOD"	578	347	938	540	374	921
"SC"	2004	"FLORENCE"	"HANNAH"	303	46	351	284	52	341
"SC"	2004	"FLORENCE"	"HIGH HILL"	194	57	254	175	73	252
"SC"	2004	"FLORENCE"	"JOHNSONVILLE"	799	338	1151	740	378	1132
"SC"	2004	"FLORENCE"	"KINGSBURG-STONE"	258	368	628	239	380	626
"SC"	2004	"FLORENCE"	"LAKE CITY NO. 1"	256	491	769	247	475	737
"SC"	2004	"FLORENCE"	"LAKE CITY NO. 2"	443	174	622	403	198	608
"SC"	2004	"FLORENCE"	"LAKE CITY NO. 3"	371	438	816	350	422	793
"SC"	2004	"FLORENCE"	"LAKE CITY NO. 4"	50	1053	1105	63	993	1064
"SC"	2004	"FLORENCE"	"LEO"	102	86	192	95	94	194
"SC"	2004	"FLORENCE"	"MARS BLUFF NO. 1"	599	454	1066	572	465	1048
"SC"	2004	"FLORENCE"	"MARS BLUFF NO. 2"	551	231	785	522	250	780
"SC"	2004	"FLORENCE"	"MCALLISTER MILL"	271	115	390	244	133	381
"SC"	2004	"FLORENCE"	"MILL BRANCH"	95	260	355	89	259	351
"SC"	2004	"FLORENCE"	"OAK GROVE-SARDIS"	445	101	552	422	110	541
"SC"	2004	"FLORENCE"	"OLANTA"	412	293	708	377	296	689
"SC"	2004	"FLORENCE"	"PAMPLICO NO. 1"	447	210	662	415	239	659
"SC"	2004	"FLORENCE"	"PAMPLICO NO. 2"	109	282	394	98	282	387
"SC"	2004	"FLORENCE"	"PROSPECT"	160	17	178	159	16	178
"SC"	2004	"FLORENCE"	"PROVISIONAL BALLOT"	46	47	93	54	49	103
"SC"	2004	"FLORENCE"	"QUINBY"	200	351	554	177	365	547
"SC"	2004	"FLORENCE"	"SALEM"	212	43	259	191	58	252
"SC"	2004	"FLORENCE"	"SAVANNAH GROVE"	811	827	1654	747	846	1618
"SC"	2004	"FLORENCE"	"SCRANTON"	299	203	504	263	216	481
"SC"	2004	"FLORENCE"	"SOUTH FLORENCE NO. 1"	814	325	1144	766	349	1129
"SC"	2004	"FLORENCE"	"SOUTH FLORENCE NO. 2"	266	503	779	245	492	764
"SC"	2004	"FLORENCE"	"SPAULDING"	40	622	666	41	609	653
"SC"	2004	"FLORENCE"	"TANS BAY"	490	263	761	435	302	743
"SC"	2004	"FLORENCE"	"TIMMONSVILLE NO. 1"	191	636	842	178	616	814
"SC"	2004	"FLORENCE"	"TIMMONSVILLE NO. 2"	352	283	643	337	283	630
"SC"	2004	"FLORENCE"	"VOX"	222	104	327	216	101	320
"SC"	2004	"FLORENCE"	"WEST FLORENCE NO. 1"	743	329	1078	698	353	1066
"SC"	2004	"FLORENCE"	"WEST FLORENCE NO. 2"	601	201	812	578	212	799
"SC"	2004	"GEORGETOWN"	"ABSENTEE TOTAL"	1546	1667	3232	1408	1760	3197
"SC"	2004	"GEORGETOWN"	"ANDREWS"	293	543	858	276	565	863
"SC"	2004	"GEORGETOWN"	"ANDREWS OUTSIDE"	198	207	409	178	225	410
"SC"	2004	"GEORGETOWN"	"BETHEL"	318	73	398	290	91	393
"SC"	2004	"GEORGETOWN"	"BLACK RIVER"	564	177	756	518	219	744
"SC"	2004	"GEORGETOWN"	"BROWN'S FERRY"	150	719	888	141	732	881
"SC"	2004	"GEORGETOWN"	"CARVER'S BAY"	140	60	200	130	74	206
"SC"	2004	"GEORGETOWN"	"CEDAR CREEK"	207	28	238	193	43	239
"SC"	2004	"GEORGETOWN"	"CHOPPEE"	73	335	410	72	335	410
"SC"	2004	"GEORGETOWN"	"County Totals"	12606	10602	23593	11718	11500	23632
"SC"	2004	"GEORGETOWN"	"DREAMKEEPERS"	11	403	424	7	432	449
"SC"	2004	"GEORGETOWN"	"FAIL SAFE"	79	43	124	67	41	111
"SC"	2004	"GEORGETOWN"	"FOLLY GROVE"	268	82	360	255	96	360
"SC"	2004	"GEORGETOWN"	"GEORGETOWN #1"	274	208	491	250	227	488
"SC"	2004	"GEORGETOWN"	"GEORGETOWN #3"	102	504	619	91	526	631
"SC"	2004	"GEORGETOWN"	"GEORGETOWN #4"	109	100	218	178	131	315
"SC"	2004	"GEORGETOWN"	"GEORGETOWN #5"	580	296	897	526	336	888
"SC"	2004	"GEORGETOWN"	"KENSINGTON"	482	139	634	452	169	637
"SC"	2004	"GEORGETOWN"	"MURRELLS INLET 1"	529	214	758	483	257	751
"SC"	2004	"GEORGETOWN"	"MURRELLS INLET 2"	550	314	878	508	350	873
"SC"	2004	"GEORGETOWN"	"MURRELLS INLET 3"	203	156	366	176	174	364
"SC"	2004	"GEORGETOWN"	"MURRELLS INLET 4"	464	153	626	411	191	614
"SC"	2004	"GEORGETOWN"	"MYERSVILLE"	5	165	171	3	165	170
"SC"	2004	"GEORGETOWN"	"PAWLEYS ISL 1"	964	378	1354	906	426	1348
"SC"	2004	"GEORGETOWN"	"PAWLEYS ISL 2"	610	528	1162	556	577	1150
"SC"	2004	"GEORGETOWN"	"PAWLEYS ISL 3"	681	293	988	632	337	979
"SC"	2004	"GEORGETOWN"	"PAWLEYS ISL 4"	704	229	945	683	256	959
"SC"	2004	"GEORGETOWN"	"PAWLEYS ISL 5"	861	318	1193	817	375	1205
"SC"	2004	"GEORGETOWN"	"PEE DEE"	32	208	243	25	215	244
"SC"	2004	"GEORGETOWN"	"PENNY ROYAL"	113	75	194	102	82	192
"SC"	2004	"GEORGETOWN"	"PLANTERSVILLE"	74	326	406	68	334	409
"SC"	2004	"GEORGETOWN"	"PLEASANT HILL"	408	221	645	390	232	636
"SC"	2004	"GEORGETOWN"	"POTATO BED FERRY"	125	109	240	107	126	242
"SC"	2004	"GEORGETOWN"	"PROVISIONAL BALLOT"		13	13	15	15	31
"SC"	2004	"GEORGETOWN"	"SAMPIT"	150	477	638	148	485	643
"SC"	2004	"GEORGETOWN"	"SANTEE"	37	357	400	33	360	398
"SC"	2004	"GEORGETOWN"	"SPRING GULLY"	368	358	748	312	386	731
"SC"	2004	"GEORGETOWN"	"WINYAH BAY"	334	126	469	311	155	471
"SC"	2004	"GREENVILLE"	"ABSENTEE TOTAL"	10002	5404	15553	9810	5650	15796
"SC"	2004	"GREENVILLE"	"AIKEN"	203	207	419	178	213	413
"SC"	2004	"GREENVILLE"	"ALTAMONT FOREST"	534	130	672	496	155	670
"SC"	2004	"GREENVILLE"	"ASHETON LAKES"	898	198	1106	840	242	1107
"SC"	2004	"GREENVILLE"	"AVON"	750	280	1048	728	282	1038
