state	year	precinct	county	cd	g2008_REG_tv	g2008_BALL_tv	g2008_USP_rv	g2008_USP_dv	g2008_USS_dv	g2008_USS_rv	g2008_USH_dv	g2008_USH_rv
"ID"	2008	"Ada 1"	"Ada"	1	1947	1630	1116	465	405	1071	648	925
"ID"	2008	"Ada 2"	"Ada"	1	1278	1077	731	321	284	702	476	556
"ID"	2008	"Ada 3"	"Ada"	1	1215	1105	519	569	483	566	707	375
"ID"	2008	"Ada 4"	"Ada"	1	1189	979	625	337	281	632	441	498
"ID"	2008	"Ada 5"	"Ada"	1	1387	1120	690	392	334	680	568	519
"ID"	2008	"Ada 6"	"Ada"	1	2576	1999	1144	790	715	1089	1067	874
"ID"	2008	"Ada 7"	"Ada"	1	1808	1517	845	623	533	831	828	629
"ID"	2008	"Ada 8"	"Ada"	1	1115	929	638	260	209	639	395	498
"ID"	2008	"Ada 9"	"Ada"	1	1893	1600	1129	446	356	1139	698	854
"ID"	2008	"Ada 10"	"Ada"	1	742	607	393	210	162	398	297	282
"ID"	2008	"Ada 11"	"Ada"	1	2182	1795	937	823	713	970	1083	643
"ID"	2008	"Ada 12"	"Ada"	1	1452	1113	437	631	571	430	730	331
"ID"	2008	"Ada 13"	"Ada"	2	1795	1348	551	762	700	530	537	735
"ID"	2008	"Ada 14"	"Ada"	2	813	670	286	366	350	284	253	393
"ID"	2008	"Ada 15"	"Ada"	2	1190	1004	460	514	462	471	299	665
"ID"	2008	"Ada 16"	"Ada"	2	2085	1760	704	1006	882	794	599	1085
"ID"	2008	"Ada 17"	"Ada"	1	2277	1764	1065	655	551	1104	858	856
"ID"	2008	"Ada 18"	"Ada"	1	1905	1579	948	585	525	927	798	733
"ID"	2008	"Ada 19"	"Ada"	1	1250	1012	552	434	388	527	561	407
"ID"	2008	"Ada 20"	"Ada"	1	1121	892	488	369	328	470	498	373
"ID"	2008	"Ada 21"	"Ada"	1	895	711	378	303	284	364	417	276
"ID"	2008	"Ada 22"	"Ada"	1	2193	1666	845	767	710	813	995	630
"ID"	2008	"Ada 23"	"Ada"	2	1382	934	426	450	429	378	416	472
"ID"	2008	"Ada 24"	"Ada"	2	803	699	357	334	290	364	181	485
"ID"	2008	"Ada 25"	"Ada"	2	2549	1929	746	1098	999	748	803	1018
"ID"	2008	"Ada 26"	"Ada"	2	1630	1294	505	734	706	477	570	670
"ID"	2008	"Ada 27"	"Ada"	1	2149	1734	953	730	648	987	940	750
"ID"	2008	"Ada 28"	"Ada"	1	1606	1246	697	502	443	675	645	561
"ID"	2008	"Ada 29"	"Ada"	1	1121	902	502	369	342	484	510	371
"ID"	2008	"Ada 30"	"Ada"	1	1533	1193	640	504	435	620	626	512
"ID"	2008	"Ada 31"	"Ada"	1	2032	1557	778	735	655	761	956	530
"ID"	2008	"Ada 32"	"Ada"	2	880	742	403	319	294	392	201	514
"ID"	2008	"Ada 33"	"Ada"	2	2140	1501	536	893	804	546	685	696
"ID"	2008	"Ada 34"	"Ada"	2	1125	898	319	547	508	312	432	421
"ID"	2008	"Ada 35"	"Ada"	2	806	585	159	400	375	168	296	244
"ID"	2008	"Ada 36"	"Ada"	2	1376	1066	267	765	702	272	578	436
"ID"	2008	"Ada 37"	"Ada"	2	1490	1210	248	924	845	283	648	492
"ID"	2008	"Ada 38"	"Ada"	2	1583	1287	394	871	790	427	582	657
"ID"	2008	"Ada 39"	"Ada"	2	1775	1340	210	1090	992	268	794	471
"ID"	2008	"Ada 40"	"Ada"	2	1073	777	135	613	574	149	477	271
"ID"	2008	"Ada 41"	"Ada"	2	1943	1547	463	1035	915	534	670	806
"ID"	2008	"Ada 42"	"Ada"	1	961	761	510	222	192	495	320	421
"ID"	2008	"Ada 43"	"Ada"	1	2476	2044	1330	665	624	1266	1000	989
"ID"	2008	"Ada 44"	"Ada"	1	1639	1259	790	419	375	750	574	636
"ID"	2008	"Ada 45"	"Ada"	1	2235	1671	981	633	571	915	866	747
"ID"	2008	"Ada 46"	"Ada"	1	2759	2166	1304	783	694	1252	1072	1011
"ID"	2008	"Ada 47"	"Ada"	1	2239	1730	1045	629	550	1038	885	782
"ID"	2008	"Ada 48"	"Ada"	1	1436	1182	691	442	393	685	586	541
"ID"	2008	"Ada 49"	"Ada"	1	1943	1506	859	596	539	821	828	630
"ID"	2008	"Ada 50"	"Ada"	1	2653	2094	1092	928	840	1067	1197	803
"ID"	2008	"Ada 51"	"Ada"	1	1774	1403	731	633	559	693	816	542
"ID"	2008	"Ada 52"	"Ada"	1	1552	1154	556	555	512	520	689	423
"ID"	2008	"Ada 53"	"Ada"	1	1862	1427	687	678	659	638	870	505
"ID"	2008	"Ada 54"	"Ada"	1	1174	954	478	442	407	443	590	321
"ID"	2008	"Ada 55"	"Ada"	2	1686	1363	622	687	650	601	501	811
"ID"	2008	"Ada 56"	"Ada"	2	1589	1164	538	581	526	517	426	677
"ID"	2008	"Ada 57"	"Ada"	2	2151	1548	623	856	788	591	646	807
"ID"	2008	"Ada 58"	"Ada"	2	1151	713	195	489	446	210	349	310
"ID"	2008	"Ada 59"	"Ada"	2	2042	1528	323	1159	1071	355	861	594
"ID"	2008	"Ada 60"	"Ada"	2	1990	1237	283	899	809	297	674	465
"ID"	2008	"Ada 61"	"Ada"	1	1464	1175	771	363	333	731	518	624
"ID"	2008	"Ada 62"	"Ada"	1	1352	1020	648	341	338	581	470	518
"ID"	2008	"Ada 63"	"Ada"	1	2483	1786	1047	664	603	993	897	812
"ID"	2008	"Ada 64"	"Ada"	1	2891	2191	1208	912	860	1127	1192	924
"ID"	2008	"Ada 65"	"Ada"	1	1866	1450	811	589	506	797	768	620
"ID"	2008	"Ada 66"	"Ada"	1	1894	1323	654	620	537	628	733	503
"ID"	2008	"Ada 67"	"Ada"	2	1917	1322	573	686	615	534	521	710
"ID"	2008	"Ada 68"	"Ada"	2	1499	1016	425	548	491	397	419	531
"ID"	2008	"Ada 69"	"Ada"	2	983	758	277	437	405	284	340	379
"ID"	2008	"Ada 70"	"Ada"	2	968	715	237	456	411	229	363	309
"ID"	2008	"Ada 71"	"Ada"	2	1132	744	292	421	357	297	287	410
"ID"	2008	"Ada 72"	"Ada"	2	1333	899	236	630	552	250	452	371
"ID"	2008	"Ada 73"	"Ada"	2	1403	1173	380	769	712	413	489	636
"ID"	2008	"Ada 74"	"Ada"	2	2363	1930	835	1054	921	865	655	1192
"ID"	2008	"Ada 75"	"Ada"	2	1812	1026	324	621	553	345	436	481
"ID"	2008	"Ada 76"	"Ada"	2	1471	1079	340	714	650	357	451	558
"ID"	2008	"Ada 77"	"Ada"	2	1393	1114	219	859	784	252	556	481
"ID"	2008	"Ada 78"	"Ada"	1	2330	1669	991	619	554	899	843	747
"ID"	2008	"Ada 79"	"Ada"	1	804	606	325	256	237	318	323	258
"ID"	2008	"Ada 80"	"Ada"	2	794	637	291	324	308	271	235	379
"ID"	2008	"Ada 81"	"Ada"	2	1707	1297	618	636	604	589	456	784
"ID"	2008	"Ada 82"	"Ada"	2	1508	1110	511	540	513	483	399	630
"ID"	2008	"Ada 83"	"Ada"	2	1948	1499	570	852	802	519	689	721
"ID"	2008	"Ada 84"	"Ada"	2	1194	891	315	546	492	326	389	458
"ID"	2008	"Ada 85"	"Ada"	2	1803	1388	454	870	807	455	628	688
"ID"	2008	"Ada 86"	"Ada"	2	1500	1002	330	624	555	339	447	478
"ID"	2008	"Ada 87"	"Ada"	2	2361	1636	588	983	843	657	658	873
"ID"	2008	"Ada 88"	"Ada"	2	974	736	278	430	396	275	291	408
"ID"	2008	"Ada 89"	"Ada"	1	1531	1203	813	364	340	744	556	600
"ID"	2008	"Ada 90"	"Ada"	1	2023	1668	1106	518	450	1084	776	841
"ID"	2008	"Ada 91"	"Ada"	1	1708	1362	863	464	403	799	670	643
"ID"	2008	"Ada 92"	"Ada"	1	1182	950	596	331	322	548	492	430
"ID"	2008	"Ada 93"	"Ada"	1	1342	1097	674	398	338	684	539	512
"ID"	2008	"Ada 94"	"Ada"	1	2357	1853	1095	712	639	1039	952	832
"ID"	2008	"Ada 95"	"Ada"	1	1213	935	509	380	360	465	513	389
"ID"	2008	"Ada 96"	"Ada"	1	1384	1216	797	387	334	783	596	588
"ID"	2008	"Ada 97"	"Ada"	2	1474	1095	509	545	495	500	353	705
"ID"	2008	"Ada 98"	"Ada"	2	1789	1339	580	697	664	531	524	744
"ID"	2008	"Ada 99"	"Ada"	2	1437	1095	402	637	550	411	495	533
"ID"	2008	"Ada 100"	"Ada"	2	1707	1282	502	738	669	458	560	654
"ID"	2008	"Ada 101"	"Ada"	2	1148	826	380	423	384	363	299	479
"ID"	2008	"Ada 102"	"Ada"	2	1801	1323	495	762	688	505	566	678
"ID"	2008	"Ada 103"	"Ada"	2	1089	854	315	502	427	369	331	479
"ID"	2008	"Ada 104"	"Ada"	2	1743	1351	516	790	703	549	451	830
"ID"	2008	"Ada 105"	"Ada"	2	1676	1274	457	775	667	532	488	711
"ID"	2008	"Ada 106"	"Ada"	2	1588	1359	593	737	599	695	379	933
"ID"	2008	"Ada 107"	"Ada"	2	1757	1372	572	736	679	578	480	821
"ID"	2008	"Ada 108"	"Ada"	2	1551	1253	503	716	659	506	446	759
"ID"	2008	"Ada 109"	"Ada"	1	2378	2126	1381	691	581	1348	927	1123
"ID"	2008	"Ada 110"	"Ada"	1	2694	2284	1321	893	796	1265	1204	990
"ID"	2008	"Ada 111"	"Ada"	1	2090	1733	1066	589	528	1016	862	823
"ID"	2008	"Ada 112"	"Ada"	1	2233	1813	1027	728	653	1012	996	769
"ID"	2008	"Ada 113"	"Ada"	2	272	213	120	79	70	105	59	143
"ID"	2008	"Ada 114"	"Ada"	2	2337	1820	850	918	787	893	585	1145
"ID"	2008	"Ada 115"	"Ada"	1	1693	1414	830	540	484	781	729	640
"ID"	2008	"Ada 116"	"Ada"	2	1999	1535	763	719	645	765	501	971
"ID"	2008	"Ada 117"	"Ada"	1	1512	1285	937	309	257	870	486	758
"ID"	2008	"Ada 118"	"Ada"	1	1178	963	623	300	293	555	472	445
"ID"	2008	"Ada 119"	"Ada"	1	2868	2340	1304	949	814	1246	1203	1041
"ID"	2008	"Ada 120"	"Ada"	1	1263	1021	578	417	372	540	579	404
"ID"	2008	"Ada 121"	"Ada"	2	52	36	20	15	12	22	9	27
"ID"	2008	"Ada 122"	"Ada"	1	1577	1136	734	359	313	686	512	584
"ID"	2008	"Ada 123"	"Ada"	1	1836	1459	1023	381	350	918	608	808
"ID"	2008	"Ada 124"	"Ada"	1	1829	1500	1047	402	389	944	661	791
"ID"	2008	"Ada 125"	"Ada"	1	67	52	44	4	8	34	11	41
"ID"	2008	"Ada 126"	"Ada"	1	2049	1620	1093	487	449	1016	719	852
"ID"	2008	"Ada 127"	"Ada"	1	1497	1249	891	328	269	899	491	725
"ID"	2008	"Ada 128"	"Ada"	1	2198	1773	1027	703	618	1027	946	775
"ID"	2008	"Ada 129"	"Ada"	1	1614	1186	636	498	473	615	678	472
"ID"	2008	"Ada 130"	"Ada"	1	2294	2052	1392	630	518	1390	872	1102
"ID"	2008	"Ada 131"	"Ada"	1	2546	2096	1389	665	575	1340	923	1079
"ID"	2008	"Ada 132"	"Ada"	1	2293	1984	1302	627	555	1269	895	1013
"ID"	2008	"Ada 133"	"Ada"	1	2643	2049	1218	766	665	1242	981	983
"ID"	2008	"Ada 134"	"Ada"	1	978	851	556	272	245	520	353	463
"ID"	2008	"Ada 135"	"Ada"	1	1545	1234	808	397	342	772	567	633
"ID"	2008	"Ada 136"	"Ada"	1	1956	1479	950	480	427	937	680	754
"ID"	2008	"Ada 137"	"Ada"	1	1405	1031	683	315	267	652	454	531
"ID"	2008	"Ada 138"	"Ada"	1	1383	1075	623	409	342	617	566	466
"ID"	2008	"Ada 139"	"Ada"	2	1733	1301	650	604	534	641	412	812
"ID"	2008	"Ada 140"	"Ada"	1	1700	1337	867	428	352	866	592	706
"ID"	2008	"Ada 141"	"Ada"	1	2062	1488	893	521	453	838	717	719
"ID"	2008	"001 Indian Valley"	"Adams"	1	261	216	144	53	58	119	93	107
"ID"	2008	"002 Council"	"Adams"	1	689	546	366	138	150	295	221	272
"ID"	2008	"003 No. Council"	"Adams"	1	825	710	481	188	176	379	279	361
"ID"	2008	"004 Bear"	"Adams"	1	43	40	27	5	7	21	17	14
"ID"	2008	"005 New Meadows"	"Adams"	1	1056	825	462	330	293	425	424	361
"ID"	2008	"006 Little Salmon River"	"Adams"	1	68	50	37	14	14	29	17	31
"ID"	2008	"Pocatello 1"	"Bannock"	2	837	332	202	116	114	202	99	221
"ID"	2008	"Pocatello 2"	"Bannock"	2	884	460	267	174	142	266	128	323
"ID"	2008	"Pocatello 3"	"Bannock"	2	805	441	251	176	160	241	129	300
"ID"	2008	"Pocatello 4"	"Bannock"	2	1129	568	247	291	275	221	275	273
"ID"	2008	"Pocatello 5"	"Bannock"	2	1040	603	277	285	252	265	269	320
"ID"	2008	"Pocatello 6"	"Bannock"	2	842	434	160	250	216	159	212	207
"ID"	2008	"Pocatello 7"	"Bannock"	2	631	305	161	128	114	159	107	190
"ID"	2008	"Pocatello 8"	"Bannock"	2	669	355	132	196	154	151	164	178
"ID"	2008	"Pocatello 9"	"Bannock"	2	758	430	205	201	175	197	178	232
"ID"	2008	"Pocatello 10"	"Bannock"	2	1211	686	366	273	264	334	260	405
"ID"	2008	"Pocatello 11"	"Bannock"	2	627	330	182	133	127	171	119	200
"ID"	2008	"Pocatello 12"	"Bannock"	2	923	481	297	161	146	273	149	322
"ID"	2008	"Pocatello 13"	"Bannock"	2	898	459	257	173	158	242	168	278
"ID"	2008	"Pocatello 14"	"Bannock"	2	958	516	315	180	179	277	178	316
"ID"	2008	"Pocatello 15"	"Bannock"	2	788	446	226	179	152	228	155	275
"ID"	2008	"Pocatello 17"	"Bannock"	2	885	458	255	176	162	243	166	278
"ID"	2008	"Pocatello 18"	"Bannock"	2	860	484	296	165	157	278	149	326
"ID"	2008	"Pocatello 19"	"Bannock"	2	755	403	222	147	138	203	138	251
"ID"	2008	"Pocatello 20"	"Bannock"	2	720	430	223	184	171	216	170	245
"ID"	2008	"Pocatello 21"	"Bannock"	2	836	470	246	195	148	261	134	310
"ID"	2008	"Pocatello 22"	"Bannock"	2	949	496	277	197	182	267	158	320
"ID"	2008	"Pocatello 23"	"Bannock"	2	847	483	271	184	164	266	152	303
"ID"	2008	"Pocatello 24"	"Bannock"	2	724	369	153	199	178	158	162	192
"ID"	2008	"Pocatello 25"	"Bannock"	2	755	339	164	148	139	166	134	195
"ID"	2008	"Pocatello 26"	"Bannock"	2	926	413	165	229	198	156	189	214
"ID"	2008	"Pocatello 27"	"Bannock"	2	846	426	222	182	166	212	130	269
"ID"	2008	"Pocatello 28"	"Bannock"	2	1117	571	304	241	202	299	209	344
"ID"	2008	"Pocatello 31"	"Bannock"	2	821	373	148	202	177	161	163	198
"ID"	2008	"Pocatello 32"	"Bannock"	2	624	309	157	140	134	145	101	197
"ID"	2008	"Pocatello 34"	"Bannock"	2	869	447	271	158	133	274	126	311
"ID"	2008	"Pocatello 35"	"Bannock"	2	1105	492	307	164	137	297	130	347
"ID"	2008	"Pocatello 36"	"Bannock"	2	889	441	291	129	127	272	109	317
"ID"	2008	"Pocatello 37"	"Bannock"	2	1220	659	469	168	155	454	128	517
"ID"	2008	"Pocatello 38"	"Bannock"	2	504	254	184	66	57	175	45	201
"ID"	2008	"Pocatello 39"	"Bannock"	2	750	353	217	126	112	210	94	244
"ID"	2008	"Pocatello 40"	"Bannock"	2	437	177	117	48	46	103	46	124
"ID"	2008	"Pocatello 41"	"Bannock"	2	1256	636	366	243	194	373	182	425
"ID"	2008	"Pocatello 42"	"Bannock"	2	915	388	223	147	132	224	116	259
"ID"	2008	"Pocatello 43"	"Bannock"	2	861	510	245	233	215	232	227	262
"ID"	2008	"Chubbuck 50"	"Bannock"	2	1049	556	359	168	144	335	133	407
"ID"	2008	"Chubbuck 51"	"Bannock"	2	960	550	353	182	167	325	136	401
"ID"	2008	"Chubbuck 52"	"Bannock"	2	752	435	270	144	142	245	125	297
"ID"	2008	"Chubbuck 53"	"Bannock"	2	1106	652	369	249	230	360	213	407
"ID"	2008	"Chubbuck 54"	"Bannock"	2	546	341	232	96	82	222	81	253
"ID"	2008	"Chubbuck 55"	"Bannock"	2	1559	796	518	245	210	498	199	572
"ID"	2008	"Chubbuck 56"	"Bannock"	2	694	374	262	104	94	253	91	277
"ID"	2008	"Chubbuck 57"	"Bannock"	2	815	509	333	142	126	322	137	367
"ID"	2008	"Chubbuck 58"	"Bannock"	2	676	385	268	113	98	240	90	281
"ID"	2008	"Chubbuck 59"	"Bannock"	2	666	344	225	98	91	204	103	228
"ID"	2008	"Chubbuck 60"	"Bannock"	2	864	553	180	352	297	189	314	209
"ID"	2008	"Arimo 61"	"Bannock"	2	520	362	282	64	71	241	65	286
"ID"	2008	"Downey 62"	"Bannock"	2	546	437	309	96	111	270	101	322
"ID"	2008	"Inkom 63"	"Bannock"	2	716	463	285	157	144	257	152	303
"ID"	2008	"Lava Hot Springs 64"	"Bannock"	2	739	201	296	167	152	285	164	315
"ID"	2008	"McCammon 65"	"Bannock"	2	982	631	441	150	176	374	170	441
"ID"	2008	"Mink Creek 66"	"Bannock"	2	912	523	315	193	188	295	164	334
"ID"	2008	"Pebble Creek 67"	"Bannock"	2	675	431	295	112	116	248	115	304
"ID"	2008	"Swan Lake 68"	"Bannock"	2	66	59	49	9	10	44	7	51
"ID"	2008	"Absentee 69"	"Bannock"	2		5807	2897	2651	2491	2740	2207	3418
"ID"	2008	"Absentee 70"	"Bannock"	2		3991	1480	2313	2208	1335	2090	1770
"ID"	2008	"#1 Montpelier"	"Bear Lake"	2	567	422	320	77	98	288	67	332
"ID"	2008	"#2 Montpelier"	"Bear Lake"	2	512	390	307	74	66	281	62	304
"ID"	2008	"#3 Montpelier"	"Bear Lake"	2	507	420	285	72	70	255	69	275
"ID"	2008	"#5 Bennington"	"Bear Lake"	2	190	162	145	10	11	134	14	139
"ID"	2008	"#6 Bern"	"Bear Lake"	2	104	91	72	16	22	59	16	70
"ID"	2008	"#7 Bloomington"	"Bear Lake"	2	166	140	116	19	21	98	18	118
"ID"	2008	"#8 Dingle"	"Bear Lake"	2	191	171	130	27	32	115	29	132
"ID"	2008	"#9 Fish Haven"	"Bear Lake"	2	209	161	111	42	50	101	55	101
"ID"	2008	"#10 Geneva"	"Bear Lake"	2	87	84	59	8	7	58	8	59
"ID"	2008	"#11 Georgetown"	"Bear Lake"	2	435	353	293	38	28	278	34	301
"ID"	2008	"#12 Liberty"	"Bear Lake"	2	272	209	161	34	31	158	30	169
"ID"	2008	"#13 Paris"	"Bear Lake"	2	353	288	220	49	55	192	38	227
"ID"	2008	"#15 St. Charles"	"Bear Lake"	2	164	125	95	24	23	84	25	94
"ID"	2008	"#16 Bailey Creek"	"Bear Lake"	2	101	96	63	12	11	61	10	65
"ID"	2008	"1 Benewah"	"Benewah"	1	191	166	99	58	51	101	80	78
"ID"	2008	"2 Center"	"Benewah"	1	510	415	287	111	102	281	190	204
"ID"	2008	"3 College"	"Benewah"	1	599	464	284	157	173	252	228	198
"ID"	2008	"4 Emida"	"Benewah"	1	205	176	111	46	58	87	91	69
"ID"	2008	"5 Fernwood"	"Benewah"	1	314	229	136	61	78	114	107	104
"ID"	2008	"6 Plummer"	"Benewah"	1	982	724	367	313	262	331	383	301
"ID"	2008	"7 Santa"	"Benewah"	1	268	240	157	62	64	135	89	123
"ID"	2008	"8 St. Joe"	"Benewah"	1	56	48	34	11	13	33	24	22
"ID"	2008	"9 St. Maries"	"Benewah"	1	1019	823	564	229	245	505	355	392
"ID"	2008	"10 Tensed"	"Benewah"	1	494	396	202	169	130	187	193	170
"ID"	2008	"11 Townsite"	"Benewah"	1	788	624	405	190	201	350	320	260
"ID"	2008	"Blackfoot 1"	"Bingham"	2	1120	629	435	169	143	380	128	483
"ID"	2008	"Blackfoot 2"	"Bingham"	2	671	384	255	112	105	213	91	283
"ID"	2008	"Blackfoot 3"	"Bingham"	2	1113	533	340	174	135	301	143	377
"ID"	2008	"Blackfoot 4"	"Bingham"	2	1181	613	393	193	182	329	155	442
"ID"	2008	"Blackfoot 5"	"Bingham"	2	1293	658	412	216	180	374	170	474
"ID"	2008	"Blackfoot 6"	"Bingham"	2	1154	639	453	159	164	392	121	503
"ID"	2008	"Firth 7"	"Bingham"	2	1175	778	614	135	129	489	127	631
"ID"	2008	"Firth 8"	"Bingham"	2	922	604	468	108	106	382	118	474
"ID"	2008	"Groveland 9"	"Bingham"	2	1230	689	492	167	125	428	139	531
"ID"	2008	"Jamestown 10"	"Bingham"	2	902	621	488	91	94	425	105	507
"ID"	2008	"Moreland 11"	"Bingham"	2	693	430	310	100	94	279	89	336
"ID"	2008	"Rockford 12"	"Bingham"	2	939	578	471	74	70	406	76	489
"ID"	2008	"Shelley 13"	"Bingham"	2	1164	780	630	123	129	511	124	639
"ID"	2008	"Shelley 14"	"Bingham"	2	1239	837	662	143	140	581	133	691
"ID"	2008	"Aberdeen 15"	"Bingham"	2	1040	676	455	197	171	395	158	489
"ID"	2008	"Springfield/Sterling 16"	"Bingham"	2	377	252	196	46	43	171	45	196
"ID"	2008	"Riverside 17"	"Bingham"	2	993	593	460	117	111	389	102	483
"ID"	2008	"Pingree 18"	"Bingham"	2	648	387	297	76	65	258	61	317
"ID"	2008	"Wapello 19"	"Bingham"	2	479	317	210	86	74	171	79	226
"ID"	2008	"Fort Hall 20"	"Bingham"	2	1052	577	90	464	372	129	378	183
"ID"	2008	"Shelley 21"	"Bingham"	2	1244	824	675	100	114	586	117	690
"ID"	2008	"Groveland 22"	"Bingham"	2	721	433	329	86	89	284	72	357
"ID"	2008	"Blackfoot 23"	"Bingham"	2	601	369	270	79	67	229	61	298
"ID"	2008	"Riverside 24"	"Bingham"	2	576	340	250	73	63	221	58	267
"ID"	2008	"Moreland 25"	"Bingham"	2	783	493	393	75	80	317	83	398
"ID"	2008	"Absentee 27"	"Bingham"	2		100	70	14	11	65	28	71
"ID"	2008	"Absentee 28"	"Bingham"	2		3385	2112	1047	1002	1750	903	2378
"ID"	2008	"001 NW Ketchum"	"Blaine"	2	939	436	83	338	286	120	182	224
"ID"	2008	"002 SW Ketchum"	"Blaine"	2	1149	581	127	438	381	168	270	278
"ID"	2008	"003 N & E Ketchum"	"Blaine"	2	445	159	52	102	88	64	50	101
"ID"	2008	"004 S Ketchum"	"Blaine"	2	659	269	62	199	175	84	125	125
"ID"	2008	"005 NE Blaine County"	"Blaine"	2	722	291	94	186	166	105	105	176
"ID"	2008	"006 Hailey #1"	"Blaine"	2	1024	402	91	303	261	110	198	179
"ID"	2008	"007 Hailey #2"	"Blaine"	2	1537	543	142	381	336	156	241	275
"ID"	2008	"008 Hailey #3"	"Blaine"	2	1728	748	261	458	407	262	314	390
"ID"	2008	"009 Yale"	"Blaine"	2	10	7	5	2	0	7	0	7
"ID"	2008	"010 Bellevue"	"Blaine"	2	1741	834	363	442	394	363	308	486
"ID"	2008	"011 Gannett-Picabo"	"Blaine"	2	496	225	116	105	86	121	60	157
"ID"	2008	"012 Carey"	"Blaine"	2	522	348	242	93	94	224	47	292
"ID"	2008	"013 Sun Valley"	"Blaine"	2	1106	465	194	256	213	225	139	306
"ID"	2008	"014 Hailey #4"	"Blaine"	2	1910	756	261	474	410	302	300	426
"ID"	2008	"Absentee"	"Blaine"	2		4643	1346	3170	2829	1471	2198	2211
"ID"	2008	"30 Garden Valley"	"Boise"	1	1472	875	594	256	238	534	365	461
"ID"	2008	"40 Horseshoe Bend"	"Boise"	1	1049	671	487	153	162	427	274	363
"ID"	2008	"50 Idaho City"	"Boise"	1	784	465	265	164	161	244	232	198
"ID"	2008	"60 Lowman"	"Boise"	1	213	116	79	31	32	70	53	52
"ID"	2008	"70 Mores Creek"	"Boise"	1	1364	690	421	246	232	393	340	343
"ID"	2008	"80 Placerville"	"Boise"	1	263	154	91	48	55	83	83	66
"ID"	2008	"Absentee"	"Boise"	1		869	496	342	316	467	463	473
"ID"	2008	"1 Airport"	"Bonner"	1	892	713	374	309	262	388	368	304
"ID"	2008	"2 Algoma"	"Bonner"	1	975	768	460	277	232	465	378	344
"ID"	2008	"3 Baldy"	"Bonner"	1	1391	1047	491	505	412	494	606	353
"ID"	2008	"4 Blue Lake"	"Bonner"	1	152	135	97	32	33	82	49	73
"ID"	2008	"5 Careywood"	"Bonner"	1	895	712	453	213	185	429	287	381
"ID"	2008	"6 Clark Fork"	"Bonner"	1	843	649	384	214	200	367	298	314
"ID"	2008	"7 Cocolalla"	"Bonner"	1	612	494	303	159	136	313	186	280
"ID"	2008	"8 Colburn"	"Bonner"	1	1059	846	427	385	346	386	476	315
