state	year	precinct	county	cd	g2008_REG_tv	g2008_BALL_tv	g2008_USP_rv	g2008_USP_dv	g2008_USS_dv	g2008_USS_rv	g2008_USH_dv	g2008_USH_rv
"ID"	2008	"Northeast"	"Jerome"	2	1306	735	480	217	201	449	150	545
"ID"	2008	"Northwest"	"Jerome"	2	903	476	316	141	128	279	112	345
"ID"	2008	"Shepherd-View"	"Jerome"	2	1205	692	508	142	155	446	109	551
"ID"	2008	"Southeast"	"Jerome"	2	608	329	201	105	96	192	79	235
"ID"	2008	"Southwest"	"Jerome"	2	1168	640	424	173	172	402	151	471
"ID"	2008	"Absentee"	"Jerome"	2		1354	899	390	382	744	335	926
"ID"	2008	"1"	"Kootenai"	1	1166	721	479	200	207	401	315	364
"ID"	2008	"2"	"Kootenai"	1	1206	700	526	150	139	502	254	425
"ID"	2008	"3"	"Kootenai"	1	1288	724	514	179	169	465	284	403
"ID"	2008	"4"	"Kootenai"	1	908	523	322	178	176	305	248	257
"ID"	2008	"5"	"Kootenai"	1	1468	776	514	235	225	492	326	425
"ID"	2008	"6"	"Kootenai"	1	1819	1072	818	207	232	721	403	632
"ID"	2008	"7"	"Kootenai"	1	1480	857	566	247	261	516	368	464
"ID"	2008	"8"	"Kootenai"	1	1988	1045	713	302	281	644	449	559
"ID"	2008	"9"	"Kootenai"	1	1537	821	578	215	231	508	348	438
"ID"	2008	"10"	"Kootenai"	1	757	400	265	115	119	230	185	203
"ID"	2008	"11"	"Kootenai"	1	1171	617	415	179	178	379	256	335
"ID"	2008	"12"	"Kootenai"	1	658	332	227	96	90	208	133	184
"ID"	2008	"13"	"Kootenai"	1	589	304	222	74	59	225	97	196
"ID"	2008	"14"	"Kootenai"	1	1202	650	462	163	156	419	282	345
"ID"	2008	"15"	"Kootenai"	1	1514	824	540	260	228	527	356	440
"ID"	2008	"16"	"Kootenai"	1	1604	817	585	217	185	571	321	463
"ID"	2008	"17"	"Kootenai"	1	970	569	378	167	152	360	232	308
"ID"	2008	"18"	"Kootenai"	1	1867	974	668	262	264	611	412	529
"ID"	2008	"19"	"Kootenai"	1	1347	760	526	200	201	478	326	399
"ID"	2008	"20"	"Kootenai"	1	1654	570	373	166	158	344	242	291
"ID"	2008	"21"	"Kootenai"	1	1116	587	385	178	165	368	253	312
"ID"	2008	"22"	"Kootenai"	1	1549	714	516	185	172	487	263	437
"ID"	2008	"23"	"Kootenai"	1	1209	680	445	201	191	416	322	334
"ID"	2008	"24"	"Kootenai"	1	907	507	317	166	162	289	241	240
"ID"	2008	"25"	"Kootenai"	1	1505	838	538	267	250	479	368	434
"ID"	2008	"26"	"Kootenai"	1	857	495	286	192	176	277	246	230
"ID"	2008	"27"	"Kootenai"	1	860	419	268	140	130	247	197	203
"ID"	2008	"28"	"Kootenai"	1	1733	977	630	311	270	615	410	532
"ID"	2008	"29"	"Kootenai"	1	893	522	323	159	177	267	273	230
"ID"	2008	"30"	"Kootenai"	1	1371	742	512	201	209	442	308	400
"ID"	2008	"31"	"Kootenai"	1	498	205	113	75	75	101	112	83
"ID"	2008	"32"	"Kootenai"	1	1253	639	387	217	205	343	310	296
"ID"	2008	"33"	"Kootenai"	1	735	389	234	135	119	227	188	190
"ID"	2008	"34"	"Kootenai"	1	1523	763	526	207	185	505	293	447
"ID"	2008	"35"	"Kootenai"	1	974	517	329	167	165	311	222	274
"ID"	2008	"36"	"Kootenai"	1	1316	640	453	162	151	440	250	368
"ID"	2008	"37"	"Kootenai"	1	888	432	271	148	144	249	194	224
"ID"	2008	"38"	"Kootenai"	1	2835	1540	963	531	463	922	676	802
"ID"	2008	"39"	"Kootenai"	1	1927	818	473	318	275	466	403	389
"ID"	2008	"40"	"Kootenai"	1	1231	725	486	198	195	459	288	403
"ID"	2008	"41"	"Kootenai"	1	1025	473	294	166	155	278	253	207
"ID"	2008	"42"	"Kootenai"	1	663	361	192	158	148	177	210	142
"ID"	2008	"43"	"Kootenai"	1	998	455	255	187	157	256	230	206
"ID"	2008	"44"	"Kootenai"	1	1075	491	290	183	189	251	245	219
"ID"	2008	"45"	"Kootenai"	1	1534	669	397	252	246	368	334	313
"ID"	2008	"46"	"Kootenai"	1	1699	759	473	258	225	480	333	404
"ID"	2008	"47"	"Kootenai"	1	908	415	214	182	160	205	224	172
"ID"	2008	"48"	"Kootenai"	1	989	506	273	205	190	251	270	206
"ID"	2008	"49"	"Kootenai"	1	927	476	267	199	183	252	250	212
"ID"	2008	"50"	"Kootenai"	1	1208	552	340	196	158	346	249	274
"ID"	2008	"51"	"Kootenai"	1	785	308	143	152	136	131	182	112
"ID"	2008	"52"	"Kootenai"	1	874	434	227	182	169	212	240	167
"ID"	2008	"53"	"Kootenai"	1	1121	524	274	226	216	249	293	212
"ID"	2008	"54"	"Kootenai"	1	1103	413	157	226	208	164	252	141
"ID"	2008	"55"	"Kootenai"	1	933	413	150	236	197	153	257	136
"ID"	2008	"56"	"Kootenai"	1	824	409	176	214	193	179	240	154
"ID"	2008	"57"	"Kootenai"	1	907	433	208	194	181	205	250	174
"ID"	2008	"58"	"Kootenai"	1	1018	470	179	259	226	178	303	142
"ID"	2008	"59"	"Kootenai"	1	712	312	142	150	137	124	179	106
"ID"	2008	"60"	"Kootenai"	1	633	299	119	164	146	118	187	104
"ID"	2008	"61"	"Kootenai"	1	1069	505	374	118	113	362	200	287
"ID"	2008	"62"	"Kootenai"	1	554	376	223	133	145	201	207	164
"ID"	2008	"63"	"Kootenai"	1	1124	607	432	149	139	417	223	365
"ID"	2008	"64"	"Kootenai"	1	761	347	266	66	72	248	117	220
"ID"	2008	"65"	"Kootenai"	1	846	480	327	139	125	321	188	272
"ID"	2008	"66"	"Kootenai"	1	915	557	355	180	154	356	230	308
"ID"	2008	"67"	"Kootenai"	1	587	278	192	77	72	180	125	150
"ID"	2008	"68"	"Kootenai"	1	230	135	83	45	51	74	75	59
"ID"	2008	"69"	"Kootenai"	1	1151	624	300	293	256	288	358	246
"ID"	2008	"70"	"Kootenai"	1	290	152	90	52	58	81	80	69
"ID"	2008	"71"	"Kootenai"	1	392	265	165	85	84	154	123	133
"ID"	2008	"Absentee 2"	"Kootenai"	1		315	174	132	120	179	163	145
"ID"	2008	"Absentee 3"	"Kootenai"	1		7404	4581	2562	2357	4382	3439	3657
"ID"	2008	"Absentee 4"	"Kootenai"	1		7826	3898	3618	3355	3721	4465	3050
"ID"	2008	"Absentee 5"	"Kootenai"	1		6786	4011	2512	2247	3828	3289	3245
"ID"	2008	"Moscow 1"	"Latah"	1	849	403	128	251	200	137	208	155
"ID"	2008	"Moscow 2"	"Latah"	1	1618	802	325	438	381	331	449	305
"ID"	2008	"Moscow 3"	"Latah"	1	1064	581	287	262	248	286	312	247
"ID"	2008	"Moscow 4"	"Latah"	1	973	547	269	245	233	257	317	215
"ID"	2008	"Moscow 5"	"Latah"	1	1154	673	323	327	304	320	399	249
"ID"	2008	"Moscow 6"	"Latah"	1	1202	550	175	337	328	171	365	167
"ID"	2008	"Moscow 7"	"Latah"	1	990	510	258	228	217	236	271	215
"ID"	2008	"Moscow 8"	"Latah"	1	721	391	160	217	163	176	198	147
"ID"	2008	"Moscow 9"	"Latah"	1	893	491	217	247	239	222	304	175
"ID"	2008	"Moscow 10"	"Latah"	1	1033	539	198	320	312	192	368	160
"ID"	2008	"Moscow 11"	"Latah"	1	1016	563	185	337	325	176	382	163
"ID"	2008	"Moscow 12"	"Latah"	1	1053	584	288	276	255	293	329	238
"ID"	2008	"Moscow 13"	"Latah"	1	830	406	144	244	236	148	271	120
"ID"	2008	"Moscow 14"	"Latah"	1	1201	553	193	310	301	200	345	185
"ID"	2008	"Moscow 15"	"Latah"	1	1274	652	230	389	378	221	421	208
"ID"	2008	"Moscow 16"	"Latah"	1	1256	563	165	371	321	164	367	151
"ID"	2008	"Moscow 17"	"Latah"	1	942	544	257	258	249	253	315	208
"ID"	2008	"Moscow 18"	"Latah"	1	1191	538	176	328	275	187	315	177
"ID"	2008	"19 Deary"	"Latah"	1	858	578	339	207	241	304	303	256
"ID"	2008	"20 Farmington"	"Latah"	1	37	31	26	5	4	26	12	19
"ID"	2008	"21 Genesee"	"Latah"	1	1016	643	364	252	258	343	342	293
"ID"	2008	"22 Harvard"	"Latah"	1	257	168	121	43	52	104	72	91
"ID"	2008	"23 Juliaetta"	"Latah"	1	495	346	211	111	152	164	172	161
"ID"	2008	"24 Kendrick"	"Latah"	1	417	282	172	94	109	148	142	132
"ID"	2008	"25 Linden"	"Latah"	1	78	70	50	15	21	45	33	36
"ID"	2008	"26 Palouse"	"Latah"	1	326	201	130	66	63	121	97	97
"ID"	2008	"27 Potlatch"	"Latah"	1	896	611	357	218	235	324	322	261
"ID"	2008	"28 Princeton"	"Latah"	1	426	299	198	82	94	193	131	163
"ID"	2008	"29 Troy"	"Latah"	1	1327	857	435	368	384	403	495	338
"ID"	2008	"30 Viola"	"Latah"	1	386	257	157	87	89	152	122	128
"ID"	2008	"31 Cora"	"Latah"	1	212	135	85	44	49	77	63	68
"ID"	2008	"32 Bovill"	"Latah"	1	182	119	55	50	54	50	71	39
"ID"	2008	"Absentee"	"Latah"	1		3584	1310	2168	2084	1282	2482	996
"ID"	2008	"Salmon"	"Lemhi"	2	1372	1031	727	254	237	629	237	748
"ID"	2008	"Depot"	"Lemhi"	2	1191	918	685	196	186	611	160	723
"ID"	2008	"Brooklyn"	"Lemhi"	2	1654	1258	794	417	356	725	335	856
"ID"	2008	"North Fork"	"Lemhi"	2	328	281	188	80	78	161	78	181
"ID"	2008	"Mineral Hill"	"Lemhi"	2	55	51	37	11	14	31	15	35
"ID"	2008	"Iron Creek"	"Lemhi"	2	215	179	135	36	45	107	52	116
"ID"	2008	"Pahsimeroi"	"Lemhi"	2	89	79	61	13	9	55	16	59
"ID"	2008	"Lemhi"	"Lemhi"	2	287	216	169	33	32	136	32	170
"ID"	2008	"Junction"	"Lemhi"	2	221	173	142	21	29	115	30	134
"ID"	2008	"001 Nezperce"	"Lewis"	1	467	406	254	128	114	251	207	183
"ID"	2008	"002 West Kamiah"	"Lewis"	1	693	497	343	122	131	306	220	253
"ID"	2008	"003 East Kamiah"	"Lewis"	1	238	165	121	31	38	111	60	94
"ID"	2008	"004 Craigmont"	"Lewis"	1	442	370	263	91	108	211	173	167
"ID"	2008	"005 Winchester"	"Lewis"	1	355	315	224	79	81	198	141	160
"ID"	2008	"006 Reubens"	"Lewis"	1	53	44	26	16	8	30	15	26
"ID"	2008	"007 Mohler"	"Lewis"	1	52	47	36	8	10	35	21	25
"ID"	2008	"008 Slickpoo"	"Lewis"	1	13	12	8	4	2	8	9	2
"ID"	2008	"Shoshone #1"	"Lincoln"	2	444	334	201	110	112	171	91	220
"ID"	2008	"Shoshone #2"	"Lincoln"	2	511	384	196	174	147	177	117	236
"ID"	2008	"N. Shoshone #3"	"Lincoln"	2	469	358	248	94	89	220	80	262
"ID"	2008	"Richfield #4"	"Lincoln"	2	582	444	299	117	125	255	99	313
"ID"	2008	"Dietrich #5"	"Lincoln"	2	433	353	265	48	48	227	43	266
"ID"	2008	"Kimama #6"	"Lincoln"	2	32	26	23	2	0	18	4	18
"ID"	2008	"1"	"Madison"	2	391	274	236	23	30	186	23	237
"ID"	2008	"2"	"Madison"	2	1116	742	615	101	84	531	86	630
"ID"	2008	"3"	"Madison"	2	1231	853	742	76	66	631	73	761
"ID"	2008	"4"	"Madison"	2	498	351	298	31	26	265	33	310
"ID"	2008	"5"	"Madison"	2	1572	930	755	117	92	652	90	799
"ID"	2008	"6"	"Madison"	2	1147	821	710	86	73	609	75	728
"ID"	2008	"7"	"Madison"	2	1384	886	746	96	62	622	57	784
"ID"	2008	"8"	"Madison"	2	2246	1486	1250	186	122	1144	128	1269
"ID"	2008	"9"	"Madison"	2	921	505	416	66	44	370	43	414
"ID"	2008	"10"	"Madison"	2	1039	536	449	55	34	401	43	447
"ID"	2008	"11"	"Madison"	2	344	198	178	16	12	153	13	167
"ID"	2008	"12"	"Madison"	2	310	231	197	18	17	166	22	180
"ID"	2008	"13"	"Madison"	2	204	148	127	15	4	121	10	126
"ID"	2008	"14"	"Madison"	2	550	361	280	53	37	237	35	283
"ID"	2008	"15"	"Madison"	2	1530	927	811	82	57	731	53	822
"ID"	2008	"16"	"Madison"	2	2044	1217	980	183	143	878	120	1045
"ID"	2008	"17"	"Madison"	2	249	177	145	22	18	120	20	152
"ID"	2008	"18"	"Madison"	2	896	645	537	87	70	425	66	556
"ID"	2008	"19"	"Madison"	2	792	535	478	44	58	388	51	474
"ID"	2008	"Absentee"	"Madison"	2		1507	1181	270	233	922	179	1262
"ID"	2008	"001 Acequia"	"Minidoka"	2	826	506	412	78	75	355	72	403
"ID"	2008	"002 Emerson"	"Minidoka"	2	1021	691	540	117	115	465	114	556
"ID"	2008	"003 Heyburn #1"	"Minidoka"	2	1020	576	397	146	151	339	153	405
"ID"	2008	"004 Heyburn #2"	"Minidoka"	2	1056	712	553	140	127	474	138	543
"ID"	2008	"005 Paul"	"Minidoka"	2	890	607	429	144	133	383	135	445
"ID"	2008	"006 Pioneer"	"Minidoka"	2	1040	648	500	108	103	441	89	542
"ID"	2008	"007 Rupert #1"	"Minidoka"	2	728	430	281	115	117	274	112	304
"ID"	2008	"008 Rupert #2"	"Minidoka"	2	785	464	322	105	102	279	104	347
"ID"	2008	"009 Rupert #3"	"Minidoka"	2	583	297	199	75	84	175	87	195
"ID"	2008	"010 Rupert #4"	"Minidoka"	2	773	490	345	112	109	311	120	347
"ID"	2008	"011 Rupert #5"	"Minidoka"	2	687	390	270	93	106	235	96	274
"ID"	2008	"Absentee"	"Minidoka"	2		1307	839	397	359	715	341	901
"ID"	2008	"Lewiston 1"	"Nez Perce"	1	360	207	92	95	101	86	127	67
"ID"	2008	"Lewiston 2"	"Nez Perce"	1	445	312	132	166	147	131	183	106
"ID"	2008	"Lewiston 3"	"Nez Perce"	1	405	277	109	153	141	114	170	94
"ID"	2008	"Lewiston 4"	"Nez Perce"	1	481	350	170	165	159	158	206	123
"ID"	2008	"Lewiston 5"	"Nez Perce"	1	466	355	195	140	147	181	181	154
"ID"	2008	"Lewiston 6"	"Nez Perce"	1	683	568	389	167	179	360	254	293
"ID"	2008	"Lewiston 7"	"Nez Perce"	1	783	552	275	258	246	259	320	212
"ID"	2008	"Lewiston 8"	"Nez Perce"	1	643	492	260	205	198	258	284	183
"ID"	2008	"Lewiston 9"	"Nez Perce"	1	811	617	315	281	292	273	364	220
"ID"	2008	"Lewiston 10"	"Nez Perce"	1	707	527	296	210	216	258	289	213
"ID"	2008	"Lewiston 11"	"Nez Perce"	1	605	437	223	191	201	187	246	166
"ID"	2008	"Lewiston 12"	"Nez Perce"	1	1142	922	580	314	300	575	454	439
"ID"	2008	"Lewiston 13"	"Nez Perce"	1	1197	927	545	352	369	499	501	384
"ID"	2008	"Lewiston 14"	"Nez Perce"	1	653	459	257	164	186	229	260	183
"ID"	2008	"Lewiston 15"	"Nez Perce"	1	1136	869	427	389	395	398	505	289
"ID"	2008	"Lewiston 16"	"Nez Perce"	1	796	585	329	212	246	281	309	247
"ID"	2008	"Lewiston 17"	"Nez Perce"	1	718	516	288	208	208	261	281	215
"ID"	2008	"Lewiston 18"	"Nez Perce"	1	849	647	367	246	270	339	371	247
"ID"	2008	"Lewiston 19"	"Nez Perce"	1	511	379	222	127	155	189	195	166
"ID"	2008	"Lewiston 20"	"Nez Perce"	1	804	609	331	250	275	280	322	253
"ID"	2008	"Lewiston 21"	"Nez Perce"	1	992	769	473	259	293	420	391	340
"ID"	2008	"Lewiston 22"	"Nez Perce"	1	749	536	314	201	209	276	274	228
"ID"	2008	"Lewiston 23"	"Nez Perce"	1	940	714	433	246	272	373	370	312
"ID"	2008	"Lewiston 24"	"Nez Perce"	1	1040	808	494	280	320	423	436	345
"ID"	2008	"Lewiston 25"	"Nez Perce"	1	1082	868	567	256	315	465	426	390
"ID"	2008	"Lewiston 26"	"Nez Perce"	1	1059	798	477	289	335	405	432	333
"ID"	2008	"Culdesac 30"	"Nez Perce"	1	416	318	186	116	147	147	166	135
"ID"	2008	"Gifford 31"	"Nez Perce"	1	183	147	105	38	51	86	76	69
"ID"	2008	"Hatwai 32"	"Nez Perce"	1	458	333	194	123	136	172	168	148
"ID"	2008	"Lapwai 33"	"Nez Perce"	1	949	644	140	464	469	118	500	117
"ID"	2008	"Leland 34"	"Nez Perce"	1	256	212	160	43	60	136	84	119
"ID"	2008	"Lenore 35"	"Nez Perce"	1	291	234	129	92	96	117	121	105
"ID"	2008	"Peck 36"	"Nez Perce"	1	259	216	129	80	99	103	118	93
"ID"	2008	"Rimrock 37"	"Nez Perce"	1	118	94	68	24	31	58	40	51
"ID"	2008	"Spalding 38"	"Nez Perce"	1	438	351	211	124	129	197	170	162
"ID"	2008	"Tammany 39"	"Nez Perce"	1	650	531	377	135	143	348	199	314
"ID"	2008	"Webb 40"	"Nez Perce"	1	207	164	98	60	64	81	89	66
"ID"	2008	"Malad 1"	"Oneida"	2	801	631	490	112	124	427	99	490
"ID"	2008	"Malad 2"	"Oneida"	2	674	521	369	129	118	332	101	376
"ID"	2008	"Malad 3"	"Oneida"	2	691	534	418	89	94	371	83	428
"ID"	2008	"Malad 4"	"Oneida"	2	474	372	314	38	34	276	49	304
"ID"	2008	"Curlew 5"	"Oneida"	2	120	97	80	9	7	73	7	78
"ID"	2008	"Holbrook 6"	"Oneida"	2	81	62	53	4	8	44	9	48
"ID"	2008	"01 N. Homedale"	"Owyhee"	1	795	567	355	180	156	330	243	288
"ID"	2008	"02 S. Homedale"	"Owyhee"	1	1040	721	519	166	151	482	263	418
"ID"	2008	"03 N. Marsing"	"Owyhee"	1	738	493	348	114	122	293	204	271
"ID"	2008	"04 S. Marsing"	"Owyhee"	1	726	505	369	124	121	322	188	282
"ID"	2008	"05 Pleasant Valley"	"Owyhee"	1	77	66	63	1	1	62	8	58
"ID"	2008	"06 Wilson"	"Owyhee"	1	489	363	279	65	60	249	99	251
"ID"	2008	"07 Murphy"	"Owyhee"	1	259	167	131	29	28	118	50	107
"ID"	2008	"08 Oreana"	"Owyhee"	1	151	122	103	10	15	87	34	82
"ID"	2008	"09 Grand View"	"Owyhee"	1	512	379	278	59	66	268	121	233
"ID"	2008	"10 Bruneau"	"Owyhee"	1	368	262	196	52	56	176	78	175
"ID"	2008	"11 Riddle"	"Owyhee"	1	106	59	16	36	37	16	35	24
"ID"	2008	"12 Three Creek"	"Owyhee"	1	19	17	15	2	3	14	3	14
"ID"	2008	"Absentee"	"Owyhee"	1		466	352	106	102	326	168	278
"ID"	2008	"1"	"Payette"	1	960	510	325	160	142	309	239	257
"ID"	2008	"2"	"Payette"	1	2044	991	731	221	211	704	420	548
"ID"	2008	"3"	"Payette"	1	1000	496	316	157	150	280	258	211
"ID"	2008	"4"	"Payette"	1	608	288	211	65	82	176	118	161
"ID"	2008	"5"	"Payette"	1	1628	903	631	230	218	577	386	466
"ID"	2008	"6"	"Payette"	1	1366	635	453	164	161	423	276	349
"ID"	2008	"7"	"Payette"	1	337	191	152	37	38	145	72	116
"ID"	2008	"8"	"Payette"	1	1911	885	641	206	200	595	359	498
"ID"	2008	"9"	"Payette"	1	1280	754	555	149	152	517	288	455
"ID"	2008	"10"	"Payette"	1	200	135	95	34	32	88	56	75
"ID"	2008	"Absentee"	"Payette"	1		2987	1878	992	946	1740	1514	1374
"ID"	2008	"1"	"Power"	2	760	497	277	208	176	277	131	337
"ID"	2008	"2"	"Power"	2	968	645	383	243	190	380	164	454
"ID"	2008	"3"	"Power"	2	1071	700	427	241	228	397	184	479
"ID"	2008	"4"	"Power"	2	354	248	185	53	45	161	34	198
"ID"	2008	"5"	"Power"	2	128	99	88	11	12	84	8	88
"ID"	2008	"6"	"Power"	2	433	290	163	110	87	154	89	184
"ID"	2008	"Absentee"	"Power"	2		421	231	161	166	188	126	267
"ID"	2008	"01-Prichard/Murray"	"Shoshone"	1	173	127	63	53	52	60	73	48
"ID"	2008	"02-Mullan"	"Shoshone"	1	467	357	122	193	214	100	244	83
"ID"	2008	"03-Wallace"	"Shoshone"	1	431	271	122	123	120	113	180	76
"ID"	2008	"04-Wallace"	"Shoshone"	1	357	251	110	126	125	101	158	80
"ID"	2008	"05-Silverton"	"Shoshone"	1	380	267	144	111	115	118	156	96
"ID"	2008	"06-Osburn"	"Shoshone"	1	569	419	206	177	171	196	249	156
"ID"	2008	"07-Osburn"	"Shoshone"	1	639	450	233	191	213	189	278	159
"ID"	2008	"08-Kellogg"	"Shoshone"	1	377	260	134	107	100	134	141	104
"ID"	2008	"09-Kellogg"	"Shoshone"	1	725	536	264	213	258	205	338	173
"ID"	2008	"10-Kellogg"	"Shoshone"	1	318	214	110	91	101	87	140	67
"ID"	2008	"11-Wardner"	"Shoshone"	1	116	70	34	31	37	24	43	25
"ID"	2008	"12-Smelterville"	"Shoshone"	1	365	263	97	142	151	79	174	75
"ID"	2008	"13-Pinehurst"	"Shoshone"	1	341	247	137	94	110	113	134	96
"ID"	2008	"14-Pinehurst"	"Shoshone"	1	891	653	363	250	285	312	395	224
"ID"	2008	"15-Kingston"	"Shoshone"	1	820	610	344	238	238	312	347	242
"ID"	2008	"16-Calder"	"Shoshone"	1	96	78	50	21	22	46	37	39
"ID"	2008	"17-Clarkia"	"Shoshone"	1	50	42	21	16	21	17	30	10
"ID"	2008	"18-Avery"	"Shoshone"	1	51	39	24	15	17	17	22	17
"ID"	2008	"Absentee"	"Shoshone"	1		754	375	329	344	329	424	282
"ID"	2008	"1"	"Teton"	2	1462	684	378	287	254	304	250	397
"ID"	2008	"2"	"Teton"	2	1740	608	345	246	223	301	208	360
"ID"	2008	"3"	"Teton"	2	1515	514	244	259	210	203	197	281
"ID"	2008	"4"	"Teton"	2	1358	513	311	184	162	209	146	340
"ID"	2008	"Absentee"	"Teton"	2		2398	985	1326	1223	795	1145	1109
"ID"	2008	"Buhl 1"	"Twin Falls"	2	694	481	329	126	153	257	116	341
"ID"	2008	"Buhl 2"	"Twin Falls"	2	579	393	261	108	114	221	81	292
"ID"	2008	"Buhl 3"	"Twin Falls"	2	429	293	202	77	83	167	63	213
"ID"	2008	"Buhl 4"	"Twin Falls"	2	627	381	232	122	132	194	109	241
"ID"	2008	"Buhl 5"	"Twin Falls"	2	352	251	140	88	84	127	85	154
"ID"	2008	"Buhl 6"	"Twin Falls"	2	251	170	104	56	59	91	51	110
"ID"	2008	"Buhl 7"	"Twin Falls"	2	918	614	394	180	163	356	142	432
"ID"	2008	"Castleford"	"Twin Falls"	2	503	342	257	71	81	200	62	252
"ID"	2008	"Clover"	"Twin Falls"	2	203	159	120	25	27	103	20	132
"ID"	2008	"Deep Creek"	"Twin Falls"	2	605	403	277	102	112	240	89	301
"ID"	2008	"Filer 1"	"Twin Falls"	2	770	522	357	137	150	306	115	381
"ID"	2008	"Filer 2"	"Twin Falls"	2	855	537	396	113	109	350	90	421
"ID"	2008	"Filer 3"	"Twin Falls"	2	935	631	459	145	151	398	110	490
"ID"	2008	"Hansen"	"Twin Falls"	2	1262	829	632	156	175	545	149	641
"ID"	2008	"Hollister"	"Twin Falls"	2	679	448	333	90	102	279	99	329
"ID"	2008	"Kimberly 1"	"Twin Falls"	2	895	648	472	144	141	424	101	506
"ID"	2008	"Kimberly 2"	"Twin Falls"	2	1192	794	602	150	173	507	151	609
"ID"	2008	"Kimberly 3"	"Twin Falls"	2	622	379	278	80	87	229	70	289
"ID"	2008	"Maroa"	"Twin Falls"	2	320	202	155	35	46	125	41	148
"ID"	2008	"Murtaugh"	"Twin Falls"	2	423	273	205	50	47	193	41	217
"ID"	2008	"Outside Twin Falls 21"	"Twin Falls"	2	274	128	105	20	28	88	15	105
"ID"	2008	"Outside Twin Falls 22"	"Twin Falls"	2	940	523	421	86	108	355	83	420
"ID"	2008	"Outside Twin Falls 23"	"Twin Falls"	2	1114	668	455	172	168	401	148	482
"ID"	2008	"Outside Twin Falls 24"	"Twin Falls"	2	748	400	301	86	92	275	69	322
"ID"	2008	"Outside Twin Falls 25"	"Twin Falls"	2	1187	633	469	142	135	440	96	503
"ID"	2008	"Twin Falls 1"	"Twin Falls"	2	672	337	184	117	136	162	99	213
"ID"	2008	"Twin Falls 2"	"Twin Falls"	2	590	279	143	110	87	145	90	170
"ID"	2008	"Twin Falls 3"	"Twin Falls"	2	663	396	240	119	118	220	104	263
"ID"	2008	"Twin Falls 4"	"Twin Falls"	2	1711	805	494	285	251	459	214	548
"ID"	2008	"Twin Falls 5"	"Twin Falls"	2	2251	1261	782	391	371	735	293	879
"ID"	2008	"Twin Falls 6"	"Twin Falls"	2	701	396	213	158	164	181	135	237
"ID"	2008	"Twin Falls 7"	"Twin Falls"	2	844	390	232	135	129	187	98	252
"ID"	2008	"Twin Falls 8"	"Twin Falls"	2	809	414	233	158	145	221	111	274
"ID"	2008	"Twin Falls 9"	"Twin Falls"	2	454	248	177	58	56	176	45	196
"ID"	2008	"Twin Falls 10"	"Twin Falls"	2	475	252	155	84	76	140	65	173
"ID"	2008	"Twin Falls 11"	"Twin Falls"	2	1212	698	471	191	194	438	121	542
"ID"	2008	"Twin Falls 12"	"Twin Falls"	2	651	345	215	105	107	203	85	244
"ID"	2008	"Twin Falls 13"	"Twin Falls"	2	1473	699	488	187	180	467	144	527
"ID"	2008	"Twin Falls 14"	"Twin Falls"	2	1566	837	583	218	205	549	144	650
"ID"	2008	"Twin Falls 15"	"Twin Falls"	2	1595	879	547	287	263	488	209	626
"ID"	2008	"Twin Falls 16"	"Twin Falls"	2	558	306	177	108	111	160	85	200
"ID"	2008	"Twin Falls 17"	"Twin Falls"	2	759	369	207	137	130	182	110	239
"ID"	2008	"Twin Falls 18"	"Twin Falls"	2	1611	977	626	302	283	584	231	689
"ID"	2008	"Twin Falls 19"	"Twin Falls"	2	1167	637	426	177	188	366	127	457
"ID"	2008	"Twin Falls 20"	"Twin Falls"	2	541	324	167	128	117	166	114	189
"ID"	2008	"Absentee 23"	"Twin Falls"	2		2641	1616	900	840	1423	716	1793
"ID"	2008	"Absentee 24"	"Twin Falls"	2		4633	2700	1705	1616	2440	1299	3089
"ID"	2008	"Alpha"	"Vallet"	1	438	190	130	45	52	126	83	98
"ID"	2008	"Cascade"	"Vallet"	1	714	335	171	144	128	169	190	134
"ID"	2008	"Donnelly"	"Vallet"	1	89	51	21	30	23	25	31	19
"ID"	2008	"McCall"	"Vallet"	1	2101	1057	448	578	543	444	667	363
"ID"	2008	"Payette"	"Vallet"	1	1016	569	275	269	259	261	338	212
"ID"	2008	"Roseberry"	"Vallet"	1	1931	1028	538	465	413	539	578	418
"ID"	2008	"West Mountain"	"Vallet"	1	682	352	232	108	98	230	161	182
"ID"	2008	"Yellow Pine"	"Vallet"	1	78	56	40	10	9	39	17	33
"ID"	2008	"Absentee"	"Vallet"	1		1722	917	756	740	861	993	665
"ID"	2008	"01 Eaton Hale"	"Washington"	1	622	485	363	103	109	323	208	264
"ID"	2008	"02 West Weiser"	"Washington"	1	514	380	221	137	141	179	195	159
"ID"	2008	"03 South Weiser"	"Washington"	1	428	315	179	118	119	151	176	127
"ID"	2008	"04 Weiser"	"Washington"	1	661	510	329	162	170	292	265	219
"ID"	2008	"05 Middle Weiser"	"Washington"	1	486	372	209	129	141	183	197	152
"ID"	2008	"06 East Weiser"	"Washington"	1	393	330	247	65	67	218	111	200
"ID"	2008	"07 Midvale"	"Washington"	1	492	422	351	56	77	281	120	277
"ID"	2008	"08 Cambridge"	"Washington"	1	687	561	407	135	146	353	237	295
"ID"	2008	"09 Pioneer"	"Washington"	1	690	477	263	190	189	228	254	188
"ID"	2008	"10 Sunnyside"	"Washington"	1	498	426	340	76	87	295	149	265
