state	year	county	precinct	g2000_USP_dv	g2000_USP_rv	g2000_USP_tv	g2000_USS_dv	g2000_USS_rv	g2000_USS_tv	g2000_USH_dv	g2000_USH_rv	g2000_USH_tv	g2000_GOV_dv	g2000_GOV_rv	g2000_GOV_tv	cd	ld
"MT"	2000	"Glacier"	"7"	4	2	6	5	1	6	4	2	6	5	0	5	1	86
"MT"	2000	"Glacier"	"8"	135	15	150	140	14	154	148	5	153	143	13	156	1	86
"MT"	2000	"Glacier"	"9"	636	91	727	677	68	745	699	53	752	681	69	750	1	85
"MT"	2000	"Golden Valley"	"1"	39	211	250	81	171	252	63	182	245	66	194	260	1	8
"MT"	2000	"Golden Valley"	"2"	49	194	243	76	172	248	82	169	251	71	188	259	1	8
"MT"	2000	"Granite"	"1"	75	288	363	162	227	389	145	237	382	146	238	384	1	58
"MT"	2000	"Granite"	"10"	81	366	447	156	313	469	173	292	465	157	314	471	1	58
"MT"	2000	"Granite"	"2"	109	328	437	176	289	465	203	263	466	168	285	453	1	58
"MT"	2000	"Granite"	"9"	30	199	229	58	177	235	64	267	331	57	173	230	1	58
"MT"	2000	"Hill"	"1"	116	136	252	174	104	278	144	134	278	178	99	277	1	91
"MT"	2000	"Hill"	"10"	102	63	165	128	48	176	123	55	178	127	42	169	1	91
"MT"	2000	"Hill"	"11"	95	89	184	141	65	206	133	74	207	145	58	203	1	91
"MT"	2000	"Hill"	"12"	134	143	277	161	115	276	162	117	279	174	100	274	1	91
"MT"	2000	"Hill"	"13"	91	136	227	151	95	246	126	116	242	153	92	245	1	90
"MT"	2000	"Hill"	"14"	76	240	316	135	198	333	123	204	327	136	190	326	1	92
"MT"	2000	"Hill"	"15"	148	222	370	197	194	391	187	203	390	221	169	390	1	90
"MT"	2000	"Hill"	"16"	178	227	405	242	171	413	223	187	410	258	157	415	1	91
"MT"	2000	"Hill"	"18"	76	21	97	75	27	102	82	20	102	78	18	96	1	92
"MT"	2000	"Hill"	"19"	31	128	159	67	102	169	74	92	166	60	101	161	1	90
"MT"	2000	"Hill"	"2"	88	96	184	129	68	197	112	82	194	116	77	193	1	91
"MT"	2000	"Hill"	"20"	33	141	174	68	113	181	73	102	175	63	113	176	1	90
"MT"	2000	"Hill"	"21"	44	120	164	67	98	165	70	98	168	64	99	163	1	90
"MT"	2000	"Hill"	"22"	47	154	201	87	125	212	82	126	208	81	129	210	1	90
"MT"	2000	"Hill"	"23"	21	96	117	38	83	121	37	83	120	41	79	120	1	89
"MT"	2000	"Hill"	"25"	51	163	214	80	133	213	79	136	215	85	130	215	1	91
"MT"	2000	"Hill"	"28"	476	28	504	451	88	539	535	18	553	504	34	538	1	92
"MT"	2000	"Hill"	"3"	142	188	330	193	152	345	177	173	350	215	131	346	1	90
"MT"	2000	"Hill"	"4"	159	188	347	206	151	357	191	162	353	225	131	356	1	90
"MT"	2000	"Hill"	"5"	53	67	120	78	53	131	72	65	137	83	52	135	1	91
"MT"	2000	"Hill"	"6"	114	155	269	166	121	287	157	131	288	179	105	284	1	90
"MT"	2000	"Hill"	"7"	148	173	321	194	129	323	185	144	329	201	128	329	1	90
"MT"	2000	"Hill"	"8"	166	256	422	233	206	439	218	218	436	237	202	439	1	90
"MT"	2000	"Hill"	"9"	171	162	333	225	118	343	222	124	346	234	108	342	1	90
"MT"	2000	"Jefferson"	"1"	234	499	733	336	428	764	327	423	750	293	466	759	1	39
"MT"	2000	"Jefferson"	"12"	43	74	117	69	51	120	67	38	105	61	64	125	1	39
"MT"	2000	"Jefferson"	"15"	23	33	56	36	22	58	33	23	56	33	24	57	1	39
"MT"	2000	"Jefferson"	"2"	77	133	210	119	109	228	107	110	217	105	126	231	1	39
"MT"	2000	"Jefferson"	"20"	143	240	383	215	189	404	200	194	394	187	209	396	1	39
"MT"	2000	"Jefferson"	"27"	361	774	1135	523	656	1179	481	693	1174	461	712	1173	1	39
"MT"	2000	"Jefferson"	"3"	152	227	379	211	184	395	213	182	395	214	187	401	1	39
"MT"	2000	"Jefferson"	"4"	120	324	444	207	267	474	187	279	466	178	301	479	1	39
"MT"	2000	"Jefferson"	"5"	205	660	865	333	563	896	311	566	877	311	573	884	1	39
"MT"	2000	"Jefferson"	"7"	147	237	384	218	192	410	212	189	401	221	203	424	1	39
"MT"	2000	"Jefferson"	"8"	8	107	115	21	101	122	21	98	119	22	102	124	1	39
"MT"	2000	"Judith Basin"	"1"	25	88	113	45	73	118	42	79	121	42	79	121	1	93
"MT"	2000	"Judith Basin"	"2"	42	145	187	70	115	185	71	116	187	67	121	188	1	93
"MT"	2000	"Judith Basin"	"3"	121	421	542	226	343	569	241	323	564	212	345	557	1	93
"MT"	2000	"Judith Basin"	"4"	90	403	493	131	362	493	145	353	498	138	360	498	1	93
"MT"	2000	"Lake"	"1"	110	294	404	163	274	437	147	281	428	148	285	433	1	74
"MT"	2000	"Lake"	"10"	182	312	494	261	265	526	221	292	513	251	276	527	1	74
"MT"	2000	"Lake"	"11"	271	391	662	386	330	716	355	364	719	370	353	723	1	74
"MT"	2000	"Lake"	"12"	181	398	579	292	335	627	265	361	626	264	375	639	1	74
"MT"	2000	"Lake"	"13"	300	396	696	394	323	717	394	328	722	364	358	722	1	74
"MT"	2000	"Lake"	"14"	103	207	310	165	178	343	151	190	341	156	191	347	1	75
"MT"	2000	"Lake"	"15"	86	152	238	110	151	261	111	146	257	120	141	261	1	75
"MT"	2000	"Lake"	"16"	239	325	564	326	268	594	311	289	600	319	284	603	1	73
"MT"	2000	"Lake"	"17"	268	394	662	366	328	694	331	370	701	326	368	694	1	73
"MT"	2000	"Lake"	"18"	168	358	526	241	324	565	222	340	562	242	326	568	1	73
"MT"	2000	"Lake"	"19"	150	265	415	209	235	444	203	245	448	191	254	445	1	73
"MT"	2000	"Lake"	"2"	125	231	356	151	216	367	150	216	366	138	229	367	1	74
"MT"	2000	"Lake"	"20"	144	144	288	181	131	312	171	143	314	196	155	351	1	73
"MT"	2000	"Lake"	"21"	193	157	350	250	152	402	241	150	391	249	147	396	1	73
"MT"	2000	"Lake"	"22"	299	247	546	420	207	627	431	199	630	432	196	628	1	73
"MT"	2000	"Lake"	"3"	241	583	824	372	510	882	326	560	886	317	570	887	1	74
"MT"	2000	"Lake"	"4"	121	344	465	197	305	502	193	312	505	191	316	507	1	75
"MT"	2000	"Lake"	"5"	173	371	544	241	337	578	213	365	578	224	356	580	1	75
"MT"	2000	"Lake"	"6"	174	232	406	232	202	434	205	230	435	200	223	423	1	75
"MT"	2000	"Lake"	"7"	29	134	163	54	118	172	51	117	168	47	122	169	1	75
"MT"	2000	"Lake"	"8"	169	270	439	236	246	482	228	264	492	223	262	485	1	75
"MT"	2000	"Lake"	"9"	158	236	394	224	197	421	199	222	421	211	219	430	1	74
"MT"	2000	"Lewis & Clark"	"1"	426	250	676	611	227	838	609	223	832	599	238	837	1	53
"MT"	2000	"Lewis & Clark"	"10"	172	263	435	257	210	467	230	235	465	252	215	467	1	54
"MT"	2000	"Lewis & Clark"	"11"	272	294	566	414	221	635	385	257	642	372	268	640	1	54
"MT"	2000	"Lewis & Clark"	"12"	366	534	900	503	449	952	472	479	951	470	479	949	1	54
"MT"	2000	"Lewis & Clark"	"13"	310	438	748	441	343	784	423	357	780	392	387	779	1	54
"MT"	2000	"Lewis & Clark"	"14"	208	337	545	333	244	577	290	289	579	286	290	576	1	52
"MT"	2000	"Lewis & Clark"	"15"	348	409	757	472	335	807	439	365	804	439	368	807	1	52
"MT"	2000	"Lewis & Clark"	"16"	263	323	586	359	265	624	333	288	621	337	283	620	1	52
"MT"	2000	"Lewis & Clark"	"17"	418	337	755	576	287	863	565	292	857	554	314	868	1	52
"MT"	2000	"Lewis & Clark"	"18"	347	444	791	454	376	830	457	378	835	427	395	822	1	52
"MT"	2000	"Lewis & Clark"	"19"	391	554	945	514	473	987	499	493	992	497	498	995	1	52
"MT"	2000	"Lewis & Clark"	"2"	244	212	456	333	181	514	333	185	518	335	183	518	1	53
"MT"	2000	"Lewis & Clark"	"20"	183	196	379	250	160	410	231	182	413	244	169	413	1	51
"MT"	2000	"Lewis & Clark"	"21"	223	399	622	336	334	670	311	355	666	327	338	665	1	55
"MT"	2000	"Lewis & Clark"	"22"	209	342	551	303	284	587	294	291	585	286	300	586	1	55
"MT"	2000	"Lewis & Clark"	"23"	226	447	673	343	361	704	320	381	701	309	396	705	1	55
"MT"	2000	"Lewis & Clark"	"24"	207	478	685	314	403	717	285	435	720	301	415	716	1	55
"MT"	2000	"Lewis & Clark"	"25"	208	430	638	324	352	676	295	373	668	302	375	677	1	55
"MT"	2000	"Lewis & Clark"	"26"	168	366	534	264	297	561	233	327	560	259	308	567	1	55
"MT"	2000	"Lewis & Clark"	"27"	143	372	515	239	308	547	215	332	547	225	322	547	1	55
"MT"	2000	"Lewis & Clark"	"28"	45	131	176	73	114	187	72	121	193	64	129	193	1	55
"MT"	2000	"Lewis & Clark"	"29"	135	421	556	254	332	586	244	340	584	220	365	585	1	50
"MT"	2000	"Lewis & Clark"	"3"	428	298	726	605	233	838	574	248	822	581	235	816	1	53
"MT"	2000	"Lewis & Clark"	"30"	66	310	376	117	278	395	142	254	396	116	275	391	1	50
"MT"	2000	"Lewis & Clark"	"31"	5	32	37	6	34	40	9	28	37	7	31	38	1	50
"MT"	2000	"Lewis & Clark"	"32"	28	90	118	45	44	89	54	65	119	53	66	119	1	50
"MT"	2000	"Lewis & Clark"	"33"	33	111	144	55	100	155	63	96	159	65	92	157	1	50
"MT"	2000	"Lewis & Clark"	"34"	233	610	843	398	484	882	347	531	878	372	507	879	1	50
"MT"	2000	"Lewis & Clark"	"35"	128	329	457	199	284	483	183	295	478	184	289	473	1	50
"MT"	2000	"Lewis & Clark"	"36"	116	314	430	207	235	442	176	259	435	206	234	440	1	50
"MT"	2000	"Lewis & Clark"	"37"	190	543	733	339	424	763	292	460	752	294	470	764	1	40
"MT"	2000	"Lewis & Clark"	"38"	60	77	137	86	60	146	77	70	147	81	66	147	1	40
"MT"	2000	"Lewis & Clark"	"39"	171	363	534	253	330	583	258	327	585	259	326	585	1	40
"MT"	2000	"Lewis & Clark"	"4"	340	336	676	480	276	756	477	283	760	459	298	757	1	53
"MT"	2000	"Lewis & Clark"	"40"	106	219	325	157	187	344	147	197	344	167	179	346	1	40
"MT"	2000	"Lewis & Clark"	"41"	218	434	652	342	326	668	367	299	666	333	338	671	1	51
"MT"	2000	"Lewis & Clark"	"42"	219	380	599	348	295	643	325	315	640	324	305	629	1	51
"MT"	2000	"Lewis & Clark"	"43"	350	417	767	501	313	814	449	354	803	447	363	810	1	51
"MT"	2000	"Lewis & Clark"	"44"	94	153	247	141	112	253	129	122	251	130	125	255	1	51
"MT"	2000	"Lewis & Clark"	"45"	175	357	532	276	299	575	259	313	572	253	321	574	1	51
"MT"	2000	"Lewis & Clark"	"46"	279	570	849	404	485	889	395	489	884	364	525	889	1	51
"MT"	2000	"Lewis & Clark"	"5"	351	228	579	460	189	649	454	198	652	431	218	649	1	53
"MT"	2000	"Lewis & Clark"	"6"	95	128	223	131	115	246	130	116	246	131	114	245	1	53
"MT"	2000	"Lewis & Clark"	"7"	308	276	584	396	232	628	365	260	625	382	243	625	1	54
"MT"	2000	"Lewis & Clark"	"8"	287	322	609	386	282	668	374	287	661	341	318	659	1	54
"MT"	2000	"Lewis & Clark"	"9"	190	217	407	265	167	432	245	191	436	227	212	439	1	54
"MT"	2000	"Liberty"	"1"	49	211	260	91	174	265	96	172	268	86	180	266	1	89
"MT"	2000	"Liberty"	"2"	64	166	230	92	145	237	85	150	235	88	143	231	1	89
"MT"	2000	"Liberty"	"3"	67	179	246	119	141	260	108	153	261	101	149	250	1	89
"MT"	2000	"Liberty"	"4"	58	164	222	84	160	244	86	156	242	92	150	242	1	89
"MT"	2000	"Liberty"	"WH1"	5	32	37	7	28	35	6	30	36	7	30	37	1	89
"MT"	2000	"Lincoln"	"1"	50	226	276	93	213	306	99	202	301	74	213	287	1	81
"MT"	2000	"Lincoln"	"10"	171	585	756	252	541	793	296	497	793	285	512	797	1	81
"MT"	2000	"Lincoln"	"11"	35	195	230	64	168	232	71	162	233	75	159	234	1	81
"MT"	2000	"Lincoln"	"12"	155	525	680	233	486	719	293	411	704	276	430	706	1	82
"MT"	2000	"Lincoln"	"13"	163	428	591	241	374	615	290	359	649	288	325	613	1	82
"MT"	2000	"Lincoln"	"14"	17	72	89	28	67	95	37	57	94	35	59	94	1	81
"MT"	2000	"Lincoln"	"15"	160	439	599	225	404	629	269	364	633	259	370	629	1	82
"MT"	2000	"Lincoln"	"16"	270	727	997	408	640	1048	466	579	1045	436	598	1034	1	82
"MT"	2000	"Lincoln"	"2"	37	178	215	76	159	235	82	148	230	63	169	232	1	81
"MT"	2000	"Lincoln"	"3"	196	955	1151	336	878	1214	388	828	1216	327	876	1203	1	81
"MT"	2000	"Lincoln"	"4"	71	306	377	151	246	397	154	245	399	141	255	396	1	81
"MT"	2000	"Lincoln"	"5"	26	69	95	32	67	99	32	65	97	37	62	99	1	81
"MT"	2000	"Lincoln"	"6"	28	108	136	61	105	166	66	93	159	67	94	161	1	81
"MT"	2000	"Lincoln"	"7"	97	260	357	175	210	385	190	194	384	184	197	381	1	81
"MT"	2000	"Lincoln"	"8"	131	424	555	213	385	598	249	344	593	241	352	593	1	72
"MT"	2000	"Lincoln"	"9"	22	81	103	41	67	108	52	58	110	45	64	109	1	81
"MT"	2000	"Madison"	"15_1"	22	163	185	49	148	197	47	148	195	50	145	195	1	33
"MT"	2000	"Madison"	"15_2"	57	243	300	90	229	319	99	212	311	88	226	314	1	33
"MT"	2000	"Madison"	"1_1"	44	66	110	61	54	115	57	60	117	58	62	120	1	33
"MT"	2000	"Madison"	"1_2"	27	142	169	57	121	178	55	125	180	50	130	180	1	33
"MT"	2000	"Madison"	"20"	202	700	902	313	614	927	309	624	933	283	645	928	1	33
"MT"	2000	"Madison"	"21"	121	300	421	173	267	440	195	249	444	179	262	441	1	33
"MT"	2000	"Madison"	"5"	166	584	750	268	515	783	255	530	785	242	552	794	1	33
"MT"	2000	"Madison"	"7"	119	458	577	196	431	627	197	415	612	165	446	611	1	33
"MT"	2000	"McCone"	"16"	1	27	28	1	31	32	3	29	32	7	25	32	1	99
"MT"	2000	"McCone"	"24"	5	18	23	8	17	25	9	16	25	6	19	25	1	99
"MT"	2000	"McCone"	"27"	36	105	141	40	100	140	44	96	140	46	95	141	1	99
"MT"	2000	"McCone"	"30"	52	70	122	69	62	131	78	54	132	70	61	131	1	99
"MT"	2000	"McCone"	"33"	6	23	29	10	19	29	10	19	29	11	19	30	1	99
"MT"	2000	"McCone"	"5"	30	85	115	44	84	128	64	62	126	57	65	122	1	99
"MT"	2000	"McCone"	"7"	81	253	334	112	227	339	123	205	328	128	213	341	1	99
"MT"	2000	"McCone"	"8"	56	246	302	74	237	311	85	222	307	104	202	306	1	99
"MT"	2000	"Meagher"	"10"	22	68	90	24	65	89	23	65	88	25	65	90	1	40
"MT"	2000	"Meagher"	"4"	72	311	383	130	268	398	149	248	397	111	292	403	1	40
"MT"	2000	"Meagher"	"6"	74	234	308	101	211	312	128	196	324	109	219	328	1	40
"MT"	2000	"Meagher"	"8"	8	40	48	10	37	47	13	36	49	13	34	47	1	40
"MT"	2000	"Meagher"	"9"	0	45	45	2	44	46	4	40	44	0	46	46	1	40
"MT"	2000	"Mineral"	"22"	60	138	198	138	118	256	128	126	254	151	102	253	1	71
"MT"	2000	"Mineral"	"24"	60	100	160	101	79	180	83	91	174	95	83	178	1	71
"MT"	2000	"Mineral"	"25"	83	232	315	138	204	342	133	200	333	155	182	337	1	71
"MT"	2000	"Mineral"	"26"	70	212	282	112	180	292	112	174	286	122	172	294	1	71
"MT"	2000	"Mineral"	"27"	20	95	115	43	74	117	51	70	121	58	56	114	1	71
"MT"	2000	"Mineral"	"30"	89	302	391	141	271	412	171	238	409	163	241	404	1	71
"MT"	2000	"Missoula"	"1"	203	75	278	406	67	473	383	78	461	391	77	468	1	66
"MT"	2000	"Missoula"	"10"	146	56	202	307	45	352	276	63	339	287	51	338	1	67
"MT"	2000	"Missoula"	"11"	330	247	577	538	202	740	516	221	737	531	206	737	1	67
"MT"	2000	"Missoula"	"12"	266	232	498	445	177	622	409	204	613	440	180	620	1	68
"MT"	2000	"Missoula"	"13"	50	43	93	76	39	115	71	45	116	75	42	117	1	68
"MT"	2000	"Missoula"	"14"	278	157	435	437	147	584	419	161	580	421	161	582	1	65
"MT"	2000	"Missoula"	"15"	142	91	233	268	76	344	259	83	342	261	79	340	1	66
"MT"	2000	"Missoula"	"16"	142	191	333	207	155	362	192	170	362	212	150	362	1	68
"MT"	2000	"Missoula"	"17"	104	161	265	150	135	285	135	145	280	144	138	282	1	68
"MT"	2000	"Missoula"	"18"	218	262	480	329	218	547	301	242	543	321	226	547	1	64
"MT"	2000	"Missoula"	"19"	331	263	594	491	229	720	459	256	715	467	251	718	1	69
"MT"	2000	"Missoula"	"2"	176	83	259	396	79	475	378	82	460	398	71	469	1	66
"MT"	2000	"Missoula"	"20"	386	415	801	602	341	943	576	359	935	608	333	941	1	69
"MT"	2000	"Missoula"	"21"	231	387	618	401	298	699	367	332	699	415	285	700	1	69
"MT"	2000	"Missoula"	"22"	182	300	482	295	239	534	272	259	531	312	212	524	1	58
"MT"	2000	"Missoula"	"23"	246	505	751	426	395	821	380	487	867	455	361	816	1	58
"MT"	2000	"Missoula"	"24"	213	204	417	322	166	488	303	188	491	315	172	487	1	67
"MT"	2000	"Missoula"	"25"	106	287	393	189	252	441	175	263	438	213	226	439	1	58
"MT"	2000	"Missoula"	"26"	8	51	59	27	40	67	20	48	68	35	33	68	1	58
"MT"	2000	"Missoula"	"27"	253	635	888	423	511	934	400	542	942	412	524	936	1	58
"MT"	2000	"Missoula"	"28"	91	192	283	130	170	300	142	156	298	153	138	291	1	58
"MT"	2000	"Missoula"	"29"	331	430	761	457	344	801	423	350	773	449	350	799	1	70
"MT"	2000	"Missoula"	"3"	264	133	397	474	120	594	448	140	588	466	123	589	1	66
"MT"	2000	"Missoula"	"30"	321	328	649	470	266	736	434	390	824	452	296	748	1	64
"MT"	2000	"Missoula"	"31"	400	1050	1450	707	886	1593	671	925	1596	721	575	1296	1	71
"MT"	2000	"Missoula"	"32"	82	151	233	146	129	275	128	138	266	155	119	274	1	71
"MT"	2000	"Missoula"	"33"	339	124	463	594	120	714	563	137	700	600	104	704	1	67
"MT"	2000	"Missoula"	"34"	268	185	453	410	153	563	376	193	569	398	159	557	1	64
"MT"	2000	"Missoula"	"35"	318	571	889	501	460	961	454	511	965	509	456	965	1	70
"MT"	2000	"Missoula"	"36"	140	254	394	210	220	430	186	239	425	210	214	424	1	70
"MT"	2000	"Missoula"	"37"	127	253	380	194	216	410	176	236	412	175	289	464	1	63
"MT"	2000	"Missoula"	"38"	240	535	775	377	439	816	345	468	813	369	444	813	1	62
"MT"	2000	"Missoula"	"39"	270	112	382	386	103	489	362	119	481	390	102	492	1	65
"MT"	2000	"Missoula"	"4"	205	152	357	346	132	478	318	149	467	355	116	471	1	66
"MT"	2000	"Missoula"	"40"	399	289	688	679	240	919	641	268	909	660	263	923	1	65
"MT"	2000	"Missoula"	"41"	221	239	460	315	194	509	276	228	504	302	206	508	1	64
"MT"	2000	"Missoula"	"42"	322	470	792	442	425	867	431	433	864	439	428	867	1	64
"MT"	2000	"Missoula"	"43"	238	238	476	403	194	597	358	227	585	399	183	582	1	67
"MT"	2000	"Missoula"	"44"	187	205	392	269	173	442	227	207	434	252	176	428	1	63
"MT"	2000	"Missoula"	"45"	197	384	581	288	324	612	266	347	613	300	309	609	1	68
"MT"	2000	"Missoula"	"46"	344	306	650	524	216	740	507	272	779	495	288	783	1	64
"MT"	2000	"Missoula"	"47"	239	211	450	362	151	513	345	194	539	359	156	515	1	68
"MT"	2000	"Missoula"	"48"	64	126	190	108	105	213	102	107	209	101	111	212	1	62
"MT"	2000	"Missoula"	"49"	336	466	802	508	384	892	450	488	938	472	420	892	1	63
"MT"	2000	"Missoula"	"5"	143	163	306	207	135	342	199	140	339	201	142	343	1	66
"MT"	2000	"Missoula"	"50"	119	136	255	187	104	291	168	110	278	186	101	287	1	68
"MT"	2000	"Missoula"	"51"	216	314	530	324	254	578	297	289	586	310	272	582	1	63
"MT"	2000	"Missoula"	"52"	364	252	616	639	171	810	594	191	785	566	228	794	1	65
"MT"	2000	"Missoula"	"53"	61	174	235	111	143	254	98	151	249	100	151	251	1	70
"MT"	2000	"Missoula"	"54"	261	90	351	433	82	515	415	90	505	426	85	511	1	66
"MT"	2000	"Missoula"	"55"	272	356	628	423	287	710	390	316	706	404	314	718	1	69
"MT"	2000	"Missoula"	"56"	369	470	839	500	410	910	480	435	915	460	444	904	1	69
"MT"	2000	"Missoula"	"57"	422	927	1349	623	791	1414	563	866	1429	606	821	1427	1	63
"MT"	2000	"Missoula"	"58"	344	332	676	506	259	765	464	300	764	487	287	774	1	68
"MT"	2000	"Missoula"	"59"	301	404	705	445	322	767	398	360	758	438	331	769	1	63
"MT"	2000	"Missoula"	"6"	405	781	1186	616	677	1293	564	721	1285	580	701	1281	1	62
"MT"	2000	"Missoula"	"60"	194	382	576	330	316	646	312	331	643	382	316	698	1	62
"MT"	2000	"Missoula"	"61"	412	435	847	552	365	917	537	378	915	524	393	917	1	64
"MT"	2000	"Missoula"	"62"	231	419	650	331	359	690	318	370	688	332	353	685	1	62
"MT"	2000	"Missoula"	"63"	118	306	424	199	263	462	190	274	464	218	281	499	1	62
"MT"	2000	"Missoula"	"64"	300	218	518	431	182	613	412	197	609	471	189	660	1	69
"MT"	2000	"Missoula"	"65"	341	390	731	499	344	843	497	350	847	497	351	848	1	69
"MT"	2000	"Missoula"	"66"	198	279	477	325	218	543	312	239	551	334	221	555	1	67
"MT"	2000	"Missoula"	"67"	260	379	639	403	321	724	373	351	724	402	324	726	1	70
"MT"	2000	"Missoula"	"68"	272	371	643	382	309	691	353	338	691	373	325	698	1	70
"MT"	2000	"Missoula"	"69"	366	643	1009	544	558	1102	524	571	1095	539	554	1093	1	63
"MT"	2000	"Missoula"	"7"	215	164	379	431	121	552	417	141	558	420	136	556	1	66
"MT"	2000	"Missoula"	"70"	234	504	738	362	415	777	337	443	780	380	394	774	1	70
"MT"	2000	"Missoula"	"71"	196	111	307	460	94	554	480	109	589	445	104	549	1	67
"MT"	2000	"Missoula"	"72"	4	11	15	8	10	18	6	12	18	8	8	16	1	64
"MT"	2000	"Missoula"	"74"	7	34	41	23	23	46	15	31	46	17	30	47	1	71
"MT"	2000	"Missoula"	"8"	320	138	458	563	124	687	531	133	664	539	137	676	1	65
"MT"	2000	"Missoula"	"9"	348	212	560	602	169	771	575	196	771	570	202	772	1	65
"MT"	2000	"Musselshell"	"1"	145	314	459	188	281	469	198	259	457	189	275	464	1	8
"MT"	2000	"Musselshell"	"3"	137	263	400	180	228	408	173	238	411	196	217	413	1	8
"MT"	2000	"Musselshell"	"5"	65	330	395	105	306	411	103	303	406	108	299	407	1	8
"MT"	2000	"Musselshell"	"6"	125	473	598	201	413	614	161	448	609	206	403	609	1	8
"MT"	2000	"Musselshell"	"7"	23	119	142	29	113	142	37	107	144	42	103	145	1	8
"MT"	2000	"Musselshell"	"8"	17	83	100	29	73	102	18	80	98	25	74	99	1	8
"MT"	2000	"Park"	"1"	286	338	624	434	287	721	386	326	712	455	270	725	1	26
"MT"	2000	"Park"	"2"	247	369	616	362	329	691	341	362	703	374	328	702	1	26
"MT"	2000	"Park"	"2-B"													1	26
"MT"	2000	"Park"	"2_B"	200	386	586	298	320	618	276	345	621	288	336	624	1	26
"MT"	2000	"Park"	"3"	319	553	872	463	469	932	424	508	932	471	464	935	1	26
"MT"	2000	"Park"	"4"	286	385	671	396	337	733	380	355	735	411	331	742	1	26
"MT"	2000	"Park"	"5_A"	97	426	523	156	404	560	143	426	569	154	410	564	1	25
"MT"	2000	"Park"	"5_B"	256	528	784	372	463	835	356	475	831	356	480	836	1	25
"MT"	2000	"Park"	"5_C"	23	54	77	33	44	77	40	38	78	42	37	79	1	25
"MT"	2000	"Park"	"5_D"	69	234	303	109	220	329	109	224	333	104	228	332	1	25
"MT"	2000	"Park"	"6_A"	26	100	126	48	86	134	48	86	134	262	85	347	1	25
"MT"	2000	"Park"	"6_B"	175	430	605	265	372	637	244	394	638	49	380	429	1	25
"MT"	2000	"Park"	"7_A"	23	59	82	34	52	86	37	47	84	37	49	86	1	25
"MT"	2000	"Park"	"7_B"	9	36	45	10	35	45	10	34	44	11	34	45	1	25
"MT"	2000	"Park"	"7_C"	45	240	285	86	213	299	75	220	295	66	224	290	1	25
"MT"	2000	"Park"	"7_D"	93	385	478	163	340	503	176	333	509	163	348	511	1	25
"MT"	2000	"Petroleum"	"1"	36	254	290	63	240	303	75	230	305	70	235	305	1	93
"MT"	2000	"Phillips"	"11"	4	61	65	5	60	65	7	57	64	9	59	68	1	95
"MT"	2000	"Phillips"	"12"	55	411	466	108	368	476	117	357	474	96	381	477	1	95
"MT"	2000	"Phillips"	"15"	17	13	30	20	15	35	20	13	33	19	14	33	1	92
"MT"	2000	"Phillips"	"16"	14	92	106	25	82	107	30	75	105	24	81	105	1	95
"MT"	2000	"Phillips"	"2_1"	17	37	54	21	32	53	24	28	52	24	29	53	1	95
"MT"	2000	"Phillips"	"2_A"	12	50	62	19	49	68	22	45	67	17	49	66	1	95
"MT"	2000	"Phillips"	"5"	4	49	53	6	46	52	8	45	53	11	40	51	1	95
"MT"	2000	"Phillips"	"6"	1	24	25	2	23	25	4	21	25	4	20	24	1	95
"MT"	2000	"Phillips"	"7"	4	62	66	9	60	69	13	55	68	14	54	68	1	95
"MT"	2000	"Phillips"	"8_1"	38	61	99	46	58	104	46	58	104	44	60	104	1	95
"MT"	2000	"Phillips"	"8_A"	22	120	142	28	117	145	49	95	144	30	115	145	1	95
"MT"	2000	"Phillips"	"9_1"	110	238	348	152	205	357	159	192	351	142	223	365	1	95
"MT"	2000	"Phillips"	"9_2"	125	509	634	189	452	641	175	453	628	158	473	631	1	95
"MT"	2000	"Pondera"	"19"	60	132	192	87	110	197	97	105	202	92	105	197	1	88
"MT"	2000	"Pondera"	"20"	163	15	178	179	16	195	194	10	204	187	14	201	1	86
"MT"	2000	"Pondera"	"22"	86	204	290	133	153	286	123	171	294	140	154	294	1	88
"MT"	2000	"Pondera"	"23"	17	99	116	35	78	113	24	88	112	33	76	109	1	86
"MT"	2000	"Pondera"	"24"	94	216	310	147	175	322	130	196	326	156	177	333	1	86
"MT"	2000	"Pondera"	"25"	26	130	156	62	99	161	43	123	166	61	109	170	1	86
"MT"	2000	"Pondera"	"26"	104	248	352	141	203	344	131	230	361	158	200	358	1	86
"MT"	2000	"Pondera"	"27"	70	210	280	126	161	287	120	183	303	138	166	304	1	88
"MT"	2000	"Pondera"	"28"	69	339	408	150	268	418	140	284	424	145	279	424	1	88
"MT"	2000	"Pondera"	"34"	67	194	261	103	167	270	103	166	269	111	160	271	1	86
"MT"	2000	"Pondera"	"35"	36	161	197	71	133	204	66	142	208	79	129	208	1	86
"MT"	2000	"Powder River"	"1"	0	15	15	2	14	16	3	13	16	0	15	15	1	1
"MT"	2000	"Powder River"	"10"	2	39	41	2	40	42	3	37	40	4	36	40	1	1
"MT"	2000	"Powder River"	"11"	5	136	141	11	130	141	29	111	140	22	113	135	1	1
"MT"	2000	"Powder River"	"12"	69	417	486	106	381	487	111	363	474	126	363	489	1	1
"MT"	2000	"Powder River"	"3"	3	29	32	5	27	32	6	26	32	6	26	32	1	1
"MT"	2000	"Powder River"	"4"	5	41	46	8	41	49	13	37	50	8	41	49	1	1
"MT"	2000	"Powder River"	"5"	15	69	84	20	67	87	15	67	82	24	61	85	1	1
