state	year	county	precinct	g2000_USP_dv	g2000_USP_rv	g2000_USP_tv	g2000_USS_dv	g2000_USS_rv	g2000_USS_tv	g2000_USH_dv	g2000_USH_rv	g2000_USH_tv	g2000_GOV_dv	g2000_GOV_rv	g2000_GOV_tv	cd	ld
"MT"	2000	"Powder River"	"6"	1	29	30	3	24	27	4	23	27	6	21	27	1	1
"MT"	2000	"Powder River"	"7"	4	19	23	7	18	25	7	18	25	6	17	23	1	1
"MT"	2000	"Powder River"	"9"	11	66	77	14	64	78	22	53	75	27	52	79	1	1
"MT"	2000	"Powell"	"1"	15	114	129	22	108	130	25	107	132	13	115	128	1	56
"MT"	2000	"Powell"	"10"	11	61	72	21	59	80	30	51	81	21	59	80	1	56
"MT"	2000	"Powell"	"11"	12	61	73	17	57	74	14	60	74	18	55	73	1	56
"MT"	2000	"Powell"	"12"	20	111	131	47	100	147	48	92	140	38	101	139	1	58
"MT"	2000	"Powell"	"14"	31	121	152	54	114	168	63	104	167	65	99	164	1	58
"MT"	2000	"Powell"	"16"	31	103	134	57	90	147	63	83	146	54	89	143	1	56
"MT"	2000	"Powell"	"3"	69	266	335	117	236	353	128	228	356	117	235	352	1	56
"MT"	2000	"Powell"	"4"	95	223	318	134	201	335	153	178	331	160	167	327	1	56
"MT"	2000	"Powell"	"5"	93	271	364	154	233	387	149	237	386	155	226	381	1	56
"MT"	2000	"Powell"	"6"	95	271	366	165	236	401	174	223	397	177	217	394	1	56
"MT"	2000	"Powell"	"7"	114	241	355	183	205	388	182	204	386	186	204	390	1	56
"MT"	2000	"Powell"	"8"	52	128	180	86	110	196	77	117	194	73	121	194	1	56
"MT"	2000	"Prairie"	"1"	57	130	187	78	118	196	81	116	197	79	126	205	1	3
"MT"	2000	"Prairie"	"2"	52	116	168	66	116	182	79	103	182	63	111	174	1	3
"MT"	2000	"Prairie"	"3"	34	134	168	51	113	164	62	103	165	55	109	164	1	3
"MT"	2000	"Prairie"	"4"	21	161	182	32	153	185	36	148	184	34	152	186	1	3
"MT"	2000	"Ravalli"	"1"	23	126	149	31	127	158	33	121	154	45	111	156	1	59
"MT"	2000	"Ravalli"	"10"	548	828	1376	734	729	1463	744	749	1493	778	710	1488	1	60
"MT"	2000	"Ravalli"	"11"	599	1892	2491	1046	1632	2678	930	1756	2686	997	1690	2687	1	60
"MT"	2000	"Ravalli"	"12"	1	165	166	12	181	193	9	191	200	12	182	194	1	60
"MT"	2000	"Ravalli"	"13"	402	1015	1417	622	861	1483	579	908	1487	612	880	1492	1	61
"MT"	2000	"Ravalli"	"14"	518	1427	1945	842	1245	2087	750	1343	2093	823	1266	2089	1	61
"MT"	2000	"Ravalli"	"15"	250	392	642	352	334	686	326	367	693	348	337	685	1	61
"MT"	2000	"Ravalli"	"16"	331	829	1160	540	676	1216	489	714	1203	510	686	1196	1	61
"MT"	2000	"Ravalli"	"17"	268	711	979	455	615	1070	431	635	1066	459	608	1067	1	61
"MT"	2000	"Ravalli"	"18"	192	405	597	326	331	657	303	351	654	320	336	656	1	62
"MT"	2000	"Ravalli"	"2"	101	303	404	166	274	440	182	244	426	177	255	432	1	59
"MT"	2000	"Ravalli"	"3"	111	529	640	178	483	661	185	473	658	189	473	662	1	59
"MT"	2000	"Ravalli"	"4"	59	197	256	79	191	270	89	180	269	91	172	263	1	59
"MT"	2000	"Ravalli"	"5"	67	264	331	122	223	345	109	233	342	126	218	344	1	59
"MT"	2000	"Ravalli"	"6"	200	494	694	326	427	753	309	433	742	339	409	748	1	59
"MT"	2000	"Ravalli"	"7"	447	961	1408	657	831	1488	612	878	1490	672	818	1490	1	59
"MT"	2000	"Ravalli"	"8"	155	365	520	215	328	543	204	343	547	225	317	542	1	59
"MT"	2000	"Ravalli"	"9"	179	338	517	263	302	565	241	324	565	259	304	563	1	60
"MT"	2000	"Richland"	"1"	87	167	254	99	159	258	115	148	263	98	165	263	1	100
"MT"	2000	"Richland"	"12"	109	332	441	139	312	451	199	253	452	141	315	456	1	99
"MT"	2000	"Richland"	"17"	18	68	86	22	67	89	37	52	89	17	2	19	1	99
"MT"	2000	"Richland"	"19"	26	106	132	46	89	135	62	71	133	42	89	131	1	99
"MT"	2000	"Richland"	"2"	67	176	243	78	163	241	111	140	251	87	162	249	1	100
"MT"	2000	"Richland"	"22"	72	306	378	84	297	381	138	244	382	107	271	378	1	100
"MT"	2000	"Richland"	"23"	100	351	451	123	343	466	171	287	458	131	328	459	1	100
"MT"	2000	"Richland"	"3"	114	183	297	134	177	311	146	165	311	127	182	309	1	100
"MT"	2000	"Richland"	"4"	80	228	308	97	212	309	125	186	311	113	198	311	1	100
"MT"	2000	"Richland"	"5"	80	215	295	103	207	310	153	154	307	108	198	306	1	99
"MT"	2000	"Richland"	"7"	49	110	159	61	104	165	89	89	178	62	103	165	1	99
"MT"	2000	"Richland"	"8"	175	462	637	179	458	637	264	375	639	203	435	638	1	100
"MT"	2000	"Richland"	"9"	41	154	195	55	145	200	79	116	195	57	140	197	1	100
"MT"	2000	"Roosevelt"	"10"	44	115	159	68	93	161	80	92	172	72	93	165	1	97
"MT"	2000	"Roosevelt"	"12"	150	224	374	139	236	375	179	194	373	178	199	377	1	97
"MT"	2000	"Roosevelt"	"15"	151	38	189	153	45	198	176	22	198	166	29	195	1	98
"MT"	2000	"Roosevelt"	"18"	721	221	942	708	260	968	802	174	976	786	177	963	1	98
"MT"	2000	"Roosevelt"	"2"	45	88	133	34	108	142	54	86	140	62	80	142	1	97
"MT"	2000	"Roosevelt"	"20"	22	42	64	32	35	67	33	35	68	40	28	68	1	97
"MT"	2000	"Roosevelt"	"24"	317	147	464	322	159	481	366	122	488	347	134	481	1	98
"MT"	2000	"Roosevelt"	"26"	214	356	570	247	347	594	271	333	604	287	322	609	1	98
"MT"	2000	"Roosevelt"	"27"	312	148	460	325	141	466	345	127	472	340	127	467	1	98
"MT"	2000	"Roosevelt"	"28"	11	95	106	15	93	108	24	83	107	29	79	108	1	97
"MT"	2000	"Roosevelt"	"31"	61	80	141	75	67	142	76	70	146	79	65	144	1	97
"MT"	2000	"Roosevelt"	"35"	11	51	62	24	45	69	29	41	70	31	36	67	1	97
"MT"	2000	"Rosebud"	"10"	24	101	125	44	96	140	60	78	138	50	91	141	1	3
"MT"	2000	"Rosebud"	"11"	5	58	63	9	51	60	14	49	63	10	49	59	1	7
"MT"	2000	"Rosebud"	"15"	420	80	500	437	87	524	465	58	523	472	53	525	1	5
"MT"	2000	"Rosebud"	"17"	111	98	209	140	85	225	121	96	217	146	67	213	1	5
"MT"	2000	"Rosebud"	"2"	10	50	60	22	40	62	20	39	59	19	42	61	1	7
"MT"	2000	"Rosebud"	"20"	28	78	106	44	67	111	48	65	113	51	62	113	1	3
"MT"	2000	"Rosebud"	"21"	28	126	154	49	107	156	47	110	157	49	105	154	1	7
"MT"	2000	"Rosebud"	"25"	1	14	15	1	14	15	2	13	15	3	12	15	1	3
"MT"	2000	"Rosebud"	"26"	5	66	71	11	66	77	11	65	76	13	60	73	1	7
"MT"	2000	"Rosebud"	"3"	164	277	441	237	239	476	242	234	476	243	230	473	1	3
"MT"	2000	"Rosebud"	"30"	27	59	86	25	56	81	27	59	86	30	54	84	1	5
"MT"	2000	"Rosebud"	"32"	392	564	956	557	460	1017	519	496	1015	583	439	1022	1	7
"MT"	2000	"Rosebud"	"6"	171	215	386	253	178	431	258	171	429	264	168	432	1	3
"MT"	2000	"Rosebud"	"7"	8	40	48	18	36	54	21	36	57	22	34	56	1	5
"MT"	2000	"Sanders"	"1"	45	103	148	74	85	159	69	91	160	63	96	159	1	71
"MT"	2000	"Sanders"	"11"	76	74	150	98	77	175	108	68	176	94	74	168	1	71
"MT"	2000	"Sanders"	"12"	171	334	505	278	290	568	260	307	567	234	318	552	1	71
"MT"	2000	"Sanders"	"2"	204	469	673	283	421	704	281	415	696	294	406	700	1	72
"MT"	2000	"Sanders"	"2A"	123	376	499	212	317	529	192	327	519	237	283	520	1	72
"MT"	2000	"Sanders"	"4"	158	413	571	241	376	617	261	352	613	276	340	616	1	72
"MT"	2000	"Sanders"	"4A"	158	540	698	278	452	730	269	459	728	280	445	725	1	72
"MT"	2000	"Sanders"	"6"	22	106	128	33	97	130	45	86	131	38	91	129	1	72
"MT"	2000	"Sanders"	"7"	80	360	440	132	328	460	174	284	458	166	286	452	1	72
"MT"	2000	"Sanders"	"8"	70	220	290	104	207	311	112	193	305	136	165	301	1	72
"MT"	2000	"Sanders"	"9"	58	149	207	86	145	231	86	137	223	93	129	222	1	72
"MT"	2000	"Sheridan"	"1"	44	87	131	57	82	139	70	67	137	60	77	137	1	97
"MT"	2000	"Sheridan"	"10"	108	194	302	138	176	314	171	132	303	135	175	310	1	97
"MT"	2000	"Sheridan"	"17"	69	148	217	87	138	225	125	103	228	99	126	225	1	97
"MT"	2000	"Sheridan"	"18"	64	96	160	78	88	166	94	75	169	82	82	164	1	97
"MT"	2000	"Sheridan"	"20"	146	188	334	164	172	336	186	153	339	168	167	335	1	97
"MT"	2000	"Sheridan"	"5"	43	113	156	69	94	163	73	91	164	60	104	164	1	97
"MT"	2000	"Sheridan"	"8"	100	164	264	110	160	270	139	132	271	126	134	260	1	97
"MT"	2000	"Sheridan"	"9"	128	186	314	151	170	321	171	154	325	138	187	325	1	97
"MT"	2000	"Silver Bow"	"1"	365	202	567	452	155	607	455	137	592	435	176	611	1	36
"MT"	2000	"Silver Bow"	"10"													1	38
"MT"	2000	"Silver Bow"	"11"													1	38
"MT"	2000	"Silver Bow"	"12"													1	38
"MT"	2000	"Silver Bow"	"13"													1	38
"MT"	2000	"Silver Bow"	"14"													1	38
"MT"	2000	"Silver Bow"	"15"													1	38
"MT"	2000	"Silver Bow"	"16"	423	298	721	540	256	796	552	236	788	510	292	802	1	37
"MT"	2000	"Silver Bow"	"17"													1	38
"MT"	2000	"Silver Bow"	"18"	274	100	374	322	80	402	304	88	392	301	107	408	1	36
"MT"	2000	"Silver Bow"	"19"	105	62	167	139	45	184	117	63	180	128	54	182	1	37
"MT"	2000	"Silver Bow"	"2"	430	242	672	512	191	703	528	171	699	507	198	705	1	36
"MT"	2000	"Silver Bow"	"20"	372	354	726	505	271	776	519	265	784	478	310	788	1	35
"MT"	2000	"Silver Bow"	"21"	470	252	722	569	229	798	573	211	784	548	245	793	1	36
"MT"	2000	"Silver Bow"	"22"	395	218	613	482	179	661	470	180	650	464	198	662	1	37
"MT"	2000	"Silver Bow"	"23"	345	226	571	471	155	626	453	162	615	443	175	618	1	37
"MT"	2000	"Silver Bow"	"24"	494	304	798	636	225	861	650	213	863	618	248	866	1	37
"MT"	2000	"Silver Bow"	"25"													1	38
"MT"	2000	"Silver Bow"	"26"	69	68	137	104	50	154	103	49	152	100	55	155	1	37
"MT"	2000	"Silver Bow"	"27"	145	207	352	223	150	373	216	161	377	191	190	381	1	37
"MT"	2000	"Silver Bow"	"28"	23	65	88	44	49	93	38	56	94	40	54	94	1	33
"MT"	2000	"Silver Bow"	"29"	23	63	86	40	61	101	47	53	100	27	74	101	1	33
"MT"	2000	"Silver Bow"	"3"	414	226	640	475	208	683	510	176	686	466	228	694	1	36
"MT"	2000	"Silver Bow"	"4"	399	291	690	473	256	729	496	234	730	430	301	731	1	36
"MT"	2000	"Silver Bow"	"5"	428	262	690	540	204	744	542	195	737	529	214	743	1	35
"MT"	2000	"Silver Bow"	"6"	367	288	655	441	242	683	483	209	692	415	275	690	1	35
"MT"	2000	"Silver Bow"	"7"	321	282	603	382	257	639	420	209	629	375	263	638	1	35
"MT"	2000	"Silver Bow"	"8"	447	594	1041	568	538	1106	612	478	1090	536	570	1106	1	35
"MT"	2000	"Silver Bow"	"9"	524	630	1154	751	511	1262	747	508	1255	712	556	1268	1	35
"MT"	2000	"Still Water"	"1"	360	1018	1378	583	845	1428	597	830	1427	555	868	1423	1	24
"MT"	2000	"Still Water"	"10"	37	122	159	64	107	171	59	110	169	49	112	161	1	24
"MT"	2000	"Still Water"	"11"	42	146	188	65	135	200	79	125	204	67	136	203	1	24
"MT"	2000	"Still Water"	"13"	176	574	750	284	491	775	302	475	777	274	500	774	1	24
"MT"	2000	"Still Water"	"2"	235	565	800	386	451	837	335	486	821	356	477	833	1	24
"MT"	2000	"Still Water"	"4"	33	122	155	44	116	160	44	111	155	41	115	156	1	24
"MT"	2000	"Still Water"	"7"	7	84	91	15	78	93	18	74	92	16	77	93	1	24
"MT"	2000	"Still Water"	"9"	32	134	166	46	119	165	55	112	167	34	132	166	1	24
"MT"	2000	"Sweet Grass"	"1"	113	401	514	145	370	515	184	343	527	143	386	529	1	25
"MT"	2000	"Sweet Grass"	"2"	75	220	295	95	195	290	102	194	296	93	204	297	1	25
"MT"	2000	"Sweet Grass"	"3"	42	244	286	64	221	285	72	223	295	70	227	297	1	24
"MT"	2000	"Sweet Grass"	"4"	30	312	342	52	293	345	62	286	348	47	298	345	1	25
"MT"	2000	"Sweet Grass"	"5"	45	273	318	68	267	335	89	246	335	69	267	336	1	24
"MT"	2000	"Teton"	"1"	385	966	1351	541	811	1352	573	841	1414	599	810	1409	1	87
"MT"	2000	"Teton"	"11"	24	154	178	48	130	178	64	118	182	51	135	186	1	87
"MT"	2000	"Teton"	"17"	96	281	377	140	241	381	144	243	387	168	220	388	1	87
"MT"	2000	"Teton"	"6"	88	225	313	136	195	331	112	219	331	157	174	331	1	87
"MT"	2000	"Teton"	"7"	254	668	922	350	570	920	358	583	941	385	553	938	1	87
"MT"	2000	"Toole"	"Devon Hall"	22	60	82	39	43	82	34	50	84	46	39	85	1	88
"MT"	2000	"Toole"	"Galata Hall"	29	62	91	32	59	91	33	57	90	37	54	91	1	88
"MT"	2000	"Toole"	"Kevin #1"	28	53	81	40	42	82	35	51	86	38	45	83	1	88
"MT"	2000	"Toole"	"Kevin #3"	67	122	189	99	99	198	104	101	205	103	104	207	1	88
"MT"	2000	"Toole"	"Phoenix Energy"	9	56	65	20	43	63	13	55	68	25	42	67	1	88
"MT"	2000	"Toole"	"Shelby #1"	99	309	408	189	228	417	151	260	411	188	236	424	1	88
"MT"	2000	"Toole"	"Shelby #2"	157	280	437	217	216	433	202	248	450	234	214	448	1	88
"MT"	2000	"Toole"	"Shelby #3"	130	323	453	217	246	463	192	284	476	237	240	477	1	88
"MT"	2000	"Toole"	"Shelby #6"	44	181	225	67	162	229	67	166	233	78	154	232	1	88
"MT"	2000	"Toole"	"Sunburst Library"	17	98	115	27	82	109	37	78	115	33	79	112	1	88
"MT"	2000	"Toole"	"Sunburst School"	2	34	36	10	27	37	7	29	36	7	30	37	1	88
"MT"	2000	"Toole"	"Sweetgrass Hall"	26	61	87	35	55	90	33	51	84	45	46	91	1	88
"MT"	2000	"Treasure"	"3"	1	39	40	9	32	41	9	34	43	8	35	43	1	7
"MT"	2000	"Treasure"	"4"	102	271	373	167	215	382	156	219	375	145	245	390	1	7
"MT"	2000	"Treasure"	"6"	3	34	37	6	29	35	8	27	35	10	26	36	1	7
"MT"	2000	"Valley"	"1"	215	422	637	280	373	653	271	380	651	284	364	648	1	96
"MT"	2000	"Valley"	"2"	143	209	352	190	184	374	201	175	376	196	165	361	1	96
"MT"	2000	"Valley"	"3"	206	318	524	263	274	537	267	271	538	278	258	536	1	96
"MT"	2000	"Valley"	"4"	115	175	290	168	140	308	176	131	307	171	129	300	1	96
"MT"	2000	"Valley"	"6"	51	147	198	79	129	208	77	133	210	80	124	204	1	96
"MT"	2000	"Valley"	"8"	64	219	283	102	184	286	113	174	287	98	187	285	1	95
"MT"	2000	"Valley"	"9"	42	207	249	95	165	260	68	190	258	81	171	252	1	95
"MT"	2000	"Valley"	"Court 7"	195	482	677	289	436	725	282	449	731	266	455	721	1	95
"MT"	2000	"Valley"	"Frazer 5"	123	61	184	127	58	185	149	38	187	141	45	186	1	96
"MT"	2000	"Valley"	"Lustre 5"	5	145	150	14	135	149	12	141	153	10	142	152	1	96
"MT"	2000	"Valley"	"Peck 7"	114	115	229	139	104	243	150	95	245	145	97	242	1	95
"MT"	2000	"Wheatland"	"1"	11	54	65	15	52	67	14	51	65	11	56	67	1	8
"MT"	2000	"Wheatland"	"2"	124	283	407	167	251	418	163	252	415	151	268	419	1	8
"MT"	2000	"Wheatland"	"3"	9	59	68	15	56	71	12	59	71	11	60	71	1	8
"MT"	2000	"Wheatland"	"4"	35	119	154	42	115	157	46	111	157	35	125	160	1	8
"MT"	2000	"Wheatland"	"9"	64	193	257	96	168	264	95	168	263	90	179	269	1	8
"MT"	2000	"Wibaux"	"1"	74	148	222	90	135	225	97	121	218	91	124	215	1	1
"MT"	2000	"Wibaux"	"2"	47	221	268	97	184	281	98	174	272	96	178	274	1	1
"MT"	2000	"Yellowstone"	"1"	25	138	163	48	118	166	51	108	159	45	116	161	1	7
"MT"	2000	"Yellowstone"	"10"	4	16	20	8	16	24	11	12	23	7	19	26	1	15
"MT"	2000	"Yellowstone"	"11"	20	163	183	34	152	186	38	147	185	36	151	187	1	8
"MT"	2000	"Yellowstone"	"12"	330	496	826	423	421	844	394	452	846	427	420	847	1	12
"MT"	2000	"Yellowstone"	"13"	129	111	240	162	100	262	152	108	260	166	94	260	1	13
"MT"	2000	"Yellowstone"	"14"	248	165	413	295	137	432	270	154	424	309	128	437	1	13
"MT"	2000	"Yellowstone"	"15"	121	211	332	165	181	346	166	177	343	177	169	346	1	7
"MT"	2000	"Yellowstone"	"16"	76	159	235	113	129	242	105	138	243	95	149	244	1	16
"MT"	2000	"Yellowstone"	"17"	40	95	135	60	80	140	54	87	141	56	85	141	1	12
"MT"	2000	"Yellowstone"	"18"	88	191	279	127	164	291	122	166	288	139	155	294	1	7
"MT"	2000	"Yellowstone"	"19"	80	196	276	112	176	288	96	190	286	105	181	286	1	15
"MT"	2000	"Yellowstone"	"2"	19	53	72	32	42	74	27	45	72	28	44	72	1	17
"MT"	2000	"Yellowstone"	"20"	201	352	553	297	278	575	262	310	572	281	295	576	1	22
"MT"	2000	"Yellowstone"	"21"	327	414	741	418	342	760	388	374	762	417	347	764	1	20
"MT"	2000	"Yellowstone"	"22"	83	237	320	138	195	333	128	199	327	137	194	331	1	9
"MT"	2000	"Yellowstone"	"23"	439	511	950	567	474	1041	550	475	1025	558	475	1033	1	14
"MT"	2000	"Yellowstone"	"24"	275	520	795	380	440	820	365	450	815	353	473	826	1	9
"MT"	2000	"Yellowstone"	"25"	215	459	674	307	390	697	292	408	700	320	384	704	1	16
"MT"	2000	"Yellowstone"	"26"	366	461	827	472	383	855	445	408	853	467	386	853	1	19
"MT"	2000	"Yellowstone"	"27"	259	568	827	376	480	856	377	471	848	385	471	856	1	7
"MT"	2000	"Yellowstone"	"28"	179	479	658	276	409	685	247	434	681	271	411	682	1	15
"MT"	2000	"Yellowstone"	"29"	234	253	487	291	219	510	261	245	506	294	215	509	1	18
"MT"	2000	"Yellowstone"	"3"	291	561	852	417	456	873	391	481	872	402	479	881	1	12
"MT"	2000	"Yellowstone"	"30"	192	464	656	307	364	671	264	408	672	300	376	676	1	15
"MT"	2000	"Yellowstone"	"31"	402	682	1084	526	577	1103	522	584	1106	529	587	1116	1	21
"MT"	2000	"Yellowstone"	"32"	385	391	776	495	298	793	456	337	793	498	298	796	1	17
"MT"	2000	"Yellowstone"	"33"	484	756	1240	594	669	1263	582	681	1263	578	690	1268	1	19
"MT"	2000	"Yellowstone"	"34"	300	359	659	277	303	580	273	305	578	272	301	573	1	12
"MT"	2000	"Yellowstone"	"35"	295	366	661	375	312	687	348	334	682	382	306	688	1	22
"MT"	2000	"Yellowstone"	"36"	306	588	894	426	498	924	369	539	908	389	529	918	1	22
"MT"	2000	"Yellowstone"	"37"	304	623	927	378	573	951	389	570	959	410	549	959	1	15
"MT"	2000	"Yellowstone"	"38"	164	222	386	228	181	409	212	192	404	217	190	407	1	13
"MT"	2000	"Yellowstone"	"39"	399	546	945	500	486	986	488	492	980	495	494	989	1	20
"MT"	2000	"Yellowstone"	"4"	311	825	1136	481	680	1161	445	703	1148	471	685	1156	1	21
"MT"	2000	"Yellowstone"	"40"	244	465	709	290	462	752	300	437	737	278	466	744	1	10
"MT"	2000	"Yellowstone"	"41"	198	169	367	259	129	388	234	157	391	245	151	396	1	13
"MT"	2000	"Yellowstone"	"42"	248	550	798	350	491	841	335	506	841	354	494	848	1	16
"MT"	2000	"Yellowstone"	"43"	228	315	543	267	294	561	271	279	550	278	281	559	1	18
"MT"	2000	"Yellowstone"	"44"	230	318	548	305	272	577	298	282	580	311	261	572	1	18
"MT"	2000	"Yellowstone"	"45"	333	441	774	421	383	804	409	383	792	456	353	809	1	16
"MT"	2000	"Yellowstone"	"46"	115	230	345	147	210	357	141	215	356	150	205	355	1	11
"MT"	2000	"Yellowstone"	"47"	419	669	1088	518	622	1140	533	599	1132	516	623	1139	1	10
"MT"	2000	"Yellowstone"	"48"	289	500	789	381	453	834	377	458	835	370	469	839	1	14
"MT"	2000	"Yellowstone"	"49"	294	384	678	359	359	718	365	347	712	352	368	720	1	10
"MT"	2000	"Yellowstone"	"5"	307	471	778	417	387	804	374	425	799	418	382	800	1	22
"MT"	2000	"Yellowstone"	"50"	280	560	840	376	483	859	382	485	867	415	462	877	1	11
"MT"	2000	"Yellowstone"	"51"	191	201	392	234	179	413	225	189	414	234	176	410	1	14
"MT"	2000	"Yellowstone"	"52"	229	324	553	321	285	606	303	310	613	318	295	613	1	13
"MT"	2000	"Yellowstone"	"53"	201	485	686	253	447	700	272	431	703	256	448	704	1	15
"MT"	2000	"Yellowstone"	"54"	87	201	288	133	156	289	126	166	292	123	170	293	1	12
"MT"	2000	"Yellowstone"	"55"	251	452	703	322	407	729	333	394	727	330	399	729	1	10
"MT"	2000	"Yellowstone"	"56"	246	333	579	294	291	585	295	291	586	287	303	590	1	20
"MT"	2000	"Yellowstone"	"57"	228	424	652	297	363	660	271	383	654	292	375	667	1	19
"MT"	2000	"Yellowstone"	"58"	293	379	672	392	309	701	381	326	707	400	306	706	1	18
"MT"	2000	"Yellowstone"	"59"	400	533	933	493	456	949	466	494	960	509	464	973	1	20
"MT"	2000	"Yellowstone"	"6"	435	395	830	554	354	908	532	357	889	544	363	907	1	14
"MT"	2000	"Yellowstone"	"60"	121	220	341	171	186	357	162	186	348	167	185	352	1	15
"MT"	2000	"Yellowstone"	"61"	366	458	824	455	400	855	446	404	850	497	358	855	1	18
"MT"	2000	"Yellowstone"	"62"	351	625	976	482	509	991	468	528	996	506	504	1010	1	21
"MT"	2000	"Yellowstone"	"63"	159	381	540	207	343	550	21	329	350	226	323	549	1	11
"MT"	2000	"Yellowstone"	"64"	47	107	154	74	78	152	63	90	153	72	81	153	1	21
"MT"	2000	"Yellowstone"	"65"	230	294	524	302	233	535	265	261	526	280	250	530	1	19
"MT"	2000	"Yellowstone"	"66"	181	273	454	254	221	475	247	224	471	234	241	475	1	19
"MT"	2000	"Yellowstone"	"67"	261	522	783	319	498	817	312	510	822	293	529	822	1	10
"MT"	2000	"Yellowstone"	"68"	320	732	1052	410	671	1081	410	669	1079	403	690	1093	1	10
"MT"	2000	"Yellowstone"	"69"	176	355	531	211	332	543	222	323	545	198	343	541	1	20
"MT"	2000	"Yellowstone"	"7"	308	334	642	398	271	669	381	283	664	389	278	667	1	22
"MT"	2000	"Yellowstone"	"70"	350	702	1052	425	656	1081	437	643	1080	399	684	1083	1	9
"MT"	2000	"Yellowstone"	"71"	116	113	229	147	95	242	147	88	235	151	92	243	1	13
"MT"	2000	"Yellowstone"	"72"	256	322	578	314	288	602	304	284	588	306	290	596	1	19
"MT"	2000	"Yellowstone"	"73"	248	285	533	338	219	557	304	251	555	324	234	558	1	17
"MT"	2000	"Yellowstone"	"74"	380	344	724	499	277	776	461	309	770	480	287	767	1	17
"MT"	2000	"Yellowstone"	"75"	234	261	495	287	221	508	266	239	505	283	232	515	1	21
"MT"	2000	"Yellowstone"	"76"	453	1301	1754	600	1175	1775	582	1184	1766	574	1202	1776	1	9
"MT"	2000	"Yellowstone"	"77"	302	342	644	383	279	662	361	299	660	378	283	661	1	12
"MT"	2000	"Yellowstone"	"78"	204	635	839	254	608	862	266	587	853	241	615	856	1	9
"MT"	2000	"Yellowstone"	"79"	316	535	851	423	455	878	431	439	870	430	455	885	1	16
"MT"	2000	"Yellowstone"	"8"	10	40	50	19	41	60	17	41	58	18	41	59	1	9
"MT"	2000	"Yellowstone"	"80"	183	468	651	282	389	671	280	392	672	258	418	676	1	15
"MT"	2000	"Yellowstone"	"81"	157	290	447	220	248	468	205	254	459	218	246	464	1	17
"MT"	2000	"Yellowstone"	"82"	103	295	398	174	241	415	160	253	413	156	254	410	1	15
"MT"	2000	"Yellowstone"	"83"	383	702	1085	448	652	1100	452	650	1102	450	659	1109	1	9
"MT"	2000	"Yellowstone"	"84"	38	74	112	50	70	120	49	64	113	48	68	116	1	6
"MT"	2000	"Yellowstone"	"85"	245	506	751	322	450	772	328	444	772	320	456	776	1	11
"MT"	2000	"Yellowstone"	"86"	357	675	1032	464	583	1047	457	591	1048	476	575	1051	1	11
"MT"	2000	"Yellowstone"	"9"	278	300	578	370	230	600	332	266	598	345	256	601	1	22
