state	year	county	cd	ld	sd	countyprecinct_code	precinct_code	precinct	g2004_USP_rv	g2004_USP_dv	g2004_USP_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv
"MS"	2004	"TATE"	1	9	11	"137-EVN"	"EVN"	"Evansville"						
"MS"	2004	"TATE"	1	8	10	"137-IND"	"IND"	"Independence"						
"MS"	2004	"TATE"	1	8	10	"137-LOX"	"LOX"	"Looxahoma"						
"MS"	2004	"TATE"	1	8	10	"137-PAL"	"PAL"	"Palestine"						
"MS"	2004	"TATE"	1	8	10	"137-PVL"	"PVL"	"Poagville 4"						
"MS"	2004	"TATE"	1	8	10	"137-PG5"	"PG5"	"Poagville 5"						
"MS"	2004	"TATE"	1	8	10	"137-SAR"	"SAR"	"Sarah"						
"MS"	2004	"TATE"	1	11	10	"137-SN1"	"SN1"	"Senatobia 1"						
"MS"	2004	"TATE"	1	8	10	"137-SN2"	"SN2"	"Senatobia 2"						
"MS"	2004	"TATE"	1	11	10	"137-SN3"	"SN3"	"Senatobia 3"						
"MS"	2004	"TATE"	1	8	10	"137-SN4"	"SN4"	"Senatobia 4"						
"MS"	2004	"TATE"	1	8	10	"137-SHD"	"SHD"	"Sherrod"						
"MS"	2004	"TATE"	1	8	11	"137-STR"	"STR"	"Strayhorn"						
"MS"	2004	"TATE"	1	9	10	"137-TAY"	"TAY"	"Taylorsville"						
"MS"	2004	"TATE"	1	8	10	"137-THY"	"THY"	"Thyatira"						
"MS"	2004	"TATE"	1	11	10	"137-TYR"	"TYR"	"Tyro"						
"MS"	2004	"TATE"	1	11	10	"137-WYT"	"WYT"	"Wyatte"						
"MS"	2004	"TIPPAH"	1	4	2	"139-0009"	"9"	"Blue Mtn"						
"MS"	2004	"TIPPAH"	1	4	2	"139-0002"	"2"	"Brownfield"						
"MS"	2004	"TIPPAH"	1	4	2	"139-0004"	"4"	"Chalybeate"						
"MS"	2004	"TIPPAH"	1	4	4	"139-0020"	"20"	"Chapman"						
"MS"	2004	"TIPPAH"	1	4	2	"139-0012"	"12"	"Clarysville"						
"MS"	2004	"TIPPAH"	1	4	2	"139-0010"	"10"	"Cotton Plant"						
"MS"	2004	"TIPPAH"	1	4	2	"139-0018"	"18"	"Dry Creek"						
"MS"	2004	"TIPPAH"	1	4	2	"139-0017"	"17"	"Dumas"						
"MS"	2004	"TIPPAH"	1	4	4	"139-0007"	"7"	"Falkner"						
"MS"	2004	"TIPPAH"	1	4	2	"139-0015"	"15"	"Mitchell"						
"MS"	2004	"TIPPAH"	1	4	2	"139-0011"	"11"	"New Hope"						
"MS"	2004	"TIPPAH"	1	4	2	"139-0006"	"6"	"N Falkner"						
"MS"	2004	"TIPPAH"	1	4	4	"139-0008"	"8"	"N Ripley"						
"MS"	2004	"TIPPAH"	1	4	2	"139-0013"	"13"	"Palmer"						
"MS"	2004	"TIPPAH"	1	4	4	"139-0022"	"22"	"Peoples"						
"MS"	2004	"TIPPAH"	1	4	2	"139-0016"	"16"	"Pine Grove"						
"MS"	2004	"TIPPAH"	1	4	2	"139-0023"	"23"	"Providence"						
"MS"	2004	"TIPPAH"	1	4	4	"139-0024"	"24"	"Ripley"						
"MS"	2004	"TIPPAH"	1	4	2	"139-0014"	"14"	"Shady Grove"						
"MS"	2004	"TIPPAH"	1	4	4	"139-0019"	"19"	"SW Ripley"						
"MS"	2004	"TIPPAH"	1	4	4	"139-0021"	"21"	"Spout Springs"						
"MS"	2004	"TIPPAH"	1	4	2	"139-0001"	"1"	"Threeforks"						
"MS"	2004	"TIPPAH"	1	4	2	"139-0005"	"5"	"Tiplersville"						
"MS"	2004	"TIPPAH"	1	4	2	"139-0003"	"3"	"Walnut"						
"MS"	2004	"TISHOMINGO"	1	1	5	"141-5BEL"	"5BEL"	"Belmont"						
"MS"	2004	"TISHOMINGO"	1	1	4	"141-2B"	"2B"	"Burnsville"						
"MS"	2004	"TISHOMINGO"	1	1	4	"141-2CM"	"2CM"	"Coles Mills"						
"MS"	2004	"TISHOMINGO"	1	1	5	"141-5CS"	"5CS"	"Cotton Sprs"						
"MS"	2004	"TISHOMINGO"	1	19	5	"141-4DNS"	"4DNS"	"Dennis"						
"MS"	2004	"TISHOMINGO"	1	19	5	"141-5EB"	"5EB"	"Belmont E"						
"MS"	2004	"TISHOMINGO"	1	1	5	"141-3EI"	"3EI"	"Iuka E"						
"MS"	2004	"TISHOMINGO"	1	19	5	"141-5GL"	"5GL"	"Golden"						
"MS"	2004	"TISHOMINGO"	1	1	4	"141-1HS"	"1HS"	"Hubbard Salem"						
"MS"	2004	"TISHOMINGO"	1	1	4	"141-1IUK"	"1IUK"	"Iuka"						
"MS"	2004	"TISHOMINGO"	1	19	5	"141-4NBM"	"4NBM"	"Belmont N"						
"MS"	2004	"TISHOMINGO"	1	1	4	"141-2NB"	"2NB"	"Burnsville N"						
"MS"	2004	"TISHOMINGO"	1	1	4	"141-1NI"	"1NI"	"Iuka N"						
"MS"	2004	"TISHOMINGO"	1	1	5	"141-4PDN"	"4PDN"	"Paden"						
"MS"	2004	"TISHOMINGO"	1	1	5	"141-3MW"	"3MW"	"Springhill"						
"MS"	2004	"TISHOMINGO"	1	19	5	"141-4TIS"	"4TIS"	"Tishomingo"						
"MS"	2004	"TISHOMINGO"	1	1	4	"141-2WB"	"2WB"	"Burnsville W"						
"MS"	2004	"TISHOMINGO"	1	1	4	"141-3WI"	"3WI"	"Iuka W"						
"MS"	2004	"TISHOMINGO"	1	1	5	"141-4WT"	"4WT"	"Tishomingo W"						
"MS"	2004	"TUNICA"	2	25	11	"143-001A"	"001A"	"Banks"						
"MS"	2004	"TUNICA"	2	9	11	"143-005"	"5"	"Courthouse"						
"MS"	2004	"TUNICA"	2	9	11	"143-006"	"6"	"Evansville Hwy 61"						
"MS"	2004	"TUNICA"	2	9	11	"143-007"	"7"	"Justice Court"						
"MS"	2004	"TUNICA"	2	25	11	"143-008"	"8"	"Mhoon Landing"						
"MS"	2004	"TUNICA"	2	9	11	"143-003"	"3"	"Prichard"						
"MS"	2004	"TUNICA"	2	25	11	"143-001"	"1"	"Robinsonville"						
"MS"	2004	"TUNICA"	2	9	11	"143-010"	"10"	"Supt Education"						
"MS"	2004	"TUNICA"	2	9	11	"143-004"	"4"	"Tunica"						
"MS"	2004	"TUNICA"	2	9	11	"143-011"	"11"	"Two Mile Lake"						
"MS"	2004	"TUNICA"	2	9	11	"143-002"	"2"	"Watsonville"						
"MS"	2004	"TUNICA"	2	25	11	"143-009"	"9"	"West End Store"						
"MS"	2004	"UNION"	1	14	3	"145-402"	"402"	"B F Ford"						
"MS"	2004	"UNION"	1	14	3	"145-304"	"304"	"Beacon Hill"						
"MS"	2004	"UNION"	1	14	3	"145-401"	"401"	"Blue Springs"						
"MS"	2004	"UNION"	1	13	3	"145-102"	"102"	"Blythe"						
"MS"	2004	"UNION"	1	14	3	"145-403"	"403"	"Center"						
"MS"	2004	"UNION"	1	14	3	"145-303"	"303"	"Central Maint"						
"MS"	2004	"UNION"	1	14	3	"145-302"	"302"	"Courthouse"						
"MS"	2004	"UNION"	1	14	3	"145-404"	"404"	"East Union"						
"MS"	2004	"UNION"	1	14	3	"145-104"	"104"	"Glenfield"						
"MS"	2004	"UNION"	1	14	3	"145-204"	"204"	"Ingomar"						
"MS"	2004	"UNION"	1	4	3	"145-504"	"504"	"Jericho"						
"MS"	2004	"UNION"	1	14	3	"145-502"	"502"	"Keownville"						
"MS"	2004	"UNION"	1	14	3	"145-301"	"301"	"Kings Chapel"						
"MS"	2004	"UNION"	1	13	3	"145-101"	"101"	"Macedonia"						
"MS"	2004	"UNION"	1	14	3	"145-103"	"103"	"Myrtle"						
"MS"	2004	"UNION"	1	14	3	"145-501"	"501"	"NE CC"						
"MS"	2004	"UNION"	1	14	3	"145-201"	"201"	"Pinedale"						
"MS"	2004	"UNION"	1	4	3	"145-503"	"503"	"Pleasant Ridge"						
"MS"	2004	"UNION"	1	14	3	"145-203"	"203"	"Sportsplex"						
"MS"	2004	"UNION"	1	14	3	"145-202"	"202"	"West Union"						
"MS"	2004	"WALTHALL"	3	99	40	"147-33"	"33"	"Tylertown 3"						
"MS"	2004	"WALTHALL"	3	99	40	"147-49"	"49"	"Dist 4 W"						
"MS"	2004	"WALTHALL"	3	99	40	"147-41"	"41"	"Tylertown 4"						
"MS"	2004	"WALTHALL"	3	99	40	"147-48"	"48"	"Darbun"						
"MS"	2004	"WALTHALL"	3	99	40	"147-31"	"31"	"Dexter"						
"MS"	2004	"WALTHALL"	3	98	38	"147-51"	"51"	"Dinan"						
"MS"	2004	"WALTHALL"	3	99	40	"147-21"	"21"	"Tylertown E"						
"MS"	2004	"WALTHALL"	3	99	40	"147-52"	"52"	"Enon"						
"MS"	2004	"WALTHALL"	3	99	40	"147-55"	"55"	"Hope"						
"MS"	2004	"WALTHALL"	3	99	40	"147-32"	"32"	"Improve"						
"MS"	2004	"WALTHALL"	3	99	40	"147-12"	"12"	"Lexie"						
"MS"	2004	"WALTHALL"	3	99	40	"147-23"	"23"	"Mesa"						
"MS"	2004	"WALTHALL"	3	99	38	"147-11"	"11"	"Midway"						
"MS"	2004	"WALTHALL"	3	99	38	"147-14"	"14"	"Kirklin N"						
"MS"	2004	"WALTHALL"	3	99	40	"147-25"	"25"	"Knoxo N"						
"MS"	2004	"WALTHALL"	3	97	40	"147-44"	"44"	"Sartinsville"						
"MS"	2004	"WALTHALL"	3	99	38	"147-13"	"13"	"Kirklin S"						
"MS"	2004	"WALTHALL"	3	99	40	"147-24"	"24"	"Knoxo S"						
"MS"	2004	"WALTHALL"	3	99	38	"147-53"	"53"	"St Paul"						
"MS"	2004	"WALTHALL"	3	98	40	"147-42"	"42"	"Varnal"						
"MS"	2004	"WALTHALL"	3	99	40	"147-22"	"22"	"Tylertown W"						
"MS"	2004	"WARREN"	2	54	23	"149-225"	"225"	"Prec 3-61"						
"MS"	2004	"WARREN"	2	55	23	"149-332"	"332"	"American Legion"						
"MS"	2004	"WARREN"	2	55	23	"149-221"	"221"	"Auditorium"						
"MS"	2004	"WARREN"	2	54	23	"149-531"	"531"	"Beechwood"						
"MS"	2004	"WARREN"	2	54	23	"149-133"	"133"	"Bovina"						
"MS"	2004	"WARREN"	2	55	23	"149-222"	"222"	"Brunswick"						
"MS"	2004	"WARREN"	2	55	23	"149-211"	"211"	"Cedar Grove"						
"MS"	2004	"WARREN"	2	54	23	"149-135"	"135"	"Culkin"						
"MS"	2004	"WARREN"	2	55	23	"149-452"	"452"	"Elks Lodge"						
"MS"	2004	"WARREN"	2	85	23	"149-443"	"443"	"Goodrum"						
"MS"	2004	"WARREN"	2	55	23	"149-441"	"441"	"Jett"						
"MS"	2004	"WARREN"	2	55	23	"149-212"	"212"	"Kings"						
"MS"	2004	"WARREN"	2	54	23	"149-551"	"551"	"Moose Lodge"						
"MS"	2004	"WARREN"	2	55	23	"149-342"	"342"	"Fire #7"						
"MS"	2004	"WARREN"	2	56	23	"149-113"	"113"	"Oak Ridge"						
"MS"	2004	"WARREN"	2	54	23	"149-558"	"558"	"Plumbers Union"						
"MS"	2004	"WARREN"	2	54	23	"149-123"	"123"	"Redwood"						
"MS"	2004	"WARREN"	2	55	23	"149-214"	"214"	"St Aloysius"						
"MS"	2004	"WARREN"	2	54	23	"149-553"	"553"	"Tingleville"						
"MS"	2004	"WARREN"	2	55	23	"149-336"	"336"	"Vicksburg Jr High"						
"MS"	2004	"WARREN"	2	54	23	"149-559"	"559"	"YMCA"						
"MS"	2004	"WARREN"	2	54	23	"149-444"	"444"	"Yokena"						
"MS"	2004	"WASHINGTON"	2	50	22	"151-2-3"	"3-Feb"	"Arcola City Hall"						
"MS"	2004	"WASHINGTON"	2	49	12	"151-3-2"	"2-Mar"	"Brent Center"						
"MS"	2004	"WASHINGTON"	2	49	12	"151-2-2"	"2-Feb"	"Buster Brown Center"						
"MS"	2004	"WASHINGTON"	2	50	22	"151-1-2"	"2-Jan"	"Covenant Pres"						
"MS"	2004	"WASHINGTON"	2	34	22	"151-5-2"	"2-May"	"Darlove"						
"MS"	2004	"WASHINGTON"	2	49	12	"151-4-1"	"1-Apr"	"Elks Lodge"						
"MS"	2004	"WASHINGTON"	2	50	12	"151-3-3"	"3-Mar"	"Extension Bldg"						
"MS"	2004	"WASHINGTON"	2	51	22	"151-1-4"	"4-Jan"	"Glen Allan Library"						
"MS"	2004	"WASHINGTON"	2	49	12	"151-5-3"	"3-May"	"Grace Methodist"						
"MS"	2004	"WASHINGTON"	2	49	12	"151-5-4"	"4-May"	"Greenville Ind Coll"						
"MS"	2004	"WASHINGTON"	2	50	22	"151-5-1"	"1-May"	"Hollandale City Hall"						
"MS"	2004	"WASHINGTON"	2	28	22	"151-4-2"	"2-Apr"	"Leland Health"						
"MS"	2004	"WASHINGTON"	2	28	22	"151-4-3"	"3-Apr"	"Leland Rotary"						
"MS"	2004	"WASHINGTON"	2	50	12	"151-3-5"	"5-Mar"	"Metcalfe Municipal"						
"MS"	2004	"WASHINGTON"	2	50	12	"151-3-4"	"4-Mar"	"Old American Legion"						
"MS"	2004	"WASHINGTON"	2	49	12	"151-2-4"	"4-Feb"	"Potter House"						
"MS"	2004	"WASHINGTON"	2	34	22	"151-1-1"	"1-Jan"	"St James Episcopal"						
"MS"	2004	"WASHINGTON"	2	34	22	"151-1-3"	"3-Jan"	"Swiftwater Baptist"						
"MS"	2004	"WASHINGTON"	2	49	12	"151-3-1"	"1-Mar"	"Tempe Drive"						
"MS"	2004	"WASHINGTON"	2	50	22	"151-2-1"	"1-Feb"	"Ward's Rec"						
"MS"	2004	"WAYNE"	4	86	43	"153-34"	"34"	"Beat 4"						
"MS"	2004	"WAYNE"	4	86	43	"153-52"	"52"	"Big Rock"						
"MS"	2004	"WAYNE"	4	105	43	"153-31"	"31"	"Buckatunna"						
"MS"	2004	"WAYNE"	4	86	43	"153-73"	"73"	"Chapparal"						
"MS"	2004	"WAYNE"	4	86	43	"153-51"	"51"	"Chicora"						
"MS"	2004	"WAYNE"	4	86	43	"153-65"	"65"	"Clara"						
"MS"	2004	"WAYNE"	4	86	43	"153-35"	"35"	"Corinth"						
"MS"	2004	"WAYNE"	4	86	43	"153-63"	"63"	"Coyt"						
"MS"	2004	"WAYNE"	4	86	43	"153-42"	"42"	"Denham"						
"MS"	2004	"WAYNE"	4	86	43	"153-33"	"33"	"Diamond"						
"MS"	2004	"WAYNE"	4	86	43	"153-24"	"24"	"Eucutta"						
"MS"	2004	"WAYNE"	4	86	43	"153-43"	"43"	"Hiwannee"						
"MS"	2004	"WAYNE"	4	86	43	"153-53"	"53"	"Matherville"						
"MS"	2004	"WAYNE"	4	86	43	"153-54"	"54"	"Mozingo"						
"MS"	2004	"WAYNE"	4	86	43	"153-64"	"64"	"Pleasant Grove"						
"MS"	2004	"WAYNE"	4	86	43	"153-21"	"21"	"State Line"						
"MS"	2004	"WAYNE"	4	86	43	"153-45"	"45"	"Strengthford"						
"MS"	2004	"WAYNE"	4	86	43	"153-11"	"11"	"Waynesboro 1"						
"MS"	2004	"WAYNE"	4	86	43	"153-12"	"12"	"Waynesboro 2"						
"MS"	2004	"WAYNE"	4	86	43	"153-13"	"13"	"Waynesboro 3"						
"MS"	2004	"WAYNE"	4	86	43	"153-14"	"14"	"Waynesboro 4"						
"MS"	2004	"WAYNE"	4	86	43	"153-15"	"15"	"Waynesboro 5"						
"MS"	2004	"WAYNE"	4	86	43	"153-32"	"32"	"Wincheste"						
"MS"	2004	"WAYNE"	4	86	43	"153-83"	"83"	"Yellow Creek"						
"MS"	2004	"WEBSTER"	1	23	15	"155-23"	"23"	"Bellefontaine"						
"MS"	2004	"WEBSTER"	1	35	15	"155-43"	"43"	"Big Black"						
"MS"	2004	"WEBSTER"	1	35	15	"155-12"	"12"	"Bluff Springs"						
"MS"	2004	"WEBSTER"	1	35	15	"155-24"	"24"	"Cadaretta"						
"MS"	2004	"WEBSTER"	1	35	15	"155-52"	"52"	"Clarkson"						
"MS"	2004	"WEBSTER"	1	35	15	"155-53"	"53"	"Cumberland"						
"MS"	2004	"WEBSTER"	1	35	15	"155-11"	"11"	"Eupora 1"						
"MS"	2004	"WEBSTER"	1	35	15	"155-21"	"21"	"Eupora 2"						
"MS"	2004	"WEBSTER"	1	35	15	"155-31"	"31"	"Eupora 3"						
"MS"	2004	"WEBSTER"	1	35	15	"155-51"	"51"	"Fame"						
"MS"	2004	"WEBSTER"	1	35	15	"155-34"	"34"	"Fay"						
"MS"	2004	"WEBSTER"	1	35	15	"155-32"	"32"	"Grady"						
"MS"	2004	"WEBSTER"	3	35	15	"155-42"	"42"	"Maben"						
"MS"	2004	"WEBSTER"	1	35	15	"155-54"	"54"	"Mantee"						
"MS"	2004	"WEBSTER"	1	35	15	"155-41"	"41"	"Mathiston"						
"MS"	2004	"WEBSTER"	1	35	15	"155-33"	"33"	"Tomnolen"						
"MS"	2004	"WEBSTER"	1	35	15	"155-22"	"22"	"Walthall"						
"MS"	2004	"WILKINSON"	3	96	38	"157-1020"	"1020"	"Centreville 1 1020"						
"MS"	2004	"WILKINSON"	3	96	38	"157-3010"	"3010"	"Centreville 3 3010"						
"MS"	2004	"WILKINSON"	3	96	38	"157-4020"	"4020"	"Cold Sprs 4020"						
"MS"	2004	"WILKINSON"	3	96	38	"157-2020"	"2020"	"Fort Adams 2020"						
"MS"	2004	"WILKINSON"	3	96	38	"157-5020"	"5020"	"Longmire 5020"						
"MS"	2004	"WILKINSON"	3	96	38	"157-5010"	"5010"	"Woodville 5 5010"						
"MS"	2004	"WILKINSON"	3	96	38	"157-4010"	"4010"	"Woodville 4 4010"						
"MS"	2004	"WILKINSON"	3	96	38	"157-1010"	"1010"	"Woodville 1010"						
"MS"	2004	"WILKINSON"	3	96	38	"157-2010"	"2010"	"Woodville 2 2010"						
"MS"	2004	"WINSTON"	3	43	32	"159-32"	"32"	"American Legion"						
"MS"	2004	"WINSTON"	3	43	18	"159-42"	"42"	"Country Agent"						
"MS"	2004	"WINSTON"	3	43	32	"159-22"	"22"	"Winston E"						
"MS"	2004	"WINSTON"	3	43	15	"159-11"	"11"	"Fairground"						
"MS"	2004	"WINSTON"	3	43	18	"159-23"	"23"	"Lovorn Tractor"						
"MS"	2004	"WINSTON"	3	43	18	"159-52"	"52"	"Mars Hill"						
"MS"	2004	"WINSTON"	3	43	32	"159-31"	"31"	"Mill Creek"						
"MS"	2004	"WINSTON"	3	43	18	"159-21"	"21"	"Nanih Waiya"						
"MS"	2004	"WINSTON"	3	43	18	"159-53"	"53"	"New Natl Guard"						
"MS"	2004	"WINSTON"	3	43	18	"159-51"	"51"	"Noxapater"						
"MS"	2004	"WINSTON"	3	43	18	"159-43"	"43"	"Shiloh"						
"MS"	2004	"WINSTON"	3	43	32	"159-41"	"41"	"Zion Ridge"						
"MS"	2004	"YAZOO"	2	51	21	"163-3-1"	"1-Mar"	"3-1 W"						
"MS"	2004	"YAZOO"	2	51	21	"163-3-2"	"2-Mar"	"3-2 E"						
"MS"	2004	"YAZOO"	2	51	21	"163-3-4"	"4-Mar"	"3-4 S"						
"MS"	2004	"YAZOO"	2	56	21	"163-2-1"	"1-Feb"	"Benton"						
"MS"	2004	"YAZOO"	2	56	21	"163-1-4"	"4-Jan"	"Center Ridge"						
"MS"	2004	"YAZOO"	2	27	21	"163-2-3"	"3-Feb"	"Deasonville"						
"MS"	2004	"YAZOO"	2	56	21	"163-1-5"	"5-Jan"	"Dover"						
"MS"	2004	"YAZOO"	2	27	21	"163-1-2"	"2-Jan"	"Bentonia E"						
"MS"	2004	"YAZOO"	2	27	21	"163-4-2"	"2-Apr"	"Midway E"						
"MS"	2004	"YAZOO"	2	47	22	"163-4-1"	"1-Apr"	"Eden"						
"MS"	2004	"YAZOO"	2	47	22	"163-4-5"	"5-Apr"	"Free Run"						
"MS"	2004	"YAZOO"	2	27	21	"163-2-6"	"6-Feb"	"Fugates"						
"MS"	2004	"YAZOO"	2	27	21	"163-2-4"	"4-Feb"	"Harttown"						
"MS"	2004	"YAZOO"	2	51	22	"163-5-3"	"3-May"	"Holly Bluff"						
"MS"	2004	"YAZOO"	2	51	21	"163-3-3"	"3-Mar"	"Jonestown"						
"MS"	2004	"YAZOO"	2	47	22	"163-5-1"	"1-May"	"Lake City"						
"MS"	2004	"YAZOO"	2	56	23	"163-1-1"	"1-Jan"	"Mechanicsburg"						
"MS"	2004	"YAZOO"	2	56	21	"163-1-6"	"6-Jan"	"Robinette"						
"MS"	2004	"YAZOO"	2	56	23	"163-1-7"	"7-Jan"	"Satartia"						
"MS"	2004	"YAZOO"	2	51	23	"163-1-8"	"8-Jan"	"Valley"						
"MS"	2004	"YAZOO"	2	51	21	"163-2-2"	"2-Feb"	"Ward 2"						
"MS"	2004	"YAZOO"	2	47	22	"163-4-4"	"4-Apr"	"Ward 4"						
"MS"	2004	"YAZOO"	2	47	21	"163-5-4"	"4-May"	"Ward 5"						
"MS"	2004	"YAZOO"	2	27	21	"163-1-3"	"3-Jan"	"Bentonia W"						
"MS"	2004	"YAZOO"	2	47	22	"163-4-3"	"3-Apr"	"Midway W"						
"MS"	2004	"YAZOO"	2	56	22	"163-2-5"	"5-Feb"	"Zion"						
"MS"	2004	"JEFFERSON"	2	85	36	"063-PVP"	"PVP"							
"MS"	2004	"JEFFERSON DAVIS"	3	90	41	"065-11"	"11"	"Granby 11"						
"MS"	2004	"JEFFERSON DAVIS"	3	90	41	"065-12"	"12"	"Prentiss S 12"						
"MS"	2004	"JEFFERSON DAVIS"	3	90	41	"065-13"	"13"	"Prentiss S 13"						
"MS"	2004	"JEFFERSON DAVIS"	3	90	41	"065-22"	"22"	"Carson 22"						
"MS"	2004	"JEFFERSON DAVIS"	3	91	41	"065-23"	"23"	"Greens Creek 23"						
"MS"	2004	"JEFFERSON DAVIS"	3	100	41	"065-24"	"24"	"Hathorn 24"						
"MS"	2004	"JEFFERSON DAVIS"	3	91	41	"065-25"	"25"	"Sons Academy 25"						
"MS"	2004	"JEFFERSON DAVIS"	3	90	41	"065-26"	"26"	"Bassfield 26"						
"MS"	2004	"JEFFERSON DAVIS"	3	91	41	"065-31"	"31"	"Bassfield 31"						
"MS"	2004	"JEFFERSON DAVIS"	3	91	41	"065-32"	"32"	"Bassfield 32"						
"MS"	2004	"JEFFERSON DAVIS"	3	90	41	"065-33"	"33"	"Good Hope 33"						
"MS"	2004	"JEFFERSON DAVIS"	3	90	41	"065-34"	"34"	"Melba 34"						
"MS"	2004	"JEFFERSON DAVIS"	3	91	41	"065-41"	"41"	"Clem 41"						
"MS"	2004	"JEFFERSON DAVIS"	3	91	41	"065-42"	"42"	"Mt Carmel 42"						
"MS"	2004	"JEFFERSON DAVIS"	3	91	41	"065-43"	"43"	"Prentiss NE 43"						
"MS"	2004	"JEFFERSON DAVIS"	3	91	41	"065-44"	"44"	"Williamson Mill 44"						
"MS"	2004	"JEFFERSON DAVIS"	3	91	41	"065-51"	"51"	"Gwinville 51"						
"MS"	2004	"JEFFERSON DAVIS"	3	91	41	"065-52"	"52"	"Hebron 52"						
"MS"	2004	"JEFFERSON DAVIS"	3	91	41	"065-53"	"53"	"Prentiss NW 53"						
"MS"	2004	"JEFFERSON DAVIS"	3	91	41	"065-55"	"55"	"Red House 55"						
"MS"	2004	"JEFFERSON DAVIS"	3	91	41	"065-56"	"56"	"Whiting 56"						
"MS"	2004	"YALOBUSHA"	1	33	9	"161-1NO"	"1NO"	"1 N"						
"MS"	2004	"YALOBUSHA"	1	33	9	"161-1SO"	"1SO"	"1 S"						
"MS"	2004	"YALOBUSHA"	1	33	9	"161-2 WV"	"2 WV"	"Water Valley 2"						
"MS"	2004	"YALOBUSHA"	1	33	9	"161-3NW"	"3NW"	"3 NW"						
"MS"	2004	"YALOBUSHA"	1	33	9	"161-3SR"	"3SR"	"Sylvia Rena 3"						
"MS"	2004	"YALOBUSHA"	1	33	9	"161-4CF"	"4CF"	"Coffeeville 4"						
"MS"	2004	"YALOBUSHA"	1	33	9	"161-4OK"	"4OK"	"Oakland 4"						
"MS"	2004	"YALOBUSHA"	1	24	9	"161-5CF"	"5CF"	"Coffeeville 5"						
"MS"	2004	"YALOBUSHA"	1	24	9	"161-5SB"	"5SB"	"Scobey 5"						
"MS"	2004	"YALOBUSHA"	1	24	9	"161-5SVM"	"5SVM"	"Scuna Vann's Mill 5"						
"MS"	2004	"YALOBUSHA"	1	24	9	"161-5TL"	"5TL"	"Tillatoba 5"						
