state	year	county	precinct	g2008_USP_dv	g2008_USP_rv	g2008_USS_dv	g2008_USS_rv	g2008_USH_dv	g2008_USH_rv	g2008_STS_dv	g2008_STS_rv	g2008_STH_dv	g2008_STH_rv	g2008_USP_tv	g2008_USS_tv	g2008_USH_tv	g2008_STS_tv	g2008_STH_tv
"NM"	2008	6	"53"	283	151	87	323	331	103		214		215	438	410	434		
"NM"	2008	6	"53"	283	151	87	323	331	103		214		215	438	410	434		
"NM"	2008	6	"54"	120	102	246	190	151	68		133		125	227	436	219		
"NM"	2008	6	"54"	120	102	246	190	151	68		133		125	227	436	219		
"NM"	2008	6	"55"	109	68	93	126	122	52		107		108	180	219	174		
"NM"	2008	6	"55"	109	68	93	126	122	52		107		108	180	219	174		
"NM"	2008	6	"61"	197	186	72	103	237	147		234		227	388	175	384		
"NM"	2008	6	"61"	197	186	72	103	237	147		234		227	388	175	384		
"NM"	2008	6	"62"	37	185	36	396	80	139		195		191	222	432	219		
"NM"	2008	6	"62"	37	185	36	396	80	139		195		191	222	432	219		
"NM"	2008	6	"71"	92	311	179	205	194	211		338		307	408	384	405		
"NM"	2008	6	"71"	92	311	179	205	194	211		338		307	408	384	405		
"NM"	2008	6	"72"	107	438	104	447	240	309		462		424	547	551	549		
"NM"	2008	6	"72"	107	438	104	447	240	309		462		424	547	551	549		
"NM"	2008	6	"73"	100	346	93	352	190	251		392		375	453	445	441		
"NM"	2008	6	"73"	100	346	93	352	190	251		392		375	453	445	441		
"NM"	2008	6	"74"	54	234	58	233	116	174		245		238	290	291	290		
"NM"	2008	6	"74"	54	234	58	233	116	174		245		238	290	291	290		
"NM"	2008	6	"999"	0	1	0	0	0	0					1	0	0		
"NM"	2008	7	"1"	148	147	153	142	160	133	160	136	190	105	300	295	293	296	295
"NM"	2008	7	"10"	172	36	147	146	156	135	358		358		209	293	291		
"NM"	2008	7	"100"	209	306	136	145	135	89	255	300	257	290	520	281	224	555	547
"NM"	2008	7	"101"	437	286	437	94	440	128	553		567		734	531	568		
"NM"	2008	7	"102"	754	804	578	357	555	368	697	853	884	651	1578	935	923	1550	1535
"NM"	2008	7	"103"	341	263	274	248	156	181	310	282	378	211	621	522	337	592	589
"NM"	2008	7	"104"	235	185	430	130	271	249	228	188	277		421	560	520	416	
"NM"	2008	7	"105"	589	497	164	40	448	114	583	490	680	381	1101	204	562	1073	1061
"NM"	2008	7	"106"	581	552	1170	139	174	30	522	581	678	421	1141	1309	204	1103	1099
"NM"	2008	7	"107"	280	339	334	100	332	100	247	370	249	365	625	434	432	617	614
"NM"	2008	7	"108"	383	371	736	210	460	79	503		496		765	946	539		
"NM"	2008	7	"109"	517	458	317	428	751	196	484	486	547	391	992	745	947	970	938
"NM"	2008	7	"11"	1217	114	451	88	1189	126	480		481		1338	539	1315		
"NM"	2008	7	"110"	397	398	579	533	553	550	414	385	539		800	1112	1103	799	
"NM"	2008	7	"111"	40	38	666	349	641	363	38	39	35	39	83	1015	1004	77	74
"NM"	2008	7	"112"	326	397	349	123	350	121	324	391	372	341	727	472	471	715	713
"NM"	2008	7	"113"	287	335	374	221	392	201	306	290	347	249	624	595	593	596	596
"NM"	2008	7	"114"	345	395	535	203	518	214	329	408	501		748	738	732	737	
"NM"	2008	7	"115"	118	235	436	426	417	439	128	221	151	188	358	862	856	349	339
"NM"	2008	7	"12"	736	219	411	248	397	254	802		801		962	659	651		
"NM"	2008	7	"13"	331	110	149	191	293	448	1212		1202		442	340	741		
"NM"	2008	7	"14"	455	90	461	347	460	341	692		688		554	808	801		
"NM"	2008	7	"15"	532	580	348	112	337	120	740		732		1119	460	457		
"NM"	2008	7	"16"	655	365	334	179	325	187	389		380		1025	513	512		
"NM"	2008	7	"17"	351	123	246	123	231	133	469		448		485	369	364		
"NM"	2008	7	"18"	324	140	497	427	476	441	581		591		477	924	917		
"NM"	2008	7	"19"	491	237	321	126	327	118	561		561		735	447	445		
"NM"	2008	7	"2"	138	156	452	121	443	125	167	122	182	108	294	573	568	289	290
"NM"	2008	7	"20"	419	450	193	60	194	57	365	289	427	222	874	253	251	654	649
"NM"	2008	7	"21"	287	458	305	125	279	143	280	460	279	452	747	430	422	740	731
"NM"	2008	7	"22"	371	289	281	160	291	147	386	412	398	390	662	441	438	798	788
"NM"	2008	7	"23"	370	216	137	57	148	46	372		299	157	589	194	194		456
"NM"	2008	7	"24"	318	190	337	175	321	185	299	211	341	167	516	512	506	510	508
"NM"	2008	7	"25"	289	155	545	229	541	221	203	164	199	163	446	774	762	367	362
"NM"	2008	7	"26"	456	464	213	49	217	43	439	478	536	376	930	262	260	917	912
"NM"	2008	7	"27"	313	128	148	50	155	41	273	167	355		451	198	196	440	
"NM"	2008	7	"28"	436	134	292	117	289	118	411	153	382	166	576	409	407	564	548
"NM"	2008	7	"29"	280	53	432	166	427	169	153	96	166	84	339	598	596	249	250
"NM"	2008	7	"3"	133	98	297	124	290	129	125	103	145	86	233	421	419	228	231
"NM"	2008	7	"30"	202	139	398	234	396	228	263	155	257	154	344	632	624	418	411
"NM"	2008	7	"31"	214	164	187	47	180	47	319		247	181	384	234	227		428
"NM"	2008	7	"32"	431	169	180	60	183	55	94	47	99	34	603	240	238	141	133
"NM"	2008	7	"33"	153	46	245	85	240	85	277	227	350		209	330	325	504	
"NM"	2008	7	"34"	298	210	282	122	294	105	468	288	596		521	404	399	756	
"NM"	2008	7	"35"	515	255	282	152	291	138	200	58	193	62	771	434	429	258	255
"NM"	2008	7	"36"	213	51	252	100	254	93	138	56	170		267	352	347	194	
"NM"	2008	7	"37"	143	58	315	139	316	131	311		303		213	454	447		
"NM"	2008	7	"38"	283	116	402	165	412	150	478		476		402	567	562		
"NM"	2008	7	"39"	276	137	258	127	241	142	331		326		424	385	383		
"NM"	2008	7	"4"	428	147	174	80	170	80	410	167	447	126	582	254	250	577	573
"NM"	2008	7	"40"	379	254	283	163	278	159	488		484		640	446	437		
"NM"	2008	7	"41"	176	52	493	291	486	287	159	71	201		235	784	773	230	
"NM"	2008	7	"42"	175	64	386	167	376	169	162	73	208		242	553	545	235	
"NM"	2008	7	"43"	226	99	413	264	427	243	208	113	270		331	677	670	321	
"NM"	2008	7	"44"	272	132	442	274	441	270	249	153	322		408	716	711	402	
"NM"	2008	7	"45"	295	139	536	367	538	359	257	167	339		439	903	897	424	
"NM"	2008	7	"46"	241	112	312	198	311	198	220	124	274		358	510	509	344	
"NM"	2008	7	"47"	310	136	369	230	365	233	288	159	372		456	599	598	447	
"NM"	2008	7	"48"	402	161	744	725	732	717	458		455		572	1469	1449		
"NM"	2008	7	"49"	235	140	86	65	93	58	296		296		386	151	151		
"NM"	2008	7	"5"	541	392	511	323	507	320	554	365	641	273	946	834	827	919	914
"NM"	2008	7	"50"	183	70	447	383	437	393	196		198		259	830	830		
"NM"	2008	7	"51"	266	176	395	349	379	356	325		319		449	744	735		
"NM"	2008	7	"52"	478	296	140	104	134	109	445	324	597		787	244	243	769	
"NM"	2008	7	"53"	379	163	940	573	921	571	446		429		558	1513	1492		
"NM"	2008	7	"54"	425	239	588	398	596	388	476		440		688	986	984		
"NM"	2008	7	"55"	415	293	737	521	698	536	556		549		723	1258	1234		
"NM"	2008	7	"56"	513	378	238	155	234	156	675		646		907	393	390		
"NM"	2008	7	"57"	287	219	307	214	313	204	388		386		513	521	517		
"NM"	2008	7	"58"	127	121	229	136	231	128	468		459		265	365	359		
"NM"	2008	7	"59"	382	216	299	261	299	256	678	779	824	627	617	560	555	1457	1451
"NM"	2008	7	"6"	426	386	183	140	166	155		241	183	154	818	323	321		337
"NM"	2008	7	"60"	704	766	520	427	496	435	89	61	90	60	1472	947	931	150	150
"NM"	2008	7	"61"	84	65	180	195	178	195	489	334	533	286	161	375	373	823	819
"NM"	2008	7	"62"	504	330	381	290	353	314	414	407	466	341	846	671	667	821	807
"NM"	2008	7	"63"	432	399	139	115	135	118	359	379	427	302	842	254	253	738	729
"NM"	2008	7	"64"	355	393	237	185	234	181	136	106	167	75	752	422	415	242	242
"NM"	2008	7	"65"	899	607	693	153	685	408	933	557	995	477	1525	846	1093	1490	1472
"NM"	2008	7	"66"	543	441	333	73	332	142	554	424	654	322	1001	406	474	978	976
"NM"	2008	7	"67"	696	555	418	75	438	50	658	576	738	490	1275	493	488	1234	1228
"NM"	2008	7	"68"	232	163	89	109	82	79	212	175	268		401	198	161	387	
"NM"	2008	7	"69"	310	207	333	196	330	111	272	235	317	187	528	529	441	507	504
"NM"	2008	7	"7"	137	202	666	509	649	520	340		335		341	1175	1169		
"NM"	2008	7	"70"	222	136	303	273	301	272	217	146	268		365	576	573	363	
"NM"	2008	7	"71"	281	278	315	258	290	272	252	297	371		566	573	562	549	
"NM"	2008	7	"72"	158	158	628	526	627	512	141	176	237		326	1154	1139	317	
"NM"	2008	7	"73"	504	443	436	478	410	493	452	486	613		956	914	903	938	
"NM"	2008	7	"74"	170	202	149	78	145	82	229		224		377	227	227		
"NM"	2008	7	"75"	338	331	316	243	300	254	449		384	279	678	559	554		663
"NM"	2008	7	"76"	139	116	276	83	270	193	177		172		257	359	463		
"NM"	2008	7	"77"	233	188	285	166	274	174	212	200	260		428	451	448	412	
"NM"	2008	7	"78"	335	160	136	31	135	32	857		850		510	167	167		
"NM"	2008	7	"79"	431	67	113	50	119	45	378		372		502	163	164		
"NM"	2008	7	"8"	257	261	235	107	235	105	465		458		520	342	340		
"NM"	2008	7	"80"	79	81	67	66	72	60	458		454		165	133	132		
"NM"	2008	7	"81"	284	269	339	286	322	302	99		96		558	625	624		
"NM"	2008	7	"82"	332	113	723	406	720	79	371		369		447	1129	799		
"NM"	2008	7	"83"	276	295	237	222	236	214	620	543	711	452	584	459	450	1163	1163
"NM"	2008	7	"84"	280	283	484	390	480	387	258	317	265	306	572	874	867	575	571
"NM"	2008	7	"85"	567	575	260	298	284	269	290	265	334	227	1155	558	553	555	561
"NM"	2008	7	"86"	374	533	470	252	466	248	529	613	548	583	927	722	714	1142	1131
"NM"	2008	7	"87"	139	88	786	781	766	781	361	545	385	511	240	1567	1547	906	896
"NM"	2008	7	"88"	279	197	420	342	338	263	136	86	133	88	482	762	601	222	221
"NM"	2008	7	"89"	629	543	252	170	237	178	267	288	346	206	1184	422	415	555	552
"NM"	2008	7	"9"	457	109	617	472	633	447	175		180		569	1089	1080		
"NM"	2008	7	"90"	732	98	619	508	600	511	345		236	225	832	1127	1111		461
"NM"	2008	7	"91"	251	190	293	328	289	330	228	220	333		451	621	619	448	
"NM"	2008	7	"92"	131	32	347	260	403	356	115	48	110	50	168	607	759	163	160
"NM"	2008	7	"93"	111	53	540	367	541	433	113	49	143		165	907	974	162	
"NM"	2008	7	"94"	249	95	45	34	406	386	223	115	279		349	79	792	338	
"NM"	2008	7	"95"	68	66	356	366	39	39	81	48	88	44	135	722	78	129	132
"NM"	2008	7	"96"	249	308	341	275	326	390	406		382		565	616	716		
"NM"	2008	7	"97"	658	436	61	29	310	293	730		725		1097	90	603		
"NM"	2008	7	"98"	313	243	125	439	361	376	305		307		563	564	737		
"NM"	2008	7	"99"	446	421	422	375	135	215	401	443	514	339	886	797	350	844	853
"NM"	2008	7	"999"	64	31	376	227	58	29					99	603	87		
"NM"	2008	8	"1"	96	223	116	210	113	209	152	169		262	327	326	322	321	
"NM"	2008	8	"10"	88	70	195	195	196	190	107	48		88	160	390	386	155	
"NM"	2008	8	"11"	367	519	19	13	20	12	523	375	571		901	32	32	898	
"NM"	2008	8	"12"	652	527	35	43	37	40	755	414		779	1194	78	77	1169	
"NM"	2008	8	"13"	492	412	320	302	324	291	605	311		591	918	622	615	916	
"NM"	2008	8	"14"	353	261	32	44	32	43	443	180		417	620	76	75	623	
"NM"	2008	8	"15"	463	262	191	110	184	110	549	188		474	736	301	294	737	
"NM"	2008	8	"16"	370	221	429	356	436	347	438	157	469		599	785	783	595	
"NM"	2008	8	"17"	117	137	113	52	116	47	155	104	161		263	165	163	259	
"NM"	2008	8	"18"	306	122	85	73	93	63	343	88	349		434	158	156	431	
"NM"	2008	8	"19"	274	65	414	480	424	460	305	43	295		350	894	884	348	
"NM"	2008	8	"2"	174	211	720	457	698	463	216	174		268	394	1177	1161	390	
"NM"	2008	8	"20"	407	152	531	383	510	387	449	106	449		567	914	897	555	
"NM"	2008	8	"21"	112	10	389	227	378	230	112	11	103		124	616	608	123	
"NM"	2008	8	"22"	419	158	498	239	484	241	459	120	460		583	737	725	579	
"NM"	2008	8	"23"	94	100	398	198	399	194	122	72	136		194	596	593	194	
"NM"	2008	8	"24"	193	45	129	130	127	128	217	22	213		240	259	255	239	
"NM"	2008	8	"25"	284	57	320	109	310	113	308	35	282		341	429	423	343	
"NM"	2008	8	"26"	255	51	285	61	285	56	264	46	265		308	346	341	310	
"NM"	2008	8	"27"	244	55	427	135	419	126	270	38	257		307	562	545	308	
"NM"	2008	8	"28"	346	86	111	11	109	11	378	55	391		438	122	120	433	
"NM"	2008	8	"29"	184	140	439	141	433	140	227	108		224	335	580	573	335	
"NM"	2008	8	"3"	17	15	104	88	104	88	21	11		16	32	192	192	32	
"NM"	2008	8	"30"	141	195	204	35	203	29	183	152	198		340	239	232	335	
"NM"	2008	8	"31"	10	28	289	51	293	44	15	26	20		43	340	337	41	
"NM"	2008	8	"32"	150	23	244	62	244	59	156	17	152		175	306	303	173	
"NM"	2008	8	"33"	157	148	249	56	263	39	194	111	212		305	305	302	305	
"NM"	2008	8	"34"	331	79	366	71	362	69	365	46	358		412	437	431	411	
"NM"	2008	8	"35"	14	46	205	130	218	114	31	30		51	62	335	332	61	
"NM"	2008	8	"4"	35	42	167	172	162	171	41	36		56	77	339	333	77	
"NM"	2008	8	"5"	276	335	13	31	14	26	353	262		428	625	44	40	615	
"NM"	2008	8	"6"	29	46	150	19	148	19	41	35		52	76	169	167	76	
"NM"	2008	8	"7"	179	117	170	135	168	133	199	98		165	300	305	301	297	
"NM"	2008	8	"8"	389	389	343	66	335	69	481	306	537		789	409	404	787	
"NM"	2008	8	"9"	111	54	20	40	18	43	127	41	131		168	60	61	168	
"NM"	2008	8	"999"	13	5	3	7	1	6					18	10	7		
"NM"	2008	9	"001A"	155	158	180	131	149	118	167	131	157	123	317	311	307	298	280
"NM"	2008	9	"001B"	425	481	448	463	354	436	396	502	413	465	919	911	902	898	878
"NM"	2008	9	"10"	34	72	218	98	179	98	34	74	39	68	110	316	289	108	107
"NM"	2008	9	"11"	88	54	151	104	136	93	85	56	103	36	144	255	246	141	139
"NM"	2008	9	"12"	127	70	195	103	160	103	119	76	138	55	202	298	287	195	193
"NM"	2008	9	"13"	58	54	304	199	298	157	57	53	71	36	116	503	476	110	107
"NM"	2008	9	"14"	115	84	158	76	126	75	105	93	131	67	203	234	229	198	198
"NM"	2008	9	"15"	150	186	40	69	29	68	157	168	188	133	339	109	127	325	321
"NM"	2008	9	"16"	381	248	107	35	99	25	374	240	422	194	632	142	194	614	616
"NM"	2008	9	"17"	199	90	140	59	125	49	188	103	233	59	299	199	192	291	292
"NM"	2008	9	"18"	75	28	75	40	56	36	70	33	88	15	103	115	95	103	103
"NM"	2008	9	"19"	113	19	136	69	111	63	110	24	124	14	137	205	184	134	138
"NM"	2008	9	"2"	182	128	207	128	166	132	188	120	195	109	316	335	332	308	304
"NM"	2008	9	"20"	244	75	452	175	388	163	240	79	264	58	322	627	573	319	322
"NM"	2008	9	"21"	280	181	243	53	231	48	274	180	351	106	468	296	325	454	457
"NM"	2008	9	"22"	182	281	87	17	85	16	157	293	229	213	464	104	154	450	442
"NM"	2008	9	"3"	137	116	128	12	118	10	149	101	166	82	257	140	148	250	248
"NM"	2008	9	"4"	165	135	265	59	258	42	158	136	208	90	303	324	332	294	298
"NM"	2008	9	"5"	257	234	348	116	305	109	254	238	341	148	498	464	460	492	489
"NM"	2008	9	"7"	123	111	232	234	189	222	121	105	134	97	235	466	440	226	231
"NM"	2008	9	"999"	0	0	0	0	0	0					0	0	0		
"NM"	2008	10	"1"	12	103	28	58	20	84	11	103	38	78	116	86	111	114	116
"NM"	2008	10	"10"	180	75	124	129	20	59	168	73	175	80	259	253	102	241	255
"NM"	2008	10	"11"	236	333	171	206	94	129	246	321	346	237	586	377	272	567	583
"NM"	2008	10	"12"	136	258	31	51	24	49	155	239	219	184	403	82	123	394	403
"NM"	2008	10	"2"	12	73	233	342	173	332	14	70	32	53	89	575	512	84	85
"NM"	2008	10	"3"	70	180	341	80	129	205	70	179	126	127	258	421	361	249	253
"NM"	2008	10	"4"	13	70	128	103	323	70	21	58	30	51	83	231	397	79	81
"NM"	2008	10	"5"	135	434	29	86	99	104	160	390	212	354	580	115	256	550	566
"NM"	2008	10	"6"	95	273	374	216	320	205	121	244	230	149	378	590	560	365	379
"NM"	2008	10	"7"	296	117	215	45	205	25	289	116	294	123	416	260	256	405	417
"NM"	2008	10	"8"	84	150	328	255	265	252	91	130	131	98	236	583	544	221	229
"NM"	2008	10	"9"	278	301	212	190	172	177	306	262	374	218	592	402	399	568	592
"NM"	2008	10	"999"	0	0	0	0	0	0					0	0	0		
"NM"	2008	11	"1"	33	182	200	133	165	129		262	157	170	220	333	325		327
"NM"	2008	11	"10"	249	453	341	471	252	452		580		525	714	812	783		
"NM"	2008	11	"11"	59	178	36	21	26	26		205		190	238	57	83		
"NM"	2008	11	"12"	40	52	62	151	45	146		77	45	46	96	213	206		91
"NM"	2008	11	"13"	89	109	55	175	46	159		156	85	109	201	230	224		194
"NM"	2008	11	"14"	165	127	62	142	44	138		238		234	311	204	227		
"NM"	2008	11	"15"	150	247	122	49	103	47		321		278	400	171	203		
"NM"	2008	11	"16"	100	186	371	83	339	69		241		213	290	454	445		
"NM"	2008	11	"17"	82	280	207	224	133	229		318	88	276	372	431	394		364
"NM"	2008	11	"18"	70	325	329	378	251	361		294	132	258	398	707	648		390
"NM"	2008	11	"19"	66	166	83	151	58	143		190		167	234	234	222		
"NM"	2008	11	"2"	149	185	57	38	41	38		595	306	479	342	95	155		785
"NM"	2008	11	"20"	129	215	114	84	97	80		285		253	353	198	214		
"NM"	2008	11	"21"	52	124	189	83	144	106		147	67	102	177	272	274		169
"NM"	2008	11	"3"	237	569	200	116	147	185		36		38	810	316	335		
"NM"	2008	11	"4"	23	31	131	195	97	142		153		153	56	326	254		
"NM"	2008	11	"5"	24	206	140	153	106	221		204		193	231	293	346		
"NM"	2008	11	"6"	33	174	141	227	83	265		173	46	154	207	368	360		200
"NM"	2008	11	"7"	93	77	89	258	62	137		130	101	68	173	347	216		169
"NM"	2008	11	"8"	322	129	167	140	130	173		255	344	104	459	307	340		448
"NM"	2008	11	"9"	138	296	93	181	55	91		373		335	438	274	202		
"NM"	2008	11	"999"	0	0	0	0	0	0					0	0	0		
"NM"	2008	12	"013A"	181	32	303	42	248	36	181		158	49	215	345	301		207
"NM"	2008	12	"013B"	107	8	558	94	424	93	104		99	16	115	652	524		115
"NM"	2008	12	"014A"	23	16	443	44	388	39	24		27	12	39	487	434		39
"NM"	2008	12	"014B"	29	21	766	169	653	145	37		30	16	50	935	804		46
"NM"	2008	12	"1"	289	60	750	145	654	131	276		226	101	351	895	840		327
"NM"	2008	12	"10"	263	89	268	67	247	36	286		269	77	358	335	338		346
"NM"	2008	12	"11"	120	27	330	114	300	47	125		97	47	148	444	362		144
"NM"	2008	12	"12"	399	103	965	97	889	80	405		392	89	504	1062	1041		481
"NM"	2008	12	"15"	32	95	171	80	155	84	36	91	58	68	130	251	253	127	126
"NM"	2008	12	"16"	426	137	278	87	239	60	449		348	200	570	365	395		548
"NM"	2008	12	"17"	54	13	124	24	112	19	57		58	11	69	148	138		69
"NM"	2008	12	"18"	220	40	415	55	344	71	229		209	46	261	470	430		255
"NM"	2008	12	"19"	424	70	184	30	176	19	431		410	67	499	214	242		477
"NM"	2008	12	"2"	525	114	109	6	103	5	519		410	219	653	115	238		629
"NM"	2008	12	"20"	99	16	24	15	22	8	107		99	17	115	39	36		116
"NM"	2008	12	"21"	314	72	27	23	24	19	338		302	72	388	50	83		374
"NM"	2008	12	"22"	165	60	57	73	46	69	182		173		226	130	152		
"NM"	2008	12	"23"	832	280	431	133	355	107	950		910		1130	564	601		
"NM"	2008	12	"24"	251	70	56	12	54	7	285		278		326	68	105		
"NM"	2008	12	"25"	343	64	218	46	214	30	327		262	131	412	264	300		393
"NM"	2008	12	"26"	836	78	436	60	402	43	787		689	206	921	496	517		895
"NM"	2008	12	"27"	515	129	101	15	101	8	513		395	233	651	116	216		628
"NM"	2008	12	"28"	308	80	317	72	285	58	326		266	119	398	389	396		385
"NM"	2008	12	"3"	419	65	183	43	145	42	416		369	96	485	226	229		465
"NM"	2008	12	"4"	728	202	872	250	791	168	777		593	313	943	1122	1087		906
"NM"	2008	12	"5"	724	162	262	65	239	40	743		583	283	900	327	369		866
"NM"	2008	12	"6"	263	56	359	53	305	42	277		224	91	322	412	381		315
"NM"	2008	12	"7"	319	75	852	63	773	63	329		270	115	396	915	879		385
"NM"	2008	12	"8"	931	138	552	96	443	93	929		814	236	1078	648	632		1050
"NM"	2008	12	"9"	163	104	325	74	286	56	196		169	92	268	399	370		261
"NM"	2008	12	"999"	18	2	16	0	13	0					20	16	16		
"NM"	2008	13	"009A"	111	42	348	50	297	58	137		129		155	398	373		
"NM"	2008	13	"010A"	116	17	144	20	122	15	126		121	12	135	164	147		133
"NM"	2008	13	"012A"	168	59	116	53	98	51	190		182		229	169	157		
"NM"	2008	13	"015A"	265	31	350	32	319	15	263		249	43	298	382	348		292
"NM"	2008	13	"019A"	450	76	618	90	544	75	452	68	455	58	528	708	653	520	513
"NM"	2008	13	"042A"	135	90	663	88	613	80	155	69	176		230	751	724	224	
"NM"	2008	13	"1"	312	85	422	50	395	37	358		336		399	472	469		
"NM"	2008	13	"10"	399	94	201	27	172	19	459		392	81	495	228	236		473
"NM"	2008	13	"11"	169	55	496	70	442	57	205		201		227	566	511		
"NM"	2008	13	"12"	54	19	129	26	112	22	62		55		73	155	141		
"NM"	2008	13	"13"	231	60	425	66	391	51	278		252		296	491	481		
"NM"	2008	13	"14"	400	156	123	12	115	8	461		475		570	135	173		
"NM"	2008	13	"15"	277	83	204	23	190	23	325		287	60	364	227	245		347
"NM"	2008	13	"16"	230	58	62	11	54	10	250		246		291	73	92		
"NM"	2008	13	"17"	403	253	187	42	178	41	517		484		671	229	294		
"NM"	2008	13	"18"	135	44	264	29	222	31	117	60	113	60	181	293	278	177	173
"NM"	2008	13	"19"	461	105	458	106	420	90	481	75	492	56	568	564	569	556	548
"NM"	2008	13	"2"	120	41	325	39	284	44	145		146		164	364	351		
"NM"	2008	13	"20"	351	136	275	24	258	23	419		430		490	299	335		
"NM"	2008	13	"21"	286	113	250	44	223	37	310		327		399	294	304		
"NM"	2008	13	"22"	229	80	495	176	430	151	262	45	276		311	671	608	307	
"NM"	2008	13	"24"	360	119	148	33	122	31	406	69	304	157	480	181	187	475	461
"NM"	2008	13	"25"	615	232	517	48	461	36	644	195	484	338	857	565	588	839	822
"NM"	2008	13	"26"	115	221	475	50	443	43	154	175	111	222	345	525	486	329	333
"NM"	2008	13	"27"	547	56	420	208	360	67	531	69	389	208	608	628	427	600	597
"NM"	2008	13	"28"	379	126	308	69	280	72	284	38	224	99	508	377	381	322	323
"NM"	2008	13	"29"	291	35	262	88	234	46	402	35	304	128	327	350	280	437	432
"NM"	2008	13	"3"	98	69	405	72	377	66	99	70	126		170	477	464	169	
"NM"	2008	13	"30"	407	33	678	173	605	145	509	88	373	226	448	851	750	597	599
"NM"	2008	13	"31"	534	70	131	50	125	207	250		276		606	181	369		
"NM"	2008	13	"32"	142	116	194	26	501	88	171	85	216		262	220	615	256	
"NM"	2008	13	"33"	203	151	280	46	272	24	414	88	452		358	326	341	502	
"NM"	2008	13	"34"	177	45	392	48	376	55	165		192		222	440	446		
"NM"	2008	13	"35"	211	68	527	84	488	111	237		207	62	282	611	621		269
"NM"	2008	13	"36"	88	29	233	122	208	105	102		82	28	117	355	329		110
"NM"	2008	13	"37"	89	53	530	76	161	71	98		108		143	606	246		
"NM"	2008	13	"38"	163	40	431	79	396	59	158		176		205	510	463		
"NM"	2008	13	"39"	250	123	154	73	183	19	264	96	295		377	227	258	360	
"NM"	2008	13	"4"	325	51	230	51	224	34	360		339		381	281	296		
"NM"	2008	13	"40"	163	72	93	22	80	18	163	69	149	75	240	115	132	232	224
"NM"	2008	13	"41"	274	111	105	38	100	27	313		314		394	143	162		
"NM"	2008	13	"42"	93	97	184	20	166	18	106	76	142		191	204	198	182	
"NM"	2008	13	"43"	342	259	267	107	228	81	406	196	307	259	611	374	378	602	566
"NM"	2008	13	"44"	125	186	178	60	147	50	185	115	129	160	313	238	233	300	289
"NM"	2008	13	"45"	160	207	303	89	276	71	222	134	241		368	392	375	356	
"NM"	2008	13	"46"	436	212	105	83	87	84	332	148	255	205	653	188	223	480	460
"NM"	2008	13	"47"	385	324	176	86	129	64	142	40	137	41	712	262	207	182	178
"NM"	2008	13	"48"	274	215	377	230	334	192	451	190	473	147	498	607	602	641	620
"NM"	2008	13	"49"	140	44	152	160	127	139	422	265	354	313	194	312	352	687	667
"NM"	2008	13	"5"	554	148	186	180	162	156	636		564	105	709	366	394		669
"NM"	2008	13	"50"	72	46	325	147	288	140	89	22	99		118	472	439	111	
"NM"	2008	13	"52"	104	119	150	165	145	25	118	99	92	123	229	315	210	217	215
"NM"	2008	13	"53"	290	44	505	29	443	130	292	37	267	53	337	534	592	329	320
"NM"	2008	13	"54"	285	74	434	35	377	234	304	51	232	111	364	469	638	355	343
"NM"	2008	13	"55"	182	69	89	279	80	24	197	54	169	68	256	368	130	251	237
"NM"	2008	13	"56"	224	219	141	88	109	77	283	143	218	188	444	229	244	426	406
"NM"	2008	13	"57"	240	67	340	108	284	28	249	48	266		309	448	335	297	
"NM"	2008	13	"58"	291	156	319	45	282	49	334	107	387		450	364	385	441	
"NM"	2008	13	"6"	606	142	206	50	187	39	681		672		756	256	284		
"NM"	2008	13	"7"	387	80	271	169	222	141	399	62	398	61	473	440	396	461	459
"NM"	2008	13	"8"	183	42	265	40	235	38	205		199	29	230	305	307		228
"NM"	2008	13	"9"	453	108	302	33	302	89	514		490		568	335	450		
"NM"	2008	13	"999"	13	7	14	5	10	7					20	19	17		
"NM"	2008	14	"1"	992	956	1070	886	1071	868	1408		1102	802	1968	1956	1939		1904
"NM"	2008	14	"10"	283	231	721	318	702	320	385		305	199	520	1039	1022		504
"NM"	2008	14	"11"	209	392	306	219	334	182	342		248	339	608	525	516		587
"NM"	2008	14	"12"	421	372	341	398	342	384	572		468	309	804	739	726		777
"NM"	2008	14	"13"	237	46	580	482	585	472	241		243		286	1062	1057		
"NM"	2008	14	"14"	371	298	600	443	511	512	483		388	272	673	1043	1023		660
"NM"	2008	14	"15"	214	192	727	579	727	554	228	162	271		408	1306	1281	390	
"NM"	2008	14	"16"	731	464	767	547	712	592	747	440	750	451	1221	1314	1304	1187	1201
"NM"	2008	14	"17"	247	982	289	256	280	254	1566			1344	1262	545	534		
"NM"	2008	14	"18"	255	401	314	203	310	199	368		247	390	663	517	509		637
"NM"	2008	14	"19"	179	274	238	369	218	378	307		215	234	461	607	596		449
"NM"	2008	14	"2"	1213	376	456	381	452	336	853		715	300	1603	837	788		1015
"NM"	2008	14	"20"	129	167	196	345	237	42	141	146		204	298	541	279	287	
"NM"	2008	14	"21"	629	400	221	63	387	270	845		634	400	1046	284	657		1034
"NM"	2008	14	"23"	598	394	414	255	201	199	790		611	371	999	669	400		982
"NM"	2008	14	"25"	215	105	779	429	715	493	273		209	111	323	1208	1208		320
"NM"	2008	14	"26"	318	125	1294	915	1256	902	378		318	123	445	2209	2158		441
"NM"	2008	14	"27"	513	442	238	170	275	374	683			605	971	408	649		
