state	year	county	precinct	g2008_USP_dv	g2008_USP_rv	g2008_USS_dv	g2008_USS_rv	g2008_USH_dv	g2008_USH_rv	g2008_STS_dv	g2008_STS_rv	g2008_STH_dv	g2008_STH_rv	g2008_USP_tv	g2008_USS_tv	g2008_USH_tv	g2008_STS_tv	g2008_STH_tv
"NM"	2008	1	"1"	680	181	684	173	667	109	686		703		870	857	859		
"NM"	2008	1	"10"	1153	337	134	47	125	24	1176		1078		1504	181	407		
"NM"	2008	1	"11"	1002	192	265	41	255	25	972		924		1212	306	555		
"NM"	2008	1	"12"	566	126	62	13	58	10	562			330	697	75	181		
"NM"	2008	1	"13"	1042	277	509	148	478	92	1043		968		1340	657	896		
"NM"	2008	1	"14"	1010	315	157	7	137	5	1020		1037		1335	164	366		
"NM"	2008	1	"15"	493	356	345	66	282	52	207	389	367		863	411	334	596	
"NM"	2008	1	"16"	246	130	699	126	538	129	155		181		378	825	699		
"NM"	2008	1	"17"	116	68	720	141	580	110	205		221		187	861	751		
"NM"	2008	1	"18"	226	386	1150	338	882	341	324		368		622	1488	1307		
"NM"	2008	1	"19"	229	113	1042	161	784	140	135		164		345	1203	945		
"NM"	2008	1	"2"	135	44	586	104	493	86	136		141		180	690	610		
"NM"	2008	1	"20"	98	127	1057	269	756	224	776		736		236	1326	1169		
"NM"	2008	1	"21"	832	237	768	129	862	245	980		950		1082	897	1352		
"NM"	2008	1	"22"	757	142	273	342	228	377	718		664		916	615	786		
"NM"	2008	1	"23"	1082	122	132	115	116	94	470		486		1208	247	306		
"NM"	2008	1	"24"	624	95	235	60	171	56	625		626		735	295	359		
"NM"	2008	1	"25"	433	49	253	367	221	313	394		388		492	620	637		
"NM"	2008	1	"26"	296	42	117	97	99	87	277		272		346	214	244		
"NM"	2008	1	"27"	819	84	856	111	772	91	733		733		916	967	1048		
"NM"	2008	1	"28"	380	79	1099	219	862	190	365		320		462	1318	1135		
"NM"	2008	1	"29"	829	271	1044	292	574	131	822		760		1109	1336	936		
"NM"	2008	1	"3"	257	46	492	124	430	81	264		269		305	616	532		
"NM"	2008	1	"30"	806	171	654	74	540	55	782		710		989	728	771		
"NM"	2008	1	"31"	375	84	454	37	356	26	358		352		462	491	446		
"NM"	2008	1	"32"	907	176	300	38	247	32	860		835		1093	338	467		
"NM"	2008	1	"33"	696	105	392	61	647	57	656		637		813	453	845		
"NM"	2008	1	"34"	848	163	388	69	290	74	823		802		1029	457	558		
"NM"	2008	1	"35"	393	64	845	253	621	237	382		377		470	1098	936		
"NM"	2008	1	"36"	398	88	811	168	615	167	390		355		491	979	868		
"NM"	2008	1	"37"	580	100	386	71	331	60	550		522		690	457	538		
"NM"	2008	1	"38"	711	179	938	149	780	107	706		702		900	1087	1018		
"NM"	2008	1	"39"	517	137	707	97	594	66	519		524		660	804	737		
"NM"	2008	1	"4"	59	16	899	128	815	110	64		64		76	1027	931		
"NM"	2008	1	"40"	1381	38	829	76	318	50	169		185		1424	905	400		
"NM"	2008	1	"41"	271	42	416	67	327	65	251		247		316	483	437		
"NM"	2008	1	"42"	484	94	587	96	442	83	456		452		587	683	643		
"NM"	2008	1	"43"	403	47	745	149	607	138	370		336		458	894	848		
"NM"	2008	1	"44"	743	82	545	117	481	93	673		635		833	662	758		
"NM"	2008	1	"45"	409	72	183	40	160	30	405		363		490	223	297		
"NM"	2008	1	"46"	304	77	273	42	240	27	299		282		383	315	342		
"NM"	2008	1	"47"	757	125	514	70	402	56	756		701		890	584	633		
"NM"	2008	1	"48"	181	207	414	37	302	36	1336		1214		415	451	637		
"NM"	2008	1	"49"	574	148	754	75	566	61	566		560		726	829	752		
"NM"	2008	1	"5"	514	142	405	80	303	74	500		537		661	485	465		
"NM"	2008	1	"50"	793	210	310	73	236	66	766		749		1011	383	498		
"NM"	2008	1	"51"	888	210	762	120	580	111	823		811		1111	882	902		
"NM"	2008	1	"52"	807	158	1363	209	1062	192	785		785		983	1572	1421		
"NM"	2008	1	"53"	851	193	596	128	486	102	833		770		1056	724	780		
"NM"	2008	1	"54"	809	199	820	181	637	159	811		752		1014	1001	1019		
"NM"	2008	1	"55"	1299	274	894	204	687	191	925		855		1588	1098	1136		
"NM"	2008	1	"56"	876	236	830	144	684	121	847		827		1121	974	1010		
"NM"	2008	1	"57"	468	134	869	182	665	175	455		459		615	1051	947		
"NM"	2008	1	"58"	487	163	758	169	591	184	519		515		658	927	840		
"NM"	2008	1	"59"	550	179	1320	260	664	263	531		550		738	1580	1014		
"NM"	2008	1	"6"	149	13	941	252	696	214	145		152		164	1193	929		
"NM"	2008	1	"60"	196	88	905	219	383	107	219		228		291	1124	531		
"NM"	2008	1	"61"	738	195	478	124	471	112	739		773		939	602	691		
"NM"	2008	1	"62"	565	172	476	176	515	127	600		587		748	652	738		
"NM"	2008	1	"63"	549	156	547	189	184	58	505		505		715	736	400		
"NM"	2008	1	"64"	930	264	201	87	703	117	603		597		1202	288	901		
"NM"	2008	1	"65"	594	126	602	144	529	115	1262		1155		737	746	1035		
"NM"	2008	1	"66"	803	209	568	140	407	132	847		833		1024	708	670		
"NM"	2008	1	"67"	953	208	803	199	560	83	994		975		1171	1002	796		
"NM"	2008	1	"68"	701	154	614	111	922	244	700		655		859	725	1364		
"NM"	2008	1	"69"	1346	324	835	175	735	144	1349		1266		1685	1010	1221		
"NM"	2008	1	"7"	344	67	982	168	865	143	314		326		417	1150	1084		
"NM"	2008	1	"70"	1231	393	703	150	491	151	1202		1219		1641	853	905		
"NM"	2008	1	"71"	1140	277	1337	341	994	321	1135		1058		1433	1678	1590		
"NM"	2008	1	"72"	906	159	1248	380	994	344	784		840		1084	1628	1607		
"NM"	2008	1	"73"	430	628	1136	284	869	260	328	706	355	674	1078	1420	1129	1034	1029
"NM"	2008	1	"74"	548	103	927	147	664	136	527		503		655	1074	894		
"NM"	2008	1	"75"	802	199	479	597	376	682	813		804		1009	1076	1186		
"NM"	2008	1	"76"	396	92	556	90	476	72	370		362		489	646	630		
"NM"	2008	1	"77"	508	127	824	175	713	146	513		503		641	999	980		
"NM"	2008	1	"78"	964	251	402	84	313	86	939		862		1224	486	611		
"NM"	2008	1	"79"	109	12	532	104	411	98	350		363		127	636	559		
"NM"	2008	1	"8"	680	144	956	257	738	241	662		629		829	1213	1125		
"NM"	2008	1	"80"	404	110	344	108	340	62	426			245	518	452	445		
"NM"	2008	1	"81"	390	110	405	106	379	89	389		375		508	511	575		
"NM"	2008	1	"82"	1313	658	393	112	298	93	1207		1209		1984	505	678		
"NM"	2008	1	"83"	780	264	1301	666	1006	650	759		677		1054	1967	1848		
"NM"	2008	1	"84"	463	783	773	270	571	258	397	823	402	807	1265	1043	829	1220	1209
"NM"	2008	1	"85"	345	109	546	709	430	809	570		338	665	473	1255	1338		1003
"NM"	2008	1	"86"	381	646	440	600	369	556	1789		1782		1056	1040	1229		
"NM"	2008	1	"9"	721	134	1797	459	1544	391	694		629		866	2256	2094		
"NM"	2008	1	"999"	1744	500	59	5	34	2					2246	64	54		
"NM"	2008	2	"1"	844	890	915	825	763	781		1137		1128	1758	1740	1709		
"NM"	2008	2	"1"	844	890	915	825	763	781		1137		1128	1758	1740	1709		
"NM"	2008	2	"1"	844	890	915	825	763	781		1137		1128	1758	1740	1709		
"NM"	2008	2	"1"	844	890	915	825	763	781		1137		1128	1758	1740	1709		
"NM"	2008	2	"1"	844	890	915	825	763	781		1137		1128	1758	1740	1709		
"NM"	2008	2	"10"	408	294	375	361	298	430	391	286	400	284	708	736	728	677	684
"NM"	2008	2	"10"	408	294	375	361	298	430	391	286	400	284	708	736	728	677	684
"NM"	2008	2	"10"	408	294	375	361	298	430	391	286	400	284	708	736	728	677	684
"NM"	2008	2	"10"	408	294	375	361	298	430	391	286	400	284	708	736	728	677	684
"NM"	2008	2	"10"	408	294	375	361	298	430	391	286	400	284	708	736	728	677	684
"NM"	2008	2	"101"	473	77	487	330	421	384	464		462		571	817	805		
"NM"	2008	2	"101"	473	77	487	330	421	384	464		462		571	817	805		
"NM"	2008	2	"101"	473	77	487	330	421	384	464		462		571	817	805		
"NM"	2008	2	"101"	473	77	487	330	421	384	464		462		571	817	805		
"NM"	2008	2	"101"	473	77	487	330	421	384	464		462		571	817	805		
"NM"	2008	2	"102"	287	43	326	259	288	293	294		283		339	585	581		
"NM"	2008	2	"102"	287	43	326	259	288	293	294		283		339	585	581		
"NM"	2008	2	"102"	287	43	326	259	288	293	294		283		339	585	581		
"NM"	2008	2	"102"	287	43	326	259	288	293	294		283		339	585	581		
"NM"	2008	2	"102"	287	43	326	259	288	293	294		283		339	585	581		
"NM"	2008	2	"103"	375	79	362	207	329	231	388		387		458	569	560		
"NM"	2008	2	"103"	375	79	362	207	329	231	388		387		458	569	560		
"NM"	2008	2	"103"	375	79	362	207	329	231	388		387		458	569	560		
"NM"	2008	2	"103"	375	79	362	207	329	231	388		387		458	569	560		
"NM"	2008	2	"103"	375	79	362	207	329	231	388		387		458	569	560		
"NM"	2008	2	"104"	130	24	639	408	555	487	138		127		154	1047	1042		
"NM"	2008	2	"104"	130	24	639	408	555	487	138		127		154	1047	1042		
"NM"	2008	2	"104"	130	24	639	408	555	487	138		127		154	1047	1042		
"NM"	2008	2	"104"	130	24	639	408	555	487	138		127		154	1047	1042		
"NM"	2008	2	"104"	130	24	639	408	555	487	138		127		154	1047	1042		
"NM"	2008	2	"105"	190	21	742	339	644	421	190		196		211	1081	1065		
"NM"	2008	2	"105"	190	21	742	339	644	421	190		196		211	1081	1065		
"NM"	2008	2	"105"	190	21	742	339	644	421	190		196		211	1081	1065		
"NM"	2008	2	"105"	190	21	742	339	644	421	190		196		211	1081	1065		
"NM"	2008	2	"105"	190	21	742	339	644	421	190		196		211	1081	1065		
"NM"	2008	2	"106"	522	77	216	101	170	144	527		528		604	317	314		
"NM"	2008	2	"106"	522	77	216	101	170	144	527		528		604	317	314		
"NM"	2008	2	"106"	522	77	216	101	170	144	527		528		604	317	314		
"NM"	2008	2	"106"	522	77	216	101	170	144	527		528		604	317	314		
"NM"	2008	2	"106"	522	77	216	101	170	144	527		528		604	317	314		
"NM"	2008	2	"107"	405	80	360	171	291	232	404		395		491	531	523		
"NM"	2008	2	"107"	405	80	360	171	291	232	404		395		491	531	523		
"NM"	2008	2	"107"	405	80	360	171	291	232	404		395		491	531	523		
"NM"	2008	2	"107"	405	80	360	171	291	232	404		395		491	531	523		
"NM"	2008	2	"107"	405	80	360	171	291	232	404		395		491	531	523		
"NM"	2008	2	"108"	162	179	453	249	386	310	199		142	189	345	702	696		331
"NM"	2008	2	"108"	162	179	453	249	386	310	199		142	189	345	702	696		331
"NM"	2008	2	"108"	162	179	453	249	386	310	199		142	189	345	702	696		331
"NM"	2008	2	"108"	162	179	453	249	386	310	199		142	189	345	702	696		331
"NM"	2008	2	"108"	162	179	453	249	386	310	199		142	189	345	702	696		331
"NM"	2008	2	"109"	21	17	472	263	571	271	31		24	14	41	735	842		38
"NM"	2008	2	"109"	21	17	472	263	571	271	31		24	14	41	735	842		38
"NM"	2008	2	"109"	21	17	472	263	571	271	31		24	14	41	735	842		38
"NM"	2008	2	"109"	21	17	472	263	571	271	31		24	14	41	735	842		38
"NM"	2008	2	"109"	21	17	472	263	571	271	31		24	14	41	735	842		38
"NM"	2008	2	"11"	610	239	516	196	446	258	645		590	224	862	712	704		814
"NM"	2008	2	"11"	610	239	516	196	446	258	645		590	224	862	712	704		814
"NM"	2008	2	"11"	610	239	516	196	446	258	645		590	224	862	712	704		814
"NM"	2008	2	"11"	610	239	516	196	446	258	645		590	224	862	712	704		814
"NM"	2008	2	"11"	610	239	516	196	446	258	645		590	224	862	712	704		814
"NM"	2008	2	"110"	396	307	429	246	373	299	452		342	331	713	675	672		673
"NM"	2008	2	"110"	396	307	429	246	373	299	452		342	331	713	675	672		673
"NM"	2008	2	"110"	396	307	429	246	373	299	452		342	331	713	675	672		673
"NM"	2008	2	"110"	396	307	429	246	373	299	452		342	331	713	675	672		673
"NM"	2008	2	"110"	396	307	429	246	373	299	452		342	331	713	675	672		673
"NM"	2008	2	"111"	673	444	449	221	405	258		654	605	476	1128	670	663		1081
"NM"	2008	2	"111"	673	444	449	221	405	258		654	605	476	1128	670	663		1081
"NM"	2008	2	"111"	673	444	449	221	405	258		654	605	476	1128	670	663		1081
"NM"	2008	2	"111"	673	444	449	221	405	258		654	605	476	1128	670	663		1081
"NM"	2008	2	"111"	673	444	449	221	405	258		654	605	476	1128	670	663		1081
"NM"	2008	2	"112"	619	568	626	222	387	339		770	554	587	1204	848	726		1141
"NM"	2008	2	"112"	619	568	626	222	387	339		770	554	587	1204	848	726		1141
"NM"	2008	2	"112"	619	568	626	222	387	339		770	554	587	1204	848	726		1141
"NM"	2008	2	"112"	619	568	626	222	387	339		770	554	587	1204	848	726		1141
"NM"	2008	2	"112"	619	568	626	222	387	339		770	554	587	1204	848	726		1141
"NM"	2008	2	"113"	372	317	320	147	281	183		429		421	699	467	464		
"NM"	2008	2	"113"	372	317	320	147	281	183		429		421	699	467	464		
"NM"	2008	2	"113"	372	317	320	147	281	183		429		421	699	467	464		
"NM"	2008	2	"113"	372	317	320	147	281	183		429		421	699	467	464		
"NM"	2008	2	"113"	372	317	320	147	281	183		429		421	699	467	464		
"NM"	2008	2	"114"	804	907	585	295	526	340		1145	678	941	1727	880	866		1619
"NM"	2008	2	"114"	804	907	585	295	526	340		1145	678	941	1727	880	866		1619
"NM"	2008	2	"114"	804	907	585	295	526	340		1145	678	941	1727	880	866		1619
"NM"	2008	2	"114"	804	907	585	295	526	340		1145	678	941	1727	880	866		1619
"NM"	2008	2	"114"	804	907	585	295	526	340		1145	678	941	1727	880	866		1619
"NM"	2008	2	"115"	1571	1527	536	212	474	273		2081		2054	3147	748	1026		
"NM"	2008	2	"115"	1571	1527	536	212	474	273		2081		2054	3147	748	1026		
"NM"	2008	2	"115"	1571	1527	536	212	474	273		2081		2054	3147	748	1026		
"NM"	2008	2	"115"	1571	1527	536	212	474	273		2081		2054	3147	748	1026		
"NM"	2008	2	"115"	1571	1527	536	212	474	273		2081		2054	3147	748	1026		
"NM"	2008	2	"116"	1021	986	745	647	621	761		1310		1295	2017	1392	1382		
"NM"	2008	2	"116"	1021	986	745	647	621	761		1310		1295	2017	1392	1382		
"NM"	2008	2	"116"	1021	986	745	647	621	761		1310		1295	2017	1392	1382		
"NM"	2008	2	"116"	1021	986	745	647	621	761		1310		1295	2017	1392	1382		
"NM"	2008	2	"116"	1021	986	745	647	621	761		1310		1295	2017	1392	1382		
"NM"	2008	2	"117"	862	876	614	366	493	488		1142		1129	1752	980	1142		
"NM"	2008	2	"117"	862	876	614	366	493	488		1142		1129	1752	980	1142		
"NM"	2008	2	"117"	862	876	614	366	493	488		1142		1129	1752	980	1142		
"NM"	2008	2	"117"	862	876	614	366	493	488		1142		1129	1752	980	1142		
"NM"	2008	2	"117"	862	876	614	366	493	488		1142		1129	1752	980	1142		
"NM"	2008	2	"119"	926	515	895	553	715	702	983	404	1035		1450	1448	1417	1387	
"NM"	2008	2	"119"	926	515	895	553	715	702	983	404	1035		1450	1448	1417	1387	
"NM"	2008	2	"119"	926	515	895	553	715	702	983	404	1035		1450	1448	1417	1387	
"NM"	2008	2	"119"	926	515	895	553	715	702	983	404	1035		1450	1448	1417	1387	
"NM"	2008	2	"119"	926	515	895	553	715	702	983	404	1035		1450	1448	1417	1387	
"NM"	2008	2	"12"	486	223	487	304	391	389	532		475	217	716	791	780		692
"NM"	2008	2	"12"	486	223	487	304	391	389	532		475	217	716	791	780		692
"NM"	2008	2	"12"	486	223	487	304	391	389	532		475	217	716	791	780		692
"NM"	2008	2	"12"	486	223	487	304	391	389	532		475	217	716	791	780		692
"NM"	2008	2	"12"	486	223	487	304	391	389	532		475	217	716	791	780		692
"NM"	2008	2	"120"	733	420	624	491	535	456	781	317	830		1164	1115	991	1098	
"NM"	2008	2	"120"	733	420	624	491	535	456	781	317	830		1164	1115	991	1098	
"NM"	2008	2	"120"	733	420	624	491	535	456	781	317	830		1164	1115	991	1098	
"NM"	2008	2	"120"	733	420	624	491	535	456	781	317	830		1164	1115	991	1098	
"NM"	2008	2	"120"	733	420	624	491	535	456	781	317	830		1164	1115	991	1098	
"NM"	2008	2	"121"	523	208	847	368	699	624	524		494	206	741	1215	1323		700
"NM"	2008	2	"121"	523	208	847	368	699	624	524		494	206	741	1215	1323		700
"NM"	2008	2	"121"	523	208	847	368	699	624	524		494	206	741	1215	1323		700
"NM"	2008	2	"121"	523	208	847	368	699	624	524		494	206	741	1215	1323		700
"NM"	2008	2	"121"	523	208	847	368	699	624	524		494	206	741	1215	1323		700
"NM"	2008	2	"122"	251	55	585	431	497	497	234		224	58	307	1016	994		282
"NM"	2008	2	"122"	251	55	585	431	497	497	234		224	58	307	1016	994		282
"NM"	2008	2	"122"	251	55	585	431	497	497	234		224	58	307	1016	994		282
"NM"	2008	2	"122"	251	55	585	431	497	497	234		224	58	307	1016	994		282
"NM"	2008	2	"122"	251	55	585	431	497	497	234		224	58	307	1016	994		282
"NM"	2008	2	"123"	462	65	755	311	637	409	437		429		536	1066	1046		
"NM"	2008	2	"123"	462	65	755	311	637	409	437		429		536	1066	1046		
"NM"	2008	2	"123"	462	65	755	311	637	409	437		429		536	1066	1046		
"NM"	2008	2	"123"	462	65	755	311	637	409	437		429		536	1066	1046		
"NM"	2008	2	"123"	462	65	755	311	637	409	437		429		536	1066	1046		
"NM"	2008	2	"124"	253	46	473	195	428	237	258		252		306	668	665		
"NM"	2008	2	"124"	253	46	473	195	428	237	258		252		306	668	665		
"NM"	2008	2	"124"	253	46	473	195	428	237	258		252		306	668	665		
"NM"	2008	2	"124"	253	46	473	195	428	237	258		252		306	668	665		
"NM"	2008	2	"124"	253	46	473	195	428	237	258		252		306	668	665		
"NM"	2008	2	"125"	370	73	386	128	343	169	359		353		451	514	512		
"NM"	2008	2	"125"	370	73	386	128	343	169	359		353		451	514	512		
"NM"	2008	2	"125"	370	73	386	128	343	169	359		353		451	514	512		
"NM"	2008	2	"125"	370	73	386	128	343	169	359		353		451	514	512		
"NM"	2008	2	"125"	370	73	386	128	343	169	359		353		451	514	512		
"NM"	2008	2	"13"	413	251	449	206	399	245	323	325	370	286	676	655	644	648	656
"NM"	2008	2	"13"	413	251	449	206	399	245	323	325	370	286	676	655	644	648	656
"NM"	2008	2	"13"	413	251	449	206	399	245	323	325	370	286	676	655	644	648	656
"NM"	2008	2	"13"	413	251	449	206	399	245	323	325	370	286	676	655	644	648	656
"NM"	2008	2	"13"	413	251	449	206	399	245	323	325	370	286	676	655	644	648	656
"NM"	2008	2	"131"	195	33	786	511	678	607	182		186		233	1297	1285		
"NM"	2008	2	"131"	195	33	786	511	678	607	182		186		233	1297	1285		
"NM"	2008	2	"131"	195	33	786	511	678	607	182		186		233	1297	1285		
"NM"	2008	2	"131"	195	33	786	511	678	607	182		186		233	1297	1285		
"NM"	2008	2	"131"	195	33	786	511	678	607	182		186		233	1297	1285		
"NM"	2008	2	"132"	215	41	439	77	425	79	206		202		260	516	504		
"NM"	2008	2	"132"	215	41	439	77	425	79	206		202		260	516	504		
"NM"	2008	2	"132"	215	41	439	77	425	79	206		202		260	516	504		
"NM"	2008	2	"132"	215	41	439	77	425	79	206		202		260	516	504		
"NM"	2008	2	"132"	215	41	439	77	425	79	206		202		260	516	504		
"NM"	2008	2	"133"	287	41	526	157	496	177	283		288	35	333	683	673		323
"NM"	2008	2	"133"	287	41	526	157	496	177	283		288	35	333	683	673		323
"NM"	2008	2	"133"	287	41	526	157	496	177	283		288	35	333	683	673		323
"NM"	2008	2	"133"	287	41	526	157	496	177	283		288	35	333	683	673		323
"NM"	2008	2	"133"	287	41	526	157	496	177	283		288	35	333	683	673		323
"NM"	2008	2	"135"	370	57	728	140	645	220	393		349	75	431	868	865		424
"NM"	2008	2	"135"	370	57	728	140	645	220	393		349	75	431	868	865		424
"NM"	2008	2	"135"	370	57	728	140	645	220	393		349	75	431	868	865		424
"NM"	2008	2	"135"	370	57	728	140	645	220	393		349	75	431	868	865		424
"NM"	2008	2	"135"	370	57	728	140	645	220	393		349	75	431	868	865		424
"NM"	2008	2	"14"	431	230	337	85	289	128	500		421	226	670	422	417		647
"NM"	2008	2	"14"	431	230	337	85	289	128	500		421	226	670	422	417		647
"NM"	2008	2	"14"	431	230	337	85	289	128	500		421	226	670	422	417		647
"NM"	2008	2	"14"	431	230	337	85	289	128	500		421	226	670	422	417		647
"NM"	2008	2	"14"	431	230	337	85	289	128	500		421	226	670	422	417		647
"NM"	2008	2	"15"	434	289	320	89	282	129	515		423	281	735	409	411		704
"NM"	2008	2	"15"	434	289	320	89	282	129	515		423	281	735	409	411		704
"NM"	2008	2	"15"	434	289	320	89	282	129	515		423	281	735	409	411		704
"NM"	2008	2	"15"	434	289	320	89	282	129	515		423	281	735	409	411		704
"NM"	2008	2	"15"	434	289	320	89	282	129	515		423	281	735	409	411		704
"NM"	2008	2	"150"	661	280	453	105	404	148	737		695		951	558	552		
"NM"	2008	2	"150"	661	280	453	105	404	148	737		695		951	558	552		
"NM"	2008	2	"150"	661	280	453	105	404	148	737		695		951	558	552		
"NM"	2008	2	"150"	661	280	453	105	404	148	737		695		951	558	552		
"NM"	2008	2	"150"	661	280	453	105	404	148	737		695		951	558	552		
"NM"	2008	2	"151"	520	109	645	225	565	314	541		546		641	870	879		
"NM"	2008	2	"151"	520	109	645	225	565	314	541		546		641	870	879		
"NM"	2008	2	"151"	520	109	645	225	565	314	541		546		641	870	879		
"NM"	2008	2	"151"	520	109	645	225	565	314	541		546		641	870	879		
"NM"	2008	2	"151"	520	109	645	225	565	314	541		546		641	870	879		
"NM"	2008	2	"152"	409	132	655	178	568	257	449		428		545	833	825		
"NM"	2008	2	"152"	409	132	655	178	568	257	449		428		545	833	825		
"NM"	2008	2	"152"	409	132	655	178	568	257	449		428		545	833	825		
"NM"	2008	2	"152"	409	132	655	178	568	257	449		428		545	833	825		
"NM"	2008	2	"152"	409	132	655	178	568	257	449		428		545	833	825		
"NM"	2008	2	"153"	420	159	616	236	535	302	450		455		582	852	837		
"NM"	2008	2	"153"	420	159	616	236	535	302	450		455		582	852	837		
"NM"	2008	2	"153"	420	159	616	236	535	302	450		455		582	852	837		
"NM"	2008	2	"153"	420	159	616	236	535	302	450		455		582	852	837		
"NM"	2008	2	"153"	420	159	616	236	535	302	450		455		582	852	837		
"NM"	2008	2	"154"	790	201	481	126	426	177	819		812		999	607	603		
"NM"	2008	2	"154"	790	201	481	126	426	177	819		812		999	607	603		
"NM"	2008	2	"154"	790	201	481	126	426	177	819		812		999	607	603		
"NM"	2008	2	"154"	790	201	481	126	426	177	819		812		999	607	603		
"NM"	2008	2	"154"	790	201	481	126	426	177	819		812		999	607	603		
"NM"	2008	2	"16"	292	169	606	221	529	286	279	173	289	165	467	827	815	452	454
"NM"	2008	2	"16"	292	169	606	221	529	286	279	173	289	165	467	827	815	452	454
"NM"	2008	2	"16"	292	169	606	221	529	286	279	173	289	165	467	827	815	452	454
"NM"	2008	2	"16"	292	169	606	221	529	286	279	173	289	165	467	827	815	452	454
"NM"	2008	2	"16"	292	169	606	221	529	286	279	173	289	165	467	827	815	452	454
"NM"	2008	2	"161"	309	81	408	132	374	159	333		333		393	540	533		
"NM"	2008	2	"161"	309	81	408	132	374	159	333		333		393	540	533		
"NM"	2008	2	"161"	309	81	408	132	374	159	333		333		393	540	533		
"NM"	2008	2	"161"	309	81	408	132	374	159	333		333		393	540	533		
"NM"	2008	2	"161"	309	81	408	132	374	159	333		333		393	540	533		
"NM"	2008	2	"162"	422	98	759	56	693	292	434		435		527	815	985		
"NM"	2008	2	"162"	422	98	759	56	693	292	434		435		527	815	985		
"NM"	2008	2	"162"	422	98	759	56	693	292	434		435		527	815	985		
"NM"	2008	2	"162"	422	98	759	56	693	292	434		435		527	815	985		
"NM"	2008	2	"162"	422	98	759	56	693	292	434		435		527	815	985		
"NM"	2008	2	"163"	273	65	658	179	576	251	271		286		340	837	827		
"NM"	2008	2	"163"	273	65	658	179	576	251	271		286		340	837	827		
"NM"	2008	2	"163"	273	65	658	179	576	251	271		286		340	837	827		
"NM"	2008	2	"163"	273	65	658	179	576	251	271		286		340	837	827		
"NM"	2008	2	"163"	273	65	658	179	576	251	271		286		340	837	827		
"NM"	2008	2	"164"	301	80	362	93	298	151	310		329		390	455	449		
"NM"	2008	2	"164"	301	80	362	93	298	151	310		329		390	455	449		
"NM"	2008	2	"164"	301	80	362	93	298	151	310		329		390	455	449		
"NM"	2008	2	"164"	301	80	362	93	298	151	310		329		390	455	449		
"NM"	2008	2	"164"	301	80	362	93	298	151	310		329		390	455	449		
"NM"	2008	2	"165"	327	60	586	127	536	167	328		340		391	713	703		
"NM"	2008	2	"165"	327	60	586	127	536	167	328		340		391	713	703		
"NM"	2008	2	"165"	327	60	586	127	536	167	328		340		391	713	703		
"NM"	2008	2	"165"	327	60	586	127	536	167	328		340		391	713	703		
"NM"	2008	2	"165"	327	60	586	127	536	167	328		340		391	713	703		
"NM"	2008	2	"166"	271	43	183	231	172	65	264		264		317	414	237		
"NM"	2008	2	"166"	271	43	183	231	172	65	264		264		317	414	237		
"NM"	2008	2	"166"	271	43	183	231	172	65	264		264		317	414	237		
"NM"	2008	2	"166"	271	43	183	231	172	65	264		264		317	414	237		
"NM"	2008	2	"166"	271	43	183	231	172	65	264		264		317	414	237		
"NM"	2008	2	"17"	564	317	561	125	517	160	515	325	517	333	891	686	677	840	850
"NM"	2008	2	"17"	564	317	561	125	517	160	515	325	517	333	891	686	677	840	850
"NM"	2008	2	"17"	564	317	561	125	517	160	515	325	517	333	891	686	677	840	850
"NM"	2008	2	"17"	564	317	561	125	517	160	515	325	517	333	891	686	677	840	850
"NM"	2008	2	"17"	564	317	561	125	517	160	515	325	517	333	891	686	677	840	850
"NM"	2008	2	"18"	499	242	577	155	554	177	467	263	474	256	751	732	731	730	730
"NM"	2008	2	"18"	499	242	577	155	554	177	467	263	474	256	751	732	731	730	730
"NM"	2008	2	"18"	499	242	577	155	554	177	467	263	474	256	751	732	731	730	730
"NM"	2008	2	"18"	499	242	577	155	554	177	467	263	474	256	751	732	731	730	730
"NM"	2008	2	"18"	499	242	577	155	554	177	467	263	474	256	751	732	731	730	730
"NM"	2008	2	"180"	216	116	696	258	649	300	249		202	121	335	954	949		323
"NM"	2008	2	"180"	216	116	696	258	649	300	249		202	121	335	954	949		323
"NM"	2008	2	"180"	216	116	696	258	649	300	249		202	121	335	954	949		323
"NM"	2008	2	"180"	216	116	696	258	649	300	249		202	121	335	954	949		323
"NM"	2008	2	"180"	216	116	696	258	649	300	249		202	121	335	954	949		323
"NM"	2008	2	"181"	680	211	479	95	437	136	736		686	185	900	574	573		871
"NM"	2008	2	"181"	680	211	479	95	437	136	736		686	185	900	574	573		871
"NM"	2008	2	"181"	680	211	479	95	437	136	736		686	185	900	574	573		871
"NM"	2008	2	"181"	680	211	479	95	437	136	736		686	185	900	574	573		871
"NM"	2008	2	"181"	680	211	479	95	437	136	736		686	185	900	574	573		871
"NM"	2008	2	"182"	318	119	862	350	781	424	352		326	106	446	1212	1205		432
"NM"	2008	2	"182"	318	119	862	350	781	424	352		326	106	446	1212	1205		432
"NM"	2008	2	"182"	318	119	862	350	781	424	352		326	106	446	1212	1205		432
"NM"	2008	2	"182"	318	119	862	350	781	424	352		326	106	446	1212	1205		432
"NM"	2008	2	"182"	318	119	862	350	781	424	352		326	106	446	1212	1205		432
"NM"	2008	2	"183"	602	242	352	96	308	137	667		597	234	858	448	445		831
"NM"	2008	2	"183"	602	242	352	96	308	137	667		597	234	858	448	445		831
"NM"	2008	2	"183"	602	242	352	96	308	137	667		597	234	858	448	445		831
