state	year	county	precinct	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv	g2008_GOV_dv	g2008_GOV_rv	g2008_GOV_tv	g2008_STS_dv	g2008_STS_rv	g2008_STS_tv	g2008_STH_dv	g2008_STH_rv	g2008_STH_tv	cd	ld	sd
"MT"	2008	"Roosevelt"	"12"	161	277	438	325	115	440	89	336	425	305	125	430	202	213	415	290	140	430	1	36	18
"MT"	2008	"Roosevelt"	"17"	42	77	119	81	39	120	26	92	118	71	49	120	46	72	118	77	38	115	1	36	18
"MT"	2008	"Roosevelt"	"20"	27	30	57	51	10	61	16	45	61	42	19	61	34	31	65	35	27	62	1	36	18
"MT"	2008	"Roosevelt"	"28"	54	104	158	96	62	158	40	119	159	85	79	164	68	92	160	82	71	153	1	36	18
"MT"	2008	"Rosebud"	"7"	11	37	48	26	21	47	12	36	48	20	28	48	13	31	44		16	16	1	41	21
"MT"	2008	"Rosebud"	"15"	575	56	631	608	28	636	471	147	618	605	27	632	575	52	627		547	547	1	41	21
"MT"	2008	"Rosebud"	"17"	186	99	285	227	66	293	134	151	285	216	65	281	179	102	281		181	181	1	41	21
"MT"	2008	"Rosebud"	"30"	25	31	56	39	19	58	20	37	57	35	16	51	23	30	53		21	21	1	41	21
"MT"	2008	"Rosebud"	"3"	215	262	477	367	121	488	152	337	489	334	153	487	303	201	504	254	236	490	1	43	22
"MT"	2008	"Rosebud"	"6"	218	229	447	340	117	457	150	293	443	328	130	458	274	190	464	247	206	453	1	43	22
"MT"	2008	"Rosebud"	"11"	19	67	86	38	41	79	15	67	82	37	46	83	12	72	84	26	57	83	1	43	22
"MT"	2008	"Rosebud"	"21"	30	86	116	88	35	123	22	99	121	68	52	120	53	73	126	37	86	123	1	43	22
"MT"	2008	"Rosebud"	"32"	527	583	1110	860	290	1150	392	747	1139	784	361	1145	651	516	1167	566	602	1168	1	43	22
"MT"	2008	"Rosebud"	"10"	57	98	155	114	49	163	35	119	154	101	57	158			0	51	97	148	1	45	23
"MT"	2008	"Rosebud"	"20"	49	160	209	140	69	209	35	173	208	110	97	207			0	40	152	192	1	45	23
"MT"	2008	"Rosebud"	"26"	7	60	67	27	39	66	6	59	65	23	43	66			0	6	57	63	1	45	23
"MT"	2008	"Sanders"	"1"	101	184	285	145	144	289	101	169	270	157	123	280	113	178	291	108	175	283	1	13	7
"MT"	2008	"Sanders"	"2"	118	258	376	198	199	397	105	256	361	203	172	375	152	246	398	153	227	380	1	13	7
"MT"	2008	"Sanders"	"3"	172	428	600	366	253	619	155	432	587	351	254	605	277	343	620	244	368	612	1	13	7
"MT"	2008	"Sanders"	"4"	50	117	167	87	73	160	43	114	157	89	76	165	82	87	169	55	116	171	1	13	7
"MT"	2008	"Sanders"	"5"	620	1082	1702	1038	692	1730	441	1217	1658	1073	643	1716	773	949	1722	621	1113	1734	1	13	7
"MT"	2008	"Sanders"	"6"	481	981	1462	874	652	1526	350	1133	1483	907	604	1511	630	895	1525	647	848	1495	1	13	7
"MT"	2008	"Sanders"	"7"	230	289	519	359	190	549	172	350	522	359	186	545	271	274	545	262	286	548	1	13	7
"MT"	2008	"Sanders"	"8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	14	24	1	13	7
"MT"	2008	"Sanders"	"8"	59	123	182	109	83	192	46	137	183	109	75	184	71	126	197	55	110	165	1	14	7
"MT"	2008	"Sanders"	"9"	32	28	60	43	17	60	20	38	58	39	20	59	33	25	58	23	28	51	1	14	7
"MT"	2008	"Sanders"	"10"	107	73	180	143	47	190	96	93	189	139	46	185	121	70	191	111	74	185	1	14	7
"MT"	2008	"Sheridan"	"1"	74	119	193	134	61	195	57	136	193	125	72	197	84	110	194	126	69	195	1	36	18
"MT"	2008	"Sheridan"	"2"	191	199	390	295	103	398	108	284	392	277	113	390	190	205	395	287	107	394	1	36	18
"MT"	2008	"Sheridan"	"3"	231	181	412	330	96	426	124	292	416	303	121	424	233	192	425	318	108	426	1	36	18
"MT"	2008	"Sheridan"	"4"	257	271	528	386	155	541	153	369	522	369	162	531	274	263	537	380	152	532	1	36	18
"MT"	2008	"Sheridan"	"5"	104	128	232	168	64	232	57	179	236	146	90	236	115	125	240	167	63	230	1	36	18
"MT"	2008	"Sheridan"	"6"	96	89	185	155	29	184	58	124	182	133	53	186	109	76	185	141	43	184	1	36	18
"MT"	2008	"Silver Bow"	"16E&W"	568	242	810	678	142	820	427	368	795	658	151	809	576	215	791	677		677	1	73	37
"MT"	2008	"Silver Bow"	"19N&S"	367	155	522	451	79	530	240	277	517	452	83	535	369	146	515	440		440	1	73	37
"MT"	2008	"Silver Bow"	"22C"	479	156	635	566	88	654	333	296	629	575	74	649	485	145	630	544		544	1	73	37
"MT"	2008	"Silver Bow"	"23N&S"	441	160	601	551	63	614	286	309	595	537	75	612	460	139	599	541		541	1	73	37
"MT"	2008	"Silver Bow"	"24N&S"	576	169	745	682	83	765	416	340	756	683	88	771	597	153	750	678		678	1	73	37
"MT"	2008	"Silver Bow"	"26E&W"	133	85	218	181	39	220	76	138	214	168	54	222	135	72	207	174		174	1	73	37
"MT"	2008	"Silver Bow"	"27S"	249	131	380	334	55	389	146	225	371	327	60	387	238	122	360	321		321	1	73	37
"MT"	2008	"Silver Bow"	"28C"	42	72	114	74	29	103	33	74	107	68	43	111	54	54	108	80		80	1	73	37
"MT"	2008	"Silver Bow"	"29C"	14	47	61	42	17	59	13	49	62	40	21	61	28	28	56	48		48	1	73	37
"MT"	2008	"Silver Bow"	"5C"	513	159	672	618	69	687	374	296	670	601	84	685	529	143	672	599		599	1	74	37
"MT"	2008	"Silver Bow"	"6C"	456	167	623	552	82	634	334	290	624	537	101	638	452	170	622	548		548	1	74	37
"MT"	2008	"Silver Bow"	"7N&S"	455	209	664	595	68	663	329	331	660	558	114	672	458	199	657	571		571	1	74	37
"MT"	2008	"Silver Bow"	"8E&W"	792	491	1283	1083	190	1273	542	740	1282	965	337	1302	764	503	1267	1047		1047	1	74	37
"MT"	2008	"Silver Bow"	"9E&W"	722	477	1199	980	196	1176	423	742	1165	911	278	1189	711	437	1148	925		925	1	74	37
"MT"	2008	"Silver Bow"	"20N&S"	288	160	448	386	75	461	216	232	448	379	82	461	312	132	444	389		389	1	74	37
"MT"	2008	"Silver Bow"	"1C"	467	125	592	544	60	604	341	232	573	544	57	601	541		541	528		528	1	75	38
"MT"	2008	"Silver Bow"	"2C"	593	184	777	715	73	788	438	332	770	697	98	795	692		692	659		659	1	75	38
"MT"	2008	"Silver Bow"	"3C"	610	210	820	753	79	832	432	384	816	741	100	841	725		725	676		676	1	75	38
"MT"	2008	"Silver Bow"	"4C"	472	195	667	596	74	670	339	323	662	572	114	686	581		581	555		555	1	75	38
"MT"	2008	"Silver Bow"	"9N"	210	159	369	301	66	367	143	212	355	265	97	362	287		287	276		276	1	75	38
"MT"	2008	"Silver Bow"	"18C"	315	78	393	365	46	411	234	158	392	364	40	404	352		352	343		343	1	75	38
"MT"	2008	"Silver Bow"	"21N "	402	119	521	476	57	533	307	210	517	473	64	537	465		465	454		454	1	75	38
"MT"	2008	"Silver Bow"	"10E,N&S"	281	76	357	332	33	365	223	127	350	330	33	363	313		313	315		315	1	76	38
"MT"	2008	"Silver Bow"	"11C"	386	125	511	448	72	520	317	191	508	460	61	521	426		426	433		433	1	76	38
"MT"	2008	"Silver Bow"	"12C"	242	51	293	275	34	309	192	103	295	286	16	302	266		266	269		269	1	76	38
"MT"	2008	"Silver Bow"	"13N&S "	362	136	498	420	80	500	253	236	489	430	75	505	399		399	419		419	1	76	38
"MT"	2008	"Silver Bow"	"14C"	316	103	419	358	77	435	240	177	417	362	70	432	375		375	364		364	1	76	38
"MT"	2008	"Silver Bow"	"15N&S"	441	157	598	507	97	604	340	236	576	523	85	608	504		504	515		515	1	76	38
"MT"	2008	"Silver Bow"	"17C"	388	138	526	444	106	550	280	229	509	466	67	533	450		450	446		446	1	76	38
"MT"	2008	"Silver Bow"	"25C"	59	45	104	81	19	100	45	57	102	86	16	102	79		79	76		76	1	76	38
"MT"	2008	"Silver Bow"	"27N"	37	37	74	57	17	74	20	52	72	45	27	72	61		61	56		56	1	76	38
"MT"	2008	"Stillwater"	"1"	658	1281	1939	1329	618	1947	414	1482	1896	1167	787	1954				969	982	1951	1	60	30
"MT"	2008	"Stillwater"	"2"	361	621	982	686	290	976	271	706	977	613	382	995				486	521	1007	1	60	30
"MT"	2008	"Stillwater"	"4"	61	124	185	121	67	188	33	157	190	110	81	191				88	98	186	1	60	30
"MT"	2008	"Stillwater"	"7"	13	50	63	46	21	67	7	58	65	31	31	62				18	43	61	1	60	30
"MT"	2008	"Stillwater"	"9"	34	127	161	111	46	157	16	143	159	73	90	163				59	100	159	1	60	30
"MT"	2008	"Stillwater"	"10"	46	92	138	92	45	137	33	98	131	76	60	136				85	55	140	1	60	30
"MT"	2008	"Stillwater"	"11"	60	135	195	110	77	187	45	140	185	99	93	192				84	107	191	1	60	30
"MT"	2008	"Stillwater"	"13"	279	561	840	527	310	837	157	679	836	485	367	852				431	431	862	1	60	30
"MT"	2008	"Sweet Grass"	"5"	92	322	414	221	169	390	67	338	405	174	232	406				139	260	399	1	60	30
"MT"	2008	"Sweet Grass"	"1"	144	292	436	256	173	429	96	328	424	226	207	433					313	313	1	61	31
"MT"	2008	"Sweet Grass"	"2"	138	286	424	268	149	417	87	332	419	213	216	429					313	313	1	61	31
"MT"	2008	"Sweet Grass"	"3"	92	342	434	238	191	429	63	369	432	158	282	440					303	303	1	61	31
"MT"	2008	"Sweet Grass"	"4"	75	252	327	178	139	317	46	272	318	127	193	320					229	229	1	61	31
"MT"	2008	"Teton"	"1"	566	793	1359	949	445	1394	308	1040	1348	827	549	1376	473	924	1397	641	776	1417	1	17	9
"MT"	2008	"Teton"	"6"	126	171	297	221	84	305	51	249	300	196	111	307	168	139	307	141	157	298	1	17	9
"MT"	2008	"Teton"	"7"	401	605	1006	687	329	1016	199	800	999	626	385	1011	425	597	1022	500	519	1019	1	17	9
"MT"	2008	"Teton"	"11"	56	112	168	121	48	169	30	146	176	107	73	180	53	121	174	90	90	180	1	17	9
"MT"	2008	"Teton"	"17"	145	193	338	255	103	358	80	274	354	217	135	352	156	205	361	192	164	356	1	17	9
"MT"	2008	"Toole"	"KE1"	20	42	62	47	21	68	13	54	67	44	23	67				48		48	1	16	8
"MT"	2008	"Toole"	"KE3"	13	50	63	36	27	63	3	61	64	28	32	60				27		27	1	16	8
"MT"	2008	"Toole"	"SU3"	19	47	66	37	31	68	11	57	68	35	31	66				51		51	1	16	8
"MT"	2008	"Toole"	"SU1"	83	106	189	142	53	195	38	155	193	124	68	192				146		146	1	16	8
"MT"	2008	"Toole"	"DG4"	19	30	49	38	14	52	8	44	52	31	21	52					46	46	1	27	14
"MT"	2008	"Toole"	"SH6"	26	77	103	57	45	102	12	88	100	52	53	105					89	89	1	27	14
"MT"	2008	"Toole"	"DG4"	40	58	98	71	31	102	21	77	98	56	47	103				48	57	105	1	28	14
"MT"	2008	"Toole"	"SH1"	443	744	1187	847	365	1212	238	963	1201	720	487	1207				504	691	1195	1	28	14
"MT"	2008	"Toole"	"SU3"	49	118	167	122	48	170	25	142	167	79	83	162				52	112	164	1	28	14
"MT"	2008	"Toole"	"SH6"	25	45	70	46	23	69	18	52	70	34	34	68				26	44	70	1	28	14
"MT"	2008	"Treasure"	"3"	11	32	43	18	18	36	10	31	41	14	30	44	8	36	44	8	35	43	1	43	22
"MT"	2008	"Treasure"	"4"	138	253	391	294	97	391	76	317	393	222	170	392	160	249	409	145	251	396	1	43	22
"MT"	2008	"Treasure"	"6"	7	29	36	24	11	35	4	32	36	15	21	36	9	27	36	8	28	36	1	43	22
"MT"	2008	"Valley"	"5"	159	164	323	246	79	325	90	233	323	239	91	330	168		168	216		216	1	31	16
"MT"	2008	"Valley"	"11"	142	8	150	146	4	150	113	30	143	142	6	148	139		139	137		137	1	31	16
"MT"	2008	"Valley"	"7"	125	266	391	283	103	386	49	336	385	226	167	393	215		215	218		218	1	32	16
"MT"	2008	"Valley"	"1"	298	332	630	502	130	632	150	473	623	422	207	629	346	290	636	124	391	515	1	35	18
"MT"	2008	"Valley"	"2"	206	192	398	349	64	413	128	270	398	309	101	410	264	147	411	104	227	331	1	35	18
"MT"	2008	"Valley"	"3"	236	274	510	442	93	535	146	374	520	393	139	532	327	211	538	110	303	413	1	35	18
"MT"	2008	"Valley"	"4"	122	132	254	211	48	259	72	185	257	198	64	262	150	106	256	62	155	217	1	35	18
"MT"	2008	"Valley"	"6"	231	359	590	437	173	610	135	455	590	376	227	603	295	310	605	107	419	526	1	35	18
"MT"	2008	"Valley"	"8"	57	126	183	144	44	188	32	153	185	132	58	190	82	113	195	24	157	181	1	35	18
"MT"	2008	"Valley"	"9"	64	168	232	177	61	238	39	193	232	141	95	236	104	137	241	39	193	232	1	35	18
"MT"	2008	"Valley"	"10"	5	100	105	27	65	92	5	101	106	12	88	100	10	96	106	4	101	105	1	35	18
"MT"	2008	"Wheatland"	"1"	22	54	76	48	26	74	18	58	76	25	53	78				14	64	78	1	83	42
"MT"	2008	"Wheatland"	"2"	141	272	413	286	135	421	72	345	417	236	184	420				85	338	423	1	83	42
"MT"	2008	"Wheatland"	"3"	14	66	80	43	41	84	8	74	82	35	47	82				13	70	83	1	83	42
"MT"	2008	"Wheatland"	"4"	33	91	124	79	44	123	19	104	123	61	65	126				25	97	122	1	83	42
"MT"	2008	"Wheatland"	"9"	79	174	253	176	76	252	47	208	255	152	105	257				60	194	254	1	83	42
"MT"	2008	"Wibaux"	"1"	146	379	525	366	183	549	96	440	536	318	223	541		417	417	185	367	552	1	38	19
"MT"	2008	"Yellowstone"	"1"	83	134	217	147	68	215	70	144	214	127	83	210	79	128	207	89	118	207	1	42	21
"MT"	2008	"Yellowstone"	"2"	161	301	462	319	150	469	102	363	465	268	208	476	154	326	480	179	288	467	1	43	22
"MT"	2008	"Yellowstone"	"3"	539	758	1297	905	396	1301	340	943	1283	812	503	1315	436	897	1333	524	748	1272	1	43	22
"MT"	2008	"Yellowstone"	"4"	49	138	187	114	68	182	27	153	180	86	98	184	42	148	190	57	131	188	1	43	22
"MT"	2008	"Yellowstone"	"5"	323	490	813	553	231	784	219	573	792	447	360	807	320	494	814	272	519	791	1	44	22
"MT"	2008	"Yellowstone"	"6"	1454	1675	3129	2315	804	3119	937	2120	3057	2177	965	3142	1623	1550	3173	1500	1597	3097	1	44	22
"MT"	2008	"Yellowstone"	"7"	85	168	253	163	86	249	38	205	243	147	105	252	93	165	258	73	177	250	1	44	22
"MT"	2008	"Yellowstone"	"8"	435	882	1317	871	437	1308	314	992	1306	801	538	1339				381	893	1274	1	45	23
"MT"	2008	"Yellowstone"	"9"	125	241	366	237	124	361	90	274	364	211	149	360					306	306	1	46	23
"MT"	2008	"Yellowstone"	"10"	179	354	533	357	166	523	113	408	521	297	237	534					466	466	1	46	23
"MT"	2008	"Yellowstone"	"11"	502	831	1333	892	405	1297	313	993	1306	777	552	1329					1138	1138	1	46	23
"MT"	2008	"Yellowstone"	"12"	103	240	343	249	102	351	64	283	347	194	160	354					307	307	1	46	23
"MT"	2008	"Yellowstone"	"13"	407	707	1114	776	289	1065	255	820	1075	627	492	1119					892	892	1	46	23
"MT"	2008	"Yellowstone"	"14"	478	994	1472	956	446	1402	268	1154	1422	674	790	1464					1239	1239	1	46	23
"MT"	2008	"Yellowstone"	"15"	125	310	435	250	175	425	88	347	435	250	184	434					377	377	1	46	23
"MT"	2008	"Yellowstone"	"16"	214	320	534	371	154	525	143	385	528	352	197	549					441	441	1	46	23
"MT"	2008	"Yellowstone"	"17"	140	191	331	250	73	323	91	232	323	213	122	335					266	266	1	46	23
"MT"	2008	"Yellowstone"	"18"	1273	1637	2910	2091	751	2842	817	2022	2839	1764	1134	2898	1604	1189	2793	962	1868	2830	1	47	24
"MT"	2008	"Yellowstone"	"19"	829	956	1785	1303	422	1725	493	1233	1726	1171	603	1774	1102	625	1727	617	1115	1732	1	47	24
"MT"	2008	"Yellowstone"	"20"	243	356	599	435	138	573	151	432	583	341	257	598	352	237	589	173	405	578	1	47	24
"MT"	2008	"Yellowstone"	"21"	1313	1256	2569	1958	602	2560	816	1679	2495	1784	786	2570	1497	964	2461	1368	1157	2525	1	48	24
"MT"	2008	"Yellowstone"	"22"	454	548	1002	722	281	1003	312	679	991	676	339	1015	578	408	986	512	496	1008	1	48	24
"MT"	2008	"Yellowstone"	"23"	283	355	638	476	166	642	185	446	631	427	219	646	357	269	626	318	332	650	1	48	24
"MT"	2008	"Yellowstone"	"24"	766	442	1208	960	263	1223	515	647	1162	915	316	1231				789	407	1196	1	49	25
"MT"	2008	"Yellowstone"	"25"	828	502	1330	1036	285	1321	566	709	1275	918	419	1337				841	454	1295	1	49	25
"MT"	2008	"Yellowstone"	"26"	588	512	1100	862	231	1093	383	692	1075	747	363	1110				649	425	1074	1	49	25
"MT"	2008	"Yellowstone"	"27"	817	738	1555	1163	325	1488	528	943	1471	966	596	1562				704	834	1538	1	50	25
"MT"	2008	"Yellowstone"	"28"	729	725	1454	1059	334	1393	450	948	1398	872	594	1466				602	838	1440	1	50	25
"MT"	2008	"Yellowstone"	"29"	296	275	571	431	131	562	188	384	572	377	195	572				251	318	569	1	50	25
"MT"	2008	"Yellowstone"	"30"	501	464	965	751	200	951	305	648	953	650	322	972				399	560	959	1	50	25
"MT"	2008	"Yellowstone"	"31"	566	487	1053	823	226	1049	361	671	1032	762	302	1064	591	441	1032	556	484	1040	1	51	26
"MT"	2008	"Yellowstone"	"32"	906	567	1473	1167	314	1481	595	832	1427	1075	412	1487	927	539	1466	854	627	1481	1	51	26
"MT"	2008	"Yellowstone"	"33"	179	101	280	229	58	287	121	138	259	218	63	281	165	115	280	173	110	283	1	51	26
"MT"	2008	"Yellowstone"	"34"	450	139	589	499	99	598	302	247	549	504	86	590	420	159	579	401	177	578	1	51	26
"MT"	2008	"Yellowstone"	"35"	469	485	954	710	236	946	292	647	939	639	327	966	497	457	954	580	374	954	1	52	26
"MT"	2008	"Yellowstone"	"36"	485	423	908	702	188	890	304	584	888	655	261	916	515	361	876	566	303	869	1	52	26
"MT"	2008	"Yellowstone"	"37"	389	350	739	586	162	748	279	471	750	526	232	758	416	329	745	488	256	744	1	52	26
"MT"	2008	"Yellowstone"	"38"	516	329	845	677	177	854	336	491	827	659	198	857	529	311	840	563	285	848	1	52	26
"MT"	2008	"Yellowstone"	"39"	337	178	515	419	104	523	245	259	504	409	110	519	345	172	517	383	137	520	1	52	26
"MT"	2008	"Yellowstone"	"40"	331	303	634	480	146	626	203	425	628	435	213	648	338	305	643	254	376	630	1	53	27
"MT"	2008	"Yellowstone"	"41"	424	387	811	617	180	797	257	544	801	591	226	817	397	409	806	311	488	799	1	53	27
"MT"	2008	"Yellowstone"	"42"	529	487	1016	755	244	999	335	655	990	707	307	1014	491	498	989	375	610	985	1	53	27
"MT"	2008	"Yellowstone"	"43"	268	172	440	359	88	447	167	262	429	334	111	445	215	231	446	215	227	442	1	53	27
"MT"	2008	"Yellowstone"	"44"	285	233	518	419	116	535	214	303	517	395	134	529	271	260	531	224	309	533	1	53	27
"MT"	2008	"Yellowstone"	"45"	243	164	407	318	93	411	152	240	392	327	88	415	226	182	408	211	190	401	1	53	27
"MT"	2008	"Yellowstone"	"46"	589	532	1121	862	277	1139	338	771	1109	814	325	1139	568	536	1104	552	561	1113	1	54	27
"MT"	2008	"Yellowstone"	"47"	184	173	357	261	88	349	96	252	348	243	108	351	157	189	346	122	220	342	1	54	27
"MT"	2008	"Yellowstone"	"48"	603	413	1016	822	210	1032	449	564	1013	805	238	1043	628	416	1044	585	463	1048	1	54	27
"MT"	2008	"Yellowstone"	"49"	559	319	878	733	172	905	390	469	859	722	171	893	515	379	894	490	397	887	1	54	27
"MT"	2008	"Yellowstone"	"50"	298	490	788	552	197	749	163	604	767	387	416	803				267	496	763	1	55	28
"MT"	2008	"Yellowstone"	"51"	515	604	1119	821	289	1110	330	781	1111	703	433	1136				477	632	1109	1	55	28
"MT"	2008	"Yellowstone"	"52"	310	400	710	512	167	679	200	507	707	459	256	715				315	384	699	1	55	28
"MT"	2008	"Yellowstone"	"53"	666	769	1435	1077	334	1411	416	996	1412	954	502	1456				635	779	1414	1	55	28
"MT"	2008	"Yellowstone"	"54"	703	807	1510	1061	416	1477	389	1052	1441	929	565	1494				614	827	1441	1	55	28
"MT"	2008	"Yellowstone"	"55"	556	730	1286	919	268	1187	337	886	1223	681	601	1282					756	756	1	56	28
"MT"	2008	"Yellowstone"	"56"	583	593	1176	877	275	1152	368	779	1147	753	445	1198					626	626	1	56	28
"MT"	2008	"Yellowstone"	"57"	722	1053	1775	1250	439	1689	442	1298	1740	975	800	1775					1064	1064	1	56	28
"MT"	2008	"Yellowstone"	"58"	714	960	1674	1213	410	1623	465	1189	1654	986	692	1678					961	961	1	56	28
"MT"	2008	"Yellowstone"	"59"	557	810	1367	956	333	1289	338	970	1308	750	616	1366				471	807	1278	1	57	29
"MT"	2008	"Yellowstone"	"60"	620	1362	1982	1277	590	1867	342	1573	1915	938	1036	1974				530	1325	1855	1	57	29
"MT"	2008	"Yellowstone"	"61"	313	611	924	608	284	892	186	722	908	515	414	929				295	590	885	1	57	29
"MT"	2008	"Yellowstone"	"62"	144	221	365	245	121	366	104	266	370	210	157	367				132	227	359	1	57	29
"MT"	2008	"Yellowstone"	"63"	384	660	1044	722	297	1019	231	797	1028	609	443	1052				341	678	1019	1	57	29
"MT"	2008	"Yellowstone"	"64"	179	244	423	307	127	434	111	301	412	268	161	429				176	230	406	1	57	29
"MT"	2008	"Yellowstone"	"65"	650	1095	1745	1097	623	1720	437	1272	1709	1009	747	1756				730	1037	1767	1	58	29
"MT"	2008	"Yellowstone"	"66"	414	436	850	662	195	857	263	578	841	603	261	864				469	395	864	1	58	29
"MT"	2008	"Yellowstone"	"67"	356	330	686	512	185	697	238	454	692	488	217	705				369	337	706	1	58	29
"MT"	2008	"Yellowstone"	"68"	319	265	584	465	134	599	204	381	585	447	155	602				334	272	606	1	58	29
"MT"	2008	"Yellowstone"	"69"	401	301	702	583	143	726	275	432	707	555	168	723				417	304	721	1	58	29
