state	year	county	precinct	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv	g2008_GOV_dv	g2008_GOV_rv	g2008_GOV_tv	g2008_STS_dv	g2008_STS_rv	g2008_STS_tv	g2008_STH_dv	g2008_STH_rv	g2008_STH_tv	cd	ld	sd
"MT"	2008	"Flathead"	"34"	725	1305	2030	1268	797	2065	481	1529	2010	1169	888	2057				573	1427	2000	1	10	5
"MT"	2008	"Flathead"	"34*"	288	483	771	515	294	809	197	579	776	458	328	786				265	521	786	1	10	5
"MT"	2008	"Flathead"	"24"	294	748	1042	582	503	1085	207	810	1017	537	521	1058	255	724	979	293	756	1049	1	11	6
"MT"	2008	"Gallatin"	"20"	744	633	1377	986	396	1382	543	779	1322	883	487	1370				702	661	1363	1	63	32
"MT"	2008	"Gallatin"	"21"	294	261	555	374	177	551	212	315	527	348	201	549				260	283	543	1	63	32
"MT"	2008	"Gallatin"	"22"	576	552	1128	787	309	1096	386	695	1081	679	447	1126				515	589	1104	1	63	32
"MT"	2008	"Gallatin"	"23"	573	561	1134	821	304	1125	379	718	1097	685	450	1135				546	586	1132	1	63	32
"MT"	2008	"Gallatin"	"24"	314	226	540	407	129	536	231	282	513	362	172	534				304	230	534	1	63	32
"MT"	2008	"Gallatin"	"25"	1177	871	2048	1535	488	2023	811	1150	1961	1280	756	2036				1130	884	2014	1	63	32
"MT"	2008	"Gallatin"	"41"	894	205	1099	963	132	1095	649	315	964	933	131	1064				786	221	1007	1	64	32
"MT"	2008	"Gallatin"	"42"	802	283	1085	900	190	1090	569	440	1009	891	207	1098				699	320	1019	1	64	32
"MT"	2008	"Gallatin"	"43"	565	383	948	708	245	953	368	524	892	634	311	945				504	402	906	1	64	32
"MT"	2008	"Gallatin"	"44"	783	612	1395	1012	375	1387	511	800	1311	933	445	1378				638	645	1283	1	64	32
"MT"	2008	"Gallatin"	"45"	879	707	1586	1142	434	1576	563	930	1493	1055	519	1574				724	713	1437	1	64	32
"MT"	2008	"Gallatin"	"46"	182	168	350	273	85	358	126	210	336	250	102	352				172	174	346	1	64	32
"MT"	2008	"Gallatin"	"32"	581	310	891	679	199	878	391	434	825	620	260	880	552	275	827	494	303	797	1	65	33
"MT"	2008	"Gallatin"	"33"	594	174	768	640	134	774	437	270	707	622	142	764	549	157	706	529	180	709	1	65	33
"MT"	2008	"Gallatin"	"34"	900	306	1206	985	196	1181	627	467	1094	940	236	1176	822	282	1104	744	336	1080	1	65	33
"MT"	2008	"Gallatin"	"35"	855	478	1333	967	320	1287	491	695	1186	925	321	1246	667	431	1098	595	439	1034	1	65	33
"MT"	2008	"Gallatin"	"36"	918	203	1121	972	136	1108	700	324	1024	948	158	1106	847	198	1045	818	199	1017	1	66	33
"MT"	2008	"Gallatin"	"37"	802	217	1019	880	131	1011	568	339	907	811	177	988	738	189	927	693	211	904	1	66	33
"MT"	2008	"Gallatin"	"38"	784	305	1089	910	178	1088	526	451	977	872	202	1074	717	260	977	686	281	967	1	66	33
"MT"	2008	"Gallatin"	"39"	765	468	1233	921	305	1226	463	675	1138	867	341	1208	673	461	1134	668	440	1108	1	66	33
"MT"	2008	"Gallatin"	"40"	624	561	1185	834	336	1170	356	762	1118	754	424	1178	624	460	1084	558	477	1035	1	66	33
"MT"	2008	"Gallatin"	"26"	330	527	857	557	295	852	205	613	818	495	357	852		669	669	267	525	792	1	67	34
"MT"	2008	"Gallatin"	"27"	236	281	517	370	148	518	141	357	498	315	204	519		373	373	203	287	490	1	67	34
"MT"	2008	"Gallatin"	"28"	682	977	1659	1129	547	1676	398	1207	1605	1000	651	1651		1326	1326	555	1002	1557	1	67	34
"MT"	2008	"Gallatin"	"29"	450	898	1348	836	501	1337	267	1054	1321	700	648	1348		1095	1095	356	861	1217	1	67	34
"MT"	2008	"Gallatin"	"30"	509	635	1144	755	380	1135	314	768	1082	636	495	1131		829	829	368	664	1032	1	67	34
"MT"	2008	"Gallatin"	"31"	544	590	1134	814	312	1126	333	730	1063	725	394	1119		830	830	415	621	1036	1	67	34
"MT"	2008	"Gallatin"	"14"	216	421	637	388	248	636	146	478	624	327	315	642		517	517	196	437	633	1	68	34
"MT"	2008	"Gallatin"	"15"	33	90	123	72	46	118	20	101	121	49	70	119		97	97	27	86	113	1	68	34
"MT"	2008	"Gallatin"	"16"	96	107	203	140	64	204	77	120	197	129	73	202		136	136	95	97	192	1	68	34
"MT"	2008	"Gallatin"	"17"	289	484	773	476	296	772	193	579	772	396	402	798		571	571	268	500	768	1	68	34
"MT"	2008	"Gallatin"	"18"	373	528	901	608	281	889	218	659	877	483	415	898		639	639	337	521	858	1	68	34
"MT"	2008	"Gallatin"	"19"	479	569	1048	719	316	1035	307	705	1012	586	469	1055		692	692	385	568	953	1	68	34
"MT"	2008	"Gallatin"	"7"	168	274	442	302	135	437	108	324	432	253	195	448				146	289	435	1	69	35
"MT"	2008	"Gallatin"	"8"	369	479	848	618	255	873	233	607	840	543	315	858				323	504	827	1	69	35
"MT"	2008	"Gallatin"	"9"	236	1032	1268	613	640	1253	151	1101	1252	416	858	1274				186	1043	1229	1	69	35
"MT"	2008	"Gallatin"	"10"	82	375	457	245	201	446	57	387	444	173	286	459				80	362	442	1	69	35
"MT"	2008	"Gallatin"	"11"	265	472	737	457	282	739	176	549	725	410	330	740				226	499	725	1	69	35
"MT"	2008	"Gallatin"	"12"	753	1270	2023	1293	730	2023	446	1516	1962	1140	881	2021				578	1346	1924	1	69	35
"MT"	2008	"Gallatin"	"13"	308	691	999	593	415	1008	202	767	969	506	494	1000				272	697	969	1	69	35
"MT"	2008	"Gallatin"	"1"	419	394	813	560	258	818	326	455	781	523	277	800				381	403	784	1	70	35
"MT"	2008	"Gallatin"	"2"	718	405	1123	863	246	1109	489	522	1011	843	244	1087				579	459	1038	1	70	35
"MT"	2008	"Gallatin"	"3"	451	666	1117	677	432	1109	319	757	1076	607	507	1114				433	656	1089	1	70	35
"MT"	2008	"Gallatin"	"4"	651	668	1319	934	368	1302	482	797	1279	799	523	1322				585	667	1252	1	70	35
"MT"	2008	"Gallatin"	"5"	498	742	1240	771	459	1230	297	861	1158	644	586	1230				427	730	1157	1	70	35
"MT"	2008	"Gallatin"	"6"	444	519	963	656	305	961	301	633	934	551	401	952				379	539	918	1	70	35
"MT"	2008	"Garfield"	"1"	75	320	395	251	146	397	34	368	402	176	220	396				82	313	395	1	30	15
"MT"	2008	"Garfield"	"5"	4	33	37	28	9	37	4	33	37	12	24	36				3	34	37	1	30	15
"MT"	2008	"Garfield"	"7"	12	59	71	46	25	71	5	66	71	29	42	71				6	64	70	1	30	15
"MT"	2008	"Garfield"	"8"	4	24	28	9	19	28	1	27	28	7	21	28				2	25	27	1	30	15
"MT"	2008	"Garfield"	"13"	3	32	35	17	16	33	4	30	34	13	22	35				8	25	33	1	30	15
"MT"	2008	"Garfield"	"14"	4	52	56	26	33	59	2	57	59	10	48	58				9	52	61	1	30	15
"MT"	2008	"Garfield"	"19"	8	78	86	46	36	82	4	80	84	23	59	82				21	65	86	1	30	15
"MT"	2008	"Glacier"	"8"	371	21	392	381	20	401	296	97	393	378	21	399				389		389	1	15	8
"MT"	2008	"Glacier"	"10"	222	55	277	245	33	278	159	101	260	236	31	267				236		236	1	15	8
"MT"	2008	"Glacier"	"5"	192	312	504	346	168	514	118	386	504	292	212	504				336		336	1	16	8
"MT"	2008	"Glacier"	"14"	5	26	31	20	9	29	1	28	29	15	14	29				10		10	1	16	8
"MT"	2008	"Glacier"	"11"	73	25	98	84	13	97	64	35	99	83	15	98				85		85	1	16	8
"MT"	2008	"Glacier"	"19"	155	20	175	167	18	185	133	45	178	162	12	174				172		172	1	16	8
"MT"	2008	"Glacier"	"15"	159	60	219	188	37	225	122	95	217	173	44	217				195		195	1	16	8
"MT"	2008	"Glacier"	"9"	990	92	1082	1041	48	1089	837	221	1058	1030	44	1074				1052		1052	1	16	8
"MT"	2008	"Glacier"	"12"	211	19	230	222	8	230	175	52	227	224	9	233				223		223	1	16	8
"MT"	2008	"Glacier"	"13"	193	18	211	208	7	215	162	48	210	203	9	212				205		205	1	16	8
"MT"	2008	"Glacier"	"21C"	276	15	291	280	14	294	228	59	287	273	14	287				283		283	1	16	8
"MT"	2008	"Glacier"	"1"	174	286	460	325	134	459	86	369	455	245	202	447					397	397	1	27	14
"MT"	2008	"Glacier"	"2"	150	211	361	262	110	372	71	290	361	224	141	365					323	323	1	27	14
"MT"	2008	"Glacier"	"3"	145	163	308	217	96	313	87	219	306	206	97	303					261	261	1	27	14
"MT"	2008	"Glacier"	"4"	93	95	188	150	42	192	51	133	184	137	52	189					153	153	1	27	14
"MT"	2008	"Glacier"	"6"	14	33	47	26	20	46	5	40	45	17	29	46					41	41	1	27	14
"MT"	2008	"Golden Valley"	"1"	64	177	241	158	91	249	38	212	250	141	115	256				51	201	252	1	83	42
"MT"	2008	"Golden Valley"	"2"	60	166	226	130	89	219	36	189	225	116	113	229				50	172	222	1	83	42
"MT"	2008	"Granite"	"1"	158	216	374	274	106	380	98	273	371	269	113	382	224	152	376	296		296	1	86	43
"MT"	2008	"Granite"	"2"	212	289	501	350	164	514	147	347	494	348	168	516	302	201	503	398		398	1	86	43
"MT"	2008	"Granite"	"9"	82	201	283	186	109	295	63	227	290	155	139	294	133	143	276	198		198	1	86	43
"MT"	2008	"Granite"	"10"	149	307	456	267	207	474	99	355	454	254	211	465	193	261	454	315		315	1	86	43
"MT"	2008	"Hill"	"14"	94	169	263	176	95	271	54	212	266	169	103	272	142		142	152		152	1	32	16
"MT"	2008	"Hill"	"18"	124	22	146	141	14	155	91	59	150	129	17	146	116		116	123		123	1	32	16
"MT"	2008	"Hill"	"28"	506	14	520	509	13	522	411	88	499	497	9	506	469		469	432		432	1	32	16
"MT"	2008	"Hill"	"1"	281	216	497	419	97	516	168	326	494	399	112	511				337	168	505	1	33	17
"MT"	2008	"Hill"	"2"	290	168	458	378	101	479	181	261	442	367	99	466				326	138	464	1	33	17
"MT"	2008	"Hill"	"3"	186	164	350	285	74	359	112	239	351	252	105	357				216	136	352	1	33	17
"MT"	2008	"Hill"	"4"	203	159	362	298	78	376	115	252	367	286	83	369				261	115	376	1	33	17
"MT"	2008	"Hill"	"9"	236	180	416	353	81	434	141	287	428	333	99	432				287	147	434	1	33	17
"MT"	2008	"Hill"	"13"	133	109	242	215	35	250	79	166	245	194	47	241				171	72	243	1	33	17
"MT"	2008	"Hill"	"15"	203	251	454	336	134	470	137	327	464	319	146	465				287	179	466	1	33	17
"MT"	2008	"Hill"	"20"	123	158	281	233	66	299	58	229	287	200	98	298				171	127	298	1	33	17
"MT"	2008	"Hill"	"21"	58	88	146	112	35	147	29	125	154	107	47	154				87	66	153	1	33	17
"MT"	2008	"Hill"	"22"	110	155	265	202	70	272	50	220	270	170	102	272				134	127	261	1	33	17
"MT"	2008	"Hill"	"7"	250	234	484	382	110	492	148	329	477	347	134	481				237	257	494	1	34	17
"MT"	2008	"Hill"	"8"	213	206	419	367	61	428	136	280	416	319	109	428				192	239	431	1	34	17
"MT"	2008	"Hill"	"10"	306	180	486	423	89	512	186	298	484	408	84	492				262	244	506	1	34	17
"MT"	2008	"Hill"	"16"	221	186	407	357	77	434	153	270	423	354	76	430				205	228	433	1	34	17
"MT"	2008	"Hill"	"25"	59	128	187	147	55	202	34	166	200	133	68	201				65	137	202	1	34	17
"MT"	2008	"Jefferson"	"4"	206	279	485	345	158	503	123	379	502	327	180	507	217	275	492	259	247	506	1	71	36
"MT"	2008	"Jefferson"	"6"	285	564	849	564	310	874	178	670	848	505	355	860	275	570	845	362	522	884	1	71	36
"MT"	2008	"Jefferson"	"9"	15	34	49	29	20	49	6	40	46	23	27	50	12	34	46	17	32	49	1	71	36
"MT"	2008	"Jefferson"	"1"	384	462	846	608	238	846	284	542	826	527	321	848				344	500	844	1	77	39
"MT"	2008	"Jefferson"	"2"	142	188	330	230	114	344	101	234	335	230	114	344				128	210	338	1	77	39
"MT"	2008	"Jefferson"	"3"	212	245	457	343	123	466	161	288	449	325	141	466				201	266	467	1	77	39
"MT"	2008	"Jefferson"	"5"	79	139	218	134	85	219	55	158	213	117	103	220				55	167	222	1	77	39
"MT"	2008	"Jefferson"	"7"	250	221	471	357	125	482	182	280	462	341	136	477				211	273	484	1	77	39
"MT"	2008	"Jefferson"	"8"	15	66	81	53	30	83	9	74	83	34	52	86				8	77	85	1	77	39
"MT"	2008	"Jefferson"	"12"	62	66	128	90	45	135	45	81	126	95	43	138				57	73	130	1	77	39
"MT"	2008	"Jefferson"	"15"	31	30	61	51	9	60	10	47	57	45	12	57				26	31	57	1	77	39
"MT"	2008	"Jefferson"	"20"	228	234	462	343	109	452	148	299	447	318	138	456				182	277	459	1	77	39
"MT"	2008	"Jefferson"	"26"	324	473	797	549	244	793	217	570	787	444	344	788				268	531	799	1	77	39
"MT"	2008	"Jefferson"	"27"	349	537	886	598	282	880	228	642	870	527	362	889				275	606	881	1	77	39
"MT"	2008	"Judith Basin"	"1"	32	64	96	67	34	101	15	82	97	58	38	96				47	49	96	1	29	15
"MT"	2008	"Judith Basin"	"2"	44	109	153	109	42	151	22	133	155	94	61	155				76	81	157	1	29	15
"MT"	2008	"Judith Basin"	"3"	181	320	501	379	123	502	79	424	503	313	185	498				231	267	498	1	29	15
"MT"	2008	"Judith Basin"	"4"	140	308	448	317	137	454	55	396	451	240	214	454				188	259	447	1	29	15
"MT"	2008	"Lake"	"13"	234	347	581	394	218	612	170	406	576	367	232	599				256	327	583	1	9	5
"MT"	2008	"Lake"	"14"	269	344	613	423	210	633	190	416	606	382	232	614				289	331	620	1	9	5
"MT"	2008	"Lake"	"15"	28	75	103	59	41	100	15	85	100	51	50	101				28	70	98	1	9	5
"MT"	2008	"Lake"	"16"	269	235	504	353	157	510	217	275	492	356	153	509				267	222	489	1	9	5
"MT"	2008	"Lake"	"1"	187	320	507	304	230	534	130	381	511	280	253	533	118	361	479	169	360	529	1	11	6
"MT"	2008	"Lake"	"2"	344	390	734	506	231	737	254	459	713	461	272	733	199	469	668	313	420	733	1	11	6
"MT"	2008	"Lake"	"3"	525	630	1155	781	389	1170	338	808	1146	744	420	1164	192	908	1100	463	693	1156	1	11	6
"MT"	2008	"Lake"	"4"	325	220	545	427	130	557	238	293	531	416	135	551	157	351	508	274	273	547	1	11	6
"MT"	2008	"Lake"	"5"	343	357	700	520	200	720	236	465	701	515	197	712	120	531	651	290	422	712	1	11	6
"MT"	2008	"Lake"	"6"	477	398	875	692	213	905	317	538	855	669	222	891	190	637	827	401	486	887	1	11	6
"MT"	2008	"Lake"	"7"	256	388	644	423	227	650	152	488	640	437	222	659	100	512	612	294	349	643	1	12	6
"MT"	2008	"Lake"	"8"	603	665	1268	906	409	1315	444	818	1262	868	410	1278	351	861	1212	810	505	1315	1	12	6
"MT"	2008	"Lake"	"9"	275	163	438	354	104	458	201	229	430	345	100	445	143	260	403	314	135	449	1	12	6
"MT"	2008	"Lake"	"10"	264	327	591	407	204	611	178	423	601	397	209	606	130	416	546	347	269	616	1	12	6
"MT"	2008	"Lake"	"11"	498	452	950	680	286	966	385	568	953	671	287	958	267	583	850	684	284	968	1	12	6
"MT"	2008	"Lake"	"12"	210	141	351	275	88	363	167	182	349	274	81	355	145	171	316	287	74	361	1	12	6
"MT"	2008	"Lake"	"17"	31	85	116	65	47	112	26	89	115	59	58	117				56		56	1	15	8
"MT"	2008	"Lake"	"18"	160	131	291	225	83	308	121	178	299	229	75	304				196		196	1	15	8
"MT"	2008	"Lake"	"19"	732	468	1200	930	311	1241	532	651	1183	903	302	1205				804		804	1	15	8
"MT"	2008	"Lake"	"20"	149	107	256	207	72	279	97	169	266	200	69	269				179		179	1	15	8
"MT"	2008	"Lake"	"21"	49	19	68	53	14	67	35	32	67	59	10	69				38		38	1	15	8
"MT"	2008	"Lake"	"22"	538	236	774	649	132	781	394	364	758	636	137	773				601		601	1	15	8
"MT"	2008	"Lewis & Clark"	"44"	204	380	584	382	204	586	124	447	571	365	219	584	175	407	582	277	297	574	1	17	9
"MT"	2008	"Lewis & Clark"	"45"	96	272	368	233	138	371	69	295	364	177	200	377	74	306	380	109	273	382	1	17	9
"MT"	2008	"Lewis & Clark"	"46"	6	20	26	21	5	26	3	22	25	17	9	26	4	21	25	5	20	25	1	17	9
"MT"	2008	"Lewis & Clark"	"5"	291	186	477	373	105	478	218	247	465	329	135	464				271	201	472	1	77	39
"MT"	2008	"Lewis & Clark"	"25"	169	158	327	231	95	326	127	190	317	208	124	332				129	191	320	1	77	39
"MT"	2008	"Lewis & Clark"	"23"	316	255	571	452	94	546	202	347	549	410	168	578				310	243	553	1	78	39
"MT"	2008	"Lewis & Clark"	"24"	130	105	235	196	49	245	99	134	233	172	63	235				128	106	234	1	78	39
"MT"	2008	"Lewis & Clark"	"50"	308	397	705	529	191	720	187	506	693	473	230	703				330	356	686	1	78	39
"MT"	2008	"Lewis & Clark"	"51"	382	368	750	590	191	781	265	495	760	561	211	772				453	323	776	1	78	39
"MT"	2008	"Lewis & Clark"	"52"	349	358	707	548	163	711	205	486	691	522	195	717				407	301	708	1	78	39
"MT"	2008	"Lewis & Clark"	"53"	478	432	910	711	231	942	327	590	917	686	247	933				534	395	929	1	78	39
"MT"	2008	"Lewis & Clark"	"54"	176	234	410	321	93	414	112	302	414	285	125	410				218	196	414	1	78	39
"MT"	2008	"Lewis & Clark"	"17"	150	102	252	216	48	264	90	163	253	203	57	260				140	87	227	1	79	40
"MT"	2008	"Lewis & Clark"	"18"	320	237	557	454	114	568	214	340	554	406	149	555				300	212	512	1	79	40
"MT"	2008	"Lewis & Clark"	"19"	712	449	1161	940	201	1141	504	628	1132	853	309	1162				727	369	1096	1	79	40
"MT"	2008	"Lewis & Clark"	"20"	407	217	624	505	97	602	288	305	593	451	153	604				399	165	564	1	79	40
"MT"	2008	"Lewis & Clark"	"21"	292	185	477	376	77	453	199	253	452	329	144	473				282	159	441	1	79	40
"MT"	2008	"Lewis & Clark"	"22"	340	271	611	486	113	599	208	383	591	418	188	606				336	221	557	1	79	40
"MT"	2008	"Lewis & Clark"	"33"	415	531	946	718	234	952	265	674	939	634	306	940				441	422	863	1	79	40
"MT"	2008	"Lewis & Clark"	"34"	226	254	480	361	121	482	156	319	475	322	173	495				197	244	441	1	79	40
"MT"	2008	"Lewis & Clark"	"13"	286	164	450	355	96	451	194	232	426	349	93	442				298	140	438	1	80	40
"MT"	2008	"Lewis & Clark"	"14"	620	269	889	717	160	877	419	404	823	668	195	863				586	233	819	1	80	40
"MT"	2008	"Lewis & Clark"	"15"	619	485	1104	909	218	1127	395	697	1092	802	319	1121				671	408	1079	1	80	40
"MT"	2008	"Lewis & Clark"	"16"	359	242	601	489	117	606	229	347	576	454	148	602				374	212	586	1	80	40
"MT"	2008	"Lewis & Clark"	"30"	391	423	814	621	189	810	237	557	794	531	271	802				422	365	787	1	80	40
"MT"	2008	"Lewis & Clark"	"31"	353	347	700	525	169	694	222	468	690	478	229	707				380	310	690	1	80	40
"MT"	2008	"Lewis & Clark"	"32"	268	298	566	433	136	569	178	379	557	369	189	558				307	252	559	1	80	40
"MT"	2008	"Lewis & Clark"	"6"	646	193	839	695	128	823	480	299	779	669	147	816	648	177	825	597	191	788	1	81	41
"MT"	2008	"Lewis & Clark"	"7"	617	179	796	684	123	807	455	292	747	669	118	787	612	177	789	571	178	749	1	81	41
"MT"	2008	"Lewis & Clark"	"8"	529	151	680	584	104	688	395	257	652	581	97	678	531	145	676	478	170	648	1	81	41
"MT"	2008	"Lewis & Clark"	"9"	325	82	407	342	54	396	228	135	363	334	63	397	303	94	397	289	79	368	1	81	41
"MT"	2008	"Lewis & Clark"	"10"	299	139	438	358	61	419	218	187	405	326	97	423	293	118	411	263	117	380	1	81	41
"MT"	2008	"Lewis & Clark"	"11"	308	162	470	392	75	467	217	238	455	371	92	463	296	165	461	272	164	436	1	81	41
"MT"	2008	"Lewis & Clark"	"12"	364	280	644	516	122	638	217	413	630	459	184	643	374	248	622	334	260	594	1	81	41
"MT"	2008	"Lewis & Clark"	"29"	65	98	163	116	46	162	48	112	160	96	65	161	74	82	156	66	84	150	1	81	41
"MT"	2008	"Lewis & Clark"	"1"	574	147	721	630	78	708	451	227	678	605	107	712	555	161	716	606	105	711	1	82	41
"MT"	2008	"Lewis & Clark"	"2"	750	484	1234	1022	202	1224	544	643	1187	877	339	1216	743	457	1200	855	339	1194	1	82	41
"MT"	2008	"Lewis & Clark"	"3"	133	75	208	172	42	214	100	104	204	159	56	215	134	72	206	137	63	200	1	82	41
"MT"	2008	"Lewis & Clark"	"4"	400	333	733	575	160	735	258	441	699	527	197	724	431	293	724	464	240	704	1	82	41
"MT"	2008	"Lewis & Clark"	"26"	510	561	1071	789	290	1079	384	666	1050	724	353	1077	551	501	1052	591	451	1042	1	82	41
"MT"	2008	"Lewis & Clark"	"27"	51	65	116	87	30	117	32	80	112	82	36	118	61	54	115	57	54	111	1	82	41
"MT"	2008	"Lewis & Clark"	"28"	334	548	882	624	268	892	216	664	880	572	315	887	381	502	883	405	468	873	1	82	41
"MT"	2008	"Lewis & Clark"	"47"	81	83	164	111	57	168	63	102	165	109	56	165				76	76	152	1	83	42
"MT"	2008	"Lewis & Clark"	"48"	375	445	820	587	245	832	260	556	816	542	295	837				313	471	784	1	83	42
"MT"	2008	"Lewis & Clark"	"49"	422	610	1032	710	326	1036	272	742	1014	650	386	1036				359	581	940	1	83	42
"MT"	2008	"Lewis & Clark"	"35"	360	472	832	620	218	838	220	602	822	574	261	835				332	375	707	1	84	42
"MT"	2008	"Lewis & Clark"	"36"	247	474	721	478	235	713	159	553	712	444	284	728				231	329	560	1	84	42
"MT"	2008	"Lewis & Clark"	"37"	360	598	958	677	290	967	220	729	949	587	368	955				326	443	769	1	84	42
"MT"	2008	"Lewis & Clark"	"38"	280	376	656	457	196	653	200	435	635	415	244	659				253	278	531	1	84	42
"MT"	2008	"Lewis & Clark"	"39"	193	353	546	362	178	540	156	372	528	332	203	535				195	253	448	1	84	42
"MT"	2008	"Lewis & Clark"	"40"	79	128	207	139	71	210	70	142	212	123	92	215				76	88	164	1	84	42
"MT"	2008	"Lewis & Clark"	"41"	27	50	77	47	32	79	18	60	78	47	32	79				27	44	71	1	84	42
"MT"	2008	"Lewis & Clark"	"42"	58	148	206	117	87	204	47	153	200	102	105	207				58	116	174	1	84	42
"MT"	2008	"Lewis & Clark"	"43"	64	93	157	119	52	171	48	111	159	96	68	164				61	67	128	1	84	42
"MT"	2008	"Liberty"	"1"	88	188	276	193	79	272	25	252	277	158	121	279				133	151	284	1	28	14
"MT"	2008	"Liberty"	"2"	107	139	246	188	55	243	49	198	247	168	78	246				139	112	251	1	28	14
"MT"	2008	"Liberty"	"3"	94	146	240	179	71	250	36	207	243	164	86	250				127	128	255	1	28	14
"MT"	2008	"Liberty"	"4"	78	121	199	155	46	201	37	166	203	135	63	198				102	104	206	1	28	14
"MT"	2008	"Lincoln"	"7"	192	252	444	316	139	455	165	266	431	296	148	444				213	216	429	1	1	1
"MT"	2008	"Lincoln"	"9"	475	670	1145	855	311	1166	368	753	1121	774	371	1145				499	630	1129	1	1	1
"MT"	2008	"Lincoln"	"12"	352	747	1099	766	385	1151	260	845	1105	697	436	1133				361	743	1104	1	1	1
"MT"	2008	"Lincoln"	"13"	463	770	1233	871	404	1275	320	915	1235	769	483	1252				423	827	1250	1	1	1
"MT"	2008	"Lincoln"	"1"	102	265	367	185	202	387	75	299	374	175	201	376				100	280	380	1	2	1
"MT"	2008	"Lincoln"	"2"	94	176	270	165	140	305	72	197	269	154	133	287				104	191	295	1	2	1
"MT"	2008	"Lincoln"	"3"	493	1071	1564	862	775	1637	360	1206	1566	797	793	1590				503	1101	1604	1	2	1
"MT"	2008	"Lincoln"	"4"	115	217	332	196	147	343	77	249	326	190	148	338				102	228	330	1	2	1
"MT"	2008	"Lincoln"	"5"	56	90	146	86	67	153	52	95	147	87	66	153				66	86	152	1	2	1
"MT"	2008	"Lincoln"	"6"	96	122	218	127	93	220	87	118	205	122	87	209				106	107	213	1	2	1
"MT"	2008	"Lincoln"	"8"	305	603	908	554	389	943	269	611	880	520	375	895				361	548	909	1	2	1
"MT"	2008	"Lincoln"	"10"	154	327	481	336	167	503	116	367	483	273	210	483				180	312	492	1	2	1
