state	year	county	precinct	g2002_USS_dv	g2002_USS_rv	g2002_USS_tv	g2002_USH_dv	g2002_USH_rv	g2002_USH_tv	cd	ld
"MT"	2002	"Missoula"	"61"	536	177	713	314	414	728	1	64
"MT"	2002	"Missoula"	"62"	302	160	462	179	304	483	1	62
"MT"	2002	"Missoula"	"63"	208	132	340	119	236	355	1	62
"MT"	2002	"Missoula"	"64"	376	101	477	300	218	518	1	69
"MT"	2002	"Missoula"	"65"	436	152	588	314	327	641	1	69
"MT"	2002	"Missoula"	"66"	220	76	296	146	164	310	1	67
"MT"	2002	"Missoula"	"67"	350	159	509	212	324	536	1	70
"MT"	2002	"Missoula"	"68"	376	175	551	228	338	566	1	70
"MT"	2002	"Missoula"	"69"	492	239	731	275	503	778	1	63
"MT"	2002	"Missoula"	"70"	350	225	575	178	433	611	1	70
"MT"	2002	"Missoula"	"71"	294	57	351	294	97	391	1	67
"MT"	2002	"Missoula"	"72"	72	19	91	58	41	99	1	64
"MT"	2002	"Missoula"	"74"	15	9	24	9	17	26	1	71
"MT"	2002	"Missoula"	"76"	97	11	108	91	31	122	1	66
"MT"	2002	"Missoula"	"77"	159	63	222	107	128	235	1	67
"MT"	2002	"Missoula"	"78"	127	47	174	90	95	185	1	64
"MT"	2002	"Missoula"	"79"	132	56	188	79	127	206	1	63
"MT"	2002	"Missoula"	"80"	3	2	5	1	5	6	1	64
"MT"	2002	"Musselshell"	"1"	277	103	380	87	310	397	1	8
"MT"	2002	"Musselshell"	"3"	227	108	335	72	278	350	1	8
"MT"	2002	"Musselshell"	"5"	163	176	339	66	292	358	1	8
"MT"	2002	"Musselshell"	"6"	231	249	480	93	406	499	1	8
"MT"	2002	"Musselshell"	"7"	61	46	107	17	91	108	1	8
"MT"	2002	"Musselshell"	"8"	59	37	96	19	81	100	1	8
"MT"	2002	"Park"	"1"	400	140	540	263	306	569	1	26
"MT"	2002	"Park"	"2"	388	148	536	226	333	559	1	26
"MT"	2002	"Park"	"3"	534	222	756	293	493	786	1	26
"MT"	2002	"Park"	"4"	451	157	608	256	382	638	1	26
"MT"	2002	"Park"	"2_B"	354	163	517	171	366	537	1	26
"MT"	2002	"Park"	"5_A"	164	252	416	93	339	432	1	25
"MT"	2002	"Park"	"5_B"	358	269	627	254	400	654	1	25
"MT"	2002	"Park"	"5_C"	31	11	42	21	24	45	1	25
"MT"	2002	"Park"	"5_D"	157	116	273	89	211	300	1	25
"MT"	2002	"Park"	"6_A"	67	41	108	31	79	110	1	25
"MT"	2002	"Park"	"6_B"	302	224	526	175	384	559	1	25
"MT"	2002	"Park"	"7_A"	45	26	71	21	55	76	1	25
"MT"	2002	"Park"	"7_B"	18	20	38	6	33	39	1	25
"MT"	2002	"Park"	"7_C"	131	126	257	51	213	264	1	25
"MT"	2002	"Park"	"7_D"	257	146	403	122	303	425	1	25
"MT"	2002	"Petroleum"	"1"	132	91	223	37	207	244	1	93
"MT"	2002	"Phillips"	"2"	58	25	83	22	66	88	1	95
"MT"	2002	"Phillips"	"5"	10	37	47	3	46	49	1	95
"MT"	2002	"Phillips"	"6"	8	14	22	0	24	24	1	95
"MT"	2002	"Phillips"	"7"	31	21	52	3	50	53	1	95
"MT"	2002	"Phillips"	"8"	151	56	207	44	162	206	1	95
"MT"	2002	"Phillips"	"11"	21	27	48	5	47	52	1	95
"MT"	2002	"Phillips"	"12"	194	159	353	42	343	385	1	95
"MT"	2002	"Phillips"	"15"	18	6	24	12	13	25	1	92
"MT"	2002	"Phillips"	"16"	44	35	79	4	76	80	1	95
"MT"	2002	"Phillips"	"9_1"	204	94	298	76	245	321	1	95
"MT"	2002	"Phillips"	"9_2"	285	191	476	75	433	508	1	95
"MT"	2002	"Pondera"	"19"	109	47	156	39	129	168	1	88
"MT"	2002	"Pondera"	"20"	155	5	160	142	13	155	1	86
"MT"	2002	"Pondera"	"22"	152	79	231	50	189	239	1	88
"MT"	2002	"Pondera"	"23"	64	45	109	14	89	103	1	86
"MT"	2002	"Pondera"	"24"	174	100	274	59	229	288	1	86
"MT"	2002	"Pondera"	"25"	90	61	151	14	141	155	1	86
"MT"	2002	"Pondera"	"26"	173	111	284	53	245	298	1	86
"MT"	2002	"Pondera"	"27"	150	73	223	46	191	237	1	88
"MT"	2002	"Pondera"	"28"	194	144	338	57	303	360	1	88
"MT"	2002	"Pondera"	"34"	162	71	233	58	187	245	1	86
"MT"	2002	"Pondera"	"35"	134	58	192	35	168	203	1	86
"MT"	2002	"Powder River"	"1"	2	8	10	0	11	11	1	1
"MT"	2002	"Powder River"	"3"	23	13	36	4	31	35	1	1
"MT"	2002	"Powder River"	"4"	20	20	40	6	38	44	1	1
"MT"	2002	"Powder River"	"5"	36	32	68	13	55	68	1	1
"MT"	2002	"Powder River"	"6"	19	8	27	3	26	29	1	1
"MT"	2002	"Powder River"	"7"	9	14	23	4	19	23	1	1
"MT"	2002	"Powder River"	"9"	33	30	63	14	49	63	1	1
"MT"	2002	"Powder River"	"10"	10	26	36	4	31	35	1	1
"MT"	2002	"Powder River"	"11"	48	73	121	7	109	116	1	1
"MT"	2002	"Powder River"	"12"	272	190	462	67	420	487	1	1
"MT"	2002	"Powell"	"1"	29	76	105	13	95	108	1	56
"MT"	2002	"Powell"	"3"	166	128	294	76	231	307	1	56
"MT"	2002	"Powell"	"4"	200	86	286	96	195	291	1	56
"MT"	2002	"Powell"	"5"	198	103	301	76	235	311	1	56
"MT"	2002	"Powell"	"6"	225	102	327	102	239	341	1	56
"MT"	2002	"Powell"	"7"	201	88	289	81	213	294	1	56
"MT"	2002	"Powell"	"8"	95	63	158	44	121	165	1	56
"MT"	2002	"Powell"	"10"	32	29	61	11	48	59	1	56
"MT"	2002	"Powell"	"11"	20	38	58	12	47	59	1	56
"MT"	2002	"Powell"	"12"	43	71	114	24	101	125	1	58
"MT"	2002	"Powell"	"14"	64	67	131	3	102	105	1	58
"MT"	2002	"Powell"	"16"	76	42	118	33	92	125	1	56
"MT"	2002	"Prairie"	"1"	98	62	160	43	120	163	1	3
"MT"	2002	"Prairie"	"2"	113	46	159	39	120	159	1	3
"MT"	2002	"Prairie"	"3"	101	55	156	33	121	154	1	3
"MT"	2002	"Prairie"	"4"	78	101	179	22	161	183	1	3
"MT"	2002	"Ravalli"	"1"	29	73	102	16	90	106	1	59
"MT"	2002	"Ravalli"	"2"	125	170	295	91	213	304	1	59
"MT"	2002	"Ravalli"	"3"	182	343	525	87	458	545	1	59
"MT"	2002	"Ravalli"	"4"	81	87	168	49	131	180	1	59
"MT"	2002	"Ravalli"	"5"	106	159	265	56	222	278	1	59
"MT"	2002	"Ravalli"	"6"	322	264	586	161	437	598	1	59
"MT"	2002	"Ravalli"	"7"	632	539	1171	326	915	1241	1	59
"MT"	2002	"Ravalli"	"8"	232	218	450	117	353	470	1	59
"MT"	2002	"Ravalli"	"9"	262	202	464	147	347	494	1	60
"MT"	2002	"Ravalli"	"10"	728	441	1169	439	779	1218	1	60
"MT"	2002	"Ravalli"	"11"	1012	1078	2090	430	1638	2068	1	60
"MT"	2002	"Ravalli"	"12"	18	158	176	3	191	194	1	60
"MT"	2002	"Ravalli"	"13"	543	541	1084	323	840	1163	1	61
"MT"	2002	"Ravalli"	"14"	802	766	1568	435	1207	1642	1	61
"MT"	2002	"Ravalli"	"15"	317	215	532	168	387	555	1	61
"MT"	2002	"Ravalli"	"16"	454	431	885	265	663	928	1	61
"MT"	2002	"Ravalli"	"17"	463	382	845	233	652	885	1	61
"MT"	2002	"Ravalli"	"18"	332	203	535	193	370	563	1	61
"MT"	2002	"Richland"	"1"	147	81	228	71	150	221	1	100
"MT"	2002	"Richland"	"2"	145	76	221	60	164	224	1	100
"MT"	2002	"Richland"	"3"	187	80	267	107	161	268	1	100
"MT"	2002	"Richland"	"4"	175	77	252	76	178	254	1	100
"MT"	2002	"Richland"	"5"	152	93	245	84	164	248	1	99
"MT"	2002	"Richland"	"7"	109	67	176	56	120	176	1	99
"MT"	2002	"Richland"	"8"	350	212	562	150	420	570	1	100
"MT"	2002	"Richland"	"9"	103	72	175	45	128	173	1	100
"MT"	2002	"Richland"	"12"	228	181	409	124	273	397	1	99
"MT"	2002	"Richland"	"17"	51	37	88	17	70	87	1	99
"MT"	2002	"Richland"	"19"	95	38	133	32	97	129	1	99
"MT"	2002	"Richland"	"22"	178	156	334	75	255	330	1	100
"MT"	2002	"Richland"	"23"	246	171	417	96	318	414	1	100
"MT"	2002	"Roosevelt"	"2"	95	49	144	49	98	147	1	97
"MT"	2002	"Roosevelt"	"10"	151	39	190	72	109	181	1	97
"MT"	2002	"Roosevelt"	"12"	255	106	361	111	240	351	1	97
"MT"	2002	"Roosevelt"	"15"	212	16	228	158	56	214	1	98
"MT"	2002	"Roosevelt"	"18"	559	86	645	369	273	642	1	98
"MT"	2002	"Roosevelt"	"20"	46	15	61	25	37	62	1	97
"MT"	2002	"Roosevelt"	"24"	262	59	321	149	172	321	1	98
"MT"	2002	"Roosevelt"	"26"	274	155	429	114	339	453	1	98
"MT"	2002	"Roosevelt"	"27"	244	66	310	155	154	309	1	98
"MT"	2002	"Roosevelt"	"28"	28	65	93	10	87	97	1	97
"MT"	2002	"Roosevelt"	"31"	71	41	112	41	67	108	1	97
"MT"	2002	"Roosevelt"	"35"	47	25	72	24	49	73	1	97
"MT"	2002	"Rosebud"	"2"	30	18	48	8	40	48	1	7
"MT"	2002	"Rosebud"	"3"	298	101	399	122	293	415	1	3
"MT"	2002	"Rosebud"	"6"	315	83	398	150	253	403	1	3
"MT"	2002	"Rosebud"	"7"	16	20	36	9	32	41	1	5
"MT"	2002	"Rosebud"	"10"	90	39	129	26	103	129	1	3
"MT"	2002	"Rosebud"	"11"	21	34	55	5	55	60	1	7
"MT"	2002	"Rosebud"	"15"	380	40	420	319	84	403	1	5
"MT"	2002	"Rosebud"	"17"	138	34	172	88	83	171	1	5
"MT"	2002	"Rosebud"	"20"	53	32	85	28	63	91	1	3
"MT"	2002	"Rosebud"	"21"	97	43	140	26	118	144	1	7
"MT"	2002	"Rosebud"	"25"	4	5	9	2	10	12	1	3
"MT"	2002	"Rosebud"	"26"	27	42	69	8	59	67	1	7
"MT"	2002	"Rosebud"	"30"	42	28	70	20	53	73	1	5
"MT"	2002	"Rosebud"	"32"	627	201	828	291	568	859	1	7
"MT"	2002	"Sanders"	"1"	71	71	142	37	96	133	1	71
"MT"	2002	"Sanders"	"2"	309	277	586	162	447	609	1	72
"MT"	2002	"Sanders"	"4"	298	250	548	160	384	544	1	72
"MT"	2002	"Sanders"	"6"	56	77	133	31	101	132	1	72
"MT"	2002	"Sanders"	"7"	202	199	401	124	278	402	1	72
"MT"	2002	"Sanders"	"8"	137	124	261	80	173	253	1	72
"MT"	2002	"Sanders"	"9"	97	93	190	77	114	191	1	72
"MT"	2002	"Sanders"	"11"	77	40	117	61	69	130	1	71
"MT"	2002	"Sanders"	"12"	270	173	443	136	331	467	1	71
"MT"	2002	"Sanders"	"2A"	214	218	432	103	325	428	1	72
"MT"	2002	"Sanders"	"4A"	337	263	600	179	415	594	1	72
"MT"	2002	"Sheridan"	"1"	113	60	173	39	127	166	1	97
"MT"	2002	"Sheridan"	"5"	86	46	132	34	102	136	1	97
"MT"	2002	"Sheridan"	"8"	174	75	249	80	167	247	1	97
"MT"	2002	"Sheridan"	"9"	175	71	246	83	161	244	1	97
"MT"	2002	"Sheridan"	"10"	147	69	216	83	133	216	1	97
"MT"	2002	"Sheridan"	"17"	142	49	191	67	129	196	1	97
"MT"	2002	"Sheridan"	"18"	130	36	166	55	111	166	1	97
"MT"	2002	"Sheridan"	"20"	195	59	254	105	159	264	1	97
"MT"	2002	"Silver Bow"	"1"	400	41	441	287	160	447	1	36
"MT"	2002	"Silver Bow"	"2"	471	64	535	328	219	547	1	36
"MT"	2002	"Silver Bow"	"3"	448	48	496	288	222	510	1	36
"MT"	2002	"Silver Bow"	"4"	442	85	527	288	272	560	1	36
"MT"	2002	"Silver Bow"	"5"	506	68	574	356	223	579	1	35
"MT"	2002	"Silver Bow"	"6"	425	97	522	273	258	531	1	35
"MT"	2002	"Silver Bow"	"7"	408	87	495	232	293	525	1	35
"MT"	2002	"Silver Bow"	"8"	711	156	867	342	559	901	1	35
"MT"	2002	"Silver Bow"	"9"	696	208	904	394	544	938	1	35
"MT"	2002	"Silver Bow"	"16"	473	71	544	344	238	582	1	37
"MT"	2002	"Silver Bow"	"18"	230	28	258	183	77	260	1	36
"MT"	2002	"Silver Bow"	"19"	128	22	150	86	66	152	1	37
"MT"	2002	"Silver Bow"	"20"	441	96	537	297	261	558	1	35
"MT"	2002	"Silver Bow"	"21"	461	64	525	315	209	524	1	36
"MT"	2002	"Silver Bow"	"22"	396	58	454	270	192	462	1	37
"MT"	2002	"Silver Bow"	"23"	368	54	422	253	179	432	1	37
"MT"	2002	"Silver Bow"	"24"	542	68	610	391	224	615	1	37
"MT"	2002	"Silver Bow"	"26"	87	17	104	61	51	112	1	37
"MT"	2002	"Silver Bow"	"27"	195	54	249	102	153	255	1	37
"MT"	2002	"Silver Bow"	"28"	46	19	65	29	41	70	1	33
"MT"	2002	"Silver Bow"	"29"	37	10	47	18	31	49	1	33
"MT"	2002	"Still Water"	"1"	737	426	1163	255	923	1178	1	24
"MT"	2002	"Still Water"	"2"	434	270	704	212	539	751	1	24
"MT"	2002	"Still Water"	"4"	68	59	127	24	111	135	1	24
"MT"	2002	"Still Water"	"7"	41	30	71	5	67	72	1	24
"MT"	2002	"Still Water"	"9"	79	56	135	21	122	143	1	24
"MT"	2002	"Still Water"	"10"	80	53	133	31	97	128	1	24
"MT"	2002	"Still Water"	"11"	96	65	161	43	125	168	1	24
"MT"	2002	"Still Water"	"13"	353	248	601	133	500	633	1	24
"MT"	2002	"Sweet Grass"	"1"	220	176	396	83	339	422	1	25
"MT"	2002	"Sweet Grass"	"2"	102	133	235	48	195	243	1	25
"MT"	2002	"Sweet Grass"	"3"	132	116	248	46	219	265	1	24
"MT"	2002	"Sweet Grass"	"4"	109	145	254	29	242	271	1	25
"MT"	2002	"Sweet Grass"	"5"	136	141	277	57	225	282	1	24
"MT"	2002	"Teton"	"1"	744	385	1129	286	893	1179	1	87
"MT"	2002	"Teton"	"6"	199	76	275	61	231	292	1	87
"MT"	2002	"Teton"	"7"	506	294	800	200	629	829	1	87
"MT"	2002	"Teton"	"11"	83	54	137	28	117	145	1	87
"MT"	2002	"Teton"	"17"	222	84	306	83	241	324	1	87
"MT"	2002	"Toole"	"DEVON DG4"	51	12	63	18	51	69	1	88
"MT"	2002	"Toole"	"GARATA G4"	53	25	78	26	58	84	1	88
"MT"	2002	"Toole"	"KE1"	49	19	68	21	50	71	1	88
"MT"	2002	"Toole"	"KE3"	16	8	24	0	25	25	1	88
"MT"	2002	"Toole"	"OI6"	34	18	52	9	52	61	1	88
"MT"	2002	"Toole"	"SH1"	200	111	311	66	269	335	1	88
"MT"	2002	"Toole"	"SH2"	249	103	352	91	272	363	1	88
"MT"	2002	"Toole"	"SH3"	246	125	371	103	292	395	1	88
"MT"	2002	"Toole"	"SH6"	110	67	177	27	165	192	1	88
"MT"	2002	"Toole"	"SU1"	107	59	166	46	127	173	1	88
"MT"	2002	"Toole"	"SU3"	61	27	88	18	80	98	1	88
"MT"	2002	"Toole"	"SW7"	49	20	69	19	53	72	1	88
"MT"	2002	"Treasure"	"3"	13	14	27	2	28	30	1	7
"MT"	2002	"Treasure"	"4"	239	94	333	76	271	347	1	7
"MT"	2002	"Treasure"	"6"	14	19	33	3	31	34	1	7
"MT"	2002	"Valley"	"1"	420	124	544	158	404	562	1	96
"MT"	2002	"Valley"	"2"	265	80	345	131	217	348	1	96
"MT"	2002	"Valley"	"3"	368	92	460	160	290	450	1	96
"MT"	2002	"Valley"	"4"	232	44	276	98	178	276	1	96
"MT"	2002	"Valley"	"6"	117	53	170	35	138	173	1	96
"MT"	2002	"Valley"	"8"	192	54	246	74	181	255	1	95
"MT"	2002	"Valley"	"9"	153	70	223	39	182	221	1	95
"MT"	2002	"Valley"	"Court7"	453	170	623	158	476	634	1	95
"MT"	2002	"Valley"	"Frazer5"	110	23	133	88	50	138	1	96
"MT"	2002	"Valley"	"Lustre5"	28	94	122	11	124	135	1	96
"MT"	2002	"Valley"	"Peck7"	182	41	223	101	119	220	1	95
"MT"	2002	"Wheatland"	"1"	26	27	53	12	49	61	1	8
"MT"	2002	"Wheatland"	"2"	245	106	351	95	266	361	1	8
"MT"	2002	"Wheatland"	"3"	25	32	57	5	52	57	1	8
"MT"	2002	"Wheatland"	"4"	64	57	121	25	100	125	1	8
"MT"	2002	"Wheatland"	"9"	131	68	199	37	175	212	1	8
"MT"	2002	"Wibaux"	"1"	153	68	221	56	164	220	1	1
"MT"	2002	"Wibaux"	"2"	178	123	301	78	220	298	1	1
"MT"	2002	"Yellowstone"	"1"	83	40	123	20	106	126	1	7
"MT"	2002	"Yellowstone"	"2"	34	14	48	11	42	53	1	17
"MT"	2002	"Yellowstone"	"3"	487	224	711	226	520	746	1	12
"MT"	2002	"Yellowstone"	"4"	579	347	926	242	738	980	1	21
"MT"	2002	"Yellowstone"	"5"	427	178	605	231	398	629	1	22
"MT"	2002	"Yellowstone"	"6"	515	183	698	325	397	722	1	14
"MT"	2002	"Yellowstone"	"7"	361	111	472	223	264	487	1	22
"MT"	2002	"Yellowstone"	"8"	27	16	43	9	38	47	1	9
"MT"	2002	"Yellowstone"	"9"	355	136	491	208	296	504	1	22
"MT"	2002	"Yellowstone"	"10"	16	7	23	8	18	26	1	15
"MT"	2002	"Yellowstone"	"11"	93	53	146	11	143	154	1	8
"MT"	2002	"Yellowstone"	"12"	498	205	703	263	463	726	1	12
"MT"	2002	"Yellowstone"	"13"	131	36	167	79	96	175	1	13
"MT"	2002	"Yellowstone"	"14"	248	68	316	156	173	329	1	13
"MT"	2002	"Yellowstone"	"15"	170	84	254	91	182	273	1	7
"MT"	2002	"Yellowstone"	"16"	100	66	166	56	130	186	1	16
"MT"	2002	"Yellowstone"	"17"	66	42	108	35	75	110	1	12
"MT"	2002	"Yellowstone"	"18"	147	87	234	77	161	238	1	7
"MT"	2002	"Yellowstone"	"19"	135	88	223	44	193	237	1	15
"MT"	2002	"Yellowstone"	"20"	295	152	447	155	314	469	1	22
"MT"	2002	"Yellowstone"	"21"	412	161	573	206	401	607	1	20
"MT"	2002	"Yellowstone"	"22"	116	114	230	74	229	303	1	9
"MT"	2002	"Yellowstone"	"23"	521	197	718	350	439	789	1	14
"MT"	2002	"Yellowstone"	"24"	389	204	593	188	432	620	1	9
"MT"	2002	"Yellowstone"	"25"	348	161	509	141	383	524	1	16
"MT"	2002	"Yellowstone"	"26"	483	166	649	243	433	676	1	19
"MT"	2002	"Yellowstone"	"27"	458	223	681	179	541	720	1	7
"MT"	2002	"Yellowstone"	"28"	340	212	552	147	448	595	1	15
"MT"	2002	"Yellowstone"	"29"	306	126	432	177	271	448	1	18
"MT"	2002	"Yellowstone"	"30"	358	178	536	156	407	563	1	15
"MT"	2002	"Yellowstone"	"31"	535	272	807	237	604	841	1	21
"MT"	2002	"Yellowstone"	"32"	460	138	598	257	358	615	1	17
"MT"	2002	"Yellowstone"	"33"	720	288	1008	310	744	1054	1	19
"MT"	2002	"Yellowstone"	"34"	320	128	448	254	330	584	1	12
"MT"	2002	"Yellowstone"	"35"	400	131	531	206	371	577	1	22
"MT"	2002	"Yellowstone"	"36"	467	291	758	213	566	779	1	22
"MT"	2002	"Yellowstone"	"37"	542	297	839	226	664	890	1	15
"MT"	2002	"Yellowstone"	"38"	191	89	280	117	190	307	1	13
"MT"	2002	"Yellowstone"	"39"	515	219	734	231	551	782	1	20
"MT"	2002	"Yellowstone"	"40"	385	178	563	191	434	625	1	10
"MT"	2002	"Yellowstone"	"41"	206	71	277	128	157	285	1	13
"MT"	2002	"Yellowstone"	"42"	474	245	719	195	556	751	1	16
"MT"	2002	"Yellowstone"	"43"	302	158	460	172	307	479	1	18
"MT"	2002	"Yellowstone"	"44"	333	126	459	180	310	490	1	18
"MT"	2002	"Yellowstone"	"45"	429	177	606	223	418	641	1	16
"MT"	2002	"Yellowstone"	"46"	173	85	258	82	188	270	1	11
"MT"	2002	"Yellowstone"	"47"	660	275	935	336	655	991	1	10
"MT"	2002	"Yellowstone"	"48"	465	200	665	245	465	710	1	14
"MT"	2002	"Yellowstone"	"49"	395	160	555	212	375	587	1	10
"MT"	2002	"Yellowstone"	"50"	410	173	583	196	415	611	1	11
"MT"	2002	"Yellowstone"	"51"	277	117	394	171	240	411	1	14
"MT"	2002	"Yellowstone"	"52"	355	125	480	206	305	511	1	13
"MT"	2002	"Yellowstone"	"53"	358	190	548	138	443	581	1	15
"MT"	2002	"Yellowstone"	"54"	173	84	257	78	194	272	1	12
"MT"	2002	"Yellowstone"	"55"	368	182	550	184	410	594	1	10
"MT"	2002	"Yellowstone"	"56"	313	140	453	149	328	477	1	20
"MT"	2002	"Yellowstone"	"57"	329	204	533	140	425	565	1	19
"MT"	2002	"Yellowstone"	"58"	393	137	530	209	356	565	1	18
"MT"	2002	"Yellowstone"	"59"	520	214	734	245	509	754	1	20
"MT"	2002	"Yellowstone"	"60"	182	77	259	85	205	290	1	15
"MT"	2002	"Yellowstone"	"61"	540	182	722	300	471	771	1	18
"MT"	2002	"Yellowstone"	"62"	460	209	669	194	514	708	1	21
"MT"	2002	"Yellowstone"	"63"	270	144	414	88	345	433	1	11
"MT"	2002	"Yellowstone"	"64"	82	44	126	28	106	134	1	21
"MT"	2002	"Yellowstone"	"65"	300	126	426	145	294	439	1	19
"MT"	2002	"Yellowstone"	"66"	289	103	392	130	278	408	1	19
"MT"	2002	"Yellowstone"	"67"	378	244	622	191	500	691	1	10
"MT"	2002	"Yellowstone"	"68"	549	326	875	241	702	943	1	10
"MT"	2002	"Yellowstone"	"69"	293	164	457	111	369	480	1	20
"MT"	2002	"Yellowstone"	"70"	572	302	874	245	671	916	1	9
"MT"	2002	"Yellowstone"	"71"	148	45	193	95	109	204	1	13
"MT"	2002	"Yellowstone"	"72"	332	144	476	166	323	489	1	19
"MT"	2002	"Yellowstone"	"73"	316	106	422	165	275	440	1	17
"MT"	2002	"Yellowstone"	"74"	461	135	596	287	338	625	1	17
"MT"	2002	"Yellowstone"	"75"	286	96	382	120	265	385	1	21
"MT"	2002	"Yellowstone"	"76"	855	562	1417	319	1205	1524	1	9
"MT"	2002	"Yellowstone"	"77"	361	119	480	193	305	498	1	12
"MT"	2002	"Yellowstone"	"78"	379	272	651	141	569	710	1	9
"MT"	2002	"Yellowstone"	"79"	461	203	664	219	480	699	1	16
"MT"	2002	"Yellowstone"	"80"	284	182	466	128	386	514	1	15
"MT"	2002	"Yellowstone"	"81"	241	99	340	112	237	349	1	17
"MT"	2002	"Yellowstone"	"82"	182	127	309	92	251	343	1	15
"MT"	2002	"Yellowstone"	"83"	558	309	867	241	710	951	1	9
"MT"	2002	"Yellowstone"	"84"	47	34	81	21	63	84	1	6
"MT"	2002	"Yellowstone"	"85"	389	201	590	161	461	622	1	11
"MT"	2002	"Yellowstone"	"86"	522	268	790	252	596	848	1	11
