state	year	county	precinct	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_USS_dv	g2004_USS_rv	g2004_USS_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv
"SD"	2004	"Shannon"	"Sharps Corner"	239	37	276	258	50	308	267	26	293
"SD"	2004	"Spink"	"1"	168	359	527	256	279	535	252	284	536
"SD"	2004	"Spink"	"3"	140	237	377	219	170	389	213	174	387
"SD"	2004	"Spink"	"4"	143	238	381	218	166	384	215	167	382
"SD"	2004	"Spink"	"5"	108	199	307	147	169	316	147	168	315
"SD"	2004	"Spink"	"6"	74	90	164	120	48	168	116	52	168
"SD"	2004	"Spink"	"7"	220	321	541	296	252	548	321	222	543
"SD"	2004	"Spink"	"8"	85	91	176	114	69	183	118	64	182
"SD"	2004	"Spink"	"9"	232	388	620	347	280	627	372	251	623
"SD"	2004	"Spink"	"10"	308	336	644	407	256	663	421	240	661
"SD"	2004	"Stanley"	"1 Orton"	5	30	35	10	25	35	8	26	34
"SD"	2004	"Stanley"	"2 Ft Pierre"	93	184	277	137	146	283	157	122	279
"SD"	2004	"Stanley"	"3 Sansarc"	23	66	89	40	53	93	50	41	91
"SD"	2004	"Stanley"	"4 Consolidated"	60	172	232	103	132	235	117	117	234
"SD"	2004	"Stanley"	"5 Oahe"	73	167	240	104	144	248	125	122	247
"SD"	2004	"Stanley"	"6 Ft Pierre"	106	284	390	171	229	400	188	212	400
"SD"	2004	"Stanley"	"9 Ft Pierre"	92	179	271	139	136	275	162	108	270
"SD"	2004	"Stanley"	"14 Hayes"	12	47	59	21	40	61	25	37	62
"SD"	2004	"Sully"	"1"	28	106	134	42	92	134	51	79	130
"SD"	2004	"Sully"	"2 (Including: 5)"									
"SD"	2004	"Sully"	"2(06)"	18	89	107	39	76	115	38	70	108
"SD"	2004	"Sully"	"3"	22	135	157	57	108	165	68	96	164
"SD"	2004	"Sully"	"3 (Including: 4)(08)"									
"SD"	2004	"Sully"	"4"	45	138	183	64	129	193	95	91	186
"SD"	2004	"Sully"	"5(06)"	32	94	126	51	77	128	58	69	127
"SD"	2004	"Sully"	"6"	56	140	196	86	116	202	86	114	200
"SD"	2004	"Todd"	"Absentee(04)"	1150	378	1528	1327	344	1671	1340	271	1611
"SD"	2004	"Todd"	"Bordeaux"	45	9	54	50	11	61	52	9	61
"SD"	2004	"Todd"	"Jeanette"	15	51	66	24	46	70	23	46	69
"SD"	2004	"Todd"	"Lakeview"	19	90	109	22	94	116	25	91	116
"SD"	2004	"Todd"	"Mission-N. Antelope"	284	109	393	313	94	407	306	91	397
"SD"	2004	"Todd"	"O'Kreek"	76	39	115	86	30	116	86	32	118
"SD"	2004	"Todd"	"Parmelee"	194	56	250	228	34	262	224	28	252
"SD"	2004	"Todd"	"Rosebud"	339	63	402	387	36	423	381	29	410
"SD"	2004	"Todd"	"South Antelope"	155	58	213	170	50	220	168	49	217
"SD"	2004	"Todd"	"St. Francis"	266	36	302	278	37	315	273	28	301
"SD"	2004	"Tripp"	"Clearfield"	57	128	185	85	109	194	81	111	192
"SD"	2004	"Tripp"	"Colome"	130	327	457	216	249	465	224	236	460
"SD"	2004	"Tripp"	"Hamill"	18	77	95	31	70	101	31	70	101
"SD"	2004	"Tripp"	"Ideal"	23	89	112	36	76	112	40	71	111
"SD"	2004	"Tripp"	"Lake"	42	144	186	75	115	190	64	124	188
"SD"	2004	"Tripp"	"Lamro"	106	247	353	163	199	362	169	189	358
"SD"	2004	"Tripp"	"Sully"	50	71	121	58	66	124	66	58	124
"SD"	2004	"Tripp"	"Winner City E 2nd"	107	207	314	141	181	322	151	167	318
"SD"	2004	"Tripp"	"Winner City E 3rd"	118	281	399	182	218	400	192	205	397
"SD"	2004	"Tripp"	"Winner City SE 1st"	64	144	208	83	129	212	90	120	210
"SD"	2004	"Tripp"	"Winner City W 2nd"	140	298	438	190	256	446	222	226	448
"SD"	2004	"Tripp"	"Winner City W 3rd"	63	120	183	106	79	185	99	86	185
"SD"	2004	"Tripp"	"Witten"	54	97	151	74	82	156	76	80	156
"SD"	2004	"Turner"	"Brothersfield/Home/Parker"	302	678	980	446	564	1010	506	491	997
"SD"	2004	"Turner"	"Centerville/Turner"	246	431	677	353	337	690	374	311	685
"SD"	2004	"Turner"	"Chancellor/Germantown"	124	244	368	150	223	373	188	181	369
"SD"	2004	"Turner"	"Childstown/Salem/Spring Valley"	114	205	319	150	185	335	163	168	331
"SD"	2004	"Turner"	"Dolton/Monroe/Marion/Rosefield"	282	672	954	379	611	990	418	566	984
"SD"	2004	"Turner"	"Irene/Daneville"	109	113	222	139	91	230	146	84	230
"SD"	2004	"Turner"	"Norway/Hurley/Davis/Middleton"	221	413	634	306	339	645	345	297	642
"SD"	2004	"Turner"	"Viborg/Swan Lake"	243	328	571	317	270	587	328	256	584
"SD"	2004	"Union"	"1"	118	150	268	139	131	270	159	112	271
"SD"	2004	"Union"	"2"	207	257	464	255	217	472	266	205	471
"SD"	2004	"Union"	"3"	103	192	295	113	182	295	122	171	293
"SD"	2004	"Union"	"4"	77	112	189	93	99	192	91	97	188
"SD"	2004	"Union"	"5"	179	231	410	230	188	418	231	184	415
"SD"	2004	"Union"	"6"	249	368	617	322	303	625	331	291	622
"SD"	2004	"Union"	"7"	201	219	420	224	199	423	244	175	419
"SD"	2004	"Union"	"8"	498	520	1018	560	465	1025	615	396	1011
"SD"	2004	"Union"	"9"	195	236	431	194	245	439	208	222	430
"SD"	2004	"Union"	"10"	212	184	396	223	179	402	229	164	393
"SD"	2004	"Union"	"11"	440	353	793	463	337	800	443	325	768
"SD"	2004	"Union"	"12"	224	322	546	225	324	549	242	298	540
"SD"	2004	"Union"	"13"	297	843	1140	310	837	1147	351	772	1123
"SD"	2004	"Walworth"	"2"	23	80	103	47	60	107	42	63	105
"SD"	2004	"Walworth"	"3"	20	98	118	32	88	120	30	90	120
"SD"	2004	"Walworth"	"4"	14	88	102	40	68	108	41	66	107
"SD"	2004	"Walworth"	"5"	39	102	141	47	99	146	48	96	144
"SD"	2004	"Walworth"	"9"	26	60	86	40	50	90	41	47	88
"SD"	2004	"Walworth"	"10"	42	74	116	55	67	122	63	57	120
"SD"	2004	"Walworth"	"11"	63	163	226	100	132	232	99	127	226
"SD"	2004	"Walworth"	"12"	54	164	218	86	136	222	106	114	220
"SD"	2004	"Walworth"	"13"	54	116	170	81	98	179	92	88	180
"SD"	2004	"Walworth"	"15"	107	206	313	136	178	314	140	165	305
"SD"	2004	"Walworth"	"16"	101	173	274	153	135	288	135	142	277
"SD"	2004	"Walworth"	"17"	51	87	138	73	70	143	85	54	139
"SD"	2004	"Walworth"	"18"	85	124	209	103	103	206	102	100	202
"SD"	2004	"Walworth"	"19"	100	177	277	146	143	289	149	138	287
"SD"	2004	"Walworth"	"20"	98	255	353	158	203	361	141	217	358
"SD"	2004	"Yankton"	"1"	440	477	917	509	445	954	598	348	946
"SD"	2004	"Yankton"	"2 (Including: 28)"	686	817	1503	845	703	1548	951	580	1531
"SD"	2004	"Yankton"	"3"	496	642	1138	590	565	1155	646	503	1149
"SD"	2004	"Yankton"	"4"	641	803	1444	797	667	1464	886	571	1457
"SD"	2004	"Yankton"	"5"	599	1063	1662	793	895	1688	898	780	1678
"SD"	2004	"Yankton"	"9 (Including: 29)"	132	197	329	175	160	335	197	136	333
"SD"	2004	"Yankton"	"10 (Including: 22)"	83	132	215	117	100	217	133	80	213
"SD"	2004	"Yankton"	"11(08)"									
"SD"	2004	"Yankton"	"Mis Hill 11&23"	152	173	325	189	149	338	225	109	334
"SD"	2004	"Yankton"	"Utica/Zisk 12,24&25"	159	197	356	187	174	361	223	135	358
"SD"	2004	"Yankton"	"Lstrv/Zis 13,17/18"	91	143	234	132	113	245	152	93	245
"SD"	2004	"Yankton"	"14"	93	91	184	113	77	190	122	62	184
"SD"	2004	"Yankton"	"19 (Including: 16)"	62	105	167	87	83	170	103	71	174
"SD"	2004	"Yankton"	"23(08)"									
"SD"	2004	"Yankton"	"26"									
"SD"	2004	"Yankton"	"Mayf/Wal15&20(04)"	87	139	226	127	103	230	127	100	227
"SD"	2004	"Yankton"	"Lake(04)"	515	1021	1536	672	891	1563	792	766	1558
"SD"	2004	"Ziebach"	"Bridger"	59	15	74	61	13	74	64	10	74
"SD"	2004	"Ziebach"	"Cherry Creek"	113	24	137	126	14	140	132	9	141
"SD"	2004	"Ziebach"	"Davis"	152	70	222	167	58	225	172	47	219
"SD"	2004	"Ziebach"	"Glad Valley"	16	60	76	34	46	80	28	52	80
"SD"	2004	"Ziebach"	"North Dupree"	60	54	114	78	41	119	80	35	115
"SD"	2004	"Ziebach"	"Red Scaffold"	72	19	91	91	12	103	89	6	95
"SD"	2004	"Ziebach"	"Redelm"	91	110	201	109	96	205	117	85	202
"SD"	2004	"Ziebach"	"South Dupree"	78	95	173	100	89	189	114	70	184
