state	year	county	precinct	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_USS_dv	g2004_USS_rv	g2004_USS_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv
"SD"	2004	"Aurora"	"1"	102	218	320	149	175	324	152	171	323
"SD"	2004	"Aurora"	"2"	46	122	168	81	88	169	80	89	169
"SD"	2004	"Aurora"	"3"	158	227	385	234	160	394	239	152	391
"SD"	2004	"Aurora"	"4"	27	62	89	38	49	87	42	42	84
"SD"	2004	"Aurora"	"5"	62	77	139	95	50	145	87	57	144
"SD"	2004	"Aurora"	"6"	56	87	143	63	77	140	72	69	141
"SD"	2004	"Aurora"	"7"	169	216	385	238	153	391	251	133	384
"SD"	2004	"Beadle"	"W1"									
"SD"	2004	"Beadle"	"W1-1(06)"	121	166	287	171	125	296	179	112	291
"SD"	2004	"Beadle"	"W1-2(06)"	202	309	511	298	220	518	307	204	511
"SD"	2004	"Beadle"	"W2"	175	163	338	218	128	346	230	114	344
"SD"	2004	"Beadle"	"W3"	203	313	516	282	244	526	283	239	522
"SD"	2004	"Beadle"	"W4(06)"	177	152	329	227	107	334	219	114	333
"SD"	2004	"Beadle"	"W5(06)"	205	328	533	296	242	538	311	230	541
"SD"	2004	"Beadle"	"W6(06)"	210	275	485	300	200	500	325	171	496
"SD"	2004	"Beadle"	"W7-1"	292	378	670	391	289	680	400	277	677
"SD"	2004	"Beadle"	"W7-2"	298	403	701	385	324	709	386	314	700
"SD"	2004	"Beadle"	"W8-1"	320	477	797	426	387	813	427	386	813
"SD"	2004	"Beadle"	"W8-2"	329	461	790	425	372	797	473	318	791
"SD"	2004	"Beadle"	"W9(06)"	159	226	385	226	175	401	235	161	396
"SD"	2004	"Beadle"	"W10(08)"	85	160	245	145	105	250	413	108	521
"SD"	2004	"Beadle"	"W11(08)"	70	130	200	118	88	206	115	88	203
"SD"	2004	"Beadle"	"W12"	192	199	391	253	148	401	270	128	398
"SD"	2004	"Beadle"	"W13(06)"	45	74	119	61	59	120	58	59	117
"SD"	2004	"Beadle"	"W14(08)"	89	125	214	128	87	215	119	92	211
"SD"	2004	"Beadle"	"W15"	35	191	226	53	178	231	61	170	231
"SD"	2004	"Beadle"	"W16(06)"	71	138	209	97	115	212	92	122	214
"SD"	2004	"Beadle"	"W17"	90	123	213	122	98	220	125	94	219
"SD"	2004	"Beadle"	"W18(08)"	75	126	201	112	93	205	111	93	204
"SD"	2004	"Bennett"	"Allen"	284	101	385	321	96	417	325	79	404
"SD"	2004	"Bennett"	"Martin City"									
"SD"	2004	"Bennett"	"Martin Rural 26"	69	122	191	102	97	199	101	90	191
"SD"	2004	"Bennett"	"Martin Rural 27"	140	160	300	170	141	311	187	119	306
"SD"	2004	"Bennett"	"Tuthill"	13	101	114	18	100	118	26	90	116
"SD"	2004	"Bennett"	"Vetal"	23	51	74	27	51	78	31	43	74
"SD"	2004	"Bennett"	"Ward 1(08)"	88	84	172	108	72	180	103	69	172
"SD"	2004	"Bennett"	"Ward 2(08)"	74	104	178	109	78	187	120	63	183
"SD"	2004	"Bennett"	"Ward 3(08)"	68	110	178	91	94	185	100	85	185
"SD"	2004	"Bon Homme"	"1"	239	449	688	327	388	715	372	332	704
"SD"	2004	"Bon Homme"	"2"	174	406	580	248	356	604	277	320	597
"SD"	2004	"Bon Homme"	"3"	384	451	835	524	355	879	578	288	866
"SD"	2004	"Bon Homme"	"4"	304	264	568	425	174	599	423	164	587
"SD"	2004	"Bon Homme"	"5"	192	493	685	322	405	727	365	351	716
"SD"	2004	"Brookings"	"1-Tompkins Alumni Center"	293	413	706	379	348	727	385	326	711
"SD"	2004	"Brookings"	"2-First Lutheran Church"	502	596	1098	650	470	1120	665	452	1117
"SD"	2004	"Brookings"	"3-City Hall"	568	575	1143	700	482	1182	763	403	1166
"SD"	2004	"Brookings"	"4-Ascension Lutheran Church"	808	920	1728	1010	752	1762	1029	724	1753
"SD"	2004	"Brookings"	"5-Bethel Baptist Church"	914	1174	2088	1184	955	2139	1219	911	2130
"SD"	2004	"Brookings"	"6-United Church of Christ"	549	717	1266	719	575	1294	770	515	1285
"SD"	2004	"Brookings"	"8-Medary Township"	251	375	626	338	309	647	341	301	642
"SD"	2004	"Brookings"	"9-White Area"	244	480	724	368	378	746	392	346	738
"SD"	2004	"Brookings"	"10-Bruce Area"	216	428	644	314	356	670	351	312	663
"SD"	2004	"Brookings"	"11-Aurora Area"	276	427	703	365	366	731	383	343	726
"SD"	2004	"Brookings"	"12-Sinai Area"	100	183	283	138	148	286	142	142	284
"SD"	2004	"Brookings"	"13-Brookings Township"	85	173	258	123	144	267	141	125	266
"SD"	2004	"Brookings"	"14-Volga Area"	374	746	1120	542	301	843	612	527	1139
"SD"	2004	"Brookings"	"15-Laketon & Winsor Twps."	79	97	176	107	71	178	111	67	178
"SD"	2004	"Brookings"	"16-Elkton Area"	184	358	542	259	300	559	194	363	557
"SD"	2004	"Brown"	"Alexander Mitchell Library"	575	825	1400	781	643	1424	829	580	1409
"SD"	2004	"Brown"	"Avera-Midland Campus"	552	665	1217	755	499	1254	782	459	1241
"SD"	2004	"Brown"	"Claremont Fire Station"	502	652	1154	640	551	1191	689	491	1180
"SD"	2004	"Brown"	"Columbia American Legion"	579	647	1226	763	490	1253	788	457	1245
"SD"	2004	"Brown"	"Courthouse Community Rm 4"	372	434	806	489	336	825	513	301	814
"SD"	2004	"Brown"	"Courthouse Community Rm 8"	592	925	1517	831	715	1546	911	618	1529
"SD"	2004	"Brown"	"Frederick Community Center"	482	787	1269	685	607	1292	733	550	1283
"SD"	2004	"Brown"	"Groton Community Center"	402	462	864	536	347	883	583	294	877
"SD"	2004	"Brown"	"Hecla Community Center"	429	684	1113	589	541	1130	607	519	1126
"SD"	2004	"Brown"	"Hub Area Vocational Ctr"	353	453	806	462	363	825	484	327	811
"SD"	2004	"Brown"	"Northern Electric Coop"	526	572	1098	704	432	1136	728	392	1120
"SD"	2004	"Brown"	"Primrose Gym"	221	491	712	327	391	718	383	334	717
"SD"	2004	"Brown"	"School/Blind & Visually Imp 10"	179	255	434	261	189	450	295	152	447
"SD"	2004	"Brown"	"School/Blind & Visually Imp 16"	162	159	321	204	122	326	221	107	328
"SD"	2004	"Brown"	"Senior Citizens Ctr"	375	552	927	502	441	943	540	395	935
"SD"	2004	"Brown"	"Stratford Community Center"	207	279	486	282	209	491	302	186	488
"SD"	2004	"Brown"	"Super City Plaza 11"	297	306	603	402	214	616	434	178	612
"SD"	2004	"Brown"	"Super City Plaza 7"	109	170	279	172	111	283	179	103	282
"SD"	2004	"Brown"	"Warner Community Center"	516	629	1145	687	483	1170	790	373	1163
"SD"	2004	"Brown"	"Washington St. Gym 1"	117	122	239	163	82	245	157	86	243
"SD"	2004	"Brown"	"Washington St. Gym 2"	224	165	389	295	107	402	312	87	399
"SD"	2004	"Brown"	"Westport Town Hall"	172	152	324	220	108	328	232	96	328
"SD"	2004	"Brule"	"1"	398	550	948	531	455	986	579	390	969
"SD"	2004	"Brule"	"2"	213	281	494	273	236	509	298	206	504
"SD"	2004	"Brule"	"3"	125	223	348	174	182	356	185	172	357
"SD"	2004	"Brule"	"4"	26	43	69	42	26	68	40	29	69
"SD"	2004	"Brule"	"5"	44	73	117	68	51	119	68	52	120
"SD"	2004	"Buffalo"	"Elvira"	50	89	139	61	87	148	59	89	148
"SD"	2004	"Buffalo"	"Pershing"	85	42	127	101	35	136	100	33	133
"SD"	2004	"Buffalo"	"Victory"	468	92	560	551	46	597	543	29	572
"SD"	2004	"Butte"	"Castle Rock Precinct 06"	3	37	40	5	37	42	5	37	42
"SD"	2004	"Butte"	"Fruitdale Precinct 17"	89	309	398	124	285	409	141	260	401
"SD"	2004	"Butte"	"Minnesela Precinct 16"	106	476	582	158	442	600	216	374	590
"SD"	2004	"Butte"	"Newell City Precinct 20"	83	210	293	127	175	302	150	144	294
"SD"	2004	"Butte"	"Nisland Precinct 18"	60	152	212	87	131	218	101	114	215
"SD"	2004	"Butte"	"Orman Precinct 12"	17	63	80	27	53	80	28	51	79
"SD"	2004	"Butte"	"Romans Precinct 11"	7	62	69	16	53	69	21	48	69
"SD"	2004	"Butte"	"Union Precinct 08 (Including: Horsecreek Precinct 13, Newell Independent Precinct 14)"	98	338	436	156	300	456	178	271	449
"SD"	2004	"Butte"	"Ward 1 Precinct 21"	57	149	206	111	102	213	109	98	207
"SD"	2004	"Butte"	"Ward 1 Precinct 22"	49	96	145	69	81	150	79	65	144
"SD"	2004	"Butte"	"Ward 2 Precinct 23"	57	150	207	85	126	211	91	117	208
"SD"	2004	"Butte"	"Ward 2 Precinct 24"	106	274	380	159	230	389	181	195	376
"SD"	2004	"Butte"	"Ward 3 Precinct 25"	30	110	140	43	103	146	52	93	145
"SD"	2004	"Butte"	"Ward 3 Precinct 26"	99	341	440	149	299	448	180	299	479
"SD"	2004	"Butte"	"Ward 4 Precinct 27"	41	87	128	50	80	130	64	64	128
"SD"	2004	"Butte"	"Ward 4 Precinct 28"	107	312	419	152	266	418	169	242	411
"SD"	2004	"Campbell"	"1"	77	149	226	92	138	230	101	127	228
"SD"	2004	"Campbell"	"2"	29	152	181	66	116	182	60	117	177
"SD"	2004	"Campbell"	"3"	26	157	183	62	123	185	49	134	183
"SD"	2004	"Campbell"	"4"	56	122	178	83	98	181	88	88	176
"SD"	2004	"Campbell"	"5"	51	128	179	84	102	186	79	107	186
"SD"	2004	"Charles Mix"	"1"	322	320	642	395	270	665	390	365	755
"SD"	2004	"Charles Mix"	"2"	124	96	220	119	106	225	131	95	226
"SD"	2004	"Charles Mix"	"3"	373	353	726	439	320	759	465	286	751
"SD"	2004	"Charles Mix"	"4"	247	64	311	271	55	326	263	58	321
"SD"	2004	"Charles Mix"	"5"	312	223	535	375	177	552	379	170	549
"SD"	2004	"Charles Mix"	"6"	285	127	412	330	93	423	322	96	418
"SD"	2004	"Charles Mix"	"7"	78	43	121	83	42	125	67	55	122
"SD"	2004	"Charles Mix"	"8"	126	68	194	99	96	195	101	92	193
"SD"	2004	"Charles Mix"	"9"	284	74	358	243	127	370	250	117	367
"SD"	2004	"Charles Mix"	"10"	124	23	147	110	42	152	114	39	153
"SD"	2004	"Charles Mix"	"11"	613	192	805	531	290	821	522	298	820
"SD"	2004	"Charles Mix"	"12"	78	76	154	97	62	159	98	59	157
"SD"	2004	"Charles Mix"	"13"	44	42	86	53	33	86	54	33	87
"SD"	2004	"Clark"	"Ash, Woodland, Garfield"	45	47	92	62	30	92	63	30	93
"SD"	2004	"Clark"	"Blaine, Cottonwood, Sp Val, War"	89	73	162	112	55	167	121	44	165
"SD"	2004	"Clark"	"City of Clark Ward I"	103	182	285	157	140	297	152	140	292
"SD"	2004	"Clark"	"City of Clark Ward II"	71	113	184	106	84	190	99	92	191
"SD"	2004	"Clark"	"City of Clark Ward III, Lincoln"	127	191	318	184	138	322	178	142	320
"SD"	2004	"Clark"	"Elrod, Foxton, Merton, Town of"	52	80	132	78	59	137	81	53	134
"SD"	2004	"Clark"	"Lake, Washington, Collins"	58	101	159	81	78	159	83	76	159
"SD"	2004	"Clark"	"Mt Pleasant, Day, Darlington"	50	149	199	78	122	200	79	123	202
"SD"	2004	"Clark"	"Mt Pleasant, Day, Darlington, Elrod, Foxton, Merton, Town of(06)"									
"SD"	2004	"Clark"	"Raymond Twp, Logan, Fordham, To"	66	107	173	91	82	173	83	91	174
"SD"	2004	"Clark"	"Richland, Hague, Rosedale"	59	72	131	73	58	131	71	59	130
"SD"	2004	"Clark"	"Thorp, Maydell, Eden, Town of G"	66	101	167	90	79	169	85	80	165
"SD"	2004	"Clark"	"Town of Vienna, Pleasant"	21	98	119	31	92	123	34	86	120
"SD"	2004	"Clark"	"Town of Willow Lake"	68	121	189	102	92	194	93	100	193
"SD"	2004	"Clay"	"Central 1"	221	121	342	251	101	352	261	87	348
"SD"	2004	"Clay"	"Central 2"	326	169	495	356	154	510	361	130	491
"SD"	2004	"Clay"	"Irene City(06)"	46	32	78	59	23	82	58	21	79
"SD"	2004	"Clay"	"Northeast 1"	200	177	377	236	159	395	260	129	389
"SD"	2004	"Clay"	"Northeast 2"	138	124	262	160	114	274	156	108	264
"SD"	2004	"Clay"	"Northwest 1"	373	290	663	463	216	679	476	186	662
"SD"	2004	"Clay"	"Northwest 2"	220	210	430	260	180	440	274	162	436
"SD"	2004	"Clay"	"Rural Ward 1"	210	244	454	264	195	459	250	203	453
"SD"	2004	"Clay"	"Rural Ward 2"	483	455	938	571	392	963	612	337	949
"SD"	2004	"Clay"	"Rural Ward 3"									
"SD"	2004	"Clay"	"Southeast 1"	444	372	816	526	310	836	529	291	820
"SD"	2004	"Clay"	"Southeast 2"	448	315	763	515	260	775	538	228	766
"SD"	2004	"Clay"	"Str/Bt Wakond(04)"	196	183	379	246	140	386	251	137	388
"SD"	2004	"Codington"	"Dexter"	48	45	93	57	38	95	63	31	94
"SD"	2004	"Codington"	"Eden, Phipps, Wallace"	60	65	125	77	53	130	76	51	127
"SD"	2004	"Codington"	"Elmira"	64	122	186	83	108	191	103	87	190
"SD"	2004	"Codington"	"Fuller - Florence"	125	156	281	167	126	293	167	123	290
"SD"	2004	"Codington"	"Germantown"	58	32	90	69	23	92	69	22	91
"SD"	2004	"Codington"	"Graceland, Henry, Henry"	105	147	252	137	125	262	151	108	259
"SD"	2004	"Codington"	"Kampeska Township"	62	89	151	74	77	151	86	65	151
"SD"	2004	"Codington"	"Kranzburg Twp. & Village"	96	180	276	107	171	278	117	159	276
"SD"	2004	"Codington"	"Lake Township"	134	224	358	172	198	370	202	165	367
"SD"	2004	"Codington"	"Leola - South Shore"	71	79	150	94	58	152	108	42	150
"SD"	2004	"Codington"	"Pelican"	98	206	304	132	182	314	157	153	310
"SD"	2004	"Codington"	"Rauville"	70	90	160	82	81	163	94	62	156
"SD"	2004	"Codington"	"Richland"	37	46	83	39	47	86	48	37	85
"SD"	2004	"Codington"	"Sheridan"	64	157	221	106	118	224	110	114	224
"SD"	2004	"Codington"	"Ward A Precinct 1 (Including: Ward A Precinct 4)"	253	586	839	324	529	853	393	456	849
"SD"	2004	"Codington"	"Ward A Precinct 2"	230	450	680	273	415	688	338	348	686
"SD"	2004	"Codington"	"Ward A Precinct 3"	314	503	817	399	443	842	465	360	825
"SD"	2004	"Codington"	"Ward B Precinct 1"	199	433	632	268	370	638	299	334	633
"SD"	2004	"Codington"	"Ward B Precinct 2"	362	592	954	466	509	975	518	445	963
"SD"	2004	"Codington"	"Ward B Precinct 3 (Including: Ward B Precinct 4)"	210	397	607	264	341	605	295	306	601
"SD"	2004	"Codington"	"Ward C Precinct 1"	87	75	162	92	80	172	98	66	164
"SD"	2004	"Codington"	"Ward C Precinct 2"	109	162	271	139	143	282	147	133	280
"SD"	2004	"Codington"	"Ward C Precinct 3"	342	437	779	445	363	808	476	321	797
"SD"	2004	"Codington"	"Ward C Precinct 4"	126	145	271	151	124	275	158	115	273
"SD"	2004	"Codington"	"Ward D Precinct 1"	225	330	555	300	271	571	332	236	568
"SD"	2004	"Codington"	"Ward D Precinct 2"	225	281	506	290	228	518	303	211	514
"SD"	2004	"Codington"	"Ward D Precinct 3"	223	263	486	271	224	495	284	211	495
"SD"	2004	"Codington"	"Ward D Precinct 4"	137	140	277	165	121	286	173	109	282
"SD"	2004	"Codington"	"Ward E Precinct 1"	249	342	591	322	279	601	364	234	598
"SD"	2004	"Codington"	"Ward E Precinct 2"	81	202	283	112	176	288	129	156	285
"SD"	2004	"Codington"	"Ward E Precinct 3"	196	522	718	283	445	728	321	401	722
"SD"	2004	"Codington"	"Ward E Precinct 4"	105	226	331	128	203	331	143	185	328
"SD"	2004	"Codington"	"Waverly"	38	54	92	48	45	93	53	39	92
"SD"	2004	"Corson"	"Archambault Precinct"	21	18	39	24	17	41	18	21	39
"SD"	2004	"Corson"	"Bullhead Precinct"	114	10	124	129	6	135	115	7	122
"SD"	2004	"Corson"	"Butte Precinct"	152	52	204	169	40	209	160	37	197
"SD"	2004	"Corson"	"Cadillac Precinct"	34	62	96	38	59	97	38	59	97
"SD"	2004	"Corson"	"Grand Valley Precinct"	7	78	85	21	71	92	17	75	92
"SD"	2004	"Corson"	"Kenel Precinct"	92	11	103	105	4	109	102	3	105
"SD"	2004	"Corson"	"Liberty Precinct"	8	33	41	9	31	40	11	28	39
"SD"	2004	"Corson"	"Lincoln Precinct"	49	80	129	59	75	134	52	79	131
"SD"	2004	"Corson"	"Little Eagle Precinct"	149	21	170	164	22	186	167	16	183
"SD"	2004	"Corson"	"Little Oak Precinct"	16	46	62	23	39	62	19	43	62
"SD"	2004	"Corson"	"McIntosh Precinct"	50	83	133	69	71	140	61	71	132
"SD"	2004	"Corson"	"Mission Precinct"	38	15	53	46	9	55	42	10	52
"SD"	2004	"Corson"	"Morristown Precinct"	52	80	132	67	68	135	64	63	127
"SD"	2004	"Corson"	"NcUbtoah Precinct(06)"									
"SD"	2004	"Corson"	"Ridgeland Precinct"	32	43	75	36	41	77	31	44	75
"SD"	2004	"Corson"	"South McLaughlin City Precinct"	84	54	138	83	61	144	88	49	137
"SD"	2004	"Corson"	"Wakpala Precinct"	61	9	70	71	6	77	73	2	75
"SD"	2004	"Corson"	"Watauga Precinct"	13	25	38	12	27	39	9	29	38
"SD"	2004	"Custer"	"Bear Rock 9"	346	755	1101	428	732	1160	466	672	1138
"SD"	2004	"Custer"	"Buffalo Gap 3"	74	133	207	97	125	222	95	126	221
"SD"	2004	"Custer"	"Custer 6"	125	190	315	158	168	326	181	143	324
"SD"	2004	"Custer"	"Custer 7"	113	246	359	155	213	368	173	195	368
"SD"	2004	"Custer"	"Custer 8"	112	240	352	166	205	371	183	178	361
"SD"	2004	"Custer"	"Elk Mountain 10"	26	85	111	81	92	173	34	83	117
"SD"	2004	"Custer"	"Fairburn 2"	38	81	119	51	96	147	55	76	131
"SD"	2004	"Custer"	"Hermosa 1"	155	572	727	219	535	754	282	464	746
"SD"	2004	"Custer"	"Pringle 4"	100	188	288	111	187	298	131	153	284
"SD"	2004	"Custer"	"Sentinel Hill 5"	183	432	615	216	418	634	271	355	626
"SD"	2004	"Davison"	"Badg,Perry,N 1/2 Mit Twp"	166	359	525	236	295	531	270	262	532
"SD"	2004	"Davison"	"Bak,Blen,Mtv,Un Twp"	142	314	456	204	263	467	215	250	465
"SD"	2004	"Davison"	"Beul,Lis,Pros,S 1/2 Mit Twp"	188	516	704	279	432	711	326	383	709
"SD"	2004	"Davison"	"Prec 1 (Including: Prec 3)"	192	287	479	244	251	495	254	233	487
"SD"	2004	"Davison"	"Prec 2"	137	155	292	179	121	300	196	98	294
"SD"	2004	"Davison"	"Prec 4"	146	251	397	207	199	406	226	177	403
"SD"	2004	"Davison"	"Prec 5"	193	267	460	286	203	489	295	191	486
"SD"	2004	"Davison"	"Prec 6"	96	149	245	131	121	252	142	107	249
"SD"	2004	"Davison"	"Prec 7"	146	238	384	195	196	391	209	178	387
"SD"	2004	"Davison"	"Prec 8"	111	227	338	146	195	341	159	180	339
"SD"	2004	"Davison"	"Prec 10"	154	219	373	207	177	384	200	175	375
"SD"	2004	"Davison"	"Prec 11 (Including: Prec 13)"	178	272	450	255	208	463	280	183	463
"SD"	2004	"Davison"	"Prec 12"	120	136	256	135	128	263	145	114	259
"SD"	2004	"Davison"	"Prec 14"	116	215	331	153	180	333	156	177	333
"SD"	2004	"Davison"	"Prec 15"	160	195	355	203	167	370	220	146	366
"SD"	2004	"Davison"	"Prec 16"	153	282	435	213	238	451	225	224	449
"SD"	2004	"Davison"	"Prec 17"	213	288	501	245	271	516	270	248	518
"SD"	2004	"Davison"	"Prec 18"	159	233	392	221	178	399	213	184	397
"SD"	2004	"Davison"	"Prec 19"	120	230	350	157	198	355	172	184	356
"SD"	2004	"Davison"	"Prec 20"	242	498	740	342	409	751	355	391	746
"SD"	2004	"Davison"	"Rome,Tobin,Ethn"	130	210	340	201	155	356	206	148	354
"SD"	2004	"Day"	"1"	150	183	333	193	153	346	194	148	342
"SD"	2004	"Day"	"2"	181	158	339	223	128	351	235	115	350
"SD"	2004	"Day"	"3"	107	126	233	153	86	239	155	75	230
"SD"	2004	"Day"	"4"	106	103	209	125	84	209	126	80	206
"SD"	2004	"Day"	"5"	177	109	286	218	83	301	214	87	301
"SD"	2004	"Day"	"6"	165	134	299	210	96	306	219	80	299
"SD"	2004	"Day"	"7"	112	112	224	151	77	228	152	74	226
"SD"	2004	"Day"	"8"	103	75	178	125	60	185	136	46	182
"SD"	2004	"Day"	"9"	98	112	210	144	72	216	138	77	215
"SD"	2004	"Day"	"10"	51	88	139	60	84	144	79	63	142
"SD"	2004	"Day"	"11"	145	112	257	184	84	268	187	77	264
"SD"	2004	"Day"	"12"	149	101	250	184	77	261	187	72	259
"SD"	2004	"Day"	"13"	135	101	236	163	78	241	168	69	237
"SD"	2004	"Day"	"14"	138	157	295	204	108	312	218	95	313
"SD"	2004	"Deuel"	"Alt., Portland, Alt."									
"SD"	2004	"Deuel"	"Ant. Valley, Lowe"									
"SD"	2004	"Deuel"	"Blom, Grange, Toronto"									
"SD"	2004	"Deuel"	"Clear Lake WD 1"									
"SD"	2004	"Deuel"	"Clear Lake WD 2"									
"SD"	2004	"Deuel"	"Clear Lake WD 3"									
"SD"	2004	"Deuel"	"Glenwood, Herrick, Gary"									
"SD"	2004	"Deuel"	"Goodwin, Rome, Goodwin"									
"SD"	2004	"Deuel"	"Hav., CL, Hidewood"									
"SD"	2004	"Deuel"	"Norden, Brandt, Brandt"									
"SD"	2004	"Deuel"	"Scandi, Astoria"									
"SD"	2004	"Dewey"	"EAGLE BUTTE EAST"	316	59	375	356	38	394	353	24	377
"SD"	2004	"Dewey"	"EB SOUTH"	369	130	499	416	97	513	436	65	501
"SD"	2004	"Dewey"	"EB WEST GREEN GRASS"	173	61	234	192	50	242	192	44	236
"SD"	2004	"Dewey"	"FIRESTEEL"	40	50	90	49	49	98	46	45	91
"SD"	2004	"Dewey"	"GLENCROSS"	0	50	50	16	36	52	14	37	51
"SD"	2004	"Dewey"	"ISABEL"	49	147	196	80	122	202	95	105	200
"SD"	2004	"Dewey"	"LAPLANT"	75	14	89	79	9	88	80	6	86
"SD"	2004	"Dewey"	"NO HEART (Including: EB NORTH)"	268	116	384	314	86	400	317	71	388
"SD"	2004	"Dewey"	"PROMISE"	48	22	70	58	17	75	54	19	73
"SD"	2004	"Dewey"	"SWIFTBIRD"	52	21	73	71	7	78	67	8	75
"SD"	2004	"Dewey"	"TIMBER LAKE"	123	203	326	181	156	337	180	145	325
"SD"	2004	"Dewey"	"TRAIL CITY"	10	37	47	14	33	47	14	32	46
"SD"	2004	"Dewey"	"WHITE HORSE"	83	11	94	94	5	99	93	5	98
"SD"	2004	"Douglas"	"1"									
"SD"	2004	"Douglas"	"2"									
"SD"	2004	"Douglas"	"3"									
"SD"	2004	"Douglas"	"4"									
"SD"	2004	"Douglas"	"5"									
"SD"	2004	"Edmunds"	"1"	171	295	466	246	239	485	272	211	483
"SD"	2004	"Edmunds"	"2"	165	325	490	236	264	500	253	252	505
"SD"	2004	"Edmunds"	"3"	57	189	246	86	172	258	92	165	257
"SD"	2004	"Edmunds"	"4"	39	47	86	52	41	93	57	36	93
"SD"	2004	"Edmunds"	"5"	111	146	257	151	128	279	154	121	275
"SD"	2004	"Edmunds"	"6"	70	126	196	94	113	207	93	115	208
"SD"	2004	"Edmunds"	"7"	152	306	458	236	244	480	233	241	474
"SD"	2004	"Fall River"	"Ardmor(04)"	4	19	23	8	15	23	7	17	24
"SD"	2004	"Fall River"	"Argentine"	28	89	117	35	84	119	33	84	117
"SD"	2004	"Fall River"	"Beaver"	28	94	122	48	80	128	53	72	125
"SD"	2004	"Fall River"	"Cascade"	32	92	124	48	78	126	30	87	117
"SD"	2004	"Fall River"	"Cottonwood"	11	55	66	18	50	68	23	42	65
"SD"	2004	"Fall River"	"Edgemont 1"	52	80	132	73	72	145	72	69	141
"SD"	2004	"Fall River"	"Edgemont 2"	56	77	133	73	75	148	75	69	144
"SD"	2004	"Fall River"	"Edgemont 3"	49	80	129	66	66	132	71	60	131
"SD"	2004	"Fall River"	"Hot Springs 1"	163	197	360	206	187	393	221	151	372
"SD"	2004	"Fall River"	"Hot Springs 2A"	159	216	375	205	191	396	200	189	389
"SD"	2004	"Fall River"	"Hot Springs 2B"	105	120	225	129	116	245	140	103	243
"SD"	2004	"Fall River"	"Hot Springs 3"	216	301	517	282	262	544	294	245	539
"SD"	2004	"Fall River"	"Hot Springs 4"	151	249	400	202	223	425	204	203	407
"SD"	2004	"Fall River"	"Jackson"	227	509	736	276	486	762	305	441	746
"SD"	2004	"Fall River"	"Limestone"	7	112	119	13	112	125	22	102	124
"SD"	2004	"Fall River"	"Oelrichs"	20	52	72	26	52	78	31	45	76
"SD"	2004	"Fall River"	"Smithwick"	18	55	73	16	50	66	27	50	77
"SD"	2004	"Faulk"	"1"	32	56	88	42	47	89	43	47	90
"SD"	2004	"Faulk"	"2"	48	99	147	68	79	147	72	70	142
"SD"	2004	"Faulk"	"3"	25	94	119	35	86	121	38	82	120
"SD"	2004	"Faulk"	"4"	28	59	87	37	51	88	36	50	86
"SD"	2004	"Faulk"	"5"	32	48	80	42	59	101	42	58	100
"SD"	2004	"Faulk"	"6"	30	81	111	54	54	108	48	63	111
"SD"	2004	"Faulk"	"7"	34	92	126	59	70	129	66	64	130
"SD"	2004	"Faulk"	"8(04)"	28	84	112	44	67	111	54	59	113
"SD"	2004	"Faulk"	"9(04)"	59	95	154	86	74	160	89	72	161
"SD"	2004	"Faulk"	"10(04)"	54	101	155	81	77	158	84	69	153
"SD"	2004	"Faulk"	"11(04)"	48	116	164	87	78	165	84	79	163
"SD"	2004	"Grant"	"Adams-Albee-Revillo-Vernon"	90	84	174	116	64	180	124	56	180
"SD"	2004	"Grant"	"Alban"	111	182	293	165	136	301	162	132	294
"SD"	2004	"Grant"	"Big Stone City & Twp"	165	256	421	210	232	442	219	215	434
"SD"	2004	"Grant"	"Blooming Val-Farm-Lura"	53	80	133	76	62	138	78	60	138
"SD"	2004	"Grant"	"Georgia-Madison-LaBolt"	71	98	169	87	84	171	97	72	169
"SD"	2004	"Grant"	"Grant Center"	76	117	193	96	100	196	106	90	196
"SD"	2004	"Grant"	"Mazeppa-Osceola-Marvin"	68	59	127	76	49	125	87	43	130
"SD"	2004	"Grant"	"Melrose"	67	135	202	95	109	204	108	95	203
"SD"	2004	"Grant"	"Milbank 11"	45	62	107	59	49	108	58	46	104
"SD"	2004	"Grant"	"Milbank 12"	198	225	423	236	193	429	232	185	417
"SD"	2004	"Grant"	"Milbank 21"	65	136	201	94	109	203	107	95	202
"SD"	2004	"Grant"	"Milbank 22"	215	327	542	275	273	548	274	272	546
"SD"	2004	"Grant"	"Milbank 31"	42	50	92	59	36	95	60	34	94
"SD"	2004	"Grant"	"Milbank 32"	51	65	116	71	49	120	77	41	118
"SD"	2004	"Grant"	"Milbank 33"	108	241	349	146	213	359	148	204	352
"SD"	2004	"Grant"	"Stockholm Town & Twp"	41	64	105	51	54	105	56	48	104
"SD"	2004	"Grant"	"Troy-Strandburg"	16	45	61	30	32	62	34	26	60
"SD"	2004	"Grant"	"Twin Brooks-Kilborn"	88	82	170	106	67	173	111	58	169
"SD"	2004	"Grant"	"Vemon(06)"	63	84	147	76	75	151	84	64	148
"SD"	2004	"Gregory"	"1"	392	760	1152	538	639	1177	573	599	1172
"SD"	2004	"Gregory"	"2"	272	62	334	401	525	926	390	522	912
"SD"	2004	"Gregory"	"3"	149	305	454	203	262	465	210	250	460
"SD"	2004	"Haakon"	"Community Room(06)"									
"SD"	2004	"Haakon"	"Deadman"	53	186	239	76	162	238	80	157	237
