state	year	county	precinct	cd	g2008_USP_rv	g2008_USP_dv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv	g2008_USH_tv	g2008_USH_dv	g2008_USH_rv
"IA"	2008	"52-Johnson"	"Iowa City 08"	2	326	481	824.0	519	280	801.0	793.0	418.0	350
"IA"	2008	"52-Johnson"	"Iowa City 09"	2	204	329	550.0	357	169	527.0	516.0	284.0	200
"IA"	2008	"52-Johnson"	"Iowa City 10"	2	99	297	410.0	304	89	393.0	388.0	250.0	105
"IA"	2008	"52-Johnson"	"Iowa City 11"	2	245	390	646.0	368	196	570.0	548.0	312.0	194
"IA"	2008	"52-Johnson"	"Iowa City 13"	2	129	251	387.0	261	99	362.0	360.0	222.0	112
"IA"	2008	"52-Johnson"	"Iowa City 14"	2	239	470	721.0	527	183	711.0	694.0	411.0	234
"IA"	2008	"52-Johnson"	"Iowa City 15"	2	154	270	436.0	319	103	425.0	417.0	257.0	134
"IA"	2008	"52-Johnson"	"Iowa City 16"	2	315	449	778.0	476	266	742.0	739.0	394.0	319
"IA"	2008	"52-Johnson"	"Iowa City 17"	2	199	381	600.0	416	162	580.0	581.0	342.0	205
"IA"	2008	"52-Johnson"	"Iowa City 18"	2	104	422	541.0	425	96	522.0	526.0	367.0	117
"IA"	2008	"52-Johnson"	"Iowa City 19"	2	255	623	907.0	622	215	841.0	818.0	531.0	229
"IA"	2008	"52-Johnson"	"Iowa City 20"	2	230	485	741.0	466	205	675.0	660.0	407.0	201
"IA"	2008	"52-Johnson"	"Iowa City 21"	2	169	508	695.0	503	153	659.0	656.0	440.0	149
"IA"	2008	"52-Johnson"	"Iowa City 23"	2	160	296	472.0	326	130	457.0	462.0	271.0	161
"IA"	2008	"52-Johnson"	"Iowa City 24"	2	158	402	586.0	425	133	562.0	559.0	341.0	163
"IA"	2008	"52-Johnson"	"Iowa City 25"	2	309	419	742.0	453	266	721.0	713.0	396.0	297
"IA"	2008	"52-Johnson"	"JEFFERSON EAST/SHUEYVILLE"	2	494	497	1005.0	580	407	988.0	965.0	475.0	464
"IA"	2008	"52-Johnson"	"JEFFERSON WEST/SWISHER"	2	365	406	785.0	475	295	772.0	761.0	412.0	331
"IA"	2008	"52-Johnson"	"Liberty/Hills"	2	146	252	404.0	286	110	396.0	390.0	239.0	135
"IA"	2008	"52-Johnson"	"Lincoln"	2	41	40	83.0	47	30	77.0	78.0	40.0	38
"IA"	2008	"52-Johnson"	"Madison"	2	85	83	168.0	97	67	164.0	162.0	77.0	80
"IA"	2008	"52-Johnson"	"Monroe"	2	129	132	265.0	152	107	260.0	255.0	121.0	131
"IA"	2008	"52-Johnson"	"NORTH LIBERTY 1/CLEAR CREEK NORTH"	2	735	1052	1821.0	1178	575	1756.0	1732.0	943.0	671
"IA"	2008	"52-Johnson"	"NORTH LIBERTY 2/PENN WEST"	2	541	585	1149.0	697	418	1115.0	1113.0	557.0	484
"IA"	2008	"52-Johnson"	"Newport"	2	325	394	729.0	450	264	714.0	708.0	358.0	331
"IA"	2008	"52-Johnson"	"Oxford"	2	223	407	642.0	443	175	619.0	614.0	374.0	215
"IA"	2008	"52-Johnson"	"Penn"	2	292	316	617.0	363	239	602.0	601.0	291.0	294
"IA"	2008	"52-Johnson"	"Pleasant Valley"	2	49	56	106.0	67	37	105.0	106.0	57.0	47
"IA"	2008	"52-Johnson"	"Sharon"	2	127	75	210.0	91	114	206.0	205.0	65.0	126
"IA"	2008	"52-Johnson"	"Solon"	2	275	371	660.0	417	226	644.0	628.0	364.0	241
"IA"	2008	"52-Johnson"	"Tiffin"	2	244	342	591.0	385	190	575.0	564.0	327.0	214
"IA"	2008	"52-Johnson"	"Union"	2	112	129	246.0	165	80	245.0	240.0	122.0	110
"IA"	2008	"52-Johnson"	"University Heights"	2	106	184	301.0	200	91	291.0	295.0	168.0	114
"IA"	2008	"52-Johnson"	"Washington"	2	194	114	316.0	141	166	307.0	298.0	103.0	187
"IA"	2008	"52-Johnson"	"West Branch"	2	189	265	457.0	307	133	441.0	442.0	254.0	170
"IA"	2008	"52-Johnson"	"West Lucas"	2	112	209	334.0	236	90	326.0	322.0	188.0	118
"IA"	2008	"53-Jones"	"ABSENTEE PRECINCT"	1	1108	1733	2889.0	1844	1006	2853.0	2773.0	1817.0	956
"IA"	2008	"53-Jones"	"Anamosa 1 Cass"	1	362	411	781.0	517	251	768.0	738.0	458.0	280
"IA"	2008	"53-Jones"	"Anamosa 2 Fairview Jackson"	1	418	407	841.0	475	349	824.0	799.0	436.0	363
"IA"	2008	"53-Jones"	"Anamosa 3"	1	131	194	340.0	216	119	336.0	329.0	204.0	125
"IA"	2008	"53-Jones"	"Anamosa 4 Rural"	1	214	253	478.0	305	168	473.0	454.0	281.0	173
"IA"	2008	"53-Jones"	"CASTLE GROVE/LOVELL"	1	261	294	561.0	341	212	554.0	536.0	308.0	228
"IA"	2008	"53-Jones"	"Center Junction Madison"	1	103	88	192.0	115	72	187.0	175.0	94.0	81
"IA"	2008	"53-Jones"	"Greenfield"	1	132	167	307.0	189	110	299.0	291.0	179.0	112
"IA"	2008	"53-Jones"	"MONTICELLO 1"	1	126	185	314.0	202	110	312.0	301.0	200.0	101
"IA"	2008	"53-Jones"	"MONTICELLO 2"	1	166	226	393.0	269	117	387.0	373.0	245.0	128
"IA"	2008	"53-Jones"	"MONTICELLO 3"	1	138	205	347.0	233	106	339.0	332.0	224.0	108
"IA"	2008	"53-Jones"	"Monticello 4"	1	152	167	324.0	203	115	318.0	307.0	183.0	124
"IA"	2008	"53-Jones"	"Onslow Clay"	1	78	69	153.0	89	62	151.0	145.0	78.0	67
"IA"	2008	"53-Jones"	"Oxford"	1	159	147	309.0	181	118	299.0	293.0	183.0	110
"IA"	2008	"53-Jones"	"Richland Washington"	1	231	237	474.0	293	170	463.0	448.0	274.0	174
"IA"	2008	"53-Jones"	"Rome Hale"	1	239	305	549.0	381	164	545.0	532.0	364.0	166
"IA"	2008	"53-Jones"	"Wayne Scotch Grove"	1	242	194	441.0	239	198	437.0	420.0	219.0	201
"IA"	2008	"53-Jones"	"Wyoming"	1	145	164	315.0	214	96	311.0	297.0	182.0	112
"IA"	2008	"54-Keokuk"	"ABSENTEE PRECINCT"	3	651	842	1534.0	958	529	1488.0	1454.0	942.0	478
"IA"	2008	"54-Keokuk"	"ADAMS"	3	94	87	189.0	115	70	185.0	174.0	105.0	64
"IA"	2008	"54-Keokuk"	"BENTON STEADY RUN"	3	252	169	431.0	242	177	419.0	416.0	218.0	188
"IA"	2008	"54-Keokuk"	"EAST LAFAYETTE"	3	222	177	405.0	230	166	396.0	385.0	202.0	180
"IA"	2008	"54-Keokuk"	"EAST WEST LANCASTER"	3	84	58	149.0	91	54	145.0	144.0	88.0	56
"IA"	2008	"54-Keokuk"	"ENGLISH RIVER LIBERTY"	3	171	154	337.0	197	128	325.0	310.0	172.0	129
"IA"	2008	"54-Keokuk"	"JACKSON"	3	98	85	184.0	97	80	177.0	172.0	94.0	73
"IA"	2008	"54-Keokuk"	"LAFAYETTE CLEAR CREEK"	3	87	91	182.0	115	61	176.0	172.0	113.0	55
"IA"	2008	"54-Keokuk"	"PRAIRIE"	3	84	69	153.0	93	56	149.0	145.0	83.0	61
"IA"	2008	"54-Keokuk"	"RICHLAND"	3	198	126	332.0	181	145	326.0	314.0	140.0	168
"IA"	2008	"54-Keokuk"	"SIGOURNEY 1"	3	99	53	155.0	69	80	149.0	145.0	70.0	72
"IA"	2008	"54-Keokuk"	"SIGOURNEY 2"	3	98	70	171.0	90	78	168.0	161.0	88.0	72
"IA"	2008	"54-Keokuk"	"SIGOURNEY 3"	3	68	65	136.0	87	45	132.0	123.0	84.0	38
"IA"	2008	"54-Keokuk"	"SIGOURNEY 4"	3	105	85	195.0	114	75	189.0	187.0	115.0	71
"IA"	2008	"54-Keokuk"	"SIGOURNEY PLANK VAN BUREN"	3	168	132	307.0	181	118	299.0	285.0	163.0	119
"IA"	2008	"54-Keokuk"	"WARREN"	3	80	78	163.0	96	59	155.0	155.0	94.0	55
"IA"	2008	"54-Keokuk"	"WHAT CHEER WASHINGTON"	3	153	177	339.0	214	114	328.0	316.0	207.0	104
"IA"	2008	"55-Kossuth"	"ABSENTEE PRECINCT"	4	1264	1764	3069.0	2033	993	3026.0	3009.0	1198.0	1811
"IA"	2008	"55-Kossuth"	"Algona 1 Cresco"	4	276	265	553.0	316	228	545.0	549.0	152.0	396
"IA"	2008	"55-Kossuth"	"Algona 2"	4	205	255	466.0	327	144	471.0	469.0	151.0	318
"IA"	2008	"55-Kossuth"	"Algona 3"	4	210	227	444.0	298	139	437.0	435.0	136.0	299
"IA"	2008	"55-Kossuth"	"Algona 4 Cresco"	4	193	203	399.0	264	132	396.0	393.0	118.0	275
"IA"	2008	"55-Kossuth"	"Bancroft Ramsey"	4	190	204	408.0	306	102	408.0	412.0	117.0	295
"IA"	2008	"55-Kossuth"	"Buffalo German Wesley 5"	4	251	188	448.0	251	190	441.0	444.0	105.0	339
"IA"	2008	"55-Kossuth"	"Burt"	4	123	166	291.0	192	93	285.0	285.0	83.0	201
"IA"	2008	"55-Kossuth"	"Cresco"	4	60	51	113.0	69	42	111.0	109.0	29.0	80
"IA"	2008	"55-Kossuth"	"Eagle Grant Harrison Swea"	4	285	199	490.0	297	182	480.0	480.0	125.0	355
"IA"	2008	"55-Kossuth"	"Fenton 1 Seneca"	4	108	83	193.0	120	72	192.0	193.0	44.0	149
"IA"	2008	"55-Kossuth"	"Fenton 2"	4	69	88	163.0	104	51	155.0	157.0	53.0	104
"IA"	2008	"55-Kossuth"	"Garfield Riverdale"	4	119	68	188.0	103	81	184.0	185.0	47.0	138
"IA"	2008	"55-Kossuth"	"Greenwood"	4	36	44	82.0	58	25	83.0	83.0	22.0	61
"IA"	2008	"55-Kossuth"	"Hebron Ledyard 1 Lincoln"	4	180	102	284.0	172	108	280.0	280.0	76.0	204
"IA"	2008	"55-Kossuth"	"Irvington Prairie"	4	91	96	189.0	121	64	185.0	187.0	57.0	130
"IA"	2008	"55-Kossuth"	"Lotts Creek"	4	54	37	92.0	56	35	91.0	92.0	27.0	65
"IA"	2008	"55-Kossuth"	"Luverne Sherman"	4	115	94	216.0	136	79	215.0	214.0	48.0	166
"IA"	2008	"55-Kossuth"	"Plum Creek Union"	4	118	101	223.0	132	86	218.0	219.0	60.0	159
"IA"	2008	"55-Kossuth"	"Portland"	4	48	47	95.0	64	31	95.0	96.0	28.0	68
"IA"	2008	"55-Kossuth"	"Springfield Ledyard 2"	4	73	68	143.0	96	45	141.0	141.0	55.0	85
"IA"	2008	"55-Kossuth"	"Wesley"	4	117	113	234.0	140	93	233.0	234.0	79.0	155
"IA"	2008	"55-Kossuth"	"Whittemore"	4	144	162	317.0	225	85	310.0	310.0	105.0	205
"IA"	2008	"56-Lee"	"ABSENTEE PRECINCT"	2	2309	4683	7108.0	5160	1836	7000.0	6883.0	4592.0	1996
"IA"	2008	"56-Lee"	"Charleston Van Buren Des Moines"	2	327	251	596.0	353	226	580.0	565.0	265.0	266
"IA"	2008	"56-Lee"	"FM 1"	2	175	213	398.0	242	138	382.0	385.0	197.0	180
"IA"	2008	"56-Lee"	"FM 2"	2	220	283	512.0	331	165	498.0	495.0	269.0	204
"IA"	2008	"56-Lee"	"FM 3"	2	206	260	480.0	317	153	470.0	462.0	250.0	189
"IA"	2008	"56-Lee"	"FM 4A"	2	193	236	437.0	279	152	431.0	425.0	231.0	179
"IA"	2008	"56-Lee"	"FM4B"	2	49	75	126.0	94	29	123.0	124.0	72.0	42
"IA"	2008	"56-Lee"	"FM5/MADISON TWP"	2	232	286	531.0	352	164	517.0	515.0	282.0	199
"IA"	2008	"56-Lee"	"Franklin Cedar Marion"	2	392	352	763.0	441	295	736.0	730.0	332.0	367
"IA"	2008	"56-Lee"	"Harrison"	2	110	56	169.0	73	92	165.0	162.0	49.0	104
"IA"	2008	"56-Lee"	"Jackson"	2	304	280	598.0	343	233	576.0	556.0	310.0	218
"IA"	2008	"56-Lee"	"Jefferson"	2	186	115	306.0	168	131	300.0	297.0	129.0	158
"IA"	2008	"56-Lee"	"KE1"	2	183	197	390.0	240	133	373.0	364.0	195.0	145
"IA"	2008	"56-Lee"	"KE2A"	2	48	69	124.0	75	43	118.0	120.0	77.0	36
"IA"	2008	"56-Lee"	"KE2B"	2	78	114	196.0	128	55	183.0	183.0	121.0	46
"IA"	2008	"56-Lee"	"KE3"	2	158	218	384.0	271	100	371.0	368.0	252.0	97
"IA"	2008	"56-Lee"	"KE4"	2	117	249	378.0	282	82	364.0	362.0	254.0	86
"IA"	2008	"56-Lee"	"KE5"	2	245	281	531.0	341	175	516.0	506.0	299.0	187
"IA"	2008	"56-Lee"	"KE6"	2	143	330	484.0	370	100	471.0	465.0	321.0	109
"IA"	2008	"56-Lee"	"KE7"	2	276	215	495.0	288	190	478.0	466.0	229.0	224
"IA"	2008	"56-Lee"	"Montrose"	2	310	336	664.0	419	231	650.0	646.0	347.0	253
"IA"	2008	"56-Lee"	"Pleasant Ridge West Point"	2	343	346	704.0	441	241	682.0	670.0	333.0	310
"IA"	2008	"56-Lee"	"Washington Green Bay Denmark"	2	458	376	856.0	465	363	829.0	813.0	347.0	437
"IA"	2008	"57-Linn"	"01 CR"	2	184	424	619.0	475	131	606.0	597.0	413.0	157
"IA"	2008	"57-Linn"	"02 Cr"	2	463	930	1423.0	1009	375	1388.0	1353.0	865.0	420
"IA"	2008	"57-Linn"	"03 Cr"	2	325	630	969.0	721	232	954.0	942.0	612.0	289
"IA"	2008	"57-Linn"	"04 CR"	2	175	370	558.0	430	117	547.0	542.0	385.0	135
"IA"	2008	"57-Linn"	"05 Cr"	2	56	208	269.0	213	41	254.0	238.0	176.0	41
"IA"	2008	"57-Linn"	"06 CR"	2	69	196	270.0	212	49	261.0	261.0	185.0	59
"IA"	2008	"57-Linn"	"07 CR"	2	157	344	503.0	367	130	497.0	491.0	319.0	144
"IA"	2008	"57-Linn"	"08 Cr"	2	311	502	835.0	583	244	827.0	814.0	506.0	271
"IA"	2008	"57-Linn"	"09 Cr"	2	425	641	1086.0	713	348	1063.0	1043.0	604.0	400
"IA"	2008	"57-Linn"	"10 Cr"	2	396	720	1142.0	797	323	1120.0	1098.0	667.0	388
"IA"	2008	"57-Linn"	"11 Cr"	2	336	585	935.0	640	268	908.0	898.0	564.0	311
"IA"	2008	"57-Linn"	"12 Cr"	2	589	689	1292.0	787	486	1273.0	1258.0	657.0	577
"IA"	2008	"57-Linn"	"13 Cr"	2	339	618	968.0	662	284	947.0	933.0	583.0	316
"IA"	2008	"57-Linn"	"14 Cr"	2	336	509	856.0	579	266	845.0	825.0	502.0	298
"IA"	2008	"57-Linn"	"15 Cr"	2	337	585	932.0	657	248	907.0	896.0	555.0	313
"IA"	2008	"57-Linn"	"16 Cr"	2	353	576	948.0	632	294	928.0	914.0	556.0	324
"IA"	2008	"57-Linn"	"17 Cr"	2	510	652	1186.0	748	410	1160.0	1139.0	618.0	486
"IA"	2008	"57-Linn"	"18 CR"	2	413	510	941.0	593	325	919.0	898.0	499.0	377
"IA"	2008	"57-Linn"	"19 CR"	2	136	288	430.0	315	106	422.0	417.0	275.0	125
"IA"	2008	"57-Linn"	"20 Cr"	2	248	474	732.0	521	196	717.0	706.0	466.0	223
"IA"	2008	"57-Linn"	"21 Cr"	2	277	584	877.0	684	182	866.0	851.0	593.0	228
"IA"	2008	"57-Linn"	"22 CR"	2	189	507	709.0	535	157	693.0	684.0	486.0	167
"IA"	2008	"57-Linn"	"23 Cr"	2	841	656	1515.0	783	696	1481.0	1459.0	567.0	853
"IA"	2008	"57-Linn"	"24 Cr"	2	511	495	1030.0	561	439	1005.0	992.0	460.0	484
"IA"	2008	"57-Linn"	"25 Cr"	2	457	630	1105.0	693	393	1086.0	1064.0	570.0	447
"IA"	2008	"57-Linn"	"26 Cr"	2	347	539	909.0	596	287	885.0	879.0	490.0	355
"IA"	2008	"57-Linn"	"27 Cr"	2	390	502	915.0	587	310	898.0	884.0	482.0	360
"IA"	2008	"57-Linn"	"28 CR"	2	326	497	845.0	567	258	826.0	814.0	492.0	292
"IA"	2008	"57-Linn"	"29 Cr"	2	522	632	1180.0	690	458	1151.0	1123.0	571.0	510
"IA"	2008	"57-Linn"	"30 Cr"	2	600	450	1065.0	536	502	1039.0	1026.0	404.0	584
"IA"	2008	"57-Linn"	"31 Cr"	2	795	732	1544.0	850	655	1507.0	1478.0	652.0	784
"IA"	2008	"57-Linn"	"32 CR"	2	417	445	875.0	504	351	855.0	838.0	425.0	376
"IA"	2008	"57-Linn"	"33 Cr"	2	302	462	776.0	532	229	762.0	743.0	432.0	284
"IA"	2008	"57-Linn"	"34 CR"	2	118	534	660.0	544	89	634.0	624.0	505.0	104
"IA"	2008	"57-Linn"	"35 Cr"	2	234	529	782.0	561	203	765.0	753.0	505.0	217
"IA"	2008	"57-Linn"	"36 Cr"	2	107	328	443.0	338	94	433.0	425.0	297.0	112
"IA"	2008	"57-Linn"	"37 Cr"	2	228	435	678.0	483	191	674.0	662.0	407.0	220
"IA"	2008	"57-Linn"	"38 Cr"	2	210	390	614.0	432	159	593.0	590.0	373.0	191
"IA"	2008	"57-Linn"	"39 Cr"	2	299	577	893.0	604	275	880.0	860.0	506.0	316
"IA"	2008	"57-Linn"	"40 Cr"	2	325	440	778.0	466	298	764.0	758.0	394.0	343
"IA"	2008	"57-Linn"	"41 Cr"	2	498	471	984.0	540	427	967.0	962.0	411.0	533
"IA"	2008	"57-Linn"	"42 Cr"	2	397	503	915.0	570	330	901.0	890.0	448.0	408
"IA"	2008	"57-Linn"	"43 Cr"	2	289	622	928.0	677	227	908.0	897.0	590.0	269
"IA"	2008	"57-Linn"	"44 Cr"	2	396	627	1043.0	670	352	1023.0	1011.0	562.0	408
"IA"	2008	"57-Linn"	"45 Cr"	2	540	630	1182.0	685	474	1159.0	1140.0	559.0	554
"IA"	2008	"57-Linn"	"46 Cr"	2	355	464	834.0	535	279	816.0	798.0	441.0	325
"IA"	2008	"57-Linn"	"47 Cr"	2	374	276	661.0	342	294	636.0	609.0	248.0	349
"IA"	2008	"57-Linn"	"ABSENTEE PRECINCT"	2	11602	26473	38551.0	27375	10405	37837.0	37346.0	24773.0	11511
"IA"	2008	"57-Linn"	"BERTRAM TWP"	2	525	499	1044.0	609	421	1030.0	1017.0	513.0	478
"IA"	2008	"57-Linn"	"Boulder Twp"	2	92	141	239.0	160	74	234.0	231.0	135.0	91
"IA"	2008	"57-Linn"	"Brown Twp"	2	463	439	916.0	522	387	910.0	897.0	432.0	435
"IA"	2008	"57-Linn"	"Buffalo Twp"	2	107	140	251.0	159	89	249.0	245.0	140.0	100
"IA"	2008	"57-Linn"	"Central City"	2	201	345	557.0	385	156	541.0	536.0	340.0	174
"IA"	2008	"57-Linn"	"Clinton Twp"	2	154	162	320.0	189	129	318.0	314.0	162.0	146
"IA"	2008	"57-Linn"	"College Twp"	2	130	198	331.0	209	124	333.0	331.0	189.0	137
"IA"	2008	"57-Linn"	"FAYETTE TWP"	2	237	283	526.0	341	180	521.0	514.0	289.0	208
"IA"	2008	"57-Linn"	"Fairfax Twp"	2	622	759	1397.0	865	500	1366.0	1349.0	763.0	553
"IA"	2008	"57-Linn"	"Fr Twp - Lisbon Pct"	2	470	743	1236.0	841	368	1209.0	1203.0	776.0	400
"IA"	2008	"57-Linn"	"Grant Twp"	2	245	325	584.0	385	188	573.0	558.0	324.0	223
"IA"	2008	"57-Linn"	"Hiawatha Pct 1"	2	376	677	1083.0	747	300	1048.0	1031.0	634.0	351
"IA"	2008	"57-Linn"	"Hiawatha Pct 2"	2	715	751	1487.0	857	598	1457.0	1436.0	716.0	673
"IA"	2008	"57-Linn"	"Jackson Twp"	2	277	374	662.0	434	219	653.0	645.0	350.0	273
"IA"	2008	"57-Linn"	"LINN TWP"	2	180	144	332.0	179	145	324.0	324.0	159.0	156
"IA"	2008	"57-Linn"	"MR WARD 1, PCT 3"	2	221	332	566.0	379	178	557.0	552.0	316.0	210
"IA"	2008	"57-Linn"	"MR WARD 3, PCT 2"	2	579	653	1254.0	755	477	1232.0	1204.0	610.0	548
"IA"	2008	"57-Linn"	"MR WARD 3, PCT 3"	2	272	441	725.0	488	222	711.0	701.0	428.0	254
"IA"	2008	"57-Linn"	"MR WARD 4, PCT 1"	2	740	546	1305.0	663	614	1282.0	1261.0	521.0	707
"IA"	2008	"57-Linn"	"MR3-1"	2	324	406	741.0	474	255	730.0	726.0	413.0	292
"IA"	2008	"57-Linn"	"Maine Twp"	2	145	133	285.0	164	120	284.0	279.0	144.0	130
"IA"	2008	"57-Linn"	"Mn Twp, Pct 1"	2	772	453	1238.0	569	651	1222.0	1192.0	443.0	723
"IA"	2008	"57-Linn"	"Mn Twp, Pct 2"	2	421	385	816.0	456	348	804.0	787.0	366.0	388
"IA"	2008	"57-Linn"	"Mn Twp, Robins Pct"	2	790	540	1346.0	639	684	1324.0	1288.0	513.0	740
"IA"	2008	"57-Linn"	"Mr Twp, Squaw Crk Pct"	2	218	151	372.0	167	196	363.0	364.0	114.0	238
"IA"	2008	"57-Linn"	"Mr Twp-Linn-Mar Pct"	2	520	333	866.0	427	427	854.0	843.0	328.0	488
"IA"	2008	"57-Linn"	"Mr Ward 1, Pct 1"	2	266	402	680.0	456	214	671.0	655.0	388.0	238
"IA"	2008	"57-Linn"	"Mr Ward 1, Pct 2"	2	318	433	763.0	485	262	747.0	734.0	399.0	312
"IA"	2008	"57-Linn"	"Mr Ward 2, Pct 1"	2	451	445	906.0	524	367	892.0	872.0	422.0	421
"IA"	2008	"57-Linn"	"Mr Ward 2, Pct 2"	2	644	588	1249.0	686	536	1223.0	1210.0	553.0	622
"IA"	2008	"57-Linn"	"Mr Ward 2, Pct 3"	2	748	768	1537.0	891	617	1509.0	1462.0	692.0	734
"IA"	2008	"57-Linn"	"Mr Ward 4, Pct 2"	2	629	607	1253.0	692	538	1233.0	1212.0	555.0	634
"IA"	2008	"57-Linn"	"Mr Ward 4, Pct 3"	2	628	629	1273.0	724	510	1237.0	1206.0	570.0	590
"IA"	2008	"57-Linn"	"Mt Vernon North"	2	234	456	696.0	482	201	686.0	687.0	461.0	217
"IA"	2008	"57-Linn"	"Mt Vernon South"	2	324	619	954.0	633	295	928.0	925.0	600.0	294
"IA"	2008	"57-Linn"	"Otter Crk Twp"	2	313	347	673.0	416	246	662.0	641.0	322.0	296
"IA"	2008	"57-Linn"	"Putnam Twp"	2	405	533	953.0	590	335	926.0	921.0	522.0	372
"IA"	2008	"57-Linn"	"Spring Grove Twp"	2	142	190	335.0	229	101	330.0	321.0	194.0	119
"IA"	2008	"57-Linn"	"Washington Twp"	2	624	786	1433.0	908	503	1416.0	1395.0	766.0	581
"IA"	2008	"58-Louisa"	"ABSENTEE PRECINCT"	2	488	763	1276.0	857	404	1263.0	1226.0	726.0	454
"IA"	2008	"58-Louisa"	"CONCORD OAKLAND"	2	120	136	260.0	175	82	257.0	255.0	123.0	122
"IA"	2008	"58-Louisa"	"Columbus Jct City"	2	192	279	481.0	332	150	482.0	470.0	269.0	181
"IA"	2008	"58-Louisa"	"Eliot"	2	72	60	133.0	87	43	130.0	124.0	69.0	50
"IA"	2008	"58-Louisa"	"Grandview North Port"	2	312	311	631.0	403	205	608.0	585.0	292.0	253
"IA"	2008	"58-Louisa"	"Morningsun Marshall"	2	244	263	519.0	331	174	505.0	482.0	230.0	232
"IA"	2008	"58-Louisa"	"Wapello"	2	357	321	692.0	439	228	667.0	662.0	306.0	324
"IA"	2008	"58-Louisa"	"Wapello Jefferson"	2	201	150	354.0	215	132	347.0	334.0	157.0	166
"IA"	2008	"58-Louisa"	"West Louisa"	2	328	240	575.0	328	238	566.0	547.0	217.0	301
"IA"	2008	"59-Lucas"	"ABSENTEE PRECINCT"	3	840	863	1742.0	937	757	1694.0	1679.0	946.0	708
"IA"	2008	"59-Lucas"	"Chariton Ward #1"	3	200	170	376.0	222	148	370.0	363.0	197.0	156
"IA"	2008	"59-Lucas"	"Chariton Ward #2"	3	182	162	350.0	188	154	343.0	346.0	180.0	158
"IA"	2008	"59-Lucas"	"Chariton Ward #3"	3	213	166	387.0	199	188	387.0	384.0	184.0	194
"IA"	2008	"59-Lucas"	"Derby Precinct"	3	113	85	204.0	113	91	204.0	201.0	117.0	82
"IA"	2008	"59-Lucas"	"Extension Precinct"	3	214	138	358.0	175	181	356.0	350.0	158.0	185
"IA"	2008	"59-Lucas"	"Lucas Precinct"	3	143	107	260.0	126	133	259.0	257.0	134.0	119
"IA"	2008	"59-Lucas"	"Russell Precinct"	3	247	194	456.0	234	219	453.0	453.0	225.0	217
"IA"	2008	"59-Lucas"	"Williamson Precinct"	3	178	144	343.0	166	168	334.0	336.0	156.0	175
"IA"	2008	"60-Lyon"	"ABSENTEE PRECINCT"	5	807	351	1171.0	451	669	1123.0	1116.0	278.0	817
"IA"	2008	"60-Lyon"	"Pct 1 George"	5	734	188	930.0	347	544	891.0	883.0	164.0	698
"IA"	2008	"60-Lyon"	"Pct 2 Doon"	5	551	78	632.0	105	510	615.0	620.0	69.0	542
"IA"	2008	"60-Lyon"	"Pct 3 Inwood"	5	337	152	495.0	191	285	476.0	465.0	121.0	333
"IA"	2008	"60-Lyon"	"Pct 4 Larchwood"	5	327	293	635.0	359	234	595.0	565.0	240.0	304
"IA"	2008	"60-Lyon"	"Pct 5 Lester"	5	377	64	441.0	120	307	427.0	424.0	55.0	363
"IA"	2008	"60-Lyon"	"Pct 6 Little Rock"	5	213	78	297.0	129	160	289.0	287.0	66.0	215
"IA"	2008	"60-Lyon"	"Pct 7 Rock Rapids"	5	443	234	691.0	303	338	642.0	632.0	181.0	438
"IA"	2008	"60-Lyon"	"Pct 8 Rock Rapids"	5	682	237	928.0	313	567	880.0	872.0	199.0	656
"IA"	2008	"61-Madison"	"ABSENTEE PRECINCT"	4	1511	1569	3126.0	1699	1365	3065.0	3065.0	1273.0	1792
"IA"	2008	"61-Madison"	"Precinct Gm"	4	112	86	200.0	103	95	198.0	196.0	74.0	122
"IA"	2008	"61-Madison"	"Precinct Jd"	4	170	94	277.0	127	147	275.0	270.0	87.0	183
"IA"	2008	"61-Madison"	"Precinct Jl"	4	303	167	475.0	207	263	470.0	465.0	143.0	322
"IA"	2008	"61-Madison"	"Precinct Pm"	4	539	347	904.0	445	452	897.0	894.0	285.0	609
"IA"	2008	"61-Madison"	"Precinct Ss"	4	417	316	758.0	376	368	748.0	743.0	268.0	472
"IA"	2008	"61-Madison"	"Precinct Uc"	4	241	202	460.0	249	206	455.0	451.0	177.0	274
"IA"	2008	"61-Madison"	"Precinct WL"	4	185	108	295.0	142	148	291.0	287.0	99.0	187
"IA"	2008	"61-Madison"	"Precinct Wo"	4	289	205	504.0	241	250	491.0	488.0	185.0	303
"IA"	2008	"61-Madison"	"Precinct Wt1"	4	410	355	780.0	428	341	770.0	761.0	286.0	472
"IA"	2008	"61-Madison"	"Precinct Wt2"	4	402	284	702.0	369	318	688.0	687.0	221.0	466
"IA"	2008	"62-Mahaska"	"ABSENTEE PRECINCT"	3	2703	2314	5092.0	2684	2328	5015.0	4986.0	2648.0	2274
"IA"	2008	"62-Mahaska"	"Adams -  Monroe - Pleasant Grove - Union"	3	189	95	286.0	133	148	281.0	278.0	124.0	151
"IA"	2008	"62-Mahaska"	"Black Oak Scott"	3	320	73	398.0	106	289	395.0	391.0	101.0	287
"IA"	2008	"62-Mahaska"	"Cedar - White Oak"	3	270	193	470.0	243	219	462.0	455.0	241.0	205
"IA"	2008	"62-Mahaska"	"E & W Des Moines-Harrison-Jefferson"	3	265	134	406.0	195	204	399.0	398.0	195.0	199
