state	year	county	precinct	cd	g2008_USP_rv	g2008_USP_dv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv	g2008_USH_tv	g2008_USH_dv	g2008_USH_rv
"IA"	2008	"20-Clarke County"	"Murray"	5	285	267	576.0	364	212	576.0	561.0	226.0	312
"IA"	2008	"20-Clarke County"	"North Middle"	5	284	212	505.0	267	233	500.0	481.0	160.0	307
"IA"	2008	"20-Clarke County"	"Osceola Pct 1"	5	198	190	402.0	233	157	390.0	375.0	146.0	209
"IA"	2008	"20-Clarke County"	"Osceola Pct 2"	5	171	178	360.0	225	131	356.0	345.0	142.0	189
"IA"	2008	"20-Clarke County"	"Osceola Pct 3"	5	259	188	462.0	249	210	459.0	442.0	163.0	270
"IA"	2008	"20-Clarke County"	"South Middle"	5	92	86	181.0	101	79	180.0	169.0	55.0	108
"IA"	2008	"20-Clarke County"	"Woodburn"	5	168	179	355.0	217	138	355.0	339.0	149.0	178
"IA"	2008	"21-Clay"	"ABSENTEE PRECINCT"	5	1314	1553	2895.0	1734	1076	2812.0	2768.0	1306.0	1409
"IA"	2008	"21-Clay"	"Douglas/Peterson"	5	191	126	323.0	194	121	315.0	313.0	105.0	200
"IA"	2008	"21-Clay"	"Garfield/Herdland"	5	116	87	207.0	127	76	204.0	199.0	66.0	128
"IA"	2008	"21-Clay"	"Lake/Freeman"	5	107	95	205.0	123	75	198.0	195.0	79.0	110
"IA"	2008	"21-Clay"	"Lincoln/Clay"	5	194	150	351.0	203	139	342.0	342.0	123.0	207
"IA"	2008	"21-Clay"	"Logan/Gillett Grove"	5	105	67	176.0	116	60	176.0	173.0	65.0	105
"IA"	2008	"21-Clay"	"Meadow/Sioux"	5	120	93	217.0	115	94	209.0	212.0	70.0	138
"IA"	2008	"21-Clay"	"SPENCER WARD 2"	5	281	337	629.0	408	207	616.0	613.0	241.0	359
"IA"	2008	"21-Clay"	"Spencer Ward 1"	5	267	268	545.0	326	210	537.0	530.0	215.0	290
"IA"	2008	"21-Clay"	"Spencer Ward 3"	5	364	301	677.0	391	268	660.0	660.0	235.0	407
"IA"	2008	"21-Clay"	"Spencer Ward 4"	5	522	276	808.0	392	399	791.0	783.0	245.0	531
"IA"	2008	"21-Clay"	"Spencer Ward 5"	5	350	268	628.0	349	262	611.0	608.0	205.0	391
"IA"	2008	"21-Clay"	"Summit/Riverton"	5	176	136	316.0	175	133	308.0	309.0	100.0	196
"IA"	2008	"21-Clay"	"Waterford/Lone Tree"	5	248	168	425.0	245	177	422.0	418.0	136.0	271
"IA"	2008	"22-Clayton County"	"ABSENTEE PRECINCT"	1	883	1624	2543.0	1719	787	2515.0	2483.0	1738.0	745
"IA"	2008	"22-Clayton County"	"Boardman-Highland"	1	292	425	728.0	481	236	717.0	699.0	486.0	212
"IA"	2008	"22-Clayton County"	"Buena Vista"	1	47	91	142.0	105	31	136.0	132.0	109.0	23
"IA"	2008	"22-Clayton County"	"Cass"	1	285	303	597.0	350	241	591.0	576.0	343.0	232
"IA"	2008	"22-Clayton County"	"Clayton-Garnavillo"	1	262	238	508.0	305	193	498.0	474.0	279.0	195
"IA"	2008	"22-Clayton County"	"Cox Creek-Sperry"	1	138	169	315.0	206	106	312.0	301.0	202.0	99
"IA"	2008	"22-Clayton County"	"Elk-Mallory-Volga"	1	128	198	333.0	224	100	325.0	315.0	211.0	104
"IA"	2008	"22-Clayton County"	"Farmersburg-Wagner"	1	164	223	396.0	271	117	391.0	378.0	253.0	123
"IA"	2008	"22-Clayton County"	"Giard-Luana-Monona"	1	422	501	942.0	602	322	926.0	894.0	562.0	332
"IA"	2008	"22-Clayton County"	"Grand Meadow"	1	71	79	155.0	99	55	154.0	151.0	93.0	58
"IA"	2008	"22-Clayton County"	"Jefferson-Millville"	1	474	628	1115.0	753	341	1095.0	1063.0	704.0	359
"IA"	2008	"22-Clayton County"	"Lodomillo"	1	110	116	227.0	137	90	227.0	213.0	131.0	82
"IA"	2008	"22-Clayton County"	"Marion"	1	63	61	128.0	71	56	127.0	123.0	64.0	59
"IA"	2008	"22-Clayton County"	"Mendon"	1	245	474	726.0	500	196	696.0	668.0	452.0	216
"IA"	2008	"22-Clayton County"	"Read"	1	67	65	135.0	84	45	131.0	131.0	77.0	54
"IA"	2008	"23-Clinton County"	"ABSENTEE PRECINCT"	1	2982	6891	9984.0	7345	2460	9806.0	9638.0	7017.0	2617
"IA"	2008	"23-Clinton County"	"Bloomfield Delmar"	1	125	202	332.0	245	79	324.0	314.0	211.0	103
"IA"	2008	"23-Clinton County"	"Brookfield"	1	94	76	173.0	109	60	169.0	169.0	91.0	78
"IA"	2008	"23-Clinton County"	"CAMANCHE 1"	1	252	394	659.0	455	188	644.0	628.0	434.0	194
"IA"	2008	"23-Clinton County"	"CLINTON W2P2"	1	422	545	984.0	649	320	969.0	934.0	564.0	370
"IA"	2008	"23-Clinton County"	"Camanche 2"	1	305	396	713.0	463	231	694.0	680.0	427.0	253
"IA"	2008	"23-Clinton County"	"Camanche Twp"	1	31	27	58.0	42	17	59.0	51.0	30.0	21
"IA"	2008	"23-Clinton County"	"Center"	1	132	109	244.0	160	82	242.0	231.0	133.0	98
"IA"	2008	"23-Clinton County"	"Clinton W1p1"	1	156	352	520.0	383	126	510.0	507.0	384.0	122
"IA"	2008	"23-Clinton County"	"Clinton W1p2"	1	282	534	840.0	610	214	824.0	806.0	566.0	240
"IA"	2008	"23-Clinton County"	"Clinton W2p1"	1	227	455	697.0	496	182	678.0	675.0	477.0	198
"IA"	2008	"23-Clinton County"	"Clinton W3p1"	1	316	505	837.0	568	249	817.0	794.0	517.0	276
"IA"	2008	"23-Clinton County"	"Clinton W3p2"	1	344	577	937.0	663	258	921.0	904.0	617.0	287
"IA"	2008	"23-Clinton County"	"Clinton W4p1"	1	371	459	842.0	573	256	830.0	817.0	508.0	309
"IA"	2008	"23-Clinton County"	"Clinton W4p2"	1	361	495	870.0	601	248	849.0	822.0	531.0	290
"IA"	2008	"23-Clinton County"	"DEWITT TWP"	1	282	237	527.0	311	205	517.0	500.0	251.0	248
"IA"	2008	"23-Clinton County"	"Deep Creek Goose Lake"	1	133	143	282.0	199	78	277.0	267.0	164.0	103
"IA"	2008	"23-Clinton County"	"Dewitt 1"	1	342	497	856.0	587	259	848.0	820.0	518.0	300
"IA"	2008	"23-Clinton County"	"Dewitt 2"	1	478	466	953.0	596	333	929.0	903.0	504.0	399
"IA"	2008	"23-Clinton County"	"Eden Low Moor"	1	146	152	304.0	204	94	298.0	289.0	168.0	121
"IA"	2008	"23-Clinton County"	"Elk River Andover"	1	168	138	310.0	195	110	305.0	292.0	151.0	141
"IA"	2008	"23-Clinton County"	"Grant"	1	82	45	128.0	64	63	127.0	123.0	46.0	77
"IA"	2008	"23-Clinton County"	"Hampshire"	1	113	141	260.0	171	85	256.0	247.0	141.0	106
"IA"	2008	"23-Clinton County"	"Liberty Toronto"	1	91	65	158.0	96	58	155.0	153.0	86.0	66
"IA"	2008	"23-Clinton County"	"Olive Calamus"	1	223	149	376.0	234	134	368.0	353.0	176.0	177
"IA"	2008	"23-Clinton County"	"Orange Grand Mound"	1	209	257	478.0	341	138	479.0	466.0	280.0	185
"IA"	2008	"23-Clinton County"	"Sharon Lost Nation"	1	140	135	289.0	169	114	283.0	278.0	155.0	123
"IA"	2008	"23-Clinton County"	"Spring Rock Wheatland"	1	201	223	428.0	275	143	419.0	408.0	258.0	150
"IA"	2008	"23-Clinton County"	"WASHINGTON"	1	77	82	159.0	96	63	159.0	156.0	85.0	71
"IA"	2008	"23-Clinton County"	"WATERFORD CHARLOTTE"	1	147	126	280.0	162	113	275.0	265.0	153.0	112
"IA"	2008	"23-Clinton County"	"Welton"	1	92	145	244.0	176	65	241.0	238.0	141.0	97
"IA"	2008	"24-Crawford County"	"1st Ward-Denison"	5	261	278	543.0	344	182	526.0	524.0	177.0	336
"IA"	2008	"24-Crawford County"	"2ND WARD-DENISON TWP"	5	294	309	612.0	384	197	581.0	588.0	215.0	354
"IA"	2008	"24-Crawford County"	"3rd Ward-Denison"	5	337	352	694.0	418	228	646.0	641.0	208.0	414
"IA"	2008	"24-Crawford County"	"ABSENTEE PRECINCT"	5	855	1185	2085.0	1324	693	2019.0	2019.0	847.0	1120
"IA"	2008	"24-Crawford County"	"Arion Precinct"	5	56	79	137.0	94	35	130.0	126.0	45.0	80
"IA"	2008	"24-Crawford County"	"Aspinwall Precinct"	5	54	54	112.0	64	47	111.0	107.0	33.0	70
"IA"	2008	"24-Crawford County"	"Buck Grove Precinct"	5	51	57	115.0	68	41	109.0	112.0	32.0	77
"IA"	2008	"24-Crawford County"	"Charter Oak Precinct"	5	231	190	429.0	267	158	425.0	424.0	123.0	299
"IA"	2008	"24-Crawford County"	"Deloit Precinct"	5	137	135	278.0	185	83	268.0	275.0	76.0	195
"IA"	2008	"24-Crawford County"	"Dow City Precinct"	5	139	225	376.0	253	97	352.0	338.0	121.0	206
"IA"	2008	"24-Crawford County"	"Kiron Precinct"	5	147	125	275.0	154	101	255.0	267.0	61.0	195
"IA"	2008	"24-Crawford County"	"Manilla Precinct"	5	203	151	360.0	204	134	338.0	336.0	111.0	217
"IA"	2008	"24-Crawford County"	"Ricketts Precinct"	5	52	61	117.0	74	39	113.0	115.0	44.0	71
"IA"	2008	"24-Crawford County"	"Schleswig Precinct"	5	208	214	428.0	273	145	418.0	422.0	130.0	286
"IA"	2008	"24-Crawford County"	"Vail Precinct"	5	172	198	376.0	215	141	356.0	358.0	121.0	228
"IA"	2008	"24-Crawford County"	"Westside Precinct"	5	148	102	254.0	148	99	247.0	245.0	72.0	166
"IA"	2008	"25-Dallas County"	"ABSENTEE PRECINCT"	4	5489	6260	11893.0	6387	5266	11655.0	11559.0	5075.0	6481
"IA"	2008	"25-Dallas County"	"Adams"	4	303	146	460.0	163	293	456.0	457.0	122.0	335
"IA"	2008	"25-Dallas County"	"Adel"	4	581	414	1023.0	513	497	1011.0	995.0	333.0	660
"IA"	2008	"25-Dallas County"	"CLIVE"	4	758	420	1188.0	498	667	1165.0	1150.0	298.0	852
"IA"	2008	"25-Dallas County"	"Colfax Adel"	4	275	130	414.0	162	249	411.0	413.0	102.0	311
"IA"	2008	"25-Dallas County"	"Dallas"	4	63	77	147.0	101	45	146.0	143.0	68.0	75
"IA"	2008	"25-Dallas County"	"Dallas Center"	4	370	304	691.0	360	322	683.0	677.0	256.0	421
"IA"	2008	"25-Dallas County"	"Des Moines"	4	308	375	702.0	432	257	690.0	693.0	310.0	381
"IA"	2008	"25-Dallas County"	"Desoto"	4	208	184	404.0	238	162	400.0	393.0	156.0	236
"IA"	2008	"25-Dallas County"	"Dexter Union"	4	316	222	552.0	265	277	542.0	532.0	194.0	338
"IA"	2008	"25-Dallas County"	"Grant"	4	441	353	806.0	425	368	793.0	786.0	303.0	483
"IA"	2008	"25-Dallas County"	"Lincoln Washington"	4	137	103	243.0	125	114	239.0	238.0	84.0	154
"IA"	2008	"25-Dallas County"	"Linn"	4	126	112	243.0	125	115	240.0	236.0	100.0	136
"IA"	2008	"25-Dallas County"	"Perry 1"	4	239	368	619.0	403	211	615.0	613.0	343.0	268
"IA"	2008	"25-Dallas County"	"Perry 2"	4	246	424	687.0	451	218	669.0	671.0	398.0	272
"IA"	2008	"25-Dallas County"	"Perry 3"	4	234	363	610.0	398	202	600.0	597.0	337.0	260
"IA"	2008	"25-Dallas County"	"Redfield"	4	163	182	353.0	216	133	349.0	346.0	151.0	195
"IA"	2008	"25-Dallas County"	"Spring Valley Beaver"	4	227	230	472.0	253	215	468.0	467.0	211.0	256
"IA"	2008	"25-Dallas County"	"Sugar Grove"	4	195	145	356.0	179	172	351.0	347.0	124.0	223
"IA"	2008	"25-Dallas County"	"Van Meter"	4	520	343	883.0	420	452	873.0	857.0	277.0	580
"IA"	2008	"25-Dallas County"	"WALNUT/GRIMES/URBANDALE"	4	1095	578	1695.0	711	952	1664.0	1649.0	427.0	1220
"IA"	2008	"25-Dallas County"	"WAUKEE 1"	4	499	329	847.0	408	426	836.0	830.0	264.0	566
"IA"	2008	"25-Dallas County"	"WEST DES MOINES 2"	4	996	720	1739.0	820	876	1697.0	1688.0	551.0	1137
"IA"	2008	"25-Dallas County"	"Waukee 2"	4	334	255	596.0	299	281	580.0	575.0	199.0	376
"IA"	2008	"25-Dallas County"	"Waukee 3"	4	690	376	1078.0	455	600	1055.0	1046.0	309.0	737
"IA"	2008	"25-Dallas County"	"Waukee 4"	4	978	709	1713.0	829	848	1678.0	1660.0	495.0	1164
"IA"	2008	"25-Dallas County"	"West Des Moines 1"	4	747	771	1541.0	855	625	1484.0	1456.0	561.0	893
"IA"	2008	"25-Dallas County"	"West Des Moines 3 Boone"	4	416	256	688.0	274	405	680.0	673.0	191.0	481
"IA"	2008	"26-Davis County"	"ABSENTEE PRECINCT"	2	532	584	1144.0	720	424	1145.0	1130.0	560.0	548
"IA"	2008	"26-Davis County"	"BLFD FIRE STATION BF2"	2	139	130	273.0	181	92	273.0	270.0	132.0	135
"IA"	2008	"26-Davis County"	"BLFD FIRE STATION BF3"	2	128	111	244.0	152	88	240.0	234.0	101.0	126
"IA"	2008	"26-Davis County"	"BLOOMFIELD 1"	2	180	160	346.0	201	142	343.0	339.0	148.0	185
"IA"	2008	"26-Davis County"	"CENTRAL"	2	224	170	402.0	219	176	395.0	395.0	176.0	214
"IA"	2008	"26-Davis County"	"NORTH EAST"	2	262	162	445.0	229	214	444.0	440.0	173.0	253
"IA"	2008	"26-Davis County"	"NORTH WEST"	2	202	144	361.0	213	147	360.0	357.0	150.0	199
"IA"	2008	"26-Davis County"	"SOUTH EAST"	2	246	124	383.0	194	185	379.0	371.0	129.0	229
"IA"	2008	"26-Davis County"	"SOUTH WEST"	2	116	95	220.0	127	88	215.0	212.0	94.0	111
"IA"	2008	"27-Decatur County"	"ABSENTEE PRECINCT"	5	533	764	1321.0	847	444	1291.0	1253.0	646.0	547
"IA"	2008	"27-Decatur County"	"Bloomington Fayette Lamoni I"	5	168	158	337.0	190	139	329.0	322.0	138.0	171
"IA"	2008	"27-Decatur County"	"Burrell New Buda Davis City"	5	120	76	206.0	103	101	204.0	195.0	52.0	136
"IA"	2008	"27-Decatur County"	"Center Eden"	5	124	62	190.0	100	85	185.0	186.0	53.0	131
"IA"	2008	"27-Decatur County"	"Decatur Decatur City"	5	92	64	161.0	94	64	158.0	153.0	61.0	86
"IA"	2008	"27-Decatur County"	"Franklin Weldon"	5	85	48	133.0	65	68	133.0	130.0	35.0	91
"IA"	2008	"27-Decatur County"	"Garden Grove Garden Grove Leroy"	5	72	68	146.0	87	57	144.0	139.0	63.0	72
"IA"	2008	"27-Decatur County"	"Grand River Richland Grand River"	5	97	86	187.0	112	73	185.0	184.0	85.0	97
"IA"	2008	"27-Decatur County"	"Hamilton Morgan Pleasanton"	5	62	34	99.0	48	48	96.0	92.0	34.0	56
"IA"	2008	"27-Decatur County"	"High Point Woodland"	5	69	51	124.0	62	61	123.0	119.0	45.0	73
"IA"	2008	"27-Decatur County"	"Lamoni II"	5	164	145	314.0	178	121	299.0	298.0	116.0	171
"IA"	2008	"27-Decatur County"	"Lamoni III"	5	86	130	224.0	139	77	216.0	209.0	104.0	89
"IA"	2008	"27-Decatur County"	"Leon"	5	273	221	506.0	325	179	504.0	483.0	191.0	276
"IA"	2008	"27-Decatur County"	"Long Creek Van Wert"	5	75	79	158.0	98	60	158.0	153.0	65.0	84
"IA"	2008	"28-Delaware County"	"ABSENTEE PRECINCT"	1	1116	1447	2605.0	1565	994	2560.0	2490.0	1552.0	938
"IA"	2008	"28-Delaware County"	"ADAMS & HAZEL GREEN"	1	206	225	438.0	266	162	428.0	419.0	270.0	149
"IA"	2008	"28-Delaware County"	"Bremen North"	1	132	83	224.0	129	88	217.0	205.0	112.0	93
"IA"	2008	"28-Delaware County"	"Colony"	1	165	172	342.0	216	115	331.0	322.0	201.0	120
"IA"	2008	"28-Delaware County"	"Delaware South"	1	156	129	289.0	164	121	285.0	279.0	161.0	118
"IA"	2008	"28-Delaware County"	"Delhi Twp"	1	193	186	381.0	231	142	373.0	364.0	210.0	154
"IA"	2008	"28-Delaware County"	"ELK, HONEY CREEK & DELAWARE NORTH"	1	281	303	594.0	382	202	584.0	557.0	368.0	188
"IA"	2008	"28-Delaware County"	"MANCHESTER WARD 1"	1	165	232	405.0	265	130	395.0	389.0	247.0	142
"IA"	2008	"28-Delaware County"	"MANCHESTER WARD 2"	1	248	263	521.0	326	185	511.0	487.0	302.0	184
"IA"	2008	"28-Delaware County"	"MANCHESTER WARD 3"	1	286	327	620.0	386	221	607.0	593.0	382.0	211
"IA"	2008	"28-Delaware County"	"MILO & PRAIRIE"	1	312	307	627.0	395	225	620.0	610.0	358.0	252
"IA"	2008	"28-Delaware County"	"NORTH FORK & BREMEN SOUTH"	1	162	111	274.0	159	109	268.0	249.0	144.0	105
"IA"	2008	"28-Delaware County"	"Oneida"	1	294	277	574.0	358	216	574.0	561.0	356.0	205
"IA"	2008	"28-Delaware County"	"RICHLAND & COFFINS GROVE"	1	165	276	453.0	304	140	444.0	440.0	292.0	148
"IA"	2008	"28-Delaware County"	"SOUTH FORK & UNION"	1	232	311	556.0	367	184	551.0	543.0	338.0	204
"IA"	2008	"29-Des Moines County"	"ABSENTEE PRECINCT"	2	2727	6378	9255.0	6614	2436	9059.0	8886.0	6073.0	2546
"IA"	2008	"29-Des Moines County"	"Benton / Huron / Jackson Twps"	2	195	206	416.0	251	151	404.0	390.0	216.0	160
"IA"	2008	"29-Des Moines County"	"Concordia / Union Twps"	2	222	211	447.0	263	176	439.0	421.0	184.0	222
"IA"	2008	"29-Des Moines County"	"Danville Town / Danville Twp"	2	342	282	633.0	363	254	617.0	603.0	286.0	302
"IA"	2008	"29-Des Moines County"	"FLINT RIVER TWP / MIDDLETOWN"	2	319	337	666.0	401	253	655.0	642.0	317.0	297
"IA"	2008	"29-Des Moines County"	"Mediapolis Town / Franklin & Yellow Spring Twps"	2	500	424	944.0	547	375	922.0	889.0	413.0	442
"IA"	2008	"29-Des Moines County"	"Pleasant Grove / Washington Twps"	2	182	108	295.0	150	144	294.0	470.0	288.0	166
"IA"	2008	"29-Des Moines County"	"Precinct  02"	2	225	311	552.0	352	186	540.0	534.0	295.0	218
"IA"	2008	"29-Des Moines County"	"Precinct  03"	2	153	291	457.0	325	113	439.0	426.0	265.0	139
"IA"	2008	"29-Des Moines County"	"Precinct  04"	2	110	248	371.0	260	92	353.0	345.0	225.0	98
"IA"	2008	"29-Des Moines County"	"Precinct  05"	2	193	332	534.0	376	145	522.0	512.0	314.0	187
"IA"	2008	"29-Des Moines County"	"Precinct  06"	2	320	387	719.0	438	257	696.0	680.0	357.0	304
"IA"	2008	"29-Des Moines County"	"Precinct  07"	2	237	348	600.0	400	179	579.0	568.0	326.0	229
"IA"	2008	"29-Des Moines County"	"Precinct  08"	2	191	301	508.0	340	154	495.0	477.0	283.0	172
"IA"	2008	"29-Des Moines County"	"Precinct  09"	2	347	400	755.0	470	266	736.0	725.0	392.0	323
"IA"	2008	"29-Des Moines County"	"Precinct  10"	2	172	261	440.0	294	136	431.0	423.0	260.0	150
"IA"	2008	"29-Des Moines County"	"Precinct  11"	2	174	342	527.0	381	125	507.0	499.0	320.0	160
"IA"	2008	"29-Des Moines County"	"Precinct  12"	2	353	299	666.0	362	286	649.0	646.0	296.0	337
"IA"	2008	"29-Des Moines County"	"Precinct 01 / Tama Twp"	2	385	474	873.0	535	316	851.0	835.0	455.0	347
"IA"	2008	"29-Des Moines County"	"West Burlington Town"	2	374	522	916.0	599	299	900.0	875.0	482.0	351
"IA"	2008	"30-Dickinson County"	"ABSENTEE PRECINCT"	5	1810	1897	3739.0	2174	1490	3666.0	3626.0	1619.0	1921
"IA"	2008	"30-Dickinson County"	"Center Grove Township No. 1"	5	328	208	539.0	283	240	523.0	500.0	167.0	324
"IA"	2008	"30-Dickinson County"	"Center Grove Township No. 2"	5	394	322	726.0	420	290	710.0	702.0	263.0	423
"IA"	2008	"30-Dickinson County"	"LLOYD TOWNSHIP"	5	119	146	269.0	191	75	266.0	262.0	116.0	140
"IA"	2008	"30-Dickinson County"	"Lakeville-Excelsior  Twp"	5	363	184	553.0	276	264	540.0	536.0	157.0	362
"IA"	2008	"30-Dickinson County"	"Milford-Okoboji-Westport Township"	5	755	717	1494.0	915	537	1452.0	1426.0	583.0	809
"IA"	2008	"30-Dickinson County"	"Richland/Superior-Spirit Lake East Township"	5	102	130	239.0	163	73	236.0	230.0	98.0	127
"IA"	2008	"30-Dickinson County"	"SPIRIT LAKE WEST-DIAMOND LAKE TOWNSHIP"	5	234	153	394.0	223	164	387.0	384.0	140.0	234
"IA"	2008	"30-Dickinson County"	"Silver Lake Township"	5	294	236	534.0	353	171	524.0	512.0	168.0	334
"IA"	2008	"30-Dickinson County"	"Spirit Lake North"	5	191	164	359.0	219	137	357.0	348.0	119.0	219
"IA"	2008	"30-Dickinson County"	"Spirit Lake South"	5	572	468	1061.0	626	405	1031.0	1020.0	360.0	638
"IA"	2008	"31-Dubuque County"	"ABSENTEE PRECINCT"	1	5493	12707	18433.0	13332	4580	17920.0	17557.0	13084.0	4465
"IA"	2008	"31-Dubuque County"	"PRECINCT 01"	1	395	408	814.0	486	310	796.0	776.0	442.0	333
"IA"	2008	"31-Dubuque County"	"PRECINCT 03"	1	395	554	967.0	632	303	935.0	913.0	609.0	304
"IA"	2008	"31-Dubuque County"	"PRECINCT 04"	1	351	436	798.0	487	276	763.0	747.0	463.0	284
"IA"	2008	"31-Dubuque County"	"PRECINCT 05"	1	491	465	966.0	572	366	939.0	915.0	516.0	397
"IA"	2008	"31-Dubuque County"	"PRECINCT 07"	1	313	377	697.0	422	246	668.0	658.0	393.0	265
"IA"	2008	"31-Dubuque County"	"PRECINCT 10"	1	197	301	512.0	359	137	498.0	488.0	353.0	134
"IA"	2008	"31-Dubuque County"	"PRECINCT 11"	1	250	430	686.0	457	211	668.0	657.0	440.0	217
"IA"	2008	"31-Dubuque County"	"PRECINCT 12"	1	413	573	1003.0	672	312	984.0	955.0	639.0	316
"IA"	2008	"31-Dubuque County"	"PRECINCT 15"	1	181	387	582.0	422	136	559.0	553.0	408.0	144
"IA"	2008	"31-Dubuque County"	"PRECINCT 19"	1	198	375	588.0	395	171	568.0	560.0	385.0	174
"IA"	2008	"31-Dubuque County"	"PRECINCT 21"	1	438	510	964.0	572	369	942.0	914.0	550.0	363
"IA"	2008	"31-Dubuque County"	"PRECINCT 31"	1	823	738	1575.0	931	606	1538.0	1497.0	848.0	649
"IA"	2008	"31-Dubuque County"	"PRECINCT 40"	1	208	354	569.0	418	137	555.0	534.0	403.0	131
"IA"	2008	"31-Dubuque County"	"PRECINCT 43"	1	228	194	436.0	270	151	421.0	394.0	241.0	153
"IA"	2008	"31-Dubuque County"	"PRECINCT 47"	1	355	502	869.0	624	225	849.0	816.0	574.0	242
"IA"	2008	"31-Dubuque County"	"PRECINCT 48"	1	546	507	1065.0	622	421	1044.0	1004.0	578.0	426
"IA"	2008	"31-Dubuque County"	"Precinct 02"	1	400	421	832.0	468	338	806.0	779.0	450.0	329
"IA"	2008	"31-Dubuque County"	"Precinct 06"	1	408	513	932.0	608	297	907.0	885.0	573.0	310
"IA"	2008	"31-Dubuque County"	"Precinct 08"	1	376	484	880.0	556	300	857.0	828.0	518.0	309
"IA"	2008	"31-Dubuque County"	"Precinct 09"	1	449	457	918.0	528	361	889.0	866.0	518.0	348
"IA"	2008	"31-Dubuque County"	"Precinct 13"	1	257	446	716.0	488	204	692.0	668.0	474.0	194
"IA"	2008	"31-Dubuque County"	"Precinct 14"	1	250	521	792.0	572	188	761.0	749.0	559.0	189
"IA"	2008	"31-Dubuque County"	"Precinct 16"	1	301	546	863.0	618	221	839.0	821.0	594.0	227
"IA"	2008	"31-Dubuque County"	"Precinct 17"	1	68	197	274.0	205	58	264.0	259.0	193.0	65
"IA"	2008	"31-Dubuque County"	"Precinct 18"	1	238	478	731.0	519	189	708.0	685.0	489.0	193
"IA"	2008	"31-Dubuque County"	"Precinct 20"	1	380	550	950.0	610	311	921.0	904.0	589.0	314
"IA"	2008	"31-Dubuque County"	"Precinct 32"	1	345	444	805.0	558	225	783.0	736.0	495.0	241
"IA"	2008	"31-Dubuque County"	"Precinct 33"	1	386	324	719.0	391	299	690.0	670.0	365.0	305
"IA"	2008	"31-Dubuque County"	"Precinct 34"	1	244	253	506.0	310	185	495.0	476.0	309.0	167
"IA"	2008	"31-Dubuque County"	"Precinct 35"	1	248	202	455.0	277	168	445.0	426.0	273.0	153
"IA"	2008	"31-Dubuque County"	"Precinct 36"	1	520	439	975.0	547	401	948.0	926.0	519.0	406
"IA"	2008	"31-Dubuque County"	"Precinct 37"	1	291	244	540.0	338	193	531.0	504.0	318.0	186
"IA"	2008	"31-Dubuque County"	"Precinct 38"	1	244	238	489.0	325	150	476.0	459.0	291.0	167
"IA"	2008	"31-Dubuque County"	"Precinct 39"	1	284	259	545.0	323	200	523.0	501.0	316.0	185
"IA"	2008	"31-Dubuque County"	"Precinct 41"	1	457	481	949.0	592	330	922.0	878.0	560.0	317
"IA"	2008	"31-Dubuque County"	"Precinct 42"	1	141	121	265.0	160	96	256.0	239.0	158.0	80
"IA"	2008	"31-Dubuque County"	"Precinct 44"	1	95	168	269.0	206	63	269.0	251.0	188.0	63
"IA"	2008	"31-Dubuque County"	"Precinct 45"	1	397	295	701.0	378	304	682.0	660.0	344.0	316
"IA"	2008	"31-Dubuque County"	"Precinct 46"	1	597	712	1333.0	836	444	1284.0	1237.0	781.0	453
"IA"	2008	"32-Emmet County"	"ABSENTEE PRECINCT"	4	509	774	1298.0	904	376	1281.0	1278.0	585.0	692
"IA"	2008	"32-Emmet County"	"AG IL ARMSTRONG"	4	290	221	518.0	330	174	504.0	505.0	156.0	349
"IA"	2008	"32-Emmet County"	"CN SL GRUVER"	4	90	77	168.0	99	66	165.0	165.0	46.0	119
"IA"	2008	"32-Emmet County"	"DN JC RINGSTED"	4	140	167	312.0	214	86	300.0	298.0	108.0	189
"IA"	2008	"32-Emmet County"	"E'VILLE WARD 1"	4	238	236	484.0	322	154	476.0	476.0	137.0	339
"IA"	2008	"32-Emmet County"	"E'VILLE WARD 2"	4	207	211	429.0	276	134	411.0	415.0	141.0	274
"IA"	2008	"32-Emmet County"	"E'VILLE WARD 3"	4	168	212	385.0	275	100	375.0	370.0	128.0	242
"IA"	2008	"32-Emmet County"	"E'VILLE WARD 4"	4	171	214	392.0	259	122	381.0	384.0	128.0	254
"IA"	2008	"32-Emmet County"	"E'VILLE WARD 5"	4	155	182	341.0	232	101	333.0	331.0	105.0	225
"IA"	2008	"32-Emmet County"	"EL LN DOLLIVER"	4	102	73	177.0	119	51	170.0	174.0	48.0	126
"IA"	2008	"32-Emmet County"	"EM ES"	4	148	79	229.0	133	88	221.0	219.0	47.0	172
"IA"	2008	"32-Emmet County"	"HL TM WALLINGFORD"	4	155	124	282.0	174	102	276.0	278.0	78.0	200
"IA"	2008	"33-Fayette County"	"ABSENTEE PRECINCT"	1	1048	1910	2995.0	2049	923	2972.0	2931.0	2062.0	869
"IA"	2008	"33-Fayette County"	"Auburn Twp"	1	96	104	205.0	133	68	201.0	199.0	128.0	71
"IA"	2008	"33-Fayette County"	"Banks-Fremont Twp."	1	185	178	367.0	248	120	368.0	357.0	223.0	134
"IA"	2008	"33-Fayette County"	"Bethel-Windsor Twp."	1	187	199	392.0	247	137	384.0	372.0	225.0	147
"IA"	2008	"33-Fayette County"	"Center Twp"	1	75	57	135.0	76	59	135.0	135.0	75.0	60
