state	year	county	town	g2010_REG_tv	g2010_BALL_tv	g2010_USH_rv	g2010_USH_dv	g2010_USS_rv	g2010_USS_dv	g2010_TRE_iv	g2010_TRE_dv	g2010_SOS_dv	g2010_SOS_rv	g2010_LTG_dv	g2010_LTG_rv	g2010_GOV_rv	g2010_GOV_dv	g2010_AUD_dv	g2010_AUD_rv	g2010_ATG_dv	g2010_ATG_rv
"VT"	2010	"RUTLAND"	"Rutland City (Rutland 5-1)"	3186	1822	660	1068	676	1000	86	1563	755	898	832	866	987	776	659	23	989	609
"VT"	2010	"RUTLAND"	"Rutland City (Rutland 5-2)"	2930	1520	513	937	514	876	65	1314	691	704	764	660	773	682	583	33	867	477
"VT"	2010	"RUTLAND"	"Rutland City (Rutland 5-3)"	2548	919	297	548	294	521	59	766	432	394	471	376	439	422	353	32	513	276
"VT"	2010	"RUTLAND"	"Rutland City (Rutland 5-4)"	2888	1330	452	816	444	752	91	1116	587	632	650	584	691	582	488	33	723	422
"VT"	2010	"RUTLAND"	"Rutland Town (Rutland 4)"	2984	1957	863	1001	874	930	66	1713	715	1094	731	1120	1215	674	598	34	941	802
"VT"	2010	"RUTLAND"	"Shrewsbury (Rutland 3)"	910	541	203	313	199	296	43	440	244	255	236	250	267	249	236	34	276	191
"VT"	2010	"RUTLAND"	"Sudbury (Rutland 6)"	415	269	104	148	99	150	11	234	114	132	114	132	129	127	120	18	154	88
"VT"	2010	"RUTLAND"	"Tinmouth (Rutland 3)"	440	260	98	150	83	147	18	218	112	121	125	116	120	133	106	10	130	95
"VT"	2010	"RUTLAND"	"Wallingford (Rutland 3)"	1557	938	349	515	355	503	54	795	379	480	426	436	484	421	340	32	485	317
"VT"	2010	"RUTLAND"	"Wells (Rutland 8)"	788	391	189	164	172	186	35	308	143	219	137	219	229	146	133	14	134	190
"VT"	2010	"RUTLAND"	"West Haven (Rutland 2)"	192	111	41	64	42	58	3	98	45	46	45	61	59	50	40	2	50	47
"VT"	2010	"RUTLAND"	"West Rutland (Rutland 1-2)"	1630	768	310	409	297	392	34	657	286	416	322	395	447	279	253	23	361	291
"VT"	2010	"WASHINGTON"	"Barre City (Washington 3-1)"	3358	1385	482	832	442	811	56	1235	588	679	340	923	741	563	526	28	784	412
"VT"	2010	"WASHINGTON"	"Barre City (Washington 3-2)"	2965	1154	376	703	357	682	63	995	528	521	303	737	579	502	470	21	671	319
"VT"	2010	"WASHINGTON"	"Barre City (Washington 3-3)"	687	228	66	147	61	143	6	200	97	108	56	155	111	103	97	2	124	67
"VT"	2010	"WASHINGTON"	"Barre Town (Washington 4)"	5690	3411	1402	1837	1348	1794	125	3064	1232	1947	633	2596	2145	1090	1004	43	1796	1296
"VT"	2010	"WASHINGTON"	"Berlin (Washington 3-3)"	1990	1114	375	680	355	660	61	968	526	507	268	765	576	482	431	22	668	295
"VT"	2010	"WASHINGTON"	"Cabot (Caledonia-Washington 1)"	1040	617	179	395	168	388	53	517	328	222	224	327	253	336	302	10	359	160
"VT"	2010	"WASHINGTON"	"Calais (Washington 6)"	1313	862	181	630	177	603	67	724	553	263	387	400	284	553	507	7	546	160
"VT"	2010	"WASHINGTON"	"Duxbury (Washington-Chittenden 1)"	1036	637	181	418	172	413	47	537	272	326	198	379	290	315	301	15	402	150
"VT"	2010	"WASHINGTON"	"East Montpelier (Washington 7)"	2038	1330	342	926	324	936	66	1171	798	454	491	725	528	766	706	11	887	286
"VT"	2010	"WASHINGTON"	"Fayston (Washington 1)"	1050	636	160	439	147	441	35	544	331	253	254	302	271	339	315	6	378	153
"VT"	2010	"WASHINGTON"	"Marshfield (Washington 6)"	1169	749	229	470	220	463	71	617	393	298	286	393	328	405	375	20	430	193
"VT"	2010	"WASHINGTON"	"Middlesex (Washington 7)"	1417	903	183	674	177	668	53	773	554	287	331	460	303	564	519	13	612	149
"VT"	2010	"WASHINGTON"	"Montpelier (Washington 5)"	6296	3941	573	3128	566	3024	346	3270	2797	845	1820	1576	994	2812	2559	63	2796	515
"VT"	2010	"WASHINGTON"	"Moretown (Washington 2)"	1363	842	238	554	216	552	47	732	422	345	285	476	368	429	399	17	524	195
"VT"	2010	"WASHINGTON"	"Northfield (Washington 2)"	3214	1717	561	1057	512	1072	81	1505	789	785	431	1156	907	729	655	44	992	479
"VT"	2010	"WASHINGTON"	"Plainfield (Washington 6)"	933	609	145	410	125	418	64	495	362	187	274	261	196	389	350	15	376	114
"VT"	2010	"WASHINGTON"	"Roxbury (Washington 2)"	525	281	78	177	73	177	25	229	148	110	97	155	118	144	138	11	157	70
"VT"	2010	"WASHINGTON"	"Waitsfield (Washington 1)"	1417	896	211	625	200	627	55	772	489	317	359	416	345	517	470	14	579	173
"VT"	2010	"WASHINGTON"	"Warren (Washington 1)"	1474	842	175	599	156	590	79	689	470	272	363	350	283	517	451	15	506	169
"VT"	2010	"WASHINGTON"	"Waterbury (Washington-Chittenden 1)"	3742	2262	570	1577	511	1615	102	2011	1092	1007	705	1352	978	1197	1051	42	1541	451
"VT"	2010	"WASHINGTON"	"Woodbury (Lamoille-Washington 1)"	655	460	153	280	138	270	38	380	243	178	175	244	214	231	212	8	257	120
"VT"	2010	"WASHINGTON"	"Worcester (Lamoille-Washington 1)"	717	478	102	330	96	335	39	393	288	141	181	230	161	292	285	7	328	78
"VT"	2010	"WINDHAM"	"Athens (Windham 4)"	205	110	48	48	41	55	7	91	43	54	37	54	54	47	34	8	44	46
"VT"	2010	"WINDHAM"	"Brattleboro (Windham 3-1)"	3408	1738	350	1287	336	1249	171	1375	1108	459	1005	483	570	1112	878	120	1119	340
"VT"	2010	"WINDHAM"	"Brattleboro (Windham 3-2)"	3068	1328	207	1012	177	998	188	969	928	253	860	269	327	957	740	131	867	198
"VT"	2010	"WINDHAM"	"Brattleboro (Windham 3-3)"	3025	1325	170	1046	156	1023	232	936	961	239	863	243	275	1004	824	120	862	179
"VT"	2010	"WINDHAM"	"Brookline (Windham 4)"	387	206	69	120	61	123	18	172	115	75	88	79	81	118	101	10	100	70
"VT"	2010	"WINDHAM"	"Dover (Windham-Bennington 1)"	1038	558	243	273	210	278	29	448	223	284	201	276	335	209	167	45	215	248
"VT"	2010	"WINDHAM"	"Dummerston (Windham 5)"	1564	950	206	688	185	697	96	749	607	254	565	249	292	636	520	38	629	187
"VT"	2010	"WINDHAM"	"Grafton (Windham 4)"	499	306	109	176	99	164	23	244	144	136	144	118	140	148	116	13	158	97
"VT"	2010	"WINDHAM"	"Guilford (Windham 1)"	1722	878	182	653	172	631	85	688	557	237	516	238	279	565	467	69	538	185
"VT"	2010	"WINDHAM"	"Halifax (Windham 2)"	546	308	104	178	95	172	44	216	170	112	152	110	113	184	144	17	153	106
"VT"	2010	"WINDHAM"	"Jamaica (Windham-Bennington-Windsor 1)"	652	382	111	230	91	246	33	305	180	155	154	156	174	187	159	29	190	112
"VT"	2010	"WINDHAM"	"Londonderry (Windham-Bennington-Windsor 1)"	1259	710	256	376	259	394	54	590	306	345	282	337	370	305	267	26	320	284
"VT"	2010	"WINDHAM"	"Marlboro (Windham 6)"	723	475	75	364	55	359	66	340	335	82	315	83	102	361	275	51	317	67
"VT"	2010	"WINDHAM"	"Newfane (Windham 6)"	1365	818	177	564	154	579	99	626	533	206	479	212	236	550	439	43	510	154
"VT"	2010	"WINDHAM"	"Putney (Windham 5)"	1642	1088	145	880	129	879	134	793	779	187	752	182	210	851	692	69	738	143
"VT"	2010	"WINDHAM"	"Rockingham (Windham 4)"	3516	1707	375	1193	344	1157	136	1361	1005	492	937	489	574	1024	703	57	1002	397
"VT"	2010	"WINDHAM"	"Stratton (Windham-Bennington-Windsor 1)"	197	100	59	37	52	40	6	86	26	69	25	68	72	28	24	2	31	59
"VT"	2010	"WINDHAM"	"Townshend (Windham 6)"	922	510	136	324	131	329	46	400	271	183	254	165	199	288	222	22	277	142
"VT"	2010	"WINDHAM"	"Vernon (Windham 1)"	1637	913	482	360	436	373	36	768	256	563	198	613	699	181	187	37	331	451
"VT"	2010	"WINDHAM"	"Wardsboro (Windham-Bennington 1)"	531	314	106	177	95	181	30	250	165	116	153	116	136	161	131	24	169	105
"VT"	2010	"WINDHAM"	"Westminster (Windham 4)"	122	65	13	48	11	45	7	54	40	17	37	19	21	37	26	0	46	13
"VT"	2010	"WINDHAM"	"Westminster (Windham 5)"	2153	1251	255	913	240	906	122	966	794	325	764	310	349	861	624	66	790	255
"VT"	2010	"WINDHAM"	"Whitingham (Windham 2)"	892	422	169	218	152	195	26	333	188	198	172	192	230	182	145	31	178	164
"VT"	2010	"WINDHAM"	"Wilmington (Windham 2)"	1539	774	266	429	211	399	74	605	346	333	333	310	381	335	304	57	354	269
"VT"	2010	"WINDHAM"	"Windham (Windham 4)"	324	175	48	105	39	115	22	135	98	60	88	57	59	111	87	10	100	44
"VT"	2010	"WINDSOR"	"Andover (Windsor 1-1)"	378	233	101	121	97	121	16	199	102	119	96	123	118	108	97	4	107	99
"VT"	2010	"WINDSOR"	"Baltimore (Windsor 1-1)"	179	86	35	46	28	46	2	76	30	48	37	43	44	36	32	2	38	36
"VT"	2010	"WINDSOR"	"Barnard (Windsor 6-1)"	638	392	129	295	154	263	26	361	211	191	190	202	215	204	179	10	251	128
"VT"	2010	"WINDSOR"	"Bethel (Windsor-Rutland 2)"	1370	801	227	535	225	510	62	677	390	338	313	409	382	393	347	25	461	218
"VT"	2010	"WINDSOR"	"Bridgewater (Rutland-Windsor 1)"	669	391	143	226	160	200	21	309	165	172	168	179	195	175	151	6	184	143
"VT"	2010	"WINDSOR"	"Cavendish (Windsor 2)"	1014	533	210	282	194	281	25	455	233	264	214	260	286	226	196	17	253	207
"VT"	2010	"WINDSOR"	"Chester (Windsor 1-1)"	2445	1221	367	782	346	753	95	1027	634	475	590	491	507	652	544	37	688	368
"VT"	2010	"WINDSOR"	"Hartford (Windsor 6-1)"	1882	814	271	510	306	444	72	679	372	375	348	374	387	402	330	10	412	284
"VT"	2010	"WINDSOR"	"Hartford (Windsor 6-2)"	6675	2538	663	1756	693	1661	187	2076	1401	896	1261	938	1040	1395	1195	56	1457	710
"VT"	2010	"WINDSOR"	"Hartland (Windsor 4)"	2428	1488	364	1065	453	927	113	1201	788	531	726	556	586	841	675	51	811	413
"VT"	2010	"WINDSOR"	"Ludlow (Windsor-Rutland 1)"	1632	912	356	497	346	485	45	765	389	432	358	459	485	384	320	19	448	335
"VT"	2010	"WINDSOR"	"Norwich (Windsor-Orange 2)"	2984	1767	221	1482	241	1456	153	1397	1276	297	1254	316	334	1404	1180	30	1287	230
"VT"	2010	"WINDSOR"	"Plymouth (Windsor-Rutland 1)"	468	269	110	141	119	121	25	215	110	134	110	132	142	110	99	5	130	98
"VT"	2010	"WINDSOR"	"Pomfret (Windsor 6-1)"	737	477	114	348	139	313	18	363	265	172	253	177	180	284	240	12	316	112
"VT"	2010	"WINDSOR"	"Reading (Windsor 5)"	534	357	82	248	95	223	23	289	185	120	170	120	143	186	157	16	199	90
"VT"	2010	"WINDSOR"	"Rochester (Windsor-Rutland 2)"	891	581	137	400	143	381	78	452	311	223	254	242	222	335	291	20	311	137
"VT"	2010	"WINDSOR"	"Royalton (Windsor-Orange 1)"	1977	1141	326	718	335	698	107	891	531	453	416	536	539	513	475	32	588	294
"VT"	2010	"WINDSOR"	"Sharon (Windsor-Orange 2)"	1042	537	133	370	157	351	34	440	296	190	263	227	222	304	261	8	321	130
"VT"	2010	"WINDSOR"	"Springfield (Windsor 1-1)"	78	40	15	20	18	21	1	37	18	22	14	24	24	14	14	0	17	20
"VT"	2010	"WINDSOR"	"Springfield (Windsor 1-2)"	6558	2897	977	1709	932	1641	150	2427	1308	1292	1261	1313	1370	1329	1120	95	1507	956
"VT"	2010	"WINDSOR"	"Stockbridge (Windsor-Rutland 2)"	503	333	101	215	104	201	26	276	163	142	141	147	149	173	148	12	180	88
"VT"	2010	"WINDSOR"	"Weathersfield (Windsor 2)"	2195	1069	362	642	392	589	68	929	465	515	431	511	535	479	406	25	528	395
"VT"	2010	"WINDSOR"	"West Windsor (Windsor 4)"	796	565	165	376	181	339	34	469	284	217	279	222	250	294	259	13	315	173
"VT"	2010	"WINDSOR"	"Weston (Windham-Bennington-Windsor 1)"	513	344	104	212	99	207	23	306	177	139	160	154	157	180	157	6	191	107
"VT"	2010	"WINDSOR"	"Windsor (Windsor 3)"	3022	1089	271	756	305	706	88	898	619	367	554	392	431	597	517	44	659	283
"VT"	2010	"WINDSOR"	"Woodstock (Windsor 5)"	2925	1542	365	1098	447	992	72	1217	789	584	781	579	603	884	698	33	920	404
