state	year	county	precinct	g2008_REG_tv	g2008_USS_rv	g2008_USS_dv	g2008_USS_tv	g2008_USP_rv	g2008_USP_dv	g2008_USP_tv	cd	g2008_USH_rv	g2008_USH_dv	g2008_USH_tv	cd2	g2008_USH_rv2	g2008_USH_dv2	g2008_USH_tv2
"SC"	2008	"Abbeville"	"Abbeville  No. 1"	1979	717	282	999	716	293	1015	3	708	296	1004				
"SC"	2008	"Abbeville"	"Abbeville No. 2"	1709	356	366	722	337	401	741	3	344	373	717				
"SC"	2008	"Abbeville"	"Abbeville No. 3"	1189	282	251	534	281	246	540	3	276	247	524				
"SC"	2008	"Abbeville"	"Abbeville No. 4"	752	265	161	426	286	137	430	3	280	144	424				
"SC"	2008	"Abbeville"	"Absentee"	0	1067	1565	2634	1068	1606	2700	3	1077	1551	2629				
"SC"	2008	"Abbeville"	"Antreville"	948	412	175	587	429	160	598	3	418	165	583				
"SC"	2008	"Abbeville"	"Broadmouth"	375	169	79	248	176	72	252	3	159	86	245				
"SC"	2008	"Abbeville"	"Calhoun Falls"	1634	444	579	1023	420	627	1063	3	421	586	1007				
"SC"	2008	"Abbeville"	"Cold Springs"	666	324	107	432	338	94	441	3	330	100	431				
"SC"	2008	"Abbeville"	"Donalds"	440	221	76	299	233	65	304	3	214	86	301				
"SC"	2008	"Abbeville"	"Due West"	1252	500	289	789	478	310	803	3	471	313	784				
"SC"	2008	"Abbeville"	"Emergency"	0	12	7	19	13	6	19	3	10	9	19				
"SC"	2008	"Abbeville"	"Failsafe"	0	35	46	81	32	51	84	3	32	48	80				
"SC"	2008	"Abbeville"	"Failsafe Provisional"	0	26	1	27	27	1	28	3	25	2	27				
"SC"	2008	"Abbeville"	"Halls Store"	579	298	152	450	295	154	454	3	284	163	447				
"SC"	2008	"Abbeville"	"Keowee"	814	398	159	557	424	140	570	3	398	152	550				
"SC"	2008	"Abbeville"	"Lebanon"	668	294	120	415	294	111	410	3	289	117	406				
"SC"	2008	"Abbeville"	"Lowndesville"	883	406	143	549	417	119	549	3	398	145	543				
"SC"	2008	"Abbeville"	"Provisional"	0	0	0	0	0	0	0	3	0	0	0				
"SC"	2008	"Aiken"	"Absentee"	0	7769	5995	13799	7785	6295	14194	3	6636	4864	11507	2	1216	995	2212
"SC"	2008	"Aiken"	"Aiken No. 1"	1214	482	159	642	470	182	656	3	493	152	646				
"SC"	2008	"Aiken"	"Aiken No. 2"	1180	146	369	515	129	397	533	3	140	373	514				
"SC"	2008	"Aiken"	"Aiken No. 3"	1415	143	507	653	119	552	681	3	133	518	652				
"SC"	2008	"Aiken"	"Aiken No. 4"	701	32	296	328	25	312	341	2	26	292	318	3	0	6	6
"SC"	2008	"Aiken"	"Aiken No. 47"	1101	457	160	618	418	197	627	3	441	180	622				
"SC"	2008	"Aiken"	"Aiken No. 5"	1148	287	302	590	264	331	605	2	183	277	460	3	91	40	131
"SC"	2008	"Aiken"	"Aiken No. 6"	1276	550	158	711	502	210	723	3	446	152	598	2	83	22	105
"SC"	2008	"Aiken"	"Anderson Pond 69"	1125	539	123	662	519	141	665	3	541	123	664				
"SC"	2008	"Aiken"	"Ascauga Lake 63"	2101	895	333	1231	888	359	1254	3	882	337	1221				
"SC"	2008	"Aiken"	"Bath No. 7"	775	227	225	453	223	236	469	3	220	229	449				
"SC"	2008	"Aiken"	"Beech Island 8"	1353	375	419	798	360	468	837	3	359	435	794				
"SC"	2008	"Aiken"	"Belvedere No 44"	1203	466	249	715	455	268	729	3	442	259	701				
"SC"	2008	"Aiken"	"Belvedere No. 62"	1076	309	280	592	287	322	613	3	287	306	593				
"SC"	2008	"Aiken"	"Belvedere No. 9"	1580	490	351	841	467	378	848	3	463	373	836				
"SC"	2008	"Aiken"	"Breezy Hill 50"	1324	609	255	867	635	245	887	3	613	246	859				
"SC"	2008	"Aiken"	"Carolina Hts 10"	1002	194	338	532	167	377	554	3	179	357	537				
"SC"	2008	"Aiken"	"Cedar Creek No. 64"	2796	1198	417	1617	1173	487	1670	2	1175	426	1602				
"SC"	2008	"Aiken"	"China Sprgs 11"	1422	235	523	760	227	558	797	3	227	525	754				
"SC"	2008	"Aiken"	"Clearwater 12"	654	225	168	394	208	188	398	3	202	185	387				
"SC"	2008	"Aiken"	"College Acres 13"	1635	660	246	909	651	264	925	2	407	172	580	3	240	80	320
"SC"	2008	"Aiken"	"Couchton No. 56"	1232	469	272	743	477	283	769	2	469	267	739				
"SC"	2008	"Aiken"	"Emergency"	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0
"SC"	2008	"Aiken"	"Eureka No. 14"	1140	537	238	776	531	255	791	3	524	236	761				
"SC"	2008	"Aiken"	"Failsafe"	0	65	76	141	58	83	144	3	50	61	111	2	18	9	27
"SC"	2008	"Aiken"	"Failsafe Provisional"	0	158	84	242	136	106	248	3	102	76	178	2	31	25	56
"SC"	2008	"Aiken"	"Fox Creek No. 58"	1579	729	203	934	718	229	956	3	725	202	930				
"SC"	2008	"Aiken"	"Fox Creek No. 73"	763	486	75	561	486	78	570	3	492	66	558				
"SC"	2008	"Aiken"	"Gem Lakes No. 60"	2444	1236	327	1569	1188	368	1585	3	1245	308	1554				
"SC"	2008	"Aiken"	"Gloverville 15"	872	439	129	569	447	145	596	3	426	135	562				
"SC"	2008	"Aiken"	"Graniteville 16"	1052	384	242	627	372	252	634	3	381	236	617				
"SC"	2008	"Aiken"	"Hammond No. 48"	1641	630	326	958	642	337	990	3	622	335	957				
"SC"	2008	"Aiken"	"Hitchcock No. 66"	1041	457	127	584	431	157	597	3	448	134	582				
"SC"	2008	"Aiken"	"Hollow Creek 53"	2872	1215	362	1579	1194	401	1612	3	1206	370	1576				
"SC"	2008	"Aiken"	"Jackson No. 17"	1429	688	203	892	704	192	916	3	687	203	890				
"SC"	2008	"Aiken"	"Langley No. 18"	1113	501	162	663	507	166	684	3	459	186	645				
"SC"	2008	"Aiken"	"Levels No. 52"	1872	632	337	973	596	382	997	3	608	355	963				
"SC"	2008	"Aiken"	"Levels No. 72"	761	331	161	493	295	195	495	2	315	173	488				
"SC"	2008	"Aiken"	"Lynwood No. 19"	815	338	149	488	361	132	499	3	329	150	480				
"SC"	2008	"Aiken"	"Mid Valley No. 51"	1500	716	261	978	712	273	993	3	710	256	966				
"SC"	2008	"Aiken"	"Mid Valley No. 71"	778	351	97	448	335	120	458	3	328	115	443				
"SC"	2008	"Aiken"	"Millbrook No. 20"	1836	732	259	992	705	301	1021	3	739	263	1003				
"SC"	2008	"Aiken"	"Misty Lakes No 45"	1392	542	298	840	528	321	856	3	511	311	822				
"SC"	2008	"Aiken"	"Monetta No. 21"	916	348	302	651	331	329	665	3	330	319	649				
"SC"	2008	"Aiken"	"Montmorenci 22"	1930	795	340	1136	773	367	1158	2	788	336	1124				
"SC"	2008	"Aiken"	"N Augusta No. 25"	1271	478	245	728	477	253	741	3	466	255	722				
"SC"	2008	"Aiken"	"N Augusta No. 26"	1688	656	289	954	634	317	967	3	647	294	943				
"SC"	2008	"Aiken"	"N Augusta No. 27"	1493	851	135	995	868	121	1005	3	865	127	994				
"SC"	2008	"Aiken"	"N Augusta No. 28"	1111	602	116	724	608	121	735	3	611	112	723				
"SC"	2008	"Aiken"	"N Augusta No. 29"	1000	398	161	563	392	168	574	3	398	164	562				
"SC"	2008	"Aiken"	"N Augusta No. 54"	1010	269	295	565	280	297	583	3	278	285	564				
"SC"	2008	"Aiken"	"N Augusta No. 55"	968	458	127	586	453	135	599	3	450	132	582				
"SC"	2008	"Aiken"	"N Augusta No. 67"	1018	537	114	657	545	116	667	3	556	101	657				
"SC"	2008	"Aiken"	"N Augusta No. 68"	1184	652	124	777	646	140	792	3	637	135	774				
"SC"	2008	"Aiken"	"New Ellenton 23"	1323	428	439	869	444	440	898	3	429	436	867				
"SC"	2008	"Aiken"	"New Holland 24"	619	333	113	447	330	112	448	2	321	121	443				
"SC"	2008	"Aiken"	"Oak Grove No. 30"	688	330	123	453	334	116	457	2	240	77	317	3	72	62	134
"SC"	2008	"Aiken"	"Perry No. 31"	637	284	161	445	291	158	453	2	269	174	444				
"SC"	2008	"Aiken"	"Pine Forest 59"	1065	509	141	652	528	136	672	3	498	147	645				
"SC"	2008	"Aiken"	"Provisional"	0	8	12	20	7	13	20	3	3	11	14	2	4	2	6
"SC"	2008	"Aiken"	"Redds Branch 57"	919	365	165	530	369	168	542	2	304	115	420	3	63	45	108
"SC"	2008	"Aiken"	"Salley No. 32"	577	175	233	408	171	240	418	2	161	245	406				
"SC"	2008	"Aiken"	"Sandstone No. 70"	1789	689	265	957	658	305	982	3	670	276	946				
"SC"	2008	"Aiken"	"Shaws Fork 33"	526	253	120	373	250	129	386	2	248	120	368				
"SC"	2008	"Aiken"	"Shiloh No. 34"	1463	675	273	951	656	292	969	3	461	226	687	2	195	63	258
"SC"	2008	"Aiken"	"Silver Bluff 61"	1526	335	530	867	304	558	872	3	309	553	862				
"SC"	2008	"Aiken"	"Six Points 35"	1463	477	215	692	445	245	698	3	470	221	691				
"SC"	2008	"Aiken"	"Six Points 46"	1300	74	504	578	46	550	605	3	70	506	576				
"SC"	2008	"Aiken"	"Sleepy Hollow 65"	1605	861	221	1084	805	284	1107	3	870	215	1085				
"SC"	2008	"Aiken"	"Tabernacle 36"	492	138	168	306	148	163	315	2	145	158	303				
"SC"	2008	"Aiken"	"Talatha No. 37"	1208	414	312	727	414	322	742	3	370	288	660	2	37	27	64
"SC"	2008	"Aiken"	"Vaucluse No. 38"	586	249	105	358	255	115	377	3	255	105	360				
"SC"	2008	"Aiken"	"Wagener No. 39"	1613	569	476	1045	545	508	1070	2	510	531	1041				
"SC"	2008	"Aiken"	"Ward No. 40"	1204	451	331	782	463	330	803	3	437	335	772				
"SC"	2008	"Aiken"	"Warrenville 41"	1293	651	189	842	664	184	859	3	634	194	830				
"SC"	2008	"Aiken"	"White Pond 42"	639	200	220	420	183	237	427	2	188	229	418				
"SC"	2008	"Aiken"	"Willow Sprgs 49"	1200	535	175	711	543	173	723	3	527	164	691				
"SC"	2008	"Aiken"	"Windsor No. 43"	1717	584	412	999	594	416	1024	2	574	409	984				
"SC"	2008	"Allendale"	"Absentee"	0	345	991	1336	312	1081	1411	2	346	976	1324				
"SC"	2008	"Allendale"	"Allendale No.1"	1394	113	315	428	95	345	447	2	111	310	421				
"SC"	2008	"Allendale"	"Allendale No.2"	1419	20	370	390	5	408	419	2	14	376	390				
"SC"	2008	"Allendale"	"Emergency"	6901	5	2	7	5	6	11	2	4	3	7				
"SC"	2008	"Allendale"	"Failsafe"	0	1	7	8	4	6	10	2	1	7	8				
"SC"	2008	"Allendale"	"Failsafe Provisional"	0	0	0	0	0	0	0	2	0	0	0				
"SC"	2008	"Allendale"	"Fairfax No.1"	537	62	129	191	55	143	201	2	56	138	194				
"SC"	2008	"Allendale"	"Fairfax No.2"	1503	119	443	564	106	473	583	2	115	448	563				
"SC"	2008	"Allendale"	"Martin"	488	57	156	213	50	165	220	2	48	163	211				
"SC"	2008	"Allendale"	"Provisional"	0	1	5	6	2	4	6	2	1	5	6				
"SC"	2008	"Allendale"	"Sycamore"	460	122	127	249	123	128	256	2	120	124	244				
"SC"	2008	"Allendale"	"Ulmer"	230	82	45	127	84	45	129	2	79	46	125				
"SC"	2008	"Allendale"	"Woods"	880	115	215	330	106	225	331	2	105	223	328				
"SC"	2008	"Anderson"	"Absentee"	0	4459	3983	8456	4347	4389	8822	3	4439	3957	8401				
"SC"	2008	"Anderson"	"Anderson 1/1"	1528	400	208	608	361	252	623	3	383	221	605				
"SC"	2008	"Anderson"	"Anderson 1/2"	1323	611	147	758	581	178	766	3	578	171	749				
"SC"	2008	"Anderson"	"Anderson 2/1"	1468	569	179	750	540	198	749	3	540	202	744				
"SC"	2008	"Anderson"	"Anderson 2/2"	2749	887	416	1303	855	471	1337	3	831	463	1295				
"SC"	2008	"Anderson"	"Anderson 3/1"	806	168	212	380	143	254	400	3	142	233	375				
"SC"	2008	"Anderson"	"Anderson 3/2"	2473	428	774	1204	367	854	1230	3	367	826	1193				
"SC"	2008	"Anderson"	"Anderson 4/1"	807	62	201	263	37	240	280	3	50	213	263				
"SC"	2008	"Anderson"	"Anderson 4/2"	780	61	278	339	28	327	360	3	32	303	335				
"SC"	2008	"Anderson"	"Anderson 5/A"	876	99	211	310	80	235	317	3	81	221	302				
"SC"	2008	"Anderson"	"Anderson 5/B"	1494	193	404	597	136	493	633	3	143	445	588				
"SC"	2008	"Anderson"	"Anderson 6/1"	1829	646	303	953	607	353	977	3	603	347	952				
"SC"	2008	"Anderson"	"Anderson 6/2"	447	36	147	183	16	173	189	3	23	160	183				
"SC"	2008	"Anderson"	"Appleton Equinox"	730	169	128	298	159	140	302	3	157	138	296				
"SC"	2008	"Anderson"	"Barkers Creek - McAdams"	331	200	45	245	207	32	244	3	201	43	244				
"SC"	2008	"Anderson"	"Belton"	3642	1282	595	1880	1272	609	1909	3	1209	648	1858				
"SC"	2008	"Anderson"	"Bishop Branch"	1738	730	318	1049	734	313	1061	3	689	354	1043				
"SC"	2008	"Anderson"	"Bowling Green"	575	249	74	326	265	57	330	3	244	75	320				
"SC"	2008	"Anderson"	"Broadview"	643	140	200	341	109	234	348	3	105	229	335				
"SC"	2008	"Anderson"	"Broadway"	1281	404	295	700	406	299	716	3	389	307	696				
"SC"	2008	"Anderson"	"Brushy Creek"	1963	966	271	1244	1043	199	1264	3	988	249	1238				
"SC"	2008	"Anderson"	"Cedar Grove"	1292	559	222	782	604	173	789	3	567	200	767				
"SC"	2008	"Anderson"	"Center  Rock"	2055	933	363	1296	925	368	1313	3	890	388	1279				
"SC"	2008	"Anderson"	"Centerville Sta. A"	2728	1086	421	1511	1078	419	1530	3	1067	430	1498				
"SC"	2008	"Anderson"	"Centerville Sta. B"	2441	943	413	1362	925	442	1384	3	944	413	1357				
"SC"	2008	"Anderson"	"Chiquola Mill"	689	196	134	332	174	170	348	3	165	162	327				
"SC"	2008	"Anderson"	"Concrete"	2353	977	337	1318	1043	305	1356	3	988	333	1321				
"SC"	2008	"Anderson"	"Coxs Creek"	975	417	142	561	407	161	573	3	398	160	558				
"SC"	2008	"Anderson"	"Craytonville"	894	422	123	547	453	89	551	3	420	115	537				
"SC"	2008	"Anderson"	"Denver-Sandy Springs"	1399	619	202	823	633	188	833	3	587	225	812				
"SC"	2008	"Anderson"	"Edgewood Sta. A"	2044	632	326	959	609	375	991	3	575	372	947				
"SC"	2008	"Anderson"	"Edgewood Sta. B"	1750	818	237	1057	791	280	1082	3	791	265	1056				
"SC"	2008	"Anderson"	"Emergency"	0	0	0	0	0	0	0	3	0	0	0				
"SC"	2008	"Anderson"	"Failsafe"	0	122	100	222	111	119	231	3	112	107	219				
"SC"	2008	"Anderson"	"Failsafe Provisional"	0	61	23	84	58	27	85	3	56	24	80				
"SC"	2008	"Anderson"	"Five Forks"	1337	622	273	897	655	250	912	3	599	299	898				
"SC"	2008	"Anderson"	"Flat Rock"	1378	561	229	792	578	224	809	3	527	249	776				
"SC"	2008	"Anderson"	"Fork #1"	1200	500	210	712	517	205	726	3	496	210	707				
"SC"	2008	"Anderson"	"Fork #2"	1320	527	240	770	559	206	778	3	534	225	759				
"SC"	2008	"Anderson"	"Friendship"	969	461	156	619	468	138	623	3	453	160	613				
"SC"	2008	"Anderson"	"Gluck Mill"	375	94	99	196	97	103	201	3	92	98	190				
"SC"	2008	"Anderson"	"Green Pond Sta. A"	2370	1069	318	1387	1044	338	1400	3	1032	337	1370				
"SC"	2008	"Anderson"	"Grove School"	524	255	61	316	276	43	320	3	243	66	309				
"SC"	2008	"Anderson"	"Hall"	1294	420	223	645	420	222	656	3	405	224	629				
"SC"	2008	"Anderson"	"Hammond Annex"	1594	673	191	867	637	222	868	3	639	211	851				
"SC"	2008	"Anderson"	"Hammond School"	3052	1352	435	1791	1304	483	1811	3	1287	485	1774				
"SC"	2008	"Anderson"	"High Point"	529	270	78	348	291	55	352	3	270	74	344				
"SC"	2008	"Anderson"	"Homeland Park"	2608	612	586	1200	614	620	1251	3	559	620	1179				
"SC"	2008	"Anderson"	"Honea Path"	1417	634	231	865	649	213	875	3	601	253	855				
"SC"	2008	"Anderson"	"Hopewell"	4090	1947	467	2420	1911	519	2453	3	1912	490	2403				
"SC"	2008	"Anderson"	"Hunt Meadows"	2961	1328	416	1751	1424	341	1782	3	1327	425	1752				
"SC"	2008	"Anderson"	"Iva"	1592	584	225	810	622	183	825	3	571	236	807				
"SC"	2008	"Anderson"	"Jackson Mill"	824	343	107	450	360	91	459	3	335	105	440				
"SC"	2008	"Anderson"	"Lafrance"	850	335	166	501	345	145	505	3	322	173	495				
"SC"	2008	"Anderson"	"Lakeside"	2406	704	515	1223	695	530	1243	3	661	552	1215				
"SC"	2008	"Anderson"	"Melton"	551	243	91	335	234	104	340	3	234	101	335				
"SC"	2008	"Anderson"	"Mount Tabor"	2119	848	439	1289	848	436	1298	3	815	460	1275				
"SC"	2008	"Anderson"	"Mountain Creek"	1289	391	231	622	395	220	629	3	372	243	616				
"SC"	2008	"Anderson"	"Mt. Airy"	1800	928	308	1239	1029	216	1267	3	973	256	1229				
"SC"	2008	"Anderson"	"Neals Creek"	1704	566	329	896	549	348	913	3	540	348	888				
"SC"	2008	"Anderson"	"Pelzer"	737	297	120	420	325	86	420	3	316	98	414				
"SC"	2008	"Anderson"	"Pendleton"	3071	836	646	1485	710	812	1542	3	713	764	1478				
"SC"	2008	"Anderson"	"Piedmont"	799	339	123	470	367	102	474	3	357	111	468				
"SC"	2008	"Anderson"	"Piercetown"	1317	635	182	818	657	165	832	3	647	165	813				
"SC"	2008	"Anderson"	"Powdersville"	2467	1076	431	1518	1157	367	1550	3	1109	403	1512				
"SC"	2008	"Anderson"	"Provisional"	0	22	10	32	19	14	33	3	19	13	32				
"SC"	2008	"Anderson"	"Rock Mill"	1056	447	152	599	461	145	613	3	433	164	597				
"SC"	2008	"Anderson"	"Rock Springs"	769	309	138	449	324	134	461	3	306	140	446				
"SC"	2008	"Anderson"	"Shirleys Store"	725	352	116	468	344	119	468	3	332	128	460				
"SC"	2008	"Anderson"	"Simpsonville"	2074	904	346	1258	1004	264	1289	3	970	281	1253				
"SC"	2008	"Anderson"	"Starr"	709	361	115	477	380	98	483	3	369	106	475				
"SC"	2008	"Anderson"	"Three & Twenty"	1979	891	291	1185	977	203	1202	3	923	257	1180				
"SC"	2008	"Anderson"	"Toney Creek"	500	219	69	289	230	59	297	3	220	67	287				
"SC"	2008	"Anderson"	"Townville"	671	286	118	404	286	116	408	3	276	123	399				
"SC"	2008	"Anderson"	"Varennes"	1325	325	273	598	318	279	609	3	278	313	591				
"SC"	2008	"Anderson"	"West Pelzer"	1748	735	262	1001	812	188	1013	3	758	232	990				
"SC"	2008	"Anderson"	"West Savannah"	323	101	66	167	109	63	172	3	98	69	167				
"SC"	2008	"Anderson"	"White Plains"	2522	1105	420	1532	1193	339	1556	3	1125	395	1521				
"SC"	2008	"Anderson"	"Williamston"	2248	895	374	1272	951	327	1295	3	907	351	1259				
"SC"	2008	"Anderson"	"Williamston Mill"	2633	982	364	1347	1029	311	1363	3	994	344	1338				
"SC"	2008	"Anderson"	"Wrights School"	731	395	87	483	412	70	488	3	397	80	477				
"SC"	2008	"Bamberg"	"Absentee"	0	305	876	1182	290	935	1232	6	244	950	1194				
"SC"	2008	"Bamberg"	"Colston"	174	70	52	122	74	50	125	6	68	53	121				
"SC"	2008	"Bamberg"	"East Denmark"	1867	244	819	1065	187	889	1087	6	162	914	1077				
"SC"	2008	"Bamberg"	"Edisto"	261	124	59	183	126	63	191	6	113	67	181				
"SC"	2008	"Bamberg"	"Ehrhardt"	729	248	228	476	243	250	496	6	208	267	475				
"SC"	2008	"Bamberg"	"Emergency"	0	8	15	23	8	14	23	6	8	15	23				
"SC"	2008	"Bamberg"	"Failsafe"	0	14	23	37	9	28	38	6	10	27	37				
"SC"	2008	"Bamberg"	"Failsafe Provisional"	0	0	0	0	0	0	0	6	0	0	0				
"SC"	2008	"Bamberg"	"Govan"	162	45	74	119	43	75	120	6	36	84	120				
"SC"	2008	"Bamberg"	"Hightowers Mill"	74	27	23	50	25	26	52	6	21	29	50				
"SC"	2008	"Bamberg"	"Hunters Chapel"	188	61	80	141	56	89	149	6	63	81	144				
"SC"	2008	"Bamberg"	"Kearse"	99	68	13	81	69	13	82	6	64	15	79				
"SC"	2008	"Bamberg"	"Little Swamp"	121	67	16	83	71	11	85	6	57	23	80				
"SC"	2008	"Bamberg"	"North Bamberg"	1702	625	354	979	611	396	1016	6	517	461	981				
"SC"	2008	"Bamberg"	"Olar"	356	129	111	240	125	108	241	6	121	119	240				
"SC"	2008	"Bamberg"	"Provisional"	0	0	0	0	0	0	0	6	0	0	0				
"SC"	2008	"Bamberg"	"South Bamberg"	2004	317	770	1087	252	871	1138	6	230	861	1091				
"SC"	2008	"Bamberg"	"West Denmark"	1182	169	532	701	120	608	739	6	117	588	705				
"SC"	2008	"Barnwell"	"Absentee"	0	836	819	1656	811	871	1696	2	822	834	1656				
"SC"	2008	"Barnwell"	"Barnwell 1"	659	172	189	361	176	195	374	2	177	187	364				
"SC"	2008	"Barnwell"	"Barnwell 2"	1337	436	280	717	443	285	734	2	432	282	715				
"SC"	2008	"Barnwell"	"Barnwell 3"	1428	482	300	782	476	328	807	2	479	309	789				
"SC"	2008	"Barnwell"	"Barnwell 4"	1202	264	403	669	263	422	690	2	261	408	669				
"SC"	2008	"Barnwell"	"Blackville 1"	906	151	373	524	138	402	543	2	138	387	525				
"SC"	2008	"Barnwell"	"Blackville 2"	621	159	233	396	146	257	406	2	142	249	393				
"SC"	2008	"Barnwell"	"Elko"	504	169	182	351	168	184	358	2	169	184	353				
"SC"	2008	"Barnwell"	"Emergency"	0	0	0	0	0	0	0	2	0	0	0				
"SC"	2008	"Barnwell"	"Failsafe"	0	17	26	43	15	31	46	2	14	29	43				
"SC"	2008	"Barnwell"	"Failsafe Provisional"	0	0	0	0	0	0	0	2	0	0	0				
"SC"	2008	"Barnwell"	"Friendship"	507	316	54	370	330	45	375	2	321	49	370				
"SC"	2008	"Barnwell"	"Healing Springs"	764	63	389	453	47	410	464	2	54	395	450				
"SC"	2008	"Barnwell"	"Hilda"	748	414	104	518	431	88	526	2	425	92	517				
"SC"	2008	"Barnwell"	"Kline"	536	185	149	334	185	158	350	2	185	154	339				
"SC"	2008	"Barnwell"	"Provisional"	0	44	26	70	50	23	73	2	48	24	72				
"SC"	2008	"Barnwell"	"Snelling"	1029	324	303	627	305	330	643	2	316	313	629				
"SC"	2008	"Barnwell"	"Williston 1"	1268	286	506	792	255	572	842	2	274	518	794				
"SC"	2008	"Barnwell"	"Williston 2"	548	223	117	341	225	119	348	2	220	115	336				
"SC"	2008	"Barnwell"	"Williston 3"	779	309	204	513	305	211	523	2	302	208	510				
"SC"	2008	"Beaufort"	"Absentee"	0	8355	8998	17407	7657	10175	17955	2	8061	9363	17451				
"SC"	2008	"Beaufort"	"Beaufort 1"	948	101	221	324	87	243	336	2	88	236	324				
"SC"	2008	"Beaufort"	"Beaufort 2"	974	227	158	387	194	199	403	2	202	189	391				
"SC"	2008	"Beaufort"	"Beaufort 3"	1107	345	156	502	309	189	511	2	314	186	501				
"SC"	2008	"Beaufort"	"Belfair"	546	321	53	374	305	71	377	2	310	63	373				
"SC"	2008	"Beaufort"	"Bluffton 1A"	1089	363	297	660	328	343	682	2	339	316	655				
"SC"	2008	"Beaufort"	"Bluffton 1B"	790	344	152	497	339	158	505	2	346	150	496				
"SC"	2008	"Beaufort"	"Bluffton 1C"	1221	454	220	675	447	236	692	2	444	234	678				
"SC"	2008	"Beaufort"	"Bluffton 1D"	1258	353	345	700	350	363	723	2	354	339	693				
"SC"	2008	"Beaufort"	"Bluffton 2A"	1315	332	349	684	322	376	709	2	321	360	682				
"SC"	2008	"Beaufort"	"Bluffton 2B"	1608	566	403	972	548	459	1013	2	544	420	964				
"SC"	2008	"Beaufort"	"Bluffton 2C"	1488	630	283	915	622	306	936	2	613	300	914				
"SC"	2008	"Beaufort"	"Bluffton 3A"	1415	678	282	960	640	324	974	2	662	293	956				
"SC"	2008	"Beaufort"	"Bluffton 3B"	1593	616	235	852	613	249	869	2	597	255	852				
"SC"	2008	"Beaufort"	"Bluffton 4A"	1296	598	197	795	581	231	818	2	589	211	800				
"SC"	2008	"Beaufort"	"Bluffton 4B"	1265	559	202	761	533	241	778	2	538	224	762				
"SC"	2008	"Beaufort"	"Bluffton 4C"	1495	604	332	936	588	356	956	2	586	345	931				
"SC"	2008	"Beaufort"	"Bluffton 5"	1525	616	314	933	591	344	946	2	593	332	929				
"SC"	2008	"Beaufort"	"Burton 1A"	1274	388	191	579	381	203	592	2	372	204	576				
"SC"	2008	"Beaufort"	"Burton 1B"	1018	106	266	372	88	299	392	2	93	285	378				
"SC"	2008	"Beaufort"	"Burton 1C"	1700	395	315	711	351	382	738	2	368	338	707				
"SC"	2008	"Beaufort"	"Burton 2A"	1070	371	159	531	370	170	546	2	365	165	530				
"SC"	2008	"Beaufort"	"Burton 2B"	1198	315	192	508	309	207	523	2	293	220	513				
"SC"	2008	"Beaufort"	"Burton 2C"	1458	517	175	693	503	195	704	2	486	206	693				
"SC"	2008	"Beaufort"	"Burton 3"	495	80	93	173	72	105	179	2	73	98	171				
"SC"	2008	"Beaufort"	"Chechessee"	1803	810	288	1100	782	346	1135	2	793	308	1101				
"SC"	2008	"Beaufort"	"Dale Lobeco"	929	188	330	520	178	356	541	2	178	348	526				
"SC"	2008	"Beaufort"	"Daufuskie"	294	131	59	190	113	78	196	2	123	70	193				
"SC"	2008	"Beaufort"	"Emergency"	0	0	0	0	0	0	0	2	0	0	0				
"SC"	2008	"Beaufort"	"Failsafe"	0	215	208	423	218	223	443	2	208	218	426				
"SC"	2008	"Beaufort"	"Failsafe Provisional"	0	17	7	24	17	14	31	2	15	9	24				
"SC"	2008	"Beaufort"	"Hilton Head  2A"	1109	362	226	590	336	260	612	2	343	248	591				
"SC"	2008	"Beaufort"	"Hilton Head  3"	610	295	85	380	277	107	387	2	281	99	380				
"SC"	2008	"Beaufort"	"Hilton Head  7A"	730	283	105	388	267	124	392	2	274	109	383				
"SC"	2008	"Beaufort"	"Hilton Head 10"	1140	454	248	703	427	291	724	2	432	276	708				
"SC"	2008	"Beaufort"	"Hilton Head 11"	1060	447	154	601	417	195	618	2	424	178	602				
"SC"	2008	"Beaufort"	"Hilton Head 12"	725	265	127	392	245	146	400	2	257	140	397				
"SC"	2008	"Beaufort"	"Hilton Head 13"	790	217	152	370	211	174	386	2	202	162	364				
"SC"	2008	"Beaufort"	"Hilton Head 14"	843	367	95	462	331	130	464	2	340	117	457				
"SC"	2008	"Beaufort"	"Hilton Head 15A"	641	279	78	357	257	98	358	2	264	93	357				
"SC"	2008	"Beaufort"	"Hilton Head 15B"	721	302	102	404	263	147	412	2	278	125	403				
"SC"	2008	"Beaufort"	"Hilton Head 1A"	885	222	234	457	218	253	476	2	216	241	459				
"SC"	2008	"Beaufort"	"Hilton Head 1B"	958	249	205	455	227	241	470	2	242	215	457				
"SC"	2008	"Beaufort"	"Hilton Head 2B"	1051	193	276	469	169	321	497	2	174	295	469				
"SC"	2008	"Beaufort"	"Hilton Head 2C"	1205	653	153	810	623	190	815	2	643	167	811				
"SC"	2008	"Beaufort"	"Hilton Head 4A"	847	353	143	497	316	187	505	2	327	166	493				
"SC"	2008	"Beaufort"	"Hilton Head 4B"	1045	415	154	569	392	184	583	2	399	167	566				
"SC"	2008	"Beaufort"	"Hilton Head 4C"	943	384	196	581	351	224	586	2	360	222	582				
"SC"	2008	"Beaufort"	"Hilton Head 4D"	1125	526	192	720	493	236	734	2	504	213	718				
