state	year	county	precinct	g2008_REG_tv	g2008_USS_rv	g2008_USS_dv	g2008_USS_tv	g2008_USP_rv	g2008_USP_dv	g2008_USP_tv	cd	g2008_USH_rv	g2008_USH_dv	g2008_USH_tv	cd2	g2008_USH_rv2	g2008_USH_dv2	g2008_USH_tv2
"SC"	2008	"Greenville"	"Simpsonville 4"	1709	609	476	1090	659	444	1117	4	633	418	1093				
"SC"	2008	"Greenville"	"Simpsonville 5"	1094	379	347	734	371	379	758	4	375	331	733				
"SC"	2008	"Greenville"	"Simpsonville 6"	1810	760	464	1232	784	461	1259	4	771	407	1226				
"SC"	2008	"Greenville"	"Skyland"	1886	1036	301	1345	1175	171	1378	4	1087	207	1349				
"SC"	2008	"Greenville"	"Slater Marietta"	2352	1173	413	1597	1277	300	1614	4	1225	302	1594				
"SC"	2008	"Greenville"	"Southside"	2058	658	574	1237	627	630	1271	4	640	563	1237				
"SC"	2008	"Greenville"	"Spring Forest"	1826	621	429	1054	630	447	1098	4	611	398	1065				
"SC"	2008	"Greenville"	"Standing Springs"	2792	1114	734	1862	1173	707	1914	4	1137	658	1865				
"SC"	2008	"Greenville"	"Stone Valley"	1824	677	476	1161	718	439	1197	4	703	405	1162				
"SC"	2008	"Greenville"	"Stonehaven"	1589	792	313	1117	801	319	1136	4	816	261	1116				
"SC"	2008	"Greenville"	"Suber Mill"	1963	910	420	1339	974	379	1384	4	968	350	1349				
"SC"	2008	"Greenville"	"Sugar Creek"	2184	1173	389	1572	1195	388	1611	4	1195	337	1574				
"SC"	2008	"Greenville"	"Sulphur Springs"	1864	718	392	1117	810	308	1137	4	758	317	1120				
"SC"	2008	"Greenville"	"Sycamore"	1124	585	225	815	633	190	832	4	622	173	816				
"SC"	2008	"Greenville"	"Tanglewood"	2123	628	590	1225	661	573	1267	4	633	549	1221				
"SC"	2008	"Greenville"	"Taylors"	1942	616	607	1231	638	604	1269	4	644	550	1232				
"SC"	2008	"Greenville"	"Thornblade"	2445	1146	356	1511	1116	423	1558	4	1134	348	1515				
"SC"	2008	"Greenville"	"Tigerville"	1798	942	319	1268	1014	269	1307	4	1001	232	1281				
"SC"	2008	"Greenville"	"Timberlake"	2247	989	472	1473	1068	412	1509	4	1019	393	1477				
"SC"	2008	"Greenville"	"Trade"	1837	574	507	1084	608	485	1113	4	600	448	1082				
"SC"	2008	"Greenville"	"Travelers Rest"	2957	1342	609	1966	1408	570	2012	4	1418	496	1972				
"SC"	2008	"Greenville"	"Tubbs Mountain"	1549	767	327	1100	860	245	1122	4	815	240	1100				
"SC"	2008	"Greenville"	"Tyger River"	2705	1221	568	1796	1298	507	1834	4	1262	473	1787				
"SC"	2008	"Greenville"	"Wade Hampton"	1938	761	406	1182	860	318	1219	4	800	322	1189				
"SC"	2008	"Greenville"	"Walnut Springs"	1955	946	455	1418	1000	431	1463	4	975	399	1433				
"SC"	2008	"Greenville"	"Ware Place"	2757	1217	575	1799	1306	487	1835	4	1237	494	1792				
"SC"	2008	"Greenville"	"Welcome"	1845	452	590	1044	467	590	1083	4	463	552	1046				
"SC"	2008	"Greenville"	"Wellington"	1356	658	287	953	705	246	970	4	679	240	953				
"SC"	2008	"Greenville"	"Westcliffe"	1596	566	416	988	628	371	1013	4	593	367	986				
"SC"	2008	"Greenville"	"Westside"	1800	643	431	1076	686	389	1098	4	635	407	1076				
"SC"	2008	"Greenville"	"Woodmont"	1952	575	650	1228	553	684	1260	4	565	633	1231				
"SC"	2008	"Greenville"	"Woodruff Lakes"	2179	1038	453	1501	1078	431	1537	4	1068	382	1497				
"SC"	2008	"Greenwood"	"Absentee"	0	3932	3556	7500	3739	3842	7648	3	3891	3611	7515				
"SC"	2008	"Greenwood"	"Airport"	874	459	78	538	424	112	542	3	440	97	539				
"SC"	2008	"Greenwood"	"Bradley"	195	82	51	133	82	56	141	3	79	56	135				
"SC"	2008	"Greenwood"	"Callison"	745	321	124	445	313	138	454	3	303	132	435				
"SC"	2008	"Greenwood"	"Civic Center"	1067	254	304	558	227	349	583	3	239	311	550				
"SC"	2008	"Greenwood"	"Cokesbury"	982	266	290	559	237	333	575	3	239	311	550				
"SC"	2008	"Greenwood"	"Coronaca"	1186	572	137	711	565	154	726	3	549	156	705				
"SC"	2008	"Greenwood"	"Emerald"	1325	252	443	695	209	499	717	3	218	479	698				
"SC"	2008	"Greenwood"	"Emerald High"	1574	786	149	939	776	163	947	3	782	152	934				
"SC"	2008	"Greenwood"	"Emergency"	0	0	0	0	0	0	0	3	0	0	0				
"SC"	2008	"Greenwood"	"Epworth"	576	288	111	399	277	117	404	3	277	121	398				
"SC"	2008	"Greenwood"	"Failsafe"	0	115	114	230	99	131	232	3	103	124	227				
"SC"	2008	"Greenwood"	"Failsafe Provisional"	0	107	52	159	104	59	164	3	100	55	155				
"SC"	2008	"Greenwood"	"Georgetown"	799	312	134	447	278	170	450	3	295	151	447				
"SC"	2008	"Greenwood"	"Glendale 9"	1372	733	117	851	683	165	855	3	717	134	851				
"SC"	2008	"Greenwood"	"Greenwood 1"	827	79	268	347	50	332	386	3	64	279	343				
"SC"	2008	"Greenwood"	"Greenwood 2"	1041	55	404	459	24	444	477	3	35	418	453				
"SC"	2008	"Greenwood"	"Greenwood 3"	1142	377	212	593	345	250	605	3	348	243	594				
"SC"	2008	"Greenwood"	"Greenwood 4"	943	325	204	530	308	223	535	3	310	218	529				
"SC"	2008	"Greenwood"	"Greenwood 5"	701	89	189	280	62	228	297	3	70	203	273				
"SC"	2008	"Greenwood"	"Greenwood 6"	1323	337	319	657	319	363	689	3	323	328	652				
"SC"	2008	"Greenwood"	"Greenwood 7"	1104	227	303	530	174	367	549	3	196	331	528				
"SC"	2008	"Greenwood"	"Greenwood 8"	1429	347	307	654	316	340	661	3	320	324	645				
"SC"	2008	"Greenwood"	"Greenwood High"	888	320	130	450	304	143	455	3	312	131	444				
"SC"	2008	"Greenwood"	"Greenwood Mill"	720	261	88	349	251	101	355	3	259	89	348				
"SC"	2008	"Greenwood"	"Harris"	1479	582	210	792	564	230	803	3	559	221	780				
"SC"	2008	"Greenwood"	"Hodges"	1117	515	191	707	510	193	714	3	517	184	701				
"SC"	2008	"Greenwood"	"Laco"	1195	444	202	647	452	209	670	3	430	200	631				
"SC"	2008	"Greenwood"	"Liberty"	737	211	215	427	185	243	434	3	183	239	424				
"SC"	2008	"Greenwood"	"Lower Lake"	738	433	73	506	422	88	511	3	409	87	496				
"SC"	2008	"Greenwood"	"Maxwellton Pike"	749	362	63	425	364	59	433	3	358	61	419				
"SC"	2008	"Greenwood"	"Merrywood"	1225	481	191	672	461	210	680	3	474	190	664				
"SC"	2008	"Greenwood"	"New Castle"	766	373	106	480	380	105	490	3	375	104	479				
"SC"	2008	"Greenwood"	"New Market"	817	260	161	421	246	175	426	3	242	171	414				
"SC"	2008	"Greenwood"	"Ninety Six Depot"	750	249	216	465	239	231	476	3	241	218	459				
"SC"	2008	"Greenwood"	"Ninety Six Mill"	1357	645	204	850	641	217	869	3	617	220	837				
"SC"	2008	"Greenwood"	"Pinecrest"	833	347	127	476	319	157	479	3	339	134	473				
"SC"	2008	"Greenwood"	"Provisional"	0	91	64	155	87	70	157	3	92	64	156				
"SC"	2008	"Greenwood"	"Riley"	211	90	54	144	86	60	148	3	82	60	142				
"SC"	2008	"Greenwood"	"Rutherford Ford"	680	305	150	456	283	186	471	3	274	168	442				
"SC"	2008	"Greenwood"	"Sandridge"	557	288	89	378	300	76	381	3	287	85	372				
"SC"	2008	"Greenwood"	"Shoals Junction"	230	101	59	160	102	61	164	3	103	56	159				
"SC"	2008	"Greenwood"	"Stonewood"	1127	566	140	707	558	145	716	3	563	140	703				
"SC"	2008	"Greenwood"	"Troy"	125	48	36	84	52	30	83	3	48	34	82				
"SC"	2008	"Greenwood"	"Verdery"	1295	418	292	710	387	325	718	3	396	311	707				
"SC"	2008	"Greenwood"	"Ware Shoals"	616	206	177	384	191	199	397	3	184	195	380				
"SC"	2008	"Hampton"	"Absentee"	0	746	1827	2575	689	2013	2715	2	664	1925	2590				
"SC"	2008	"Hampton"	"Black Creek"	212	129	38	167	138	36	175	2	112	55	167				
"SC"	2008	"Hampton"	"Bonnett"	630	272	147	419	284	144	432	2	247	174	421				
"SC"	2008	"Hampton"	"Brunson"	672	188	182	370	183	188	376	2	152	217	369				
"SC"	2008	"Hampton"	"Crocketville-Miley"	472	155	103	258	148	116	269	2	135	127	262				
"SC"	2008	"Hampton"	"Cummings"	744	184	268	452	193	293	488	2	167	292	459				
"SC"	2008	"Hampton"	"Early Branch"	463	112	132	245	104	147	256	2	102	143	246				
"SC"	2008	"Hampton"	"Emergency"	0	0	0	0	0	0	0	2	0	0	0				
"SC"	2008	"Hampton"	"Estill"	2333	267	656	924	206	762	987	2	219	697	917				
"SC"	2008	"Hampton"	"Failsafe"	0	2	22	24	2	22	24	2	3	21	24				
"SC"	2008	"Hampton"	"Failsafe Provisional"	0	0	0	0	0	0	0	2	0	0	0				
"SC"	2008	"Hampton"	"Furman"	356	82	88	170	77	137	215	2	65	139	204				
"SC"	2008	"Hampton"	"Garnett"	141	14	76	90	11	86	97	2	12	80	92				
"SC"	2008	"Hampton"	"Gifford"	329	19	177	196	12	202	214	2	14	176	190				
"SC"	2008	"Hampton"	"Hampton #1"	1087	259	255	514	258	265	527	2	242	273	515				
"SC"	2008	"Hampton"	"Hampton Crthse #2"	1257	389	163	552	369	215	588	2	336	218	554				
"SC"	2008	"Hampton"	"Hopewell"	248	116	38	154	128	28	159	2	115	39	154				
"SC"	2008	"Hampton"	"Horse Gall"	74	49	7	56	46	10	58	2	41	15	56				
"SC"	2008	"Hampton"	"Provisional"	0	2	5	7	1	5	7	2	2	5	7				
"SC"	2008	"Hampton"	"Rivers Mill"	66	14	31	45	15	32	48	2	17	29	46				
"SC"	2008	"Hampton"	"Scotia"	383	58	148	206	42	175	223	2	52	156	208				
"SC"	2008	"Hampton"	"Varnville"	1786	357	512	870	343	561	915	2	323	556	879				
"SC"	2008	"Hampton"	"Yemassee"	994	195	350	546	190	379	577	2	180	369	549				
"SC"	2008	"Horry"	"Absentee"	0	7232	5131	12380	6931	5657	12710	1	6184	6234	12432				
"SC"	2008	"Horry"	"Adrian"	1316	653	219	873	643	231	882	1	580	293	874				
"SC"	2008	"Horry"	"Allsbrook"	479	279	60	339	268	73	346	1	243	92	335				
"SC"	2008	"Horry"	"Atlantic Beach"	313	9	84	93	2	103	107	1	5	92	97				
"SC"	2008	"Horry"	"Aynor"	1128	577	189	766	565	201	778	1	535	236	771				
"SC"	2008	"Horry"	"Bayboro"	840	367	195	563	375	200	580	1	350	215	565				
"SC"	2008	"Horry"	"Brooksville"	2205	865	591	1457	836	646	1507	1	715	755	1471				
"SC"	2008	"Horry"	"Brownway"	1007	519	120	639	530	110	645	1	481	158	641				
"SC"	2008	"Horry"	"Burgess #1"	2765	1246	494	1741	1171	594	1788	1	1065	684	1749				
"SC"	2008	"Horry"	"Burgess #2"	3434	1587	628	2221	1545	729	2298	1	1312	926	2242				
"SC"	2008	"Horry"	"Carolina Forest #1"	1955	857	418	1280	816	507	1338	1	749	540	1293				
"SC"	2008	"Horry"	"Carolina Forest #2"	1361	517	253	773	478	310	795	1	430	344	775				
"SC"	2008	"Horry"	"Cedar Grove"	630	336	76	412	335	77	418	1	307	107	414				
"SC"	2008	"Horry"	"Cherry Grove #1"	1208	509	202	711	486	236	738	1	435	278	713				
"SC"	2008	"Horry"	"Cherry Grove #2"	1317	693	229	922	642	294	946	1	567	362	930				
"SC"	2008	"Horry"	"Coastal Carolina"	1340	542	234	777	497	285	789	1	453	325	779				
"SC"	2008	"Horry"	"Coastal Lane #1"	965	90	438	528	63	509	577	1	64	473	537				
"SC"	2008	"Horry"	"Coastal Lane #2"	904	175	345	520	151	388	548	1	136	388	524				
"SC"	2008	"Horry"	"Cool Springs"	342	185	59	244	189	54	244	1	174	68	243				
"SC"	2008	"Horry"	"Crescent"	1292	505	261	767	488	286	790	1	424	344	768				
"SC"	2008	"Horry"	"Daisy"	872	424	154	578	421	160	593	1	386	192	579				
"SC"	2008	"Horry"	"Deerfield"	2079	1016	441	1460	973	500	1493	1	897	572	1470				
"SC"	2008	"Horry"	"Dogbluff"	739	410	59	470	423	53	477	1	362	110	473				
"SC"	2008	"Horry"	"Dogwood"	973	360	317	678	341	346	698	1	318	359	677				
"SC"	2008	"Horry"	"Dunes #1"	1589	871	177	1051	810	250	1068	1	762	298	1060				
"SC"	2008	"Horry"	"Dunes #2"	1338	551	202	754	515	235	761	1	481	274	756				
"SC"	2008	"Horry"	"Dunes #3"	888	390	176	566	353	218	581	1	342	233	575				
"SC"	2008	"Horry"	"East Conway"	1011	417	141	559	409	152	568	1	370	184	555				
"SC"	2008	"Horry"	"East Loris"	1980	862	494	1358	856	508	1379	1	776	587	1363				
"SC"	2008	"Horry"	"Ebenezer"	1149	544	221	765	543	235	791	1	475	292	767				
"SC"	2008	"Horry"	"Emerald Forest #1"	2375	955	507	1463	902	607	1523	1	804	678	1483				
"SC"	2008	"Horry"	"Emerald Forest #2"	1216	439	249	689	424	292	727	1	357	339	697				
"SC"	2008	"Horry"	"Emerald Forest #3"	1927	907	453	1362	861	523	1396	1	784	580	1364				
"SC"	2008	"Horry"	"Emergency"	0	321	173	497	311	197	512	1	263	233	498				
"SC"	2008	"Horry"	"Enterprise"	1640	752	369	1122	744	397	1154	1	662	476	1139				
"SC"	2008	"Horry"	"Failsafe"	0	108	75	183	108	74	186	1	98	87	185				
"SC"	2008	"Horry"	"Failsafe Provisional"	0	0	0	0	0	0	0	1	0	0	0				
"SC"	2008	"Horry"	"Floyds"	352	210	53	263	202	61	265	1	194	67	261				
"SC"	2008	"Horry"	"Forestbrook"	1825	816	394	1214	777	457	1258	1	676	555	1236				
"SC"	2008	"Horry"	"Four Mile"	1279	565	215	781	563	235	802	1	516	274	790				
"SC"	2008	"Horry"	"Galivants Ferry"	148	86	23	109	82	25	109	1	75	33	108				
"SC"	2008	"Horry"	"Garden City #1"	1622	682	323	1006	692	329	1034	1	599	417	1016				
"SC"	2008	"Horry"	"Garden City #2"	1127	622	143	765	610	165	785	1	577	199	776				
"SC"	2008	"Horry"	"Garden City #3"	1460	580	264	845	539	299	870	1	490	362	854				
"SC"	2008	"Horry"	"Garden City #4"	1211	450	251	701	438	270	724	1	398	314	712				
"SC"	2008	"Horry"	"Glenns Bay"	1790	741	401	1144	740	432	1183	1	634	527	1162				
"SC"	2008	"Horry"	"Green Sea"	747	311	191	504	318	184	506	1	279	221	502				
"SC"	2008	"Horry"	"Gurley"	205	89	50	139	90	51	142	1	86	55	141				
"SC"	2008	"Horry"	"Hickory Grove"	1116	548	156	706	539	177	724	1	511	194	705				
"SC"	2008	"Horry"	"Hickory Hill"	129	87	18	105	82	21	107	1	78	26	104				
"SC"	2008	"Horry"	"Homewood"	969	382	201	583	379	208	591	1	331	233	569				
"SC"	2008	"Horry"	"Horry"	768	478	63	543	480	61	549	1	431	93	525				
"SC"	2008	"Horry"	"Inland"	323	135	79	214	129	85	216	1	124	91	215				
"SC"	2008	"Horry"	"Jackson Bluff"	482	213	109	323	202	124	335	1	189	137	326				
"SC"	2008	"Horry"	"Jamestown"	2066	690	422	1112	658	474	1143	1	608	510	1119				
"SC"	2008	"Horry"	"Jernigans Cross Rd"	472	266	69	335	283	54	342	1	261	77	338				
"SC"	2008	"Horry"	"Jet Port #1"	1072	348	206	554	324	236	578	1	314	243	557				
"SC"	2008	"Horry"	"Jet Port #2"	1157	412	265	678	399	303	710	1	335	353	689				
"SC"	2008	"Horry"	"Jordanville"	407	261	37	299	262	38	301	1	243	54	298				
"SC"	2008	"Horry"	"Joyner Swamp"	283	166	38	206	166	41	208	1	152	52	204				
"SC"	2008	"Horry"	"Juniper Bay"	1209	621	144	765	617	161	787	1	569	200	769				
"SC"	2008	"Horry"	"Lake Park"	3906	1318	868	2190	1236	990	2252	1	1125	1071	2200				
"SC"	2008	"Horry"	"Leon"	897	216	404	620	184	471	667	1	183	439	622				
"SC"	2008	"Horry"	"Little River #1"	1290	588	226	815	556	253	821	1	524	293	817				
"SC"	2008	"Horry"	"Little River #2"	2019	846	400	1248	833	424	1281	1	710	545	1256				
"SC"	2008	"Horry"	"Little River #3"	1541	806	279	1085	766	332	1108	1	683	411	1094				
"SC"	2008	"Horry"	"Live Oak"	381	160	92	252	158	104	264	1	141	114	255				
"SC"	2008	"Horry"	"Maple"	914	489	163	652	474	178	659	1	426	222	648				
"SC"	2008	"Horry"	"Marlowe"	3946	1401	737	2143	1369	807	2204	1	1207	943	2151				
"SC"	2008	"Horry"	"Methodist Rehobeth"	367	264	24	288	267	22	292	1	253	38	291				
"SC"	2008	"Horry"	"Mill Swamp"	233	160	22	182	171	15	186	1	154	31	185				
"SC"	2008	"Horry"	"Mt. Olive"	298	131	74	205	128	79	212	1	131	78	209				
"SC"	2008	"Horry"	"Mt. Vernon"	453	252	57	309	275	39	318	1	256	54	311				
"SC"	2008	"Horry"	"Myrtle Trace"	1079	517	185	703	477	230	717	1	417	290	707				
"SC"	2008	"Horry"	"Myrtlewood #1"	1148	408	209	617	369	255	633	1	339	280	619				
"SC"	2008	"Horry"	"Myrtlewood #2"	1457	677	272	949	615	338	969	1	592	361	954				
"SC"	2008	"Horry"	"Myrtlewood #3"	1217	711	208	921	653	273	939	1	624	297	923				
"SC"	2008	"Horry"	"Nixons Cross Rd #1"	2783	1040	680	1721	987	775	1786	1	852	882	1734				
"SC"	2008	"Horry"	"Nixons Cross Rd #2"	1439	555	341	898	542	377	933	1	480	433	914				
"SC"	2008	"Horry"	"North Conway #1"	791	224	212	437	204	240	447	1	184	255	439				
"SC"	2008	"Horry"	"North Conway #2"	1001	489	129	621	473	138	621	1	415	203	620				
"SC"	2008	"Horry"	"Norton"	134	78	22	100	74	23	100	1	66	33	99				
"SC"	2008	"Horry"	"Ocean Drive #1"	1425	585	251	836	579	264	859	1	496	346	842				
"SC"	2008	"Horry"	"Ocean Drive #2"	2126	982	313	1295	945	362	1318	1	830	462	1293				
"SC"	2008	"Horry"	"Ocean Forest #1"	1142	571	183	755	526	231	767	1	494	268	762				
"SC"	2008	"Horry"	"Ocean Forest #2"	1242	605	180	786	567	229	808	1	522	271	793				
"SC"	2008	"Horry"	"Ocean Forest #3"	966	346	239	586	317	270	599	1	299	295	594				
"SC"	2008	"Horry"	"Palmetto Bays"	2198	965	423	1390	937	499	1453	1	825	598	1424				
"SC"	2008	"Horry"	"Pawleys Swamp"	418	194	47	241	196	47	247	1	171	66	237				
"SC"	2008	"Horry"	"Pleasant View"	208	111	39	150	112	41	153	1	86	63	149				
"SC"	2008	"Horry"	"Poplar Hill"	582	371	62	433	382	56	443	1	340	93	433				
"SC"	2008	"Horry"	"Port Harrelson"	688	42	460	502	19	495	520	1	32	474	506				
"SC"	2008	"Horry"	"Provisional"	0	8	1	9	7	2	9	1	5	4	9				
"SC"	2008	"Horry"	"Racepath #1"	942	173	296	470	159	314	476	1	147	323	472				
"SC"	2008	"Horry"	"Racepath #2"	1427	54	599	653	20	668	693	1	35	625	660				
"SC"	2008	"Horry"	"Red Bluff"	631	193	254	447	193	255	452	1	174	274	448				
"SC"	2008	"Horry"	"Red Hill #1"	891	316	159	475	298	179	486	1	282	192	474				
"SC"	2008	"Horry"	"Red Hill #2"	1769	705	378	1084	652	440	1102	1	583	494	1079				
"SC"	2008	"Horry"	"Salem"	1416	605	227	833	596	237	851	1	538	297	836				
"SC"	2008	"Horry"	"Sea Oats #1"	1641	471	336	807	467	357	832	1	406	419	825				
"SC"	2008	"Horry"	"Sea Oats #2"	1271	416	367	783	391	414	815	1	344	444	789				
"SC"	2008	"Horry"	"Sea Winds"	2311	960	545	1507	910	607	1534	1	817	680	1499				
"SC"	2008	"Horry"	"Shell"	712	408	115	523	420	105	531	1	392	132	524				
"SC"	2008	"Horry"	"Socastee #1"	2619	1116	520	1639	1056	601	1681	1	959	680	1640				
"SC"	2008	"Horry"	"Socastee #2"	1230	570	180	752	565	196	769	1	512	243	758				
"SC"	2008	"Horry"	"Socastee #3"	1754	892	342	1234	872	397	1280	1	768	485	1254				
"SC"	2008	"Horry"	"Socastee #4"	2721	1075	562	1638	1015	657	1697	1	887	754	1647				
"SC"	2008	"Horry"	"Spring Branch"	171	103	28	131	100	30	134	1	87	44	131				
"SC"	2008	"Horry"	"Surfside #1"	1860	805	364	1169	758	410	1189	1	688	485	1174				
"SC"	2008	"Horry"	"Surfside #2"	858	421	175	596	391	206	605	1	370	231	601				
"SC"	2008	"Horry"	"Surfside #3"	1429	631	278	912	606	313	935	1	543	375	920				
"SC"	2008	"Horry"	"Surfside #4"	1927	819	286	1107	781	349	1137	1	690	425	1117				
"SC"	2008	"Horry"	"Sweet Home"	651	212	258	470	209	276	486	1	192	285	477				
"SC"	2008	"Horry"	"Taylorsville"	317	188	37	225	195	29	225	1	180	45	225				
"SC"	2008	"Horry"	"Tilly Swamp"	609	308	77	385	298	92	394	1	271	114	385				
"SC"	2008	"Horry"	"Toddville"	871	392	181	576	384	205	593	1	351	230	582				
"SC"	2008	"Horry"	"Wampee"	1287	244	622	866	211	671	900	1	221	655	876				
"SC"	2008	"Horry"	"West Conway"	640	193	128	322	180	145	330	1	157	163	322				
"SC"	2008	"Horry"	"West Loris"	718	153	258	411	144	279	429	1	130	280	410				
"SC"	2008	"Horry"	"White Oak"	533	286	87	374	291	82	378	1	257	114	371				
"SC"	2008	"Horry"	"Wild Wing"	1696	729	316	1045	691	365	1070	1	604	439	1044				
"SC"	2008	"Horry"	"Windy Hill #1"	952	364	202	567	364	203	576	1	300	263	564				
"SC"	2008	"Horry"	"Windy Hill #2"	853	474	150	624	418	210	633	1	373	251	624				
"SC"	2008	"Jasper"	"Absentee"	0	560	1633	2194	568	1679	2263	2	533	1669	2203				
"SC"	2008	"Jasper"	"Coosawhatchie"	643	75	189	264	77	193	272	2	70	193	264				
"SC"	2008	"Jasper"	"Emergency"	0	0	0	0	0	0	0	2	0	0	0				
"SC"	2008	"Jasper"	"Failsafe"	0	0	0	0	0	0	0	2	0	0	0				
"SC"	2008	"Jasper"	"Failsafe Provisional"	0	0	0	0	0	0	0	2	0	0	0				
"SC"	2008	"Jasper"	"Gillisonville"	673	141	168	309	142	172	316	2	123	187	310				
"SC"	2008	"Jasper"	"Grahamville 1"	1152	330	214	546	338	217	566	2	311	237	548				
"SC"	2008	"Jasper"	"Grahamville 2"	2185	276	571	847	258	614	887	2	251	595	846				
"SC"	2008	"Jasper"	"Grays"	665	279	113	392	287	111	402	2	257	137	394				
"SC"	2008	"Jasper"	"Hardeeville 1"	1173	229	328	557	234	336	577	2	230	328	558				
"SC"	2008	"Jasper"	"Hardeeville 2"	908	157	273	430	158	277	440	2	159	268	428				
"SC"	2008	"Jasper"	"Levy"	1693	284	462	746	281	484	771	2	267	481	748				
"SC"	2008	"Jasper"	"Okatie"	468	89	174	263	86	181	270	2	87	175	262				
"SC"	2008	"Jasper"	"Pineland"	927	40	333	373	26	352	385	2	39	336	375				
"SC"	2008	"Jasper"	"Provisional"	0	2	122	124	2	122	124	2	4	120	124				
"SC"	2008	"Jasper"	"Ridgeland 1"	1185	310	112	422	316	110	435	2	294	129	423				
"SC"	2008	"Jasper"	"Ridgeland 2"	1075	215	162	377	212	176	393	2	198	182	380				
"SC"	2008	"Jasper"	"Ridgeland 3"	782	246	97	343	254	94	353	2	230	111	341				
"SC"	2008	"Jasper"	"Tillman"	916	134	252	386	126	271	400	2	121	266	387				
"SC"	2008	"Kershaw"	"Absentee"	0	2654	3097	5755	2479	3425	5948	5	1751	3954	5757				
"SC"	2008	"Kershaw"	"Airport"	1039	432	162	594	413	179	598	5	285	298	590				
"SC"	2008	"Kershaw"	"Antioch"	700	302	148	450	308	140	451	5	233	209	450				
"SC"	2008	"Kershaw"	"Bethune"	1097	429	294	724	402	343	752	5	255	450	720				
"SC"	2008	"Kershaw"	"Buffalo"	830	422	149	571	417	162	583	5	282	283	571				
"SC"	2008	"Kershaw"	"Camden No. 1"	1207	294	341	635	254	388	646	5	176	440	628				
"SC"	2008	"Kershaw"	"Camden No. 2"	363	124	48	172	107	65	172	5	67	100	168				
"SC"	2008	"Kershaw"	"Camden No. 3"	638	268	93	362	239	124	367	5	145	211	362				
"SC"	2008	"Kershaw"	"Camden No. 4"	991	388	140	528	335	196	535	5	202	324	529				
"SC"	2008	"Kershaw"	"Camden No. 5"	770	332	104	436	306	134	443	5	188	236	431				
"SC"	2008	"Kershaw"	"Camden No. 5-A"	571	122	150	272	110	169	284	5	64	205	272				
"SC"	2008	"Kershaw"	"Camden No. 6"	421	155	77	232	146	84	233	5	94	127	228				
"SC"	2008	"Kershaw"	"Cassatt"	1188	464	231	697	452	245	706	5	324	352	690				
"SC"	2008	"Kershaw"	"Charlotte Thompson"	1394	463	294	758	432	338	777	5	311	435	754				
"SC"	2008	"Kershaw"	"Dobys Mill"	1409	551	314	865	533	344	885	5	417	422	860				
"SC"	2008	"Kershaw"	"E Camden-Hermitage"	484	189	68	257	183	69	259	5	130	118	256				
"SC"	2008	"Kershaw"	"Elgin No. 1"	1313	645	204	851	627	234	865	5	503	316	838				
"SC"	2008	"Kershaw"	"Elgin No. 2"	1157	485	241	726	465	263	736	5	389	318	721				
"SC"	2008	"Kershaw"	"Elgin No. 3"	1798	752	327	1079	696	384	1093	5	604	446	1075				
"SC"	2008	"Kershaw"	"Elgin No. 4"	1528	626	294	922	611	323	943	5	498	398	912				
"SC"	2008	"Kershaw"	"Elgin No. 5"	944	462	163	627	458	178	638	5	375	237	622				
"SC"	2008	"Kershaw"	"Emergency"	0	82	52	134	68	68	137	5	52	78	134				
"SC"	2008	"Kershaw"	"Failsafe"	0	120	100	220	118	107	226	5	84	132	217				
"SC"	2008	"Kershaw"	"Failsafe Provisional"	0	65	35	100	65	41	106	5	48	51	99				
"SC"	2008	"Kershaw"	"Gates Ford"	275	143	36	179	147	31	184	5	103	73	179				
"SC"	2008	"Kershaw"	"Liberty Hill"	404	168	101	269	168	106	279	5	122	140	268				
"SC"	2008	"Kershaw"	"Lugoff No. 1"	1077	489	145	634	457	182	652	5	344	273	627				
"SC"	2008	"Kershaw"	"Lugoff No. 2"	1610	742	253	995	720	278	1012	5	554	414	988				
"SC"	2008	"Kershaw"	"Lugoff No. 3"	1228	568	177	745	548	211	766	5	417	305	738				
"SC"	2008	"Kershaw"	"Lugoff No. 4"	1032	534	103	638	513	130	649	5	402	226	637				
"SC"	2008	"Kershaw"	"Malvern Hill"	1269	469	259	728	442	295	747	5	308	405	726				
"SC"	2008	"Kershaw"	"Provisional"	0	4	3	7	5	2	7	5	5	2	7				
"SC"	2008	"Kershaw"	"Rabons X Roads"	1611	836	244	1082	795	286	1096	5	636	419	1071				
"SC"	2008	"Kershaw"	"Riverdale"	879	96	329	425	74	362	440	5	58	364	425				
"SC"	2008	"Kershaw"	"Salt Pond"	1079	531	199	731	512	229	755	5	427	287	724				
"SC"	2008	"Kershaw"	"Shaylors Hill"	789	284	183	468	256	206	475	5	187	277	472				
"SC"	2008	"Kershaw"	"Springdale"	1503	541	292	833	476	362	847	5	329	494	827				
"SC"	2008	"Kershaw"	"Westville"	1366	552	266	818	562	255	826	5	395	399	812				
"SC"	2008	"Kershaw"	"Whites Gardens"	1431	561	283	846	567	288	867	5	413	413	841				
"SC"	2008	"Lancaster"	"Absentee"	0	1989	2219	4210	1939	2369	4363	5	1310	2856	4219				
"SC"	2008	"Lancaster"	"Antioch"	758	283	170	454	305	154	469	5	170	278	455				
"SC"	2008	"Lancaster"	"Belair"	2296	856	339	1195	828	441	1277	5	691	471	1171				
