state	year	town	ward	precinct	cd	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv
"MA"	2008	"New Bedford"	"5"	"B"	4	674	116	841	676	173	875	670	145	851
"MA"	2008	"New Bedford"	"5"	"C"	4	546	87	702	564	168	748	567	106	705
"MA"	2008	"New Bedford"	"5"	"D"	4	783	129	977	748	236	1012	786	175	997
"MA"	2008	"New Bedford"	"5"	"E"	4	760	141	971	736	242	997	759	189	977
"MA"	2008	"New Bedford"	"5"	"F"	4	823	195	1091	784	317	1125	809	254	1104
"MA"	2008	"New Bedford"	"5"	"G"	4	862	229	1174	811	372	1218	847	295	1181
"MA"	2008	"New Bedford"	"6"	"A"	4	685	178	942	650	301	972	678	230	947
"MA"	2008	"New Bedford"	"6"	"B"	4	659	156	872	650	238	909	667	191	877
"MA"	2008	"New Bedford"	"6"	"C"	4	356	36	422	376	63	453	366	45	462
"MA"	2008	"New Bedford"	"6"	"D"	4	301	53	399	327	84	421	318	67	398
"MA"	2008	"New Bedford"	"6"	"E"	4	378	41	457	402	81	497	390	54	459
"MA"	2008	"New Bedford"	"6"	"F"	4	546	104	696	553	156	728	546	124	698
"MA"	2008	"New Bedford"	"6"	"G"	4	425	53	514	444	91	543	438	63	513
"MA"	2008	"New Braintree"		"1"	1	353	170	523	289	248	551	322	195	538
"MA"	2008	"New Marlborough"		"1"	1	605	209	814	601	213	831	602	173	813
"MA"	2008	"New Salem"		"1"	1	439	157	596	395	190	615	401	176	608
"MA"	2008	"Newbury"		"1"	6	1352	718	2073	1224	899	2174	1250	803	2124
"MA"	2008	"Newbury"		"2"	6	1225	819	2045	1102	984	2129	1120	904	2086
"MA"	2008	"Newburyport"	"1"	"1"	6	965	324	1289	947	367	1346	925	357	1315
"MA"	2008	"Newburyport"	"1"	"P"	6	284	155	439	275	176	459	264	174	451
"MA"	2008	"Newburyport"	"2"	"1"	6	1373	392	1770	1362	433	1839	1322	428	1800
"MA"	2008	"Newburyport"	"3"	"1"	6	1291	453	1750	1245	532	1822	1204	534	1793
"MA"	2008	"Newburyport"	"4"	"1"	6	1170	490	1660	1151	545	1727	1108	545	1686
"MA"	2008	"Newburyport"	"5"	"1"	6	1058	565	1625	946	695	1686	965	637	1649
"MA"	2008	"Newburyport"	"6"	"1"	6	1274	635	1910	1192	769	2000	1174	725	1944
"MA"	2008	"Newton"	"1"	"1"	4	846	240	1179	832	402	1274	858	314	1218
"MA"	2008	"Newton"	"1"	"2"	4	1063	214	1343	1120	268	1410	1082	243	1373
"MA"	2008	"Newton"	"1"	"3"	4	978	166	1198	1012	236	1271	977	213	1222
"MA"	2008	"Newton"	"1"	"4"	4	705	243	1024	668	411	1109	743	294	1069
"MA"	2008	"Newton"	"2"	"1"	4	1264	351	1723	1277	488	1800	1267	437	1747
"MA"	2008	"Newton"	"2"	"2"	4	1122	223	1408	1146	281	1456	1135	256	1426
"MA"	2008	"Newton"	"2"	"3"	4	1741	277	2078	1761	347	2140	1719	336	2093
"MA"	2008	"Newton"	"3"	"1"	4	992	305	1370	987	406	1432	1013	353	1399
"MA"	2008	"Newton"	"3"	"2"	4	1163	222	1431	1204	261	1484	1153	261	1441
"MA"	2008	"Newton"	"3"	"3"	4	966	279	1306	934	406	1372	954	333	1335
"MA"	2008	"Newton"	"3"	"4"	4	973	253	1290	953	385	1362	947	339	1317
"MA"	2008	"Newton"	"4"	"1"	4	994	287	1357	1010	385	1428	1023	322	1388
"MA"	2008	"Newton"	"4"	"2"	4	1104	171	1319	1095	234	1353	1096	205	1332
"MA"	2008	"Newton"	"4"	"3"	4	1016	234	1316	1062	296	1384	1043	260	1339
"MA"	2008	"Newton"	"4"	"4"	4	927	247	1250	888	405	1331	937	296	1284
"MA"	2008	"Newton"	"5"	"1"	4	863	225	1158	888	304	1224	904	244	1190
"MA"	2008	"Newton"	"5"	"2"	4	1326	206	1603	1383	267	1670	1333	252	1619
"MA"	2008	"Newton"	"5"	"3"	4	1252	227	1546	1280	305	1610	1257	266	1568
"MA"	2008	"Newton"	"5"	"4"	4	1267	221	1540	1306	248	1584	1262	250	1548
"MA"	2008	"Newton"	"6"	"1"	4	1412	278	1771	1424	399	1858	1428	322	1798
"MA"	2008	"Newton"	"6"	"2"	4	1194	206	1463	1220	270	1526	1215	243	1482
"MA"	2008	"Newton"	"6"	"3"	4	1321	157	1525	1350	193	1568	1305	211	1540
"MA"	2008	"Newton"	"6"	"4"	4	1354	235	1667	1375	312	1720	1349	293	1682
"MA"	2008	"Newton"	"7"	"1"	4	905	273	1230	897	349	1276	885	319	1244
"MA"	2008	"Newton"	"7"	"2"	4	1236	227	1529	1241	327	1597	1247	277	1557
"MA"	2008	"Newton"	"7"	"3"	4	507	103	632	508	138	658	496	129	635
"MA"	2008	"Newton"	"7"	"4"	4	723	186	945	741	248	1003	744	211	973
"MA"	2008	"Newton"	"8"	"1"	4	1127	320	1541	1059	509	1599	1109	402	1548
"MA"	2008	"Newton"	"8"	"2"	4	889	217	1172	791	416	1229	873	281	1177
"MA"	2008	"Newton"	"8"	"3"	4	1158	297	1519	1102	442	1568	1145	361	1536
"MA"	2008	"Newton"	"8"	"4"	4	869	222	1163	846	345	1212	895	254	1180
"MA"	2008	"Norfolk"		"1"	4	761	769	1598	737	896	1674	817	773	1635
"MA"	2008	"Norfolk"		"2"	4	810	704	1587	844	790	1670	889	675	1618
"MA"	2008	"Norfolk"		"3"	4	715	665	1443	686	786	1501	760	658	1455
"MA"	2008	"Norfolk"		"4"	4	235	231	492	241	251	511	242	235	493
"MA"	2008	"Northampton"	"1"	"A"	2	837		849	815	118	973	796	101	942
"MA"	2008	"Northampton"	"1"	"B"	2	1166		1173	1093	256	1376	1085	219	1351
"MA"	2008	"Northampton"	"2"	"A"	2	804		811	869	61	949	826	64	918
"MA"	2008	"Northampton"	"2"	"B"	2	716		721	750	39	817	727	52	801
"MA"	2008	"Northampton"	"3"	"A"	2	1052		1062	1066	131	1234	1022	114	1198
"MA"	2008	"Northampton"	"3"	"B"	2	1033		1043	1001	132	1187	1013	85	1161
"MA"	2008	"Northampton"	"4"	"A"	2	785		791	818	62	908	787	56	877
"MA"	2008	"Northampton"	"4"	"B"	2	1144		1155	1158	149	1336	1107	143	1301
"MA"	2008	"Northampton"	"5"	"A"	2	992		1001	968	159	1146	947	135	1116
"MA"	2008	"Northampton"	"5"	"B"	2	998		1006	962	182	1174	952	139	1137
"MA"	2008	"Northampton"	"6"	"A"	2	1042		1053	885	308	1218	898	251	1190
"MA"	2008	"Northampton"	"6"	"B"	2	1164		1179	1081	309	1420	1062	289	1395
"MA"	2008	"Northampton"	"7"	"A"	2	951		960	909	206	1150	883	173	1108
"MA"	2008	"Northampton"	"7"	"B"	2	1107		1112	1037	275	1337	1015	241	1320
"MA"	2008	"Northborough"		"1"	3	1557		1557	1130	815	1980	1136	774	1961
"MA"	2008	"Northborough"		"2"	3	1483		1483	1075	828	1949	1077	788	1919
"MA"	2008	"Northborough"		"3"	3	1540		1540	1159	855	2037	1125	812	1984
"MA"	2008	"Northborough"		"4"	3	1576		1576	1152	903	2086	1154	842	2068
"MA"	2008	"Northbridge"		"1"	2	1421		1431	997	935	1996	1055	803	1936
"MA"	2008	"Northbridge"		"2"	2	1408		1425	1017	1011	2079	1046	908	2034
"MA"	2008	"Northbridge"		"3"	2	950		959	660	626	1319	695	553	1298
"MA"	2008	"Northbridge"		"4"	2	1434		1455	951	1176	2185	968	1093	2126
"MA"	2008	"Northfield"		"1"	1	1304	389	1693	1228	463	1733	1239	410	1701
"MA"	2008	"Norton"		"1"	4	1045	686	1838	981	916	1944	1093	715	1873
"MA"	2008	"Norton"		"2"	4	1103	773	2017	1042	1010	2092	1162	824	2058
"MA"	2008	"Norton"		"3"	4	999	542	1658	937	757	1736	1013	602	1688
"MA"	2008	"Norton"		"4"	4	1066	720	1898	1009	955	1999	1141	757	1951
"MA"	2008	"Norton"		"5"	4	589	419	1079	573	556	1152	623	446	1118
"MA"	2008	"Norwell"		"1"	10	1501		1520	933	1025	1994	1071	836	1950
"MA"	2008	"Norwell"		"2"	10	1499		1540	994	1141	2175	1063	1020	2126
"MA"	2008	"Norwell"		"3"	10	1528		1557	1020	1097	2148	1066	1004	2109
"MA"	2008	"Norwood"		"1"	9	1275		1293	841	713	1602	974	527	1553
"MA"	2008	"Norwood"		"2"	9	1199		1213	916	606	1552	955	496	1487
"MA"	2008	"Norwood"		"3"	9	1177		1199	874	631	1539	948	515	1503
"MA"	2008	"Norwood"		"4"	9	1431		1449	1004	873	1923	1095	701	1856
"MA"	2008	"Norwood"		"5"	9	762		775	620	338	973	637	280	949
"MA"	2008	"Norwood"		"6"	9	1124		1138	804	589	1446	897	460	1411
"MA"	2008	"Norwood"		"7"	9	1297		1314	919	687	1650	1010	551	1612
"MA"	2008	"Norwood"		"8"	9	1389		1411	1063	662	1758	1140	519	1713
"MA"	2008	"Norwood"		"9"	9	1434		1451	903	934	1881	1068	705	1821
"MA"	2008	"Oak Bluffs"		"1"	10	2126		2133	1931	706	2679	1871	661	2598
"MA"	2008	"Oakham"		"1"	1	633	417	1050	520	562	1120	555	498	1099
"MA"	2008	"Orange"		"1"	1	1121	502	1623	929	694	1666	955	592	1643
"MA"	2008	"Orange"		"2"	1	1156	484	1640	974	672	1684	994	574	1659
"MA"	2008	"Orleans"		"1"	10	1729		1754	1330	962	2326	1223	1034	2293
"MA"	2008	"Orleans"		"2"	10	1651		1674	1347	908	2287	1253	951	2253
"MA"	2008	"Otis"		"1"	1	529	287	818	504	318	855	517	267	824
"MA"	2008	"Oxford"		"1"	2	1229		1234	834	840	1713	945	651	1664
"MA"	2008	"Oxford"		"2"	2	1148		1159	734	760	1543	872	563	1504
"MA"	2008	"Oxford"		"3"	2	1210		1220	870	754	1675	945	608	1627
"MA"	2008	"Oxford"		"4"	2	1091		1100	799	707	1551	876	569	1505
"MA"	2008	"Palmer"		"1"	2	1224		1224	833	649	1528	935	480	1501
"MA"	2008	"Palmer"		"2"	2	1274		1274	905	741	1687	947	591	1632
"MA"	2008	"Palmer"		"3"	2	996		996	711	511	1251	791	363	1224
"MA"	2008	"Palmer"		"4"	2	1122		1122	780	580	1413	877	433	1389
"MA"	2008	"Paxton"		"1"	3	1865		1893	1263	1194	2518	1383	1014	2458
"MA"	2008	"Peabody"	"1"	"1"	6	1163	334	1499	880	597	1526	986	478	1506
"MA"	2008	"Peabody"	"1"	"2"	6	1340	416	1758	968	826	1832	1151	595	1790
"MA"	2008	"Peabody"	"1"	"3"	6	1140	363	1504	853	674	1562	994	484	1523
"MA"	2008	"Peabody"	"2"	"1"	6	711	154	866	602	258	893	623	213	870
"MA"	2008	"Peabody"	"2"	"2"	6	734	180	916	612	319	956	663	243	929
"MA"	2008	"Peabody"	"2"	"3"	6	931	232	1166	671	511	1220	788	360	1182
"MA"	2008	"Peabody"	"3"	"1"	6	718	141	861	640	246	908	680	178	880
"MA"	2008	"Peabody"	"3"	"2"	6	965	191	1159	792	364	1200	864	268	1175
"MA"	2008	"Peabody"	"3"	"3"	6	982	281	1264	783	492	1307	859	379	1278
"MA"	2008	"Peabody"	"4"	"1"	6	1025	328	1354	813	556	1405	879	443	1367
"MA"	2008	"Peabody"	"4"	"2"	6	1008	307	1317	797	538	1361	869	422	1330
"MA"	2008	"Peabody"	"4"	"3"	6	1209	409	1618	979	672	1684	1075	538	1654
"MA"	2008	"Peabody"	"4"	"3A"	6	972	457	1429	866	600	1485	863	568	1444
"MA"	2008	"Peabody"	"5"	"1"	6	1071	335	1408	803	622	1457	924	472	1429
"MA"	2008	"Peabody"	"5"	"2"	6	959	313	1275	712	573	1328	801	453	1294
"MA"	2008	"Peabody"	"5"	"3"	6	1064	432	1497	822	703	1564	917	572	1524
"MA"	2008	"Peabody"	"6"	"1"	6	1010	435	1446	692	762	1489	844	581	1469
"MA"	2008	"Peabody"	"6"	"2"	6	1046	418	1465	771	727	1525	894	553	1490
"MA"	2008	"Peabody"	"6"	"3"	6	1024	452	1477	762	760	1548	859	603	1502
"MA"	2008	"Pelham"		"1"	1	781	91	875	753	125	895	753	99	875
"MA"	2008	"Pembroke"		"1"	10	1554		1580	1073	1048	2148	1139	915	2094
"MA"	2008	"Pembroke"		"2"	10	1326		1370	868	888	1792	950	752	1767
"MA"	2008	"Pembroke"		"3"	10	1413		1440	914	882	1842	1022	723	1812
"MA"	2008	"Pembroke"		"4"	10	1404		1443	974	950	1956	1082	793	1909
"MA"	2008	"Pembroke"		"5"	10	1281		1312	843	892	1779	937	744	1738
"MA"	2008	"Pepperell"		"1"	1	1044	891	1936	959	1097	2114	1007	985	2075
"MA"	2008	"Pepperell"		"2"	1	1094	894	1988	1053	1021	2136	1049	967	2104
"MA"	2008	"Pepperell"		"3"	1	1055	844	1899	1017	998	2064	1025	923	2029
"MA"	2008	"Peru"		"1"	1	338	114	452	305	148	465	318	111	459
"MA"	2008	"Petersham"		"1"	1	508	276	784	466	331	820	455	324	810
"MA"	2008	"Phillipston"		"1"	1	653	263	916	501	427	956	543	344	937
"MA"	2008	"Pittsfield"	"1"	"A"	1	1051	218	1270	1001	270	1316	1023	198	1273
"MA"	2008	"Pittsfield"	"1"	"B"	1	1361	299	1661	1310	359	1703	1322	294	1674
"MA"	2008	"Pittsfield"	"2"	"A"	1	597	90	687	576	117	716	590	80	698
"MA"	2008	"Pittsfield"	"2"	"B"	1	1202	248	1451	1125	305	1473	1158	229	1446
"MA"	2008	"Pittsfield"	"3"	"A"	1	1218	229	1447	1174	295	1504	1211	221	1461
"MA"	2008	"Pittsfield"	"3"	"B"	1	1470	307	1778	1405	377	1823	1427	301	1775
"MA"	2008	"Pittsfield"	"4"	"A"	1	1430	393	1823	1370	449	1860	1388	379	1818
"MA"	2008	"Pittsfield"	"4"	"B"	1	1477	488	1965	1464	512	2009	1447	475	1959
"MA"	2008	"Pittsfield"	"5"	"A"	1	1184	228	1412	1171	269	1467	1138	224	1425
"MA"	2008	"Pittsfield"	"5"	"B"	1	1069	224	1293	1005	319	1347	1036	210	1291
"MA"	2008	"Pittsfield"	"6"	"A"	1	1403	287	1690	1275	406	1724	1337	306	1686
"MA"	2008	"Pittsfield"	"6"	"B"	1	859	199	1058	831	232	1092	828	191	1060
"MA"	2008	"Pittsfield"	"7"	"A"	1	810	160	970	793	177	1003	770	152	973
"MA"	2008	"Pittsfield"	"7"	"B"	1	1256	256	1512	1165	317	1544	1194	242	1509
"MA"	2008	"Plainfield"		"1"	1	295	89	384	294	89	392	285	79	389
"MA"	2008	"Plainville"		"1"	3	1425		1450	967	917	1918	1063	751	1868
"MA"	2008	"Plainville"		"2"	3	1722		1745	1147	1119	2327	1304	881	2259
"MA"	2008	"Plymouth"		"1"	10	1193		1198	884	585	1511	953	481	1486
"MA"	2008	"Plymouth"		"10"	10	1100		1118	732	646	1411	821	514	1381
"MA"	2008	"Plymouth"		"11"	10	1668		1687	1120	1048	2202	1252	866	2160
"MA"	2008	"Plymouth"		"12"	10	1466		1497	988	1009	2034	1088	850	1986
"MA"	2008	"Plymouth"		"13"	10	1617		1635	1095	983	2118	1231	805	2073
"MA"	2008	"Plymouth"		"14"	10	2081		2133	1427	1433	2914	1494	1289	2862
"MA"	2008	"Plymouth"		"2"	10	1520		1544	1136	819	2006	1239	653	1954
"MA"	2008	"Plymouth"		"3"	10	1205		1223	948	607	1605	1009	508	1567
"MA"	2008	"Plymouth"		"4"	10	1454		1473	1089	834	1963	1146	701	1901
"MA"	2008	"Plymouth"		"5"	10	2129		2170	1544	1415	3002	1602	1290	2949
"MA"	2008	"Plymouth"		"6"	10	1473		1495	1062	859	1968	1143	750	1938
"MA"	2008	"Plymouth"		"7"	10	1486		1519	1028	900	1961	1110	767	1933
"MA"	2008	"Plymouth"		"8"	10	1750		1774	1258	1112	2404	1292	1014	2356
"MA"	2008	"Plymouth"		"9"	10	1328		1353	869	889	1801	939	777	1771
"MA"	2008	"Plympton"		"1"	10	1228		1236	787	884	1705	845	750	1659
"MA"	2008	"Princeton"		"1"	3	1582		1635	1138	1008	2213	1145	930	2149
"MA"	2008	"Provincetown"		"1"	10	2118		2123	2067	256	2357	2002	247	2333
"MA"	2008	"Quincy"	"1"	"1"	10	1111		1137	739	673	1440	837	538	1406
"MA"	2008	"Quincy"	"1"	"2"	10	638		647	507	272	807	560	173	761
"MA"	2008	"Quincy"	"1"	"3"	10	816		832	635	369	1033	674	275	988
"MA"	2008	"Quincy"	"1"	"4"	10	1314		1336	918	727	1688	1055	540	1639
"MA"	2008	"Quincy"	"1"	"5"	10	1332		1356	933	654	1637	1021	504	1585
"MA"	2008	"Quincy"	"2"	"1"	10	915		932	690	434	1152	771	306	1127
"MA"	2008	"Quincy"	"2"	"2"	10	1529		1550	1131	664	1849	1209	542	1807
"MA"	2008	"Quincy"	"2"	"3"	10	779		789	614	324	962	653	255	938
"MA"	2008	"Quincy"	"2"	"4"	10	905		920	688	397	1123	749	314	1093
"MA"	2008	"Quincy"	"2"	"5"	10	1144		1160	821	592	1443	940	423	1393
"MA"	2008	"Quincy"	"3"	"1"	10	1349		1368	1030	633	1705	1102	506	1649
"MA"	2008	"Quincy"	"3"	"2"	10	983		1004	774	461	1276	792	404	1237
"MA"	2008	"Quincy"	"3"	"3"	10	913		931	719	432	1189	756	353	1143
"MA"	2008	"Quincy"	"3"	"4"	10	1163		1184	788	671	1500	878	537	1450
"MA"	2008	"Quincy"	"3"	"5"	10	667		683	527	313	870	569	236	836
"MA"	2008	"Quincy"	"4"	"1"	10	1082		1099	832	531	1383	882	426	1352
"MA"	2008	"Quincy"	"4"	"2"	10	1056		1077	753	574	1358	839	448	1319
"MA"	2008	"Quincy"	"4"	"3"	10	1243		1264	838	733	1602	941	574	1555
"MA"	2008	"Quincy"	"4"	"4"	10	771		784	608	353	993	667	268	960
"MA"	2008	"Quincy"	"4"	"5"	10	786		801	628	364	1017	667	270	973
"MA"	2008	"Quincy"	"5"	"1"	10	1152		1172	892	544	1489	949	424	1432
"MA"	2008	"Quincy"	"5"	"2"	10	965		991	741	454	1235	799	342	1177
"MA"	2008	"Quincy"	"5"	"3"	10	939		955	745	418	1185	769	363	1164
"MA"	2008	"Quincy"	"5"	"4"	10	907		925	666	515	1205	696	447	1173
"MA"	2008	"Quincy"	"5"	"5"	10	1022		1053	698	595	1333	791	464	1298
"MA"	2008	"Quincy"	"6"	"1"	10	897		909	672	431	1139	735	338	1106
"MA"	2008	"Quincy"	"6"	"2"	10	768		782	597	360	983	659	247	938
"MA"	2008	"Quincy"	"6"	"3"	10	1478		1501	1034	780	1852	1107	637	1785
"MA"	2008	"Quincy"	"6"	"4"	10	947		958	712	419	1161	762	323	1122
"MA"	2008	"Quincy"	"6"	"5"	10	1414		1438	880	859	1777	972	715	1733
"MA"	2008	"Randolph"		"1"	9	1511		1525	1329	501	1877	1388	379	1824
"MA"	2008	"Randolph"		"2"	9	1325		1339	1288	342	1658	1294	281	1610
"MA"	2008	"Randolph"		"3"	9	1409		1419	1173	489	1701	1253	379	1661
"MA"	2008	"Randolph"		"4"	9	1449		1464	1323	491	1829	1368	368	1768
"MA"	2008	"Randolph"		"5"	9	1430		1442	1269	476	1775	1317	365	1722
"MA"	2008	"Randolph"		"6"	9	1466		1477	1172	556	1777	1244	454	1741
"MA"	2008	"Randolph"		"7"	9	1578		1586	1477	413	1921	1525	304	1870
"MA"	2008	"Randolph"		"8"	9	1656		1666	1393	543	1978	1435	440	1929
"MA"	2008	"Raynham"		"1"	4	1297	750	2199	1133	1135	2317	1310	869	2258
"MA"	2008	"Raynham"		"2"	4	1304	848	2324	1122	1259	2444	1325	992	2393
"MA"	2008	"Raynham"		"3"	4	1251	732	2152	1081	1130	2263	1259	879	2197
"MA"	2008	"Reading"		"1"	6	1126	551	1677	927	832	1784	1009	697	1744
"MA"	2008	"Reading"		"2"	6	1084	423	1508	939	658	1624	1004	537	1579
"MA"	2008	"Reading"		"3"	6	1040	441	1481	919	631	1577	961	523	1527
"MA"	2008	"Reading"		"4"	6	1159	536	1695	1021	754	1804	1082	653	1766
"MA"	2008	"Reading"		"5"	6	1039	454	1493	921	638	1586	947	554	1545
"MA"	2008	"Reading"		"6"	6	1240	548	1788	1089	792	1912	1125	696	1859
"MA"	2008	"Reading"		"7"	6	1134	498	1633	993	712	1737	1032	606	1680
"MA"	2008	"Reading"		"8"	6	1083	545	1628	885	814	1720	964	689	1684
"MA"	2008	"Rehoboth"		"1"	3	1396		1437	944	1018	2017	1058	809	1943
"MA"	2008	"Rehoboth"		"2"	3	1528		1528	1107	994	2155	1233	798	2101
"MA"	2008	"Rehoboth"		"3"	3	1494		1494	1096	933	2048	1223	696	2002
"MA"	2008	"Revere"	"1"	"1"	7	704	253	958	650	364	1049	742	239	1006
"MA"	2008	"Revere"	"1"	"2"	7	599	213	815	574	305	916	626	220	873
"MA"	2008	"Revere"	"1"	"3"	7	646	207	853	554	352	937	644	215	888
"MA"	2008	"Revere"	"2"	"1"	7	410	134	547	410	167	592	424	116	567
"MA"	2008	"Revere"	"2"	"2"	7	369	109	478	377	142	532	384	102	498
"MA"	2008	"Revere"	"2"	"3"	7	171	44	215	202	54	268	192	38	241
"MA"	2008	"Revere"	"2"	"3A"	7	87	29	116	81	43	129	92	25	120
"MA"	2008	"Revere"	"3"	"1"	7	592	200	793	504	337	869	577	234	834
"MA"	2008	"Revere"	"3"	"2"	7	560	175	735	525	285	833	572	180	775
"MA"	2008	"Revere"	"3"	"3"	7	597	216	813	519	340	892	593	220	848
"MA"	2008	"Revere"	"4"	"1"	7	701	246	948	590	419	1034	694	271	992
"MA"	2008	"Revere"	"4"	"2"	7	612	227	842	568	337	927	611	242	879
"MA"	2008	"Revere"	"4"	"3"	7	768	253	1022	624	477	1127	722	299	1069
"MA"	2008	"Revere"	"5"	"1"	7	576	245	822	483	382	882	544	282	849
"MA"	2008	"Revere"	"5"	"1A"	7	372	84	456	314	155	480	349	110	469
"MA"	2008	"Revere"	"5"	"2"	7	361	136	499	316	207	550	354	142	514
"MA"	2008	"Revere"	"5"	"2A"	7	295	79	375	271	128	412	305	75	391
"MA"	2008	"Revere"	"5"	"3"	7	624	212	837	532	345	897	615	227	867
"MA"	2008	"Revere"	"6"	"1"	7	676	257	936	533	495	1055	658	301	987
"MA"	2008	"Revere"	"6"	"2"	7	606	286	896	501	454	996	605	304	938
"MA"	2008	"Revere"	"6"	"3"	7	893	296	1191	813	454	1308	918	293	1250
"MA"	2008	"Richmond"		"1"	1	754	190	945	720	223	964	746	168	945
"MA"	2008	"Rochester"		"1"	4	1624	1159	2981	1467	1555	3098	1583	1334	3041
"MA"	2008	"Rockland"		"1"	10	1146		1165	760	658	1457	871	514	1433
"MA"	2008	"Rockland"		"2"	10	1325		1335	873	787	1720	1008	618	1677
"MA"	2008	"Rockland"		"3"	10	843		864	584	486	1111	639	398	1080
"MA"	2008	"Rockland"		"4"	10	978		999	645	588	1259	722	468	1238
"MA"	2008	"Rockland"		"5"	10	1168		1183	720	766	1525	872	568	1488
"MA"	2008	"Rockland"		"6"	10	1163		1192	736	750	1531	838	623	1506
"MA"	2008	"Rockport"		"1"	6	872	287	1160	808	359	1195	798	336	1169
"MA"	2008	"Rockport"		"2"	6	1183	366	1549	1093	484	1607	1079	431	1572
"MA"	2008	"Rockport"		"3"	6	1273	514	1788	1187	626	1851	1169	578	1816
"MA"	2008	"Rowe"		"1"	1	162	93	255	140	104	255	162	84	258
"MA"	2008	"Rowley"		"1"	6	1875	1426	3305	1681	1690	3436	1752	1517	3370
"MA"	2008	"Royalston"		"1"	1	287	112	399	248	160	420	243	135	411
"MA"	2008	"Royalston"		"2"	1	187	66	253	151	99	266	156	92	262
"MA"	2008	"Russell"		"1"	1	471	320	791	409	370	809	435	302	798
"MA"	2008	"Rutland"		"1"	3	1620		1620	1024	1053	2109	1072	935	2079
"MA"	2008	"Rutland"		"2"	3	1555		1555	1003	1028	2084	1060	917	2026
"MA"	2008	"S. Hadley"		"A"	2	1332		1332	1059	532	1619	1084	421	1576
"MA"	2008	"S. Hadley"		"B"	2	1681		1681	1323	729	2084	1333	643	2051
"MA"	2008	"S. Hadley"		"C"	2	1649		1649	1215	793	2041	1260	653	2010
"MA"	2008	"S. Hadley"		"D"	2	967		967	824	380	1224	793	357	1202
"MA"	2008	"S. Hadley"		"E"	2	1637		1637	1250	765	2060	1293	656	2044
"MA"	2008	"Salem"	"1"	"1"	6	1390	334	1725	1201	523	1776	1205	468	1732
"MA"	2008	"Salem"	"1"	"2"	6	645	40	685	642	75	727	632	55	702
"MA"	2008	"Salem"	"2"	"1"	6	1236	275	1512	1113	399	1565	1131	356	1539
"MA"	2008	"Salem"	"2"	"2"	6	1059	196	1255	964	281	1286	963	258	1260
"MA"	2008	"Salem"	"3"	"1"	6	1210	247	1457	1113	361	1520	1097	322	1478
"MA"	2008	"Salem"	"3"	"2"	6	1277	334	1611	1056	566	1666	1133	454	1626
"MA"	2008	"Salem"	"4"	"1"	6	1064	232	1296	868	445	1342	909	351	1303
"MA"	2008	"Salem"	"4"	"2"	6	1065	323	1388	810	594	1429	923	451	1404
"MA"	2008	"Salem"	"5"	"1"	6	993	199	1192	881	316	1226	886	277	1207
"MA"	2008	"Salem"	"5"	"2"	6	900	147	1047	804	259	1094	802	217	1062
"MA"	2008	"Salem"	"6"	"1"	6	1028	238	1267	858	412	1316	900	322	1271
"MA"	2008	"Salem"	"6"	"2"	6	1025	236	1266	845	432	1312	908	329	1283
"MA"	2008	"Salem"	"7"	"1"	6	978	207	1187	869	334	1237	890	265	1195
"MA"	2008	"Salem"	"7"	"2"	6	1322	344	1667	1056	604	1717	1161	475	1682
"MA"	2008	"Salisbury"		"1"	6	1329	705	2037	1136	937	2124	1227	769	2086
"MA"	2008	"Salisbury"		"2"	6	1350	647	1999	1134	886	2077	1255	704	2037
"MA"	2008	"Sandisfield"		"1"	1	298	130	429	274	144	444	301	105	434
"MA"	2008	"Sandwich"		"1"	10	1341		1355	1006	779	1810	1025	740	1792
"MA"	2008	"Sandwich"		"2"	10	1354		1387	1026	892	1956	975	905	1921
"MA"	2008	"Sandwich"		"3"	10	1341		1368	932	913	1873	900	899	1830
"MA"	2008	"Sandwich"		"4"	10	1353		1369	885	916	1830	913	854	1798
"MA"	2008	"Sandwich"		"5"	10	1234		1250	822	874	1721	840	797	1677
"MA"	2008	"Sandwich"		"6"	10	1141		1159	721	759	1500	747	699	1475
"MA"	2008	"Sandwich"		"7"	10	1175		1191	734	809	1573	745	755	1538
"MA"	2008	"Saugus"		"1"	6	868	369	1237	682	584	1301	777	466	1271
"MA"	2008	"Saugus"		"10"	6	861	259	1120	617	554	1207	763	371	1168
"MA"	2008	"Saugus"		"2"	6	847	293	1140	646	534	1213	742	404	1175
"MA"	2008	"Saugus"		"3"	6	859	329	1188	640	615	1283	763	450	1247
"MA"	2008	"Saugus"		"4"	6	974	459	1434	776	746	1549	870	592	1497
"MA"	2008	"Saugus"		"5"	6	989	439	1428	743	752	1523	859	586	1535
"MA"	2008	"Saugus"		"6"	6	850	319	1171	637	564	1230	728	434	1209
"MA"	2008	"Saugus"		"7"	6	893	400	1297	627	735	1391	764	544	1354
"MA"	2008	"Saugus"		"8"	6	941	305	1246	728	586	1351	826	451	1313
"MA"	2008	"Saugus"		"9"	6	886	367	1253	673	644	1342	760	502	1304
"MA"	2008	"Savoy"		"1"	1	305	78	383	274	111	402	279	73	388
"MA"	2008	"Scituate"		"1"	10	1464		1484	1045	910	1983	1054	834	1942
"MA"	2008	"Scituate"		"2"	10	1456		1471	974	986	1995	1021	885	1957
