state	year	town	ward	precinct	cd	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv
"MA"	2008	"Fall River"	"1"	"A"	3	975		980	907	360	1289	951	242	1243
"MA"	2008	"Fall River"	"1"	"B"	3	775		776	707	275	1006	729	198	958
"MA"	2008	"Fall River"	"1"	"C"	3	725		728	662	248	935	702	172	904
"MA"	2008	"Fall River"	"1"	"D"	3	852		856	787	284	1108	844	179	1065
"MA"	2008	"Fall River"	"2"	"A"	3	734		737	684	214	917	709	130	880
"MA"	2008	"Fall River"	"2"	"B"	3	724		732	673	200	893	705	126	870
"MA"	2008	"Fall River"	"2"	"C"	3	858		858	851	249	1121	858	155	1054
"MA"	2008	"Fall River"	"3"	"A"	3	997		998	879	315	1209	922	200	1169
"MA"	2008	"Fall River"	"3"	"B"	3	1051		1051	991	303	1327	1014	203	1276
"MA"	2008	"Fall River"	"3"	"C"	3	979		988	891	304	1223	899	222	1168
"MA"	2008	"Fall River"	"4"	"A"	3	776		784	758	237	1006	756	170	957
"MA"	2008	"Fall River"	"4"	"B"	3	674		675	649	164	831	656	102	792
"MA"	2008	"Fall River"	"4"	"C"	4	784	87	937	778	161	967	804	102	933
"MA"	2008	"Fall River"	"5"	"A"	3	532		534	522	102	645	531	69	626
"MA"	2008	"Fall River"	"5"	"B"	3	515		516	509	141	670	512	94	635
"MA"	2008	"Fall River"	"5"	"C"	4	573	70	691	587	115	719	595	67	685
"MA"	2008	"Fall River"	"6"	"A"	4	910	259	1259	918	389	1330	968	262	1269
"MA"	2008	"Fall River"	"6"	"B"	3	693		695	719	164	898	707	107	849
"MA"	2008	"Fall River"	"6"	"C"	3	810		813	718	291	1035	781	183	1008
"MA"	2008	"Fall River"	"7"	"A"	4	496	75	625	504	128	648	521	90	636
"MA"	2008	"Fall River"	"7"	"B"	4	576	158	802	546	253	821	583	172	797
"MA"	2008	"Fall River"	"7"	"C"	4	515	123	683	517	185	720	520	133	683
"MA"	2008	"Fall River"	"7"	"D"	4	619	109	795	628	174	818	638	117	787
"MA"	2008	"Fall River"	"8"	"A"	4	549	145	747	546	214	783	586	143	758
"MA"	2008	"Fall River"	"8"	"B"	4	849	300	1236	845	432	1304	880	316	1247
"MA"	2008	"Fall River"	"8"	"C"	4	905	223	1217	894	368	1286	921	265	1233
"MA"	2008	"Fall River"	"8"	"D"	3	676		676	649	250	915	655	177	856
"MA"	2008	"Fall River"	"9"	"A"	4	1315	440	1897	1320	651	2003	1338	508	1907
"MA"	2008	"Fall River"	"9"	"B"	4	896	237	1212	915	341	1289	913	266	1215
"MA"	2008	"Fall River"	"9"	"C"	4	1021	295	1422	1037	421	1486	1089	312	1439
"MA"	2008	"Falmouth"		"1"	10	1733		1754	1650	592	2268	1549	632	2224
"MA"	2008	"Falmouth"		"2"	10	1524		1549	1262	682	1996	1245	658	1958
"MA"	2008	"Falmouth"		"3"	10	1666		1691	1227	895	2172	1247	833	2129
"MA"	2008	"Falmouth"		"4"	10	1583		1617	1251	836	2123	1232	797	2081
"MA"	2008	"Falmouth"		"5"	10	1778		1816	1372	1040	2458	1326	1034	2413
"MA"	2008	"Falmouth"		"6"	10	1645		1673	1354	811	2199	1324	777	2145
"MA"	2008	"Falmouth"		"7"	10	1548		1577	1132	868	2047	1137	812	2003
"MA"	2008	"Falmouth"		"8"	10	1729		1777	1293	997	2327	1289	936	2278
"MA"	2008	"Falmouth"		"9"	10	1563		1592	1184	782	2009	1174	743	1973
"MA"	2008	"Fitchburg"	"1"	"A"	1	771	198	971	658	337	1021	731	240	1002
"MA"	2008	"Fitchburg"	"1"	"B"	1	869	280	1150	746	441	1217	790	349	1185
"MA"	2008	"Fitchburg"	"2"	"A"	1	616	177	795	532	278	828	567	215	812
"MA"	2008	"Fitchburg"	"2"	"B"	1	828	250	1079	693	405	1136	742	323	1104
"MA"	2008	"Fitchburg"	"3"	"A"	1	1480	561	2041	1194	886	2127	1292	724	2088
"MA"	2008	"Fitchburg"	"3"	"B"	1	1011	390	1408	813	589	1446	880	475	1427
"MA"	2008	"Fitchburg"	"4"	"A"	1	615	239	854	507	368	899	555	285	873
"MA"	2008	"Fitchburg"	"4"	"B"	1	562	182	747	519	237	776	519	202	762
"MA"	2008	"Fitchburg"	"5"	"A"	1	1136	547	1687	946	796	1781	1010	681	1742
"MA"	2008	"Fitchburg"	"5"	"B"	1	531	134	667	473	218	717	513	168	704
"MA"	2008	"Fitchburg"	"6"	"A"	1	1003	341	1346	856	518	1411	877	453	1378
"MA"	2008	"Fitchburg"	"6"	"B"	1	737	200	939	659	305	981	671	235	947
"MA"	2008	"Florida"		"1"	1	302	113	415	267	147	428	281	99	417
"MA"	2008	"Foxborough"		"1"	4	984	515	1595	905	751	1694	991	607	1648
"MA"	2008	"Foxborough"		"2"	4	1025	630	1741	974	853	1853	1061	688	1802
"MA"	2008	"Foxborough"		"3"	4	1000	710	1824	957	911	1922	1031	767	1867
"MA"	2008	"Foxborough"		"4"	4	1000	643	1740	959	825	1816	989	706	1765
"MA"	2008	"Foxborough"		"5"	4	961	669	1728	907	876	1817	987	719	1769
"MA"	2008	"Framingham"		"1"	7	1441	572	2015	1342	749	2137	1364	663	2084
"MA"	2008	"Framingham"		"10"	7	786	250	1038	748	320	1091	772	267	1073
"MA"	2008	"Framingham"		"11"	7	1558	618	2177	1430	795	2281	1476	719	2235
"MA"	2008	"Framingham"		"12"	7	698	263	962	669	318	1008	665	292	988
"MA"	2008	"Framingham"		"13"	7	936	286	1224	887	359	1282	916	308	1262
"MA"	2008	"Framingham"		"14"	7	704	179	887	680	218	937	692	195	924
"MA"	2008	"Framingham"		"15"	7	796	191	988	756	274	1043	793	202	1019
"MA"	2008	"Framingham"		"16"	7	352	94	446	326	129	471	358	90	460
"MA"	2008	"Framingham"		"17"	7	428	70	498	477	75	566	469	56	538
"MA"	2008	"Framingham"		"18"	7	619	176	796	577	236	845	606	189	829
"MA"	2008	"Framingham"		"2"	7	1537	558	2098	1422	751	2212	1447	665	2165
"MA"	2008	"Framingham"		"3"	7	1279	440	1724	1188	604	1830	1218	517	1797
"MA"	2008	"Framingham"		"4"	7	1488	616	2111	1436	763	2246	1465	669	2191
"MA"	2008	"Framingham"		"5"	7	1401	524	1928	1342	680	2072	1356	595	2006
"MA"	2008	"Framingham"		"6"	7	1414	489	1910	1305	680	2026	1365	573	1983
"MA"	2008	"Framingham"		"7"	7	1238	481	1723	1164	624	1835	1218	518	1800
"MA"	2008	"Framingham"		"8"	7	1283	385	1670	1225	504	1771	1241	450	1741
"MA"	2008	"Framingham"		"9"	7	902	288	1192	865	385	1279	872	341	1245
"MA"	2008	"Franklin"		"1"	3	1346		1372	1030	838	1927	1104	720	1860
"MA"	2008	"Franklin"		"2"	3	1434		1473	1059	938	2040	1172	752	1979
"MA"	2008	"Franklin"		"3"	3	1470		1501	1120	797	1976	1220	634	1915
"MA"	2008	"Franklin"		"4"	3	1536		1570	1124	1075	2248	1231	903	2182
"MA"	2008	"Franklin"		"5"	3	1495		1517	1130	915	2094	1222	759	2032
"MA"	2008	"Franklin"		"6"	3	1467		1497	1092	850	1984	1147	726	1935
"MA"	2008	"Franklin"		"7"	3	1544		1589	1109	1041	2193	1227	868	2140
"MA"	2008	"Franklin"		"8"	3	1584		1616	1136	1081	2266	1277	852	2207
"MA"	2008	"Freetown"		"1"	4	873	530	1534	769	771	1593	886	601	1548
"MA"	2008	"Freetown"		"2"	4	922	452	1524	816	703	1576	942	530	1541
"MA"	2008	"Freetown"		"3"	4	937	496	1565	820	754	1610	922	601	1584
"MA"	2008	"Gardner"	"1"	"A"	1	701	287	988	573	430	1021	592	383	998
"MA"	2008	"Gardner"	"1"	"B"	1	491	200	691	408	293	731	456	229	715
"MA"	2008	"Gardner"	"1"	"C"	1	126	46	172	110	67	182	115	55	179
"MA"	2008	"Gardner"	"2"	"A"	1	567	181	748	479	287	789	499	232	772
"MA"	2008	"Gardner"	"2"	"B"	1	694	250	944	568	389	984	603	316	969
"MA"	2008	"Gardner"	"3"	"A"	1	504	121	625	412	217	653	449	167	641
"MA"	2008	"Gardner"	"3"	"B"	1	704	188	892	581	310	924	628	244	906
"MA"	2008	"Gardner"	"4"	"A"	1	560	194	754	453	304	773	471	255	765
"MA"	2008	"Gardner"	"4"	"B"	1	414	132	546	343	204	566	367	163	559
"MA"	2008	"Gardner"	"5"	"A"	1	553	185	738	468	258	748	492	214	747
"MA"	2008	"Gardner"	"5"	"B"	1	673	275	948	541	412	983	606	318	971
"MA"	2008	"Georgetown"		"1"	6	1393	922	2320	1218	1138	2408	1301	999	2364
"MA"	2008	"Georgetown"		"2"	6	1328	906	2235	1140	1133	2323	1259	963	2290
"MA"	2008	"Gill"		"1"	1	696	201	897	672	220	915	674	186	900
"MA"	2008	"Gloucester"	"1"	"1"	6	1294	437	1734	1205	585	1829	1171	524	1767
"MA"	2008	"Gloucester"	"1"	"2"	6	1074	348	1423	959	510	1509	969	440	1471
"MA"	2008	"Gloucester"	"2"	"1"	6	881	221	1105	775	367	1166	822	268	1133
"MA"	2008	"Gloucester"	"2"	"2"	6	911	192	1105	833	313	1173	854	238	1132
"MA"	2008	"Gloucester"	"3"	"1"	6	930	274	1207	815	426	1268	874	303	1229
"MA"	2008	"Gloucester"	"3"	"2"	6	1002	316	1319	864	468	1380	919	370	1335
"MA"	2008	"Gloucester"	"4"	"1"	6	1186	372	1560	1012	587	1638	1059	469	1585
"MA"	2008	"Gloucester"	"4"	"2"	6	1442	439	1882	1367	561	1969	1320	506	1903
"MA"	2008	"Gloucester"	"5"	"1"	6	1152	497	1649	1041	636	1715	1066	545	1666
"MA"	2008	"Gloucester"	"5"	"2"	6	1191	525	1719	1096	660	1797	1059	617	1749
"MA"	2008	"Goshen"		"1"	1	429	170	599	403	185	608	393	172	599
"MA"	2008	"Gosnold"		"1"	10	62		62	52	26	80	44	33	80
"MA"	2008	"Grafton"		"1"	2	1282		1294	943	834	1818	1023	703	1782
"MA"	2008	"Grafton"		"2"	2	1850		1871	1373	1226	2659	1437	1092	2613
"MA"	2008	"Grafton"		"3"	2	1520		1539	1203	1020	2275	1271	892	2228
"MA"	2008	"Grafton"		"4"	2	1574		1600	1203	977	2235	1263	842	2192
"MA"	2008	"Granby"		"1"	1	2353	1127	3485	1967	1502	3565	2117	1238	3505
"MA"	2008	"Granville"		"1"	1	470	369	839	381	462	872	408	391	851
"MA"	2008	"Great Barrington"		"A"	1	788	169	958	807	166	998	786	149	974
"MA"	2008	"Great Barrington"		"B"	1	815	146	965	792	161	983	795	139	971
"MA"	2008	"Great Barrington"		"C"	1	672	104	780	694	91	813	683	85	795
"MA"	2008	"Great Barrington"		"D"	1	762	150	915	781	156	954	766	142	928
"MA"	2008	"Greenfield"		"1"	1	694	260	954	679	284	983	673	239	954
"MA"	2008	"Greenfield"		"2"	1	922	309	1231	866	356	1251	873	313	1229
"MA"	2008	"Greenfield"		"3"	1	716	188	904	669	213	915	683	175	896
"MA"	2008	"Greenfield"		"4"	1	747	240	987	730	257	1005	742	198	985
"MA"	2008	"Greenfield"		"5"	1	804	156	960	762	194	985	773	151	964
"MA"	2008	"Greenfield"		"6"	1	718	116	834	675	145	855	663	120	830
"MA"	2008	"Greenfield"		"7"	1	683	198	883	660	212	903	661	180	890
"MA"	2008	"Greenfield"		"8"	1	648	107	755	639	119	783	635	84	759
"MA"	2008	"Greenfield"		"9"	1	573	193	766	565	207	787	573	159	774
"MA"	2008	"Groton"		"1"	5	1492		1533	1187	792	2035	1129	773	1971
"MA"	2008	"Groton"		"2"	5	1494		1546	1108	868	2041	1124	790	1985
"MA"	2008	"Groton"		"3"	5	1503		1531	1155	779	1989	1140	753	1956
"MA"	2008	"Groveland"		"1"	6	2203	1517	3724	1898	1867	3850	2037	1626	3777
"MA"	2008	"Hadley"		"1"	2	2526		2551	2138	876	3089	2210	703	3017
"MA"	2008	"Halifax"		"1"	4	1166	742	2090	1031	1107	2186	1135	905	2128
"MA"	2008	"Halifax"		"2"	4	1068	598	1802	897	919	1890	1035	742	1843
"MA"	2008	"Hamilton"		"1"	6	1126	582	1708	942	786	1769	983	695	1728
"MA"	2008	"Hamilton"		"2"	6	1007	659	1666	915	776	1721	926	722	1687
"MA"	2008	"Hamilton"		"3"	6	654	491	1145	637	558	1215	614	534	1177
"MA"	2008	"Hampden"		"1"	2	2218		2246	1450	1457	2976	1588	1149	2912
"MA"	2008	"Hancock"		"1"	1	266	117	383	248	132	393	262	106	393
"MA"	2008	"Hanover"		"1"	10	1388		1423	861	1107	1987	969	890	1919
"MA"	2008	"Hanover"		"2"	10	1414		1441	899	1044	1981	1017	859	1913
"MA"	2008	"Hanover"		"3"	10	1466		1499	932	1065	2044	1058	868	1973
"MA"	2008	"Hanover"		"4"	10	1499		1530	908	1195	2141	1065	974	2073
"MA"	2008	"Hanson"		"1"	9	1391		1408	854	899	1784	974	722	1748
"MA"	2008	"Hanson"		"2"	10	1331		1353	860	891	1785	920	774	1748
"MA"	2008	"Hanson"		"3"	9	1420		1439	857	968	1870	954	806	1822
"MA"	2008	"Hardwick"		"1"	1	940	379	1415	776	582	1405	842	473	1376
"MA"	2008	"Harvard"		"1"	5	2510		2540	2206	1158	3471	2058	1219	3373
"MA"	2008	"Harwich"		"1"	10	1556		1558	1157	848	2037	1029	937	2000
"MA"	2008	"Harwich"		"2"	10	1463		1465	1086	878	1990	984	948	1968
"MA"	2008	"Harwich"		"3"	10	1650		1650	1218	932	2198	1088	1042	2167
"MA"	2008	"Harwich"		"4"	10	1405		1405	1077	656	1769	925	785	1747
"MA"	2008	"Hatfield"		"1"	1	1579	491	2071	1405	658	2109	1502	513	2085
"MA"	2008	"Haverhill"	"1"	"1"	5	654		654	547	221	790	575	175	783
"MA"	2008	"Haverhill"	"1"	"2"	5	609		609	534	212	759	542	161	739
"MA"	2008	"Haverhill"	"1"	"3"	5	911		911	721	419	1166	757	328	1131
"MA"	2008	"Haverhill"	"2"	"1"	5	809		809	638	403	1062	659	330	1028
"MA"	2008	"Haverhill"	"2"	"2"	5	942		942	701	553	1272	747	442	1236
"MA"	2008	"Haverhill"	"2"	"3"	5	588		588	524	216	751	529	180	732
"MA"	2008	"Haverhill"	"3"	"1"	5	591		591	566	149	726	562	109	701
"MA"	2008	"Haverhill"	"3"	"1A"	5	29		29	28	9	40	28	7	38
"MA"	2008	"Haverhill"	"3"	"2"	5	716		716	621	256	892	614	205	867
"MA"	2008	"Haverhill"	"3"	"3"	5	876		876	712	394	1129	732	330	1099
"MA"	2008	"Haverhill"	"4"	"1"	5	1082		1082	788	672	1491	876	514	1450
"MA"	2008	"Haverhill"	"4"	"2"	5	1266		1266	931	811	1780	976	700	1741
"MA"	2008	"Haverhill"	"4"	"3"	5	1093		1093	803	692	1524	868	558	1473
"MA"	2008	"Haverhill"	"5"	"1"	5	1083		1083	851	562	1439	919	441	1391
"MA"	2008	"Haverhill"	"5"	"2"	5	1225		1225	906	718	1648	973	594	1608
"MA"	2008	"Haverhill"	"5"	"3"	5	1257		1257	853	896	1769	928	749	1733
"MA"	2008	"Haverhill"	"6"	"1"	5	1097		1097	804	564	1398	876	457	1378
"MA"	2008	"Haverhill"	"6"	"2"	5	988		988	798	514	1348	833	409	1304
"MA"	2008	"Haverhill"	"6"	"3"	5	1065		1065	807	578	1411	849	472	1373
"MA"	2008	"Haverhill"	"7"	"1"	5	946		946	720	606	1342	763	495	1311
"MA"	2008	"Haverhill"	"7"	"2"	5	988		988	778	514	1316	819	437	1288
"MA"	2008	"Haverhill"	"7"	"3"	5	1283		1283	921	855	1801	1008	680	1747
"MA"	2008	"Hawley"		"1"	1	107	65	172	101	65	176	106	57	171
"MA"	2008	"Heath"		"1"	1	297	137	434	296	136	440	289	120	440
"MA"	2008	"Hingham"		"1"	10	1455		1455	1127	794	1947	1136	719	1896
"MA"	2008	"Hingham"		"2"	10	1510		1510	1059	978	2063	1102	872	2029
"MA"	2008	"Hingham"		"3"	10	1601		1601	1204	948	2180	1243	835	2128
"MA"	2008	"Hingham"		"4"	10	1565		1565	1094	1024	2137	1118	928	2087
"MA"	2008	"Hingham"		"5"	10	1466		1466	1037	973	2032	1098	870	2001
"MA"	2008	"Hingham"		"6"	10	2249		2249	1608	1382	3022	1705	1226	2970
"MA"	2008	"Hinsdale"		"1"	1	811	250	1061	723	332	1089	751	260	1077
"MA"	2008	"Holbrook"		"1"	9	1062		1062	755	547	1337	810	450	1299
"MA"	2008	"Holbrook"		"2"	9	1120		1123	740	638	1414	824	508	1378
"MA"	2008	"Holbrook"		"3"	9	1096		1096	680	675	1379	835	490	1359
"MA"	2008	"Holbrook"		"4"	9	1026		1028	683	531	1253	792	376	1211
"MA"	2008	"Holden"		"1"	3	1355		1378	939	879	1875	984	781	1840
"MA"	2008	"Holden"		"2"	3	1688		1704	1205	1059	2312	1237	970	2261
"MA"	2008	"Holden"		"3"	3	1559		1577	1100	950	2103	1136	857	2050
"MA"	2008	"Holden"		"4"	3	1621		1635	1097	1017	2169	1161	864	2105
"MA"	2008	"Holden"		"5"	3	1449		1450	1019	900	1965	1056	809	1927
"MA"	2008	"Holland"		"1"	2	1015		1031	654	636	1332	722	491	1300
"MA"	2008	"Holliston"		"1"	3	1600		1634	1262	948	2254	1324	817	2201
"MA"	2008	"Holliston"		"2"	3	1537		1569	1259	807	2124	1305	710	2078
"MA"	2008	"Holliston"		"3"	3	1439		1460	1187	686	1908	1207	619	1862
"MA"	2008	"Holliston"		"4"	3	1405		1425	1122	778	1949	1154	713	1926
"MA"	2008	"Holyoke"	"1"	"A"	1	477	52	529	549	56	610	478	39	538
"MA"	2008	"Holyoke"	"1"	"B"	1	554	89	643	617	102	738	544	75	652
"MA"	2008	"Holyoke"	"2"	"A"	1	633	131	764	655	164	837	614	127	779
"MA"	2008	"Holyoke"	"2"	"B"	1	462	63	525	557	54	618	454	43	520
"MA"	2008	"Holyoke"	"3"	"A"	1	975	196	1171	881	303	1221	925	198	1179
"MA"	2008	"Holyoke"	"3"	"B"	1	1008	317	1325	901	439	1381	935	333	1330
"MA"	2008	"Holyoke"	"4"	"A"	1	458	86	544	496	96	598	461	77	555
"MA"	2008	"Holyoke"	"4"	"B"	1	756	159	915	787	176	989	742	145	931
"MA"	2008	"Holyoke"	"5"	"A"	1	1156	538	1694	1003	703	1744	1026	587	1698
"MA"	2008	"Holyoke"	"5"	"B"	1	943	233	1176	899	316	1241	892	247	1178
"MA"	2008	"Holyoke"	"6"	"A"	1	1025	222	1247	993	315	1332	976	240	1269
"MA"	2008	"Holyoke"	"6"	"B"	1	915	244	1159	853	305	1196	868	254	1170
"MA"	2008	"Holyoke"	"7"	"A"	1	985	416	1402	878	544	1452	898	440	1392
"MA"	2008	"Holyoke"	"7"	"B"	1	1051	332	1383	965	427	1437	969	359	1388
"MA"	2008	"Hopedale"		"1"	2	2502		2522	1847	1451	3376	1999	1209	3307
"MA"	2008	"Hopkinton"		"1"	3	1428		1457	1151	866	2051	1183	783	2010
"MA"	2008	"Hopkinton"		"2"	3	1525		1545	1146	953	2145	1197	826	2091
"MA"	2008	"Hopkinton"		"3"	3	1536		1551	1169	993	2208	1202	893	2158
"MA"	2008	"Hopkinton"		"4"	3	1378		1401	989	941	1960	1040	856	1930
"MA"	2008	"Hubbardston"		"1"	1	1404	1000	2404	1188	1272	2547	1214	1139	2487
"MA"	2008	"Hudson"		"1"	5	1200		1202	907	597	1541	960	502	1514
"MA"	2008	"Hudson"		"2"	5	1014		1020	774	474	1278	849	364	1254
"MA"	2008	"Hudson"		"3"	5	1122		1123	796	620	1451	871	526	1440
"MA"	2008	"Hudson"		"4"	5	1202		1204	865	757	1653	896	661	1618
"MA"	2008	"Hudson"		"5"	5	1271		1274	940	659	1640	969	576	1608
"MA"	2008	"Hudson"		"6"	5	818		822	662	369	1051	674	316	1030
"MA"	2008	"Hudson"		"7"	5	871		873	695	350	1120	730	315	1085
"MA"	2008	"Hull"		"1"	10	1537		1552	1231	746	2023	1277	617	1980
"MA"	2008	"Hull"		"2"	10	1308		1324	999	666	1708	1073	530	1662
"MA"	2008	"Hull"		"3"	10	1730		1750	1281	846	2179	1369	721	2158
"MA"	2008	"Huntington"		"1"	1	762	338	1100	608	482	1140	657	360	1122
"MA"	2008	"Ipswich"		"1"	6	1260	522	1782	1136	675	1843	1128	613	1814
"MA"	2008	"Ipswich"		"2"	6	1439	600	2039	1276	815	2124	1298	725	2078
"MA"	2008	"Ipswich"		"3"	6	1248	783	2031	1030	1039	2095	1072	928	2062
"MA"	2008	"Ipswich"		"4"	6	1373	589	1962	1131	852	2025	1222	709	1993
"MA"	2008	"Kingston"		"1"	10	1143		1151	818	747	1592	892	610	1550
"MA"	2008	"Kingston"		"2"	10	1268		1290	788	951	1780	868	823	1735
"MA"	2008	"Kingston"		"3"	10	1217		1226	778	867	1671	873	724	1636
"MA"	2008	"Kingston"		"4"	10	1227		1235	895	738	1662	927	645	1612
"MA"	2008	"Lakeville"		"1"	4	973	669	1761	862	935	1835	974	770	1800
"MA"	2008	"Lakeville"		"2"	4	897	753	1782	767	1042	1852	850	892	1817
"MA"	2008	"Lakeville"		"3"	4	969	779	1903	827	1083	1975	913	971	1945
"MA"	2008	"Lancaster"		"1"	5	977		998	711	641	1403	763	557	1373
"MA"	2008	"Lancaster"		"2"	5	1596		1632	1064	1129	2258	1147	992	2197
"MA"	2008	"Lanesborough"		"1"	1	1224	382	1608	1164	484	1675	1202	346	1617
"MA"	2008	"Lawrence"	"1"	"1"	5	685		710	715	182	910	696	142	861
"MA"	2008	"Lawrence"	"1"	"2"	5	417		422	531	48	584	449	38	496
"MA"	2008	"Lawrence"	"1"	"3"	5	656		672	604	207	830	604	150	777
"MA"	2008	"Lawrence"	"1"	"4"	5	576		585	615	125	752	590	84	695
"MA"	2008	"Lawrence"	"2"	"1"	5	669		685	789	120	922	702	88	801
"MA"	2008	"Lawrence"	"2"	"2"	5	528		537	604	34	640	559	28	598
"MA"	2008	"Lawrence"	"2"	"3"	5	560		579	663	87	765	605	73	692
"MA"	2008	"Lawrence"	"2"	"4"	5	587		598	824	70	915	655	61	727
"MA"	2008	"Lawrence"	"3"	"1"	5	375		380	534	44	585	424	24	455
"MA"	2008	"Lawrence"	"3"	"2"	5	432		446	564	40	607	494	26	538
"MA"	2008	"Lawrence"	"3"	"3"	5	603		614	731	36	775	664	29	705
"MA"	2008	"Lawrence"	"3"	"4"	5	516		524	641	64	711	555	53	624
"MA"	2008	"Lawrence"	"4"	"1"	5	705		723	721	150	885	700	111	834
"MA"	2008	"Lawrence"	"4"	"2"	5	863		874	781	254	1050	767	214	1005
"MA"	2008	"Lawrence"	"4"	"3"	5	486		494	571	84	664	507	75	593
"MA"	2008	"Lawrence"	"4"	"4"	5	614		627	756	54	818	644	53	708
"MA"	2008	"Lawrence"	"5"	"1"	5	922		950	769	398	1199	784	320	1148
"MA"	2008	"Lawrence"	"5"	"2"	5	983		1018	707	491	1225	788	368	1186
"MA"	2008	"Lawrence"	"5"	"3"	5	578		590	527	168	711	538	121	685
"MA"	2008	"Lawrence"	"5"	"4"	5	606		624	585	195	799	575	141	747
"MA"	2008	"Lawrence"	"6"	"1"	5	910		937	729	411	1165	770	324	1125
"MA"	2008	"Lawrence"	"6"	"2"	5	572		583	600	109	717	580	84	678
"MA"	2008	"Lawrence"	"6"	"3"	5	475		482	507	87	604	474	60	549
"MA"	2008	"Lawrence"	"6"	"4"	5	595		604	564	166	745	558	131	711
"MA"	2008	"Lee"		"1"	1	333	108	443	326	119	464	330	95	448
"MA"	2008	"Lee"		"2"	1	382	107	491	370	124	506	390	87	496
"MA"	2008	"Lee"		"3"	1	340	105	445	342	109	465	331	91	452
"MA"	2008	"Lee"		"4"	1	467	151	618	484	152	648	485	131	633
"MA"	2008	"Lee"		"5"	1	310	97	408	298	111	423	305	94	417
"MA"	2008	"Lee"		"6"	1	363	133	497	372	133	516	364	118	500
"MA"	2008	"Leicester"		"1"	2	1054		1072	708	694	1436	781	568	1409
"MA"	2008	"Leicester"		"2"	2	918		934	698	492	1228	739	409	1203
"MA"	2008	"Leicester"		"3"	2	1062		1080	707	682	1427	797	563	1401
"MA"	2008	"Leicester"		"4"	2	1026		1044	708	635	1385	796	496	1348
"MA"	2008	"Lenox"		"1"	1	2334	601	2938	2305	662	3036	2296	572	2958
"MA"	2008	"Leominster"	"1"	"A"	1	925	532	1457	763	764	1546	837	630	1513
"MA"	2008	"Leominster"	"1"	"B"	1	959	492	1451	816	690	1528	887	579	1512
"MA"	2008	"Leominster"	"1"	"C"	1	650	282	934	572	399	984	607	333	966
"MA"	2008	"Leominster"	"2"	"A"	1	612	177	789	516	296	833	560	223	824
"MA"	2008	"Leominster"	"2"	"B"	1	712	272	985	600	433	1055	681	303	1025
"MA"	2008	"Leominster"	"2"	"C"	1	520	173	695	460	252	735	490	198	730
"MA"	2008	"Leominster"	"3"	"A"	1	681	228	911	595	345	965	613	302	947
"MA"	2008	"Leominster"	"3"	"B"	1	870	517	1387	744	692	1476	817	589	1446
"MA"	2008	"Leominster"	"3"	"C"	1	885	443	1329	777	612	1411	877	476	1381
"MA"	2008	"Leominster"	"4"	"A"	1	1071	521	1592	882	736	1665	993	587	1634
"MA"	2008	"Leominster"	"4"	"B"	1	930	492	1422	735	711	1492	830	581	1455
"MA"	2008	"Leominster"	"4"	"C"	1	636	249	885	548	353	923	583	278	891
"MA"	2008	"Leominster"	"5"	"A"	1	805	318	1126	686	475	1192	762	357	1167
"MA"	2008	"Leominster"	"5"	"B"	1	973	412	1388	794	629	1455	861	535	1433
"MA"	2008	"Leominster"	"5"	"C"	1	657	208	865	575	322	924	639	237	908
"MA"	2008	"Leverett"		"1"	1	1075	143	1219	1053	168	1252	1035	143	1229
"MA"	2008	"Lexington"		"1"	7	1228	398	1629	1190	506	1729	1176	463	1682
"MA"	2008	"Lexington"		"2"	7	1639	383	2024	1635	457	2140	1611	416	2073
"MA"	2008	"Lexington"		"3"	7	1534	427	1961	1545	477	2056	1517	457	2012
"MA"	2008	"Lexington"		"4"	7	1510	406	1921	1554	468	2045	1484	461	1983
"MA"	2008	"Lexington"		"5"	7	1403	445	1850	1400	533	1972	1368	505	1911
"MA"	2008	"Lexington"		"6"	7	1464	508	1973	1476	583	2080	1437	556	2028
"MA"	2008	"Lexington"		"7"	7	1498	435	1935	1504	514	2047	1483	468	1993
"MA"	2008	"Lexington"		"8"	7	1398	411	1811	1404	489	1935	1400	450	1882
"MA"	2008	"Lexington"		"9"	7	1290	480	1772	1276	566	1880	1277	517	1843
"MA"	2008	"Leyden"		"1"	1	356	111	467	344	112	472	331	107	470
"MA"	2008	"Lincoln"		"1"	7	1310	370	1682	1388	350	1766	1306	375	1729
"MA"	2008	"Lincoln"		"2"	7	1151	370	1522	1174	385	1595	1138	385	1572
"MA"	2008	"Lincoln"		"3"	7	60	50	110	65	56	122	62	45	117
"MA"	2008	"Littleton"		"1"	5	1367		1367	1047	739	1818	1068	668	1791
"MA"	2008	"Littleton"		"2"	5	1356		1356	1009	749	1786	1061	652	1756
"MA"	2008	"Littleton"		"3"	5	1159		1159	907	618	1544	890	582	1520
"MA"	2008	"Longmeadow"		"A"	2	1519		1550	1202	734	1967	1178	669	1905
"MA"	2008	"Longmeadow"		"B"	2	1480		1512	1128	732	1890	1152	630	1859
"MA"	2008	"Longmeadow"		"C"	2	1388		1413	1018	772	1828	1055	677	1798
"MA"	2008	"Longmeadow"		"D"	2	1518		1540	1041	906	1981	1123	743	1932
"MA"	2008	"Longmeadow"		"E"	2	1528		1553	1128	802	1962	1166	674	1891
