state	year	county	precinct	cd	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_USS_dv	g2004_USS_rv	g2004_USS_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv
"AR"	2004	"Pulaski County"	"K - 026 Bayou Meto Elementary"	2	371	796	1175	493	671	1164	513	645	1158
"AR"	2004	"Pulaski County"	"K - 027 Maddox Road Baptist Church"	2	393	732	1142	530	597	1127	545	577	1122
"AR"	2004	"Pulaski County"	"K - 029 Reuther Hall"	2	182	366	554	264	275	539	267	274	541
"AR"	2004	"Pulaski County"	"K - 034 St. Jude The Apostle Catholic Church"	2	251	289	546	309	236	545	315	223	538
"AR"	2004	"Pulaski County"	"K - 035 Chapel Hill Baptist"	2	218	335	557	310	242	552	301	247	548
"AR"	2004	"Pulaski County"	"K - 036 First Baptist Church Of Jacksonville"	2	273	354	632	350	273	623	361	262	623
"AR"	2004	"Pulaski County"	"K - 037 First Presbyterian Church"	2	246	218	470	293	171	464	296	162	458
"AR"	2004	"Pulaski County"	"K - 038 Jacksonville Boys & Girls Club"	2	579	338	927	646	267	914	656	259	915
"AR"	2004	"Pulaski County"	"K - 046 Berea Baptist Church"	2	279	143	424	309	111	420	314	106	420
"AR"	2004	"Pulaski County"	"L - 013 Sylvan Hills Umc"	2	384	725	1115	532	570	1102	557	547	1104
"AR"	2004	"Pulaski County"	"L - 028 Northwood Middle School"	2	234	442	683	307	368	675	321	353	674
"AR"	2004	"Pulaski County"	"L - 032 First Baptist Of Gravel Ridge"	2	430	557	993	534	445	980	557	418	975
"AR"	2004	"Pulaski County"	"L - 039 Brockington Road Church Of The Nazarene"	2	349	517	875	459	403	862	452	403	855
"AR"	2004	"Pulaski County"	"L - 040 Sylvan Hills Community Church"	2	307	464	778	404	372	776	407	365	772
"AR"	2004	"Pulaski County"	"L - 041 Jack Evans Senior Citizen Center"	2	282	556	848	396	443	839	398	433	831
"AR"	2004	"Pulaski County"	"L - 042 First Baptist Church Of Sherwood"	2	267	498	773	372	395	767	366	392	758
"AR"	2004	"Pulaski County"	"L - 043 Clinton Elementary Magnet School"	2	245	286	539	315	219	534	316	216	532
"AR"	2004	"Pulaski County"	"L - 044 Indianhead Lake Baptist Church"	2	380	477	863	476	390	866	475	383	858
"AR"	2004	"Pulaski County"	"L - 049 Sherwood Youth Center"	2	373	791	1174	540	612	1152	533	624	1157
"AR"	2004	"Pulaski County"	"V - 000 Courthouse"	2	5635	3136	8843	6478	2236	8719	6341	2327	8668
"AR"	2004	"Pulaski County"	"V - 000 Dee Brown Library"	2	3342	1573	4951	3681	1203	4884	3634	1238	4872
"AR"	2004	"Pulaski County"	"V - 000 Delta Trust And Bank"	2	3530	4758	8314	4515	3673	8190	4250	3917	8167
"AR"	2004	"Pulaski County"	"V - 000 Dunbar Recreation Center"	2	5988	650	6686	6131	408	6542	6070	464	6534
"AR"	2004	"Pulaski County"	"V - 000 Jack Evans Senior Citizen Center"	2	2208	3201	5444	2944	2445	5389	2888	2456	5344
"AR"	2004	"Pulaski County"	"V - 000 Jacksonville City Hall"	2	2367	2839	5238	3014	2124	5140	3041	2063	5105
"AR"	2004	"Pulaski County"	"V - 000 Jess Odom Community Center"	2	2348	3971	6341	3135	3074	6210	2978	3201	6179
"AR"	2004	"Pulaski County"	"V - 000 Laman Library"	2	3170	2203	5427	3651	1686	5337	3576	1701	5277
"AR"	2004	"Pulaski County"	"Y - 000 Absentee"	2	4398	3996	8468	5309	2958	8268	5130	3083	8213
"AR"	2004	"Randolph County"	"001 Baker And Dalton"	1	54	54	108	61	49	110	68	39	107
"AR"	2004	"Randolph County"	"002 Bristow"	1	36	15	51	42	9	51	44	7	51
"AR"	2004	"Randolph County"	"003 Butler And Spring River"	1	45	64	113	54	60	114	72	42	114
"AR"	2004	"Randolph County"	"004 Columbia"	1	96	95	194	107	83	190	118	66	184
"AR"	2004	"Randolph County"	"005 Current River"	1	70	82	156	88	70	158	103	52	155
"AR"	2004	"Randolph County"	"006 Elevenpoint"	1	34	34	70	37	32	69	42	27	69
"AR"	2004	"Randolph County"	"007 Foster And Ingram"	1	65	103	171	71	98	169	95	77	172
"AR"	2004	"Randolph County"	"008 Jackson"	1	37	17	54	43	9	52	43	9	52
"AR"	2004	"Randolph County"	"009 Janes Creek"	1	79	101	183	95	84	180	122	54	176
"AR"	2004	"Randolph County"	"010 Little Black"	1	64	89	154	68	85	153	89	62	151
"AR"	2004	"Randolph County"	"011 Okean And Wiley"	1	79	37	119	85	30	115	94	22	116
"AR"	2004	"Randolph County"	"012 Reyno"	1	93	75	170	121	48	170	135	34	169
"AR"	2004	"Randolph County"	"013 Richardson And Siloam"	1	165	132	303	186	117	303	213	85	298
"AR"	2004	"Randolph County"	"014 East Roanoke"	1	57	55	115	64	51	115	81	35	116
"AR"	2004	"Randolph County"	"015 West Roanoke"	1	103	103	210	114	96	210	137	67	204
"AR"	2004	"Randolph County"	"016 Running Lake"	1	30	24	54	38	17	55	43	12	55
"AR"	2004	"Randolph County"	"017 Shiloh"	1	44	68	115	58	55	113	71	41	112
"AR"	2004	"Randolph County"	"018 Union"	1	11	21	32	15	18	33	20	12	32
"AR"	2004	"Randolph County"	"019 Warm Springs"	1	25	50	77	36	40	76	41	33	74
"AR"	2004	"Randolph County"	"020 Water Valley"	1	25	31	62	29	33	62	39	22	61
"AR"	2004	"Randolph County"	"021 Ward One"	1	124	102	233	157	73	230	165	63	228
"AR"	2004	"Randolph County"	"022  Ward Two"	1	122	97	222	142	79	222	171	49	220
"AR"	2004	"Randolph County"	"023 Ward Three"	1	112	120	235	143	93	236	163	72	235
"AR"	2004	"Randolph County"	"024 Demun Rural"	1	90	122	220	115	103	219	142	75	217
"AR"	2004	"Randolph County"	"Absentee"	1	195	157	354	247	108	355	259	94	353
"AR"	2004	"Randolph County"	"Early"	1	1556	1309	2890	1910	978	2892	2033	850	2883
"AR"	2004	"Randolph County"	"Overseas Absentees"	1	1	1	2	0	1	1	0	0	0
"AR"	2004	"Saline County"	"1-b, 1-c, 5-a"	2	344	570	921	465	455	920	466	447	913
"AR"	2004	"Saline County"	"1-d, 5-c, 5-d"	2	324	609	940	419	513	932	419	509	928
"AR"	2004	"Saline County"	"2-a, 4-a, 4-b,4-c"	2	368	386	763	441	322	763	469	290	759
"AR"	2004	"Saline County"	"2-b, 2-c, 4-d"	2	193	195	392	216	169	385	229	156	385
"AR"	2004	"Saline County"	"2-d"	2	189	44	236	208	28	236	204	33	237
"AR"	2004	"Saline County"	"2-e, 4-e"	2	171	271	446	232	207	439	226	208	434
"AR"	2004	"Saline County"	"3-b"	2	110	106	218	123	90	213	124	88	212
"AR"	2004	"Saline County"	"3-c,3-d,3-e,3-f"	2	382	636	1028	535	486	1021	530	489	1019
"AR"	2004	"Saline County"	"5-b"	2	269	527	800	388	404	792	374	415	789
"AR"	2004	"Saline County"	"Absentee"	2	397	693	1101	543	538	1081	526	546	1072
"AR"	2004	"Saline County"	"Banner A & B"	2	650	1387	2051	863	1161	2024	864	1159	2023
"AR"	2004	"Saline County"	"Bauxite, Smith"	2	221	401	628	313	312	625	309	311	620
"AR"	2004	"Saline County"	"Beaver"	2	358	670	1044	457	584	1041	456	578	1034
"AR"	2004	"Saline County"	"Bryant A, B, E"	2	398	712	1123	528	576	1105	541	563	1104
"AR"	2004	"Saline County"	"Bryant C"	2	310	667	986	426	555	981	443	536	979
"AR"	2004	"Saline County"	"Bryant D"	2	413	884	1311	608	694	1302	590	711	1301
"AR"	2004	"Saline County"	"Dyer A & B, (antioch)"	2	157	272	429	193	240	433	180	244	424
"AR"	2004	"Saline County"	"Early"	2	4058	7658	11789	5696	6015	11712	5611	6064	11675
"AR"	2004	"Saline County"	"Fairplay"	2	237	402	650	311	337	648	303	344	647
"AR"	2004	"Saline County"	"Haskell A & B"	2	432	515	963	560	397	957	561	399	960
"AR"	2004	"Saline County"	"Holland, Jefferson"	2	152	210	367	178	184	362	178	183	361
"AR"	2004	"Saline County"	"Hurricane A & B"	2	231	440	684	320	361	681	318	359	677
"AR"	2004	"Saline County"	"Kentucky"	2	127	174	304	162	141	303	169	133	302
"AR"	2004	"Saline County"	"Liberty"	2	131	178	312	146	160	306	153	150	303
"AR"	2004	"Saline County"	"Marble"	2	682	1546	2241	957	1255	2212	848	1349	2197
"AR"	2004	"Saline County"	"Military Absentee"	2	13	31	44	3	5	8	5	2	7
"AR"	2004	"Saline County"	"Newcomb"	2	131	211	350	174	173	347	183	167	350
"AR"	2004	"Saline County"	"Otter-b"	2	183	376	563	249	306	555	247	308	555
"AR"	2004	"Saline County"	"Otter-c"	2	244	501	758	318	432	750	319	421	740
"AR"	2004	"Saline County"	"Otter-d"	2	285	460	753	351	394	745	354	385	739
"AR"	2004	"Saline County"	"Owen A"	2	190	327	524	263	255	518	258	261	519
"AR"	2004	"Saline County"	"Owen C & D"	2	275	481	765	375	378	753	384	369	753
"AR"	2004	"Saline County"	"Salem A, B, C"	2	520	951	1490	703	769	1472	716	752	1468
"AR"	2004	"Saline County"	"Salem D"	2	146	272	422	192	227	419	211	207	418
"AR"	2004	"Saline County"	"Shannon Hills A & B"	2	332	430	770	415	347	763	401	353	754
"AR"	2004	"Saline County"	"Shaw"	2	179	255	437	235	202	437	234	206	440
"AR"	2004	"Saline County"	"Traskwood"	2	127	112	242	141	100	241	140	101	241
"AR"	2004	"Saline County"	"Union"	2	76	118	194	88	101	189	95	95	190
"AR"	2004	"Saline County"	"Woodland Hills A & B"	2	148	186	337	195	138	333	193	140	333
"AR"	2004	"Scott County"	"01 Blackfork"	4	5	16	26	4	22	26			
"AR"	2004	"Scott County"	"02 Blansett"	4	15	33	49	24	27	51			
"AR"	2004	"Scott County"	"03 Brawley"	4	18	16	34	22	14	36			
"AR"	2004	"Scott County"	"04 Cauthron/oliver"	4	25	24	50	34	17	51			
"AR"	2004	"Scott County"	"05 Cedar Creek"	4	17	14	31	18	15	33			
"AR"	2004	"Scott County"	"07 Denton 1/denton 2"	4	37	71	109	45	63	108			
"AR"	2004	"Scott County"	"08 Hickman Rural West"	4	40	101	141	63	77	140			
"AR"	2004	"Scott County"	"09 Hickman Rural East"	4	73	178	254	112	142	254			
"AR"	2004	"Scott County"	"10 Hickman Ward 1"	4	87	149	239	128	111	239			
"AR"	2004	"Scott County"	"11 Hickman Ward 2"	4	88	147	238	108	129	237			
"AR"	2004	"Scott County"	"12 Hickman Ward 3"	4	81	144	227	111	111	222			
"AR"	2004	"Scott County"	"13 Hon"	4	35	54	90	44	48	92			
"AR"	2004	"Scott County"	"14 Hunt"	4	22	59	81	34	48	82			
"AR"	2004	"Scott County"	"15 James"	4	21	38	59	28	29	57			
"AR"	2004	"Scott County"	"16 Jones/little Texas"	4	15	32	48	23	24	47			
"AR"	2004	"Scott County"	"17 Keener"	4	24	20	45	27	18	45			
"AR"	2004	"Scott County"	"18 Lafave"	4	9	30	40	25	17	42			
"AR"	2004	"Scott County"	"20 Lamb"	4	55	71	127	66	45	112			
"AR"	2004	"Scott County"	"21 Lewis 1"	4	86	186	276	112	162	274			
"AR"	2004	"Scott County"	"22 Lewis 2"	4	49	96	145	66	78	144			
"AR"	2004	"Scott County"	"23 Mill Creek"	4	43	61	107	54	54	108			
"AR"	2004	"Scott County"	"24 Mountain"	4	59	109	170	76	88	164			
"AR"	2004	"Scott County"	"25 Mt. Pleasant"	4	36	91	128	48	77	125			
"AR"	2004	"Scott County"	"26 Parks"	4	31	53	86	41	41	82			
"AR"	2004	"Scott County"	"Coal & Lafayette"	4	38	46	85	41	47	88			
"AR"	2004	"Scott County"	"Early & Absentee"	4	434	615	1062	604	463	1068			
"AR"	2004	"Scott County"	"Overseas Absentees"	4	0	0	0	0	0	0			
"AR"	2004	"Scott County"	"Tate & Tomlinson"	4	30	60	91	42	48	90			
"AR"	2004	"Searcy County"	"01 Bear Creek #4"	1	47	201	258	65	145	210	73	111	184
"AR"	2004	"Searcy County"	"02 Bear Creek #5"	1	65	140	210	95	83	178	92	67	159
"AR"	2004	"Searcy County"	"03 Bear Creek #6"	1	57	133	192	82	86	168	88	63	151
"AR"	2004	"Searcy County"	"04 Calf Creek"	1	64	81	146	57	55	112	63	36	99
"AR"	2004	"Searcy County"	"05 Long Creek"	1	32	116	152	42	92	134	52	68	120
"AR"	2004	"Searcy County"	"06 Mt. Pleasant"	1	78	92	177	76	68	144	83	47	130
"AR"	2004	"Searcy County"	"07 Oxley"	1	33	88	122	42	69	111	50	50	100
"AR"	2004	"Searcy County"	"08 Prairie"	1	52	134	186	65	88	153	59	61	120
"AR"	2004	"Searcy County"	"09 Red River"	1	41	64	106	47	44	91	42	33	75
"AR"	2004	"Searcy County"	"10 Rock Creek"	1	43	14	58	58	81	139	58	65	123
"AR"	2004	"Searcy County"	"11 Shady Grove"	1	36	24	63	42	18	60	35	17	52
"AR"	2004	"Searcy County"	"12 Spring"	1	61	101	162	75	64	139	83	51	134
"AR"	2004	"Searcy County"	"13 St. Joe"	1	62	104	168	64	68	132	73	41	114
"AR"	2004	"Searcy County"	"14 Tomahawk"	1	64	130	197	81	86	167	87	64	151
"AR"	2004	"Searcy County"	"15 Wileys Cove"	1	122	187	314	135	146	281	131	110	241
"AR"	2004	"Searcy County"	"Absentee"	1	107	121	231	128	97	225	120	92	212
"AR"	2004	"Searcy County"	"Early"	1	406	827	1242	530	531	1061	529	436	965
"AR"	2004	"Searcy County"	"Overseas Absentees"	1	0	8	8	7	1	8	4	4	8
"AR"	2004	"Sebastian County"	"1-a"	3	332	320	662	370	290	660	319	311	655
"AR"	2004	"Sebastian County"	"1-b, 2-d, 2-f"	3	416	281	703	451	246	697	411	261	691
"AR"	2004	"Sebastian County"	"1-c"	3	118	203	325	152	171	323	115	183	322
"AR"	2004	"Sebastian County"	"1-d"	3	173	253	429	210	213	423	160	244	416
"AR"	2004	"Sebastian County"	"1-e, 4-a"	3	230	407	644	310	327	639	207	409	630
"AR"	2004	"Sebastian County"	"1-f"	3	178	211	394	199	192	391	161	217	391
"AR"	2004	"Sebastian County"	"1-g, 1-i, 4-b, 4-c"	3	351	518	880	440	413	855	332	494	869
"AR"	2004	"Sebastian County"	"1-h, 4-d"	3	410	680	1102	540	551	1092	675	676	1385
"AR"	2004	"Sebastian County"	"1-j"	3	204	207	416	233	174	409	205	190	412
"AR"	2004	"Sebastian County"	"1-k"	3	151	201	357	189	166	356	151	184	351
"AR"	2004	"Sebastian County"	"2-a"	3	274	189	464	187	169	357	271	169	456
"AR"	2004	"Sebastian County"	"2-b"	3	319	112	433	328	101	429	305	111	426
"AR"	2004	"Sebastian County"	"2-c"	3	192	177	374	215	155	370	190	160	371
"AR"	2004	"Sebastian County"	"2-e"	3	180	218	404	197	208	405	201	192	399
"AR"	2004	"Sebastian County"	"3-a"	3	170	211	385	188	194	382	170	189	377
"AR"	2004	"Sebastian County"	"3-b"	3	139	205	345	158	187	345	129	201	340
"AR"	2004	"Sebastian County"	"3-c"	3	280	458	756	342	413	755	409	306	753
"AR"	2004	"Sebastian County"	"3-d, 4-h"	3	168	315	489	233	253	486	162	312	482
"AR"	2004	"Sebastian County"	"3-e, 9-4a, 9-4b,"	3	199	278	481	229	247	476	207	239	474
"AR"	2004	"Sebastian County"	"3-f"	3	229	448	679	281	391	672	228	418	675
"AR"	2004	"Sebastian County"	"3-g, 3-h"	3	220	316	540	253	284	537	214	297	534
"AR"	2004	"Sebastian County"	"3-i"	3	316	836	1163	460	692	1152	309	814	1152
"AR"	2004	"Sebastian County"	"3-o, 9-4c, 9-4j, 9-4l, 9-4m, 9-6a, 9-6b"	3	218	739	966	316	644	960	229	692	958
"AR"	2004	"Sebastian County"	"4-f"	3	165	409	578	220	355	575	150	396	573
"AR"	2004	"Sebastian County"	"4-g"	3	229	309	546	254	289	543	212	301	544
"AR"	2004	"Sebastian County"	"4-i"	3	372	666	1047	458	573	1037	332	670	1033
"AR"	2004	"Sebastian County"	"4-j"	3	180	382	568	236	326	562	187	256	459
"AR"	2004	"Sebastian County"	"4-m"	3	160	332	498	219	276	495	151	321	492
"AR"	2004	"Sebastian County"	"9-1a, 9-1b"	3	135	238	380	159	223	382	141	219	380
"AR"	2004	"Sebastian County"	"9-1c"	3	110	226	344	131	209	340	114	213	342
"AR"	2004	"Sebastian County"	"9-1d, 9-1e"	3	279	739	1024	345	675	1020	306	667	1020
"AR"	2004	"Sebastian County"	"9-1f, 9-1g, 9-1h"	3	65	144	214	84	129	213	82	117	212
"AR"	2004	"Sebastian County"	"9-1i, 9-1j"	3	181	315	500	217	278	495	171	301	498
"AR"	2004	"Sebastian County"	"9-1k, 9-l"	3	238	389	630	287	343	630	243	355	622
"AR"	2004	"Sebastian County"	"9-1n"	3	19	69	88	34	54	88	28	57	88
"AR"	2004	"Sebastian County"	"9-1o, 9-1p"	3	19	77	97	27	70	97	18	75	97
"AR"	2004	"Sebastian County"	"9-1q, 9-2e"	3	96	241	345	142	198	340	120	206	339
"AR"	2004	"Sebastian County"	"9-2a, 9-2f"	3	101	228	339	139	197	336	108	213	340
"AR"	2004	"Sebastian County"	"9-2b, 9-2c, 9-2d"	3	244	668	927	338	577	915	231	638	905
"AR"	2004	"Sebastian County"	"9-3a, 9-3b"	3	145	345	493	192	293	485	179	291	483
"AR"	2004	"Sebastian County"	"9-3c"	3	132	203	342	156	176	332	137	176	336
"AR"	2004	"Sebastian County"	"9-3d, 9-3e"	3	93	160	257	116	144	260	108	135	251
"AR"	2004	"Sebastian County"	"9-3f"	3	99	209	311	117	199	316	105	202	314
"AR"	2004	"Sebastian County"	"9-3g"	3	86	168	255	93	160	253	92	153	250
"AR"	2004	"Sebastian County"	"9-3h, 9-3i"	3	141	203	351	167	178	345	147	178	343
"AR"	2004	"Sebastian County"	"9-3j, 9-3k"	3	146	320	468	169	297	466	152	291	463
"AR"	2004	"Sebastian County"	"9-3l, 9-3m"	3	148	213	365	172	190	362	183	169	363
"AR"	2004	"Sebastian County"	"9-4d, 9-4e, 9-4f, 9-4g"	3	125	180	309	150	158	308	133	167	306
"AR"	2004	"Sebastian County"	"9-4h, 9-4k"	3	131	271	406	167	233	400	150	233	399
"AR"	2004	"Sebastian County"	"9-4i"	3	112	276	388	140	243	383	131	240	379
"AR"	2004	"Sebastian County"	"Absentee Ft. Smith"	3	561	708	1292	732	542	1274	523	525	1083
"AR"	2004	"Sebastian County"	"Absentee Greenwood"	3	88	214	306	123	173	296	81	206	296
"AR"	2004	"Sebastian County"	"Early Ft. Smith"	3	4911	7073	12075	6337	5632	11969	4448	7194	11942
"AR"	2004	"Sebastian County"	"Early Greenwood"	3	1501	3545	5077	2058	2965	5023	1443	3450	5016
"AR"	2004	"Sevier County"	"Absentee"	4	97	101	198	118	74	192			
"AR"	2004	"Sevier County"	"Absentees-overseas"	4	0	3	4	0	1	1			
"AR"	2004	"Sevier County"	"Bear Creek East & Saline West"	4	58	109	170	86	82	168			
"AR"	2004	"Sevier County"	"Bear Creek West"	4	136	202	342	183	157	340			
"AR"	2004	"Sevier County"	"Ben Lomond"	4	37	42	82	49	30	79			
"AR"	2004	"Sevier County"	"Clear Creek 1"	4	65	95	165	84	80	164			
"AR"	2004	"Sevier County"	"Clear Creek 2 & 3"	4	247	249	505	331	172	503			
"AR"	2004	"Sevier County"	"De Queen East"	4	77	83	163	94	72	166			
"AR"	2004	"Sevier County"	"De Queen North Central"	4	58	75	133	74	57	131			
"AR"	2004	"Sevier County"	"De Queen Northwest"	4	144	190	337	204	129	333			
"AR"	2004	"Sevier County"	"De Queen Southwest"	4	142	85	231	175	58	233			
"AR"	2004	"Sevier County"	"Early"	4	435	517	955	558	395	953			
"AR"	2004	"Sevier County"	"Jefferson"	4	21	30	51	21	29	50			
"AR"	2004	"Sevier County"	"Mineral North & South"	4	110	164	277	133	140	273			
"AR"	2004	"Sevier County"	"Monroe"	4	112	168	282	136	137	273			
"AR"	2004	"Sevier County"	"Paraclifta"	4	54	65	121	67	51	118			
"AR"	2004	"Sevier County"	"Red Colony North & South"	4	152	242	396	184	214	398			
"AR"	2004	"Sevier County"	"Saline East"	4	19	44	65	30	35	65			
"AR"	2004	"Sevier County"	"Washington"	4	71	52	124	89	40	129			
"AR"	2004	"Sharp County"	"Big Creek          Fire Station At Calamine"	1	49	63	112	61	52	113	82	32	114
"AR"	2004	"Sharp County"	"Cave                 Community Center Cave City"	1	311	481	806	391	408	799	502	298	800
"AR"	2004	"Sharp County"	"Cherokee          City Hall Cherokee Village"	1	486	668	1166	596	565	1161	634	517	1151
"AR"	2004	"Sharp County"	"Davidson           Liberty Hill Church"	1	37	40	77	35	42	77	49	26	75
"AR"	2004	"Sharp County"	"Early & Absentee Sharp County Clerks Office"	1	1002	1202	2231	1279	942	2221	1338	863	2201
"AR"	2004	"Sharp County"	"East Sullivan     Church Bldg Maxville Community"	1	43	73	116	51	62	113	67	46	113
"AR"	2004	"Sharp County"	"Hardy               Hardy Fire Station"	1	193	180	378	221	163	384	252	131	383
"AR"	2004	"Sharp County"	"Highland           City Hall Highland"	1	157	276	437	217	221	438	254	179	433
"AR"	2004	"Sharp County"	"Jackson            Williford Fire Station"	1	57	39	97	65	35	100	72	29	101
"AR"	2004	"Sharp County"	"Lave Creek        Camp Ground Community Bldg"	1	40	79	120	51	66	117	64	51	115
"AR"	2004	"Sharp County"	"Lower North       Fire Station At Wirth"	1	56	62	121	73	51	124	74	50	124
"AR"	2004	"Sharp County"	"Morgan             Center Fire Dept"	1	43	30	75	51	24	75	56	19	75
"AR"	2004	"Sharp County"	"North Big Rock  Poughkeepsie Fire Dept"	1	28	46	76	42	32	74	44	28	72
"AR"	2004	"Sharp County"	"North Lebanon   Williford Fire Station"	1	7	8	15	7	8	15	10	5	15
"AR"	2004	"Sharp County"	"North Union       Hilltop Community Bldg"	1	31	31	66	41	23	64	47	17	64
"AR"	2004	"Sharp County"	"Ozark               Ozark Acres Clubhouse"	1	101	85	192	112	81	193	124	67	191
"AR"	2004	"Sharp County"	"Piney Fork        Evening Shade City Hall"	1	159	184	353	206	146	352	236	117	353
"AR"	2004	"Sharp County"	"Richwood          Courtroom Sharp Co Courthouse"	1	179	181	370	218	160	378	246	123	369
"AR"	2004	"Sharp County"	"Scott                Grange Fire Station"	1	46	79	125	56	72	128	74	54	128
"AR"	2004	"Sharp County"	"South Big Rock Rings Chapel Church"	1	21	31	52	28	24	52	31	21	52
"AR"	2004	"Sharp County"	"South Lebanon  Pleasant Ridge Baptist Church"	1	23	13	37	22	16	38	31	7	38
"AR"	2004	"Sharp County"	"South Union      Williford Fire Station"	1	41	33	76	49	29	78	52	26	78
"AR"	2004	"Sharp County"	"Strawberry        Poughkeepsie Fire Dept"	1	32	34	67	39	28	67	44	23	67
"AR"	2004	"Sharp County"	"Upper North      Fire Station At Wirth"	1	39	45	86	48	36	84	48	35	83
"AR"	2004	"Sharp County"	"Washington      Powells Chapel"	1	27	40	68	35	33	68	37	32	69
"AR"	2004	"Sharp County"	"West Sullivan   Sidney Community Center"	1	57	94	151	89	63	152	102	50	152
"AR"	2004	"St. Francis County"	"Absentee & Overseas"	1	314	105	421	360	62	422	368	46	414
"AR"	2004	"St. Francis County"	"Caldwell City & Country"	1	112	148	261	138	1277	1415	164	97	261
"AR"	2004	"St. Francis County"	"Colt City & Country"	1	140	130	271	165	109	274	198	71	269
"AR"	2004	"St. Francis County"	"Courthouse East & West"	1	120	172	314	161	136	297	172	117	289
"AR"	2004	"St. Francis County"	"Early Vote"	1	2117	1445	3587	2574	1011	3585	2686	848	3534
"AR"	2004	"St. Francis County"	"Forrest City Ward 1"	1	391	12	406	396	12	408	384	17	401
"AR"	2004	"St. Francis County"	"Forrest City Ward 2"	1	353	60	419	361	61	422	362	53	415
"AR"	2004	"St. Francis County"	"Forrest City Ward 3"	1	229	248	481	289	189	478	330	143	473
"AR"	2004	"St. Francis County"	"Forrest City Ward 4"	1	265	171	442	308	134	442	351	88	439
"AR"	2004	"St. Francis County"	"Goodwin"	1	120	83	203	101	76	177	121	51	172
"AR"	2004	"St. Francis County"	"Heth & Blackfish"	1	66	116	183	104	80	184	120	63	183
"AR"	2004	"St. Francis County"	"Hughes City & Country"	1	427	193	625	481	154	635	502	127	629
"AR"	2004	"St. Francis County"	"Madison City & Country"	1	212	17	230	216	15	231	218	12	230
"AR"	2004	"St. Francis County"	"Palestine City"	1	104	165	272	145	126	271	166	93	259
"AR"	2004	"St. Francis County"	"Palestine Country"	1	119	100	221	133	87	220	161	60	221
"AR"	2004	"St. Francis County"	"Parrott & Newcastle"	1	115	267	386	168	221	389	203	179	382
"AR"	2004	"St. Francis County"	"Pine Tree  27-1,27-2,27-4"	1	117	70	187	129	60	189	143	41	184
"AR"	2004	"St. Francis County"	"Round Pond/mosley"	1	51	28	79	64	17	81	67	11	78
"AR"	2004	"St. Francis County"	"Tuni & Bonair"	1	92	129	221	128	95	223	138	80	218
"AR"	2004	"St. Francis County"	"Wheatley City & Country"	1	91	119	211	118	95	213	140	70	210
"AR"	2004	"St. Francis County"	"Widener City"	1	107	25	134	119	21	140	119	15	134
"AR"	2004	"St. Francis County"	"Widener Country"	1	22	12	34	22	13	35	23	12	35
"AR"	2004	"Stone County"	"Absentee"	1	101	147	253	123	128	252	136	113	249
"AR"	2004	"Stone County"	"Arbana"	1	74	99	178	79	100	179	96	81	177
"AR"	2004	"Stone County"	"Bryan"	1	31	28	61	30	32	62	37	24	61
"AR"	2004	"Stone County"	"Early"	1	774	956	1755	911	830	1747	1008	721	1729
"AR"	2004	"Stone County"	"East-out"	1	54	65	121	65	59	124	76	46	122
"AR"	2004	"Stone County"	"Farris"	1	31	117	150	42	107	149	83	60	143
"AR"	2004	"Stone County"	"Fifty-six"	1	36	36	73	46	27	73	48	23	71
"AR"	2004	"Stone County"	"Flag"	1	34	34	76	42	32	74	48	24	72
"AR"	2004	"Stone County"	"Franklin"	1	72	70	143	89	55	144	98	44	142
"AR"	2004	"Stone County"	"Harris"	1	95	202	297	114	179	293	156	136	292
"AR"	2004	"Stone County"	"Jones"	1	14	16	30	18	11	29	20	8	28
"AR"	2004	"Stone County"	"Liberty"	1	37	49	87	42	48	90	50	39	89
"AR"	2004	"Stone County"	"Locust Grove"	1	9	44	55	22	34	56	22	34	56
"AR"	2004	"Stone County"	"Marcella"	1	34	27	61	38	19	57	45	14	59
"AR"	2004	"Stone County"	"Northwest"	1	45	40	88	53	37	90	64	22	86
"AR"	2004	"Stone County"	"Optimus"	1	42	35	77	50	27	79	52	26	78
"AR"	2004	"Stone County"	"Red River"	1	11	25	41	13	27	41	17	24	41
"AR"	2004	"Stone County"	"Red Stripe"	1	56	74	130	77	55	132	83	47	130
"AR"	2004	"Stone County"	"Richwoods"	1	70	51	122	69	55	124	82	40	122
"AR"	2004	"Stone County"	"Roasting Ear"	1	17	24	41	25	18	43	29	14	43
"AR"	2004	"Stone County"	"Smartt"	1	15	46	64	19	46	65	22	41	63
"AR"	2004	"Stone County"	"Sylamore"	1	96	137	239	111	125	236	136	95	231
"AR"	2004	"Stone County"	"Timbo"	1	34	55	91	45	53	98	60	33	93
"AR"	2004	"Stone County"	"Turkey Creek"	1	42	56	100	49	51	100	58	42	100
"AR"	2004	"Stone County"	"Union"	1	95	149	253	115	133	249	134	111	245
"AR"	2004	"Stone County"	"Ward 1"	1	95	193	294	116	177	294	151	134	285
"AR"	2004	"Stone County"	"Ward 2"	1	94	97	196	102	89	193	113	75	188
"AR"	2004	"Stone County"	"Ward 3"	1	70	110	183	83	105	188	103	79	182
"AR"	2004	"Stone County"	"Washington"	1	13	36	53	32	25	57	34	23	57
"AR"	2004	"Stone County"	"West Out"	1	41	109	152	45	106	151	66	85	151
"AR"	2004	"Stone County"	"Wilson"	1	23	61	85	36	51	87	51	36	87
