state	year	county	precinct	cd	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_USS_dv	g2004_USS_rv	g2004_USS_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv
"AR"	2004	"Arkansas County"	"Alcorn Fire Department"	1	26	61	87	42	46	88	53	36	89
"AR"	2004	"Arkansas County"	"Allen Temple Baptist Church"	1	352	92	449	386	88	474	439	53	492
"AR"	2004	"Arkansas County"	"Almyra Community Center"	1	52	124	179	100	78	178	137	51	188
"AR"	2004	"Arkansas County"	"Dewitt City Fire Dept."	1	87	111	200	125	72	197	167	38	205
"AR"	2004	"Arkansas County"	"Dewitt Courthouse (absentee)"	1	60	61	122	79	30	109	78	29	107
"AR"	2004	"Arkansas County"	"Dewitt Courthouse (early)"	1	315	413	730	476	233	709	569	180	749
"AR"	2004	"Arkansas County"	"First Assembly Of God"	1	75	184	262	154	117	271	218	53	271
"AR"	2004	"Arkansas County"	"First Baptist Church"	1	324	443	772	508	268	776	599	189	788
"AR"	2004	"Arkansas County"	"First National Bank Community Room"	1	93	206	301	164	132	296	240	65	305
"AR"	2004	"Arkansas County"	"Gillett City Hall"	1	154	161	317	214	100	314	283	42	325
"AR"	2004	"Arkansas County"	"Grand Avenue Methodist Church"	1	272	406	685	421	272	693	483	215	698
"AR"	2004	"Arkansas County"	"Humphrey City Hall"	1	99	90	190	117	69	186	140	45	185
"AR"	2004	"Arkansas County"	"Lodges Corner Methodist Church"	1	40	105	145	82	60	142	103	43	146
"AR"	2004	"Arkansas County"	"Shiloh Methodist Church"	1	71	127	199	108	92	200	141	58	199
"AR"	2004	"Arkansas County"	"St. Charles City Hall"	1	106	128	236	146	91	237	192	51	243
"AR"	2004	"Arkansas County"	"St. Lukes Lutheran Church"	1	144	42	188	168	29	197	192	14	206
"AR"	2004	"Arkansas County"	"Stuttgart Courthouse (absentee)"	1	58	67	125	78	42	120	86	37	123
"AR"	2004	"Arkansas County"	"Stuttgart Courthouse (early)"	1	706	810	1523	1016	504	1520	1117	445	1562
"AR"	2004	"Arkansas County"	"Stuttgart Farm Supply"	1	48	110	158	72	83	155	89	68	157
"AR"	2004	"Arkansas County"	"Tichnor Fire Department"	1	28	48	78	44	36	80	72	14	86
"AR"	2004	"Arkansas County"	"(blank)"	1	0	0	0	0	0	0	0	0	0
"AR"	2004	"Ashley County"	"Absentee"	4	152	158	314	184	129	314			
"AR"	2004	"Ashley County"	"Cooter"	4	78	101	183	97	91	188			
"AR"	2004	"Ashley County"	"Crossett Ward 1"	4	404	87	494	421	84	505			
"AR"	2004	"Ashley County"	"Crossett Ward 2"	4	328	291	621	402	228	630			
"AR"	2004	"Ashley County"	"Crossett Ward 3"	4	347	641	993	483	509	993			
"AR"	2004	"Ashley County"	"Crossroads"	4	95	212	310	135	178	314			
"AR"	2004	"Ashley County"	"Early"	4	425	625	1057	602	457	1062			
"AR"	2004	"Ashley County"	"Ftn. Hill City/ Ftn. Hill Rural"	4	113	123	237	124	115	239			
"AR"	2004	"Ashley County"	"Hamburg Rural & Beech Creek"	4	101	239	344	169	177	347			
"AR"	2004	"Ashley County"	"Hamburg Ward 1"	4	209	50	259	230	41	272			
"AR"	2004	"Ashley County"	"Hamburg Ward 2"	4	66	100	166	100	70	170			
"AR"	2004	"Ashley County"	"Hamburg Ward 3"	4	99	174	275	145	131	277			
"AR"	2004	"Ashley County"	"Hickory Grove"	4	99	264	370	145	224	369			
"AR"	2004	"Ashley County"	"Milo"	4	113	198	314	127	186	313			
"AR"	2004	"Ashley County"	"Montrose City/ Montrose Rural/ Boydell"	4	129	30	159	125	30	156			
"AR"	2004	"Ashley County"	"Mt. Zion"	4	28	62	91	44	47	91			
"AR"	2004	"Ashley County"	"N. Crossett East"	4	135	253	392	183	217	400			
"AR"	2004	"Ashley County"	"N. Crossett West"	4	110	177	291	145	149	294			
"AR"	2004	"Ashley County"	"Parkdale City/ Parkdale Rural"	4	81	25	107	104	29	133			
"AR"	2004	"Ashley County"	"Portland City/ Portland Rural"	4	128	92	220	167	59	226			
"AR"	2004	"Ashley County"	"Snyder/trafalgar/ Mist"	4	33	83	116	62	52	114			
"AR"	2004	"Ashley County"	"Vo-tech"	4	103	220	323	139	187	327			
"AR"	2004	"Ashley County"	"W. Crossett Rural"	4	291	282	579	336	247	585			
"AR"	2004	"Ashley County"	"Wilmot City/ Wilmot Rural"	4	214	80	297	240	54	296			
"AR"	2004	"Baxter County"	"10-1 Cotter City Hall"	1	110	161	276	134	127	261	165	114	279
"AR"	2004	"Baxter County"	"1-1, 10-2 Midway Fire Station"	1	247	382	640	279	287	566	321	290	611
"AR"	2004	"Baxter County"	"11-1, 11-3 Norfork Community Center"	1	119	219	345	151	164	315	178	162	340
"AR"	2004	"Baxter County"	"11-2 Buford Community Center"	1	98	189	293	116	150	266	145	145	290
"AR"	2004	"Baxter County"	"11-4 Lonerock Baptist Church"	1	62	102	166	62	83	145	80	83	163
"AR"	2004	"Baxter County"	"11-5 Tablerock Community Center"	1	33	12	46	26	15	41	38	11	49
"AR"	2004	"Baxter County"	"11-6, 11-7 Big Flat City Hall"	1	35	22	58	35	27	62	38	18	56
"AR"	2004	"Baxter County"	"11-9 Jordan First Baptist Church"	1	76	84	161	93	61	154	97	65	162
"AR"	2004	"Baxter County"	"1-2, 1-3 Lakeview Community Center"	1	321	496	826	322	400	722	387	424	811
"AR"	2004	"Baxter County"	"2-1 Clarkridge Fire Station"	1	118	234	362	135	186	321	160	189	349
"AR"	2004	"Baxter County"	"2-2, 4-2, 10-4 Village Mall"	1	227	431	673	271	357	628	318	335	653
"AR"	2004	"Baxter County"	"2-3 Three Brothers Community Church"	1	74	158	236	83	129	212	102	126	228
"AR"	2004	"Baxter County"	"3-1 Gamaliel Fire Station"	1	139	146	288	150	123	273	169	113	282
"AR"	2004	"Baxter County"	"3-2 Henderson Fire Station"	1	83	122	209	77	105	182	106	98	204
"AR"	2004	"Baxter County"	"3-3, 9-1 Ne Lakeside Fire Station"	1	261	399	676	292	316	608	336	307	643
"AR"	2004	"Baxter County"	"3-4 Hand Cove Fire Station"	1	60	45	105	59	34	93	74	34	108
"AR"	2004	"Baxter County"	"4-1 College & North Church Of Christ"	1	174	359	542	190	277	467	253	262	515
"AR"	2004	"Baxter County"	"5-1, 9-3 Eastside Baptist Church"	1	231	400	642	248	316	564	297	316	613
"AR"	2004	"Baxter County"	"5-2, 6-1, 8-1 Baxter County Fair Grounds"	1	256	465	736	304	356	660	374	333	707
"AR"	2004	"Baxter County"	"6-2 Redeemer Lutheran Church"	1	56	121	179	65	103	168	92	89	181
"AR"	2004	"Baxter County"	"7-1, 7-2, 9-4 First Baptist Church"	1	253	484	743	279	375	654	351	367	718
"AR"	2004	"Baxter County"	"8-2, 9-2, 9-6 Tracy Fire Station"	1	196	330	538	217	265	482	267	252	519
"AR"	2004	"Baxter County"	"8-3, 8-4, 10-3 Gassville Community Center"	1	259	474	744	295	370	665	382	339	721
"AR"	2004	"Baxter County"	"9-5, 11-8 Salesville Fire Station"	1	84	98	184	79	91	170	102	76	178
"AR"	2004	"Baxter County"	"Early & Absentee"	1	3557	5195	8862	3896	4058	7954	4456	4092	8548
"AR"	2004	"Baxter County"	"Overseas Absentees"	1	0	0	0	0	0	0	0	0	0
"AR"	2004	"Benton County"	"1 Maysville Community Bldg."	3	87	178	275	113	153	266	72	191	271
"AR"	2004	"Benton County"	"10 Heritage Missionary Baptist Church"	3	253	604	868	316	535	851	258	572	846
"AR"	2004	"Benton County"	"11 St. Mary's Catholic Church"	3	245	759	1020	317	679	996	267	711	999
"AR"	2004	"Benton County"	"12 East Kenwood Missionary Baptist Church"	3	51	177	232	59	169	228	53	166	226
"AR"	2004	"Benton County"	"13 East Kenwood Missionary Baptist Church"	3	30	140	171	38	130	168	35	131	168
"AR"	2004	"Benton County"	"14 East Kenwood Missionary Baptist Church"	3	117	325	446	151	293	444	119	307	436
"AR"	2004	"Benton County"	"15 Springtown Church Of Christ"	3	78	242	323	111	208	319	89	220	317
"AR"	2004	"Benton County"	"16 Robinson Community Bldg."	3	30	122	154	40	110	150	37	111	152
"AR"	2004	"Benton County"	"17 Logan Community Bldg."	3	57	152	213	77	130	207	65	133	203
"AR"	2004	"Benton County"	"18 Cave Springs Community Bldg."	3	80	203	285	105	179	284	94	187	284
"AR"	2004	"Benton County"	"19 Highfill Community Bldg."	3	107	209	320	139	186	325	122	200	329
"AR"	2004	"Benton County"	"2 Sulphur Springs Community Bldg."	3	138	282	432	169	255	424	134	262	416
"AR"	2004	"Benton County"	"20 Mason Valley Baptist Church"	3	80	209	291	113	173	286	89	187	286
"AR"	2004	"Benton County"	"21 Vaughn Presbyterian Church"	3	81	136	217	99	118	217	64	139	211
"AR"	2004	"Benton County"	"22 Centerton First Baptist Church"	3	443	1279	1739	641	1057	1698	479	1171	1693
"AR"	2004	"Benton County"	"23 Hiwasse Fire Station/community Bldg."	3	129	308	441	176	262	438	131	288	432
"AR"	2004	"Benton County"	"24 Highlands United Methodist Church"	3	640	1324	1982	928	1011	1939	668	1235	1931
"AR"	2004	"Benton County"	"25 Presbyterian Church Of Bella Vista"	3	597	1124	1733	797	912	1709	602	1053	1683
"AR"	2004	"Benton County"	"26 Bella Vista 1st United Methodist Church"	3	763	1293	2076	1009	1036	2045	712	1245	1989
"AR"	2004	"Benton County"	"27 Bella Vista Christian Church"	3	707	1280	2017	923	1051	1974	654	1248	1953
"AR"	2004	"Benton County"	"28 Bella Vista Baptist Church"	3	441	808	1261	579	653	1232	429	763	1220
"AR"	2004	"Benton County"	"29 St. Theodore's Episcopal Church"	3	495	884	1392	627	736	1363	484	836	1347
"AR"	2004	"Benton County"	"3 Gravette Civic Center"	3	361	1011	1392	487	896	1383	381	951	1382
"AR"	2004	"Benton County"	"30 Metfield Club House"	3	638	1384	2042	857	1157	2014	630	1335	1997
"AR"	2004	"Benton County"	"31 Bella Vista Church Of Christ"	3	138	458	604	199	395	594	148	441	600
"AR"	2004	"Benton County"	"32 Bentonville First Presbyterian Church"	3	389	1000	1408	564	823	1387	399	951	1384
"AR"	2004	"Benton County"	"33 Bentonville Church Of Christ"	3	414	749	1185	595	574	1169	405	754	1178
"AR"	2004	"Benton County"	"34 Christ The King Lutheran Church"	3	496	1554	2064	805	1211	2016	488	1501	2009
"AR"	2004	"Benton County"	"35 Bentonville First Baptist Church"	3	89	349	443	147	290	437	93	331	431
"AR"	2004	"Benton County"	"36 First Assembly Of God Church"	3	419	1148	1583	586	963	1549	441	1055	1522
"AR"	2004	"Benton County"	"37 Bentonville First Christian Church"	3	553	1060	1646	723	883	1606	572	981	1592
"AR"	2004	"Benton County"	"38 Bentonville Seventh Day Adventist Church"	3	344	749	1101	419	656	1075	315	737	1062
"AR"	2004	"Benton County"	"39 Oakley Chapel United Methodist Church"	3	145	383	534	229	293	522	148	361	521
"AR"	2004	"Benton County"	"4 Cornerstone Baptist Church, Cherokee City"	3	43	84	128	53	72	125	42	77	123
"AR"	2004	"Benton County"	"40 New Hope Church Of The Nazarene"	3	190	508	705	268	421	689	192	477	685
"AR"	2004	"Benton County"	"41 Rogers First Presbyterian Church"	3	146	379	530	209	317	526	136	375	520
"AR"	2004	"Benton County"	"42 Grace Lutheran Church"	3	159	443	610	230	367	597	155	418	591
"AR"	2004	"Benton County"	"43 Pinnacle Country Club"	3	88	411	499	193	292	485	67	418	487
"AR"	2004	"Benton County"	"44 Millwood Christian Church"	3	322	1090	1415	477	911	1388	285	1087	1385
"AR"	2004	"Benton County"	"45 Cave Springs Community Bldg."	3	179	557	740	249	469	718	181	530	721
"AR"	2004	"Benton County"	"46 Cave Springs Community Bldg."	3	158	605	771	228	521	749	175	554	750
"AR"	2004	"Benton County"	"47 Grace Lutheran Church"	3	189	328	520	233	279	512	167	326	507
"AR"	2004	"Benton County"	"48 Bethel Heights Fire Stationcommunity Room"	3	420	1065	1493	562	913	1475	458	994	1465
"AR"	2004	"Benton County"	"49 Lowell First Baptist Church"	3	166	375	543	209	327	536	167	352	526
"AR"	2004	"Benton County"	"5 Decatur City Administration Bldg."	3	203	483	694	271	423	694	236	418	680
"AR"	2004	"Benton County"	"50 Lowell First Baptist Church"	3	171	390	572	238	326	564	165	366	556
"AR"	2004	"Benton County"	"52 Calvary Bible Church"	3	281	584	871	363	498	861	274	570	865
"AR"	2004	"Benton County"	"53 Rogers 1st United Methodist Church"	3	154	155	319	186	130	316	152	156	319
"AR"	2004	"Benton County"	"54 First Christian Church Of Rogers"	3	272	461	741	345	369	714	261	450	718
"AR"	2004	"Benton County"	"55 Southside Church Of Christ"	3	262	440	714	330	368	698	258	428	698
"AR"	2004	"Benton County"	"56 Open Door Baptist Church"	3	363	700	1073	479	572	1051	356	682	1058
"AR"	2004	"Benton County"	"57 Rogers Christian Church"	3	204	377	583	265	306	571	174	388	572
"AR"	2004	"Benton County"	"58 Charity Baptist Church"	3	288	506	808	369	424	793	292	485	797
"AR"	2004	"Benton County"	"59 Rogers Freewill Baptist Church"	3	132	195	332	165	154	319	125	184	319
"AR"	2004	"Benton County"	"6 Gentry Methodist Church"	3	297	823	1132	408	698	1106	354	728	1102
"AR"	2004	"Benton County"	"60 Rogers Church Of The Nazarene"	3	210	324	546	263	262	525	232	287	529
"AR"	2004	"Benton County"	"62 Wesleyan Church"	3	117	152	273	144	125	269	107	139	262
"AR"	2004	"Benton County"	"63 Holy Trinity Lutheran Church"	3	85	165	254	119	131	250	82	151	241
"AR"	2004	"Benton County"	"64 Charity Baptist Church"	3	576	984	1577	745	811	1556	568	947	1543
"AR"	2004	"Benton County"	"65 Christian Life Cathedral"	3	130	484	621	211	403	614	130	472	611
"AR"	2004	"Benton County"	"66 Little Flock City Hall"	3	222	633	864	311	535	846	217	612	851
"AR"	2004	"Benton County"	"67 Cornerstone Assembly Of God Church"	3	190	426	620	262	355	617	168	426	613
"AR"	2004	"Benton County"	"68 Brightwater United Methodist Church"	3	97	214	318	119	192	311	100	198	308
"AR"	2004	"Benton County"	"69 Pea Ridge Emergency Services Bldg."	3	544	1208	1781	708	1053	1761	577	1129	1749
"AR"	2004	"Benton County"	"7 Total Life Community Center"	3	152	522	685	211	456	667	165	487	670
"AR"	2004	"Benton County"	"70 St. Bernard's Catholic Church Parish Hall"	3	206	528	739	303	429	732	226	494	731
"AR"	2004	"Benton County"	"71 Garfield First Baptist Church"	3	198	595	799	275	516	791	213	543	777
"AR"	2004	"Benton County"	"72 Gateway Town Hall"	3	90	158	257	121	132	253	95	142	247
"AR"	2004	"Benton County"	"73 Lbv Community Bldg., Lost Bridge"	3	233	425	674	315	338	653	229	406	657
"AR"	2004	"Benton County"	"74 Avoca Town Hall"	3	190	381	583	236	347	583	210	345	571
"AR"	2004	"Benton County"	"75 Sunnyside Baptist Church"	3	309	641	962	429	515	944	278	650	946
"AR"	2004	"Benton County"	"76 Prairie Creek Assn. Community Center"	3	469	848	1331	627	702	1329	461	822	1318
"AR"	2004	"Benton County"	"77 Lakeside Baptist Church"	3	323	479	815	396	410	806	322	472	809
"AR"	2004	"Benton County"	"78 Monte Ne Baptist Church"	3	324	447	780	373	401	774	282	464	767
"AR"	2004	"Benton County"	"79 Faith Christian Fellowship Of Rogers"	3	244	453	710	315	391	706	230	442	695
"AR"	2004	"Benton County"	"8 First Christian Church, Siloam Springs"	3	173	728	911	241	640	881	175	689	879
"AR"	2004	"Benton County"	"80 Mountain Springs Baptist Church"	3	179	392	584	239	329	568	182	365	566
"AR"	2004	"Benton County"	"81 Grace Lutheran Church"	3	157	330	492	198	280	478	173	297	480
"AR"	2004	"Benton County"	"82 Bethel Heights Fire Station Community Room"	3	39	56	100	51	45	96	46	50	96
"AR"	2004	"Benton County"	"83 Hickory Creek Fire Station"	3	214	382	603	254	340	594	220	356	588
"AR"	2004	"Benton County"	"84 War Eagle Mill"	3	227	327	557	272	276	548	228	302	537
"AR"	2004	"Benton County"	"85 Bland Chapel (rocky Branch)"	3	202	316	526	256	266	522	206	305	521
"AR"	2004	"Benton County"	"9 Siloam Springs Community Bldg."	3	322	1068	1401	420	957	1377	359	981	1365
"AR"	2004	"Benton County"	"Provisional Ballots And Fwab"	3	12	63	75	12	39	51	6	41	48
"AR"	2004	"Boone County"	"Absentee"	3	265	424	695	348	323	674	250	406	670
"AR"	2004	"Boone County"	"Batavia"	3	59	214	285	72	173	245	47	191	258
"AR"	2004	"Boone County"	"Bellefonte"	3	155	378	547	205	287	492	124	335	492
"AR"	2004	"Boone County"	"Blythe"	3	14	54	69	20	46	66	12	50	67
"AR"	2004	"Boone County"	"Bryan"	3	84	195	286	102	154	256	69	190	268
"AR"	2004	"Boone County"	"Carrollton"	3	85	132	228	104	98	202	78	115	206
"AR"	2004	"Boone County"	"Dubuque"	3	119	185	310	136	131	267	86	153	263
"AR"	2004	"Boone County"	"Early"	3	1874	3779	5726	2602	2992	5595	1793	3669	5599
"AR"	2004	"Boone County"	"Elixir & Kirk Mountain"	3	135	430	578	168	325	493	107	377	507
"AR"	2004	"Boone County"	"Ewing"	3	53	96	153	64	77	141	42	82	133
"AR"	2004	"Boone County"	"Gaither"	3	56	156	213	69	121	190	40	145	194
"AR"	2004	"Boone County"	"Jackson & Prosperity"	3	67	199	276	76	177	253	47	182	245
"AR"	2004	"Boone County"	"Jefferson"	3	91	234	332	110	182	292	74	220	307
"AR"	2004	"Boone County"	"Lee"	3	84	301	396	130	221	351	70	273	357
"AR"	2004	"Boone County"	"Long Creek"	3	66	196	267	67	169	236	43	186	234
"AR"	2004	"Boone County"	"N Harrison & Sunset"	3	320	621	971	408	512	920	235	636	921
"AR"	2004	"Boone County"	"Olvey"	3	62	90	156	81	64	145	49	93	144
"AR"	2004	"Boone County"	"Omaha"	3	170	376	576	206	288	494	124	338	492
"AR"	2004	"Boone County"	"Overseas Absentees"	3	0	0	0	0	0	0	0	0	0
"AR"	2004	"Boone County"	"Prairie"	3	73	72	152	81	56	137	61	69	142
"AR"	2004	"Boone County"	"S Harrison"	3	378	762	1184	501	586	1087	296	748	1093
"AR"	2004	"Boone County"	"Sugarloaf"	3	162	285	466	191	197	388	104	259	385
"AR"	2004	"Boone County"	"Summit"	3	71	134	213	92	104	196	64	121	199
"AR"	2004	"Boone County"	"Valley View"	3	159	385	555	215	306	521	139	351	517
"AR"	2004	"Boone County"	"Zinc"	3	38	95	143	57	71	128	33	77	125
"AR"	2004	"Bradley County"	"01 Warren Ward 1"	4	435	113	554	472	93	565			
"AR"	2004	"Bradley County"	"02 Warren Ward 2"	4	220	259	482	295	189	484			
"AR"	2004	"Bradley County"	"03 Warren Ward 3"	4	387	176	566	416	146	562			
"AR"	2004	"Bradley County"	"04 North"	4	134	317	455	216	240	456			
"AR"	2004	"Bradley County"	"05 South"	4	54	166	221	76	142	218			
"AR"	2004	"Bradley County"	"06 Banks City"	4	26	19	45	28	19	47			
"AR"	2004	"Bradley County"	"07 Banks Rural"	4	80	70	153	98	61	159			
"AR"	2004	"Bradley County"	"08 Springhill"	4	40	80	120	56	63	119			
"AR"	2004	"Bradley County"	"09 Hermitage City"	4	60	51	111	77	36	113			
"AR"	2004	"Bradley County"	"10 Hermitage Rural"	4	70	100	170	92	80	172			
"AR"	2004	"Bradley County"	"11 Eagle Lake"	4	48	33	82	58	24	82			
"AR"	2004	"Bradley County"	"12 Jersey"	4	85	31	117	91	29	120			
"AR"	2004	"Bradley County"	"13 Johnsville"	4	88	53	142	93	49	142			
"AR"	2004	"Bradley County"	"14 Marion"	4	20	44	64	31	36	67			
"AR"	2004	"Bradley County"	"Absentees"	4	87	64	154	104	44	148			
"AR"	2004	"Bradley County"	"Early"	4	372	435	813	502	310	812			
"AR"	2004	"Calhoun County"	"001 Thornton Inside"	4	95	131	228	125	99	226			
"AR"	2004	"Calhoun County"	"002 Chambersville"	4	59	129	190	76	110	192			
"AR"	2004	"Calhoun County"	"003 Tinsman"	4	49	59	108	54	52	108			
"AR"	2004	"Calhoun County"	"004 Harrell"	4	129	113	242	153	91	249			
"AR"	2004	"Calhoun County"	"005 Champagnolle"	4	68	138	208	104	108	213			
"AR"	2004	"Calhoun County"	"006 Locust Bayou"	4	84	153	239	117	119	238			
"AR"	2004	"Calhoun County"	"007 Woodberry"	4	52	102	155	73	81	154			
"AR"	2004	"Calhoun County"	"008 Hampton West"	4	78	100	182	101	78	181			
"AR"	2004	"Calhoun County"	"009 Hampton East"	4	126	42	170	120	40	162			
"AR"	2004	"Calhoun County"	"03c Three City"	4	30	59	91	50	41	91			
"AR"	2004	"Calhoun County"	"07w Seven West"	4	11	25	36	13	25	38			
"AR"	2004	"Calhoun County"	"Absentee"	4	28	44	72	37	32	69			
"AR"	2004	"Calhoun County"	"Early Vote"	4	125	239	367	203	150	357			
"AR"	2004	"Calhoun County"	"Overseas Absentees"	4	2	5	7	0	0	0			
"AR"	2004	"Calhoun County"	"Provisional"	4	3	1	4	4	0	4			
"AR"	2004	"Carroll County"	"Absentee"	3	158	237	403	188	206	397	163	231	399
"AR"	2004	"Carroll County"	"Beaver"	3	103	88	193	109	82	192	97	93	194
"AR"	2004	"Carroll County"	"Berryville Ward 1"	3	131	280	415	177	244	421	146	273	423
"AR"	2004	"Carroll County"	"Berryville Ward 2"	3	117	260	382	150	230	380	120	255	383
"AR"	2004	"Carroll County"	"Cabanal"	3	20	64	86	32	49	81	24	57	81
"AR"	2004	"Carroll County"	"Carrollton"	3	57	148	208	80	130	210	76	130	211
"AR"	2004	"Carroll County"	"Coin"	3	48	86	135	56	77	133	41	91	134
"AR"	2004	"Carroll County"	"Dry Fork"	3	31	64	95	41	55	96	40	51	96
"AR"	2004	"Carroll County"	"Early"	3	1391	1539	2964	1645	1288	2933	1371	1538	2943
"AR"	2004	"Carroll County"	"Eureka Springs Ward 1"	3	129	61	197	147	50	197	134	58	196
"AR"	2004	"Carroll County"	"Eureka Springs Ward 2"	3	200	61	267	203	60	263	189	64	263
"AR"	2004	"Carroll County"	"Eureka Springs Ward 3"	3	112	126	241	131	106	237	107	124	237
"AR"	2004	"Carroll County"	"Green Forest Ward 1"	3	76	157	237	99	136	235	69	162	234
"AR"	2004	"Carroll County"	"Green Forest Ward 2"	3	97	190	290	122	168	290	96	178	282
"AR"	2004	"Carroll County"	"Holiday Island"	3	381	540	930	474	447	922	366	536	919
"AR"	2004	"Carroll County"	"Johnson Springs"	3	287	290	586	310	270	580	269	295	577
"AR"	2004	"Carroll County"	"Kings River"	3	80	183	268	88	170	258	81	171	258
"AR"	2004	"Carroll County"	"Liberty"	3	36	31	69	38	33	71	35	32	70
"AR"	2004	"Carroll County"	"Long Creek"	3	44	117	164	51	110	161	42	111	161
"AR"	2004	"Carroll County"	"Ne/nw Hickory"	3	95	268	365	134	227	361	89	261	361
"AR"	2004	"Carroll County"	"Ne/se Prairie"	3	39	125	165	59	106	165	44	117	161
"AR"	2004	"Carroll County"	"North Yocum"	3	41	148	190	49	141	190	49	134	187
"AR"	2004	"Carroll County"	"Nw/sw Prairie"	3	95	259	356	124	234	358	102	247	358
"AR"	2004	"Carroll County"	"Omega"	3	58	88	150	71	77	148	61	83	149
"AR"	2004	"Carroll County"	"Osage"	3	31	82	117	46	73	119	32	81	117
"AR"	2004	"Carroll County"	"Packard Springs"	3	50	92	143	60	80	140	54	86	140
"AR"	2004	"Carroll County"	"Piney"	3	27	46	75	29	47	76	30	43	77
"AR"	2004	"Carroll County"	"Polo"	3	77	249	330	102	223	326	76	243	324
"AR"	2004	"Carroll County"	"Se/sw Hickory"	3	50	150	204	81	120	201	60	138	202
"AR"	2004	"Carroll County"	"South Yocum"	3	39	87	126	49	76	125	42	83	127
"AR"	2004	"Carroll County"	"Winona"	3	61	68	130	68	62	130	59	64	127
"AR"	2004	"Chicot County"	"Absentee"	4	349	99	451	241	54	295			
"AR"	2004	"Chicot County"	"Bowie 1 & Rural"	4	283	102	386	318	81	399			
"AR"	2004	"Chicot County"	"Bowie 2"	4	214	63	280	230	2	232			
"AR"	2004	"Chicot County"	"Bowie 3"	4	232	77	312	257	67	324			
"AR"	2004	"Chicot County"	"Carlton 1 & 2"	4	295	50	348	304	49	353			
"AR"	2004	"Chicot County"	"Carlton 3"	4	88	109	198	113	87	200			
"AR"	2004	"Chicot County"	"Carlton Rural"	4	201	339	544	266	277	543			
"AR"	2004	"Chicot County"	"Early"	4	586	644	1243	785	472	1257			
"AR"	2004	"Chicot County"	"Planters 1 & 2"	4	246	73	321	255	74	329			
"AR"	2004	"Chicot County"	"Planters 3 & 4"	4	387	12	402	393	24	417			
"AR"	2004	"Chicot County"	"Planters Rural"	4	112	157	272	167	112	279			
"AR"	2004	"Clark County"	"Absentee"	4	246	129	379	285	87	372			
"AR"	2004	"Clark County"	"Alpine"	4	63	97	161	73	92	165			
"AR"	2004	"Clark County"	"Amity City & General"	4	145	247	396	164	223	387			
"AR"	2004	"Clark County"	"Arkadelphia Ward 1"	4	128	266	397	164	225	390			
"AR"	2004	"Clark County"	"Arkadelphia Ward 2"	4	251	221	473	300	174	474			
"AR"	2004	"Clark County"	"Arkadelphia Ward 3"	4	219	183	412	277	129	407			
"AR"	2004	"Clark County"	"Arkadelphia Ward 4"	4	379	136	517	405	111	516			
"AR"	2004	"Clark County"	"Arkadelphia Ward 5"	4	239	284	525	319	205	524			
"AR"	2004	"Clark County"	"Caddo Valley Wards 1,2,3 & Outside"	4	161	122	289	198	93	291			
"AR"	2004	"Clark County"	"Central"	4	148	246	394	212	183	395			
"AR"	2004	"Clark County"	"Curtis"	4	131	131	265	158	105	263			
"AR"	2004	"Clark County"	"Degray"	4	138	155	296	174	127	301			
"AR"	2004	"Clark County"	"Early"	4	1455	1043	2509	1719	775	2496			
"AR"	2004	"Clark County"	"East County"	4	229	93	326	248	77	325			
"AR"	2004	"Clark County"	"Gum Springs Inside & Outside"	4	167	111	281	194	87	281			
"AR"	2004	"Clark County"	"Gurdon Gen"	4	118	149	268	152	120	272			
"AR"	2004	"Clark County"	"Gurdon Ward 1"	4	95	58	154	109	46	155			
"AR"	2004	"Clark County"	"Gurdon Ward 2"	4	87	39	131	105	27	132			
"AR"	2004	"Clark County"	"Gurdon Ward 3"	4	59	22	82	63	20	83			
"AR"	2004	"Clark County"	"Gurdon Ward 4"	4	61	23	84	57	21	78			
"AR"	2004	"Clark County"	"Gurdon Ward 5"	4	70	96	166	87	79	166			
"AR"	2004	"Clark County"	"Gurdon Ward 6"	4	65	30	95	67	28	95			
"AR"	2004	"Clark County"	"Hand Counted"	4	8	21	29	8	11	19			
"AR"	2004	"Clark County"	"Hollywood"	4	61	55	117	72	44	116			
"AR"	2004	"Clark County"	"Okolona City & West County"	4	177	94	277	194	79	273			
"AR"	2004	"Clark County"	"Whelen Springs & South County"	4	90	93	188	104	84	188			
"AR"	2004	"Clay County"	"01 North St. Francis"	1	248	320	582	351	237	588	420	166	586
"AR"	2004	"Clay County"	"02 South St. Francis"	1	267	204	479	317	168	485	361	121	482
"AR"	2004	"Clay County"	"03 E Oak Bluff & Blue Cane"	1	237	175	418	275	139	414	307	103	410
"AR"	2004	"Clay County"	"04 West Oak Bluff"	1	277	199	486	333	158	491	382	103	485
"AR"	2004	"Clay County"	"05 Bennett & Lemmons"	1	88	61	149	109	43	152	118	34	152
"AR"	2004	"Clay County"	"06 Bradshaw & Haywood"	1	80	105	190	96	97	193	117	72	189
"AR"	2004	"Clay County"	"07 Johnson"	1	49	49	98	65	31	96	72	23	95
"AR"	2004	"Clay County"	"08 Knob"	1	46	22	68	46	22	68	50	18	68
"AR"	2004	"Clay County"	"09 Liddell & Chalk Bluff"	1	65	84	149	89	58	147	102	43	145
"AR"	2004	"Clay County"	"10 Payne & Swain"	1	48	62	110	65	42	107	78	30	108
