state	year	cd	county	precinct	g2000_USP_dv	g2000_USP_rv	g2000_USH_dv	g2000_USH_rv
"KS"	2000	2	"Geary"	"JUNCTION CITY WARD 4 PRECINCT 2"	155	54	130	85
"KS"	2000	2	"Geary"	"JUNCTION CITY WARD 4 PRECINCT 2 EXCLAVE"				
"KS"	2000	2	"Geary"	"JUNCTION CITY WARD 4 PRECINCT 3"	252	146	206	194
"KS"	2000	2	"Geary"	"JUNCTION CITY WARD 4 PRECINCT 3 EXCLAVE"				
"KS"	2000	2	"Geary"	"JUNCTION CITY WARD 4 PRECINCT 4"	45	43	36	53
"KS"	2000	2	"Geary"	"LIBERTY TOWNSHIP"	20	63	13	79
"KS"	2000	2	"Geary"	"LYON TOWNSHIP"	30	92	24	98
"KS"	2000	2	"Geary"	"MARSHALL FIELD"	0	0	0	0
"KS"	2000	2	"Geary"	"MILFORD TOWNSHIP"	160	349	108	398
"KS"	2000	2	"Geary"	"SHERIDAN TOWNSHIP"	15	15	15	17
"KS"	2000	2	"Geary"	"SMOKY HILL TOWNSHIP"	108	324	94	330
"KS"	2000	2	"Geary"	"SMOKY HILL TOWNSHIP ENCLAVE A"				
"KS"	2000	2	"Geary"	"SMOKY HILL TOWNSHIP ENCLAVE B"				
"KS"	2000	2	"Geary"	"SMOKY HILL TOWNSHIP ENCLAVE C"				
"KS"	2000	2	"Geary"	"Advance"	243	424	178	481
"KS"	2000	2	"Geary"	"Provisional (Challenged)"				
"KS"	2000	1	"Gove"	"BAKER TOWNSHIP"	110	443		501
"KS"	2000	1	"Gove"	"GAELAND TOWNSHIP"	2	23		17
"KS"	2000	1	"Gove"	"GOVE TOWNSHIP"	24	77		92
"KS"	2000	1	"Gove"	"GRAINFIELD TOWNSHIP"	57	123		157
"KS"	2000	1	"Gove"	"GRINNELL TOWNSHIP"	53	166		209
"KS"	2000	1	"Gove"	"JEROME TOWNSHIP"	4	63		65
"KS"	2000	1	"Gove"	"LARRABEE TOWNSHIP"	3	34		33
"KS"	2000	1	"Gove"	"LEWIS TOWNSHIP"	0	9		6
"KS"	2000	1	"Gove"	"PAYNE TOWNSHIP"	26	92		105
"KS"	2000	1	"Gove"	"Advance"	15	90		102
"KS"	2000	1	"Gove"	"Provisional (Challenged)"	2	2		3
"KS"	2000	1	"Graham"	"ALLODIUM TOWNSHIP"	5	20		19
"KS"	2000	1	"Graham"	"BOGUE CITY"				
"KS"	2000	1	"Graham"	"BRYANT TOWNSHIP"	7	28		25
"KS"	2000	1	"Graham"	"GETTYSBURG TOWNSHIP"	2	30		30
"KS"	2000	1	"Graham"	"GRAHAM TOWNSHIP"	6	17		18
"KS"	2000	1	"Graham"	"HAPPY TOWNSHIP"	4	27		25
"KS"	2000	1	"Graham"	"HILL CITY PRECINCT 1"	19	86		83
"KS"	2000	1	"Graham"	"HILL CITY PRECINCT 2"	114	285		342
"KS"	2000	1	"Graham"	"HILL CITY PRECINCT 3"	53	126		142
"KS"	2000	1	"Graham"	"INDIANA TOWNSHIP"	1	17		17
"KS"	2000	1	"Graham"	"MILLBROOK TOWNSHIP"	16	42		47
"KS"	2000	1	"Graham"	"MORLAN TOWNSHIP"	2	35		33
"KS"	2000	1	"Graham"	"MORLAND CITY"				
"KS"	2000	1	"Graham"	"NICODEMUS TOWNSHIP"	13	7		14
"KS"	2000	1	"Graham"	"PIONEER TOWNSHIP"	4	21		16
"KS"	2000	1	"Graham"	"SOLOMON TOWNSHIP"	18	108		98
"KS"	2000	1	"Graham"	"WILDHORSE TOWNSHIP"	32	84		91
"KS"	2000	1	"Graham"	"Advance"	50	125		144
"KS"	2000	1	"Graham"	"Provisional (Challenged)"				3
"KS"	2000	1	"Grant"	"PRECINCT 4"	90	389		423
"KS"	2000	1	"Grant"	"ULYSSES WARD 1"	119	304		339
"KS"	2000	1	"Grant"	"ULYSSES WARD 2"	189	568		655
"KS"	2000	1	"Grant"	"ULYSSES WARD 2 EXCLAVE"	0	0		0
"KS"	2000	1	"Grant"	"ULYSSES WARD 3"	165	489		547
"KS"	2000	1	"Grant"	"Advance"	102	317		360
"KS"	2000	1	"Grant"	"Provisional (Challenged)"	18	59		58
"KS"	2000	1	"Gray"	"CIMARRON TOWNSHIP"	267	734		845
"KS"	2000	1	"Gray"	"COPELAND TOWNSHIP"	35	141		154
"KS"	2000	1	"Gray"	"EAST HESS TOWNSHIP"	37	125		132
"KS"	2000	1	"Gray"	"FOOTE TOWNSHIP"	11	47		57
"KS"	2000	1	"Gray"	"INGALLS TOWNSHIP"	42	172		175
"KS"	2000	1	"Gray"	"LOGAN TOWNSHIP"	24	71		83
"KS"	2000	1	"Gray"	"MONTEZUMA TOWNSHIP"	61	309		324
"KS"	2000	1	"Gray"	"Advance"				
"KS"	2000	1	"Gray"	"Provisional (Challenged)"	5	32		31
"KS"	2000	1	"Greeley"	"TRIBUNE PRECINCT 1"	46	171		210
"KS"	2000	1	"Greeley"	"TRIBUNE PRECINCT 2"	33	158		181
"KS"	2000	1	"Greeley"	"TRIBUNE PRECINCT 3"	22	191		196
"KS"	2000	1	"Greeley"	"Advance"	42	108		131
"KS"	2000	1	"Greeley"	"Provisional (Challenged)"				
"KS"	2000	4	"Greenwood"	"BACHELOR TOWNSHIP"	19	76	25	69
"KS"	2000	4	"Greenwood"	"EUREKA TOWNSHIP"	60	140	68	121
"KS"	2000	4	"Greenwood"	"EUREKA WARD 1"	145	276	161	232
"KS"	2000	4	"Greenwood"	"EUREKA WARD 2"	92	196	112	170
"KS"	2000	4	"Greenwood"	"EUREKA WARD 3"	117	210	137	180
"KS"	2000	4	"Greenwood"	"FALL RIVER TOWNSHIP"	28	64	36	52
"KS"	2000	4	"Greenwood"	"JANESVILLE TOWNSHIP"	51	184	59	169
"KS"	2000	4	"Greenwood"	"LANE TOWNSHIP"	26	34	27	33
"KS"	2000	4	"Greenwood"	"MADISON TOWNSHIP"	123	330	117	317
"KS"	2000	4	"Greenwood"	"OTTER CREEK TOWNSHIP"	29	60	32	54
"KS"	2000	4	"Greenwood"	"PLEASANT GROVE TOWNSHIP"	6	30	10	26
"KS"	2000	4	"Greenwood"	"QUINCY TOWNSHIP"	13	38	20	33
"KS"	2000	4	"Greenwood"	"SALEM TOWNSHIP"	2	15	5	9
"KS"	2000	4	"Greenwood"	"SALT SPRINGS TOWNSHIP"	72	109	63	103
"KS"	2000	4	"Greenwood"	"SHELL ROCK TOWNSHIP"	12	68	10	65
"KS"	2000	4	"Greenwood"	"SOUTH SALEM TOWNSHIP"	1	44	7	35
"KS"	2000	4	"Greenwood"	"SPRING CREEK TOWNSHIP"	11	46	16	35
"KS"	2000	4	"Greenwood"	"TWIN GROVE TOWNSHIP"	66	158	91	126
"KS"	2000	4	"Greenwood"	"Advance"	153	313	120	326
"KS"	2000	4	"Greenwood"	"Provisional (Challenged)"	1	1	1	2
"KS"	2000	1	"Hamilton"	"BEAR CREEK TOWNSHIP"	2	24		23
"KS"	2000	1	"Hamilton"	"COOLIDGE TOWNSHIP"	14	38		41
"KS"	2000	1	"Hamilton"	"KENDALL TOWNSHIP"	9	36		40
"KS"	2000	1	"Hamilton"	"LAMONT TOWNSHIP"	3	28		30
"KS"	2000	1	"Hamilton"	"LIBERTY TOWNSHIP"	3	9		12
"KS"	2000	1	"Hamilton"	"MEDWAY TOWNSHIP"	3	16		17
"KS"	2000	1	"Hamilton"	"RICHLAND TOWNSHIP"	0	10		10
"KS"	2000	1	"Hamilton"	"SYRACUSE I"	72	197		242
"KS"	2000	1	"Hamilton"	"SYRACUSE 2"	33	141		154
"KS"	2000	1	"Hamilton"	"SYRACUSE 3"	21	128		132
"KS"	2000	1	"Hamilton"	"Advance"	100	270		335
"KS"	2000	1	"Hamilton"	"Provisional (Challenged)"	4	4		6
"KS"	2000	4	"Harper"	"ANTHONY WARD 1"	135	308	141	281
"KS"	2000	4	"Harper"	"ANTHONY WARD 2"	69	157	79	140
"KS"	2000	4	"Harper"	"ANTHONY WARD 3"	25	49	22	43
"KS"	2000	4	"Harper"	"ANTHONY WARD 4"	45	154	68	117
"KS"	2000	4	"Harper"	"HARPER WARD 1"	120	213	140	179
"KS"	2000	4	"Harper"	"HARPER WARD 2"	109	185	126	150
"KS"	2000	4	"Harper"	"TOWNSHIP 1"	125	282	123	245
"KS"	2000	4	"Harper"	"TOWNSHIP 2"	5	47	8	39
"KS"	2000	4	"Harper"	"TOWNSHIP 3"	36	147	48	127
"KS"	2000	4	"Harper"	"TOWNSHIP 4"	32	73	28	74
"KS"	2000	4	"Harper"	"TOWNSHIP 5"	54	158	65	138
"KS"	2000	4	"Harper"	"TOWNSHIP 6"	31	102	40	87
"KS"	2000	4	"Harper"	"Advance"	80	188	59	200
"KS"	2000	4	"Harper"	"Provisional (Challenged)"	3	13	4	11
"KS"	2000	4	"Harvey"	"ALTA TOWNSHIP"	24	87	28	75
"KS"	2000	4	"Harvey"	"BURRTON TOWNSHIP"	106	256	129	198
"KS"	2000	4	"Harvey"	"DARLINGTON TOWNSHIP"	70	169	81	149
"KS"	2000	4	"Harvey"	"EMMA TOWNSHIP"	42	222	69	196
"KS"	2000	4	"Harvey"	"GARDEN TOWNSHIP"	43	87	44	80
"KS"	2000	4	"Harvey"	"HALSTEAD CITY WARD 1 PRECINCT 1"	115	219	113	208
"KS"	2000	4	"Harvey"	"HALSTEAD CITY WARD 1 PRECINCT 2"	144	254	148	259
"KS"	2000	4	"Harvey"	"HALSTEAD TOWNSHIP"	29	73	34	70
"KS"	2000	4	"Harvey"	"HESSTON PRECINCT 1"	189	371	224	330
"KS"	2000	4	"Harvey"	"HESTON PRECINCT 2"	174	467	205	437
"KS"	2000	4	"Harvey"	"HESTON PRECINCT 2 EXCLAVE"	0	0	0	0
"KS"	2000	4	"Harvey"	"HIGHLAND TOWNSHIP"	44	120	59	113
"KS"	2000	4	"Harvey"	"LAKE TOWNSHIP"	25	60	32	45
"KS"	2000	4	"Harvey"	"LAKIN TOWNSHIP"	21	82	25	75
"KS"	2000	4	"Harvey"	"MACON TOWNSHIP"	137	274	162	253
"KS"	2000	4	"Harvey"	"NEWTON CITY WARD 1 PRECINCT 1"	155	223	175	190
"KS"	2000	4	"Harvey"	"NEWTON CITY WARD 1 PRECINCT 2"	144	169	164	146
"KS"	2000	4	"Harvey"	"NEWTON CITY WARD 1 PRECINCT 3"	92	113	95	100
"KS"	2000	4	"Harvey"	"NEWTON CITY WARD 2 PRECINCT 1"	152	166	173	145
"KS"	2000	4	"Harvey"	"NEWTON CITY WARD 2 PRECINCT 2"	234	300	245	277
"KS"	2000	4	"Harvey"	"NEWTON CITY WARD 2 PRECINCT 2 EXCLAVE"	0	0	0	0
"KS"	2000	4	"Harvey"	"NEWTON CITY WARD 3 PRECINCT 1"	156	202	159	199
"KS"	2000	4	"Harvey"	"NEWTON CITY WARD 3 PRECINCT 2"	208	381	239	345
"KS"	2000	4	"Harvey"	"NEWTON CITY WARD 3 PRECINCT 3 PART A"	312	598	344	565
"KS"	2000	4	"Harvey"	"NEWTON CITY WARD 3 PRECINCT 3 PART B"	0	0	0	0
"KS"	2000	4	"Harvey"	"NEWTON CITY WARD 4 PRECINCT 1"	161	268	179	263
"KS"	2000	4	"Harvey"	"NEWTON CITY WARD 4 PRECINCT 2"	298	455	322	427
"KS"	2000	4	"Harvey"	"NEWTON CITY WARD 4 PRECINCT 3"	250	414	228	405
"KS"	2000	4	"Harvey"	"NEWTON CITY WARD 4 PRECINCT 4"	100	188	112	180
"KS"	2000	4	"Harvey"	"NEWTON TOWNSHIP"	28	168	42	157
"KS"	2000	4	"Harvey"	"NEWTON TOWNSHIP ENCLAVE"	0	0	0	0
"KS"	2000	4	"Harvey"	"NORTH NEWTON CITY"	381	266	475	254
"KS"	2000	4	"Harvey"	"PLEASANT TOWNSHIP"	48	152	68	137
"KS"	2000	4	"Harvey"	"RICHLAND TOWNSHIP"	30	101	35	103
"KS"	2000	4	"Harvey"	"SEDGWICK TOWNSHIP"	167	426	236	348
"KS"	2000	4	"Harvey"	"WALTON TOWNSHIP"	45	146	66	128
"KS"	2000	4	"Harvey"	"Advance"	436	741	405	754
"KS"	2000	4	"Harvey"	"Provisional (Challenged)"	31	53	36	54
"KS"	2000	1	"Haskell"	"IVANHOE TOWNSHIP"	6	42		38
"KS"	2000	1	"Haskell"	"NORTH DUDLEY"	8	57		57
"KS"	2000	1	"Haskell"	"NORTH LOCKPORT"	4	58		60
"KS"	2000	1	"Haskell"	"SATANTA 1"	13	72		67
"KS"	2000	1	"Haskell"	"SATANTA 2"	90	311		349
"KS"	2000	1	"Haskell"	"SOUTH LOCKPORT"	9	62		53
"KS"	2000	1	"Haskell"	"SUBLETTE 1"	58	355		361
"KS"	2000	1	"Haskell"	"SUBLETTE 3"	42	203		220
"KS"	2000	1	"Haskell"	"Advance"	33	162		173
"KS"	2000	1	"Haskell"	"Provisional (Challenged)"		1		1
"KS"	2000	1	"Hodgeman"	"BENTON TOWNSHIP"	2	21		21
"KS"	2000	1	"Hodgeman"	"MARENA TOWNSHIP"	38	183		216
"KS"	2000	1	"Hodgeman"	"NORTH CENTER"	61	188		213
"KS"	2000	1	"Hodgeman"	"NORTH HALLET"	2	6		8
"KS"	2000	1	"Hodgeman"	"NORTH ROSCOE"	3	23		24
"KS"	2000	1	"Hodgeman"	"SAWLOG TOWNSHIP"	5	38		40
"KS"	2000	1	"Hodgeman"	"SOUTH CENTER"	56	163		187
"KS"	2000	1	"Hodgeman"	"SOUTH HALLET"	0	19		19
"KS"	2000	1	"Hodgeman"	"SOUTH ROSCOE"	4	34		36
"KS"	2000	1	"Hodgeman"	"STERLING TOWNSHIP"	20	49		65
"KS"	2000	1	"Hodgeman"	"VALLEY TOWNSHIP"	2	26		19
"KS"	2000	1	"Hodgeman"	"Advance"	24	85		93
"KS"	2000	1	"Hodgeman"	"Provisional (Challenged)"				
"KS"	2000	2	"Jackson"	"ADRIAN TOWNSHIP"	9	37	6	50
"KS"	2000	2	"Jackson"	"BANNER TOWNSHIP"	45	79	27	93
"KS"	2000	2	"Jackson"	"CEDAR TOWNSHIP"	171	247	109	305
"KS"	2000	2	"Jackson"	"DOUGLAS TOWNSHIP"	302	445	198	523
"KS"	2000	2	"Jackson"	"FRANKLIN TOWNSHIP"	107	216	49	264
"KS"	2000	2	"Jackson"	"GARFIELD TOWNSHIP"	71	164	53	183
"KS"	2000	2	"Jackson"	"GRANT TOWNSHIP"	38	55	24	72
"KS"	2000	2	"Jackson"	"HOLTON WARD 1"	191	190	112	269
"KS"	2000	2	"Jackson"	"HOLTON WARD 1 EXCLAVE CITY LAKE"				
"KS"	2000	2	"Jackson"	"HOLTON WARD 2"	179	252	111	321
"KS"	2000	2	"Jackson"	"HOLTON WARD 3"	130	178	74	236
"KS"	2000	2	"Jackson"	"HOLTON WARD 3 EXCLAVE INDUSTRIAL PARK"				
"KS"	2000	2	"Jackson"	"JEFFERSON TOWNSHIP"	65	138	38	168
"KS"	2000	2	"Jackson"	"LIBERTY TOWNSHIP"	68	140	57	153
"KS"	2000	2	"Jackson"	"LINCOLN TOWNSHIP"	178	101	105	165
"KS"	2000	2	"Jackson"	"NETAWAKA TOWNSHIP"	64	95	43	121
"KS"	2000	2	"Jackson"	"SOLDIER TOWNSHIP"	50	104	35	118
"KS"	2000	2	"Jackson"	"STRAIGHT CREEK TOWNSHIP"	22	51	16	54
"KS"	2000	2	"Jackson"	"WASHINGTON TOWNSHIP"	52	109	38	132
"KS"	2000	2	"Jackson"	"WHITING TOWNSHIP"	42	98	28	108
"KS"	2000	2	"Jackson"	"Advance"	182	276	119	336
"KS"	2000	2	"Jackson"	"Provisional (Challenged)"	24	26	12	37
"KS"	2000	2	"Jefferson"	"DELAWARE TOWNSHIP"	314	446	198	507
"KS"	2000	2	"Jefferson"	"EAST FAIRVIEW"	192	197	128	206
"KS"	2000	2	"Jefferson"	"JEFFERSON TOWNSHIP"	173	306	104	353
"KS"	2000	2	"Jefferson"	"KAW TOWNSHIP"	246	320	170	374
"KS"	2000	2	"Jefferson"	"KENTUCKY TOWNSHIP"	259	319	157	408
"KS"	2000	2	"Jefferson"	"NORTON TOWNSHIP"	148	218	82	274
"KS"	2000	2	"Jefferson"	"ASKALOOSA TOWNSHIP"	284	451	169	546
"KS"	2000	2	"Jefferson"	"OZAWKIE TOWNSHIP"	223	331	133	371
"KS"	2000	2	"Jefferson"	"ROCK CREEK TOWNSHIP"	365	578	207	653
"KS"	2000	2	"Jefferson"	"RURAL TOWNSHIP"	111	178	82	200
"KS"	2000	2	"Jefferson"	"SARCOXIE TOWNSHIP"	202	182	155	246
"KS"	2000	2	"Jefferson"	"UNION TOWNSHIP"	211	420	137	465
"KS"	2000	2	"Jefferson"	"WEST FAIRVIEW"	89	127	58	149
"KS"	2000	2	"Jefferson"	"Advance"	169	327	118	355
"KS"	2000	2	"Jefferson"	"Provisional (Challenged)"	14	23	10	25
"KS"	2000	1	"Jewell"	"ALLEN TOWNSHIP"	1	21		22
"KS"	2000	1	"Jewell"	"ATHENS TOWNSHIP"	0	27		29
"KS"	2000	1	"Jewell"	"BROWNS CREEK TOWNSHIP"	5	20		25
"KS"	2000	1	"Jewell"	"BUFFALO TOWNSHIP"	46	170		198
"KS"	2000	1	"Jewell"	"BURR OAK TOWNSHIP"	25	103		120
"KS"	2000	1	"Jewell"	"CALVIN TOWNSHIP"	1	30		31
"KS"	2000	1	"Jewell"	"CENTER TOWNSHIP"	141	329		423
"KS"	2000	1	"Jewell"	"ERVING TOWNSHIP"	3	14		14
"KS"	2000	1	"Jewell"	"ESBON TOWNSHIP"	26	77		87
"KS"	2000	1	"Jewell"	"GRANT TOWNSHIP"	26	84		98
"KS"	2000	1	"Jewell"	"HARRISON TOWNSHIP"	0	16		14
"KS"	2000	1	"Jewell"	"HIGHLAND TOWNSHIP"	6	15		17
"KS"	2000	1	"Jewell"	"HOLMWOOD TOWNSHIP"	6	18		23
"KS"	2000	1	"Jewell"	"IONIA TOWNSHIP"	2	46		45
"KS"	2000	1	"Jewell"	"JACKSON TOWNSHIP"	14	57		52
"KS"	2000	1	"Jewell"	"LIMESTONE TOWNSHIP"	5	23		26
"KS"	2000	1	"Jewell"	"MONTANA TOWNSHIP"	4	39		38
"KS"	2000	1	"Jewell"	"ODESSA TOWNSHIP"	0	12		12
"KS"	2000	1	"Jewell"	"PRAIRIE TOWNSHIP"	8	64		69
"KS"	2000	1	"Jewell"	"RICHLAND TOWNSHIP"	4	12		13
"KS"	2000	1	"Jewell"	"SINCLAIR TOWNSHIP"	6	21		24
"KS"	2000	1	"Jewell"	"WICKSBURG TOWNSHIP"	2	15		18
"KS"	2000	1	"Jewell"	"WALNUT TOWNSHIP"	4	36		39
"KS"	2000	1	"Jewell"	"WASHINGTON TOWNSHIP"	4	19		21
"KS"	2000	1	"Jewell"	"WHITE MOUND TOWNSHIP"	6	20		22
"KS"	2000	1	"Jewell"	"Advance"	34	111		135
"KS"	2000	1	"Jewell"	"Provisional (Challenged)"	1	1		1
"KS"	2000	3	"Johnson"	"AUBRY TOWNSHIP 01"	207	531	236	488
"KS"	2000	3	"Johnson"	"AUBRY TOWNSHIP 02"	163	454	212	393
"KS"	2000	3	"Johnson"	"AUBRY TOWNSHIP 03"	127	325	169	278
"KS"	2000	3	"Johnson"	"AUBRY TOWNSHIP 04"	271	556	328	473
"KS"	2000	3	"Johnson"	"BONNER SPRINGS PRECINCT 01"	0	1	0	1
"KS"	2000	3	"Johnson"	"COUNTRYSIDE PRECINCT 01"	82	96	94	81
"KS"	2000	3	"Johnson"	"DESOTO PRECINCT 01"	334	267	341	241
"KS"	2000	3	"Johnson"	"DESOTO PRECINCT 02"	431	692	469	638
"KS"	2000	3	"Johnson"	"DESOTO PRECINCT 02 EXCLAVE A"	0	0		
"KS"	2000	3	"Johnson"	"DESOTO PRECINCT 03 EXCLAVE B"	0	0	0	0
"KS"	2000	3	"Johnson"	"EDGERTON PRECINCT 01"	185	275	205	250
"KS"	2000	3	"Johnson"	"EDGERTON PRECINCT 01 EXCLAVE A"				
"KS"	2000	3	"Johnson"	"EDGERTON PRECINCT 02"	0	0	0	0
"KS"	2000	3	"Johnson"	"EDGERTON PRECINCT 03"	0	0	0	0
"KS"	2000	3	"Johnson"	"FAIRWAY WARD 01"	239	312	289	264
"KS"	2000	3	"Johnson"	"FAIRWAY WARD 02"	234	283	303	217
"KS"	2000	3	"Johnson"	"FAIRWAY WARD 03"	236	402	353	314
"KS"	2000	3	"Johnson"	"FAIRWAY WARD 04"	304	285	344	237
"KS"	2000	3	"Johnson"	"GARDNER CITY PRECINCT 01"	440	814	497	705
"KS"	2000	3	"Johnson"	"GARDNER CITY PRECINCT 01 EXCLAVE A"				
"KS"	2000	3	"Johnson"	"GARDNER CITY PRECINCT 01 EXCLAVE B"				
"KS"	2000	3	"Johnson"	"GARDNER CITY PRECINCT 01 EXCLAVE C"				
"KS"	2000	3	"Johnson"	"GARDNER CITY PRECINCT 01 EXCLAVE D"				
"KS"	2000	3	"Johnson"	"GARDNER CITY PRECINCT 01 EXCLAVE E"				
"KS"	2000	3	"Johnson"	"GARDNER CITY PRECINCT 02 PART A"	368	616	399	558
"KS"	2000	3	"Johnson"	"GARDNER CITY PRECINCT 02 PART B"				
"KS"	2000	3	"Johnson"	"GARDNER CITY PRECINCT 03"	257	500	276	469
"KS"	2000	3	"Johnson"	"GARDNER CITY PRECINCT 04"	6	5	7	4
"KS"	2000	3	"Johnson"	"GARDNER CITY PRECINCT 05"	0	0	0	0
"KS"	2000	3	"Johnson"	"GARDNER TOWNSHIP 01 PART A"	167	271	206	237
"KS"	2000	3	"Johnson"	"GARDNER TOWNSHIP 01 PART B"				
"KS"	2000	3	"Johnson"	"GARDNER TOWNSHIP 01 PART C"				
"KS"	2000	3	"Johnson"	"GARDNER TOWNSHIP 01 PART D"				
"KS"	2000	3	"Johnson"	"GARDNER TOWNSHIP 02"	162	316	195	282
"KS"	2000	3	"Johnson"	"GARDNER TOWNSHIP 02 ENCLAVE"				
"KS"	2000	3	"Johnson"	"GARDNER TOWNSHIP 03"	0	0	0	0
"KS"	2000	3	"Johnson"	"GARDNER TOWNSHIP 04"	0	0	0	0
"KS"	2000	3	"Johnson"	"GARDNER TOWNSHIP 05"	3	0	3	0
"KS"	2000	3	"Johnson"	"GARDNER TOWNSHIP 06"	0	2	0	2
"KS"	2000	3	"Johnson"	"GARDNER TOWNSHIP 07"	1	1	2	0
"KS"	2000	3	"Johnson"	"LAKE QUIVIRA PRECINCT 01"	216	424	283	362
"KS"	2000	3	"Johnson"	"LEAWOOD WARD 01 PRECINCT 01"	298	426	401	338
"KS"	2000	3	"Johnson"	"LEAWOOD WARD 01 PRECINCT 02"	315	605	465	459
"KS"	2000	3	"Johnson"	"LEAWOOD WARD 01 PRECINCT 03"	255	533	355	445
"KS"	2000	3	"Johnson"	"LEAWOOD WARD 01 PRECINCT 04"	224	418	305	349
"KS"	2000	3	"Johnson"	"LEAWOOD WARD 02 PRECINCT 01"	232	524	350	414
"KS"	2000	3	"Johnson"	"LEAWOOD WARD 02 PRECINCT 02"	212	386	296	287
"KS"	2000	3	"Johnson"	"LEAWOOD WARD 02 PRECINCT 03"	330	525	450	411
"KS"	2000	3	"Johnson"	"LEAWOOD WARD 02 PRECINCT 04"	175	639	282	523
"KS"	2000	3	"Johnson"	"LEAWOOD WARD 02 PRECINCT 05"	329	616	420	492
"KS"	2000	3	"Johnson"	"LEAWOOD WARD 03 PRECINCT 01"	181	385	240	338
"KS"	2000	3	"Johnson"	"LEAWOOD WARD 03 PRECINCT 02"	175	364	251	295
"KS"	2000	3	"Johnson"	"LEAWOOD WARD 03 PRECINCT 03"	255	582	343	481
"KS"	2000	3	"Johnson"	"LEAWOOD WARD 03 PRECINCT 04"	151	412	200	357
"KS"	2000	3	"Johnson"	"LEAWOOD WARD 03 PRECINCT 05"	285	594	369	514
"KS"	2000	3	"Johnson"	"LEAWOOD WARD 04 PRECINCT 01"	216	518	295	444
"KS"	2000	3	"Johnson"	"LEAWOOD WARD 04 PRECINCT 02"	220	489	323	397
"KS"	2000	3	"Johnson"	"LEAWOOD WARD 04 PRECINCT 03"	242	518	317	435
"KS"	2000	3	"Johnson"	"LEAWOOD WARD 04 PRECINCT 04"	226	612	317	507
"KS"	2000	3	"Johnson"	"LEAWOOD WARD 04 PRECINCT 05A"	274	887	378	772
"KS"	2000	3	"Johnson"	"LEAWODD WARD 04 PRECINCT 05B"	279	609	325	530
"KS"	2000	3	"Johnson"	"LEAWOOD WARD 04 PRECINCT 06"	0	0	0	0
"KS"	2000	3	"Johnson"	"LEAWOOD WARD 04 PRECINCT 06 EXCLAVE"				
"KS"	2000	3	"Johnson"	"LEAWOOD WARD 04 PRECINCT 07"	63	180	99	150
"KS"	2000	3	"Johnson"	"LEAWOOD WARD 04 PRECINCT 08"	1	0	2	0
"KS"	2000	3	"Johnson"	"LEAWOOD WARD 04 PRECINCT 08 EXCLAVE"				
"KS"	2000	3	"Johnson"	"LEAWOOD WARD 04 PRECINCT 09"	0	0	0	0
"KS"	2000	3	"Johnson"	"LENEXA WARD 01 PRECINCT 01"	247	376	326	307
"KS"	2000	3	"Johnson"	"LENEXA WARD 01 PRECINCT 02"	265	613	409	468
"KS"	2000	3	"Johnson"	"LENEXA WARD 01 PRECINCT 03"	296	673	448	530
"KS"	2000	3	"Johnson"	"LENEXA WARD 01 PRECINCT 04"	278	561	362	470
"KS"	2000	3	"Johnson"	"LENEXA WARD 01 PRECINCT 05"	239	464	329	387
"KS"	2000	3	"Johnson"	"LENEXA WARD 01 PRECINCT 06"	254	481	334	395
"KS"	2000	3	"Johnson"	"LENEXA WARD 01 PRECINCT 07"	266	555	389	431
"KS"	2000	3	"Johnson"	"LENEXA WARD 02 PRECINCT 01"	286	394	395	277
"KS"	2000	3	"Johnson"	"LENEXA WARD 02 PRECINCT 02"	254	368	301	320
"KS"	2000	3	"Johnson"	"LENEXA WARD 02 PRECINCT 03"	211	370	281	290
"KS"	2000	3	"Johnson"	"LENEXA WARD 02 PRECINCT 04"	296	846	427	714
"KS"	2000	3	"Johnson"	"LENEXA WARD 02 PRECINCT 05"	260	359	281	311
"KS"	2000	3	"Johnson"	"LENEXA WARD 02 PRECINCT 06"	141	324	203	252
"KS"	2000	3	"Johnson"	"LENEXA WARD 02 PRECINCT 07"	225	356	281	304
"KS"	2000	3	"Johnson"	"LENEXA WARD 02 PRECINCT 08"	0	0	0	0
"KS"	2000	3	"Johnson"	"LENEXA WARD 02 PRECINCT 09"	177	323	212	285
"KS"	2000	3	"Johnson"	"LENEXA WARD 03 PRECINCT 01"	327	358	368	296
"KS"	2000	3	"Johnson"	"LENEXA WARD 03 PRECINCT 02"	442	515	535	418
"KS"	2000	3	"Johnson"	"LENEXA WARD 03 PRECINCT 03"	297	649	438	508
"KS"	2000	3	"Johnson"	"LENEXA WARD 03 PRECINCT 04"	231	467	361	339
"KS"	2000	3	"Johnson"	"LENEXA WARD 03 PRECINCT 05"	227	296	229	270
"KS"	2000	3	"Johnson"	"LENEXA WARD 04 PRECINCT 01"	321	470	352	418
"KS"	2000	3	"Johnson"	"LENEXA WARD 04 PRECINCT 02"	319	456	404	370
"KS"	2000	3	"Johnson"	"LENEXA WARD 04 PRECINCT 03"	304	351	321	294
"KS"	2000	3	"Johnson"	"LENEXA WARD 04 PRECINCT 04"	226	263	260	228
"KS"	2000	3	"Johnson"	"LENEXA WARD 04 PRECINCT 05"	0	0	0	0
"KS"	2000	3	"Johnson"	"LENEXA WARD 04 PRECINCT 06"	192	287	186	274
"KS"	2000	3	"Johnson"	"LENEXA WARD 04 PRECINCT 07"	0	1	1	0
