state	year	cd	county	precinct	g2000_USP_dv	g2000_USP_rv	g2000_USH_dv	g2000_USH_rv
"KS"	2000	2	"Allen"	"CARLYLE TOWNSHIP"	39	66	23	80
"KS"	2000	2	"Allen"	"COTTAGE GROVE TOWNSHIP"	27	75	22	83
"KS"	2000	2	"Allen"	"DEER CREEK TOWNSHIP"	18	33	15	37
"KS"	2000	2	"Allen"	"EAST ELM"	95	148	69	172
"KS"	2000	2	"Allen"	"GENEVA TOWNSHIP"	14	45	15	44
"KS"	2000	2	"Allen"	"HUMBOLDT TOWNSHIP"	46	64	29	86
"KS"	2000	2	"Allen"	"HUMBOLDT TOWNSHIP RURAL ENCLAVE"				
"KS"	2000	2	"Allen"	"HUMBOLDT TOWNSHIP SPLIT"				
"KS"	2000	2	"Allen"	"HUMBOLDT WARD 1"	194	179	132	239
"KS"	2000	2	"Allen"	"HUMBOLDT WARD 2"	168	222	112	282
"KS"	2000	2	"Allen"	"IOLA WARD 1"	233	388	146	482
"KS"	2000	2	"Allen"	"IOLA WARD 2"	178	249	103	315
"KS"	2000	2	"Allen"	"IOLA WARD 2 ENCLAVE"				
"KS"	2000	2	"Allen"	"IOLA WARD 3"	207	322	151	372
"KS"	2000	2	"Allen"	"IOLA WARD 4"	179	256	115	322
"KS"	2000	2	"Allen"	"LOGAN TOWNSHIP"	28	45	18	54
"KS"	2000	2	"Allen"	"MARMATON TOWNSHIP"	134	229	108	252
"KS"	2000	2	"Allen"	"NORTH ELSMORE"	32	77	25	88
"KS"	2000	2	"Allen"	"NORTH IOLA"	31	63	26	71
"KS"	2000	2	"Allen"	"NORTH IOLA RURAL ENCLAVE"				
"KS"	2000	2	"Allen"	"OSAGE TOWNSHIP"	35	91	30	90
"KS"	2000	2	"Allen"	"SALEM TOWNSHIP"	31	83	31	86
"KS"	2000	2	"Allen"	"SOUTH ELSMORE"	22	45	19	54
"KS"	2000	2	"Allen"	"SOUTH IOLA"	69	141	44	171
"KS"	2000	2	"Allen"	"SOUTH IOLA ENCLAVE"				
"KS"	2000	2	"Allen"	"WEST ELM"	143	265	107	313
"KS"	2000	2	"Allen"	"Advance"	194	268	137	328
"KS"	2000	2	"Allen"	"Provisional (Challenged)"	15	25	8	30
"KS"	2000	2	"Anderson"	"COLONY"				
"KS"	2000	2	"Anderson"	"GARNETT Precinct 1"	162	259	137	281
"KS"	2000	2	"Anderson"	"GARNETT Precinct 1 EXCLAVE"				
"KS"	2000	2	"Anderson"	"GARNETT Precinct 2"	137	251	120	265
"KS"	2000	2	"Anderson"	"GARNETT Precinct 3"	143	195	113	226
"KS"	2000	2	"Anderson"	"GARNETT Precinct 4"	40	41	28	50
"KS"	2000	2	"Anderson"	"GREELEY"				
"KS"	2000	2	"Anderson"	"HARRIS"				
"KS"	2000	2	"Anderson"	"INDIAN CREEK TOWNSHIP"	12	50	12	48
"KS"	2000	2	"Anderson"	"JACKSON TOWNSHIP"	52	109	39	120
"KS"	2000	2	"Anderson"	"KINCAID"				
"KS"	2000	2	"Anderson"	"LINCOLN TOWNSHIP"	26	60	23	59
"KS"	2000	2	"Anderson"	"LONE ELM CITY"				
"KS"	2000	2	"Anderson"	"LONE ELM TOWNSHIP"	35	57	21	67
"KS"	2000	2	"Anderson"	"MONROE TOWNSHIP"	62	74	45	88
"KS"	2000	2	"Anderson"	"MONROE TOWNSHIP ENCLAVE"				
"KS"	2000	2	"Anderson"	"NORTH RICH TOWNSHIP"	13	26	9	32
"KS"	2000	2	"Anderson"	"OZARK TOWNSHIP"	77	140	63	156
"KS"	2000	2	"Anderson"	"PUTNAM TOWNSHIP"	59	63	47	71
"KS"	2000	2	"Anderson"	"REEDER TOWNSHIP"	31	45	25	53
"KS"	2000	2	"Anderson"	"RICH TOWNSHIP"	51	73	32	85
"KS"	2000	2	"Anderson"	"WALKER TOWNSHIP"	129	115	109	127
"KS"	2000	2	"Anderson"	"WASHINGTON TOWNSHIP"	24	53	20	60
"KS"	2000	2	"Anderson"	"WELDA TOWNSHIP"	39	84	34	92
"KS"	2000	2	"Anderson"	"WESTPHALIA CITY"				
"KS"	2000	2	"Anderson"	"WESTPHALIA TOWNSHIP"	48	87	32	95
"KS"	2000	2	"Anderson"	"Advance"	184	193	147	229
"KS"	2000	2	"Anderson"	"Provisional (Challenged)"	3	9	5	7
"KS"	2000	2	"Atchison"	"ATCHISON PRECINCT 1"	135	130	97	171
"KS"	2000	2	"Atchison"	"ATCHISON PRECINCT 2 EAST"	123	109	85	145
"KS"	2000	2	"Atchison"	"ATCHISON PRECINCT 2 WEST"	164	146	114	191
"KS"	2000	2	"Atchison"	"ATCHISON PRECINCT 3 EAST"	231	255	171	305
"KS"	2000	2	"Atchison"	"ATCHISON PRECINCT 3 WEST"	315	187	223	257
"KS"	2000	2	"Atchison"	"ATCHISON PRECINCT 3 WEST EXCLAVE"	0	0	0	0
"KS"	2000	2	"Atchison"	"ATCHISON PRECINCT 4"	263	192	176	236
"KS"	2000	2	"Atchison"	"ATCHISON PRECINCT 4 EXCLAVE A"	0	0	0	0
"KS"	2000	2	"Atchison"	"ATCHISON PRECINCT 4 EXCLAVE B"	0	0	0	0
"KS"	2000	2	"Atchison"	"ATCHISON PRECINCT 5 NORTH"	276	258	199	321
"KS"	2000	2	"Atchison"	"ATCHISON PRECINCT 5 NORTH EXCLAVE A"	0	0	0	0
"KS"	2000	2	"Atchison"	"ATCHISON PRECINCT 5 NORTH EXCLAVE B"	0	0	0	0
"KS"	2000	2	"Atchison"	"ATCHISON PRECINCT 5 SOUTH"	182	151	119	209
"KS"	2000	2	"Atchison"	"ATCHISON PRECINCT 5 SOUTH EXCLAVE A"	0	0	0	0
"KS"	2000	2	"Atchison"	"ATCHISON PRECINCT 5 SOUTH EXCLAVE B"	0	0	0	0
"KS"	2000	2	"Atchison"	"ATCHISON PRECINCT 5 SOUTH EXCLAVE C"	0	0	0	0
"KS"	2000	2	"Atchison"	"ATCHISON PRECINCT 5 SOUTH EXCLAVE D"	0	0	0	0
"KS"	2000	2	"Atchison"	"BENTON TOWNSHIP"	177	266	98	338
"KS"	2000	2	"Atchison"	"CENTER TOWNSHIP"	77	182	39	223
"KS"	2000	2	"Atchison"	"GRASSHOPPER TOWNSHIP"	72	182	54	209
"KS"	2000	2	"Atchison"	"HURON TOWNSHIP"	39	33	22	48
"KS"	2000	2	"Atchison"	"KAPIOMA TOWNSHIP"	42	72	42	75
"KS"	2000	2	"Atchison"	"LANCASTER TOWNSHIP"	108	132	58	170
"KS"	2000	2	"Atchison"	"MOUNT PLEASANT TOWNSHIP"	108	166	82	181
"KS"	2000	2	"Atchison"	"SHANNON TOWNSHIP"	257	340	167	415
"KS"	2000	2	"Atchison"	"SHANNON TOWNSHIP ENCLAVE A"	0	0		0
"KS"	2000	2	"Atchison"	"SHANNON TOWNSHIP ENCLAVE B"	0	0	0	0
"KS"	2000	2	"Atchison"	"SHANNON TOWNSHIP ENCLAVE C"	0	0	0	0
"KS"	2000	2	"Atchison"	"SHANNON TOWNSHIP ENCLAVE D"	0	0	0	0
"KS"	2000	2	"Atchison"	"SHANNON TOWNSHIP ENCLAVE E"	0	0	0	0
"KS"	2000	2	"Atchison"	"WALNUT TOWNSHIP"	84	72	62	97
"KS"	2000	2	"Atchison"	"WALNUT TOWNSHIP ENCLAVE"	465	0	0	0
"KS"	2000	2	"Atchison"	"Advance"	44	442	328	554
"KS"	2000	2	"Atchison"	"Provisional (Challenged)"	9	63	32	74
"KS"	2000	1	"Barber"	"AETNA TOWNSHIP"	0	3		2
"KS"	2000	1	"Barber"	"DEERHEAD TOWNSHIP"	2	1		2
"KS"	2000	1	"Barber"	"EAGLE TOWNSHIP"	0	21		20
"KS"	2000	1	"Barber"	"ELM MILLS TOWNSHIP"	15	37		46
"KS"	2000	1	"Barber"	"ELWOOD TOWNSHIP"	43	77		95
"KS"	2000	1	"Barber"	"HAZELTON TOWNSHIP"	27	62		70
"KS"	2000	1	"Barber"	"KIOWA EAST TOWNSHIP"	66	229		272
"KS"	2000	1	"Barber"	"KIOWA WEST TOWNSHIP"	50	156		174
"KS"	2000	1	"Barber"	"LAKE CITY TOWNSHIP"	8	29		28
"KS"	2000	1	"Barber"	"MCADOO TOWNSHIP"	3	13		13
"KS"	2000	1	"Barber"	"MEDICINE LODGE PRECINCT 1"	121	231		314
"KS"	2000	1	"Barber"	"MEDICINE LODGE PRECINCT 2"	62	182		225
"KS"	2000	1	"Barber"	"MEDICINE LODGE PRECINCT 2 EXCLAVE"				172
"KS"	2000	1	"Barber"	"MEDICINE LODGE PRECINCT 3"	62	126		89
"KS"	2000	1	"Barber"	"MEDICINE LODGE PRECINCT 4"	19	87		20
"KS"	2000	1	"Barber"	"MEDICINE LODGE PRECINCT 5"	4	18		21
"KS"	2000	1	"Barber"	"MONGONA TOWNSHIP"	9	17		9
"KS"	2000	1	"Barber"	"MOORE TOWNSHIP"	5	5		17
"KS"	2000	1	"Barber"	"NIPPAWALLA TOWNSHIP"	5	13		145
"KS"	2000	1	"Barber"	"SHARON TOWNSHIP"	40	139		32
"KS"	2000	1	"Barber"	"SUN CITY TOWNSHIP"	10	29		14
"KS"	2000	1	"Barber"	"TURKEY CREEK TOWNSHIP"	0	18		62
"KS"	2000	1	"Barber"	"VALLEY TOWNSHIP"	15	52		214
"KS"	2000	1	"Barber"	"Advance"	61	185		29
"KS"	2000	1	"Barber"	"Provisional (challenged)"	10	25		
"KS"	2000	1	"Barton"	"ALBION TOWNSHIP"	5	22		27
"KS"	2000	1	"Barton"	"BEAVER TOWNSHIP"	9	37		44
"KS"	2000	1	"Barton"	"BUFFALO TOWNSHIP"	41	145		173
"KS"	2000	1	"Barton"	"BUFFALO TOWNSHIP EXCLAVE"	0	0		0
"KS"	2000	1	"Barton"	"CHEYENNE TOWNSHIP"	16	100		108
"KS"	2000	1	"Barton"	"CLARENCE TOWNSHIP"	12	34		40
"KS"	2000	1	"Barton"	"CLEVELAND TOWNSHIP"	6	18		22
"KS"	2000	1	"Barton"	"COMANCHE TOWNSHIP"	25	145		165
"KS"	2000	1	"Barton"	"EUREKA TOWNSHIP"	11	41		51
"KS"	2000	1	"Barton"	"FAIRVIEW TOWNSHIP"	9	49		60
"KS"	2000	1	"Barton"	"GRANT TOWNSHIP"	4	22		28
"KS"	2000	1	"Barton"	"GREAT BEND CITY WARD 1 PRECINCT 1"	118	170		263
"KS"	2000	1	"Barton"	"GREAT BEND CITY WARD 1 PRECINCT 1 COURT"	0	0		0
"KS"	2000	1	"Barton"	"GREAT BEND CITY WARD 1 PRECINCT 2"	110	197		288
"KS"	2000	1	"Barton"	"GREAT BEND CITY WARD 1 PRECINCT 3"	99	214		284
"KS"	2000	1	"Barton"	"GREAT BEND CITY WARD 2 PRECINCT 1"	159	321		448
"KS"	2000	1	"Barton"	"GREAT BEND CITY WARD 2 PRECINCT 2"	129	367		479
"KS"	2000	1	"Barton"	"GREAT BEND CITY WARD 2 PRECINCT 3"	142	328		464
"KS"	2000	1	"Barton"	"GREAT BEND CITY WARD 3 PRECINCT 1"	120	227		331
"KS"	2000	1	"Barton"	"GREAT BEND CITY WARD 3 PRECINCT 2"	133	272		382
"KS"	2000	1	"Barton"	"GREAT BEND CITY WARD 3 PRECINCT 3"	128	258		352
"KS"	2000	1	"Barton"	"GREAT BEND CITY WARD 3 PRECINCT 3 EXC."	0	0		0
"KS"	2000	1	"Barton"	"GREAT BEND CITY WARD 4 PRECINCT 1"	86	148		215
"KS"	2000	1	"Barton"	"GREAT BEND CITY WARD 4 PRECINCT 2"	95	160		224
"KS"	2000	1	"Barton"	"GREAT BEND CITY WARD 4 PRECINCT 3"	55	43		82
"KS"	2000	1	"Barton"	"GREAT BEND CITY WARD 4 PRECINCT 3 EXC. A"	0	0		0
"KS"	2000	1	"Barton"	"GREAT BEND CITY WARD 4 PRECINCT 3 EXC. B"	0	0		0
"KS"	2000	1	"Barton"	"GREAT BEND CITY WARD 4 PRECINCT 3 EXC. C"	0	0		0
"KS"	2000	1	"Barton"	"GREAT BEND CITY WARD 4 PRECINCT 3 EXC D1"	0	0		0
"KS"	2000	1	"Barton"	"GREAT BEND CITY WARD 4 PRECINCT 3 EXC D2"	0	0		0
"KS"	2000	1	"Barton"	"GREAT BEND TOWNSHIP PART A"	111	313		398
"KS"	2000	1	"Barton"	"GREAT BEND TOWNSHIP PART B"	13	65		69
"KS"	2000	1	"Barton"	"GREAT BEND TOWNSHIP PART C"	0	0		0
"KS"	2000	1	"Barton"	"HOISINGTON WARD 1"	118	160		277
"KS"	2000	1	"Barton"	"HOISINGTON WARD 2"	122	184		285
"KS"	2000	1	"Barton"	"HOISINGTON WARD 3"	101	182		274
"KS"	2000	1	"Barton"	"HOISINGTON WARD 4"	85	156		221
"KS"	2000	1	"Barton"	"HOISINGTON WARD 4 EXCLAVE"	0	0		0
"KS"	2000	1	"Barton"	"INDEPENDENT TOWNSHIP"	78	294		372
"KS"	2000	1	"Barton"	"LAKIN TOWNSHIP"	259	653		851
"KS"	2000	1	"Barton"	"LIBERTY TOWNSHIP"	18	88		106
"KS"	2000	1	"Barton"	"LOGAN TOWNSHIP"	16	54		67
"KS"	2000	1	"Barton"	"NORTH HOMESTEAD TOWNSHIP"	9	33		46
"KS"	2000	1	"Barton"	"PAWNEE ROCK TOWNSHIP"	53	98		127
"KS"	2000	1	"Barton"	"SOUTH BEND TOWNSHIP"	67	185		223
"KS"	2000	1	"Barton"	"SOUTH HOMESTEAD TOWNSHIP"	36	102		124
"KS"	2000	1	"Barton"	"UNION TOWNSHIP"	11	40		46
"KS"	2000	1	"Barton"	"WALNUT TOWNSHIP ALBERT"	33	94		120
"KS"	2000	1	"Barton"	"WALNUT TOWNSHIP OLMITZ"	36	53		79
"KS"	2000	1	"Barton"	"WHEATLAND TOWNSHIP"	6	27		32
"KS"	2000	1	"Barton"	"Advance"	533	1143		1559
"KS"	2000	1	"Barton"	"Provisional (Challenged)"	21	60		72
"KS"	2000	2	"Bourbon"	"DRYWOOD TOWNSHIP"	34	107	35	105
"KS"	2000	2	"Bourbon"	"FORT SCOTT WARD 1"	166	211	119	260
"KS"	2000	2	"Bourbon"	"FORT SCOTT WARD 1 EXCLAVE COLONIAL"				
"KS"	2000	2	"Bourbon"	"FORT SCOTT WARD 1 EXCLAVE HALLS"				
"KS"	2000	2	"Bourbon"	"FORT SCOTT WARD 1 EXCLAVE RED BARN"				
"KS"	2000	2	"Bourbon"	"FORT SCOTT WARD 1 EXCLAVE RED RAM A"				
"KS"	2000	2	"Bourbon"	"FORT SCOTT WARD 1 EXCLAVE RED RAM B"				
"KS"	2000	2	"Bourbon"	"FORT SCOTT WARD 2"	174	207	118	255
"KS"	2000	2	"Bourbon"	"FORT SCOTT WARD 2 EXCLAVE"				
"KS"	2000	2	"Bourbon"	"FORT SCOTT WARD 3"	72	82	51	104
"KS"	2000	2	"Bourbon"	"FORT SCOTT WARD 4"	162	214	119	263
"KS"	2000	2	"Bourbon"	"FORT SCOTT WARD 4 EXCLAVE A"				
"KS"	2000	2	"Bourbon"	"FORT SCOTT WARD 4 EXCLAVE B"				
"KS"	2000	2	"Bourbon"	"FORT SCOTT WARD 4 EXCLAVE C"				
"KS"	2000	2	"Bourbon"	"FORT SCOTT WARD 5"	123	232	72	281
"KS"	2000	2	"Bourbon"	"FORT SCOTT WARD 6"	156	316	105	356
"KS"	2000	2	"Bourbon"	"FORT SCOTT WARD 7"	182	280	125	334
"KS"	2000	2	"Bourbon"	"FRANKLIN TOWNSHIP"	28	77	21	75
"KS"	2000	2	"Bourbon"	"FREEDOM TOWNSHIP"	65	121	51	129
"KS"	2000	2	"Bourbon"	"MARION TOWNSHIP"	142	317	104	354
"KS"	2000	2	"Bourbon"	"MARMATON TOWNSHIP"	95	175	71	199
"KS"	2000	2	"Bourbon"	"MILL CREEK TOWNSHIP"	74	126	48	141
"KS"	2000	2	"Bourbon"	"NORTH SCOTT TOWNSHIP"	100	234	70	264
"KS"	2000	2	"Bourbon"	"OSAGE TOWNSHIP"	44	94	39	96
"KS"	2000	2	"Bourbon"	"PAWNEE TOWNSHIP"	32	73	25	81
"KS"	2000	2	"Bourbon"	"SOUTH SCOTT TOWNSHIP"	191	414	141	464
"KS"	2000	2	"Bourbon"	"TIMEBERHILL TOWNSHIP"	31	54	30	61
"KS"	2000	2	"Bourbon"	"WALNUT TOWNSHIP"	15	37	13	35
"KS"	2000	2	"Bourbon"	"Advance"	253	353	184	419
"KS"	2000	2	"Bourbon"	"Provisional (Challenged)"	72	128	48	144
"KS"	2000	2	"Brown"	"HAMLIN"	26	62	15	70
"KS"	2000	2	"Brown"	"HIAWATHA CITY WARD 1"	87	105	42	150
"KS"	2000	2	"Brown"	"HIAWATHA CITY WARD 2"	189	363	118	428
"KS"	2000	2	"Brown"	"HIAWATHA CITY WARD 3"	138	280	95	319
"KS"	2000	2	"Brown"	"HIAWATHA CITY WARD 3 EXCLAVE"	0	0	0	0
"KS"	2000	2	"Brown"	"HIAWATHA CITY WARD 4"	26	53	20	62
"KS"	2000	2	"Brown"	"HIAWATHA CITY WARD 4 EXCLAVE CLUB"	0	0	0	0
"KS"	2000	2	"Brown"	"HIAWATHA TOWNSHIP"	81	217	49	247
"KS"	2000	2	"Brown"	"HORTON WARD 1"	96	176	44	222
"KS"	2000	2	"Brown"	"HORTON WARD 2"	86	126	53	162
"KS"	2000	2	"Brown"	"HORTON WARD 3"	60	65	36	88
"KS"	2000	2	"Brown"	"HORTON WARD 3 EXCLAVE A"	0	0	0	0
"KS"	2000	2	"Brown"	"HORTON WARD 3 EXCLAVE B"	0	0	0	0
"KS"	2000	2	"Brown"	"IRVING"	36	75	20	88
"KS"	2000	2	"Brown"	"MISSION"	63	211	33	250
"KS"	2000	2	"Brown"	"MISSION ENCLAVE"	0	0	0	0
"KS"	2000	2	"Brown"	"MORRILL"	57	168	37	191
"KS"	2000	2	"Brown"	"PADONIA"	40	69	33	78
"KS"	2000	2	"Brown"	"POWHATTAN"	100	141	76	178
"KS"	2000	2	"Brown"	"RESERVE"	15	37	9	39
"KS"	2000	2	"Brown"	"ROBINSON"	66	140	48	157
"KS"	2000	2	"Brown"	"SABETHA WARD 1 PART A"	0	0	0	0
"KS"	2000	2	"Brown"	"SABETHA WARD 1 PART B"	0	0	0	0
"KS"	2000	2	"Brown"	"SABETHA WARD 4 PART A"	0	2	0	2
"KS"	2000	2	"Brown"	"SABETHA WARD 4 PART B"	0	0	0	0
"KS"	2000	2	"Brown"	"SABETHA WARD 4"	0	0	0	0
"KS"	2000	2	"Brown"	"WALNUT"	91	198	51	248
"KS"	2000	2	"Brown"	"WASHINGTON"	64	156	42	184
"KS"	2000	2	"Brown"	"Advance"	173	312	110	380
"KS"	2000	2	"Brown"	"Provisional (Challenged)"	18	29	16	30
"KS"	2000	4	"Butler"	"ANDOVER PART A"	247	630	328	527
"KS"	2000	4	"Butler"	"ANDOVER PART B"	0	0	0	0
"KS"	2000	4	"Butler"	"ANDOVER PART C"	0	0	0	0
"KS"	2000	4	"Butler"	"ANDOVER PART D"	297	820	380	720
"KS"	2000	4	"Butler"	"ANDOVER PART E"	0	0	0	0
"KS"	2000	4	"Butler"	"ANDOVER PART G"	0	0	0	0
"KS"	2000	4	"Butler"	"ANDOVER PART H"	0	0	0	0
"KS"	2000	4	"Butler"	"ANDOVER PART I"	0	0	0	0
"KS"	2000	4	"Butler"	"ANDOVER PART J"	0	0	0	0
"KS"	2000	4	"Butler"	"ANDOVER PART K"	0	0	0	0
"KS"	2000	4	"Butler"	"ANDOVER EXCLAVE A"	0	0	0	0
"KS"	2000	4	"Butler"	"ANDOVER EXCLAVE B MOBILE HOME PARK"	0	0	0	0
"KS"	2000	4	"Butler"	"ANDOVER EXCLAVE C"	0	0	0	0
"KS"	2000	4	"Butler"	"ANDOVER EXCLAVE D SEWAGE PLANT"	0	0	0	0
"KS"	2000	4	"Butler"	"ANDOVER EXCLAVE E"	0	0	0	0
"KS"	2000	4	"Butler"	"AUGUSTA CITY WARD 1"	212	411	258	340
"KS"	2000	4	"Butler"	"AUGUSTA CITY WARD 1 EXCLAVE A"	0	0	0	0
"KS"	2000	4	"Butler"	"AUGUSTA CITY WARD 1 EXCLAVE B"	0	0	0	0
"KS"	2000	4	"Butler"	"AUGUSTA CITY WARD 2"	252	285	262	258
"KS"	2000	4	"Butler"	"AUGUSTA CITY WARD 3"	265	419	286	393
"KS"	2000	4	"Butler"	"AUGUSTA CITY WARD 3 EXCLAVE"	0	0	0	0
"KS"	2000	4	"Butler"	"AUGUSTA CITY WARD 4"	289	566	314	518
"KS"	2000	4	"Butler"	"AUGUSTA TOWNSHIP"	140	246	152	228
"KS"	2000	4	"Butler"	"BENTON TOWNSHIP"	226	631	294	534
"KS"	2000	4	"Butler"	"BLOOMINGTON TOWNSHIP"	54	129	58	116
"KS"	2000	4	"Butler"	"BRUNO TOWNSHIP"	85	266	119	227
"KS"	2000	4	"Butler"	"BRUNO TOWNSHIP ENCLAVE A"	141	345	171	309
"KS"	2000	4	"Butler"	"BURNO TOWNSHIP ENCLAVE B"	0	0	0	0
"KS"	2000	4	"Butler"	"BRUNO TOWNSHIP ENCLAVE C"	0	0	0	0
"KS"	2000	4	"Butler"	"BRUNO TOWNSHIP ENCLAVE D PART A"	0	0	0	0
"KS"	2000	4	"Butler"	"BRUNO TOWNSHIP ENCLAVE D PART B"	0	0	0	0
"KS"	2000	4	"Butler"	"BRUNO TOWNSHIP ENCLAVE E"	0	0	0	0
"KS"	2000	4	"Butler"	"BRUNO TOWNSHIP ENCLAVE F"	0	0	0	0
"KS"	2000	4	"Butler"	"CHELSEA TOWNSHIP"	64	139	84	116
"KS"	2000	4	"Butler"	"CLAY TOWNSHIP"	14	23	15	18
"KS"	2000	4	"Butler"	"CLIFFORD TOWNSHIP"	6	66	12	61
"KS"	2000	4	"Butler"	"DOUGLASS TOWNSHIP"	268	385	281	344
"KS"	2000	4	"Butler"	"EL DORADO WARD 1 PRECINCT 1"	74	67	72	57
"KS"	2000	4	"Butler"	"EL DORADO WARD 1 PRECINCT 1 EXCLAVE"	0	0	0	0
"KS"	2000	4	"Butler"	"EL DORADO WARD 1 PRECINCT 2"	294	597	401	480
"KS"	2000	4	"Butler"	"EL DORADO WARD 1 PRECINCT 2 EXCLAVE"	0	0	0	0
"KS"	2000	4	"Butler"	"EL DORADO WARD 2 PRECINCT 1"	142	182	169	156
"KS"	2000	4	"Butler"	"EL DORADO WARD 2 PRECINCT 1 EXCLAVE A"	0	0	0	0
"KS"	2000	4	"Butler"	"EL DORADO WARD 2 PRECINCT 1 EXCLAVE B"	0	0	0	0
"KS"	2000	4	"Butler"	"EL DORADO WARD 2 PRECINCT 2"	92	100	110	81
"KS"	2000	4	"Butler"	"EL DORADO WARD 2 PRECINCT 3"	130	166	141	139
"KS"	2000	4	"Butler"	"EL DORADO WARD 3 PRECINCT 1"	176	198	201	161
"KS"	2000	4	"Butler"	"EL DORADO WARD 3 PRECINCT 2"	105	155	129	130
"KS"	2000	4	"Butler"	"EL DORADO WARD 3 PRECINCT 3"	102	112	111	89
"KS"	2000	4	"Butler"	"EL DORADO WARD 4 PRECINCT 1"	164	230	187	191
"KS"	2000	4	"Butler"	"EL DORADO WARD 4 PRECINCT 2"	179	215	221	158
"KS"	2000	4	"Butler"	"EL DORADO WARD 4 PRECINCT 2 EXCLAVE"	0	0	0	0
"KS"	2000	4	"Butler"	"FAIRMOUNT TOWNSHIP"	15	183	31	169
"KS"	2000	4	"Butler"	"FAIRVIEW TOWNSHIP"	48	143	61	126
"KS"	2000	4	"Butler"	"GLENCOE TOWNSHIP"	46	87	50	79
"KS"	2000	4	"Butler"	"HICKORY TOWNSHIP"	0	0	0	0
"KS"	2000	4	"Butler"	"LINCOLN TOWNSHIP"	27	63	39	51
"KS"	2000	4	"Butler"	"LITTLE WALNUT TOWNSHIP"	153	237	179	191
"KS"	2000	4	"Butler"	"LOGAN TOWNSHIP"	20	37	25	32
"KS"	2000	4	"Butler"	"MILTON TOWNSHIP"	72	301	110	254
"KS"	2000	4	"Butler"	"MURDOCK TOWNSHIP"	0	0	0	0
"KS"	2000	4	"Butler"	"NORTH EL DORADO TOWNSHIP"	124	161	151	124
"KS"	2000	4	"Butler"	"PLEASANT TOWNSHIP"	412	1147	505	1030
"KS"	2000	4	"Butler"	"PLUM GROVE TOWNSHIP"	78	138	104	108
"KS"	2000	4	"Butler"	"PROSPECT TOWNSHIP"	155	201	161	180
"KS"	2000	4	"Butler"	"RICHLAND TOWNSHIP"	0	0	0	0
"KS"	2000	4	"Butler"	"ROCK CREEK TOWNSHIP"	34	88	50	71
"KS"	2000	4	"Butler"	"ROSALIA TOWNSHIP"	70	150	90	123
"KS"	2000	4	"Butler"	"SOUTH EL DORADO TOWNSHIP"	89	152	128	117
"KS"	2000	4	"Butler"	"SPRING TOWNSHIP"	198	374	248	330
"KS"	2000	4	"Butler"	"SYCAMORE TOWNSHIP"	0	0	0	0
"KS"	2000	4	"Butler"	"TOWANDA TOWNSHIP"	278	537	334	468
"KS"	2000	4	"Butler"	"UNION TOWNSHIP"	30	33	28	30
"KS"	2000	4	"Butler"	"WALNUT TOWNSHIP"	0	0	0	0
"KS"	2000	4	"Butler"	"Advance"	655	1431	713	1333
"KS"	2000	4	"Butler"	"Provisional (Challenged)"	233	531	297	453
"KS"	2000	1	"Chase"	"BAZAAR TOWNSHIP"	15	25		41
"KS"	2000	1	"Chase"	"CEDAR TOWNSHIP"	11	29		36
"KS"	2000	1	"Chase"	"COTTONWOOD TOWNSHIP"	22	61		77
"KS"	2000	1	"Chase"	"DIAMOND TOWNSHIP"	21	84		96
"KS"	2000	1	"Chase"	"EAST FALLS"	47	134		154
"KS"	2000	1	"Chase"	"EAST STRONG"	69	113		160
"KS"	2000	1	"Chase"	"HOMESTEAD TOWNSHIP"	8	14		19
"KS"	2000	1	"Chase"	"MATFIELD TOWNSHIP"	17	43		54
"KS"	2000	1	"Chase"	"TOLEDO TOWNSHIP"	44	89		126
"KS"	2000	1	"Chase"	"WEST FALLS"	78	139		195
"KS"	2000	1	"Chase"	"WEST STRONG"	15	38		44
"KS"	2000	1	"Chase"	"Advance"	42	78		108
"KS"	2000	1	"Chase"	"Provisional (Challenged)"	2	1		2
"KS"	2000	4	"Chautauqua"	"CANEYVILLE TOWNSHIP"	8	38	8	34
"KS"	2000	4	"Chautauqua"	"CENTER TOWNSHIP"	4	29	7	24
"KS"	2000	4	"Chautauqua"	"CHAUTAUQUA"	21	77	22	65
"KS"	2000	4	"Chautauqua"	"HARRISON TOWNSHIP"	8	36	11	32
"KS"	2000	4	"Chautauqua"	"HENDRICKS TOWNSHIP"	21	44	22	37
"KS"	2000	4	"Chautauqua"	"JEFFERSON TOWNSHIP"	96	217	94	184
"KS"	2000	4	"Chautauqua"	"LAFEYETTE TOWNSHIP"	6	30	6	31
"KS"	2000	4	"Chautauqua"	"LITTLE CANEY TOWNSHIP"	24	92	13	90
"KS"	2000	4	"Chautauqua"	"NORTH SEDAN"	100	265	71	271
"KS"	2000	4	"Chautauqua"	"PERU"	34	114	23	110
"KS"	2000	4	"Chautauqua"	"SALT CREEK TOWNSHIP"	7	46	6	46
"KS"	2000	4	"Chautauqua"	"SOUTH SEDAN"	45	202	32	181
"KS"	2000	4	"Chautauqua"	"SUMMIT TOWNSHIP"	18	32	8	38
"KS"	2000	4	"Chautauqua"	"WASHINGTON TOWNSHIP"	9	35	5	36
"KS"	2000	4	"Chautauqua"	"Advance"	28	90	16	97
"KS"	2000	4	"Chautauqua"	"Provisional (Challenged)"	14	0	10	20
"KS"	2000	2	"Cherokee"	"BAXTER SPRINGS WARD 1"	126	174	79	226
