state	year	county	precinct	cd	ld	g2002_STH_dv	g2002_STH_rv	g2002_STH_tv	ld2	g2002_STH_dv2	g2002_STH_rv2	g2002_STH_tv2	ld3	g2002_STH_dv3	g2002_STH_rv3	g2002_STH_tv3	ld4	g2002_STH_dv4	g2002_STH_rv4	g2002_STH_tv4	ld5	g2002_STH_dv5	g2002_STH_rv5	g2002_STH_tv5	ld6	g2002_STH_dv6	g2002_STH_rv6	g2002_STH_tv6	ld7	g2002_STH_dv7	g2002_STH_rv7	g2002_STH_tv7	ld8	g2002_STH_dv8	g2002_STH_rv8	g2002_STH_tv8	ld9	g2002_STH_dv9	g2002_STH_rv9	g2002_STH_tv9	ld10	g2002_STH_dv10	g2002_STH_rv10	g2002_STH_tv10	ld11	g2002_STH_dv11	g2002_STH_rv11	g2002_STH_tv11	ld12	g2002_STH_dv12	g2002_STH_rv12	g2002_STH_tv12	ld13	g2002_STH_dv13	g2002_STH_rv13	g2002_STH_tv13	g2002_STS_dv	g2002_STS_rv	sd	g2002_STS_tv	g2002_STS_dv2	g2002_STS_rv2	sd2	g2002_STS_tv2	g2002_STS_dv3	g2002_STS_rv3	sd3	g2002_STS_tv3	g2002_STS_dv4	g2002_STS_rv4	sd4	g2002_STS_tv4	g2002_STS_dv5	g2002_STS_rv5	sd5	g2002_STS_tv5	g2002_STS_dv6	g2002_STS_rv6	sd6	g2002_STS_tv6	g2002_STS_dv7	g2002_STS_rv7	sd7	g2002_STS_tv7	g2002_STS_dv8	g2002_STS_rv8	sd8	g2002_STS_tv8	g2002_STS_dv9	g2002_STS_rv9	sd9	g2002_STS_tv9	g2002_STS_dv10	g2002_STS_rv10	sd10	g2002_STS_tv10	g2002_STS_dv11	g2002_STS_rv11	sd11	g2002_STS_tv11	g2002_STS_dv12	g2002_STS_rv12	sd12	g2002_STS_tv12	g2002_STS_dv13	g2002_STS_rv13	sd13	g2002_STS_tv13
"IA"	2002	"Adair"	"Absentee and Special Ballots"	5	58	212	290	502																																																	187	290	29	477																																																
"IA"	2002	"Adair"	"Adair Summit Casey Walnut N Eureka"	5	58	202	221	423																																																	151	247	29	398																																																
"IA"	2002	"Adair"	"Bridgewater Jackson Washington"	5	58	104	110	214																																																	99	100	29	199																																																
"IA"	2002	"Adair"	"City Of Orient Orient Union"	5	58	92	150	242																																																	87	136	29	223																																																
"IA"	2002	"Adair"	"Fontanelle Richland S Summerset"	5	58	127	244	372																																																	120	228	29	348																																																
"IA"	2002	"Adair"	"N Grand River Grove N Lee"	5	58	56	71	127																																																	43	74	29	117																																																
"IA"	2002	"Adair"	"S Eureka Prussia N Summerset"	5	58	31	118	149																																																	43	100	29	143																																																
"IA"	2002	"Adair"	"Se Greenfield & Twp S Lee Grndrvr"	5	58	120	145	265																																																	104	147	29	251																																																
"IA"	2002	"Adair"	"Stuart Lincoln Harrison Jefferson"	5	58	218	170	389																																																	208	161	29	369																																																
"IA"	2002	"Adair"	"Sw & N Greenfield"	5	58	256	342	598																																																	212	351	29	563																																																
"IA"	2002	"Adams"	"Absentee and Special Ballots"	5	96	0	237	240																																																	0	0	48	0																																																
"IA"	2002	"Adams"	"Carbon"	5	96	0	166	166																																																	0	0	48	0																																																
"IA"	2002	"Adams"	"Corning A"	5	96	0	218	220																																																	0	0	48	0																																																
"IA"	2002	"Adams"	"Corning B"	5	96	0	195	195																																																	0	0	48	0																																																
"IA"	2002	"Adams"	"Nodaway"	5	96	0	78	78																																																	0	0	48	0																																																
"IA"	2002	"Adams"	"Prescott"	5	96	0	123	125																																																	0	0	48	0																																																
"IA"	2002	"Adams"	"Quincy West Jasper"	5	96	0	115	115																																																	0	0	48	0																																																
"IA"	2002	"Adams"	"Se Adams"	5	96	0	174	175																																																	0	0	48	0																																																
"IA"	2002	"Allamakee"	"Absentee and Special Ballots"	4	16	0	583	589																																																	344	460	8	805																																																
"IA"	2002	"Allamakee"	"Center Twp"	4	16	0	75	78																																																	32	65	8	97																																																
"IA"	2002	"Allamakee"	"Fairview Twp"	4	16	0	25	25																																																	12	25	8	37																																																
"IA"	2002	"Allamakee"	"Franklin"	4	16	0	89	89																																																	27	70	8	97																																																
"IA"	2002	"Allamakee"	"French Creek Twp"	4	16	0	55	56																																																	25	51	8	76																																																
"IA"	2002	"Allamakee"	"Hanover"	4	16	0	37	37																																																	32	31	8	63																																																
"IA"	2002	"Allamakee"	"Iowa New Albin"	4	16	0	143	145																																																	73	122	8	195																																																
"IA"	2002	"Allamakee"	"Jefferson"	4	16	0	98	99																																																	51	79	8	130																																																
"IA"	2002	"Allamakee"	"Lafayette"	4	16	0	79	82																																																	31	75	8	107																																																
"IA"	2002	"Allamakee"	"Lansing"	4	16	0	48	48																																																	21	45	8	66																																																
"IA"	2002	"Allamakee"	"Linton"	4	16	0	135	138																																																	50	114	8	165																																																
"IA"	2002	"Allamakee"	"Ludlow"	4	16	0	333	334																																																	207	242	8	449																																																
"IA"	2002	"Allamakee"	"Makee"	4	16	0	123	125																																																	69	98	8	167																																																
"IA"	2002	"Allamakee"	"Paint Creek"	4	16	0	126	127																																																	36	120	8	157																																																
"IA"	2002	"Allamakee"	"Post"	4	16	0	109	109																																																	55	75	8	130																																																
"IA"	2002	"Allamakee"	"Postville"	4	16	0	362	363																																																	181	272	8	454																																																
"IA"	2002	"Allamakee"	"Taylor Harpers Ferry"	4	16	0	138	139																																																	116	102	8	218																																																
"IA"	2002	"Allamakee"	"Union City Twp"	4	16	0	75	75																																																	15	68	8	83																																																
"IA"	2002	"Allamakee"	"Union Prairie"	4	16	0	114	114																																																	40	97	8	138																																																
"IA"	2002	"Allamakee"	"Waterloo Twp"	4	16	0	57	58																																																	34	48	8	82																																																
"IA"	2002	"Allamakee"	"Waukon 1"	4	16	0	374	375																																																	156	292	8	450																																																
"IA"	2002	"Allamakee"	"Waukon 2"	4	16	0	317	319																																																	169	239	8	409																																																
"IA"	2002	"Allamakee"	"Waukon 3"	4	16	0	296	297																																																	125	240	8	365																																																
"IA"	2002	"Appanoose"	"Absentee and Special Ballots"	2	94	791	805	1596																																																	1067	520	47	1587																																																
"IA"	2002	"Appanoose"	"Bellair Lincoln"	2	94	65	116	181																																																	89	88	47	177																																																
"IA"	2002	"Appanoose"	"Caldwell"	2	94	43	86	129																																																	62	66	47	128																																																
"IA"	2002	"Appanoose"	"Centerville W1"	2	94	146	236	382																																																	201	160	47	361																																																
"IA"	2002	"Appanoose"	"Centerville W2"	2	94	153	266	419																																																	207	198	47	405																																																
"IA"	2002	"Appanoose"	"Centerville W3"	2	94	152	281	433																																																	240	180	47	420																																																
"IA"	2002	"Appanoose"	"Johns Independence"	2	94	50	100	150																																																	62	83	47	145																																																
"IA"	2002	"Appanoose"	"Pleasant Franklin"	2	94	75	144	219																																																	111	104	47	215																																																
"IA"	2002	"Appanoose"	"Taylor Chariton"	2	94	127	185	312																																																	175	130	47	305																																																
"IA"	2002	"Appanoose"	"Udell"	2	94	54	55	109																																																	55	54	47	109																																																
"IA"	2002	"Appanoose"	"Union"	2	94	18	37	55																																																	27	27	47	54																																																
"IA"	2002	"Appanoose"	"Vermillion Douglas Sharon"	2	94	125	230	355																																																	181	166	47	347																																																
"IA"	2002	"Appanoose"	"Walnut"	2	94	84	130	214																																																	115	87	47	202																																																
"IA"	2002	"Appanoose"	"Washington Wells"	2	94	137	166	303																																																	168	131	47	299																																																
"IA"	2002	"Audubon"	"Absentee and Special Ballots"	5	58	259	214	473																																																	242	231	29	473																																																
"IA"	2002	"Audubon"	"Audubon Exira Greeley Hamlin Twps & Exira City"	5	58	263	224	487																																																	227	267	29	494																																																
"IA"	2002	"Audubon"	"Douglas Melville N 1/2 Leroy Twps"	5	58	304	233	537																																																	210	320	29	530																																																
"IA"	2002	"Audubon"	"Leroy Hamlin Twps & S 1/2 Audubon City"	5	58	230	227	457																																																	164	286	29	450																																																
"IA"	2002	"Audubon"	"Oakfield Twp & Brayton City"	5	58	64	73	137																																																	69	65	29	134																																																
"IA"	2002	"Audubon"	"Sharon Twp & Kimballton City"	5	58	116	82	198																																																	109	93	29	202																																																
"IA"	2002	"Audubon"	"Viola Cameron Lincoln Twps & Gray City"	5	58	93	87	180																																																	60	122	29	182																																																
"IA"	2002	"Benton"	"Absentee and Special Ballots"	3	39	804	807	1611																																																	777	790	20	1567																																																
"IA"	2002	"Benton"	"Belle Plaine 1"	3	39	138	121	259																																																	113	134	20	247																																																
"IA"	2002	"Benton"	"Belle Plaine 2"	3	39	89	112	201																																																	77	123	20	200																																																
"IA"	2002	"Benton"	"Belle Plaine 3"	3	39	112	72	184																																																	93	94	20	187																																																
"IA"	2002	"Benton"	"Benton Canton Shellsburg"	3	39	302	386	688																																																	295	372	20	667																																																
"IA"	2002	"Benton"	"Big Grove Unon Van Horne"	3	39	169	217	386																																																	144	236	20	380																																																
"IA"	2002	"Benton"	"Bruce Cedar Mt Union"	3	39	90	188	278																																																	83	188	20	271																																																
"IA"	2002	"Benton"	"Eden Harrison Taylor"	3	39	158	297	455																																																	149	275	20	424																																																
"IA"	2002	"Benton"	"Eldorado Newhall"	3	39	184	206	390																																																	184	193	20	377																																																
"IA"	2002	"Benton"	"Florence St Clair Norway"	3	39	234	233	467																																																	222	231	20	453																																																
"IA"	2002	"Benton"	"Fremont Atkins"	3	39	223	323	546																																																	226	322	20	548																																																
"IA"	2002	"Benton"	"Homer Monroe Jackson Garrision"	3	39	101	216	317																																																	106	198	20	304																																																
"IA"	2002	"Benton"	"Iowa Leroy Luzerne Blairstown"	3	39	183	231	414																																																	182	239	20	421																																																
"IA"	2002	"Benton"	"Kane Keystone"	3	39	99	145	244																																																	103	173	20	276																																																
"IA"	2002	"Benton"	"Polk Urbana"	3	39	282	258	540																																																	284	242	20	526																																																
"IA"	2002	"Benton"	"Vinton 1"	3	39	175	212	387																																																	129	247	20	376																																																
"IA"	2002	"Benton"	"Vinton 2"	3	39	123	112	235																																																	91	128	20	219																																																
"IA"	2002	"Benton"	"Vinton 3"	3	39	167	216	383																																																	131	239	20	370																																																
"IA"	2002	"Benton"	"Vinton 4"	3	39	177	188	365																																																	137	195	20	332																																																
"IA"	2002	"Benton"	"Walford"	3	39	135	146	281																																																	120	163	20	283																																																
"IA"	2002	"Black Hawk"	"Absentee and Special Ballots"	1	22	2185	560	2760	20	1359	1052	2413	21	1593	636	2230	19	1089	897	1988	23	328	202	530	18	80	82	162																													3743	1242	11	4994	76	88	9	164			10	0			11	0			12	0			10	0																												
"IA"	2002	"Black Hawk"	"Barclay Dunkerton"	1	23	197	211	408																																																	0	0	12	0																																																
"IA"	2002	"Black Hawk"	"Bennington"	1	18	64	110	174																																																	55	115	9	170																																																
"IA"	2002	"Black Hawk"	"Big Creek Spring Creek"	1	23	354	464	818																																																	0	0	12	0																																																
"IA"	2002	"Black Hawk"	"Black Hawk"	1	20	446	511	959																																																	0	0	10	0																																																
"IA"	2002	"Black Hawk"	"Cedar"	1	23	278	242	520																																																	0	0	12	0																																																
"IA"	2002	"Black Hawk"	"Cedar Falls W1p1"	1	19	327	330	658																																																	0	0	10	0																																																
"IA"	2002	"Black Hawk"	"Cedar Falls W1p2"	1	19	300	312	616																																																	0	0	10	0																																																
"IA"	2002	"Black Hawk"	"Cedar Falls W1p3"	1	19	287	358	646																																																	0	0	10	0																																																
"IA"	2002	"Black Hawk"	"Cedar Falls W2p1"	1	19	421	523	944																																																	0	0	10	0																																																
"IA"	2002	"Black Hawk"	"Cedar Falls W2p2"	1	20	168	173	341																																																	0	0	10	0																																																
"IA"	2002	"Black Hawk"	"Cedar Falls W2p3"	1	20	249	331	580																																																	0	0	10	0																																																
"IA"	2002	"Black Hawk"	"Cedar Falls W3p1"	1	19	331	523	856																																																	0	0	10	0																																																
"IA"	2002	"Black Hawk"	"Cedar Falls W3p2"	1	19	330	530	860																																																	0	0	10	0																																																
"IA"	2002	"Black Hawk"	"Cedar Falls W3p3"	1	19	344	332	678																																																	0	0	10	0																																																
"IA"	2002	"Black Hawk"	"Cedar Falls W4p1"	1	19	168	178	346																																																	0	0	10	0																																																
"IA"	2002	"Black Hawk"	"Cedar Falls W4p2"	1	19	81	54	135																																																	0	0	10	0																																																
"IA"	2002	"Black Hawk"	"Cedar Falls W4p3"	1	19	55	47	103																																																	0	0	10	0																																																
"IA"	2002	"Black Hawk"	"Cedar Falls W5p1"	1	19	483	704	1188																																																	0	0	10	0																																																
"IA"	2002	"Black Hawk"	"Cedar Falls W5p2"	1	20	201	237	438																																																	0	0	10	0																																																
"IA"	2002	"Black Hawk"	"Cedar Falls W5p3"	1	20	375	563	938																																																	0	0	10	0																																																
"IA"	2002	"Black Hawk"	"Eagle-orange"	1	21	154	178	332																																																	158	173	11	331																																																
"IA"	2002	"Black Hawk"	"Elk Run Heights"	1	22	183	145	328																																																	231	90	11	321																																																
"IA"	2002	"Black Hawk"	"Evansdale Ward 1"	1	22	116	91	211																																																	155	56	11	213																																																
"IA"	2002	"Black Hawk"	"Evansdale Ward 2"	1	22	140	114	254																																																	173	78	11	251																																																
"IA"	2002	"Black Hawk"	"Evansdale Ward 3"	1	22	121	82	203																																																	150	58	11	208																																																
"IA"	2002	"Black Hawk"	"Evansdale Ward 4"	1	22	152	122	275																																																	204	74	11	278																																																
"IA"	2002	"Black Hawk"	"Lester"	1	18	66	129	195																																																	79	111	9	190																																																
"IA"	2002	"Black Hawk"	"Lincoln"	1	20	54	93	147																																																	0	0	10	0																																																
"IA"	2002	"Black Hawk"	"Mt Vernon"	1	18	129	186	315																																																	110	206	9	316																																																
"IA"	2002	"Black Hawk"	"Poyner 1-e Waterlow"	1	22	261	200	463																																																	310	151	11	462																																																
"IA"	2002	"Black Hawk"	"Poyner 2-fox"	1	23	239	223	463																																																	0	0	12	0																																																
"IA"	2002	"Black Hawk"	"Union"	1	19	121	237	358																																																	0	0	10	0																																																
"IA"	2002	"Black Hawk"	"Washington"	1	18	108	125	233																																																	98	137	9	235																																																
"IA"	2002	"Black Hawk"	"Waterloo W1p1"	1	20	386	350	737																																																	0	0	10	0																																																
"IA"	2002	"Black Hawk"	"Waterloo W1p2"	1	20	388	283	671																																																	0	0	10	0																																																
"IA"	2002	"Black Hawk"	"Waterloo W1p3"	1	21	287	211	498																																																	297	195	11	493																																																
"IA"	2002	"Black Hawk"	"Waterloo W1p4"	1	20	321	308	629																																																	0	0	10	0																																																
"IA"	2002	"Black Hawk"	"Waterloo W1p5"	1	20	267	335	602																																																	0	0	10	0																																																
"IA"	2002	"Black Hawk"	"Waterloo W1p6"	1	20	221	533	755																																																	0	0	10	0																																																
"IA"	2002	"Black Hawk"	"Waterloo W2p1"	1	21	226	278	504																																																	245	260	11	505																																																
"IA"	2002	"Black Hawk"	"Waterloo W2p2"	1	21	225	122	348																																																	214	128	11	342																																																
"IA"	2002	"Black Hawk"	"Waterloo W2p3"	1	21	382	243	626																																																	404	227	11	632																																																
"IA"	2002	"Black Hawk"	"Waterloo W2p4"	1	21	329	187	516																																																	319	194	11	513																																																
"IA"	2002	"Black Hawk"	"Waterloo W2p5"	1	21	269	205	474																																																	282	199	11	481																																																
"IA"	2002	"Black Hawk"	"Waterloo W2p6"	1	20	242	461	703																																																	0	0	10	0																																																
"IA"	2002	"Black Hawk"	"Waterloo W3p1"	1	22	226	269	496																																																	314	187	11	501																																																
"IA"	2002	"Black Hawk"	"Waterloo W3p2"	1	22	250	185	435																																																	288	145	11	435																																																
"IA"	2002	"Black Hawk"	"Waterloo W3p3"	1	22	144	107	251																																																	162	88	11	250																																																
"IA"	2002	"Black Hawk"	"Waterloo W3p4"	1	22	174	121	299																																																	200	97	11	299																																																
"IA"	2002	"Black Hawk"	"Waterloo W3p5"	1	20	402	278	681																																																	0	0	10	0																																																
"IA"	2002	"Black Hawk"	"Waterloo W3p6"	1	21	154	94	248																																																	151	89	11	243																																																
"IA"	2002	"Black Hawk"	"Waterloo W4p1"	1	22	248	112	363																																																	229	132	11	361																																																
"IA"	2002	"Black Hawk"	"Waterloo W4p2"	1	22	152	34	186																																																	119	65	11	185																																																
"IA"	2002	"Black Hawk"	"Waterloo W4p3"	1	22	94	59	153																																																	99	54	11	153																																																
"IA"	2002	"Black Hawk"	"Waterloo W4p4"	1	22	211	141	352																																																	268	81	11	349																																																
"IA"	2002	"Black Hawk"	"Waterloo W4p5"	1	22	238	123	362																																																	224	137	11	361																																																
"IA"	2002	"Black Hawk"	"Waterloo W4p6"	1	22	176	124	301																																																	202	97	11	300																																																
"IA"	2002	"Black Hawk"	"Waterloo W5p1"	1	21	147	69	216																																																	146	71	11	217																																																
"IA"	2002	"Black Hawk"	"Waterloo W5p2"	1	21	422	233	658																																																	432	222	11	657																																																
"IA"	2002	"Black Hawk"	"Waterloo W5p3"	1	21	284	169	453																																																	287	159	11	447																																																
"IA"	2002	"Black Hawk"	"Waterloo W5p4"	1	21	403	321	724																																																	409	307	11	717																																																
"IA"	2002	"Black Hawk"	"Waterloo W5p5"	1	21	395	445	840																																																	405	426	11	832																																																
"IA"	2002	"Black Hawk"	"Waterloo W5p6"	1	20	264	419	683																																																	0	0	10	0																																																
"IA"	2002	"Boone"	"Absentee and Special Ballots"	4	48	1339	876	2218	46	250	165	415	47	42	26	68																																									249	165	23	420			24	0			24	0																																								
"IA"	2002	"Boone"	"Boone 1"	4	48	305	291	596																																																	0	0	24	0																																																
"IA"	2002	"Boone"	"Boone 2"	4	48	362	346	709																																																	0	0	24	0																																																
"IA"	2002	"Boone"	"Boone 3"	4	48	329	357	686																																																	0	0	24	0																																																
"IA"	2002	"Boone"	"Boone 4"	4	48	326	235	561																																																	0	0	24	0																																																
"IA"	2002	"Boone"	"Boone 5"	4	48	330	244	574																																																	0	0	24	0																																																
"IA"	2002	"Boone"	"Madrid 1"	4	46	159	79	238																																																	134	99	23	240																																																
"IA"	2002	"Boone"	"Madrid 2"	4	46	136	104	246																																																	119	116	23	241																																																
"IA"	2002	"Boone"	"Madrid 3"	4	46	129	94	223																																																	122	94	23	223																																																
"IA"	2002	"Boone"	"Ogden"	4	48	188	416	604																																																	0	0	24	0																																																
"IA"	2002	"Boone"	"Rural Precinct 1"	4	46	286	285	571																																																	235	325	23	571																																																
"IA"	2002	"Boone"	"Rural Precinct 2"	4	47	169	115	285																																																	0	0	24	0																																																
"IA"	2002	"Boone"	"Rural Precinct 3"	4	48	101	163	264																																																	0	0	24	0																																																
"IA"	2002	"Boone"	"Rural Precinct 4"	4	48	160	407	567																																																	0	0	24	0																																																
"IA"	2002	"Boone"	"Rural Precinct 5"	4	48	136	141	277																																																	0	0	24	0																																																
"IA"	2002	"Boone"	"Rural Precinct 6"	4	48	272	265	537																																																	0	0	24	0																																																
"IA"	2002	"Boone"	"Rural Precinct 7"	4	48	102	101	203																																																	0	0	24	0																																																
"IA"	2002	"Bremer"	"Absentee and Special Ballots"	1	17	0	548	588	18	194	191	385																																													437	712	9	1151			9	0																																												
"IA"	2002	"Bremer"	"City Of Denver"	1	17	307	274	581																																																	229	352	9	581																																																
"IA"	2002	"Bremer"	"City Of Janesville"	1	18	134	103	237																																																	103	130	9	233																																																
"IA"	2002	"Bremer"	"Dayton Fremont City Of Tripoli"	1	18	312	292	604																																																	236	361	9	597																																																
"IA"	2002	"Bremer"	"East Polk Douglas"	1	17	0	170	171																																																	62	154	9	216																																																
"IA"	2002	"Bremer"	"Franklin Maxfield City Of Readlyn"	1	18	230	336	567																																																	178	380	9	558																																																
"IA"	2002	"Bremer"	"Frederika Leroy City Of Frederika"	1	18	83	124	207																																																	66	143	9	209																																																
"IA"	2002	"Bremer"	"Jackson Twp (part)"	1	17	0	152	154																																																	68	128	9	196																																																
"IA"	2002	"Bremer"	"Jefferson Twp"	1	17	0	348	349																																																	146	295	9	441																																																
"IA"	2002	"Bremer"	"Lafayette Warren"	1	17	0	299	302																																																	139	245	9	384																																																
"IA"	2002	"Bremer"	"Sumner 2 City Of Sumner"	1	18	322	447	769																																																	235	522	9	757																																																
"IA"	2002	"Bremer"	"Waverly Ward 1"	1	17	0	429	432																																																	241	346	9	587																																																
"IA"	2002	"Bremer"	"Waverly Ward 2"	1	17	0	463	469																																																	212	363	9	576																																																
"IA"	2002	"Bremer"	"Waverly Ward 3"	1	17	0	143	147																																																	99	117	9	216																																																
"IA"	2002	"Bremer"	"Waverly Ward 4 Washington Jackson"	1	17	0	621	628																																																	307	464	9	774																																																
"IA"	2002	"Bremer"	"Waverly Ward 5"	1	17	0	512	519																																																	240	397	9	640																																																
"IA"	2002	"Bremer"	"West Polk City Of Plainfield"	1	17	0	146	147																																																	81	139	9	221																																																
"IA"	2002	"Buchanan"	"Absentee and Special Ballots"	1	23	681	534	1215																																																	0	0	12	0																																																
"IA"	2002	"Buchanan"	"Aurora"	1	23	79	70	149																																																	0	0	12	0																																																
"IA"	2002	"Buchanan"	"Brandon"	1	23	83	124	207																																																	0	0	12	0																																																
"IA"	2002	"Buchanan"	"Fairbank"	1	23	205	157	362																																																	0	0	12	0																																																
"IA"	2002	"Buchanan"	"Hazleton"	1	23	146	143	290																																																	0	0	12	0																																																
"IA"	2002	"Buchanan"	"Independence 1 Washington"	1	23	311	343	654																																																	0	0	12	0																																																
"IA"	2002	"Buchanan"	"Independence 2"	1	23	168	229	397																																																	0	0	12	0																																																
"IA"	2002	"Buchanan"	"Independence 3"	1	23	189	232	422																																																	0	0	12	0																																																
"IA"	2002	"Buchanan"	"Independence 4"	1	23	162	160	322																																																	0	0	12	0																																																
"IA"	2002	"Buchanan"	"Independence 5"	1	23	162	185	348																																																	0	0	12	0																																																
"IA"	2002	"Buchanan"	"Jesup"	1	23	339	335	675																																																	0	0	12	0																																																
"IA"	2002	"Buchanan"	"Lamont"	1	23	103	113	216																																																	0	0	12	0																																																
"IA"	2002	"Buchanan"	"Perry Westburg"	1	23	151	195	346																																																	0	0	12	0																																																
"IA"	2002	"Buchanan"	"Quasqueton"	1	23	258	378	637																																																	0	0	12	0																																																
"IA"	2002	"Buchanan"	"Rowley"	1	23	196	334	530																																																	0	0	12	0																																																
"IA"	2002	"Buchanan"	"Winthrop"	1	23	193	272	465																																																	0	0	12	0																																																
"IA"	2002	"Buena Vista"	"Absentee and Special Ballots"	5	52	0	562	563																																																	0	0	26	0																																																
"IA"	2002	"Buena Vista"	"Alta Nokomis"	5	52	0	504	507																																																	0	0	26	0																																																
"IA"	2002	"Buena Vista"	"Brooke"	5	52	0	42	42																																																	0	0	26	0																																																
"IA"	2002	"Buena Vista"	"Elk"	5	52	0	69	70																																																	0	0	26	0																																																
"IA"	2002	"Buena Vista"	"Fairfield Coon"	5	52	0	359	360																																																	0	0	26	0																																																
"IA"	2002	"Buena Vista"	"Grant Providence"	5	52	0	171	171																																																	0	0	26	0																																																
"IA"	2002	"Buena Vista"	"Hayes Maple Valley"	5	52	0	316	316																																																	0	0	26	0																																																
"IA"	2002	"Buena Vista"	"Lakeside"	5	52	0	113	116																																																	0	0	26	0																																																
"IA"	2002	"Buena Vista"	"Lee"	5	52	0	242	242																																																	0	0	26	0																																																
"IA"	2002	"Buena Vista"	"Lincoln Scott"	5	52	0	115	115																																																	0	0	26	0																																																
"IA"	2002	"Buena Vista"	"Linn Grove"	5	52	0	110	110																																																	0	0	26	0																																																
"IA"	2002	"Buena Vista"	"Newell"	5	52	0	317	317																																																	0	0	26	0																																																
"IA"	2002	"Buena Vista"	"Poland"	5	52	0	117	117																																																	0	0	26	0																																																
"IA"	2002	"Buena Vista"	"Rembrandt"	5	52	0	86	87																																																	0	0	26	0																																																
"IA"	2002	"Buena Vista"	"Storm Lake 1"	5	52	0	389	390																																																	0	0	26	0																																																
"IA"	2002	"Buena Vista"	"Storm Lake 2"	5	52	0	248	252																																																	0	0	26	0																																																
"IA"	2002	"Buena Vista"	"Storm Lake 3"	5	52	0	638	641																																																	0	0	26	0																																																
"IA"	2002	"Buena Vista"	"Storm Lake 4"	5	52	0	301	306																																																	0	0	26	0																																																
"IA"	2002	"Buena Vista"	"Truesdale"	5	52	0	160	161																																																	0	0	26	0																																																
"IA"	2002	"Butler"	"Absentee and Special Ballots"	1	17	0	629	634																																																	250	528	9	784																																																
"IA"	2002	"Butler"	"Albion"	1	17	0	450	453																																																	199	362	9	567																																																
"IA"	2002	"Butler"	"Beaver"	1	17	0	190	192																																																	114	160	9	274																																																
"IA"	2002	"Butler"	"Bennezzette"	1	17	0	83	83																																																	23	69	9	92																																																
"IA"	2002	"Butler"	"Coldwater"	1	17	0	338	340																																																	186	278	9	464																																																
"IA"	2002	"Butler"	"Dayton Fremont"	1	17	0	146	147																																																	54	117	9	171																																																
"IA"	2002	"Butler"	"Jackson Butler"	1	17	0	433	438																																																	241	341	9	582																																																
"IA"	2002	"Butler"	"Jefferson Shell Rock"	1	17	0	458	462																																																	248	345	9	594																																																
"IA"	2002	"Butler"	"Madison Ripley Washington"	1	17	0	196	196																																																	40	175	9	216																																																
"IA"	2002	"Butler"	"Monroe"	1	17	0	379	382																																																	91	333	9	428																																																
"IA"	2002	"Butler"	"Pittsford"	1	17	0	187	188																																																	59	162	9	221																																																
"IA"	2002	"Butler"	"West Point Allison"	1	17	0	278	279																																																	54	245	9	299																																																
"IA"	2002	"Butler"	"West Point Bristow"	1	17	0	69	70																																																	28	58	9	86																																																
"IA"	2002	"Calhoun"	"Absentee and Special Ballots"	4	50	261	381	642																																																	327	320	25	647																																																
"IA"	2002	"Calhoun"	"Precinct 1"	4	50	154	185	339																																																	182	162	25	344																																																
"IA"	2002	"Calhoun"	"Precinct 10"	4	50	297	309	606																																																	320	277	25	597																																																
"IA"	2002	"Calhoun"	"Precinct 11"	4	50	62	149	211																																																	127	80	25	207																																																
"IA"	2002	"Calhoun"	"Precinct 12"	4	50	269	272	541																																																	323	212	25	535																																																
"IA"	2002	"Calhoun"	"Precinct 13"	4	50	58	114	172																																																	90	83	25	173																																																
"IA"	2002	"Calhoun"	"Precinct 14"	4	50	96	120	216																																																	99	104	25	203																																																
"IA"	2002	"Calhoun"	"Precinct 2"	4	50	56	78	134																																																	65	65	25	131																																																
"IA"	2002	"Calhoun"	"Precinct 3"	4	50	46	79	125																																																	81	43	25	124																																																
"IA"	2002	"Calhoun"	"Precinct 4"	4	50	53	107	160																																																	81	82	25	163																																																
"IA"	2002	"Calhoun"	"Precinct 5"	4	50	22	39	61																																																	30	29	25	60																																																
"IA"	2002	"Calhoun"	"Precinct 6"	4	50	29	44	73																																																	39	33	25	72																																																
"IA"	2002	"Calhoun"	"Precinct 7"	4	50	37	53	90																																																	70	20	25	90																																																
"IA"	2002	"Calhoun"	"Precinct 8"	4	50	290	249	539																																																	318	222	25	540																																																
"IA"	2002	"Calhoun"	"Precinct 9"	4	50	28	26	54																																																	28	24	25	52																																																
"IA"	2002	"Carroll"	"Absentee and Special Ballots"	5	51	0	909	927																																																	0	0	26	0																																																
"IA"	2002	"Carroll"	"Arcadia"	5	51	0	134	136																																																	0	0	26	0																																																
"IA"	2002	"Carroll"	"Carroll 1"	5	51	0	664	676																																																	0	0	26	0																																																
"IA"	2002	"Carroll"	"Carroll 2 North 1/2 Of Maple River Twp"	5	51	0	666	676																																																	0	0	26	0																																																
"IA"	2002	"Carroll"	"Carroll 3 South 1/2 Of Maple River Twp"	5	51	0	487	495																																																	0	0	26	0																																																
"IA"	2002	"Carroll"	"Carroll 4"	5	51	0	405	412																																																	0	0	26	0																																																
"IA"	2002	"Carroll"	"Eden"	5	51	0	157	159																																																	0	0	26	0																																																
"IA"	2002	"Carroll"	"Ewoldt"	5	51	0	366	372																																																	0	0	26	0																																																
"IA"	2002	"Carroll"	"Glidden"	5	51	0	341	344																																																	0	0	26	0																																																
"IA"	2002	"Carroll"	"Jasper"	5	51	0	67	67																																																	0	0	26	0																																																
