state	year	county	precinct	cd	ld	g2002_STH_dv	g2002_STH_rv	g2002_STH_tv	ld2	g2002_STH_dv2	g2002_STH_rv2	g2002_STH_tv2	ld3	g2002_STH_dv3	g2002_STH_rv3	g2002_STH_tv3	ld4	g2002_STH_dv4	g2002_STH_rv4	g2002_STH_tv4	ld5	g2002_STH_dv5	g2002_STH_rv5	g2002_STH_tv5	ld6	g2002_STH_dv6	g2002_STH_rv6	g2002_STH_tv6	ld7	g2002_STH_dv7	g2002_STH_rv7	g2002_STH_tv7	ld8	g2002_STH_dv8	g2002_STH_rv8	g2002_STH_tv8	ld9	g2002_STH_dv9	g2002_STH_rv9	g2002_STH_tv9	ld10	g2002_STH_dv10	g2002_STH_rv10	g2002_STH_tv10	ld11	g2002_STH_dv11	g2002_STH_rv11	g2002_STH_tv11	ld12	g2002_STH_dv12	g2002_STH_rv12	g2002_STH_tv12	ld13	g2002_STH_dv13	g2002_STH_rv13	g2002_STH_tv13	g2002_STS_dv	g2002_STS_rv	sd	g2002_STS_tv	g2002_STS_dv2	g2002_STS_rv2	sd2	g2002_STS_tv2	g2002_STS_dv3	g2002_STS_rv3	sd3	g2002_STS_tv3	g2002_STS_dv4	g2002_STS_rv4	sd4	g2002_STS_tv4	g2002_STS_dv5	g2002_STS_rv5	sd5	g2002_STS_tv5	g2002_STS_dv6	g2002_STS_rv6	sd6	g2002_STS_tv6	g2002_STS_dv7	g2002_STS_rv7	sd7	g2002_STS_tv7	g2002_STS_dv8	g2002_STS_rv8	sd8	g2002_STS_tv8	g2002_STS_dv9	g2002_STS_rv9	sd9	g2002_STS_tv9	g2002_STS_dv10	g2002_STS_rv10	sd10	g2002_STS_tv10	g2002_STS_dv11	g2002_STS_rv11	sd11	g2002_STS_tv11	g2002_STS_dv12	g2002_STS_rv12	sd12	g2002_STS_tv12	g2002_STS_dv13	g2002_STS_rv13	sd13	g2002_STS_tv13
"IA"	2002	"Lyon"	"Pct 6 - Little Rock"	5	4	0	180	180																																																	0	180	2	180																																																
"IA"	2002	"Lyon"	"Pct 7 - Rock Rapids"	5	4	0	376	376																																																	0	394	2	398																																																
"IA"	2002	"Lyon"	"Pct 8 - Rock Rapids"	5	4	0	573	574																																																	0	582	2	590																																																
"IA"	2002	"Madison"	"Absentee and Special Ballots"	4	73	594	856	1450																																																	542	756	37	1426																																																
"IA"	2002	"Madison"	"Grand River Monroe Macksburg"	4	73	69	92	161																																																	55	92	37	159																																																
"IA"	2002	"Madison"	"Jackson Douglas"	4	73	85	145	230																																																	86	110	37	223																																																
"IA"	2002	"Madison"	"Jefferson Lee"	4	73	123	224	347																																																	130	188	37	345																																																
"IA"	2002	"Madison"	"Penn Madison Earlham"	4	73	209	472	681																																																	222	394	37	666																																																
"IA"	2002	"Madison"	"Scott South St Charles"	4	73	237	338	576																																																	223	297	37	573																																																
"IA"	2002	"Madison"	"Union Crawford"	4	73	155	160	317																																																	151	143	37	317																																																
"IA"	2002	"Madison"	"Walnut Ohio"	4	73	147	228	375																																																	148	202	37	375																																																
"IA"	2002	"Madison"	"Webster Lincoln"	4	73	85	144	229																																																	82	111	37	224																																																
"IA"	2002	"Madison"	"Winterset 1"	4	73	283	395	678																																																	256	320	37	665																																																
"IA"	2002	"Madison"	"Winterset 2"	4	73	254	435	689																																																	235	348	37	683																																																
"IA"	2002	"Mahaska"	"Absentee and Special Ballots"	3	75	0	917	919	72	179	325	504																																															38	0			36	0																																												
"IA"	2002	"Mahaska"	"Adams"	3	75	0	64	64																																																			38	0																																																
"IA"	2002	"Mahaska"	"Black Oak Scott"	3	72	41	246	287																																																			36	0																																																
"IA"	2002	"Mahaska"	"Cedar"	3	75	0	181	182																																																			38	0																																																
"IA"	2002	"Mahaska"	"E W Des Moines Jefferson"	3	72	71	110	181																																																			36	0																																																
"IA"	2002	"Mahaska"	"Garfield"	3	72	88	177	265																																																			36	0																																																
"IA"	2002	"Mahaska"	"Harrison"	3	72	32	94	126																																																			36	0																																																
"IA"	2002	"Mahaska"	"Lincoln Madison"	3	72	62	187	249																																																			36	0																																																
"IA"	2002	"Mahaska"	"Monroe White Oak"	3	75	0	106	106																																																			38	0																																																
"IA"	2002	"Mahaska"	"Oskaloosa Ward 1"	3	75	0	250	251																																																			38	0																																																
"IA"	2002	"Mahaska"	"Oskaloosa Ward 2"	3	75	0	294	294	72	2	8	10																																															38	0			36	0																																												
"IA"	2002	"Mahaska"	"Oskaloosa Ward 3"	3	75	0	410	412	72	1	1	2																																															36	0			38	0																																												
"IA"	2002	"Mahaska"	"Oskaloosa Ward 4"	3	75	0	424	424																																																			38	0																																																
"IA"	2002	"Mahaska"	"Pleasant Grove Union"	3	75	0	121	121																																																			38	0																																																
"IA"	2002	"Mahaska"	"Prairie"	3	72	144	267	411																																																			36	0																																																
"IA"	2002	"Mahaska"	"Richland"	3	72	20	140	160																																																			36	0																																																
"IA"	2002	"Mahaska"	"Spring Creek"	3	75	0	207	207																																																			38	0																																																
"IA"	2002	"Mahaska"	"University Park"	3	75	0	108	108																																																			38	0																																																
"IA"	2002	"Marion"	"Absentee and Special Ballots"	3	71	1280	1830	3111	72	304	126	430																																															36	0	0	0	36	0																																												
"IA"	2002	"Marion"	"Clay Township/Harvey Dist"	3	72	44	73	118																																																	0	0	36	0																																																
"IA"	2002	"Marion"	"Clay Township/Tracy Dist"	3	72	34	62	96																																																	0	0	36	0																																																
"IA"	2002	"Marion"	"Dallas Township Melcher Dallas"	3	72	268	153	421																																																	0	0	36	0																																																
"IA"	2002	"Marion"	"Franklin Township"	3	71	48	63	111																																																	0	0	36	0																																																
"IA"	2002	"Marion"	"Indiana Township"	3	72	80	99	179																																																	0	0	36	0																																																
"IA"	2002	"Marion"	"Knoxville 1"	3	71	253	179	432																																																	0	0	36	0																																																
"IA"	2002	"Marion"	"Knoxville 2"	3	71	229	215	444																																																	0	0	36	0																																																
"IA"	2002	"Marion"	"Knoxville 3"	3	71	275	206	481																																																	0	0	36	0																																																
"IA"	2002	"Marion"	"Knoxville 4"	3	71	195	136	331																																																	0	0	36	0																																																
"IA"	2002	"Marion"	"Knoxville Township"	3	71	322	265	587																																																	0	0	36	0																																																
"IA"	2002	"Marion"	"Lake Prairie Township"	3	71	65	450	515																																																	0	0	36	0																																																
"IA"	2002	"Marion"	"Liberty Twp Bussey Hamilton"	3	72	143	98	241																																																	0	0	36	0																																																
"IA"	2002	"Marion"	"Pella 1"	3	71	122	510	632																																																	0	0	36	0																																																
"IA"	2002	"Marion"	"Pella 2"	3	71	130	576	706																																																	0	0	36	0																																																
"IA"	2002	"Marion"	"Pella 3"	3	71	134	597	731																																																	0	0	36	0																																																
"IA"	2002	"Marion"	"Pella 4"	3	71	73	289	363																																																	0	0	36	0																																																
"IA"	2002	"Marion"	"Pleasant Grove Twp Pleasantville"	3	71	251	284	535																																																	0	0	36	0																																																
"IA"	2002	"Marion"	"Red Rock Township"	3	71	76	55	131																																																	0	0	36	0																																																
"IA"	2002	"Marion"	"Summit Township"	3	71	48	237	285																																																	0	0	36	0																																																
"IA"	2002	"Marion"	"Union Township"	3	71	55	51	106																																																	0	0	36	0																																																
"IA"	2002	"Marion"	"Washington Township"	3	72	74	59	133																																																	0	0	36	0																																																
"IA"	2002	"Marshall"	"Absentee and Special Ballots"	4	43	2556	1319	3877	44	518	471	990																																													0	0	22	0			22	0																																												
"IA"	2002	"Marshall"	"Bangor Liberty Minerva"	4	44	108	210	319																																																	0	0	22	0																																																
"IA"	2002	"Marshall"	"Eden Logan"	4	44	266	216	484																																																	0	0	22	0																																																
"IA"	2002	"Marshall"	"Green Castle"	4	44	191	148	339																																																	0	0	22	0																																																
"IA"	2002	"Marshall"	"Iowa Taylor"	4	43	172	201	373																																																	0	0	22	0																																																
"IA"	2002	"Marshall"	"Jefferson"	4	44	113	147	260																																																	0	0	22	0																																																
"IA"	2002	"Marshall"	"Legrand"	4	44	202	284	486																																																	0	0	22	0																																																
"IA"	2002	"Marshall"	"Liscomb"	4	43	83	104	188																																																	0	0	22	0																																																
"IA"	2002	"Marshall"	"Marietta Washington"	4	44	98	189	287																																																	0	0	22	0																																																
"IA"	2002	"Marshall"	"Marion Vienna"	4	43	158	238	396																																																	0	0	22	0																																																
"IA"	2002	"Marshall"	"Marshalltown W1p1"	4	43	215	86	301																																																	0	0	22	0																																																
"IA"	2002	"Marshall"	"Marshalltown W1p2"	4	43	201	146	349																																																	0	0	22	0																																																
"IA"	2002	"Marshall"	"Marshalltown W2p1"	4	43	461	384	846																																																	0	0	22	0																																																
"IA"	2002	"Marshall"	"Marshalltown W2p2"	4	43	314	329	644																																																	0	0	22	0																																																
"IA"	2002	"Marshall"	"Marshalltown W3p1"	4	43	403	413	816																																																	0	0	22	0																																																
"IA"	2002	"Marshall"	"Marshalltown W3p2"	4	43	429	409	838																																																	0	0	22	0																																																
"IA"	2002	"Marshall"	"Marshalltown W4p1"	4	43	297	257	554																																																	0	0	22	0																																																
"IA"	2002	"Marshall"	"Marshalltown W4p2"	4	43	413	428	842																																																	0	0	22	0																																																
"IA"	2002	"Marshall"	"State Center"	4	44	221	301	524																																																	0	0	22	0																																																
"IA"	2002	"Marshall"	"Timber"	4	44	152	214	366																																																	0	0	22	0																																																
"IA"	2002	"Mills"	"Absentee and Special Ballots"	5	98	178	327	508	97	60	105	165																																													0	522	49	524			49	0																																												
"IA"	2002	"Mills"	"Deer Creek White Cloud"	5	97	38	77	115																																																	0	95	49	95																																																
"IA"	2002	"Mills"	"Emerson Hastings Indian Creek"	5	97	66	159	225																																																	0	190	49	190																																																
"IA"	2002	"Mills"	"Glenwood Pct 1"	5	98	86	133	219																																																	0	176	49	177																																																
"IA"	2002	"Mills"	"Glenwood Pct 2"	5	98	148	209	357																																																	0	288	49	292																																																
"IA"	2002	"Mills"	"Glenwood Pct 3"	5	98	184	313	497																																																	0	401	49	406																																																
"IA"	2002	"Mills"	"Glenwood Twp"	5	98	88	240	329																																																	0	295	49	295																																																
"IA"	2002	"Mills"	"Henderson Anderson"	5	97	47	88	136																																																	0	119	49	122																																																
"IA"	2002	"Mills"	"Malvern Silver Creek Ctr Rawles"	5	97	189	379	570																																																	0	489	49	492																																																
"IA"	2002	"Mills"	"Oak Saint Marys Twp"	5	98	179	362	541																																																	0	432	49	433																																																
"IA"	2002	"Mills"	"Pacific Jct Plattville Lyons"	5	98	94	166	260																																																	0	210	49	210																																																
"IA"	2002	"Mills"	"Silver City Ingraham"	5	98	70	88	158																																																	0	116	49	116																																																
"IA"	2002	"Mitchell"	"Absentee and Special Ballots"	4	14	383	0	385																																																	276	248	7	536																																																
"IA"	2002	"Mitchell"	"Burr Oak Liberty"	4	14	92	0	92																																																	56	56	7	120																																																
"IA"	2002	"Mitchell"	"Cedar"	4	14	128	0	128																																																	70	92	7	167																																																
"IA"	2002	"Mitchell"	"Cedar Twp West Lincoln"	4	14	89	0	89																																																	46	63	7	117																																																
"IA"	2002	"Mitchell"	"Douglas East Lincoln"	4	14	90	0	90																																																	51	72	7	127																																																
"IA"	2002	"Mitchell"	"Jenkins Riceville City"	4	14	184	0	184																																																	125	115	7	246																																																
"IA"	2002	"Mitchell"	"Osage Pct 1"	4	14	240	0	242																																																	155	138	7	299																																																
"IA"	2002	"Mitchell"	"Osage Pct 2"	4	14	226	0	227																																																	148	137	7	292																																																
"IA"	2002	"Mitchell"	"Osage Pct 3"	4	14	215	0	216																																																	148	108	7	262																																																
"IA"	2002	"Mitchell"	"Osage Pct 4"	4	14	198	0	199																																																	132	120	7	262																																																
"IA"	2002	"Mitchell"	"Otranto Newburg Carpenter City"	4	14	171	0	172																																																	113	103	7	225																																																
"IA"	2002	"Mitchell"	"Rock Mitchell Osage"	4	14	168	0	171																																																	114	82	7	207																																																
"IA"	2002	"Mitchell"	"St Ansgar Union"	4	14	370	0	373																																																	266	227	7	502																																																
"IA"	2002	"Mitchell"	"Stacyville"	4	14	218	0	218																																																	140	104	7	260																																																
"IA"	2002	"Mitchell"	"Wayne Mcintire City"	4	14	39	0	39																																																	26	22	7	51																																																
"IA"	2002	"Monona"	"Absentee and Special Ballots"	5	56	165	173	338	55	0	108	110																																													221	190	28	484			28	0																																												
"IA"	2002	"Monona"	"Ashton Lincoln"	5	56	25	58	83																																																	20	44	28	85																																																
"IA"	2002	"Monona"	"Belvidere Sioux"	5	56	42	57	99																																																	34	36	28	103																																																
"IA"	2002	"Monona"	"Center Kennebec"	5	56	54	107	161																																																	52	73	28	171																																																
"IA"	2002	"Monona"	"Cooper Maple"	5	55	0	102	102																																																	80	38	28	149																																																
"IA"	2002	"Monona"	"Fairview Lake"	5	56	41	66	107																																																	36	55	28	106																																																
"IA"	2002	"Monona"	"Grant"	5	56	46	40	86																																																	31	33	28	88																																																
"IA"	2002	"Monona"	"Jordon Soldier"	5	56	86	86	172																																																	63	50	28	182																																																
"IA"	2002	"Monona"	"Mapleton"	5	55	0	364	369																																																	245	166	28	469																																																
"IA"	2002	"Monona"	"Onawa Pct 1-NW Franklin"	5	56	99	128	227																																																	102	93	28	225																																																
"IA"	2002	"Monona"	"Onawa Pct 2"	5	56	73	133	206																																																	89	88	28	204																																																
"IA"	2002	"Monona"	"Onawa Pct 3"	5	56	95	172	267																																																	95	122	28	263																																																
"IA"	2002	"Monona"	"Onawa Pct 4"	5	56	51	90	141																																																	61	54	28	143																																																
"IA"	2002	"Monona"	"Sherman-SE Franklin"	5	56	79	70	149																																																	81	46	28	150																																																
"IA"	2002	"Monona"	"Spring Valley Willow"	5	56	65	104	169																																																	51	75	28	177																																																
"IA"	2002	"Monona"	"St Clair"	5	55	0	164	165																																																	75	96	28	228																																																
"IA"	2002	"Monona"	"West Fork Whiting"	5	56	93	105	198																																																	83	89	28	207																																																
"IA"	2002	"Monroe"	"Absentee and Special Ballots"	3	72	345	270	615																																																	0	0	36	0																																																
"IA"	2002	"Monroe"	"Albia 1"	3	72	101	118	219																																																	0	0	36	0																																																
"IA"	2002	"Monroe"	"Albia 2"	3	72	108	145	253																																																	0	0	36	0																																																
"IA"	2002	"Monroe"	"Albia 3"	3	72	102	85	187																																																	0	0	36	0																																																
"IA"	2002	"Monroe"	"Albia 4"	3	72	105	100	205																																																	0	0	36	0																																																
"IA"	2002	"Monroe"	"Bluff Creek Pleasant"	3	72	57	71	128																																																	0	0	36	0																																																
"IA"	2002	"Monroe"	"Cedar Union Lovilia"	3	72	158	112	271																																																	0	0	36	0																																																
"IA"	2002	"Monroe"	"Guilford Franklin"	3	72	62	62	124																																																	0	0	36	0																																																
"IA"	2002	"Monroe"	"Jackson Wayne Melrose"	3	72	95	71	166																																																	0	0	36	0																																																
"IA"	2002	"Monroe"	"Monroe Urbana"	3	72	62	92	154																																																	0	0	36	0																																																
"IA"	2002	"Monroe"	"Troy Mantua"	3	72	140	190	330																																																	0	0	36	0																																																
"IA"	2002	"Montgomery"	"Absentee and Special Ballots"	5	96	0	366	366																																																	0	0	48	0																																																
"IA"	2002	"Montgomery"	"Douglas Grant"	5	96	0	63	63																																																	0	0	48	0																																																
"IA"	2002	"Montgomery"	"East Villisca City"	5	96	0	298	298																																																	0	0	48	0																																																
"IA"	2002	"Montgomery"	"Frankfort Stanton City"	5	96	0	264	264																																																	0	0	48	0																																																
"IA"	2002	"Montgomery"	"Grant/Coburg City"	5	96	0	54	54																																																	0	0	48	0																																																
"IA"	2002	"Montgomery"	"Lincoln Garfield"	5	96	0	115	115																																																	0	0	48	0																																																
"IA"	2002	"Montgomery"	"Pilot Grove"	5	96	0	45	45																																																	0	0	48	0																																																
"IA"	2002	"Montgomery"	"Red Oak 1/Red Oak Twp"	5	96	0	273	273																																																	0	0	48	0																																																
"IA"	2002	"Montgomery"	"Red Oak 2/Red Oak Twp"	5	96	0	305	305																																																	0	0	48	0																																																
"IA"	2002	"Montgomery"	"Red Oak 3/Red Oak Twp"	5	96	0	542	542																																																	0	0	48	0																																																
"IA"	2002	"Montgomery"	"Scott"	5	96	0	78	78																																																	0	0	48	0																																																
"IA"	2002	"Montgomery"	"Sherman/Elliot City"	5	96	0	118	118																																																	0	0	48	0																																																
"IA"	2002	"Montgomery"	"Washington"	5	96	0	60	60																																																	0	0	48	0																																																
"IA"	2002	"Montgomery"	"West Grant"	5	96	0	29	29																																																	0	0	48	0																																																
"IA"	2002	"Muscatine"	"Absentee and Special Ballots"	2	80	0	1436	1465	79	151	174	325	87	74	100	174																																									1301	1191	40	2493	98	0	44	136			40	0																																								
"IA"	2002	"Muscatine"	"Bloomington"	2	80	0	436	436																																																	169	369	40	538																																																
"IA"	2002	"Muscatine"	"Cedar"	2	87	26	58	84																																																	44	0	44	62																																																
"IA"	2002	"Muscatine"	"Fruitland 1"	2	87	124	138	262																																																	164	0	44	222																																																
"IA"	2002	"Muscatine"	"Fruitland 2"	2	87	40	95	135																																																	54	0	44	91																																																
"IA"	2002	"Muscatine"	"Fulton"	2	80	0	138	139																																																	81	107	40	188																																																
"IA"	2002	"Muscatine"	"Goshen"	2	79	76	100	176																																																	72	107	40	179																																																
"IA"	2002	"Muscatine"	"Lake"	2	80	0	95	95																																																	54	68	40	122																																																
"IA"	2002	"Muscatine"	"Montpelier"	2	80	0	178	181																																																	103	145	40	248																																																
"IA"	2002	"Muscatine"	"Moscow"	2	79	77	113	190																																																	88	101	40	189																																																
"IA"	2002	"Muscatine"	"Muscatine 1"	2	80	0	524	531																																																	220	450	40	670																																																
"IA"	2002	"Muscatine"	"Muscatine 10"	2	80	0	238	241																																																	166	188	40	354																																																
"IA"	2002	"Muscatine"	"Muscatine 2"	2	80	0	388	395																																																	218	278	40	496																																																
"IA"	2002	"Muscatine"	"Muscatine 3"	2	80	0	257	264																																																	180	184	40	364																																																
"IA"	2002	"Muscatine"	"Muscatine 4"	2	80	0	193	196																																																	131	142	40	273																																																
"IA"	2002	"Muscatine"	"Muscatine 5"	2	80	0	206	214																																																	146	142	40	288																																																
"IA"	2002	"Muscatine"	"Muscatine 6"	2	80	0	558	566																																																	240	449	40	690																																																
"IA"	2002	"Muscatine"	"Muscatine 7"	2	80	0	212	216																																																	143	160	40	303																																																
"IA"	2002	"Muscatine"	"Muscatine 8"	2	80	0	190	193																																																	187	126	40	313																																																
"IA"	2002	"Muscatine"	"Muscatine 9"	2	80	0	276	283																																																	208	190	40	398																																																
"IA"	2002	"Muscatine"	"Orono"	2	87	40	69	109																																																	56	0	44	80																																																
"IA"	2002	"Muscatine"	"Pike"	2	87	87	128	215																																																	109	0	44	159																																																
"IA"	2002	"Muscatine"	"Seventy Six"	2	87	32	88	120																																																	49	0	44	87																																																
"IA"	2002	"Muscatine"	"Sweetland"	2	80	0	368	378																																																	203	292	40	496																																																
"IA"	2002	"Muscatine"	"Wapsie"	2	79	56	118	174																																																	65	109	40	174																																																
"IA"	2002	"Muscatine"	"West Liberty"	2	79	303	233	536																																																	292	246	40	538																																																
"IA"	2002	"Muscatine"	"Wilton City"	2	79	274	380	654																																																	292	368	40	660																																																
"IA"	2002	"Muscatine"	"Wilton Twp"	2	79	43	80	124																																																	35	92	40	127																																																
"IA"	2002	"Obrien"	"Absentee and Special Ballots"	5	5	0	562	567																																																	205	510	3	715																																																
"IA"	2002	"Obrien"	"Carroll Floyd"	5	5	0	189	191																																																	40	175	3	215																																																
"IA"	2002	"Obrien"	"Franklin"	5	5	0	494	494																																																	114	472	3	586																																																
"IA"	2002	"Obrien"	"Hartley Lincoln Omega"	5	5	0	487	489																																																	214	432	3	647																																																
"IA"	2002	"Obrien"	"Sheldon 1"	5	5	0	546	548																																																	113	509	3	622																																																
"IA"	2002	"Obrien"	"Sheldon 2"	5	5	0	317	317																																																	84	283	3	367																																																
"IA"	2002	"Obrien"	"Sheldon 3"	5	5	0	372	374																																																	93	341	3	434																																																
"IA"	2002	"Obrien"	"Summut Center Dale Highland"	5	5	0	396	398																																																	184	370	3	554																																																
"IA"	2002	"Obrien"	"Union Baker Caledonia"	5	5	0	384	385																																																	187	329	3	516																																																
"IA"	2002	"Obrien"	"Waterman Grant Liberty"	5	5	0	312	312																																																	165	256	3	421																																																
"IA"	2002	"Osceola"	"Absentee and Special Ballots"	5	5	0	188	188																																																	60	178	3	238																																																
"IA"	2002	"Osceola"	"Ashton"	5	5	0	218	218																																																	58	229	3	287																																																
"IA"	2002	"Osceola"	"Harris"	5	5	0	93	93																																																	33	81	3	114																																																
"IA"	2002	"Osceola"	"Hiview"	5	5	0	172	172																																																	73	167	3	240																																																
"IA"	2002	"Osceola"	"May City"	5	5	0	100	100																																																	33	106	3	139																																																
"IA"	2002	"Osceola"	"Melvin"	5	5	0	105	105																																																	24	118	3	142																																																
"IA"	2002	"Osceola"	"Ocheyedan"	5	5	0	248	248																																																	45	295	3	340																																																
"IA"	2002	"Osceola"	"Sibley 1"	5	5	0	134	134																																																	55	118	3	173																																																
"IA"	2002	"Osceola"	"Sibley 2"	5	5	0	216	216																																																	50	213	3	263																																																
"IA"	2002	"Osceola"	"Sibley 3"	5	5	0	230	230																																																	83	221	3	304																																																
"IA"	2002	"Page"	"Absentee and Special Ballots"	5	97	250	423	674	97	1	2	3																																													0	511	49	519	0	2	49	2																																												
"IA"	2002	"Page"	"Amity"	5	97	116	198	314																																																	0	260	49	260																																																
"IA"	2002	"Page"	"Clarinda 1"	5	97	87	139	226																																																	0	176	49	177																																																
"IA"	2002	"Page"	"Clarinda 2"	5	97	194	273	468																																																	0	364	49	365																																																
"IA"	2002	"Page"	"Clarinda 3"	5	97	220	287	507																																																	0	392	49	392																																																
"IA"	2002	"Page"	"Colfax"	5	97	88	130	218																																																	0	193	49	193																																																
"IA"	2002	"Page"	"East River"	5	97	129	221	350																																																	0	291	49	292																																																
"IA"	2002	"Page"	"Fremont"	5	97	54	120	174																																																	0	134	49	134																																																
"IA"	2002	"Page"	"Grant"	5	97	113	162	276																																																	0	227	49	232																																																
"IA"	2002	"Page"	"Pierce"	5	97	122	183	305																																																	0	253	49	255																																																
"IA"	2002	"Page"	"Shanandoah 1"	5	97	155	155	310																																																	0	239	49	242																																																
"IA"	2002	"Page"	"Shanandoah 2"	5	97	220	241	461																																																	0	366	49	369																																																
"IA"	2002	"Page"	"Shanandoah 3"	5	97	305	313	618																																																	0	495	49	495																																																
"IA"	2002	"Palo Alto"	"Absentee and Special Ballots"	4	7	422	0	422																																																	0	0	4	0																																																
"IA"	2002	"Palo Alto"	"Booth"	4	7	28	0	28																																																	0	0	4	0																																																
"IA"	2002	"Palo Alto"	"Ellington Rush Lake"	4	7	107	0	107																																																	0	0	4	0																																																
"IA"	2002	"Palo Alto"	"Emmetsburg 1 Freedom Nw"	4	7	279	0	279																																																	0	0	4	0																																																
"IA"	2002	"Palo Alto"	"Emmetsburg Nevada Great Oak"	4	7	89	0	89																																																	0	0	4	0																																																
"IA"	2002	"Palo Alto"	"Emmetsburg Ward 11"	4	7	236	0	236																																																	0	0	4	0																																																
"IA"	2002	"Palo Alto"	"Emmetsburg Ward 111"	4	7	170	0	170																																																	0	0	4	0																																																
"IA"	2002	"Palo Alto"	"Emmetsburg Ward 1v"	4	7	215	0	215																																																	0	0	4	0																																																
"IA"	2002	"Palo Alto"	"Fairfield N"	4	7	55	0	55																																																	0	0	4	0																																																
"IA"	2002	"Palo Alto"	"Fairfield S"	4	7	9	0	9																																																	0	0	4	0																																																
"IA"	2002	"Palo Alto"	"Fern Valley"	4	7	38	0	38																																																	0	0	4	0																																																
"IA"	2002	"Palo Alto"	"Freedom"	4	7	36	0	36																																																	0	0	4	0																																																
"IA"	2002	"Palo Alto"	"Highland"	4	7	175	0	175																																																	0	0	4	0																																																
"IA"	2002	"Palo Alto"	"Independence"	4	7	38	0	38																																																	0	0	4	0																																																
"IA"	2002	"Palo Alto"	"Lost Island N"	4	7	36	0	36																																																	0	0	4	0																																																
"IA"	2002	"Palo Alto"	"Lost Island S"	4	7	19	0	19																																																	0	0	4	0																																																
"IA"	2002	"Palo Alto"	"Silverlake"	4	7	78	0	78																																																	0	0	4	0																																																
"IA"	2002	"Palo Alto"	"Vermon Walnut"	4	7	260	0	260																																																	0	0	4	0																																																
"IA"	2002	"Palo Alto"	"West Bend"	4	7	199	0	199																																																	0	0	4	0																																																
"IA"	2002	"Plymouth"	"Absentee and Special Ballots"	5	3	0	872	872	53	91	266	357																																													0	787	2	787	215	239	27	454																																												
"IA"	2002	"Plymouth"	"Akron"	5	3	0	362	362																																																	0	321	2	321																																																
"IA"	2002	"Plymouth"	"Brunsville"	5	3	0	189	190																																																	0	166	2	166																																																
"IA"	2002	"Plymouth"	"Craig"	5	3	0	176	176																																																	0	158	2	158																																																
"IA"	2002	"Plymouth"	"Hinton"	5	53	101	388	489																																																	196	385	27	581																																																
"IA"	2002	"Plymouth"	"Kingsley"	5	53	113	366	480																																																	263	305	27	568																																																
"IA"	2002	"Plymouth"	"Lemars Pct 1"	5	3	0	603	603																																																	0	509	2	510																																																
"IA"	2002	"Plymouth"	"Lemars Pct 2"	5	3	0	690	691																																																	0	617	2	617																																																
"IA"	2002	"Plymouth"	"Lemars Pct 3"	5	3	0	350	352																																																	0	306	2	308																																																
"IA"	2002	"Plymouth"	"Merrill"	5	3	0	337	340																																																	0	287	2	289																																																
"IA"	2002	"Plymouth"	"Perry Hancock Twp"	5	3	327	0	327																																																	0	314	2	314																																																
"IA"	2002	"Plymouth"	"Remsen"	5	53	142	422	564																																																	344	343	27	688																																																
"IA"	2002	"Plymouth"	"Struble"	5	3	0	216	216																																																	0	192	2	192																																																
"IA"	2002	"Plymouth"	"Westfield"	5	3	0	186	186																																																	0	173	2	174																																																
"IA"	2002	"Pocahontas"	"Absentee and Special Ballots"	4	8	285	217	502																																																	0	0	4	0																																																
"IA"	2002	"Pocahontas"	"Bellville Lizard S Lincoln"	4	8	139	103	242																																																	0	0	4	0																																																
"IA"	2002	"Pocahontas"	"Cedar Colfax"	4	8	136	126	262																																																	0	0	4	0																																																
"IA"	2002	"Pocahontas"	"Cummins N Sherman"	4	8	65	43	108																																																	0	0	4	0																																																
"IA"	2002	"Pocahontas"	"Des Moines N Garfield"	4	8	172	101	273																																																	0	0	4	0																																																
"IA"	2002	"Pocahontas"	"Dover S Marshall"	4	8	50	60	110																																																	0	0	4	0																																																
"IA"	2002	"Pocahontas"	"Grant S Sherman"	4	8	74	42	116																																																	0	0	4	0																																																
"IA"	2002	"Pocahontas"	"Lake S Garfield"	4	8	81	82	163																																																	0	0	4	0																																																
"IA"	2002	"Pocahontas"	"Pocahontas 2 Center Roosevelt Lincoln"	4	8	76	43	119																																																	0	0	4	0																																																
"IA"	2002	"Pocahontas"	"Pocahontas Pct 1"	4	8	305	224	529																																																	0	0	4	0																																																
"IA"	2002	"Pocahontas"	"Powhatan N Rooselvelt"	4	8	61	44	105																																																	0	0	4	0																																																
"IA"	2002	"Pocahontas"	"Swan Lake N Marshall"	4	8	217	219	436																																																	0	0	4	0																																																
"IA"	2002	"Polk"	"Absentee and Special Ballots"	3	61	1971	1353	3328	69	1340	1302	2724	68	2628	0	2641	62	1997	571	2570	64	2538	0	2567	67	1851	582	2441	59	0	2368	2413	42	1545	678	2223	60	0	2051	2085	63	0	2004	2031	70	0	1813	1850	65	1710	0	1724	66	1631	0	1645	4001	1877	31	5889	0	4392	30	4862	4559	0	34	4600	0	3519	35	3596	3330	0	33	3364	1359	796	21	2157			33	0			35	0			34	0			31	0			32	0			32	0			30	0
"IA"	2002	"Polk"	"Alleman 1 Lincoln 1"	3	69	152	198	356																																																	0	275	35	277																																																
"IA"	2002	"Polk"	"Allen 1"	3	67	107	79	187																																																	128	0	34	130																																																
"IA"	2002	"Polk"	"Altoona 1"	3	42	379	176	556																																																	292	246	21	538																																																
"IA"	2002	"Polk"	"Altoona 2"	3	42	535	339	877																																																	416	422	21	843																																																
