state	year	county	precinct	cd	g2010_USH_dv	g2010_USH_rv	g2010_USH_tv	cd2	g2010_USH_dv2	g2010_USH_rv2	g2010_USH_tv2
"MS"	2010	"Webster"	"Eupora No. 3"	1	61	101	174				
"MS"	2010	"Webster"	"Grady"	1	28	112	144				
"MS"	2010	"Webster"	"Tomnolen"	1	26	191	223				
"MS"	2010	"Webster"	"Fay"	1	10	64	74				
"MS"	2010	"Webster"	"Mathiston"	1	70	240	319				
"MS"	2010	"Webster"	"Big Black"	1	21	142	172				
"MS"	2010	"Webster"	"Fame"	1	28	155	188				
"MS"	2010	"Webster"	"Carkson"	1	11	169	185				
"MS"	2010	"Webster"	"Cumberland"	1	45	151	205				
"MS"	2010	"Webster"	"Mantee"	1	32	205	262				
"MS"	2010	"Wilkinson"	"Woodville 1010"	3	108	91	200				
"MS"	2010	"Wilkinson"	"Centerville 1st 100"	3	172	36	208				
"MS"	2010	"Wilkinson"	"Woodville 2nd 2010"	3	221	58	282				
"MS"	2010	"Wilkinson"	"Fort Adams 2020"	3	80	29	110				
"MS"	2010	"Wilkinson"	"Centerville 3rd 3010"	3	156	213	371				
"MS"	2010	"Wilkinson"	"Wooville 4th 4010"	3	334	60	394				
"MS"	2010	"Wilkinson"	"Cold Springs 4020"	3	61	47	108				
"MS"	2010	"Wilkinson"	"Woodville 5th 5010"	3	76	145	222				
"MS"	2010	"Wilkinson"	"Longmire 5020"	3	77	142	219				
"MS"	2010	"Winston"	"Fairground"	3	242	798	1044	1	13	35	48
"MS"	2010	"Winston"	"Nanih Waiya"	3	108	428	537				
"MS"	2010	"Winston"	"Lovorn Tractor"	3	141	181	325				
"MS"	2010	"Winston"	"American Legion"	3	350	72	425				
"MS"	2010	"Winston"	"Zion Ridge"	3	254	49	306				
"MS"	2010	"Winston"	"Shiloh"	3	62	201	264				
"MS"	2010	"Winston"	"County Agent"	3	379	115	496				
"MS"	2010	"Winston"	"Mars Hill"	3	101	165	268				
"MS"	2010	"Winston"	"Naxopater"	3	157	326	484				
"MS"	2010	"Winston"	"New National Guard"	3	71	190	262				
"MS"	2010	"Winston"	"East Winston"	3	95	287	384				
"MS"	2010	"Winston"	"Mill Creek"	3	233	455	689				
"MS"	2010	"Yalobusha"	"Beat 1 North"	1	164	401	616				
"MS"	2010	"Yalobusha"	"Beat 1 South"	1	123	130	260				
"MS"	2010	"Yalobusha"	"Beat 2 Water Valley"	1	464	229	729				
"MS"	2010	"Yalobusha"	"Three North West"	1	153	336	538				
"MS"	2010	"Yalobusha"	"Three Sylva Rena"	1	103	195	314				
"MS"	2010	"Yalobusha"	"Four Coffeeville"	1	267	52	323				
"MS"	2010	"Yalobusha"	"Four Oakland "	1	335	218	582				
"MS"	2010	"Yalobusha"	"Five Coffeeville"	1	186	258	465				
"MS"	2010	"Yalobusha"	"Five Scoey"	1	60	74	142				
"MS"	2010	"Yalobusha"	"Five Scuna - Vann's Mill"	1	48	62	115				
"MS"	2010	"Yalobusha"	"Five Tillatoba"	1	49	74	128				
"MS"	2010	"Yazoo"	"Mechanicsburg"	2	29	286	324				
"MS"	2010	"Yazoo"	"East Bentonia"	2	77	127	210				
"MS"	2010	"Yazoo"	"West Bentonia"	2	176	145	323				
"MS"	2010	"Yazoo"	"Center Ridge"	2	25	247	274				
"MS"	2010	"Yazoo"	"Dover"	2	36	176	213				
"MS"	2010	"Yazoo"	"Robinette"	2	14	193	210				
"MS"	2010	"Yazoo"	"Satartia"	2	11	22	33				
"MS"	2010	"Yazoo"	"Valley"	2	12	81	93				
"MS"	2010	"Yazoo"	"Benton"	2	125	301	428				
"MS"	2010	"Yazoo"	"Ward 2"	2	94	281	378				
"MS"	2010	"Yazoo"	"Deasonville"	2	176	162	342				
"MS"	2010	"Yazoo"	"Harttown"	2	102	36	139				
"MS"	2010	"Yazoo"	"Zion"	2	26	124	152				
"MS"	2010	"Yazoo"	"Fugates"	2	130	144	274				
"MS"	2010	"Yazoo"	"3-1 West"	2	195	4	199				
"MS"	2010	"Yazoo"	"3-2 East"	2	270	89	362				
"MS"	2010	"Yazoo"	"Jonestown "	2	156	1	158				
"MS"	2010	"Yazoo"	"3-4 South"	2	106	135	242				
"MS"	2010	"Yazoo"	"Eden"	2	36	104	142				
"MS"	2010	"Yazoo"	"East Midway"	2	122	60	184				
"MS"	2010	"Yazoo"	"West Midway"	2	15	99	115				
"MS"	2010	"Yazoo"	"Ward 4"	2	384	353	737				
"MS"	2010	"Yazoo"	"Free Run"	2	17	86	105				
"MS"	2010	"Yazoo"	"Lake City"	2	25	98	123				
"MS"	2010	"Yazoo"	"Holly Bluff"	2	57	68	128				
"MS"	2010	"Yazoo"	"Ward 5"	2	576	12	591				
