state	year	county	precinct	cd	g2010_USH_dv	g2010_USH_rv	g2010_USH_tv	cd2	g2010_USH_dv2	g2010_USH_rv2	g2010_USH_tv2
"MS"	2010	"Lee"	"Tupelo 4 North"	1	671	182	857				
"MS"	2010	"Lee"	"Tupbelo 4 South"	1	848	83	940				
"MS"	2010	"Lee"	"Brewer"	1	66	201	273				
"MS"	2010	"Lee"	"Shannon"	1	238	154	407				
"MS"	2010	"Lee"	"Richmond"	1	92	166	266				
"MS"	2010	"Lee"	"Plantersville"	1	338	215	567				
"MS"	2010	"Lee"	"Tupelo 5"	1	234	221	462				
"MS"	2010	"Lee"	"Petersburg"	1	32	130	165				
"MS"	2010	"Lee"	"Nettleton"	1	156	255	422				
"MS"	2010	"Lee"	"Kedron"	1	123	147	277				
"MS"	2010	"Lee"	"Gilvo - 5"	1	19	55	80				
"MS"	2010	"Lee"	"Mooreville - 5"	1	53	158	216				
"MS"	2010	"Lee"	"Verona"	1	392	269	668				
"MS"	2010	"Leflore"	"Minter City "	2	62	88	155				
"MS"	2010	"Leflore"	"North Gwd"	2	335	1953	2300				
"MS"	2010	"Leflore"	"Money"	2	31	71	103				
"MS"	2010	"Leflore"	"Central Gwd"	2	167	12	180				
"MS"	2010	"Leflore"	"West Gwd"	2	435	70	506				
"MS"	2010	"Leflore"	"Mvsu"	2	124	4	129				
"MS"	2010	"Leflore"	"Schlater"	2	79	81	160				
"MS"	2010	"Leflore"	"Southwest Gwd"	2	241	3	244				
"MS"	2010	"Leflore"	"North Itta Bena"	2	472	92	566				
"MS"	2010	"Leflore"	"South Itta bena"	2	130	39	169				
"MS"	2010	"Leflore"	"Rising Sun"	2	318	10	330				
"MS"	2010	"Leflore"	"Sidon"	2	149	62	211				
"MS"	2010	"Leflore"	"Morgan City "	2	76	46	122				
"MS"	2010	"Leflore"	"Swiftown"	2	25	8	34				
"MS"	2010	"Leflore"	"South Gwd"	2	335	3	342				
"MS"	2010	"Leflore"	"Southeast Gwd"	2	581	167	753				
"MS"	2010	"Leflore"	"Northeast Gwd"	2	398	128	531				
"MS"	2010	"Leflore"	"Precinct 65"	2	0	0	0				
"MS"	2010	"Leflore"	"East Gwd"	2	632	13	647				
"MS"	2010	"Lincoln"	"Alexander Jr High"	3	260	11	275				
"MS"	2010	"Lincoln"	"East Lincoln"	3	13	172	187				
"MS"	2010	"Lincoln"	"Fair River"	3	5	84	90				
"MS"	2010	"Lincoln"	"Forrestry"	3	95	220	315				
"MS"	2010	"Lincoln"	"Governmental Complex"	3	200	8	210				
"MS"	2010	"Lincoln"	"High School"	3	210	10	220				
"MS"	2010	"Lincoln"	"Big Springs"	3	21	64	86				
"MS"	2010	"Lincoln"	"Brignal"	3	169	5	175				
"MS"	2010	"Lincoln"	"Heucks Retreat"	3	31	222	253				
"MS"	2010	"Lincoln"	"Little Bahala"	3	47	96	145				
"MS"	2010	"Lincoln"	"Montgomery"	3	59	99	159				
"MS"	2010	"Lincoln"	"New Slight"	3	135	291	426				
"MS"	2010	"Lincoln"	"Pearlhaven"	3	99	51	150				
"MS"	2010	"Lincoln"	"Rogers Circle"	3	104	79	183				
"MS"	2010	"Lincoln"	"Bougue Chitto"	3	105	109	214				
"MS"	2010	"Lincoln"	"City Hall"	3	51	229	280				
"MS"	2010	"Lincoln"	"Enterprise"	3	42	413	458				
"MS"	2010	"Lincoln"	"Northfield"	3	25	97	123				
"MS"	2010	"Lincoln"	"Old Brook"	3	67	526	594				
"MS"	2010	"Lincoln"	"Ruth"	3	13	183	196				
"MS"	2010	"Lincoln"	"Arlington"	3	64	214	280				
"MS"	2010	"Lincoln"	"Halbert Heights"	3	63	461	525				
"MS"	2010	"Lincoln"	"Johnson"	3	40	211	252				
"MS"	2010	"Lincoln"	"Johnson Grove"	3	57	270	329				
"MS"	2010	"Lincoln"	"Northwest brookhaven"	3	41	141	184				
"MS"	2010	"Lincoln"	"West Lincoln"	3	29	304	334				
"MS"	2010	"Lincoln"	"Caseyville"	3	51	149	201				
"MS"	2010	"Lincoln"	"Lipsey"	3	106	252	359				
"MS"	2010	"Lincoln"	"Loyd star"	3	79	335	415				
"MS"	2010	"Lincoln"	"Old Red Star"	3	12	174	187				
"MS"	2010	"Lincoln"	"Vaughn"	3	45	164	209				
"MS"	2010	"Lincoln"	"Zetus"	3	29	228	258				
"MS"	2010	"Lowndes"	"Caledonia"	1	324	1316	1689				
"MS"	2010	"Lowndes"	"Columbus High School"	1	598	484	1095				
"MS"	2010	"Lowndes"	"Steens"	1	76	270	351				
"MS"	2010	"Lowndes"	"Trinity"	1	367	250	643				
"MS"	2010	"Lowndes"	"Immanuel School"	1	186	308	502				
"MS"	2010	"Lowndes"	"Arbasse"	1	317	269	601				
"MS"	2010	"Lowndes"	"Brandon"	1	429	641	1086				
"MS"	2010	"Lowndes"	"Lee Middle"	1	502	1549	2096				
"MS"	2010	"Lowndes"	"New Hope"	1	441	2166	2643				
"MS"	2010	"Lowndes"	"Rural Hill"	1	291	828	1141				
"MS"	2010	"Lowndes"	"Saie"	1	217	190	416				
"MS"	2010	"Lowndes"	"Coleman"	1	207	3	210				
"MS"	2010	"Lowndes"	"Crawford"	1	527	88	622				
"MS"	2010	"Lowndes"	"National Guard Armory"	1	1219	266	1507				
"MS"	2010	"Lowndes"	"Mitchell"	1	705	59	778				
"MS"	2010	"Lowndes"	"Plum Grove"	1	254	9	270				
"MS"	2010	"Lowndes"	"Artesia"	1	204	39	248				
"MS"	2010	"Lowndes"	"Hunt"	1	933	14	963				
"MS"	2010	"Lowndes"	"Prospect Park Community Hut"	1	224	5	231				
"MS"	2010	"Lowndes"	"Union academy"	1	476	156	645				
"MS"	2010	"Lowndes"	"University"	1	201	272	483				
"MS"	2010	"Lowndes"	"West Lowndes"	1	192	478	680				
"MS"	2010	"Madison"	"New Life"	3	56	698	759				
"MS"	2010	"Madison"	"Ridgeland Recreation Center"	3	406	671	1082				
"MS"	2010	"Madison"	"Victory Baptist"	3	60	686	750				
"MS"	2010	"Madison"	"Ridgeland Precinct3"	3			0				
"MS"	2010	"Madison"	"Ridgeland Precinct 4"	3	172	170	342				
"MS"	2010	"Madison"	"FBC Madison Campus"	3	162	907	1072				
"MS"	2010	"Madison"	"Sunnybrook"	3	51	264	317				
"MS"	2010	"Madison"	"Madison Methodist"	3	201	1264	1474				
"MS"	2010	"Madison"	"Trace Ridge Baptist"	3	327	1096	1433				
"MS"	2010	"Madison"	"First Presbyterian Madison"	3	134	899	1035				
"MS"	2010	"Madison"	"Madison Community center"	3	115	1168	1287				
"MS"	2010	"Madison"	"Victory Christian Comm. Church"	3	144	709	858				
"MS"	2010	"Madison"	"Ridgel'D 1st Methodist Church"	3	348	823	1175				
"MS"	2010	"Madison"	"Twin Lakes Baptist Church"	3	249	442	695				
"MS"	2010	"Madison"	"Colonial Heights"	3	240	389	638				
"MS"	2010	"Madison"	"Tougaloo"	2	176	0	178				
"MS"	2010	"Madison"	"Highland Colony Baptist"	3	272	1184	1466				
"MS"	2010	"Madison"	"Parkway"	2	376	1463	1854				
"MS"	2010	"Madison"	"Whisper Lake"	3	132	819	956				
"MS"	2010	"Madison"	"Greater Mt Levi Full Gospel"	2	371	7	378				
"MS"	2010	"Madison"	"Canton Precinct 7"	2	147	6	153				
"MS"	2010	"Madison"	"Bear Lake"	3	302	338	647				
"MS"	2010	"Madison"	"Gluckstadt"	2	195	1106	1304				
"MS"	2010	"Madison"	"Flora"	3	210	556	772				
"MS"	2010	"Madison"	"Smith-School"	3	15	206	221				
"MS"	2010	"Madison"	"Magnolia Heights"	2	461	137	603				
"MS"	2010	"Madison"	"Virlilia"	2	52	131	185				
"MS"	2010	"Madison"	"Canton Precinct 5"	2	451	2	455				
"MS"	2010	"Madison"	"New Industrial Park"	2	163	49	213				
"MS"	2010	"Madison"	"Mad. Co. Baptist Family Life Ct. "	2	405	9	414				
"MS"	2010	"Madison"	"Canton Precinct 3"	2	66	94	161				
"MS"	2010	"Madison"	"Camden "	2	386	58	447				
"MS"	2010	"Madison"	"Cameron"	2	50	67	117				
"MS"	2010	"Madison"	"Couparie"	2	16	16	32				
"MS"	2010	"Madison"	"Sharon"	2	314	314	629				
"MS"	2010	"Madison"	"Canton Precinct 1"	2	470	470	944				
"MS"	2010	"Madison"	"Canton Precinct 4"	2	691	691	1387				
"MS"	2010	"Madison"	"Luther Branson"	2	390	390	781				
"MS"	2010	"Madison"	"Bible Church "	2	198	198	397				
"MS"	2010	"Madison"	"Cedar Grove Baptist"	3	10	86	96				
"MS"	2010	"Madison"	"Pleasant Gift Baptist"	3	212	203	417				
"MS"	2010	"Madison"	"Canton Precinct 2"	2	464	499	969				
"MS"	2010	"Madison"	"Northbay"	3	62	505	571				
"MS"	2010	"Marion"	"National Guard"	4	212	849	1069				
"MS"	2010	"Marion"	"Morris"	4	235	373	617	3	82	187	270
"MS"	2010	"Marion"	"Union"	4	36	181	218				
"MS"	2010	"Marion"	"Popetown"	4	235	245	493				
"MS"	2010	"Marion"	"Carley"	3	40	497	541				
"MS"	2010	"Marion"	"Cedar Grove"	3	67	198	267				
"MS"	2010	"Marion"	"Goss"	3	52	231	284				
"MS"	2010	"Marion"	"Foxworth"	3	172	344	526				
"MS"	2010	"Marion"	"Morgantown"	3	12	212	226				
"MS"	2010	"Marion"	"Stovall"	3	154	109	264				
"MS"	2010	"Marion"	"City Hall"	4	75	93	171				
"MS"	2010	"Marion"	"White Bluff"	3	4	33	38				
"MS"	2010	"Marion"	"Darbun"	3	33	115	148				
"MS"	2010	"Marion"	"Court House"	4	124	222	352				
"MS"	2010	"Marion"	"Balls Mill"	4	125	243	372				
"MS"	2010	"Marion"	"Kokomo"	3	109	206	317				
"MS"	2010	"Marion"	"Pittman"	3	24	258	283				
"MS"	2010	"Marion"	"Sandy Hook"	4	87	151	244				
"MS"	2010	"Marion"	"South Columbia"	4	74	4	78				
"MS"	2010	"Marion"	"Jefferson School "	4	128	2	132				
"MS"	2010	"Marion"	"East Columbia"	4	415	154	577				
"MS"	2010	"Marion"	"Hub"	4	200	112	319				
"MS"	2010	"Marion"	"Pine Burr"	4	105	161	273				
"MS"	2010	"Marshall"	"1 North Holly Springs"	1	593	79	690				
"MS"	2010	"Marshall"	"1 Red Banks"	1	176	189	377				
"MS"	2010	"Marshall"	"1 West Holly Springs"	1	650	84	751				
"MS"	2010	"Marshall"	"2 North Cayce"	1	142	122	273				
"MS"	2010	"Marshall"	"2 Early Grove"	1	97	50	151				
"MS"	2010	"Marshall"	"2 Hudsonville"	1	179	50	239				
"MS"	2010	"Marshall"	"2 Mt Pleasant"	1	210	315	538				
"MS"	2010	"Marshall"	"2 North Holly Springs"	1	322	86	413				
"MS"	2010	"Marshall"	"2 Slayden"	1	193	177	375				
"MS"	2010	"Marshall"	"3 Barton"	1	101	461	579				
"MS"	2010	"Marshall"	"3 Byhalia"	1	414	445	883				
"MS"	2010	"Marshall"	"3 Cayce"	1	290	123	424				
"MS"	2010	"Marshall"	"5 Chulahoma"	1	313	25	350				
"MS"	2010	"Marshall"	"4 Laws Hill"	1	99	52	152				
"MS"	2010	"Marshall"	"4 Marianna"	1	224	97	328				
"MS"	2010	"Marshall"	"4 Victoria"	1	213	61	279				
"MS"	2010	"Marshall"	"4 Warsaw"	1	178	89	279				
"MS"	2010	"Marshall"	"4 Watson"	1	128	131	264				
"MS"	2010	"Marshall"	"4 Wall Hill"	1	300	47	356				
"MS"	2010	"Marshall"	"5 Bethlehem"	1	59	133	193				
"MS"	2010	"Marshall"	"5 Cornersville"	1	18	59	80				
"MS"	2010	"Marshall"	"5 Potts Camp"	1	256	229	490				
"MS"	2010	"Marshall"	"5 South Holly Springs"	1	651	380	1043				
"MS"	2010	"Marshall"	"5 Waterford"	1	175	177	357				
"MS"	2010	"Monroe"	"Armory First 101"	1	101	432	543				
"MS"	2010	"Monroe"	"Parham 105"	1	41	95	141				
"MS"	2010	"Monroe"	"Smithville 106"	1	140	335	490				
"MS"	2010	"Monroe"	"Bigbee 102"	1	12	68	80				
"MS"	2010	"Monroe"	"Boyds 103"	1	52	123	188				
"MS"	2010	"Monroe"	"Hatley 104"	1	158	586	756				
"MS"	2010	"Monroe"	"Armory Second 201"	1	299	588	919				
"MS"	2010	"Monroe"	"Becker 202"	1	136	452	605				
"MS"	2010	"Monroe"	"Greenwood Springs 203"	1	50	177	235				
"MS"	2010	"Monroe"	"Williams 204"	1	21	27	50				
"MS"	2010	"Monroe"	"Lackey 305"	1	115	374	495				
"MS"	2010	"Monroe"	"Aberdeen Third 301"	1	204	316	524				
"MS"	2010	"Monroe"	"Athens 302"	1	44	107	162				
"MS"	2010	"Monroe"	"Bartahatchie 303"	1	49	101	152				
"MS"	2010	"Monroe"	"Hamilton 304"	1	249	585	846				
"MS"	2010	"Monroe"	"North Aberdeen 401"	1	463	237	709				
"MS"	2010	"Monroe"	"South Aberdeen 402"	1	663	112	781				
"MS"	2010	"Monroe"	"Darracott 403"	1	37	73	111				
"MS"	2010	"Monroe"	"Gibson 404"	1	242	55	301				
"MS"	2010	"Monroe"	"Prarie 405"	1	382	41	425				
"MS"	2010	"Monroe"	"Armory Fifth 501"	1	507	3	517				
"MS"	2010	"Monroe"	"Willis 504"	1	403	94	501				
"MS"	2010	"Monroe"	"Wren 505"	1	161	411	577				
"MS"	2010	"Monroe"	"Central Grove 502"	1	193	107	304				
"MS"	2010	"Monroe"	"Nettleton 503"	1	318	210	535				
"MS"	2010	"Montgomery"	"Alva"	2	16	15	31				
"MS"	2010	"Montgomery"	"Lodi"	2	98	21	119				
"MS"	2010	"Montgomery"	"Mt Pisgah"	2	10	90	105				
"MS"	2010	"Montgomery"	"Nations"	2	24	123	149				
"MS"	2010	"Montgomery"	"Poplar Creek "	2	10	51	74				
"MS"	2010	"Montgomery"	"Stewart"	2	4	50	55				
"MS"	2010	"Montgomery"	"West Winona"	2	75	282	361				
"MS"	2010	"Montgomery"	"Duck Hill"	2	133	187	323				
"MS"	2010	"Montgomery"	"East Winona"	2	178	116	299				
"MS"	2010	"Montgomery"	"Kilmichael"	2	162	166	329				
"MS"	2010	"Montgomery"	"North Duck Hill"	2	85	57	147				
"MS"	2010	"Montgomery"	"North Kilmichael"	2	73	10	83				
"MS"	2010	"Montgomery"	"North Mt Pisgah Sweethome"	2	29	29	58				
"MS"	2010	"Montgomery"	"North Winona"	2	80	417	504				
"MS"	2010	"Montgomery"	"South Winona"	2	421	150	574				
"MS"	2010	"Neshoba"	"Arlington"	3	13	204	218				
"MS"	2010	"Neshoba"	"Central Philadelphia"	3	1	48	49				
"MS"	2010	"Neshoba"	"Fairview"	3	12	57	71				
"MS"	2010	"Neshoba"	"Fork"	3	10	123	133				
"MS"	2010	"Neshoba"	"Pearl River"	3	52	53	111				
"MS"	2010	"Neshoba"	"Tucker - District One"	3	15	14	30				
"MS"	2010	"Neshoba"	"Zephyrhill"	3	28	122	156				
"MS"	2010	"Neshoba"	"Bogue Chitto"	3	14	22	36				
"MS"	2010	"Neshoba"	"Center"	3	19	164	186				
"MS"	2010	"Neshoba"	"Forestdale"	3	41	129	170				
"MS"	2010	"Neshoba"	"North Bend"	3	20	206	228				
"MS"	2010	"Neshoba"	"Northeast Philadelphia"	3	102	664	768				
"MS"	2010	"Neshoba"	"County Line"	3	14	179	193				
"MS"	2010	"Neshoba"	"Herbert"	3	12	151	163				
"MS"	2010	"Neshoba"	"House"	3	19	227	246				
"MS"	2010	"Neshoba"	"Southeast Philadelphia"	3	80	530	614				
"MS"	2010	"Neshoba"	"Tucker- District Three"	3	18	252	271				
"MS"	2010	"Neshoba"	"Deemer"	3	10	130	140				
"MS"	2010	"Neshoba"	"dixon"	3	85	132	220				
"MS"	2010	"Neshoba"	"Hays"	3	34	111	145				
"MS"	2010	"Neshoba"	"Hope"	3	32	90	124				
"MS"	2010	"Neshoba"	"Mcdonald"	3	19	256	276				
"MS"	2010	"Neshoba"	"Neshoba"	3	19	160	179				
"MS"	2010	"Neshoba"	"Burnside"	3	126	132	259				
"MS"	2010	"Neshoba"	"East Neshoba"	3	103	59	164				
"MS"	2010	"Neshoba"	"Fusky"	3	8	151	160				
"MS"	2010	"Neshoba"	"Northwest Philadelphia"	3	467	58	530				
"MS"	2010	"Newton"	"Chapel Hill"	3	21	209	231				
"MS"	2010	"Newton"	"Duffee"	3	28	216	245				
"MS"	2010	"Newton"	"Hazel"	3	2	163	167				
"MS"	2010	"Newton"	"Chunky"	3	19	229	251				
"MS"	2010	"Newton"	"Lawrence"	3	182	188	375				
"MS"	2010	"Newton"	"Newton #1"	3	397	48	446				
"MS"	2010	"Newton"	"Newton #5"	3	87	243	331				
"MS"	2010	"Newton"	"Prospect"	3	8	168	178				
"MS"	2010	"Newton"	"Scanlan"	3	94	292	389				
"MS"	2010	"Newton"	"Union #1"	3	113	57	171				
"MS"	2010	"Newton"	"Union #2"	3	26	235	261				
"MS"	2010	"Newton"	"Union #3"	3	34	164	200				
"MS"	2010	"Newton"	"Conehatta"	3	47	149	201				
"MS"	2010	"Newton"	"Decatur #1"	3	47	195	244				
"MS"	2010	"Newton"	"Decatur #1a"	3	61	156	219				
"MS"	2010	"Newton"	"Little Rock"	3	33	361	396				
"MS"	2010	"Newton"	"Hickory "	3	146	465	613				
"MS"	2010	"Newton"	"Liberty"	3	32	59	91				
"MS"	2010	"Newton"	"Newton #4"	3	192	306	500				
"MS"	2010	"Noxubee"	"Brooksville"	3	478	241	724				
"MS"	2010	"Noxubee"	"Mashulavile"	3	137	80	218				
"MS"	2010	"Noxubee"	"Prarie Point"	3	195	38	235				
"MS"	2010	"Noxubee"	"Shuqualak"	3	279	115	395				
"MS"	2010	"Noxubee"	"Summerville"	3	8	52	60				
"MS"	2010	"Noxubee"	"Earl Nash Gym"	3	386	198	590				
"MS"	2010	"Noxubee"	"Vo-Tech"	3	76	30	107				
"MS"	2010	"Noxubee"	"Savannah"	3	52	41	93				
"MS"	2010	"Noxubee"	"Clifftonville"	3	240	23	264				
"MS"	2010	"Noxubee"	"District 3 Central"	3	543	208	759				
"MS"	2010	"Oktibbeha"	"Bell Schoolhouse"	3	155	86	243				
"MS"	2010	"Oktibbeha"	"Central Starkville"	3	398	152	558				
"MS"	2010	"Oktibbeha"	"East Starkville"	3	45	65	111				
"MS"	2010	"Oktibbeha"	"Gillespie"	3	331	334	667				
"MS"	2010	"Oktibbeha"	"Maben"	3	77	73	153				
"MS"	2010	"Oktibbeha"	"North Starkville District 2"	3	370	123	495				
"MS"	2010	"Oktibbeha"	"North Starkville District 3"	3	303	595	911				
"MS"	2010	"Oktibbeha"	"Northeast Starkville"	3	61	136	197				
"MS"	2010	"Oktibbeha"	"North Longview"	3	107	311	418				
"MS"	2010	"Oktibbeha"	"Oktoc"	3	227	148	375				
"MS"	2010	"Oktibbeha"	"Osborn"	3	341	179	527				
"MS"	2010	"Oktibbeha"	"South adaton"	3	70	150	222				
"MS"	2010	"Oktibbeha"	"South Longview"	3	41	86	128				
"MS"	2010	"Oktibbeha"	"Sessums"	3	289	155	452				
"MS"	2010	"Oktibbeha"	"South Starkville"	3	482	1353	1842				
"MS"	2010	"Oktibbeha"	"West Starkville"	3	549	879	1435				
"MS"	2010	"Oktibbeha"	"Sturgis/North Bradley"	3	124	334	463				
"MS"	2010	"Oktibbeha"	"Self Creek/Double springs"	3	45	235	281				
"MS"	2010	"Oktibbeha"	"Hickory Grove/Southeast"	3	381	334	725				
"MS"	2010	"Oktibbeha"	"Center Grove/North Adaton"	3	178	170	352				
"MS"	2010	"Oktibbeha"	"Craig Springs/South Bradly"	3	7	125	132				
"MS"	2010	"Panola"	"Pleasant Mount"	1	170	110	312				
"MS"	2010	"Panola"	"East Sardis"	1	87	213	336				
"MS"	2010	"Panola"	"West Sardis"	1	473	49	553				
"MS"	2010	"Panola"	"Cold Springs"	1	133	11	157				
"MS"	2010	"Panola"	"South Sardis"	1	590	177	862				
"MS"	2010	"Panola"	"Pleasant Grove"	1	68	120	212				
"MS"	2010	"Panola"	"Longtown"	1	121	59	191				
"MS"	2010	"Panola"	"Crenshaw"	1	186	95	296				
"MS"	2010	"Panola"	"Curtis"	1	280	55	380				
"MS"	2010	"Panola"	"Macedonia-Concord"	1	177	20	222				
"MS"	2010	"Panola"	"Batesville #3"	1	139	284	530				
"MS"	2010	"Panola"	"Courtland"	1	580	172	923				
"MS"	2010	"Panola"	"Pope"	1	219	208	549				
"MS"	2010	"Panola"	"Tocowa"	1	229	334	713				
"MS"	2010	"Panola"	"East Batesville #4"	1	109	267	458				
"MS"	2010	"Panola"	"Eureka"	1	217	453	798				
"MS"	2010	"Panola"	"North Springport"	1	210	270	612				
"MS"	2010	"Panola"	"South Springport"	1	263	309	736				
"MS"	2010	"Panola"	"Cole's Point"	1	54	135	236				
"MS"	2010	"Panola"	"East Batesville"	1	201	509	906				
"MS"	2010	"Panola"	"North Batesville #A"	1	214	264	626				
"MS"	2010	"Panola"	"North Batesville #B"	1	654	71	830				
"MS"	2010	"Panola"	"Enon"	1	31	54	106				
"MS"	2010	"Panola"	"Como"	1	678	222	948				
"MS"	2010	"Pearl River"	"Whitesand Bt. 1"	4	164	73	239				
"MS"	2010	"Pearl River"	"Derby Bt. 1"	4	135	175	318				
"MS"	2010	"Pearl River"	"Picayune Bt. 1 Eastside Annex"	4	260	167	434				
"MS"	2010	"Pearl River"	"Poplarville Beat 1"	4	219	212	434				
"MS"	2010	"Pearl River"	"Picayune Beat 1 Southside"	4	562	188	772				
"MS"	2010	"Pearl River"	"Mill Creek Beat 2"	4	96	308	411				
"MS"	2010	"Pearl River"	"Poplarville Beat 2"	4	156	273	432				
"MS"	2010	"Pearl River"	"Oak Hill Beat 2"	4	124	321	452				
"MS"	2010	"Pearl River"	"Buck Branch Beat 2"	4	94	305	406				
"MS"	2010	"Pearl River"	"Ford's Creek Beat 2"	4	33	96	132				
"MS"	2010	"Pearl River"	"Byrdline Beat 2"	4	35	108	144				
"MS"	2010	"Pearl River"	"Picayune Beat 2"	4	200	650	863				
"MS"	2010	"Pearl River"	"Henleyfield Beat 2"	4	102	459	571				
"MS"	2010	"Pearl River"	"Whitesand Beat 2"	4	41	104	147				
"MS"	2010	"Pearl River"	"Ozona Beat 3"	4	114	375	494				
"MS"	2010	"Pearl River"	"Ceasar Beat 3"	4	81	260	345				
"MS"	2010	"Pearl River"	"Savannah Beat 3"	4	107	237	353				
"MS"	2010	"Pearl River"	"Steep Hollow Beat 3"	4	167	167	335				
"MS"	2010	"Pearl River"	"Progress Beat 3"	4	83	91	177				
"MS"	2010	"Pearl River"	"Poplarville Beat 3"	4	207	362	582				
"MS"	2010	"Pearl River"	"Hickory Grove Beat 3"	4	49	42	93				
"MS"	2010	"Pearl River"	"Gumpond Beat 3"	4	172	301	482				
"MS"	2010	"Pearl River"	"Mcneill Beat 3"	4	104	339	453				
"MS"	2010	"Pearl River"	"Pine Grove Beat 4"	4	123	591	721				
"MS"	2010	"Pearl River"	"Nicholson Beat 4"	4	124	275	405				
"MS"	2010	"Pearl River"	"Salem Beat 4"	4	196	732	939				
"MS"	2010	"Pearl River"	"Picayune Beat 4 West"	4	89	292	385				
"MS"	2010	"Pearl River"	"Picayune Beat 4 East"	4	60	195	264				
"MS"	2010	"Pearl River"	"Mcneill Beat 5"	4	0	0	0				
"MS"	2010	"Pearl River"	"Carriere Beat 5"	4	227	563	798				
"MS"	2010	"Pearl River"	"Sycamore Beat 5"	4	91	388	484				
"MS"	2010	"Pearl River"	"Anchore Lake West/West Lincoln Beat 5"	4	125	387	520				
"MS"	2010	"Pearl River"	"Hide-A-Way/North Hill Bt. 5"	4	162	846	1020				
"MS"	2010	"Pearl River"	"Picayune Beat 5"	4	176	588	785				
"MS"	2010	"Perry"	"Indian Springs 1010"	4	111	85	198				
"MS"	2010	"Perry"	"New Augusta Community Center"	4	90	47	139				
"MS"	2010	"Perry"	"Beaumont District 1 1030"	4	182	49	236				
"MS"	2010	"Perry"	"Runnelstown 2040"	4	188	398	599				
"MS"	2010	"Perry"	"Prospect 2050"	4	82	91	173				
"MS"	2010	"Perry"	"Richton Holly Street 3060"	4	99	142	241				
"MS"	2010	"Perry"	"Richton City Hall 3070"	4	165	324	494				
"MS"	2010	"Perry"	"Richston Multi Purpose 4080"	4	163	96	263				
"MS"	2010	"Perry"	"Hintonville 4090"	4	98	81	182				
"MS"	2010	"Perry"	"Arlington 4100"	4	152	164	324				
"MS"	2010	"Perry"	"Courthouse 5110"	4	91	101	200				
"MS"	2010	"Perry"	"Beaumont Senior Citizens 5120"	4	86	49	138				
"MS"	2010	"Perry"	"Thompson Hill 5130"	4	18	18	38				
"MS"	2010	"Perry"	"Janice 5140"	4	148	194	349				
"MS"	2010	"Perry"	"Deep Creek 5150"	4	25	35	60				
"MS"	2010	"Pike"	"Progress Library 1"	3	213	228	448				
"MS"	2010	"Pike"	"Leggett Community 2"	3	179	99	280				
"MS"	2010	"Pike"	"Pike Baptist Association Building 3"	3	117	254	379				
"MS"	2010	"Pike"	"Mep Building Hwy 98 East 4"	3	49	147	197				
"MS"	2010	"Pike"	"Pleasant Grove Baptist Church 5"	3	104	36	141				
"MS"	2010	"Pike"	"Jewel Rushing Community Center 6"	3	79	60	142				
"MS"	2010	"Pike"	"S. Pike Comm. Center 7"	3	125	13	141				
"MS"	2010	"Pike"	"Alpa Center 8"	3	166	56	224				
"MS"	2010	"Pike"	"Fenwood School 9"	3	173	135	308				
"MS"	2010	"Pike"	"Magnolia Comm. Ctr. 10"	3	318	225	556				
"MS"	2010	"Pike"	"Courthouse 11"	3	103	184	293				
"MS"	2010	"Pike"	"Courthouse 12"	3	125	27	154				
"MS"	2010	"Pike"	"Holmesville Comm. 13"	3	121	143	265				
"MS"	2010	"Pike"	"Calvary Baptist Church 14"	3	81	274	356				
"MS"	2010	"Pike"	"Old Jones School 15"	3	28	196	224				
"MS"	2010	"Pike"	"New Hope Baptist Church 16"	3	239	22	265				
"MS"	2010	"Pike"	"Entergy 17"	3	69	112	181				
"MS"	2010	"Pike"	"Summit Learn. Center. 18"	3	86	41	127				
"MS"	2010	"Pike"	"Summit City Hall 19"	3	156	207	363				
"MS"	2010	"Pike"	"Southwest BSU Bldg. 20"	3	80	213	296				
"MS"	2010	"Pike"	"Johnston Chapel Meth. 21"	3	37	329	369				
"MS"	2010	"Pike"	"Pisgah Methodist Church 22"	3	36	196	233				
"MS"	2010	"Pike"	"Legacy Motors 23"	3	68	307	377				
"MS"	2010	"Pike"	"Milk Center 24"	3	156	8	164				
"MS"	2010	"Pike"	"Pike Co. Nat. Bank 25"	3	35	191	226				
"MS"	2010	"Pike"	"American Leg. Hut 26"	3	34	216	250				
"MS"	2010	"Pike"	"Storehouse Church 27"	3	37	81	121				
"MS"	2010	"Pike"	"Church of Christ 28"	3	119	237	360				
"MS"	2010	"Pike"	"Joe's Tractor 29"	3	112	265	382				
"MS"	2010	"Pike"	"Chatawa Post Office 30"	3	92	186	279				
"MS"	2010	"Pike"	"Osyka City Hall 31"	3	74	176	255				
"MS"	2010	"Pike"	"Old Cent. School 32"	3	131	195	332				
"MS"	2010	"Pontotoc"	"Algoma AL"	1	97	204	309				
"MS"	2010	"Pontotoc"	"Bankhead BA"	1	215	162	383				
"MS"	2010	"Pontotoc"	"Bethel Endville BE"	1	104	298	408				
"MS"	2010	"Pontotoc"	"Beckham BEC"	1	88	183	277				
"MS"	2010	"Pontotoc"	"Buchanan BU"	1	47	171	226				
"MS"	2010	"Pontotoc"	"Cherry Creek CC"	1	72	270	346				
"MS"	2010	"Pontotoc"	"Ecru EC"	1	116	196	316				
"MS"	2010	"Pontotoc"	"Friendship FR"	1	47	195	254				
"MS"	2010	"Pontotoc"	"Hoyle HO"	1	185	196	394				
