state	year	precinct	ward	cd	ld_name	ld_code	sd	mcd	mcd_code	vtd	fips	g2004_BALL_tv	g2004_USP_rv	g2004_USP_dv	g2004_USP_tv	g2004_USH_rv	g2004_USH_dv	g2004_USH_tv	g2004_STH_rv	g2004_STH_dv	g2004_STH_tv
"MN"	2004	"ANDOVER P-01"		6	"49A"	97	49	"Andover city"	4	1010	1486	2008	1248	725	2037	1167	815	1983	1166	696	1862
"MN"	2004	"ANDOVER P-02"		6	"49A"	97	49	"Andover city"	4	1020	1486	1867	1162	684	1884	1033	805	1839	1093	655	1750
"MN"	2004	"ANDOVER P-03"		6	"49B"	98	49	"Andover city"	4	1030	1486	1482	880	591	1488	800	657	1457	929	470	1402
"MN"	2004	"ANDOVER P-04"		6	"49A"	97	49	"Andover city"	4	1040	1486	970	604	360	972	553	394	947	563	333	898
"MN"	2004	"ANDOVER P-05"		6	"49A"	97	49	"Andover city"	4	1050	1486	1319	723	573	1338	672	630	1303	690	535	1227
"MN"	2004	"ANDOVER P-06"		6	"49A"	97	49	"Andover city"	4	1060	1486	1581	1008	567	1586	931	630	1562	999	508	1508
"MN"	2004	"ANDOVER P-07"		6	"49A"	97	49	"Andover city"	4	1070	1486	2353	1559	770	2372	1425	906	2331	1547	712	2261
"MN"	2004	"ANDOVER P-08"		6	"49A"	97	49	"Andover city"	4	1080	1486	1716	1097	612	1722	1002	692	1694	1053	552	1605
"MN"	2004	"ANDOVER P-09"		6	"49A"	97	49	"Andover city"	4	1090	1486	1502	911	572	1515	836	645	1482	881	552	1438
"MN"	2004	"ANDOVER P-10"		6	"49A"	97	49	"Andover city"	4	1100	1486	1653	1011	622	1673	948	690	1640	1037	537	1576
"MN"	2004	"ANOKA P-1"		6	"48B"	96	48	"Anoka city"	5	1210	1720	923	429	483	934	376	524	902	522	357	881
"MN"	2004	"ANOKA P-2"		6	"48B"	96	48	"Anoka city"	5	1220	1720	1188	636	540	1189	586	580	1167	687	411	1100
"MN"	2004	"ANOKA P-3"		6	"48B"	96	48	"Anoka city"	5	1230	1720	1218	678	528	1228	631	572	1203	745	407	1152
"MN"	2004	"ANOKA P-4"		6	"48B"	96	48	"Anoka city"	5	1240	1720	1226	587	627	1237	525	675	1201	657	475	1133
"MN"	2004	"ANOKA P-5"		6	"48B"	96	48	"Anoka city"	5	1250	1720	1098	553	530	1112	509	565	1076	626	415	1041
"MN"	2004	"ANOKA P-6"		6	"48B"	96	48	"Anoka city"	5	1260	1720	980	431	530	997	422	531	956	512	379	894
"MN"	2004	"ANOKA P-7"		6	"48B"	96	48	"Anoka city"	5	1270	1720	1162	598	550	1172	561	590	1151	684	419	1103
"MN"	2004	"ANOKA P-8"		6	"48B"	96	48	"Anoka city"	5	1280	1720	1161	611	534	1174	577	565	1143	705	400	1106
"MN"	2004	"BETHEL P-1"		6	"48A"	95	48	"Bethel city"	15	1410	5554	264	144	116	266	134	127	261	125	120	245
"MN"	2004	"BLAINE D-1 P-1"	1	6	"53A"	105	53	"Blaine city"	20	1610	6382	1064	530	510	1082	502	544	1047	520	474	995
"MN"	2004	"BLAINE D-1 P-1A"	1	6	"51A"	101	51	"Blaine city"	20	1620	6382	1060	522	521	1070	499	543	1044	526	488	1014
"MN"	2004	"BLAINE D-1 P-2"	1	6	"51A"	101	51	"Blaine city"	20	1630	6382	1808	988	803	1824	921	848	1769	969	757	1727
"MN"	2004	"BLAINE D-1 P-3"	1	6	"51B"	102	51	"Blaine city"	20	1640	6382	982	439	533	987	406	559	965	347	534	933
"MN"	2004	"BLAINE D-1 P-4"	1	6	"51B"	102	51	"Blaine city"	20	1650	6382	1104	508	578	1114	438	633	1074	427	566	1039
"MN"	2004	"BLAINE D-1 P-5"	1	6	"51B"	102	51	"Blaine city"	20	1660	6382	1401	641	747	1409	592	785	1378	556	705	1329
"MN"	2004	"BLAINE D-1 P-6"	1	6	"51A"	101	51	"Blaine city"	20	1670	6382	1185	503	658	1206	476	690	1167	550	575	1126
"MN"	2004	"BLAINE D-2 P-1"	2	6	"51A"	101	51	"Blaine city"	20	1810	6382	2061	1151	887	2077	1041	976	2018	1140	819	1961
"MN"	2004	"BLAINE D-2 P-2"	2	6	"51A"	101	51	"Blaine city"	20	1820	6382	1194	692	496	1196	636	532	1169	619	475	1095
"MN"	2004	"BLAINE D-2 P-2A"	2	6	"51A"	101	51	"Blaine city"	20	1830	6382	1093	617	469	1100	583	491	1076	664	392	1058
"MN"	2004	"BLAINE D-2 P-2B"	2	6	"51A"	101	51	"Blaine city"	20	1832	6382	1405	838	557	1413	785	603	1388	828	522	1350
"MN"	2004	"BLAINE D-2 P-3"	2	6	"51A"	101	51	"Blaine city"	20	1840	6382	1672	834	817	1685	759	868	1628	848	717	1567
"MN"	2004	"BLAINE D-2 P-4"	2	6	"51A"	101	51	"Blaine city"	20	1850	6382	1485	749	721	1495	700	751	1453	782	650	1435
"MN"	2004	"BLAINE D-2 P-5"	2	6	"51A"	101	51	"Blaine city"	20	1860	6382	950	418	523	959	379	558	940	389	524	915
"MN"	2004	"BLAINE D-2 P-6"	2	6	"51A"	101	51	"Blaine city"	20	1870	6382	1089	494	581	1101	427	632	1060	501	504	1006
"MN"	2004	"BLAINE D-3 P-1"	3	6	"51A"	101	51	"Blaine city"	20	2010	6382	1493	812	664	1505	762	709	1473	781	676	1458
"MN"	2004	"BLAINE D-3 P-2"	3	6	"51A"	101	51	"Blaine city"	20	2020	6382	2344	1335	987	2364	1231	1081	2313	1370	914	2284
"MN"	2004	"BLAINE D-3 P-2A"	3	6	"51A"	101	51	"Blaine city"	20	2030	6382	663	351	304	669	332	318	650	364	274	638
"MN"	2004	"BLAINE D-3 P-3"	3	6	"51A"	101	51	"Blaine city"	20	2040	6382	1828	927	883	1845	871	926	1797	969	798	1770
"MN"	2004	"BLAINE D-3 P-4"	3	6	"51A"	101	51	"Blaine city"	20	2050	6382	1351	681	651	1362	603	727	1331	713	597	1310
"MN"	2004	"BLAINE D-3 P-5"	3	6	"51A"	101	51	"Blaine city"	20	2060	6382	914	408	482	933	383	519	902	455	425	881
"MN"	2004	"BURNS P-1"		6	"48A"	95	48	"Burns township"	25	2210	8740	2378	1599	749	2404	1437	908	2350	1516	748	2265
"MN"	2004	"CENTERVILLE P-1"		6	"52A"	103	52	"Centerville city"	30	2410	10648	2112	1203	884	2127	1116	969	2086	1167	814	1983
"MN"	2004	"CIRCLE PINES P-1"		6	"53A"	105	53	"Circle Pines city"	35	2610	11494	1189	534	637	1204	522	649	1171	521	613	1134
"MN"	2004	"CIRCLE PINES P-2"		6	"53A"	105	53	"Circle Pines city"	35	2620	11494	1795	887	887	1809	835	932	1769	863	843	1709
"MN"	2004	"COLUMBIA HEIGHTS P-1"		5	"50A"	99	50	"Columbia Heights city"	40	2810	12700	1454	505	921	1471	397	863	1333	438	897	1338
"MN"	2004	"COLUMBIA HEIGHTS P-2"		5	"50A"	99	50	"Columbia Heights city"	40	2820	12700	1171	436	719	1181	354	663	1084	399	685	1087
"MN"	2004	"COLUMBIA HEIGHTS P-3"		5	"50A"	99	50	"Columbia Heights city"	40	2830	12700	1303	416	862	1315	303	822	1183	361	825	1188
"MN"	2004	"COLUMBIA HEIGHTS P-4"		5	"50A"	99	50	"Columbia Heights city"	40	2840	12700	1222	408	795	1234	329	756	1127	366	763	1132
"MN"	2004	"COLUMBIA HEIGHTS P-5"		5	"50A"	99	50	"Columbia Heights city"	40	2850	12700	1295	466	813	1307	367	813	1227	431	799	1233
"MN"	2004	"COLUMBIA HEIGHTS P-6"		5	"50A"	99	50	"Columbia Heights city"	40	2860	12700	1188	496	672	1205	396	671	1120	441	692	1133
"MN"	2004	"COLUMBIA HEIGHTS P-7"		5	"50A"	99	50	"Columbia Heights city"	40	2870	12700	1186	440	732	1194	340	732	1119	398	735	1136
"MN"	2004	"COLUMBIA HEIGHTS P-8"		5	"50A"	99	50	"Columbia Heights city"	40	2880	12700	1272	456	788	1295	344	784	1180	382	800	1183
"MN"	2004	"COLUMBUS P-1"		6	"52A"	103	52	"Columbus township"	45	3010	12718	2466	1394	1048	2475	1306	1123	2432	1394	953	2349
"MN"	2004	"COON RAPIDS W-1 P-1"	1	3	"47A"	93	47	"Coon Rapids city"	50	3210	13114	1574	882	676	1586	969	534	1504	773	725	1498
"MN"	2004	"COON RAPIDS W-1 P-2"	1	3	"47A"	93	47	"Coon Rapids city"	50	3220	13114	1686	840	821	1701	924	667	1596	720	875	1598
"MN"	2004	"COON RAPIDS W-1 P-3"	1	3	"49B"	98	49	"Coon Rapids city"	50	3230	13114	1869	1023	830	1877	1119	644	1765	1046	690	1737
"MN"	2004	"COON RAPIDS W-1 P-4"	1	3	"49B"	98	49	"Coon Rapids city"	50	3240	13114	1914	1127	770	1928	1233	582	1818	1146	663	1809
"MN"	2004	"COON RAPIDS W-2 P-1"	2	3	"49B"	98	49	"Coon Rapids city"	50	3410	13114	2054	1090	946	2071	1208	734	1948	1129	801	1934
"MN"	2004	"COON RAPIDS W-2 P-2"	2	6	"49B"	98	49	"Coon Rapids city"	50	3420	13114	1898	1065	814	1914	977	900	1878	1080	741	1824
"MN"	2004	"COON RAPIDS W-2 P-3"	2	3	"49B"	98	49	"Coon Rapids city"	50	3430	13114	1915	957	934	1924	1075	760	1835	962	840	1805
"MN"	2004	"COON RAPIDS W-2 P-4"	2	3	"49B"	98	49	"Coon Rapids city"	50	3440	13114	1697	796	880	1715	866	734	1601	803	788	1593
"MN"	2004	"COON RAPIDS W-3 P-1"	3	3	"47B"	94	47	"Coon Rapids city"	50	3610	13114	1482	708	760	1492	791	611	1403	632	774	1406
"MN"	2004	"COON RAPIDS W-3 P-2"	3	3	"47B"	94	47	"Coon Rapids city"	50	3620	13114	2079	1012	1040	2102	1133	857	1993	914	1104	2020
"MN"	2004	"COON RAPIDS W-3 P-3"	3	3	"49B"	98	49	"Coon Rapids city"	50	3630	13114	1385	643	721	1399	737	570	1310	657	637	1298
"MN"	2004	"COON RAPIDS W-3 P-4"	3	3	"47B"	94	47	"Coon Rapids city"	50	3640	13114	1739	822	893	1759	926	721	1647	773	891	1666
"MN"	2004	"COON RAPIDS W-4 P-1"	4	3	"47B"	94	47	"Coon Rapids city"	50	3810	13114	586	270	310	591	312	248	560	241	320	564
"MN"	2004	"COON RAPIDS W-4 P-2"	4	3	"47A"	93	47	"Coon Rapids city"	50	3820	13114	1767	888	862	1782	994	687	1682	771	925	1698
"MN"	2004	"COON RAPIDS W-4 P-3"	4	3	"47A"	93	47	"Coon Rapids city"	50	3830	13114	1363	674	676	1373	736	564	1302	583	720	1312
"MN"	2004	"COON RAPIDS W-4 P-4"	4	3	"47B"	94	47	"Coon Rapids city"	50	3840	13114	1373	642	703	1392	716	578	1296	598	715	1315
"MN"	2004	"COON RAPIDS W-4 P-5"	4	3	"47A"	93	47	"Coon Rapids city"	50	3850	13114	1400	727	647	1423	809	534	1344	614	728	1344
"MN"	2004	"COON RAPIDS W-5 P-1"	5	3	"49B"	98	49	"Coon Rapids city"	50	4010	13114	1222	646	554	1239	700	452	1154	645	504	1150
"MN"	2004	"COON RAPIDS W-5 P-2"	5	3	"49B"	98	49	"Coon Rapids city"	50	4020	13114	1131	576	538	1146	608	468	1080	558	508	1068
"MN"	2004	"COON RAPIDS W-5 P-3"	5	3	"49B"	98	49	"Coon Rapids city"	50	4030	13114	1559	735	808	1567	797	692	1489	710	775	1487
"MN"	2004	"COON RAPIDS W-5 P-4"	5	3	"49B"	98	49	"Coon Rapids city"	50	4040	13114	1179	583	580	1191	624	487	1113	569	527	1098
"MN"	2004	"COON RAPIDS W-5 P-5"	5	3	"49B"	98	49	"Coon Rapids city"	50	4050	13114	1325	659	651	1340	714	491	1206	639	528	1170
"MN"	2004	"EAST BETHEL P-1"		6	"48A"	95	48	"East Bethel city"	51	4210	17486	1969	1157	779	1993	1045	897	1942	1043	836	1880
"MN"	2004	"EAST BETHEL P-2"		6	"48A"	95	48	"East Bethel city"	51	4220	17486	2164	1278	864	2181	1110	1015	2125	1152	906	2059
"MN"	2004	"EAST BETHEL P-3"		6	"48A"	95	48	"East Bethel city"	51	4230	17486	1916	1096	789	1935	1005	885	1893	1021	799	1821
"MN"	2004	"FRIDLEY W-1 P-1"	1	5	"51B"	102	51	"Fridley city"	55	4410	22814	1264	594	660	1270	468	674	1177	505	675	1202
"MN"	2004	"FRIDLEY W-1 P-2"	1	5	"51B"	102	51	"Fridley city"	55	4420	22814	1308	576	713	1323	457	766	1255	498	737	1271
"MN"	2004	"FRIDLEY W-1 P-3"	1	5	"50A"	99	50	"Fridley city"	55	4430	22814	1330	506	799	1346	406	799	1257	449	798	1249
"MN"	2004	"FRIDLEY W-1 P-4"	1	5	"50A"	99	50	"Fridley city"	55	4440	22814	1184	447	724	1189	378	704	1119	424	697	1122
"MN"	2004	"FRIDLEY W-2 P-1"	2	5	"51B"	102	51	"Fridley city"	55	4610	22814	1161	464	685	1173	381	656	1084	432	640	1111
"MN"	2004	"FRIDLEY W-2 P-2"	2	5	"51B"	102	51	"Fridley city"	55	4620	22814	975	425	538	984	347	522	912	355	552	934
"MN"	2004	"FRIDLEY W-2 P-3"	2	5	"51B"	102	51	"Fridley city"	55	4630	22814	1483	646	806	1504	529	813	1396	562	832	1429
"MN"	2004	"FRIDLEY W-2 P-4"	2	5	"50A"	99	50	"Fridley city"	55	4640	22814	719	312	399	722	263	404	691	295	403	698
"MN"	2004	"FRIDLEY W-2 P-5"	2	5	"50B"	100	50	"Fridley city"	55	4650	22814	725	281	433	735	241	407	676	312	367	681
"MN"	2004	"FRIDLEY W-3 P-1"	3	5	"50A"	99	50	"Fridley city"	55	4810	22814	1150	497	627	1170	413	635	1096	438	640	1082
"MN"	2004	"FRIDLEY W-3 P-2"	3	5	"50A"	99	50	"Fridley city"	55	4820	22814	1556	652	883	1567	565	847	1463	609	847	1458
"MN"	2004	"FRIDLEY W-3 P-3"	3	5	"50A"	99	50	"Fridley city"	55	4830	22814	679	258	411	683	222	375	623	228	390	619
"MN"	2004	"FRIDLEY W-3 P-4"	3	5	"50A"	99	50	"Fridley city"	55	4840	22814	1042	415	610	1056	314	600	952	343	614	960
"MN"	2004	"HAM LAKE P-1"		6	"49A"	97	49	"Ham Lake city"	65	5010	26738	1037	587	442	1043	540	473	1013	548	419	968
"MN"	2004	"HAM LAKE P-2"		6	"49A"	97	49	"Ham Lake city"	65	5020	26738	1443	885	545	1449	820	610	1430	886	483	1370
"MN"	2004	"HAM LAKE P-3"		6	"49A"	97	49	"Ham Lake city"	65	5030	26738	1225	718	488	1235	647	559	1206	637	499	1136
"MN"	2004	"HAM LAKE P-4"		6	"49A"	97	49	"Ham Lake city"	65	5040	26738	1586	976	584	1606	907	662	1570	932	572	1505
"MN"	2004	"HAM LAKE P-5"		6	"49A"	97	49	"Ham Lake city"	65	5050	26738	1676	1053	608	1687	948	706	1654	966	603	1569
"MN"	2004	"HAM LAKE P-6"		6	"49A"	97	49	"Ham Lake city"	65	5060	26738	1429	944	475	1435	845	560	1406	858	468	1327
"MN"	2004	"HILLTOP P-1"		5	"50A"	99	50	"Hilltop city"	70	5210	29258	367	109	251	369	78	237	342	87	254	342
"MN"	2004	"LEXINGTON P-1"		6	"53A"	105	53	"Lexington city"	75	5410	36836	989	438	522	1013	428	542	971	415	510	928
"MN"	2004	"LINO LAKES P-1"		6	"52A"	103	52	"Lino Lakes city"	80	5610	37322	1049	577	457	1060	525	514	1039	593	404	997
"MN"	2004	"LINO LAKES P-2"		6	"52A"	103	52	"Lino Lakes city"	80	5620	37322	1493	795	688	1503	738	729	1467	805	596	1402
"MN"	2004	"LINO LAKES P-3"		6	"53A"	105	53	"Lino Lakes city"	80	5630	37322	1647	862	771	1655	776	852	1628	832	709	1543
"MN"	2004	"LINO LAKES P-4"		6	"53A"	105	53	"Lino Lakes city"	80	5640	37322	1921	1197	706	1934	1117	779	1896	1172	671	1843
"MN"	2004	"LINO LAKES P-5"		6	"53A"	105	53	"Lino Lakes city"	80	5650	37322	1268	711	543	1279	658	591	1249	660	543	1203
"MN"	2004	"LINO LAKES P-6"		6	"53A"	105	53	"Lino Lakes city"	80	5660	37322	2769	1732	1016	2778	1576	1152	2728	1663	970	2634
"MN"	2004	"LINWOOD P-1"		6	"52A"	103	52	"Linwood township"	85	5810	37376	2819	1621	1151	2853	1495	1295	2791	1556	1108	2665
"MN"	2004	"OAK GROVE P-1"		6	"48A"	95	48	"Oak Grove city"	90	6010	47690	2659	1583	1039	2688	1439	1184	2624	1488	1091	2580
"MN"	2004	"OAK GROVE P-2"		6	"48A"	95	48	"Oak Grove city"	90	6020	47690	1513	939	557	1526	881	614	1496	887	582	1469
"MN"	2004	"RAMSEY W-1 P-1"	1	6	"48B"	96	48	"Ramsey city"	95	6210	53026	1951	1143	785	1966	1055	869	1925	1205	653	1858
"MN"	2004	"RAMSEY W-1 P-2"	1	6	"48B"	96	48	"Ramsey city"	95	6220	53026	1308	782	513	1318	713	572	1285	790	440	1231
"MN"	2004	"RAMSEY W-2 P-1"	2	6	"48B"	96	48	"Ramsey city"	95	6410	53026	1345	885	450	1352	797	528	1325	861	389	1251
"MN"	2004	"RAMSEY W-2 P-2"	2	6	"48B"	96	48	"Ramsey city"	95	6420	53026	1517	911	592	1524	863	630	1494	893	524	1419
"MN"	2004	"RAMSEY W-3 P-1"	3	6	"48B"	96	48	"Ramsey city"	95	6610	53026	1435	871	539	1454	782	628	1411	837	475	1314
"MN"	2004	"RAMSEY W-3 P-2"	3	6	"48B"	96	48	"Ramsey city"	95	6620	53026	1042	578	447	1059	525	505	1032	588	394	982
"MN"	2004	"RAMSEY W-4 P-1"	4	6	"48B"	96	48	"Ramsey city"	95	6810	53026	1395	813	571	1402	732	644	1378	834	485	1319
"MN"	2004	"RAMSEY W-4 P-2"	4	6	"48B"	96	48	"Ramsey city"	95	6820	53026	1566	934	620	1574	866	673	1541	977	496	1476
"MN"	2004	"SAINT FRANCIS P-1"		6	"17A"	33	17	"St. Francis city"	106	7010	56950	2002	1181	805	2009	1041	931	1975	1050	805	1860
"MN"	2004	"SAINT FRANCIS P-2"		6	"17A"	33	17	"St. Francis city"	106	7020	56950	1382	839	523	1399	770	597	1370	774	523	1300
"MN"	2004	"SPRING LAKE PARK P-1A"		5	"51B"	102	51	"Spring Lake Park city"	110	7210	61996	953	483	451	965	374	470	885	433	431	901
"MN"	2004	"SPRING LAKE PARK P-2"		5	"51B"	102	51	"Spring Lake Park city"	110	7220	61996	1333	580	725	1344	491	705	1240	508	730	1283
"MN"	2004	"SPRING LAKE PARK P-3"		5	"51B"	102	51	"Spring Lake Park city"	110	7230	61996	1469	609	835	1486	517	822	1398	534	842	1415
"MN"	2004	"APPLE VALLEY P-01"		2	"37A"	73	37	"Apple Valley city"	2	1010	1900	1689	871	807	1704	936	662	1656	815	774	1590
"MN"	2004	"APPLE VALLEY P-02"		2	"37A"	73	37	"Apple Valley city"	2	1020	1900	1854	907	915	1877	942	771	1782	781	881	1665
"MN"	2004	"APPLE VALLEY P-03"		2	"37A"	73	37	"Apple Valley city"	2	1030	1900	1666	859	788	1683	862	690	1615	805	758	1564
"MN"	2004	"APPLE VALLEY P-04"		2	"37A"	73	37	"Apple Valley city"	2	1040	1900	1904	899	980	1926	953	849	1847	829	936	1767
"MN"	2004	"APPLE VALLEY P-05"		2	"37A"	73	37	"Apple Valley city"	2	1050	1900	2732	1593	1113	2750	1625	989	2676	1535	1051	2590
"MN"	2004	"APPLE VALLEY P-06"		2	"37A"	73	37	"Apple Valley city"	2	1060	1900	1294	597	675	1302	621	580	1237	543	608	1152
"MN"	2004	"APPLE VALLEY P-07"		2	"37B"	74	37	"Apple Valley city"	2	1070	1900	2102	1036	1045	2120	1055	906	2041	1161	805	1970
"MN"	2004	"APPLE VALLEY P-08"		2	"37B"	74	37	"Apple Valley city"	2	1080	1900	2001	1053	951	2031	1060	856	1963	1168	707	1878
"MN"	2004	"APPLE VALLEY P-09"		2	"37B"	74	37	"Apple Valley city"	2	1090	1900	2007	1059	931	2018	1097	824	1964	1232	660	1893
"MN"	2004	"APPLE VALLEY P-10"		2	"37B"	74	37	"Apple Valley city"	2	1100	1900	1560	840	704	1573	869	598	1517	961	509	1473
"MN"	2004	"APPLE VALLEY P-11"		2	"37B"	74	37	"Apple Valley city"	2	1110	1900	1547	873	654	1565	893	585	1516	957	509	1466
"MN"	2004	"APPLE VALLEY P-12"		2	"37B"	74	37	"Apple Valley city"	2	1120	1900	1884	1007	863	1894	1052	729	1833	1114	639	1753
"MN"	2004	"APPLE VALLEY P-13"		2	"37B"	74	37	"Apple Valley city"	2	1130	1900	2022	1047	950	2038	1093	806	1964	1179	705	1885
"MN"	2004	"APPLE VALLEY P-14"		2	"37A"	73	37	"Apple Valley city"	2	1140	1900	1241	570	657	1249	604	566	1193	481	619	1103
"MN"	2004	"APPLE VALLEY P-15"		2	"37A"	73	37	"Apple Valley city"	2	1150	1900	1748	933	809	1753	954	690	1703	842	764	1607
"MN"	2004	"APPLE VALLEY P-16"		2	"37A"	73	37	"Apple Valley city"	2	1160	1900	1688	850	827	1694	841	734	1626	736	799	1536
"MN"	2004	"BURNSVILLE P-01"		2	"40A"	79	40	"Burnsville city"	6	1210	8794	2539	1325	1194	2554	1367	1010	2449	1192	1067	2260
"MN"	2004	"BURNSVILLE P-02"		2	"40A"	79	40	"Burnsville city"	6	1220	8794	1644	796	828	1662	845	671	1591	766	724	1492
"MN"	2004	"BURNSVILLE P-03"		2	"40A"	79	40	"Burnsville city"	6	1230	8794	1650	834	789	1670	902	624	1604	790	694	1485
"MN"	2004	"BURNSVILLE P-04"		2	"40A"	79	40	"Burnsville city"	6	1240	8794	1740	806	911	1754	839	771	1685	727	820	1550
"MN"	2004	"BURNSVILLE P-05"		2	"40A"	79	40	"Burnsville city"	6	1250	8794	1469	665	780	1488	676	655	1383	595	654	1251
"MN"	2004	"BURNSVILLE P-06"		2	"38A"	75	38	"Burnsville city"	6	1260	8794	1880	890	971	1892	953	796	1813	894	816	1768
"MN"	2004	"BURNSVILLE P-07"		2	"40A"	79	40	"Burnsville city"	6	1270	8794	1801	902	885	1817	999	717	1758	908	753	1662
"MN"	2004	"BURNSVILLE P-08"		2	"40A"	79	40	"Burnsville city"	6	1280	8794	2965	1511	1421	2989	1589	1214	2898	1406	1304	2710
"MN"	2004	"BURNSVILLE P-09"		2	"38A"	75	38	"Burnsville city"	6	1290	8794	2004	1037	939	2030	1101	768	1948	1045	797	1896
"MN"	2004	"BURNSVILLE P-10"		2	"38A"	75	38	"Burnsville city"	6	1300	8794	2292	1169	1096	2307	1243	891	2219	1183	935	2171
"MN"	2004	"BURNSVILLE P-11"		2	"40A"	79	40	"Burnsville city"	6	1310	8794	2051	1070	958	2071	1120	790	1989	995	834	1831
"MN"	2004	"BURNSVILLE P-12"		2	"40A"	79	40	"Burnsville city"	6	1320	8794	1159	540	607	1165	558	495	1099	471	509	980
"MN"	2004	"BURNSVILLE P-13"		2	"37A"	73	37	"Burnsville city"	6	1330	8794	2066	1093	948	2087	1177	787	2012	1009	851	1865
"MN"	2004	"BURNSVILLE P-14"		2	"37A"	73	37	"Burnsville city"	6	1340	8794	2077	1078	981	2095	1107	849	2030	979	940	1920
"MN"	2004	"BURNSVILLE P-15"		2	"37A"	73	37	"Burnsville city"	6	1350	8794	2027	1068	932	2041	1102	829	1980	1000	863	1868
"MN"	2004	"BURNSVILLE P-16"		2	"37A"	73	37	"Burnsville city"	6	1360	8794	1465	720	733	1475	734	605	1398	616	661	1277
"MN"	2004	"BURNSVILLE P-17"		2	"40A"	79	40	"Burnsville city"	6	1370	8794	1942	896	1023	1961	938	855	1852	848	828	1678
"MN"	2004	"CASTLE ROCK TWP"		2	"36B"	72	36	"Castle Rock township"	10	1410	10306	878	511	355	887	530	308	861	523	295	818
"MN"	2004	"COATES"		2	"36B"	72	36	"Coates city"	15	1510	12376	89	55	34	89	54	29	85	43	38	81
"MN"	2004	"DOUGLAS TWP"		2	"36B"	72	36	"Douglas township"	20	1610	16228	461	275	178	467	290	149	455	294	138	432
"MN"	2004	"EAGAN P-01"		2	"39A"	77	39	"Eagan city"	25	1710	17288	750	359	379	758	384	315	727	337	366	703
"MN"	2004	"EAGAN P-02"		2	"38A"	75	38	"Eagan city"	25	1720	17288	1806	753	1032	1821	789	856	1717	800	805	1660
"MN"	2004	"EAGAN P-03"		2	"38B"	76	38	"Eagan city"	25	1730	17288	1734	837	876	1755	864	730	1656	822	796	1620
"MN"	2004	"EAGAN P-04"		2	"38A"	75	38	"Eagan city"	25	1740	17288	1280	520	735	1299	579	598	1237	556	607	1206
"MN"	2004	"EAGAN P-05"		2	"38A"	75	38	"Eagan city"	25	1750	17288	1727	749	948	1744	798	794	1663	804	759	1625
"MN"	2004	"EAGAN P-06"		2	"38A"	75	38	"Eagan city"	25	1760	17288	2593	1245	1328	2607	1313	1111	2489	1300	1073	2418
"MN"	2004	"EAGAN P-07"		2	"38A"	75	38	"Eagan city"	25	1770	17288	2529	1270	1228	2551	1322	1046	2462	1362	997	2415
"MN"	2004	"EAGAN P-08"		2	"38B"	76	38	"Eagan city"	25	1780	17288	1711	723	969	1724	763	828	1650	717	902	1623
"MN"	2004	"EAGAN P-09"		2	"38B"	76	38	"Eagan city"	25	1790	17288	2586	1215	1338	2603	1298	1150	2516	1276	1193	2471
"MN"	2004	"EAGAN P-10"		2	"38B"	76	38	"Eagan city"	25	1800	17288	1075	537	527	1083	549	444	1022	551	463	1014
"MN"	2004	"EAGAN P-11"		2	"38B"	76	38	"Eagan city"	25	1810	17288	2880	1551	1306	2901	1617	1105	2794	1589	1155	2748
"MN"	2004	"EAGAN P-12"		2	"38A"	75	38	"Eagan city"	25	1820	17288	1797	868	854	1750	908	746	1698	882	739	1665
"MN"	2004	"EAGAN P-13"		2	"38A"	75	38	"Eagan city"	25	1830	17288	1081	460	606	1092	479	517	1037	477	512	1016
"MN"	2004	"EAGAN P-14"		2	"38A"	75	38	"Eagan city"	25	1840	17288	2150	1047	1073	2166	1063	922	2067	1069	851	1972
"MN"	2004	"EAGAN P-15"		2	"38B"	76	38	"Eagan city"	25	1850	17288	1558	726	812	1571	756	707	1516	699	795	1498
"MN"	2004	"EAGAN P-16"		2	"38B"	76	38	"Eagan city"	25	1860	17288	1727	834	873	1739	915	723	1688	842	838	1681
"MN"	2004	"EAGAN P-17"		2	"38B"	76	38	"Eagan city"	25	1870	17288	1629	942	675	1639	978	576	1592	972	604	1576
"MN"	2004	"EAGAN P-18"		2	"38B"	76	38	"Eagan city"	25	1880	17288	1344	649	680	1356	686	584	1312	653	622	1276
"MN"	2004	"EAGAN P-19"		2	"38B"	76	38	"Eagan city"	25	1890	17288	1610	897	700	1621	933	604	1569	917	621	1540
"MN"	2004	"EAGAN P-20"		2	"38B"	76	38	"Eagan city"	25	1900	17288	1945	1041	891	1957	1108	753	1917	1091	793	1885
"MN"	2004	"EAGAN P-21"		2	"38B"	76	38	"Eagan city"	25	1910	17288	1565	787	758	1581	834	639	1518	839	659	1499
"MN"	2004	"EMPIRE TWP"		2	"36B"	72	36	"Empire township"	30	2010	19376	1175	728	433	1186	717	378	1149	728	367	1096
"MN"	2004	"EUREKA TWP"		2	"36B"	72	36	"Eureka township"	35	2110	19871	911	557	342	921	545	307	891	547	300	847
"MN"	2004	"FARMINGTON P-1"		2	"36B"	72	36	"Farmington city"	40	2210	20618	2340	1272	1035	2364	1314	859	2265	1380	756	2139
"MN"	2004	"FARMINGTON P-2"		2	"36B"	72	36	"Farmington city"	40	2220	20618	1912	1106	784	1924	1048	720	1839	1087	662	1752
